
[00:00:00.000 --> 00:00:05.000]  能夠在此與大家分享神的話,
[00:10:11.000 --> 00:10:15.000]  就需要有眼窩和眼簾去保護它們。
[00:10:15.000 --> 00:10:19.000]  我記得我去年在家中跌倒,
[00:10:19.000 --> 00:10:21.000]  跌倒的時候,
[00:10:21.000 --> 00:10:23.000]  頭部落地,
[00:10:23.000 --> 00:10:25.000]  撞到眼睛,
[00:10:25.000 --> 00:10:27.000]  結果眼睛就瘀了。
[00:10:27.000 --> 00:10:33.000]  如果我沒有眼睛旁邊的部份去保護,
[00:10:33.000 --> 00:10:37.000]  那隻眼睛就可能已經瞎了。
[00:10:37.000 --> 00:10:39.000]  所以軟弱的部份,
[00:10:39.000 --> 00:10:43.000]  是需要有堅硬的部份去保護。
[00:10:43.000 --> 00:10:45.000]  同樣的,我們的腦袋,
[00:10:45.000 --> 00:10:47.000]  也需要有頭蓋骨去保護,
[00:10:47.000 --> 00:10:51.000]  有頭蓋骨的保護,
[00:10:51.000 --> 00:10:53.000]  也有頭髮的保護,
[00:10:53.000 --> 00:10:55.000]  而我們的內臟,
[00:10:55.000 --> 00:10:59.000]  也會有胸骨和肋骨去保護。
[00:10:59.000 --> 00:11:01.000]  第二類,
[00:11:01.000 --> 00:11:05.000]  我們身體有差別的部份是什麼呢?
[00:11:05.000 --> 00:11:11.000]  我們在保羅中稱之為體面或是亞觀,
[00:11:11.000 --> 00:11:13.000]  而另外一部份,
[00:11:13.000 --> 00:11:16.000]  屬於不體面或是不亞觀。
[00:11:16.000 --> 00:11:18.000]  我們就想,
[00:11:18.000 --> 00:11:21.000]  什麼是體面或是亞觀呢?
[00:11:21.000 --> 00:11:25.000]  其實,體面或是亞觀的部份,
[00:11:25.000 --> 00:11:30.000]  就是指身體在外形上比較美觀,
[00:11:30.000 --> 00:11:32.000]  是不需要遮蓋的,
[00:11:32.000 --> 00:11:35.000]  這是暴露的部份。
[00:11:35.000 --> 00:11:39.000]  例如,我們的臉部,
[00:11:39.000 --> 00:11:41.000]  或是手掌,
[00:11:41.000 --> 00:11:45.000]  有沒有人遮蓋著他的臉部?
[00:11:45.000 --> 00:11:47.000]  沒有人遮蓋著他的臉部,
[00:11:47.000 --> 00:11:49.000]  除非是因為衛生的緣故,
[00:11:49.000 --> 00:11:51.000]  或是健康的問題,
[00:11:51.000 --> 00:11:53.000]  就用口罩遮蓋著。
[00:11:53.000 --> 00:11:55.000]  一般人,
[00:11:55.000 --> 00:11:58.000]  我們都會露出我們的臉部,
[00:11:58.000 --> 00:12:00.000]  特別是拍照的時候,
[00:12:00.000 --> 00:12:02.000]  會用上膜口罩拍照,
[00:12:02.000 --> 00:12:06.000]  因為我們要把我們美觀的,
[00:12:06.000 --> 00:12:08.000]  體面的部份顯出來。
[00:12:08.000 --> 00:12:15.000]  而什麼地方,什麼部份呢?
[00:12:15.000 --> 00:12:19.000]  是不體面或是不亞觀的呢?
[00:12:19.000 --> 00:12:26.000]  不體面或是不亞觀的部份,
[00:12:26.000 --> 00:12:30.000]  是指身體在外形上不太美觀,
[00:12:30.000 --> 00:12:33.000]  或是屬於私隱的地方,
[00:12:33.000 --> 00:12:36.000]  是不適宜暴露的地方。
[00:12:36.000 --> 00:12:38.000]  例如我們的臀部,
[00:12:38.000 --> 00:12:42.000]  我們不會特意讓人看的,
[00:12:42.000 --> 00:12:44.000]  不過我記得小時候,
[00:12:44.000 --> 00:12:48.000]  我們小朋友有些人要穿開朗褲,
[00:12:48.000 --> 00:12:50.000]  有沒有人穿過?
[00:12:50.000 --> 00:12:51.000]  應該沒有吧?
[00:12:51.000 --> 00:12:53.000]  現在都沒有人穿開朗褲了,
[00:12:53.000 --> 00:12:56.000]  小朋友的臀部是可以被人看到的,
[00:12:56.000 --> 00:12:58.000]  但我們現在就不會了,
[00:12:58.000 --> 00:13:01.000]  因為我們都覺得這個不好看,
[00:13:01.000 --> 00:13:03.000]  對小朋友來說,
[00:13:03.000 --> 00:13:05.000]  我們需要有個尊重。
[00:13:05.000 --> 00:13:07.000]  例如臀部,
[00:13:07.000 --> 00:13:09.000]  或者我們的生殖器,
[00:13:09.000 --> 00:13:13.000]  這些部份我們都會用一些衣服去遮蓋,
[00:13:13.000 --> 00:13:17.000]  讓人看起來更體面,
[00:13:17.000 --> 00:13:20.000]  或者令到他不會不亞觀。
[00:13:20.000 --> 00:13:23.000]  在二十四節,
[00:13:23.000 --> 00:13:29.000]  神說到神配搭身體,
[00:13:29.000 --> 00:13:36.000]  有強壯的部份和體面的部份,
[00:13:36.000 --> 00:13:41.000]  亦都說到我們的身體有軟弱和有亞觀的部份,
[00:13:41.000 --> 00:13:44.000]  兩樣東西都是配搭在一起,
[00:13:44.000 --> 00:13:46.000]  亦都是組合在一起,
[00:13:46.000 --> 00:13:48.000]  是不會單獨的存在。
[00:13:48.000 --> 00:13:52.000]  為什麼神要這樣去配搭身體呢?
[00:13:52.000 --> 00:13:56.000]  二十五節就告訴我們,
[00:13:56.000 --> 00:13:59.000]  神有他的目的,
[00:13:59.000 --> 00:14:04.000]  神的目的就是要叫我們身體的不同部份,
[00:14:04.000 --> 00:14:08.000]  不自不協調。
[00:14:08.000 --> 00:14:10.000]  這個不協調,
[00:14:10.000 --> 00:14:13.000]  另外一個譯本,
[00:14:13.000 --> 00:14:15.000]  就是一般的和諧譯本,
[00:14:15.000 --> 00:14:18.000]  譯為分門別類,
[00:14:18.000 --> 00:14:22.000]  待會我們會解釋一下。
[00:14:22.000 --> 00:14:26.000]  而另外一個正面的目的是什麼呢?
[00:14:26.000 --> 00:14:29.000]  就是要彼此相顧。
[00:14:29.000 --> 00:14:31.000]  意思就是說,
[00:14:31.000 --> 00:14:34.000]  我們強壯的部位,
[00:14:34.000 --> 00:14:36.000]  或者堅硬的部份,
[00:14:36.000 --> 00:14:38.000]  是要保護軟弱的部份,
[00:14:38.000 --> 00:14:42.000]  而那些不體面或者不亞觀的部份,
[00:14:42.000 --> 00:14:45.000]  我們其他的強壯的部份,
[00:14:45.000 --> 00:14:46.000]  譬如我們的手,
[00:14:46.000 --> 00:14:49.000]  就會做一些衣服去遮蓋他們,
[00:14:49.000 --> 00:14:51.000]  或者去裝飾他們,
[00:14:51.000 --> 00:14:56.000]  讓他們看起來更加美觀或者好看。
[00:14:56.000 --> 00:14:59.000]  如果身體不是這樣互相照顧,
[00:14:59.000 --> 00:15:06.000]  身體就會變得不協調了。
[00:15:06.000 --> 00:15:08.000]  軟弱的部份,
[00:15:08.000 --> 00:15:10.000]  或者器官就得不到保護,
[00:15:10.000 --> 00:15:19.000]  身體就得不到強壯的部位去遮蓋。
[00:15:19.000 --> 00:15:21.000]  就好像我們的腦一樣,
[00:15:21.000 --> 00:15:24.000]  如果我們的腦沒有頭蓋骨去遮蓋,
[00:15:24.000 --> 00:15:29.000]  我們頭蓋的腦就很容易受損,
[00:15:29.000 --> 00:15:32.000]  以致失去了能力。
[00:15:32.000 --> 00:15:33.000]  另外一方面,
[00:15:33.000 --> 00:15:36.000]  我們不二部腦的部份,
[00:15:36.000 --> 00:15:38.000]  如果沒有遮蓋的時間,
[00:15:38.000 --> 00:15:40.000]  可能其他的部份,
[00:15:40.000 --> 00:15:41.000]  面部或者手部,
[00:15:41.000 --> 00:15:44.000]  可能都是很美觀的,
[00:15:44.000 --> 00:15:47.000]  但如果有些不適宜的部位,
[00:15:47.000 --> 00:15:49.000]  你沒有去遮蓋它的時候,
[00:15:49.000 --> 00:15:56.000]  就會令身體看起來整體不體面。
[00:15:56.000 --> 00:16:01.000]  我們可以用一個例子去比喻那種不協調,
[00:16:01.000 --> 00:16:04.000]  就好像打球一樣,
[00:16:04.000 --> 00:16:06.000]  大家都有看足球,
[00:16:06.000 --> 00:16:10.000]  整個球隊總有些人踢得比較好,
[00:16:10.000 --> 00:16:13.000]  有些人踢得不太好,
[00:16:13.000 --> 00:16:18.000]  這個相對來說,
[00:16:18.000 --> 00:16:20.000]  但當打球的時候,
[00:16:20.000 --> 00:16:24.000]  只會交球給那些踢得好,
[00:16:24.000 --> 00:16:26.000]  不交球給那些踢得不好,
[00:16:26.000 --> 00:16:28.000]  結果那隊球隊會怎樣呢?
[00:16:28.000 --> 00:16:29.000]  不好看,
[00:16:29.000 --> 00:16:31.000]  沒有協調,
[00:16:31.000 --> 00:16:33.000]  所以這個不協調就是這個意思,
[00:16:33.000 --> 00:16:37.000]  我們弟兄姊妹之間缺乏了聯繫,
[00:16:37.000 --> 00:16:43.000]  缺乏了之間的溝通和協調。
[00:16:43.000 --> 00:16:55.000]  我們總結一下經文的教訓,
[00:17:01.000 --> 00:17:06.000]  史特波羅透過身體的比喻告訴我們,
[00:17:06.000 --> 00:17:09.000]  教會是有不同情況的,
[00:17:09.000 --> 00:17:11.000]  或者背景的弟兄姊妹,
[00:17:11.000 --> 00:17:13.000]  有些弟兄姊妹,
[00:17:13.000 --> 00:17:17.000]  他們在社會上的地位可能比較高,
[00:17:17.000 --> 00:17:19.000]  或者他們有比較多的財富,
[00:17:19.000 --> 00:17:22.000]  或者他們受教育比較多,
[00:17:22.000 --> 00:17:25.000]  又或者他們的身體比較強壯,
[00:17:25.000 --> 00:17:28.000]  又或者他們有比較多的才幹,
[00:17:28.000 --> 00:17:31.000]  或者他們有比較多的侍奉恩賜,
[00:17:31.000 --> 00:17:33.000]  但是也有些弟兄姊妹,
[00:17:33.000 --> 00:17:37.000]  可能他們在社會上的地位比較不高,
[00:17:37.000 --> 00:17:39.000]  他們的財富不多,
[00:17:39.000 --> 00:17:42.000]  或者他們受的教育比較少,
[00:17:42.000 --> 00:17:45.000]  他們的身體也可能有病,
[00:17:45.000 --> 00:17:48.000]  或者有些殘障他們不夠強壯,
[00:17:48.000 --> 00:17:53.000]  但是神卻將不同情況的弟兄姊妹放在一起,
[00:17:53.000 --> 00:17:55.000]  目的是什麼呢?
[00:17:55.000 --> 00:17:58.000]  就是叫弟兄姊妹能夠彼此相顧,
[00:17:58.000 --> 00:18:00.000]  讓有比較多恩賜,
[00:18:00.000 --> 00:18:03.000]  有比較多的財幹,財富,
[00:18:03.000 --> 00:18:05.000]  或者比較強壯的弟兄姊妹,
[00:18:05.000 --> 00:18:10.000]  能夠去幫助那些較少的有恩賜的,
[00:18:10.000 --> 00:18:12.000]  或者有財幹的,
[00:18:12.000 --> 00:18:14.000]  或者有較少資源,
[00:18:14.000 --> 00:18:16.000]  或者有身體軟弱的弟兄姊妹,
[00:18:16.000 --> 00:18:19.000]  去幫助他們一起去合作,
[00:18:19.000 --> 00:18:21.000]  一起去建立教會。
[00:18:22.000 --> 00:18:25.000]  這就是這段經文的整體教訓,
[00:18:25.000 --> 00:18:28.000]  在我們的侍奉,
[00:18:28.000 --> 00:18:30.000]  或者在我們的生活,
[00:18:30.000 --> 00:18:32.000]  甚至教會生活裡面,
[00:18:32.000 --> 00:18:34.000]  我們怎樣去應用這些教訓呢?
[00:18:34.000 --> 00:18:39.000]  在侍奉方面,
[00:18:39.000 --> 00:18:41.000]  我們可以應用的是什麼呢?
[00:18:41.000 --> 00:18:43.000]  就是在教會裡面,
[00:18:43.000 --> 00:18:46.000]  我們有不同性質的侍奉崗位,
[00:18:46.000 --> 00:18:50.000]  有一些我們叫大靈性侍奉的崗位,
[00:18:50.000 --> 00:18:51.000]  譬如是什麼呢?
[00:18:51.000 --> 00:18:54.000]  譬如像我們的教堂主任,
[00:18:54.000 --> 00:18:56.000]  有牧師,有傳道人,
[00:18:56.000 --> 00:18:59.000]  有長老,有執事,
[00:18:59.000 --> 00:19:01.000]  有不同部門的主任,
[00:19:01.000 --> 00:19:05.000]  他們所做的崗位,
[00:19:05.000 --> 00:19:08.000]  都是一個叫大靈性的崗位。
[00:19:08.000 --> 00:19:11.000]  但是也有弟兄姊妹,
[00:19:11.000 --> 00:19:14.000]  他們所做的侍奉的崗位,
[00:19:14.000 --> 00:19:18.000]  就是我們叫做執行性的崗位,
[00:19:18.000 --> 00:19:21.000]  或者是被帶領性的崗位,
[00:19:21.000 --> 00:19:24.000]  就好像我們一些的傳道助理,
[00:19:24.000 --> 00:19:26.000]  我們的幹事,
[00:19:26.000 --> 00:19:28.000]  我們的堂役,
[00:19:28.000 --> 00:19:32.000]  或者我們團計小組的組員,
[00:19:32.000 --> 00:19:35.000]  他們的崗位都是執行性的崗位,
[00:19:35.000 --> 00:19:37.000]  或者是被帶領的。
[00:19:37.000 --> 00:19:39.000]  做帶領的弟兄姊妹,
[00:19:39.000 --> 00:19:42.000]  和做執行的弟兄姊妹,
[00:19:42.000 --> 00:19:44.000]  其實都是這麼重要的。
[00:19:45.000 --> 00:19:49.000]  如果帶領的弟兄姊妹,
[00:19:49.000 --> 00:19:52.000]  他們沒有執行的弟兄姊妹的幫助,
[00:19:52.000 --> 00:19:55.000]  教會的侍工就不能夠運作暢順,
[00:19:55.000 --> 00:19:57.000]  甚至是會癱瘓的。
[00:19:57.000 --> 00:20:01.000]  這一方面我們就要留意了,
[00:20:01.000 --> 00:20:03.000]  就是做帶領的,
[00:20:03.000 --> 00:20:04.000]  或者做執行的,
[00:20:04.000 --> 00:20:06.000]  都同樣重要。
[00:20:06.000 --> 00:20:09.000]  第二方面的應用是什麼呢?
[00:20:09.000 --> 00:20:11.000]  就是台前幕後了。
[00:20:11.000 --> 00:20:14.000]  在台前侍奉的弟兄姊妹,
[00:20:14.000 --> 00:20:18.000]  或者在台前侍奉的侍奉工作,
[00:20:18.000 --> 00:20:20.000]  譬如做講員,
[00:20:20.000 --> 00:20:23.000]  或者我們做敬拜隊,
[00:20:23.000 --> 00:20:25.000]  這些都是在台前服侍的。
[00:20:25.000 --> 00:20:27.000]  也有些弟兄姊妹,
[00:20:27.000 --> 00:20:29.000]  他們是在幕後服侍的,
[00:20:29.000 --> 00:20:33.000]  就好像我們在後面的影音的弟兄姊妹,
[00:20:33.000 --> 00:20:35.000]  也有詩琴,
[00:20:35.000 --> 00:20:39.000]  或者也有負責收奉獻的詩詩,
[00:20:39.000 --> 00:20:41.000]  他們也有幫忙派聖餐,
[00:20:41.000 --> 00:20:43.000]  招待弟兄姊妹。
[00:20:43.000 --> 00:20:45.000]  也可能大家忽略的,
[00:20:45.000 --> 00:20:47.000]  就是當你完了崇拜之後,
[00:20:47.000 --> 00:20:49.000]  我們也有清潔的同事,
[00:20:49.000 --> 00:20:54.000]  他們就是我們幕後侍奉的工作的弟兄姊妹。
[00:20:54.000 --> 00:20:57.000]  台前侍奉和幕後侍奉的工作人員,
[00:20:57.000 --> 00:20:59.000]  其實都是這麼重要。
[00:20:59.000 --> 00:21:05.000]  如果我們台前侍奉的人員,
[00:21:05.000 --> 00:21:09.000]  他們沒有幕後侍奉的工作人員的支持,
[00:21:09.000 --> 00:21:11.000]  或者支援,
[00:21:11.000 --> 00:21:13.000]  我們在台前的工作人員,
[00:21:13.000 --> 00:21:16.000]  就不能夠完成我們的任務。
[00:21:16.000 --> 00:21:21.000]  就好像我要把這個PowerPoint放在電腦上,
[00:21:21.000 --> 00:21:23.000]  如果我們沒有影音的同事幫我放在電腦上,
[00:21:23.000 --> 00:21:26.000]  大家就看不到這個PowerPoint。
[00:21:26.000 --> 00:21:30.000]  所以我們各位弟兄姊妹,
[00:21:30.000 --> 00:21:32.000]  我們在侍奉上,
[00:21:32.000 --> 00:21:34.000]  是需要互相的欣賞,
[00:21:34.000 --> 00:21:36.000]  互相的尊重,
[00:21:36.000 --> 00:21:38.000]  和互相的珍惜。
[00:21:38.000 --> 00:21:40.000]  大家在崇拜之後,
[00:21:40.000 --> 00:21:42.000]  可以跟台前的,
[00:21:42.000 --> 00:21:44.000]  也跟幕後侍奉的弟兄姊妹,
[00:21:44.000 --> 00:21:46.000]  跟他們打聲招呼,
[00:21:46.000 --> 00:21:48.000]  去表示你的欣賞,
[00:21:48.000 --> 00:21:50.000]  或者向他們致謝。
[00:21:50.000 --> 00:21:51.000]  第二方面,
[00:21:51.000 --> 00:21:56.000]  我們可以應用今天我們所學到的經文教訓是什麼呢?
[00:21:56.000 --> 00:22:01.000]  就是在生活方面,
[00:22:01.000 --> 00:22:03.000]  我們弟兄姊妹,
[00:22:03.000 --> 00:22:06.000]  雖然有不同的背景,
[00:22:06.000 --> 00:22:08.000]  有不同的能力,
[00:22:08.000 --> 00:22:10.000]  或者身體的狀況,
[00:22:10.000 --> 00:22:12.000]  但我們都需要什麼呢?
[00:22:12.000 --> 00:22:14.000]  我們需要彼此的尊重,
[00:22:14.000 --> 00:22:16.000]  和互相的照顧。
[00:22:16.000 --> 00:22:21.000]  我們對於一些在經濟上,
[00:22:21.000 --> 00:22:23.000]  或者身體上,
