
[00:00:00.000 --> 00:00:03.880]  感恩今天能夠在十八樓副堂中堂
[00:03:42.360 --> 00:03:45.920]  是被一個遠離神的世界影響
[00:03:45.920 --> 00:03:47.560]  你看的新聞
[00:03:47.560 --> 00:03:49.000]  你接觸的人
[00:03:49.000 --> 00:03:50.680]  大部分都是遠離神的
[00:03:50.680 --> 00:03:52.120]  還沒有認識神
[00:03:52.120 --> 00:03:54.480]  你周圍的環境
[00:03:54.480 --> 00:03:56.520]  這些原來是慢慢地
[00:03:56.520 --> 00:03:58.160]  影響著我們的心
[00:03:58.160 --> 00:03:59.560]  所以他呼喚我們什麼呢
[00:03:59.560 --> 00:04:02.600]  我們現在就要作出一個轉化
[00:04:02.600 --> 00:04:05.040]  我們的心要轉化
[00:04:05.040 --> 00:04:05.640]  所以沒錯
[00:04:05.640 --> 00:04:06.760]  好像Dallas Williams所說
[00:04:06.760 --> 00:04:09.240]  我們今天所看的以賽傑書
[00:04:09.240 --> 00:04:11.120]  13章至14章
[00:04:11.120 --> 00:04:13.120]  耶和華對當時的以色列人的斥責
[00:04:13.120 --> 00:04:14.880]  就是他們的心
[00:04:14.880 --> 00:04:16.440]  已經被巴比倫
[00:04:16.440 --> 00:04:19.080]  和這個遠離神的世界影響
[00:04:19.080 --> 00:04:21.800]  今天兩年多的疫情
[00:04:21.800 --> 00:04:22.880]  可能你不覺得
[00:04:22.880 --> 00:04:25.000]  但是我們盼望透過神的話
[00:04:25.000 --> 00:04:26.240]  看看你的內心
[00:04:26.240 --> 00:04:27.800]  變了什麼呢
[00:04:27.800 --> 00:04:30.680]  有什麼是需要轉化呢
[00:04:30.680 --> 00:04:33.240]  所以我們先安靜我們自己
[00:04:33.240 --> 00:04:34.360]  求神去開我們的心
[00:04:34.360 --> 00:04:35.920]  讓我們變得安靜的時候
[00:04:35.920 --> 00:04:37.520]  預備我們的心
[00:04:37.520 --> 00:04:40.840]  去聆聽主的話
[00:04:40.840 --> 00:04:42.520]  真的不容易
[00:04:42.520 --> 00:04:44.800]  這兩年多的日子
[00:04:44.800 --> 00:04:47.280]  每天都在看新聞
[00:04:47.280 --> 00:04:49.160]  我們有時候會適應
[00:04:49.160 --> 00:04:51.560]  有時候好像會看化了
[00:04:51.560 --> 00:04:52.960]  但是我們的心
[00:04:52.960 --> 00:04:54.240]  可能有恐懼
[00:04:54.240 --> 00:04:55.280]  有戰驚
[00:04:55.280 --> 00:04:56.600]  有憂慮
[00:04:56.600 --> 00:04:57.480]  主啊
[00:04:57.480 --> 00:04:58.840]  但願祢開我們的心
[00:04:58.840 --> 00:05:00.200]  透過祢的聖道
[00:05:00.200 --> 00:05:01.520]  進入我們的心
[00:05:01.520 --> 00:05:03.120]  潔淨我們的內心
[00:05:03.120 --> 00:05:05.240]  剖開我們的內心
[00:05:05.240 --> 00:05:06.520]  讓我們一切的掙扎
[00:05:06.520 --> 00:05:07.960]  一切的軟弱
[00:05:07.960 --> 00:05:09.080]  一切的不潔
[00:05:09.080 --> 00:05:10.720]  都被祢潔淨
[00:05:10.720 --> 00:05:12.360]  求祢瑞靈
[00:05:12.360 --> 00:05:14.880]  讓我們心
[00:05:14.880 --> 00:05:16.240]  我們整個人
[00:05:16.240 --> 00:05:17.640]  都去聆聽祢的話
[00:05:17.640 --> 00:05:19.520]  奉主耶穌基督的聖名祈求
[00:05:19.520 --> 00:05:21.120]  阿們
[00:05:21.120 --> 00:05:22.720]  好 就讓我們進入今天的講道
[00:05:22.720 --> 00:05:23.680]  第一點
[00:05:23.680 --> 00:05:24.360]  叫做
[00:05:24.360 --> 00:05:27.120]  狐狸占卜粉冊
[00:05:27.120 --> 00:05:28.880]  粉色外表的信仰
[00:05:28.880 --> 00:05:30.320]  我們一起讀以西傑書
[00:05:30.320 --> 00:05:31.560]  十三章一至十二節
[00:05:31.560 --> 00:05:32.840]  準備慢慢讀這段經文
[00:05:32.840 --> 00:05:35.320]  看看當時神有什麼
[00:05:35.320 --> 00:05:36.440]  對以色列人斥責
[00:05:36.440 --> 00:05:38.240]  準備一二三
[00:05:38.240 --> 00:05:40.880]  耶和華的華臨到我船
[00:05:40.880 --> 00:05:42.000]  人子啊
[00:05:42.000 --> 00:05:43.360]  你要說預言
[00:05:43.360 --> 00:05:44.760]  攻擊以色列中
[00:05:44.760 --> 00:05:47.280]  說預言的先知
[00:05:47.280 --> 00:05:50.880]  對那些本己心發預言的說
[00:05:50.880 --> 00:05:53.680]  你們當聽耶和華的話
[00:05:53.680 --> 00:05:56.040]  主耶和華如此說
[00:05:56.040 --> 00:05:58.400]  如還的先知有和了
[00:05:58.400 --> 00:06:01.000]  他們隨從自己的心意
[00:06:01.000 --> 00:06:03.280]  卻一無所見
[00:06:03.280 --> 00:06:04.400]  以色列啊
[00:06:04.400 --> 00:06:06.000]  你的先知好像
[00:06:06.000 --> 00:06:08.840]  方牆中的狐狸
[00:06:08.840 --> 00:06:13.240]  沒有想去搗黨破口
[00:06:13.240 --> 00:06:17.520]  也沒有為以色列家重修長門
[00:06:17.520 --> 00:06:20.200]  使他們當耶和華的日子
[00:06:20.200 --> 00:06:23.080]  在鎮上站立得住
[00:06:23.080 --> 00:06:25.960]  這些人所見的是虛假
[00:06:25.960 --> 00:06:28.240]  是荒詐的占卜
[00:06:28.240 --> 00:06:30.880]  他們說是耶和華說的
[00:06:30.880 --> 00:06:34.080]  其實耶和華並沒有猜險他們
[00:06:34.080 --> 00:06:36.560]  他們倒視人子望那說
[00:06:36.560 --> 00:06:38.440]  必然立定
[00:06:38.440 --> 00:06:41.680]  你們豈不是見了虛假的異象嗎
[00:06:41.680 --> 00:06:44.600]  豈不是說了荒詐的占卜嗎
[00:06:44.600 --> 00:06:45.640]  你們說
[00:06:45.640 --> 00:06:47.880]  這是耶和華說的
[00:06:47.880 --> 00:06:51.080]  其實我沒有說
[00:06:51.080 --> 00:06:54.480]  所以主耶和華如此說
[00:06:54.480 --> 00:06:57.000]  因你們說的是虛假
[00:06:57.000 --> 00:06:59.080]  見的是荒詐
[00:06:59.080 --> 00:07:01.160]  我就與你們反對
[00:07:01.160 --> 00:07:03.920]  這是主耶和華說的
[00:07:03.920 --> 00:07:07.760]  我的手必攻擊那見虛假異象
[00:07:07.760 --> 00:07:10.680]  用荒詐占卜的先知
[00:07:10.680 --> 00:07:13.880]  他們必不列在我百姓的會中
[00:07:13.880 --> 00:07:16.760]  不瀆在以色列家的冊上
[00:07:16.760 --> 00:07:18.720]  也不進入以色列地
[00:07:18.720 --> 00:07:22.240]  你們就知道我是主耶和華
[00:07:22.240 --> 00:07:24.600]  因為他們誘惑我的百姓說
[00:07:24.600 --> 00:07:25.640]  平安
[00:07:25.640 --> 00:07:27.720]  其實沒有平安
[00:07:27.720 --> 00:07:30.280]  就像有人立起牆壁
[00:07:30.280 --> 00:07:34.960]  你們倒用未爬透的灰抹上
[00:07:34.960 --> 00:07:40.360]  所以你要對那些抹上未爬透的灰的人說
[00:07:40.360 --> 00:07:42.120]  牆要倒塌
[00:07:42.120 --> 00:07:44.920]  必有暴風漫過
[00:07:44.920 --> 00:07:46.240]  大冰泊
[00:07:46.240 --> 00:07:48.160]  你們要降下
[00:07:48.160 --> 00:07:51.160]  狂風也要摧裂這牆
[00:07:51.160 --> 00:07:53.240]  這牆倒塌之後
[00:07:53.240 --> 00:07:55.480]  人豈不問你們說
[00:07:55.480 --> 00:08:00.920]  你們抹上未爬透的灰在那裡呢
[00:08:00.920 --> 00:08:03.760]  好像很複雜的一段經文
[00:08:03.760 --> 00:08:05.760]  我們慢慢看下說的是什麼
[00:08:05.760 --> 00:08:07.760]  正如先頭所說
[00:08:07.760 --> 00:08:10.360]  以色列書13章14章
[00:08:10.360 --> 00:08:13.280]  神對以色列人由上而下
[00:08:13.280 --> 00:08:14.720]  一個很嚴厲的審判
[00:08:14.720 --> 00:08:17.040]  由先知開始
[00:08:17.040 --> 00:08:20.080]  所以13章第3節說到
[00:08:20.080 --> 00:08:21.680]  我們一起再讀
[00:08:21.680 --> 00:08:22.480]  第3節準備
[00:08:22.480 --> 00:08:23.280]  1 2 3
[00:08:23.280 --> 00:08:25.760]  主耶和華如此說
[00:08:25.760 --> 00:08:28.840]  如幻的先知有和了
[00:08:28.840 --> 00:08:32.000]  他們隨從自己的心意
[00:08:32.000 --> 00:08:34.240]  卻一無所見
[00:08:34.240 --> 00:08:36.240]  一開始就是說先知
[00:08:36.240 --> 00:08:37.840]  如幻 如文
[00:08:37.840 --> 00:08:39.640]  可以說如笨 無知
[00:08:39.640 --> 00:08:42.120]  甚至是不敬虔的意思
[00:08:42.120 --> 00:08:45.120]  這裡說的不是他們知識上愚蠢
[00:08:45.120 --> 00:08:47.680]  而是他們屬靈上無知
[00:08:47.680 --> 00:08:49.280]  簡單來說就是
[00:08:49.280 --> 00:08:51.680]  當神無道
[00:08:51.680 --> 00:08:53.880]  如文同一個字
[00:08:53.880 --> 00:08:57.600]  出現在詩篇14篇第1節
[00:08:57.600 --> 00:08:59.280]  那裡說 我們一起讀
[00:08:59.280 --> 00:09:01.760]  如幻人心裡說
[00:09:01.760 --> 00:09:03.280]  沒有神
[00:09:03.280 --> 00:09:05.400]  他們都是邪惡
[00:09:05.400 --> 00:09:07.880]  行了可憎惡的事
[00:09:07.880 --> 00:09:11.080]  沒有一個人行善
[00:09:11.080 --> 00:09:12.640]  即是說這些叫如幻人
[00:09:12.640 --> 00:09:14.400]  不是他們知識上很笨
[00:09:14.400 --> 00:09:15.880]  可能他們很厲害
[00:09:15.880 --> 00:09:18.200]  但他們心裡沒有神
[00:09:18.200 --> 00:09:20.400]  所以這裡說他們一無所見
[00:09:20.400 --> 00:09:22.080]  不是他們真的盲
[00:09:22.080 --> 00:09:24.360]  而是他們看不到神的作為
[00:09:24.360 --> 00:09:26.560]  看不到神的存在
[00:09:26.560 --> 00:09:28.760]  弟兄姊妹大家要留意一件事
[00:09:28.760 --> 00:09:30.320]  他斥責的
[00:09:30.320 --> 00:09:32.320]  不是世人
[00:09:32.320 --> 00:09:34.920]  不是那些未信主的人
[00:09:34.920 --> 00:09:36.680]  是一群先知
[00:09:36.680 --> 00:09:39.080]  如幻人不是一般的
[00:09:39.080 --> 00:09:41.280]  可能是未認識神
[00:09:41.280 --> 00:09:44.200]  是一批教會中的領袖
[00:09:44.200 --> 00:09:47.520]  是一群牧師傳道
[00:09:47.520 --> 00:09:50.040]  甚或是信主多年的領袖
[00:09:50.040 --> 00:09:51.480]  所以他們在信仰上
[00:09:51.480 --> 00:09:52.840]  沒理由是無知的
[00:09:52.840 --> 00:09:54.040]  他們應該知道很多東西
[00:09:54.040 --> 00:09:55.240]  讀過很多神學
[00:09:55.240 --> 00:09:56.320]  很多認識
[00:09:56.320 --> 00:09:58.640]  但神竟然說他們是如幻
[00:09:58.640 --> 00:10:00.480]  因為你看回經文
[00:10:00.480 --> 00:10:03.080]  他們隨從自己的心意
[00:10:03.080 --> 00:10:06.160]  不是從神的心意而行
[00:10:06.160 --> 00:10:07.160]  可能你會問
[00:10:07.160 --> 00:10:09.040]  為什麼會這樣發生
[00:10:09.040 --> 00:10:10.920]  四至十二節我們先後讀
[00:10:10.920 --> 00:10:13.040]  就是在說他們的惡行
[00:10:13.040 --> 00:10:15.560]  所以我預備這篇經文的時候
[00:10:15.560 --> 00:10:17.000]  我不知道你的心是怎樣
[00:10:17.000 --> 00:10:18.920]  我是感到震驚
[00:10:18.920 --> 00:10:21.080]  作為牧師傳道的我
[00:10:21.080 --> 00:10:22.760]  究竟這裡所說的惡行
[00:10:22.760 --> 00:10:24.520]  有沒有發生在我的身上
[00:10:24.520 --> 00:10:25.720]  或者我們有沒有
[00:10:25.720 --> 00:10:27.560]  都墮入了好像識日以識的人
[00:10:27.560 --> 00:10:29.320]  特別是這批先知所犯的
[00:10:29.320 --> 00:10:30.480]  我們就看看究竟
[00:10:30.480 --> 00:10:32.240]  有什麼我們要留意
[00:10:32.240 --> 00:10:33.640]  有什麼我們要警醒
[00:10:33.640 --> 00:10:35.560]  帶著敬畏的心去看
[00:10:35.560 --> 00:10:36.400]  第一
[00:10:36.400 --> 00:10:38.760]  神痛斥這些先知是什麼
[00:10:38.760 --> 00:10:42.280]  他說他們沒有上去
[00:10:42.280 --> 00:10:45.640]  堵塞抵擋的破口
[00:10:45.640 --> 00:10:49.560]  說他們是一個方牆中的狐狸
[00:10:49.560 --> 00:10:51.760]  狐狸是什麼
[00:10:51.760 --> 00:10:54.520]  狐狸是否這些先知很狡猾
[00:10:54.520 --> 00:10:56.000]  或者好像狐狸一樣
[00:10:56.000 --> 00:10:57.760]  他們去葡萄園吃果子
[00:10:57.760 --> 00:10:58.760]  不是
[00:10:58.760 --> 00:11:00.560]  這裡是說他們第五節
[00:11:00.560 --> 00:11:03.320]  說他們沒有上去堵塞這些破口
[00:11:03.320 --> 00:11:04.520]  原來狐狸
[00:11:04.520 --> 00:11:06.400]  或者有些經文解釋是野狗
[00:11:06.400 --> 00:11:09.200]  他們很喜歡在牆的破口
[00:11:09.200 --> 00:11:11.400]  他就鑽過那些洞就走了
[00:11:11.400 --> 00:11:12.320]  你想抓他的話
[00:11:12.320 --> 00:11:13.960]  有一面牆在那裡
[00:11:13.960 --> 00:11:15.480]  他很清楚哪裡有洞
[00:11:15.480 --> 00:11:17.680]  一走就走了
[00:11:17.680 --> 00:11:18.880]  所以這裡說的是什麼
[00:11:18.880 --> 00:11:20.520]  就是在說狐狸
[00:11:20.520 --> 00:11:22.240]  他在那些破口走出去
[00:11:22.240 --> 00:11:24.200]  他一定不會站在那個破口
[00:11:24.200 --> 00:11:27.040]  他不會像很忠心的狗一樣守著
[00:11:27.040 --> 00:11:27.640]  他不會的
[00:11:27.640 --> 00:11:28.520]  走了
[00:11:28.520 --> 00:11:32.120]  更加他一定不會收保城牆
[00:11:32.120 --> 00:11:33.560]  不會的狐狸
[00:11:33.560 --> 00:11:36.440]  所以對於當時各國加盟的以色列人來說
[00:11:36.440 --> 00:11:40.240]  先知其實你應該在信仰上去審查
[00:11:40.240 --> 00:11:41.200]  提醒那些以色列人
[00:11:41.200 --> 00:11:42.640]  有什麼要留意
[00:11:42.640 --> 00:11:44.040]  敵人已經來到了
[00:11:44.040 --> 00:11:45.520]  大家要悔改了
[00:11:45.520 --> 00:11:48.480]  他要用神的話和禱告去守望他們
[00:11:48.480 --> 00:11:49.800]  兼顧他們的心
[00:11:49.800 --> 00:11:53.280]  令他們無畏無懼面對這些挑戰
[00:11:53.280 --> 00:11:54.400]  但是沒有
[00:11:54.400 --> 00:11:55.400]  這批先知沒有
[00:11:55.400 --> 00:11:59.160]  他們是方牆上的狐狸
[00:11:59.160 --> 00:12:01.960]  我不知道大家有沒有留意
[00:12:01.960 --> 00:12:05.560]  我們這個恩福家月土會的宣傳海報
[00:12:05.560 --> 00:12:06.440]  一個powerpoint
[00:12:06.440 --> 00:12:08.280]  主題是什麼
[00:12:08.280 --> 00:12:09.960]  轉變中國盼望
[00:12:09.960 --> 00:12:11.360]  和講題一樣
[00:12:11.360 --> 00:12:12.480]  很硬的看一下
[00:12:12.480 --> 00:12:13.800]  下面有八個字
[00:12:13.800 --> 00:12:15.240]  寫著什麼
[00:12:15.240 --> 00:12:17.360]  收保城牆
[00:12:17.360 --> 00:12:19.960]  重建神家
[00:12:19.960 --> 00:12:22.440]  這個可能你沒有留意
[00:12:22.440 --> 00:12:24.000]  上年年尾的時候
[00:12:24.000 --> 00:12:25.040]  我和嘉喬牧師就想
[00:12:25.040 --> 00:12:26.800]  究竟叫什麼名字
[00:12:26.800 --> 00:12:27.440]  轉變中國盼望
[00:12:27.440 --> 00:12:28.880]  我們同工已經想了
[00:12:28.880 --> 00:12:30.240]  想了下面那裡
[00:12:30.240 --> 00:12:30.960]  叫什麼呢
[00:12:30.960 --> 00:12:32.720]  收保城牆
[00:12:32.720 --> 00:12:34.400]  重建神家
[00:12:34.400 --> 00:12:36.760]  說的是我們不需要告訴恩福
[00:12:36.760 --> 00:12:37.920]  我們多大
[00:12:37.920 --> 00:12:39.120]  我們很厲害
[00:12:39.120 --> 00:12:40.440]  不是
[00:12:40.440 --> 00:12:43.320]  我們有些城牆有缺口
[00:12:43.320 --> 00:12:44.680]  我們要收保
[00:12:44.680 --> 00:12:45.600]  我們要邀請弟兄姊妹
[00:12:45.600 --> 00:12:47.920]  一起以禱告去守望神家
[00:12:47.920 --> 00:12:49.000]  所以我們最初
[00:12:49.000 --> 00:12:49.920]  想這個題目的時候
[00:12:49.920 --> 00:12:50.840]  有八個字
[00:12:50.840 --> 00:12:52.080]  可能大家沒有留意
[00:12:52.080 --> 00:12:54.840]  收保城牆
[00:12:54.840 --> 00:12:56.840]  重建神家
[00:12:56.840 --> 00:12:58.600]  昔日神就是斥責這些先知
[00:12:58.600 --> 00:13:01.240]  他沒有站在破口堵塞
[00:13:01.240 --> 00:13:04.080]  反而在破口好像狐狸走了
[00:13:04.080 --> 00:13:05.120]  你記不記得兩年前
[00:13:05.120 --> 00:13:06.400]  有時候我們不太記性
[00:13:06.400 --> 00:13:08.720]  總之就是往前幾時去到日本旅行
[00:13:08.720 --> 00:13:10.400]  你回望一下
[00:13:10.400 --> 00:13:11.520]  剛剛
[00:13:11.520 --> 00:13:12.520]  現在說第五波
[00:13:12.520 --> 00:13:13.920]  可能你又怕第六波
[00:13:13.920 --> 00:13:15.840]  其實第三波的時候
[00:13:15.840 --> 00:13:17.560]  香港最怕的
[00:13:17.560 --> 00:13:19.080]  剛剛發生了疫情
[00:13:19.080 --> 00:13:21.000]  然後我們打贏了
[00:13:21.000 --> 00:13:22.320]  去到八月暑假
[00:13:22.320 --> 00:13:23.600]  你還記得那些很多專家說
[00:13:23.600 --> 00:13:25.080]  夏天應該沒什麼事
[00:13:25.080 --> 00:13:26.520]  又出去吃東西
[00:13:26.520 --> 00:13:27.800]  誰知道第三波
[00:13:27.800 --> 00:13:28.560]  你記得嗎
[00:13:28.560 --> 00:13:30.560]  突然之間再次發生
[00:13:30.560 --> 00:13:31.160]  很害怕
[00:13:31.160 --> 00:13:33.000]  不是好像沙士一樣
[00:13:33.000 --> 00:13:37.600]  贏了就應該回到過往的生活嗎
[00:13:37.600 --> 00:13:39.960]  原來疫情是會沒完沒了的嗎
[00:13:39.960 --> 00:13:42.040]  那時候我們第三波八月
[00:13:42.040 --> 00:13:44.120]  七月開始爆發
[00:13:44.120 --> 00:13:45.320]  八月的時候很害怕
[00:13:45.320 --> 00:13:47.600]  個個都不回來教會
[00:13:47.600 --> 00:13:48.640]  作為屬神的子民
[00:13:48.640 --> 00:13:50.320]  我們有什麼可以做呢
[00:13:50.320 --> 00:13:50.920]  但很好
[00:13:50.920 --> 00:13:52.520]  我們一批教務同工就想到
[00:13:52.520 --> 00:13:53.800]  我們要發起
[00:13:53.800 --> 00:13:55.600]  四十天為香港祈禱
[00:13:55.600 --> 00:13:57.480]  那時候是第一次
[00:13:57.480 --> 00:13:59.560]  八月一號我們開始
[00:13:59.560 --> 00:14:01.920]  四十天我們為香港禁食禱告
[00:14:01.920 --> 00:14:04.480]  為不同的群體去祈禱
[00:14:04.480 --> 00:14:05.760]  我們一起默想神的話
[00:14:05.760 --> 00:14:06.880]  一起仰望神
[00:14:06.880 --> 00:14:08.680]  一起審查我們的過犯
[00:14:08.680 --> 00:14:10.440]  求神寬恕我們的小信
[00:14:10.440 --> 00:14:12.760]  赦免我們的驕傲自我
[00:14:12.760 --> 00:14:13.960]  四十天過後
[00:14:13.960 --> 00:14:15.040]  你看看
[00:14:15.040 --> 00:14:16.080]  一年多前
[00:14:16.080 --> 00:14:17.320]  又是八月
[00:14:17.320 --> 00:14:18.960]  九月左右
[00:14:18.960 --> 00:14:20.960]  疫情慢慢過去
[00:14:20.960 --> 00:14:21.960]  剛剛好
[00:14:21.960 --> 00:14:22.840]  很感恩
[00:14:22.840 --> 00:14:24.360]  我們開了會友大會
[00:14:24.360 --> 00:14:27.080]  還有機會有一個水禮
[00:14:27.080 --> 00:14:28.960]  這次我們上個星期有水禮
[00:14:28.960 --> 00:14:30.080]  但你想想
[00:14:30.080 --> 00:14:31.360]  原來過去
[00:14:31.360 --> 00:14:32.320]  走過很難的日子
[00:14:32.320 --> 00:14:33.680]  但神有憐憫我們
[00:14:33.680 --> 00:14:34.760]  所以作為教會領袖
[00:14:34.760 --> 00:14:36.200]  我們第一就是反思
[00:14:36.200 --> 00:14:38.640]  教會和社會有什麼破口
[00:14:38.640 --> 00:14:39.320]  我們要堵塞
[00:14:39.320 --> 00:14:40.480]  我們要守望
[00:14:40.480 --> 00:14:42.080]  還是
[00:14:42.080 --> 00:14:43.520]  我們好像狐狸一樣
[00:14:43.520 --> 00:14:44.760]  害怕
[00:14:44.760 --> 00:14:45.960]  逃走
[00:14:45.960 --> 00:14:46.640]  這是第一個
[00:14:46.640 --> 00:14:49.120]  方牆中的狐狸
[00:14:49.120 --> 00:14:51.640]  第二
[00:14:51.640 --> 00:14:52.200]  是什麼呢
[00:14:52.200 --> 00:14:52.840]  我們一起讀
[00:14:52.840 --> 00:14:53.320]  第六節
[00:14:53.320 --> 00:14:53.640]  準備
[00:14:53.640 --> 00:14:54.960]  一二三
[00:14:54.960 --> 00:14:57.720]  這些人所見的是虛假
[00:14:57.720 --> 00:15:00.120]  是荒詐的占卜
[00:15:00.120 --> 00:15:02.400]  他們說是耶和華說的
[00:15:02.400 --> 00:15:05.960]  其實耶和華並沒有猜險他們
[00:15:05.960 --> 00:15:11.520]  他們倒是仁指望那話必然立定
[00:15:11.520 --> 00:15:12.240]  沒錯
[00:15:12.240 --> 00:15:13.440]  第二就是
[00:15:13.440 --> 00:15:14.680]  荒詐的占卜
