
[00:00:00.000 --> 00:00:02.720]  很開心能夠在18樓這裡
[00:03:32.160 --> 00:03:37.280]  直到將來的信顯明出來
[00:03:37.280 --> 00:03:41.840]  這樣律法是我們的啟蒙之師
[00:03:41.840 --> 00:03:44.080]  直到基督來了
[00:03:44.080 --> 00:03:47.120]  好使我們因信稱義
[00:03:47.120 --> 00:03:49.920]  但這信既然來到
[00:03:49.920 --> 00:03:55.040]  我們從此就不再啟蒙教師的手下了
[00:03:55.040 --> 00:03:56.320]  最後我們一起讀
[00:03:56.320 --> 00:03:57.520]  1、2、3
[00:03:57.520 --> 00:04:00.240]  其實你們藉著信
[00:04:00.240 --> 00:04:04.640]  在基督耶穌裡都成為神的兒女
[00:04:04.640 --> 00:04:08.000]  你們凡受洗歸入基督的
[00:04:08.000 --> 00:04:10.240]  都披戴基督了
[00:04:10.240 --> 00:04:13.760]  不再分猶太人或希臘人
[00:04:13.760 --> 00:04:17.040]  不再分遺奴的自主的
[00:04:17.040 --> 00:04:19.760]  不再分男的女的
[00:04:19.760 --> 00:04:24.880]  因為你們在基督耶穌裡都成為一了
[00:04:24.880 --> 00:04:27.520]  你們連屬於基督
[00:04:27.520 --> 00:04:31.200]  你們就是亞伯拉罕的子孫
[00:04:31.200 --> 00:04:35.520]  是照著應許承受產業的了
[00:04:35.520 --> 00:04:38.240]  今天是新蓋革命110週年
[00:04:38.240 --> 00:04:40.240]  大家知不知道有這件事
[00:04:40.240 --> 00:04:41.840]  大家都模糊一點
[00:04:41.840 --> 00:04:43.040]  因為百多年時下
[00:04:43.040 --> 00:04:45.040]  當年是武昌起義
[00:04:45.040 --> 00:04:47.120]  清朝有些新軍
[00:04:47.120 --> 00:04:49.520]  攻陷武昌的總督府
[00:04:49.520 --> 00:04:53.920]  開啟了民國的時代
[00:04:53.920 --> 00:04:56.800]  當日孫中山先生在同盟會
[00:04:56.800 --> 00:04:58.560]  在光緒年間說了一句話
[00:04:58.560 --> 00:04:59.760]  在新蓋革命之前
[00:04:59.760 --> 00:05:02.080]  驅除達魯恢復中華
[00:05:02.080 --> 00:05:04.960]  我想在那日子裡
[00:05:04.960 --> 00:05:07.040]  雖然叫做中國的統一
[00:05:07.040 --> 00:05:09.280]  但都分開你是不是達魯
[00:05:09.280 --> 00:05:10.480]  如果你是達魯的話
[00:05:10.480 --> 00:05:12.000]  就要把你趕出中國
[00:05:12.000 --> 00:05:14.480]  就是滿清的劉邊的滿族人
[00:05:14.480 --> 00:05:16.080]  趕你們走
[00:05:16.080 --> 00:05:17.680]  這是當時的口號
[00:05:17.680 --> 00:05:19.520]  這個口號原來是朱元璋
[00:05:19.520 --> 00:05:23.680]  打蒙古人的時候已經說過的
[00:05:23.680 --> 00:05:26.880]  當時我們當中有一位同工
[00:05:26.880 --> 00:05:29.280]  以前是漢族人
[00:05:29.280 --> 00:05:30.880]  就是奇人
[00:05:30.880 --> 00:05:33.520]  不是奇怪的那些
[00:05:33.520 --> 00:05:36.080]  滿清八旗的奇人
[00:05:36.080 --> 00:05:37.920]  他說當年他的祖先
[00:05:37.920 --> 00:05:39.680]  一到這個日子就馬上改姓
[00:05:39.680 --> 00:05:42.960]  清朝的姓是愛新覺羅
[00:05:42.960 --> 00:05:45.360]  新蓋革命之後你還叫愛新覺羅
[00:05:45.360 --> 00:05:46.240]  真的連命都沒有
[00:05:46.240 --> 00:05:47.600]  改姓劉、姓張
[00:05:47.600 --> 00:05:51.280]  馬上立個漢族的姓來用
[00:05:51.280 --> 00:05:53.680]  原來在一個革命裡面
[00:05:53.680 --> 00:05:55.760]  都有分開你和我
[00:05:55.760 --> 00:05:58.000]  雖然好像說驅除達魯
[00:05:58.000 --> 00:05:59.440]  將中國再統一
[00:05:59.440 --> 00:06:02.800]  都有一個分野
[00:06:02.800 --> 00:06:07.040]  原來人或世人在合一上面
[00:06:07.040 --> 00:06:09.040]  很想用很多方法去合一
[00:06:09.040 --> 00:06:10.480]  但是在合一裡面
[00:06:10.480 --> 00:06:12.560]  它總是產生很多分歧
[00:06:12.560 --> 00:06:15.520]  以至人與人之間有很多分開
[00:06:15.520 --> 00:06:16.880]  很多分散
[00:06:16.880 --> 00:06:19.280]  新蓋革命今天110週年
[00:06:19.280 --> 00:06:20.960]  今天我們聽見兩岸都在用
[00:06:20.960 --> 00:06:23.360]  我才是孫中山先生的正統
[00:06:23.360 --> 00:06:24.880]  這邊不服那邊也不服
[00:06:24.880 --> 00:06:27.440]  在報紙上吵架
[00:06:27.440 --> 00:06:30.640]  但是聖經有一個預先定下來的合一
[00:06:30.640 --> 00:06:33.360]  加拉太書保羅在三章15到16節
[00:06:33.360 --> 00:06:34.560]  他這樣說
[00:06:34.560 --> 00:06:35.520]  他說
[00:06:35.520 --> 00:06:36.880]  更新猶談一個認知
[00:06:36.880 --> 00:06:39.040]  「弟兄們,我照著人的觀點說
[00:06:39.040 --> 00:06:40.960]  人的遺囑一經確定
[00:06:40.960 --> 00:06:43.440]  沒有人能廢棄或加增
[00:06:43.440 --> 00:06:46.800]  那些認許原是向阿伯拉罕和他後裔說的
[00:06:46.800 --> 00:06:52.320]  並不是說眾後裔指許多人而是說
[00:06:52.320 --> 00:06:55.600]  和你那個後裔指一個人就是基督。」
[00:06:55.600 --> 00:06:57.360]  這裡保羅在新約裡面
[00:06:57.360 --> 00:07:00.880]  對舊約有一個全新的解釋和演繹
[00:07:00.880 --> 00:07:03.360]  是猶太人從來沒有想過的
[00:07:03.360 --> 00:07:04.640]  而這個解釋和演繹
[00:07:04.640 --> 00:07:06.080]  我們真的很需要去抓緊
[00:07:06.080 --> 00:07:07.760]  到底保羅在說什麼
[00:07:07.760 --> 00:07:10.560]  猶太人開宣的時候一定認同保羅所說
[00:07:10.560 --> 00:07:11.600]  保羅說
[00:07:11.600 --> 00:07:14.160]  認許是對著一個後裔說的
[00:07:14.160 --> 00:07:15.760]  不是對眾後裔說的
[00:07:15.760 --> 00:07:16.880]  猶太人覺得沒問題
[00:07:16.880 --> 00:07:18.160]  為什麼猶太人覺得沒問題
[00:07:18.160 --> 00:07:21.840]  因為猶太人一直都有個排除眾後裔的歷史
[00:07:21.840 --> 00:07:23.600]  如果大家看創世記
[00:07:23.600 --> 00:07:29.360]  你們看到他不斷追尋誰才是亞當那個女人的後裔
[00:07:29.360 --> 00:07:30.880]  該隱和阿伯
[00:07:30.880 --> 00:07:31.840]  他一路生下來
[00:07:31.840 --> 00:07:34.080]  羅亞一路有家譜
[00:07:34.080 --> 00:07:36.880]  但是有一些我們看到是排除了後裔以外的
[00:07:36.880 --> 00:07:39.280]  例如夏甲所生的二十瑪利
[00:07:39.280 --> 00:07:41.200]  雖然是阿伯拉罕的兒子
[00:07:41.200 --> 00:07:43.040]  但是排除了後裔以外
[00:07:43.040 --> 00:07:46.640]  所以在猶太人的歷史裡面
[00:07:46.640 --> 00:07:48.400]  他覺得我就是種子
[00:07:48.400 --> 00:07:51.200]  我們看回創世記第15章3-4節
[00:07:51.200 --> 00:07:52.240]  阿伯拉罕對神說
[00:07:52.240 --> 00:07:53.520]  當時阿伯拉罕沒有兒子
[00:07:53.520 --> 00:07:54.400]  他對神說
[00:07:54.400 --> 00:07:56.240]  漢娜你沒有給我後裔
[00:07:56.240 --> 00:07:59.360]  你漢娜生在我家中的人要繼承我
[00:07:59.360 --> 00:08:01.200]  那個是一個大馬士革人
[00:08:01.200 --> 00:08:02.640]  大馬士革是一個很舊的城市
[00:08:02.640 --> 00:08:03.440]  創世記已經有了
[00:08:03.440 --> 00:08:05.840]  漢娜爺說的話又臨到他說
[00:08:05.840 --> 00:08:07.600]  這人不會繼承你
[00:08:07.600 --> 00:08:09.520]  你本身所生的才會繼承你
[00:08:09.520 --> 00:08:11.600]  阿伯拉罕當時在一個什麼境況呢
[00:08:11.600 --> 00:08:15.040]  神應許他有後裔
[00:08:15.040 --> 00:08:17.040]  但是當時他產業很大
[00:08:17.040 --> 00:08:18.640]  但是沒有孩子
[00:08:18.640 --> 00:08:20.640]  我們通常弟兄調轉
[00:08:20.640 --> 00:08:22.640]  我們有孩子產業就沒有什麼
[00:08:22.640 --> 00:08:24.640]  但是對於阿伯拉罕他是調轉的
[00:08:24.640 --> 00:08:26.160]  他產業很大
[00:08:26.160 --> 00:08:27.920]  但是沒有孩子繼承
[00:08:27.920 --> 00:08:29.600]  他就在想怎麼辦呢
[00:08:29.600 --> 00:08:32.480]  然後他想到家中有一個大馬士革人叫爾尼爾
[00:08:32.480 --> 00:08:35.200]  真的全都過了給他
[00:08:35.200 --> 00:08:36.720]  但是神跟他說不是這個
[00:08:36.720 --> 00:08:39.200]  是你肉身所生的那個才是
[00:08:39.200 --> 00:08:41.120]  這個是猶太人很認同
[00:08:41.120 --> 00:08:42.000]  那個當然不是
[00:08:42.000 --> 00:08:43.280]  大馬士革人當然是我們
[00:08:43.280 --> 00:08:44.160]  後來生出來
[00:08:44.160 --> 00:08:46.960]  以撒生出來的那個才是
[00:08:46.960 --> 00:08:49.600]  當時阿伯拉罕
[00:08:49.600 --> 00:08:51.600]  他發覺原來這個不是
[00:08:51.600 --> 00:08:53.600]  他跟他老婆就等不及了
[00:08:53.600 --> 00:08:54.720]  不然怎麼辦呢
[00:08:54.720 --> 00:08:55.520]  房子又買不到
[00:08:55.520 --> 00:08:56.560]  那些心態
[00:08:56.560 --> 00:08:57.360]  不如快點
[00:08:57.360 --> 00:08:58.080]  快點又怎麼樣
[00:08:58.080 --> 00:08:59.360]  就找下甲生著那個
[00:08:59.360 --> 00:09:00.800]  肉身所生就是
[00:09:00.800 --> 00:09:02.000]  下甲生一個出來
[00:09:02.000 --> 00:09:04.000]  肉身所生滿足神要求
[00:09:04.000 --> 00:09:06.000]  我們人很多時候就是這樣想
[00:09:06.000 --> 00:09:08.800]  找個法律空子轉一轉就OK了
[00:09:08.800 --> 00:09:11.440]  後來保羅在後面的迦勒太書說
[00:09:11.440 --> 00:09:13.680]  他是按著血氣所生的
[00:09:13.680 --> 00:09:15.440]  你跟你的血氣行事
[00:09:15.440 --> 00:09:16.320]  你生了一個
[00:09:16.320 --> 00:09:18.160]  好像符合了要求
[00:09:18.160 --> 00:09:19.760]  但卻不是神所要的
[00:09:19.760 --> 00:09:21.760]  所以到創世記21章
[00:09:21.760 --> 00:09:24.240]  阿伯拉罕當時再生一個
[00:09:24.240 --> 00:09:26.160]  想不到撒拉90歲還可以生
[00:09:26.160 --> 00:09:26.960]  生一個的時候
[00:09:26.960 --> 00:09:28.720]  他就不知道怎麼辦了
[00:09:28.720 --> 00:09:30.000]  演變成一個警方
[00:09:30.000 --> 00:09:32.720]  就是兩個人不能夠同住
[00:09:32.720 --> 00:09:34.000]  阿伯拉罕那時候才知道
[00:09:34.000 --> 00:09:36.000]  哎呀這次真的中伏了
[00:09:36.000 --> 00:09:38.640]  他的血氣令到他自己中伏
[00:09:38.640 --> 00:09:41.200]  當時其實
[00:09:41.200 --> 00:09:43.840]  撒拉兩次叫過這個
[00:09:43.840 --> 00:09:45.120]  二十瑪利走的
[00:09:45.120 --> 00:09:46.080]  第一次就
[00:09:46.080 --> 00:09:47.040]  當他大肚子的時候
[00:09:47.040 --> 00:09:48.000]  已經想下甲走了
[00:09:48.000 --> 00:09:48.880]  趕他走
[00:09:48.880 --> 00:09:52.880]  但那次神在井塘將下甲叫回來
[00:09:52.880 --> 00:09:53.760]  沒辦法了
[00:09:53.760 --> 00:09:55.040]  神叫回來
[00:09:55.040 --> 00:09:56.000]  被迫同住
[00:09:56.000 --> 00:09:58.000]  但到了二十瑪利十三歲的時候
[00:09:58.000 --> 00:09:59.280]  撒拉又受不了
[00:09:59.280 --> 00:10:00.000]  再趕他走
[00:10:00.000 --> 00:10:01.040]  他長大了
[00:10:01.040 --> 00:10:02.080]  跟我分家產
[00:10:02.080 --> 00:10:03.280]  趕他走
[00:10:03.280 --> 00:10:05.040]  阿伯拉罕當時很為難
[00:10:05.040 --> 00:10:06.240]  第一次趕他走
[00:10:06.240 --> 00:10:07.360]  神叫他回來
[00:10:07.360 --> 00:10:08.480]  第二次趕他走
[00:10:08.480 --> 00:10:10.160]  還聽不聽老婆的話
[00:10:10.160 --> 00:10:12.080]  在聖經裡很特別的
[00:10:12.080 --> 00:10:13.840]  他聽了女人的說話
[00:10:13.840 --> 00:10:17.200]  這句話在阿伯拉罕的情況同樣出現
[00:10:17.200 --> 00:10:19.760]  當他第一次要娶下甲的時候
[00:10:19.760 --> 00:10:21.040]  出現了這句話
[00:10:21.040 --> 00:10:23.360]  令我們想起分別羨樂樹的果子
[00:10:23.360 --> 00:10:24.880]  他聽了女人的說話
[00:10:24.880 --> 00:10:27.280]  這次女人又再叫他送下甲走
[00:10:27.280 --> 00:10:28.080]  十三歲了
[00:10:28.080 --> 00:10:29.520]  兒子大女兒大
[00:10:29.520 --> 00:10:30.640]  阻礙我分家產
[00:10:30.640 --> 00:10:32.080]  這樣叫他走
[00:10:32.080 --> 00:10:34.080]  當時阿伯拉罕很為難
[00:10:34.080 --> 00:10:36.240]  還聽不聽女人的話
[00:10:36.240 --> 00:10:39.200]  還走不走在亞當的舊路上
[00:10:39.200 --> 00:10:40.880]  但當時神出手
[00:10:40.880 --> 00:10:42.080]  跟阿伯拉罕說
[00:10:42.080 --> 00:10:43.040]  神對阿伯拉罕說
[00:10:43.040 --> 00:10:44.960]  你不必為這孩子
[00:10:44.960 --> 00:10:47.280]  和你的侍女憂愁
[00:10:47.280 --> 00:10:48.480]  撒拉對你說的話
[00:10:48.480 --> 00:10:49.520]  你都要聽從
[00:10:49.520 --> 00:10:50.640]  因為從以撒生的
[00:10:50.640 --> 00:10:52.000]  才要稱為你的後裔
[00:10:52.000 --> 00:10:53.360]  至於侍女的兒子
[00:10:53.360 --> 00:10:54.800]  我也必使他成為一國
[00:10:54.800 --> 00:10:57.600]  因為他是你的後裔
[00:10:57.600 --> 00:10:58.880]  在這裡
[00:10:58.880 --> 00:10:59.760]  神說得很清楚
[00:10:59.760 --> 00:11:00.480]  這次不怕
[00:11:00.480 --> 00:11:02.320]  這次你不是聽你太太的話
[00:11:02.320 --> 00:11:03.840]  這次是聽神的話
[00:11:03.840 --> 00:11:04.720]  叫他們兩個走
[00:11:04.720 --> 00:11:06.400]  神會照顧他們
[00:11:06.400 --> 00:11:08.080]  神會看著他們
[00:11:08.080 --> 00:11:08.960]  然後
[00:11:08.960 --> 00:11:10.880]  這個應許所生的以撒
[00:11:10.880 --> 00:11:12.400]  先稱為你的後裔
[00:11:12.400 --> 00:11:14.080]  後裔這個字
[00:11:14.080 --> 00:11:15.360]  這個字叫種子
[00:11:15.360 --> 00:11:18.880]  我今天早上吃了牛油果
[00:11:18.880 --> 00:11:20.960]  這顆比較大的種子
[00:11:20.960 --> 00:11:22.880]  我想起要講道
[00:11:22.880 --> 00:11:25.920]  立刻拿垃圾桶出來洗一洗
[00:11:25.920 --> 00:11:27.200]  是一顆種子
[00:11:27.200 --> 00:11:29.040]  祂說你只要一顆種子
[00:11:29.040 --> 00:11:30.160]  那個種子
[00:11:30.160 --> 00:11:32.400]  猶太人就說是我
[00:11:32.400 --> 00:11:34.000]  就是說
[00:11:34.000 --> 00:11:35.360]  神明白說清楚
[00:11:35.360 --> 00:11:37.120]  從以撒原配所生的
[00:11:37.120 --> 00:11:38.240]  先是這顆種子
[00:11:38.240 --> 00:11:40.560]  本質上兩個兒子都是種子
[00:11:40.560 --> 00:11:42.240]  但唯有神應許
[00:11:42.240 --> 00:11:44.000]  不是憑血氣所生的
[00:11:44.000 --> 00:11:45.600]  這個才是種子
[00:11:45.600 --> 00:11:47.040]  而不是種種子
[00:11:47.040 --> 00:11:49.360]  不是人是阿伯拉罕後裔都是種子
[00:11:49.360 --> 00:11:52.000]  是神憑著應許所生的才是種子
[00:11:52.000 --> 00:11:53.520]  所以猶太人住到創世記
[00:11:53.520 --> 00:11:54.240]  一直到阿伯拉罕
[00:11:54.240 --> 00:11:56.960]  他說我就是那個種子
[00:11:56.960 --> 00:11:59.680]  因為我是從阿伯拉罕育生生的
[00:11:59.680 --> 00:12:01.440]  但是他知道
[00:12:01.440 --> 00:12:02.400]  但他同時知道
[00:12:02.400 --> 00:12:04.160]  不是所有阿伯拉罕育生生的
[00:12:04.160 --> 00:12:06.320]  都可以稱為那種子
[00:12:06.320 --> 00:12:08.080]  猶太人就這樣看的時候
[00:12:08.080 --> 00:12:10.400]  保羅在這裡說你看錯了
[00:12:10.400 --> 00:12:12.320]  是一個很大的震撼
[00:12:12.320 --> 00:12:13.920]  保羅說你看錯了
[00:12:13.920 --> 00:12:16.400]  那個種子不是以撒
[00:12:16.400 --> 00:12:19.760]  而是耶穌基督才是那顆種子
[00:12:19.760 --> 00:12:21.360]  凡是屬於耶穌基督的
[00:12:21.360 --> 00:12:23.840]  就屬於那一顆種子
[00:12:23.840 --> 00:12:26.720]  這個對猶太人來說是很震撼的事情
[00:12:26.720 --> 00:12:28.160]  一直拿金牌
[00:12:28.160 --> 00:12:29.680]  正統的那個是我
[00:12:29.680 --> 00:12:34.080]  為什麼現在不是我
[00:12:34.080 --> 00:12:36.560]  保羅在三章十五節
[00:12:36.560 --> 00:12:38.560]  之前那一節已經說了一件事情
[00:12:38.560 --> 00:12:40.800]  他說神為什麼只有這一顆
[00:12:40.800 --> 00:12:42.320]  耶穌基督的種子
[00:12:42.320 --> 00:12:45.600]  因為神從始至終只有一個的心意
[00:12:45.600 --> 00:12:46.880]  在三章十五節
[00:12:46.880 --> 00:12:47.920]  保羅說了一句話
[00:12:47.920 --> 00:12:54.480]  他說弟兄們
[00:12:54.480 --> 00:12:55.840]  我照著人的觀點說
[00:12:55.840 --> 00:12:57.840]  人的遺囑一經確定
[00:12:57.840 --> 00:13:01.600]  沒有人能廢棄或加增
[00:13:01.600 --> 00:13:02.800]  神的心意
[00:13:02.800 --> 00:13:05.520]  沒有在歷史上有人廢棄到神的心意
[00:13:05.520 --> 00:13:07.360]  或者加增到神的心意
[00:13:07.360 --> 00:13:09.600]  神只有一個心意
[00:13:09.600 --> 00:13:11.680]  廢棄這個字和加增這個字
[00:13:11.680 --> 00:13:14.560]  都在保羅後面加拉太書說的時候
[00:13:14.560 --> 00:13:16.480]  不斷出現
[00:13:16.480 --> 00:13:18.320]  廢棄這個字在二章二十一節
[00:13:18.320 --> 00:13:19.280]  保羅說
[00:13:19.280 --> 00:13:21.600]  我不廢掉神的恩
[00:13:21.600 --> 00:13:23.760]  可能跳兩張頭影片就會出現
[00:13:23.760 --> 00:13:25.200]  我不廢掉神的恩
[00:13:25.200 --> 00:13:26.240]  是原文同樣的字
[00:13:26.240 --> 00:13:28.000]  如果以事直著律法而獲得
[00:13:28.000 --> 00:13:29.680]  那麼基督就白白死了
[00:13:29.680 --> 00:13:30.880]  保羅說什麼呢
[00:13:30.880 --> 00:13:32.480]  就算在舊約
[00:13:32.480 --> 00:13:33.840]  神的恩典
[00:13:33.840 --> 00:13:36.080]  都不是憑著行為而來的
[00:13:36.080 --> 00:13:38.400]  是憑著他的救贖而來的
[00:13:38.400 --> 00:13:40.880]  大家想想在十誡
[00:13:40.880 --> 00:13:42.160]  我們很熟悉十誡
[00:13:42.160 --> 00:13:43.280]  第一誡
[00:13:43.280 --> 00:13:44.720]  「除了我以外,你不可有別的神」
[00:13:44.720 --> 00:13:46.320]  但他開口的那句是什麼
[00:13:46.320 --> 00:13:48.080]  「我,是耶華利的神
[00:13:48.080 --> 00:13:50.320]  把你從埃及地遺留之家領出來
[00:13:50.320 --> 00:13:52.640]  除了我以外,你不可有別的神」
[00:13:52.640 --> 00:13:53.920]  是先於
[00:13:53.920 --> 00:13:55.680]  救贖是先於
[00:13:55.680 --> 00:13:57.520]  他守誡命的
[00:13:57.520 --> 00:13:59.280]  是神將你救了出來
[00:13:59.280 --> 00:14:01.520]  然後你和神有一個關係
[00:14:01.520 --> 00:14:02.640]  神的恩典
[00:14:02.640 --> 00:14:03.840]  從頭到尾都是
[00:14:03.840 --> 00:14:06.880]  藉著你憑著信心去領受的
[00:14:06.880 --> 00:14:07.920]  在保羅這裡
[00:14:07.920 --> 00:14:09.200]  加勒太書說得更加清楚
[00:14:09.200 --> 00:14:10.000]  在阿伯拉罕
[00:14:10.000 --> 00:14:11.440]  他沒有行任何律法之前
[00:14:11.440 --> 00:14:13.280]  是憑著信心領受了神的恩典
[00:14:13.280 --> 00:14:14.560]  所以他因信
[00:14:14.560 --> 00:14:16.640]  神就稱他為義
[00:14:16.640 --> 00:14:17.600]  神的恩
[00:14:17.600 --> 00:14:22.000]  沒有因為律法的出現而廢棄了
[00:14:22.000 --> 00:14:23.440]  若果神的恩
[00:14:23.440 --> 00:14:25.680]  因為律法的出現而廢棄了
[00:14:25.680 --> 00:14:27.920]  基督就白白地死了
[00:14:27.920 --> 00:14:29.200]  即是基督他死
[00:14:29.200 --> 00:14:30.640]  就代表我們沒有一個人
[00:14:30.640 --> 00:14:32.000]  能夠因著行為
[00:14:32.000 --> 00:14:33.600]  可以在神面前稱義
[00:14:33.600 --> 00:14:35.680]  就算你做得最好
[00:14:35.680 --> 00:14:38.240]  你都不可以在神面前這樣誇口
[00:14:38.240 --> 00:14:40.240]  你只能夠去到耶穌基督那裡
[00:14:40.240 --> 00:14:41.440]  知取恩典
[00:14:41.440 --> 00:14:42.400]  這是保羅說
[00:14:42.400 --> 00:14:43.520]  神從始至終
[00:14:43.520 --> 00:14:44.640]  由阿伯拉罕開始
[00:14:44.640 --> 00:14:46.880]  只有一個的心意
[00:14:46.880 --> 00:14:48.160]  而加增這個字
[00:14:48.160 --> 00:14:50.320]  在三章十九節出現
[00:14:50.320 --> 00:14:51.280]  三章十九節
[00:14:51.280 --> 00:14:51.760]  保羅說
[00:14:51.760 --> 00:14:56.160]  「律法是為過犯的緣故而加增上去的」
[00:14:56.160 --> 00:14:57.200]  原文都是同一個字
[00:14:57.200 --> 00:15:00.080]  「等候那蒙應去的子孫來到才結束」
[00:15:00.080 --> 00:15:02.640]  律法好像在後面是一個加增
[00:15:02.640 --> 00:15:03.920]  但是律法的加增
[00:15:03.920 --> 00:15:07.120]  不是改變神因信稱義的心意
[00:15:07.120 --> 00:15:09.280]  神的恩典不會因為律法的出現
[00:15:09.280 --> 00:15:11.840]  廢棄了或者加增了
[00:15:11.840 --> 00:15:14.000]  「我不廢掉神的恩」
[00:15:14.000 --> 00:15:15.360]  為什麼律法出現呢
[00:15:15.360 --> 00:15:18.960]  保羅在三章七至二十節
[00:15:18.960 --> 00:15:20.160]  十七到二十節
[00:15:20.160 --> 00:15:22.720]  很詳細說律法為什麼會出現
[00:15:22.720 --> 00:15:23.600]  他繼續這樣說
[00:15:23.600 --> 00:15:24.720]  「我是這麼說
[00:15:24.720 --> 00:15:27.040]  神預先所立的約
[00:15:27.040 --> 00:15:29.840]  不能被四百三十年以後的律法廢掉
[00:15:29.840 --> 00:15:31.200]  只應去失效
[00:15:31.200 --> 00:15:33.200]  因為承受產業若是出於律法
