
[00:00:00.000 --> 00:00:04.960]  新外的天父,多謝祢從歲首到年終帶領我們
[00:02:35.680 --> 00:02:39.720]  簡直是令一向堅強的她
[00:02:39.720 --> 00:02:44.520]  情緒上都面臨崩潰
[00:02:44.520 --> 00:02:51.480]  另外今年亦都在持續的移民潮裏面
[00:02:51.480 --> 00:02:55.520]  留港的家人是以明白
[00:02:55.520 --> 00:02:57.760]  諒解和祝福
[00:02:57.760 --> 00:03:01.360]  去強忍離別之痛
[00:03:01.360 --> 00:03:04.240]  我與長者傾談
[00:03:04.240 --> 00:03:07.320]  說到她家裏面的女兒一家移民的時候
[00:03:07.320 --> 00:03:09.960]  我就說都很感恩
[00:03:09.960 --> 00:03:11.320]  現在科技發達
[00:03:11.320 --> 00:03:13.400]  你又懂得用Zoom
[00:03:13.400 --> 00:03:19.400]  還可以隨時用視像與女兒一家相見
[00:03:19.400 --> 00:03:24.840]  家人雖然去到遠方
[00:03:24.840 --> 00:03:30.080]  但其實都好像近在咫尺
[00:03:30.080 --> 00:03:34.200]  但談著談著就發現有一個事實
[00:03:34.200 --> 00:03:39.560]  就是孫子的手不能再拖
[00:03:39.560 --> 00:03:44.040]  又不能抱又不能親
[00:03:44.040 --> 00:03:47.080]  在這三年的疫情磨練裏面
[00:03:47.080 --> 00:03:50.760]  好聽一點就是不知不覺
[00:03:50.760 --> 00:03:53.320]  但其實是很不容易
[00:03:53.320 --> 00:03:57.320]  當中的熬練真的很艱難
[00:03:57.320 --> 00:04:00.680]  記得2020年4月左右
[00:04:00.680 --> 00:04:03.880]  在疫情第二波的期間
[00:04:03.880 --> 00:04:09.280]  我們長者的工作是不知道怎樣向前的
[00:04:09.280 --> 00:04:14.160]  因為教會在疫情開始的時候
[00:04:14.160 --> 00:04:20.880]  其他所有團體都用了視像網上聚會
[00:04:20.880 --> 00:04:24.920]  那時候服侍長者的群體
[00:04:24.920 --> 00:04:27.200]  真的不知道怎樣去做
[00:04:27.200 --> 00:04:29.760]  今天我和大家分享的《肥牛比書》
[00:04:29.760 --> 00:04:32.400]  四章十至十四節這段經文
[00:04:32.400 --> 00:04:33.880]  就安慰過我
[00:04:33.880 --> 00:04:35.440]  給我力量
[00:04:35.440 --> 00:04:37.120]  讓我接受現實
[00:04:37.120 --> 00:04:40.080]  面對所處的境況
[00:04:40.080 --> 00:04:46.840]  於是我就和同工們開始教長者用視像
[00:04:46.840 --> 00:04:48.520]  因為我們都知道
[00:04:48.520 --> 00:04:49.960]  我們是很有限的
[00:04:49.960 --> 00:04:54.800]  他們又不善於這些高科技
[00:04:54.800 --> 00:04:59.040]  但是我們都接受這個處境
[00:04:59.040 --> 00:05:01.440]  教長者用視像
[00:05:01.440 --> 00:05:04.400]  誰知在6月的時候
[00:05:04.400 --> 00:05:09.440]  我們就開始可以用視像進行大組的聚會
[00:05:09.440 --> 00:05:16.280]  而且逐步小組也可以進行視像查經
[00:05:16.280 --> 00:05:20.920]  到現在總算是沒有停止聚會
[00:05:20.920 --> 00:05:23.480]  走過了疫情
[00:05:23.480 --> 00:05:26.360]  但到現在第五波完了
[00:05:26.360 --> 00:05:28.640]  我們叫做疫後
[00:05:28.640 --> 00:05:31.040]  疫後我們面對未知的
[00:05:31.040 --> 00:05:34.760]  和差不多的未來的人與事
[00:05:34.760 --> 00:05:38.040]  在這個時候《肥牛比書》四章
[00:05:38.040 --> 00:05:41.440]  十至十四節又浮現在我心裏面
[00:05:41.440 --> 00:05:44.800]  當中的訊息也成為我在這個
[00:05:44.800 --> 00:05:51.480]  幻變的時代邁向新一年的心靈的方向和力量
[00:05:51.480 --> 00:05:56.240]  《肥牛比書》是保羅為呼音被囚
[00:05:56.240 --> 00:05:59.000]  被監在牢獄裏面
[00:05:59.000 --> 00:06:03.040]  他持續面對很艱難的境況
[00:06:03.040 --> 00:06:07.400]  寫到最後四章十至十四節
[00:06:07.400 --> 00:06:11.360]  他就講出了他寫這封信的其中一個理由
[00:06:11.360 --> 00:06:14.360]  當中有兩個強調
[00:06:14.360 --> 00:06:19.320]  一個就是他對肥牛比教會給他的供應
[00:06:19.320 --> 00:06:22.160]  保羅很感謝他們
[00:06:22.160 --> 00:06:25.000]  保羅大大的喜樂
[00:06:25.000 --> 00:06:29.360]  另外就是他強調
[00:06:29.360 --> 00:06:32.920]  他知足他一無所缺
[00:06:32.920 --> 00:06:36.920]  我們一起了讀一下今天這段經文
[00:06:36.920 --> 00:06:42.480]  好 我們一起了讀
[00:06:42.480 --> 00:06:46.440]  我靠主大大喜樂
[00:06:46.440 --> 00:06:49.320]  因為你們關懷我的心
[00:06:49.320 --> 00:06:52.320]  如今又表現了出來
[00:06:52.320 --> 00:06:55.520]  其實你們一直都關懷我
[00:06:55.520 --> 00:06:58.520]  只是沒有機會罷了
[00:06:58.520 --> 00:07:00.840]  我並不是因缺乏
[00:07:00.840 --> 00:07:02.840]  說者說
[00:07:02.840 --> 00:07:08.560]  都可以知足
[00:07:08.560 --> 00:07:11.760]  我知道怎樣處悲戰
[00:07:11.760 --> 00:07:14.760]  也知道怎樣處豐富
[00:07:14.760 --> 00:07:16.760]  sorry
[00:07:16.760 --> 00:07:21.760]  或飽足或飢餓或有餘
[00:07:21.760 --> 00:07:24.360]  或任何事情
[00:07:24.360 --> 00:07:27.960]  任何境況我都得了被決
[00:07:27.960 --> 00:07:30.960]  我靠著那加給我力量的
[00:07:30.960 --> 00:07:32.960]  凡事都能做
[00:07:32.960 --> 00:07:37.560]  然而你們能和我分擔憂患
[00:07:37.560 --> 00:07:39.560]  是一件好事
[00:07:39.560 --> 00:07:44.560]  以上經文是和收本的
[00:07:44.560 --> 00:07:50.560]  聖經經文四章第十節
[00:07:54.160 --> 00:07:57.160]  保羅以我靠主大大喜樂
[00:07:57.160 --> 00:07:59.760]  來表達他收到肥柳比教會
[00:07:59.760 --> 00:08:02.760]  饋贈事的感受
[00:08:02.760 --> 00:08:06.760]  他的反應是大大的喜樂
[00:08:06.760 --> 00:08:08.760]  即是很開心
[00:08:08.760 --> 00:08:10.160]  不單這樣
[00:08:10.160 --> 00:08:13.760]  他的喜樂是由靠主來形容的
[00:08:13.760 --> 00:08:16.760]  靠主原文即是在主裡
[00:08:16.760 --> 00:08:19.760]  表示保羅在他心中
[00:08:19.760 --> 00:08:21.760]  他和肥柳比的信徒
[00:08:21.760 --> 00:08:26.760]  緊緊地連結在主耶穌基督裡
[00:08:26.760 --> 00:08:28.760]  原因是
[00:08:28.760 --> 00:08:31.760]  保羅在這個關係的基礎裡
[00:08:31.760 --> 00:08:36.760]  得到肥柳比教會的饋贈
[00:08:36.760 --> 00:08:39.760]  他感到大大喜樂
[00:08:39.760 --> 00:08:41.760]  保羅這麼快樂
[00:08:41.760 --> 00:08:46.760]  原因在接著的經文裡有說
[00:08:46.760 --> 00:08:48.760]  保羅說
[00:08:48.760 --> 00:08:51.760]  你們關懷我的心
[00:08:51.760 --> 00:08:53.760]  關懷我的心
[00:08:53.760 --> 00:08:57.760]  不單是指心裡的想念
[00:08:57.760 --> 00:09:01.760]  肥柳比教會是有具體的行動
[00:09:01.760 --> 00:09:03.760]  肥柳比教會差遣
[00:09:03.760 --> 00:09:04.760]  以筆筆提
[00:09:04.760 --> 00:09:08.760]  將教會的饋贈送到監牢裡
[00:09:08.760 --> 00:09:11.760]  給保羅
[00:09:11.760 --> 00:09:13.760]  在肥柳比書
[00:09:13.760 --> 00:09:15.760]  我們讀的經文裡
[00:09:15.760 --> 00:09:19.760]  保羅並沒有感謝這些字眼
[00:09:19.760 --> 00:09:20.760]  但是
[00:09:20.760 --> 00:09:23.760]  保羅因為他和肥柳比教會
[00:09:23.760 --> 00:09:25.760]  在主裡的親密關係
[00:09:25.760 --> 00:09:27.760]  以喜樂
[00:09:27.760 --> 00:09:28.760]  大大的喜樂
[00:09:28.760 --> 00:09:29.760]  很開心
[00:09:29.760 --> 00:09:32.760]  來表達他的感謝
[00:09:32.760 --> 00:09:36.760]  這就是沒有說感謝的感謝
[00:09:36.760 --> 00:09:40.760]  其實這個更加離得真摯
[00:09:40.760 --> 00:09:42.760]  保羅說如今
[00:09:42.760 --> 00:09:45.760]  原文這個字
[00:09:45.760 --> 00:09:49.760]  是指現在和終於
[00:09:49.760 --> 00:09:53.760]  是指肥柳比教會曾經幫過保羅
[00:09:53.760 --> 00:09:55.760]  但已經經過了一段很長時間
[00:09:55.760 --> 00:09:56.760]  差不多有十年了
[00:09:56.760 --> 00:10:01.760]  到現在再一次幫助保羅
[00:10:01.760 --> 00:10:02.760]  保羅這樣說
[00:10:02.760 --> 00:10:04.760]  不是怪責他們
[00:10:04.760 --> 00:10:10.760]  你們這十年都沒有關顧過我
[00:10:10.760 --> 00:10:14.760]  保羅說你們一直都關懷我
[00:10:14.760 --> 00:10:17.760]  只是沒有機會罷了
[00:10:17.760 --> 00:10:20.760]  保羅知道肥柳比教會一直都在關懷他
[00:10:20.760 --> 00:10:22.760]  只是因為保羅他
[00:10:22.760 --> 00:10:25.760]  因為傳福音的緣故
[00:10:25.760 --> 00:10:27.760]  到處漂泊
[00:10:27.760 --> 00:10:28.760]  居無定所
[00:10:28.760 --> 00:10:33.760]  所以肥柳比教會很難有機會
[00:10:33.760 --> 00:10:36.760]  去表達那種關懷
[00:10:36.760 --> 00:10:38.760]  保羅指出
[00:10:38.760 --> 00:10:43.760]  肥柳比教會現在又表現出來了
[00:10:43.760 --> 00:10:47.760]  表現出來就是revised
[00:10:47.760 --> 00:10:50.760]  這個字在新約聖經中出現
[00:10:50.760 --> 00:10:53.760]  只是在這裡出現一次
[00:10:53.760 --> 00:10:55.760]  這個字的意思
[00:10:55.760 --> 00:10:59.760]  是指草叢和樹
[00:10:59.760 --> 00:11:03.760]  在春天的時候發芽或開花的情況
[00:11:03.760 --> 00:11:07.760]  保羅用這個字去表達肥柳比教會對他的關心
[00:11:07.760 --> 00:11:11.760]  就像剛剛開花一樣
[00:11:11.760 --> 00:11:13.760]  很蓬勃的
[00:11:13.760 --> 00:11:15.760]  你看到這些花開
[00:11:15.760 --> 00:11:17.760]  很暢快的
[00:11:17.760 --> 00:11:22.760]  保羅就是用這個字去形容他的心境
[00:11:22.760 --> 00:11:26.760]  在這個疫情三年裡
[00:11:26.760 --> 00:11:29.760]  今年三月份
[00:11:29.760 --> 00:11:35.760]  是一個第五波的高峰期
[00:11:35.760 --> 00:11:38.760]  在這個高峰期的時候
[00:11:38.760 --> 00:11:40.760]  我的團契有六個同工
[00:11:40.760 --> 00:11:42.760]  有三個都中招了
[00:11:42.760 --> 00:11:44.760]  都是牧師
[00:11:44.760 --> 00:11:46.760]  我聽到他們說
[00:11:46.760 --> 00:11:51.760]  在中招的時候
[00:11:51.760 --> 00:11:54.760]  經歷禁閉七天
[00:11:54.760 --> 00:11:59.760]  像挪亞在方舟裡的那種痛苦
[00:11:59.760 --> 00:12:01.760]  我心裡就感恩
[00:12:01.760 --> 00:12:03.760]  我一直都沒有中過
[00:12:03.760 --> 00:12:08.760]  最近我邀請了一位前線的社工
[00:12:08.760 --> 00:12:12.760]  到我們的團契來分享
[00:12:12.760 --> 00:12:15.760]  他在神學院裡教過我
[00:12:15.760 --> 00:12:17.760]  教過長者課程
[00:12:17.760 --> 00:12:21.760]  他說中招就是神的揀選
[00:12:21.760 --> 00:12:24.760]  不中招就是神的恩典
[00:12:24.760 --> 00:12:29.760]  終於到十月尾神就揀選了我
[00:12:29.760 --> 00:12:32.760]  我就染疫了
[00:12:32.760 --> 00:12:34.760]  我心裡也覺得
[00:12:34.760 --> 00:12:36.760]  染了疫也可以
[00:12:36.760 --> 00:12:40.760]  經歷一下中招的感受
[00:12:40.760 --> 00:12:44.760]  那種病的情況我就不分享了
[00:12:44.760 --> 00:12:46.760]  我分享一下
[00:12:46.760 --> 00:12:51.760]  其實我家裡平時也有儲備糧食
[00:12:51.760 --> 00:12:54.760]  我家人知道我中招之後
[00:12:54.760 --> 00:12:56.760]  就買了一袋食物給我
[00:12:56.760 --> 00:12:59.760]  在隔離的那幾天
[00:12:59.760 --> 00:13:04.760]  我收到不少同工和團契的兄弟姐妹
[00:13:04.760 --> 00:13:07.760]  都傳短訊或錄音來告訴我
[00:13:07.760 --> 00:13:09.760]  我買了食物給你
[00:13:09.760 --> 00:13:11.760]  還說我不怕
[00:13:11.760 --> 00:13:15.760]  我送到你家裡放下
[00:13:15.760 --> 00:13:19.760]  雖然我不需要他們在經濟上
[00:13:19.760 --> 00:13:22.760]  物資上的接濟
[00:13:22.760 --> 00:13:26.760]  但我感受到在主裡面的那份情誼
[00:13:26.760 --> 00:13:30.760]  心裡真的很快樂
[00:13:30.760 --> 00:13:34.760]  我們再繼續看經文
[00:13:34.760 --> 00:13:42.760]  四章第十一節的時候
[00:13:42.760 --> 00:13:45.760]  我們發現保羅這麼快樂
[00:13:45.760 --> 00:13:48.760]  還有一個原因
[00:13:48.760 --> 00:13:51.760]  是什麼呢
[00:13:51.760 --> 00:13:53.760]  我們在經文中
[00:13:53.760 --> 00:13:56.760]  我們一起讀
[00:13:56.760 --> 00:14:02.760]  我並不是因缺乏而說這話
[00:14:02.760 --> 00:14:04.760]  因為我已經學會
[00:14:04.760 --> 00:14:09.760]  無論在什麼境況都可以知足
[00:14:09.760 --> 00:14:14.760]  保羅除了說弟兄姊妹
[00:14:14.760 --> 00:14:16.760]  在他艱難的時候
[00:14:16.760 --> 00:14:20.760]  用物質幫助他
[00:14:20.760 --> 00:14:24.760]  他在主裡面很快樂
[00:14:24.760 --> 00:14:27.760]  另外他在經文中
[00:14:27.760 --> 00:14:29.760]  也告訴我們
[00:14:29.760 --> 00:14:35.760]  他有一個這麼快樂的原因
[00:14:35.760 --> 00:14:39.760]  就是他雖然在缺乏裡
[00:14:39.760 --> 00:14:44.760]  但弟兄姊妹都不斷關懷他
[00:14:44.760 --> 00:14:50.760]  他在主裡面的缺乏
[00:14:50.760 --> 00:14:54.760]  快樂無比
[00:14:54.760 --> 00:14:58.760]  而在第十一節的下半部分
[00:14:58.760 --> 00:15:02.760]  在經文文法上說
[00:15:02.760 --> 00:15:05.760]  保羅快樂的正式原因
[00:15:05.760 --> 00:15:08.760]  就是因為他已經學會
[00:15:08.760 --> 00:15:12.760]  無論在什麼境況都可以知足
[00:15:12.760 --> 00:15:17.760]  學會這個動詞是過去時態
[00:15:17.760 --> 00:15:20.760]  可以指保羅信了主之後
[00:15:20.760 --> 00:15:22.760]  到寫這封信的時候
[00:15:22.760 --> 00:15:27.760]  這段漫長而緩慢的日子
[00:15:27.760 --> 00:15:33.760]  保羅他用學會來表達
[00:15:33.760 --> 00:15:36.760]  他現在經過了這麼多的事
[00:15:36.760 --> 00:15:38.760]  他學會了
[00:15:38.760 --> 00:15:42.760]  弟兄姊妹我們中國人有一句話
[00:15:42.760 --> 00:15:45.760]  經一事長一智
[00:15:45.760 --> 00:15:48.760]  這幾年我們經歷了很多事
[00:15:48.760 --> 00:15:51.760]  也經過了很多的警方
[00:15:51.760 --> 00:15:54.760]  我們學會了什麼呢
[00:15:54.760 --> 00:15:58.760]  學會了防疫衛生
[00:15:58.760 --> 00:16:01.760]  學會了留意心理衛生
[00:16:01.760 --> 00:16:04.760]  學會了在疫情裡面與主同行
[00:16:04.760 --> 00:16:07.760]  在警方侵襲的時候
[00:16:07.760 --> 00:16:10.760]  靠著學會了用信心抗疫
[00:16:10.760 --> 00:16:14.760]  保羅所學會的功課
[00:16:14.760 --> 00:16:16.760]  很明確地說
[00:16:16.760 --> 00:16:22.760]  就是我無論在什麼境況都可以知足
[00:16:22.760 --> 00:16:25.760]  他所說的無論在什麼境況
[00:16:25.760 --> 00:16:28.760]  意思是說不論在哪一種境況裡面
[00:16:28.760 --> 00:16:30.760]  保羅都可以知足
[00:16:30.760 --> 00:16:35.760]  是藉著他一生的跌宕起伏來學
[00:16:35.760 --> 00:16:37.760]  保羅的一生
[00:16:37.760 --> 00:16:41.760]  他所經驗的東西就像一個實驗室一樣
[00:16:41.760 --> 00:16:47.760]  不斷提供了給他很多學習知足的機會
[00:16:47.760 --> 00:16:49.760]  保羅他還說我
[00:16:49.760 --> 00:16:53.760]  他強調他是親身去經歷這些功課的
[00:16:53.760 --> 00:16:56.760]  親身去掌握這些教訓的
[00:16:56.760 --> 00:17:01.760]  他也通過了這些測試的
[00:17:01.760 --> 00:17:05.760]  而保羅所說的知足是什麼呢
[00:17:05.760 --> 00:17:08.760]  知足就是中國人的一個說法
[00:17:08.760 --> 00:17:11.760]  原文就是指足夠
[00:17:11.760 --> 00:17:14.760]  在新約聖經只有這裡出現過一次
[00:17:14.760 --> 00:17:20.760]  在當時希臘哲學的斯多亞派的學派裡面
[00:17:20.760 --> 00:17:23.760]  這個字他解為是自足
[00:17:23.760 --> 00:17:28.760]  是用來說明一個智慧人
[00:17:28.760 --> 00:17:30.760]  所培養出來的態度
[00:17:30.760 --> 00:17:34.760]  達到能夠自給自足就是最理想
[00:17:34.760 --> 00:17:37.760]  是不受環境影響的
[00:17:37.760 --> 00:17:42.760]  在教會傳統裡面有所謂的七宗罪
[00:17:42.760 --> 00:17:45.760]  而這七宗罪是會損毀人的生命
[00:17:45.760 --> 00:17:48.760]  人與人的關係和社會的
[00:17:48.760 --> 00:17:51.760]  我們不能夠不留意和提防
[00:17:51.760 --> 00:17:54.760]  而七宗罪裡面的疾度
[00:17:54.760 --> 00:17:58.760]  就是和不知足有關的
[00:17:58.760 --> 00:18:00.760]  疾度就是疾度的人
[00:18:00.760 --> 00:18:04.760]  不滿足於自己所擁有的東西
[00:18:04.760 --> 00:18:07.760]  在不滿意的時候
[00:18:07.760 --> 00:18:09.760]  也看到人所擁有的東西
[00:18:09.760 --> 00:18:11.760]  有希望具為己有
[00:18:11.760 --> 00:18:15.760]  這種心態會侵蝕著人的
[00:18:15.760 --> 00:18:21.760]  人就會因著不滿不滿足去疾度人
[00:18:21.760 --> 00:18:23.760]  是很痛苦的
[00:18:23.760 --> 00:18:25.760]  有一個古老的說法
[00:18:25.760 --> 00:18:31.760]  幸福不是得到我們所要的東西
[00:18:31.760 --> 00:18:37.760]  而是要我們所得到的東西
[00:18:37.760 --> 00:18:41.760]  真誠滿足於生命所賦予我們的
[00:18:41.760 --> 00:18:45.760]  不去疾度任何人
[00:18:45.760 --> 00:18:48.760]  滿意自己的現狀
[00:18:48.760 --> 00:18:53.760]  這些情操是崇高和可取的
[00:18:53.760 --> 00:18:55.760]  保羅的喜樂原因是
[00:18:55.760 --> 00:18:59.760]  頂尖妹對他的關心和學會知足
[00:18:59.760 --> 00:19:01.760]  現在十二十三節的經文
[00:19:01.760 --> 00:19:06.760]  保羅更加明顯地以我這個稱謂
[00:19:06.760 --> 00:19:08.760]  再說多一點
[00:19:08.760 --> 00:19:12.760]  他擴大去說知足的意思
[00:19:12.760 --> 00:19:16.760]  和具體去說他學會了什麼
[00:19:16.760 --> 00:19:19.760]  甚至得了秘訣
[00:19:19.760 --> 00:19:22.760]  我們一起讀
[00:19:22.760 --> 00:19:26.760]  十二節
[00:19:26.760 --> 00:19:29.760]  我知道怎樣處悲戰
[00:19:29.760 --> 00:19:32.760]  也知道怎樣處豐富
[00:19:32.760 --> 00:19:37.760]  或飽足或飢餓或有餘或缺乏
[00:19:37.760 --> 00:19:40.760]  任何事情任何境況
[00:19:40.760 --> 00:19:44.760]  我都得了秘訣
[00:19:44.760 --> 00:19:46.760]  第十二節一開始保羅說
[00:19:46.760 --> 00:19:49.760]  我知道怎樣處悲戰
[00:19:49.760 --> 00:19:51.760]  也知道怎樣處豐富
[00:19:51.760 --> 00:19:55.760]  他重複選用動詞知道
[00:19:55.760 --> 00:19:59.760]  去強調他學習的結果
[00:19:59.760 --> 00:20:00.760]  他已經學會了
[00:20:00.760 --> 00:20:05.760]  他知道怎樣處悲戰豐富
[00:20:05.760 --> 00:20:07.760]  這兩種極端
[00:20:07.760 --> 00:20:10.760]  在這兩種極端的條件之下
[00:20:10.760 --> 00:20:13.760]  他仍然能夠知足
[00:20:13.760 --> 00:20:17.760]  保羅沒有特別標榜過一些
[00:20:17.760 --> 00:20:23.760]  很貧窮禁慾的生活
[00:20:23.760 --> 00:20:28.760]  他也沒有陶醉在富裕的生活裡
[00:20:28.760 --> 00:20:31.760]  而不能夠抽離
[00:20:31.760 --> 00:20:35.760]  沒有回不了頭的情況
[00:20:35.760 --> 00:20:37.760]  保羅在任何的情況
[00:20:37.760 --> 00:20:39.760]  都有正確的態度
[00:20:39.760 --> 00:20:43.760]  以至他能夠知足
[00:20:43.760 --> 00:20:48.760]  我有一些處豐富與缺乏的學習經歷
[00:20:48.760 --> 00:20:51.760]  想跟大家分享一下
[00:20:51.760 --> 00:20:53.760]  在我侍奉的人生裡
[00:20:53.760 --> 00:21:01.760]  很慶幸有四年在公立醫院裡做院務
[00:21:01.760 --> 00:21:10.760]  其實那時我由牧羊教會轉到醫院工場
[00:21:10.760 --> 00:21:15.760]  我的薪酬和資歷都會被降低
[00:21:15.760 --> 00:21:19.760]  我需要重新適應和謙卑學習
[00:21:19.760 --> 00:21:24.760]  在經濟上我的薪酬是跌了一大截
[00:21:24.760 --> 00:21:28.760]  我記得當時我坐車上班
[00:21:28.760 --> 00:21:34.760]  不是看到車會去我想去的地方就上車
[00:21:34.760 --> 00:21:38.760]  而是想這部車很貴一點就不上車
[00:21:38.760 --> 00:21:41.760]  想一部便宜一點的車
[00:21:41.760 --> 00:21:44.760]  省一點就一點
[00:21:44.760 --> 00:21:45.760]  即使如此
[00:21:45.760 --> 00:21:49.760]  當時我都可以供樓
[00:21:49.760 --> 00:21:52.760]  亦都可以給家用媽媽
[00:21:52.760 --> 00:21:53.760]  不過就減少一點
[00:21:53.760 --> 00:21:56.760]  幸好媽媽都接受
[00:21:56.760 --> 00:21:59.760]  在角色上都有轉變
[00:21:59.760 --> 00:22:04.760]  就不像在教會做牧者的時候那麼受尊重
[00:22:04.760 --> 00:22:06.760]  去到病房探病人
[00:22:06.760 --> 00:22:08.760]  那些人不喜歡你靠近
[00:22:08.760 --> 00:22:09.760]  好像騷擾他一樣
[00:22:09.760 --> 00:22:11.760]  他遠遠就會這樣
[00:22:11.760 --> 00:22:15.760]  撒手叫你不要靠近
[00:22:15.760 --> 00:22:22.760]  醫護員工聚會就不像教會頂姐妹那麼乖
[00:22:22.760 --> 00:22:24.760]  堅持像你們那樣
[00:22:24.760 --> 00:22:28.760]  堅持回團契 崇拜
[00:22:28.760 --> 00:22:31.760]  有些醫護人員如果他們很忙
[00:22:31.760 --> 00:22:34.760]  他們就不會來聚會
[00:22:34.760 --> 00:22:37.760]  在這種處境之下
[00:22:37.760 --> 00:22:42.760]  我就全心謙卑學牧人的服事
[00:22:42.760 --> 00:22:43.760]  我開心
[00:22:43.760 --> 00:22:46.760]  是可以給那些在急難裡的人
[00:22:46.760 --> 00:22:49.760]  一個聆聽的耳朵
[00:22:49.760 --> 00:22:52.760]  陪伴他們 安慰他們
[00:22:52.760 --> 00:22:54.760]  亦都能夠找緊機會
[00:22:54.760 --> 00:22:56.760]  在病危的人當中
[00:22:56.760 --> 00:22:58.760]  令他們信主
[00:22:58.760 --> 00:23:03.760]  讓他們得到天家的永福
[00:23:03.760 --> 00:23:06.760]  醫護人員在醫療工作壓力底下
[00:23:06.760 --> 00:23:12.760]  我可以給他們關心和代討支援
[00:23:12.760 --> 00:23:17.760]  這樣的一種侍奉工作
[00:23:17.760 --> 00:23:20.760]  好像處於悲戰缺乏裡
[00:23:20.760 --> 00:23:23.760]  但是我想可以像主耶穌一樣
[00:23:23.760 --> 00:23:27.760]  去到貧窮困苦的人裡
[00:23:27.760 --> 00:23:29.760]  給他們適時的服事
[00:23:29.760 --> 00:23:34.760]  心裡就很滿足
[00:23:34.760 --> 00:23:36.760]  我們看回經文
[00:23:36.760 --> 00:23:39.760]  第十二節的下半節
[00:23:39.760 --> 00:23:44.760]  保羅繼續講解
[00:23:44.760 --> 00:23:47.760]  他如何在什麼情況裡
[00:23:47.760 --> 00:23:49.760]  可以知足
[00:23:49.760 --> 00:23:54.760]  他說或飽足或飢餓或有餘或缺乏
[00:23:54.760 --> 00:23:56.760]  任何事情任何情況
[00:23:56.760 --> 00:23:58.760]  我都得了避缺
[00:23:58.760 --> 00:24:04.760]  這裡的或飽足或飢餓或有餘或缺乏
[00:24:04.760 --> 00:24:09.760]  是前面所講的豐富和缺乏的具體說明
[00:24:09.760 --> 00:24:13.760]  飽足和有餘即是豐富的例證
[00:24:13.760 --> 00:24:20.760]  飢餓和缺乏就是悲戰的人時時會經歷
[00:24:20.760 --> 00:24:24.760]  而任何事情任何情況
[00:24:24.760 --> 00:24:26.760]  在原文直譯即是說
[00:24:26.760 --> 00:24:31.760]  每一件事和在一切的事上
[00:24:31.760 --> 00:24:38.760]  意思是強調保羅無論在任何情況下
[00:24:38.760 --> 00:24:40.760]  他都得了避缺
