
[00:00:00.000 --> 00:00:07.680]  大家好,很感恩我們精神奕奕地回到教會裡
[00:03:13.240 --> 00:03:15.240]  絕對不簡單
[00:03:15.240 --> 00:03:19.240]  跑步是一種非常艱苦的事
[00:03:19.240 --> 00:03:20.240]  大汗疊小汗
[00:03:20.240 --> 00:03:22.240]  又熱又悶
[00:03:22.240 --> 00:03:24.240]  有時又大風又大雨
[00:03:24.240 --> 00:03:25.240]  又冷又濕
[00:03:25.240 --> 00:03:27.240]  但你也要繼續跑
[00:03:27.240 --> 00:03:29.240]  一個人在賽道裡
[00:03:29.240 --> 00:03:31.240]  不斷要向前
[00:03:31.240 --> 00:03:32.240]  無論你多累
[00:03:32.240 --> 00:03:33.240]  也不能停下來
[00:03:33.240 --> 00:03:36.240]  停下來就不能把機器放下
[00:03:36.240 --> 00:03:38.240]  不可以再向前走
[00:03:38.240 --> 00:03:40.240]  或者你的腳很痛
[00:03:40.240 --> 00:03:41.240]  不要理會
[00:03:41.240 --> 00:03:42.240]  堅持繼續跑下去
[00:03:42.240 --> 00:03:45.240]  因為沒有一個人能夠代替你
[00:03:45.240 --> 00:03:47.240]  去完成這場賽事
[00:03:47.240 --> 00:03:48.240]  可能有些人會問
[00:03:48.240 --> 00:03:50.240]  為什麼這麼辛苦
[00:03:50.240 --> 00:03:54.240]  也會越來越多人參加馬拉松比賽?
[00:03:54.240 --> 00:03:57.240]  或者馬拉松最吸引人的地方
[00:03:57.240 --> 00:04:00.240]  就是每一位參賽者
[00:04:00.240 --> 00:04:04.240]  都能夠擁有一場屬於自己的比賽
[00:04:04.240 --> 00:04:06.240]  除了職業跑手之外
[00:04:06.240 --> 00:04:09.240]  需要和其他跑手競爭
[00:04:09.240 --> 00:04:10.240]  一般的跑手
[00:04:10.240 --> 00:04:12.240]  即是我們
[00:04:12.240 --> 00:04:16.240]  其實也是和過去的自己比賽
[00:04:16.240 --> 00:04:19.240]  例如你上次跑10公里
[00:04:19.240 --> 00:04:22.240]  今年可能會給你一個新目標
[00:04:22.240 --> 00:04:27.240]  期望自己可以跑21公里的半馬
[00:04:27.240 --> 00:04:30.240]  又或者上次你已經完成了半馬
[00:04:30.240 --> 00:04:37.240]  這次期望自己能夠跑到42.195公里的全馬
[00:04:37.240 --> 00:04:39.240]  又或者另一個導向
[00:04:39.240 --> 00:04:43.240]  就是我們期望自己比上一年跑得更快
[00:04:43.240 --> 00:04:45.240]  若果你上年跑10公里跑一小時
[00:04:45.240 --> 00:04:49.240]  今年希望自己可以跑得比上年快
[00:04:49.240 --> 00:04:52.240]  多兩分鐘也是一個很大的進步
[00:04:52.240 --> 00:04:54.240]  事實上參加比賽的人
[00:04:54.240 --> 00:04:57.240]  或多或少對自己也有一種期待
[00:04:57.240 --> 00:04:59.240]  就是希望今天的自己
[00:04:59.240 --> 00:05:02.240]  比之前的自己有一點進步
[00:05:02.240 --> 00:05:04.240]  衡量有沒有進步
[00:05:04.240 --> 00:05:08.240]  除了用跑步的距離或者速度去衡量之外
[00:05:08.240 --> 00:05:10.240]  更重要的是
[00:05:10.240 --> 00:05:12.240]  無論發生什麼事
[00:05:12.240 --> 00:05:16.240]  你也會有一份要去到終點的堅持
[00:05:16.240 --> 00:05:18.240]  這就是進步
[00:05:18.240 --> 00:05:24.240]  過去已經走過無數艱苦和難關
[00:05:24.240 --> 00:05:27.240]  即將要迎向多少挑戰也好
[00:05:27.240 --> 00:05:28.240]  你堅持一個信念
[00:05:28.240 --> 00:05:30.240]  就是只要我不放棄
[00:05:30.240 --> 00:05:31.240]  我不停
[00:05:31.240 --> 00:05:33.240]  我一定會去到終點
[00:05:33.240 --> 00:05:35.240]  這份對自己的期待
[00:05:35.240 --> 00:05:39.240]  其實就是燃點我們繼續前進的動力
[00:05:39.240 --> 00:05:43.240]  正如今天我們要看的文素記33章尾段
[00:05:43.240 --> 00:05:45.240]  到34章的經文
[00:05:45.240 --> 00:05:49.240]  來到我們港島系列的尾二這一次
[00:05:49.240 --> 00:05:54.240]  耶和華燃點第二代的以色列人的心智
[00:05:54.240 --> 00:05:56.240]  激發他們繼續前進
[00:05:56.240 --> 00:05:59.240]  兌現耶和華給他們的應許
[00:05:59.240 --> 00:06:02.240]  就是要得著這個迦南美地
[00:06:02.240 --> 00:06:09.240]  讓我們讓姊妹一起讀文素記33至34章的經文
[00:06:09.240 --> 00:06:11.240]  我們會分為三個段落去讀
[00:06:11.240 --> 00:06:14.240]  時間所限我們只會選讀部分的經文
[00:06:14.240 --> 00:06:19.240]  我邀請弟兄讀33章的50至56節
[00:06:19.240 --> 00:06:24.240]  接著姊妹讀34章的1至12節
[00:06:24.240 --> 00:06:26.240]  最後一個部分由我讀出
[00:06:26.240 --> 00:06:28.240]  PowerPoint左上角有顏色提示
[00:06:28.240 --> 00:06:30.240]  輪到哪一位讀
[00:06:30.240 --> 00:06:33.240]  讀的時候一如過往
[00:06:33.240 --> 00:06:35.240]  看到有黃色提示的部分
[00:06:35.240 --> 00:06:39.240]  就想一想這些重複的字眼是什麼意思呢?
[00:06:39.240 --> 00:06:41.240]  好 預備起
[00:06:41.240 --> 00:06:42.240]  弟兄
[00:06:42.240 --> 00:06:44.240]  耶和華在約旦河邊
[00:06:44.240 --> 00:06:47.240]  耶利哥對面的摩亞平原
[00:06:47.240 --> 00:06:48.240]  吩咐摩西說
[00:06:48.240 --> 00:06:51.240]  你要吩咐以色列人說
[00:06:51.240 --> 00:06:55.240]  你們過約旦河進迦南地的時候
[00:06:55.240 --> 00:06:59.240]  要從你們面前趕出那地所有的居民
[00:06:59.240 --> 00:07:04.240]  摧毀他們一切的石像和鑄成的偶像
[00:07:04.240 --> 00:07:07.240]  也要拆毀他們一切的幽壇
[00:07:07.240 --> 00:07:11.240]  你們要佔領那地 住在那裡
[00:07:11.240 --> 00:07:15.240]  因我已把那地賜給你們為業
[00:07:15.240 --> 00:07:18.240]  你們要按照遵族抽籤
[00:07:18.240 --> 00:07:20.240]  承受土地
[00:07:20.240 --> 00:07:23.240]  人多的要多給他們產業
[00:07:23.240 --> 00:07:27.240]  人少的要給他們產業
[00:07:27.240 --> 00:07:29.240]  論何人 何人
[00:07:29.240 --> 00:07:31.240]  那地就屬於他
[00:07:31.240 --> 00:07:36.240]  你們要按照父系的支派承受產業
[00:07:36.240 --> 00:07:42.240]  倘若你們不把那地的居民從你們面前趕出去
[00:07:42.240 --> 00:07:47.240]  那樓下的居民就必成為你們眼中的刺
[00:07:47.240 --> 00:07:48.240]  勒下的荊棘
[00:07:48.240 --> 00:07:53.240]  也必在你們所住的地上擾亂你們
[00:07:53.240 --> 00:07:59.240]  我想要怎樣待他們 也照樣待你們
[00:07:59.240 --> 00:08:00.240]  姐妹
[00:08:00.240 --> 00:08:03.240]  耶和華吩咐摩西說
[00:08:03.240 --> 00:08:06.240]  你要吩咐以色列人對他們說
[00:08:06.240 --> 00:08:09.240]  你們到了迦南地
[00:08:09.240 --> 00:08:12.240]  這就是你們為業的地
[00:08:12.240 --> 00:08:15.240]  迦南地和他的四邊界
[00:08:15.240 --> 00:08:19.240]  你們的南邊是從尋的曠野
[00:08:19.240 --> 00:08:21.240]  沿著以東邊界
[00:08:21.240 --> 00:08:25.240]  南邊的地界從沿海東邊開始
[00:08:25.240 --> 00:08:29.240]  繞過阿克拉賓斜坡的南邊
[00:08:29.240 --> 00:08:30.240]  經過尋
[00:08:30.240 --> 00:08:34.240]  直通到迦底斯巴尼亞的南邊
[00:08:34.240 --> 00:08:37.240]  有通到哈薩雅達
[00:08:37.240 --> 00:08:39.240]  經過厄門
[00:08:39.240 --> 00:08:42.240]  從厄門轉向埃及體谷
[00:08:42.240 --> 00:08:44.240]  直通到海
[00:08:44.240 --> 00:08:48.240]  你們西邊的地界要以大海為邊界
[00:08:48.240 --> 00:08:51.240]  這就是你們西邊的邊界
[00:08:51.240 --> 00:08:56.240]  你們北邊的地界要從大海開始劃界
[00:08:56.240 --> 00:08:58.240]  直到荷爾山
[00:08:58.240 --> 00:09:01.240]  從荷爾山劃到哈馬口
[00:09:01.240 --> 00:09:03.240]  直到西達達
[00:09:03.240 --> 00:09:05.240]  有通到西菲倫
[00:09:05.240 --> 00:09:08.240]  直到哈薩爾蘭
[00:09:08.240 --> 00:09:11.240]  這就是你們北邊的地界
[00:09:11.240 --> 00:09:17.240]  東邊的地界你們要從哈薩爾蘭開始劃界
[00:09:17.240 --> 00:09:19.240]  直到斯班
[00:09:19.240 --> 00:09:24.240]  這地界要從斯班下到阿延東邊的利比拉
[00:09:24.240 --> 00:09:29.240]  這地界要下延到基利烈海的東邊
[00:09:29.240 --> 00:09:32.240]  這地界由下到約旦河
[00:09:32.240 --> 00:09:34.240]  直到嚴海
[00:09:34.240 --> 00:09:39.240]  這就是你們的地和他四圍的邊界
[00:09:39.240 --> 00:09:42.240]  摩西分庫以色列人說
[00:09:42.240 --> 00:09:49.240]  這就是耶和華分庫抽籤級九個半支派承受違約的地
[00:09:49.240 --> 00:09:53.240]  因為裏面子孫的支派按著附加
[00:09:53.240 --> 00:09:56.240]  加得子孫的支派按著附加
[00:09:56.240 --> 00:10:01.240]  和馬拿西半個支派已經得到了他們的產業
[00:10:01.240 --> 00:10:05.240]  這兩個半支派已經在耶利哥對面
[00:10:05.240 --> 00:10:10.240]  約旦河東邊向日出的方向承受了產業
[00:10:10.240 --> 00:10:12.240]  我們一起祈禱
[00:10:12.240 --> 00:10:14.240]  真正的主耶穌
[00:10:14.240 --> 00:10:16.240]  你說過有你的命令
[00:10:16.240 --> 00:10:18.240]  有遵守的人就是愛你的人
[00:10:18.240 --> 00:10:23.240]  心願我們在座每一位在你面前都成為一個愛你
[00:10:23.240 --> 00:10:25.240]  樂意遵從你吩咐的門徒
[00:10:25.240 --> 00:10:28.240]  奉主耶穌基督得勝的明智祈求
[00:10:28.240 --> 00:10:29.240]  阿們
[00:10:29.240 --> 00:10:35.240]  上次我們說到文數記33章1至49節
[00:10:35.240 --> 00:10:39.240]  提到一個以色列人的行程記錄
[00:10:39.240 --> 00:10:42.240]  33章第二節
[00:10:42.240 --> 00:10:48.240]  摩西遵照耶和華的指示記錄他們每段行程的起點
[00:10:48.240 --> 00:10:51.240]  這些行程的起點如下
[00:10:51.240 --> 00:10:57.240]  其實從33章開始第三節到第49節
[00:10:57.240 --> 00:11:01.240]  就會發現一個寫作的特定的格式
[00:11:01.240 --> 00:11:05.240]  作者會從某地方起行安營某地方
[00:11:05.240 --> 00:11:09.240]  這種格式出現過超過20次
[00:11:09.240 --> 00:11:14.240]  這個重複的字眼是為了要以色列人回顧
[00:11:14.240 --> 00:11:20.240]  從埃及地的蘭塞出發到摩亞平原為止
[00:11:20.240 --> 00:11:23.240]  他們從前所走過的種種路
[00:11:23.240 --> 00:11:28.240]  來到今天我們要看的33章50節開始
[00:11:28.240 --> 00:11:32.240]  就從以色列人反思自己
[00:11:32.240 --> 00:11:36.240]  將焦點放在耶和華的應許上
[00:11:36.240 --> 00:11:40.240]  剛才大家讀的時候
[00:11:40.240 --> 00:11:43.240]  有什麼字詞是不斷重複的?
[00:11:43.240 --> 00:11:46.240]  是的,你們真是非常厲害
[00:11:46.240 --> 00:11:51.240]  不斷重複就是「吩咐」
[00:11:51.240 --> 00:11:55.240]  這個字出現了中文聖經有八次
[00:11:55.240 --> 00:11:58.240]  這個「吩咐」是關乎什麼呢?
[00:11:58.240 --> 00:12:02.240]  其實這個「吩咐」是關乎耶和華
[00:12:02.240 --> 00:12:07.240]  關於約旦河應許地的三個「吩咐」
[00:12:07.240 --> 00:12:11.240]  包括是應許地居住的原則
[00:12:11.240 --> 00:12:13.240]  剛才弟兄所讀的
[00:12:13.240 --> 00:12:16.240]  第二部分就是應許地的範圍
[00:12:16.240 --> 00:12:18.240]  就是姐妹和我所讀出
[00:12:18.240 --> 00:12:23.240]  我們今天沒有讀的就是應許地的分配人選
[00:12:23.240 --> 00:12:26.240]  讓我們先看看
[00:12:26.240 --> 00:12:30.240]  耶和華關乎約旦河應許的第二個「吩咐」
[00:12:30.240 --> 00:12:32.240]  這個「吩咐」是關於
[00:12:32.240 --> 00:12:35.240]  神宣佈以色列人在應許地的地界
[00:12:35.240 --> 00:12:40.240]  就是剛才姐妹們一直讀出的1至12節
[00:12:40.240 --> 00:12:44.240]  即是途中米黃色部分
[00:12:44.240 --> 00:12:50.240]  而14、15節就提到約旦河西的九個半
[00:12:50.240 --> 00:12:53.240]  只是分給這九個半支派的原因
[00:12:53.240 --> 00:12:55.240]  正如圖中所示
[00:12:55.240 --> 00:12:58.240]  裡面迦德和馬來西半支派
[00:12:58.240 --> 00:13:02.240]  已經在河東落腳
[00:13:02.240 --> 00:13:07.240]  故此當耶和華提及約旦河西的應許
[00:13:07.240 --> 00:13:08.240]  第三個「吩咐」
[00:13:08.240 --> 00:13:13.240]  說到應許地找什麼人去做分配
[00:13:13.240 --> 00:13:15.240]  耶和華吩咐摩西說
[00:13:15.240 --> 00:13:18.240]  要在每支派中選一個領袖
[00:13:18.240 --> 00:13:20.240]  去分配這些產業
[00:13:20.240 --> 00:13:22.240]  如果大家留心去看的時候
[00:13:22.240 --> 00:13:27.240]  裏面提到分地人選的名單
[00:13:27.240 --> 00:13:30.240]  並沒有裏面和迦德支派
[00:13:30.240 --> 00:13:33.240]  因為他們已經在河東分了
[00:13:33.240 --> 00:13:38.240]  這份名單即是34章這份名單
[00:13:38.240 --> 00:13:42.240]  絕大部分的名字我們都不認識
[00:13:42.240 --> 00:13:46.240]  為什麼?因為他們在第二代的以色列文才出現
[00:13:46.240 --> 00:13:50.240]  唯有一個第十九節所提到
[00:13:50.240 --> 00:13:53.240]  仍然存留的第一代以色列人
[00:13:53.240 --> 00:13:55.240]  就是迦勒
[00:13:55.240 --> 00:13:57.240]  能夠傳到第二代
[00:13:57.240 --> 00:14:00.240]  這一點很值得我們留意
[00:14:00.240 --> 00:14:02.240]  正如整個文素記
[00:14:02.240 --> 00:14:04.240]  一開始耶和華所說的應許
[00:14:04.240 --> 00:14:06.240]  必定會實現
[00:14:06.240 --> 00:14:09.240]  就好像十四章二十四節
[00:14:09.240 --> 00:14:14.240]  說到「唯獨我的僕人迦勒」
[00:14:14.240 --> 00:14:15.240]  因為他有另一個心智
[00:14:15.240 --> 00:14:18.240]  什麼心智?就是要專心跟從神
[00:14:18.240 --> 00:14:22.240]  耶和華就會帶他進入那個地方
[00:14:22.240 --> 00:14:24.240]  他的後裔都會得著為業
[00:14:24.240 --> 00:14:27.240]  所以你會在這個名單裏見到迦勒的出現
[00:14:27.240 --> 00:14:31.240]  耶和華期望屬他的子民都好
[00:14:31.240 --> 00:14:34.240]  如果每個人都像迦勒一樣就好了
[00:14:34.240 --> 00:14:36.240]  丙姐妹
[00:14:36.240 --> 00:14:40.240]  神期望屬他的子民有什麼回應呢?
[00:14:40.240 --> 00:14:42.240]  第一點很想和大家分享
[00:14:42.240 --> 00:14:45.240]  就是神期望屬他的子民
[00:14:45.240 --> 00:14:49.240]  要除去一些跟主建立關係的障礙
[00:14:49.240 --> 00:14:52.240]  昔日耶和華在第二代
[00:14:52.240 --> 00:14:54.240]  正準備進入迦勒美地的
[00:14:54.240 --> 00:14:55.240]  這一群以色列人
[00:14:55.240 --> 00:14:57.240]  有一個很好的期望
[00:14:57.240 --> 00:15:01.240]  就是希望他們能夠跟耶和華建立親密的關係
[00:15:01.240 --> 00:15:03.240]  提到親密關係
[00:15:03.240 --> 00:15:07.240]  可能有時候我們都很抽象
[00:15:07.240 --> 00:15:09.240]  但其實一點都不抽象
[00:15:09.240 --> 00:15:11.240]  簡單來說是什麼呢?
[00:15:11.240 --> 00:15:13.240]  就是因為你愛對方
[00:15:13.240 --> 00:15:15.240]  就會做一些對方喜歡做的事
[00:15:15.240 --> 00:15:17.240]  這是第一面
[00:15:17.240 --> 00:15:19.240]  又因為愛對方
[00:15:19.240 --> 00:15:22.240]  你就不會做一些對方討厭的事情
[00:15:22.240 --> 00:15:23.240]  舉個例子
[00:15:23.240 --> 00:15:26.240]  我曾經聽過一個動人的故事
[00:15:26.240 --> 00:15:28.240]  話說丈夫很喜歡行山
[00:15:28.240 --> 00:15:32.240]  你知行山對姐妹來說有什麼難處嗎?
[00:15:32.240 --> 00:15:33.240]  除了難行
[00:15:33.240 --> 00:15:34.240]  還會曬
[00:15:34.240 --> 00:15:36.240]  斑斑都會出現
[00:15:36.240 --> 00:15:38.240]  但這個態度很好
[00:15:38.240 --> 00:15:40.240]  他本身就很怕曬
[00:15:40.240 --> 00:15:41.240]  見光死
[00:15:41.240 --> 00:15:43.240]  經常要遮住
[00:15:43.240 --> 00:15:45.240]  但因為愛的緣故
[00:15:45.240 --> 00:15:47.240]  多塗幾層防曬又如何
[00:15:47.240 --> 00:15:49.240]  蓋住自己
[00:15:49.240 --> 00:15:51.240]  就捨命陪君子
[00:15:51.240 --> 00:15:52.240]  捨命陪夫君
[00:15:52.240 --> 00:15:57.240]  這就是因為他跟丈夫有親密的關係
[00:15:57.240 --> 00:15:58.240]  很愛對方
[00:15:58.240 --> 00:16:00.240]  做丈夫喜愛的事情
[00:16:00.240 --> 00:16:01.240]  反過來
[00:16:01.240 --> 00:16:04.240]  有時候你很愛對方
[00:16:04.240 --> 00:16:08.240]  你就堅決不做一些對方不喜歡的事情
[00:16:08.240 --> 00:16:11.240]  我曾經聽過一位丈夫
[00:16:11.240 --> 00:16:12.240]  在未結婚前
[00:16:12.240 --> 00:16:14.240]  他三十多歲
[00:16:14.240 --> 00:16:16.240]  十多歲就吸煙
[00:16:16.240 --> 00:16:18.240]  吸煙吸得很厲害
[00:16:18.240 --> 00:16:20.240]  他自己都知道吸煙是不好的
[00:16:20.240 --> 00:16:22.240]  但戒煙都戒不了
[00:16:22.240 --> 00:16:23.240]  不過
[00:16:23.240 --> 00:16:25.240]  自從他認識了美麗的太太
[00:16:25.240 --> 00:16:28.240]  當時是女朋友
[00:16:28.240 --> 00:16:30.240]  一見到她之後
[00:16:30.240 --> 00:16:33.240]  他立志一個月之後就戒煙了
[00:16:33.240 --> 00:16:35.240]  這說明什麼呢?
[00:16:35.240 --> 00:16:38.240]  你愛一個人
[00:16:38.240 --> 00:16:40.240]  不單做他喜歡的事情
[00:16:40.240 --> 00:16:42.240]  他不喜歡的事情
[00:16:42.240 --> 00:16:45.240]  你都可以捨棄
[00:16:45.240 --> 00:16:48.240]  同樣在我們人神關係都一樣
[00:16:48.240 --> 00:16:50.240]  作為屬神的子民
[00:16:50.240 --> 00:16:53.240]  要建立跟神親密的關係
[00:16:53.240 --> 00:16:54.240]  就是因為愛
[00:16:54.240 --> 00:16:57.240]  所以我們會做一些神喜歡的事情
[00:16:57.240 --> 00:16:58.240]  就好像
[00:16:58.240 --> 00:17:02.240]  如果我們記得在文數記28、29章
[00:17:02.240 --> 00:17:05.240]  耶和華跟新的以色列民說
[00:17:05.240 --> 00:17:07.240]  要什麼時候獻祭
[00:17:07.240 --> 00:17:08.240]  要怎樣獻祭
[00:17:08.240 --> 00:17:10.240]  他喜歡是怎樣
[00:17:10.240 --> 00:17:13.240]  神就喜歡了
[00:17:13.240 --> 00:17:17.240]  「燃獻生命祭」其實是一種愛的表達
[00:17:17.240 --> 00:17:19.240]  這不是只說說
[00:17:19.240 --> 00:17:21.240]  而是在日常生活
[00:17:21.240 --> 00:17:23.240]  你要想在以色列民當中
[00:17:23.240 --> 00:17:26.240]  獻祭是生活日常
[00:17:26.240 --> 00:17:29.240]  他要按著神的吩咐去做獻祭
[00:17:29.240 --> 00:17:33.240]  做神喜歡他們做的事情
[00:17:33.240 --> 00:17:36.240]  來到我們今天33章的尾段
[00:17:36.240 --> 00:17:38.240]  就是「燃獻生命祭」的另一面
[00:17:38.240 --> 00:17:43.240]  就是要棄絕一些神不喜歡做的事情
[00:17:43.240 --> 00:17:46.240]  在33章51到52節
[00:17:46.240 --> 00:17:47.240]  這裡這麼說
[00:17:47.240 --> 00:17:48.240]  耶和華說
[00:17:48.240 --> 00:17:50.240]  你要吩咐以色列人
[00:17:50.240 --> 00:17:53.240]  你們過約旦河進迦南地的時候
[00:17:53.240 --> 00:17:57.240]  要從你們面前趕出那地所有的居民
[00:17:57.240 --> 00:18:01.240]  摧毀他們一切的石像和鑄成的偶像
[00:18:01.240 --> 00:18:05.240]  也要拆毀他們一切的幽壇
[00:18:05.240 --> 00:18:07.240]  以色列人進入迦南地之後
[00:18:07.240 --> 00:18:12.240]  上帝期望他們要趕出所有迦南人
[00:18:12.240 --> 00:18:16.240]  以及和迦南宗教有關的事情都要撇棄
[00:18:16.240 --> 00:18:19.240]  52節用了三個句子去描述
[00:18:19.240 --> 00:18:24.240]  以色列人應該怎樣去對待迦南人的宗教
[00:18:24.240 --> 00:18:30.240]  包括以色列人要摧毀迦南人的石像和鑄成的偶像
[00:18:30.240 --> 00:18:33.240]  石像就是指那些石刻出來的偶像
[00:18:33.240 --> 00:18:37.240]  而鑄成的偶像就是用金屬做的像
[00:18:37.240 --> 00:18:42.240]  並且以色列人都要拆毀迦南人的幽壇
[00:18:42.240 --> 00:18:45.240]  幽壇就是指迦南人的傳統
[00:18:45.240 --> 00:18:51.240]  他們會建一些較高用來做獻祭別神偶像的地方
[00:18:51.240 --> 00:18:54.240]  做什麼呢?就是祈求封條禹信
[00:18:54.240 --> 00:18:57.240]  就可以豐收連年
[00:18:57.240 --> 00:19:00.240]  在52節的吩咐裡看到幾個字
[00:19:00.240 --> 00:19:02.240]  包括所有、一切
[00:19:02.240 --> 00:19:04.240]  為什麼要這樣寫呢?
[00:19:04.240 --> 00:19:06.240]  就是要強調要徹徹底底
[00:19:06.240 --> 00:19:09.240]  一個都不可以留有地步
[00:19:09.240 --> 00:19:11.240]  這裡強調的意思是
[00:19:11.240 --> 00:19:14.240]  上帝期望屬他的子民能夠徹徹底底
[00:19:14.240 --> 00:19:20.240]  除去阻礙一些能夠和神建立親密關係的事或物
[00:19:20.240 --> 00:19:24.240]  尤其是即將會進入迦南地
[00:19:24.240 --> 00:19:27.240]  神期望第二代的以色列民
[00:19:27.240 --> 00:19:31.240]  在愛邦列國裡做見證
[00:19:31.240 --> 00:19:32.240]  什麼見證呢?
[00:19:32.240 --> 00:19:36.240]  就是唯有上帝耶和華是獨一的真神
[00:19:36.240 --> 00:19:39.240]  若果我大膽問問大家
[00:19:39.240 --> 00:19:41.240]  在座裡頭
[00:19:41.240 --> 00:19:42.240]  不用舉手
[00:19:42.240 --> 00:19:44.240]  在座裡頭有多少人
[00:19:44.240 --> 00:19:48.240]  每天至少用半小時或以上
[00:19:48.240 --> 00:19:51.240]  去靈修、讀聖經
[00:19:51.240 --> 00:19:53.240]  你自己心裡有數
[00:19:53.240 --> 00:19:55.240]  又或者我問你
[00:19:55.240 --> 00:19:58.240]  你會怎樣運用你的生命
[00:19:58.240 --> 00:19:59.240]  生命好像很抽象
[00:19:59.240 --> 00:20:02.240]  生命的量度單位是什麼?
[00:20:02.240 --> 00:20:03.240]  時間
[00:20:03.240 --> 00:20:06.240]  你會怎樣運用神賜給你的時間
[00:20:06.240 --> 00:20:09.240]  怎樣運用神賜給你的健康
[00:20:09.240 --> 00:20:10.240]  在你生命裡頭
[00:20:10.240 --> 00:20:15.240]  什麼是阻礙你和上帝建立親密的關係呢?
[00:20:15.240 --> 00:20:19.240]  會不會是永無休止的WhatsApp訊息呢?
[00:20:19.240 --> 00:20:22.240]  還是一些不能放下的習慣
[00:20:22.240 --> 00:20:25.240]  例如睡前
[00:20:25.240 --> 00:20:26.240]  不是刷牙
[00:20:26.240 --> 00:20:28.240]  睡前怎樣都要看Facebook
[00:20:28.240 --> 00:20:30.240]  看IG
[00:20:30.240 --> 00:20:32.240]  心情會穩定一點
[00:20:32.240 --> 00:20:36.240]  又或者你會不會花一些時間
