
[00:00:00.000 --> 00:00:03.280]  各位頂智妹、各位恩福堂的朋友
[00:01:32.760 --> 00:01:36.400]  對堂會作為傳道的身份有衝擊
[00:01:36.400 --> 00:01:37.800]  不過他說為什麼要這樣做呢?
[00:01:37.800 --> 00:01:40.360]  他就發覺現在很多信徒
[00:01:40.360 --> 00:01:42.080]  離開了教會
[00:01:42.080 --> 00:01:44.040]  他們叫做離堂的信徒
[00:01:44.040 --> 00:01:45.520]  或者是從堂的信徒
[00:01:45.520 --> 00:01:48.120]  從堂就是他正在回兩間教會
[00:01:48.120 --> 00:01:50.120]  很多這些信徒
[00:01:50.120 --> 00:01:51.240]  我又看看
[00:01:51.240 --> 00:01:51.760]  是哦
[00:01:51.760 --> 00:01:52.800]  現在的年報
[00:01:52.800 --> 00:01:53.960]  香港的年報估計
[00:01:53.960 --> 00:01:54.920]  我們香港的記錄圖
[00:01:54.920 --> 00:01:56.600]  你猜年報估計有多少呢?
[00:01:57.600 --> 00:01:59.560]  有沒有人想試一下
[00:01:59.560 --> 00:02:05.000]  Raymond你的數目這麼厲害
[00:02:05.000 --> 00:02:07.200]  猜不到
[00:02:07.200 --> 00:02:08.560]  剛才說多少萬
[00:02:08.560 --> 00:02:10.640]  30萬
[00:02:10.640 --> 00:02:12.000]  有沒有多一點呢?
[00:02:12.000 --> 00:02:14.440]  年報估計
[00:02:14.440 --> 00:02:16.120]  香港年報估計有90萬
[00:02:16.120 --> 00:02:17.800]  他有很多
[00:02:17.800 --> 00:02:20.160]  我們最近看中大一個調查
[00:02:20.160 --> 00:02:21.200]  他打電話調查
[00:02:21.200 --> 00:02:22.920]  比率都是17.5%
[00:02:22.920 --> 00:02:24.600]  相當高的比率
[00:02:24.600 --> 00:02:27.120]  不過在2024年的教會調查
[00:02:27.120 --> 00:02:30.080]  指出香港只有大概20萬人回教會
[00:02:30.080 --> 00:02:32.160]  就是說有70萬人
[00:02:32.160 --> 00:02:33.920]  如果這些數字是準確的話
[00:02:33.920 --> 00:02:37.040]  70萬人可能已經離堂了
[00:02:37.040 --> 00:02:38.960]  看到神樂園有一位講師
[00:02:38.960 --> 00:02:41.560]  開辦了一個教會叫做留堂
[00:02:41.560 --> 00:02:42.560]  挺好聽的
[00:02:42.560 --> 00:02:43.440]  留堂
[00:02:43.440 --> 00:02:47.080]  他想說那個堂會很流動的
[00:02:47.080 --> 00:02:49.360]  不是一些很傳統的教會
[00:02:49.360 --> 00:02:51.160]  而是更加靈活的方式
[00:02:51.160 --> 00:02:52.400]  去牧養信徒
[00:02:52.400 --> 00:02:55.720]  我就好像認識這位邪幹的傳道人
[00:02:55.720 --> 00:02:57.200]  有留堂的教會
[00:02:57.200 --> 00:02:59.760]  我發覺原來真的有很多不同的方法
[00:02:59.760 --> 00:03:02.720]  去將弟兄姊妹再一次吸引回到教會裡面
[00:03:02.720 --> 00:03:05.880]  我記得我自己受訓的時候
[00:03:05.880 --> 00:03:06.800]  在神樂訓練之前
[00:03:06.800 --> 00:03:07.720]  我再受訓的
[00:03:07.720 --> 00:03:11.280]  在一個福音的機構裡面
[00:03:11.280 --> 00:03:12.080]  簡單來說
[00:03:12.080 --> 00:03:14.120]  當時有一位牛津大學的大學生
[00:03:14.120 --> 00:03:15.680]  畢業生跟我一起受訓
[00:03:15.680 --> 00:03:17.960]  那時候他就在我們在雪梨
[00:03:17.960 --> 00:03:19.120]  他很特別
[00:03:19.120 --> 00:03:20.440]  他覺得我自己受訓
[00:03:20.440 --> 00:03:21.160]  不單要這樣
[00:03:21.160 --> 00:03:22.040]  他很想傳福音
[00:03:22.040 --> 00:03:23.840]  他就在唐餐館找了一份
[00:03:23.840 --> 00:03:26.600]  幫人切菜的工作
[00:03:26.600 --> 00:03:30.800]  在那裡就認識了一些唐餐的工人
[00:03:30.800 --> 00:03:32.280]  帶他們去認識主
[00:03:32.280 --> 00:03:35.280]  他今天在富爾德民族做宣教士
[00:03:35.280 --> 00:03:37.280]  原來真的有很多不同的方法
[00:03:37.280 --> 00:03:39.560]  去將人吸引到主的面前
[00:03:39.560 --> 00:03:40.920]  我們去到尼加書
[00:03:40.920 --> 00:03:42.680]  今天講到第六章
[00:03:42.680 --> 00:03:44.800]  一至五章已經在網上有
[00:03:44.800 --> 00:03:46.080]  也在不同的場合講過
[00:03:46.080 --> 00:03:47.480]  大家可以回去聽聽
[00:03:47.480 --> 00:03:48.680]  尼加書其實
[00:03:48.680 --> 00:03:51.720]  去反面講回當時社會的一個情況
[00:03:51.720 --> 00:03:54.320]  當時的臣子們不單有罪惡
[00:03:54.320 --> 00:03:57.160]  也反映了當時有一個屬靈的問題
[00:03:57.160 --> 00:03:59.600]  就是以往一個牧養的模式
[00:03:59.600 --> 00:04:01.440]  或者以往的牧養成就
[00:04:01.440 --> 00:04:04.520]  不能夠成為今天牧養的支柱
[00:04:04.520 --> 00:04:05.680]  尼加書很特別
[00:04:05.680 --> 00:04:07.280]  如果大家對尼加不太熟悉
[00:04:07.280 --> 00:04:09.480]  認識另一個君王
[00:04:09.480 --> 00:04:11.160]  你就大概會知道更多
[00:04:11.160 --> 00:04:13.160]  這個君王叫希西加
[00:04:13.160 --> 00:04:15.400]  希西加和尼加是同時代的人
[00:04:15.400 --> 00:04:18.200]  而尼加書很多的經歷
[00:04:18.200 --> 00:04:20.080]  是和希西加是平衡的
[00:04:20.080 --> 00:04:23.400]  因為他也是寫給希西加這個君王的認識
[00:04:23.400 --> 00:04:25.200]  我們看看希西加這個君王
[00:04:25.200 --> 00:04:27.320]  他一生經過高低起跌
[00:04:27.320 --> 00:04:29.440]  我在其他的講壇也講過
[00:04:29.440 --> 00:04:30.640]  他25歲做王
[00:04:30.640 --> 00:04:31.480]  45歲病危
[00:04:31.480 --> 00:04:33.520]  高峰來的謙卑祈禱
[00:04:33.520 --> 00:04:34.760]  神很奇妙救了他
[00:04:34.760 --> 00:04:36.120]  白天也向後退10度
[00:04:36.120 --> 00:04:37.680]  當時的臣職就是這樣
[00:04:37.680 --> 00:04:39.280]  神賜了他很多的財富
[00:04:39.280 --> 00:04:40.640]  他就慢慢失敗了
[00:04:40.640 --> 00:04:42.560]  他後來因為倚靠巴比倫
[00:04:42.560 --> 00:04:45.280]  將他國中所有東西給巴比倫王看
[00:04:45.280 --> 00:04:48.360]  他遭遇到人生最大的挫敗
[00:04:48.360 --> 00:04:49.720]  亞述人來攻打他
[00:04:49.720 --> 00:04:50.800]  剩下耶路撒冷
[00:04:50.800 --> 00:04:52.160]  他再一次悔改
[00:04:52.160 --> 00:04:53.760]  神再一次拯救他
[00:04:53.760 --> 00:04:55.200]  這就是他的一生
[00:04:55.200 --> 00:04:56.040]  高低起跌
[00:04:56.040 --> 00:04:58.640]  很多時候也像我們信徒的屬靈生命
[00:04:58.640 --> 00:05:00.200]  有很多的波折
[00:05:00.200 --> 00:05:01.520]  即使貴為君王
[00:05:01.520 --> 00:05:03.600]  也有很多很多的波折
[00:05:03.600 --> 00:05:06.760]  聖經這樣評價希西加的
[00:05:06.760 --> 00:05:08.640]  在列王紀下十八章三節
[00:05:08.640 --> 00:05:09.200]  他說:
[00:05:09.200 --> 00:05:12.680]  「以希西加行耶和華眼中看為正的事
[00:05:12.680 --> 00:05:15.680]  效法他祖先大為一切所行的」
[00:05:15.680 --> 00:05:19.480]  他從某個角度已經是一個合格的君王
[00:05:19.480 --> 00:05:22.760]  因為他行耶和華眼中看為正的事
[00:05:22.760 --> 00:05:24.920]  這句之後隔了兩節
[00:05:24.920 --> 00:05:26.840]  給了他一個更高的評價
[00:05:26.840 --> 00:05:29.440]  如果你考會考拿十個A
[00:05:29.440 --> 00:05:32.440]  或者是你現在考DSE拿五星星
[00:05:32.440 --> 00:05:35.040]  其實他是一個五星星的君王
[00:05:35.040 --> 00:05:37.440]  那段經文是這樣寫的
[00:05:37.440 --> 00:05:40.800]  「在他之前和在他之後的猶大列王中
[00:05:40.800 --> 00:05:43.440]  沒有一個像他一樣的」
[00:05:43.440 --> 00:05:46.640]  「在他之前和在他之後的猶大列王中
[00:05:46.640 --> 00:05:48.440]  沒有一個像他一樣的」
[00:05:48.440 --> 00:05:51.200]  因為他緊緊跟隨耶和華
[00:05:51.200 --> 00:05:53.680]  謹守耶和華所吩咐摩西的誡命
[00:05:53.680 --> 00:05:55.280]  總不離開
[00:05:55.280 --> 00:05:57.600]  他就是一個五星星的君王
[00:05:57.600 --> 00:06:00.520]  不過就是在他最鼎盛的時候
[00:06:00.520 --> 00:06:01.560]  他的錯誤
[00:06:01.560 --> 00:06:04.560]  再加上整個以色列文革的問題
[00:06:04.560 --> 00:06:07.440]  尼加寫給他們的書信
[00:06:07.440 --> 00:06:08.080]  告訴他們
[00:06:08.080 --> 00:06:10.520]  他們將會被擄到巴比倫
[00:06:10.520 --> 00:06:12.720]  原來一個時代的鼎盛
[00:06:12.720 --> 00:06:13.800]  和一個時代的衰落
[00:06:13.800 --> 00:06:15.920]  只不過是一代人那麼遠
[00:06:16.720 --> 00:06:19.440]  我們教會由開始可以到沒落
[00:06:19.440 --> 00:06:22.320]  只有一代人就可以發生
[00:06:22.320 --> 00:06:25.320]  如何能夠承繼每一個時代的需要
[00:06:25.320 --> 00:06:27.720]  亦是我們今年一個很重要的連題
[00:06:27.720 --> 00:06:29.560]  就是我們如何能夠跨代
[00:06:29.560 --> 00:06:31.480]  能夠承傳見直福音
[00:06:31.480 --> 00:06:34.040]  所以在尼加看見這一代的時候
[00:06:34.040 --> 00:06:37.520]  我們專心看一看尼加的結構
[00:06:37.520 --> 00:06:40.120]  剛才我們那個敬拜都叫Sama
[00:06:40.120 --> 00:06:41.520]  就是聽的意思
[00:06:41.520 --> 00:06:43.200]  希伯來話聽
[00:06:43.200 --> 00:06:45.800]  尼加書有三個聽說出來
[00:06:45.800 --> 00:06:47.200]  第一個聽就是一字二章
[00:06:47.200 --> 00:06:49.360]  神叫世上的萬民去聽
[00:06:49.360 --> 00:06:50.480]  聽什麼呢?
[00:06:50.480 --> 00:06:54.880]  去聽以色列人拜偶像和侵吞別人的家產
[00:06:54.880 --> 00:06:58.360]  這個以色列人必定受懲罰
[00:06:58.360 --> 00:06:59.840]  一定要落到巴比倫
[00:06:59.840 --> 00:07:03.200]  不過神奇蹟在第二章未有個盼望
[00:07:03.200 --> 00:07:06.320]  神會作王將以色列人從巴比倫帶出來
[00:07:06.320 --> 00:07:07.840]  這是第一字二章聽
[00:07:07.840 --> 00:07:10.520]  第二個聽就是以色列所有的領袖聽
[00:07:10.520 --> 00:07:11.480]  他說以色列的領袖
[00:07:11.800 --> 00:07:12.600]  剝削別人
[00:07:12.600 --> 00:07:16.320]  也有占卜尼氣神的一個警方
[00:07:16.320 --> 00:07:18.840]  然後他帶來一個很大的盼望
[00:07:18.840 --> 00:07:19.440]  大家都記得
[00:07:19.440 --> 00:07:20.600]  就是猶大的伯利恆
[00:07:20.600 --> 00:07:22.560]  猶大諸城中是最少的
[00:07:22.560 --> 00:07:24.400]  不過君王從你而出
[00:07:24.400 --> 00:07:26.920]  就是來自第二個Sama
[00:07:26.920 --> 00:07:28.240]  第二個聽
[00:07:28.240 --> 00:07:30.480]  就有一個救主在伯利恆出來
[00:07:30.480 --> 00:07:32.000]  今天我們去到第六第七章
[00:07:32.000 --> 00:07:34.920]  他說耶路撒冷的人要聽
[00:07:34.920 --> 00:07:36.520]  耶路撒冷的人聽什麼呢?
[00:07:36.520 --> 00:07:37.080]  耶路撒冷的人
[00:07:37.080 --> 00:07:38.160]  你厭煩神
[00:07:38.160 --> 00:07:39.720]  你覺得神的家不想再回來
[00:07:39.720 --> 00:07:41.720]  甚至你又騙人騙情的情況
[00:07:41.720 --> 00:07:43.080]  大家有沒有被人騙過情呢?
[00:07:43.080 --> 00:07:44.920]  有啊
[00:07:44.920 --> 00:07:45.960]  也有人被人騙過情
[00:07:45.960 --> 00:07:47.600]  不過
[00:07:47.600 --> 00:07:49.400]  尼加書他用了自己的名字
[00:07:49.400 --> 00:07:50.840]  說上帝會重生一次
[00:07:50.840 --> 00:07:52.400]  讓你重新出發
[00:07:52.400 --> 00:07:54.120]  這就是三個Sama
[00:07:54.120 --> 00:07:55.200]  三個聽
[00:07:55.200 --> 00:07:56.440]  然後
[00:07:56.440 --> 00:07:57.520]  在第六章
[00:07:57.520 --> 00:08:00.120]  他特別是說對耶路撒冷的話
[00:08:00.120 --> 00:08:02.000]  所以我想跟大家一起讀出第六章
[00:08:02.000 --> 00:08:04.960]  我想弟兄幫我讀一節五節
[00:08:04.960 --> 00:08:06.200]  姐妹讀六節八節
[00:08:06.200 --> 00:08:08.800]  然後我們一起讀九節十六節
[00:08:08.800 --> 00:08:09.120]  好不好?
[00:08:09.120 --> 00:08:10.560]  下面就有這段經文
[00:08:10.560 --> 00:08:12.760]  我想首先請弟兄讀一至五節
[00:08:12.760 --> 00:08:13.960]  第一個聽
[00:08:13.960 --> 00:08:14.200]  好
[00:08:14.200 --> 00:08:15.120]  一二三
[00:08:15.120 --> 00:08:17.760]  當聽耶和華說的話
[00:08:17.760 --> 00:08:20.440]  起來向山靈爭辯
[00:08:20.440 --> 00:08:23.400]  使光靈聽見你的聲音
[00:08:23.400 --> 00:08:24.680]  山靈啊
[00:08:24.680 --> 00:08:27.080]  要聽耶和華的指控
[00:08:27.080 --> 00:08:29.640]  大地永久的根基啊
[00:08:29.640 --> 00:08:30.640]  要聽
[00:08:30.640 --> 00:08:33.720]  因耶和華控告他的百姓
[00:08:33.720 --> 00:08:35.720]  與以色列爭辯
[00:08:35.720 --> 00:08:37.520]  我的百姓啊
[00:08:37.520 --> 00:08:40.000]  我向你做了什麼呢?
[00:08:40.000 --> 00:08:43.360]  我在什麼事上使你厭煩?
[00:08:43.360 --> 00:08:45.160]  你回答我吧
[00:08:45.160 --> 00:08:48.840]  我曾將你從埃及地領出來
[00:08:48.840 --> 00:08:51.560]  從維勞之家救贖你
[00:08:51.560 --> 00:08:57.720]  我差遣摩西、亞倫、王、米利安在你前面帶領
[00:08:57.720 --> 00:08:59.560]  我的百姓啊
[00:08:59.560 --> 00:09:04.320]  當紀念從前摩訶王巴勒如何酬孫
[00:09:04.320 --> 00:09:08.200]  比爾的兒子巴蘭如何回應他
[00:09:08.200 --> 00:09:12.720]  當紀念從集庭到吉甲所發生的事
[00:09:12.720 --> 00:09:16.920]  好使你們明白耶和華公義的作為
[00:09:16.920 --> 00:09:18.120]  第二六至八節
[00:09:18.120 --> 00:09:19.120]  請姐妹一起讀
[00:09:19.120 --> 00:09:19.840]  一二三
[00:09:19.840 --> 00:09:21.880]  我朝見耶和華
[00:09:21.880 --> 00:09:24.720]  在至高神面前跪拜
[00:09:24.720 --> 00:09:26.720]  當獻上什麼呢?
[00:09:26.720 --> 00:09:31.960]  難道獻一歲的牛叔為凡濟來朝見他嗎?
[00:09:31.960 --> 00:09:35.520]  耶和華喜喜悅悅的公羊
[00:09:35.520 --> 00:09:38.160]  或是萬萬的猶何嗎?
[00:09:38.160 --> 00:09:42.680]  我豈可為自己的過犯獻我的長子
[00:09:42.680 --> 00:09:46.880]  為自己的罪惡獻我所親生的嗎?
[00:09:46.880 --> 00:09:48.240]  世人啊
[00:09:48.240 --> 00:09:51.560]  耶和華以子是你何為善
[00:09:51.560 --> 00:09:54.800]  他向你所要的是什麼呢?
[00:09:54.800 --> 00:09:56.960]  只要你行公義
[00:09:56.960 --> 00:09:58.080]  好憐憫
[00:09:58.080 --> 00:09:59.760]  全謙卑的心
[00:09:59.760 --> 00:10:01.600]  與你的神同行
[00:10:01.600 --> 00:10:03.600]  我們一起讀九至十六節
[00:10:03.600 --> 00:10:06.600]  耶和華向這誠呼叫
[00:10:06.600 --> 00:10:09.720]  看中你的名是曾志偉
[00:10:09.720 --> 00:10:14.200]  你們當聽懲罰和派定懲罰的人
[00:10:14.200 --> 00:10:18.400]  惡人家中不是仍有不義之財
[00:10:18.400 --> 00:10:22.600]  和惹人生氣的變小了的依法嗎?
[00:10:22.600 --> 00:10:25.600]  我若用不公道的天秤
[00:10:25.600 --> 00:10:28.440]  和袋中鬼詐的法馬
[00:10:28.440 --> 00:10:31.120]  豈可算為清白呢?
[00:10:31.120 --> 00:10:35.120]  城裡的有錢人騙行殘暴
[00:10:35.120 --> 00:10:37.920]  其中的居民說謊話
[00:10:37.920 --> 00:10:41.200]  口中的舌頭盡是鬼詐
[00:10:41.200 --> 00:10:44.000]  因此我也擊打你
[00:10:44.000 --> 00:10:45.640]  使你受傷
[00:10:45.640 --> 00:10:49.080]  因你的罪惡使你受驚嚇
[00:10:49.080 --> 00:10:52.040]  你要吃卻吃不飽
[00:10:52.040 --> 00:10:54.920]  你的肚子仍是空空
[00:10:54.920 --> 00:10:56.880]  你必被羅去
[00:10:56.880 --> 00:10:58.360]  不得逃脫
[00:10:58.360 --> 00:11:00.080]  如有逃脫的
[00:11:00.080 --> 00:11:02.240]  我必交給刀劍
[00:11:02.240 --> 00:11:05.240]  你殺種卻不得收割
[00:11:05.240 --> 00:11:08.640]  寸駕問衙卻不得遊沒身
[00:11:08.640 --> 00:11:11.760]  有身走卻不得走漢
[00:11:11.760 --> 00:11:15.560]  因為你遵守暗利的規條
[00:11:15.560 --> 00:11:18.640]  行阿蝦家一切所行的
[00:11:18.640 --> 00:11:21.040]  順從他們的計謀
[00:11:21.040 --> 00:11:24.120]  因此我必使你放樑
[00:11:24.120 --> 00:11:27.240]  使你的居民遭人恥笑
[00:11:27.240 --> 00:11:31.400]  你們也必擔當我百姓的羞辱
[00:11:31.960 --> 00:11:36.360]  這裡大家分開三個節去讀
[00:11:36.360 --> 00:11:38.360]  我首先看第一至五節
[00:11:38.360 --> 00:11:41.880]  一至五節是上帝呼喊
[00:11:41.880 --> 00:11:44.600]  對著大地山嶺的呼喊
[00:11:44.600 --> 00:11:45.400]  很奇怪
[00:11:45.400 --> 00:11:47.400]  為什麼會對著山嶺大地的呼喊
[00:11:47.400 --> 00:11:49.480]  當上帝這樣呼喊的時候
[00:11:49.480 --> 00:11:52.120]  證明已經沒有人可以
[00:11:52.120 --> 00:11:54.120]  和他一起做證人
[00:11:54.120 --> 00:11:56.440]  他呼喚大地山嶺
[00:11:56.440 --> 00:11:59.800]  其實當時是對以色列人的控訴
[00:11:59.800 --> 00:12:02.040]  同時以塞亞先知
[00:12:02.040 --> 00:12:06.360]  也寫了上帝對天和地的呼應
[00:12:06.360 --> 00:12:09.720]  以塞亞先知在書信第一章第二節
[00:12:09.720 --> 00:12:12.520]  天下要聽地下則以而聽
[00:12:12.520 --> 00:12:13.640]  因為耶和華說
[00:12:13.640 --> 00:12:16.440]  我養育兒女將他們養大
[00:12:16.440 --> 00:12:18.280]  他們竟勃逆我
[00:12:18.280 --> 00:12:19.720]  牛認識主人
[00:12:19.720 --> 00:12:21.240]  驢認識主人的嘈
[00:12:21.240 --> 00:12:23.240]  以色列卻不認識我
[00:12:23.240 --> 00:12:25.240]  我的民卻不明白
[00:12:25.240 --> 00:12:29.560]  不知道大家有沒有被子女頂撞
[00:12:29.640 --> 00:12:31.640]  有試過吧
[00:12:31.640 --> 00:12:34.040]  這就是上帝很明白你的心
[00:12:34.040 --> 00:12:35.400]  我將他們養大
[00:12:35.400 --> 00:12:36.840]  他們竟勃逆我
[00:12:36.840 --> 00:12:38.040]  牛認識主人
[00:12:38.040 --> 00:12:39.720]  驢認識主人的嘈
[00:12:39.720 --> 00:12:42.200]  我們的子女有時也不認識我們
[00:12:42.200 --> 00:12:46.680]  以色列人原來過了幾百年的王國
[00:12:46.680 --> 00:12:47.960]  住在迦南地的生活
[00:12:47.960 --> 00:12:50.760]  他們不是不相信有神
[00:12:50.760 --> 00:12:52.120]  他們相信有神
[00:12:52.120 --> 00:12:54.120]  不過他們厭煩神
[00:12:54.120 --> 00:12:55.640]  這也是一種不信
[00:12:55.640 --> 00:12:57.080]  他們厭煩神
[00:12:57.080 --> 00:13:00.200]  我們做父母的可能也經歷過這些經歷
[00:13:00.200 --> 00:13:02.360]  有沒有試過子女不讓你進入他們的房間
[00:13:02.360 --> 00:13:04.360]  也有吧
[00:13:04.360 --> 00:13:06.520]  見到你不想聊天
[00:13:06.520 --> 00:13:07.880]  也有吧
[00:13:07.880 --> 00:13:10.280]  總是有一種厭煩的感覺
[00:13:10.280 --> 00:13:12.280]  我也經歷過
[00:13:12.280 --> 00:13:13.400]  我明白
[00:13:13.400 --> 00:13:14.680]  但我也經歷過這些情況
[00:13:14.680 --> 00:13:15.640]  上帝也明白
[00:13:15.640 --> 00:13:19.240]  上帝今天要親自控告自己的百姓
[00:13:19.240 --> 00:13:22.040]  要他們做一次馴服在他們的下面
[00:13:22.040 --> 00:13:24.600]  近來有一個新聞
[00:13:24.600 --> 00:13:26.520]  我不知道大家是否歡迎
[00:13:26.520 --> 00:13:30.040]  澳洲在上一年的12月10日
[00:13:30.040 --> 00:13:34.360]  開始禁止16歲以下的青少年使用社交媒體
[00:13:34.360 --> 00:13:37.960]  包括TikTok, Instagram, Facebook, Youtube, Snapchat
[00:13:37.960 --> 00:13:39.960]  好不好
[00:13:39.960 --> 00:13:42.520]  大家這麼猶豫
[00:13:42.520 --> 00:13:44.520]  如果香港政府這樣做好不好
[00:13:44.520 --> 00:13:46.520]  香港政府這樣做好嗎
[00:13:46.520 --> 00:13:49.320]  先做一些民意調查
[00:13:49.320 --> 00:13:51.320]  真的禁止了
[00:13:51.320 --> 00:13:53.320]  原來發現很特別
[00:13:53.320 --> 00:13:56.680]  反過來要求做一個父母的角色
[00:13:56.680 --> 00:14:01.880]  要求孩子放棄他們覺得有的自由
[00:14:01.880 --> 00:14:04.840]  隨即西班牙,法國
[00:14:04.840 --> 00:14:06.040]  我今天好像聽到
[00:14:06.040 --> 00:14:08.040]  另一個前南斯拉夫的國家
[00:14:08.040 --> 00:14:11.560]  他們也想跟隨澳洲政府的做法
[00:14:11.560 --> 00:14:14.440]  原來有些人可以做一次
[00:14:14.440 --> 00:14:18.360]  要求孩子學習馴服
[00:14:18.360 --> 00:14:20.600]  早前我聽到一個小學校長說
[00:14:20.600 --> 00:14:24.280]  他在學校所有學生的電話都不可以安裝社交媒體
[00:14:24.280 --> 00:14:26.280]  好不好
[00:14:26.280 --> 00:14:28.280]  大家這麼猶豫
[00:14:28.280 --> 00:14:30.280]  他做了之後我們問他
[00:14:30.280 --> 00:14:32.280]  那學生們怎樣
[00:14:32.280 --> 00:14:34.280]  他說學生和家長都不覺得有什麼問題
[00:14:34.280 --> 00:14:36.280]  他們反而都覺得很開心
[00:14:36.280 --> 00:14:38.280]  其實在BBC
[00:14:38.280 --> 00:14:40.280]  BBC是英國廣播公司
[00:14:40.280 --> 00:14:42.280]  英國國家廣播公司通常都很自由
[00:14:42.280 --> 00:14:44.280]  不過他有一段新聞
[00:14:44.280 --> 00:14:47.480]  他說在澳洲青少年社交媒體禁止了一個月之後
[00:14:47.480 --> 00:14:49.480]  他們覺得自由了
[00:14:49.480 --> 00:14:51.480]  不是經常被短片控制住
[00:14:51.480 --> 00:14:53.480]  他們得到釋放
[00:14:53.480 --> 00:14:57.480]  原來能夠把人放回一個規矩
[00:14:57.480 --> 00:14:59.480]  放回一個馴服的裡面
[00:14:59.480 --> 00:15:03.480]  是能夠使人感受到自由的
[00:15:03.480 --> 00:15:07.480]  有時我們被世俗沾染太久
[00:15:07.480 --> 00:15:09.480]  我們覺得自由就是什麼規矩都沒有
[00:15:09.480 --> 00:15:11.480]  不過原來上帝將他的子民呼召回來的時候
[00:15:11.480 --> 00:15:17.480]  是令人可以經歷自由
[00:15:17.480 --> 00:15:21.480]  所以上帝呼召他的子民再次回來
[00:15:21.480 --> 00:15:23.480]  他的子民已經厭煩了和上帝的屬靈生活
[00:15:23.480 --> 00:15:25.480]  上帝用了兩個問題和四個行動
[00:15:25.480 --> 00:15:29.480]  去說出公義是什麼
[00:15:29.480 --> 00:15:31.480]  今天這段經文是一段很熟悉的經文
[00:15:31.480 --> 00:15:33.480]  恆公二號連文
[00:15:33.480 --> 00:15:35.480]  不過這裡的公義有兩個不同的字
[00:15:35.480 --> 00:15:37.480]  有兩個不同的意思
[00:15:37.480 --> 00:15:39.480]  我首先說第一個的公義
[00:15:39.480 --> 00:15:41.480]  神用了兩個問題和四個行動
[00:15:41.480 --> 00:15:43.480]  去讓我們明白他的公義
[00:15:43.480 --> 00:15:45.480]  他兩個問題
[00:15:45.480 --> 00:15:47.480]  我向你做了什麼
[00:15:47.480 --> 00:15:49.480]  我做了什麼事讓你厭煩
[00:15:49.480 --> 00:15:51.480]  好像爸爸問子女
[00:15:51.480 --> 00:15:53.480]  我為什麼讓你這麼煩
[00:15:53.480 --> 00:15:55.480]  我養你教你給你住的房子
[00:15:55.480 --> 00:15:57.480]  為什麼你看到我這麼煩
[00:15:57.480 --> 00:15:59.480]  這個上帝問的問題
[00:15:59.480 --> 00:16:01.480]  上帝用了四個行動去說出他的公義
[00:16:01.480 --> 00:16:03.480]  第一是從埃及救你們出來
[00:16:03.480 --> 00:16:05.480]  第二是從維羅茲加把你們贖走
