
[00:00:00.000 --> 00:00:03.320]  開始的時候想做個小統計
[00:02:48.040 --> 00:02:50.040]  都不是太滿足
[00:02:50.040 --> 00:02:52.040]  有些就是個人成就
[00:02:52.040 --> 00:02:54.040]  好像沒有成功感
[00:02:54.040 --> 00:02:57.040]  沒有成就做到
[00:02:57.040 --> 00:02:59.040]  或者有些都很厲害
[00:02:59.040 --> 00:03:02.040]  不過跟別人比較
[00:03:02.040 --> 00:03:05.040]  更厲害的人都一定有東西比你厲害
[00:03:05.040 --> 00:03:08.040]  一跟別人比較又不開心
[00:03:08.040 --> 00:03:10.040]  有些就沒有盼望
[00:03:10.040 --> 00:03:12.040]  所以就不太開心
[00:03:12.040 --> 00:03:15.040]  將來只會更差
[00:03:15.040 --> 00:03:17.040]  又不太明確
[00:03:17.040 --> 00:03:19.040]  我們作為主的門徒
[00:03:19.040 --> 00:03:23.040]  其實怎樣可以保持喜樂的心呢?
[00:03:23.040 --> 00:03:24.040]  有沒有秘訣呢?
[00:03:24.040 --> 00:03:26.040]  我們一起看看肥立比書
[00:03:26.040 --> 00:03:28.040]  四章十至十四節
[00:03:28.040 --> 00:03:30.040]  我們一起讀吧
[00:03:30.040 --> 00:03:33.040]  我靠主大大喜樂
[00:03:33.040 --> 00:03:36.040]  因為你們關懷我的心
[00:03:36.040 --> 00:03:39.040]  如今又表現了出來
[00:03:39.040 --> 00:03:41.040]  其實你們一直都關懷我
[00:03:41.040 --> 00:03:44.040]  只是沒有機會罷了
[00:03:44.040 --> 00:03:47.040]  我並不是因缺乏而說這話
[00:03:47.040 --> 00:03:49.040]  因為我已經學會
[00:03:49.040 --> 00:03:53.040]  無論在什麼境況都可以知足
[00:03:53.040 --> 00:03:56.040]  我知道怎樣處悲戰
[00:03:56.040 --> 00:03:59.040]  也知道怎樣處豐富
[00:03:59.040 --> 00:04:01.040]  或飽足或飢餓
[00:04:01.040 --> 00:04:03.040]  或有餘或缺乏
[00:04:03.040 --> 00:04:06.040]  任何事情任何境況
[00:04:06.040 --> 00:04:08.040]  我都得了秘訣
[00:04:08.040 --> 00:04:12.040]  我靠著那加給我力量的
[00:04:12.040 --> 00:04:14.040]  凡事都能做
[00:04:14.040 --> 00:04:17.040]  然而你們能和我分擔憂患
[00:04:17.040 --> 00:04:20.040]  是一件好事
[00:04:20.040 --> 00:04:22.040]  保羅在這段經文裡
[00:04:22.040 --> 00:04:25.040]  一開始就表達了一個很大的感受
[00:04:25.040 --> 00:04:28.040]  就是在主裡大大喜樂
[00:04:28.040 --> 00:04:31.040]  我們都很想精神是這樣
[00:04:31.040 --> 00:04:33.040]  他究竟發生了什麼事呢?
[00:04:33.040 --> 00:04:37.040]  因為保羅收到肥立比信徒的關懷
[00:04:37.040 --> 00:04:39.040]  這個關懷可能就是
[00:04:39.040 --> 00:04:43.040]  廈文十八節裡提到的一些愧疾
[00:04:43.040 --> 00:04:46.040]  在十一節裡保羅就解釋了
[00:04:46.040 --> 00:04:50.040]  他喜樂不是因為他在缺乏的境況下
[00:04:50.040 --> 00:04:53.040]  收到信徒這些供應
[00:04:53.040 --> 00:04:56.040]  表達他不是一個貪圖這些愧疾
[00:04:56.040 --> 00:05:00.040]  也不是一個收到愧疾就會開心的人
[00:05:00.040 --> 00:05:04.040]  在十一節裡他有第二個恩惠
[00:05:04.040 --> 00:05:08.040]  到了十三節保羅就解釋
[00:05:08.040 --> 00:05:13.040]  他為什麼不是一個貪圖愧疾的人呢?
[00:05:13.040 --> 00:05:18.040]  十二節裡提到一個秘訣
[00:05:18.040 --> 00:05:20.040]  這個字真的很吸引
[00:05:20.040 --> 00:05:24.040]  我們在不同的事上都很想得到有秘訣
[00:05:24.040 --> 00:05:28.040]  就是煮菜,想有秘方煮得好吃一點
[00:05:28.040 --> 00:05:32.040]  玩遊戲,想要有必勝的秘訣
[00:05:32.040 --> 00:05:37.040]  如果很想平安度過孩子青春期
[00:05:37.040 --> 00:05:39.040]  都很想有一個秘訣
[00:05:39.040 --> 00:05:42.040]  或者保持年輕活力的秘訣
[00:05:42.040 --> 00:05:45.040]  我們都不想走冤枉路
[00:05:45.040 --> 00:05:47.040]  或者想做的事情好一點
[00:05:47.040 --> 00:05:49.040]  所以都很想有秘訣
[00:05:49.040 --> 00:05:51.040]  而保羅的秘訣就是
[00:05:51.040 --> 00:05:53.040]  第十三節裡
[00:05:53.040 --> 00:05:57.040]  「靠著那加給我力量的,凡事都能做」
[00:05:57.040 --> 00:06:01.040]  即是保羅靠著加給他力量的耶穌基督
[00:06:01.040 --> 00:06:03.040]  凡事都能做
[00:06:03.040 --> 00:06:08.040]  大家聽到字面意思會不會有些奇怪呢?
[00:06:08.040 --> 00:06:13.040]  保羅就是萬能,什麼都做得到
[00:06:13.040 --> 00:06:16.040]  但實際上又不是
[00:06:16.040 --> 00:06:19.040]  我們又仔細看看經文
[00:06:19.040 --> 00:06:21.040]  凡事這個字
[00:06:21.040 --> 00:06:24.040]  原文是所有
[00:06:24.040 --> 00:06:26.040]  他沒有說所有什麼
[00:06:26.040 --> 00:06:30.040]  到底是所有的事、所有的時間、所有的地點
[00:06:30.040 --> 00:06:32.040]  是所有什麼呢?
[00:06:32.040 --> 00:06:35.040]  看回上文十二節提到
[00:06:35.040 --> 00:06:41.040]  處悲戰、處豐富、有飽足、飢餓、有餘和缺乏
[00:06:41.040 --> 00:06:44.040]  都是一些警方處境
[00:06:44.040 --> 00:06:47.040]  所以凡事是指所有的處境
[00:06:47.040 --> 00:06:51.040]  而所有的處境都能夠做
[00:06:51.040 --> 00:06:52.040]  即是怎樣呢?
[00:06:52.040 --> 00:06:54.040]  所有處境都能做
[00:06:54.040 --> 00:06:57.040]  又回到原文裡面
[00:06:57.040 --> 00:06:59.040]  是沒有做這個字的
[00:06:59.040 --> 00:07:02.040]  而動詞是「能夠」的「能」字
[00:07:02.040 --> 00:07:05.040]  意思是有能力和很強壯的
[00:07:05.040 --> 00:07:07.040]  即是內心很堅強
[00:07:07.040 --> 00:07:09.040]  很能夠適應到
[00:07:09.040 --> 00:07:12.040]  所以保羅的秘訣就是
[00:07:12.040 --> 00:07:14.040]  靠著加給他力量的主耶穌
[00:07:14.040 --> 00:07:18.040]  他在所有的處境裡面都可以堅強面對
[00:07:18.040 --> 00:07:21.040]  都可以適應到
[00:07:21.040 --> 00:07:25.040]  在他的生命裡面有主
[00:07:25.040 --> 00:07:28.040]  都可以安於任何的境況
[00:07:28.040 --> 00:07:29.040]  都可以滿足
[00:07:29.040 --> 00:07:31.040]  他可以身處豐富
[00:07:31.040 --> 00:07:34.040]  又可以面對缺乏
[00:07:34.040 --> 00:07:37.040]  他可以自由地四處去港島
[00:07:37.040 --> 00:07:40.040]  他被囚禁在監獄裡
[00:07:40.040 --> 00:07:42.040]  又可以
[00:07:42.040 --> 00:07:46.040]  那為什麼可以安於不同的境況呢?
[00:07:46.040 --> 00:07:49.040]  因為他在菲勒比書也說過
[00:07:49.040 --> 00:07:51.040]  我已經凋棄萬事
[00:07:51.040 --> 00:07:53.040]  當作什麼呢?
[00:07:53.040 --> 00:07:54.040]  糞土
[00:07:54.040 --> 00:07:56.040]  所以他深深相信
[00:07:56.040 --> 00:07:58.040]  耶穌基督是自保
[00:07:58.040 --> 00:07:59.040]  他很想認識耶穌基督
[00:07:59.040 --> 00:08:01.040]  也認為是自保的
[00:08:01.040 --> 00:08:02.040]  這裡我們就看到
[00:08:02.040 --> 00:08:05.040]  原來保羅可以安於任何的境況
[00:08:05.040 --> 00:08:08.040]  是他有一個很重視的價值
[00:08:08.040 --> 00:08:10.040]  就是認識耶穌基督
[00:08:10.040 --> 00:08:12.040]  所以在世的境況
[00:08:12.040 --> 00:08:14.040]  其實不是太在意他
[00:08:14.040 --> 00:08:17.040]  他有主就好了
[00:08:17.040 --> 00:08:21.040]  保羅活出安貧樂道的安貧
[00:08:21.040 --> 00:08:23.040]  安貧是安於貧窮
[00:08:23.040 --> 00:08:25.040]  借用在這裡
[00:08:25.040 --> 00:08:28.040]  保羅更加擴闊了當中的處境
[00:08:28.040 --> 00:08:30.040]  安於任何的境況
[00:08:30.040 --> 00:08:31.040]  好又得
[00:08:31.040 --> 00:08:33.040]  不好又得
[00:08:33.040 --> 00:08:35.040]  其實在豐富的境況
[00:08:35.040 --> 00:08:37.040]  都不容易的
[00:08:37.040 --> 00:08:39.040]  當有錢
[00:08:39.040 --> 00:08:42.040]  家財豐厚的時候
[00:08:42.040 --> 00:08:44.040]  都很容易有去犯罪
[00:08:44.040 --> 00:08:46.040]  得罪神的事情
[00:08:46.040 --> 00:08:48.040]  當你有權力的時候
[00:08:48.040 --> 00:08:50.040]  又很容易以權謀私
[00:08:50.040 --> 00:08:52.040]  或者為了私利
[00:08:52.040 --> 00:08:55.040]  去用權力去做一些事情
[00:08:55.040 --> 00:09:00.040]  弟兄姊妹其實你現在是處於什麼境況呢?
[00:09:00.040 --> 00:09:04.040]  是豐富還是缺乏呢?
[00:09:04.040 --> 00:09:06.040]  是很享受在當中
[00:09:06.040 --> 00:09:09.040]  還是很困難呢?
[00:09:09.040 --> 00:09:12.040]  都很盼望在豐富裡面的弟兄姊妹
[00:09:12.040 --> 00:09:15.040]  可以享受神所賜的豐富
[00:09:15.040 --> 00:09:17.040]  感恩主的恩典
[00:09:17.040 --> 00:09:19.040]  也紀念有需要的人
[00:09:19.040 --> 00:09:22.040]  同時也鼓勵在困難中的弟兄姊妹
[00:09:22.040 --> 00:09:26.040]  保羅給了一個我們面對缺乏處境的秘訣
[00:09:26.040 --> 00:09:28.040]  就是靠著主耶穌
[00:09:28.040 --> 00:09:30.040]  相信主耶穌會加你力量
[00:09:30.040 --> 00:09:35.040]  可以堅強地面對這些挑戰
[00:09:35.040 --> 00:09:38.040]  如果有些處境是被人稱讚
[00:09:38.040 --> 00:09:40.040]  或者被人辱罵
[00:09:40.040 --> 00:09:44.040]  是不是都可以很泰然地面對呢?
[00:09:44.040 --> 00:09:46.040]  大家可不可以呢?
[00:09:46.040 --> 00:09:48.040]  稱讚容易一點是吧?
[00:09:48.040 --> 00:09:50.040]  被人罵可以嗎?
[00:09:50.040 --> 00:09:51.040]  難一點吧?
[00:09:51.040 --> 00:09:54.040]  我有一次經歷也被人罵
[00:09:54.040 --> 00:09:57.040]  事情是我趕去一個婚禮
[00:09:57.040 --> 00:09:59.040]  我出了地鐵之後
[00:09:59.040 --> 00:10:01.040]  走了兩條街才發覺
[00:10:01.040 --> 00:10:03.040]  出錯站了
[00:10:03.040 --> 00:10:06.040]  就回頭再去
[00:10:06.040 --> 00:10:09.040]  在剛剛那個站下車的時候
[00:10:09.040 --> 00:10:11.040]  搭電梯出
[00:10:11.040 --> 00:10:13.040]  右邊已經站滿人了
[00:10:13.040 --> 00:10:16.040]  左邊通常我們都會走上去
[00:10:16.040 --> 00:10:18.040]  只走兩步就停了
[00:10:18.040 --> 00:10:22.040]  因為前面的男士就站在那裡
[00:10:22.040 --> 00:10:24.040]  我趕時間
[00:10:24.040 --> 00:10:26.040]  所以我就跟他說
[00:10:26.040 --> 00:10:27.040]  先生先生
[00:10:27.040 --> 00:10:29.040]  麻煩
[00:10:29.040 --> 00:10:30.040]  先生先生
[00:10:30.040 --> 00:10:32.040]  麻煩
[00:10:32.040 --> 00:10:34.040]  他不回應我
[00:10:34.040 --> 00:10:38.040]  那你會怎麼做呢?
[00:10:38.040 --> 00:10:40.040]  站在那裡
[00:10:40.040 --> 00:10:42.040]  我就因為心急
[00:10:42.040 --> 00:10:45.040]  我拍他的背
[00:10:45.040 --> 00:10:48.040]  然後一轉身
[00:10:48.040 --> 00:10:51.040]  拍什麼拍?
[00:10:51.040 --> 00:10:53.040]  中間夾雜了一些在語詞
[00:10:53.040 --> 00:10:54.040]  然後
[00:10:54.040 --> 00:10:55.040]  嘟嘟嘟嘟嘟嘟嘟
[00:10:55.040 --> 00:10:58.040]  這個就是全句子
[00:10:58.040 --> 00:11:00.040]  然後我想說
[00:11:00.040 --> 00:11:01.040]  我趕時間
[00:11:01.040 --> 00:11:02.040]  還沒說出口
[00:11:02.040 --> 00:11:05.040]  他根本是一邊罵一邊罵
[00:11:05.040 --> 00:11:08.040]  是沒有空間的
[00:11:08.040 --> 00:11:09.040]  於是
[00:11:09.040 --> 00:11:12.040]  我就深深地吸了一口氣
[00:11:12.040 --> 00:11:14.040]  心裡就說
[00:11:14.040 --> 00:11:16.040]  安於任何境況
[00:11:16.040 --> 00:11:19.040]  安於任何境況
[00:11:19.040 --> 00:11:23.040]  電梯就快到了
[00:11:23.040 --> 00:11:25.040]  原來真的不容易
[00:11:25.040 --> 00:11:30.040]  要面對這些難一點的境況
[00:11:30.040 --> 00:11:32.040]  可能又會有人問
[00:11:32.040 --> 00:11:34.040]  如果安於任何境況
[00:11:34.040 --> 00:11:37.040]  是不是意思就是躺平呢?
[00:11:37.040 --> 00:11:39.040]  什麼都無所謂
[00:11:39.040 --> 00:11:42.040]  什麼都不做
[00:11:42.040 --> 00:11:43.040]  但問題是
[00:11:43.040 --> 00:11:46.040]  社會不會進步
[00:11:46.040 --> 00:11:48.040]  車快又可以
[00:11:48.040 --> 00:11:49.040]  慢又可以
[00:11:49.040 --> 00:11:50.040]  準時又可以
[00:11:50.040 --> 00:11:51.040]  不上班又可以
[00:11:51.040 --> 00:11:53.040]  這樣是不行的
[00:11:53.040 --> 00:11:55.040]  其實安於任何境況
[00:11:55.040 --> 00:11:57.040]  是一個內心的狀態
[00:11:57.040 --> 00:12:00.040]  其實躺平有點相似
[00:12:00.040 --> 00:12:04.040]  同樣是不執著自己很渴望的結果
[00:12:04.040 --> 00:12:07.040]  但保羅安於任何境況
[00:12:07.040 --> 00:12:10.040]  是將他自己很想的結果
[00:12:10.040 --> 00:12:12.040]  交給神
[00:12:12.040 --> 00:12:15.040]  但仍然會為神去努力
[00:12:15.040 --> 00:12:18.040]  心裡仍然有一份對神的渴求
[00:12:18.040 --> 00:12:22.040]  而躺平就是死心
[00:12:22.040 --> 00:12:23.040]  沒有渴求
[00:12:23.040 --> 00:12:25.040]  沒有動力
[00:12:25.040 --> 00:12:28.040]  什麼都不做
[00:12:28.040 --> 00:12:30.040]  相信我們其實
[00:12:30.040 --> 00:12:32.040]  傳福音的心態
[00:12:32.040 --> 00:12:33.040]  都是這樣的
[00:12:33.040 --> 00:12:35.040]  安於任何境況
[00:12:35.040 --> 00:12:37.040]  不躺平
[00:12:37.040 --> 00:12:39.040]  福音對象
[00:12:39.040 --> 00:12:40.040]  是不是信主
[00:12:40.040 --> 00:12:42.040]  我們當然想
[00:12:42.040 --> 00:12:46.040]  但我們都安心將結果交給神
[00:12:46.040 --> 00:12:49.040]  盡力去講解清楚福音的內容
[00:12:49.040 --> 00:12:51.040]  將交給神的時候
[00:12:51.040 --> 00:12:52.040]  我們都仍然盡力
[00:12:52.040 --> 00:12:53.040]  不是躺平
[00:12:53.040 --> 00:12:55.040]  躺平就是不傳福音
[00:12:55.040 --> 00:12:57.040]  我們仍然去努力
[00:12:57.040 --> 00:12:59.040]  不過結果是交給神
[00:12:59.040 --> 00:13:01.040]  他信佑
[00:13:01.040 --> 00:13:03.040]  可以神的恩典
[00:13:03.040 --> 00:13:08.040]  不信可能神的恩典將來才到呢?
[00:13:08.040 --> 00:13:11.040]  保持對神的渴求
[00:13:11.040 --> 00:13:12.040]  其實我又想起
[00:13:12.040 --> 00:13:14.040]  有一本書叫做
[00:13:14.040 --> 00:13:15.040]  《神聖不滿足》
[00:13:15.040 --> 00:13:17.040]  有沒有聽過?
[00:13:17.040 --> 00:13:18.040]  有些人有
[00:13:18.040 --> 00:13:19.040]  有些人沒有
[00:13:19.040 --> 00:13:23.040]  我們其實可以任何境況都滿足
[00:13:23.040 --> 00:13:27.040]  但是就不要停止屬靈的追求
[00:13:27.040 --> 00:13:30.040]  我們又不可以自滿自己屬靈的狀況
[00:13:30.040 --> 00:13:32.040]  要繼續不停地追求
[00:13:32.040 --> 00:13:35.040]  總要保持那份對神渴求的心
[00:13:35.040 --> 00:13:37.040]  因為聖經裏面其實都吩咐我們
[00:13:37.040 --> 00:13:39.040]  要親近神
[00:13:39.040 --> 00:13:43.040]  要竭力保守聖靈合而為一的心
[00:13:43.040 --> 00:13:46.040]  要去使萬民作主的門徒
[00:13:46.040 --> 00:13:48.040]  還有要至聖之真道上
[00:13:48.040 --> 00:13:49.040]  造就自己
[00:13:49.040 --> 00:13:51.040]  保守自己常在神的愛女
[00:13:51.040 --> 00:13:53.040]  就是聖經不斷地鼓勵我們
[00:13:53.040 --> 00:13:55.040]  屬靈的追求去親近神
[00:13:55.040 --> 00:13:59.040]  所以我們在屬靈上是不滿足的
[00:13:59.040 --> 00:14:00.040]  我們不斷地追求神
[00:14:00.040 --> 00:14:03.040]  是有很大的渴求的
[00:14:03.040 --> 00:14:09.040]  在《安於任何境況》
[00:14:09.040 --> 00:14:10.040]  嚴躺平
[00:14:10.040 --> 00:14:12.040]  其實竟然
[00:14:12.040 --> 00:14:13.040]  我看新聞
[00:14:13.040 --> 00:14:16.040]  是在烏克蘭裏面發現到的
[00:14:16.040 --> 00:14:18.040]  有一則新聞提到
[00:14:18.040 --> 00:14:21.040]  烏克蘭的基督徒身處戰禍
[00:14:21.040 --> 00:14:24.040]  他們是怎樣面對的呢?
[00:14:24.040 --> 00:14:28.040]  烏克蘭戰爭已經兩年多了
[00:14:28.040 --> 00:14:32.040]  他們南部的城市叫做克爾松
[00:14:32.040 --> 00:14:34.040]  經歷了兩場很大的戰役
[00:14:34.040 --> 00:14:37.040]  首先被俄羅斯軍隊佔領
[00:14:37.040 --> 00:14:40.040]  然後烏克蘭又收復了
[00:14:40.040 --> 00:14:43.040]  因為這是很重要的地理位置
[00:14:43.040 --> 00:14:48.040]  所以現在俄羅斯仍然持續地想佔領
[00:14:48.040 --> 00:14:54.040]  所以當地的居民不斷受到轟炸
[00:14:54.040 --> 00:14:57.040]  很多建築物都炸爛了
[00:14:57.040 --> 00:15:02.040]  正常地一般居民會怎樣做呢?
[00:15:02.040 --> 00:15:04.040]  離開這個城市
[00:15:04.040 --> 00:15:05.040]  不斷地炸
[00:15:05.040 --> 00:15:08.040]  不知道什麼時候會炸到自己
[00:15:08.040 --> 00:15:11.040]  但是面對這麼危險的處境
[00:15:11.040 --> 00:15:13.040]  仍然有一群烏克蘭的基督徒
[00:15:13.040 --> 00:15:15.040]  他們不顧一切的危險
[00:15:15.040 --> 00:15:19.040]  去服侍那裡被戰爭影響的人
[00:15:19.040 --> 00:15:20.040]  我想問大家
[00:15:20.040 --> 00:15:22.040]  他們這份勇氣、這份愛心
[00:15:22.040 --> 00:15:25.040]  是從哪裡來的?
[00:15:25.040 --> 00:15:27.040]  是神來的,是主耶穌來的
[00:15:27.040 --> 00:15:30.040]  他們可以安然地面對戰火
[00:15:30.040 --> 00:15:33.040]  靠著主耶穌加給他們的力量
[00:15:33.040 --> 00:15:35.040]  盡力去幫助有需要的人
[00:15:35.040 --> 00:15:37.040]  他們絕對沒有躺平
[00:15:37.040 --> 00:15:40.040]  而他們這麼殷勤、這麼堅定地服侍
[00:15:40.040 --> 00:15:44.040]  成就了在戰火裡面的一個神蹟
[00:15:44.040 --> 00:15:46.040]  他們教會的聚會人數
[00:15:46.040 --> 00:15:49.040]  在開戰之前是一百人
[00:15:49.040 --> 00:15:54.040]  但是到了現在已經增長到五百人這麼多
[00:15:54.040 --> 00:15:56.040]  人們不離開
[00:15:56.040 --> 00:15:58.040]  反而更多人的聚會
[00:15:58.040 --> 00:16:00.040]  更多人繼續去服侍
[00:16:00.040 --> 00:16:05.040]  那份對神的渴求是很熱切的
[00:16:05.040 --> 00:16:09.040]  在主裡面我們可以安於任何境況
[00:16:09.040 --> 00:16:12.040]  幫助我們在可能困難
[00:16:12.040 --> 00:16:14.040]  缺乏的外在環境的時候
[00:16:14.040 --> 00:16:19.040]  無論好壞都不會影響心情
[00:16:19.040 --> 00:16:24.040]  在月初,股市都有暴升和暴跌
[00:16:24.040 --> 00:16:27.040]  不知道有沒有影響到大家的心情
[00:16:27.040 --> 00:16:29.040]  然後指數上升下降
[00:16:29.040 --> 00:16:32.040]  如果我們可以安於任何境況
[00:16:32.040 --> 00:16:36.040]  就不會被外來的指數影響
[00:16:36.040 --> 00:16:40.040]  而保羅的喜樂的傳言是什麼呢?
[00:16:40.040 --> 00:16:42.040]  我們看回第十節
[00:16:42.040 --> 00:16:45.040]  保羅是靠著大大喜樂的原因
[00:16:45.040 --> 00:16:48.040]  是因為菲勒比信徒對保羅的關懷
[00:16:48.040 --> 00:16:50.040]  又表現了出來
[00:16:50.040 --> 00:16:53.040]  重點是他們的行動
[00:16:53.040 --> 00:16:56.040]  不是我們又見面
[00:16:56.040 --> 00:16:58.040]  很久沒見面,我們再見吧
[00:16:58.040 --> 00:17:00.040]  我們很開心
[00:17:00.040 --> 00:17:02.040]  保羅不是這樣
[00:17:02.040 --> 00:17:07.040]  保羅是對他們的行動非常感謝和開心
[00:17:07.040 --> 00:17:10.040]  對保羅來說,他們的行動是很珍貴的
[00:17:10.040 --> 00:17:12.040]  而珍貴之處就是
[00:17:12.040 --> 00:17:14.040]  他在實踐主的道
[00:17:14.040 --> 00:17:16.040]  信徒之間彼此相愛
[00:17:16.040 --> 00:17:18.040]  各人不要單顧自己的事
[00:17:18.040 --> 00:17:23.040]  也要顧及別人的事
[00:17:23.040 --> 00:17:27.040]  在這裡再借用安貧樂道的樂道
[00:17:27.040 --> 00:17:30.040]  保羅真的樂於自己去實踐主的道
[00:17:30.040 --> 00:17:34.040]  也很樂見信徒去實踐主的道
[00:17:34.040 --> 00:17:38.040]  保羅會出基督信仰版本的安貧樂道
[00:17:38.040 --> 00:17:41.040]  保羅另一個重視的價值
[00:17:41.040 --> 00:17:44.040]  在這裡可以看到,他是實踐主道
[00:17:44.040 --> 00:17:47.040]  原來他重視認識耶穌基督
[00:17:47.040 --> 00:17:51.040]  當為至寶之外,他就是實踐主道
[00:17:51.040 --> 00:17:55.040]  但你還是否重視實踐主道?
[00:17:55.040 --> 00:18:00.040]  在實踐的時候,你是什麼心情?
[00:18:00.040 --> 00:18:03.040]  是很難為?委屈?
[00:18:03.040 --> 00:18:05.040]  好像有很多規條一樣?
[00:18:05.040 --> 00:18:09.040]  還是很喜樂?
[00:18:09.040 --> 00:18:11.040]  還有你相不相信
[00:18:11.040 --> 00:18:16.040]  如果身邊人看到你很喜樂地實踐主道的時候
[00:18:16.040 --> 00:18:19.040]  他也很想做,很想實踐?
[00:18:19.040 --> 00:18:22.040]  有位芝體在街頭報道之後
[00:18:22.040 --> 00:18:25.040]  和我分享,即是和大家一起分享
[00:18:25.040 --> 00:18:28.040]  他說他其實很怕接觸陌生人
[00:18:28.040 --> 00:18:30.040]  所以上一次沒有參加
[00:18:30.040 --> 00:18:32.040]  為什麼這次參加呢?
[00:18:32.040 --> 00:18:34.040]  因為他聽到上次街頭報道
[00:18:34.040 --> 00:18:36.040]  弟兄姊妹的見證
[00:18:36.040 --> 00:18:37.040]  弟兄姊妹分享
[00:18:37.040 --> 00:18:40.040]  出去街頭報道,其實很開心的
[00:18:40.040 --> 00:18:44.040]  可以三五成群一起出去作主公
[00:18:44.040 --> 00:18:49.040]  也經歷了有些街坊排隊說要聽福音
[00:18:49.040 --> 00:18:50.040]  其實簡直是神蹟
[00:18:50.040 --> 00:18:54.040]  其實他也很想經歷一下當中這樣的神蹟
[00:18:54.040 --> 00:18:57.040]  他想經歷當中弟兄姊妹一起的喜樂
[00:18:57.040 --> 00:18:59.040]  所以他參與了這次
[00:18:59.040 --> 00:19:02.040]  所以實踐主道的時候的喜樂
[00:19:02.040 --> 00:19:06.040]  是會感染到身邊的人的
[00:19:06.040 --> 00:19:12.040]  我們在當中不斷進入保羅的內在生命
[00:19:12.040 --> 00:19:14.040]  看到他重視什麼
[00:19:14.040 --> 00:19:18.040]  看到他的價值觀
[00:19:18.040 --> 00:19:19.040]  其實很重要的是
[00:19:19.040 --> 00:19:22.040]  他是一個怎樣的人?大家覺得
[00:19:22.040 --> 00:19:25.040]  保羅是一個怎樣的人呢?
[00:19:25.040 --> 00:19:27.040]  很忠心?
[00:19:27.040 --> 00:19:30.040]  很信靠主?
[00:19:30.040 --> 00:19:32.040]  我一節經文看到
