
[00:00:00.000 --> 00:00:05.000]  今天要宣講的題目是大召集
[00:04:03.000 --> 00:04:06.000]  他們很多都沒有經歷過出埃及
[00:04:06.000 --> 00:04:09.000]  或者第一次律法的頒佈
[00:04:09.000 --> 00:04:11.000]  對他們來說
[00:04:11.000 --> 00:04:13.000]  進入這個新的地區
[00:04:13.000 --> 00:04:15.000]  迦南地
[00:04:15.000 --> 00:04:17.000]  都是前路茫茫
[00:04:17.000 --> 00:04:19.000]  充滿未知之數
[00:04:19.000 --> 00:04:23.000]  並且有巨大的挑戰等著他們
[00:04:23.000 --> 00:04:26.000]  我們看看螢光幕
[00:04:26.000 --> 00:04:29.000]  有一個地圖
[00:04:29.000 --> 00:04:39.000]  讓我讀給大家聽
[00:04:39.000 --> 00:04:41.000]  字可能比較小
[00:04:42.000 --> 00:04:44.000]  這個地圖是說
[00:04:44.000 --> 00:04:46.000]  他們即將要進入
[00:04:46.000 --> 00:04:49.000]  神所給他們的迦南地
[00:04:49.000 --> 00:04:52.000]  時間是公元前
[00:04:52.000 --> 00:04:56.000]  1406至1220年左右
[00:04:56.000 --> 00:05:00.000]  他們要進入迦南應許地
[00:05:00.000 --> 00:05:02.000]  原來那裡有七個族
[00:05:02.000 --> 00:05:05.000]  我們簡稱迦南七族
[00:05:05.000 --> 00:05:09.000]  你看到中間有少許藍色的地方
[00:05:09.000 --> 00:05:12.000]  就是我們經常說的下面的位置
[00:05:12.000 --> 00:05:14.000]  就是死海
[00:05:14.000 --> 00:05:16.000]  對上一點點
[00:05:16.000 --> 00:05:19.000]  我們經常說一條頸鏈上有顆珍珠
[00:05:19.000 --> 00:05:21.000]  那就是迦利利海
[00:05:21.000 --> 00:05:26.000]  對出最大片的海洋
[00:05:26.000 --> 00:05:29.000]  就是我們今天所說的地中海
[00:05:29.000 --> 00:05:32.000]  而迦南七族
[00:05:32.000 --> 00:05:35.000]  他們本身已經居住在迦南地
[00:05:35.000 --> 00:05:37.000]  一片的土地上
[00:05:38.000 --> 00:05:41.000]  他們也不是信奉耶和華上帝
[00:05:41.000 --> 00:05:44.000]  他們也有自己拜的偶像
[00:05:44.000 --> 00:05:46.000]  甚至是一些
[00:05:46.000 --> 00:05:50.000]  神所喜悅的風俗和習慣
[00:05:50.000 --> 00:05:53.000]  當中你看到
[00:05:53.000 --> 00:05:55.000]  第一個在最下面的
[00:05:55.000 --> 00:05:58.000]  他們叫做黑人
[00:05:58.000 --> 00:06:00.000]  不是黑白的黑
[00:06:00.000 --> 00:06:01.000]  是黑人
[00:06:01.000 --> 00:06:04.000]  然後有加格薩人
[00:06:04.000 --> 00:06:06.000]  有阿摩利人
[00:06:06.000 --> 00:06:08.000]  加南人
[00:06:08.000 --> 00:06:09.000]  比利洗人
[00:06:09.000 --> 00:06:10.000]  希美人
[00:06:10.000 --> 00:06:12.000]  耶布斯人
[00:06:12.000 --> 00:06:14.000]  試想像
[00:06:14.000 --> 00:06:16.000]  當時又沒有Google
[00:06:16.000 --> 00:06:18.000]  又沒有YouTube
[00:06:18.000 --> 00:06:20.000]  他們究竟認不認識
[00:06:20.000 --> 00:06:23.000]  這一群迦南七族呢
[00:06:23.000 --> 00:06:28.000]  應該都不熟悉
[00:06:28.000 --> 00:06:30.000]  並且是很陌生
[00:06:30.000 --> 00:06:33.000]  所以他們都會很震驚
[00:06:33.000 --> 00:06:35.000]  究竟進入這個地方的時候
[00:06:35.000 --> 00:06:37.000]  會發生什麼事呢
[00:06:37.000 --> 00:06:39.000]  是有人在居住的
[00:06:39.000 --> 00:06:43.000]  今天我們是否
[00:06:43.000 --> 00:06:46.000]  有些時候都會面對類似的處境
[00:06:46.000 --> 00:06:48.000]  當我們進入一個新的工作
[00:06:48.000 --> 00:06:51.000]  或者新的居住環境的時候
[00:06:51.000 --> 00:06:53.000]  可能都會很陌生
[00:06:53.000 --> 00:06:56.000]  帶著一些震驚
[00:06:56.000 --> 00:06:58.000]  或者不知道該怎麼算好的心情
[00:06:58.000 --> 00:07:01.000]  在這個時候
[00:07:01.000 --> 00:07:03.000]  他們怎樣準備呢
[00:07:04.000 --> 00:07:08.000]  摩西作為以色列民族的領袖
[00:07:08.000 --> 00:07:12.000]  也作為上帝中間人的身份
[00:07:12.000 --> 00:07:16.000]  去對這群自己的人民
[00:07:16.000 --> 00:07:18.000]  自己的民族
[00:07:18.000 --> 00:07:20.000]  去說話
[00:07:20.000 --> 00:07:24.000]  在當時來說
[00:07:24.000 --> 00:07:26.000]  以色列民族
[00:07:26.000 --> 00:07:29.000]  都是一個很失敗的群體
[00:07:29.000 --> 00:07:36.000]  他們公然違反了上帝的律法和指示
[00:07:36.000 --> 00:07:41.000]  以致整整一代人都在受罰
[00:07:41.000 --> 00:07:45.000]  在曠野漂流了40年
[00:07:45.000 --> 00:07:52.000]  來到《生命記》所記載的這篇摩西告別的演說裡面
[00:07:52.000 --> 00:07:55.000]  摩西已經120歲
[00:07:55.000 --> 00:07:58.000]  進入生命最後的階段
[00:07:58.000 --> 00:08:00.000]  而新一代人
[00:08:00.000 --> 00:08:02.000]  他的後代
[00:08:02.000 --> 00:08:05.000]  即將面臨進入英許地迦南
[00:08:05.000 --> 00:08:08.000]  摩西對他們的群體
[00:08:08.000 --> 00:08:11.000]  做了一次集體的談話
[00:08:11.000 --> 00:08:13.000]  鼓舞士氣
[00:08:13.000 --> 00:08:18.000]  手約思慈愛的上帝
[00:08:18.000 --> 00:08:20.000]  將會給以色列人
[00:08:20.000 --> 00:08:23.000]  另一次的機會
[00:08:23.000 --> 00:08:27.000]  由約書亞記可以看出
[00:08:27.000 --> 00:08:31.000]  人民在第二次確實表現得更加好
[00:08:31.000 --> 00:08:37.000]  《生命記》對他們產生了良好和心願的影響
[00:08:37.000 --> 00:08:44.000]  今天同樣都可以對我們起相同的作用
[00:08:44.000 --> 00:08:52.000]  我們一起讀出《生命記》31章9至13節
[00:08:52.000 --> 00:08:56.000]  摩西寫下這律法
[00:08:56.000 --> 00:09:03.000]  交給台耶和華的貴的尼美人祭司和以色列的眾長老
[00:09:03.000 --> 00:09:06.000]  摩西吩咐他們說
[00:09:06.000 --> 00:09:09.000]  每逢七年的最後一年
[00:09:09.000 --> 00:09:12.000]  就是定期的豁免年
[00:09:12.000 --> 00:09:15.000]  在鑄盤節的時候
[00:09:15.000 --> 00:09:18.000]  當以色列眾人來到耶和華
[00:09:18.000 --> 00:09:21.000]  你神所選擇的地方
[00:09:21.000 --> 00:09:23.000]  朝見他的時候
[00:09:23.000 --> 00:09:26.000]  你要在以色列眾人面前
[00:09:26.000 --> 00:09:29.000]  念這律法給他們聽
[00:09:29.000 --> 00:09:36.000]  要召集百姓
[00:09:36.000 --> 00:09:39.000]  男人、女人、孩子
[00:09:39.000 --> 00:09:42.000]  和在你城裡居住的
[00:09:42.000 --> 00:09:45.000]  叫他們都得以聽見
[00:09:45.000 --> 00:09:48.000]  好學習敬畏耶和華
[00:09:48.000 --> 00:09:49.000]  你們的神
[00:09:49.000 --> 00:09:53.000]  謹守遵行這律法的一切話
[00:09:53.000 --> 00:09:55.000]  他們的兒女
[00:09:55.000 --> 00:09:58.000]  就是那未曾認識的
[00:09:58.000 --> 00:09:59.000]  也可以聽
[00:09:59.000 --> 00:10:02.000]  學習敬畏耶和華
[00:10:02.000 --> 00:10:03.000]  你們的神
[00:10:03.000 --> 00:10:05.000]  你們一生的日子
[00:10:05.000 --> 00:10:10.000]  在你們過躍但可得為業的地上
[00:10:10.000 --> 00:10:12.000]  都要這樣做
[00:10:16.000 --> 00:10:19.000]  在古晉東定立文約或條約
[00:10:19.000 --> 00:10:22.000]  是日常生活的一部分
[00:10:22.000 --> 00:10:25.000]  條約有兩種基本類型
[00:10:25.000 --> 00:10:27.000]  第一種是平等的條約
[00:10:27.000 --> 00:10:29.000]  是以友好的用語
[00:10:29.000 --> 00:10:32.000]  來描述當事人各方
[00:10:32.000 --> 00:10:35.000]  第二種是附庸條約
[00:10:35.000 --> 00:10:38.000]  好像記載在《約書亞記》9至10章
[00:10:38.000 --> 00:10:41.000]  是由征服國的君王
[00:10:41.000 --> 00:10:45.000]  和從屬國的君王之間所定立
[00:10:45.000 --> 00:10:48.000]  而摩西這裡所說的律法
[00:10:48.000 --> 00:10:50.000]  有什麼特別呢?
[00:10:50.000 --> 00:10:54.000]  它就是藉著摩西而賜給
[00:10:54.000 --> 00:10:56.000]  即將進入應許之地
[00:10:56.000 --> 00:11:01.000]  迦南選民以色列百姓的規則和法律
[00:11:01.000 --> 00:11:06.000]  當中包含著神所給予他們的原則
[00:11:06.000 --> 00:11:09.000]  律法是幫助神的子民
[00:11:09.000 --> 00:11:12.000]  活出神的百姓
[00:11:12.000 --> 00:11:16.000]  正正應該要活出的聖潔生活
[00:11:16.000 --> 00:11:19.000]  涵蓋的層面很闊
[00:11:19.000 --> 00:11:21.000]  他們所說的律法
[00:11:21.000 --> 00:11:24.000]  就是常常聽到的Torah
[00:11:24.000 --> 00:11:26.000]  Torah的譯音
[00:11:26.000 --> 00:11:29.000]  包括有哪些層面呢?
[00:11:29.000 --> 00:11:31.000]  有經濟發展
[00:11:31.000 --> 00:11:33.000]  有家庭倫理
[00:11:33.000 --> 00:11:35.000]  男女關係
[00:11:35.000 --> 00:11:37.000]  宗教慶典
[00:11:37.000 --> 00:11:39.000]  領導管理
[00:11:39.000 --> 00:11:40.000]  公義
[00:11:40.000 --> 00:11:41.000]  生活指引
[00:11:41.000 --> 00:11:42.000]  食物安全
[00:11:42.000 --> 00:11:44.000]  財產的繼承
[00:11:44.000 --> 00:11:47.000]  還有戰爭等等
[00:11:47.000 --> 00:11:51.000]  所包括的層面是非常實際
[00:11:51.000 --> 00:11:53.000]  很埋身和具體的
[00:11:53.000 --> 00:11:57.000]  倘若百姓真的渴望有神的同在
[00:11:57.000 --> 00:12:00.000]  他們就不要像他們的祖宗那樣
[00:12:00.000 --> 00:12:01.000]  抗拒神的命令
[00:12:01.000 --> 00:12:03.000]  不敬畏上帝
[00:12:03.000 --> 00:12:06.000]  摩西所寫下的法律
[00:12:06.000 --> 00:12:10.000]  重點是要人的內心、靈魂和態度
[00:12:10.000 --> 00:12:13.000]  和他們的敬拜宗教生活
[00:12:13.000 --> 00:12:17.000]  都要跟隨神的原則而做
[00:12:17.000 --> 00:12:19.000]  而這個基礎
[00:12:19.000 --> 00:12:23.000]  是建基於上帝與他們子民之間
[00:12:23.000 --> 00:12:25.000]  納約的關係
[00:12:25.000 --> 00:12:30.000]  為什麼要重新再宣讀律法一次呢?
[00:12:30.000 --> 00:12:34.000]  是希望他們在進入迦南地之前
[00:12:34.000 --> 00:12:36.000]  他們能夠恢復
[00:12:36.000 --> 00:12:40.000]  他們對上帝全心全意的毀身
[00:12:40.000 --> 00:12:45.000]  和發自內心的遵從
[00:12:45.000 --> 00:12:47.000]  親愛的弟兄姊妹
[00:12:47.000 --> 00:12:53.000]  宗教信仰是必須發自內心的
[00:12:53.000 --> 00:12:58.000]  正如在《新命紀》十章十六節所說
[00:12:58.000 --> 00:13:03.000]  「要給你們的心行各禮」
[00:13:03.000 --> 00:13:08.000]  上帝離我們每一個人其實很近
[00:13:08.000 --> 00:13:13.000]  祂的誡命是可以遵守的
[00:13:13.000 --> 00:13:15.000]  我們將聖經這本書
[00:13:15.000 --> 00:13:20.000]  分為新、舊、兩、約的形式出現
[00:13:20.000 --> 00:13:23.000]  這個「約」也就是「文約」
[00:13:23.000 --> 00:13:27.000]  可見文約的重要性
[00:13:27.000 --> 00:13:31.000]  「約」本身的字是解為「遺囑」
[00:13:31.000 --> 00:13:33.000]  即是Testament
[00:13:33.000 --> 00:13:34.000]  我們在英文
[00:13:34.000 --> 00:13:36.000]  新約叫New Testament
[00:13:36.000 --> 00:13:38.000]  舊約叫Old Testament
[00:13:38.000 --> 00:13:42.000]  那個英文字是遺囑的意思
[00:13:42.000 --> 00:13:44.000]  在聖經裏面
[00:13:44.000 --> 00:13:49.000]  「約」是上帝自我啟示的主要途徑之一
[00:13:49.000 --> 00:13:56.000]  上帝啟示他自己是納約和守約的上帝
[00:13:56.000 --> 00:13:59.000]  從上帝的宣告可以理解到
[00:13:59.000 --> 00:14:02.000]  文約的關鍵
[00:14:02.000 --> 00:14:05.000]  《創世紀》十七章七節記載
[00:14:05.000 --> 00:14:11.000]  「我要與你並世世代代的後裔納我的約」
[00:14:11.000 --> 00:14:14.000]  作永遠的約
[00:14:14.000 --> 00:14:19.000]  「是要作你和你後裔的上帝」
[00:14:19.000 --> 00:14:21.000]  這個就是文約的核心
[00:14:21.000 --> 00:14:24.000]  這是上帝和以色列民
[00:14:24.000 --> 00:14:27.000]  和他們的後代要納的約
[00:14:27.000 --> 00:14:30.000]  是永遠的約
[00:14:30.000 --> 00:14:35.000]  而聖經裏面最戲劇性的納約場景是甚麼呢?
[00:14:35.000 --> 00:14:39.000]  就是上帝和亞伯拉罕的納約
[00:14:39.000 --> 00:14:42.000]  記載在《創世紀》十五章
[00:14:42.000 --> 00:14:46.000]  這裏提到為何「盟約」這個字
[00:14:46.000 --> 00:14:50.000]  在希伯來文裏有切割的意思
[00:14:50.000 --> 00:14:53.000]  為了準備納約的儀式
[00:14:53.000 --> 00:14:58.000]  亞伯拉罕會將動物分成兩半
[00:14:58.000 --> 00:15:01.000]  切割就是這個意思
[00:15:01.000 --> 00:15:08.000]  這意味著盟約是要用血來締結的
[00:15:08.000 --> 00:15:13.000]  亦暗示如果任何一方違約
[00:15:13.000 --> 00:15:18.000]  將有可能會面臨同樣肢解的下場
[00:15:18.000 --> 00:15:22.000]  就像動物一樣,分開兩半
[00:15:22.000 --> 00:15:31.000]  通常納約雙方都會在分開兩半的動物中間走過
[00:15:31.000 --> 00:15:37.000]  表示他們雙方是共同遵守這個盟約
[00:15:37.000 --> 00:15:43.000]  但是上帝和亞伯拉罕的納約是很特別的
[00:15:43.000 --> 00:15:50.000]  上帝是獨自穿越了動物的肉塊
[00:15:50.000 --> 00:16:01.000]  表示他對這份盟約的雙方負起全部責任
[00:16:01.000 --> 00:16:03.000]  令我想到
[00:16:03.000 --> 00:16:09.000]  雖然以色列是搏逆上帝失敗的群體
[00:16:09.000 --> 00:16:14.000]  但神亦沒有在曠野中凋棄他們
[00:16:14.000 --> 00:16:19.000]  使他們消滅
[00:16:19.000 --> 00:16:25.000]  最近我的桌頭日曆上有一句經文
[00:16:25.000 --> 00:16:32.000]  記載在約伯記34章14至15節
[00:16:32.000 --> 00:16:33.000]  聖經這樣說
[00:16:33.000 --> 00:16:40.000]  假如上帝要收回他的靈,取回他的氣息
[00:16:40.000 --> 00:16:44.000]  所有生命都會停止
[00:16:44.000 --> 00:16:50.000]  人類將重歸塵土
[00:16:50.000 --> 00:16:56.000]  其實神可以收回以色列人他們的氣息
[00:16:56.000 --> 00:17:01.000]  如果這樣的話,所有的生命都會停止
[00:17:01.000 --> 00:17:08.000]  如果這樣的話,人類也將歸回塵土
[00:17:08.000 --> 00:17:14.000]  但基於神是納約,也是守約的上帝
[00:17:14.000 --> 00:17:20.000]  他沒有放棄這群搏逆他的以色列民
[00:17:20.000 --> 00:17:27.000]  他仍然施行他的慈愛,守他的盟約
[00:17:27.000 --> 00:17:28.000]  在這裡我們看到
[00:17:28.000 --> 00:17:32.000]  耶和華神和以色列人的關係
[00:17:32.000 --> 00:17:40.000]  就像父親和兒女的關係一樣
[00:17:40.000 --> 00:17:45.000]  承認上帝在這份盟約,在這個永約裡面
[00:17:45.000 --> 00:17:48.000]  他擔當了全部的責任
[00:17:48.000 --> 00:17:50.000]  不單止這樣
[00:17:50.000 --> 00:17:55.000]  他還為他的子民預備了新的領袖
[00:17:55.000 --> 00:17:58.000]  幫助他們進入迦南地
[00:17:58.000 --> 00:18:00.000]  因為剛才我也說過
[00:18:00.000 --> 00:18:02.000]  摩西已經120歲
[00:18:02.000 --> 00:18:08.000]  並且他因為得罪神不能夠進入以色列
[00:18:08.000 --> 00:18:12.000]  新的應許地迦南
[00:18:12.000 --> 00:18:17.000]  所以神叫他接新的領袖約書
[00:18:17.000 --> 00:18:22.000]  接續他做民族領袖的崗位
[00:18:22.000 --> 00:18:25.000]  根據今天所讀的經文
[00:18:25.000 --> 00:18:31.000]  以色列文說到每逢七年的最後一年
[00:18:31.000 --> 00:18:34.000]  麻煩上一頁
[00:18:34.000 --> 00:18:39.000]  再上一頁,麻煩
[00:18:39.000 --> 00:18:46.000]  摩西吩咐以色列文每逢七年的最後一年
[00:18:46.000 --> 00:18:48.000]  就是定期的豁免年
[00:18:48.000 --> 00:18:50.000]  在鑄盤節的時候
[00:18:50.000 --> 00:18:54.000]  去到神所選擇的地方朝見他
[00:18:54.000 --> 00:18:57.000]  並且要在以色列眾人面前
[00:18:57.000 --> 00:19:00.000]  讀這個律法給他們聽
[00:19:00.000 --> 00:19:03.000]  是什麼意思呢?
[00:19:03.000 --> 00:19:07.000]  安息年是指地的安息年
[00:19:07.000 --> 00:19:12.000]  豁免年是指給人的豁免年
[00:19:12.000 --> 00:19:15.000]  在這一年的鑄盤節重讀律法
[00:19:15.000 --> 00:19:20.000]  是要人在享用安息和豁免的時候
[00:19:20.000 --> 00:19:23.000]  再一次的認識律法
[00:19:23.000 --> 00:19:26.000]  體會到律法是聖潔的
[00:19:26.000 --> 00:19:29.000]  誡命也是聖潔的
[00:19:29.000 --> 00:19:32.000]  公義的和良善的
[00:19:32.000 --> 00:19:36.000]  並不是為了捆綁
[00:19:36.000 --> 00:19:39.000]  合制人而定的
[00:19:39.000 --> 00:19:42.000]  如果人謹守遵行律法
[00:19:42.000 --> 00:19:47.000]  就能得著安息和豁免
[00:19:47.000 --> 00:19:49.000]  如果人不謹守遵行的話
[00:19:49.000 --> 00:19:53.000]  就得不著安息和豁免
[00:19:53.000 --> 00:19:55.000]  因為我剛才也提到
[00:19:55.000 --> 00:19:56.000]  神所頒布的律法
[00:19:56.000 --> 00:20:00.000]  透過摩西在眾以色列民
[00:20:00.000 --> 00:20:03.000]  進入迦南地之前宣讀一次
[00:20:03.000 --> 00:20:05.000]  是包括各個層面
[00:20:05.000 --> 00:20:08.000]  不單止是包括宗教的慶典
[00:20:08.000 --> 00:20:10.000]  或者一些儀式
[00:20:10.000 --> 00:20:12.000]  他們的生活指引
[00:20:12.000 --> 00:20:15.000]  如何對待弱勢的社群等等
[00:20:15.000 --> 00:20:16.000]  都有提及
[00:20:16.000 --> 00:20:19.000]  所以當他們選擇在每七年
[00:20:19.000 --> 00:20:22.000]  最後一年講這個律法的時候
[00:20:22.000 --> 00:20:24.000]  是有一個象徵的意義
[00:20:24.000 --> 00:20:26.000]  除了安息年
[00:20:26.000 --> 00:20:28.000]  他讓地有安息
[00:20:28.000 --> 00:20:31.000]  他也希望藉著律法裡說到
[00:20:31.000 --> 00:20:33.000]  所有欠債的人在第七年
[00:20:33.000 --> 00:20:36.000]  都不需要再還債
[00:20:36.000 --> 00:20:39.000]  所以就解作豁免
[00:20:39.000 --> 00:20:41.000]  接著今天我們同樣
[00:20:41.000 --> 00:20:44.000]  我們其實也有很多的罪債
[00:20:44.000 --> 00:20:50.000]  唯有神豁免我們每一個人的罪債
[00:20:50.000 --> 00:20:53.000]  無論經過了多少個七年
[00:20:53.000 --> 00:20:55.000]  神都要以色列民
[00:20:55.000 --> 00:20:59.000]  一次又一次的聆聽他的律法
[00:20:59.000 --> 00:21:02.000]  希望他們保持敬畏的心
[00:21:02.000 --> 00:21:05.000]  維持他們自己的生命
[00:21:05.000 --> 00:21:08.000]  在神的應許裡面
[00:21:08.000 --> 00:21:10.000]  親愛的弟兄姊妹
[00:21:10.000 --> 00:21:13.000]  不管我們信主多少年
[00:21:13.000 --> 00:21:16.000]  神都要我們一次又一次的
[00:21:16.000 --> 00:21:18.000]  去讀他的話
[00:21:18.000 --> 00:21:19.000]  學習聖經
[00:21:19.000 --> 00:21:22.000]  讓我們保持生命的根深
[00:21:22.000 --> 00:21:24.000]  維持自己的生命
[00:21:24.000 --> 00:21:27.000]  活在基督的應許裡面
[00:21:27.000 --> 00:21:29.000]  今天我很感恩
[00:21:29.000 --> 00:21:31.000]  你們能夠這麼早出到門口
[00:21:31.000 --> 00:21:34.000]  回來星期日的早堂崇拜
[00:21:34.000 --> 00:21:37.000]  這個是非常值得感恩
[00:21:37.000 --> 00:21:39.000]  歡喜的事
[00:21:39.000 --> 00:21:40.000]  你們的出席
[00:21:40.000 --> 00:21:43.000]  都是榮耀上帝的名
[00:21:43.000 --> 00:21:47.000]  很想邀請大家想一下
[00:21:47.000 --> 00:21:50.000]  有沒有制定新的計劃
[00:21:50.000 --> 00:21:53.000]  無論現在或者將來
[00:21:53.000 --> 00:21:56.000]  你都要跟隨上帝呢
[00:21:56.000 --> 00:21:59.000]  剛剛我們分隊
[00:21:59.000 --> 00:22:01.000]  220分隊中級組的隊員
[00:22:01.000 --> 00:22:06.000]  完成了基教章三級章
[00:22:06.000 --> 00:22:08.000]  他們在最後的時候
[00:22:08.000 --> 00:22:10.000]  都會寫一些反思
[00:22:10.000 --> 00:22:11.000]  即是反省
[00:22:11.000 --> 00:22:14.000]  和他們覺得最深刻的
[00:22:14.000 --> 00:22:16.000]  聖經故事
[00:22:16.000 --> 00:22:18.000]  或者最深刻的金句
[00:22:18.000 --> 00:22:22.000]  或者他們在課程裡面所學到的東西
[00:22:22.000 --> 00:22:24.000]  他們怎樣在生活裡面
[00:22:24.000 --> 00:22:26.000]  回應和實踐呢
[00:22:26.000 --> 00:22:30.000]  我截錄了其中兩位隊員的一些心聲
[00:22:30.000 --> 00:22:33.000]  其中一位隊員說
[00:22:33.000 --> 00:22:37.000]  我立志將剛硬的心變為柔軟
[00:22:37.000 --> 00:22:40.000]  在以西傑書36章25節
[00:22:40.000 --> 00:22:43.000]  這句經文教導我的
[00:22:43.000 --> 00:22:44.000]  身為耶穌徒
[00:22:44.000 --> 00:22:47.000]  我要脫離污穢和罪惡
[00:22:47.000 --> 00:22:50.000]  不可以做神不起悅的事
[00:22:50.000 --> 00:22:53.000]  我認為神最期望
[00:22:53.000 --> 00:22:56.000]  我多點祈禱和靈修
[00:22:56.000 --> 00:22:59.000]  我希望可以趁著禦苦期去靈修
[00:22:59.000 --> 00:23:01.000]  可以到祈禱室
[00:23:01.000 --> 00:23:05.000]  即是我們地下的祈禱室去祈禱
[00:23:05.000 --> 00:23:08.000]  也希望建立睡覺前
[00:23:08.000 --> 00:23:11.000]  和吃飯之前禱告的習慣
[00:23:11.000 --> 00:23:13.000]  這是我們一個中級組隊員
[00:23:13.000 --> 00:23:15.000]  即是中學生的分享
[00:23:15.000 --> 00:23:19.000]  另一個隊員已經是大學生
[00:23:19.000 --> 00:23:22.000]  他說老實說
[00:23:22.000 --> 00:23:25.000]  跟規矩是一件很麻煩的事
