
[00:00:00.000 --> 00:00:02.680]  多謝敬拜隊帶領我們進入敬拜
[00:07:31.440 --> 00:07:33.840]  但是原來她在在位的期間
[00:07:33.840 --> 00:07:36.440]  仍然不斷地採取這種
[00:07:36.440 --> 00:07:39.040]  政治的婚姻對策
[00:07:39.040 --> 00:07:44.640]  來操縱已經降服於她周圍的外邦國家
[00:07:44.640 --> 00:07:47.040]  到了晚年的時候
[00:07:47.040 --> 00:07:48.240]  經文告訴我們
[00:07:48.240 --> 00:07:50.840]  她足足娶了七百個公主
[00:07:50.840 --> 00:07:52.440]  三百個妃嬪
[00:07:52.440 --> 00:07:54.440]  總共有多少人呢?
[00:07:54.440 --> 00:07:56.240]  一千個後宮
[00:07:56.240 --> 00:07:57.840]  很亂的
[00:07:57.840 --> 00:08:00.440]  三年都見不完她們
[00:08:00.440 --> 00:08:02.640]  所以所羅門可能以為
[00:08:02.640 --> 00:08:05.840]  她這樣是一個雙贏的做法
[00:08:05.840 --> 00:08:09.440]  一方面可以透過這樣的恩親的關係
[00:08:09.440 --> 00:08:12.840]  控制這些外邦國家
[00:08:12.840 --> 00:08:17.240]  另一方面當然自己也是財色兼收
[00:08:17.240 --> 00:08:19.240]  當所羅門以為自己
[00:08:19.240 --> 00:08:21.640]  樣樣都做得很好的時候
[00:08:21.640 --> 00:08:25.040]  將她父皇留給她的國家
[00:08:25.040 --> 00:08:28.040]  管理得井井有條的時候
[00:08:28.040 --> 00:08:30.440]  她萬萬都沒有計算到
[00:08:30.440 --> 00:08:32.840]  自己在這一切的決定
[00:08:32.840 --> 00:08:35.040]  和選擇的背後
[00:08:35.040 --> 00:08:38.840]  換來的竟然是神的懲罰
[00:08:38.840 --> 00:08:40.640]  首先讓我們一起看看
[00:08:40.640 --> 00:08:43.640]  聖經對所羅門的評語
[00:08:43.640 --> 00:08:45.640]  在第二節那裡
[00:08:45.640 --> 00:08:47.440]  聖經提醒讀者
[00:08:47.440 --> 00:08:50.440]  神在摩西的時代已經吩咐以色列人
[00:08:50.440 --> 00:08:54.240]  不可以和迦南地的外邦人同婚
[00:08:54.240 --> 00:08:56.440]  就是包括了第一節所提及的
[00:08:56.440 --> 00:09:01.640]  摩亞人、阿滿人、以東人、西頓人和赫人等等
[00:09:01.640 --> 00:09:05.240]  但是所羅門王不單止沒有以身作則
[00:09:05.240 --> 00:09:08.840]  他帶領去以色列民做對的事
[00:09:08.840 --> 00:09:14.040]  他自己竟然明知故犯
[00:09:14.040 --> 00:09:16.440]  因為他的自負
[00:09:16.440 --> 00:09:18.240]  聖經告訴我們
[00:09:18.240 --> 00:09:20.840]  他就為了愛
[00:09:20.840 --> 00:09:24.440]  緊緊的跟從他們
[00:09:24.440 --> 00:09:26.040]  這裡中文翻譯
[00:09:26.040 --> 00:09:30.240]  愛在原文是一個組合字
[00:09:30.240 --> 00:09:32.440]  包括了向住
[00:09:32.440 --> 00:09:35.040]  就是朝向或者衝向的意思
[00:09:35.040 --> 00:09:38.440]  而愛是指愛情
[00:09:38.440 --> 00:09:40.840]  是指人和人之間的愛
[00:09:40.840 --> 00:09:46.240]  就是在態度上很專注、不分心地對著他們
[00:09:46.240 --> 00:09:48.240]  可能有些人像我們現在
[00:09:48.240 --> 00:09:50.840]  在玩手機的時候
[00:09:50.840 --> 00:09:55.640]  或者和網上社交媒體的平台玩平台的時候
[00:09:55.640 --> 00:09:57.040]  全神貫注
[00:09:57.040 --> 00:09:59.240]  一有空、一有時間的時候
[00:09:59.240 --> 00:10:03.240]  就立刻登入
[00:10:03.240 --> 00:10:05.240]  而緊緊跟從
[00:10:05.240 --> 00:10:10.440]  就是用來形容所羅門對他那些非奔愛慕的程度
[00:10:10.440 --> 00:10:12.840]  即是寸步不離
[00:10:12.840 --> 00:10:17.040]  無論有什麼都不可以介入他們當中
[00:10:17.040 --> 00:10:20.840]  我們又看看呂鎮忠譯本
[00:10:20.840 --> 00:10:24.040]  呂鎮忠譯本就用了「愛慕」這個字
[00:10:24.040 --> 00:10:28.040]  去形容所羅門對這些愛邦類似的愛
[00:10:28.040 --> 00:10:30.240]  所以無論是緊緊跟從
[00:10:30.240 --> 00:10:31.440]  或者是愛慕
[00:10:31.440 --> 00:10:36.040]  都是帶著好像貼身膏藥那樣黏著
[00:10:36.040 --> 00:10:40.840]  或者好像寄生蟲一樣依附著的意思
[00:10:40.840 --> 00:10:43.240]  從聖經這樣的演繹
[00:10:43.240 --> 00:10:47.040]  不禁提醒我們一個不變的事實
[00:10:47.040 --> 00:10:50.640]  就是當一個人愛誰的時候
[00:10:50.640 --> 00:10:53.640]  他就會緊緊跟著他
[00:10:53.640 --> 00:10:55.840]  當一個人愛誰的時候
[00:10:55.840 --> 00:10:58.640]  他就會經常想念他
[00:10:58.640 --> 00:11:01.440]  經常戀慕他
[00:11:01.440 --> 00:11:03.440]  所以反過來說
[00:11:03.440 --> 00:11:07.240]  我們可以知道一個人緊緊跟著什麼
[00:11:07.240 --> 00:11:09.640]  或者經常記掛著什麼
[00:11:09.640 --> 00:11:11.840]  就知道他愛什麼
[00:11:11.840 --> 00:11:14.640]  是不是?
[00:11:14.640 --> 00:11:16.840]  兄弟姐妹
[00:11:16.840 --> 00:11:20.440]  不知道你最近又是很努力地
[00:11:20.440 --> 00:11:24.640]  緊緊跟著什麼呢?
[00:11:24.640 --> 00:11:27.040]  你又是時常的
[00:11:27.040 --> 00:11:33.840]  記掛著什麼呢?
[00:11:33.840 --> 00:11:37.040]  回到聖經對所羅門另一個評語
[00:11:37.040 --> 00:11:40.240]  就是第三和第四節那裡
[00:11:40.240 --> 00:11:42.440]  所羅門因為不願意遵從
[00:11:42.440 --> 00:11:49.240]  作王的不能夠為自己多立妃嬪的命令
[00:11:49.240 --> 00:11:52.640]  他的心就真的偏離了神
[00:11:52.640 --> 00:11:57.840]  經文告訴我們這些妻妾誘惑了他的心
[00:11:57.840 --> 00:12:00.440]  當他進入晚年的時候
[00:12:00.440 --> 00:12:02.640]  他再抵擋不住那些
[00:12:02.640 --> 00:12:05.840]  那麼多愛邦女子的誘惑
[00:12:05.840 --> 00:12:07.440]  聖經告訴我們
[00:12:07.440 --> 00:12:12.640]  他的心就歸向他們愛邦人的神
[00:12:12.640 --> 00:12:15.040]  不像他父神戴維那樣
[00:12:15.040 --> 00:12:19.040]  用純純正正的心向著耶和華
[00:12:19.040 --> 00:12:22.640]  所羅門自己的神
[00:12:22.640 --> 00:12:24.840]  所羅門是耶和華的神
[00:12:24.840 --> 00:12:27.040]  但是因為這些女子
[00:12:27.040 --> 00:12:30.640]  他不再跟從他自己的神
[00:12:30.640 --> 00:12:33.840]  反而跟從這些女子
[00:12:33.840 --> 00:12:36.640]  愛邦妻妾的神
[00:12:36.640 --> 00:12:39.640]  因為他愛她們
[00:12:39.640 --> 00:12:40.840]  又讓我們一起看看
[00:12:40.840 --> 00:12:42.440]  所羅門在晚年的時候
[00:12:42.440 --> 00:12:44.040]  跟著他的妻妾
[00:12:44.040 --> 00:12:49.840]  去隨從愛邦人的神的程度
[00:12:49.840 --> 00:12:53.640]  我們一起讀第五到第八節
[00:12:53.640 --> 00:12:55.840]  我們一起讀一二三
[00:12:55.840 --> 00:13:00.840]  所羅門隨從西頓人的女神阿斯他祿
[00:13:00.840 --> 00:13:04.240]  和阿門人可憎的米勒宮
[00:13:04.240 --> 00:13:08.640]  所羅門行耶和華眼中看為惡的事
[00:13:08.640 --> 00:13:13.440]  不像他父親戴維專心順從耶和華
[00:13:13.440 --> 00:13:17.840]  那時所羅門為摩厄可憎的基末
[00:13:17.840 --> 00:13:20.840]  和阿門人可憎的摩羅
[00:13:20.840 --> 00:13:25.640]  在耶路撒冷對面的山上建造丘塔
[00:13:25.640 --> 00:13:28.040]  他為所有的妻妾
[00:13:28.040 --> 00:13:30.640]  就是那些向自己神明
[00:13:30.640 --> 00:13:34.040]  燒香獻祭的愛邦女子
[00:13:34.040 --> 00:13:37.640]  也是這樣做
[00:13:37.640 --> 00:13:38.640]  聖經告訴我們
[00:13:38.640 --> 00:13:41.240]  所羅門為每一個妻妾
[00:13:41.240 --> 00:13:43.240]  那一千個妻妾
[00:13:43.240 --> 00:13:46.440]  所拜的不同的神
[00:13:46.440 --> 00:13:49.040]  都建造丘塔
[00:13:49.040 --> 00:13:51.440]  並且向他們獻祭
[00:13:51.440 --> 00:13:54.040]  應該很忙吧
[00:13:54.040 --> 00:13:56.640]  即是說所羅門將他們的神
[00:13:56.640 --> 00:13:59.640]  都當為自己的神去敬拜
[00:13:59.640 --> 00:14:03.240]  他不再跟從耶和華神
[00:14:03.240 --> 00:14:07.840]  經文提到有三個愛邦人的神
[00:14:07.840 --> 00:14:12.040]  分別就是西頓人的女神阿斯他祿
[00:14:12.040 --> 00:14:14.640]  阿門人的神米勒公
[00:14:14.640 --> 00:14:17.040]  我們剛才讀到第七節
[00:14:17.040 --> 00:14:20.440]  就知道米勒公的另一個名字就是摩羅
[00:14:20.440 --> 00:14:26.040]  而最後就是摩厄人的神基末
[00:14:26.040 --> 00:14:28.840]  他們特別被點名
[00:14:28.840 --> 00:14:31.240]  可能是因為他們都是當時迦南人中
[00:14:31.240 --> 00:14:35.240]  幾個比較有代表性的神
[00:14:35.240 --> 00:14:41.240]  阿斯他祿經常被視為男神巴力的配偶
[00:14:41.240 --> 00:14:44.040]  被譽為管理和繁殖
[00:14:44.040 --> 00:14:47.040]  還有次人財富的女神
[00:14:47.040 --> 00:14:50.640]  西頓人相信如果要賺取更多的財富
[00:14:50.640 --> 00:14:53.640]  就需要供奉阿斯他祿
[00:14:53.640 --> 00:14:56.240]  除了被妻妾的誘惑
[00:14:56.240 --> 00:15:02.440]  可能所羅門的心慢慢偏離了耶和華神
[00:15:02.440 --> 00:15:03.640]  到了年老的時候
[00:15:03.640 --> 00:15:07.640]  他可能都想著可以去拜下阿斯他祿
[00:15:07.640 --> 00:15:12.040]  為自己積聚更多的財寶
[00:15:12.040 --> 00:15:16.640]  他相信阿斯他祿可以幫到他
[00:15:16.640 --> 00:15:17.840]  而米勒公
[00:15:17.840 --> 00:15:21.040]  剛才說他的另一個名字叫摩羅
[00:15:21.040 --> 00:15:26.640]  是阿門民族最高的保護神
[00:15:26.640 --> 00:15:28.640]  他們在敬拜摩羅的時候
[00:15:28.640 --> 00:15:32.240]  就會用孩童來做祭物
[00:15:32.240 --> 00:15:37.840]  把他們活生生地燒死獻給摩羅
[00:15:37.840 --> 00:15:42.040]  而基末就是摩洛人的戰神
[00:15:42.040 --> 00:15:45.440]  被視為他們國家的保護者
[00:15:45.440 --> 00:15:49.040]  在獻祭的時候會用長子
[00:15:49.040 --> 00:15:52.840]  即是投生的兒子作為祭神
[00:15:52.840 --> 00:16:01.040]  摩洛王米沙曾經用他的長子獻祭給基末
[00:16:01.040 --> 00:16:05.240]  來尋求基末的庇佑
[00:16:05.240 --> 00:16:10.840]  另外記載在《利未計記》
[00:16:10.840 --> 00:16:15.040]  耶和華曾經吩咐摩西告訴以色列人
[00:16:15.040 --> 00:16:17.840]  叫他們不可以把自己的兒女
[00:16:17.840 --> 00:16:20.040]  經火獻給摩羅
[00:16:20.040 --> 00:16:22.040]  就是剛才說的摩羅
[00:16:22.040 --> 00:16:24.840]  凡把自己的兒女當作祭身的
[00:16:24.840 --> 00:16:27.040]  就一定要處死
[00:16:27.040 --> 00:16:29.640]  還有那些知情不報的
[00:16:29.640 --> 00:16:33.640]  也都要從神的百姓當中被剪除
[00:16:33.640 --> 00:16:36.240]  我們知道耶和華不容許任何人
[00:16:36.240 --> 00:16:39.040]  把他們的兒女當作祭身
[00:16:39.040 --> 00:16:47.840]  因此聖嬰在這裡稱摩洛和基末為可憎敵
[00:16:47.840 --> 00:16:52.240]  神不允許他的百姓和外邦人通婚
[00:16:52.240 --> 00:16:55.840]  並不是因為神歧視外邦人
[00:16:55.840 --> 00:16:58.640]  也好似經文所說的
[00:16:58.640 --> 00:17:01.840]  神要預防他們和外邦人
[00:17:01.840 --> 00:17:05.640]  跟從外邦人去敬拜他們的偶像
[00:17:05.640 --> 00:17:09.040]  去行耶和華眼中捍衛惡的事
[00:17:09.040 --> 00:17:11.640]  而導致滅亡
[00:17:11.640 --> 00:17:15.040]  所羅門王不遵守神的命令
[00:17:15.040 --> 00:17:17.240]  和外邦的女子通婚
[00:17:17.240 --> 00:17:19.840]  他不單沒有禁止自己
[00:17:19.840 --> 00:17:22.840]  這些妻妾敬拜偶像
[00:17:22.840 --> 00:17:25.440]  用孩童來獻祭
[00:17:25.440 --> 00:17:30.240]  最後連他自己都參與其中
[00:17:30.240 --> 00:17:33.040]  身為帶領百姓的一國之君
[00:17:33.040 --> 00:17:36.640]  竟然犯下如此的大罪
[00:17:36.640 --> 00:17:40.640]  難怪神的怒氣要淋到他
[00:17:40.640 --> 00:17:45.640]  讓我們一起繼續讀第九至十一節
[00:17:45.640 --> 00:17:48.840]  耶和華向所羅門發怒
[00:17:48.840 --> 00:17:51.040]  因為他的心偏離了
[00:17:51.040 --> 00:17:54.440]  向他顯現兩次的耶和華
[00:17:54.440 --> 00:17:56.240]  以色列的神
[00:17:56.240 --> 00:17:59.240]  耶和華曾吩咐他這件事
[00:17:59.240 --> 00:18:01.240]  不可隨從別神
[00:18:01.240 --> 00:18:05.640]  他卻沒有遵守耶和華所吩咐的
[00:18:05.640 --> 00:18:08.840]  所以耶和華對他說
[00:18:08.840 --> 00:18:10.840]  你既然是這樣
[00:18:10.840 --> 00:18:15.440]  不遵守我所吩咐你守的約和律例
[00:18:15.440 --> 00:18:19.440]  我必定把國道撕裂離開你
[00:18:19.440 --> 00:18:24.240]  將它賜給你的大神
[00:18:24.240 --> 00:18:25.240]  弟兄姊妹
[00:18:25.240 --> 00:18:26.240]  看到這裡
[00:18:26.240 --> 00:18:28.840]  不知道大家會不會好像我一樣
[00:18:28.840 --> 00:18:31.640]  不禁地去問
[00:18:31.640 --> 00:18:34.840]  所羅門王一開始登基的時候
[00:18:34.840 --> 00:18:37.040]  不是很好的嗎?
[00:18:37.040 --> 00:18:41.040]  我記得登基沒多久的時候
[00:18:41.040 --> 00:18:43.640]  在《列王記》上三章三節
[00:18:43.640 --> 00:18:46.040]  聖經對他的評語是什麼?
[00:18:46.040 --> 00:18:48.840]  他說所羅門愛耶和華
[00:18:48.840 --> 00:18:52.640]  遵行他父親大衛的律例
[00:18:52.640 --> 00:18:59.040]  然後在《列王記》上三章三至九節
[00:18:59.040 --> 00:19:02.040]  我們請按一下PowerPoint
[00:19:02.040 --> 00:19:06.640]  當所羅門上基片去獻祭的時候
[00:19:06.640 --> 00:19:10.440]  耶和華夜間在夢中和所羅門顯現
[00:19:10.440 --> 00:19:12.440]  問他要求什麼
[00:19:12.440 --> 00:19:16.040]  那時候他只是向神求智慧
[00:19:16.040 --> 00:19:18.240]  說希望可以藉著這個智慧
[00:19:18.240 --> 00:19:21.240]  正確地審判神的百姓
[00:19:21.240 --> 00:19:22.640]  辨別是非
[00:19:22.640 --> 00:19:26.040]  在神的子民當中施行公義
[00:19:26.040 --> 00:19:27.440]  在這件事上
[00:19:27.440 --> 00:19:31.640]  神還稱讚他所求的是很好
[00:19:31.640 --> 00:19:36.840]  到了《列王記》上八章五十七至六十節
[00:19:36.840 --> 00:19:39.640]  所羅門在獻殿禮的時候
[00:19:39.640 --> 00:19:42.440]  為以色列人祈禱和祝福
[00:19:42.440 --> 00:19:45.040]  他曾經為子民和自己祈禱
[00:19:45.040 --> 00:19:46.640]  他那裡這樣說
[00:19:46.640 --> 00:19:51.840]  願耶和華使我們的心歸向他
[00:19:51.840 --> 00:19:54.840]  進行他一切的道
[00:19:54.840 --> 00:19:58.640]  謹守他吩咐我們列祖的誡命
[00:19:58.640 --> 00:20:01.040]  律例典章
[00:20:01.040 --> 00:20:02.240]  他又為自己祈禱
[00:20:02.240 --> 00:20:06.440]  他說願我晝夜靠近耶和華
[00:20:06.440 --> 00:20:08.240]  我們的神
[00:20:08.240 --> 00:20:12.440]  他希望地上的百萬民都知道
[00:20:12.440 --> 00:20:18.040]  唯獨是耶和華是神 沒有其他的神
[00:20:18.040 --> 00:20:21.440]  如果所羅門真的好像以上所說的
[00:20:21.440 --> 00:20:23.840]  繼續下去的時候
[00:20:23.840 --> 00:20:25.840]  相信他的晚年
[00:20:25.840 --> 00:20:30.040]  不會跟從了愛邦人的神
[00:20:30.040 --> 00:20:33.840]  然而冰封三尺
[00:20:33.840 --> 00:20:36.640]  非一日之寒
[00:20:36.640 --> 00:20:39.040]  所羅門對神的心
[00:20:39.040 --> 00:20:43.240]  不似他父王一般的純正
[00:20:43.240 --> 00:20:47.440]  其實在他向神祈求智慧之前
[00:20:47.440 --> 00:20:52.240]  聖經已給了我們很多的伏筆
[00:20:52.240 --> 00:20:53.840]  告訴我們
[00:20:53.840 --> 00:20:55.840]  在他求智慧之前
[00:20:55.840 --> 00:20:58.240]  所羅門王已經有他自己
[00:20:58.240 --> 00:21:02.640]  覺得應該怎樣去做王的想法
[00:21:02.640 --> 00:21:04.440]  還有
[00:21:04.440 --> 00:21:06.640]  他沒有將大衛離世之前
[00:21:06.640 --> 00:21:09.840]  記載在《獵王記》上二章一至四節
[00:21:09.840 --> 00:21:13.840]  對他的祝福記在心裏面
[00:21:13.840 --> 00:21:15.440]  何以見得呢?
[00:21:15.440 --> 00:21:17.040]  我們看看下一張slide
[00:21:17.040 --> 00:21:19.040]  在這裏
[00:21:19.040 --> 00:21:22.840]  因為在第三至一節
[00:21:22.840 --> 00:21:25.440]  我們請按一按
[00:21:25.440 --> 00:21:28.440]  在他繼位不久
[00:21:28.440 --> 00:21:33.640]  所羅門已經決定和埃及王法老結親
[00:21:33.640 --> 00:21:37.640]  娶了他法老的女兒為妻
[00:21:37.640 --> 00:21:39.840]  所以他選擇了
[00:21:39.840 --> 00:21:43.240]  不進行《生命記》第七章三節
