
[00:00:00.000 --> 00:00:02.360]  各位頂指妹 各位恩福的朋友
[00:02:28.400 --> 00:02:31.080]  聽華說的話
[00:02:31.080 --> 00:02:33.880]  起來向山靈爭辯
[00:02:33.880 --> 00:02:37.120]  使光靈聽見你的聲音
[00:02:37.120 --> 00:02:40.960]  山靈啊 要聽耶和華的指控
[00:02:40.960 --> 00:02:44.680]  大地永久的根基啊 要聽
[00:02:44.680 --> 00:02:47.760]  因為耶和華控告他的百姓
[00:02:47.760 --> 00:02:50.040]  以色列爭辯
[00:02:50.040 --> 00:02:54.520]  我的百姓啊 我向你做了甚麼呢
[00:02:54.520 --> 00:02:58.000]  我在甚麼事上使你偏頗
[00:02:58.000 --> 00:02:59.920]  你回答我吧
[00:02:59.920 --> 00:03:03.680]  我曾將你從埃及地領出來
[00:03:03.680 --> 00:03:06.680]  從維魯之家救贖你
[00:03:06.680 --> 00:03:10.800]  我差遣摩西 亞倫 和米利安
[00:03:10.800 --> 00:03:13.160]  在你前面帶領
[00:03:13.160 --> 00:03:15.000]  我的百姓啊
[00:03:15.000 --> 00:03:20.160]  當紀念從前摩訶王巴蘭如何酬孫
[00:03:20.160 --> 00:03:24.400]  比爾的兒子巴蘭如何回應他
[00:03:24.400 --> 00:03:29.400]  當紀念從集庭到吉甲所發生的事
[00:03:29.400 --> 00:03:33.840]  好使你們明白耶和華公義的作為
[00:03:33.840 --> 00:03:35.200]  弟兄六至八節來說
[00:03:35.200 --> 00:03:36.240]  一二三
[00:03:36.240 --> 00:03:38.440]  我朝見耶和華
[00:03:38.440 --> 00:03:41.360]  在至高神面前跪拜
[00:03:41.360 --> 00:03:43.520]  當獻上甚麼呢
[00:03:43.520 --> 00:03:49.040]  難道獻一歲的牛種為繁祭來朝見他嗎
[00:03:49.040 --> 00:03:52.880]  耶和華喜喜悅千千的公羊
[00:03:52.880 --> 00:03:55.760]  或是萬萬的遊河嗎
[00:03:55.760 --> 00:04:00.400]  我豈可為自己的過犯獻我的長子
[00:04:00.400 --> 00:04:04.720]  為自己的罪惡獻我所親生的嗎
[00:04:04.720 --> 00:04:09.400]  世人啊 耶和華已指示你何為善
[00:04:09.400 --> 00:04:12.680]  他向你所要的是甚麼呢
[00:04:12.680 --> 00:04:16.000]  只要你行公義 好憐憫
[00:04:16.000 --> 00:04:19.840]  全謙卑的心與你同行
[00:04:19.840 --> 00:04:21.680]  好 一齊讀九至十六節
[00:04:21.680 --> 00:04:24.680]  耶和華向者誠呼叫
[00:04:24.680 --> 00:04:28.040]  看中你的名是真智慧
[00:04:28.040 --> 00:04:32.560]  你們當聽懲罰和派定懲罰的人
[00:04:32.560 --> 00:04:36.440]  惡人家中不是仍有不義之財
[00:04:36.440 --> 00:04:40.920]  和惹人生氣的便少了的依法嗎
[00:04:40.920 --> 00:04:44.120]  我若用不公道的評和
[00:04:44.120 --> 00:04:46.640]  袋中詭詐的法馬
[00:04:46.640 --> 00:04:49.400]  豈可算為清白呢
[00:04:49.400 --> 00:04:53.320]  城裡的有錢人騙行殘暴
[00:04:53.320 --> 00:04:56.160]  其中的居民說謊話
[00:04:56.160 --> 00:04:59.440]  口中的舌頭盡是詭詐
[00:04:59.440 --> 00:05:02.080]  因此我也擊打你
[00:05:02.080 --> 00:05:03.800]  使你受傷
[00:05:03.800 --> 00:05:07.320]  因你的罪惡使你受驚嚇
[00:05:07.320 --> 00:05:10.240]  你要吃卻吃不飽
[00:05:10.240 --> 00:05:13.040]  你的圖紙仍是空空
[00:05:13.040 --> 00:05:16.480]  你必被羅去不得逃脫
[00:05:16.480 --> 00:05:20.400]  如有逃脫的我必交給刀劍
[00:05:20.400 --> 00:05:23.360]  你殺種卻不得收割
[00:05:23.360 --> 00:05:27.000]  寸橄欖卻不得游沒生
[00:05:27.000 --> 00:05:30.080]  有生走卻不得走何
[00:05:30.080 --> 00:05:33.680]  因為你遵守暗利的規條
[00:05:33.680 --> 00:05:36.920]  行阿蝦家一切所行的
[00:05:36.920 --> 00:05:40.040]  順從他的計謀
[00:05:40.040 --> 00:05:42.040]  我必使你放涼
[00:05:42.040 --> 00:05:45.080]  使你的居民遭人恥笑
[00:05:45.080 --> 00:05:50.080]  你們也必擔當我百姓的羞辱
[00:05:50.080 --> 00:05:54.480]  上一年在東張西望裏面
[00:05:54.480 --> 00:05:57.640]  有一篇報告
[00:05:57.640 --> 00:05:59.880]  我不知道大家被人騙過清沒有
[00:05:59.880 --> 00:06:03.800]  剛才說到有不公平的天秤和法馬
[00:06:03.800 --> 00:06:05.640]  有多少人被人騙過清
[00:06:09.640 --> 00:06:11.240]  都不是很多
[00:06:11.240 --> 00:06:14.280]  可能大家和我一樣被人騙過清
[00:06:14.280 --> 00:06:16.640]  我估計是這樣
[00:06:16.640 --> 00:06:21.240]  上一年東張西望有一篇關於騙清的報告
[00:06:21.240 --> 00:06:24.440]  說到觀塘有一間肉店騙清
[00:06:24.440 --> 00:06:26.840]  事主被人騙過清後很不服氣
[00:06:26.840 --> 00:06:28.680]  和東張西望一起去檢查
[00:06:28.680 --> 00:06:31.240]  店員說他忘記清零
[00:06:31.240 --> 00:06:33.720]  原來電子磅要按清零才可以
[00:06:33.720 --> 00:06:35.160]  每次他都忘記
[00:06:35.160 --> 00:06:37.120]  每次都多了幾十克
[00:06:37.120 --> 00:06:39.520]  每次都是十元八元
[00:06:39.520 --> 00:06:42.040]  每次十元八元就很和味
[00:06:42.040 --> 00:06:46.080]  陳先生被訪問時說了幾句金句
[00:06:46.080 --> 00:06:48.240]  你以為自己買豬肉
[00:06:48.240 --> 00:06:51.160]  怎知買了個恥肉
[00:06:51.160 --> 00:06:52.080]  我覺得很特別
[00:06:52.080 --> 00:06:53.160]  然後他再加一句
[00:06:53.160 --> 00:06:55.040]  我知道買豬肉要明智
[00:06:55.040 --> 00:06:59.160]  但不知道買豬肉要鬥智
[00:06:59.160 --> 00:07:04.200]  我覺得被人騙過清仍有幽默感也不錯
[00:07:04.200 --> 00:07:07.640]  但原來騙其實不是十元八元的事
[00:07:07.640 --> 00:07:11.760]  而是香港一個過億的產業鏈
[00:07:11.760 --> 00:07:14.800]  上一年香港大專生被騙了多少錢
[00:07:14.800 --> 00:07:18.160]  香港大專生被騙了三億
[00:07:18.160 --> 00:07:21.120]  真是多大資產
[00:07:21.120 --> 00:07:22.720]  營業額比大家高
[00:07:22.720 --> 00:07:23.960]  三億
[00:07:23.960 --> 00:07:26.400]  警方說每天都有騙案
[00:07:26.400 --> 00:07:30.560]  2025年香港人整體被騙了多少錢
[00:07:30.560 --> 00:07:33.240]  有人猜猜嗎
[00:07:33.240 --> 00:07:36.440]  被騙了八十一億
[00:07:36.440 --> 00:07:39.920]  這是警方公佈上年騙案的數字
[00:07:39.920 --> 00:07:41.040]  很厲害
[00:07:41.040 --> 00:07:42.800]  八十一億
[00:07:42.800 --> 00:07:45.440]  我們捐給榮福縣也捐不到那麼多
[00:07:45.440 --> 00:07:47.840]  但這是很誇張的事情
[00:07:47.840 --> 00:07:49.360]  有假公務員
[00:07:49.360 --> 00:07:51.160]  有假公安
[00:07:51.160 --> 00:07:52.960]  有假演唱會門票
[00:07:52.960 --> 00:07:54.880]  有假網上成員
[00:07:54.880 --> 00:07:58.000]  近來還有假交通意外
[00:07:58.000 --> 00:08:00.880]  說你的車刺到我的頸
[00:08:00.880 --> 00:08:04.120]  然後有一位律師和一位醫生
[00:08:04.120 --> 00:08:07.680]  做虛假文件幫你紋屍索償
[00:08:07.680 --> 00:08:11.400]  對夫婦因此有幾十宗這些索償
[00:08:11.400 --> 00:08:13.240]  不斷向人拿這些錢
[00:08:13.240 --> 00:08:15.560]  最高金額去到幾十萬
[00:08:15.560 --> 00:08:17.800]  我覺得他很厲害
[00:08:17.800 --> 00:08:20.120]  我們去到尼加書最後這一段
[00:08:20.120 --> 00:08:21.600]  這一章第六章
[00:08:21.600 --> 00:08:22.800]  還有第七章
[00:08:22.800 --> 00:08:24.840]  Riley傳導詞會跟我們說
[00:08:24.840 --> 00:08:27.080]  他反面指出了當時
[00:08:27.080 --> 00:08:30.600]  其實整個城市是一個行騙之都
[00:08:30.600 --> 00:08:34.960]  他整個城市陷入一個屬靈陷落的光景
[00:08:34.960 --> 00:08:38.200]  以往那個屬靈的成就模式
[00:08:38.200 --> 00:08:41.200]  不成為今天城市的模樣的支柱
[00:08:41.200 --> 00:08:42.920]  整個社會進一步進入了一個
[00:08:42.920 --> 00:08:46.600]  誠信失衡的螺旋的裏面
[00:08:46.600 --> 00:08:49.800]  而整個過程只需要一代人就完成了
[00:08:49.800 --> 00:08:53.040]  尼加書是一卷很特別的書信
[00:08:53.040 --> 00:08:58.360]  它是緊扣著另一個猶大君王叫希西加
[00:08:58.360 --> 00:08:59.840]  如果我們要認識尼加書
[00:08:59.840 --> 00:09:02.600]  我們都需要認識希西加這個君王
[00:09:02.600 --> 00:09:05.680]  希西加這個君王在他初年的時候
[00:09:05.680 --> 00:09:08.040]  是聖經高度評價他的
[00:09:08.040 --> 00:09:08.920]  聖經這樣寫他
[00:09:08.920 --> 00:09:10.200]  他說他行耶和華
[00:09:10.200 --> 00:09:11.880]  眼中看為正的是
[00:09:11.880 --> 00:09:14.840]  效法他祖先大位一切所行的
[00:09:14.840 --> 00:09:18.360]  每次聖經去評估一個君王的時候
[00:09:18.360 --> 00:09:19.880]  用到這句說話
[00:09:19.880 --> 00:09:22.800]  說的是很少君王是做得到的
[00:09:22.800 --> 00:09:24.360]  在以色列大位子孫裏面
[00:09:24.360 --> 00:09:26.280]  只有大概七個的君王
[00:09:26.280 --> 00:09:27.440]  是拿到這句話
[00:09:27.440 --> 00:09:31.080]  行耶和華眼中看為正的是這句說話
[00:09:31.080 --> 00:09:33.520]  但不單止是這樣的景況
[00:09:33.520 --> 00:09:35.680]  下一句在獵王記下
[00:09:35.680 --> 00:09:39.440]  還說明他是一個絕無僅有的好君王
[00:09:39.440 --> 00:09:40.400]  聖經是這樣寫
[00:09:40.400 --> 00:09:42.880]  有一句經文是這樣寫
[00:09:42.880 --> 00:09:45.240]  希西加依靠耶和華以色列的神
[00:09:45.240 --> 00:09:48.320]  在他之前和在他之後的猶大獵王中
[00:09:48.320 --> 00:09:50.840]  沒有一個像他一樣的
[00:09:50.840 --> 00:09:52.360]  獨一無二
[00:09:52.360 --> 00:09:53.880]  是上帝最喜悅的
[00:09:53.880 --> 00:09:56.080]  因為他緊緊跟隨耶和華
[00:09:56.080 --> 00:09:58.200]  緊守耶和華所吩咐摩西的誡命
[00:09:58.200 --> 00:09:59.600]  總不離開
[00:09:59.600 --> 00:10:00.840]  這個是最好的君王
[00:10:00.840 --> 00:10:02.000]  但他在萬年的時候
[00:10:02.000 --> 00:10:04.280]  就發生了尼加所寫的景況
[00:10:04.280 --> 00:10:07.240]  整個城市陷入了一個行騙之都
[00:10:07.240 --> 00:10:08.720]  整個城市甚至陷入了
[00:10:08.720 --> 00:10:10.600]  如果我們細心讀第六章
[00:10:10.600 --> 00:10:13.160]  他們將會去秘魯到巴比倫
[00:10:13.160 --> 00:10:15.440]  整個城市不得翻身
[00:10:15.440 --> 00:10:18.960]  是因為希西加藩的錯誤
[00:10:18.960 --> 00:10:22.360]  因為他將自己的所有
[00:10:22.360 --> 00:10:24.000]  去給巴比倫人去看
[00:10:24.000 --> 00:10:27.760]  由盛至衰只不過一代之隔
[00:10:27.760 --> 00:10:28.600]  在這一刻
[00:10:28.600 --> 00:10:29.240]  在香港
[00:10:29.240 --> 00:10:30.280]  剛剛我覺得很特別
[00:10:30.280 --> 00:10:32.520]  我看香港年報說香港有
[00:10:32.520 --> 00:10:33.640]  知不知道有多少記錄圖
[00:10:33.640 --> 00:10:35.400]  我覺得很特別香港年報說
[00:10:35.400 --> 00:10:37.520]  香港有九十萬記錄圖
[00:10:37.520 --> 00:10:38.960]  是一個頗大的數字
[00:10:38.960 --> 00:10:40.640]  不過香港有多少人在上教會
[00:10:40.640 --> 00:10:43.720]  只有二十萬人恆常在上教會
[00:10:43.720 --> 00:10:44.640]  這個在提醒我們
[00:10:44.640 --> 00:10:46.040]  是否在這一代我們失衡了
[00:10:46.040 --> 00:10:48.880]  我們不知道怎樣去牧養新的群體
[00:10:48.880 --> 00:10:49.640]  這一代人
[00:10:49.640 --> 00:10:52.680]  這個也是我們值得要問自己的問題
[00:10:52.680 --> 00:10:54.480]  所以有一些傳道人
[00:10:54.480 --> 00:10:55.840]  我剛剛認識一個傳道人
[00:10:55.840 --> 00:10:57.600]  在早前一個晚宴裏面
[00:10:57.600 --> 00:11:01.040]  他說他是一個邪幹/的傳道人
[00:11:01.040 --> 00:11:04.720]  他在兩三天在教會裏面侍奉
[00:11:04.720 --> 00:11:05.440]  也有兩三天
[00:11:05.440 --> 00:11:08.160]  他自己有兩間公司在我們附近
[00:11:08.160 --> 00:11:09.600]  問他為甚麼會這樣做
[00:11:09.600 --> 00:11:11.200]  他說他很想接觸那些
[00:11:11.200 --> 00:11:13.520]  沒有回到教會的信徒
[00:11:13.520 --> 00:11:15.440]  因為他們有些很特別的需要
[00:11:15.440 --> 00:11:17.640]  他想藉著他這個工作的身份
[00:11:17.640 --> 00:11:18.640]  去接觸他們
[00:11:18.640 --> 00:11:20.720]  我覺得這個都是一個很特別的情懷
[00:11:20.720 --> 00:11:23.440]  我記得我小時候有一個
[00:11:23.440 --> 00:11:24.560]  牛津大學的畢業生
[00:11:24.560 --> 00:11:26.400]  跟我一起受神學訓練
[00:11:26.400 --> 00:11:28.120]  他周末的時候
[00:11:28.120 --> 00:11:29.840]  他很想向中國人傳福音
[00:11:29.840 --> 00:11:32.400]  他會去唐餐館做切菜
[00:11:32.400 --> 00:11:34.320]  我覺得是一個很特別的經歷
[00:11:34.320 --> 00:11:36.480]  他能夠這樣走到人群當中
[00:11:36.480 --> 00:11:38.560]  但正正在提醒我們
[00:11:38.560 --> 00:11:40.680]  昨日的屬靈成就
[00:11:40.680 --> 00:11:42.920]  未必成為今天牧羊的支柱
[00:11:42.920 --> 00:11:45.040]  每一個時代都要在每一個年代
[00:11:45.040 --> 00:11:46.320]  去思想我們怎樣再一次
[00:11:46.320 --> 00:11:47.920]  回應這個時代的呼聲
[00:11:47.920 --> 00:11:50.000]  在神面前迫切的禱告
[00:11:50.000 --> 00:11:51.600]  今天我們看見
[00:11:51.600 --> 00:11:52.600]  尼加書第六章
[00:11:52.600 --> 00:11:55.920]  正是說到耶路撒冷的一個景況
[00:11:55.920 --> 00:11:56.920]  在這個景況裏面
[00:11:56.920 --> 00:11:59.440]  上帝首先第一個的場景
[00:11:59.440 --> 00:12:02.280]  是上帝對著大地山嶺的呼喊
[00:12:02.280 --> 00:12:04.560]  每一次上帝對著大自然的呼喊的時候
[00:12:04.560 --> 00:12:07.000]  你感受到好像一種無助在裏面
[00:12:07.000 --> 00:12:11.320]  因為看見上帝好像不知在跟誰說話
[00:12:11.320 --> 00:12:14.000]  為什麼上帝要向著大地山嶺去呼喊呢?
[00:12:14.000 --> 00:12:17.000]  在《以塞俠書》同樣是尼加同時期的先知
[00:12:17.000 --> 00:12:19.240]  他說出了這個重點
[00:12:19.240 --> 00:12:21.280]  在《以塞俠書》一章二節
[00:12:21.280 --> 00:12:22.400]  以塞俠先知這樣說
[00:12:22.400 --> 00:12:25.200]  「天下要聽 地下則以耳聽」
[00:12:25.200 --> 00:12:27.160]  「因為耶華說:我養育兒女」
[00:12:27.160 --> 00:12:30.320]  「將他們養大 他們警撥亦可」
[00:12:30.320 --> 00:12:33.240]  「牛認識主人 驢認識主人的嘈」
[00:12:33.240 --> 00:12:37.680]  「以色列卻不認識 我的民卻不明白」
[00:12:37.680 --> 00:12:39.120]  我們問以色列人信不信神呢?
[00:12:39.120 --> 00:12:41.520]  其實他不是不信有神
[00:12:41.520 --> 00:12:43.120]  不過他厭煩神
[00:12:43.120 --> 00:12:45.000]  那叫不叫信神呢?
[00:12:45.000 --> 00:12:46.480]  如果從很嚴格的角度來說
[00:12:46.480 --> 00:12:47.320]  這個不是信神
[00:12:47.320 --> 00:12:49.400]  這個正正是不信神的表現
[00:12:49.400 --> 00:12:50.320]  他們知道有神
[00:12:50.320 --> 00:12:51.800]  他們知道神做過很多事情
[00:12:51.800 --> 00:12:53.920]  不過他們現在厭煩神
[00:12:53.920 --> 00:12:56.000]  這個感覺我們做爸爸媽媽的
[00:12:56.000 --> 00:12:59.640]  或多或少都經歷過的
[00:12:59.640 --> 00:13:03.000]  我們的子女不開他的房間給我們
[00:13:03.000 --> 00:13:04.600]  告訴我們這間是他的房間
[00:13:04.600 --> 00:13:07.560]  他忘記了誰在供樓
[00:13:07.560 --> 00:13:09.480]  他忘記了誰在交租
[00:13:09.480 --> 00:13:11.640]  不過他告訴我們這間是我房間
[00:13:11.640 --> 00:13:12.480]  他看到你的時候
[00:13:12.480 --> 00:13:16.280]  有一種你知道隱隱的厭煩對著你
[00:13:16.280 --> 00:13:18.080]  那種就是上帝經歷的境況
[00:13:18.080 --> 00:13:19.120]  就是上帝呼著
[00:13:19.120 --> 00:13:20.160]  對著層樓叫
[00:13:20.160 --> 00:13:21.720]  他說
[00:13:21.720 --> 00:13:23.760]  「我養育兒女將他們養大」
[00:13:23.760 --> 00:13:25.480]  你將來貼這句金句在門口
[00:13:25.480 --> 00:13:30.920]  「他們竟撥逆我」
[00:13:30.920 --> 00:13:32.040]  在這裡
[00:13:32.040 --> 00:13:34.120]  神控告自己的百姓
[00:13:34.120 --> 00:13:36.800]  這個其實也是我們一個很重要的學習
[00:13:36.800 --> 00:13:38.360]  就是上帝做一次漫長的
[00:13:38.360 --> 00:13:41.440]  將他的百姓帶回一個馴服的學習裡面
[00:13:41.440 --> 00:13:43.040]  我覺得馴服真的在上個世代
[00:13:43.040 --> 00:13:44.800]  失去了一個功課
[00:13:44.800 --> 00:13:46.200]  失去了一個練習
[00:13:46.200 --> 00:13:47.560]  我們不會再講馴服
[00:13:47.560 --> 00:13:49.400]  我們很少講馴服
[00:13:49.400 --> 00:13:51.560]  剛剛澳洲在上一年12月10日
[00:13:51.560 --> 00:13:54.640]  開始禁止16歲以下的青少年人
[00:13:54.640 --> 00:13:58.400]  使用IG、Facebook、Youtube、Snapchat、TikTok
[00:13:58.400 --> 00:14:00.480]  這些所有的社交媒體
[00:14:00.480 --> 00:14:02.800]  大家覺得好不好
[00:14:02.800 --> 00:14:04.240]  哇 真是
[00:14:04.240 --> 00:14:05.840]  香港政府拿到這個調查
[00:14:05.840 --> 00:14:09.040]  可能跟著做
[00:14:09.040 --> 00:14:10.520]  很多西方的國家
[00:14:10.520 --> 00:14:12.360]  都開始跟著這個效法
[00:14:12.360 --> 00:14:13.240]  我覺得很特別
[00:14:13.240 --> 00:14:15.000]  連法國這些很自由的國家
[00:14:15.000 --> 00:14:17.600]  都考慮禁止16歲以下的孩子
[00:14:17.600 --> 00:14:19.240]  使用這些社交媒體
[00:14:19.240 --> 00:14:20.960]  還有西班牙都在考慮
[00:14:20.960 --> 00:14:24.360]  還有很多歐盟國家都開始考慮效法
[00:14:24.360 --> 00:14:26.760]  早前聽見一個小學校長分享到
[00:14:26.760 --> 00:14:28.240]  他學校所有學生的電話
[00:14:28.240 --> 00:14:30.760]  都不可以有社交媒體
[00:14:30.760 --> 00:14:33.120]  我問他做了之後怎麼樣
[00:14:33.120 --> 00:14:35.000]  他說其實很受歡迎
[00:14:35.000 --> 00:14:36.680]  大家都覺得很好
[00:14:36.680 --> 00:14:38.200]  不單是校長老師覺得好
[00:14:38.200 --> 00:14:39.320]  也不單是家長覺得好
[00:14:39.320 --> 00:14:41.320]  有些學生都覺得很釋放
[00:14:41.320 --> 00:14:43.400]  這個跟在英國廣播公司
[00:14:43.400 --> 00:14:47.160]  BBC是一間很崇尚自由的公司
[00:14:47.160 --> 00:14:49.160]  他在澳洲的時候
[00:14:49.160 --> 00:14:51.640]  這個禁令達出一個多月之後
[00:14:51.640 --> 00:14:53.120]  他去訪問一些年輕人
[00:14:53.120 --> 00:14:56.240]  很多年輕人說他感受到自由
[00:14:56.240 --> 00:15:01.400]  他能夠脫離了這個電話的捆綁
[00:15:01.400 --> 00:15:03.520]  有時候上一個世紀最大的神話
[00:15:03.520 --> 00:15:05.560]  就是自由是一切
[00:15:05.560 --> 00:15:08.360]  不過原來信服不是不自由
[00:15:08.360 --> 00:15:10.960]  反而信服帶來另一種自由
[00:15:10.960 --> 00:15:13.360]  這個正是上帝很長久
[00:15:13.360 --> 00:15:15.760]  把他的子民還要呼召回到他身邊
[00:15:15.760 --> 00:15:17.480]  雖然經歷一代人離開了
[00:15:17.480 --> 00:15:20.280]  上帝正在控告以色列人跟他爭辯
[00:15:20.280 --> 00:15:22.440]  正是要對博弈的一個制止
[00:15:22.440 --> 00:15:26.160]  反而要跟他們建立一個正常信服的關係
[00:15:26.160 --> 00:15:27.800]  這個正是上帝在說
[00:15:27.800 --> 00:15:28.840]  我們今天這段經文說
[00:15:28.840 --> 00:15:30.400]  行公義好憐憫
[00:15:30.400 --> 00:15:33.680]  其實有兩個公義的概念出現了
[00:15:33.680 --> 00:15:35.640]  我首先說第一個公義
[00:15:35.640 --> 00:15:38.720]  就是上帝用第一個公義的概念呼召他們
[00:15:38.720 --> 00:15:40.720]  在剛才這個山領的呼喚裏面
[00:15:40.720 --> 00:15:45.240]  上帝用了兩個問題和四個行動去問以色列人
[00:15:45.240 --> 00:15:46.920]  他問了兩個問題
[00:15:46.920 --> 00:15:49.440]  我的百姓我向你做了什麼呢?
[00:15:49.440 --> 00:15:51.880]  我就什麼事上使你厭煩?
[00:15:51.880 --> 00:15:53.440]  他問回以色列人
[00:15:53.440 --> 00:15:54.720]  我就什麼事令你厭煩?
[00:15:54.720 --> 00:15:57.960]  然後他列舉了他四個顯出公義的行動
[00:15:57.960 --> 00:16:00.360]  第一他從埃及帶他們出來
[00:16:00.360 --> 00:16:02.640]  第二在維羅茲加贖了他們
[00:16:02.640 --> 00:16:07.000]  第三派領袖摩西亞倫米利去服侍他們
[00:16:07.000 --> 00:16:09.360]  然後去到迦南地的邊緣的時候
[00:16:09.360 --> 00:16:11.760]  他將巴蘭的奏坐變為祝福
[00:16:11.760 --> 00:16:14.280]  這四個行動囊括了以色列人
[00:16:14.280 --> 00:16:18.560]  由他一代人出埃及到第二代人進入迦南地的四十年
[00:16:18.560 --> 00:16:20.480]  說完之後上帝說
[00:16:20.480 --> 00:16:24.360]  好使你們明白耶和華公義的作為
[00:16:24.360 --> 00:16:28.240]  而這四個行動正正是耶和華公義的作為
[00:16:28.240 --> 00:16:34.120]  這四個行動正是神說出公義的一個很重要的字眼
[00:16:34.120 --> 00:16:36.120]  就是Righteous這個字
[00:16:36.120 --> 00:16:41.040]  Righteous這個字是跟下面行公義號連文的那個字有一點點不同
[00:16:41.040 --> 00:16:44.680]  我們看看一個希伯來文去看看
[00:16:44.680 --> 00:16:46.800]  就是這個Tisdak這個字
[00:16:46.800 --> 00:16:48.360]  就是這個字
[00:16:48.360 --> 00:16:52.520]  我讀錯大家也不知道的最好讀希伯來文
[00:16:52.520 --> 00:16:58.080]  這個字是一個最重要的一個意義
[00:16:58.080 --> 00:17:00.880]  就是神和人建立關係
[00:17:00.880 --> 00:17:03.120]  這個就是上帝的公義
[00:17:03.120 --> 00:17:04.600]  這個不是說不公平
[00:17:04.600 --> 00:17:08.680]  下面那個在行公義號連文的公義是另一個字
[00:17:08.680 --> 00:17:11.080]  那個帶著更加有公平的意思就是
[00:17:11.080 --> 00:17:13.480]  以牙還牙以眼還眼就是公平
[00:17:13.480 --> 00:17:15.920]  犯了相應的罪受到相應的懲罰
[00:17:15.920 --> 00:17:17.040]  這個就是公平
[00:17:17.040 --> 00:17:18.800]  所以公平是重要的
[00:17:18.800 --> 00:17:22.560]  如果一個國度一個家長久不見公平
