
[00:00:00.000 --> 00:00:04.000]  今日跟大家分享的題目很特別
[00:04:17.000 --> 00:04:20.000]  但也不明白,也沒有進步
[00:04:20.000 --> 00:04:25.000]  C派就是三章十五節下半部到十七節
[00:04:25.000 --> 00:04:30.000]  講到聖經是生命質素的源頭
[00:04:30.000 --> 00:04:34.000]  以及聖經的功用和功效
[00:04:34.000 --> 00:04:39.000]  通常這個線性平衡體或交錯平衡體的結構
[00:04:39.000 --> 00:04:42.000]  就是A、B、C、C、B、A
[00:04:42.000 --> 00:04:45.000]  但現在B派和C派就反轉了
[00:04:45.000 --> 00:04:51.000]  其實就凸顯了B派和C派那段經文的重要性
[00:04:51.000 --> 00:04:54.000]  今天講了很多經文,很多金句
[00:04:54.000 --> 00:04:59.000]  當中其實今天就會講到三章十節
[00:04:59.000 --> 00:05:02.000]  提摩太三章十節到十七節
[00:05:02.000 --> 00:05:06.000]  就讓我們一起首先讀出今天的經文
[00:05:06.000 --> 00:05:12.000]  但已經追隨了我的教導
[00:05:12.000 --> 00:05:17.000]  行為指向信心、寬容、愛心、忍耐
[00:05:17.000 --> 00:05:21.000]  以及我順安提柯、以剛念、路斯德
[00:05:21.000 --> 00:05:24.000]  所遭遇的迫害和苦難
[00:05:24.000 --> 00:05:27.000]  我忍受了何等的迫害
[00:05:27.000 --> 00:05:32.000]  但從這一切苦難中主都把我救出來了
[00:05:32.000 --> 00:05:35.000]  其實凡立志在基督耶穌裡
[00:05:35.000 --> 00:05:39.000]  經前到日的也都將受迫害
[00:05:39.000 --> 00:05:44.000]  只是作惡的和欺騙人的將變本加厲
[00:05:44.000 --> 00:05:47.000]  迷惑人也被人迷惑
[00:05:47.000 --> 00:05:52.000]  至於你,你要持守所學習和所學信的
[00:05:52.000 --> 00:05:55.000]  因為你知道是跟誰學的
[00:05:55.000 --> 00:05:58.000]  並且知道你從小明白聖經
[00:05:58.000 --> 00:06:03.000]  這聖經曾使你因在基督耶穌裡的信
[00:06:03.000 --> 00:06:05.000]  有得救的智慧
[00:06:05.000 --> 00:06:08.000]  聖經是神所物事的
[00:06:08.000 --> 00:06:11.000]  於教訓督責使人歸正
[00:06:11.000 --> 00:06:14.000]  教導人學義,都是有益的
[00:06:14.000 --> 00:06:17.000]  叫屬神的人得以完全
[00:06:17.000 --> 00:06:20.000]  預備行各樣的善事
[00:06:20.000 --> 00:06:26.000]  在這段經文的十至十一節
[00:06:26.000 --> 00:06:31.000]  提到保羅學到提摩太九個生命的質素
[00:06:31.000 --> 00:06:33.000]  或者美德
[00:06:33.000 --> 00:06:35.000]  究竟是怎樣學到的呢?
[00:06:35.000 --> 00:06:38.000]  實際上是追隨,追隨保羅
[00:06:38.000 --> 00:06:40.000]  追隨保羅是甚麼意思呢?
[00:06:40.000 --> 00:06:47.000]  是衷心跟從保羅的信念和行為模式
[00:06:47.000 --> 00:06:54.000]  我女兒小時候經常跟哥哥玩男孩的東西
[00:06:54.000 --> 00:06:57.000]  我不知道你們家有沒有這樣的現象
[00:06:57.000 --> 00:07:00.000]  女兒小,哥哥大,大兩年多
[00:07:00.000 --> 00:07:02.000]  現在她玩甚麼呢?
[00:07:02.000 --> 00:07:06.000]  玩車仔,砌LEGO,打球
[00:07:06.000 --> 00:07:09.000]  我女兒從來不玩女孩的東西
[00:07:09.000 --> 00:07:13.000]  所玩的都是跟著哥哥去學的
[00:07:13.000 --> 00:07:16.000]  好像提摩太很緊緊跟隨保羅
[00:07:16.000 --> 00:07:19.000]  在三章十到十一節
[00:07:19.000 --> 00:07:21.000]  九個生命質素之前
[00:07:21.000 --> 00:07:24.000]  其實講有個「我的」的字
[00:07:24.000 --> 00:07:29.000]  「我的」的意思是提摩太跟保羅學的意思
[00:07:29.000 --> 00:07:33.000]  九個生命質素是甚麼呢?
[00:07:33.000 --> 00:07:39.000]  在頭四個就是教導,行為,志向和信心
[00:07:39.000 --> 00:07:41.000]  在傾向理論的層面
[00:07:41.000 --> 00:07:43.000]  保羅講的教導
[00:07:43.000 --> 00:07:46.000]  就是有關福音,教義,神學
[00:07:46.000 --> 00:07:51.000]  以及一些信仰的理念的傳遞
[00:07:51.000 --> 00:07:55.000]  保羅的行為,即是指他信主後的生活改變
[00:07:55.000 --> 00:07:58.000]  生活行為改變,生活方式去典範
[00:07:58.000 --> 00:08:01.000]  保羅的志向就是去蒙神呼召
[00:08:01.000 --> 00:08:03.000]  為身向外幫人傳福音
[00:08:03.000 --> 00:08:07.000]  亦都成為提摩太向外幫人傳福音的心志
[00:08:07.000 --> 00:08:11.000]  保羅的信心,即是他對處於復活大能的信心
[00:08:11.000 --> 00:08:16.000]  這股信心亦都讓提摩太能夠面對很多的困難
[00:08:16.000 --> 00:08:18.000]  跟著三樣的美德
[00:08:18.000 --> 00:08:21.000]  就是寬容,忍耐愛心
[00:08:21.000 --> 00:08:24.000]  就是傾向一些經歷的層面
[00:08:24.000 --> 00:08:25.000]  寬容是甚麼呢?
[00:08:25.000 --> 00:08:30.000]  寬容即是要很平靜等待事情結局的忍耐
[00:08:30.000 --> 00:08:33.000]  在希伯來書六章十二節說
[00:08:33.000 --> 00:08:40.000]  「若你們才不會懶惰,卻成為效忽那些直著信和忍耐承受應許的人」
[00:08:40.000 --> 00:08:42.000]  這個忍耐
[00:08:42.000 --> 00:08:45.000]  寬容原來是有這個忍耐的意思
[00:08:45.000 --> 00:08:47.000]  至於忍耐是甚麼意思呢?
[00:08:47.000 --> 00:08:50.000]  是另外一個意思,是另外一個字
[00:08:50.000 --> 00:08:57.000]  原文都是說要面對苦難的容量和能耐,這個忍耐
[00:08:57.000 --> 00:08:59.000]  所以羅馬書五章三子說
[00:08:59.000 --> 00:09:07.000]  「不但如此,就是在患難中也要歡歡喜喜的,因為知道患難生忍耐」
[00:09:07.000 --> 00:09:11.000]  跟著就是愛心,大家都比較熟悉的
[00:09:11.000 --> 00:09:17.000]  就是對人行私人,無私的愛在生活行為上可以經歷到
[00:09:17.000 --> 00:09:24.000]  最後那兩種美德就是迫害和苦難
[00:09:24.000 --> 00:09:29.000]  比較詳細記錄,在三章十一節說甚麼呢?
[00:09:29.000 --> 00:09:37.000]  說到三個地方,以及我在安提阿爾哥念路斯德所遭遇的迫害和苦難
[00:09:37.000 --> 00:09:40.000]  其實這裡說到這三個地方
[00:09:40.000 --> 00:09:47.000]  是指保羅在第一次宣教旅程經歷的事跡有關
[00:09:47.000 --> 00:09:50.000]  記載在《釋陽傳》第十三章和十四章
[00:09:50.000 --> 00:09:57.000]  在十三章十三十四節記載保羅和巴拿巴在塞浦路斯
[00:09:57.000 --> 00:10:03.000]  乘船去到別家,就是土耳其南部的地方
[00:10:03.000 --> 00:10:08.000]  接著他會繼續上去一個稱為比西底的安提阿爾哥
[00:10:08.000 --> 00:10:12.000]  不是原本的安提阿爾哥教會,是另外的安提阿爾哥
[00:10:12.000 --> 00:10:17.000]  接著在《釋陽傳》十三章十四節記載到
[00:10:17.000 --> 00:10:24.000]  那裡全城的會眾和都很想聽主的話,很感謝神
[00:10:24.000 --> 00:10:27.000]  但是在同一章五十節記載到
[00:10:27.000 --> 00:10:34.000]  那些不信猶太人就挑唆那裡的敬虔的尊貴婦女和成女
[00:10:34.000 --> 00:10:38.000]  有名望的人就迫害保羅和巴拿巴,就趕他們走
[00:10:38.000 --> 00:10:44.000]  於是他就從安提阿爾哥到第二個地方就是以哥廉
[00:10:44.000 --> 00:10:50.000]  到第十四章開始記載保羅說到有很多猶太人和希臘人要信耶穌
[00:10:50.000 --> 00:10:53.000]  但是那些不信猶太人又煽動人
[00:10:53.000 --> 00:10:59.000]  整個全城的人分裂和觀賞會眾都要用石頭打他們
[00:10:59.000 --> 00:11:03.000]  於是他們又要離開,去到第三個地方就是路斯德
[00:11:03.000 --> 00:11:07.000]  但是那些不信猶太人繼續在之前兩個地方
[00:11:07.000 --> 00:11:13.000]  安提阿爾哥和以哥廉特意去到那麼遠,去到路斯德挑撥當地人
[00:11:13.000 --> 00:11:17.000]  然後用石頭打保羅,還以為打死他們
[00:11:17.000 --> 00:11:22.000]  保羅全福音都受到很多的迫害和苦難
[00:11:22.000 --> 00:11:26.000]  為什麼受迫害和苦難是美德呢?
[00:11:26.000 --> 00:11:31.000]  而且保羅是強調美德,特別講多一點
[00:11:31.000 --> 00:11:35.000]  在提摩太后書三章十一節的下半部其實講到
[00:11:35.000 --> 00:11:39.000]  保羅說我忍受了何等的迫害
[00:11:39.000 --> 00:11:44.000]  但從這一切的苦難中,終於都把我救了出來
[00:11:44.000 --> 00:11:47.000]  保羅在迫害裡面是做什麼?
[00:11:47.000 --> 00:11:53.000]  他鍛鍊了和增加了勝在巨大壓力的那種容量
[00:11:53.000 --> 00:12:00.000]  而又鍛鍊了和增加了忍受苦難的煎熬和限制
[00:12:00.000 --> 00:12:03.000]  所以受迫害和受苦難都是美德的
[00:12:03.000 --> 00:12:07.000]  不知道大家有沒有經歷過受迫害受苦難的時候
[00:12:07.000 --> 00:12:13.000]  你敢不敢受到,或者會不會看到原來神是在鍛鍊我們呢?
[00:12:13.000 --> 00:12:21.000]  增加我們的抗疫能力
[00:12:21.000 --> 00:12:28.000]  其實是神讓我們增加這兩種的美德
[00:12:28.000 --> 00:12:31.000]  提摩太后書三章十二節講到
[00:12:31.000 --> 00:12:38.000]  其實凡立志在基督耶穌裡,經乾道日也都將受迫害
[00:12:38.000 --> 00:12:41.000]  可能你會有兩個問題
[00:12:41.000 --> 00:12:45.000]  第一個問題就是
[00:12:45.000 --> 00:12:51.000]  如果我感受到迫害,是不是就代表我是經乾道日呢?
[00:12:51.000 --> 00:12:53.000]  大家說吧
[00:12:53.000 --> 00:12:55.000]  大家已經懂得回應了
[00:12:55.000 --> 00:12:59.000]  感受到受迫害或者受苦,可能是由於什麼?
[00:12:59.000 --> 00:13:01.000]  犯罪
[00:13:01.000 --> 00:13:04.000]  所以不一定等於經乾道日
[00:13:04.000 --> 00:13:06.000]  第二個問題就是
[00:13:06.000 --> 00:13:09.000]  如果我們感受到受迫害的話
[00:13:09.000 --> 00:13:14.000]  是否就是沒有經乾道日呢?
[00:13:14.000 --> 00:13:17.000]  答案是
[00:13:17.000 --> 00:13:20.000]  是喔,經文說是
[00:13:20.000 --> 00:13:22.000]  經文說是,就是說
[00:13:22.000 --> 00:13:25.000]  如果你堅持聖經的生活原則
[00:13:25.000 --> 00:13:29.000]  基本上都會經歷到一些迫害
[00:13:29.000 --> 00:13:31.000]  我不知道大家有沒有經歷過
[00:13:31.000 --> 00:13:32.000]  你要很堅持
[00:13:32.000 --> 00:13:36.000]  在你家族裡,在你工作環境,或者在你不同的朋輩裡
[00:13:36.000 --> 00:13:39.000]  會不會有些壓力給你呢?
[00:13:39.000 --> 00:13:42.000]  你堅持你的信仰原則
[00:13:42.000 --> 00:13:46.000]  例如以往都聽到一些做會計界的弟兄姊妹說
[00:13:46.000 --> 00:13:48.000]  在公司要他做一些數目
[00:13:48.000 --> 00:13:50.000]  他又覺得不太合神心意
[00:13:50.000 --> 00:13:53.000]  他堅持不做,不這樣做
[00:13:53.000 --> 00:13:56.000]  他就經歷到很大的壓力
[00:13:56.000 --> 00:13:59.000]  立志堅持聖經原則
[00:13:59.000 --> 00:14:02.000]  就是在KU耶穌裡經乾道日
[00:14:02.000 --> 00:14:04.000]  都是會受到迫害的
[00:14:04.000 --> 00:14:06.000]  聖經早就告訴我們
[00:14:06.000 --> 00:14:09.000]  叫我們早有預備
[00:14:09.000 --> 00:14:11.000]  在保羅又說到
[00:14:11.000 --> 00:14:16.000]  保羅又怎樣吩咐提摩太堅持聖經原則呢?
[00:14:16.000 --> 00:14:21.000]  原來,經文的持守這個字
[00:14:21.000 --> 00:14:24.000]  希臘文叫Manu
[00:14:24.000 --> 00:14:27.000]  就是保,命令語氣的一個動詞
[00:14:27.000 --> 00:14:30.000]  意思就是住在裡面
[00:14:30.000 --> 00:14:33.000]  有其他經文說
[00:14:33.000 --> 00:14:36.000]  耶穌說你住在我裡面,我住在你裡面
[00:14:36.000 --> 00:14:38.000]  與其他經文相比
[00:14:38.000 --> 00:14:42.000]  其實原文就是住在裡面的意思
[00:14:42.000 --> 00:14:46.000]  神的話,住在心裡
[00:14:46.000 --> 00:14:48.000]  這個就表示到
[00:14:48.000 --> 00:14:50.000]  用命令語氣就表示到
[00:14:50.000 --> 00:14:52.000]  並不是可有可無
[00:14:52.000 --> 00:14:57.000]  是保羅命令提摩太要鄭重的持守聖經原則
[00:14:57.000 --> 00:15:01.000]  成為他的心思意念
[00:15:01.000 --> 00:15:07.000]  為什麼保羅要鄭重吩咐提摩太持守聖經原則呢?
[00:15:07.000 --> 00:15:10.000]  因為三章十三節說
[00:15:10.000 --> 00:15:14.000]  只要作惡和騙人的將會變滿加厲
[00:15:14.000 --> 00:15:18.000]  迷惑人的也被人迷惑
[00:15:18.000 --> 00:15:21.000]  這些經文大家應該都很有感受的
[00:15:21.000 --> 00:15:26.000]  近來這麼多騙案,不斷發生的
[00:15:26.000 --> 00:15:30.000]  聖經提到我們要避免被迷惑
[00:15:30.000 --> 00:15:34.000]  所以我們要持守我們的信仰聖經原則
[00:15:34.000 --> 00:15:37.000]  其實提摩太在什麼時候
[00:15:37.000 --> 00:15:43.000]  和跟誰學習聖經原則呢?
[00:15:43.000 --> 00:15:47.000]  他除了跟作為師父的保羅
[00:15:47.000 --> 00:15:49.000]  他一章五節說到
[00:15:49.000 --> 00:15:54.000]  他自小都是跟外祖母羅爾和母親有離基
[00:15:54.000 --> 00:15:59.000]  來到學習都沒有毅的信心
[00:15:59.000 --> 00:16:04.000]  在三章十五節提摩太至少都明白聖經
[00:16:04.000 --> 00:16:07.000]  至少的意思
[00:16:07.000 --> 00:16:11.000]  至少這個原文的意思是未出世的嬰兒
[00:16:11.000 --> 00:16:12.000]  即是胎兒
[00:16:12.000 --> 00:16:16.000]  提摩太從未出世的到現在
[00:16:16.000 --> 00:16:19.000]  一直都已經浸入在聖經裡面
[00:16:19.000 --> 00:16:22.000]  至少都熟悉聖經
[00:16:22.000 --> 00:16:26.000]  為什麼至少熟悉聖經這麼重要呢?
[00:16:26.000 --> 00:16:29.000]  我有一個兒子和一個女兒
[00:16:29.000 --> 00:16:33.000]  他們在未出世已經在我太太的肚子裡
[00:16:33.000 --> 00:16:34.000]  返回教會
[00:16:34.000 --> 00:16:37.000]  之後又參加教會的孩童奉獻禮
[00:16:37.000 --> 00:16:40.000]  一直在教會裡成長
[00:16:40.000 --> 00:16:42.000]  史學一直都很乖
[00:16:42.000 --> 00:16:45.000]  當兒子去到升宗的時候
[00:16:45.000 --> 00:16:48.000]  都有青少年人成長的問題
[00:16:48.000 --> 00:16:51.000]  他不想返回教會
[00:16:51.000 --> 00:16:54.000]  說髒話,我也不知道
[00:16:54.000 --> 00:16:59.000]  說謊話,來隱瞞拍拖
[00:16:59.000 --> 00:17:02.000]  功課成績下滑等等
[00:17:02.000 --> 00:17:07.000]  但我們深信他至少明白聖經
[00:17:07.000 --> 00:17:10.000]  經歷過掙扎之後都會改變
[00:17:10.000 --> 00:17:12.000]  他升到中二的時候就告訴我
[00:17:12.000 --> 00:17:14.000]  他戒了髒話
[00:17:14.000 --> 00:17:17.000]  我也不知道他說髒話
[00:17:17.000 --> 00:17:20.000]  你說我感謝神,還是很生氣呢?
[00:17:20.000 --> 00:17:23.000]  其實兩樣都有
[00:17:23.000 --> 00:17:26.000]  他又告訴我,升到中三的時候
[00:17:26.000 --> 00:17:29.000]  反思過和女朋友分手
[00:17:29.000 --> 00:17:33.000]  這些青少年成長的問題是很多的
[00:17:33.000 --> 00:17:35.000]  作為父母是很艱難的
[00:17:35.000 --> 00:17:39.000]  但是我們在反省之後
[00:17:39.000 --> 00:17:43.000]  如果他沒有在教會成長
[00:17:43.000 --> 00:17:47.000]  他不會這樣去面對掙扎處理
[00:17:47.000 --> 00:17:49.000]  之後他就穩定成長
[00:17:49.000 --> 00:17:51.000]  到很大了
[00:17:51.000 --> 00:17:55.000]  現在他在社會工作
[00:17:55.000 --> 00:17:58.000]  如果他沒有在教會裡自小明白聖經
[00:17:58.000 --> 00:18:02.000]  相信他已經在社會裡迷失了
[00:18:02.000 --> 00:18:06.000]  為什麼聖經會有這麼大的能力呢?
[00:18:06.000 --> 00:18:11.000]  在聖經裡說三章十六節上半部
[00:18:11.000 --> 00:18:14.000]  聖經都是神所默示
[00:18:14.000 --> 00:18:16.000]  是什麼意思呢?
[00:18:16.000 --> 00:18:17.000]  神的默示
[00:18:17.000 --> 00:18:20.000]  原來神的默示是兩個複合字的希臘文
[00:18:20.000 --> 00:18:22.000]  希臘文是兩個字的
[00:18:22.000 --> 00:18:27.000]  是theo加pileoportos
[00:18:27.000 --> 00:18:29.000]  是神呼氣
[00:18:29.000 --> 00:18:32.000]  神呼出的氣的意思
[00:18:32.000 --> 00:18:34.000]  而呼氣的原文的意思
[00:18:34.000 --> 00:18:40.000]  其實跟聖靈的字根是同一個字根的
[00:18:40.000 --> 00:18:46.000]  另外,聖經又稱為神的說話
[00:18:46.000 --> 00:18:49.000]  在彼得頭書一章二十一字裡說
[00:18:49.000 --> 00:18:52.000]  因為寓言從來沒有出於人的意思
[00:18:52.000 --> 00:18:57.000]  而是意思是被聖靈感動說出神的話來
[00:18:57.000 --> 00:18:59.000]  所以神的默示
[00:18:59.000 --> 00:19:01.000]  神呼出的口氣
[00:19:01.000 --> 00:19:03.000]  就是聖靈的感動
[00:19:03.000 --> 00:19:06.000]  出來的就是神的話
[00:19:06.000 --> 00:19:09.000]  神的話是帶有能力的
[00:19:09.000 --> 00:19:13.000]  神的話是創造宇宙
[00:19:13.000 --> 00:19:18.000]  在希伯來書十一章三字裡說
[00:19:18.000 --> 00:19:22.000]  因著信,我們知道這宇宙是藉著神的話造成的
[00:19:22.000 --> 00:19:29.000]  這樣看得見事從看不見的造出來的
[00:19:29.000 --> 00:19:33.000]  神的話不單是創造物質世界的能力
[00:19:33.000 --> 00:19:37.000]  也有改變人內心的能力
[00:19:37.000 --> 00:19:40.000]  神的話與聖經又稱為神的道
[00:19:40.000 --> 00:19:44.000]  在耳法所書六章十七字下半部說
[00:19:44.000 --> 00:19:48.000]  聖靈的寶劍就是神的道
[00:19:48.000 --> 00:19:52.000]  在希伯來書四章十二字裡說
[00:19:52.000 --> 00:19:56.000]  神的道是活潑的
[00:19:56.000 --> 00:19:57.000]  我們一起讀吧
[00:19:57.000 --> 00:19:59.000]  神的道是活潑的
[00:19:59.000 --> 00:20:00.000]  是有功效的
[00:20:00.000 --> 00:20:03.000]  比一切兩人的劍更鋒利
[00:20:03.000 --> 00:20:05.000]  甚至靈與魂
[00:20:05.000 --> 00:20:06.000]  骨節與骨髓
[00:20:06.000 --> 00:20:08.000]  都能刺入、剖開
[00:20:08.000 --> 00:20:15.000]  連心中的思念和主意都能辨明
[00:20:15.000 --> 00:20:17.000]  神的道,為什麼可以
[00:20:17.000 --> 00:20:18.000]  剛才說聖靈的寶劍
[00:20:18.000 --> 00:20:21.000]  為什麼可以是兩人利劍呢?
[00:20:21.000 --> 00:20:24.000]  究竟神的道又怎樣
[00:20:24.000 --> 00:20:29.000]  好像兩人利劍改變人心思意念呢?
[00:20:29.000 --> 00:20:31.000]  請大家再讀
[00:20:31.000 --> 00:20:34.000]  提摩太后書三章十六至十七節
[00:20:34.000 --> 00:20:36.000]  聖經都是神所密使的
[00:20:36.000 --> 00:20:39.000]  於教訓督責使人歸正
[00:20:39.000 --> 00:20:42.000]  教導人學義都是有益的
[00:20:42.000 --> 00:20:45.000]  叫屬神的人得以完全
[00:20:45.000 --> 00:20:50.000]  以備行各樣的善事
[00:20:50.000 --> 00:20:54.000]  教導和教導人學義
[00:20:54.000 --> 00:20:57.000]  大家看圖
[00:20:57.000 --> 00:21:01.000]  原來我們看到教導和教導人學義
[00:21:01.000 --> 00:21:04.000]  是針對正面思想和行為
[00:21:04.000 --> 00:21:07.000]  發揮的功效
[00:21:07.000 --> 00:21:09.000]  就像圖中那把劍
[00:21:09.000 --> 00:21:13.000]  其中一面的劍鋒
[00:21:13.000 --> 00:21:16.000]  另外督責和使人歸正
[00:21:16.000 --> 00:21:19.000]  是針對負面思想行為發揮功效
[00:21:19.000 --> 00:21:26.000]  就像圖中那把劍的另一面劍鋒
[00:21:26.000 --> 00:21:29.000]  教導人教訓和督責
[00:21:29.000 --> 00:21:34.000]  是感受到理論層面的
[00:21:34.000 --> 00:21:38.000]  劍的一段劍身
[00:21:38.000 --> 00:21:43.000]  就是劍病的劍身那段
[00:21:43.000 --> 00:21:47.000]  可以幫助人面對很多挑戰
[00:21:47.000 --> 00:21:49.000]  很多的攻擊
[00:21:49.000 --> 00:21:50.000]  就像劍
[00:21:50.000 --> 00:21:51.000]  不知道大家知不知道
[00:21:51.000 --> 00:21:53.000]  劍如果有人打過來
[00:21:53.000 --> 00:21:54.000]  攻擊過來
[00:21:54.000 --> 00:21:56.000]  那把劍是怎樣隔的
[00:21:56.000 --> 00:21:59.000]  是用劍尖隔
[00:21:59.000 --> 00:22:02.000]  還是用劍身和下半部隔
[00:22:02.000 --> 00:22:04.000]  其實隔鬥是用下半部隔
[00:22:04.000 --> 00:22:07.000]  近一點把病隔開
[00:22:07.000 --> 00:22:08.000]  隔鬥來擋住
[00:22:08.000 --> 00:22:11.000]  有穩固的基礎來隔
[00:22:11.000 --> 00:22:13.000]  教導人學義和使人歸正
[00:22:13.000 --> 00:22:15.000]  在行為層面
[00:22:15.000 --> 00:22:19.000]  就像劍尖前面的鋒利無比的劍尖
[00:22:19.000 --> 00:22:22.000]  可以刺入否開
[00:22:22.000 --> 00:22:27.000]  不知道大家有沒有去過街市
[00:22:27.000 --> 00:22:28.000]  有吧
[00:22:28.000 --> 00:22:32.000]  除了姐妹弟兄都有吧
[00:22:32.000 --> 00:22:34.000]  有沒有去過豬肉檔
[00:22:34.000 --> 00:22:36.000]  去過豬肉檔買豬肉
[00:22:36.000 --> 00:22:39.000]  有沒有留意豬肉刀
[00:22:39.000 --> 00:22:43.000]  有沒有留意豬肉刀怎樣斬
[00:22:43.000 --> 00:22:46.000]  豬肉刀很鋒利
[00:22:46.000 --> 00:22:49.000]  但斬骨的時候用什麼
[00:22:49.000 --> 00:22:51.000]  用哪個位置
[00:22:51.000 --> 00:22:53.000]  用近病的位置
[00:22:53.000 --> 00:22:54.000]  近病的位置
[00:22:54.000 --> 00:22:57.000]  刀鋒是斬骨
[00:22:57.000 --> 00:23:00.000]  斬豬頭很硬的位置
[00:23:00.000 --> 00:23:02.000]  是很堅硬的
[00:23:02.000 --> 00:23:04.000]  就像教訓和督責
[00:23:04.000 --> 00:23:08.000]  來面對異端邪說的問題
[00:23:08.000 --> 00:23:10.000]  要很硬鋒硬
