
[00:00:00.000 --> 00:00:08.440]  祂答應我們 祈求我們在全城的路上繼續
[00:02:03.280 --> 00:02:04.280]  遇上新加坡和香港
[00:02:04.280 --> 00:02:05.280]  哪隻是老鼠A
[00:02:05.280 --> 00:02:06.280]  哪隻是老鼠B呢
[00:02:06.280 --> 00:02:08.280]  我們會不會還坐在那裡
[00:02:08.280 --> 00:02:10.280]  等這塊芝士回來呢
[00:02:10.280 --> 00:02:12.280]  有人說這個世代
[00:02:12.280 --> 00:02:14.280]  有一個Bernie的世代
[00:02:14.280 --> 00:02:16.280]  Bernie四個字
[00:02:16.280 --> 00:02:18.280]  代表這個世代幾個境況
[00:02:18.280 --> 00:02:20.280]  B代表容易破碎
[00:02:20.280 --> 00:02:23.280]  A代表很焦慮
[00:02:23.280 --> 00:02:27.280]  N代表這個世界不是善性思考
[00:02:27.280 --> 00:02:30.280]  最後I代表不能夠
[00:02:30.280 --> 00:02:33.280]  不容易去明白
[00:02:33.280 --> 00:02:34.280]  我們看到附近的情況
[00:02:34.280 --> 00:02:35.280]  都在發生
[00:02:35.280 --> 00:02:37.280]  上星期Chelsea Kirk
[00:02:37.280 --> 00:02:40.280]  在美國被開槍打死了
[00:02:40.280 --> 00:02:42.280]  她的遺孀出來說了一句話
[00:02:42.280 --> 00:02:43.280]  都很值得深省
[00:02:43.280 --> 00:02:46.280]  她說在這個事件裡
[00:02:46.280 --> 00:02:49.280]  正在釋放另一種力量
[00:02:49.280 --> 00:02:51.280]  我們看到全球正在這件事裡
[00:02:51.280 --> 00:02:53.280]  釋放另一種力量
[00:02:53.280 --> 00:02:55.280]  是一件很容易碎的世界
[00:02:55.280 --> 00:02:58.280]  也同樣不能夠容易思考的世界
[00:02:58.280 --> 00:03:01.280]  卻是產生了翻天覆地的變化
[00:03:01.280 --> 00:03:03.280]  整個世界變得很容易破碎
[00:03:03.280 --> 00:03:05.280]  但也很焦慮
[00:03:05.280 --> 00:03:08.280]  同樣我們近期在尼泊爾的暴動裡
[00:03:08.280 --> 00:03:11.280]  我們看到因為21世代
[00:03:11.280 --> 00:03:13.280]  因為政府覺得21世代
[00:03:13.280 --> 00:03:16.280]  不想和他們的社交媒體
[00:03:16.280 --> 00:03:19.280]  嘲笑那些富二代官二代
[00:03:19.280 --> 00:03:21.280]  他們就全面禁止了所有的社交媒體
[00:03:21.280 --> 00:03:23.280]  包括Facebook Instagram
[00:03:23.280 --> 00:03:26.280]  我心想如果在我家禁止Facebook Instagram
[00:03:26.280 --> 00:03:29.280]  我家裡也會暴動
[00:03:29.280 --> 00:03:32.280]  但他們沒有考慮到這件事的嚴重性
[00:03:32.280 --> 00:03:34.280]  最後推翻了政權
[00:03:34.280 --> 00:03:35.280]  原來這麼容易破碎
[00:03:35.280 --> 00:03:37.280]  有些好像很穩定的事情
[00:03:37.280 --> 00:03:40.280]  但轉眼間卻是沒有了
[00:03:40.280 --> 00:03:42.280]  可能我們這一代的香港人
[00:03:42.280 --> 00:03:44.280]  很容易破碎的一代
[00:03:44.280 --> 00:03:46.280]  過去幾年我們發覺
[00:03:46.280 --> 00:03:48.280]  我們很多事情都要適應
[00:03:48.280 --> 00:03:49.280]  我們很少聽見
[00:03:49.280 --> 00:03:51.280]  以前說用假學歷入大學
[00:03:51.280 --> 00:03:54.280]  我們發覺原來現在真的有人這樣做
[00:03:54.280 --> 00:03:58.280]  11年的DSE都搞得更加艱難
[00:03:58.280 --> 00:03:59.280]  我們很少聽見
[00:03:59.280 --> 00:04:01.280]  用假的薪金稅單
[00:04:01.280 --> 00:04:02.280]  不過有人真的這樣做
[00:04:02.280 --> 00:04:04.280]  用來申請高財通
[00:04:04.280 --> 00:04:06.280]  我們很少聽見用假稅騙政府合約
[00:04:06.280 --> 00:04:09.280]  原來也真的在發生
[00:04:09.280 --> 00:04:11.280]  我們也很少聽見
[00:04:11.280 --> 00:04:13.280]  有一個司機會做應召車隊的司機
[00:04:13.280 --> 00:04:15.280]  原來真的抓到
[00:04:15.280 --> 00:04:17.280]  也有假的磚代替德國磚
[00:04:17.280 --> 00:04:19.280]  對於很多香港人來說
[00:04:19.280 --> 00:04:20.280]  特別是基督徒
[00:04:20.280 --> 00:04:22.280]  都很難適應這些文化的斷層
[00:04:22.280 --> 00:04:25.280]  在這些不斷融合的時間
[00:04:25.280 --> 00:04:28.280]  對我們年輕人的衝擊更加大
[00:04:28.280 --> 00:04:31.280]  因為在這些事件上
[00:04:31.280 --> 00:04:35.280]  我們活在很多很多的斷層裡
[00:04:35.280 --> 00:04:38.280]  好像21世代對政府的衝擊一樣
[00:04:38.280 --> 00:04:40.280]  其實在我們家裡同樣帶來衝擊
[00:04:40.280 --> 00:04:41.280]  很多地方帶來衝擊
[00:04:41.280 --> 00:04:42.280]  因為政治的事件
[00:04:42.280 --> 00:04:43.280]  我們家庭的撕裂
[00:04:43.280 --> 00:04:45.280]  很多地方都出現
[00:04:45.280 --> 00:04:49.280]  在我們新一代的教會調查裡
[00:04:49.280 --> 00:04:51.280]  大家看看這張圖片
[00:04:51.280 --> 00:04:52.280]  這張圖片裡
[00:04:52.280 --> 00:04:54.280]  剛剛在教新有個調查
[00:04:54.280 --> 00:04:56.280]  你看見紫色
[00:04:56.280 --> 00:04:57.280]  是不是叫紫色
[00:04:57.280 --> 00:04:58.280]  有點色盲
[00:04:58.280 --> 00:05:00.280]  那隻是不是叫紫色
[00:05:00.280 --> 00:05:03.280]  那隻顧且叫紫色和這隻黃色
[00:05:03.280 --> 00:05:04.280]  紫色代表教會的現況
[00:05:04.280 --> 00:05:06.280]  黃色代表社會的比率
[00:05:06.280 --> 00:05:07.280]  在每個年齡層
[00:05:07.280 --> 00:05:09.280]  教會裡的人數
[00:05:09.280 --> 00:05:11.280]  那個比率都是比社會高一點
[00:05:11.280 --> 00:05:13.280]  除了一個年齡層
[00:05:13.280 --> 00:05:15.280]  就是25到44歲這個年齡層
[00:05:15.280 --> 00:05:17.280]  就是教會
[00:05:17.280 --> 00:05:19.280]  在教會裡的人的比率
[00:05:19.280 --> 00:05:23.280]  只有25%都不夠
[00:05:23.280 --> 00:05:25.280]  但是在社會上大概有28%
[00:05:25.280 --> 00:05:26.280]  20%都不夠
[00:05:26.280 --> 00:05:29.280]  發覺在教會裡只有20%的人
[00:05:29.280 --> 00:05:30.280]  是這個年齡層
[00:05:30.280 --> 00:05:33.280]  在社會上大概有三成是這個年齡層
[00:05:33.280 --> 00:05:36.280]  就是說原來年輕一代對現時的教會
[00:05:36.280 --> 00:05:38.280]  都有很多疑惑
[00:05:38.280 --> 00:05:40.280]  很多挑戰
[00:05:40.280 --> 00:05:44.280]  今天我們選了這段經文
[00:05:44.280 --> 00:05:46.280]  是講亂的兒子約書亞
[00:05:46.280 --> 00:05:48.280]  他活在一個斷層裡
[00:05:48.280 --> 00:05:50.280]  他活在幾個斷層裡
[00:05:50.280 --> 00:05:53.280]  他活在一個年齡的代際斷層裡
[00:05:53.280 --> 00:05:55.280]  如果大家對聖經有認識的話
[00:05:55.280 --> 00:05:57.280]  就知道約書亞那代人
[00:05:57.280 --> 00:05:58.280]  剩下哪兩個
[00:05:58.280 --> 00:06:00.280]  就剩下他和迦勒
[00:06:00.280 --> 00:06:01.280]  大家想想
[00:06:01.280 --> 00:06:02.280]  不知道大家試過沒有
[00:06:02.280 --> 00:06:03.280]  小組的人走著走著
[00:06:03.280 --> 00:06:04.280]  一個走著一個
[00:06:04.280 --> 00:06:05.280]  有多少人試過
[00:06:05.280 --> 00:06:06.280]  走著走著
[00:06:06.280 --> 00:06:08.280]  最後只剩下你和家祖長
[00:06:08.280 --> 00:06:09.280]  有沒有試過
[00:06:09.280 --> 00:06:10.280]  你們沒有試過
[00:06:10.280 --> 00:06:11.280]  真是太好了
[00:06:11.280 --> 00:06:12.280]  我去過團契
[00:06:12.280 --> 00:06:13.280]  真的經常發生
[00:06:13.280 --> 00:06:14.280]  團友告訴我
[00:06:14.280 --> 00:06:15.280]  走著走著
[00:06:15.280 --> 00:06:16.280]  整個小組都走了
[00:06:16.280 --> 00:06:17.280]  都去了卡地夫
[00:06:17.280 --> 00:06:18.280]  剩下我們
[00:06:18.280 --> 00:06:21.280]  原來真的發生了
[00:06:21.280 --> 00:06:22.280]  可能很多的失落
[00:06:22.280 --> 00:06:23.280]  很多的孤單
[00:06:23.280 --> 00:06:28.280]  今天約書亞不單止是一個代際的斷層
[00:06:28.280 --> 00:06:30.280]  他也是一個領導的斷層
[00:06:30.280 --> 00:06:32.280]  不知道有沒有改過一張投影片
[00:06:32.280 --> 00:06:33.280]  可能跳兩張就出現了
[00:06:33.280 --> 00:06:36.280]  他終生侍奉的神人摩西
[00:06:36.280 --> 00:06:37.280]  他要離開了
[00:06:37.280 --> 00:06:40.280]  約書亞要承受另一個壓力
[00:06:40.280 --> 00:06:42.280]  他也是一個社會文化的斷層
[00:06:42.280 --> 00:06:44.280]  因為他離開了埃及
[00:06:44.280 --> 00:06:45.280]  他今天要進入迦南地
[00:06:45.280 --> 00:06:48.280]  迦南地是一個充滿偶像的地方
[00:06:48.280 --> 00:06:51.280]  一個敬拜很多愛邦神的地方
[00:06:51.280 --> 00:06:53.280]  他進去要面對這個文化
[00:06:53.280 --> 00:06:55.280]  同時他也是一個職業的斷層
[00:06:55.280 --> 00:06:57.280]  他以前是一個跟隨者
[00:06:57.280 --> 00:06:59.280]  突然間他成為一個帶領者
[00:06:59.280 --> 00:07:00.280]  好像你的小組走著走著
[00:07:00.280 --> 00:07:01.280]  全部人都走了
[00:07:01.280 --> 00:07:02.280]  導師跟你說
[00:07:02.280 --> 00:07:04.280]  是時候到你做組長了
[00:07:04.280 --> 00:07:06.280]  你說我三寶都還沒讀完
[00:07:06.280 --> 00:07:08.280]  就輪到我了嗎
[00:07:08.280 --> 00:07:12.280]  這個就是約書亞所面對的情況
[00:07:12.280 --> 00:07:14.280]  在明年的崇拜
[00:07:14.280 --> 00:07:16.280]  我們將會看約書亞記
[00:07:16.280 --> 00:07:18.280]  所以我今天用約書亞作一個開始
[00:07:18.280 --> 00:07:20.280]  在約書亞記裡面
[00:07:20.280 --> 00:07:21.280]  我想讀這段經文
[00:07:21.280 --> 00:07:22.280]  我們一起讀
[00:07:22.280 --> 00:07:23.280]  我們跳上兩張
[00:07:23.280 --> 00:07:24.280]  再上一張投影片
[00:07:24.280 --> 00:07:26.280]  我們一起讀這兩節的經文
[00:07:26.280 --> 00:07:27.280]  就這兩節的經文
[00:07:27.280 --> 00:07:29.280]  就看見這幾個的斷層
[00:07:29.280 --> 00:07:30.280]  我們一起來讀
[00:07:30.280 --> 00:07:31.280]  一二三
[00:07:31.280 --> 00:08:00.280]  (閩南語)
[00:08:00.280 --> 00:08:02.280]  好
[00:08:02.280 --> 00:08:04.280]  在這段經文裡面
[00:08:04.280 --> 00:08:06.280]  剛才說話的那個不是約書亞
[00:08:06.280 --> 00:08:07.280]  不是摩西
[00:08:07.280 --> 00:08:09.280]  是上帝自己
[00:08:09.280 --> 00:08:11.280]  在這段話裡面
[00:08:11.280 --> 00:08:14.280]  上帝是這段啟示的主角
[00:08:14.280 --> 00:08:16.280]  我們可能來自不同的代制
[00:08:16.280 --> 00:08:17.280]  剛才有四個的年齡層
[00:08:17.280 --> 00:08:18.280]  五個的年齡層
[00:08:18.280 --> 00:08:19.280]  我不知道大家屬於哪一個
[00:08:19.280 --> 00:08:21.280]  不過我想跟大家說
[00:08:21.280 --> 00:08:22.280]  在上帝面前
[00:08:22.280 --> 00:08:24.280]  我們都屬於同一個的年齡層
[00:08:24.280 --> 00:08:27.280]  因為我們都活在上帝的心意裡面
[00:08:27.280 --> 00:08:29.280]  上帝在他的心意裡面
[00:08:29.280 --> 00:08:31.280]  對這裡有三代人
[00:08:31.280 --> 00:08:32.280]  包括摩西這一代
[00:08:32.280 --> 00:08:33.280]  約書亞這一代
[00:08:33.280 --> 00:08:34.280]  還有年輕的一代
[00:08:34.280 --> 00:08:35.280]  都在說話
[00:08:35.280 --> 00:08:37.280]  但在上帝說這三代人的時候
[00:08:37.280 --> 00:08:38.280]  他在說同一代人
[00:08:38.280 --> 00:08:40.280]  他在跟同一代人說
[00:08:40.280 --> 00:08:41.280]  他告訴他們
[00:08:41.280 --> 00:08:43.280]  上帝只有一個的心意
[00:08:43.280 --> 00:08:45.280]  就是這三代人都能夠承受這個心意
[00:08:45.280 --> 00:08:48.280]  就是他們必得這地為業
[00:08:48.280 --> 00:08:50.280]  必得這地為業
[00:08:50.280 --> 00:08:51.280]  當時生命紀
[00:08:51.280 --> 00:08:53.280]  是他們在約旦河的另一邊
[00:08:53.280 --> 00:08:54.280]  將會進入迦南地
[00:08:54.280 --> 00:08:56.280]  將會拿到今天的巴勒斯坦地
[00:08:56.280 --> 00:08:57.280]  拿到今天的以色列地
[00:08:57.280 --> 00:08:59.280]  他們要得那塊地為業
[00:08:59.280 --> 00:09:00.280]  上帝在埃及救他們出來
[00:09:00.280 --> 00:09:02.280]  解決了他們的困苦
[00:09:02.280 --> 00:09:04.280]  讓他們能夠去到一個自己的地方
[00:09:04.280 --> 00:09:06.280]  一個安息的地方
[00:09:06.280 --> 00:09:08.280]  他在跟他們說
[00:09:08.280 --> 00:09:10.280]  當日答應過以色列人的事
[00:09:10.280 --> 00:09:12.280]  今天要出現了
[00:09:12.280 --> 00:09:13.280]  很多時候
[00:09:13.280 --> 00:09:14.280]  我自己想想
[00:09:14.280 --> 00:09:16.280]  香港走過這麼多的日子
[00:09:16.280 --> 00:09:18.280]  過去二百年來
[00:09:18.280 --> 00:09:19.280]  今天有個姐妹
[00:09:19.280 --> 00:09:20.280]  因為會有大會
[00:09:20.280 --> 00:09:22.280]  她發了一個討問給我
[00:09:22.280 --> 00:09:23.280]  她說上帝厚賜了
[00:09:23.280 --> 00:09:25.280]  豐富的財力、人力
[00:09:25.280 --> 00:09:27.280]  給甄福堂
[00:09:27.280 --> 00:09:28.280]  我看見的時候
[00:09:28.280 --> 00:09:29.280]  我都很感動
[00:09:29.280 --> 00:09:30.280]  楊潤光
[00:09:30.280 --> 00:09:31.280]  我真的很少這樣想
[00:09:31.280 --> 00:09:33.280]  但上帝真的厚賜給甄福堂
[00:09:33.280 --> 00:09:36.280]  上帝不單是厚賜給甄福堂
[00:09:36.280 --> 00:09:38.280]  上帝也厚賜給香港
[00:09:38.280 --> 00:09:40.280]  正如我說過
[00:09:40.280 --> 00:09:42.280]  甄福是香港一個神跡
[00:09:42.280 --> 00:09:44.280]  神豐富的神跡
[00:09:44.280 --> 00:09:45.280]  猶如恩典
[00:09:45.280 --> 00:09:47.280]  一直在東方之珠裏
[00:09:47.280 --> 00:09:49.280]  教會裏有很多資源
[00:09:49.280 --> 00:09:51.280]  在香港有很多神學資源
[00:09:51.280 --> 00:09:54.280]  在香港有很多猜拳資源
[00:09:54.280 --> 00:09:57.280]  在我們上一代經歷了文化大革命
[00:09:57.280 --> 00:09:59.280]  十幾年的浩劫的時候
[00:09:59.280 --> 00:10:01.280]  香港是一個避難所
[00:10:01.280 --> 00:10:02.280]  是避秦之地
[00:10:02.280 --> 00:10:04.280]  很多人來到香港的時候
[00:10:04.280 --> 00:10:05.280]  我們早一輩來到香港的時候
[00:10:05.280 --> 00:10:07.280]  得到教育、得到醫療
[00:10:07.280 --> 00:10:08.280]  甚至得到生計
[00:10:08.280 --> 00:10:10.280]  很多受惠於教會的服侍
[00:10:10.280 --> 00:10:11.280]  甚至我們這一代
[00:10:11.280 --> 00:10:12.280]  我們得到永恆的救恩
[00:10:12.280 --> 00:10:15.280]  享受便建立起美好的教會
[00:10:15.280 --> 00:10:17.280]  甄福堂走過了三十八年
[00:10:17.280 --> 00:10:20.280]  就是一個神跡給了我們香港人
[00:10:20.280 --> 00:10:22.280]  我們很多人都是神跡的見證者
[00:10:22.280 --> 00:10:28.280]  今天很開心見到麥太的兒子回來了
[00:10:28.280 --> 00:10:30.280]  麥太是幫我們照顧嬰兒
[00:10:30.280 --> 00:10:31.280]  可能不知道大家認不認識她
[00:10:31.280 --> 00:10:34.280]  大家帶過嬰兒上五樓就應該認識麥太
[00:10:34.280 --> 00:10:35.280]  剛才麥太的女兒告訴我們
[00:10:35.280 --> 00:10:38.280]  她一家三十幾口全部信了主
[00:10:38.280 --> 00:10:39.280]  唯一哥哥還沒信
[00:10:39.280 --> 00:10:41.280]  今天哥哥也回來信了主
[00:10:41.280 --> 00:10:42.280]  我們給他們一點掌聲
[00:10:42.280 --> 00:10:48.280]  三十幾年
[00:10:48.280 --> 00:10:51.280]  上帝在這裏做了很多奇妙的事情
[00:10:51.280 --> 00:10:54.280]  我們都是這些神跡一個一個的見證者
[00:10:54.280 --> 00:10:56.280]  但神很怕我們失去我們的眼界
[00:10:56.280 --> 00:10:57.280]  二百多年過去了
[00:10:57.280 --> 00:11:01.280]  今天我們教會會不會成為一個同鄉會呢
[00:11:01.280 --> 00:11:04.280]  會不會成為一個圍爐取暖的地方呢
[00:11:04.280 --> 00:11:07.280]  二百多年上帝給了香港這麼多的恩典
[00:11:07.280 --> 00:11:11.280]  今天上帝同樣有個心意
[00:11:11.280 --> 00:11:13.280]  期望我們得這地為業
[00:11:13.280 --> 00:11:14.280]  神的心意
[00:11:14.280 --> 00:11:16.280]  一個永恆的心意
[00:11:16.280 --> 00:11:18.280]  很想我們得到這塊地
[00:11:18.280 --> 00:11:20.280]  成為上帝的產業
[00:11:20.280 --> 00:11:22.280]  今天這段經文
[00:11:22.280 --> 00:11:24.280]  上帝講的時候有三代人
[00:11:24.280 --> 00:11:25.280]  我們逐代想想
[00:11:25.280 --> 00:11:27.280]  對我們有什麼啟示有什麼提醒
[00:11:27.280 --> 00:11:29.280]  第一代是摩西的一代
[00:11:29.280 --> 00:11:31.280]  摩西他一代是什麼人呢
[00:11:31.280 --> 00:11:33.280]  我們看看是不是自己這一代
[00:11:33.280 --> 00:11:34.280]  在上帝的心意裏面
[00:11:34.280 --> 00:11:37.280]  摩西他自己不能夠進入應許之地
[00:11:37.280 --> 00:11:38.280]  得這塊地為業
[00:11:38.280 --> 00:11:40.280]  從人的角度
[00:11:40.280 --> 00:11:42.280]  他一生的使命
[00:11:42.280 --> 00:11:45.280]  是領以色列人去到應許之地
[00:11:45.280 --> 00:11:46.280]  不過今天
[00:11:46.280 --> 00:11:48.280]  他快要成就的時候
[00:11:48.280 --> 00:11:50.280]  走到邊緣的時候他進不去
[00:11:50.280 --> 00:11:52.280]  他很遺憾
[00:11:52.280 --> 00:11:54.280]  很多時候我們人生都有很多這些遺憾
[00:11:54.280 --> 00:11:56.280]  我們想做的侍奉
[00:11:56.280 --> 00:11:57.280]  我們做不到
[00:11:57.280 --> 00:11:59.280]  我們設置的目標我們達不到
[00:11:59.280 --> 00:12:01.280]  我們生活很不如意
[00:12:01.280 --> 00:12:03.280]  我們對子女的期望他又不出現
[00:12:03.280 --> 00:12:05.280]  一浪接一浪
[00:12:05.280 --> 00:12:07.280]  婚姻或許令我們都很失望
[00:12:07.280 --> 00:12:08.280]  私封箱困難重重
[00:12:08.280 --> 00:12:10.280]  你好像經常都去不到
[00:12:10.280 --> 00:12:11.280]  你想去到岸邊
[00:12:11.280 --> 00:12:14.280]  四十年四十年你都走不到
[00:12:14.280 --> 00:12:16.280]  這個就是摩西那個景況
[00:12:16.280 --> 00:12:19.280]  走了四十年都去不到應許之地
[00:12:19.280 --> 00:12:21.280]  由他精壯的日子走到他年老的日子
[00:12:21.280 --> 00:12:23.280]  去到年老的日子神跟他說
[00:12:23.280 --> 00:12:25.280]  這塊地不是你進去的
[00:12:25.280 --> 00:12:27.280]  侍奉上困難重重
[00:12:27.280 --> 00:12:28.280]  我們會不會因此
[00:12:28.280 --> 00:12:29.280]  好像摩西這一代
[00:12:29.280 --> 00:12:31.280]  見到香港見到自己的家
[00:12:31.280 --> 00:12:34.280]  見到教會自己很灰心
[00:12:34.280 --> 00:12:35.280]  見到自己的小組
[00:12:35.280 --> 00:12:37.280]  甚至失去信仰呢
[00:12:37.280 --> 00:12:38.280]  但是摩西
[00:12:38.280 --> 00:12:41.280]  他是充滿了另一個的想法
[00:12:41.280 --> 00:12:44.280]  這本書我們選的叫《生命記》
[00:12:44.280 --> 00:12:46.280]  生命即是顧名思義
[00:12:46.280 --> 00:12:48.280]  就是上帝重申他的命令
[00:12:48.280 --> 00:12:50.280]  其實摩西從來沒有失望過
[00:12:50.280 --> 00:12:52.280]  他在邊緣地帶他重申
[00:12:52.280 --> 00:12:55.280]  將他上一代馴服的經歷
[00:12:55.280 --> 00:12:56.280]  或者不馴服的經歷
[00:12:56.280 --> 00:12:58.280]  寫在另一本書
[00:12:58.280 --> 00:13:00.280]  告訴下一代人聽
[00:13:00.280 --> 00:13:01.280]  這個叫《生命記》
[00:13:01.280 --> 00:13:03.280]  因為要進去迦南地的另一代人
[00:13:03.280 --> 00:13:05.280]  他向他重申這個命令
[00:13:05.280 --> 00:13:06.280]  要求他們
[00:13:06.280 --> 00:13:08.280]  其實上一代犯一個錯誤
[00:13:08.280 --> 00:13:09.280]  就是不馴服神
[00:13:09.280 --> 00:13:11.280]  他說你要進去應許之地
[00:13:11.280 --> 00:13:13.280]  你要選擇馴服神
[00:13:13.280 --> 00:13:15.280]  他教導下一代
[00:13:15.280 --> 00:13:17.280]  進入迦南地
[00:13:17.280 --> 00:13:18.280]  進入應許之地
[00:13:18.280 --> 00:13:19.280]  唯有馴服
[00:13:19.280 --> 00:13:22.280]  才能夠享受到這個地方
[00:13:22.280 --> 00:13:24.280]  很多時候
[00:13:24.280 --> 00:13:26.280]  我們好像摩西那樣
[00:13:26.280 --> 00:13:27.280]  去到年紀大了
[00:13:27.280 --> 00:13:30.280]  我們好像沒有Vicky那種能力
[00:13:30.280 --> 00:13:32.280]  那種勇氣
[00:13:32.280 --> 00:13:34.280]  我們可能很怕在教會
[00:13:34.280 --> 00:13:36.280]  在事業裏被遺忘
[00:13:36.280 --> 00:13:38.280]  很怕別人不記得我們
[00:13:38.280 --> 00:13:40.280]  我們變得更加執著
[00:13:40.280 --> 00:13:42.280]  可能變得更加難相處
[00:13:42.280 --> 00:13:44.280]  反而令到侍奉更難更新
[00:13:44.280 --> 00:13:45.280]  我們經常說
[00:13:45.280 --> 00:13:46.280]  以前不是這樣的
[00:13:46.280 --> 00:13:48.280]  以前這樣才可以
[00:13:48.280 --> 00:13:51.280]  我們變得成為了侍奉的左制
[00:13:51.280 --> 00:13:52.280]  但摩西沒有
[00:13:52.280 --> 00:13:53.280]  他反而變通
[00:13:53.280 --> 00:13:55.280]  他將律法重新一次演繹
[00:13:55.280 --> 00:13:56.280]  向新代宣講
[00:13:56.280 --> 00:13:58.280]  我這裏有很多講道
[00:13:58.280 --> 00:13:59.280]  我們都會放在網站
[00:13:59.280 --> 00:14:01.280]  現在分了書卷
[00:14:01.280 --> 00:14:03.280]  不過師母發覺這樣都不夠
[00:14:03.280 --> 00:14:06.280]  她說不如你將講道剪成一分鐘
[00:14:06.280 --> 00:14:07.280]  放在Facebook
[00:14:07.280 --> 00:14:10.280]  你真的剪了一分鐘的講道
[00:14:10.280 --> 00:14:11.280]  放在Facebook
[00:14:11.280 --> 00:14:13.280]  我們發覺真的很多人看
[00:14:13.280 --> 00:14:18.280]  原來我們重新演繹我們的做法
[00:14:18.280 --> 00:14:20.280]  可以吸引另一群人來到神的面前
[00:14:20.280 --> 00:14:23.280]  IG、Thread、Views
[00:14:23.280 --> 00:14:26.280]  這些可能都是我們很不熟悉的媒介
[00:14:26.280 --> 00:14:27.280]  但我們只要向新一代
[00:14:27.280 --> 00:14:30.280]  重新演繹上一代的信服
[00:14:30.280 --> 00:14:32.280]  今天我們要得謝地為業
[00:14:32.280 --> 00:14:34.280]  我們需要有摩西的心智
[00:14:34.280 --> 00:14:38.280]  今年在我們的清朝裏
[00:14:38.280 --> 00:14:39.280]  他們有一個新的主題
[00:14:39.280 --> 00:14:41.280]  他們的新主題叫Back to basics
[00:14:41.280 --> 00:14:43.280]  Seeking the truth
[00:14:43.280 --> 00:14:46.280]  他們很想像我們上一代那樣
[00:14:46.280 --> 00:14:47.280]  再一次尋找聖經
[00:14:47.280 --> 00:14:49.280]  然後馴服在聖經裏
[00:14:49.280 --> 00:14:51.280]  可能他們在人生裏有很多經歷
[00:14:51.280 --> 00:14:52.280]  很多不開心的經歷
