
[00:00:00.000 --> 00:00:05.000]  今日想同大家分享的經文是尼加書第四章
[00:03:52.240 --> 00:03:56.240]  我早前看過一套電影叫做《Darkest Hour》
[00:03:56.240 --> 00:04:01.240]  那套電影是講述邱吉爾在第二次世界大戰的時候
[00:04:01.240 --> 00:04:04.240]  面對邪惡的納粹德國
[00:04:04.240 --> 00:04:06.240]  他有一個很大的掙扎
[00:04:06.240 --> 00:04:08.240]  因為德國開始跟他說
[00:04:08.240 --> 00:04:10.240]  不如我們講和吧
[00:04:10.240 --> 00:04:12.240]  你讓我侵佔了整個歐洲
[00:04:12.240 --> 00:04:16.240]  我就不會跟你有戰爭
[00:04:16.240 --> 00:04:18.240]  在這個掙扎裡
[00:04:18.240 --> 00:04:20.240]  當時邱吉爾作為首相
[00:04:20.240 --> 00:04:24.240]  有很多他的政敵都對他作出攻擊
[00:04:24.240 --> 00:04:26.240]  他很困難
[00:04:26.240 --> 00:04:29.240]  這是他一生最幽暗的時刻
[00:04:29.240 --> 00:04:33.240]  他夠不夠膽跟邪惡的德國開始一場戰爭呢?
[00:04:33.240 --> 00:04:36.240]  香港早期或者近期
[00:04:36.240 --> 00:04:39.240]  我們看到很多很幽暗的時間
[00:04:39.240 --> 00:04:43.240]  我們看到身邊很多的朋友可能離開移民
[00:04:43.240 --> 00:04:45.240]  這個可能對我們都是一個很大的挑戰
[00:04:45.240 --> 00:04:47.240]  特別火災給我們看見
[00:04:47.240 --> 00:04:50.240]  是另一個我們覺得很幽暗的時間
[00:04:50.240 --> 00:04:54.240]  在火災裡面我們看見很多善和惡的掙扎
[00:04:54.240 --> 00:04:58.240]  很多是愛心的彰顯
[00:04:58.240 --> 00:05:00.240]  很多人捐出了很多錢
[00:05:00.240 --> 00:05:02.240]  有很多的菲傭、印傭
[00:05:02.240 --> 00:05:04.240]  他們寧願留在他們的主人身邊
[00:05:04.240 --> 00:05:06.240]  他們都不逃離火場
[00:05:06.240 --> 00:05:09.240]  這些都是令我們很感動的愛心
[00:05:09.240 --> 00:05:11.240]  但又看見很多邪惡的事情
[00:05:11.240 --> 00:05:13.240]  很多的偷工減料
[00:05:13.240 --> 00:05:15.240]  很多的規則的不規範
[00:05:15.240 --> 00:05:18.240]  這些都是在想我們是否能夠調查出來呢?
[00:05:18.240 --> 00:05:23.240]  善與惡好像一時間都出現在我們城市裡面
[00:05:23.240 --> 00:05:25.240]  以致當我們面對聖誕的時候
[00:05:25.240 --> 00:05:27.240]  我們在想我們面對一個什麼的聖誕
[00:05:27.240 --> 00:05:30.240]  有人說我們面對的不是一個紅色的聖誕
[00:05:30.240 --> 00:05:32.240]  而是一個藍色的聖誕
[00:05:32.240 --> 00:05:34.240]  因為我們再一次面對著
[00:05:34.240 --> 00:05:38.240]  我們這個城市一個很幽暗的情況
[00:05:38.240 --> 00:05:41.240]  在我們這個群體裡面
[00:05:41.240 --> 00:05:43.240]  我們在接下來的日子
[00:05:43.240 --> 00:05:45.240]  可能要不斷地陪伴這個城市
[00:05:45.240 --> 00:05:48.240]  面對很多很多次這些幽暗的情況
[00:05:48.240 --> 00:05:50.240]  這些就好像今天這段經文
[00:05:50.240 --> 00:05:53.240]  在第四章所寫的一個以色列人
[00:05:53.240 --> 00:05:56.240]  當時最黑暗的時間
[00:05:56.240 --> 00:06:00.240]  我們這群人可能要陪著這個城市跨越2047
[00:06:00.240 --> 00:06:02.240]  在香港另外那二十年裡面
[00:06:02.240 --> 00:06:04.240]  所謂的五十年不變之後
[00:06:04.240 --> 00:06:07.240]  你們是要面對那個挑戰
[00:06:07.240 --> 00:06:10.240]  香港再一次面對這些幽暗的時候
[00:06:10.240 --> 00:06:14.240]  你們又怎樣去陪這個城市走過呢?
[00:06:14.240 --> 00:06:17.240]  今天在這段經文最即時的背景
[00:06:17.240 --> 00:06:19.240]  剛才大家看到它有三個事態
[00:06:19.240 --> 00:06:21.240]  第一個就是末後的日子
[00:06:21.240 --> 00:06:23.240]  耶和華的電會超過珠山
[00:06:23.240 --> 00:06:26.240]  不過它也在說現在有一個情況
[00:06:26.240 --> 00:06:28.240]  現在有一個情況就是
[00:06:28.240 --> 00:06:31.240]  他們要面對他們生命裡面最黑暗的時間
[00:06:31.240 --> 00:06:33.240]  當時有一段經文是第十節
[00:06:33.240 --> 00:06:36.240]  因為你們必從城裡出去住在田野
[00:06:36.240 --> 00:06:38.240]  你要到巴比倫去
[00:06:38.240 --> 00:06:44.240]  整個國家要被擄去幾千公里之外的一個陌生的城市
[00:06:44.240 --> 00:06:47.240]  他們將會面對一場亡國的戰爭
[00:06:47.240 --> 00:06:51.240]  巴比倫是在舊約一個絕望的代名詞
[00:06:51.240 --> 00:06:53.240]  因為你不能夠再反轉頭了
[00:06:53.240 --> 00:06:55.240]  因為你整個民族將會被毀滅
[00:06:55.240 --> 00:06:57.240]  你所有的親人將會被殺
[00:06:57.240 --> 00:07:00.240]  剩下的你會走上信仰的絕路
[00:07:00.240 --> 00:07:04.240]  這個尼加書當時寫的時候
[00:07:04.240 --> 00:07:06.240]  其實同樣是一篇聖誕的經文
[00:07:06.240 --> 00:07:09.240]  它展示著聖誕的前夕
[00:07:09.240 --> 00:07:11.240]  不過在他當時的境況
[00:07:11.240 --> 00:07:13.240]  希西加當時是君王
[00:07:13.240 --> 00:07:15.240]  他經歷過一個很神奇的拯救
[00:07:15.240 --> 00:07:18.240]  他曾經經歷過上帝在他的城門口
[00:07:18.240 --> 00:07:19.240]  耶路撒冷的門口
[00:07:19.240 --> 00:07:24.240]  一個晚上擊殺了18萬5千亞述軍隊的神蹟
[00:07:24.240 --> 00:07:26.240]  亞述這個帝國在歷史上有寫過
[00:07:26.240 --> 00:07:27.240]  很多的文獻有寫過
[00:07:27.240 --> 00:07:28.240]  可能都跟大家講過
[00:07:28.240 --> 00:07:30.240]  不過自從那一晚之後
[00:07:30.240 --> 00:07:33.240]  亞述帝國不再出現在歷史上
[00:07:33.240 --> 00:07:39.240]  但是希西加他同樣面對著他人生的一個最大的困境
[00:07:39.240 --> 00:07:42.240]  當時的經文有幾個的事態
[00:07:42.240 --> 00:07:45.240]  第一次是一節五節講末後的日子
[00:07:45.240 --> 00:07:46.240]  就是The Days
[00:07:46.240 --> 00:07:47.240]  很多的日子
[00:07:47.240 --> 00:07:49.240]  那個是眾數的日子
[00:07:49.240 --> 00:07:51.240]  一個日子夜話的山會超乎珠山
[00:07:51.240 --> 00:07:53.240]  不過第二個是單數的That Day
[00:07:53.240 --> 00:07:55.240]  一個的末日
[00:07:55.240 --> 00:07:57.240]  在六節八節講到那一天
[00:07:57.240 --> 00:07:59.240]  然後最後講到現在
[00:07:59.240 --> 00:08:02.240]  現在就是當時先知的日子
[00:08:02.240 --> 00:08:05.240]  很想跟大家一起看現在
[00:08:05.240 --> 00:08:09.240]  在現在裡面君王面對著他自己內心的一個巴比倫
[00:08:09.240 --> 00:08:11.240]  內心的一個困境
[00:08:11.240 --> 00:08:13.240]  在剛剛火災的時候
[00:08:13.240 --> 00:08:15.240]  我也面對一個內心的困境
[00:08:15.240 --> 00:08:17.240]  在火災的那一晚
[00:08:17.240 --> 00:08:18.240]  有人打電話來說
[00:08:18.240 --> 00:08:22.240]  家喬,我們教會會不會出一篇的土文
[00:08:22.240 --> 00:08:25.240]  其實出一篇土文是很簡單的事情
[00:08:25.240 --> 00:08:27.240]  不過我當時有一個很大的困境
[00:08:27.240 --> 00:08:30.240]  就是我為什麼要出這篇的土文
[00:08:30.240 --> 00:08:32.240]  是因為恩福堂作為一間教會
[00:08:32.240 --> 00:08:34.240]  要出一篇土文
[00:08:34.240 --> 00:08:37.240]  還是因為我們真的關心災民
[00:08:37.240 --> 00:08:39.240]  要出一篇土文呢
[00:08:39.240 --> 00:08:40.240]  同一篇的土文出去
[00:08:40.240 --> 00:08:42.240]  可能有兩個很不同的心情
[00:08:42.240 --> 00:08:44.240]  甚至有兩個很不同的動機
[00:08:44.240 --> 00:08:46.240]  甚至我們今天的陣災
[00:08:46.240 --> 00:08:47.240]  我們是在說
[00:08:47.240 --> 00:08:49.240]  我們真的要告訴別人
[00:08:49.240 --> 00:08:52.240]  還是我們真的在關心災民呢
[00:08:52.240 --> 00:08:55.240]  或許大家在鄭秀文小姐的經歷裡面
[00:08:55.240 --> 00:08:56.240]  大家聽見
[00:08:56.240 --> 00:08:57.240]  一邊逼一邊逼
[00:08:57.240 --> 00:08:59.240]  為什麼你不捐錢
[00:08:59.240 --> 00:09:02.240]  最後她好像要說捐了多少
[00:09:02.240 --> 00:09:03.240]  到底動機是怎樣呢
[00:09:03.240 --> 00:09:04.240]  還有一件事情
[00:09:04.240 --> 00:09:06.240]  當時我也面對一個這樣的困境
[00:09:06.240 --> 00:09:08.240]  到底我出一篇的土文
[00:09:08.240 --> 00:09:11.240]  到底用意是為了教會好看一點
[00:09:11.240 --> 00:09:14.240]  還是為了關心災民呢
[00:09:14.240 --> 00:09:15.240]  沒有人知道的
[00:09:15.240 --> 00:09:17.240]  這是你自己才知道的事情
[00:09:17.240 --> 00:09:20.240]  希西加當時也是面對一個困境
[00:09:20.240 --> 00:09:24.240]  他才知道為什麼你們整個民族會落到巴比倫
[00:09:24.240 --> 00:09:27.240]  他說現在的一個困境
[00:09:27.240 --> 00:09:28.240]  在9-11節說
[00:09:28.240 --> 00:09:30.240]  現在你為何大聲呼喊呢
[00:09:30.240 --> 00:09:31.240]  你中間沒有君王
[00:09:31.240 --> 00:09:32.240]  你都謀事滅絕
[00:09:32.240 --> 00:09:33.240]  以致騰通抓住你
[00:09:33.240 --> 00:09:35.240]  如臨產的婦人嗎
[00:09:35.240 --> 00:09:37.240]  錫安娜你要騰動生產
[00:09:37.240 --> 00:09:38.240]  彷彿臨產的婦人
[00:09:38.240 --> 00:09:40.240]  因為你必從城裡出來
[00:09:40.240 --> 00:09:41.240]  住在田野
[00:09:41.240 --> 00:09:43.240]  你要到巴比倫去
[00:09:43.240 --> 00:09:45.240]  現在很多國家聚集攻擊你說
[00:09:45.240 --> 00:09:46.240]  若錫安被玷污
[00:09:46.240 --> 00:09:49.240]  讓我們親眼看見
[00:09:49.240 --> 00:09:50.240]  這段經文是在說
[00:09:50.240 --> 00:09:53.240]  以色列人你已經不能反轉頭了
[00:09:53.240 --> 00:09:55.240]  你要進入巴比倫
[00:09:55.240 --> 00:09:56.240]  不是因為你們沒有君王
[00:09:56.240 --> 00:09:58.240]  不是因為你們沒有謀事
[00:09:58.240 --> 00:09:59.240]  而是因為當時希西加王
[00:09:59.240 --> 00:10:03.240]  他在內心做了一個錯誤的決定
[00:10:03.240 --> 00:10:05.240]  聖經說希西加王是一個很特別的君王
[00:10:05.240 --> 00:10:06.240]  或者大家看他的時候
[00:10:06.240 --> 00:10:08.240]  他是一生高低起跌的君王
[00:10:08.240 --> 00:10:10.240]  我未見過一個君王
[00:10:10.240 --> 00:10:12.240]  在他生命裡經歷這麼多屬靈的起伏
[00:10:12.240 --> 00:10:14.240]  在他中年的時候
[00:10:14.240 --> 00:10:16.240]  他曾經患上重病
[00:10:16.240 --> 00:10:19.240]  先知爾賽亞預言他必定要死
[00:10:19.240 --> 00:10:21.240]  如果先知預言他必定要死
[00:10:21.240 --> 00:10:23.240]  基本上是不能回頭的事情
[00:10:23.240 --> 00:10:26.240]  不過聖經記載希西加當時大為震驚
[00:10:26.240 --> 00:10:30.240]  聖經說他當時面朝於牆痛哭
[00:10:30.240 --> 00:10:32.240]  他感覺到自己雖然君王
[00:10:32.240 --> 00:10:34.240]  都是血肉之軀
[00:10:34.240 --> 00:10:36.240]  早前在北京閱兵的時候
[00:10:36.240 --> 00:10:39.240]  有人收到普京和習近平說
[00:10:39.240 --> 00:10:41.240]  如果我們藉著器官的移植
[00:10:41.240 --> 00:10:43.240]  可以活到永永遠遠
[00:10:43.240 --> 00:10:46.240]  聽到這句話的時候都挺恐怖
[00:10:46.240 --> 00:10:48.240]  我聽到好像秦始皇在世
[00:10:48.240 --> 00:10:52.240]  叫徐福去日本找些長生不老的藥
[00:10:52.240 --> 00:10:53.240]  不過他今天不用去日本
[00:10:53.240 --> 00:10:55.240]  他打算藉著器官的移植
[00:10:55.240 --> 00:10:57.240]  活到永永遠遠
[00:10:57.240 --> 00:10:59.240]  當時習近平就跟他說
[00:10:59.240 --> 00:11:00.240]  人的壽命都沒有這麼長
[00:11:00.240 --> 00:11:02.240]  一百五十年左右
[00:11:02.240 --> 00:11:05.240]  其實這兩個人的對話
[00:11:05.240 --> 00:11:07.240]  我們看到即使高高在上的人
[00:11:07.240 --> 00:11:11.240]  跟我們一樣都敵不過病患困境的軟弱和恐懼
[00:11:11.240 --> 00:11:13.240]  他們都想用很多方法
[00:11:13.240 --> 00:11:16.240]  去超越這些限制
[00:11:16.240 --> 00:11:18.240]  聖經說神將人的生命
[00:11:18.240 --> 00:11:20.240]  最多限在一百二十年裡面
[00:11:20.240 --> 00:11:21.240]  不是因為我們沒有器官移植
[00:11:21.240 --> 00:11:23.240]  聖經是說因為神的靈
[00:11:23.240 --> 00:11:26.240]  不是永遠住在他們的裡面
[00:11:26.240 --> 00:11:29.240]  我們只能夠活到最多一百二十年
[00:11:29.240 --> 00:11:31.240]  我們看到人大概都是這個年紀
[00:11:31.240 --> 00:11:34.240]  大概七十八十已經是我們的限制
[00:11:34.240 --> 00:11:37.240]  但當時希西加面對這個限制的時候
[00:11:37.240 --> 00:11:39.240]  他不是打算器官移植
[00:11:39.240 --> 00:11:40.240]  他向耶和華禱告
[00:11:40.240 --> 00:11:43.240]  神加添了他的壽數十五年
[00:11:43.240 --> 00:11:45.240]  甚至神當時答應他
[00:11:45.240 --> 00:11:48.240]  會在亞述人手裡面保護耶路撒冷
[00:11:48.240 --> 00:11:50.240]  神為了堅固希西加的信心
[00:11:50.240 --> 00:11:52.240]  他將日軌向後移了十度
[00:11:52.240 --> 00:11:53.240]  這是天文的神蹟
[00:11:53.240 --> 00:11:56.240]  去肯定希西加的信心
[00:11:56.240 --> 00:11:58.240]  日軌向後移了十度是一個什麼經歷呢
[00:11:58.240 --> 00:12:00.240]  我估計若果從我的認知
[00:12:00.240 --> 00:12:03.240]  地球停止了轉動然後向後再轉過
[00:12:03.240 --> 00:12:05.240]  我想整個的潮汐都會很混亂
[00:12:05.240 --> 00:12:06.240]  若果不是上帝的保守
[00:12:06.240 --> 00:12:09.240]  我想像不到這個天文現象是怎樣發生
[00:12:09.240 --> 00:12:11.240]  但上帝令它發生
[00:12:11.240 --> 00:12:14.240]  希西加當時經歷了個人的救恩
[00:12:14.240 --> 00:12:16.240]  經歷過不可思議的神蹟
[00:12:16.240 --> 00:12:18.240]  他的信心大為堅固
[00:12:18.240 --> 00:12:20.240]  不過在這件事之後
[00:12:20.240 --> 00:12:22.240]  他立刻大大的跌倒
[00:12:22.240 --> 00:12:23.240]  因為在這件事之後
[00:12:23.240 --> 00:12:24.240]  聖經記載巴比倫王的使者
[00:12:24.240 --> 00:12:26.240]  知道希西加病好
[00:12:26.240 --> 00:12:28.240]  他千里迢迢送禮物給希西加
[00:12:28.240 --> 00:12:30.240]  因為巴比倫和希西加中間
[00:12:30.240 --> 00:12:33.240]  隔了一個強大的帝國叫亞述
[00:12:33.240 --> 00:12:36.240]  所以巴比倫和希西加很想結連
[00:12:36.240 --> 00:12:37.240]  所以他送禮物來
[00:12:37.240 --> 00:12:39.240]  知道他病得痊癒
[00:12:39.240 --> 00:12:41.240]  以《塞爾維亞書》39章1-8節記載
[00:12:41.240 --> 00:12:42.240]  他說
[00:12:42.240 --> 00:12:45.240]  那時巴拉旦的兒子巴比倫王米羅
[00:12:45.240 --> 00:12:48.240]  到巴拉旦聽見希西加病得痊癒
[00:12:48.240 --> 00:12:50.240]  就信書信和禮物給他
[00:12:50.240 --> 00:12:52.240]  希西加歡喜見使者
[00:12:52.240 --> 00:12:55.240]  就將自己寶庫裡的金紙銀紙香料
[00:12:55.240 --> 00:12:59.240]  貴重的膏油和他軍器庫庫裡的一切兵器
[00:12:59.240 --> 00:13:02.240]  以及他所有的財寶都給他們看
[00:13:02.240 --> 00:13:04.240]  在他家中和全國之內
[00:13:04.240 --> 00:13:07.240]  希西加沒有一樣不給他們看的
[00:13:07.240 --> 00:13:08.240]  於是
[00:13:08.240 --> 00:13:10.240]  以塞爾維亞書才知道希西加王那裡去對他說
[00:13:10.240 --> 00:13:12.240]  這些人說了些什麼
[00:13:12.240 --> 00:13:14.240]  他們從哪裡來見你
[00:13:14.240 --> 00:13:15.240]  希西加說
[00:13:15.240 --> 00:13:17.240]  他們從遠方的巴比倫來見我
[00:13:17.240 --> 00:13:18.240]  以塞爾維亞書
[00:13:18.240 --> 00:13:20.240]  他們在你家裡看見了什麼
[00:13:20.240 --> 00:13:21.240]  希西加說
[00:13:21.240 --> 00:13:22.240]  凡我家中所有的
[00:13:22.240 --> 00:13:24.240]  他們都看見了
[00:13:24.240 --> 00:13:26.240]  我財寶中沒有一樣東西
[00:13:26.240 --> 00:13:28.240]  不給他們看的
[00:13:28.240 --> 00:13:30.240]  以塞爾維亞書對希西加說
[00:13:30.240 --> 00:13:31.240]  以塞爾維亞書對希西加說
[00:13:31.240 --> 00:13:33.240]  你要聽萬軍之爺的話
[00:13:33.240 --> 00:13:34.240]  以塞爾維亞書
[00:13:34.240 --> 00:13:35.240]  看那日子將到
[00:13:35.240 --> 00:13:36.240]  凡你家裡所有的
[00:13:36.240 --> 00:13:39.240]  定你祖先積蓄到如今的一切
[00:13:39.240 --> 00:13:41.240]  都要被老道巴比倫去
[00:13:41.240 --> 00:13:42.240]  不留下一樣
[00:13:42.240 --> 00:13:45.240]  從你本身所生的孩子
[00:13:45.240 --> 00:13:49.240]  其中必有被老道巴比倫皇宮當太監的
[00:13:49.240 --> 00:13:50.240]  以塞爾維亞書對希西加說
[00:13:50.240 --> 00:13:51.240]  你所說的爺爺的話甚好
[00:13:51.240 --> 00:13:53.240]  因為他想在我有生之年
[00:13:53.240 --> 00:13:55.240]  必有太平和安穩
[00:13:55.240 --> 00:13:58.240]  一個很悲劇的經歷
[00:13:58.240 --> 00:14:00.240]  其實以塞爾維亞書對他說
[00:14:00.240 --> 00:14:01.240]  你基本上將會絕後
[00:14:01.240 --> 00:14:03.240]  因為你本身所生的孩子
[00:14:03.240 --> 00:14:06.240]  會老道巴比倫去當太監
[00:14:06.240 --> 00:14:08.240]  米羅達巴拉旦是當時中東
[00:14:08.240 --> 00:14:10.240]  唯一一個有實力的君王
[00:14:10.240 --> 00:14:13.240]  可以聯同希西加對抗亞述
[00:14:13.240 --> 00:14:15.240]  希西加看見他的使者就很開心
[00:14:15.240 --> 00:14:16.240]  因為他覺得
[00:14:16.240 --> 00:14:18.240]  他藉著他的財富
[00:14:18.240 --> 00:14:19.240]  他有很多的財富
[00:14:19.240 --> 00:14:21.240]  他再依靠北方的盟友
[00:14:21.240 --> 00:14:23.240]  他能夠對付亞述
[00:14:23.240 --> 00:14:25.240]  當他病的時候
[00:14:25.240 --> 00:14:26.240]  沒有東西可以救他
[00:14:26.240 --> 00:14:28.240]  他依靠耶和華
[00:14:28.240 --> 00:14:29.240]  當他病好了之後
[00:14:29.240 --> 00:14:31.240]  他有很多東西可以依靠
[00:14:31.240 --> 00:14:33.240]  他忘記了耶和華
[00:14:33.240 --> 00:14:37.240]  他只依靠一個愛邦敬拜偶像的君王
[00:14:37.240 --> 00:14:38.240]  才斥責他
[00:14:38.240 --> 00:14:40.240]  預言他的一切
[00:14:40.240 --> 00:14:41.240]  連他的後裔
[00:14:41.240 --> 00:14:43.240]  將會被老道巴比倫
[00:14:43.240 --> 00:14:45.240]  希西加的說話可能有些不負責任
[00:14:45.240 --> 00:14:46.240]  他說在我有生之年
[00:14:46.240 --> 00:14:48.240]  必有太平和安穩
[00:14:48.240 --> 00:14:49.240]  不過聖經說到
[00:14:49.240 --> 00:14:50.240]  在他有生之年
[00:14:50.240 --> 00:14:54.240]  亞述王會來毀滅基本上他所有的一切
[00:14:54.240 --> 00:14:56.240]  所以以上亞氣39章
[00:14:56.240 --> 00:14:57.240]  去到第40章的時候
[00:14:57.240 --> 00:14:58.240]  有一句金句
[00:14:58.240 --> 00:14:59.240]  我們可能都很熟悉
[00:14:59.240 --> 00:15:02.240]  但那等候耶和華的必從身得力
[00:15:02.240 --> 00:15:05.240]  如英輾刺上藤
[00:15:05.240 --> 00:15:11.240]  希西加正正是這句金句所指控的偶像
[00:15:11.240 --> 00:15:13.240]  希西加沒有等候耶和華
[00:15:13.240 --> 00:15:16.240]  他只有等候巴比倫人
[00:15:16.240 --> 00:15:17.240]  所以這句說話對著他說
[00:15:17.240 --> 00:15:19.240]  你沒有等候耶和華
[00:15:19.240 --> 00:15:21.240]  但等候耶和華的
[00:15:21.240 --> 00:15:23.240]  才能夠從身得力
[00:15:23.240 --> 00:15:27.240]  你等候著人對你的安穩
[00:15:27.240 --> 00:15:29.240]  所以在希西加的有生之年
[00:15:29.240 --> 00:15:30.240]  亞述王來到
[00:15:30.240 --> 00:15:32.240]  其實他沒有完全的太平和安穩
[00:15:32.240 --> 00:15:34.240]  雖然他夢神拯救
[00:15:34.240 --> 00:15:35.240]  但他的拯救
[00:15:35.240 --> 00:15:38.240]  就正如以上書一章八節開頭所說
[00:15:38.240 --> 00:15:40.240]  救出來如瓜田中的茅屋
[00:15:40.240 --> 00:15:42.240]  猶如被圍困的城
[00:15:42.240 --> 00:15:44.240]  在這裡提醒我們
[00:15:44.240 --> 00:15:47.240]  不是每個人都可以做朋友
[00:15:47.240 --> 00:15:49.240]  在這裡特別提醒我們
[00:15:49.240 --> 00:15:52.240]  當我們自己有個盼望
[00:15:52.240 --> 00:15:53.240]  有個困難
[00:15:53.240 --> 00:15:55.240]  有個巴比倫要面對的時候
[00:15:55.240 --> 00:15:57.240]  不是每一個朋友來到
[00:15:57.240 --> 00:15:58.240]  他都有一個答案
[00:15:58.240 --> 00:16:00.240]  或者那些朋友帶著禮物
[00:16:00.240 --> 00:16:01.240]  帶著書信
[00:16:01.240 --> 00:16:02.240]  帶著問候
[00:16:02.240 --> 00:16:03.240]  帶著合同來
[00:16:03.240 --> 00:16:04.240]  但如果這些朋友
[00:16:04.240 --> 00:16:05.240]  這些關係
[00:16:05.240 --> 00:16:07.240]  令你不親近神
[00:16:07.240 --> 00:16:08.240]  令你離開神
[00:16:08.240 --> 00:16:10.240]  這些不是你的朋友
[00:16:10.240 --> 00:16:11.240]  哥林多前書五章九節說
[00:16:11.240 --> 00:16:12.240]  淫亂的人
[00:16:12.240 --> 00:16:15.240]  你不可以和他做朋友
[00:16:15.240 --> 00:16:18.240]  聖經說原來我們的相交是有界限的
[00:16:18.240 --> 00:16:21.240]  你可以成為他一個的
[00:16:21.240 --> 00:16:24.240]  你可以成為他一個的朋友
[00:16:24.240 --> 00:16:26.240]  去規勸他不要犯罪
[00:16:26.240 --> 00:16:27.240]  但不可以成為朋友
[00:16:27.240 --> 00:16:29.240]  不可以相交這個字
[00:16:29.240 --> 00:16:32.240]  相交這個字是用三個複合詞組成的
[00:16:32.240 --> 00:16:34.240]  就是一起向上和混合
[00:16:34.240 --> 00:16:35.240]  如果淫亂的人來到你
[00:16:35.240 --> 00:16:37.240]  你不能和他一起向上
[00:16:37.240 --> 00:16:39.240]  我們同心合意覺得這件事OK
[00:16:39.240 --> 00:16:41.240]  然後和他混合在一起
[00:16:41.240 --> 00:16:42.240]  越來越開心
[00:16:42.240 --> 00:16:43.240]  彼此有交接
[00:16:43.240 --> 00:16:47.240]  希西加正是和巴比倫人相交
[00:16:47.240 --> 00:16:51.240]  反映了他內心對外邦勢力和對財富的倚靠
[00:16:51.240 --> 00:16:55.240]  以致神對他們的國家必定敗亡
[00:16:55.240 --> 00:16:57.240]  今日也提醒我們
[00:16:57.240 --> 00:17:00.240]  我們所有的盼望不是來自人
[00:17:00.240 --> 00:17:01.240]  當他是淫亂的人
[00:17:01.240 --> 00:17:02.240]  說謊的人
[00:17:02.240 --> 00:17:03.240]  分黨的人
[00:17:03.240 --> 00:17:04.240]  來到我們裡面
[00:17:04.240 --> 00:17:08.240]  要和我們一起混合相交向上的時候
[00:17:08.240 --> 00:17:10.240]  我們不能夠和他們一起
[00:17:10.240 --> 00:17:13.240]  因為這個會帶來毀滅性的結局
[00:17:13.240 --> 00:17:15.240]  我們交朋友
[00:17:15.240 --> 00:17:17.240]  或者我們結識朋友
[00:17:17.240 --> 00:17:20.240]  成為好朋友是有界限的
[00:17:20.240 --> 00:17:24.240]  當時以色列在這件事之後
[00:17:24.240 --> 00:17:26.240]  必定要下到巴比倫
[00:17:26.240 --> 00:17:29.240]  所以要和大家看中間哪個日子
[00:17:29.240 --> 00:17:30.240]  單數的日子
[00:17:30.240 --> 00:17:32.240]  六至九節
[00:17:32.240 --> 00:17:33.240]  而話說在那一天
[00:17:33.240 --> 00:17:34.240]  很特別
[00:17:34.240 --> 00:17:36.240]  耶和華在懲罰他的時候
[00:17:36.240 --> 00:17:39.240]  基本上和尼加書差不多的日子
[00:17:39.240 --> 00:17:41.240]  或者尼加書遲一點的日子
[00:17:41.240 --> 00:17:42.240]  在那一天
[00:17:42.240 --> 00:17:44.240]  我必聚集攸退的召集被趕逐的
[00:17:44.240 --> 00:17:46.240]  以及我所懲治的人
[00:17:46.240 --> 00:17:48.240]  我要使攸退的成為愚民
[00:17:48.240 --> 00:17:51.240]  使被趕到遠方的成為強盛之國
[00:17:51.240 --> 00:17:53.240]  耶和華要在錫安山作王治理他們
[00:17:53.240 --> 00:17:55.240]  從今直到永遠
[00:17:55.240 --> 00:17:57.240]  你以德台錫安的山岡
[00:17:57.240 --> 00:17:59.240]  先前的權柄必歸給你
[00:17:59.240 --> 00:18:02.240]  耶路撒冷的國權必將歸還
