
[00:00:00.000 --> 00:00:04.400]  各位親愛的姐妹 各位朋友 主佑平安
[00:06:38.200 --> 00:06:48.200]  我雖然自由,不受任何人管轄,卻讓自己成為所有人的奴僕,好贏得更多的人。
[00:06:48.200 --> 00:06:52.200]  保羅一開始在這個剖白裡面
[00:06:52.200 --> 00:06:56.200]  他講到自己本來有一個自由的地位
[00:06:56.200 --> 00:06:59.200]  但他為了贏得更多的人
[00:06:59.200 --> 00:07:02.200]  他主動選擇放棄這個自由的地位
[00:07:02.200 --> 00:07:04.200]  這個自由的地位其實是什麼呢
[00:07:04.200 --> 00:07:07.200]  其實我理解有三層的意思
[00:07:07.200 --> 00:07:09.200]  第一,一個最普遍的意思
[00:07:09.200 --> 00:07:14.200]  一般地講到沒有做過別人的奴僕
[00:07:14.200 --> 00:07:16.200]  這就叫做自由
[00:07:16.200 --> 00:07:18.200]  所以你看到他這句說話原本下一句
[00:07:18.200 --> 00:07:22.200]  就是講到不受任何人管轄的意思
[00:07:22.200 --> 00:07:26.200]  聖經的另一個地方都講到這個最普遍對自由的理解
[00:07:26.200 --> 00:07:29.200]  例如約翰福音8章33節
[00:07:29.200 --> 00:07:31.200]  當耶穌教導眾人
[00:07:31.200 --> 00:07:34.200]  真理必叫你們得自由的時候
[00:07:34.200 --> 00:07:36.200]  當時的聽眾就
[00:07:36.200 --> 00:07:37.200]  有沒有搞錯啊
[00:07:37.200 --> 00:07:39.200]  你說沒有自由要靠真理才得自由
[00:07:39.200 --> 00:07:41.200]  我不用靠真理才得自由
[00:07:41.200 --> 00:07:44.200]  因為我從來沒有做過別人的奴僕
[00:07:44.200 --> 00:07:47.200]  所以在那些人的邏輯
[00:07:47.200 --> 00:07:49.200]  他們的反應裡面
[00:07:49.200 --> 00:07:51.200]  看到他們的邏輯就是
[00:07:51.200 --> 00:07:53.200]  沒有做過別人的奴僕就自由
[00:07:53.200 --> 00:07:57.200]  這個就是講到一個一般性的理解
[00:07:57.200 --> 00:07:59.200]  你不需要有什麼特殊地位
[00:07:59.200 --> 00:08:01.200]  都會擁有這個自由身份
[00:08:01.200 --> 00:08:06.200]  但這個當然不是當耶穌說
[00:08:06.200 --> 00:08:09.200]  真理必叫你得自由的那個自由的意思
[00:08:09.200 --> 00:08:11.200]  那自由可以是為什麼呢
[00:08:11.200 --> 00:08:14.200]  自由原來可以進一步是指到
[00:08:14.200 --> 00:08:17.200]  當時某一種獨特的身份
[00:08:17.200 --> 00:08:18.200]  不是一般的身份
[00:08:18.200 --> 00:08:20.200]  羅馬公民的身份
[00:08:20.200 --> 00:08:22.200]  從史道行傳我們看到
[00:08:22.200 --> 00:08:24.200]  保羅就有這個身份
[00:08:24.200 --> 00:08:26.200]  這個羅馬公民的身份
[00:08:26.200 --> 00:08:30.200]  讓人能夠擁有獨特的法律保障地位
[00:08:30.200 --> 00:08:32.200]  例如獲得公平的審訊
[00:08:32.200 --> 00:08:35.200]  未經審判定罪就不用受刑
[00:08:35.200 --> 00:08:36.200]  但你聽聽
[00:08:36.200 --> 00:08:39.200]  這些都叫做獨特的法律保障地位
[00:08:39.200 --> 00:08:42.200]  從今天的文明標準來說
[00:08:42.200 --> 00:08:45.200]  其實這些應該是人人都有的權利
[00:08:45.200 --> 00:08:48.200]  不過當時的確就是這樣
[00:08:48.200 --> 00:08:53.200]  的確不是一般百姓都能夠擁有這些法律保障
[00:08:53.200 --> 00:08:57.200]  而當保羅被猶太人陷害
[00:08:57.200 --> 00:08:59.200]  他說要上告凱撒
[00:08:59.200 --> 00:09:02.200]  曾經被一個千夫長去審訊他
[00:09:02.200 --> 00:09:05.200]  保羅就跟這個千夫長說
[00:09:05.200 --> 00:09:06.200]  你不要亂來
[00:09:06.200 --> 00:09:07.200]  我是羅馬公民
[00:09:07.200 --> 00:09:09.200]  你不要鞭打我
[00:09:09.200 --> 00:09:12.200]  我生來就是羅馬公民
[00:09:12.200 --> 00:09:16.200]  這個千夫長聽到非常驚訝
[00:09:16.200 --> 00:09:20.200]  因為這個千夫長用了很多錢才換到這個身份
[00:09:20.200 --> 00:09:22.200]  由此可見
[00:09:22.200 --> 00:09:26.200]  如果保羅說到這樣的自由地位
[00:09:26.200 --> 00:09:29.200]  說到一個這麼珍貴的身份
[00:09:29.200 --> 00:09:32.200]  我們就更進一步去理解他放下了什麼
[00:09:32.200 --> 00:09:35.200]  最後保羅再說
[00:09:35.200 --> 00:09:37.200]  其實這裡的自由的意思
[00:09:37.200 --> 00:09:40.200]  我們也可以理解為
[00:09:40.200 --> 00:09:45.200]  當時保羅寫給一班在希臘半島裡的哥林多人
[00:09:45.200 --> 00:09:51.200]  他們秉持著希臘哲學的文化去理解什麼叫自由
[00:09:51.200 --> 00:09:54.200]  希臘哲學去講自由的意思就是自由意志
[00:09:54.200 --> 00:09:59.200]  就是講到人可以運用自己的抉擇能力
[00:09:59.200 --> 00:10:02.200]  去做任何的想法和決定
[00:10:02.200 --> 00:10:06.200]  原來保羅在哥林多前書第六到第十章
[00:10:06.200 --> 00:10:10.200]  就是環繞著這種自由意志去討論信仰
[00:10:10.200 --> 00:10:15.200]  基督徒究竟是可以怎樣去運用自己的自由意志
[00:10:15.200 --> 00:10:18.200]  第六章開始
[00:10:18.200 --> 00:10:24.200]  他講到基督徒可以怎樣運用自由意志去管理自己的身體
[00:10:24.200 --> 00:10:29.200]  第七章開始就講到基督徒可以怎樣運用自由意志
[00:10:29.200 --> 00:10:33.200]  去在婚姻和獨身之間作決擇
[00:10:33.200 --> 00:10:37.200]  第八章開始到現在我們讀的第九章一直到第十章
[00:10:37.200 --> 00:10:44.200]  就是講到基督徒應該怎樣運用自由意志去考慮吃什麼
[00:10:44.200 --> 00:10:48.200]  那些祭過偶像的食物能不能吃進肚子裡
[00:10:48.200 --> 00:10:51.200]  在這個大段落六至十章裡
[00:10:51.200 --> 00:10:56.200]  保羅用了兩句差不多一樣的話去夾住整個段落
[00:10:56.200 --> 00:11:00.200]  去作為他的引言和總結
[00:11:00.200 --> 00:11:04.200]  第六章十二節說所有的事我都可以做
[00:11:04.200 --> 00:11:06.200]  但不是全部都有益處
[00:11:06.200 --> 00:11:08.200]  所有的事我都可以做
[00:11:08.200 --> 00:11:11.200]  但我不會受到他的克制
[00:11:11.200 --> 00:11:15.200]  然後到第十章尾作為大段落的總結
[00:11:15.200 --> 00:11:18.200]  就講到所有的事我都可以做
[00:11:18.200 --> 00:11:19.200]  但並非都有益處
[00:11:19.200 --> 00:11:22.200]  跟第六章十二節完全一樣
[00:11:22.200 --> 00:11:24.200]  他就說所有的事我都可以做
[00:11:24.200 --> 00:11:26.200]  但並非都造就人
[00:11:26.200 --> 00:11:29.200]  他講到自由要想別人
[00:11:29.200 --> 00:11:32.200]  誰都不要尋求自己的好處
[00:11:32.200 --> 00:11:36.200]  而要尋求別人的好處
[00:11:36.200 --> 00:11:37.200]  從這兩句話可見
[00:11:37.200 --> 00:11:41.200]  保羅認為自由其實要有兩方面的向導去思考
[00:11:41.200 --> 00:11:46.200]  第一就是free from evil restrictions
[00:11:46.200 --> 00:11:50.200]  你的生命是不受克制的
[00:11:50.200 --> 00:11:53.200]  不受克制特別是講到罪惡的克制
[00:11:53.200 --> 00:11:55.200]  另外一個層面講到這個自由
[00:11:55.200 --> 00:11:57.200]  我們比較少想的就是
[00:11:57.200 --> 00:11:59.200]  你喜歡做什麼就做什麼
[00:11:59.200 --> 00:12:01.200]  那你會用來做什麼呢
[00:12:01.200 --> 00:12:04.200]  freedom for 什麼呢
[00:12:04.200 --> 00:12:09.200]  這裡講到就是freedom for others interest
[00:12:09.200 --> 00:12:15.200]  我們的自由是用來為人的好處去付出的
[00:12:15.200 --> 00:12:19.200]  保羅對自由的體會是發人深省的
[00:12:19.200 --> 00:12:25.200]  今日普世價值認為自由是一個不能干犯的人權
[00:12:25.200 --> 00:12:28.200]  不要鬥他 人一定要有自由
[00:12:28.200 --> 00:12:31.200]  不過我們很少去問
[00:12:31.200 --> 00:12:34.200]  我們往往行使自由用來做什麼呢
[00:12:34.200 --> 00:12:40.200]  可能是為了自我膨脹 自我中心
[00:12:40.200 --> 00:12:44.200]  可能是為了令我們感覺良好
[00:12:44.200 --> 00:12:47.200]  我喜歡做什麼就做什麼
[00:12:47.200 --> 00:12:50.200]  最重要別人社會不要管我
[00:12:50.200 --> 00:12:52.200]  我喜歡做什麼就做什麼
[00:12:52.200 --> 00:12:59.200]  但結果這種自由只會為這個世界社會帶來更大的混亂和墮落
[00:12:59.200 --> 00:13:04.200]  但聖經講這個自由其實不是在講一個權利
[00:13:04.200 --> 00:13:08.200]  是在講一個生命情操的狀態
[00:13:08.200 --> 00:13:13.200]  我們怎樣行使自由去為人設想
[00:13:13.200 --> 00:13:20.200]  自由最崇高的表達方法原來是捨己
[00:13:20.200 --> 00:13:23.200]  親愛的兄弟姐妹
[00:13:23.200 --> 00:13:26.200]  或者原來日本宣教的歷史
[00:13:26.200 --> 00:13:31.200]  在這個權利 捨己 自由的功課裏面
[00:13:31.200 --> 00:13:35.200]  都交過沉重的學費
[00:13:35.200 --> 00:13:40.200]  在1549年500多年前
[00:13:40.200 --> 00:13:43.200]  天主教耶穌會的傳教士聖方濟 沙忽略
[00:13:43.200 --> 00:13:46.200]  San Francisco Savior就去到日本
[00:13:46.200 --> 00:13:49.200]  正式啟動了日本宣教的歷史
[00:13:49.200 --> 00:13:53.200]  他創造了一個叫本土化的宣教策略
[00:13:53.200 --> 00:13:56.200]  讓福音能夠融入當地的文化
[00:13:56.200 --> 00:13:58.200]  去攝取當地的文化
[00:13:58.200 --> 00:14:01.200]  信仰和當地的文化產生一個互動的關係
[00:14:01.200 --> 00:14:06.200]  去形成一個本土化的教會 禮儀 神學等等
[00:14:06.200 --> 00:14:10.200]  但同一時間也透過這個方式互動的關係
[00:14:10.200 --> 00:14:13.200]  讓當地原本的文化因為信仰的進入
[00:14:13.200 --> 00:14:15.200]  去提高文化的素質
[00:14:15.200 --> 00:14:20.200]  越以淨化 越來越合乎上帝的樣式
[00:14:20.200 --> 00:14:22.200]  他的宣教工作其實很成功
[00:14:22.200 --> 00:14:25.200]  短短兩年間 他1549年到
[00:14:25.200 --> 00:14:28.200]  兩年後日本已經有成千個信徒
[00:14:28.200 --> 00:14:32.200]  加上當時手握日本政治實權的一個領袖
[00:14:32.200 --> 00:14:36.200]  叫做織田信長 差不多是全國領袖
[00:14:36.200 --> 00:14:40.200]  他對天主教採取一個非常歡迎的態度
[00:14:40.200 --> 00:14:42.200]  所以天主教發展得很迅速
[00:14:42.200 --> 00:14:45.200]  歷史學者甚至相信那段期間
[00:14:45.200 --> 00:14:49.200]  日本信徒的人口曾經高達6%
[00:14:49.200 --> 00:14:51.200]  到今時今日香港
[00:14:51.200 --> 00:14:54.200]  定期每個禮拜的返教會的基督徒也沒有6%
[00:14:54.200 --> 00:14:56.200]  這個數目不能說得少
[00:14:56.200 --> 00:14:59.200]  甚至某些地區 例如大阪
[00:14:59.200 --> 00:15:04.200]  甚至有可能去到50%都是信徒
[00:15:04.200 --> 00:15:08.200]  不過這個薩忽略留在日本兩年
[00:15:08.200 --> 00:15:10.200]  然後就離開了 去了中國宣教
[00:15:10.200 --> 00:15:14.200]  天主教留在日本 什麼環境呢
[00:15:14.200 --> 00:15:18.200]  這個天主教在日本的影響力
[00:15:18.200 --> 00:15:21.200]  很快就變成政治角力的火頭
[00:15:21.200 --> 00:15:27.200]  因為當時有些地域的領主
[00:15:27.200 --> 00:15:30.200]  他們就是信神道教和道教
[00:15:30.200 --> 00:15:33.200]  但又有些地域的領主就信天主教
[00:15:33.200 --> 00:15:35.200]  他們彼此互相攻擊
[00:15:35.200 --> 00:15:40.200]  加上當時外國葡萄牙通商的人
[00:15:40.200 --> 00:15:44.200]  也去販賣日本人做奴隸
[00:15:44.200 --> 00:15:48.200]  所以日本內部的政府對於這些外來的事情
[00:15:48.200 --> 00:15:50.200]  是相當之敏感
[00:15:50.200 --> 00:15:54.200]  後來這個織田信長還死了
[00:15:54.200 --> 00:15:57.200]  接任的人叫風神秀吉
[00:15:57.200 --> 00:16:04.200]  他在1587年正式發出驅逐傳教士的命令
[00:16:04.200 --> 00:16:06.200]  不過還沒有大規模迫害天主教
[00:16:06.200 --> 00:16:11.200]  在九年後 後來有一個外國的船隻
[00:16:11.200 --> 00:16:13.200]  他的船長就跟當地的日本人說
[00:16:13.200 --> 00:16:19.200]  我們西班牙人其實就是用傳教士來征服你們日本人
[00:16:19.200 --> 00:16:22.200]  這樣說話就死定了
[00:16:22.200 --> 00:16:25.200]  因為這個說笑的說話
[00:16:25.200 --> 00:16:28.200]  後來真的傳給風神秀吉聽到
[00:16:28.200 --> 00:16:34.200]  然後就嚴謹地勒令禁止這個宗教
[00:16:34.200 --> 00:16:39.200]  不過當時另外一個天主教的差會
[00:16:39.200 --> 00:16:42.200]  叫方濟國會沒有理會這個禁令
[00:16:42.200 --> 00:16:44.200]  繼續傳教
[00:16:44.200 --> 00:16:51.200]  一年之後風神秀吉就下令殺死了26個教徒
[00:16:51.200 --> 00:16:54.200]  其中6個是西方的傳教士
[00:16:54.200 --> 00:16:56.200]  3個是日本的傳教士
[00:16:56.200 --> 00:17:03.200]  也有17個日本當地的信徒在長期被處死
[00:17:03.200 --> 00:17:09.200]  這個歷史事件被稱為26聖人殉教事件
[00:17:09.200 --> 00:17:11.200]  過了十多年之後
[00:17:11.200 --> 00:17:14.200]  日本的政權又再易守
[00:17:14.200 --> 00:17:16.200]  去到江戶幕府的時代
[00:17:16.200 --> 00:17:19.200]  就正式全面禁教
[00:17:19.200 --> 00:17:23.200]  如果你看過幾年前有一套電影叫做沉默
[00:17:23.200 --> 00:17:28.200]  馬田史高西斯拍的時代的日本歷史
[00:17:28.200 --> 00:17:34.200]  就是禁教之後整個日本被冰封禁教250年
[00:17:34.200 --> 00:17:45.200]  其實就是源於當時日本16世紀中葉處於戰亂的時代
[00:17:45.200 --> 00:17:46.200]  內部很動盪
[00:17:46.200 --> 00:17:51.200]  而外國的勢力也都叫日本內部相當懷疑
[00:17:51.200 --> 00:17:53.200]  特別是在政治裏面的人
[00:17:53.200 --> 00:17:58.200]  如果從事宣教工作的人對於這種處境敏感度不足
[00:17:58.200 --> 00:18:02.200]  仍然只是堅持自己宣教的權利
[00:18:02.200 --> 00:18:06.200]  結果捲入了政治漩渦都不自知
[00:18:06.200 --> 00:18:13.200]  釀成的悲劇是可以換來200多年的禁教歷史
[00:18:13.200 --> 00:18:14.200]  求主幫助我們
[00:18:14.200 --> 00:18:16.200]  讓我們去學習保羅
[00:18:16.200 --> 00:18:20.200]  放下自己的權利地位
[00:18:20.200 --> 00:18:22.200]  那份屬靈的情操
[00:18:22.200 --> 00:18:26.200]  盼望我們能夠讓我們的生命勝在更多的人
[00:18:26.200 --> 00:18:28.200]  贏得更多的人
[00:18:28.200 --> 00:18:31.200]  我們一起去看20到22節
[00:18:31.200 --> 00:18:32.200]  我們一起讀
[00:18:32.200 --> 00:18:36.200]  對猶太人打出來
[00:18:36.200 --> 00:18:40.200]  對猶太人我就成為像猶太人
[00:18:40.200 --> 00:18:42.200]  好贏得猶太人
[00:18:42.200 --> 00:18:44.200]  對律法之下的人
[00:18:44.200 --> 00:18:46.200]  我雖然自己不在律法之下
[00:18:46.200 --> 00:18:49.200]  還是成為像律法之下的人
[00:18:49.200 --> 00:18:51.200]  好贏得律法之下的人
[00:18:51.200 --> 00:18:53.200]  對在律法以外的人
[00:18:53.200 --> 00:18:56.200]  我就成為像在律法以外的人
[00:18:56.200 --> 00:18:59.200]  好贏得在律法以外的人
[00:18:59.200 --> 00:19:02.200]  其實我不是在神的律法以外
[00:19:02.200 --> 00:19:04.200]  而是在基督的律法之下
[00:19:04.200 --> 00:19:05.200]  對軟弱的人
[00:19:05.200 --> 00:19:07.200]  我就成為軟弱的人
[00:19:07.200 --> 00:19:09.200]  好贏得軟弱的人
[00:19:09.200 --> 00:19:10.200]  對什麼樣的人
[00:19:10.200 --> 00:19:12.200]  我就作什麼樣的人
[00:19:12.200 --> 00:19:15.200]  無論如何我一定要救一些人
[00:19:15.200 --> 00:19:20.200]  剛才保羅在第十九節說到自己為了贏得更多的人
[00:19:20.200 --> 00:19:23.200]  主動放棄自己本來擁有的自由地位
[00:19:23.200 --> 00:19:26.200]  讓自己成為所有人眾人的奴僕
[00:19:26.200 --> 00:19:28.200]  現在保羅繼續說
[00:19:28.200 --> 00:19:32.200]  他自己怎樣履行眾人奴僕的身份
[00:19:32.200 --> 00:19:35.200]  去進入到不同的人裏面
[00:19:35.200 --> 00:19:37.200]  去成為他們的幫助
[00:19:37.200 --> 00:19:39.200]  進入到不同的人對象
[00:19:39.200 --> 00:19:41.200]  福音對象的世界
[00:19:41.200 --> 00:19:43.200]  首先說到對猶太人
[00:19:43.200 --> 00:19:45.200]  保羅說自己都會像猶太人
[00:19:45.200 --> 00:19:46.200]  認得猶太人
[00:19:46.200 --> 00:19:48.200]  接著說到對律法之下的人
[00:19:48.200 --> 00:19:50.200]  他都是像律法之下的人
[00:19:50.200 --> 00:19:52.200]  為了認得他們
[00:19:52.200 --> 00:19:54.200]  接著說到律法之外的人
[00:19:54.200 --> 00:19:57.200]  他都好像那些律法之外的人
[00:19:57.200 --> 00:19:58.200]  這樣認得他們
[00:19:58.200 --> 00:20:01.200]  接著到最後說到對軟弱的人
[00:20:01.200 --> 00:20:02.200]  保羅就特別說到
[00:20:02.200 --> 00:20:03.200]  沒有了個象字
[00:20:03.200 --> 00:20:04.200]  要留意
[00:20:04.200 --> 00:20:06.200]  保羅就成為軟弱的人
[00:20:06.200 --> 00:20:09.200]  為了贏得軟弱的人
[00:20:09.200 --> 00:20:11.200]  這個段落有幾點要留意
[00:20:11.200 --> 00:20:13.200]  第一 你不妨停一停想一想
[00:20:13.200 --> 00:20:15.200]  可以去下一頁
[00:20:15.200 --> 00:20:18.200]  保羅說自己像猶太人
[00:20:18.200 --> 00:20:20.200]  他其實是猶太人
[00:20:20.200 --> 00:20:22.200]  那何來像猶太人呢
[00:20:22.200 --> 00:20:23.200]  他言下之
[00:20:23.200 --> 00:20:25.200]  其實他在說自己
[00:20:25.200 --> 00:20:27.200]  連自己猶太人的身份
[00:20:27.200 --> 00:20:29.200]  都可以在神面前放下
[00:20:29.200 --> 00:20:30.200]  為什麼呢
[00:20:30.200 --> 00:20:32.200]  因為他知道自己
[00:20:32.200 --> 00:20:36.200]  在向萬民萬族普世宣教的亮光之下
[00:20:36.200 --> 00:20:39.200]  他有一個比猶太人更重要的身份
[00:20:39.200 --> 00:20:41.200]  就是眾人奴僕的身份
[00:20:41.200 --> 00:20:45.200]  是超越族裔的限制
[00:20:45.200 --> 00:20:50.200]  接著他再說律法之下的人
[00:20:50.200 --> 00:20:51.200]  那你又要想
[00:20:51.200 --> 00:20:54.200]  其實律法之下的人不就是猶太人嗎
[00:20:54.200 --> 00:20:56.200]  那為什麼他無端端再說一次呢
[00:20:56.200 --> 00:20:57.200]  其實不是的
[00:20:57.200 --> 00:20:59.200]  這裡說到律法之下的人
