
[00:00:00.000 --> 00:00:07.000]  我今天要講的題目是「入獄的提醒」
[00:04:17.000 --> 00:04:18.000]  我們這樣禱告
[00:04:18.000 --> 00:04:20.000]  奉耶穌基督名祈求
[00:04:20.000 --> 00:04:22.000]  阿們
[00:04:22.000 --> 00:04:24.000]  交代一下背景
[00:04:24.000 --> 00:04:26.000]  如果你有印象
[00:04:26.000 --> 00:04:28.000]  上次Watchman說到
[00:04:28.000 --> 00:04:32.000]  也是在說耶穌在鑄棚節的時候
[00:04:32.000 --> 00:04:34.000]  發生了一些事情
[00:04:34.000 --> 00:04:36.000]  在鑄棚節
[00:04:36.000 --> 00:04:38.000]  耶穌公開宣告
[00:04:38.000 --> 00:04:40.000]  祂是活水的存源
[00:04:40.000 --> 00:04:42.000]  過了鑄棚節之後
[00:04:42.000 --> 00:04:45.000]  耶穌又公開地說祂是世界的光
[00:04:45.000 --> 00:04:47.000]  在耶穌的時代
[00:04:47.000 --> 00:04:49.000]  鑄棚節的期間
[00:04:49.000 --> 00:04:52.000]  的而且確有些儀式跟水有關
[00:04:52.000 --> 00:04:54.000]  如果你上次記得Watchman說到的時候
[00:04:54.000 --> 00:04:56.000]  應該還記得
[00:04:56.000 --> 00:04:59.000]  但其實不只是有水的儀式
[00:04:59.000 --> 00:05:00.000]  也有一些點燈
[00:05:00.000 --> 00:05:03.000]  很多燈台燈光的儀式
[00:05:03.000 --> 00:05:05.000]  大家可以想像一下
[00:05:05.000 --> 00:05:08.000]  耶穌就在這樣的節期裡
[00:05:08.000 --> 00:05:11.000]  祂在表達祂是活水
[00:05:11.000 --> 00:05:13.000]  祂是真光
[00:05:13.000 --> 00:05:16.000]  其實對當時人來說是挺大的衝擊
[00:05:16.000 --> 00:05:19.000]  甚至耶穌當時是挺挑機的
[00:05:19.000 --> 00:05:21.000]  這樣的表達
[00:05:21.000 --> 00:05:23.000]  而光在約翰福音
[00:05:23.000 --> 00:05:26.000]  是其中一個很重要的主題
[00:05:26.000 --> 00:05:29.000]  光來到這個世界
[00:05:29.000 --> 00:05:32.000]  世界卻不接受光
[00:05:32.000 --> 00:05:34.000]  光來到世界
[00:05:34.000 --> 00:05:36.000]  要光照黑暗的事情
[00:05:36.000 --> 00:05:39.000]  將隱藏的事要顯出來
[00:05:39.000 --> 00:05:43.000]  將不正確的事要糾正
[00:05:43.000 --> 00:05:47.000]  就在這個光照黑暗的背景之下
[00:05:47.000 --> 00:05:49.000]  耶穌就開始指出一個
[00:05:49.000 --> 00:05:51.000]  更深層的黑暗
[00:05:51.000 --> 00:05:53.000]  不是在外在的
[00:05:53.000 --> 00:05:56.000]  而是人內心的黑暗
[00:05:56.000 --> 00:05:59.000]  當時一班宗教領袖
[00:05:59.000 --> 00:06:01.000]  其實對耶穌已經有很多的不滿
[00:06:01.000 --> 00:06:04.000]  甚至很想殺了祂
[00:06:04.000 --> 00:06:07.000]  在剛才讀的31節
[00:06:07.000 --> 00:06:09.000]  耶穌就說
[00:06:09.000 --> 00:06:12.000]  祂在跟一些信的猶太人說
[00:06:12.000 --> 00:06:14.000]  其實挺難得的
[00:06:14.000 --> 00:06:15.000]  很多猶太人
[00:06:15.000 --> 00:06:16.000]  包括宗教領袖
[00:06:16.000 --> 00:06:18.000]  不是很喜歡耶穌
[00:06:18.000 --> 00:06:20.000]  難得仍然有一部分猶太人
[00:06:20.000 --> 00:06:23.000]  願意信耶穌跟從祂
[00:06:23.000 --> 00:06:27.000]  不過耶穌也很清楚地在說
[00:06:27.000 --> 00:06:29.000]  跟祂的人
[00:06:29.000 --> 00:06:31.000]  只是信
[00:06:31.000 --> 00:06:33.000]  不是只是一個信徒
[00:06:33.000 --> 00:06:36.000]  而是應該有一個守神的道
[00:06:36.000 --> 00:06:37.000]  是一個門徒
[00:06:37.000 --> 00:06:39.000]  是一個願望的道
[00:06:39.000 --> 00:06:42.000]  耶穌不是在說兩種程度的信
[00:06:42.000 --> 00:06:45.000]  而是指出這一班信的人
[00:06:45.000 --> 00:06:48.000]  他們只是逗留在認同的階段
[00:06:48.000 --> 00:06:50.000]  未去到毀身和行道
[00:06:50.000 --> 00:06:53.000]  做門徒的階段
[00:06:53.000 --> 00:06:56.000]  的確是有一班猶太人是信的
[00:06:56.000 --> 00:07:01.000]  但是其實他們未真正成為門徒
[00:07:01.000 --> 00:07:03.000]  他們的生活行為
[00:07:03.000 --> 00:07:05.000]  他們的生活和信仰
[00:07:05.000 --> 00:07:08.000]  未必達到一致
[00:07:08.000 --> 00:07:10.000]  接著耶穌還要說
[00:07:10.000 --> 00:07:12.000]  真正的門徒會守他的道
[00:07:12.000 --> 00:07:14.000]  會接受真理
[00:07:14.000 --> 00:07:16.000]  簡單來說就是接受耶穌
[00:07:16.000 --> 00:07:18.000]  接受耶穌的教導
[00:07:18.000 --> 00:07:21.000]  而真理是使他們得自由
[00:07:21.000 --> 00:07:23.000]  我們聽到這句話
[00:07:23.000 --> 00:07:24.000]  從小聽到大
[00:07:24.000 --> 00:07:26.000]  真理使人得自由
[00:07:26.000 --> 00:07:27.000]  沒有什麼特別
[00:07:27.000 --> 00:07:29.000]  很合理
[00:07:29.000 --> 00:07:31.000]  但是猶太人聽起來
[00:07:31.000 --> 00:07:32.000]  就很難受
[00:07:32.000 --> 00:07:34.000]  對他們來說很衝擊
[00:07:34.000 --> 00:07:37.000]  特別是真理使人得自由
[00:07:37.000 --> 00:07:40.000]  是衝擊他們的身份
[00:07:40.000 --> 00:07:42.000]  甚至他們的價值觀
[00:07:42.000 --> 00:07:44.000]  為什麼這樣說呢
[00:07:44.000 --> 00:07:46.000]  當他們一聽到自由
[00:07:46.000 --> 00:07:48.000]  他們就很敏感
[00:07:48.000 --> 00:07:52.000]  他們認為奴隸才是一個沒有自由的人
[00:07:52.000 --> 00:07:53.000]  我們是屬神的選民
[00:07:53.000 --> 00:07:56.000]  怎麼會是奴隸呢
[00:07:56.000 --> 00:07:58.000]  再加上耶穌說
[00:07:58.000 --> 00:08:00.000]  上帝在千多年前
[00:08:00.000 --> 00:08:01.000]  已經釋放了以色列人
[00:08:01.000 --> 00:08:05.000]  從埃及圍魯之地釋放了他們
[00:08:05.000 --> 00:08:08.000]  他們不再是奴隸了
[00:08:08.000 --> 00:08:11.000]  猶太人認為自己是亞伯拉罕的後裔
[00:08:11.000 --> 00:08:13.000]  是神的選民
[00:08:13.000 --> 00:08:15.000]  是屬神的子民
[00:08:15.000 --> 00:08:18.000]  他們不是奴隸這麼低下的人
[00:08:18.000 --> 00:08:20.000]  是一群尊貴的人
[00:08:20.000 --> 00:08:23.000]  甚至他們跟撒瑪利亞人不一樣
[00:08:23.000 --> 00:08:24.000]  如果我們看後一點
[00:08:24.000 --> 00:08:27.000]  他們在41節也有說
[00:08:27.000 --> 00:08:30.000]  撒瑪利亞人是淫亂所生的
[00:08:30.000 --> 00:08:31.000]  但我們是希伯來人
[00:08:31.000 --> 00:08:33.000]  純種的猶太人
[00:08:33.000 --> 00:08:36.000]  我們的身份地位是不一樣的
[00:08:36.000 --> 00:08:38.000]  所以他們很激動
[00:08:38.000 --> 00:08:40.000]  聽到他們覺得沒有自由
[00:08:40.000 --> 00:08:41.000]  怎麼會呢
[00:08:41.000 --> 00:08:43.000]  這些事情
[00:08:43.000 --> 00:08:44.000]  他們聽到的時候
[00:08:44.000 --> 00:08:47.000]  很衝擊他們的身份和價值
[00:08:47.000 --> 00:08:50.000]  因為他們認為屬神這個身份
[00:08:50.000 --> 00:08:52.000]  是一個尊貴的身份
[00:08:52.000 --> 00:08:55.000]  也是他們最大的安全感
[00:08:55.000 --> 00:08:57.000]  現在耶穌好像在說他們
[00:08:57.000 --> 00:09:01.000]  還在圍魯之地成為奴隸奴役
[00:09:01.000 --> 00:09:03.000]  所以他們很反感
[00:09:03.000 --> 00:09:06.000]  但耶穌來就是要衝擊他們的身份
[00:09:06.000 --> 00:09:09.000]  價值觀和安全感
[00:09:09.000 --> 00:09:10.000]  因為光來到
[00:09:10.000 --> 00:09:14.000]  是要將黑暗的事顯明
[00:09:14.000 --> 00:09:16.000]  猶太人以為靠著傳統
[00:09:16.000 --> 00:09:18.000]  他們的血緣
[00:09:18.000 --> 00:09:21.000]  宗教的傳統
[00:09:21.000 --> 00:09:23.000]  他們的血緣和血統
[00:09:23.000 --> 00:09:25.000]  屬靈的遺產
[00:09:25.000 --> 00:09:30.000]  就可以成為屬神的子民
[00:09:30.000 --> 00:09:33.000]  我們再看這班人
[00:09:33.000 --> 00:09:37.000]  他們不單是靠這些屬靈的傳統
[00:09:37.000 --> 00:09:39.000]  或者宗教的遺產
[00:09:39.000 --> 00:09:41.000]  覺得他們就是屬神的子民
[00:09:41.000 --> 00:09:45.000]  他們甚至認為他們不是奴隸
[00:09:45.000 --> 00:09:47.000]  不過他們有這個想法
[00:09:47.000 --> 00:09:49.000]  也不是很正確
[00:09:49.000 --> 00:09:51.000]  他們認為我是阿巴拉罕子孫
[00:09:51.000 --> 00:09:53.000]  就不是奴隸
[00:09:53.000 --> 00:09:56.000]  就不是奴隸的後裔
[00:09:56.000 --> 00:09:58.000]  但其實想清楚一點
[00:09:58.000 --> 00:10:01.000]  以色列人真的做過奴隸
[00:10:01.000 --> 00:10:03.000]  就像剛才說過的最出名
[00:10:03.000 --> 00:10:04.000]  在埃及裏面
[00:10:04.000 --> 00:10:06.000]  曾經被圍魯
[00:10:06.000 --> 00:10:09.000]  但其實不止這樣
[00:10:09.000 --> 00:10:12.000]  當亞述要去攻打以色列的時候
[00:10:12.000 --> 00:10:15.000]  也有一班人被圍魯到亞述
[00:10:15.000 --> 00:10:18.000]  當巴比倫再攻打猶大國的時候
[00:10:18.000 --> 00:10:24.000]  也有一班人被圍魯到巴比倫
[00:10:24.000 --> 00:10:25.000]  還有
[00:10:25.000 --> 00:10:27.000]  波斯希臘甚至當時
[00:10:27.000 --> 00:10:28.000]  在耶穌的時代
[00:10:28.000 --> 00:10:33.000]  當時羅馬帝國也是在統治一班以色列人
[00:10:33.000 --> 00:10:38.000]  以色列人仍然是一班被壓制的一群
[00:10:38.000 --> 00:10:42.000]  地位身份都是低一個層次
[00:10:42.000 --> 00:10:45.000]  是被受壓的一群
[00:10:45.000 --> 00:10:48.000]  今天仍然是被罪捆綁
[00:10:48.000 --> 00:10:52.000]  甚至乎仍然被很多宗教的規條
[00:10:52.000 --> 00:10:56.000]  安息有很多的規條所捆綁著的生命
[00:10:56.000 --> 00:10:59.000]  其實猶太人仍然未認清楚
[00:10:59.000 --> 00:11:03.000]  自己的屬靈生命的真相
[00:11:03.000 --> 00:11:07.000]  他們好像不太記得自己這個現況
[00:11:07.000 --> 00:11:11.000]  其實他們仍然被羅馬人奴役
[00:11:11.000 --> 00:11:14.000]  被很多舊約的規條所捆綁著
[00:11:14.000 --> 00:11:18.000]  他們好像不太清楚自己的現況
[00:11:18.000 --> 00:11:21.000]  他們仍然逗留在舊陣史
[00:11:21.000 --> 00:11:25.000]  阿伯拉罕時代的美好的時光
[00:11:25.000 --> 00:11:27.000]  舊陣史那些東西
[00:11:27.000 --> 00:11:30.000]  Good old days那些東西
[00:11:30.000 --> 00:11:34.000]  就好像生活在兩個平行時空
[00:11:34.000 --> 00:11:37.000]  明明正在被壓制
[00:11:37.000 --> 00:11:39.000]  明明沒有自由
[00:11:39.000 --> 00:11:45.000]  但他們仍然覺得每一件事都很美好
[00:11:45.000 --> 00:11:49.000]  光來到世界要照明黑暗的事
[00:11:49.000 --> 00:11:53.000]  耶穌要一針見血地跟這些猶太人說
[00:11:53.000 --> 00:11:55.000]  要醒了
[00:11:55.000 --> 00:11:57.000]  不要再有那麼多的幻想
[00:11:57.000 --> 00:11:59.000]  那麼多的FF
[00:11:59.000 --> 00:12:02.000]  你們根本就不自由
[00:12:02.000 --> 00:12:07.000]  甚至你們根本都不是真的那麼相信我
[00:12:07.000 --> 00:12:10.000]  不是真的那麼想跟我
[00:12:10.000 --> 00:12:16.000]  這些猶太人的屬靈生命仍然在黑暗的裏面
[00:12:16.000 --> 00:12:18.000]  他們以為真正的自由
[00:12:18.000 --> 00:12:22.000]  就是他們有一個屬神子民的身份
[00:12:22.000 --> 00:12:28.000]  但其實這個身份不能夠給他們自由
[00:12:28.000 --> 00:12:32.000]  一開始說到其實都很難得
[00:12:32.000 --> 00:12:36.000]  竟然還有一班猶太人去跟隨耶穌
[00:12:36.000 --> 00:12:39.000]  但耶穌是要揭開這班人的真面目
[00:12:39.000 --> 00:12:44.000]  其實都很冒險和很趕客
[00:12:44.000 --> 00:12:48.000]  但耶穌一點都不留情面
[00:12:48.000 --> 00:12:51.000]  說出一個很到肉的提醒
[00:12:51.000 --> 00:12:58.000]  耶穌來到就要將真相告訴別人
[00:12:58.000 --> 00:13:02.000]  真相不只是逗留在認同
[00:13:02.000 --> 00:13:05.000]  或者相信表層的相信
[00:13:05.000 --> 00:13:10.000]  是一個要去行道和衛生的相信
[00:13:10.000 --> 00:13:13.000]  猶太人本著他宗教的傳統
[00:13:13.000 --> 00:13:14.000]  屬靈的遺傳
[00:13:14.000 --> 00:13:16.000]  以為自己就是屬神的人
[00:13:16.000 --> 00:13:18.000]  逼夢神喜悅
[00:13:18.000 --> 00:13:20.000]  但耶穌卻是很赤裸地
[00:13:20.000 --> 00:13:24.000]  將猶太人屬靈的生命景況揭示出來
[00:13:24.000 --> 00:13:27.000]  他們其實仍然在黑暗裏面
[00:13:27.000 --> 00:13:32.000]  他們不是一班跟隨耶穌的門徒
[00:13:32.000 --> 00:13:37.000]  弟子們,我們是一班基督徒
[00:13:37.000 --> 00:13:39.000]  基督徒的身份
[00:13:39.000 --> 00:13:41.000]  我們都有屬靈的遺傳
[00:13:41.000 --> 00:13:44.000]  我們都有參與不同宗教的儀式
[00:13:44.000 --> 00:13:51.000]  原來這些都不是代表我們是一個跟隨耶穌的門徒
[00:13:51.000 --> 00:13:53.000]  作為基督徒
[00:13:53.000 --> 00:13:55.000]  我們信仰的背景
[00:13:55.000 --> 00:13:56.000]  回教會的年日
[00:13:56.000 --> 00:13:59.000]  甚至是侍奉的崗位
[00:13:59.000 --> 00:14:03.000]  這些事情未必能夠讓我們成為屬神的人
[00:14:03.000 --> 00:14:06.000]  夢神喜悅的人
[00:14:06.000 --> 00:14:10.000]  耶穌要的是一個門徒
[00:14:10.000 --> 00:14:15.000]  我不知道今天我們的屬靈生命的景況又是怎樣呢?
[00:14:15.000 --> 00:14:23.000]  我們又有沒有將聖經的教導能夠行出在我們的日常生活裏面呢?
[00:14:23.000 --> 00:14:27.000]  如果我們覺得這班猶太人真的很不濟
[00:14:27.000 --> 00:14:29.000]  其實如果誠實一點看
[00:14:29.000 --> 00:14:35.000]  會不會我們也有跟這班猶太人有類似的狀況呢?
[00:14:35.000 --> 00:14:41.000]  我們有沒有恃著自己也有一些屬靈的遺產
[00:14:41.000 --> 00:14:44.000]  屬靈的遺傳去過我們的生活呢?
[00:14:44.000 --> 00:14:45.000]  例如
[00:14:45.000 --> 00:14:48.000]  我也是信二代
[00:14:48.000 --> 00:14:51.000]  我也回教會很久了
[00:14:51.000 --> 00:14:53.000]  我也有侍奉
[00:14:53.000 --> 00:14:57.000]  甚至乎我也有侍奉人員的標誌
[00:14:57.000 --> 00:15:05.000]  我們是否覺得我們可以是一個跟隨耶穌的門徒呢?
[00:15:05.000 --> 00:15:12.000]  或者我們會不會停留在那些舊時美好的時光
[00:15:12.000 --> 00:15:14.000]  那些Good old days裏面
[00:15:14.000 --> 00:15:16.000]  舊時我怎樣怎樣
[00:15:16.000 --> 00:15:18.000]  舊時我有多火熱
[00:15:18.000 --> 00:15:20.000]  舊時我也多追求過
[00:15:20.000 --> 00:15:23.000]  我也儲了不少的屬靈遺產
[00:15:23.000 --> 00:15:28.000]  都覺得我可以呢?
[00:15:28.000 --> 00:15:31.000]  我又分享一下我自己的見證
[00:15:31.000 --> 00:15:36.000]  我自己信了主很多年
[00:15:36.000 --> 00:15:38.000]  我十八歲信耶穌
[00:15:38.000 --> 00:15:40.000]  記不記得
[00:15:40.000 --> 00:15:42.000]  今天我的新朋友又再次講見證
[00:15:42.000 --> 00:15:44.000]  十八歲信耶穌
[00:15:44.000 --> 00:15:47.000]  初初信耶穌很熱心回教會
[00:15:47.000 --> 00:15:49.000]  我記得我前一天回教會
[00:15:49.000 --> 00:15:51.000]  一個星期是回四天教會
[00:15:51.000 --> 00:15:54.000]  星期二晚是祈禱會
[00:15:54.000 --> 00:15:58.000]  星期三晚放學是學生的茶經
[00:15:58.000 --> 00:16:01.000]  星期六下午是學生的團契
[00:16:01.000 --> 00:16:05.000]  星期日是崇拜家番主教學
[00:16:05.000 --> 00:16:08.000]  那時很忙的
[00:16:08.000 --> 00:16:10.000]  不知道你們有沒有印象
[00:16:10.000 --> 00:16:14.000]  你們以前在青少部暑假的階段也是這樣
[00:16:14.000 --> 00:16:16.000]  你有沒有印象?
[00:16:16.000 --> 00:16:18.000]  那時暑假我經常跟你們說
[00:16:18.000 --> 00:16:21.000]  你怎麼在這裡?經常在十二樓見到你
[00:16:21.000 --> 00:16:23.000]  好像比上班更忙
[00:16:23.000 --> 00:16:25.000]  很忙很忙很忙
[00:16:25.000 --> 00:16:27.000]  那時也是這樣回教會
[00:16:27.000 --> 00:16:29.000]  很熱心,好像你們一樣
[00:16:29.000 --> 00:16:31.000]  後來出來工作
[00:16:31.000 --> 00:16:33.000]  工作越來越忙
[00:16:33.000 --> 00:16:35.000]  忙到團契少了
[00:16:35.000 --> 00:16:38.000]  雖然教會仍然有侍奉
[00:16:38.000 --> 00:16:41.000]  但是很慣性的侍奉
[00:16:41.000 --> 00:16:43.000]  例如例行公事
[00:16:43.000 --> 00:16:45.000]  有時我聽到你們這樣說
[00:16:45.000 --> 00:16:48.000]  很累啊侍奉,侍奉好像什麼?
[00:16:48.000 --> 00:16:51.000]  多上一份工作
[00:16:51.000 --> 00:16:54.000]  甚至我也會承認
[00:16:54.000 --> 00:16:56.000]  當時的所謂侍奉
[00:16:56.000 --> 00:16:59.000]  可能也是因著一些title
[00:16:59.000 --> 00:17:02.000]  因著我有這個侍奉的崗位
[00:17:02.000 --> 00:17:03.000]  有這個title
[00:17:03.000 --> 00:17:06.000]  令我覺得自己比較有安全感
[00:17:06.000 --> 00:17:09.000]  在神的裡面好像有些渣拿
[00:17:09.000 --> 00:17:11.000]  但其實很老實說
[00:17:11.000 --> 00:17:15.000]  我和上帝也是有段距離
[00:17:15.000 --> 00:17:19.000]  當自己越來越投入工作
[00:17:19.000 --> 00:17:22.000]  其實越來越少回教會
[00:17:22.000 --> 00:17:25.000]  後來我自己也停止侍奉
[00:17:25.000 --> 00:17:26.000]  不用別人停止我侍奉
[00:17:26.000 --> 00:17:29.000]  我自己停止侍奉
[00:17:29.000 --> 00:17:31.000]  雖然不用侍奉
[00:17:31.000 --> 00:17:32.000]  繼續崇拜
[00:17:32.000 --> 00:17:37.000]  但其實心也不是那麼平安
[00:17:37.000 --> 00:17:40.000]  甚至上帝很多時候也提醒我
[00:17:40.000 --> 00:17:42.000]  不要這樣
[00:17:42.000 --> 00:17:44.000]  要回來教會
[00:17:44.000 --> 00:17:47.000]  不過我真的試過和上帝這樣說
[00:17:47.000 --> 00:17:51.000]  天父,我侍奉了你這麼多年
[00:17:51.000 --> 00:17:52.000]  在我年輕的日子
[00:17:52.000 --> 00:17:55.000]  我追求了你這麼多
[00:17:55.000 --> 00:17:58.000]  我現在工作很美好
[00:17:58.000 --> 00:18:01.000]  可不可以讓我過自己的生活?
[00:18:01.000 --> 00:18:04.000]  可不可以放下你一會兒?
[00:18:04.000 --> 00:18:06.000]  我想過自己的生活
[00:18:06.000 --> 00:18:13.000]  就好像兒童部以前有存貼紙換禮物
[00:18:13.000 --> 00:18:15.000]  就好像我和上帝說
[00:18:15.000 --> 00:18:19.000]  上帝,我小時候存了很多貼紙
[00:18:19.000 --> 00:18:20.000]  我夠了
[00:18:20.000 --> 00:18:21.000]  我夠換禮物了
[00:18:21.000 --> 00:18:22.000]  我想停止了
[00:18:22.000 --> 00:18:23.000]  我不想再追求了
[00:18:23.000 --> 00:18:26.000]  不想這麼火熱
[00:18:26.000 --> 00:18:30.000]  後來我轉來恩福堂聚會
[00:18:30.000 --> 00:18:31.000]  我也是這樣想的
[00:18:31.000 --> 00:18:34.000]  我就是想做一個星期日的基督徒
[00:18:34.000 --> 00:18:36.000]  不要搞我了,侍奉
[00:18:36.000 --> 00:18:38.000]  多好啊,回來團契
[00:18:38.000 --> 00:18:41.000]  有人帶我查經,有組長
[00:18:41.000 --> 00:18:44.000]  多美麗和奇妙
[00:18:44.000 --> 00:18:47.000]  就好像我星期日的崇拜
[00:18:47.000 --> 00:18:49.000]  你行了基督徒的義務
[00:18:49.000 --> 00:18:50.000]  就已經很足夠
[00:18:50.000 --> 00:18:52.000]  其他的我不想再管
[00:18:52.000 --> 00:18:55.000]  我很想有自己的生活
[00:18:55.000 --> 00:18:57.000]  我不知道,頂枝妹
[00:18:57.000 --> 00:19:02.000]  你會不會也有我曾經的想法呢?
[00:19:02.000 --> 00:19:04.000]  但是天父要的是
[00:19:04.000 --> 00:19:10.000]  我們要在生活裡活出一個門徒的生活
[00:19:10.000 --> 00:19:12.000]  如果這些屬靈的遺傳
[00:19:12.000 --> 00:19:14.000]  信主的年日
[00:19:14.000 --> 00:19:16.000]  侍奉的崗位
[00:19:16.000 --> 00:19:18.000]  不能夠使我們成為一個屬神的人
[00:19:18.000 --> 00:19:21.000]  不能夠使我們活出一個真門徒
[00:19:21.000 --> 00:19:26.000]  那怎樣才可以活出一個真門徒的人生呢?
[00:19:26.000 --> 00:19:30.000]  我們再看34到36節
[00:19:30.000 --> 00:19:32.000]  34節耶穌這樣說
[00:19:32.000 --> 00:19:35.000]  我實實在在地告訴你們
[00:19:35.000 --> 00:19:39.000]  所有犯罪的人就是罪的奴隸
[00:19:39.000 --> 00:19:42.000]  34節用實實在在
[00:19:42.000 --> 00:19:44.000]  好像很累贅
[00:19:44.000 --> 00:19:49.000]  但其實是一個很嚴重和很鄭重的聲明
[00:19:49.000 --> 00:19:52.000]  說出如果人仍然犯罪
[00:19:52.000 --> 00:19:56.000]  在罪裡面,你仍然是罪的奴隸
[00:19:56.000 --> 00:19:59.000]  上帝對罪是很絕對
[00:19:59.000 --> 00:20:01.000]  但是聖經也說得很清楚
[00:20:01.000 --> 00:20:03.000]  神的兒子來到
[00:20:03.000 --> 00:20:05.000]  神的兒子使我們得自由
[00:20:05.000 --> 00:20:08.000]  我們就能夠得自由
