
[00:00:00.000 --> 00:00:03.280]  我不知道大家知不知道懼怕的力量很大
[00:03:49.440 --> 00:03:51.440]  其實命令原文是口
[00:03:51.440 --> 00:03:53.440]  神從來都沒有命令過
[00:03:53.440 --> 00:03:55.440]  以色列人進迦南地
[00:03:55.440 --> 00:03:57.440]  那是英許
[00:03:57.440 --> 00:03:59.440]  不是命令
[00:03:59.440 --> 00:04:01.440]  命令是什麼?
[00:04:01.440 --> 00:04:03.440]  戒命律例典相才是命令
[00:04:03.440 --> 00:04:05.440]  但這是一個工程式
[00:04:05.440 --> 00:04:07.440]  當聖經裏面指控人犯罪的時候
[00:04:07.440 --> 00:04:09.440]  就是用這個方程式
[00:04:09.440 --> 00:04:11.440]  這個違背是什麼意思?
[00:04:11.440 --> 00:04:13.440]  這個違背是
[00:04:13.440 --> 00:04:15.440]  刻意
[00:04:15.440 --> 00:04:17.440]  對抗
[00:04:17.440 --> 00:04:19.440]  性的違背
[00:04:19.440 --> 00:04:21.440]  你媽媽叫你做A
[00:04:21.440 --> 00:04:23.440]  你就做Not A
[00:04:23.440 --> 00:04:25.440]  不是做B
[00:04:25.440 --> 00:04:27.440]  做B都不算違背
[00:04:27.440 --> 00:04:29.440]  在聖經裏面
[00:04:29.440 --> 00:04:31.440]  每一次出現違背
[00:04:31.440 --> 00:04:33.440]  我讀完所有經文
[00:04:33.440 --> 00:04:35.440]  只有兩個結局
[00:04:35.440 --> 00:04:37.440]  第一個結局就是死
[00:04:37.440 --> 00:04:39.440]  每一次都是
[00:04:39.440 --> 00:04:41.440]  回轉悔改
[00:04:41.440 --> 00:04:43.440]  是這樣的用法
[00:04:43.440 --> 00:04:45.440]  所以以色列人叫
[00:04:45.440 --> 00:04:47.440]  違背之家
[00:04:47.440 --> 00:04:49.440]  所以這個
[00:04:49.440 --> 00:04:51.440]  為什麼違背?
[00:04:51.440 --> 00:04:53.440]  他說不肯
[00:04:53.440 --> 00:04:55.440]  什麼叫不肯?
[00:04:55.440 --> 00:04:57.440]  不肯這個字很有趣
[00:04:57.440 --> 00:04:59.440]  不肯這個字
[00:04:59.440 --> 00:05:01.440]  有一個很重要的意思
[00:05:01.440 --> 00:05:03.440]  不肯就是拒絕
[00:05:03.440 --> 00:05:05.440]  其實這個字什麼時候用?
[00:05:05.440 --> 00:05:07.440]  就是你應該肯
[00:05:07.440 --> 00:05:09.440]  不過不肯
[00:05:09.440 --> 00:05:11.440]  沒理由神
[00:05:11.440 --> 00:05:13.440]  給流奶與物之地
[00:05:13.440 --> 00:05:15.440]  以色列人都不肯入
[00:05:15.440 --> 00:05:17.440]  因為某一種原因
[00:05:17.440 --> 00:05:19.440]  令到原本他想的
[00:05:19.440 --> 00:05:21.440]  變成不想
[00:05:21.440 --> 00:05:23.440]  這個就是不肯
[00:05:23.440 --> 00:05:25.440]  這個原因
[00:05:25.440 --> 00:05:27.440]  原因就是因為害怕
[00:05:27.440 --> 00:05:29.440]  因為害怕的緣故
[00:05:29.440 --> 00:05:31.440]  原本有些好的東西
[00:05:31.440 --> 00:05:33.440]  你都不想拿
[00:05:33.440 --> 00:05:35.440]  這個願意的神學
[00:05:35.440 --> 00:05:37.440]  是什麼?
[00:05:37.440 --> 00:05:39.440]  我們的意念與神的意念
[00:05:39.440 --> 00:05:41.440]  很多時候
[00:05:41.440 --> 00:05:43.440]  侍奉是怎樣?
[00:05:43.440 --> 00:05:45.440]  我們很多時候都很想侍奉
[00:05:45.440 --> 00:05:47.440]  不過害怕
[00:05:47.440 --> 00:05:49.440]  有沒有試過?
[00:05:49.440 --> 00:05:51.440]  害怕不夠時間做功課
[00:05:51.440 --> 00:05:53.440]  害怕太忙的時候
[00:05:53.440 --> 00:05:57.440]  我想做的
[00:05:57.440 --> 00:05:59.440]  與神想我做的
[00:05:59.440 --> 00:06:01.440]  這裡又怎樣?
[00:06:01.440 --> 00:06:03.440]  這裡就有衝突
[00:06:03.440 --> 00:06:05.440]  這裡的不肯
[00:06:05.440 --> 00:06:07.440]  其實還有一個
[00:06:07.440 --> 00:06:09.440]  我們自我中心的時候
[00:06:09.440 --> 00:06:11.440]  明知神要我做的事
[00:06:11.440 --> 00:06:13.440]  我不去做
[00:06:13.440 --> 00:06:15.440]  這個就是
[00:06:15.440 --> 00:06:17.440]  違背
[00:06:17.440 --> 00:06:19.440]  有沒有試過掙扎崇拜?
[00:06:19.440 --> 00:06:21.440]  祈禱?團契?
[00:06:21.440 --> 00:06:23.440]  巧事
[00:06:23.440 --> 00:06:25.440]  很忙
[00:06:25.440 --> 00:06:27.440]  你明知道你都想
[00:06:27.440 --> 00:06:29.440]  不過你害怕
[00:06:29.440 --> 00:06:31.440]  你害怕你做不完
[00:06:31.440 --> 00:06:33.440]  這個就是違背
[00:06:33.440 --> 00:06:35.440]  他們怎樣違背?
[00:06:35.440 --> 00:06:37.440]  在帳篷內發怨言
[00:06:37.440 --> 00:06:39.440]  說
[00:06:39.440 --> 00:06:41.440]  因為恨我們
[00:06:41.440 --> 00:06:43.440]  所以將我們從埃及地
[00:06:43.440 --> 00:06:45.440]  領出來
[00:06:45.440 --> 00:06:47.440]  要交在阿摩利人手中
[00:06:47.440 --> 00:06:49.440]  除滅我們
[00:06:49.440 --> 00:06:51.440]  發怨言我們在哪裡見到?
[00:06:51.440 --> 00:06:53.440]  文素記
[00:06:53.440 --> 00:06:55.440]  但生命記是怎樣?
[00:06:55.440 --> 00:06:57.440]  生命記是將文素記再講一次
[00:06:57.440 --> 00:06:59.440]  但當我讀這裡的時候
[00:06:59.440 --> 00:07:01.440]  很震撼
[00:07:01.440 --> 00:07:03.440]  文素記用了怨言的字
[00:07:03.440 --> 00:07:05.440]  不是這個字
[00:07:05.440 --> 00:07:07.440]  這個怨言只是在生命記
[00:07:07.440 --> 00:07:09.440]  為什麼摩西再講一次
[00:07:09.440 --> 00:07:11.440]  以色列人的事件的時候
[00:07:11.440 --> 00:07:13.440]  這裡用了第二個字
[00:07:13.440 --> 00:07:15.440]  這個字叫什麼?
[00:07:15.440 --> 00:07:17.440]  這個字最好的翻譯
[00:07:17.440 --> 00:07:19.440]  就是反咬一啖
[00:07:19.440 --> 00:07:21.440]  反咬這個怨言
[00:07:21.440 --> 00:07:23.440]  很厲害
[00:07:23.440 --> 00:07:25.440]  什麼叫反咬?我要解釋
[00:07:25.440 --> 00:07:27.440]  他昔日說了什麼?
[00:07:27.440 --> 00:07:29.440]  文素記十四章二字
[00:07:29.440 --> 00:07:31.440]  以色列人眾人向摩西
[00:07:31.440 --> 00:07:33.440]  阿倫發怨言
[00:07:33.440 --> 00:07:35.440]  不是怨言的字
[00:07:35.440 --> 00:07:37.440]  傳會中跟他們說
[00:07:37.440 --> 00:07:39.440]  巴不得我早死在埃及地
[00:07:39.440 --> 00:07:41.440]  或者死在曠野
[00:07:41.440 --> 00:07:45.440]  為何把我們領到這地
[00:07:45.440 --> 00:07:47.440]  使我們倒在刀下
[00:07:47.440 --> 00:07:49.440]  這裡看到探子回報
[00:07:49.440 --> 00:07:51.440]  阿納族人是大隻佬
[00:07:51.440 --> 00:07:53.440]  一定死在刀下
[00:07:53.440 --> 00:07:57.440]  發怨言是什麼一些苦毒的說話
[00:07:57.440 --> 00:08:01.440]  他說妻子孩子一定被擄掠
[00:08:01.440 --> 00:08:03.440]  我們回埃及去喜不好
[00:08:03.440 --> 00:08:05.440]  眾人彼此說
[00:08:05.440 --> 00:08:09.440]  我們不如拿手令回埃及
[00:08:09.440 --> 00:08:13.440]  回埃及就是反咬神
[00:08:13.440 --> 00:08:15.440]  他們忘記了他們昔日
[00:08:15.440 --> 00:08:19.440]  求神幫他們脫離法老的手
[00:08:19.440 --> 00:08:23.440]  就像有個醫生幫你治好
[00:08:23.440 --> 00:08:29.440]  或者有些賭癮或吸毒
[00:08:29.440 --> 00:08:32.440]  很辛苦用程式幫你戒毒
[00:08:32.440 --> 00:08:35.440]  你一個屈尾時回去做
[00:08:35.440 --> 00:08:37.440]  你不應該做的事
[00:08:37.440 --> 00:08:40.440]  這個就是反咬
[00:08:40.440 --> 00:08:42.440]  意思是怎樣呢?
[00:08:42.440 --> 00:08:45.440]  意思就是將神妖魔化
[00:08:45.440 --> 00:08:49.440]  神的慈愛變成邪惡
[00:08:49.440 --> 00:08:52.440]  神就是帶我們出來
[00:08:52.440 --> 00:08:55.440]  要在曠野殺了我們
[00:08:55.440 --> 00:08:57.440]  這個就是反咬
[00:08:57.440 --> 00:08:59.440]  當害怕的時候
[00:08:59.440 --> 00:09:01.440]  原來可以令到以色列人
[00:09:01.440 --> 00:09:04.440]  一個這麼惡毒的說話都能說出來
[00:09:04.440 --> 00:09:08.440]  我想到為什麼以色列人說這麼惡毒的說話
[00:09:08.440 --> 00:09:11.440]  就是他們將自己投射到神那裡
[00:09:11.440 --> 00:09:14.440]  他們就是這麼惡毒的人
[00:09:14.440 --> 00:09:19.440]  他們內心的惡毒說出來的時候
[00:09:19.440 --> 00:09:22.440]  所以在危機的時候
[00:09:22.440 --> 00:09:25.440]  我們的應用是有兩種反應
[00:09:25.440 --> 00:09:27.440]  危機患難見真情
[00:09:27.440 --> 00:09:30.440]  危機的時候你就會看到人的心是怎樣
[00:09:30.440 --> 00:09:31.440]  有些人是善良的
[00:09:31.440 --> 00:09:33.440]  有些人是惡的時候
[00:09:33.440 --> 00:09:36.440]  危機的時候他就會說些惡毒的話
[00:09:36.440 --> 00:09:38.440]  他就會去攻擊人
[00:09:38.440 --> 00:09:42.440]  這裡就正正反映到以色列人是怎樣
[00:09:42.440 --> 00:09:44.440]  所以問第一個問題
[00:09:44.440 --> 00:09:45.440]  這裡不合理
[00:09:45.440 --> 00:09:47.440]  以色列人不肯入迦南地
[00:09:47.440 --> 00:09:50.440]  為什麼要38年在曠野
[00:09:50.440 --> 00:09:53.440]  為什麼要第一代全部死在曠野
[00:09:53.440 --> 00:09:55.440]  如果牧師請你吃飯你不去
[00:09:55.440 --> 00:09:57.440]  那是不是犯罪
[00:09:57.440 --> 00:09:59.440]  不是啊 人家給你一些好東西
[00:09:59.440 --> 00:10:01.440]  你不要因為害怕
[00:10:01.440 --> 00:10:03.440]  害怕不去那不是犯罪
[00:10:03.440 --> 00:10:05.440]  所以我們問一個問題
[00:10:05.440 --> 00:10:08.440]  究竟以色列人為什麼神要懲罰他
[00:10:08.440 --> 00:10:10.440]  答案在哪裡呢
[00:10:10.440 --> 00:10:12.440]  這個答案就是
[00:10:12.440 --> 00:10:14.440]  生命記34章
[00:10:14.440 --> 00:10:17.440]  一章34節我們看到33節
[00:10:17.440 --> 00:10:19.440]  34節他說
[00:10:19.440 --> 00:10:21.440]  耶和華聽見了你們(即是以色列人)
[00:10:21.440 --> 00:10:25.440]  說話的聲音就暴露起誓說
[00:10:25.440 --> 00:10:27.440]  進不了迦南地
[00:10:27.440 --> 00:10:29.440]  不是因為他們不肯入
[00:10:29.440 --> 00:10:32.440]  而是因為他們說話
[00:10:32.440 --> 00:10:35.440]  是因為惡毒的說話
[00:10:35.440 --> 00:10:39.440]  我沒想過原來以色列人神那麼重手
[00:10:39.440 --> 00:10:41.440]  審判他們
[00:10:41.440 --> 00:10:44.440]  是因為他們說一些惡毒的說話
[00:10:44.440 --> 00:10:46.440]  我們經常說一些惡毒的說話
[00:10:46.440 --> 00:10:48.440]  我們也不覺得會有什麼後果
[00:10:48.440 --> 00:10:49.440]  你有沒有罵人啊
[00:10:49.440 --> 00:10:51.440]  有啊 我們經常罵人
[00:10:51.440 --> 00:10:53.440]  所以這裡是怎樣呢
[00:10:53.440 --> 00:10:55.440]  文素記就很清晰地告訴你
[00:10:55.440 --> 00:11:00.440]  他說 惡人是發惡語
[00:11:00.440 --> 00:11:02.440]  你看他人是多惡
[00:11:02.440 --> 00:11:04.440]  你看他講的說話多惡毒
[00:11:04.440 --> 00:11:05.440]  所以為什麼第一代的以色列人
[00:11:05.440 --> 00:11:07.440]  全部死在曠野呢
[00:11:07.440 --> 00:11:08.440]  是罪有應得的
[00:11:08.440 --> 00:11:10.440]  他說 他們向我發怨言
[00:11:10.440 --> 00:11:12.440]  我忍耐他們要到什麼時候呢
[00:11:12.440 --> 00:11:14.440]  以色列人向我所發的怨言
[00:11:14.440 --> 00:11:16.440]  我都聽到
[00:11:16.440 --> 00:11:18.440]  你們摩西亞倫告訴他們
[00:11:18.440 --> 00:11:21.440]  耶和華說我指著我的永生
[00:11:21.440 --> 00:11:26.440]  我必照你們達到我耳中的話
[00:11:26.440 --> 00:11:27.440]  待你們
[00:11:27.440 --> 00:11:30.440]  進不了迦南地是因為什麼
[00:11:30.440 --> 00:11:33.440]  因為苦毒
[00:11:33.440 --> 00:11:35.440]  將神妖魔化
[00:11:35.440 --> 00:11:38.440]  將神的恥惡 慈愛
[00:11:38.440 --> 00:11:40.440]  講到成為邪惡
[00:11:40.440 --> 00:11:43.440]  這個在神面前是大罪
[00:11:43.440 --> 00:11:46.440]  這樣反映到原來是心的問題
[00:11:46.440 --> 00:11:48.440]  28節
[00:11:48.440 --> 00:11:50.440]  我們上哪裡去呢
[00:11:50.440 --> 00:11:52.440]  這裡完全不能翻譯的意思
[00:11:52.440 --> 00:11:54.440]  應該是什麼
[00:11:54.440 --> 00:11:56.440]  我們上哪裡去
[00:11:56.440 --> 00:11:57.440]  我們怎樣上去
[00:11:57.440 --> 00:11:59.440]  我們上去哪裡
[00:11:59.440 --> 00:12:00.440]  是這樣說
[00:12:00.440 --> 00:12:01.440]  什麼叫上去哪裡
[00:12:01.440 --> 00:12:03.440]  原來這裡人生是怎樣
[00:12:03.440 --> 00:12:06.440]  到一個地步 在曠野已經兩年時間
[00:12:06.440 --> 00:12:08.440]  然後去到迦南地
[00:12:08.440 --> 00:12:10.440]  有大隻佬在
[00:12:10.440 --> 00:12:12.440]  不可能進得去
[00:12:12.440 --> 00:12:14.440]  只是等於
[00:12:14.440 --> 00:12:16.440]  很多時候人生走到一個地
[00:12:16.440 --> 00:12:17.440]  走到一個位置
[00:12:17.440 --> 00:12:19.440]  我們沒有路走
[00:12:19.440 --> 00:12:22.440]  我們去到一個死亡的時候
[00:12:22.440 --> 00:12:23.440]  很生氣
[00:12:23.440 --> 00:12:25.440]  發苦 苦毒
[00:12:25.440 --> 00:12:26.440]  就是這個意思
[00:12:26.440 --> 00:12:27.440]  然後怎樣呢
[00:12:27.440 --> 00:12:28.440]  然後他說什麼
[00:12:28.440 --> 00:12:30.440]  我們的弟兄
[00:12:30.440 --> 00:12:31.440]  我們的弟兄是什麼
[00:12:31.440 --> 00:12:32.440]  就是那十個探子
[00:12:32.440 --> 00:12:34.440]  使我們的心
[00:12:34.440 --> 00:12:36.440]  消化
[00:12:36.440 --> 00:12:38.440]  在一個失望的呼喊裡面
[00:12:38.440 --> 00:12:40.440]  就變成了盛賴
[00:12:40.440 --> 00:12:42.440]  探子有沒有責任
[00:12:42.440 --> 00:12:44.440]  對的 他賴得
[00:12:44.440 --> 00:12:46.440]  但探子有責任
[00:12:46.440 --> 00:12:48.440]  不等於他們沒有責任嗎
[00:12:48.440 --> 00:12:49.440]  不等於
[00:12:49.440 --> 00:12:51.440]  所以這裡隱居是很重要
[00:12:51.440 --> 00:12:53.440]  令我們的心消化
[00:12:53.440 --> 00:12:56.440]  說那地的民比我又大又高
[00:12:56.440 --> 00:12:59.440]  成一廣大寬闊堅固
[00:12:59.440 --> 00:13:01.440]  高得頂天
[00:13:01.440 --> 00:13:03.440]  我們見到亞納族人
[00:13:03.440 --> 00:13:04.440]  那就是見到什麼
[00:13:04.440 --> 00:13:06.440]  大隻佬
[00:13:06.440 --> 00:13:09.440]  所以他們為什麼決定走回頭
[00:13:09.440 --> 00:13:11.440]  就是因為前面沒有路走
[00:13:11.440 --> 00:13:13.440]  那怎樣呢
[00:13:13.440 --> 00:13:14.440]  寧願走回頭
[00:13:14.440 --> 00:13:15.440]  我們的應用是什麼
[00:13:15.440 --> 00:13:17.440]  我們應用很多時候人生
[00:13:17.440 --> 00:13:20.440]  當我們去到一個困局的時候
[00:13:20.440 --> 00:13:21.440]  以色列人是怎樣呢
[00:13:21.440 --> 00:13:24.440]  他的選項就是最差的選項
[00:13:24.440 --> 00:13:27.440]  任何選項都比走回頭好
[00:13:27.440 --> 00:13:29.440]  走回一條回頭路
[00:13:29.440 --> 00:13:30.440]  結果怎樣呢
[00:13:30.440 --> 00:13:32.440]  結果被神審判他們
[00:13:32.440 --> 00:13:34.440]  所以被我們
[00:13:34.440 --> 00:13:36.440]  為什麼會這樣呢
[00:13:36.440 --> 00:13:40.440]  他們決定了神為他們預備的路
[00:13:40.440 --> 00:13:43.440]  神預備的路是有挑戰的
[00:13:43.440 --> 00:13:49.440]  當神要我們走那條路不走的時候
[00:13:49.440 --> 00:13:52.440]  我們的選項就是得罪神
[00:13:52.440 --> 00:13:55.440]  這裡給我們一個很深層的反思
[00:13:55.440 --> 00:13:59.440]  以色列人就是這樣墮落
[00:13:59.440 --> 00:14:02.440]  我想解釋什麼叫做心消化
[00:14:02.440 --> 00:14:04.440]  心消化其實是什麼
[00:14:04.440 --> 00:14:06.440]  其實就是懼怕
[00:14:06.440 --> 00:14:09.440]  懼怕有很多個同義詞
[00:14:09.440 --> 00:14:12.440]  消化是怎樣
[00:14:12.440 --> 00:14:14.440]  害怕到心溶了
[00:14:14.440 --> 00:14:18.440]  所以這裡用那個例子是用得很好的
[00:14:18.440 --> 00:14:23.440]  而這句說話是言而鑄那地的文強壯
[00:14:23.440 --> 00:14:26.440]  是在引文數記十三章二十八節
[00:14:26.440 --> 00:14:29.440]  羅西重述的時候只是引了這句說話
[00:14:29.440 --> 00:14:33.440]  因為亞納族人所以令他們心消化
[00:14:33.440 --> 00:14:34.440]  引句
[00:14:34.440 --> 00:14:39.440]  他們完全聚焦在困難那裡
[00:14:39.440 --> 00:14:41.440]  這就是問題
[00:14:41.440 --> 00:14:42.440]  為什麼我們會害怕
[00:14:42.440 --> 00:14:43.440]  為什麼我們會不害怕
[00:14:43.440 --> 00:14:47.440]  同樣兩個人面對同一個問題
[00:14:47.440 --> 00:14:49.440]  一個很害怕一個不害怕
[00:14:49.440 --> 00:14:52.440]  因為我們看的東西不一樣
[00:14:52.440 --> 00:14:56.440]  而心消化在文數記沒有用過
[00:14:56.440 --> 00:14:59.440]  這麼強烈害怕的字沒有用過
[00:14:59.440 --> 00:15:00.440]  是在生命記用
[00:15:00.440 --> 00:15:01.440]  不是生命記
[00:15:01.440 --> 00:15:04.440]  約書亞記才用得多
[00:15:04.440 --> 00:15:07.440]  約書亞記說是什麼人心消化
[00:15:07.440 --> 00:15:09.440]  有沒有人記得
[00:15:09.440 --> 00:15:12.440]  是以色列的敵人
[00:15:12.440 --> 00:15:14.440]  迦南人
[00:15:14.440 --> 00:15:16.440]  很諷刺
[00:15:16.440 --> 00:15:17.440]  神是怎樣
[00:15:17.440 --> 00:15:20.440]  其實害怕的是亞納族人
[00:15:20.440 --> 00:15:22.440]  不是以色列人
[00:15:22.440 --> 00:15:25.440]  到他們真的進去的時候
[00:15:25.440 --> 00:15:28.440]  原來一點都不需要害怕
[00:15:28.440 --> 00:15:29.440]  因為他們聽到
[00:15:29.440 --> 00:15:32.440]  以色列人出埃及過紅海的時候
[00:15:32.440 --> 00:15:35.440]  已經害怕到發抖
[00:15:35.440 --> 00:15:38.440]  所以很諷刺的時候
[00:15:38.440 --> 00:15:40.440]  就是我們不應該害怕
[00:15:40.440 --> 00:15:42.440]  我們就害怕
[00:15:42.440 --> 00:15:44.440]  其實是應該敵人來害怕
[00:15:44.440 --> 00:15:47.440]  我想問有沒有人知道那十個探子
[00:15:47.440 --> 00:15:49.440]  他們說令他們心消化
[00:15:49.440 --> 00:15:50.440]  結果是怎樣
[00:15:50.440 --> 00:15:51.440]  我引了一節經文
[00:15:51.440 --> 00:15:53.440]  十四章三十七字
[00:15:53.440 --> 00:15:55.440]  這些報惡信的人都遭瘟疫
[00:15:55.440 --> 00:15:58.440]  死在耶和華面前
[00:15:58.440 --> 00:15:59.440]  即死
[00:15:59.440 --> 00:16:01.440]  這裡十四章
[00:16:01.440 --> 00:16:03.440]  沒有三十八年
[00:16:03.440 --> 00:16:05.440]  以色列人還可以有三十八年
[00:16:05.440 --> 00:16:07.440]  這十個探子即時就審判
[00:16:07.440 --> 00:16:09.440]  更重的審判
[00:16:09.440 --> 00:16:12.440]  就是說令到弟兄心消化
[00:16:12.440 --> 00:16:14.440]  這個在生命記裏面是怎樣
[00:16:14.440 --> 00:16:16.440]  去打仗的時候
[00:16:16.440 --> 00:16:17.440]  害怕的不要去打
[00:16:17.440 --> 00:16:18.440]  為什麼
[00:16:18.440 --> 00:16:20.440]  因為你會影響你旁邊的人
[00:16:20.440 --> 00:16:23.440]  這個在我們神學原則上
[00:16:23.440 --> 00:16:24.440]  是非常重要
[00:16:24.440 --> 00:16:26.440]  原來懼怕是有傳染力的
[00:16:26.440 --> 00:16:28.440]  有沒有試過
[00:16:28.440 --> 00:16:29.440]  考試的時候
[00:16:29.440 --> 00:16:30.440]  你讀完了沒有
[00:16:30.440 --> 00:16:31.440]  還沒有
[00:16:31.440 --> 00:16:32.440]  你還沒有讀完
[00:16:32.440 --> 00:16:33.440]  哎呀 死了
