
[00:00:00.000 --> 00:00:03.160]  今天我想跟大家分享一個題目
[00:05:17.040 --> 00:05:19.560]  我們一起讀出三至八節
[00:05:19.560 --> 00:05:20.560]  一二三
[00:05:20.560 --> 00:05:24.080]  (國語)
[00:05:24.080 --> 00:05:28.360]  (國語)
[00:05:28.360 --> 00:05:35.840]  (國語)
[00:05:35.840 --> 00:05:41.160]  (國語)
[00:05:41.160 --> 00:05:47.360]  (國語)
[00:05:47.360 --> 00:05:53.040]  (國語)
[00:05:53.040 --> 00:05:56.960]  (國語)
[00:05:56.960 --> 00:06:00.360]  (國語)
[00:06:00.360 --> 00:06:03.960]  (國語)
[00:06:03.960 --> 00:06:07.160]  (國語)
[00:06:07.160 --> 00:06:11.160]  (國語)
[00:06:11.160 --> 00:06:15.160]  (國語)
[00:06:15.160 --> 00:06:19.560]  (國語)
[00:06:19.560 --> 00:06:24.560]  (國語)
[00:06:24.560 --> 00:06:25.960]  在第三節
[00:06:26.360 --> 00:06:30.160]  保羅原來常常為哥羅西教會感恩
[00:06:30.160 --> 00:06:33.760]  因為哥羅西教會的愛心和信心
[00:06:33.760 --> 00:06:35.160]  都表現得很好
[00:06:35.160 --> 00:06:38.360]  保羅在第四節說明
[00:06:38.360 --> 00:06:43.160]  愛心和信心的成長原因在第五節
[00:06:43.160 --> 00:06:44.960]  第五節說明
[00:06:44.960 --> 00:06:50.360]  (國語)
[00:06:50.360 --> 00:06:53.960]  為何存在天上的盼望
[00:06:53.960 --> 00:06:58.760]  可以令信徒活到真正無私的愛
[00:06:58.760 --> 00:07:00.560]  和對神有信心呢?
[00:07:00.560 --> 00:07:04.560]  我們一起深入了解它的意思
[00:07:04.560 --> 00:07:08.560]  存在代表神保管著
[00:07:08.560 --> 00:07:10.760]  保管著在天上的盼望
[00:07:10.760 --> 00:07:13.760]  不是現在馬上就能得到
[00:07:13.760 --> 00:07:18.160]  是指將來我們會得到天上的基業
[00:07:18.160 --> 00:07:22.360]  和基督一起得榮耀的時候就能得到
[00:07:23.160 --> 00:07:25.560]  而下半節也特別強調
[00:07:25.560 --> 00:07:30.160]  (國語)
[00:07:30.160 --> 00:07:35.160]  真理就是表明唯一和終極的事實
[00:07:35.160 --> 00:07:37.160]  是沒有代替品
[00:07:37.160 --> 00:07:40.560]  異端是不能夠比的
[00:07:40.560 --> 00:07:42.360]  只有真理的福音
[00:07:42.360 --> 00:07:45.760]  能夠避開天上永恆的盼望
[00:07:45.760 --> 00:07:48.560]  我記得有一次
[00:07:48.560 --> 00:07:51.160]  在實習教會期間
[00:07:52.760 --> 00:07:56.360]  我們在禮拜日崇拜完之後
[00:07:56.360 --> 00:07:57.760]  我們一起有外宴
[00:07:57.760 --> 00:08:02.160]  在外宴之前多數是祈禱
[00:08:02.160 --> 00:08:04.560]  有一個姐妹說
[00:08:04.560 --> 00:08:06.560]  請幫我祈禱
[00:08:06.560 --> 00:08:08.360]  這件事很重要
[00:08:08.360 --> 00:08:12.560]  我和另一個傳道人當然是洗耳恭聽
[00:08:12.560 --> 00:08:13.560]  是甚麼事呢?
[00:08:13.560 --> 00:08:16.160]  她說:請幫我祈禱
[00:08:16.160 --> 00:08:21.560]  求主幫助我可以種今期的六合彩金多寶
[00:08:22.560 --> 00:08:26.360]  這樣我就可以奉獻很多給教會
[00:08:26.360 --> 00:08:29.360]  大家有沒有試過心裏這樣想?
[00:08:29.360 --> 00:08:31.360]  也想這樣祈禱
[00:08:31.360 --> 00:08:34.960]  其實
[00:08:34.960 --> 00:08:39.360]  她好像在求地上的盼望
[00:08:39.360 --> 00:08:45.360]  我們看看地上的盼望是否真的可以使人幸福
[00:08:45.360 --> 00:08:50.760]  我在網上搜尋了五個追蹤種彩票的例子
[00:08:50.760 --> 00:08:52.160]  我們一起看看
[00:08:52.160 --> 00:08:54.760]  第一個叫珍妮特
[00:08:54.760 --> 00:08:58.960]  她在1993年種了1800萬美金
[00:08:58.960 --> 00:09:00.760]  很棒吧
[00:09:00.760 --> 00:09:03.960]  但八年後申請破產
[00:09:03.960 --> 00:09:07.360]  第二個叫傑克
[00:09:07.360 --> 00:09:12.760]  2020年種了3.14億美金
[00:09:12.760 --> 00:09:16.960]  但她之後老婆逝世
[00:09:16.960 --> 00:09:18.960]  房子被燒了
[00:09:19.160 --> 00:09:21.360]  她自己也犯法入獄
[00:09:21.360 --> 00:09:24.960]  女兒癌症死了
[00:09:24.960 --> 00:09:27.160]  一個孫女也癌症死了
[00:09:27.160 --> 00:09:30.360]  她自己在2020年也過世
[00:09:30.360 --> 00:09:31.760]  72歲
[00:09:31.760 --> 00:09:35.360]  18年後可不可以叫家破人亡呢?
[00:09:35.360 --> 00:09:39.160]  另一個老人家曾祖母
[00:09:39.160 --> 00:09:42.360]  2008年種了200萬美金
[00:09:42.360 --> 00:09:44.360]  被人壓殺
[00:09:44.360 --> 00:09:46.960]  另一個麵包師傅
[00:09:46.960 --> 00:09:50.960]  2010年種了1100萬美金
[00:09:50.960 --> 00:09:53.560]  但兩年後妻子離婚
[00:09:53.560 --> 00:09:56.360]  被騙走部分獎金
[00:09:56.360 --> 00:09:59.160]  另外最後一個
[00:09:59.160 --> 00:10:03.160]  在2011年種了1000萬美金
[00:10:03.160 --> 00:10:06.360]  七年後父母上吊自殺
[00:10:06.360 --> 00:10:10.360]  他自己也要去農場做勞碌的工作
[00:10:10.360 --> 00:10:15.160]  我們求眾樂彩的祈禱
[00:10:15.160 --> 00:10:18.360]  也反映在我們的福音
[00:10:18.360 --> 00:10:21.160]  其實是地上的盼望
[00:10:21.160 --> 00:10:22.760]  我們的祈禱
[00:10:22.760 --> 00:10:25.760]  很多時候都是為了地上的財富
[00:10:25.760 --> 00:10:27.560]  在地上的盼望
[00:10:27.560 --> 00:10:30.360]  跟微信去黃大仙
[00:10:30.360 --> 00:10:33.960]  很多時候是求什麼呢?
[00:10:33.960 --> 00:10:37.360]  自身、桃花、橫財
[00:10:37.360 --> 00:10:39.360]  好像沒什麼分別
[00:10:39.360 --> 00:10:43.360]  就是把黃大仙的名字
[00:10:44.160 --> 00:10:46.160]  改成耶穌
[00:10:46.160 --> 00:10:53.360]  內容也是求今世的榮華、富貴
[00:10:53.360 --> 00:10:57.360]  是求地上的盼望
[00:10:57.360 --> 00:11:03.360]  我們拜慣了祖先
[00:11:03.360 --> 00:11:06.960]  或者拜慣了偶像
[00:11:06.960 --> 00:11:08.760]  在信奉之後
[00:11:08.760 --> 00:11:10.760]  都脫離不了這種心態
[00:11:11.760 --> 00:11:14.760]  行事為人也沒有太大的改變
[00:11:14.760 --> 00:11:17.760]  回到教會崇拜的時候
[00:11:17.760 --> 00:11:20.760]  分得多等於來祈福
[00:11:20.760 --> 00:11:22.760]  好像還神一樣
[00:11:22.760 --> 00:11:24.760]  遇到不如意的事
[00:11:24.760 --> 00:11:26.360]  今天奉獻多一點
[00:11:26.360 --> 00:11:28.360]  當攝太歲
[00:11:28.360 --> 00:11:31.760]  祈禱跟品神一樣
[00:11:31.760 --> 00:11:32.760]  在心思上
[00:11:32.760 --> 00:11:36.360]  都是想得到地上的福樂
[00:11:36.360 --> 00:11:38.760]  我們要家宅平安
[00:11:38.760 --> 00:11:40.160]  事事順利
[00:11:40.560 --> 00:11:43.560]  好像換湯不換藥的信仰
[00:11:43.560 --> 00:11:47.960]  我們所求的都是地上的盼望
[00:11:47.960 --> 00:11:49.960]  不是天上的盼望
[00:11:49.960 --> 00:11:54.360]  我們要分辨到真假的福音
[00:11:54.360 --> 00:11:58.960]  真福音讓我們看到的是天上的盼望
[00:11:58.960 --> 00:12:04.360]  就是神給我們永恆的基業和獎賞
[00:12:04.360 --> 00:12:08.160]  要等到主耶穌回來才能夠圓滿
[00:12:08.960 --> 00:12:10.960]  我們認識的真理的福音
[00:12:10.960 --> 00:12:15.560]  是將來神會重新做這個天地
[00:12:15.560 --> 00:12:17.960]  我們的盼望是有一天
[00:12:17.960 --> 00:12:19.960]  主會從天降臨
[00:12:19.960 --> 00:12:21.560]  審判罪惡
[00:12:21.560 --> 00:12:24.560]  我們信的人在天上得著什麼?
[00:12:24.560 --> 00:12:25.960]  永恆的基業
[00:12:25.960 --> 00:12:30.560]  好像彼得前書一章四至五節這樣說
[00:12:30.560 --> 00:12:31.960]  我們一起讀出吧
[00:12:31.960 --> 00:12:37.760]  「我得道,不能罵壞,不玷污,不衰查
[00:12:37.760 --> 00:12:41.360]  為你們存留在天上的基業
[00:12:41.360 --> 00:12:44.560]  就是你們這些藉著信
[00:12:44.560 --> 00:12:47.560]  夢神大能保守的人
[00:12:47.560 --> 00:12:50.160]  能獲得他所預備
[00:12:50.160 --> 00:12:53.560]  到末世要顯現的救恩」
[00:12:53.560 --> 00:12:54.760]  看到了
[00:12:54.760 --> 00:12:57.360]  天上的盼望是不會變
[00:12:57.360 --> 00:12:59.160]  是永恆不老的
[00:12:59.160 --> 00:13:03.360]  但是需要我們在地上去等待
[00:13:03.360 --> 00:13:07.160]  我們回到第一世紀
[00:13:08.160 --> 00:13:12.760]  當時的信徒要付很大代價去信耶穌
[00:13:12.760 --> 00:13:16.760]  因為當時在羅馬帝國統治下
[00:13:16.760 --> 00:13:19.760]  在各個城都有凱撒廟
[00:13:19.760 --> 00:13:21.360]  凱撒就是皇帝廟
[00:13:21.360 --> 00:13:26.160]  人民要默拜和獻祭給羅馬皇帝凱撒
[00:13:26.160 --> 00:13:31.760]  作為宣誓效忠羅馬政權
[00:13:31.760 --> 00:13:34.560]  如果不拜凱撒
[00:13:34.560 --> 00:13:38.560]  就被人覺得他是不合作的人
[00:13:38.560 --> 00:13:41.560]  可能今天叫做軟對抗
[00:13:41.560 --> 00:13:45.760]  政府對這類人有一定程度上的打壓
[00:13:45.760 --> 00:13:47.560]  甚至被逼迫
[00:13:47.560 --> 00:13:52.360]  而當時的廟宇也是經濟活動的中心
[00:13:52.360 --> 00:13:57.160]  人們聚集在廟宇前面就是為了談生意
[00:13:57.160 --> 00:14:01.160]  好像我們中國人的祠堂
[00:14:01.560 --> 00:14:05.160]  村裡的一切大小事務都在祠堂解決
[00:14:05.160 --> 00:14:14.760]  信主的教徒由於不會參與凱撒的祭祀和拜祭
[00:14:14.760 --> 00:14:20.160]  他們在社會上的地位和生意會蒙受損失
[00:14:20.160 --> 00:14:23.160]  甚至受到生命的威脅
[00:14:25.160 --> 00:14:31.760]  為什麼我們這麼早的宣言信心堅固
[00:14:31.760 --> 00:14:36.560]  可以付出這麼大的代價去信主呢?
[00:14:36.560 --> 00:14:40.160]  因為他們看到的是天上的盼望
[00:14:40.160 --> 00:14:46.760]  我們今天是否沉醉於追求地上的名利權利
[00:14:46.760 --> 00:14:51.760]  我們願意付出多少代價去活出我們的信仰呢?
[00:14:53.160 --> 00:14:55.760]  可能你的親戚朋友會跟你說
[00:14:55.760 --> 00:14:58.960]  「我那天拜四面佛」
[00:14:58.960 --> 00:15:01.760]  或者他說「我拜日本佛」
[00:15:01.760 --> 00:15:05.560]  或者那個風水大師教我擺了風水陣
[00:15:05.560 --> 00:15:07.760]  「我病了,馬上痊癒了」
[00:15:07.760 --> 00:15:10.560]  「我戴了一個水晶手鏈」
[00:15:10.560 --> 00:15:12.960]  「馬上賺大錢,發大財」
[00:15:12.960 --> 00:15:14.760]  你會不會跟隨他呢?
[00:15:14.760 --> 00:15:22.560]  我們的信仰是否只能給予地上的名利、健康、財富和成功呢?
[00:15:23.360 --> 00:15:28.760]  還是我們要等候神將來給予我們在天上的獎賞呢?
[00:15:28.760 --> 00:15:31.960]  渴望天上的盼望的信徒
[00:15:31.960 --> 00:15:35.960]  自然會在生命上結出屬靈的果子
[00:15:35.960 --> 00:15:39.960]  因為他們的生命是被性命改變
[00:15:39.960 --> 00:15:42.160]  成為為神而活的人
[00:15:42.160 --> 00:15:46.760]  昔日在羅馬統治下的哥羅西人
[00:15:46.760 --> 00:15:49.960]  拜凱撒的時候要說一句話
[00:15:49.960 --> 00:15:52.160]  「凱撒是主」
[00:15:53.160 --> 00:15:55.360]  「今天你的主是誰呢?」
[00:15:55.360 --> 00:16:00.960]  我們要以天上的盼望為生活的方向
[00:16:00.960 --> 00:16:05.760]  我們才可以在地上甘心付出代價
[00:16:05.760 --> 00:16:08.560]  活出信心和愛心
[00:16:08.560 --> 00:16:12.960]  有天上的盼望,我們才能夠寫什麼?
[00:16:12.960 --> 00:16:14.160]  奉獻
[00:16:14.160 --> 00:16:15.560]  才能寫什麼?
[00:16:15.560 --> 00:16:18.760]  不吃虧去侍奉、去幫助弱小的人
[00:16:19.760 --> 00:16:22.960]  我們傳給人的福音就容易
[00:16:22.960 --> 00:16:27.160]  因為我們表裡一字去演繹福音出來
[00:16:27.160 --> 00:16:30.160]  最後一個小結
[00:16:30.160 --> 00:16:34.360]  真理的福音是讓我們知道
[00:16:34.360 --> 00:16:36.360]  我們有天上的盼望
[00:16:36.360 --> 00:16:38.360]  我們知道天上的盼望
[00:16:38.360 --> 00:16:43.360]  才能夠知道真正活出信心和愛心
[00:16:43.360 --> 00:16:46.560]  在地上能夠活出信仰
[00:16:46.560 --> 00:16:48.960]  結出生命的果子
[00:16:49.960 --> 00:16:51.360]  到了第二點
[00:16:51.360 --> 00:16:56.160]  我們要知道神旨意去生活
[00:16:56.160 --> 00:16:59.960]  我們看9-12節
[00:16:59.960 --> 00:17:01.360]  我們一起讀出
[00:17:01.360 --> 00:17:09.760]  「我們從天而降,不住地為你們禱告和祈求
[00:17:09.760 --> 00:17:14.360]  願你們滿有一切屬靈的智慧和悟性
[00:17:14.560 --> 00:17:21.160]  真知道神的旨意,好使你們凡事為人對得起主
[00:17:21.160 --> 00:17:23.160]  凡事蒙他喜悅
[00:17:23.160 --> 00:17:26.360]  在一切事上見多士
[00:17:26.360 --> 00:17:29.360]  對神的認識更有獎項
[00:17:29.360 --> 00:17:33.360]  願你們從他榮耀的權中
[00:17:33.360 --> 00:17:37.160]  得以在一切事上力上加力
[00:17:37.160 --> 00:17:41.960]  好使你們凡事歡歡喜地歡樂寬容
[00:17:42.360 --> 00:17:49.360]  又感謝父使你們配與眾聖同在光明中分享基要」
[00:17:49.360 --> 00:17:53.160]  接著保羅說
[00:17:53.160 --> 00:17:57.360]  他不住為哥羅西教會祈禱
[00:17:57.360 --> 00:18:02.760]  不停、不間斷、一直和持續
[00:18:02.760 --> 00:18:08.360]  表達出這個祈求是信仰生活的核心
[00:18:08.360 --> 00:18:11.960]  是要我們持續不斷去更新和學習
[00:18:12.560 --> 00:18:16.560]  在第九節,原文的重點是
[00:18:16.560 --> 00:18:22.360]  「滿有知道神的旨意」
[00:18:22.360 --> 00:18:26.560]  紫色字的意思是與原文的意思貼在一起
[00:18:26.560 --> 00:18:35.960]  祈禱的大目的是要我們滿心知道神的旨意
[00:18:35.960 --> 00:18:39.960]  在我們心裏充滿神的旨意
[00:18:41.560 --> 00:18:47.560]  但我們的信徒最多充滿的是口
[00:18:47.560 --> 00:18:52.560]  有很多宿靈名詞、神學名詞
[00:18:52.560 --> 00:18:56.560]  我們外表像我一樣穿西裝好像很敬虔
[00:18:56.560 --> 00:18:58.560]  飯前有祈禱
[00:18:58.560 --> 00:19:02.560]  準時回教會參與侍奉、做早獎
[00:19:02.560 --> 00:19:06.560]  甚至是執事或是做牧者
[00:19:06.560 --> 00:19:10.560]  但要知道神的旨意不是靠外面的
[00:19:10.760 --> 00:19:14.560]  宗教行為或是穿西裝
[00:19:14.560 --> 00:19:21.560]  是需要聖靈幫助我們明白和認識宿靈的事
[00:19:21.560 --> 00:19:23.560]  對宿靈的事有所理解
[00:19:23.560 --> 00:19:26.560]  要聖靈開啟我們的心田
[00:19:26.560 --> 00:19:30.560]  才能有宿靈的智慧
[00:19:30.560 --> 00:19:32.560]  一切都是恩典
[00:19:32.560 --> 00:19:34.560]  不知道大家是否記得
[00:19:34.560 --> 00:19:38.560]  在你未信主之前,會否喜歡看聖經
[00:19:38.760 --> 00:19:41.560]  喜歡回來團契查經
[00:19:41.560 --> 00:19:44.560]  這些都是聖靈在我們心田工作
[00:19:44.560 --> 00:19:49.560]  我們要明白神的旨意是需要靠甚麼?
[00:19:49.560 --> 00:19:50.560]  靠聖靈
[00:19:50.560 --> 00:19:53.560]  不是靠我們頭腦的知識
[00:19:53.560 --> 00:19:55.560]  或是宗教的術語
[00:19:55.560 --> 00:19:59.560]  或是教會內的身份
[00:19:59.560 --> 00:20:04.560]  最近AI討論得很熱烈
[00:20:04.560 --> 00:20:07.160]  人類的智慧是否在我們心田
[00:20:07.360 --> 00:20:08.760]  討論得很熱烈
[00:20:08.760 --> 00:20:09.960]  人工智能
[00:20:09.960 --> 00:20:12.160]  大家手機不知道有沒有用
[00:20:12.160 --> 00:20:14.160]  有人說
[00:20:14.160 --> 00:20:18.160]  AI可以代替牧者去安慰和教導聖經
[00:20:18.160 --> 00:20:25.160]  但是AI沒有甚麼
[00:20:25.160 --> 00:20:29.160]  沒有聖靈,對
[00:20:29.160 --> 00:20:33.160]  也沒有宿靈的智慧和悟性
[00:20:33.160 --> 00:20:36.160]  所以要滿有認識神的旨意
[00:20:36.360 --> 00:20:38.160]  不是靠頭腦的知識
[00:20:38.160 --> 00:20:41.160]  或是AI的答案
[00:20:41.160 --> 00:20:43.160]  但要多親近神
[00:20:43.160 --> 00:20:47.160]  就如與好朋友或夫婦家人相處一樣
[00:20:47.160 --> 00:20:51.160]  我們不需要客觀去分析他們
[00:20:51.160 --> 00:20:56.160]  但很多時候我們很快就知道對方要甚麼
[00:20:56.160 --> 00:20:58.160]  不說話就會知道
[00:20:58.160 --> 00:21:02.160]  大家有沒有聽過一句話
[00:21:02.360 --> 00:21:07.160]  「隔起條尾就知道你大定細」
[00:21:07.160 --> 00:21:13.160]  有一次我與太太逛街聊天
[00:21:13.160 --> 00:21:16.160]  我講中了她心裏想的東西
[00:21:16.160 --> 00:21:18.160]  她又問我
[00:21:18.160 --> 00:21:21.160]  「為甚麼你知道我心裏想的東西?」
[00:21:21.160 --> 00:21:23.160]  我又跟她說
[00:21:23.160 --> 00:21:28.160]  「我是你老公,一起生活了這麼多年」
[00:21:28.160 --> 00:21:31.160]  「全世界最熟悉你的就是我」
[00:21:32.160 --> 00:21:34.960]  要明白神的心意也一樣
[00:21:34.960 --> 00:21:39.960]  不是表面的行為、喊頭或神學的名詞
[00:21:39.960 --> 00:21:42.960]  而是與主有親密的關係
[00:21:42.960 --> 00:21:44.960]  與主同行
[00:21:44.960 --> 00:21:46.960]  就如夫婦和朋友認識一樣
[00:21:46.960 --> 00:21:49.960]  要花時間去相處
[00:21:49.960 --> 00:21:51.960]  要明白神的旨意也是這樣
[00:21:51.960 --> 00:21:55.960]  我們要花時間與神親近
[00:21:55.960 --> 00:21:57.960]  我們要花時間去靈修
[00:21:58.160 --> 00:22:01.960]  讀經、祈禱、默想祂的說話
[00:22:01.960 --> 00:22:04.960]  在十至十二節
[00:22:04.960 --> 00:22:06.960]  保羅盼望信徒日常的生活
[00:22:06.960 --> 00:22:09.960]  可以表現出來的素質
[00:22:09.960 --> 00:22:15.960]  也是九至十節內在生命彰顯出來的
[00:22:15.960 --> 00:22:18.960]  要被人看到的素質
[00:22:18.960 --> 00:22:21.960]  有沒有看中醫
[00:22:21.960 --> 00:22:26.960]  中醫有句說話叫「有諸內而仁於外」
[00:22:27.160 --> 00:22:29.960]  就是讓人看到我們內在的素質
[00:22:29.960 --> 00:22:31.960]  可以看得出來
[00:22:31.960 --> 00:22:33.960]  有幾個重要的分詞
[00:22:33.960 --> 00:22:36.960]  行事為人,結果子
[00:22:36.960 --> 00:22:39.960]  更詳盡的原文是成長
[00:22:39.960 --> 00:22:42.960]  這些都是生命的表現
[00:22:42.960 --> 00:22:47.960]  本諸內而仁於外的生命表現
[00:22:47.960 --> 00:22:49.960]  要結出生命的果子
[00:22:49.960 --> 00:22:53.960]  是在第六節重覆了出來的
[00:22:53.960 --> 00:22:55.960]  我們看看一棵植物
[00:22:56.160 --> 00:22:57.960]  如何結出果子
[00:22:57.960 --> 00:23:00.960]  我們要有良好的土壤
[00:23:00.960 --> 00:23:02.960]  健康的根
[00:23:02.960 --> 00:23:05.960]  樹幹要好,適宜的天氣
[00:23:05.960 --> 00:23:08.960]  並且要有成長
[00:23:08.960 --> 00:23:11.960]  一棵樹苗結不到果子
[00:23:11.960 --> 00:23:18.960]  一個成熟的樹才能結出健康的果子
[00:23:18.960 --> 00:23:21.960]  我們內在的屬靈生命也是這樣
[00:23:22.160 --> 00:23:26.960]  需要成長才能活出真正自然的好行為
[00:23:26.960 --> 00:23:32.960]  我們如何才能有屬靈強壯的生命呢?
[00:23:32.960 --> 00:23:37.960]  十二節會不會說給我們一個秘訣呢?
[00:23:37.960 --> 00:23:42.960]  「又感謝父使你們陪與眾聖徒
[00:23:42.960 --> 00:23:45.960]  在光明中分享基業」
[00:23:45.960 --> 00:23:49.960]  我們要知道我們能夠有一切屬靈的福氣
[00:23:50.160 --> 00:23:53.960]  都是因典,是神抬高了我們
[00:23:53.960 --> 00:23:55.960]  我們可以與眾聖徒
[00:23:55.960 --> 00:23:58.960]  可能是保羅彼得平起平坐
[00:23:58.960 --> 00:24:01.960]  我們從前全部都是罪人
[00:24:01.960 --> 00:24:04.960]  是主救了我們
[00:24:04.960 --> 00:24:07.960]  才有神兒女的身份
[00:24:07.960 --> 00:24:10.960]  大家沒有分高低
[00:24:10.960 --> 00:24:14.960]  你可能因此很厲害很多
