
[00:00:00.000 --> 00:00:04.000]  好 謝謝勁擺隊帶我們唱詩的時間
[00:01:27.480 --> 00:01:29.000]  不知你是哪一派
[00:01:29.000 --> 00:01:30.080]  因為你運動完之後
[00:01:30.080 --> 00:01:31.840]  很想去汽水機
[00:01:31.840 --> 00:01:34.040]  也按可口可樂出來
[00:01:34.040 --> 00:01:36.200]  很想馬上滿足了
[00:01:36.200 --> 00:01:37.080]  喝了它
[00:01:37.080 --> 00:01:38.800]  不過你會發覺
[00:01:38.800 --> 00:01:40.440]  喝完可口可樂之後
[00:01:40.440 --> 00:01:42.040]  通常你喝一罐是不夠的
[00:01:42.040 --> 00:01:43.440]  你會叫第二罐
[00:01:43.440 --> 00:01:44.640]  甚至乎叫第三罐
[00:01:44.640 --> 00:01:45.320]  因為
[00:01:45.320 --> 00:01:45.920]  其實
[00:01:45.920 --> 00:01:46.960]  過了十分鐘
[00:01:46.960 --> 00:01:48.320]  喝完第一罐可口可樂
[00:01:48.320 --> 00:01:49.120]  你會覺得
[00:01:49.120 --> 00:01:50.760]  還是有點口乾
[00:01:50.760 --> 00:01:52.120]  甚至你會覺得
[00:01:52.120 --> 00:01:53.920]  繼續都是很口渴
[00:01:53.920 --> 00:01:55.640]  唯有是什麼
[00:01:55.640 --> 00:01:56.480]  我聽到別人說
[00:01:56.480 --> 00:01:57.200]  其實
[00:01:57.200 --> 00:01:58.320]  最後你會發現
[00:01:58.320 --> 00:02:00.000]  唯有乖乖地
[00:02:00.000 --> 00:02:01.160]  喝水
[00:02:01.160 --> 00:02:04.240]  才真正解決你的口渴
[00:02:04.240 --> 00:02:06.280]  今天分享這個
[00:02:06.280 --> 00:02:07.920]  日常生活的小經驗
[00:02:07.920 --> 00:02:09.200]  正正就是今天
[00:02:09.200 --> 00:02:12.280]  京能很想跟我們說的一個屬靈真相
[00:02:12.280 --> 00:02:13.720]  有時人
[00:02:13.720 --> 00:02:15.720]  原來也會喝錯水
[00:02:15.720 --> 00:02:17.480]  以為某些水
[00:02:17.480 --> 00:02:20.040]  可以幫助我們的生命止渴
[00:02:20.040 --> 00:02:22.440]  但怎知道越喝越渴
[00:02:22.440 --> 00:02:25.400]  今天很想透過一段熟悉
[00:02:25.400 --> 00:02:26.760]  可能大家都有聽過
[00:02:26.760 --> 00:02:28.160]  耶穌與井旁
[00:02:28.160 --> 00:02:30.320]  一個撒瑪利亞婦人的對話
[00:02:30.320 --> 00:02:33.280]  在《約翰福音》的4章4至30節
[00:02:33.280 --> 00:02:34.480]  講題就是
[00:02:34.480 --> 00:02:35.800]  「你靠什麼水呢?」
[00:02:35.800 --> 00:02:38.160]  很想讓你知道
[00:02:38.160 --> 00:02:41.120]  究竟我們要靠的是什麼水
[00:02:41.120 --> 00:02:44.720]  這是說兩種不同的水
[00:02:44.720 --> 00:02:47.880]  是靠井水和靠活水的分別
[00:02:47.880 --> 00:02:49.640]  我們先一起讀出
[00:02:49.640 --> 00:02:51.080]  頭一部分的經文
[00:02:51.080 --> 00:02:53.480]  在4章4至20節
[00:02:53.480 --> 00:02:54.800]  我們一起讀吧
[00:02:54.800 --> 00:02:56.160]  預備起
[00:02:56.640 --> 00:02:59.360]  「她必須經過撒瑪利亞」
[00:02:59.360 --> 00:03:02.800]  「於是到了撒瑪利亞的一座城」
[00:03:02.800 --> 00:03:04.560]  「名叫聚迦」
[00:03:04.560 --> 00:03:09.000]  「靠近雅各給她兒子約瑟的那塊地」
[00:03:09.000 --> 00:03:11.560]  「雅各井就在那裡」
[00:03:11.560 --> 00:03:14.040]  「耶穌因旅途疲乏」
[00:03:14.040 --> 00:03:15.680]  「坐在井旁」
[00:03:15.680 --> 00:03:17.840]  「那時約是正午」
[00:03:17.840 --> 00:03:21.360]  「有一個撒瑪利亞婦人來打水」
[00:03:21.360 --> 00:03:22.920]  「耶穌對她說」
[00:03:22.920 --> 00:03:24.520]  「請給我水喝」
[00:03:24.760 --> 00:03:28.640]  「因為那時門徒遵承買食物去了」
[00:03:28.640 --> 00:03:31.320]  「撒瑪利亞婦人對她說」
[00:03:31.320 --> 00:03:32.960]  「你是猶太人」
[00:03:32.960 --> 00:03:37.240]  「怎麼向我一個撒瑪利亞女人要水喝呢?」
[00:03:37.240 --> 00:03:41.880]  「因為猶太人和撒瑪利亞人沒有來往」
[00:03:41.880 --> 00:03:43.960]  「耶穌回答她說」
[00:03:43.960 --> 00:03:46.360]  「你若知道神的恩賜」
[00:03:46.360 --> 00:03:47.680]  「和對你說」
[00:03:47.680 --> 00:03:50.080]  「請給我水喝的是誰」
[00:03:50.080 --> 00:03:52.160]  「你早就會求他」
[00:03:52.360 --> 00:03:55.400]  「他也早就會給了你活水」
[00:03:55.400 --> 00:03:57.440]  「婦人對耶穌說」
[00:03:57.440 --> 00:04:00.480]  「先生 你沒有打水的器具」
[00:04:00.480 --> 00:04:03.720]  「井有心 哪裡去取活水呢?」
[00:04:03.720 --> 00:04:07.920]  「我們的祖宗雅各把這井流給我們」
[00:04:07.920 --> 00:04:09.920]  「他自己和兒女」
[00:04:09.920 --> 00:04:12.960]  「以及生畜都喝這井裡的水」
[00:04:12.960 --> 00:04:15.480]  「難道你比他還大嗎?」
[00:04:15.480 --> 00:04:18.080]  「耶穌回答對她說」
[00:04:18.080 --> 00:04:21.120]  「凡喝這水的 還要再喝」
[00:04:21.360 --> 00:04:24.800]  「誰喝我所賜的水 就永遠不喝」
[00:04:24.800 --> 00:04:26.400]  「我所賜的水」
[00:04:26.400 --> 00:04:29.080]  「要在他裡面成為泉源」
[00:04:29.080 --> 00:04:30.800]  「直湧到永生」
[00:04:30.800 --> 00:04:32.720]  「婦人對他說」
[00:04:32.720 --> 00:04:35.680]  「先生 請把這水賜給我」
[00:04:35.680 --> 00:04:36.960]  「使我不渴」
[00:04:36.960 --> 00:04:39.680]  「也不用到這裡來打水」
[00:04:39.680 --> 00:04:41.360]  「耶穌對她說」
[00:04:41.360 --> 00:04:45.200]  「你去 叫你的丈夫再到這裡來」
[00:04:45.200 --> 00:04:47.840]  「婦人回答對耶穌說」
[00:04:47.840 --> 00:04:49.480]  「我沒有丈夫」
[00:04:49.680 --> 00:04:53.040]  「耶穌說 你說沒有丈夫是對的」
[00:04:53.040 --> 00:04:55.640]  「你已經有過五個丈夫」
[00:04:55.640 --> 00:04:58.840]  「你現在有的 並不是你的丈夫」
[00:04:58.840 --> 00:05:00.640]  「你這話是真的」
[00:05:00.640 --> 00:05:02.400]  「婦人對他說」
[00:05:02.400 --> 00:05:05.480]  「先生 我看你是一位先知」
[00:05:05.480 --> 00:05:09.000]  「我們的祖宗在這山上敬拜神」
[00:05:09.000 --> 00:05:10.440]  「你們賭說」
[00:05:10.440 --> 00:05:14.000]  「應當敬拜的地方是在耶路撒冷」
[00:05:14.000 --> 00:05:15.560]  我們一起讀禱告
[00:05:17.440 --> 00:05:19.680]  「最感謝祢 祢賜下祢的話語」
[00:05:19.680 --> 00:05:21.960]  「祢的話語成為我們腳前的燈」
[00:05:21.960 --> 00:05:23.000]  「路上的光」
[00:05:23.000 --> 00:05:24.480]  「願今日這篇經文」
[00:05:24.480 --> 00:05:25.840]  「能進入我們的心」
[00:05:25.840 --> 00:05:27.680]  「明白上帝是」
[00:05:27.680 --> 00:05:30.200]  「那位單單想賜恩點給我們」
[00:05:30.200 --> 00:05:31.720]  「賜活水給我們的上帝」
[00:05:31.720 --> 00:05:33.240]  「再願祢帶領我們」
[00:05:33.240 --> 00:05:34.880]  「讓我們有專心」
[00:05:34.880 --> 00:05:36.680]  「亦有智慧明白祢的話」
[00:05:36.680 --> 00:05:37.920]  「願聖靈幫助我們」
[00:05:37.920 --> 00:05:41.120]  「以信禱告 奉主耶穌基督 聖名求」
[00:05:41.120 --> 00:05:42.040]  「阿門」
[00:05:42.040 --> 00:05:46.120]  我們先進入經文第一部分
[00:05:46.520 --> 00:05:48.600]  是講述靠井水的
[00:05:48.600 --> 00:05:53.200]  我們先看四章四節到二十
[00:05:53.200 --> 00:05:55.960]  經文一開始給了一個很重要的背景
[00:05:55.960 --> 00:05:57.960]  它說「他必須經過撒瑪利亞」
[00:05:57.960 --> 00:05:59.000]  「他」是誰呢?
[00:05:59.000 --> 00:06:00.360]  是指耶穌
[00:06:00.360 --> 00:06:02.640]  不過你會看到中間
[00:06:02.640 --> 00:06:04.280]  耶穌是跟一群門徒
[00:06:04.280 --> 00:06:04.960]  第八節說
[00:06:04.960 --> 00:06:08.200]  「那時門徒進了城去買食物」
[00:06:08.200 --> 00:06:11.280]  其實耶穌跟門徒當時
[00:06:11.280 --> 00:06:13.520]  一直在不同的地方
[00:06:13.520 --> 00:06:15.640]  去傳揚天國的福音
[00:06:15.840 --> 00:06:18.160]  但這裡說「他」即是耶穌
[00:06:18.160 --> 00:06:19.680]  必須經過撒瑪利亞
[00:06:19.680 --> 00:06:21.920]  有一個特別的意思
[00:06:21.920 --> 00:06:24.720]  當時猶太人打死
[00:06:24.720 --> 00:06:28.960]  都不會經過撒瑪利亞這個地方
[00:06:28.960 --> 00:06:31.280]  他們通常會刻意繞遠一點的路
[00:06:31.280 --> 00:06:32.400]  走久一點的地方
[00:06:32.400 --> 00:06:34.560]  都不想經過撒瑪利亞這個地方
[00:06:34.560 --> 00:06:35.840]  因為甚麼呢?
[00:06:35.840 --> 00:06:38.000]  原來猶太人的眼中
[00:06:38.000 --> 00:06:41.160]  撒瑪利亞人會覺得他們不潔淨
[00:06:41.160 --> 00:06:43.120]  因為撒瑪利亞人為何會
[00:06:43.520 --> 00:06:47.000]  叫撒瑪利亞人是即日猶太人
[00:06:47.000 --> 00:06:48.880]  跟外族人、外邦人
[00:06:48.880 --> 00:06:51.880]  去通婚結婚的混血兒
[00:06:51.880 --> 00:06:53.240]  不過在他們的眼中
[00:06:53.240 --> 00:06:55.040]  不是純正的猶太人
[00:06:55.040 --> 00:06:56.520]  所以他們覺得他們不潔淨
[00:06:56.520 --> 00:06:58.360]  不過這裡說
[00:06:58.360 --> 00:07:00.840]  耶穌必須經過
[00:07:00.840 --> 00:07:02.240]  這個「必須」提到
[00:07:02.240 --> 00:07:03.160]  很想強調
[00:07:03.160 --> 00:07:06.120]  耶穌是刻意沒有繞遠路
[00:07:06.120 --> 00:07:08.680]  要刻意進到撒瑪利亞
[00:07:08.680 --> 00:07:11.320]  祂是有目的和使命的
[00:07:11.520 --> 00:07:13.040]  待會你會看到
[00:07:13.040 --> 00:07:15.600]  耶穌刻意主動找一個
[00:07:15.600 --> 00:07:17.000]  被社會遺棄
[00:07:17.000 --> 00:07:19.400]  人生一團糟的婦人
[00:07:19.400 --> 00:07:22.280]  當時背景是甚麼呢?
[00:07:22.280 --> 00:07:24.960]  耶穌坐在雅閣的井旁
[00:07:24.960 --> 00:07:26.400]  而時間在第六節
[00:07:26.400 --> 00:07:29.000]  祂說那時是正午的時間
[00:07:29.000 --> 00:07:30.920]  是烈日當空的時間
[00:07:30.920 --> 00:07:32.600]  祂說有一個婦人
[00:07:32.600 --> 00:07:34.000]  撒瑪利亞婦人來打水
[00:07:34.000 --> 00:07:35.840]  耶穌第一時間主動說
[00:07:35.840 --> 00:07:38.320]  跟婦人說「請給我水喝」
[00:07:38.320 --> 00:07:39.840]  婦人很震驚
[00:07:39.840 --> 00:07:41.280]  「你是猶太人」
[00:07:41.280 --> 00:07:44.400]  「為何要跟一個撒瑪利亞的女人說話?」
[00:07:44.400 --> 00:07:46.160]  「猶太人和撒瑪利亞人」
[00:07:46.160 --> 00:07:49.120]  「一向都不理睬彼此」
[00:07:49.120 --> 00:07:50.280]  「沒有來往」
[00:07:50.280 --> 00:07:53.320]  耶穌沒有直接回答
[00:07:53.320 --> 00:07:55.880]  關於種族和民族的問題
[00:07:55.880 --> 00:07:58.480]  反而是引導婦人反思
[00:07:58.480 --> 00:08:01.080]  其實她的生命狀況是怎樣
[00:08:01.080 --> 00:08:02.680]  我會形容
[00:08:02.680 --> 00:08:04.920]  第十至第十五節
[00:08:04.920 --> 00:08:07.120]  是第一輪的對話
[00:08:07.120 --> 00:08:09.120]  耶穌一開始就說
[00:08:09.120 --> 00:08:11.320]  第十節跟婦人說
[00:08:11.320 --> 00:08:14.040]  「如果你知道神的恩賜和對你說」
[00:08:14.040 --> 00:08:15.560]  「請給我水喝」
[00:08:15.560 --> 00:08:17.560]  「我這個人是誰的話」
[00:08:17.560 --> 00:08:19.680]  「你早就會求我」
[00:08:19.680 --> 00:08:20.800]  「求我之後」
[00:08:20.800 --> 00:08:23.000]  「我便會給你活水」
[00:08:23.000 --> 00:08:24.800]  但婦人看見
[00:08:24.800 --> 00:08:26.120]  看一看這位先生
[00:08:26.120 --> 00:08:29.720]  這位先生沒有打水的器具
[00:08:29.720 --> 00:08:31.480]  又想著井這麼深
[00:08:31.480 --> 00:08:33.040]  「你怎樣給我活水?」
[00:08:33.040 --> 00:08:34.400]  「這口井」
[00:08:34.400 --> 00:08:35.200]  有點自豪地說
[00:08:35.200 --> 00:08:37.840]  「這口井是我祖宗的瓦閣」
[00:08:38.000 --> 00:08:39.400]  「很多年前」
[00:08:39.400 --> 00:08:42.600]  「我們世世代代都靠著這口井」
[00:08:42.600 --> 00:08:44.000]  「水源源不絕」
[00:08:44.000 --> 00:08:46.600]  「供應給了很多人飲用」
[00:08:46.600 --> 00:08:47.640]  「這個井水」
[00:08:47.640 --> 00:08:49.800]  「難道你比瓦閣」
[00:08:49.800 --> 00:08:53.440]  「我的祖宗、祖先更偉大更厲害嗎?」
[00:08:53.440 --> 00:08:55.760]  耶穌很清楚地回應
[00:08:55.760 --> 00:08:57.360]  祂沒有直接說
[00:08:57.360 --> 00:08:58.920]  祂是否比瓦閣大
[00:08:58.920 --> 00:08:59.800]  不過祂說
[00:08:59.800 --> 00:09:01.800]  「凡喝這個井水的人」
[00:09:01.800 --> 00:09:03.920]  「仍然會再喝」
[00:09:03.920 --> 00:09:06.960]  「但相反如果你喝我所賜的水」
[00:09:06.960 --> 00:09:08.680]  「你是永遠不渴」
[00:09:08.680 --> 00:09:09.680]  「我所賜的水」
[00:09:09.680 --> 00:09:11.680]  「要在你裏面成為全原」
[00:09:11.680 --> 00:09:13.400]  「直湧到永生」
[00:09:13.400 --> 00:09:15.640]  婦人那一刻很興奮
[00:09:15.640 --> 00:09:16.480]  她說
[00:09:16.480 --> 00:09:19.800]  「先生,你快點給我這些水吧」
[00:09:19.800 --> 00:09:21.280]  「叫我不渴」
[00:09:21.280 --> 00:09:23.040]  並且你看到15節最後
[00:09:23.040 --> 00:09:26.400]  她說「也不用到這裏來打水」
[00:09:26.400 --> 00:09:29.800]  其實婦人特別說
[00:09:29.800 --> 00:09:32.720]  她的重點除了不用繼續口渴外
[00:09:32.720 --> 00:09:34.040]  更重點是
[00:09:34.040 --> 00:09:35.880]  她不需要再來這裡打水
[00:09:35.880 --> 00:09:38.400]  不知道大家有沒有見過井
[00:09:38.400 --> 00:09:39.640]  有去過打水
[00:09:39.640 --> 00:09:40.640]  有試過嗎
[00:09:40.640 --> 00:09:43.520]  有,我也有
[00:09:43.520 --> 00:09:46.480]  因為我家鄉是一條客家村
[00:09:46.480 --> 00:09:47.360]  真的有口井
[00:09:47.360 --> 00:09:49.440]  我祖母那時
[00:09:49.440 --> 00:09:52.400]  每天從口井拉水上來
[00:09:52.400 --> 00:09:53.360]  井很深
[00:09:53.360 --> 00:09:54.160]  很重
[00:09:54.160 --> 00:09:55.000]  她叫我試試拉
[00:09:55.000 --> 00:09:56.000]  我差點掉下去
[00:09:56.000 --> 00:09:57.600]  幸好她幫了我
[00:09:57.600 --> 00:09:59.280]  是一件很辛苦的事
[00:09:59.280 --> 00:10:00.200]  你用想像一下
[00:10:00.200 --> 00:10:01.200]  這個婦人
[00:10:01.200 --> 00:10:03.200]  她會去到很遠的地方
[00:10:03.200 --> 00:10:04.200]  她每天
[00:10:04.200 --> 00:10:07.080]  就是要這樣拿著打水器具
[00:10:07.080 --> 00:10:09.520]  去到井的地方
[00:10:09.520 --> 00:10:10.360]  打完水
[00:10:10.360 --> 00:10:11.880]  拿著很重的水
[00:10:11.880 --> 00:10:13.320]  回到家
[00:10:13.320 --> 00:10:15.720]  一下子就喝完了
[00:10:15.720 --> 00:10:16.320]  除了她
[00:10:16.320 --> 00:10:18.240]  還有她的家人等等
[00:10:18.240 --> 00:10:19.520]  其實想像一下
[00:10:19.520 --> 00:10:20.560]  對於她來說
[00:10:20.560 --> 00:10:22.800]  打水這個行動
[00:10:22.800 --> 00:10:23.840]  或者每一天
[00:10:23.840 --> 00:10:24.560]  日復日
[00:10:24.560 --> 00:10:25.520]  這種很努力
[00:10:25.520 --> 00:10:27.680]  靠著自己的力量去打水
[00:10:27.680 --> 00:10:29.400]  其實她覺得很辛苦
[00:10:29.400 --> 00:10:30.400]  很累
[00:10:30.400 --> 00:10:31.400]  所以她聽到
[00:10:32.040 --> 00:10:34.600]  原來我可以永遠不渴的喝完
[00:10:34.600 --> 00:10:36.680]  那我就不用再打水了
[00:10:36.680 --> 00:10:39.400]  不需要每天拿這麼重的水
[00:10:39.400 --> 00:10:41.320]  來來回回地回家
[00:10:41.320 --> 00:10:42.320]  她覺得很開心
[00:10:42.320 --> 00:10:45.200]  這裡想說甚麼呢
[00:10:45.200 --> 00:10:46.200]  這個婦人
[00:10:46.200 --> 00:10:47.200]  每一天
[00:10:47.200 --> 00:10:47.960]  很努力
[00:10:47.960 --> 00:10:49.960]  靠著自己去打水
[00:10:49.960 --> 00:10:51.480]  我不知道
[00:10:51.480 --> 00:10:52.320]  對於你們來說
[00:10:52.320 --> 00:10:53.360]  今天你們沒有
[00:10:53.360 --> 00:10:55.680]  不會真的去到井打水
[00:10:55.680 --> 00:10:56.520]  不過我想說
[00:10:56.520 --> 00:10:57.840]  你們今天都很努力
[00:10:57.840 --> 00:11:00.240]  每一天都在做很多事
[00:11:00.240 --> 00:11:02.400]  我和你們相處了一段時間
[00:11:02.400 --> 00:11:04.800]  我先問一下你們的生活
[00:11:04.800 --> 00:11:05.640]  我發現
[00:11:05.640 --> 00:11:07.400]  其實你們絕對不懶惰
[00:11:07.400 --> 00:11:09.360]  你們基本上都是很勤力
[00:11:09.360 --> 00:11:10.360]  很努力的
[00:11:10.360 --> 00:11:13.640]  因為很多時候問你們是甚麼
[00:11:13.640 --> 00:11:14.840]  放學後去哪裡
[00:11:14.840 --> 00:11:16.200]  通常不是回家
[00:11:16.200 --> 00:11:17.840]  我還有補習
[00:11:17.840 --> 00:11:19.440]  我要繼續溫習
[00:11:19.440 --> 00:11:22.360]  還有可能我要和朋友
[00:11:22.360 --> 00:11:25.280]  甚至可能你還要參加很多課外活動
[00:11:25.280 --> 00:11:26.280]  增進自己
[00:11:26.280 --> 00:11:27.680]  不論是音樂的
[00:11:27.680 --> 00:11:28.720]  運動的
[00:11:28.720 --> 00:11:29.800]  各方面等等
[00:11:29.800 --> 00:11:31.400]  還有要出去比賽
[00:11:31.400 --> 00:11:32.760]  很多很多的事
[00:11:32.760 --> 00:11:35.880]  我相信令自己生活充實一點
[00:11:35.880 --> 00:11:37.160]  好好讀書
[00:11:37.160 --> 00:11:38.320]  好好增長
[00:11:38.320 --> 00:11:39.800]  增進自己的知識
[00:11:39.800 --> 00:11:40.520]  技能
[00:11:40.520 --> 00:11:41.640]  都是好事
[00:11:41.640 --> 00:11:45.600]  不過很多時候再去聽你們在這麼多東西
[00:11:45.600 --> 00:11:47.280]  充實忙碌的裡面
[00:11:47.280 --> 00:11:50.320]  我更多時候聽到的是一個令人心酸
[00:11:50.320 --> 00:11:52.120]  甚至是心痛的聲音
[00:11:52.120 --> 00:11:53.120]  是甚麼呢
[00:11:53.120 --> 00:11:54.200]  就是很多時候
[00:11:54.200 --> 00:11:55.800]  我看你們真的已經很努力
[00:11:55.800 --> 00:11:56.480]  很努力的了
[00:11:56.480 --> 00:11:57.200]  每一天
[00:11:57.200 --> 00:11:58.120]  不過
[00:11:58.120 --> 00:12:00.520]  每一次做完一樣的事之後
[00:12:00.520 --> 00:12:02.320]  你會覺得是怎樣呢
[00:12:02.320 --> 00:12:03.640]  聽到你們說的就是
[00:12:03.640 --> 00:12:06.200]  我覺得自己都不夠努力
[00:12:06.200 --> 00:12:09.040]  我覺得自己都還不夠好
[00:12:09.040 --> 00:12:11.320]  甚至做完一堆事之後
[00:12:11.320 --> 00:12:13.000]  完所有事之後
[00:12:13.000 --> 00:12:15.800]  你好像都不太知道自己
[00:12:15.800 --> 00:12:16.960]  做了些甚麼
[00:12:16.960 --> 00:12:18.760]  究竟意義是甚麼
[00:12:18.760 --> 00:12:21.960]  好像很多人叫我要做很多很多的事
[00:12:21.960 --> 00:12:25.840]  不知道你會不會都好像這個婦人一樣
[00:12:25.840 --> 00:12:28.440]  每一天你都很努力
[00:12:28.440 --> 00:12:30.200]  很努力很辛苦
[00:12:30.200 --> 00:12:31.800]  她就去打井水
[00:12:31.800 --> 00:12:33.920]  你就去打不同的水
[00:12:33.920 --> 00:12:36.720]  那些很需要透過可能是成就
[00:12:36.720 --> 00:12:37.880]  成績
[00:12:37.880 --> 00:12:39.560]  朋輩的關係
[00:12:39.560 --> 00:12:42.000]  或者等等的東西
[00:12:42.000 --> 00:12:44.320]  去滿足自己內心
[00:12:44.320 --> 00:12:46.320]  不過
[00:12:46.320 --> 00:12:48.280]  好像這個婦人一樣
[00:12:48.280 --> 00:12:51.040]  她要每一天很努力打完井水之後
[00:12:51.040 --> 00:12:52.240]  喝了之後
[00:12:52.240 --> 00:12:53.960]  得到暫時的滿足
[00:12:53.960 --> 00:12:56.200]  她第二天要挾起來
[00:12:56.200 --> 00:12:57.040]  好像你們一樣
[00:12:57.040 --> 00:12:58.160]  第二天挾起來
[00:12:58.160 --> 00:13:00.240]  繼續要去努力
[00:13:00.240 --> 00:13:02.360]  去勉強自己
[00:13:02.360 --> 00:13:04.840]  我想耶穌這裡很想讓這個婦人看
[00:13:04.840 --> 00:13:05.720]  她的生命
[00:13:05.720 --> 00:13:08.480]  其實你生命累不累
[00:13:08.480 --> 00:13:12.040]  你生命會不會每一天日復日
[00:13:12.040 --> 00:13:13.560]  靠自己的努力
[00:13:13.560 --> 00:13:15.560]  你過得辛苦嗎
[00:13:15.560 --> 00:13:20.400]  不過耶穌和這個婦人的對話沒有停在這裡
[00:13:20.400 --> 00:13:22.880]  因為耶穌很想帶這個婦人再去看
[00:13:22.880 --> 00:13:23.920]  深層一點
[00:13:23.920 --> 00:13:26.240]  究竟她心靈裏面的渴
[00:13:26.240 --> 00:13:27.600]  那份口渴
[00:13:27.600 --> 00:13:29.760]  心靈裏面是甚麼
[00:13:29.760 --> 00:13:31.680]  原來是源於她的空虛
[00:13:31.680 --> 00:13:32.360]  孤單
[00:13:32.360 --> 00:13:35.240]  甚至是因為罪帶來的羞恥問題
[00:13:35.240 --> 00:13:38.120]  到了16到20節
[00:13:38.120 --> 00:13:39.880]  我會形容是耶穌和這個婦人
[00:13:39.880 --> 00:13:41.000]  一個第二回合
[00:13:41.000 --> 00:13:43.880]  第二階段的對話
[00:13:43.880 --> 00:13:47.240]  耶穌在無緣無故說水的問題的時候
[00:13:47.240 --> 00:13:49.720]  他突然間好像九五答八一樣
[00:13:49.720 --> 00:13:50.160]  他說
[00:13:50.160 --> 00:13:51.520]  耶穌對這個婦人說
[00:13:51.520 --> 00:13:53.320]  你去叫你的丈夫來
[00:13:53.320 --> 00:13:55.320]  再回來這裡
[00:13:55.320 --> 00:13:56.440]  婦人就說
[00:13:56.440 --> 00:13:57.600]  我沒有丈夫
[00:13:57.600 --> 00:14:00.240]  耶穌就很溫柔地指出
[00:14:00.240 --> 00:14:02.040]  你說得對
[00:14:02.040 --> 00:14:03.040]  你的確
[00:14:03.040 --> 00:14:06.240]  現在跟你同居的不是你的丈夫
[00:14:06.240 --> 00:14:09.120]  不過你曾經有五個丈夫
[00:14:09.120 --> 00:14:12.920]  我想說耶穌在這裡並不是要特意
[00:14:12.920 --> 00:14:14.520]  爆他的東西出來
[00:14:14.520 --> 00:14:15.400]  定他的罪
[00:14:15.400 --> 00:14:16.760]  或者要羞辱他
[00:14:16.760 --> 00:14:17.520]  而是
[00:14:17.520 --> 00:14:18.320]  剛剛提到
[00:14:18.320 --> 00:14:20.320]  耶穌特意來到撒瑪利亞
[00:14:20.320 --> 00:14:21.880]  聚家的井旁
[00:14:21.880 --> 00:14:23.880]  去找這個婦人
[00:14:23.880 --> 00:14:25.880]  他很想像醫生一樣
