
[00:00:00.000 --> 00:00:04.200]  剛才Karson傳到說今天是年幾多?
[00:02:56.200 --> 00:02:59.200]  叫你們彼此相愛
[00:02:59.200 --> 00:03:03.200]  你們向馬其頓傳遞的眾弟兄
[00:03:03.200 --> 00:03:05.200]  固然是這樣行
[00:03:05.200 --> 00:03:07.200]  但我勸弟兄們
[00:03:07.200 --> 00:03:09.200]  要更加勉勵
[00:03:09.200 --> 00:03:12.200]  又要立志作安靜人
[00:03:12.200 --> 00:03:14.200]  辦自己的事
[00:03:14.200 --> 00:03:16.200]  親手做工
[00:03:16.200 --> 00:03:20.200]  正如從前所吩咐你們的
[00:03:20.200 --> 00:03:24.200]  叫你們可以向外人行事端正
[00:03:24.200 --> 00:03:28.200]  自己也就沒有什麼缺乏了
[00:03:28.200 --> 00:03:33.200]  叫你們可以向外邦人行事端正
[00:03:33.200 --> 00:03:36.200]  自己也就沒有什麼缺乏了
[00:03:36.200 --> 00:03:42.200]  前幾個星期
[00:03:42.200 --> 00:03:44.200]  我們一直在看
[00:03:44.200 --> 00:03:46.200]  帖薩羅利加前書
[00:03:46.200 --> 00:03:48.200]  在第二三章
[00:03:48.200 --> 00:03:52.200]  保羅從提摩太的匯報裏
[00:03:52.200 --> 00:03:55.200]  得知信徒的情況
[00:03:55.200 --> 00:03:58.200]  他非常之欣慰
[00:03:58.200 --> 00:04:01.200]  保羅向教會的弟兄姊妹
[00:04:01.200 --> 00:04:03.200]  說出自己心底的說話
[00:04:03.200 --> 00:04:07.200]  除了回顧他在帖薩羅利加時候的情況
[00:04:07.200 --> 00:04:14.200]  更是表達自己對眾信徒的愛和關懷
[00:04:14.200 --> 00:04:17.200]  只是因為情勢不許可
[00:04:17.200 --> 00:04:21.200]  所以他不能夠回到帖城和他們一起
[00:04:21.200 --> 00:04:26.200]  他又澄清了一些謠傳和解釋他的行為
[00:04:26.200 --> 00:04:30.200]  保羅以禱告結束了第三章
[00:04:30.200 --> 00:04:32.200]  進入第四章
[00:04:32.200 --> 00:04:34.200]  他就針對教會出現的問題
[00:04:34.200 --> 00:04:38.200]  作出教導和勸勉
[00:04:38.200 --> 00:04:42.200]  保羅在性別和相愛這兩個議題上
[00:04:42.200 --> 00:04:47.200]  作出著墨教導
[00:04:47.200 --> 00:04:49.200]  是希望帖薩羅利加的信徒
[00:04:49.200 --> 00:04:54.200]  能夠活出見證主的生命
[00:04:54.200 --> 00:04:57.200]  在第三章結尾的時候
[00:04:57.200 --> 00:04:59.200]  禱告內容是這樣的
[00:04:59.200 --> 00:05:00.200]  我讀給大家聽
[00:05:00.200 --> 00:05:03.200]  願神我們的父和我們的主耶穌
[00:05:03.200 --> 00:05:06.200]  一直引領我們到你們那裡去
[00:05:06.200 --> 00:05:10.200]  又願主叫你們彼此相愛的心
[00:05:10.200 --> 00:05:14.200]  並愛眾人的心都能增長充足
[00:05:14.200 --> 00:05:16.200]  如同我們愛你們一樣
[00:05:16.200 --> 00:05:19.200]  好使你們當我們主耶穌
[00:05:19.200 --> 00:05:21.200]  和他眾信徒來的時候
[00:05:21.200 --> 00:05:23.200]  在我們父神面前
[00:05:23.200 --> 00:05:27.200]  心裡堅固成為聖潔
[00:05:27.200 --> 00:05:31.200]  無可指責
[00:05:31.200 --> 00:05:34.200]  保羅祈求神讓信徒在愛心
[00:05:34.200 --> 00:05:37.200]  和性別上能夠有成長
[00:05:37.200 --> 00:05:41.200]  到底信徒怎樣在弟兄姊妹之間
[00:05:41.200 --> 00:05:45.200]  相愛和活出性別的生活呢?
[00:05:45.200 --> 00:05:47.200]  四章一節
[00:05:47.200 --> 00:05:51.200]  開頭是有「所以」這個字的
[00:05:51.200 --> 00:05:53.200]  但是在中文就沒有譯出來
[00:05:53.200 --> 00:05:56.200]  這個字可以將第三章保羅的禱告
[00:05:56.200 --> 00:06:00.200]  帶到第四章的教導
[00:06:00.200 --> 00:06:03.200]  將兩段連在一起
[00:06:03.200 --> 00:06:08.200]  在第一節保羅說了三件事
[00:06:08.200 --> 00:06:12.200]  他重提自己在貼紮羅里加的時候
[00:06:12.200 --> 00:06:14.200]  對信徒的教導
[00:06:14.200 --> 00:06:20.200]  他肯定和讚賞他們遵從了這些教導
[00:06:20.200 --> 00:06:24.200]  也勉勵他們要照著現在所做的
[00:06:24.200 --> 00:06:27.200]  更加努力
[00:06:27.200 --> 00:06:33.200]  保羅說「靠主耶穌求你們、勸你們」
[00:06:33.200 --> 00:06:35.200]  「靠主耶穌」的意思
[00:06:35.200 --> 00:06:39.200]  是主耶穌是保羅勸勉的基礎
[00:06:39.200 --> 00:06:42.200]  就是我們奉主耶穌的名去
[00:06:42.200 --> 00:06:46.200]  求你們、勸你們的意思
[00:06:46.200 --> 00:06:51.200]  「求」是同輩之間提出的懇切要求
[00:06:51.200 --> 00:06:57.200]  所以保羅稱呼貼成的信徒為弟兄們
[00:06:57.200 --> 00:07:01.200]  而「勸」這個字的語氣就比較強烈
[00:07:01.200 --> 00:07:06.200]  原文有「我提出呼籲」這個意思
[00:07:06.200 --> 00:07:09.200]  「懇求」是基於弟兄的身份
[00:07:09.200 --> 00:07:15.200]  「勸勉」則是根據主耶穌的權柄
[00:07:15.200 --> 00:07:17.200]  對於保羅的教訓
[00:07:17.200 --> 00:07:19.200]  他們是聽了
[00:07:19.200 --> 00:07:22.200]  實在他們也走出來了
[00:07:22.200 --> 00:07:26.200]  不過保羅要求他們更加努力
[00:07:26.200 --> 00:07:28.200]  更加向前邁進
[00:07:28.200 --> 00:07:31.200]  要更上一層樓
[00:07:31.200 --> 00:07:33.200]  作為主耶穌的門徒
[00:07:33.200 --> 00:07:37.200]  追求國土神喜悅的生活是必須的
[00:07:37.200 --> 00:07:40.200]  因為主耶穌在地上的時候
[00:07:40.200 --> 00:07:41.200]  他也是這樣做的
[00:07:41.200 --> 00:07:43.200]  在約翰福音八章二十九節
[00:07:43.200 --> 00:07:48.200]  主耶穌說「我常做他喜悅的事」
[00:07:48.200 --> 00:07:51.200]  國土神喜悅的生活
[00:07:51.200 --> 00:07:53.200]  並不是像法利塞人那樣
[00:07:53.200 --> 00:07:57.200]  將主耶穌的教訓化為一張
[00:07:57.200 --> 00:08:01.200]  「做得」和「不做得」的清單
[00:08:01.200 --> 00:08:03.200]  而是要貼近神
[00:08:03.200 --> 00:08:09.200]  去測驗、領略聖靈的提醒和帶領
[00:08:09.200 --> 00:08:14.200]  透過讀經、禱告等等的屬靈操練
[00:08:14.200 --> 00:08:16.200]  繼續去認識神
[00:08:16.200 --> 00:08:19.200]  以致能夠更加愛神
[00:08:19.200 --> 00:08:25.200]  才能夠了解如何去過土神喜悅的生活
[00:08:25.200 --> 00:08:27.200]  有一次
[00:08:27.200 --> 00:08:29.200]  我有件事要去做
[00:08:29.200 --> 00:08:32.200]  我看到有三個方案
[00:08:32.200 --> 00:08:34.200]  我就在禱告裡面跟神說
[00:08:34.200 --> 00:08:39.200]  「神啊,這件事可以這樣、這樣、這樣做」
[00:08:39.200 --> 00:08:43.200]  「求祢讓我清楚知道到底是一、二、三」
[00:08:43.200 --> 00:08:46.200]  「我就跟著祢去做吧」
[00:08:46.200 --> 00:08:48.200]  在祈禱完之後
[00:08:48.200 --> 00:08:51.200]  突然間心裡閃出一個問題
[00:08:51.200 --> 00:08:54.200]  「為什麼要這麼精準呢?」
[00:08:54.200 --> 00:08:56.200]  我就在想
[00:08:56.200 --> 00:08:58.200]  精準不就好了
[00:08:58.200 --> 00:09:00.200]  我就不會走錯路
[00:09:00.200 --> 00:09:02.200]  神要我做一,我就不會做二
[00:09:02.200 --> 00:09:04.200]  或者三
[00:09:04.200 --> 00:09:06.200]  應該是這樣的
[00:09:06.200 --> 00:09:08.200]  過了幾天
[00:09:08.200 --> 00:09:09.200]  我一直看
[00:09:09.200 --> 00:09:11.200]  當時也是在看詩篇
[00:09:11.200 --> 00:09:13.200]  看到詩篇119
[00:09:13.200 --> 00:09:16.200]  101至102節
[00:09:16.200 --> 00:09:18.200]  那裡說到
[00:09:18.200 --> 00:09:23.200]  「要遵守神的話,不偏離神的典章」
[00:09:23.200 --> 00:09:27.200]  忽然間那個問題又走出來了
[00:09:27.200 --> 00:09:29.200]  為什麼要這麼精準?
[00:09:29.200 --> 00:09:31.200]  讀完後
[00:09:31.200 --> 00:09:33.200]  我當然說「是啊,神也是這樣說的」
[00:09:33.200 --> 00:09:36.200]  「是要按著神的話去做」
[00:09:36.200 --> 00:09:39.200]  「是要這樣走的,應該是這樣」
[00:09:40.200 --> 00:09:44.200]  但當我慢慢再去想的時候
[00:09:44.200 --> 00:09:47.200]  我發現
[00:09:47.200 --> 00:09:50.200]  原來我要求這麼精準
[00:09:50.200 --> 00:09:53.200]  不是為了討神的喜悅
[00:09:53.200 --> 00:09:56.200]  而是為了滿足我自己
[00:09:56.200 --> 00:09:58.200]  在我一直想
[00:09:58.200 --> 00:10:00.200]  在我以前做會計
[00:10:00.200 --> 00:10:01.200]  大家都知道
[00:10:01.200 --> 00:10:03.200]  做會計每一個數字都要很準確
[00:10:03.200 --> 00:10:06.200]  不可以有分號的偏差
[00:10:06.200 --> 00:10:08.200]  所以這個成為了我的習慣
[00:10:08.200 --> 00:10:10.200]  做事就是要這樣
[00:10:10.200 --> 00:10:13.200]  但當我發現原來
[00:10:13.200 --> 00:10:15.200]  我這樣去要求神
[00:10:15.200 --> 00:10:16.200]  祂清楚告訴我
[00:10:16.200 --> 00:10:18.200]  讓我跟著祂去走
[00:10:18.200 --> 00:10:21.200]  我是為了滿足我自己
[00:10:21.200 --> 00:10:23.200]  我覺得我做得很好
[00:10:23.200 --> 00:10:24.200]  很準確
[00:10:24.200 --> 00:10:26.200]  沒有偏差
[00:10:26.200 --> 00:10:29.200]  但原來我不是為了討神的喜悅
[00:10:29.200 --> 00:10:32.200]  我只是討我自己的喜悅
[00:10:32.200 --> 00:10:34.200]  當我發現
[00:10:34.200 --> 00:10:37.200]  發現原來我自己裡面是這樣的時候
[00:10:37.200 --> 00:10:39.200]  我又覺得很難過
[00:10:39.200 --> 00:10:41.200]  原來我是這樣的
[00:10:41.200 --> 00:10:44.200]  我一直以為自己做得很好
[00:10:44.200 --> 00:10:48.200]  當然馬上向神認罪
[00:10:48.200 --> 00:10:51.200]  我感謝神
[00:10:51.200 --> 00:10:53.200]  祂讓我察驗到
[00:10:53.200 --> 00:10:56.200]  我自己裡面的動機
[00:10:56.200 --> 00:11:00.200]  如果討神喜悅
[00:11:00.200 --> 00:11:02.200]  是我們的目標
[00:11:02.200 --> 00:11:04.200]  我們確實
[00:11:04.200 --> 00:11:07.200]  要繼續不斷努力去做
[00:11:07.200 --> 00:11:10.200]  因為這是一個過程
[00:11:10.200 --> 00:11:12.200]  是漸進式的
[00:11:12.200 --> 00:11:16.200]  我們有太多的空間可以去進步
[00:11:16.200 --> 00:11:20.200]  時時都有一層樓要繼續上
[00:11:20.200 --> 00:11:23.200]  直到我們見主面為止
[00:11:23.200 --> 00:11:28.200]  在二、三節保羅帶信徒進入去實踐的裡面
[00:11:28.200 --> 00:11:31.200]  要怎樣去討神喜悅
[00:11:31.200 --> 00:11:33.200]  這是主耶穌的命令
[00:11:33.200 --> 00:11:37.200]  保羅和他們一起的時候
[00:11:37.200 --> 00:11:39.200]  也有教導了他們
[00:11:39.200 --> 00:11:44.200]  神對我們每一個被請教的人的旨意是什麼呢?
[00:11:44.200 --> 00:11:47.200]  成為聖傑
[00:11:47.200 --> 00:11:53.200]  成為聖傑在舊約是神對以色列人的呼召
[00:11:53.200 --> 00:11:56.200]  神呼召以色列人成為他的子民
[00:11:56.200 --> 00:12:00.200]  將他們認定為聖傑
[00:12:00.200 --> 00:12:03.200]  神從列國的人裡面
[00:12:03.200 --> 00:12:06.200]  將以色列人分別了出來
[00:12:06.200 --> 00:12:08.200]  被神所使用
[00:12:08.200 --> 00:12:10.200]  屬於耶和華神
[00:12:10.200 --> 00:12:13.200]  所以以色列人是聖傑的
[00:12:13.200 --> 00:12:16.200]  而我們每一個蒙神請救的人
[00:12:16.200 --> 00:12:22.200]  同樣都是神將我們在世界裡面分別出來的
[00:12:22.200 --> 00:12:25.200]  我們都是屬於神的
[00:12:25.200 --> 00:12:29.200]  聖傑這兩個字有兩層意思
[00:12:29.200 --> 00:12:33.200]  第一層意思是分別出來屬於神
[00:12:33.200 --> 00:12:35.200]  被神使用
[00:12:35.200 --> 00:12:37.200]  正如我剛才所說的
[00:12:37.200 --> 00:12:39.200]  這是地位上
[00:12:39.200 --> 00:12:44.200]  我們信主的人被主耶穌的血洗乾淨了
[00:12:44.200 --> 00:12:48.200]  所以我們在地位上或者在狀態上
[00:12:48.200 --> 00:12:50.200]  我們都是聖傑的
[00:12:50.200 --> 00:12:53.200]  沒有罪的了
[00:12:53.200 --> 00:12:58.200]  就好像我們去超級市場買水果
[00:12:58.200 --> 00:13:02.200]  19.9元5個特價
[00:13:02.200 --> 00:13:04.200]  一大堆
[00:13:04.200 --> 00:13:08.200]  我們就在這一大堆的奇異果裡面選5個
[00:13:08.200 --> 00:13:11.200]  這5個就是被分別了出來
[00:13:11.200 --> 00:13:13.200]  給你去吃的
[00:13:13.200 --> 00:13:25.200]  我們都是被神分別了出來
[00:13:25.200 --> 00:13:27.200]  被他去使用
[00:13:27.200 --> 00:13:33.200]  我們在狀態上都是聖傑的
[00:13:33.200 --> 00:13:36.200]  而第二層的意思
[00:13:36.200 --> 00:13:40.200]  就是在分別為聖的過程裡面
[00:13:40.200 --> 00:13:47.200]  越來越像神所屬意的樣式
[00:13:47.200 --> 00:13:51.200]  這個是成性的過程
[00:13:51.200 --> 00:13:55.200]  而成性過程終極的目標
[00:13:55.200 --> 00:13:58.200]  就是我們的聖傑
[00:13:58.200 --> 00:14:02.200]  可以說這是一個積極的過程
[00:14:02.200 --> 00:14:07.200]  引致我們去到聖傑的狀態
[00:14:07.200 --> 00:14:09.200]  所以作為主耶穌的門徒
[00:14:09.200 --> 00:14:13.200]  我們的人生路就是成性的路
[00:14:13.200 --> 00:14:16.200]  我們應該每一天都接近
[00:14:16.200 --> 00:14:21.200]  聖傑的狀態多一點
[00:14:21.200 --> 00:14:24.200]  我們生命成為聖傑很廣泛
[00:14:24.200 --> 00:14:26.200]  包括我們的行事為人
[00:14:26.200 --> 00:14:28.200]  我們的心思意念
[00:14:28.200 --> 00:14:32.200]  而保羅就在這裡特別提出了
[00:14:32.200 --> 00:14:35.200]  要遠避淫行
[00:14:35.200 --> 00:14:38.200]  保羅用了兩個字來表達
[00:14:38.200 --> 00:14:42.200]  對淫亂不徵通姦的態度
[00:14:42.200 --> 00:14:45.200]  就是要斷絕 戒絕
[00:14:45.200 --> 00:14:50.200]  強調基督徒必須在性關係上成結
[00:14:50.200 --> 00:14:52.200]  所以有一些中文譯本
[00:14:52.200 --> 00:14:57.200]  就會譯作絕對沒有淫亂的事
[00:14:57.200 --> 00:15:01.200]  就是說我們要和一切非法的性關係
[00:15:01.200 --> 00:15:05.200]  一刀兩斷 完全隔離
[00:15:05.200 --> 00:15:11.200]  並不單止是要自制 控制 節制
[00:15:11.200 --> 00:15:14.200]  而是要隔絕
[00:15:14.200 --> 00:15:17.200]  對於活在不知貞潔為何物的
[00:15:17.200 --> 00:15:20.200]  貼薩羅尼加的信徒來說
[00:15:20.200 --> 00:15:23.200]  這是一個很新的觀念
[00:15:23.200 --> 00:15:26.200]  在當時希臘羅馬世界
[00:15:26.200 --> 00:15:29.200]  尤其是以奉重著名的
[00:15:29.200 --> 00:15:32.200]  保羅寫這封信的時候
[00:15:32.200 --> 00:15:34.200]  在哥林多城
[00:15:34.200 --> 00:15:38.200]  而哥林多和貼薩羅尼加這兩個城
[00:15:38.200 --> 00:15:41.200]  都是以道德混亂著名的
[00:15:41.200 --> 00:15:44.200]  因此對於信主沒多久的
[00:15:44.200 --> 00:15:47.200]  貼薩羅尼加信徒來說
[00:15:47.200 --> 00:15:51.200]  確實是要切切地提醒他們
[00:15:51.200 --> 00:15:56.200]  保羅不單止要他們消極地去禁戒
[00:15:56.200 --> 00:15:59.200]  更是要積極地操練
[00:15:59.200 --> 00:16:04.200]  用聖潔尊貴守著自己的身體
[00:16:04.200 --> 00:16:07.200]  而相對的就是自己的身體
[00:16:07.200 --> 00:16:11.200]  不要在私慾邪情之中
[00:16:11.200 --> 00:16:15.200]  就是說要控制自己的慾念
[00:16:15.200 --> 00:16:19.200]  以致不會產生邪情
[00:16:19.200 --> 00:16:23.200]  貼薩羅尼加的信徒大部分都是外邦人
[00:16:23.200 --> 00:16:26.200]  從前敬拜他們的神
[00:16:26.200 --> 00:16:29.200]  那些異教徒的虔誠
[00:16:29.200 --> 00:16:33.200]  並不要求在性關係上的純潔
[00:16:33.200 --> 00:16:36.200]  他們的神明和一些女神
[00:16:36.200 --> 00:16:39.200]  是非常不道德的
[00:16:39.200 --> 00:16:43.200]  他們在神廟裡有很多的廟祭
[00:16:43.200 --> 00:16:47.200]  而這些就是他們敬拜完之後
[00:16:47.200 --> 00:16:50.200]  和這些廟祭發生性關係
[00:16:50.200 --> 00:16:54.200]  這就是他們敬拜的儀式
[00:16:54.200 --> 00:16:57.200]  「遠避」「守住」這兩個字
[00:16:57.200 --> 00:16:59.200]  這兩個是動詞
[00:16:59.200 --> 00:17:02.200]  而在希臘文的原文都是「關心」語氣
[00:17:02.200 --> 00:17:03.200]  很特別
[00:17:03.200 --> 00:17:09.200]  就是說這些是我們要做在我們自己的身上
[00:17:09.200 --> 00:17:15.200]  自己要有意識地戒絕和保守
[00:17:15.200 --> 00:17:18.200]  我天生是肥底的
[00:17:18.200 --> 00:17:19.200]  又很喜歡吃東西
[00:17:19.200 --> 00:17:21.200]  所以很容易變胖
[00:17:21.200 --> 00:17:24.200]  在我這幾十年的人生裡
[00:17:24.200 --> 00:17:27.200]  不斷循環就是減肥
[00:17:27.200 --> 00:17:28.200]  瘦了
[00:17:28.200 --> 00:17:30.200]  然後又慢慢變胖
[00:17:30.200 --> 00:17:33.200]  然後又減肥
[00:17:33.200 --> 00:17:36.200]  這就是我的循環
[00:17:36.200 --> 00:17:41.200]  有人說健身是女人終生的事業
[00:17:41.200 --> 00:17:42.200]  是的
[00:17:42.200 --> 00:17:45.200]  不過最近我有新的領悟
[00:17:45.200 --> 00:17:48.200]  因為前一段時間減完肥
[00:17:48.200 --> 00:17:52.200]  是要有意識地去計劃飲食
[00:17:52.200 --> 00:17:55.200]  還要加上運動
[00:17:55.200 --> 00:18:00.200]  這個不單只是保持不會讓自己一直變胖
[00:18:00.200 --> 00:18:03.200]  更是為了自己的身體健康
[00:18:03.200 --> 00:18:05.200]  因為年紀開始大了
[00:18:05.200 --> 00:18:07.200]  會很注意這些東西
[00:18:07.200 --> 00:18:11.200]  所以是要刻意地去做
[00:18:11.200 --> 00:18:13.200]  就好像淫亂
[00:18:13.200 --> 00:18:22.200]  也是要很刻意地提高警覺地去戒絕和保守自己
[00:18:22.200 --> 00:18:26.200]  其實不要說當時的羅馬世界
[00:18:26.200 --> 00:18:29.200]  我們現在身處的香港
[00:18:29.200 --> 00:18:32.200]  也不是好得多
[00:18:32.200 --> 00:18:35.200]  我聽過一則這樣的報導
[00:18:35.200 --> 00:18:37.200]  有一個早上
[00:18:37.200 --> 00:18:42.200]  將軍澳的地鐵有故障
[00:18:42.200 --> 00:18:46.200]  所以很多人不能出九龍上班
[00:18:46.200 --> 00:18:50.200]  有一位男士不能上班
[00:18:50.200 --> 00:18:52.200]  於是他就直接回家
[00:18:52.200 --> 00:18:56.200]  回家後開房門
[00:18:56.200 --> 00:19:00.200]  看到太太和另一個男人在鬼混
[00:19:00.200 --> 00:19:06.200]  大家猜猜這個男人有什麼反應呢?
[00:19:06.200 --> 00:19:08.200]  大家很安靜
[00:19:08.200 --> 00:19:11.200]  這個男人也很安靜
[00:19:11.200 --> 00:19:13.200]  他沒有發怒
[00:19:13.200 --> 00:19:18.200]  很安靜地關上門走到客廳
[00:19:18.200 --> 00:19:23.200]  然後這個妻子就在網上
[00:19:23.200 --> 00:19:26.200]  將她自己的經歷寫出來
[00:19:26.200 --> 00:19:28.200]  然後還有很多人回應
[00:19:28.200 --> 00:19:30.200]  有人教她要怎麼做
[00:19:30.200 --> 00:19:32.200]  如果丈夫提出離婚
[00:19:32.200 --> 00:19:34.200]  千萬要霸佔住房子
[00:19:34.200 --> 00:19:36.200]  趕他走
[00:19:36.200 --> 00:19:39.200]  我一邊聽
[00:19:39.200 --> 00:19:41.200]  那個男人不發火
[00:19:41.200 --> 00:19:43.200]  我一邊就很生氣
[00:19:43.200 --> 00:19:45.200]  到底發生什麼事了?
[00:19:45.200 --> 00:19:47.200]  這個女人自己出軌
[00:19:47.200 --> 00:19:52.200]  還要不知羞恥地在網上講自己的經歷
[00:19:52.200 --> 00:19:57.200]  更令人氣憤的是
[00:19:57.200 --> 00:20:00.200]  為何人們會這樣回應?
[00:20:00.200 --> 00:20:04.200]  這個到底是什麼世界?
[00:20:04.200 --> 00:20:08.200]  不過他們這樣做
[00:20:08.200 --> 00:20:12.200]  可能因為他們不認識神
[00:20:12.200 --> 00:20:17.200]  不過我們作為耶穌基督的門徒
[00:20:17.200 --> 00:20:19.200]  行事為人
[00:20:19.200 --> 00:20:21.200]  不可以跟他們一樣
[00:20:21.200 --> 00:20:24.200]  保羅更是提醒信徒
[00:20:24.200 --> 00:20:25.200]  在教會裏
[00:20:25.200 --> 00:20:30.200]  更加不可以有越軌的事發生
[00:20:30.200 --> 00:20:33.200]  因為這樣就是欺負了
[00:20:33.200 --> 00:20:36.200]  或者佔了弟兄的便宜
[00:20:36.200 --> 00:20:38.200]  他再次強調
[00:20:38.200 --> 00:20:43.200]  神的呼召是一個成為聖傑的呼召
[00:20:43.200 --> 00:20:45.200]  他要我們悔改
[00:20:45.200 --> 00:20:48.200]  即是脫離我們以前
[00:20:48.200 --> 00:20:50.200]  走在錯誤的道路上
[00:20:50.200 --> 00:20:51.200]  回轉
[00:20:51.200 --> 00:20:56.200]  回到神聖傑的道路上
[00:20:56.200 --> 00:20:58.200]  保羅很鄭重地警告
[00:20:58.200 --> 00:21:03.200]  這些道德標準是出於神的本性
[00:21:03.200 --> 00:21:06.200]  所以氣絕這些教導的
[00:21:06.200 --> 00:21:10.200]  不是氣絕講或者教導的人
[00:21:10.200 --> 00:21:14.200]  而是直接拒絕神
[00:21:14.200 --> 00:21:15.200]  保羅提到
[00:21:15.200 --> 00:21:18.200]  神是賜聖靈給你們的神
[00:21:18.200 --> 00:21:20.200]  很重要
[00:21:20.200 --> 00:21:23.200]  神賜了聖靈給我們
[00:21:23.200 --> 00:21:27.200]  在我們生命裏面持續地去工作
[00:21:27.200 --> 00:21:31.200]  特別是在對抗罪的方面
[00:21:31.200 --> 00:21:34.200]  神不是要我們靠著自己的能力
[00:21:34.200 --> 00:21:38.200]  要我們靠著自己的意志去成聖
[00:21:38.200 --> 00:21:41.200]  是靠著聖靈的能力
[00:21:41.200 --> 00:21:44.200]  聖靈的提醒和教導
[00:21:44.200 --> 00:21:48.200]  對於那些拒絕神命令的信徒
[00:21:48.200 --> 00:21:51.200]  神必定會懲處
[00:21:51.200 --> 00:21:56.200]  有一次有位弟兄問我
[00:21:56.200 --> 00:22:01.200]  「Ginny牧師,你在台上說的話
[00:22:01.200 --> 00:22:04.200]  你自己還能做到嗎?」
[00:22:04.200 --> 00:22:07.200]  我沒有即時回答他
[00:22:07.200 --> 00:22:09.200]  但我再想
[00:22:09.200 --> 00:22:12.200]  我未必完全做到
[00:22:12.200 --> 00:22:15.200]  也不是每一次都能做到
[00:22:15.200 --> 00:22:19.200]  當然不是關於淫亂
[00:22:19.200 --> 00:22:21.200]  但這是我的人生方向
[00:22:21.200 --> 00:22:24.200]  這是我在神面前的立志
[00:22:24.200 --> 00:22:28.200]  過蒙神喜悅的生活
[00:22:28.200 --> 00:22:29.200]  但我又很知道
[00:22:29.200 --> 00:22:31.200]  在今生裏面
[00:22:31.200 --> 00:22:33.200]  我不會完全
[00:22:33.200 --> 00:22:36.200]  因為成聖是一個過程
[00:22:36.200 --> 00:22:37.200]  我也會有軟弱
[00:22:37.200 --> 00:22:39.200]  有做不到的時候
