
[00:00:00.000 --> 00:00:03.000]  好,看完節目會平安
[00:03:06.000 --> 00:03:09.000]  什麼是一些意義在當中呢
[00:03:09.000 --> 00:03:12.000]  我們一起去看一段經文
[00:03:12.000 --> 00:03:16.000]  《創世記》二章十五到二十四節
[00:03:16.000 --> 00:03:18.000]  我們一起讀
[00:03:18.000 --> 00:03:22.000]  耶和華神將那人安置在伊甸園
[00:03:22.000 --> 00:03:24.000]  使他修理看守
[00:03:24.000 --> 00:03:26.000]  耶和華神吩咐他說
[00:03:26.000 --> 00:03:31.000]  園中樹上的果子你可以隨意吃
[00:03:31.000 --> 00:03:35.000]  只是分辨自我樹的果子你不可吃
[00:03:35.000 --> 00:03:38.000]  因為你吃的日子必定死
[00:03:38.000 --> 00:03:42.000]  耶和華神說那人獨居不好
[00:03:42.000 --> 00:03:46.000]  我要為他做一個配偶幫助他
[00:03:46.000 --> 00:04:13.000]  (廣東話)
[00:04:13.000 --> 00:04:16.000]  耶和華神說
[00:04:16.000 --> 00:04:17.000]  他就睡了
[00:04:17.000 --> 00:04:20.000]  於是取下他的一條肋骨
[00:04:20.000 --> 00:04:22.000]  把肉合起來
[00:04:22.000 --> 00:04:26.000]  耶和華神就用那人身上所取的肋骨
[00:04:26.000 --> 00:04:28.000]  做成一個女人
[00:04:28.000 --> 00:04:30.000]  令他道他男人便
[00:04:30.000 --> 00:04:34.000]  那人說這是我骨中的骨肉中的肉
[00:04:34.000 --> 00:04:36.000]  可以稱他為女人
[00:04:36.000 --> 00:04:40.000]  因為他是從男人身上取出來的
[00:04:40.000 --> 00:04:44.000]  因此人要離開父母與妻子聯合
[00:04:44.000 --> 00:04:46.000]  二人成為一體
[00:04:46.000 --> 00:04:51.000]  這個片段其實神創造天地之後
[00:04:51.000 --> 00:04:55.000]  說的是人的安排
[00:04:55.000 --> 00:04:59.000]  伊甸園這個都是我們印象很深刻的地方
[00:04:59.000 --> 00:05:01.000]  我們說伊甸園的時候通常都說
[00:05:01.000 --> 00:05:03.000]  是一個很美好的地方
[00:05:03.000 --> 00:05:05.000]  其實在伊甸園裏面
[00:05:05.000 --> 00:05:07.000]  剛才的段落裏面
[00:05:07.000 --> 00:05:12.000]  都讓我們看到其實有不同的事情在裏面發生
[00:05:12.000 --> 00:05:14.000]  綜合而言
[00:05:14.000 --> 00:05:17.000]  其實有四樣事情在當中
[00:05:17.000 --> 00:05:19.000]  有工作
[00:05:19.000 --> 00:05:22.000]  亦有與神的關係
[00:05:22.000 --> 00:05:24.000]  我們要馴服信任神
[00:05:24.000 --> 00:05:29.000]  所以他們吩咐我們不要吃分別善惡樹的果子
[00:05:29.000 --> 00:05:32.000]  另外就是管理環境的權柄
[00:05:32.000 --> 00:05:34.000]  即是我們與環境的關係
[00:05:34.000 --> 00:05:36.000]  另外就是建立家庭
[00:05:36.000 --> 00:05:40.000]  即是我們要離開父母與妻子聯合
[00:05:40.000 --> 00:05:42.000]  二人成為一體
[00:05:42.000 --> 00:05:45.000]  所以其實我們在這裏看的時候
[00:05:45.000 --> 00:05:47.000]  這個美好的地方
[00:05:47.000 --> 00:05:49.000]  或者稱之為樂園的地方
[00:05:49.000 --> 00:05:52.000]  不只是只有一樣東西在裏面發生
[00:05:52.000 --> 00:05:54.000]  有幾樣事情在裏面發生
[00:05:54.000 --> 00:05:57.000]  工作是其中一樣
[00:05:57.000 --> 00:06:01.000]  工作是伊甸園裏面其中一個部分
[00:06:01.000 --> 00:06:05.000]  這個時段這個情況
[00:06:05.000 --> 00:06:09.000]  是還未犯罪的人
[00:06:09.000 --> 00:06:11.000]  即是甚麼意思呢?
[00:06:11.000 --> 00:06:15.000]  其實在未有罪或罪未進入世界的時候
[00:06:15.000 --> 00:06:18.000]  工作已經出現了
[00:06:18.000 --> 00:06:22.000]  我們一看整本聖經一開始的時候
[00:06:22.000 --> 00:06:25.000]  其實神都在這裏工作
[00:06:25.000 --> 00:06:28.000]  神是創造天地
[00:06:28.000 --> 00:06:32.000]  所以其實我們所認識的神
[00:06:32.000 --> 00:06:36.000]  祂自己都是一個工作的神
[00:06:36.000 --> 00:06:40.000]  祂自己都是一個
[00:06:40.000 --> 00:06:44.000]  在這個世界裏面不停的去建立
[00:06:44.000 --> 00:06:47.000]  或者其實就算在人犯罪的時候
[00:06:47.000 --> 00:06:51.000]  祂亦都在當中去挽回人
[00:06:51.000 --> 00:06:54.000]  去真的附上這個贖駕
[00:06:54.000 --> 00:06:57.000]  來將人在罪裏面拯救
[00:06:57.000 --> 00:07:00.000]  其實整個聖經裏面
[00:07:00.000 --> 00:07:04.000]  充滿了很多神的工作在當中
[00:07:04.000 --> 00:07:09.000]  所以其實就算在約翰福音五章十七節裏面這樣去說
[00:07:09.000 --> 00:07:11.000]  我父作事直到如今我也作事
[00:07:11.000 --> 00:07:13.000]  其實在約翰福音五章十七節裏面
[00:07:13.000 --> 00:07:19.000]  上文其實就是在說耶穌在安息日裏面醫病
[00:07:19.000 --> 00:07:23.000]  其實他在這裏就去回應快財人的指控
[00:07:23.000 --> 00:07:26.000]  就是去說我父作事直到如今
[00:07:26.000 --> 00:07:28.000]  其實都是在說一樣的事情
[00:07:28.000 --> 00:07:30.000]  神本身
[00:07:30.000 --> 00:07:32.000]  神的其中一個屬性
[00:07:32.000 --> 00:07:35.000]  祂在當中裏面都是工作的
[00:07:35.000 --> 00:07:39.000]  所以其實我們在工作裏面
[00:07:39.000 --> 00:07:44.000]  其實某程度上是在反映神的其中一個屬性
[00:07:44.000 --> 00:07:47.000]  所以我們用這個角度去看的時候
[00:07:47.000 --> 00:07:49.000]  其實工作是怎樣
[00:07:49.000 --> 00:07:52.000]  工作是一件美好的事情
[00:07:52.000 --> 00:07:54.000]  在未有罪的時候都已經有工作
[00:07:54.000 --> 00:07:57.000]  所以我們改一改
[00:07:57.000 --> 00:08:01.000]  其實工作是美好的
[00:08:01.000 --> 00:08:05.000]  或者工作其實本身是美好的
[00:08:05.000 --> 00:08:08.000]  但是我們問題就是說
[00:08:08.000 --> 00:08:10.000]  你講得這麼美好
[00:08:10.000 --> 00:08:12.000]  但是我遇到的工作
[00:08:12.000 --> 00:08:14.000]  或者我在工作的當中
[00:08:14.000 --> 00:08:16.000]  真的不是這麼美好
[00:08:16.000 --> 00:08:18.000]  為什麼會這樣呢
[00:08:18.000 --> 00:08:21.000]  其實這個我們就要看一個次序
[00:08:21.000 --> 00:08:24.000]  剛才講工作的時候
[00:08:24.000 --> 00:08:26.000]  是不是有罪
[00:08:26.000 --> 00:08:30.000]  為什麼工作會受影響
[00:08:30.000 --> 00:08:33.000]  是因為罪的發生
[00:08:33.000 --> 00:08:38.000]  在《創世記》三章17至19節
[00:08:38.000 --> 00:09:07.000]  (朗讀)
[00:09:07.000 --> 00:09:10.000]  這裏很明確的一件事
[00:09:10.000 --> 00:09:14.000]  他講到罪的發生之後是怎樣
[00:09:14.000 --> 00:09:18.000]  人的工作即時受到影響
[00:09:18.000 --> 00:09:21.000]  人在樂園裏面的工作即時受到影響
[00:09:21.000 --> 00:09:23.000]  地是怎樣
[00:09:23.000 --> 00:09:26.000]  因為罪的緣故受咒咒
[00:09:26.000 --> 00:09:31.000]  要勞苦先得吃
[00:09:31.000 --> 00:09:33.000]  所以其實在這裏看的話
[00:09:33.000 --> 00:09:38.000]  其實我們的工作是改變了
[00:09:38.000 --> 00:09:41.000]  那個效果或者結果
[00:09:41.000 --> 00:09:46.000]  是會受到這個罪的影響
[00:09:46.000 --> 00:09:48.000]  現在地是怎樣
[00:09:48.000 --> 00:09:50.000]  長出矜持和質禮
[00:09:50.000 --> 00:09:52.000]  這些全部都是妨礙
[00:09:52.000 --> 00:09:55.000]  一些你想要的穀物的成長
[00:09:55.000 --> 00:09:59.000]  即是說你的工作原本可能是有A的
[00:09:59.000 --> 00:10:03.000]  但現在變了世界A
[00:10:03.000 --> 00:10:06.000]  少了,效率差了
[00:10:06.000 --> 00:10:10.000]  或者是艱難了很多
[00:10:10.000 --> 00:10:15.000]  而且你要汗流滿面才得糊口
[00:10:15.000 --> 00:10:18.000]  即是說你要在當中去勞苦
[00:10:18.000 --> 00:10:20.000]  這個就是我們所理解的
[00:10:20.000 --> 00:10:25.000]  不過我們通常會將罪
[00:10:25.000 --> 00:10:28.000]  混合整件事去看
[00:10:28.000 --> 00:10:30.000]  甚麼叫混合整件事
[00:10:30.000 --> 00:10:32.000]  其實我們知道罪影響很多事情
[00:10:32.000 --> 00:10:37.000]  靈性,我們的肉身,文化,價值,關係,身份
[00:10:37.000 --> 00:10:44.000]  所有東西都在罪裏面扭曲了,不同了
[00:10:44.000 --> 00:10:48.000]  但我們看工作會怎樣覺得
[00:10:48.000 --> 00:10:50.000]  因為我們的經歷是艱難
[00:10:50.000 --> 00:10:57.000]  我們覺得連工作本身都已經變成咒咒
[00:10:57.000 --> 00:11:02.000]  所以我們通常覺得不工作就好了
[00:11:02.000 --> 00:11:04.000]  有沒有人這樣覺得?
[00:11:04.000 --> 00:11:07.000]  有沒有人很想提早退休?
[00:11:07.000 --> 00:11:10.000]  提早退休就好了
[00:11:10.000 --> 00:11:13.000]  即是越早越好,越快越好
[00:11:13.000 --> 00:11:15.000]  沒有上限和下限
[00:11:15.000 --> 00:11:18.000]  不過現實是怎樣?
[00:11:18.000 --> 00:11:20.000]  未必可以是這樣
[00:11:20.000 --> 00:11:28.000]  但其實我們在觀念上搞錯了一些東西
[00:11:28.000 --> 00:11:33.000]  其實我們面對的罪對工作的影響
[00:11:33.000 --> 00:11:35.000]  是長出甚麼?
[00:11:35.000 --> 00:11:37.000]  矜持和擇禮
[00:11:37.000 --> 00:11:42.000]  工作本身會變成咒咒嗎?
[00:11:42.000 --> 00:11:45.000]  不是,本身不是咒咒
[00:11:45.000 --> 00:11:48.000]  矜持和擇禮才是咒咒
[00:11:48.000 --> 00:11:55.000]  即是我們在工作裏面仍然可以看到
[00:11:55.000 --> 00:11:59.000]  神創造的時候那份意義在當中
[00:11:59.000 --> 00:12:04.000]  而不是連工作本身都變成沒有意義
[00:12:04.000 --> 00:12:09.000]  所以我們就要好像剛才在水上樂園的問題
[00:12:09.000 --> 00:12:11.000]  原本很刺激或者很痛苦
[00:12:11.000 --> 00:12:14.000]  整個暗會在水上樂園變成噩夢不是樂園
[00:12:14.000 --> 00:12:18.000]  其實我們可能可以在當中找到一些樂趣
[00:12:18.000 --> 00:12:21.000]  就好像這個去看
[00:12:21.000 --> 00:12:24.000]  矜持和擇禮是一些
[00:12:24.000 --> 00:12:27.000]  我刻了它,即是影響你的工作
[00:12:27.000 --> 00:12:31.000]  但工作還在白色裏面
[00:12:31.000 --> 00:12:33.000]  其實仍然可以尋找到意義
[00:12:33.000 --> 00:12:36.000]  但我們通常將它二分
[00:12:36.000 --> 00:12:38.000]  沒有意義,工作是沒有意義的
[00:12:38.000 --> 00:12:40.000]  休息就有意義了
[00:12:40.000 --> 00:12:42.000]  所以我們很想退休
[00:12:42.000 --> 00:12:44.000]  退休就有意義了
[00:12:44.000 --> 00:12:46.000]  又或者我們有時候會分開
[00:12:46.000 --> 00:12:48.000]  某些工作就有意義
[00:12:48.000 --> 00:12:50.000]  某些工作是沒有意義的
[00:12:50.000 --> 00:12:52.000]  有時候有些弟兄姊妹都會覺得
[00:12:52.000 --> 00:12:54.000]  你的工作就有意義,我的工作就沒有意義
[00:12:54.000 --> 00:12:56.000]  是否真的這樣去分呢
[00:12:56.000 --> 00:12:58.000]  其實我又想告訴你
[00:12:58.000 --> 00:13:02.000]  我在侍奉裏面都是一個工作
[00:13:02.000 --> 00:13:05.000]  如果我又分享多一點
[00:13:05.000 --> 00:13:08.000]  如果我們的觀念一錯了
[00:13:08.000 --> 00:13:11.000]  其實我們的侍奉就不是侍奉
[00:13:11.000 --> 00:13:13.000]  就是打工
[00:13:13.000 --> 00:13:16.000]  如果我們的工作
[00:13:16.000 --> 00:13:19.000]  我們不是覺得是侍奉神的時候
[00:13:19.000 --> 00:13:22.000]  其實就算我作為一個傳道人也好
[00:13:22.000 --> 00:13:24.000]  我都可以毫無意義
[00:13:24.000 --> 00:13:26.000]  因為我只是看它一個
[00:13:26.000 --> 00:13:29.000]  很普通的物質的供應
[00:13:29.000 --> 00:13:33.000]  所以其實我們去看整件事的時候
[00:13:33.000 --> 00:13:35.000]  不是要二分這件事
[00:13:35.000 --> 00:13:37.000]  不是說工作就沒有意義
[00:13:37.000 --> 00:13:39.000]  休息才有意義
[00:13:39.000 --> 00:13:42.000]  或者是退休才有意義
[00:13:42.000 --> 00:13:45.000]  做自己想做的事才有意義
[00:13:45.000 --> 00:13:47.000]  不完全是這樣
[00:13:47.000 --> 00:13:50.000]  而是我們在工作本身裏面
[00:13:50.000 --> 00:13:53.000]  去找回那個意義的本身
[00:13:53.000 --> 00:13:55.000]  但我們又要面對一個問題
[00:13:55.000 --> 00:13:58.000]  就是罪究竟帶來給我們甚麼影響呢
[00:13:58.000 --> 00:14:00.000]  不知道你工作的時候
[00:14:00.000 --> 00:14:03.000]  你會否覺得這個真的是重點之重
[00:14:03.000 --> 00:14:07.000]  像不像你平時都是這樣做
[00:14:07.000 --> 00:14:09.000]  我看這個的時候
[00:14:09.000 --> 00:14:11.000]  在戲院裏看的時候
[00:14:11.000 --> 00:14:14.000]  我已經覺得真的很反映這個
[00:14:14.000 --> 00:14:18.000]  普遍去看工作的景象
[00:14:18.000 --> 00:14:23.000]  其實不單止是在卡通裏面
[00:14:23.000 --> 00:14:25.000]  或者是在我們自己的經歷工作裏面
[00:14:25.000 --> 00:14:27.000]  我不知道大家有沒有在YouTube
[00:14:27.000 --> 00:14:30.000]  看過這條漫畫的短片
[00:14:30.000 --> 00:14:32.000]  這個漫畫的短片
[00:14:32.000 --> 00:14:35.000]  它的題目叫做Deemployment
[00:14:35.000 --> 00:14:39.000]  翻譯中文叫做螺絲人生
[00:14:39.000 --> 00:14:41.000]  螺絲人生
[00:14:41.000 --> 00:14:45.000]  你都知道螺絲在一個機器裏面
[00:14:45.000 --> 00:14:47.000]  或者是一個物件裏面
[00:14:47.000 --> 00:14:50.000]  只是一個很小的部份
[00:14:50.000 --> 00:14:53.000]  它就是這樣去看的
[00:14:53.000 --> 00:14:56.000]  我縮小了四格去看
[00:14:56.000 --> 00:14:59.000]  如果你看到左上角的圖畫
[00:14:59.000 --> 00:15:02.000]  你見不見到它其實是剛起床
[00:15:02.000 --> 00:15:04.000]  吃早餐就準備出門口
[00:15:04.000 --> 00:15:07.000]  但它的桌椅是怎樣的
[00:15:07.000 --> 00:15:09.000]  是人來的
[00:15:09.000 --> 00:15:11.000]  是不是很奇怪
[00:15:11.000 --> 00:15:13.000]  我初初看的時候覺得很恐怖
[00:15:13.000 --> 00:15:15.000]  為什麼變成人來的
[00:15:15.000 --> 00:15:18.000]  然後他就出門口
[00:15:18.000 --> 00:15:21.000]  就坐的士上班
[00:15:21.000 --> 00:15:25.000]  他坐的士是人來的
[00:15:25.000 --> 00:15:29.000]  他騎著人去公司
[00:15:29.000 --> 00:15:33.000]  連紅綠燈都是人來的
[00:15:33.000 --> 00:15:35.000]  揭開衣服紅色
[00:15:35.000 --> 00:15:39.000]  然後旁邊那個又揭開綠色
[00:15:39.000 --> 00:15:43.000]  然後再下一幅是甚麼
[00:15:43.000 --> 00:15:44.000]  他回到公司
[00:15:44.000 --> 00:15:46.000]  你見不見到他在做甚麼
[00:15:46.000 --> 00:15:47.000]  他跪下了
[00:15:47.000 --> 00:15:48.000]  其實他不是跪下
[00:15:48.000 --> 00:15:50.000]  是連續的動作
[00:15:50.000 --> 00:15:52.000]  其實他到最後是趴在那裏
[00:15:52.000 --> 00:15:55.000]  他趴在門口裏面
[00:15:55.000 --> 00:15:57.000]  在面前
[00:15:57.000 --> 00:15:58.000]  他在做甚麼
[00:15:58.000 --> 00:16:00.000]  他在扮甚麼
[00:16:00.000 --> 00:16:03.000]  扮地毯
[00:16:03.000 --> 00:16:06.000]  整件事其實他想說甚麼
[00:16:06.000 --> 00:16:09.000]  他想說人變成工具
[00:16:09.000 --> 00:16:13.000]  他想說整個人生
[00:16:13.000 --> 00:16:15.000]  在一個職位裏面
[00:16:15.000 --> 00:16:17.000]  在一個故宮裏面的時候
[00:16:17.000 --> 00:16:21.000]  你成為一個工具
[00:16:21.000 --> 00:16:22.000]  當你離開那個崗位的時候
[00:16:22.000 --> 00:16:24.000]  你好像是一個人
[00:16:24.000 --> 00:16:26.000]  但當你進入去那個工作的時候
[00:16:26.000 --> 00:16:29.000]  所以為甚麼那張椅子都是人
[00:16:29.000 --> 00:16:31.000]  因為人成為一個工具
[00:16:31.000 --> 00:16:36.000]  他完成了這個椅子、桌子、車
[00:16:36.000 --> 00:16:38.000]  所以在這裏他要去
[00:16:38.000 --> 00:16:41.000]  那個中文翻譯我覺得挺有意思
[00:16:41.000 --> 00:16:42.000]  「羅斯人生」
[00:16:42.000 --> 00:16:44.000]  成為工具
[00:16:44.000 --> 00:16:49.000]  人在工作裏面成為工具的時候會怎樣
[00:16:49.000 --> 00:16:54.000]  人在工作的緣故變得孤單
[00:16:54.000 --> 00:16:57.000]  工具有沒有感情
[00:16:57.000 --> 00:17:00.000]  或者我們被視為工具的時候
[00:17:00.000 --> 00:17:03.000]  我們還會顧及你的感受
[00:17:03.000 --> 00:17:05.000]  或者是你和人的關係
[00:17:05.000 --> 00:17:07.000]  未必
[00:17:07.000 --> 00:17:09.000]  連工作可能去說服你
[00:17:09.000 --> 00:17:12.000]  告訴你你努力工作
[00:17:12.000 --> 00:17:13.000]  你賺到錢
[00:17:13.000 --> 00:17:16.000]  你家裏就有幸福了
[00:17:16.000 --> 00:17:17.000]  你賺到錢
[00:17:17.000 --> 00:17:19.000]  你家裏就富裕了
[00:17:19.000 --> 00:17:22.000]  但是當你花上你所有的時間
[00:17:22.000 --> 00:17:24.000]  去工作的時候
[00:17:24.000 --> 00:17:26.000]  你家裏會如何呢
[00:17:26.000 --> 00:17:30.000]  你和你的朋友的關係會如何呢
[00:17:30.000 --> 00:17:34.000]  當你整個人生都是填滿了工作的時候
[00:17:34.000 --> 00:17:36.000]  會怎樣呢
[00:17:36.000 --> 00:17:39.000]  這個是一間工廠裏面的一幅相
[00:17:39.000 --> 00:17:43.000]  我以前在一間公司裏面都有一個廠房
[00:17:43.000 --> 00:17:45.000]  是真的這樣
[00:17:45.000 --> 00:17:47.000]  排滿了人在裏面
[00:17:47.000 --> 00:17:49.000]  每人只負責一個部分
[00:17:49.000 --> 00:17:51.000]  我相信大家未必在工廠裏面工作
[00:17:51.000 --> 00:17:55.000]  但是我相信你的工作都是負責一個部分
[00:17:55.000 --> 00:17:57.000]  以前的工作
[00:17:57.000 --> 00:17:59.000]  工業革命
[00:17:59.000 --> 00:18:04.000]  其實機器開始盛行之後
[00:18:04.000 --> 00:18:07.000]  可以大量生產的時候
[00:18:07.000 --> 00:18:12.000]  人就從工匠、匠人這些工作
[00:18:12.000 --> 00:18:16.000]  以前可能整張椅子由頭到尾都是你做的
[00:18:16.000 --> 00:18:18.000]  或者大部分的工具
[00:18:18.000 --> 00:18:20.000]  工作都是你去負責
[00:18:20.000 --> 00:18:22.000]  你看到那個成果
[00:18:22.000 --> 00:18:26.000]  當我們在一個很小的部分裏面的時候
[00:18:26.000 --> 00:18:29.000]  其實我們看不到那個成果
[00:18:29.000 --> 00:18:31.000]  看不到那個產品
[00:18:31.000 --> 00:18:33.000]  看不到整個生產之後
[00:18:33.000 --> 00:18:38.000]  對那個產生的意義是什麼
[00:18:38.000 --> 00:18:41.000]  當你弱化到成為一個工具的時候
[00:18:41.000 --> 00:18:45.000]  我們其實生活會怎樣
[00:18:45.000 --> 00:18:47.000]  其實很痛苦
[00:18:47.000 --> 00:18:49.000]  在《傳道書2:22-23》這樣說
[00:18:49.000 --> 00:18:51.000]  人在日光之後勞碌累生
[00:18:51.000 --> 00:18:54.000]  在他一切的勞碌上得著什麼呢
[00:18:54.000 --> 00:18:59.000]  因為他日日憂慮他的勞苦成為受煩
[00:18:59.000 --> 00:19:04.000]  連夜間心也不安這也是虛空
[00:19:04.000 --> 00:19:06.000]  曾經有位弟兄這樣去分享
[00:19:06.000 --> 00:19:10.000]  他的工作在我們看來是一份優差
[00:19:10.000 --> 00:19:13.000]  或者他可以賺很多錢
[00:19:13.000 --> 00:19:16.000]  但是他的工作是消耗他很多時間
[00:19:16.000 --> 00:19:20.000]  或者是他工作的時間可能會日夜顛倒
[00:19:20.000 --> 00:19:22.000]  他的時間可能很長
[00:19:22.000 --> 00:19:24.000]  日復一日這樣去做
[00:19:24.000 --> 00:19:26.000]  但是他賺了很多錢
[00:19:26.000 --> 00:19:28.000]  但是有一天他會發覺
[00:19:28.000 --> 00:19:30.000]  其實我在做什麼呢
[00:19:30.000 --> 00:19:32.000]  他突然反問自己
[00:19:32.000 --> 00:19:35.000]  我每天面對著螢幕看著數字的時候
[00:19:35.000 --> 00:19:39.000]  其實我為的是什麼事情呢
[00:19:39.000 --> 00:19:44.000]  我們消失在一個很大的群體裏面
[00:19:44.000 --> 00:19:47.000]  一個人只負責一個小部分的時候
[00:19:47.000 --> 00:19:50.000]  其實我們只是成為一個
[00:19:50.000 --> 00:19:55.000]  整件事的一個小部分的時候
[00:19:55.000 --> 00:19:58.000]  我們只可以看到我們是一個工具
[00:19:58.000 --> 00:20:00.000]  所以在這裏其實
[00:20:00.000 --> 00:20:03.000]  為什麼我們感受到工作這麼沒有意義呢
[00:20:03.000 --> 00:20:05.000]  是因為我們已經變成工具
[00:20:05.000 --> 00:20:07.000]  另外一樣東西就是
[00:20:07.000 --> 00:20:12.000]  其實我們在一個世俗的價值觀裏面受到影響
[00:20:12.000 --> 00:20:18.000]  我們的職業選擇通常是怎樣選擇的呢
[00:20:18.000 --> 00:20:20.000]  應該是選擇賺得多
[00:20:20.000 --> 00:20:22.000]  因為我們的目標是什麼呢
[00:20:22.000 --> 00:20:24.000]  做些退休
[00:20:24.000 --> 00:20:26.000]  脫離工作
[00:20:26.000 --> 00:20:28.000]  所以我們就要賺多點錢
[00:20:28.000 --> 00:20:30.000]  快點脫離工作
[00:20:30.000 --> 00:20:33.000]  但是未必是我們選擇一個
[00:20:33.000 --> 00:20:35.000]  是我們的興趣
[00:20:35.000 --> 00:20:39.000]  或者是我們的所長
[00:20:39.000 --> 00:20:42.000]  但是我們可能扭曲了自己
[00:20:42.000 --> 00:20:46.000]  去做一些其實我們不喜歡做的事情
[00:20:46.000 --> 00:20:48.000]  不知道大家有沒有看這套戲
[00:20:48.000 --> 00:20:50.000]  有沒有印象這是什麼呢
[00:20:50.000 --> 00:20:52.000]  男人四十
[00:20:52.000 --> 00:20:57.000]  就是講張學友和一班中學同學的罪疚
[00:20:57.000 --> 00:21:01.000]  張學友其實在讀書階段的時候
[00:21:01.000 --> 00:21:03.000]  那班中學同學
[00:21:03.000 --> 00:21:07.000]  他是一個優才生
[00:21:07.000 --> 00:21:11.000]  特別是在中文文學上
[00:21:11.000 --> 00:21:17.000]  他很有造詞
[00:21:17.000 --> 00:21:19.000]  或者他很有興趣
[00:21:19.000 --> 00:21:23.000]  到最後他就成為一個老師
[00:21:23.000 --> 00:21:25.000]  就是教書
[00:21:25.000 --> 00:21:28.000]  而其他的中學同學
[00:21:28.000 --> 00:21:33.000]  大部分人就做了一些很高薪的工作
[00:21:33.000 --> 00:21:35.000]  賺了很多錢
[00:21:35.000 --> 00:21:38.000]  在這方面其實很多的細節
[00:21:38.000 --> 00:21:42.000]  去表達張學友當時的心情
[00:21:42.000 --> 00:21:44.000]  他有一個行動就是
[00:21:44.000 --> 00:21:46.000]  我要夾錢
[00:21:46.000 --> 00:21:47.000]  但是有一個同學說
[00:21:47.000 --> 00:21:48.000]  我已經結帳了
[00:21:48.000 --> 00:21:49.000]  不用夾錢
[00:21:49.000 --> 00:21:51.000]  但是他堅持要夾錢
[00:21:51.000 --> 00:21:52.000]  為什麼
[00:21:52.000 --> 00:21:55.000]  因為他覺得自己落後於人
[00:21:55.000 --> 00:21:57.000]  他不想要人家請
[00:21:57.000 --> 00:21:59.000]  他覺得他自己的工作
[00:21:59.000 --> 00:22:02.000]  或者他的收入
[00:22:02.000 --> 00:22:04.000]  給他
[00:22:04.000 --> 00:22:06.000]  其實有時候
[00:22:06.000 --> 00:22:12.000]  我們那個人的價值
[00:22:12.000 --> 00:22:16.000]  有時候是在工作裏賦予給我們
[00:22:16.000 --> 00:22:18.000]  但其實是不是這樣
[00:22:18.000 --> 00:22:22.000]  人的價值是不是要在工作裏去找
[00:22:22.000 --> 00:22:25.000]  但是也因為這個原因
[00:22:25.000 --> 00:22:29.000]  我們要由工作給我們有價值
[00:22:29.000 --> 00:22:33.000]  所以反而令到工作變得沒有意義
[00:22:33.000 --> 00:22:35.000]  因為我們覺得
