
[00:00:00.000 --> 00:00:01.680]  各位電視節目的各位朋友
[00:02:58.460 --> 00:03:00.460]  帶著愁愁滿知
[00:03:00.460 --> 00:03:02.460]  就進入大學校園
[00:03:02.460 --> 00:03:04.460]  不過就在那一刻
[00:03:04.460 --> 00:03:05.460]  無論在學業
[00:03:05.460 --> 00:03:07.460]  教育戀愛將來的事業
[00:03:07.460 --> 00:03:08.460]  都帶著很大的期望
[00:03:08.460 --> 00:03:09.460]  入讀大學
[00:03:09.460 --> 00:03:10.460]  不過很快
[00:03:10.460 --> 00:03:11.460]  不夠幾個月課
[00:03:11.460 --> 00:03:13.460]  就發覺人生
[00:03:14.460 --> 00:03:18.460]  充滿著很多事與願違的事情
[00:03:18.460 --> 00:03:20.460]  處處碰壁
[00:03:20.460 --> 00:03:23.460]  於是很快
[00:03:23.460 --> 00:03:24.460]  很多怨恨
[00:03:24.460 --> 00:03:25.460]  言行舉止
[00:03:25.460 --> 00:03:28.460]  都變得孤僻
[00:03:28.460 --> 00:03:29.460]  粉身疾足
[00:03:29.460 --> 00:03:31.460]  不過就在那個時間
[00:03:31.460 --> 00:03:34.460]  在我修讀學系的
[00:03:34.460 --> 00:03:36.460]  學科的地方
[00:03:36.460 --> 00:03:38.460]  就認識了一位弟兄
[00:03:38.460 --> 00:03:39.460]  一位基督徒
[00:03:39.460 --> 00:03:42.460]  他已經海外學成歸來
[00:03:42.460 --> 00:03:45.460]  完成了我夢寐以求的學業
[00:03:45.460 --> 00:03:47.460]  未必是他的夢寐以求學業
[00:03:47.460 --> 00:03:49.460]  是我的夢寐以求學業
[00:03:49.460 --> 00:03:51.460]  但他竟然沒有走出
[00:03:51.460 --> 00:03:53.460]  去建築師樓工作
[00:03:53.460 --> 00:03:56.460]  跑到大學校園裏面
[00:03:56.460 --> 00:03:58.460]  做一個支援學生
[00:03:58.460 --> 00:04:00.460]  去讀書的一個技術員
[00:04:00.460 --> 00:04:02.460]  很難明白
[00:04:02.460 --> 00:04:03.460]  我也不明白
[00:04:03.460 --> 00:04:04.460]  跟他談
[00:04:04.460 --> 00:04:05.460]  為什麼這樣
[00:04:05.460 --> 00:04:08.460]  他就告訴我們這班學生
[00:04:08.460 --> 00:04:09.460]  他這樣做
[00:04:09.460 --> 00:04:11.460]  是為了接觸我們
[00:04:11.460 --> 00:04:13.460]  跟我們分享
[00:04:13.460 --> 00:04:16.460]  他在神話裏面的領受
[00:04:16.460 --> 00:04:20.460]  分享他在耶穌基督裏面的新生命
[00:04:20.460 --> 00:04:22.460]  我就是透過這位弟兄
[00:04:22.460 --> 00:04:25.460]  他帶領我在1991年
[00:04:25.460 --> 00:04:27.460]  聖誕節那時候
[00:04:27.460 --> 00:04:28.460]  就決志信耶穌
[00:04:28.460 --> 00:04:32.460]  所以當我閱讀這篇講章的時候
[00:04:32.460 --> 00:04:33.460]  我都忽發奇想
[00:04:33.460 --> 00:04:35.460]  今年是哪一年
[00:04:35.460 --> 00:04:37.460]  這麼沉默
[00:04:37.460 --> 00:04:39.460]  今年哪一年都不懂回答
[00:04:39.460 --> 00:04:41.460]  睡醒了嗎
[00:04:41.460 --> 00:04:43.460]  2021 是不是
[00:04:43.460 --> 00:04:44.460]  30年了
[00:04:44.460 --> 00:04:46.460]  今年原來就是我
[00:04:46.460 --> 00:04:49.460]  信主30周年紀念
[00:04:49.460 --> 00:04:50.460]  我老婆在樓下
[00:04:50.460 --> 00:04:53.460]  我們可能計劃一起慶祝
[00:04:53.460 --> 00:04:58.460]  這個是我信耶穌的故事
[00:04:58.460 --> 00:05:00.460]  不知道你信耶穌的故事是怎樣的呢
[00:05:00.460 --> 00:05:02.460]  我相信每一個信耶穌的故事
[00:05:02.460 --> 00:05:05.460]  都是很精彩的
[00:05:05.460 --> 00:05:07.460]  無論你的故事是風回路轉
[00:05:07.460 --> 00:05:09.460]  或者你覺得順理成章
[00:05:09.460 --> 00:05:15.460]  背後都是有上帝奇妙的工作
[00:05:15.460 --> 00:05:17.460]  是不是
[00:05:17.460 --> 00:05:20.460]  說到尾我們之所以能夠認識神
[00:05:20.460 --> 00:05:23.460]  其實是神找我們
[00:05:23.460 --> 00:05:25.460]  不是我們找神
[00:05:25.460 --> 00:05:27.460]  當我們回顧的時候
[00:05:27.460 --> 00:05:30.460]  我們永遠見到上帝的工作
[00:05:30.460 --> 00:05:33.460]  所以原來今天我們講
[00:05:33.460 --> 00:05:34.460]  在聖經中與神相遇
[00:05:34.460 --> 00:05:36.460]  必須要有幾個前提
[00:05:36.460 --> 00:05:38.460]  我們要去抓緊
[00:05:38.460 --> 00:05:40.460]  否則我們會混亂
[00:05:40.460 --> 00:05:42.460]  有三個前提
[00:05:42.460 --> 00:05:44.460]  我們起碼要抓緊去留意
[00:05:44.460 --> 00:05:46.460]  第一
[00:05:46.460 --> 00:05:49.460]  如果不是神主動接觸我們
[00:05:49.460 --> 00:05:51.460]  讓我們有機會認識神
[00:05:51.460 --> 00:05:54.460]  我們根本不存在認識神的可能性
[00:05:54.460 --> 00:05:56.460]  你不要以為自己很厲害
[00:05:56.460 --> 00:06:00.460]  可以靠你的知識能力去找到上帝
[00:06:00.460 --> 00:06:02.460]  No
[00:06:02.460 --> 00:06:03.460]  是神主動
[00:06:03.460 --> 00:06:05.460]  不是我們主動
[00:06:05.460 --> 00:06:06.460]  第二
[00:06:06.460 --> 00:06:10.460]  認識神是你要緊緊記得
[00:06:10.460 --> 00:06:13.460]  你是認識一個又真又活的神
[00:06:13.460 --> 00:06:18.460]  你不是認識一套知識命題學說
[00:06:18.460 --> 00:06:21.460]  你是認識一個又真又活的對象
[00:06:21.460 --> 00:06:25.460]  所以我們必須要按他願意啟示
[00:06:25.460 --> 00:06:30.460]  給我們認識的內容和方法去認識他
[00:06:30.460 --> 00:06:31.460]  你好像交朋友
[00:06:31.460 --> 00:06:33.460]  你沒有理由只是查他家
[00:06:33.460 --> 00:06:36.460]  查他底下的血糖血壓
[00:06:36.460 --> 00:06:38.460]  你不是這樣認識他
[00:06:38.460 --> 00:06:41.460]  你是和他交朋友去認識他
[00:06:41.460 --> 00:06:45.460]  所以是按神的方法認識神
[00:06:45.460 --> 00:06:47.460]  不是按我的方法認識神
[00:06:47.460 --> 00:06:53.460]  所以認識神真的像一個人一樣
[00:06:53.460 --> 00:06:58.460]  你是透過和對方相處交流
[00:06:58.460 --> 00:07:02.460]  認識他的品格性情習慣
[00:07:02.460 --> 00:07:04.460]  喜好等等
[00:07:04.460 --> 00:07:09.460]  去和他建立關係認識他
[00:07:09.460 --> 00:07:14.460]  絕對不會是純頭腦認知的認識
[00:07:14.460 --> 00:07:19.460]  希伯來文認識也
[00:07:19.460 --> 00:07:23.460]  這個字其實正正就是講出這個真理
[00:07:23.460 --> 00:07:28.460]  也認識其實就是講到這種
[00:07:28.460 --> 00:07:33.460]  關係性的親密的認識
[00:07:33.460 --> 00:07:36.460]  初世紀四章一節記載
[00:07:36.460 --> 00:07:39.460]  亞當和夏娃同房
[00:07:39.460 --> 00:07:46.460]  那個同房其實在聖經的原文是認識的意思
[00:07:46.460 --> 00:07:51.460]  現在我們就在這三個大前題之下
[00:07:51.460 --> 00:07:55.460]  一起去看看提摩太后書第三章
[00:07:55.460 --> 00:08:01.460]  我們怎樣在聖經中認識神與神相遇
[00:08:01.460 --> 00:08:08.460]  我們首先去重讀提摩太后書第三章第十六節
[00:08:08.460 --> 00:08:11.460]  很短的一句短句
[00:08:11.460 --> 00:08:13.460]  就是三章十六節上
[00:08:13.460 --> 00:08:16.460]  準備了這麼短認真讀
[00:08:16.460 --> 00:08:19.460]  準備一二三
[00:08:19.460 --> 00:08:24.460]  聖經都是神所默示的
[00:08:24.460 --> 00:08:26.460]  什麼意思呢
[00:08:26.460 --> 00:08:31.460]  什麼叫做聖經都是神所默示呢
[00:08:31.460 --> 00:08:33.460]  什麼叫做默示呢
[00:08:33.460 --> 00:08:39.460]  默示在原文原來是一個很簡單的意思
[00:08:39.460 --> 00:08:43.460]  神呼出來的氣
[00:08:43.460 --> 00:08:45.460]  很多的聖經學者很多的神學家
[00:08:45.460 --> 00:08:50.460]  研究默示怎樣去保證神的信息
[00:08:50.460 --> 00:08:55.460]  去透過聖經可以準確地向我們宣講出來
[00:08:55.460 --> 00:09:00.460]  不知道大家知不知道聖經有多少的作者
[00:09:00.460 --> 00:09:06.460]  一般來說都說四十多位
[00:09:06.460 --> 00:09:09.460]  橫跨多少的歷史
[00:09:09.460 --> 00:09:11.460]  千多年
[00:09:11.460 --> 00:09:15.460]  由摩西五經摩西的時代去到耶穌的時代
[00:09:15.460 --> 00:09:19.460]  橫跨千五年
[00:09:19.460 --> 00:09:24.460]  不單止記錄了很多超自然的事情
[00:09:24.460 --> 00:09:26.460]  上帝怎樣創造宇宙
[00:09:26.460 --> 00:09:29.460]  很多的神蹟奇事
[00:09:29.460 --> 00:09:34.460]  其他的超自然現象
[00:09:34.460 --> 00:09:38.460]  但除了這些超自然的事情之外
[00:09:38.460 --> 00:09:41.460]  其實聖經也有很多的篇幅
[00:09:41.460 --> 00:09:46.460]  去講到上帝怎樣介入人類的歷史
[00:09:46.460 --> 00:09:51.460]  去彰顯上帝怎樣去藉著這個介入
[00:09:51.460 --> 00:09:54.460]  去管教他的子民百姓
[00:09:54.460 --> 00:09:59.460]  所以我們會見到聖經除了神蹟奇事之外
[00:09:59.460 --> 00:10:02.460]  其實很多的教導 訓誨 叫你怎樣做人
[00:10:02.460 --> 00:10:05.460]  有智慧去生活
[00:10:05.460 --> 00:10:07.460]  亦都記載到歷史的記錄
[00:10:07.460 --> 00:10:10.460]  上帝怎樣介入
[00:10:10.460 --> 00:10:14.460]  怎樣去令到歷史改變
[00:10:14.460 --> 00:10:18.460]  亦都記載到其實神怎樣去揀選
[00:10:18.460 --> 00:10:21.460]  他所愛的子民百姓
[00:10:21.460 --> 00:10:24.460]  怎樣一代一代延續下去
[00:10:24.460 --> 00:10:26.460]  所以有很多家譜
[00:10:26.460 --> 00:10:30.460]  不單止是這些林林總總的記載
[00:10:30.460 --> 00:10:35.460]  還有就是情感的表達
[00:10:35.460 --> 00:10:38.460]  包括很多的詩人
[00:10:38.460 --> 00:10:40.460]  透過很多情感的語句
[00:10:40.460 --> 00:10:42.460]  詩情畫意的文字
[00:10:42.460 --> 00:10:46.460]  去講述人和神之間
[00:10:46.460 --> 00:10:49.460]  那個很多感情
[00:10:49.460 --> 00:10:54.460]  很澎湃內心裏面那種關係
[00:10:54.460 --> 00:10:57.460]  新舊約聖經六十六卷書
[00:10:57.460 --> 00:11:01.460]  本來就是這樣不斷獨立的
[00:11:01.460 --> 00:11:02.460]  在不同的時代
[00:11:02.460 --> 00:11:03.460]  講到不同的人
[00:11:03.460 --> 00:11:06.460]  怎樣有歷史 有上帝工作
[00:11:06.460 --> 00:11:08.460]  有神和人的關係
[00:11:08.460 --> 00:11:09.460]  獨立的書卷
[00:11:09.460 --> 00:11:14.460]  但是藉著猶太人和基督徒的緝瀘
[00:11:14.460 --> 00:11:17.460]  讓到這些在歷史裏面的文獻
[00:11:17.460 --> 00:11:23.460]  就成為今日你和我這個信仰的典籍的準繩
[00:11:23.460 --> 00:11:27.460]  你再停一停想一想
[00:11:27.460 --> 00:11:31.460]  摩西年代主前1500年
[00:11:31.460 --> 00:11:34.460]  今日主後2021年
[00:11:34.460 --> 00:11:36.460]  相差成三千幾年
[00:11:36.460 --> 00:11:40.460]  為何當日的文獻會流傳到今天
[00:11:40.460 --> 00:11:44.460]  當時是沒有現代的印刷和編輯技術
[00:11:44.460 --> 00:11:47.460]  文字的流傳大部分是怎樣
[00:11:47.460 --> 00:11:52.460]  透過人逐字去手抄在羊皮卷
[00:11:52.460 --> 00:11:54.460]  蒲草紙上
[00:11:54.460 --> 00:11:56.460]  真的凹凹街辛苦
[00:11:56.460 --> 00:11:58.460]  不過那些不是米是字
[00:11:58.460 --> 00:12:01.460]  父親抄寫聖經的文士
[00:12:01.460 --> 00:12:04.460]  雖然耶穌曾經非常嚴厲
[00:12:04.460 --> 00:12:06.460]  譴責他們的屬靈生命
[00:12:06.460 --> 00:12:08.460]  但是你停一停想一想
[00:12:08.460 --> 00:12:11.460]  其實他們要抄聖經法
[00:12:11.460 --> 00:12:13.460]  真的沒有功也有勞
[00:12:13.460 --> 00:12:16.460]  他們抄寫聖經的嚴謹程度
[00:12:16.460 --> 00:12:19.460]  其實仍然是非常值得我們去敬重
[00:12:19.460 --> 00:12:22.460]  他們抄寫前必須沐浴更衣
[00:12:22.460 --> 00:12:24.460]  一日只做幾個小時
[00:12:24.460 --> 00:12:26.460]  不是很享受
[00:12:26.460 --> 00:12:28.460]  而是因為超認真
[00:12:28.460 --> 00:12:33.460]  多次在抄和抄之間的工作
[00:12:33.460 --> 00:12:35.460]  都要休息一下
[00:12:35.460 --> 00:12:37.460]  以保證自己的精神體力
[00:12:37.460 --> 00:12:41.460]  在最佳狀態不會抄錯
[00:12:41.460 --> 00:12:44.460]  他們抄寫的過程真的可以說一絲不苟
[00:12:44.460 --> 00:12:47.460]  一邊有人抄一邊有人看著他抄
[00:12:47.460 --> 00:12:49.460]  然後一邊抄一邊讀出來
[00:12:49.460 --> 00:12:52.460]  再找人聽他讀出來有沒有錯
[00:12:52.460 --> 00:12:54.460]  這樣抄的
[00:12:54.460 --> 00:12:59.460]  他們甚至會數算住每一卷書的字數
[00:12:59.460 --> 00:13:01.460]  還有字母的數目
[00:13:01.460 --> 00:13:04.460]  即是一隻字數多少數完它
[00:13:04.460 --> 00:13:08.460]  每隻字數多少字母再加上它再數一次
[00:13:08.460 --> 00:13:10.460]  然後成為一個index
[00:13:10.460 --> 00:13:16.460]  每卷書再對照再數一次有沒有錯
[00:13:16.460 --> 00:13:18.460]  以檢定抄本的準確
[00:13:18.460 --> 00:13:20.460]  你聽到都覺得很煩吧
[00:13:20.460 --> 00:13:24.460]  這種謹慎莊嚴認真的態度
[00:13:24.460 --> 00:13:26.460]  令到今日你和我
[00:13:26.460 --> 00:13:31.460]  看的聖經首抄本的數量和質數
[00:13:31.460 --> 00:13:36.460]  都是遠遠勝過任何其他古代典籍
[00:13:36.460 --> 00:13:42.460]  難以望其項背的準確程度的比較
[00:13:42.460 --> 00:13:44.460]  就因為這樣的緣故
[00:13:44.460 --> 00:13:46.460]  今日你和我手上的聖經
[00:13:46.460 --> 00:13:48.460]  竟然能夠跨越三千多年
[00:13:48.460 --> 00:13:52.460]  仍然保持接近100%的準確性
[00:13:52.460 --> 00:13:56.460]  其實真的超厲害
[00:13:56.460 --> 00:14:00.460]  聖經文字不單止有這個高度的準確性
[00:14:00.460 --> 00:14:07.460]  橫跨數百年不同的聖經作者所講論的教導
[00:14:07.460 --> 00:14:10.460]  他們所提出的訊息
[00:14:10.460 --> 00:14:13.460]  他們對生命價值的取向
[00:14:13.460 --> 00:14:18.460]  他們對將來這個世界將要發生什麼事情的預言
[00:14:18.460 --> 00:14:22.460]  都是有極度一致的準確性
[00:14:22.460 --> 00:14:27.460]  你想想這件事其實都是絕對不得了的事情
[00:14:27.460 --> 00:14:32.460]  雖然不同的聖經作者有極之不同的取材
[00:14:32.460 --> 00:14:34.460]  來自極之不同的背景
[00:14:34.460 --> 00:14:37.460]  性格 寫作的方法
[00:14:37.460 --> 00:14:39.460]  感性的程度 理性的程度
[00:14:39.460 --> 00:14:41.460]  全部都不同
[00:14:41.460 --> 00:14:46.460]  但他們不約而同都盼望一位救主
[00:14:46.460 --> 00:14:49.460]  尼塞亞成為他們的盼望
[00:14:49.460 --> 00:14:51.460]  成為他們的領袖
[00:14:51.460 --> 00:14:55.460]  再次帶領他們重建上帝的國度
[00:14:55.460 --> 00:15:02.460]  不過就算他們有這麼一致的預言訊息
[00:15:02.460 --> 00:15:07.460]  但是上帝的道路始終都高過人的道路
[00:15:07.460 --> 00:15:09.460]  他們萬料不及
[00:15:09.460 --> 00:15:11.460]  他們所盼望的尼塞亞
[00:15:11.460 --> 00:15:15.460]  竟然就是完全的人和完全的神
[00:15:15.460 --> 00:15:19.460]  就是上帝的獨生兒子
[00:15:19.460 --> 00:15:26.460]  他為了救贖和帶領他的百姓重建國度的方法
[00:15:26.460 --> 00:15:31.460]  竟然就是為了人的罪死在十字架上
[00:15:31.460 --> 00:15:34.460]  而且在第三天復活
[00:15:34.460 --> 00:15:39.460]  保羅和提摩泰都是猶太人
[00:15:39.460 --> 00:15:43.460]  保羅寫給提摩泰說
[00:15:43.460 --> 00:15:47.460]  聖經都是神所默示的
[00:15:47.460 --> 00:15:51.460]  不用像我今天這樣跟大家講一大輪
[00:15:51.460 --> 00:15:57.460]  怎樣聖經會是神呼出來的氣
[00:15:57.460 --> 00:15:59.460]  講出來的說話
[00:15:59.460 --> 00:16:01.460]  明白了
[00:16:01.460 --> 00:16:05.460]  所以當保羅告訴提摩泰
[00:16:05.460 --> 00:16:11.460]  或者去重提聖經是神呼出來的氣
[00:16:11.460 --> 00:16:15.460]  其實重點不是在於一篇神學的教導講章
[00:16:15.460 --> 00:16:17.460]  聖經的歷史緣起等等
[00:16:17.460 --> 00:16:19.460]  默示理論 系統神學
[00:16:19.460 --> 00:16:23.460]  老實說那時候都沒有這些概念
[00:16:23.460 --> 00:16:28.460]  保羅是想溫馨提示他親愛的屬靈兒子
[00:16:28.460 --> 00:16:34.460]  聖經是我們和神建立親密關係的不二法門
[00:16:34.460 --> 00:16:37.460]  你唯有靠近講說話的對象
[00:16:37.460 --> 00:16:42.460]  你才感受到他呼出來的氣
[00:16:42.460 --> 00:16:47.460]  你唯有安靜下來 用心聆聽
[00:16:47.460 --> 00:16:53.460]  你才會感受到向你講說話的人呼出來的氣
[00:16:53.460 --> 00:16:59.460]  其實他是想告訴你這件事
[00:16:59.460 --> 00:17:02.460]  保羅告訴提摩泰
[00:17:02.460 --> 00:17:08.460]  他們從小到大都看聖經是神呼出來的氣
[00:17:08.460 --> 00:17:11.460]  但是怎樣實踐出來呢
[00:17:11.460 --> 00:17:13.460]  就是我們要讀聖經的時候
[00:17:13.460 --> 00:17:16.460]  要將耳朵放在神的嘴邊
[00:17:16.460 --> 00:17:20.460]  與神親近 聽神的話
[00:17:20.460 --> 00:17:25.460]  好讓我們感受到這個呼出來的氣
[00:17:25.460 --> 00:17:29.460]  保羅是要溫馨提示提摩泰
[00:17:29.460 --> 00:17:34.460]  我們要常常透過聖經與神的話
[00:17:34.460 --> 00:17:39.460]  與他建立關係
[00:17:39.460 --> 00:17:43.460]  各位親愛的兄弟姐妹 各位朋友
[00:17:43.460 --> 00:17:45.460]  我們怎樣讀聖經呢
[00:17:45.460 --> 00:17:48.460]  我們是不是聽早掌傳導人
[00:17:48.460 --> 00:17:50.460]  每次禮拜開早的時候
[00:17:50.460 --> 00:17:51.460]  用即時查經法就可以了
[00:17:51.460 --> 00:17:54.460]  不要說這麼多
[00:17:54.460 --> 00:17:57.460]  不是 牧師我們不是這樣的
[00:17:57.460 --> 00:18:01.460]  不夠的 我們要聽聽那些著名的牧者
[00:18:01.460 --> 00:18:06.460]  聖經學者 聽聽那些很厲害的講道
[00:18:06.460 --> 00:18:12.460]  不止的 我去十六樓圖書館借了那些識經書看
[00:18:12.460 --> 00:18:14.460]  很厲害的
[00:18:14.460 --> 00:18:19.460]  但原諒我 用愛心說誠實話
[00:18:19.460 --> 00:18:22.460]  你還缺少一件
[00:18:22.460 --> 00:18:34.460]  你尚未親自用心 用耳朵去聆聽神呼出來的氣
[00:18:34.460 --> 00:18:37.460]  你還是用耳手查經法
[00:18:37.460 --> 00:18:45.460]  親身聽 用心去接觸 接觸上帝
[00:18:45.460 --> 00:18:48.460]  很多時候我們查聖經
[00:18:48.460 --> 00:18:56.460]  當然是查文法 時態 語句 句子結構
[00:18:56.460 --> 00:18:58.460]  但容許我說
[00:18:58.460 --> 00:19:04.460]  這個可能會叫我們只見樹木 不見森林
[00:19:04.460 --> 00:19:07.460]  查考聖經還要看歷史文法背景
[00:19:07.460 --> 00:19:09.460]  還要看文學分析
[00:19:09.460 --> 00:19:11.460]  但就算是這樣也好
[00:19:11.460 --> 00:19:17.460]  最大的弊病是停留在客觀抽離的方法去查考
[00:19:17.460 --> 00:19:21.460]  你沒有當上帝是有真有活的神
[00:19:21.460 --> 00:19:26.460]  你當他是一個去檢查血糖血壓的對象
[00:19:26.460 --> 00:19:34.460]  你尚未將自己的生命擺出來
[00:19:34.460 --> 00:19:39.460]  跟神的話語對話 去摔跤 去掙扎
[00:19:39.460 --> 00:19:46.460]  結果自己的生命就不會帶來任何的更新轉變
[00:19:46.460 --> 00:19:51.460]  你當自己是一個主體去查一個客體
[00:19:51.460 --> 00:19:56.460]  其實反過來他才是主體 我們是客體
[00:19:56.460 --> 00:20:03.460]  我曾經跟一位教會資深領袖一起做培訓
[00:20:03.460 --> 00:20:06.460]  跟他一起去講如何查聖經
[00:20:06.460 --> 00:20:11.460]  他說了一句說話我覺得不生受用 言簡意系
[00:20:11.460 --> 00:20:17.460]  他說查聖經最後是查自己
[00:20:17.460 --> 00:20:20.460]  不是我查他 是讓他查我
[00:20:20.460 --> 00:20:25.460]  這句說話跟當代美國一位基督教的屬靈導師
[00:20:25.460 --> 00:20:31.460]  張占森 也做過的說話不謀而合
[00:20:31.460 --> 00:20:36.460]  他說雖然關於上帝的資訊是很重要
[00:20:36.460 --> 00:20:40.460]  但我們需要的不只是這些
[00:20:40.460 --> 00:20:48.460]  我們還要跟上帝形成一種內在的改變生命的關係
[00:20:48.460 --> 00:20:54.460]  故此我們需要跟上帝有一個反思和互動
[00:20:54.460 --> 00:21:00.460]  唯有這樣跟上帝聊天 默想聖經
[00:21:00.460 --> 00:21:09.460]  才能保證我們生命有從內到外的更新改變
[00:21:09.460 --> 00:21:13.460]  很多人對默想聖經有不同的定義和看法
[00:21:13.460 --> 00:21:16.460]  容許我在這裡稍微提議
[00:21:16.460 --> 00:21:20.460]  默想不是虛無飄渺 亂想一通
[00:21:20.460 --> 00:21:23.460]  而是一件十分具體的事情
[00:21:23.460 --> 00:21:26.460]  就是讓聖經查自己
[00:21:26.460 --> 00:21:33.460]  我們去生命內省 將經文的訊息個人化
[00:21:33.460 --> 00:21:37.460]  反思聖經所描述的那種生命的素質
[00:21:37.460 --> 00:21:40.460]  道德的情操 品格
[00:21:40.460 --> 00:21:43.460]  對上帝渴望的那份情感
[00:21:43.460 --> 00:21:49.460]  跟我們內心的世界 實況相對照
[00:21:49.460 --> 00:21:55.460]  跟自己現有的行為 習慣相對照
[00:21:55.460 --> 00:21:58.460]  作清楚的檢視
[00:21:58.460 --> 00:22:01.460]  去求神光照我們 幫助我們
[00:22:01.460 --> 00:22:06.460]  在這個反省的層面裡帶來改變
[00:22:06.460 --> 00:22:10.460]  各位朋友 各位電影姊妹
[00:22:10.460 --> 00:22:18.460]  未知我們有沒有這樣去行上讀經 查經 默想聖經呢
[00:22:18.460 --> 00:22:23.460]  如果沒有的話 容許我鼓勵
[00:22:23.460 --> 00:22:25.460]  要快點付諸實行
[00:22:25.460 --> 00:22:31.460]  我保證你能夠在這樣的習慣裡
[00:22:31.460 --> 00:22:34.460]  與上帝相遇
[00:22:34.460 --> 00:22:42.460]  我們繼續去重讀提摩太后書三章十六節 餘下的部分
[00:22:42.460 --> 00:22:45.460]  準備 1 2 3
