
[00:00:00.000 --> 00:00:04.040]  我們在一年的開始
[00:02:43.880 --> 00:02:45.880]  過有智慧的人生
[00:02:45.880 --> 00:02:47.280]  我們的禱告仰望
[00:02:47.280 --> 00:02:49.080]  奉耶穌命求
[00:02:49.080 --> 00:02:50.080]  阿門
[00:02:50.080 --> 00:02:54.720]  上年度香港很流行說一句話
[00:02:54.720 --> 00:02:56.720]  叫「超前部署」
[00:02:56.720 --> 00:02:58.720]  想起超前部署是甚麼呢
[00:02:58.720 --> 00:03:00.320]  就是「打風」
[00:03:00.320 --> 00:03:02.080]  上年度真的很誇張
[00:03:02.080 --> 00:03:06.320]  好像打了幾個八號、九號、十號風球
[00:03:06.320 --> 00:03:08.640]  那你知道超前部署
[00:03:08.640 --> 00:03:12.240]  我團契有位弟兄是公務員
[00:03:12.240 --> 00:03:14.520]  「超前部署有甚麼特別呢?」
[00:03:14.520 --> 00:03:16.680]  他們說很簡單
[00:03:16.680 --> 00:03:18.080]  水浸黑點
[00:03:18.080 --> 00:03:19.520]  一早就放好機器
[00:03:19.520 --> 00:03:20.960]  就是超前部署
[00:03:20.960 --> 00:03:23.560]  到時不用浸了至上部
[00:03:23.560 --> 00:03:25.040]  才派人去通渠
[00:03:25.040 --> 00:03:26.720]  就是這個意思
[00:03:26.720 --> 00:03:30.080]  當然他們做到包裝得很漂亮
[00:03:30.080 --> 00:03:33.560]  於是我們覺得政府很努力
[00:03:33.560 --> 00:03:35.960]  但經過雲福縣的大火
[00:03:35.960 --> 00:03:41.200]  發現原來很多基本的防災的監管都沒有做好
[00:03:41.200 --> 00:03:44.760]  原來那些超前部署都很表面
[00:03:44.760 --> 00:03:47.520]  接著我就想到底甚麼有準備呢
[00:03:47.520 --> 00:03:49.000]  以下的新聞
[00:03:49.000 --> 00:03:51.000]  我覺得真的有準備了
[00:03:51.000 --> 00:03:54.560]  記不記得上年度有一宗新聞
[00:03:54.560 --> 00:04:00.240]  有航空公司的乘客在機艙鬧情緒
[00:04:00.240 --> 00:04:02.320]  大吵大鬧
[00:04:02.320 --> 00:04:07.520]  於是乘客制服那個好像肥去一倍的女士
[00:04:07.520 --> 00:04:10.040]  但制服她的背後
[00:04:10.040 --> 00:04:11.760]  原來新聞就說
[00:04:11.760 --> 00:04:16.120]  原來那些乘客有個「詠春拳」的訓練
[00:04:16.120 --> 00:04:17.840]  他們說在狹窄的機艙
[00:04:17.840 --> 00:04:20.000]  用甚麼方法制服對方最好呢
[00:04:20.000 --> 00:04:22.960]  詠春拳這個角色是最有用的
[00:04:22.960 --> 00:04:26.760]  我就覺得這個真的是超前部署
[00:04:26.760 --> 00:04:28.760]  我預計有困難
[00:04:28.760 --> 00:04:31.960]  預計有人爭吵爭執
[00:04:31.960 --> 00:04:33.560]  怎樣制服對方呢
[00:04:33.560 --> 00:04:36.920]  這班手無縛雞之力的空姐
[00:04:36.920 --> 00:04:38.440]  用最狹窄的機艙
[00:04:38.440 --> 00:04:40.680]  最簡單的方法制服對方
[00:04:40.680 --> 00:04:42.320]  這個就有準備了
[00:04:42.320 --> 00:04:44.520]  我想問一下大家
[00:04:44.520 --> 00:04:45.800]  在你人生當中
[00:04:45.800 --> 00:04:48.360]  你覺得最有準備的是甚麼呢
[00:04:48.360 --> 00:04:50.720]  最有準備的經驗是甚麼呢
[00:04:50.720 --> 00:04:54.240]  我分享一件我覺得引以自豪的經驗
[00:04:54.240 --> 00:04:56.440]  這件經驗是話說
[00:04:56.440 --> 00:05:00.720]  記不記得2020年
[00:05:00.720 --> 00:05:03.560]  剛剛那時COVID-19
[00:05:03.560 --> 00:05:06.520]  剛剛2020年年28
[00:05:06.520 --> 00:05:07.760]  我在日本旅行
[00:05:07.760 --> 00:05:12.200]  你知道我和師母一生經常去旅行的人
[00:05:12.200 --> 00:05:13.800]  在日本旅行
[00:05:13.800 --> 00:05:15.480]  那時看到新聞
[00:05:15.480 --> 00:05:19.640]  說武漢封城了
[00:05:19.640 --> 00:05:20.720]  因為有疫症
[00:05:20.720 --> 00:05:24.920]  我就覺得很大機會像沙士叢林
[00:05:24.920 --> 00:05:27.920]  於是在日本我做甚麼呢
[00:05:27.920 --> 00:05:29.560]  大量買口罩
[00:05:29.560 --> 00:05:32.560]  買了這麼多
[00:05:32.560 --> 00:05:34.320]  我不斷狂掃
[00:05:34.320 --> 00:05:36.680]  後來發覺國內人跟我搶
[00:05:36.680 --> 00:05:39.840]  我後來在日本買了最大的旅行行李
[00:05:39.840 --> 00:05:41.280]  把口罩都裝回來
[00:05:41.280 --> 00:05:43.160]  那次真的有用
[00:05:43.160 --> 00:05:46.560]  除了送禮自奉之外
[00:05:46.560 --> 00:05:48.360]  弟兄姊妹有需要就給他們
[00:05:48.360 --> 00:05:50.280]  差不多餵飽五千人
[00:05:50.280 --> 00:05:57.080]  那時我還聽人說通宵派口罩
[00:05:57.080 --> 00:05:59.080]  不用的我有
[00:05:59.080 --> 00:06:01.600]  那次我覺得是我人生中最有聰明
[00:06:01.600 --> 00:06:03.600]  最有部署的經驗
[00:06:03.600 --> 00:06:06.120]  你有很多部署的經驗
[00:06:06.120 --> 00:06:08.840]  有些人最驕傲部署
[00:06:08.840 --> 00:06:12.720]  可能是有足夠的退休金
[00:06:12.720 --> 00:06:15.840]  或者有財務自由
[00:06:15.840 --> 00:06:17.360]  以前有個神話
[00:06:17.360 --> 00:06:20.080]  有三層樓下半生無憂
[00:06:20.080 --> 00:06:22.080]  現在不是有大廈維修
[00:06:22.080 --> 00:06:25.080]  我們有些很好的
[00:06:25.080 --> 00:06:26.680]  我們管理好身體
[00:06:26.680 --> 00:06:28.520]  我們不要連累家人
[00:06:28.520 --> 00:06:32.680]  我們每天不用省錢看病
[00:06:32.680 --> 00:06:34.680]  已經是最好的伴侶
[00:06:34.680 --> 00:06:37.560]  據聞我恩福有位同工很厲害
[00:06:37.560 --> 00:06:39.080]  他每天都耍太極
[00:06:39.080 --> 00:06:40.480]  吃東西他不吃
[00:06:40.480 --> 00:06:42.320]  吃菜不放油
[00:06:42.320 --> 00:06:43.320]  要煮的
[00:06:43.320 --> 00:06:44.920]  為什麼?
[00:06:44.920 --> 00:06:47.840]  去令到不用家人憂慮
[00:06:47.840 --> 00:06:49.840]  不用負累家人
[00:06:49.840 --> 00:06:52.920]  當然有些人比較淑靈的說法
[00:06:52.920 --> 00:06:56.040]  我們能夠無愧見主
[00:06:56.040 --> 00:06:58.040]  就算今天離開世界
[00:06:58.040 --> 00:07:01.080]  我都能夠完成上帝給我的託付
[00:07:01.080 --> 00:07:03.080]  完成祂給我的任務
[00:07:03.080 --> 00:07:05.080]  我無愧無悔一生
[00:07:05.080 --> 00:07:07.080]  好像剛才那首歌一生不枉過
[00:07:07.080 --> 00:07:09.480]  你是哪一隻朝前部署呢?
[00:07:09.480 --> 00:07:11.480]  今天我們看了一段經文
[00:07:11.480 --> 00:07:14.920]  早前耶穌說到有預備和沒有預備的分別
[00:07:14.920 --> 00:07:18.320]  當中看到猶太人婚禮的習俗
[00:07:18.320 --> 00:07:21.320]  猶太人婚禮有三個階段
[00:07:21.320 --> 00:07:23.320]  第一個階段叫婚約期
[00:07:23.320 --> 00:07:27.240]  婚約期就是你跟對方談好
[00:07:27.240 --> 00:07:29.240]  類似訂婚的事
[00:07:29.240 --> 00:07:31.240]  於是放了聘金
[00:07:31.240 --> 00:07:32.720]  但還沒同居
[00:07:32.720 --> 00:07:34.040]  因為有些預備
[00:07:34.040 --> 00:07:40.360]  當年瑪利亞已經落了婚約期
[00:07:40.360 --> 00:07:42.360]  若失迎未娶他過門
[00:07:42.360 --> 00:07:44.360]  就是這個階段
[00:07:44.360 --> 00:07:46.760]  婚約期之後就叫做準備期
[00:07:46.760 --> 00:07:47.560]  你知道的
[00:07:47.560 --> 00:07:48.960]  你都要選房間
[00:07:48.960 --> 00:07:50.440]  你都要建房
[00:07:50.440 --> 00:07:52.440]  香港人建房子要十多年
[00:07:52.440 --> 00:07:53.440]  用儲蓄的
[00:07:53.440 --> 00:07:54.920]  猶太人簡單一點
[00:07:54.920 --> 00:07:56.240]  一年半就可以搞定
[00:07:56.240 --> 00:07:58.240]  於是他們就在婚約期
[00:07:58.240 --> 00:07:59.040]  預備新房
[00:07:59.040 --> 00:08:00.240]  預備居所
[00:08:00.240 --> 00:08:02.440]  當然第三個就是婚禮
[00:08:02.440 --> 00:08:05.640]  婚禮就是他們迎娶新娘
[00:08:05.640 --> 00:08:07.640]  然後有七天的婚宴
[00:08:07.640 --> 00:08:10.040]  但他們很有趣的
[00:08:10.040 --> 00:08:13.440]  他們迎娶新娘的習俗
[00:08:13.440 --> 00:08:16.040]  跟我們中國人的習俗是不同的
[00:08:16.040 --> 00:08:18.040]  中國人的習俗是怎樣的
[00:08:18.040 --> 00:08:20.040]  結婚的時候
[00:08:20.040 --> 00:08:26.440]  姐妹伴娘玩新郎玩鄧穿石
[00:08:26.440 --> 00:08:30.640]  他們就會提出苛刻的要求
[00:08:30.640 --> 00:08:33.440]  明明談好要開門禮時就反口
[00:08:33.440 --> 00:08:34.640]  你有沒有試過
[00:08:34.640 --> 00:08:36.240]  還有最慘的
[00:08:36.240 --> 00:08:39.040]  要做喪權辱國的宣言
[00:08:39.040 --> 00:08:42.240]  以後將所有發薪的東西都給老婆
[00:08:42.240 --> 00:08:44.240]  家務不用老婆做
[00:08:44.240 --> 00:08:49.240]  搞到三重食德男人版的宣言
[00:08:49.240 --> 00:08:50.840]  但猶太人不同
[00:08:50.840 --> 00:08:54.240]  猶太人比較大男人
[00:08:54.240 --> 00:08:56.040]  他們是玩姐妹的
[00:08:56.040 --> 00:08:57.640]  他們怎樣玩姐妹呢
[00:08:57.640 --> 00:09:01.640]  他們不會說新郎幾點到
[00:09:01.640 --> 00:09:03.640]  多數半夜三更到
[00:09:03.640 --> 00:09:05.640]  失驚無神殺過來
[00:09:05.640 --> 00:09:08.640]  令到姐妹們預備不及
[00:09:08.640 --> 00:09:10.640]  整容不夠好
[00:09:10.640 --> 00:09:12.640]  於是就群拉婦勒
[00:09:12.640 --> 00:09:14.640]  去迎接新郎
[00:09:14.640 --> 00:09:16.640]  他們有要求的
[00:09:16.640 --> 00:09:18.640]  你要預備眼燈
[00:09:18.640 --> 00:09:19.640]  迎接新郎
[00:09:19.640 --> 00:09:21.640]  如果你沒有預備眼燈
[00:09:21.640 --> 00:09:22.640]  你就輸了
[00:09:22.640 --> 00:09:24.640]  輸了就不能去喝
[00:09:24.640 --> 00:09:25.640]  這樣的遊戲
[00:09:25.640 --> 00:09:28.640]  於是耶穌用這個比喻
[00:09:28.640 --> 00:09:31.640]  就說到當時這個習俗這個比喻
[00:09:31.640 --> 00:09:33.640]  就說有些人有預備燈
[00:09:33.640 --> 00:09:34.640]  預備油
[00:09:34.640 --> 00:09:36.640]  有些人就沒有預備燈
[00:09:36.640 --> 00:09:37.640]  沒有預備油
[00:09:37.640 --> 00:09:39.640]  兩個的情景
[00:09:39.640 --> 00:09:42.640]  在當中很有趣
[00:09:42.640 --> 00:09:44.640]  分野做兩批人
[00:09:44.640 --> 00:09:45.640]  一班有預備的
[00:09:45.640 --> 00:09:47.640]  就叫做聰明的同類
[00:09:47.640 --> 00:09:48.640]  他們拿著燈
[00:09:48.640 --> 00:09:50.640]  有預備油在戲名裡
[00:09:50.640 --> 00:09:52.640]  半夜有人喊著
[00:09:52.640 --> 00:09:53.640]  新郎來了
[00:09:53.640 --> 00:09:55.640]  你們出來迎接他
[00:09:55.640 --> 00:09:57.640]  同類就起來
[00:09:57.640 --> 00:09:59.640]  收拾燈迎接新郎
[00:09:59.640 --> 00:10:01.640]  在這裡很有趣
[00:10:01.640 --> 00:10:03.640]  他很想說一班人很有智慧
[00:10:03.640 --> 00:10:05.640]  一早做好準備
[00:10:05.640 --> 00:10:07.640]  預備新郎來到
[00:10:07.640 --> 00:10:09.640]  於是參加喜宴
[00:10:09.640 --> 00:10:11.640]  在人生裡
[00:10:11.640 --> 00:10:14.640]  你是不是這班聰明的同類呢?
[00:10:14.640 --> 00:10:17.640]  你是不是有人生的充足的預備呢?
[00:10:17.640 --> 00:10:19.640]  甚至好像剛才我所說的
[00:10:19.640 --> 00:10:21.640]  今天你看到上帝
[00:10:21.640 --> 00:10:24.640]  你都說我都隨時見得上帝
[00:10:24.640 --> 00:10:25.640]  一生不枉過
[00:10:25.640 --> 00:10:27.640]  無憾見著呢?
[00:10:27.640 --> 00:10:29.640]  我不用大家舉手
[00:10:29.640 --> 00:10:30.640]  很有壓力的
[00:10:30.640 --> 00:10:33.640]  但是苦心自問
[00:10:33.640 --> 00:10:37.640]  你一生有沒有虛度暗過呢?
[00:10:37.640 --> 00:10:38.640]  我很喜歡一套電影
[00:10:38.640 --> 00:10:40.640]  叫做雷霆救兵
[00:10:40.640 --> 00:10:41.640]  不知道有沒有看過
[00:10:41.640 --> 00:10:43.640]  幾十年前的
[00:10:43.640 --> 00:10:44.640]  經典電影
[00:10:44.640 --> 00:10:46.640]  除了在戰爭場面好看之外
[00:10:46.640 --> 00:10:48.640]  特別是裡面
[00:10:48.640 --> 00:10:51.640]  講到一個很喜歡的一幕情景
[00:10:51.640 --> 00:10:53.640]  故事是說
[00:10:53.640 --> 00:10:55.640]  當年二次大戰
[00:10:55.640 --> 00:10:58.640]  盟軍登陸落萬帝的時候
[00:10:58.640 --> 00:11:00.640]  有一隊小隊接受了一個任務
[00:11:00.640 --> 00:11:03.640]  去到前線救一個士兵
[00:11:03.640 --> 00:11:05.640]  在過程裡
[00:11:05.640 --> 00:11:07.640]  這個小隊的士兵
[00:11:07.640 --> 00:11:09.640]  相繼身亡
[00:11:09.640 --> 00:11:10.640]  陣亡
[00:11:10.640 --> 00:11:12.640]  但是他們最後的結果
[00:11:12.640 --> 00:11:14.640]  救了一個小兵Ryan
[00:11:14.640 --> 00:11:17.640]  而且扭轉一場戰役
[00:11:17.640 --> 00:11:20.640]  那班人全死了
[00:11:20.640 --> 00:11:22.640]  只剩下Ryan沒有死的時候
[00:11:22.640 --> 00:11:24.640]  我最喜歡的一幕鏡頭
[00:11:24.640 --> 00:11:25.640]  令我很深刻
[00:11:25.640 --> 00:11:26.640]  是感動的
[00:11:26.640 --> 00:11:28.640]  講到Ryan幾十年之後
[00:11:28.640 --> 00:11:30.640]  去掃墓
[00:11:30.640 --> 00:11:33.640]  去幫為他陣亡的士兵
[00:11:33.640 --> 00:11:35.640]  在墳墓面前掃墓
[00:11:35.640 --> 00:11:36.640]  他帶著家人
[00:11:36.640 --> 00:11:37.640]  子女
[00:11:37.640 --> 00:11:38.640]  子孫
[00:11:38.640 --> 00:11:39.640]  他就問一個問題
[00:11:39.640 --> 00:11:41.640]  問他的子孫
[00:11:41.640 --> 00:11:43.640]  問他太太
[00:11:43.640 --> 00:11:44.640]  這幾十年
[00:11:44.640 --> 00:11:46.640]  你覺得我過得怎樣?
[00:11:46.640 --> 00:11:49.640]  他太太很自慰的一句話
[00:11:49.640 --> 00:11:55.640]  你是一個好人
[00:11:55.640 --> 00:11:57.640]  你是過得有價值
[00:11:57.640 --> 00:11:58.640]  他言下之意
[00:11:58.640 --> 00:11:59.640]  很想問
[00:11:59.640 --> 00:12:00.640]  太太
[00:12:00.640 --> 00:12:01.640]  子孫
[00:12:01.640 --> 00:12:02.640]  我這幾十年
[00:12:02.640 --> 00:12:04.640]  有沒有虛度人生?
[00:12:04.640 --> 00:12:05.640]  有沒有枉費
[00:12:05.640 --> 00:12:08.640]  這班人這麼負大的代價救我?
[00:12:08.640 --> 00:12:11.640]  我有沒有虛度人生?
[00:12:11.640 --> 00:12:13.640]  同樣
[00:12:13.640 --> 00:12:14.640]  今天我們面對主耶穌
[00:12:14.640 --> 00:12:16.640]  主耶穌為我們犧牲
[00:12:16.640 --> 00:12:18.640]  釘在十字架
[00:12:18.640 --> 00:12:19.640]  當主耶穌問
[00:12:19.640 --> 00:12:21.640]  我為你釘十字架
[00:12:21.640 --> 00:12:24.640]  你有沒有虛度人生?
[00:12:24.640 --> 00:12:26.640]  你過得好不好?
[00:12:26.640 --> 00:12:28.640]  你是不是過得有價值?
[00:12:28.640 --> 00:12:30.640]  你怎樣回答?
[00:12:30.640 --> 00:12:31.640]  坦白地說
[00:12:31.640 --> 00:12:32.640]  有些人
[00:12:32.640 --> 00:12:34.640]  他知道主耶穌的恩典
[00:12:34.640 --> 00:12:35.640]  主耶穌很愛
[00:12:35.640 --> 00:12:37.640]  他願意一生為主而活
[00:12:37.640 --> 00:12:39.640]  一生侍奉上帝
[00:12:39.640 --> 00:12:41.640]  甚至一生過一個有價值
[00:12:41.640 --> 00:12:44.640]  被聖靈管理的人生
[00:12:44.640 --> 00:12:45.640]  但有些人說
[00:12:45.640 --> 00:12:46.640]  信了耶穌
[00:12:46.640 --> 00:12:48.640]  仍然有很多怨恨在心
[00:12:48.640 --> 00:12:49.640]  仍然有很多
[00:12:49.640 --> 00:12:50.640]  憤憤不平
[00:12:50.640 --> 00:12:51.640]  仍然有很多
[00:12:51.640 --> 00:12:53.640]  邪惡的概念
[00:12:53.640 --> 00:12:55.640]  仍然在隨中打滾
[00:12:55.640 --> 00:12:57.640]  你是哪一種呢?
[00:12:57.640 --> 00:12:58.640]  當然
[00:12:58.640 --> 00:12:59.640]  另一類
[00:12:59.640 --> 00:13:00.640]  正經講到的
[00:13:00.640 --> 00:13:01.640]  愚蠢的同類
[00:13:01.640 --> 00:13:03.640]  他們拿著燈
[00:13:03.640 --> 00:13:04.640]  卻不如被誘
[00:13:04.640 --> 00:13:05.640]  接著
[00:13:05.640 --> 00:13:06.640]  新郎來到
[00:13:06.640 --> 00:13:07.640]  他就說
[00:13:07.640 --> 00:13:08.640]  分點離世
[00:13:08.640 --> 00:13:10.640]  請分點遊給我們
[00:13:10.640 --> 00:13:13.640]  因為我們的燈要滅了
[00:13:13.640 --> 00:13:14.640]  當然
[00:13:14.640 --> 00:13:16.640]  那時其他人就說
[00:13:16.640 --> 00:13:18.640]  我們不夠你使
[00:13:18.640 --> 00:13:20.640]  於是他們去買的時候
[00:13:20.640 --> 00:13:22.640]  新郎就到
[00:13:22.640 --> 00:13:23.640]  那預備好的
[00:13:23.640 --> 00:13:27.640]  跟他還去直門就關了
[00:13:27.640 --> 00:13:28.640]  他們敲門
[00:13:28.640 --> 00:13:29.640]  主啊主啊
[00:13:29.640 --> 00:13:30.640]  給我們開門
[00:13:30.640 --> 00:13:31.640]  接著說
[00:13:31.640 --> 00:13:33.640]  我實實在在告訴你們
[00:13:33.640 --> 00:13:36.640]  我不認識你們
[00:13:36.640 --> 00:13:37.640]  英文經文當然
[00:13:37.640 --> 00:13:39.640]  講到一個比喻
[00:13:39.640 --> 00:13:41.640]  人子來的時候
[00:13:41.640 --> 00:13:43.640]  那時辰那日子
[00:13:43.640 --> 00:13:44.640]  我們不知道
[00:13:44.640 --> 00:13:47.640]  你好預備見上帝
[00:13:47.640 --> 00:13:48.640]  事實上
[00:13:48.640 --> 00:13:49.640]  有些人
[00:13:49.640 --> 00:13:50.640]  都是鬧鬧叫叫的
[00:13:50.640 --> 00:13:52.640]  沒有來搭訕的
[00:13:52.640 --> 00:13:53.640]  很急忙的
[00:13:53.640 --> 00:13:55.640]  沒有準備的
[00:13:55.640 --> 00:13:57.640]  你有沒有見過這樣的人?
[00:13:57.640 --> 00:13:59.640]  數完一大群都有
[00:13:59.640 --> 00:14:00.640]  我記得以前
[00:14:00.640 --> 00:14:02.640]  我做青年工作的時候
[00:14:02.640 --> 00:14:05.640]  有一次去露營
[00:14:05.640 --> 00:14:06.640]  去浪騎露營
[00:14:06.640 --> 00:14:08.640]  浪騎是怎樣去的?
[00:14:08.640 --> 00:14:09.640]  長途跋涉
[00:14:09.640 --> 00:14:10.640]  沒有車可以直達
[00:14:10.640 --> 00:14:12.640]  除了搭船之外
[00:14:12.640 --> 00:14:15.640]  方圓百里除了戒毒村
[00:14:15.640 --> 00:14:16.640]  有人之外
[00:14:16.640 --> 00:14:17.640]  沒有人
[00:14:17.640 --> 00:14:19.640]  有一個青年人說
[00:14:19.640 --> 00:14:21.640]  那時候我還是傳道人
[00:14:21.640 --> 00:14:22.640]  占傳道
[00:14:22.640 --> 00:14:24.640]  我沒有戴牙膏牙刷
[00:14:24.640 --> 00:14:27.640]  你可不可以跟我分享用?
[00:14:27.640 --> 00:14:30.640]  我牙齒這麼私人的東西
[00:14:30.640 --> 00:14:32.640]  我真的很難分享給你
[00:14:32.640 --> 00:14:35.640]  你洗乾淨就可以了
[00:14:35.640 --> 00:14:38.640]  有時候真的
[00:14:38.640 --> 00:14:40.640]  有沒有搞錯?
[00:14:40.640 --> 00:14:42.640]  這個人不單沒有戴牙膏牙刷
[00:14:42.640 --> 00:14:44.640]  第三副都沒有戴
[00:14:44.640 --> 00:14:46.640]  有時候見到這樣的人
[00:14:46.640 --> 00:14:47.640]  都會覺得
[00:14:47.640 --> 00:14:49.640]  很生氣、很笑
[00:14:49.640 --> 00:14:52.640]  但很多人都很錯失機會
[00:14:52.640 --> 00:14:53.640]  很沒有預備
[00:14:53.640 --> 00:14:55.640]  在我做牧師這麼多年
[00:14:55.640 --> 00:14:57.640]  見到最多的情景就是
[00:14:57.640 --> 00:14:58.640]  牧師啊
[00:14:58.640 --> 00:15:00.640]  我爸爸昏迷了
[00:15:00.640 --> 00:15:01.640]  快死了
[00:15:01.640 --> 00:15:02.640]  你幫我傳福音吧
[00:15:02.640 --> 00:15:03.640]  去醫院吧
[00:15:03.640 --> 00:15:05.640]  有沒有見過?
[00:15:05.640 --> 00:15:08.640]  我媽媽昏迷了
[00:15:08.640 --> 00:15:12.640]  不知道她能不能醒來
[00:15:12.640 --> 00:15:14.640]  你叫她信主吧
[00:15:14.640 --> 00:15:16.640]  我就說我盡力吧
[00:15:16.640 --> 00:15:18.640]  但為什麼你不在她清醒的時候
[00:15:18.640 --> 00:15:20.640]  你不是還有機會的時候
[00:15:20.640 --> 00:15:22.640]  幫她傳福音嗎?
[00:15:22.640 --> 00:15:23.640]  就是臨急臨忙
[00:15:23.640 --> 00:15:27.640]  你以為埋門一腳嗎?
[00:15:27.640 --> 00:15:29.640]  人生就是很多沒有預備
[00:15:29.640 --> 00:15:31.640]  最後錯失機會
[00:15:31.640 --> 00:15:32.640]  在這個比喻當中
[00:15:32.640 --> 00:15:33.640]  有些有預備
[00:15:33.640 --> 00:15:34.640]  有些沒有預備
[00:15:34.640 --> 00:15:35.640]  是不同的
[00:15:35.640 --> 00:15:37.640]  但另一方面
[00:15:37.640 --> 00:15:38.640]  這個比喻
[00:15:38.640 --> 00:15:40.640]  令我最特別的、詫異的
[00:15:40.640 --> 00:15:42.640]  耶穌很有趣
[00:15:42.640 --> 00:15:44.640]  用了五個有預備
[00:15:44.640 --> 00:15:46.640]  五個沒有預備
[00:15:46.640 --> 00:15:48.640]  我最初讀這段經文的時候
[00:15:48.640 --> 00:15:49.640]  我在想
[00:15:49.640 --> 00:15:51.640]  這是不是當中的比例呢?
[00:15:51.640 --> 00:15:52.640]  在這個世上
[00:15:52.640 --> 00:15:55.640]  有50%的人有預備見主
[00:15:55.640 --> 00:15:58.640]  有50%的人沒有預備見主
[00:15:58.640 --> 00:15:59.640]  但我想
[00:15:59.640 --> 00:16:01.640]  這個數字好像不太對
