
[00:00:00.000 --> 00:00:04.560]  今日是2024年4月最後一個主日
[00:07:04.920 --> 00:07:06.920]  講他成就救恩
[00:07:06.920 --> 00:07:09.920]  第三個小段落是講到聖靈
[00:07:09.920 --> 00:07:11.920]  講他落實救恩
[00:07:11.920 --> 00:07:16.920]  所以就是讓我們一起去重讚神的榮耀
[00:07:16.920 --> 00:07:18.920]  我會按照這三個段落
[00:07:18.920 --> 00:07:21.920]  一起去認識三位一體的神
[00:07:21.920 --> 00:07:25.920]  祂的榮耀是多麼配得我們去重讚
[00:07:25.920 --> 00:07:28.920]  一開頭第一章三節
[00:07:28.920 --> 00:07:30.920]  保羅用幾個相關的字
[00:07:30.920 --> 00:07:33.920]  去表達一個重讚的主題
[00:07:33.920 --> 00:07:36.920]  包括除了重讚
[00:07:36.920 --> 00:07:39.920]  還有次級、福氣
[00:07:39.920 --> 00:07:41.920]  有沒有留意第三節
[00:07:41.920 --> 00:07:43.920]  次級、福氣和重讚
[00:07:43.920 --> 00:07:46.920]  原文其實都是同一個字根
[00:07:46.920 --> 00:07:49.920]  而且發音也很相似
[00:07:49.920 --> 00:07:50.920]  所以你讀的時候
[00:07:50.920 --> 00:07:51.920]  當然翻譯之後
[00:07:51.920 --> 00:07:54.920]  你就感覺不到原來發音很相似
[00:07:54.920 --> 00:07:56.920]  但是原文是很相似的
[00:07:56.920 --> 00:07:59.920]  所以主題是很突出的
[00:07:59.920 --> 00:08:03.920]  就是突出了上帝是應該被重讚
[00:08:03.920 --> 00:08:04.920]  為什麼?
[00:08:04.920 --> 00:08:08.920]  因為它有很多因典的作為
[00:08:08.920 --> 00:08:12.920]  原文第一個字就是「重讚」
[00:08:12.920 --> 00:08:14.920]  其實這個不是動詞
[00:08:14.920 --> 00:08:16.920]  本來是形容詞
[00:08:16.920 --> 00:08:20.920]  它放在第一句就好像一個宣召一樣
[00:08:20.920 --> 00:08:25.920]  去呼籲我們讀者去到重讚神
[00:08:25.920 --> 00:08:28.920]  所以很多譯本都翻譯為「願重讚」
[00:08:28.920 --> 00:08:30.920]  這個字就是「願重讚」
[00:08:30.920 --> 00:08:32.920]  放在開頭那裡
[00:08:32.920 --> 00:08:33.920]  重讚的對象
[00:08:33.920 --> 00:08:34.920]  重讚誰呢?
[00:08:34.920 --> 00:08:35.920]  經文有說
[00:08:35.920 --> 00:08:39.920]  就是「我們主耶穌基督的父上帝」
[00:08:39.920 --> 00:08:41.920]  好像有點沉氣
[00:08:41.920 --> 00:08:44.920]  總之對象就是「父神」
[00:08:44.920 --> 00:08:47.920]  父神是誰的上帝?
[00:08:47.920 --> 00:08:49.920]  是耶穌基督的上帝
[00:08:49.920 --> 00:08:51.920]  耶穌基督是誰的?
[00:08:51.920 --> 00:08:52.920]  是我們的
[00:08:52.920 --> 00:08:53.920]  明白了嗎?
[00:08:53.920 --> 00:08:56.920]  說到聖父和聖子的關係
[00:08:56.920 --> 00:08:59.920]  也說到聖子和我們的關係
[00:08:59.920 --> 00:09:02.920]  我們就是藉著聖子耶穌
[00:09:02.920 --> 00:09:04.920]  去到聖父上帝面前
[00:09:04.920 --> 00:09:06.920]  去敬拜
[00:09:06.920 --> 00:09:10.920]  這就是《耳窟所書》一個重要的訊息
[00:09:10.920 --> 00:09:12.920]  在這節的下半節
[00:09:12.920 --> 00:09:15.920]  保羅繼續簡單有力地指出
[00:09:15.920 --> 00:09:17.920]  「重讚」的原因
[00:09:17.920 --> 00:09:20.920]  為什麼要重讚神呢?
[00:09:20.920 --> 00:09:27.920]  因為神已經首先賜了很多恩典給我們
[00:09:27.920 --> 00:09:29.920]  不是我們給了一些東西神
[00:09:29.920 --> 00:09:33.920]  而是神賜下很多的恩典給我們
[00:09:33.920 --> 00:09:35.920]  是什麼恩典呢?
[00:09:35.920 --> 00:09:43.920]  「天上各樣屬靈的福氣」
[00:09:43.920 --> 00:09:47.920]  「各樣」是表示有一個全面的意思
[00:09:47.920 --> 00:09:49.920]  是屬靈的福氣
[00:09:49.920 --> 00:09:51.920]  那是什麼呢?
[00:09:51.920 --> 00:09:52.920]  有哪些屬靈的福氣呢?
[00:09:52.920 --> 00:09:54.920]  我們開始看了
[00:09:54.920 --> 00:09:56.920]  首先去到第四節
[00:09:56.920 --> 00:09:59.920]  就是父神的「揀選」
[00:09:59.920 --> 00:10:04.920]  這就是我們重讚神的第一個原因
[00:10:04.920 --> 00:10:09.920]  「神在基督裡揀選了我們」
[00:10:09.920 --> 00:10:10.920]  這裡就指出
[00:10:10.920 --> 00:10:13.920]  神的揀選是祂的旨意
[00:10:13.920 --> 00:10:15.920]  是祂喜悅的旨意
[00:10:15.920 --> 00:10:18.920]  而這個揀選是什麼時候揀選的呢?
[00:10:18.920 --> 00:10:20.920]  聖經說第四節上
[00:10:20.920 --> 00:10:26.920]  是從創世以前
[00:10:26.920 --> 00:10:28.920]  所以這裡就指出
[00:10:28.920 --> 00:10:32.920]  時間上的先
[00:10:32.920 --> 00:10:33.920]  未有這個世界之先
[00:10:33.920 --> 00:10:35.920]  神已經揀選了我們
[00:10:35.920 --> 00:10:37.920]  所以就顯出這個揀選
[00:10:37.920 --> 00:10:40.920]  是不關其他的因素事
[00:10:40.920 --> 00:10:42.920]  不是歷史的因素
[00:10:42.920 --> 00:10:44.920]  不是一些外在的因素
[00:10:44.920 --> 00:10:47.920]  而是上帝的主權
[00:10:47.920 --> 00:10:53.920]  所以救恩並不是一個臨時的應變計劃
[00:10:53.920 --> 00:10:56.920]  不是一個計劃A行不通就轉計劃B
[00:10:56.920 --> 00:10:58.920]  計劃B也行不通就轉計劃C
[00:10:58.920 --> 00:11:00.920]  不是這樣的
[00:11:00.920 --> 00:11:03.920]  並不是神首先創造了亞當夏娃
[00:11:03.920 --> 00:11:05.920]  誰知道他們又犯罪墮落
[00:11:05.920 --> 00:11:07.920]  之後就揀選了以色列人
[00:11:07.920 --> 00:11:09.920]  誰知道他們又不長進
[00:11:09.920 --> 00:11:10.920]  又離開了神
[00:11:10.920 --> 00:11:12.920]  然後計劃C就是神出絕招
[00:11:12.920 --> 00:11:15.920]  就是他的獨生子耶穌基督
[00:11:15.920 --> 00:11:18.920]  供世為人成就救恩
[00:11:18.920 --> 00:11:19.920]  這就是計劃C
[00:11:19.920 --> 00:11:20.920]  是不是這樣呢
[00:11:20.920 --> 00:11:21.920]  不是
[00:11:21.920 --> 00:11:22.920]  不是這樣的
[00:11:22.920 --> 00:11:26.920]  救恩不是因為你和我做了什麼好事
[00:11:26.920 --> 00:11:29.920]  或者我們有什麼功德
[00:11:29.920 --> 00:11:31.920]  完全是因典
[00:11:31.920 --> 00:11:32.920]  為什麼呢
[00:11:32.920 --> 00:11:34.920]  因為還沒有這個世界
[00:11:34.920 --> 00:11:36.920]  還沒有你
[00:11:36.920 --> 00:11:37.920]  還沒有我
[00:11:37.920 --> 00:11:38.920]  的時候
[00:11:38.920 --> 00:11:42.920]  神已經預知有你有我
[00:11:42.920 --> 00:11:45.920]  神預知這個世界各樣的事情的發生
[00:11:45.920 --> 00:11:47.920]  這個時候
[00:11:47.920 --> 00:11:49.920]  父神就揀選了我們
[00:11:49.920 --> 00:11:53.920]  成為他的兒女
[00:11:53.920 --> 00:11:54.920]  你想清楚一點
[00:11:54.920 --> 00:11:56.920]  是不是很奧妙
[00:11:56.920 --> 00:11:59.920]  是我們在地上不會經驗到的東西
[00:11:59.920 --> 00:12:01.920]  如果不是聖經啟示
[00:12:01.920 --> 00:12:02.920]  我們是不會知道的
[00:12:02.920 --> 00:12:04.920]  是未有世界之先
[00:12:04.920 --> 00:12:07.920]  神就揀選了我們
[00:12:07.920 --> 00:12:09.920]  提摩太后書也是這樣說
[00:12:09.920 --> 00:12:11.920]  我們請弟兄讀
[00:12:11.920 --> 00:12:13.920]  神救了我們
[00:12:13.920 --> 00:12:15.920]  以聖詔詔我們
[00:12:15.920 --> 00:12:18.920]  不是按我們的行為
[00:12:18.920 --> 00:12:21.920]  而是按他的旨意和因典
[00:12:21.920 --> 00:12:23.920]  這因典是萬古之先
[00:12:23.920 --> 00:12:28.920]  在基督耶穌裡賜給我們的
[00:12:28.920 --> 00:12:31.920]  揀選在創世之先
[00:12:31.920 --> 00:12:33.920]  神已經揀選了我們
[00:12:33.920 --> 00:12:34.920]  為什麼揀選我們呢
[00:12:34.920 --> 00:12:36.920]  聖經有說
[00:12:36.920 --> 00:12:39.920]  經文是用「使」這個字
[00:12:39.920 --> 00:12:42.920]  指出上帝揀選我們的目的
[00:12:42.920 --> 00:12:45.920]  神揀選我們是有目的的
[00:12:45.920 --> 00:12:48.920]  目的是什麼呢
[00:12:48.920 --> 00:12:55.920]  就是「聖慧聖潔,沒有瑕疵,滿有愛心」
[00:12:55.920 --> 00:12:58.920]  在第四節的下半節
[00:12:58.920 --> 00:13:00.920]  「聖慧聖潔,沒有瑕疵」
[00:13:00.920 --> 00:13:03.920]  通常都應用在舊約裡
[00:13:03.920 --> 00:13:05.920]  是關於獻祭者
[00:13:05.920 --> 00:13:09.920]  和祭物的聖潔無瑕
[00:13:09.920 --> 00:13:11.920]  以致可以被上帝閱立
[00:13:11.920 --> 00:13:13.920]  放在二弗所說這裡
[00:13:13.920 --> 00:13:17.920]  就是提到弟兄姐妹在我們日常生活裡
[00:13:17.920 --> 00:13:19.920]  追求聖潔的生活
[00:13:19.920 --> 00:13:22.920]  什麼叫聖潔呢
[00:13:22.920 --> 00:13:23.920]  很淺的
[00:13:23.920 --> 00:13:25.920]  就是分別出來
[00:13:25.920 --> 00:13:27.920]  專屬於神
[00:13:27.920 --> 00:13:29.920]  就好像每個星期日這個時間
[00:13:29.920 --> 00:13:31.920]  你就分別出來
[00:13:31.920 --> 00:13:33.920]  去到上一屆很崇拜
[00:13:33.920 --> 00:13:34.920]  有人約你,你會推他
[00:13:34.920 --> 00:13:36.920]  「之後先吧,等我崇拜之後先」
[00:13:36.920 --> 00:13:38.920]  你就將這個時間分別出來
[00:13:38.920 --> 00:13:40.920]  去敬拜神
[00:13:40.920 --> 00:13:42.920]  所以同樣
[00:13:42.920 --> 00:13:44.920]  我們追求聖潔就是
[00:13:44.920 --> 00:13:46.920]  我這個人在這個世界裡
[00:13:46.920 --> 00:13:48.920]  分別出來
[00:13:48.920 --> 00:13:50.920]  專屬於神
[00:13:50.920 --> 00:13:52.920]  瑕疵和聖潔的意思都很相似
[00:13:52.920 --> 00:13:55.920]  但它更加帶有一個倫理的含義
[00:13:55.920 --> 00:13:58.920]  就是表示我們在生活裡
[00:13:58.920 --> 00:14:00.920]  沒有被罪捆綁我們
[00:14:00.920 --> 00:14:02.920]  神揀選我們
[00:14:02.920 --> 00:14:03.920]  還有愛心
[00:14:03.920 --> 00:14:07.920]  神希望我們是一個有愛心的人
[00:14:07.920 --> 00:14:11.920]  這個就是神揀選我們的目的
[00:14:11.920 --> 00:14:13.920]  可能我們都經常聽到揀選這個字
[00:14:13.920 --> 00:14:15.920]  在日常,在教會生活裡
[00:14:15.920 --> 00:14:17.920]  久不久會聽到
[00:14:17.920 --> 00:14:20.920]  通常我們會想到的是什麼呢
[00:14:20.920 --> 00:14:23.920]  我們被揀選要做一件事情
[00:14:23.920 --> 00:14:27.920]  或者我們被揀選要承擔某個崗位
[00:14:27.920 --> 00:14:29.920]  甚至更厲害的可能是一個大project
[00:14:29.920 --> 00:14:31.920]  要開一個機構
[00:14:31.920 --> 00:14:35.920]  要開一個教會之類
[00:14:35.920 --> 00:14:37.920]  通常都是做事
[00:14:37.920 --> 00:14:39.920]  doing有關
[00:14:39.920 --> 00:14:41.920]  不過呢
[00:14:41.920 --> 00:14:44.920]  這裡讓我們知道
[00:14:44.920 --> 00:14:52.920]  其實我們太容易用功能和效益的觀點
[00:14:52.920 --> 00:14:56.920]  來理解靈性和信仰的事情
[00:14:56.920 --> 00:14:58.920]  忘記了神是關心我
[00:14:58.920 --> 00:15:00.920]  這是人
[00:15:00.920 --> 00:15:02.920]  這是being
[00:15:02.920 --> 00:15:05.920]  神揀選我的目的
[00:15:05.920 --> 00:15:09.920]  首要目的不是叫我去做事
[00:15:09.920 --> 00:15:12.920]  甚至不是要我去做一些屬靈的事情
[00:15:12.920 --> 00:15:14.920]  神揀選我的目的
[00:15:14.920 --> 00:15:16.920]  是成為聖潔
[00:15:16.920 --> 00:15:18.920]  沒有瑕疵
[00:15:18.920 --> 00:15:20.920]  沒有愛心
[00:15:20.920 --> 00:15:23.920]  用一般的說法
[00:15:23.920 --> 00:15:27.920]  神是想我們成為一個脫俗
[00:15:27.920 --> 00:15:29.920]  生活完整
[00:15:29.920 --> 00:15:32.920]  關愛的人
[00:15:32.920 --> 00:15:36.920]  如果我們很努力在教會做很多事情
[00:15:36.920 --> 00:15:38.920]  但是其實很愁煩
[00:15:38.920 --> 00:15:41.920]  又或者動機不純正
[00:15:41.920 --> 00:15:44.920]  我們沒有這幾項生命的質素的時候
[00:15:44.920 --> 00:15:46.920]  你說是多麼可惜
[00:15:46.920 --> 00:15:48.920]  多麼諷刺呢
[00:15:48.920 --> 00:15:50.920]  神揀選我們
[00:15:50.920 --> 00:15:54.920]  希望我們過一個不再一樣的生活
[00:15:54.920 --> 00:15:57.920]  一個有所分別完完整整
[00:15:57.920 --> 00:16:04.920]  而不是一個破碎混亂通俗的生活
[00:16:04.920 --> 00:16:08.920]  但願我們能夠時常醒覺
[00:16:08.920 --> 00:16:11.920]  自己是被揀選的人
[00:16:11.920 --> 00:16:15.920]  並且盡力去活現一個脫俗
[00:16:15.920 --> 00:16:19.920]  完整有愛心的人生
[00:16:20.920 --> 00:16:23.920]  小時候不知道你有沒有玩過警察呢
[00:16:23.920 --> 00:16:25.920]  我經常玩的
[00:16:25.920 --> 00:16:28.920]  男孩子通常都喜歡打球
[00:16:28.920 --> 00:16:30.920]  我初中的時候很喜歡踢球
[00:16:30.920 --> 00:16:32.920]  其實我不是踢得特別好
[00:16:32.920 --> 00:16:34.920]  不過就很喜歡
[00:16:34.920 --> 00:16:36.920]  通常哪些人會做頭
[00:16:36.920 --> 00:16:39.920]  就是年紀比較大又好球的人
[00:16:39.920 --> 00:16:41.920]  都供應做頭
[00:16:41.920 --> 00:16:45.920]  通常兩個頭就會猜人
[00:16:45.920 --> 00:16:50.920]  看看選哪個同學做隊員
[00:16:50.920 --> 00:16:54.920]  我沒有試過做頭
[00:16:54.920 --> 00:16:56.920]  因為我不是特別好球
[00:16:56.920 --> 00:16:57.920]  純粹喜歡踢
[00:16:57.920 --> 00:16:59.920]  我心裏經常想
[00:16:59.920 --> 00:17:01.920]  選我吧
[00:17:01.920 --> 00:17:03.920]  兩個人猜包剪斗
[00:17:03.920 --> 00:17:04.920]  選我吧
[00:17:04.920 --> 00:17:06.920]  頭兩個都沒有選我
[00:17:06.920 --> 00:17:08.920]  希望第三次就會選我
[00:17:08.920 --> 00:17:09.920]  終於選到我了
[00:17:09.920 --> 00:17:10.920]  很開心
[00:17:10.920 --> 00:17:12.920]  如果沒有選我
[00:17:12.920 --> 00:17:16.920]  最後的那些叫什麼
[00:17:16.920 --> 00:17:21.920]  叫垃圾
[00:17:21.920 --> 00:17:24.920]  我也做過垃圾
[00:17:24.920 --> 00:17:25.920]  真的很不開心
[00:17:25.920 --> 00:17:27.920]  很失落
[00:17:27.920 --> 00:17:29.920]  但如果被選中
[00:17:29.920 --> 00:17:30.920]  很開心
[00:17:30.920 --> 00:17:32.920]  到落場的時候
[00:17:32.920 --> 00:17:34.920]  我會盡力去踢
[00:17:34.920 --> 00:17:36.920]  踢好場球
[00:17:36.920 --> 00:17:38.920]  希望不會令選我的人
[00:17:38.920 --> 00:17:40.920]  那個頭失望
[00:17:40.920 --> 00:17:43.920]  希望為我的球隊帶來勝利
[00:17:43.920 --> 00:17:47.920]  所以這個就是被揀選的人
[00:17:47.920 --> 00:17:49.920]  那種心情
[00:17:49.920 --> 00:17:51.920]  弟子們
[00:17:51.920 --> 00:17:53.920]  你記住
[00:17:53.920 --> 00:17:55.920]  神已經揀選了你
[00:17:55.920 --> 00:17:57.920]  是很開心的事
[00:17:57.920 --> 00:17:59.920]  是很感恩的事
[00:17:59.920 --> 00:18:02.920]  讓我們盡力去活現一個
[00:18:02.920 --> 00:18:05.920]  被揀選的人生
[00:18:05.920 --> 00:18:07.920]  勝為勝竭
[00:18:07.920 --> 00:18:08.920]  沒有瑕疵
[00:18:08.920 --> 00:18:10.920]  沒有愛心
[00:18:10.920 --> 00:18:13.920]  第五節進一步再說
[00:18:13.920 --> 00:18:16.920]  揀選是一個意志的決定
[00:18:16.920 --> 00:18:20.920]  是他預定我們成為上帝的兒女
[00:18:20.920 --> 00:18:22.920]  我們成為上帝的兒女
[00:18:22.920 --> 00:18:24.920]  原來不是與生俱來
[00:18:24.920 --> 00:18:26.920]  而是上帝收納我們
[00:18:26.920 --> 00:18:30.920]  使我們得到兒子的名分
[00:18:30.920 --> 00:18:32.920]  第五節下
[00:18:32.920 --> 00:18:36.920]  是預定我們得到兒子的名分
[00:18:36.920 --> 00:18:38.920]  兒子的名分這個字
[00:18:38.920 --> 00:18:40.920]  其實是一個法律的行動
[00:18:40.920 --> 00:18:42.920]  是指一個人
[00:18:42.920 --> 00:18:45.920]  他將一個本來不是他的兒子
[00:18:45.920 --> 00:18:48.920]  就將他立為他的至子
[00:18:48.920 --> 00:18:50.920]  即是領養
[00:18:50.920 --> 00:18:52.920]  領養回來
[00:18:52.920 --> 00:18:55.920]  是一個合法的繼承者
[00:18:55.920 --> 00:18:57.920]  在當時希臘羅馬社會
[00:18:57.920 --> 00:19:00.920]  養子的權利和地位
[00:19:00.920 --> 00:19:02.920]  在新的家庭裏
[00:19:02.920 --> 00:19:05.920]  與養父親生子女是一樣
[00:19:05.920 --> 00:19:07.920]  不會說低級一點
[00:19:07.920 --> 00:19:08.920]  吃飯少一點
[00:19:08.920 --> 00:19:10.920]  坐在一邊吃
[00:19:10.920 --> 00:19:12.920]  不是這樣的
[00:19:12.920 --> 00:19:13.920]  很有趣的
[00:19:13.920 --> 00:19:15.920]  原來在中國歷史裏
[00:19:15.920 --> 00:19:17.920]  有二十個皇帝
[00:19:17.920 --> 00:19:19.920]  他本來是養子
[00:19:19.920 --> 00:19:20.920]  可能你沒有想過
[00:19:20.920 --> 00:19:23.920]  有沒有人喜歡《三國演義》?
[00:19:23.920 --> 00:19:24.920]  有吧
[00:19:24.920 --> 00:19:25.920]  你知不知道《三國演義》
[00:19:25.920 --> 00:19:29.920]  都有一個養子做皇帝
