
[00:00:00.000 --> 00:00:06.000]  我們讀書的時候,書和理科就會很頭痛
[00:10:57.000 --> 00:11:02.000]  第四個一,就是一主
[00:11:02.000 --> 00:11:06.000]  在哥倫多前書八章五至六節
[00:11:06.000 --> 00:11:14.000]  說:須有稱為神的,或在天或在地,就如許多的神,許多的主
[00:11:14.000 --> 00:11:19.000]  然而我們只有一位神,並有一位主,就是耶穌基督
[00:11:19.000 --> 00:11:25.000]  萬物都是借著他有的,我們也是借他有的
[00:11:25.000 --> 00:11:28.000]  我們只是有同一位主
[00:11:28.000 --> 00:11:37.000]  不論是猶太人,希臘人,不同的種族,黑人或白人,有錢人或窮人,大人物或小人物
[00:11:37.000 --> 00:11:42.000]  我們都是尊同一位主,耶穌基督
[00:11:42.000 --> 00:11:44.000]  第五個一,就是一信
[00:11:44.000 --> 00:11:50.000]  這是基督徒的信仰,就是從前一次交付聖徒的
[00:11:50.000 --> 00:11:59.000]  並且在新約聖經里留給我們的真道,就是神的話,聖經,我們的信仰,是同一信仰
[00:11:59.000 --> 00:12:02.000]  接著就是一洗
[00:12:02.000 --> 00:12:07.000]  基督徒有一個共同的經歷
[00:12:07.000 --> 00:12:13.000]  就是透過洗禮,基督徒歸入教會,成為一體
[00:12:13.000 --> 00:12:16.000]  每個人都是受洗歸入基督
[00:12:16.000 --> 00:12:19.000]  在哥倫多前書十二章十三節說到
[00:12:19.000 --> 00:12:27.000]  我們都是從一位聖靈受洗,成了一體,養育一位聖靈
[00:12:27.000 --> 00:12:32.000]  所以洗禮是合一的聖禮
[00:12:32.000 --> 00:12:37.000]  第七個一,就是有同一位神
[00:12:37.000 --> 00:12:42.000]  每一位神的兒女都承認是有一位神
[00:12:42.000 --> 00:12:46.000]  就是所有蒙救贖的人的父
[00:12:46.000 --> 00:12:51.000]  這位父神是怎樣的呢?
[00:12:51.000 --> 00:12:58.000]  聖經說,他是超越萬有之上,英文是above all
[00:12:58.000 --> 00:13:03.000]  他是宇宙的至上至高的統治者
[00:13:03.000 --> 00:13:08.000]  另外,他是貫通萬有through all
[00:13:08.000 --> 00:13:14.000]  他貫服眾人之中作主,亦都借一切的事去成就他的旨意
[00:13:14.000 --> 00:13:18.000]  他更加是在萬有之中in all
[00:13:18.000 --> 00:13:26.000]  他住在所有信徒的裡面,同時在不同的地方與他們同在
[00:13:26.000 --> 00:13:35.000]  第七至八節說到,我們每一個人的蒙恩都是照著耶穌基督所量給每一個人的恩賜
[00:13:35.000 --> 00:13:40.000]  基督所量給每一個人的恩賜是升天的主
[00:13:40.000 --> 00:13:48.000]  在肉身的時候,應許他回到父面前後,就會豐豐富富的賜下
[00:13:48.000 --> 00:13:54.000]  第八節,保羅引用詩篇68篇18節
[00:13:54.000 --> 00:13:58.000]  這段經文可以用來形容主得性升天
[00:13:58.000 --> 00:14:03.000]  然後將屬靈的恩賜賜給教會
[00:14:03.000 --> 00:14:10.000]  我們要知道賜恩給教會的主,就是道成肉身,死而復活
[00:14:10.000 --> 00:14:18.000]  得性滿有權柄的耶穌基督,而我們是有著同一位主,耶穌基督
[00:14:18.000 --> 00:14:33.000]  很感恩,在主裡面的合一,令我想起早前在我們團繼剛剛畢業的新人組
[00:14:33.000 --> 00:14:41.000]  當我們團繼新人組完成的時候,有五十多位弟兄姊妹
[00:14:41.000 --> 00:14:49.000]  我們懷著感恩的心,一起出席了新人組的感恩晚宴
[00:14:49.000 --> 00:14:54.000]  在酒樓開了四圍大桌,一起分享神的恩典
[00:14:54.000 --> 00:15:03.000]  雖然當中有些年資很久的舊組員,也有不同背景的新組員
[00:15:03.000 --> 00:15:11.000]  但在新人組當中,弟兄們都建立了非常深厚的情誼
[00:15:11.000 --> 00:15:19.000]  其中一位新人組的弟兄表示,為什麼會投入新人組呢?
[00:15:19.000 --> 00:15:35.000]  因為大家在主里不分彼此,各人都不會突出自己的背景、專業、成就和住在什麼地方
[00:15:35.000 --> 00:15:43.000]  經常聽到人們說我們教會的弟兄姊妹是惡虎藏龍
[00:15:43.000 --> 00:15:51.000]  其實我當時還沒有認識所有的團友,但慢慢地認識了
[00:15:51.000 --> 00:16:02.000]  他們當中有醫生,醫學權威,大學講師,商家,退休高官,甚至是科學家
[00:16:02.000 --> 00:16:06.000]  我相信大家在團繼當中都有這些弟兄姊妹
[00:16:06.000 --> 00:16:13.000]  但也有些弟兄姊妹被認為在社會上比較基層
[00:16:13.000 --> 00:16:21.000]  但我們也不會因為這個差異而難了我們在主里的商家和團契
[00:16:21.000 --> 00:16:25.000]  因為我們在主里是合而為一的
[00:16:25.000 --> 00:16:30.000]  除了合而為一之外,我們要怎麼對辦呢?
[00:16:30.000 --> 00:16:35.000]  第二,就是各盡其職
[00:16:35.000 --> 00:16:40.000]  在第九至十節,特別解釋了第八節
[00:16:40.000 --> 00:16:42.000]  是指基督而講的
[00:16:42.000 --> 00:16:48.000]  這兩節的聖經讓我們聯想到基督的道成肉身和死而復活
[00:16:48.000 --> 00:16:51.000]  第十節說到
[00:16:51.000 --> 00:17:00.000]  「那降下的就是高昇遠超越諸天之上的,為要充滿萬有」
[00:17:00.000 --> 00:17:05.000]  在經文里,基督得勝高昇諸天之上
[00:17:05.000 --> 00:17:08.000]  在原文文化上強調的目的是什麼呢?
[00:17:08.000 --> 00:17:11.000]  是要充滿萬有
[00:17:11.000 --> 00:17:14.000]  而要充滿萬有的意思是
[00:17:14.000 --> 00:17:17.000]  基督要貫徹宇宙萬有
[00:17:17.000 --> 00:17:19.000]  基督在得勝升天之後
[00:17:19.000 --> 00:17:21.000]  就將恩賜賜下來
[00:17:21.000 --> 00:17:24.000]  為了要建立他的身體
[00:17:24.000 --> 00:17:26.000]  而教會就是他的身體和見證
[00:17:26.000 --> 00:17:29.000]  是充滿萬有者所充滿的
[00:17:29.000 --> 00:17:33.000]  所以建立身體和充滿萬有是有關係的
[00:17:33.000 --> 00:17:37.000]  而他賜的恩賜就是為了要建立教會
[00:17:37.000 --> 00:17:38.000]  作他的見證
[00:17:38.000 --> 00:17:42.000]  為了達到充滿萬有的目的
[00:17:42.000 --> 00:17:46.000]  神賜給教會什麼恩賜呢?
[00:17:46.000 --> 00:17:51.000]  恩賜原文大家會知道是禮物的意思
[00:17:51.000 --> 00:17:55.000]  神賜給教會什麼禮物呢?
[00:17:55.000 --> 00:17:57.000]  大家再讀出來吧
[00:17:57.000 --> 00:17:58.000]  第十一節
[00:17:58.000 --> 00:18:02.000]  他所賜的有使徒有先知
[00:18:02.000 --> 00:18:06.000]  有傳福音的有牧師和教師
[00:18:06.000 --> 00:18:09.000]  聖經學者馮欽昆認為
[00:18:09.000 --> 00:18:14.000]  恩賜並不是主給人的能力
[00:18:14.000 --> 00:18:16.000]  不是說到能力
[00:18:16.000 --> 00:18:18.000]  而是知道什麼呢?
[00:18:18.000 --> 00:18:21.000]  是知道這些人本身
[00:18:21.000 --> 00:18:24.000]  這些人本身就是主的恩賜
[00:18:24.000 --> 00:18:30.000]  所以教會是不是有很多主給我們的禮物呢?
[00:18:30.000 --> 00:18:33.000]  我們有很多牧者和侍奉人員
[00:18:33.000 --> 00:18:36.000]  看到神給了很多禮物嗎?
[00:18:36.000 --> 00:18:39.000]  我們可否給些掌聲給神呢?
[00:18:39.000 --> 00:18:44.000]  感謝主因為他將禮物賜給我們
[00:18:44.000 --> 00:18:50.000]  這些就是人、牧者、彼此配搭的侍奉弟兄姊妹
[00:18:50.000 --> 00:18:53.000]  使徒是什麼人呢?
[00:18:53.000 --> 00:18:56.000]  就是直接蒙召差遣
[00:18:56.000 --> 00:19:00.000]  去到全道和建立教會的人
[00:19:00.000 --> 00:19:03.000]  他們曾經見過耶穌基督的復活
[00:19:03.000 --> 00:19:08.000]  也有能力行神跡證明他所說的信息
[00:19:08.000 --> 00:19:11.000]  他們和新約的先知一樣
[00:19:11.000 --> 00:19:15.000]  基本上職責是關乎建立教會的根基
[00:19:15.000 --> 00:19:21.000]  這段經文提到的使徒是指基督直接差遣的使徒
[00:19:21.000 --> 00:19:23.000]  另外就是先知
[00:19:23.000 --> 00:19:25.000]  先知是什麼人呢?
[00:19:25.000 --> 00:19:29.000]  先知不是先知先覺或是講語言
[00:19:29.000 --> 00:19:33.000]  先知的基本意思就是神的發言人或代言人
[00:19:33.000 --> 00:19:37.000]  他們從主那裡得到啓示再傳給教會
[00:19:37.000 --> 00:19:41.000]  他們是靠著聖靈所說的神的道
[00:19:41.000 --> 00:19:43.000]  從基本的意義來說
[00:19:43.000 --> 00:19:46.000]  今天我們不再有使徒和先知
[00:19:46.000 --> 00:19:50.000]  他們的職事是隨著教會根基的建立
[00:19:50.000 --> 00:19:53.000]  新約的書卷完成而告一段落
[00:19:53.000 --> 00:19:55.000]  這是基本上的意義
[00:19:55.000 --> 00:19:58.000]  接著就是傳福音
[00:19:58.000 --> 00:20:01.000]  就是傳講基督救恩的人
[00:20:01.000 --> 00:20:04.000]  他們被神裝備將失宋的人奪回
[00:20:04.000 --> 00:20:07.000]  歸給基督
[00:20:07.000 --> 00:20:10.000]  他們能夠留心人的心
[00:20:10.000 --> 00:20:12.000]  回答反對者的問題
[00:20:12.000 --> 00:20:15.000]  勉勵人歸向耶穌基督
[00:20:15.000 --> 00:20:18.000]  就像我們教會當中的三福手足
[00:20:18.000 --> 00:20:21.000]  就會幫助悔改的人
[00:20:21.000 --> 00:20:25.000]  從神那裡得到確認
[00:20:25.000 --> 00:20:30.000]  接著有牧者和教師
[00:20:30.000 --> 00:20:34.000]  牧者和教師原文合用了一個副詞
[00:20:34.000 --> 00:20:40.000]  即是表示一個職份兼具備牧養和教導兩種功能
[00:20:40.000 --> 00:20:44.000]  牧者是偏重對信徒靈性的慰養和照顧
[00:20:44.000 --> 00:20:49.000]  教師是偏重對真理的造就和實踐
[00:20:49.000 --> 00:20:52.000]  教師是那些得著神的能力
[00:20:52.000 --> 00:20:54.000]  去解釋聖經
[00:20:54.000 --> 00:20:58.000]  去幫助信徒實踐聖經行道的人
[00:20:58.000 --> 00:21:03.000]  今天和大家分享這一段經文
[00:21:03.000 --> 00:21:07.000]  不是一段安慰的經文
[00:21:07.000 --> 00:21:15.000]  但我也很想在大埔黃福苑的事件當中
[00:21:15.000 --> 00:21:18.000]  帶給大家安慰
[00:21:18.000 --> 00:21:20.000]  在這段經文裡面看到
[00:21:20.000 --> 00:21:23.000]  其實我慢慢看到
[00:21:23.000 --> 00:21:25.000]  除了這裡所說
[00:21:25.000 --> 00:21:30.000]  他所賜的有使徒有先知有傳福音的有牧師和教師
[00:21:30.000 --> 00:21:32.000]  這些是神給我們的禮物
[00:21:32.000 --> 00:21:34.000]  但我也看到
[00:21:34.000 --> 00:21:38.000]  除了耶穌賜給我們的禮物之外
[00:21:38.000 --> 00:21:40.000]  他還賜給我們一個最大的禮物
[00:21:40.000 --> 00:21:44.000]  就是他自己
[00:21:44.000 --> 00:21:48.000]  耶穌是他賜給我們最大的禮物
[00:21:48.000 --> 00:21:51.000]  所以這裡雖然沒有說
[00:21:51.000 --> 00:21:53.000]  但聖經裡面說到
[00:21:53.000 --> 00:21:59.000]  耶穌賜給我們最大的禮物
[00:21:59.000 --> 00:22:02.000]  在黃福苑的火災當中
[00:22:02.000 --> 00:22:06.000]  我們感同身受
[00:22:06.000 --> 00:22:10.000]  也為死傷者難過
[00:22:10.000 --> 00:22:17.000]  我特別欣賞和佩服消防員
[00:22:17.000 --> 00:22:21.000]  他們很忠心走進火場救人
[00:22:21.000 --> 00:22:25.000]  甚至有消防員殉職
[00:22:25.000 --> 00:22:28.000]  他們很辛苦
[00:22:28.000 --> 00:22:30.000]  在高溫的環境
[00:22:30.000 --> 00:22:34.000]  進入人間煉肉的狀況
[00:22:34.000 --> 00:22:35.000]  去搜索
[00:22:35.000 --> 00:22:38.000]  或者搜索出來的是什麼呢
[00:22:38.000 --> 00:22:40.000]  他看到的是什麼呢
[00:22:40.000 --> 00:22:41.000]  他聞到的是什麼呢
[00:22:41.000 --> 00:22:43.000]  大家當然不知道
[00:22:43.000 --> 00:22:47.000]  但你可以想象得到
[00:22:47.000 --> 00:22:49.000]  一般人會怎麼做呢
[00:22:49.000 --> 00:22:54.000]  是會由一個安全的地方
[00:22:54.000 --> 00:22:58.000]  走去一個危險的地方
[00:22:58.000 --> 00:23:01.000]  但是消防員是怎麼樣呢
[00:23:01.000 --> 00:23:04.000]  由一個安全的地方
[00:23:04.000 --> 00:23:07.000]  走去一個危險的地方
[00:23:07.000 --> 00:23:12.000]  其實還有一個人
[00:23:12.000 --> 00:23:14.000]  他好像消防員
[00:23:14.000 --> 00:23:16.000]  他也和一般人不同
[00:23:16.000 --> 00:23:18.000]  不是由危險的地方走去安全的地方
[00:23:18.000 --> 00:23:21.000]  而是從安全的地方走去危險的地方
[00:23:21.000 --> 00:23:25.000]  他是誰呢
[00:23:25.000 --> 00:23:27.000]  大家很厲害
[00:23:27.000 --> 00:23:29.000]  他就是耶穌基督
[00:23:29.000 --> 00:23:34.000]  耶穌基督是天上的榮華
[00:23:34.000 --> 00:23:37.000]  他卻是道成肉身來到這個世上
[00:23:37.000 --> 00:23:40.000]  周星馳有部電影說
[00:23:40.000 --> 00:23:43.000]  地球是很危險的
[00:23:43.000 --> 00:23:46.000]  要回到火星
[00:23:46.000 --> 00:23:49.000]  地球真的很多多災多難
[00:23:49.000 --> 00:23:52.000]  但耶穌就好像消防員
[00:23:52.000 --> 00:23:58.000]  由一個安全的地方走去危險的地方
[00:23:58.000 --> 00:24:04.000]  我還看到耶穌基督和消防員有一個相似的地方
[00:24:04.000 --> 00:24:07.000]  除了他由安全走去危險的地方
[00:24:07.000 --> 00:24:11.000]  他就是會救人出火海
[00:24:11.000 --> 00:24:15.000]  每一個罪人面對罪的結果
[00:24:15.000 --> 00:24:17.000]  就是要受到審判
[00:24:17.000 --> 00:24:18.000]  地獄之火
[00:24:18.000 --> 00:24:21.000]  但耶穌寫起了自己的生命
[00:24:21.000 --> 00:24:26.000]  將人從地獄之火的永火中救出一條生路
[00:24:26.000 --> 00:24:29.000]  而且不是一時之間的救了
[00:24:29.000 --> 00:24:34.000]  而是永遠的生命
[00:24:34.000 --> 00:24:37.000]  透過耶穌基督我們看到
[00:24:37.000 --> 00:24:41.000]  他經歷過人世間的所有痛苦憂患
[00:24:41.000 --> 00:24:43.000]  被人出賣被人嘲笑
[00:24:43.000 --> 00:24:48.000]  在赤字架上受的那種邊疆痛苦
[00:24:48.000 --> 00:24:52.000]  他深深明白我們所受的苦
[00:24:52.000 --> 00:24:56.000]  包括在黃福苑當中的居民
[00:24:56.000 --> 00:24:58.000]  那種痛苦
[00:24:58.000 --> 00:25:00.000]  心靈肉體的痛苦
[00:25:00.000 --> 00:25:02.000]  他很明白我們的感受
[00:25:02.000 --> 00:25:06.000]  因為他親自經歷這些痛苦
[00:25:06.000 --> 00:25:09.000]  和因著愛尋找我們拯救我們
[00:25:09.000 --> 00:25:11.000]  他知道我們的心情
[00:25:11.000 --> 00:25:13.000]  我們的需要
[00:25:13.000 --> 00:25:19.000]  是配得我們去敬拜和侍奉的神
[00:25:19.000 --> 00:25:21.000]  好了,我們繼續看
[00:25:21.000 --> 00:25:25.000]  這兩張照片大家都非常熟悉
[00:25:25.000 --> 00:25:28.000]  大家進來的時候都會經過
[00:25:28.000 --> 00:25:30.000]  這張照片是恩福中心
[00:25:30.000 --> 00:25:32.000]  是我們的教會
[00:25:32.000 --> 00:25:36.000]  下一張是我們的門口
[00:25:36.000 --> 00:25:39.000]  大家都經過,很熟悉
[00:25:39.000 --> 00:25:42.000]  上面寫了什麼字呢?
[00:25:42.000 --> 00:25:45.000]  大家能否看到?
[00:25:45.000 --> 00:25:47.000]  應該都能看到吧?
[00:25:47.000 --> 00:25:49.000]  我們一起讀出來吧
[00:25:49.000 --> 00:25:53.000]  承傳聖徒,國盡奇跡
[00:25:53.000 --> 00:25:57.000]  立足香港,胸懷普世
[00:25:57.000 --> 00:26:01.000]  好,其實這個承傳聖徒國盡奇跡
[00:26:01.000 --> 00:26:04.000]  都是出自這一段經文
[00:26:04.000 --> 00:26:07.000]  很有意思,在恩福堂的支柱上
[00:26:07.000 --> 00:26:14.000]  代表這一句聖經都成為恩福堂的支柱
[00:26:14.000 --> 00:26:19.000]  而且是確保恩福堂是一間對版的教會
[00:26:19.000 --> 00:26:24.000]  在第十二節說到
[00:26:24.000 --> 00:26:27.000]  為要裝備聖徒作侍奉的工作
[00:26:27.000 --> 00:26:29.000]  建立基督的身體
[00:26:29.000 --> 00:26:34.000]  和合本,亦叫國盡奇跡
[00:26:34.000 --> 00:26:37.000]  在原文這句意思
[00:26:37.000 --> 00:26:40.000]  強調侍奉和工作
[00:26:40.000 --> 00:26:42.000]  但如果聯繫上一節
[00:26:42.000 --> 00:26:44.000]  即是十一節提到的
[00:26:44.000 --> 00:26:49.000]  他所賜的,有使徒,有先知,有傳福音的,有牧師,有教師
[00:26:49.000 --> 00:26:55.000]  國盡奇跡指每位信徒都投入在侍奉神的工作中
[00:26:55.000 --> 00:26:58.000]  神賜下的恩賜目的
[00:26:58.000 --> 00:27:02.000]  就是裝備聖徒從事聖公建立基督的身體
[00:27:02.000 --> 00:27:03.000]  即是教會
[00:27:03.000 --> 00:27:07.000]  直到大家對神的兒子有一致的信仰
[00:27:07.000 --> 00:27:09.000]  和認識長大成人
[00:27:09.000 --> 00:27:11.000]  滿有基督長成的新娘
[00:27:11.000 --> 00:27:14.000]  這樣,信徒就不再作小孩子
[00:27:14.000 --> 00:27:18.000]  陷入人的詭計和各種異端的動搖
[00:27:18.000 --> 00:27:22.000]  經文說到我們要有侍奉的行動
[00:27:22.000 --> 00:27:25.000]  有侍奉的工作,去建立基督的身體
[00:27:25.000 --> 00:27:29.000]  早前在會友大會當中
[00:27:29.000 --> 00:27:32.000]  黎牧師鼓勵我們要怎樣
[00:27:32.000 --> 00:27:34.000]  我看到很多第一節節目都記得
[00:27:34.000 --> 00:27:39.000]  一人一侍奉
[00:27:39.000 --> 00:27:45.000]  還有就是一領一侍奉
[00:27:45.000 --> 00:27:48.000]  那我們有沒有一人一侍奉,一領一侍奉呢?
[00:27:48.000 --> 00:27:51.000]  第十三節說到
[00:27:51.000 --> 00:27:55.000]  同歸於一是以弗所書多次強調的主題
[00:27:55.000 --> 00:28:00.000]  神的救贖席著基督使得猶太人和外邦人
[00:28:00.000 --> 00:28:02.000]  廢掉冤仇成為了一個新的人
[00:28:02.000 --> 00:28:05.000]  所以信徒在生活上也追求合一
[00:28:05.000 --> 00:28:09.000]  在文法上,以弗所書四章十三節
[00:28:09.000 --> 00:28:13.000]  同歸於一的片語
[00:28:13.000 --> 00:28:16.000]  連在其他兩個片語當中
[00:28:16.000 --> 00:28:21.000]  在信仰上和認識神的兒子上
[00:28:21.000 --> 00:28:25.000]  這兩個片語就界定了同歸於一所指的範圍
[00:28:25.000 --> 00:28:27.000]  簡單來說
[00:28:27.000 --> 00:28:30.000]  使徒先知牧者和教師
