
[00:00:00.000 --> 00:00:05.000]  今日講到的經文是提摩太后書四章
[00:04:33.000 --> 00:04:37.000]  不單對提摩太 對我們也是
[00:04:37.000 --> 00:04:42.000]  求祢讓我們在今天 聽得盡祢的話
[00:04:42.000 --> 00:04:44.000]  我們誠心的祈禱
[00:04:44.000 --> 00:04:49.000]  是奉主耶穌基督的明智祈求 阿門
[00:04:49.000 --> 00:04:53.000]  我想問問大家是否喜歡iPhone
[00:04:53.000 --> 00:04:57.000]  我這樣問不是要推銷電話
[00:04:57.000 --> 00:05:01.000]  而是發現很多人都是電話的發燒友
[00:05:01.000 --> 00:05:05.000]  去年在台灣有一個碩士生
[00:05:05.000 --> 00:05:08.000]  居然用了九天的時間排隊
[00:05:08.000 --> 00:05:11.000]  就是要來買iPhone 13
[00:05:11.000 --> 00:05:16.000]  原來有人為了電話可以去到這麼盡
[00:05:16.000 --> 00:05:21.000]  不知道我們又可不可以為主的緣故去到盡呢?
[00:05:21.000 --> 00:05:27.000]  很想和大家一起看看剛才所讀出的經文
[00:05:27.000 --> 00:05:30.000]  在提摩太後書第四章第一節
[00:05:30.000 --> 00:05:35.000]  保羅在臨終之前很鄭重地去叮囑提摩太
[00:05:35.000 --> 00:05:37.000]  怎樣鄭重呢?
[00:05:37.000 --> 00:05:40.000]  就是在兩個見證人的面前
[00:05:40.000 --> 00:05:44.000]  就是在神和耶穌基督的面前叮囑他
[00:05:44.000 --> 00:05:46.000]  而且保羅還要強調
[00:05:46.000 --> 00:05:50.000]  耶穌基督就是將來要審判活人和死人
[00:05:50.000 --> 00:05:55.000]  而且他會顯現還會擁有他的國度
[00:05:55.000 --> 00:05:58.000]  我們都知道耶穌基督第一次來的時候
[00:05:58.000 --> 00:06:02.000]  是以一個很軟弱的鷹鞋來降生
[00:06:02.000 --> 00:06:05.000]  但當他再來的時候就完全不同了
[00:06:05.000 --> 00:06:08.000]  他會以一個君王的姿態來出現
[00:06:08.000 --> 00:06:14.000]  而且會審判當時活著和離世的每一個人
[00:06:14.000 --> 00:06:18.000]  所以就會包括你和我在內
[00:06:18.000 --> 00:06:23.000]  不知道我們打算怎樣去召見我們的主呢?
[00:06:23.000 --> 00:06:25.000]  保羅很鄭重
[00:06:25.000 --> 00:06:28.000]  究竟他要祝福甚麼呢?
[00:06:28.000 --> 00:06:31.000]  就是無要全道
[00:06:31.000 --> 00:06:33.000]  道是指神的道
[00:06:33.000 --> 00:06:35.000]  真理的道
[00:06:35.000 --> 00:06:37.000]  在四福音我們發現
[00:06:37.000 --> 00:06:40.000]  無論是施洗約翰或是耶穌
[00:06:40.000 --> 00:06:42.000]  或是耶穌吩咐他的門徒
[00:06:42.000 --> 00:06:46.000]  所要宣講的就是天國的道
[00:06:46.000 --> 00:06:48.000]  天國的福音
[00:06:48.000 --> 00:06:52.000]  天國近了你們要悔改
[00:06:52.000 --> 00:06:53.000]  而在保羅宣信
[00:06:53.000 --> 00:06:57.000]  保羅同樣強調要宣講的就是天國的福音
[00:06:57.000 --> 00:07:00.000]  要宣揚耶穌基督是神的兒子
[00:07:00.000 --> 00:07:03.000]  他為我們的罪叮囑在十字架上
[00:07:03.000 --> 00:07:05.000]  而且從死人當中復活
[00:07:05.000 --> 00:07:07.000]  是我們的救主
[00:07:07.000 --> 00:07:09.000]  也是我們生命的主
[00:07:09.000 --> 00:07:11.000]  換言之無要全道
[00:07:11.000 --> 00:07:15.000]  就是要傳揚耶穌基督的身份和他的工作
[00:07:15.000 --> 00:07:20.000]  而且罪人可以因著悔改而得到這個救贖
[00:07:20.000 --> 00:07:23.000]  可以從黑暗歸向光明
[00:07:23.000 --> 00:07:27.000]  可以從撒旦的權下歸入神的國度當中
[00:07:27.000 --> 00:07:30.000]  真是一個大好的消息
[00:07:30.000 --> 00:07:32.000]  今天我相信在座的大部分人
[00:07:32.000 --> 00:07:35.000]  都已經得著這個救恩
[00:07:35.000 --> 00:07:37.000]  但是仍然有很多人
[00:07:37.000 --> 00:07:40.000]  是向這個救恩的門外
[00:07:40.000 --> 00:07:42.000]  保羅臨終的時候
[00:07:42.000 --> 00:07:44.000]  很鄭重地叮囑提摩太
[00:07:44.000 --> 00:07:46.000]  無要全道
[00:07:46.000 --> 00:07:48.000]  但他沒有停在這裡
[00:07:48.000 --> 00:07:52.000]  因為他期望提摩太為了福音的緣故
[00:07:52.000 --> 00:07:54.000]  為了主恩的緣故去到盡
[00:07:54.000 --> 00:07:57.000]  實際是要怎樣去做呢
[00:07:57.000 --> 00:07:59.000]  第二節告訴我們
[00:07:59.000 --> 00:08:01.000]  無論時機是否適合
[00:08:01.000 --> 00:08:04.000]  都要常作準備
[00:08:04.000 --> 00:08:07.000]  常作準備就是要準備好
[00:08:07.000 --> 00:08:09.000]  隨時都可以出動
[00:08:09.000 --> 00:08:11.000]  那究竟要準備些什麼呢
[00:08:11.000 --> 00:08:13.000]  有三方面
[00:08:13.000 --> 00:08:15.000]  第一方面就是要責備人
[00:08:15.000 --> 00:08:18.000]  這個意思不是叫我們到處去罵人
[00:08:18.000 --> 00:08:21.000]  原文的意思是說到要去說服
[00:08:21.000 --> 00:08:24.000]  就是指到要拿出這些論證
[00:08:24.000 --> 00:08:25.000]  這些證據
[00:08:25.000 --> 00:08:27.000]  讓對方知道自己錯了
[00:08:27.000 --> 00:08:30.000]  來去說服真相
[00:08:30.000 --> 00:08:31.000]  換言之如果有人
[00:08:31.000 --> 00:08:34.000]  今天質疑耶穌是一個虛構的人物
[00:08:34.000 --> 00:08:36.000]  你就要告訴他
[00:08:36.000 --> 00:08:38.000]  不單是聖經
[00:08:38.000 --> 00:08:40.000]  就算是很多非基督教的資料
[00:08:40.000 --> 00:08:45.000]  都證實了耶穌基督的確是一個歷史人物
[00:08:45.000 --> 00:08:48.000]  就好像猶太學者約瑟夫
[00:08:48.000 --> 00:08:50.000]  在《猶太古事》這本書裡
[00:08:50.000 --> 00:08:52.000]  很清楚地記載
[00:08:52.000 --> 00:08:55.000]  那時候猶大地出現了一位
[00:08:55.000 --> 00:08:57.000]  叫做耶穌的智者
[00:08:57.000 --> 00:08:58.000]  而這些資料
[00:08:58.000 --> 00:09:00.000]  其實我們是很容易
[00:09:00.000 --> 00:09:02.000]  在一些護教書
[00:09:02.000 --> 00:09:04.000]  譬如鐵證台判等等當中
[00:09:04.000 --> 00:09:05.000]  來找得到
[00:09:05.000 --> 00:09:07.000]  不過如果我們要
[00:09:07.000 --> 00:09:08.000]  拿出足夠的證據
[00:09:08.000 --> 00:09:11.000]  特別是和那些很理性的
[00:09:11.000 --> 00:09:13.000]  未信的朋友來對話的話
[00:09:13.000 --> 00:09:15.000]  那我們必須事前
[00:09:15.000 --> 00:09:17.000]  要做足功夫
[00:09:17.000 --> 00:09:20.000]  好好地來裝備自己
[00:09:20.000 --> 00:09:21.000]  除了責備人
[00:09:21.000 --> 00:09:23.000]  就是警戒人
[00:09:23.000 --> 00:09:25.000]  警戒人是要將對方的錯處
[00:09:25.000 --> 00:09:27.000]  來指出來
[00:09:27.000 --> 00:09:28.000]  不要隱瞞
[00:09:28.000 --> 00:09:30.000]  這樣做不是要羞辱他
[00:09:30.000 --> 00:09:33.000]  而是要讓他知罪悔改
[00:09:33.000 --> 00:09:35.000]  所以如果某個人
[00:09:35.000 --> 00:09:37.000]  有分外情
[00:09:37.000 --> 00:09:39.000]  又或者一腳踏兩船
[00:09:39.000 --> 00:09:42.000]  又或者到處問人借錢而不還
[00:09:42.000 --> 00:09:45.000]  又或者在這裡到處說人是非
[00:09:45.000 --> 00:09:46.000]  散佈謠言
[00:09:46.000 --> 00:09:48.000]  製造紛爭的話
[00:09:48.000 --> 00:09:51.000]  那我們就要勇敢地面對
[00:09:51.000 --> 00:09:53.000]  指出對方的問題
[00:09:53.000 --> 00:09:55.000]  千萬不要姑息
[00:09:55.000 --> 00:09:57.000]  除了責備人
[00:09:57.000 --> 00:09:59.000]  警戒人就是勸勉人
[00:09:59.000 --> 00:10:01.000]  勸勉人就是說到
[00:10:01.000 --> 00:10:04.000]  在他身邊和他聊天
[00:10:04.000 --> 00:10:06.000]  其實傳道最終的目的是什麼?
[00:10:06.000 --> 00:10:09.000]  就是要改變人的心
[00:10:09.000 --> 00:10:11.000]  所以要勸勉那些對聖經
[00:10:11.000 --> 00:10:15.000]  還沒有正面去回應的人
[00:10:15.000 --> 00:10:18.000]  我們先要了解他們的問題所在
[00:10:18.000 --> 00:10:21.000]  然後想辦法去幫助他們
[00:10:21.000 --> 00:10:25.000]  不過由於不是一定即時得到很好的反應
[00:10:25.000 --> 00:10:29.000]  而且不同的人有不同的需要
[00:10:29.000 --> 00:10:30.000]  所以保羅提醒我們
[00:10:30.000 --> 00:10:35.000]  要以多方的忍耐和教訓去傳揚福音
[00:10:35.000 --> 00:10:38.000]  保羅說要常作準備
[00:10:38.000 --> 00:10:41.000]  那我們有沒有?
[00:10:41.000 --> 00:10:43.000]  我經常聽到不少人說
[00:10:43.000 --> 00:10:46.000]  傳福音其實是很難的
[00:10:46.000 --> 00:10:49.000]  其實會不會是因為我們沒有好好在事前
[00:10:49.000 --> 00:10:52.000]  作出準備呢?
[00:10:52.000 --> 00:10:54.000]  我在這裡很想問問大家
[00:10:54.000 --> 00:10:57.000]  大家相不相信可以在兩秒
[00:10:57.000 --> 00:10:59.000]  記住在兩秒
[00:10:59.000 --> 00:11:01.000]  在兩秒時間之內
[00:11:01.000 --> 00:11:05.000]  可以換到四個車輪
[00:11:05.000 --> 00:11:07.000]  相不相信?
[00:11:07.000 --> 00:11:09.000]  有突然反應
[00:11:09.000 --> 00:11:11.000]  有沒有人相信?
[00:11:11.000 --> 00:11:12.000]  都有幾個
[00:11:12.000 --> 00:11:13.000]  你們很厲害
[00:11:13.000 --> 00:11:15.000]  不知道大家覺得有沒有可能呢?
[00:11:15.000 --> 00:11:18.000]  看起來好像沒有可能
[00:11:18.000 --> 00:11:20.000]  但實際是怎樣呢?
[00:11:20.000 --> 00:11:21.000]  是可以的
[00:11:21.000 --> 00:11:24.000]  而且不用兩秒就已經可以完成
[00:11:24.000 --> 00:11:26.000]  這件這麼奇妙的事
[00:11:26.000 --> 00:11:27.000]  神奇的事
[00:11:27.000 --> 00:11:31.000]  是發生在一級方程式的賽車上
[00:11:31.000 --> 00:11:33.000]  不知道大家有沒有看
[00:11:33.000 --> 00:11:37.000]  因為車輪是很容易磨損的
[00:11:37.000 --> 00:11:41.000]  而車手在比賽途中必須要換輪胎
[00:11:41.000 --> 00:11:42.000]  所以換輪胎的時間
[00:11:42.000 --> 00:11:47.000]  往往成為賽車成敗的關鍵所在
[00:11:47.000 --> 00:11:48.000]  而每次換輪胎
[00:11:48.000 --> 00:11:52.000]  原來是要動員很多人的手
[00:11:52.000 --> 00:11:54.000]  為了增加換輪胎的速度
[00:11:54.000 --> 00:11:56.000]  換輪胎的團隊
[00:11:56.000 --> 00:11:59.000]  要不斷提升技術和默契
[00:11:59.000 --> 00:12:04.000]  而且還要在事前練習到爐火純青的地步
[00:12:04.000 --> 00:12:05.000]  大家來看一下
[00:12:05.000 --> 00:12:09.000]  就是2019年11月的紀錄
[00:12:09.000 --> 00:12:12.000]  就在巴西站這個賽事當中
[00:12:12.000 --> 00:12:13.000]  紅牛車隊
[00:12:13.000 --> 00:12:15.000]  大家看到那個時間嗎?
[00:12:15.000 --> 00:12:18.000]  竟然是以1.8秒的時間
[00:12:18.000 --> 00:12:22.000]  完成了這四條車輪的換輪胎
[00:12:22.000 --> 00:12:25.000]  再一次打破了最快的紀錄
[00:12:25.000 --> 00:12:27.000]  我不知道大家有沒有看過
[00:12:27.000 --> 00:12:29.000]  我絕對相信這句話
[00:12:29.000 --> 00:12:31.000]  觀眾都還沒看清楚
[00:12:31.000 --> 00:12:33.000]  他們已經完成了
[00:12:33.000 --> 00:12:36.000]  是呀,真的這麼神奇
[00:12:36.000 --> 00:12:38.000]  正所謂台上一分鐘
[00:12:38.000 --> 00:12:41.000]  台下是十年功
[00:12:41.000 --> 00:12:44.000]  我們絕對不會期望一個歌手不練習就上台
[00:12:44.000 --> 00:12:45.000]  好像剛才的敬拜隊
[00:12:45.000 --> 00:12:47.000]  他們都練了很多次
[00:12:47.000 --> 00:12:52.000]  也不會期望一個運動員不練習就上台比賽
[00:12:52.000 --> 00:12:55.000]  當我們來向人傳福音的時候
[00:12:55.000 --> 00:12:57.000]  我們又怎可以隨隨便便
[00:12:57.000 --> 00:13:01.000]  不準備就來講呢?
[00:13:01.000 --> 00:13:03.000]  其實昔日我帶媽媽信主的時候
[00:13:03.000 --> 00:13:06.000]  也花了不少時間和心血
[00:13:06.000 --> 00:13:09.000]  因為當時媽媽是拜偶像的
[00:13:09.000 --> 00:13:13.000]  為了讓媽媽認識哪一個才是真神
[00:13:13.000 --> 00:13:15.000]  所以當時我在家的時候
[00:13:15.000 --> 00:13:19.000]  時不時會和媽媽講耶穌生平的片段
[00:13:19.000 --> 00:13:21.000]  或者聽了弟兄姊妹的見證
[00:13:21.000 --> 00:13:24.000]  我就會回去和她講
[00:13:24.000 --> 00:13:25.000]  我見時機又差不多
[00:13:25.000 --> 00:13:29.000]  我就會約一些人上去我家探望我媽媽
[00:13:29.000 --> 00:13:31.000]  和她講福音
[00:13:31.000 --> 00:13:33.000]  後來為了要帶她回教會
[00:13:33.000 --> 00:13:38.000]  我還約了一個和媽媽背景差不多的長者
[00:13:38.000 --> 00:13:40.000]  介紹他給媽媽認識
[00:13:40.000 --> 00:13:42.000]  而且還鼓勵他和媽媽一起參加
[00:13:42.000 --> 00:13:45.000]  當時教會的長者主義學
[00:13:45.000 --> 00:13:48.000]  我很感恩媽媽最後來信主
[00:13:48.000 --> 00:13:50.000]  而且還洗禮了
[00:13:50.000 --> 00:13:51.000]  他和我說
[00:13:51.000 --> 00:13:53.000]  他說我一輩子都要跟著耶穌
[00:13:53.000 --> 00:13:54.000]  我聽到的時候
[00:13:54.000 --> 00:13:56.000]  我真的心裡很安慰
[00:13:56.000 --> 00:13:57.000]  很感動
[00:13:57.000 --> 00:13:59.000]  很感謝我的神
[00:13:59.000 --> 00:14:02.000]  當然不是每一個未信的朋友
[00:14:02.000 --> 00:14:04.000]  都像我媽媽一樣
[00:14:04.000 --> 00:14:06.000]  要有這麼多的準備
[00:14:06.000 --> 00:14:08.000]  可能有些早就預備了心靈
[00:14:08.000 --> 00:14:11.000]  很快就來接受福音
[00:14:11.000 --> 00:14:12.000]  但我也相信
[00:14:12.000 --> 00:14:16.000]  可能有些還要比我媽媽更長的時間
[00:14:16.000 --> 00:14:18.000]  更加要花更多的功夫
[00:14:18.000 --> 00:14:22.000]  來帶她認識哪一個才是真神
[00:14:22.000 --> 00:14:23.000]  弟兄姊妹我不知道
[00:14:23.000 --> 00:14:25.000]  現在在你的心裡
[00:14:25.000 --> 00:14:28.000]  有沒有想起一些未信的人
[00:14:28.000 --> 00:14:31.000]  有沒有想起哪一個未信的對象
[00:14:31.000 --> 00:14:34.000]  你知不知道他有什麼需要
[00:14:34.000 --> 00:14:35.000]  你又知不知道
[00:14:35.000 --> 00:14:39.000]  他對福音有什麼反應
[00:14:39.000 --> 00:14:40.000]  我鼓勵你
[00:14:40.000 --> 00:14:43.000]  從今天開始好好禱告
[00:14:43.000 --> 00:14:44.000]  而且預備好
[00:14:44.000 --> 00:14:47.000]  怎樣來跟他傳福音
[00:14:47.000 --> 00:14:51.000]  我希望大家一起努力
[00:14:51.000 --> 00:14:52.000]  保羅在臨終之前
[00:14:52.000 --> 00:14:54.000]  鄭重的叮囑提摩太
[00:14:54.000 --> 00:14:56.000]  無要傳道
[00:14:56.000 --> 00:14:59.000]  而且還要他常常地做好準備
[00:14:59.000 --> 00:15:02.000]  但其實要完成這個使命
[00:15:02.000 --> 00:15:03.000]  一點都不容易
[00:15:03.000 --> 00:15:05.000]  保羅知道
[00:15:05.000 --> 00:15:09.000]  因為有來自外來和內在的挑戰
[00:15:09.000 --> 00:15:12.000]  我們先來看外在的挑戰
[00:15:12.000 --> 00:15:14.000]  在第三節告訴我們
[00:15:14.000 --> 00:15:17.000]  人必容不下純正的道理
[00:15:17.000 --> 00:15:19.000]  時候快要到了
[00:15:19.000 --> 00:15:23.000]  並不是說保羅的時間沒有這些問題
[00:15:23.000 --> 00:15:25.000]  而是要提醒提摩太
[00:15:25.000 --> 00:15:27.000]  他將要面對的世界
[00:15:27.000 --> 00:15:29.000]  是一個怎樣的世界
[00:15:29.000 --> 00:15:33.000]  不要想著明天一定會更好
[00:15:33.000 --> 00:15:34.000]  純正的道理
[00:15:34.000 --> 00:15:36.000]  就是指能夠帶給教會和信徒
[00:15:36.000 --> 00:15:39.000]  健康生命的真理
[00:15:39.000 --> 00:15:40.000]  很可惜
[00:15:40.000 --> 00:15:42.000]  人的心往往容不下
[00:15:42.000 --> 00:15:44.000]  這些純正的真理
[00:15:44.000 --> 00:15:45.000]  為什麼呢
[00:15:45.000 --> 00:15:47.000]  因為人的內心已經充斥著
[00:15:47.000 --> 00:15:51.000]  很多各樣的慾望、慾念
[00:15:51.000 --> 00:15:54.000]  所以往往都不喜歡聽純正的真理
[00:15:54.000 --> 00:15:55.000]  不僅如此
[00:15:55.000 --> 00:15:58.000]  還為了自己增添了很多教師
[00:15:58.000 --> 00:16:00.000]  所謂來者不拒
[00:16:00.000 --> 00:16:03.000]  只要他們聽了覺得很有趣
[00:16:03.000 --> 00:16:06.000]  於是他們就一一接受了
[00:16:06.000 --> 00:16:08.000]  結果就像第四節所說的
[00:16:08.000 --> 00:16:11.000]  他們轉來不聽真理
[00:16:11.000 --> 00:16:14.000]  和真理越來越遠
[00:16:14.000 --> 00:16:16.000]  而且還趨向無稽之談
[00:16:16.000 --> 00:16:18.000]  就是那些毫無事實根據的言論
[00:16:18.000 --> 00:16:20.000]  他們居然都相信
[00:16:20.000 --> 00:16:22.000]  真是傻了
[00:16:22.000 --> 00:16:25.000]  不過有時人真的會這麼傻
[00:16:25.000 --> 00:16:27.000]  不知道大家有沒有留意到
[00:16:27.000 --> 00:16:30.000]  原本打算在今年七月初
[00:16:30.000 --> 00:16:34.000]  在某個電視台播放一個節目
[00:16:34.000 --> 00:16:36.000]  這是香港電視史上
[00:16:36.000 --> 00:16:41.000]  第一個以通靈比賽為主題的節目
[00:16:41.000 --> 00:16:43.000]  這個節目還沒播出
[00:16:43.000 --> 00:16:46.000]  就已經引起了很多的迴響
[00:16:46.000 --> 00:16:49.000]  最終是被抽起了
[00:16:49.000 --> 00:16:51.000]  不過我很想問問弟兄姊妹
[00:16:51.000 --> 00:16:54.000]  你猜如果這套節目真的播出的話
[00:16:54.000 --> 00:16:57.000]  你猜多不多香港人會看呢?
[00:16:57.000 --> 00:16:59.000]  多不多?
[00:16:59.000 --> 00:17:01.000]  我看到很多人都點頭
[00:17:01.000 --> 00:17:03.000]  在香港地區
[00:17:03.000 --> 00:17:05.000]  如果你跟他們說聖經
[00:17:05.000 --> 00:17:07.000]  可能不是那麼多人有興趣
[00:17:07.000 --> 00:17:13.000]  但如果你跟他們說占卜、算命、星座、體長、神打
[00:17:13.000 --> 00:17:15.000]  甚至文迷
[00:17:15.000 --> 00:17:18.000]  其實很多人都覺得很有興趣
[00:17:18.000 --> 00:17:21.000]  不過我最關心的不是其他人
[00:17:21.000 --> 00:17:25.000]  我最關心的就是在當中的弟兄姊妹
[00:17:25.000 --> 00:17:26.000]  說起弟兄姊妹
[00:17:26.000 --> 00:17:27.000]  我想問問
[00:17:27.000 --> 00:17:31.000]  不知道你喜不喜歡看這些節目呢?
[00:17:31.000 --> 00:17:34.000]  不知道你喜不喜歡看這些通靈的節目呢?
[00:17:34.000 --> 00:17:36.000]  喜不喜歡呢?
[00:17:36.000 --> 00:17:37.000]  有些人說不喜歡
[00:17:37.000 --> 00:17:39.000]  有些人說沒有表示
[00:17:39.000 --> 00:17:43.000]  我不知道大家會不會好奇
[00:17:43.000 --> 00:17:47.000]  因為好奇還想去試試通靈呢?
[00:17:47.000 --> 00:17:49.000]  不要搞我
[00:17:49.000 --> 00:17:51.000]  很多人都立即點頭
[00:17:51.000 --> 00:17:53.000]  我很想趁這個機會
[00:17:53.000 --> 00:17:57.000]  很認真地和大家看兩段經文
[00:17:57.000 --> 00:18:01.000]  第一段經文記載在《新命記》第十八章
[00:18:01.000 --> 00:18:04.000]  第十節是這樣說的
[00:18:04.000 --> 00:18:08.000]  在你中間不可有人把自己的兒女獻作火祭
[00:18:08.000 --> 00:18:16.000]  也不可有占卜的、算命的、用法術的、行邪術的、念咒的、問鬼的、行巫術的
[00:18:16.000 --> 00:18:18.000]  過陰的
[00:18:18.000 --> 00:18:23.000]  因為行者些時的人都是耶和華厭惡的
[00:18:23.000 --> 00:18:27.000]  所以我很奉勸在座當中的每一個
[00:18:27.000 --> 00:18:31.000]  千萬不要主動去接觸這些靈界
[00:18:31.000 --> 00:18:33.000]  特別是作為信徒的你
[00:18:33.000 --> 00:18:35.000]  千萬不要嘗試
[00:18:35.000 --> 00:18:38.000]  免得惹動神的怒氣
[00:18:38.000 --> 00:18:39.000]  又或者有人以為
[00:18:39.000 --> 00:18:43.000]  其實這些靈界的東西好像很靈的
[00:18:43.000 --> 00:18:46.000]  好像很值得相信
[00:18:46.000 --> 00:18:49.000]  是不是其實都是出於神的呢?
[00:18:49.000 --> 00:18:51.000]  我請大家留心
[00:18:51.000 --> 00:18:53.000]  也很想大家去留意另一段經文
[00:18:53.000 --> 00:18:55.000]  很清楚地告訴我們
[00:18:55.000 --> 00:18:59.000]  就是在《哥林多後書》第十一章這樣說
[00:18:59.000 --> 00:19:04.000]  「這並不稀奇,因為撒旦自己也裝作光明的天使。」
[00:19:04.000 --> 00:19:06.000]  撒旦是會假裝的
[00:19:06.000 --> 00:19:11.000]  其實這些靈界是出於邪靈、是出於撒旦的
[00:19:11.000 --> 00:19:13.000]  如果大家真的接觸
[00:19:13.000 --> 00:19:15.000]  後果可以是很麻煩的
[00:19:15.000 --> 00:19:21.000]  因為邪靈是易請難送的
[00:19:21.000 --> 00:19:26.000]  所以大家切忌切忌不要來接觸
[00:19:26.000 --> 00:19:29.000]  「保羅提醒提摩太將來的挑戰」
[00:19:29.000 --> 00:19:31.000]  是啊,在我們身邊的人
[00:19:31.000 --> 00:19:34.000]  不是每個人都喜歡聽聖經的真理
[00:19:34.000 --> 00:19:39.000]  但是我們仍然無要全道
[00:19:39.000 --> 00:19:41.000]  不要放棄,為什麼?
[00:19:41.000 --> 00:19:44.000]  因為神愛世人
[00:19:44.000 --> 00:19:47.000]  祂很想拯救罪人
[00:19:47.000 --> 00:19:49.000]  除了內在的挑戰
[00:19:49.000 --> 00:19:54.000]  保羅還很明白提摩太這個徒弟內在的限制
[00:19:54.000 --> 00:19:58.000]  在第五節保羅就一口氣用了四個命令
[00:19:58.000 --> 00:20:01.000]  都是針對提摩太去說
[00:20:01.000 --> 00:20:07.000]  「你卻要凡事謹慎,謹慎就指避免飲酒,保持清醒。」
[00:20:07.000 --> 00:20:09.000]  為什麼要清醒?
[00:20:09.000 --> 00:20:12.000]  因為要認清全道的事工一點都不容易
[00:20:12.000 --> 00:20:15.000]  要忍受磨難
[00:20:15.000 --> 00:20:17.000]  不過雖然有困難
[00:20:17.000 --> 00:20:19.000]  但也不可以逃避
[00:20:19.000 --> 00:20:21.000]  要做全道者的工作
[00:20:21.000 --> 00:20:25.000]  即是要去做,不要停下來,翹起手不來
