
[00:00:00.000 --> 00:00:03.000]  各位周六晚堂的鼎姐妹晚安
[00:02:41.920 --> 00:02:44.240]  在我們生命不同的層面當中
[00:02:44.240 --> 00:02:47.200]  我們怎樣去學習跟隨神呢?
[00:02:47.600 --> 00:02:51.640]  今天我們會思想就是《雅各書》的第一章
[00:02:51.640 --> 00:02:53.440]  一至十二節
[00:02:53.440 --> 00:02:57.440]  我們一起讀一讀經文吧
[00:02:57.440 --> 00:03:01.120]  《雅各書》一章一至十二節
[00:03:01.120 --> 00:03:05.280]  「作神和主耶穌基督僕人的雅各
[00:03:05.280 --> 00:03:08.560]  請散住十二個支派之人的安
[00:03:08.560 --> 00:03:10.360]  我的弟兄們
[00:03:10.360 --> 00:03:13.000]  你們落在八般的試煉中
[00:03:13.000 --> 00:03:15.080]  都要以為大喜樂
[00:03:15.280 --> 00:03:18.880]  因為知道你們的信心經過試煉
[00:03:18.880 --> 00:03:20.320]  就生忍耐
[00:03:20.320 --> 00:03:22.880]  但忍耐也當成功
[00:03:22.880 --> 00:03:25.280]  使你們成全完備
[00:03:25.280 --> 00:03:26.840]  毫無缺陷
[00:03:26.840 --> 00:03:30.000]  你們中間若有缺少自慰的
[00:03:30.000 --> 00:03:32.760]  應當求那厚賜予眾人
[00:03:32.760 --> 00:03:34.480]  也不斥詐人的神
[00:03:34.480 --> 00:03:36.800]  主就彼此給他
[00:03:36.800 --> 00:03:38.960]  信心求
[00:03:38.960 --> 00:03:40.440]  一點不疑惑
[00:03:40.440 --> 00:03:42.600]  因為那疑惑的人
[00:03:42.600 --> 00:03:46.920]  就像海中的波浪被風吹翻騰
[00:03:46.920 --> 00:03:48.680]  這樣的人
[00:03:48.680 --> 00:03:52.040]  不要想重處那裡得什麽
[00:03:52.040 --> 00:03:53.880]  深懷異議的人
[00:03:53.880 --> 00:03:56.480]  在他一切所行的路上
[00:03:56.480 --> 00:03:58.280]  都沒有定見
[00:03:58.280 --> 00:04:00.360]  卑微的弟兄升高
[00:04:00.360 --> 00:04:01.800]  就該起落
[00:04:01.800 --> 00:04:03.520]  富足的降卑
[00:04:03.520 --> 00:04:05.080]  也該如此
[00:04:05.080 --> 00:04:07.200]  因為他必要過去
[00:04:07.200 --> 00:04:09.880]  如同草上的一陽
[00:04:09.880 --> 00:04:11.360]  太陽出來
[00:04:11.360 --> 00:04:13.120]  熱風掛起
[00:04:13.120 --> 00:04:14.680]  草枯幹
[00:04:14.680 --> 00:04:16.200]  花也凋謝
[00:04:16.200 --> 00:04:18.200]  美容就消沒了
[00:04:18.200 --> 00:04:19.560]  那富足的人
[00:04:19.560 --> 00:04:20.960]  在他所行的
[00:04:20.960 --> 00:04:23.720]  則像大少爺一樣衰殘
[00:04:23.720 --> 00:04:25.560]  忍受試探的人
[00:04:25.560 --> 00:04:26.760]  是有福的
[00:04:26.760 --> 00:04:29.360]  因為他經過試驗以後
[00:04:29.360 --> 00:04:31.480]  必得生命的冠冕
[00:04:31.480 --> 00:04:35.600]  這是主應許給那些人
[00:04:35.600 --> 00:04:37.800]  好,我們一起去禱告
[00:04:39.000 --> 00:04:43.400]  天父我們恭敬將到今天晚上這個時間
[00:04:43.400 --> 00:04:45.400]  我們呈現在你的面前
[00:04:45.400 --> 00:04:46.600]  我們感謝你
[00:04:46.600 --> 00:04:49.120]  藉著詩歌我們先來敬拜你
[00:04:49.120 --> 00:04:51.000]  藉著聖經的話語
[00:04:51.000 --> 00:04:52.760]  我們一起彼此學習
[00:04:52.760 --> 00:04:54.760]  讓我們在生命當中
[00:04:54.760 --> 00:04:56.760]  可能在不同的階段
[00:04:56.760 --> 00:04:59.760]  不同的際遇的過程當中
[00:04:59.760 --> 00:05:02.760]  我們都能夠經歷上帝你自己的恩典
[00:05:02.760 --> 00:05:04.560]  你的信實和實在
[00:05:04.560 --> 00:05:06.840]  我們求主帶領我們這一段時間
[00:05:06.840 --> 00:05:09.040]  恭敬獻上我們的禱告交託
[00:05:09.040 --> 00:05:10.640]  奉耶穌基督的聖名
[00:05:10.640 --> 00:05:11.640]  阿們
[00:05:11.640 --> 00:05:16.040]  剛才我們讀經文的重點
[00:05:16.040 --> 00:05:17.240]  其實是說到
[00:05:17.240 --> 00:05:21.040]  試煉可以使我們的生命完全
[00:05:21.040 --> 00:05:25.840]  試煉來代表我們一個成長的契機
[00:05:25.840 --> 00:05:28.840]  從神的智慧角度
[00:05:28.840 --> 00:05:32.240]  來對人生高低起伏
[00:05:32.240 --> 00:05:34.840]  可以重新有一個定義
[00:05:34.840 --> 00:05:36.840]  並且鼓勵信徒
[00:05:36.840 --> 00:05:41.040]  因為從永恆的角度
[00:05:41.040 --> 00:05:43.040]  神給我們的冠冕
[00:05:43.040 --> 00:05:45.440]  來看試煉當中
[00:05:45.440 --> 00:05:49.240]  可以如何有一個喜樂心來應對
[00:05:49.240 --> 00:05:51.240]  說到試煉的時候
[00:05:51.240 --> 00:05:54.040]  就想起幾年前
[00:05:54.040 --> 00:05:55.040]  有一部電影
[00:05:55.040 --> 00:05:56.040]  我不知道大家有沒有看過
[00:05:56.040 --> 00:05:57.040]  叫做《沉默》
[00:05:57.040 --> 00:05:58.440]  有沒有人看過?
[00:05:58.440 --> 00:06:00.440]  《沉默》
[00:06:00.440 --> 00:06:02.240]  沒有人看過?
[00:06:03.040 --> 00:06:05.640]  這部電影是關於什麼呢?
[00:06:05.640 --> 00:06:08.640]  關於一些天主教徒
[00:06:08.640 --> 00:06:12.040]  他們到日本宣教
[00:06:12.040 --> 00:06:14.640]  其中有一幕
[00:06:14.640 --> 00:06:16.040]  有一個片段是這樣說的
[00:06:16.040 --> 00:06:17.240]  說到一個神父
[00:06:17.240 --> 00:06:20.440]  因為當時面對著很大的艱難
[00:06:20.440 --> 00:06:22.440]  反對的勢力很大
[00:06:22.440 --> 00:06:25.840]  那些人就要拘捕這些神父
[00:06:25.840 --> 00:06:27.840]  而這個神父被人抓到
[00:06:27.840 --> 00:06:29.240]  和幾個村民
[00:06:29.240 --> 00:06:31.640]  就在一個泥地上站在那裡
[00:06:32.040 --> 00:06:34.640]  而在過程中
[00:06:34.640 --> 00:06:39.440]  這個神父就和一個村婦在那裡聊天
[00:06:39.440 --> 00:06:45.040]  這個村婦就把他手中唯一的青瓜
[00:06:45.040 --> 00:06:46.440]  也給了這個神父
[00:06:46.440 --> 00:06:48.440]  可能聽到這個神父很餓
[00:06:48.440 --> 00:06:51.640]  神父毫不猶豫就拿過去吃了
[00:06:51.640 --> 00:06:53.840]  但在一邊吃的過程中
[00:06:53.840 --> 00:06:55.440]  他就問那個村婦
[00:06:55.440 --> 00:06:56.440]  因為他很害怕
[00:06:56.440 --> 00:06:59.840]  因為接下來可能要面對一些酷刑
[00:06:59.840 --> 00:07:02.640]  帶來他可能是很多的痛苦
[00:07:02.640 --> 00:07:04.640]  他就問這個村婦
[00:07:04.640 --> 00:07:07.240]  為什麼你好像不太害怕呢?
[00:07:07.240 --> 00:07:10.840]  那你知不知道這個村婦怎麼回答他呢?
[00:07:10.840 --> 00:07:13.640]  她就說
[00:07:13.640 --> 00:07:17.240]  因為我們從神父的口裡面
[00:07:17.240 --> 00:07:23.240]  聽到創造的主為我們預備了天堂
[00:07:23.240 --> 00:07:26.440]  所以我們不需要害怕
[00:07:29.040 --> 00:07:30.040]  然後說
[00:07:30.040 --> 00:07:32.640]  當我們離開這個世界的時候
[00:07:32.640 --> 00:07:36.640]  我們就不需要再擔負一個重稅了
[00:07:36.640 --> 00:07:39.640]  我們又不需要在一個政治的壓迫下
[00:07:39.640 --> 00:07:41.040]  來生活了
[00:07:41.040 --> 00:07:46.840]  當這個神父聽完之後
[00:07:46.840 --> 00:07:49.840]  完全目定口外
[00:07:49.840 --> 00:07:51.840]  不懂得怎麼去回應
[00:07:51.840 --> 00:07:55.440]  他的信仰
[00:07:56.040 --> 00:07:59.240]  是從這群神父那裡告訴他們
[00:07:59.240 --> 00:08:03.440]  他們都同樣面對著一個很大的艱難
[00:08:03.440 --> 00:08:07.640]  但似乎兩者有一個很不一樣的反應
[00:08:07.640 --> 00:08:10.840]  正如今天這個主題
[00:08:10.840 --> 00:08:12.840]  「火煉中的奇葩」
[00:08:12.840 --> 00:08:15.640]  在試煉當中
[00:08:15.640 --> 00:08:20.640]  其實能夠更看到我們信仰的真實性是怎麼樣
[00:08:20.640 --> 00:08:25.040]  不過在進入經文裡面
[00:08:25.040 --> 00:08:28.640]  我很想先跟大家處理一下一個概念
[00:08:28.640 --> 00:08:30.640]  特別在第十二節
[00:08:30.640 --> 00:08:33.040]  那裡告訴我們
[00:08:33.040 --> 00:08:36.040]  忍受試探的人是有福的
[00:08:36.040 --> 00:08:40.040]  因為他經過試驗以後
[00:08:40.040 --> 00:08:42.840]  必得生命的冠冕
[00:08:42.840 --> 00:08:46.440]  這是主應許給那些愛他的人的
[00:08:46.440 --> 00:08:49.240]  這裡提到試探
[00:08:49.240 --> 00:08:52.440]  但是新譯本的譯法就是這樣
[00:08:52.440 --> 00:08:57.840]  是說能忍受試煉的人是有福的
[00:08:57.840 --> 00:09:00.840]  因為他經過考驗之後
[00:09:00.840 --> 00:09:02.840]  必得著生命的冠冕
[00:09:02.840 --> 00:09:06.840]  試探和試煉
[00:09:06.840 --> 00:09:09.640]  其實在原文是同一個字來的
[00:09:09.640 --> 00:09:11.840]  但中文讓我們看到
[00:09:11.840 --> 00:09:16.040]  試探好像是比較負面一點
[00:09:16.040 --> 00:09:20.240]  好像要引誘你掉進一個處境
[00:09:20.240 --> 00:09:22.840]  誘惑你去到一個狀況
[00:09:22.840 --> 00:09:27.040]  試煉卻好像比較正面
[00:09:27.040 --> 00:09:30.040]  雖然都是在逆境當中
[00:09:30.040 --> 00:09:34.440]  但卻要得出一個正面的果效
[00:09:34.440 --> 00:09:39.640]  所以前者是顯出人生命裡面的幽暗
[00:09:39.640 --> 00:09:44.040]  而後者要帶出人生命的一個美善
[00:09:44.040 --> 00:09:45.840]  當然
[00:09:45.840 --> 00:09:48.840]  在現實生活裡面
[00:09:49.040 --> 00:09:51.240]  其實我們知道兩者
[00:09:51.240 --> 00:09:55.640]  試煉和試探是互相交織在一起
[00:09:55.640 --> 00:09:59.240]  同一件事可以是試煉
[00:09:59.240 --> 00:10:02.840]  也可以成為一個試探
[00:10:02.840 --> 00:10:09.040]  關鍵是在於人如何去回應這件事情
[00:10:09.040 --> 00:10:12.440]  但是聖經告訴我們
[00:10:12.440 --> 00:10:16.640]  信徒如果我們能夠堅忍到底
[00:10:17.040 --> 00:10:19.240]  經過這個考驗之後
[00:10:19.240 --> 00:10:22.440]  就說必得生命的冠冕
[00:10:22.440 --> 00:10:31.440]  人生的確是一場又一場的考試或者考驗
[00:10:31.440 --> 00:10:35.840]  使得我們生命能夠繼續去成長
[00:10:35.840 --> 00:10:39.040]  得著生命最終的果效
[00:10:39.040 --> 00:10:42.640]  不過在第十二節那裡
[00:10:42.640 --> 00:10:44.640]  就有一個前設
[00:10:44.640 --> 00:10:45.640]  這個前設是什麼?
[00:10:46.040 --> 00:10:52.640]  就是神應許賜給愛他的人生命的冠冕
[00:10:52.640 --> 00:10:55.040]  是愛他的人
[00:10:55.040 --> 00:10:59.240]  我深信在我們中間
[00:10:59.240 --> 00:11:04.440]  同樣有不少真實愛主愛神的信徒
[00:11:04.440 --> 00:11:09.840]  並且我們是羨慕將來這個生命的冠冕
[00:11:09.840 --> 00:11:15.240]  但願當我們面對著一些試煉考驗的時候
[00:11:15.440 --> 00:11:19.840]  可以顯出我們生命成熟的一面
[00:11:19.840 --> 00:11:23.840]  今天跟大家去思想三方面
[00:11:23.840 --> 00:11:27.640]  第一方面就是人生的試驗場
[00:11:27.640 --> 00:11:30.440]  在第一至第二節
[00:11:30.440 --> 00:11:32.840]  我們一起讀經文好不好?
[00:11:32.840 --> 00:11:34.440]  第一、第二節請讀
[00:11:34.440 --> 00:11:38.640]  「作神和主耶穌基督僕人的雅各」
[00:11:38.640 --> 00:11:42.040]  「贊助十二個支派之人的愛」
[00:11:42.440 --> 00:11:46.240]  「我的弟兄們,你們落在八般的試煉中」
[00:11:46.240 --> 00:11:48.640]  「都要以為大喜樂」
[00:11:48.640 --> 00:11:52.040]  在第一、二節兩節經文
[00:11:52.040 --> 00:11:55.840]  雅各就交代了當時的一些背景
[00:11:55.840 --> 00:11:58.240]  第一節提到「善著」
[00:11:58.240 --> 00:12:02.240]  這裡很明顯是反映當時
[00:12:02.240 --> 00:12:06.240]  當日信徒當下所面對的一些困難
[00:12:06.240 --> 00:12:08.840]  從歷史我們知道
[00:12:09.040 --> 00:12:14.640]  他們是面對著一些政治和信仰上的一些壓迫
[00:12:14.640 --> 00:12:19.440]  第二節這裡一開始我們說
[00:12:19.440 --> 00:12:21.640]  「劈頭」就說了
[00:12:21.640 --> 00:12:26.840]  「我的弟兄們,你們落在八般的試煉中」
[00:12:26.840 --> 00:12:28.640]  八般是什麼?
[00:12:28.640 --> 00:12:33.840]  八般的試煉就是各式各樣的試煉
[00:12:33.840 --> 00:12:38.240]  就是說不只是單一次的單一的試煉
[00:12:38.840 --> 00:12:42.040]  而是多方面的一些打壓
[00:12:42.040 --> 00:12:44.640]  或者持續的一些壓迫
[00:12:44.640 --> 00:12:51.840]  信徒在這個長期性和多樣性的壓力底下
[00:12:51.840 --> 00:12:58.240]  他們的信仰經歷著千錘百鍊的考驗
[00:12:58.240 --> 00:13:08.040]  或者說這個世界會有不同的政治的一些體制
[00:13:09.040 --> 00:13:10.840]  如果簡化來說
[00:13:10.840 --> 00:13:13.040]  我覺得都是兩種區分
[00:13:13.040 --> 00:13:14.240]  第一種是什麼呢?
[00:13:14.240 --> 00:13:16.240]  就是一個叫做開放型的社會
[00:13:16.240 --> 00:13:18.640]  就是強調什麼呢?
[00:13:18.640 --> 00:13:24.640]  包容、尊重、理性、溝通和求同存異
[00:13:24.640 --> 00:13:27.240]  而當然另一種相反的
[00:13:27.240 --> 00:13:29.240]  就是專制型的社會
[00:13:29.240 --> 00:13:34.240]  裡面就是聚焦在矛盾鬥爭、情緒主導
[00:13:34.240 --> 00:13:37.840]  和非有積極的這種氛圍
[00:13:38.640 --> 00:13:44.840]  而昔日我們看到耶路撒冷管治下的政權
[00:13:44.840 --> 00:13:47.640]  很明顯就是後者了
[00:13:47.640 --> 00:13:50.440]  以至當時的這些信徒
[00:13:50.440 --> 00:13:55.440]  他們信仰的空間日漸收窄
[00:13:55.440 --> 00:14:01.440]  最終他們就面對著要分散在不同的地方
[00:14:01.440 --> 00:14:06.040]  對於不同時代的信徒來說
[00:14:06.640 --> 00:14:12.640]  這個世界無論什麼政制、什麼社會的氛圍都好
[00:14:12.640 --> 00:14:18.840]  其實它都是不停地塑造和定義教會
[00:14:18.840 --> 00:14:26.240]  導致很多時候我們的信仰上慢慢變質
[00:14:26.240 --> 00:14:32.640]  又或者將信仰和我們實際生活的處境慢慢剝離
[00:14:34.440 --> 00:14:37.840]  當然從另一個角度來看
[00:14:37.840 --> 00:14:42.440]  如果我們在一個不信的社會裡面
[00:14:42.440 --> 00:14:49.840]  我們基督徒的生活是沒有受到任何的壓制或者壓力的時候
[00:14:49.840 --> 00:14:53.640]  顯然有兩個原因
[00:14:53.640 --> 00:14:59.440]  第一個就是我們基督徒的身份隱藏得非常好
[00:14:59.440 --> 00:15:01.240]  是不是?
[00:15:02.440 --> 00:15:04.840]  當然第二也都可能就是
[00:15:04.840 --> 00:15:10.240]  我們根本沒有活出基督的真實信仰
[00:15:10.240 --> 00:15:13.640]  亞各書提醒我們
[00:15:13.640 --> 00:15:20.840]  他說原來苦難對教會或者信徒的生命是一個歷練
[00:15:20.840 --> 00:15:26.240]  使得我們的生命在信仰上反撲歸真
[00:15:26.840 --> 00:15:34.040]  讓基督最真實的信仰得以重新展現
[00:15:34.040 --> 00:15:37.240]  我們看到第一方面
[00:15:37.240 --> 00:15:45.640]  當時亞各提到信徒他們所面對試煉的背景
[00:15:45.640 --> 00:15:50.040]  第二就是試煉遵原傳
[00:15:50.040 --> 00:15:52.640]  在第二至第四節
[00:15:54.840 --> 00:15:59.240]  在我要分享經文之前
[00:15:59.240 --> 00:16:03.040]  我也想分享一個我記得有一間小學
[00:16:03.040 --> 00:16:04.040]  很有趣的
[00:16:04.040 --> 00:16:12.240]  他們將考試改成加連華會
[00:16:12.240 --> 00:16:18.640]  所以小朋友每一次考試的時候都很開心
[00:16:18.640 --> 00:16:19.640]  很雀躍
[00:16:19.640 --> 00:16:22.440]  因為他們玩很多遊戲
[00:16:22.440 --> 00:16:23.840]  在裡面回答問題
[00:16:23.840 --> 00:16:24.760]  拿分
[00:16:24.760 --> 00:16:26.240]  這就是他們的考試
[00:16:26.240 --> 00:16:27.440]  好不好?
[00:16:27.440 --> 00:16:31.040]  如果你是當中的你開心嗎?
[00:16:31.040 --> 00:16:32.840]  是的
[00:16:32.840 --> 00:16:35.960]  原來用不同的心情
[00:16:35.960 --> 00:16:41.240]  來面對人生的考驗
[00:16:41.240 --> 00:16:43.040]  或者高低起伏
[00:16:43.040 --> 00:16:45.440]  得失和福
[00:16:45.440 --> 00:16:49.440]  都是人生的一個智慧
[00:16:49.440 --> 00:16:52.040]  在第二節那裡這麼說
[00:16:52.040 --> 00:16:53.440]  他說我的弟兄們
[00:16:53.640 --> 00:16:55.840]  你們落在百般的試煉中
[00:16:55.840 --> 00:16:58.840]  都要以為大喜樂
[00:16:58.840 --> 00:17:02.240]  這裡以為是什麼意思呢?
[00:17:02.240 --> 00:17:03.640]  是認為
[00:17:03.640 --> 00:17:05.040]  是捍衛
[00:17:05.040 --> 00:17:09.840]  聖經不是說在患難過後
[00:17:09.840 --> 00:17:11.640]  你們就開心吧
[00:17:11.640 --> 00:17:12.440]  開心一點吧
[00:17:12.440 --> 00:17:13.640]  都過了
[00:17:13.640 --> 00:17:18.640]  我想這個也是人性很自然的反應
[00:17:18.640 --> 00:17:22.040]  他也不是說當你倖免於難
[00:17:22.040 --> 00:17:23.640]  你看到別人遇到患難
[00:17:23.640 --> 00:17:26.040]  你覺得自己沒事
[00:17:26.040 --> 00:17:27.640]  真的很開心
[00:17:27.640 --> 00:17:28.840]  不是這樣
[00:17:28.840 --> 00:17:30.840]  他告訴我們什麼呢?
[00:17:30.840 --> 00:17:34.240]  當我們在百般的試煉當中
[00:17:34.240 --> 00:17:37.040]  要以為大喜樂
[00:17:37.040 --> 00:17:40.240]  我想問一下
[00:17:40.240 --> 00:17:43.840]  這個要求會不會有違人性呢?
[00:17:43.840 --> 00:17:49.040]  我們經常聽到有些人說
[00:17:49.640 --> 00:17:52.040]  當你遇到一些不開心的事情
[00:17:52.040 --> 00:17:54.240]  已經是既成一個事實
[00:17:54.240 --> 00:17:56.240]  你開心也是這樣過
[00:17:56.240 --> 00:17:58.240]  你不開心也是這樣過
[00:17:58.240 --> 00:17:59.040]  那怎麼辦呢?
[00:17:59.040 --> 00:18:01.640]  那不如開心一點過吧
[00:18:01.640 --> 00:18:05.040]  那雅各是否這樣教導我們呢?
[00:18:05.040 --> 00:18:08.040]  雅各作者他的意思是怎麼樣呢?
[00:18:08.040 --> 00:18:10.840]  在第三節那裡就告訴我們了
[00:18:10.840 --> 00:18:11.840]  他說
[00:18:11.840 --> 00:18:15.440]  因為知道你們的信心經過試煉
[00:18:15.440 --> 00:18:17.040]  就生忍耐
[00:18:17.040 --> 00:18:17.840]  第四節
[00:18:17.840 --> 00:18:20.040]  但忍耐也當成功
[00:18:20.040 --> 00:18:22.440]  使你們成全完備
[00:18:22.440 --> 00:18:24.440]  毫無虧欠
[00:18:24.440 --> 00:18:27.040]  生是什麼意思呢?
[00:18:27.040 --> 00:18:28.440]  生忍耐
[00:18:28.440 --> 00:18:30.040]  就是製造
[00:18:30.040 --> 00:18:31.240]  產生
[00:18:31.240 --> 00:18:33.640]  原來在這個過程裡面
[00:18:33.640 --> 00:18:35.840]  是會令到我們
[00:18:35.840 --> 00:18:37.640]  因為這個信心
[00:18:37.640 --> 00:18:40.840]  使我們的生命更加成熟
[00:18:40.840 --> 00:18:44.040]  信心經過歷練
[00:18:44.040 --> 00:18:46.040]  而愈發的堅固
[00:18:46.040 --> 00:18:49.040]  並且更加全備
[00:18:49.040 --> 00:18:51.040]  更加成熟的意思
[00:18:51.040 --> 00:18:53.040]  成全完備
[00:18:53.040 --> 00:18:53.840]  就是說
[00:18:53.840 --> 00:18:56.440]  各部分都完全
[00:18:56.440 --> 00:18:58.840]  或者是沒有欠缺
[00:18:58.840 --> 00:19:02.240]  沒有一個不良的部分
[00:19:02.240 --> 00:19:04.440]  因此
[00:19:04.440 --> 00:19:07.640]  雅各要求讀者
[00:19:07.640 --> 00:19:10.440]  在各樣的試煉當中
[00:19:10.440 --> 00:19:14.440]  要用一種正面的角度來面對
[00:19:14.440 --> 00:19:15.640]  目的
[00:19:16.040 --> 00:19:18.240]  就是要讓信徒知道
[00:19:18.240 --> 00:19:20.040]  這些事情
[00:19:20.040 --> 00:19:22.040]  是為使我們的生命
[00:19:22.040 --> 00:19:23.240]  是進於
[00:19:23.240 --> 00:19:24.440]  完全
[00:19:24.440 --> 00:19:25.640]  進於
[00:19:25.640 --> 00:19:26.640]  完備
[00:19:26.640 --> 00:19:29.440]  當然
[00:19:29.440 --> 00:19:31.640]  這樣說就好像
[00:19:31.640 --> 00:19:33.240]  很容易,是不是?
[00:19:33.240 --> 00:19:35.840]  但實際要走起來
[00:19:35.840 --> 00:19:38.240]  就真的一點都不容易
[00:19:38.240 --> 00:19:39.440]  因此
[00:19:39.440 --> 00:19:42.440]  接著下來的經文就提到
[00:19:42.440 --> 00:19:44.240]  要在上帝的面前
[00:19:44.440 --> 00:19:45.840]  求智慧
[00:19:45.840 --> 00:19:49.040]  我們如何能夠從神的角度
[00:19:49.040 --> 00:19:50.440]  用給我們的
[00:19:50.440 --> 00:19:52.240]  從上而來的智慧
[00:19:52.240 --> 00:19:54.640]  去面對我們日常生活
[00:19:54.640 --> 00:19:56.240]  這些考驗
[00:19:56.240 --> 00:19:58.840]  以及百般的試煉呢?
[00:19:58.840 --> 00:20:00.840]  所以第三方面
[00:20:00.840 --> 00:20:02.240]  提到信心
[00:20:02.240 --> 00:20:04.040]  能夠得到智慧
[00:20:04.040 --> 00:20:06.440]  在5至12節
[00:20:06.440 --> 00:20:10.440]  或者我們讀一讀第5節至到第6節
[00:20:10.440 --> 00:20:12.040]  一起讀一讀吧
[00:20:12.640 --> 00:20:15.440]  「你們中間若有缺少智慧的
[00:20:15.440 --> 00:20:18.440]  應當求那厚切與眾人
[00:20:18.440 --> 00:20:20.240]  也不斥詐人的神
[00:20:20.240 --> 00:20:22.440]  只要切及他
[00:20:22.440 --> 00:20:24.640]  只要憑著信心求
[00:20:24.640 --> 00:20:26.240]  一點不疑惑
[00:20:26.240 --> 00:20:28.240]  因為那疑惑的人
[00:20:28.240 --> 00:20:32.440]  就可能會沒有信心求他」
[00:20:32.440 --> 00:20:35.040]  阿國提醒我們
[00:20:35.040 --> 00:20:37.040]  在面對人生很多的
[00:20:37.040 --> 00:20:38.440]  考驗的時候
[00:20:38.440 --> 00:20:41.440]  沒錯,我們頭腦上
[00:20:41.440 --> 00:20:43.040]  我們知道這些考驗
[00:20:43.040 --> 00:20:45.040]  原來是要使我們生命
[00:20:45.040 --> 00:20:46.840]  去進於完全的
[00:20:46.840 --> 00:20:50.040]  但是當你真真實實去面對
[00:20:50.040 --> 00:20:52.040]  一些你不開心的事情
[00:20:52.040 --> 00:20:54.640]  一個很大的壓力的時候
[00:20:54.640 --> 00:20:56.240]  你如何能夠
[00:20:56.240 --> 00:20:58.440]  去體會那件事呢?
[00:20:58.440 --> 00:20:59.640]  過程如何呢?
[00:20:59.640 --> 00:21:00.640]  他就說
[00:21:00.640 --> 00:21:02.840]  我們需要來到神的面前
[00:21:02.840 --> 00:21:03.640]  去求
[00:21:03.640 --> 00:21:05.840]  不過在禱告裡面
[00:21:05.840 --> 00:21:07.440]  有一個很重要的
[00:21:07.440 --> 00:21:10.640]  就是一個信心的基礎
[00:21:10.640 --> 00:21:11.640]  是什麼呢?
[00:21:11.640 --> 00:21:14.440]  在這兩節的經文
[00:21:14.440 --> 00:21:17.440]  就出現了有兩個的動詞
[00:21:17.440 --> 00:21:18.640]  就是「求」
[00:21:18.640 --> 00:21:21.040]  首先在第五節
[00:21:21.040 --> 00:21:22.240]  就告訴我們
[00:21:22.240 --> 00:21:24.240]  我們可以在神的面前
[00:21:24.240 --> 00:21:25.640]  放膽求
[00:21:25.640 --> 00:21:26.840]  放心地求
[00:21:26.840 --> 00:21:28.440]  為什麼呢?
[00:21:28.440 --> 00:21:30.240]  因為經文已經解釋了
