
[00:00:00.000 --> 00:00:03.080]  各位弟兄姊妹或者新朋友晚安
[00:05:01.560 --> 00:05:07.560]  其中這裡有提到拿忽他利 瓦切和馬拿西
[00:05:07.560 --> 00:05:10.560]  全地的人都聚集在一起
[00:05:10.560 --> 00:05:14.560]  追趕他們的敵人米甸人
[00:05:14.560 --> 00:05:16.560]  不單止這三個支派
[00:05:16.560 --> 00:05:19.560]  還有一個很強大的支派就是伊法連
[00:05:19.560 --> 00:05:21.560]  伊法連加入
[00:05:21.560 --> 00:05:28.560]  令到他們的姬甸的軍隊更加有士氣
[00:05:28.560 --> 00:05:34.560]  姬甸傳一個訊息給伊法連山地的人
[00:05:34.560 --> 00:05:37.560]  告訴他們要守住約旦河的水口
[00:05:37.560 --> 00:05:40.560]  在那裡殺了米甸的兩個領袖
[00:05:40.560 --> 00:05:43.560]  俄勒和西伊伯
[00:05:43.560 --> 00:05:48.560]  被亂了陣腳的米甸聯軍
[00:05:48.560 --> 00:05:52.560]  他們沿著約旦河逃亡
[00:05:52.560 --> 00:05:57.560]  究竟米甸和以色列的關係是怎樣呢
[00:05:57.560 --> 00:06:01.560]  大家知不知道呢
[00:06:01.560 --> 00:06:04.560]  米甸是包括有五個大的家族
[00:06:04.560 --> 00:06:08.560]  原來和亞伯拉罕是有關係的
[00:06:08.560 --> 00:06:12.560]  他們是藉著亞伯拉罕的一個
[00:06:12.560 --> 00:06:16.560]  切基土拉的兒子米甸
[00:06:16.560 --> 00:06:19.560]  而作一個起源
[00:06:19.560 --> 00:06:22.560]  亞伯拉罕因為他自己所出的
[00:06:22.560 --> 00:06:27.560]  兒子以色列的緣故
[00:06:27.560 --> 00:06:33.560]  把所有輸出的種子都打發到東方
[00:06:33.560 --> 00:06:36.560]  東方是哪裡呢 稍後我會再講
[00:06:36.560 --> 00:06:40.560]  在《創世紀》25章6節記載
[00:06:40.560 --> 00:06:45.560]  至於亞伯拉罕妾的兒子米甸
[00:06:45.560 --> 00:06:48.560]  亞伯拉罕趁著自己還活著的時候
[00:06:48.560 --> 00:06:51.560]  把財物分給他們
[00:06:51.560 --> 00:06:54.560]  打發他們離開他的兒子以色列
[00:06:54.560 --> 00:06:57.560]  往東方去 直到東方之地
[00:06:57.560 --> 00:07:00.560]  其實就是說約旦河東邊
[00:07:00.560 --> 00:07:03.560]  較南的地方有一個
[00:07:03.560 --> 00:07:06.560]  類似礦野邊緣沙漠的地帶
[00:07:06.560 --> 00:07:09.560]  當時來說就是阿拉伯沙漠
[00:07:09.560 --> 00:07:13.560]  今天就是沙地阿拉伯的地方
[00:07:13.560 --> 00:07:17.560]  他們在沙漠下面打上去
[00:07:17.560 --> 00:07:22.560]  攻擊 激瘋他們
[00:07:22.560 --> 00:07:26.560]  後來這些米甸人在那裡居住
[00:07:26.560 --> 00:07:29.560]  當中他們也有幾個王出現了
[00:07:29.560 --> 00:07:33.560]  而我們所熟悉的摩西的妻子西波拉
[00:07:33.560 --> 00:07:38.560]  和他的岳父葉蒂羅其實都是米甸人
[00:07:38.560 --> 00:07:41.560]  後來米甸人就居住在
[00:07:41.560 --> 00:07:45.560]  先前我所說的約旦河東邊的礦野邊緣
[00:07:45.560 --> 00:07:48.560]  他們甚至聯同當地的一些外邦人
[00:07:48.560 --> 00:07:50.560]  其中一個就是摩亞人
[00:07:50.560 --> 00:07:53.560]  米甸人和摩亞人甚至聯合起來
[00:07:53.560 --> 00:07:59.560]  聘請一個先知叫巴蘭來就坐以色列
[00:07:59.560 --> 00:08:05.560]  引誘以色列民去拜偶像和行奸淫
[00:08:05.560 --> 00:08:08.560]  來到哲士斯時代
[00:08:08.560 --> 00:08:12.560]  上帝就駐這位基甸士斯
[00:08:12.560 --> 00:08:15.560]  和一個小型的軍隊300人
[00:08:15.560 --> 00:08:19.560]  拯救了以色列脫離這群騎駱駝的米甸人
[00:08:19.560 --> 00:08:22.560]  正如我所說他們住在礦野邊緣
[00:08:22.560 --> 00:08:23.560]  或者沙漠的一帶
[00:08:23.560 --> 00:08:26.560]  所以他們是騎駱駝的
[00:08:26.560 --> 00:08:29.560]  當中不單止有米甸人
[00:08:29.560 --> 00:08:31.560]  也有附近的阿瑪利人
[00:08:31.560 --> 00:08:34.560]  和當時所說的東方人
[00:08:34.560 --> 00:08:38.560]  就是約旦河東邊居住的一群人
[00:08:38.560 --> 00:08:42.560]  我們看到在這個米甸人
[00:08:42.560 --> 00:08:45.560]  阿瑪利人他們多到怎樣呢
[00:08:45.560 --> 00:08:49.560]  在先頭的經文我沒有截錄出來
[00:08:49.560 --> 00:08:52.560]  在上一章的六章五節這樣記載
[00:08:52.560 --> 00:08:54.560]  當時米甸的聯軍
[00:08:54.560 --> 00:08:59.560]  即是有幾個王聯合一起攻打以色列人
[00:08:59.560 --> 00:09:01.560]  史詩記錄將五節這樣記載
[00:09:01.560 --> 00:09:06.560]  因為那些人帶著他們的伸束和象棚上來
[00:09:06.560 --> 00:09:09.560]  像蝗蟲那樣多
[00:09:09.560 --> 00:09:11.560]  人和駱駝無數
[00:09:11.560 --> 00:09:14.560]  都進入境內毀壞全地
[00:09:14.560 --> 00:09:18.560]  以色列因米甸的緣故極其窮乏
[00:09:18.560 --> 00:09:23.560]  這個廣告其實他們的人數
[00:09:23.560 --> 00:09:26.560]  或者軍隊都好像蝗蟲那麼多
[00:09:26.560 --> 00:09:28.560]  甚至因為這樣的緣故
[00:09:28.560 --> 00:09:30.560]  他們自己住的地方
[00:09:30.560 --> 00:09:33.560]  以色列的地方都被他們侵佔
[00:09:33.560 --> 00:09:37.560]  被欺壓有七年那麼久
[00:09:37.560 --> 00:09:41.560]  在這裡基甸很倚靠上帝
[00:09:41.560 --> 00:09:44.560]  在第六章裡面你看到
[00:09:44.560 --> 00:09:46.560]  基甸和上帝有很多互動
[00:09:46.560 --> 00:09:48.560]  很多的對話
[00:09:48.560 --> 00:09:53.560]  基甸的勇氣來自耶和華與他同在
[00:09:53.560 --> 00:09:56.560]  所以這裡雖然基甸只有三百人
[00:09:56.560 --> 00:10:02.560]  敵軍可能多於一千甚至一萬更多的人
[00:10:02.560 --> 00:10:06.560]  但是基甸他的經驗
[00:10:06.560 --> 00:10:09.560]  他知道他靠著耶和華上帝
[00:10:09.560 --> 00:10:11.560]  縱使他有不足
[00:10:11.560 --> 00:10:14.560]  他自己很軟弱很膽小
[00:10:14.560 --> 00:10:16.560]  但是他靠著神給他的指示
[00:10:16.560 --> 00:10:19.560]  神叫他三百人就可以了
[00:10:19.560 --> 00:10:21.560]  結果在這裡來到
[00:10:21.560 --> 00:10:22.560]  先看第六章
[00:10:22.560 --> 00:10:24.560]  第七章這幾節
[00:10:24.560 --> 00:10:25.560]  就是最尾這幾節
[00:10:25.560 --> 00:10:29.560]  就是告訴你他們得到初步的勝利
[00:10:29.560 --> 00:10:32.560]  其中米顛當中兩個主要的領袖
[00:10:32.560 --> 00:10:36.560]  都被他殺了
[00:10:36.560 --> 00:10:41.560]  我們看螢光幕的提示
[00:10:41.560 --> 00:10:45.560]  我們好像基甸一樣
[00:10:45.560 --> 00:10:49.560]  在那一刻他面對這麼龐大的軍隊
[00:10:49.560 --> 00:10:56.560]  但是他願意放下自己的軟弱和恐懼
[00:10:56.560 --> 00:10:59.560]  他願意多些去倚靠上帝
[00:10:59.560 --> 00:11:03.560]  因為他知道上帝給他這個勇氣和智慧
[00:11:03.560 --> 00:11:07.560]  去突破自己的限制
[00:11:07.560 --> 00:11:10.560]  正如《針研》十六章九節這樣說
[00:11:10.560 --> 00:11:12.560]  我們一起讀
[00:11:12.560 --> 00:11:15.560]  人心就算自己的道路
[00:11:15.560 --> 00:11:19.560]  為耶和華指引他的腳步
[00:11:19.560 --> 00:11:24.560]  弟兄姊妹如果當你覺得自己很缺乏勇氣
[00:11:24.560 --> 00:11:29.560]  或者很看到自己不足的時候
[00:11:29.560 --> 00:11:32.560]  希望經文能夠鼓勵你
[00:11:32.560 --> 00:11:35.560]  可能你自己想了很多
[00:11:35.560 --> 00:11:40.560]  想了前面的計劃或者一些方向
[00:11:40.560 --> 00:11:43.560]  但是你可以倚靠耶和華
[00:11:43.560 --> 00:11:46.560]  好像基甸倚靠耶和華一樣
[00:11:46.560 --> 00:11:50.560]  去指引他的腳步
[00:11:50.560 --> 00:11:52.560]  雖然去到這裡
[00:11:52.560 --> 00:11:56.560]  基甸帶領以色列人獲得初步的勝利
[00:11:56.560 --> 00:12:00.560]  其中敵方的兩個首領已經被殺害
[00:12:00.560 --> 00:12:03.560]  他們用一個混亂的戰術
[00:12:03.560 --> 00:12:06.560]  在敵方的軍營裡面
[00:12:06.560 --> 00:12:09.560]  有一晚他們被搞到陣腳大亂
[00:12:09.560 --> 00:12:15.560]  在軍營裡面互相殺死自己人
[00:12:15.560 --> 00:12:20.560]  所以他們有很多的兵已經死了
[00:12:20.560 --> 00:12:23.560]  在這個初步勝利的同時
[00:12:23.560 --> 00:12:27.560]  我們也看到一些隱憂
[00:12:27.560 --> 00:12:29.560]  雖然他們正在贏
[00:12:29.560 --> 00:12:32.560]  海船可能即將歸來
[00:12:32.560 --> 00:12:36.560]  但是面對他們內部的支派之間
[00:12:36.560 --> 00:12:38.560]  發生了一些摩擦和衝突
[00:12:38.560 --> 00:12:40.560]  接下來的經文
[00:12:40.560 --> 00:12:43.560]  因為有1至21節
[00:12:43.560 --> 00:12:46.560]  我們就不會在這裡每一節讀出
[00:12:46.560 --> 00:12:52.560]  就讓我握腰說出當中的一些重點
[00:12:52.560 --> 00:12:55.560]  究竟在八章1至21節裡面
[00:12:55.560 --> 00:12:58.560]  描述了一件什麼事呢?
[00:12:58.560 --> 00:13:01.560]  其實當中有參與的支派
[00:13:01.560 --> 00:13:04.560]  有以法連之派和迦德的支派
[00:13:04.560 --> 00:13:07.560]  雖然迦德的支派沒有寫迦德的名字
[00:13:07.560 --> 00:13:11.560]  但是當中所提到的蘇國人和比魯伊拉人
[00:13:11.560 --> 00:13:15.560]  他們就是迦德的支派
[00:13:15.560 --> 00:13:16.560]  究竟發生了什麼事呢?
[00:13:16.560 --> 00:13:19.560]  原來在八章1至3節
[00:13:19.560 --> 00:13:27.560]  以法連人和基地發生激烈的爭吵
[00:13:27.560 --> 00:13:30.560]  爭吵什麼呢?
[00:13:30.560 --> 00:13:34.560]  就是為什麼他們一開始打仗就不喊我們
[00:13:34.560 --> 00:13:36.560]  因為以法連在當時來說
[00:13:36.560 --> 00:13:39.560]  也是一個很大的支派
[00:13:39.560 --> 00:13:41.560]  是他們的盟友
[00:13:41.560 --> 00:13:43.560]  如果你有印象的話
[00:13:43.560 --> 00:13:45.560]  幫以色列人爭戰的
[00:13:45.560 --> 00:13:49.560]  兩位出色的領袖約書和底波拉
[00:13:49.560 --> 00:13:52.560]  都是以法連的支派
[00:13:52.560 --> 00:13:55.560]  他們自然是一個很強大的支派
[00:13:55.560 --> 00:14:01.560]  基地是很需要這麼有勢力的盟友
[00:14:01.560 --> 00:14:03.560]  但是以法連人可能就是氣基地
[00:14:03.560 --> 00:14:07.560]  一開始的時候沒有找他們幫忙
[00:14:07.560 --> 00:14:09.560]  當中可能涉及
[00:14:09.560 --> 00:14:11.560]  當打贏仗的時候
[00:14:11.560 --> 00:14:13.560]  怎樣去評分米顛人手上
[00:14:13.560 --> 00:14:16.560]  擄掠回來的財物
[00:14:16.560 --> 00:14:19.560]  因為也有很多不同的規則
[00:14:19.560 --> 00:14:22.560]  原來直到大衛那個年代
[00:14:22.560 --> 00:14:27.560]  才定下來上陣和看守兵器的人
[00:14:27.560 --> 00:14:29.560]  是評分掠物的
[00:14:29.560 --> 00:14:31.560]  可能之前一直都會有很多爭吵
[00:14:31.560 --> 00:14:34.560]  究竟是上場打仗士兵
[00:14:34.560 --> 00:14:36.560]  拿多些掠物
[00:14:36.560 --> 00:14:38.560]  還是看守兵器的人會少一點呢?
[00:14:38.560 --> 00:14:41.560]  原來到了大衛的時代已經定下了規則
[00:14:41.560 --> 00:14:43.560]  去評分掠物
[00:14:43.560 --> 00:14:45.560]  所以可能因為這個緣故
[00:14:45.560 --> 00:14:47.560]  以法連人又覺得沒有面子
[00:14:47.560 --> 00:14:48.560]  我是大哥
[00:14:48.560 --> 00:14:51.560]  為什麼你打仗不會喊我呢?
[00:14:51.560 --> 00:14:55.560]  就和基地發生很激烈的爭吵
[00:14:55.560 --> 00:14:57.560]  但基地在這個時候
[00:14:57.560 --> 00:15:02.560]  他知道自己是出身於馬來西亞支派
[00:15:02.560 --> 00:15:04.560]  是一個很小的支派
[00:15:04.560 --> 00:15:06.560]  並且在他的附加裏面
[00:15:06.560 --> 00:15:08.560]  他是最微小的
[00:15:08.560 --> 00:15:10.560]  他的附加裏面也很窮
[00:15:10.560 --> 00:15:12.560]  所以他知道自己相對於
[00:15:12.560 --> 00:15:15.560]  這麼優秀優越的以法連支派
[00:15:15.560 --> 00:15:17.560]  他也覺得自卑
[00:15:17.560 --> 00:15:19.560]  但他就很有技巧地回應
[00:15:19.560 --> 00:15:22.560]  以法連人的質問
[00:15:22.560 --> 00:15:24.560]  他就在當中高抬
[00:15:24.560 --> 00:15:28.560]  以法連人的地位和他們的能力
[00:15:28.560 --> 00:15:32.560]  以致希望以法連人下到一口氣
[00:15:32.560 --> 00:15:39.560]  他怎麼說呢?
[00:15:39.560 --> 00:15:41.560]  基地對他們說
[00:15:41.560 --> 00:15:42.560]  在八章二節
[00:15:42.560 --> 00:15:44.560]  我現在所做的
[00:15:44.560 --> 00:15:47.560]  怎麼與你們所做的相比呢?
[00:15:47.560 --> 00:15:50.560]  以法連拾取剩下的葡萄
[00:15:50.560 --> 00:15:55.560]  不強過亞比爾族所摘的葡萄嗎?
[00:15:55.560 --> 00:15:59.560]  這句話當時可能是一句成語
[00:15:59.560 --> 00:16:04.560]  意思是亞比爾族在收穫季節所收穫的葡萄
[00:16:04.560 --> 00:16:06.560]  他在說自己
[00:16:06.560 --> 00:16:13.560]  都不及以法連人所拾的葡萄
[00:16:13.560 --> 00:16:17.560]  以法連人比他自己強大得多
[00:16:17.560 --> 00:16:19.560]  基典謙稱自己的貢獻
[00:16:19.560 --> 00:16:22.560]  比不上以法連人的貢獻
[00:16:22.560 --> 00:16:28.560]  自己的軍隊也成不了氣候
[00:16:28.560 --> 00:16:31.560]  以法連人接受奉承
[00:16:31.560 --> 00:16:33.560]  那口氣就消了
[00:16:33.560 --> 00:16:37.560]  就沒有再與基典爭論
[00:16:37.560 --> 00:16:39.560]  我們看到基典在這裡
[00:16:39.560 --> 00:16:42.560]  是用溫柔的語氣
[00:16:42.560 --> 00:16:48.560]  去對答質問他和他吵架的以法連人
[00:16:48.560 --> 00:16:49.560]  但相反
[00:16:49.560 --> 00:16:51.560]  面對勢力弱小的支派
[00:16:51.560 --> 00:16:54.560]  我先說一個小的支派
[00:16:54.560 --> 00:16:55.560]  加德支派
[00:16:55.560 --> 00:17:01.560]  當中兩班人是蘇國人和比盧伊納人
[00:17:01.560 --> 00:17:03.560]  他就轉換了方式
[00:17:03.560 --> 00:17:06.560]  用一個不同的口吻
[00:17:06.560 --> 00:17:12.560]  去質問這兩個地方的同胞
[00:17:12.560 --> 00:17:15.560]  還很嚴厲地告訴他們
[00:17:15.560 --> 00:17:17.560]  如果你們不幫忙
[00:17:17.560 --> 00:17:22.560]  我贏了之後會回來懲罰你們
[00:17:22.560 --> 00:17:27.560]  因為在先頭八章的一至二十一節記載
[00:17:27.560 --> 00:17:33.560]  他要殺完那兩個米顛的領袖之後
[00:17:33.560 --> 00:17:36.560]  他還要去追擊那兩個米顛王
[00:17:36.560 --> 00:17:38.560]  還沒殺到的那兩個王
[00:17:38.560 --> 00:17:41.560]  但追擊的時候已經很累
[00:17:41.560 --> 00:17:45.560]  他去到蘇國和比盧伊納這兩個地方
[00:17:45.560 --> 00:17:49.560]  也是以色列支派加德所佔的地方
[00:17:49.560 --> 00:17:51.560]  去請求他們幫助
[00:17:51.560 --> 00:17:53.560]  但他們覺得自己弱小
[00:17:53.560 --> 00:17:55.560]  可能害怕得罪米顛人
[00:17:55.560 --> 00:17:57.560]  所以就沒有幫助基顛
[00:17:57.560 --> 00:17:58.560]  沒有給他們食糧
[00:17:58.560 --> 00:18:00.560]  沒有給予一些援助
[00:18:00.560 --> 00:18:02.560]  所以基顛就很生氣
[00:18:02.560 --> 00:18:04.560]  說回來的時候
[00:18:04.560 --> 00:18:07.560]  我會用曠野的荊棘和擲泥
[00:18:07.560 --> 00:18:10.560]  擊打你們 扎打你們
[00:18:10.560 --> 00:18:13.560]  這是一個很大的侮辱
[00:18:13.560 --> 00:18:14.560]  另外他也說
[00:18:14.560 --> 00:18:15.560]  我回來的時候
[00:18:15.560 --> 00:18:20.560]  我會將比盧伊納的城樓拆掉
[00:18:20.560 --> 00:18:22.560]  結果他真的履行他的承諾
[00:18:22.560 --> 00:18:25.560]  他最終在記載裡面
[00:18:25.560 --> 00:18:29.560]  殺了那兩個米顛的王
[00:18:29.560 --> 00:18:33.560]  最終拿到他們的性命
[00:18:33.560 --> 00:18:39.560]  而這兩個王就叫西巴和薩姆蘭
[00:18:39.560 --> 00:18:41.560]  而當中這裡比較明確
[00:18:41.560 --> 00:18:45.560]  就看到他們的兵力有多少
[00:18:45.560 --> 00:18:50.560]  總共有13萬5千
[00:18:50.560 --> 00:18:52.560]  但追殺到的時候
[00:18:52.560 --> 00:18:54.560]  因為之前的混亂戰策
[00:18:54.560 --> 00:18:56.560]  戰略他們已經死了12萬人
[00:18:56.560 --> 00:18:58.560]  剩下1萬5千人
[00:18:58.560 --> 00:19:00.560]  但那300人對於1萬5千人
[00:19:00.560 --> 00:19:05.560]  仍然是很懸殊的
[00:19:05.560 --> 00:19:07.560]  我們聽到這裡
[00:19:07.560 --> 00:19:10.560]  發覺為什麼會這樣呢
[00:19:10.560 --> 00:19:12.560]  他對意法連支派
[00:19:12.560 --> 00:19:18.560]  和對加德支派的態度是很不同的
[00:19:18.560 --> 00:19:21.560]  這個差別的待遇
[00:19:21.560 --> 00:19:26.560]  加深了以色列支派之間的猜疑和分裂
[00:19:26.560 --> 00:19:29.560]  因為當時他們還沒有王
[00:19:29.560 --> 00:19:30.560]  他們很分散
[00:19:30.560 --> 00:19:32.560]  每個支派分了地之後
[00:19:32.560 --> 00:19:34.560]  都在自己的支派裡面
[00:19:34.560 --> 00:19:37.560]  帶領自己的地的人民
[00:19:37.560 --> 00:19:40.560]  但當面對共同的敵人的時候
[00:19:40.560 --> 00:19:43.560]  其實支派之間如果可以聯合起來
[00:19:43.560 --> 00:19:45.560]  去對抗敵人
[00:19:45.560 --> 00:19:47.560]  是會更加有利
[00:19:47.560 --> 00:19:50.560]  和保護到自己的百姓
[00:19:50.560 --> 00:19:53.560]  但因為在這個戰爭裡面
[00:19:53.560 --> 00:19:55.560]  對抗米顛的戰爭裡面
[00:19:55.560 --> 00:19:59.560]  基顛就很好聲氣對待意法連人
[00:19:59.560 --> 00:20:02.560]  但星星就說要罰
[00:20:02.560 --> 00:20:06.560]  加德支派的蘇國人和比魯伊拉人
[00:20:06.560 --> 00:20:08.560]  這個差別的待遇
[00:20:08.560 --> 00:20:11.560]  令到在約旦河東的三個支派
[00:20:11.560 --> 00:20:14.560]  馬來西東 加德和劉邊
[00:20:14.560 --> 00:20:17.560]  和西邊 約旦河西
[00:20:17.560 --> 00:20:20.560]  有拿忽他利 瓦切 西布倫
[00:20:20.560 --> 00:20:27.560]  西馬來西 以法連 卞阿敏 但 猶大西面
[00:20:27.560 --> 00:20:29.560]  東邊的支派比較少
[00:20:29.560 --> 00:20:33.560]  西邊比較多 近地中海 大海的地方
[00:20:33.560 --> 00:20:36.560]  東和西兩邊的支派之間
[00:20:36.560 --> 00:20:38.560]  因為基丁這件事
[00:20:38.560 --> 00:20:41.560]  就產生了差異和分裂
[00:20:41.560 --> 00:20:47.560]  總括來說 基丁對待蘇國人和比魯伊拉人的行為
[00:20:47.560 --> 00:20:55.560]  可能是基於不配合戰爭這個條例
[00:20:55.560 --> 00:20:57.560]  而可以懲罰對方
[00:20:57.560 --> 00:20:59.560]  可能有些你不合作
[00:20:59.560 --> 00:21:01.560]  我們支派之間有個條例
[00:21:01.560 --> 00:21:04.560]  你不配合戰爭 所以你要受罰
[00:21:04.560 --> 00:21:08.560]  但對於信仰和道德層面上
[00:21:08.560 --> 00:21:11.560]  他是被視為以色列領袖
[00:21:11.560 --> 00:21:14.560]  已經失去了應有的靈性
[00:21:14.560 --> 00:21:17.560]  走向權力腐化的開端
[00:21:17.560 --> 00:21:20.560]  基丁曾經以柔和的言語
[00:21:20.560 --> 00:21:23.560]  平息了以法連人的怒氣
[00:21:23.560 --> 00:21:27.560]  但對於約旦河東的蘇國和比魯伊拉
[00:21:27.560 --> 00:21:30.560]  這個支派 這個同胞
[00:21:30.560 --> 00:21:34.560]  他卻選擇了殘暴的手段對待他們
[00:21:34.560 --> 00:21:37.560]  我們看到到了這個時刻
[00:21:37.560 --> 00:21:39.560]  雖然他有初步的勝利
[00:21:39.560 --> 00:21:41.560]  也得到以法連人的幫助
[00:21:41.560 --> 00:21:44.560]  但我們看到基丁這位領袖的內心
[00:21:44.560 --> 00:21:49.560]  和他的謙卑正在慢慢地削弱
[00:21:49.560 --> 00:21:55.560]  經文讓我們看到人性軟弱的一面
[00:21:55.560 --> 00:22:01.560]  甚至連基丁這位大能的勇士都在所難免
[00:22:01.560 --> 00:22:07.560]  今天我們自己的內心和謙卑
[00:22:07.560 --> 00:22:13.560]  有沒有像基丁一樣慢慢地削減呢?
