
[00:00:00.000 --> 00:00:07.000]  在我們未分享訊息或是喜年生命故事之先的時間
[00:02:34.000 --> 00:02:38.000]  在我還沒介紹聖經人物之前
[00:02:38.000 --> 00:02:42.000]  我稍微介紹一下我這位老朋友
[00:02:42.000 --> 00:02:47.000]  我們相識了有四十多年的時間
[00:02:47.000 --> 00:02:52.000]  喜年姊妹就是我多年的好友
[00:02:52.000 --> 00:02:58.000]  她是在年輕的時候在教會所認識的
[00:02:58.000 --> 00:03:01.000]  我們都是住在同一個山頭
[00:03:01.000 --> 00:03:03.000]  這個山頭叫做什麼呢?
[00:03:03.000 --> 00:03:07.000]  就是慈雲山
[00:03:07.000 --> 00:03:10.000]  這個山頭也很大
[00:03:10.000 --> 00:03:16.000]  當時應該是一個最大的屋邨
[00:03:16.000 --> 00:03:23.000]  在當中住的大部分居民都是基層人士
[00:03:23.000 --> 00:03:29.000]  剛剛和今天我要介紹的聖經人物很相似
[00:03:29.000 --> 00:03:33.000]  在慈雲山旁邊也有一個墳場
[00:03:33.000 --> 00:03:35.000]  不知道大家知不知道
[00:03:35.000 --> 00:03:37.000]  就是鑽石山墳場
[00:03:37.000 --> 00:03:41.000]  在七十年代的時候
[00:03:41.000 --> 00:03:43.000]  就在這個山頭裡
[00:03:43.000 --> 00:03:48.000]  我認識了喜年姊妹
[00:03:48.000 --> 00:03:51.000]  不知道大家還認不認得我的樣子
[00:03:51.000 --> 00:03:53.000]  我年輕的時候的樣子
[00:03:53.000 --> 00:03:58.000]  在那個時候我所認識的喜年姊妹是很文靜
[00:03:58.000 --> 00:04:00.000]  不是很多說話的
[00:04:00.000 --> 00:04:04.000]  但她滿腦子都是一些藝術的創作
[00:04:04.000 --> 00:04:10.000]  不過現在我先介紹另外一位聖經人物給大家認識
[00:04:10.000 --> 00:04:15.000]  等下喜年姊妹會分享她自己生命的見證
[00:04:15.000 --> 00:04:18.000]  我要介紹的一位聖經人物
[00:04:18.000 --> 00:04:21.000]  聖經沒有記載他的名字
[00:04:21.000 --> 00:04:25.000]  但是因為他住在一個地方叫做格拉森
[00:04:25.000 --> 00:04:30.000]  所以我們稱呼他為格拉森人
[00:04:30.000 --> 00:04:33.000]  現在讓我們一起先去認識一下
[00:04:33.000 --> 00:04:40.000]  這個人在遇見耶穌之前的情況是怎樣的
[00:04:40.000 --> 00:04:51.000]  我們讀《馬可福音》五章的一至五節
[00:04:51.000 --> 00:04:55.000]  讓我們認識他在遇見耶穌之前的情況是怎樣的
[00:04:55.000 --> 00:04:58.000]  我們一起慢慢讀
[00:04:58.000 --> 00:05:03.000]  他們道道訪易居安
[00:05:03.000 --> 00:05:07.000]  耶穌一下船
[00:05:07.000 --> 00:05:13.000]  就有一個污淩赴身的人從墳墓靜著他走來
[00:05:13.000 --> 00:05:17.000]  那人常住在墳墓裡
[00:05:17.000 --> 00:05:19.000]  沒有人能困住他
[00:05:19.000 --> 00:05:22.000]  就是用鐵鏈也不能
[00:05:22.000 --> 00:05:27.000]  因為人類似用腳鐐和鐵鏈困鎖他
[00:05:27.000 --> 00:05:30.000]  鐵鏈竟被他爭奪了
[00:05:30.000 --> 00:05:33.000]  也被他弄碎了
[00:05:33.000 --> 00:05:36.000]  總沒有人能制服他
[00:05:36.000 --> 00:05:39.000]  他就夜常在墳營裡
[00:05:39.000 --> 00:05:41.000]  在山中喊叫
[00:05:41.000 --> 00:05:44.000]  又用石頭撼自己
[00:05:44.000 --> 00:05:54.000]  這段經文記載
[00:05:54.000 --> 00:06:01.000]  有一天耶穌和他的門徒來到一個地方叫格拉森
[00:06:01.000 --> 00:06:05.000]  格拉森是一個什麼地方呢
[00:06:05.000 --> 00:06:12.000]  在馬福音就叫格拉森
[00:06:12.000 --> 00:06:16.000]  在馬太福音就叫加大拉
[00:06:16.000 --> 00:06:19.000]  根據聖經學者的研究
[00:06:19.000 --> 00:06:26.000]  這個地方很可能就是現在的以色列的加利利海
[00:06:26.000 --> 00:06:28.000]  或者叫加利利湖
[00:06:28.000 --> 00:06:31.000]  其實它不是一個海,只是一個湖
[00:06:31.000 --> 00:06:35.000]  不過經常有大浪,所以就叫加利利海
[00:06:35.000 --> 00:06:47.000]  聖經學者認為它是現在約旦河東岸的富爾西地方
[00:06:47.000 --> 00:06:50.000]  這個地方靠近海岸
[00:06:50.000 --> 00:06:52.000]  附近也有一個山丘
[00:06:52.000 --> 00:06:58.000]  這個地方是屬於一個非猶太人居住的地區
[00:06:58.000 --> 00:07:04.000]  這個地方的山丘有很多石灰質的岩石
[00:07:04.000 --> 00:07:10.000]  當地人就會在這些岩石上作一些洞穴
[00:07:10.000 --> 00:07:15.000]  然後用這些洞穴來做一個埋葬死人的地方
[00:07:15.000 --> 00:07:18.000]  當中有些洞穴是比較大的
[00:07:18.000 --> 00:07:22.000]  大到可以容納一些人的罪責
[00:07:22.000 --> 00:07:26.000]  有些人要送別親人的時候,就在山洞裏面
[00:07:26.000 --> 00:07:28.000]  因此沒有人的時候
[00:07:28.000 --> 00:07:33.000]  這些較大的洞穴就會成為一些貧窮人
[00:07:33.000 --> 00:07:37.000]  或者一些無家可歸的人的棲身地方
[00:07:37.000 --> 00:07:42.000]  我看看這個人有什麼異常的地方
[00:07:42.000 --> 00:07:51.000]  首先經文告訴我們
[00:07:51.000 --> 00:07:58.000]  這個人被污靈,我們時常說是被邪靈附著
[00:07:58.000 --> 00:08:03.000]  致使他有超乎常人的能力
[00:08:03.000 --> 00:08:07.000]  他能夠爭奪綁住他的鐵鏈
[00:08:07.000 --> 00:08:11.000]  但經文告訴我們,他生命卻是被困的
[00:08:11.000 --> 00:08:14.000]  他不能夠自主,他自己是失控的
[00:08:14.000 --> 00:08:19.000]  他是被一大群的邪靈控制著
[00:08:19.000 --> 00:08:23.000]  這一大群的邪靈令他受盡折磨
[00:08:23.000 --> 00:08:27.000]  他晝夜時時都在墳墓裏面
[00:08:27.000 --> 00:08:31.000]  或者在山丘裏面喊叫
[00:08:31.000 --> 00:08:36.000]  又用石頭去砍自己,去傷害自己
[00:08:36.000 --> 00:08:41.000]  他住在遠離民居的墳墓裏面
[00:08:41.000 --> 00:08:44.000]  他又被人用鎖鏈鎖住他
[00:08:44.000 --> 00:08:48.000]  可以看得到,對於當地的民眾來講
[00:08:48.000 --> 00:08:50.000]  他不單止是沒有價值
[00:08:50.000 --> 00:08:55.000]  而且也會為他們帶來威脅或者傷害
[00:08:55.000 --> 00:08:59.000]  因此這個人就被那裏的居民
[00:08:59.000 --> 00:09:02.000]  也被他們的家人去遺棄
[00:09:02.000 --> 00:09:06.000]  將他排斥在他們的社區之外
[00:09:06.000 --> 00:09:11.000]  我們會看到這個格拉森人的生命是被困的
[00:09:11.000 --> 00:09:16.000]  他沒有辦法擺脫那些邪靈給他的克制
[00:09:16.000 --> 00:09:19.000]  他被家人,也被社會所遺棄
[00:09:19.000 --> 00:09:23.000]  他的心心靈受盡折磨,非常痛苦
[00:09:23.000 --> 00:09:27.000]  但他自己卻沒有能力去解決
[00:09:27.000 --> 00:09:30.000]  也沒有辦法為自己找到出路
[00:09:30.000 --> 00:09:34.000]  喜蓮姐妹,不知道你在信主之前
[00:09:34.000 --> 00:09:37.000]  你的際遇是怎樣呢?
[00:09:37.000 --> 00:09:40.000]  你對你的人生有甚麼盼望呢?
[00:09:40.000 --> 00:09:44.000]  大家好,我覺得當時的我
[00:09:44.000 --> 00:09:47.000]  也好像很多人一樣
[00:09:47.000 --> 00:09:50.000]  在那個時代,那個環境
[00:09:50.000 --> 00:09:56.000]  也是心不由己,很多不能夠自已的時候
[00:09:56.000 --> 00:09:59.000]  我印象深刻的地方就是
[00:09:59.000 --> 00:10:04.000]  我們一家人小時候也是艱難的
[00:10:04.000 --> 00:10:07.000]  我記得我們小時候
[00:10:07.000 --> 00:10:12.000]  我們是住在一些用板砌成的床
[00:10:12.000 --> 00:10:15.000]  而是在樓梯底下
[00:10:15.000 --> 00:10:18.000]  就是幾塊床板,一家人
[00:10:18.000 --> 00:10:21.000]  旁邊有一塊布簾
[00:10:21.000 --> 00:10:26.000]  布簾外面的走廊就會有很多人進出
[00:10:26.000 --> 00:10:29.000]  在一個這樣的環境裡
[00:10:29.000 --> 00:10:33.000]  就是去掙扎
[00:10:33.000 --> 00:10:37.000]  大家一起去面對當時的那種氣候
[00:10:37.000 --> 00:10:41.000]  這個和格拉森人那種不由己
[00:10:41.000 --> 00:10:44.000]  是有點相似的
[00:10:44.000 --> 00:10:48.000]  而我自己很少見到我爸爸
[00:10:48.000 --> 00:10:50.000]  他是閒選的
[00:10:50.000 --> 00:10:53.000]  他也比我媽媽大很多
[00:10:53.000 --> 00:10:56.000]  我媽媽是他的填房
[00:10:56.000 --> 00:11:00.000]  所以他和我出街的時候
[00:11:00.000 --> 00:11:02.000]  他就好像比我爺爺還大
[00:11:02.000 --> 00:11:05.000]  但是他就很疼我
[00:11:05.000 --> 00:11:10.000]  我印象中他是捉住我的左手教我寫字
[00:11:10.000 --> 00:11:16.000]  不過可惜他在我十歲那年就去世了
[00:11:16.000 --> 00:11:19.000]  我很感謝我的媽媽
[00:11:19.000 --> 00:11:24.000]  她是一個很有個性
[00:11:24.000 --> 00:11:26.000]  又很感性
[00:11:26.000 --> 00:11:30.000]  又很喜歡做手作的一個媽媽
[00:11:30.000 --> 00:11:34.000]  很感謝她盡她所能來照顧家庭
[00:11:34.000 --> 00:11:39.000]  我記得他起初是賣菜的
[00:11:39.000 --> 00:11:42.000]  後來他就幫人家倒垃圾
[00:11:42.000 --> 00:11:46.000]  為家家戶戶來上門收垃圾
[00:11:46.000 --> 00:11:49.000]  我大姐姐有幫他
[00:11:49.000 --> 00:11:52.000]  我自己也有幫他
[00:11:52.000 --> 00:11:56.000]  記得是跟著他去到一些不同的家庭
[00:11:56.000 --> 00:11:57.000]  不同的樓宇
[00:11:57.000 --> 00:12:00.000]  走進不同的廚房
[00:12:00.000 --> 00:12:03.000]  去倒垃圾、倒廚餘
[00:12:03.000 --> 00:12:09.000]  星期日我又會跟著媽媽去大廈洗樓梯
[00:12:09.000 --> 00:12:13.000]  我記得有一次可能媽媽病了
[00:12:13.000 --> 00:12:16.000]  我又要一個女孩子很小的時候
[00:12:16.000 --> 00:12:19.000]  去幫我媽媽跟進她的工作
[00:12:19.000 --> 00:12:23.000]  我記得是自己一個女孩子
[00:12:23.000 --> 00:12:27.000]  去推著一輛木頭木板
[00:12:27.000 --> 00:12:30.000]  上面有幾個螺裝著垃圾
[00:12:30.000 --> 00:12:34.000]  推著一輛車去橫過馬路
[00:12:34.000 --> 00:12:36.000]  那種驚險的場面
[00:12:36.000 --> 00:12:39.000]  另一個驚險的場面
[00:12:39.000 --> 00:12:45.000]  就是我媽媽有一次在碼頭海邊工作
[00:12:45.000 --> 00:12:48.000]  她不小心就掉下海
[00:12:48.000 --> 00:12:53.000]  驚動了周圍的一個路人大叫
[00:12:53.000 --> 00:12:57.000]  幸好在後面店舖裡有個人
[00:12:57.000 --> 00:13:00.000]  出來就跳下海救起我媽媽
[00:13:00.000 --> 00:13:04.000]  所以我那些日子的艱難
[00:13:04.000 --> 00:13:11.000]  我相信也是很多很普遍的家庭的艱難
[00:13:11.000 --> 00:13:14.000]  我自己有個大我十年的大姐姐
[00:13:14.000 --> 00:13:16.000]  她很好的
[00:13:16.000 --> 00:13:22.000]  她應該也肩負了很多媽媽帶給她的責任
[00:13:22.000 --> 00:13:27.000]  她也受了很多的
[00:13:27.000 --> 00:13:30.000]  承擔了很多衝擊和勞苦
[00:13:30.000 --> 00:13:32.000]  是一個很好的大姐姐
[00:13:32.000 --> 00:13:35.000]  我很感恩她後來信了主
[00:13:35.000 --> 00:13:40.000]  我也很感恩我媽媽臨死的時候也信了主
[00:13:40.000 --> 00:13:45.000]  這是我生命裡難以形容的安慰
[00:13:45.000 --> 00:13:48.000]  我自己有個二哥
[00:13:48.000 --> 00:13:53.000]  不過我也不記得他在我還沒出生的時候
[00:13:53.000 --> 00:13:56.000]  他應該就過世了
[00:13:56.000 --> 00:14:00.000]  我八歲的時候有個妹妹出生
[00:14:00.000 --> 00:14:03.000]  很感恩她現在也是信主的
[00:14:03.000 --> 00:14:05.000]  我六歲的時候
[00:14:05.000 --> 00:14:08.000]  我的弟弟就病死了
[00:14:08.000 --> 00:14:12.000]  我連他的樣子是怎樣我也不記得
[00:14:12.000 --> 00:14:16.000]  而在我兩歲的時候
[00:14:16.000 --> 00:14:21.000]  可惜我右手感染了一種惡菌
[00:14:21.000 --> 00:14:23.000]  手就開始腐爛
[00:14:23.000 --> 00:14:26.000]  一直蔓延到肩膀
[00:14:26.000 --> 00:14:29.000]  醫院也幫不了我們
[00:14:29.000 --> 00:14:31.000]  沒有辦法
[00:14:31.000 --> 00:14:33.000]  就說要把他鋸掉
[00:14:33.000 --> 00:14:35.000]  我媽媽不忍心
[00:14:35.000 --> 00:14:38.000]  她就把我從醫院抱回家
[00:14:38.000 --> 00:14:43.000]  當時的艱難可能她有賣有當
[00:14:43.000 --> 00:14:46.000]  她想著自己想辦法去幫我
[00:14:46.000 --> 00:14:51.000]  後來手也穩定下來
[00:14:51.000 --> 00:14:54.000]  就沒有再惡化了
[00:14:54.000 --> 00:14:59.000]  不過也有很多的瘡疤
[00:14:59.000 --> 00:15:02.000]  也不能夠再伸直
[00:15:02.000 --> 00:15:04.000]  所以在我生命裡
[00:15:04.000 --> 00:15:07.000]  一個都是我心處的自卑
[00:15:07.000 --> 00:15:11.000]  加上我自己的耳膜
[00:15:11.000 --> 00:15:14.000]  小時候穿了自己不知道
[00:15:14.000 --> 00:15:16.000]  一直聽都不好
[00:15:16.000 --> 00:15:20.000]  所以有一點自己
[00:15:20.000 --> 00:15:23.000]  藏在自己的世界裡
[00:15:23.000 --> 00:15:25.000]  覺得很孤寂
[00:15:25.000 --> 00:15:28.000]  加上我小學畢業之後
[00:15:28.000 --> 00:15:30.000]  又考不到中學
[00:15:30.000 --> 00:15:33.000]  沒辦法就唯有出來工作
[00:15:33.000 --> 00:15:38.000]  雖然也有嘗試努力去讀夜校
[00:15:38.000 --> 00:15:42.000]  不過後來也只能讀到夜校中一
[00:15:42.000 --> 00:15:44.000]  就好像其他的家庭
[00:15:44.000 --> 00:15:46.000]  其他的人一樣
[00:15:46.000 --> 00:15:50.000]  在當時嘗試過無數的工種
[00:15:50.000 --> 00:15:53.000]  無論是家裡的村家花
[00:15:53.000 --> 00:15:55.000]  村豬仔
[00:15:55.000 --> 00:15:57.000]  或者去工廠
[00:15:57.000 --> 00:16:00.000]  去為玩具去賞識
[00:16:00.000 --> 00:16:04.000]  試過在一間木雕塑
[00:16:04.000 --> 00:16:08.000]  很多木料的地方去做賞識
[00:16:08.000 --> 00:16:11.000]  那個是比較開心的工作
[00:16:11.000 --> 00:16:13.000]  又做過電子
[00:16:13.000 --> 00:16:16.000]  做過製衣
[00:16:16.000 --> 00:16:18.000]  就是在很多很多的
[00:16:18.000 --> 00:16:21.000]  黑板的工作裡
[00:16:21.000 --> 00:16:24.000]  逐漸成長
[00:16:24.000 --> 00:16:29.000]  好,那很感謝喜蓮姐妹
[00:16:29.000 --> 00:16:33.000]  分享她年輕時的際遇
[00:16:33.000 --> 00:16:36.000]  我們再回頭去看
[00:16:36.000 --> 00:16:41.000]  在聖經的格拉森人的際遇
[00:16:41.000 --> 00:16:43.000]  有沒有出路
[00:16:43.000 --> 00:16:48.000]  正當格拉森人在絕望中
[00:16:48.000 --> 00:16:50.000]  似乎找不到出路的時間
[00:16:50.000 --> 00:16:53.000]  主耶穌親自去尋找他
[00:16:53.000 --> 00:16:57.000]  平時主耶穌只是在猶太人的地區
[00:16:57.000 --> 00:16:59.000]  出入傳道
[00:16:59.000 --> 00:17:01.000]  很少去到
[00:17:01.000 --> 00:17:06.000]  好像格拉森這個非猶太人的地區
[00:17:06.000 --> 00:17:09.000]  但有一天他打破了常規
[00:17:09.000 --> 00:17:11.000]  他帶著他的門徒去到一個
[00:17:11.000 --> 00:17:16.000]  外邦人的格拉森的地方去
[00:17:16.000 --> 00:17:20.000]  相信是因為主耶穌知道
[00:17:20.000 --> 00:17:23.000]  這個格拉森人的困境
[00:17:23.000 --> 00:17:25.000]  於是他主動去找他
[00:17:25.000 --> 00:17:28.000]  幫助他脫離困境
[00:17:28.000 --> 00:17:33.000]  現在讓我們一起讀一讀
[00:17:33.000 --> 00:17:36.000]  經文的內容
[00:17:36.000 --> 00:17:40.000]  首先讀第六節到第十節
[00:17:40.000 --> 00:17:42.000]  讓我們一起讀
[00:17:42.000 --> 00:17:45.000]  他遠遠看見耶穌
[00:17:45.000 --> 00:17:47.000]  跑過來拜祂
[00:17:47.000 --> 00:17:49.000]  大聲呼叫說
[00:17:49.000 --> 00:17:51.000]  至高神的兒子耶穌
[00:17:51.000 --> 00:17:54.000]  祢為什麼干擾我
[00:17:54.000 --> 00:17:56.000]  我只著神懇求祢
[00:17:56.000 --> 00:17:58.000]  不要叫我受苦
[00:17:58.000 --> 00:18:02.000]  這是因耶穌曾吩咐他說
[00:18:02.000 --> 00:18:06.000]  孤零呀從這人身上出來
[00:18:06.000 --> 00:18:08.000]  耶穌問他
[00:18:08.000 --> 00:18:10.000]  你叫什麼名字
[00:18:10.000 --> 00:18:12.000]  他說我名叫群
[00:18:12.000 --> 00:18:15.000]  因為我們眾目數多
[00:18:15.000 --> 00:18:17.000]  他再三求耶穌
[00:18:17.000 --> 00:18:21.000]  不要叫他們離開那地方
[00:18:21.000 --> 00:18:24.000]  我們再看前一點
[00:18:24.000 --> 00:18:29.000]  當格拉森人見到耶穌的時間
[00:18:29.000 --> 00:18:32.000]  他跑去拜耶穌
[00:18:32.000 --> 00:18:34.000]  他也跟耶穌說話
[00:18:34.000 --> 00:18:36.000]  不過我們知道
[00:18:36.000 --> 00:18:40.000]  其實說話的人物
[00:18:40.000 --> 00:18:42.000]  不是那個人本身
[00:18:42.000 --> 00:18:44.000]  其實只是一大群
[00:18:44.000 --> 00:18:46.000]  在控制他的邪靈
[00:18:46.000 --> 00:18:50.000]  他們知道耶穌是至高神的兒子
[00:18:50.000 --> 00:18:54.000]  但他們拜耶穌
[00:18:54.000 --> 00:18:57.000]  不是因為他們出於真誠
[00:18:57.000 --> 00:18:59.000]  出於敬畏
[00:18:59.000 --> 00:19:03.000]  只不過是因為耶穌比他們更有能力
[00:19:03.000 --> 00:19:05.000]  能夠審判他們
[00:19:05.000 --> 00:19:07.000]  能夠讓他們受苦
[00:19:07.000 --> 00:19:10.000]  他們為了避免在將來審判之前
[00:19:10.000 --> 00:19:14.000]  提前受苦的時候
[00:19:14.000 --> 00:19:17.000]  他們就向耶穌請求
[00:19:17.000 --> 00:19:20.000]  透過他們拜耶穌的時候
[00:19:20.000 --> 00:19:25.000]  可以跟耶穌討價還價
[00:19:25.000 --> 00:19:28.000]  他們知道主耶穌
[00:19:28.000 --> 00:19:32.000]  一定會將他們趕出離開的地方
[00:19:32.000 --> 00:19:34.000]  他們就改求耶穌
[00:19:34.000 --> 00:19:37.000]  不要讓他們離開那個地方
[00:19:37.000 --> 00:19:39.000]  他們就懇求耶穌
[00:19:39.000 --> 00:19:45.000]  讓他們進入附近的豬群裏面
[00:19:45.000 --> 00:19:51.000]  我們一起讀第十一節到第十三節
[00:19:51.000 --> 00:19:53.000]  在山坡那裏
[00:19:53.000 --> 00:19:56.000]  有一大群豬正在吃食
[00:19:56.000 --> 00:19:59.000]  呼靈就將求耶穌說
[00:19:59.000 --> 00:20:02.000]  求祢打發我們進入豬群
[00:20:02.000 --> 00:20:04.000]  好輔助他們
[00:20:04.000 --> 00:20:06.000]  耶穌准了他們
[00:20:06.000 --> 00:20:08.000]  呼靈就出來
[00:20:08.000 --> 00:20:10.000]  進入豬裏
[00:20:10.000 --> 00:20:14.000]  那豬群從山崖透進海裏
[00:20:14.000 --> 00:20:18.000]  淹死了主的數目約有二千
[00:20:18.000 --> 00:20:20.000]  我們停在這裏
[00:20:20.000 --> 00:20:28.000]  主耶穌是有權並趕走邪靈
[00:20:28.000 --> 00:20:31.000]  不單止趕走邪靈
[00:20:31.000 --> 00:20:36.000]  也可以不讓他們進入豬群裏面
[00:20:36.000 --> 00:20:40.000]  但主耶穌仍然答應他們的要求
[00:20:40.000 --> 00:20:42.000]  為什麼呢?
[00:20:42.000 --> 00:20:44.000]  我相信是因為
[00:20:44.000 --> 00:20:46.000]  那個加拉森人
[00:20:46.000 --> 00:20:51.000]  一直長期受到那群邪靈的折磨
[00:20:51.000 --> 00:20:54.000]  主耶穌不想他們繼續受折磨
[00:20:54.000 --> 00:20:59.000]  所以寧願犧牲那群豬群的生命
[00:20:59.000 --> 00:21:03.000]  讓這個人早日得以脫離痛苦
[00:21:03.000 --> 00:21:13.000]  於是那群邪靈就懇求耶穌
[00:21:13.000 --> 00:21:15.000]  讓他們進入豬群裏
[00:21:15.000 --> 00:21:17.000]  當他們進入豬群後
[00:21:17.000 --> 00:21:19.000]  那群豬可能因為這樣
[00:21:19.000 --> 00:21:23.000]  因為有一些邪靈進入他們的身體裏
[00:21:23.000 --> 00:21:25.000]  使他們受驚
[00:21:25.000 --> 00:21:29.000]  使他們全都投入海裏
[00:21:29.000 --> 00:21:32.000]  全都淹死了
[00:21:32.000 --> 00:21:37.000]  我們一起讀這兩隻聖經
[00:21:37.000 --> 00:21:40.000]  放豬的逃跑了
[00:21:40.000 --> 00:21:43.000]  去告訴城裏和鄉下的人
[00:21:43.000 --> 00:21:45.000]  眾人就來
[00:21:45.000 --> 00:21:47.000]  要看發生了什麼事
[00:21:47.000 --> 00:21:49.000]  他們來到耶穌那裏
[00:21:49.000 --> 00:21:52.000]  看見那被鬼附的人
[00:21:52.000 --> 00:21:55.000]  就是曾被鬼所附的
[00:21:55.000 --> 00:21:57.000]  坐著穿著衣服
[00:21:57.000 --> 00:21:59.000]  神智清醒
[00:21:59.000 --> 00:22:01.000]  他們就害怕
[00:22:01.000 --> 00:22:03.000]  在這裏我們看到
[00:22:03.000 --> 00:22:07.000]  邪靈離開了那人之後
[00:22:07.000 --> 00:22:10.000]  這個人就得到解救
[00:22:10.000 --> 00:22:13.000]  他的心智就重新恢復過來
[00:22:13.000 --> 00:22:15.000]  他可以穿回衣服
[00:22:15.000 --> 00:22:18.000]  即是說他之前其實是沒有穿衣服的
[00:22:18.000 --> 00:22:19.000]  他現在穿回衣服
[00:22:19.000 --> 00:22:21.000]  可以重拾他的尊嚴
[00:22:21.000 --> 00:22:25.000]  他不會再受邪靈去控制
[00:22:25.000 --> 00:22:30.000]  也不需要受到邪靈的折磨和傷害
[00:22:30.000 --> 00:22:32.000]  在這裏我們看到
[00:22:32.000 --> 00:22:34.000]  這個夾拉心人
[00:22:34.000 --> 00:22:36.000]  他身邊的人
[00:22:36.000 --> 00:22:38.000]  不覺得他有價值
[00:22:38.000 --> 00:22:40.000]  但耶穌他體重
[00:22:40.000 --> 00:22:42.000]  覺得他很有價值
[00:22:42.000 --> 00:22:45.000]  他特地從另一個地方
[00:22:45.000 --> 00:22:48.000]  坐船過來去遇見他
[00:22:48.000 --> 00:22:52.000]  他又願意用二千頭的豬的生命
[00:22:52.000 --> 00:22:55.000]  去換取他生命的生命
[00:22:55.000 --> 00:22:57.000]  讓他重得自由
[00:22:57.000 --> 00:22:59.000]  這個夾拉心人
[00:22:59.000 --> 00:23:02.000]  他曾經活在痛苦和絕望裏面
[00:23:02.000 --> 00:23:04.000]  他找不到出路
[00:23:04.000 --> 00:23:07.000]  但主耶穌親自來尋找他
[00:23:07.000 --> 00:23:09.000]  改變了他的生命
[00:23:09.000 --> 00:23:11.000]  喜蓮姐妹
[00:23:11.000 --> 00:23:16.000]  不知道在你以前是怎樣去遇見耶穌
[00:23:16.000 --> 00:23:19.000]  和怎樣去相信他呢?
[00:23:19.000 --> 00:23:21.000]  請你分享一下
[00:23:21.000 --> 00:23:24.000]  我覺得主耶穌能夠主動去找夾拉心人
[00:23:24.000 --> 00:23:26.000]  真的很感恩
[00:23:26.000 --> 00:23:27.000]  他未見過他
[00:23:27.000 --> 00:23:31.000]  但其實他遙遙地知道他的存在
[00:23:31.000 --> 00:23:35.000]  我自己也很感恩經歷這個神蹟
[00:23:35.000 --> 00:23:40.000]  我自己因為居住的唐樓變成了危樓
[00:23:40.000 --> 00:23:43.000]  就駛駛去慈雲山
[00:23:43.000 --> 00:23:45.000]  我最初去到慈雲山
[00:23:45.000 --> 00:23:48.000]  我覺得這個山頭很冷很冷
[00:23:48.000 --> 00:23:50.000]  因為冬天的時候
[00:23:50.000 --> 00:23:54.000]  我走在山路上不斷打冷顫
[00:23:54.000 --> 00:23:58.000]  而我住的地方是一個向北的單位
[00:23:58.000 --> 00:23:59.000]  十五樓
[00:23:59.000 --> 00:24:03.000]  當我多走上一層
[00:24:03.000 --> 00:24:06.000]  我就可以進入一個無人的天台
[00:24:06.000 --> 00:24:10.000]  在天台上看下地下
[00:24:10.000 --> 00:24:14.000]  覺得一切都可以很簡單直接
