
[00:00:00.000 --> 00:00:01.660]  掌聲我們的神
[00:01:37.560 --> 00:01:40.160]  他會有一個時間跟大家相聚
[00:01:40.160 --> 00:01:41.320]  在五樓12點鐘
[00:01:41.320 --> 00:01:43.640]  他會介紹這本他所寫的新書
[00:01:43.640 --> 00:01:45.520]  摩西的福音
[00:01:45.520 --> 00:01:49.320]  這本書是很講到整個的聖經神學
[00:01:49.320 --> 00:01:50.800]  如何從新究曰裡面
[00:01:50.800 --> 00:01:53.600]  看見耶穌基督要私人的拯救
[00:01:53.600 --> 00:01:54.880]  所以鼓勵大家
[00:01:54.880 --> 00:01:55.880]  待會12點鐘
[00:01:55.880 --> 00:01:56.720]  去到五樓
[00:01:56.720 --> 00:01:59.720]  都可以跟Daniel Brock博士有個相遇的時間
[00:01:59.720 --> 00:02:01.680]  更加鼓勵大家
[00:02:01.680 --> 00:02:04.280]  既然恩福見基在真理和聖經上面
[00:02:04.280 --> 00:02:07.040]  我們的聖經神學院
[00:02:07.040 --> 00:02:08.200]  我們恩福神學院裡面
[00:02:08.200 --> 00:02:11.840]  都有龍太的舊約的整個系列的教導
[00:02:11.840 --> 00:02:13.480]  鼓勵大家都可以去參加
[00:02:13.480 --> 00:02:14.480]  還有Dr. Dean
[00:02:14.480 --> 00:02:15.960]  也有一個彈耳理書的教導
[00:02:15.960 --> 00:02:17.640]  都在接下來這一年的開學
[00:02:17.640 --> 00:02:19.080]  鼓勵大家善用這些時間
[00:02:19.080 --> 00:02:20.360]  我們再一次掌聲給
[00:02:20.360 --> 00:02:22.560]  Dr. Daniel Brock和他的翻譯Jeanette
[00:02:22.560 --> 00:02:25.240]  我們把時間和講台交給他們
[00:02:25.240 --> 00:02:27.240]  (掌聲)
[00:02:27.240 --> 00:02:29.240]  (英文翻譯)
[00:02:29.240 --> 00:02:31.240]  (英文翻譯)
[00:02:31.800 --> 00:02:33.800]  (英文翻譯)
[00:02:34.800 --> 00:02:36.800]  (英文翻譯)
[00:02:36.800 --> 00:02:39.360]  在這裡與大家打招呼,真的很榮幸啊!
[00:02:39.360 --> 00:02:46.320]  是因為主的邀請,我們在這裡聚首一堂
[00:02:46.320 --> 00:02:49.580]  是因著祂的恩典
[00:02:49.580 --> 00:02:52.400]  聽到祂的話
[00:02:52.400 --> 00:02:55.600]  聽到祂的聲音,不是我們的聲音
[00:02:55.600 --> 00:03:04.820]  我一定要在此向黎牧師
[00:03:06.680 --> 00:03:10.120]  和Billy他們這麼好邀請我們來
[00:03:10.120 --> 00:03:14.680]  博士已經來過這裡好幾次
[00:03:14.680 --> 00:03:21.960]  你們上面不是有教過生命記嗎?
[00:03:21.960 --> 00:03:27.720]  能夠再一次回來,真的很開心啊!
[00:03:32.720 --> 00:03:38.040]  我也要感謝這個人,叫Janet,幫忙攬魚沖素
[00:03:38.040 --> 00:03:45.040]  我是勇字當頭,來到這裡
[00:03:45.040 --> 00:03:47.040]  請大家多多指教
[00:03:47.040 --> 00:03:53.760]  由於上帝的恩典,我們都很開心
[00:03:53.760 --> 00:03:58.440]  和大家分享福音
[00:03:58.600 --> 00:04:06.680]  我也要向陳讚新牧師和提摩泰國際教育學院致謝
[00:04:06.680 --> 00:04:14.200]  和他們的印度出版社香港有限公司
[00:04:14.200 --> 00:04:21.240]  又一次可以讓我來到香港
[00:04:21.600 --> 00:04:23.600]  又一次可以讓我來到香港
[00:04:23.600 --> 00:04:33.440]  太久了,等了
[00:04:33.440 --> 00:04:42.880]  但是在這個機構,過去一周,博士很開心
[00:04:42.880 --> 00:04:49.240]  是六至七十個來自國內的學生
[00:04:49.600 --> 00:04:51.600]  和他們分享福音
[00:04:51.600 --> 00:04:55.480]  盟約
[00:04:55.480 --> 00:05:06.360]  就是上帝如何和這個破碎的世界接觸我們,用他的恩典
[00:05:15.800 --> 00:05:20.680]  今天早上我們很榮幸可以在這裡和大家分享我們得救的奇妙恩典
[00:05:20.680 --> 00:05:29.800]  我想大家從摩西的聲音角度來看福音
[00:05:29.800 --> 00:05:36.600]  因為不是很多人想著看生命記嗎?看福音嗎?
[00:05:36.600 --> 00:05:45.320]  英文的名字和希臘文的翻譯
[00:05:45.520 --> 00:05:47.520]  生命記
[00:05:47.520 --> 00:05:51.880]  第二次重申的律法
[00:05:51.880 --> 00:05:57.240]  都不像是講福音的
[00:05:57.240 --> 00:06:04.360]  在我們的神學觀裡面,一是有恩典,一是有律法
[00:06:04.360 --> 00:06:08.240]  兩者是對立的
[00:06:08.240 --> 00:06:14.080]  不過我們越看生命記的時候
[00:06:14.320 --> 00:06:20.320]  我更加被說服,應該重新為它訂名
[00:06:20.320 --> 00:06:26.080]  是應該說摩西所出的福音
[00:06:26.080 --> 00:06:35.480]  我想幫大家一起去今早聽一下,由他的角度出現的福音
[00:06:35.480 --> 00:06:43.600]  就是生命記第四章三十二至四十節
[00:06:43.600 --> 00:06:45.600]  請看
[00:06:46.600 --> 00:06:48.600]  我讀出來
[00:06:49.600 --> 00:06:51.600]  我讀出來
[00:06:51.600 --> 00:06:53.600]  請考察過往的日子
[00:06:53.600 --> 00:06:55.600]  在你以前的世代
[00:06:55.600 --> 00:06:57.600]  自從神做人在地上以來
[00:06:57.600 --> 00:06:59.600]  從天的這邊去到天的那邊
[00:06:59.600 --> 00:07:01.600]  可曾有過或者聽過這樣的大事呢?
[00:07:01.600 --> 00:07:05.600]  可曾有任何的百姓聽見神在火裡面說話的聲音?
[00:07:05.600 --> 00:07:08.600]  好像你們聽見還能夠生存的呢?
[00:07:08.600 --> 00:07:11.600]  可曾有任何的神明敢於勇敢的作為
[00:07:11.600 --> 00:07:16.600]  神跡、騎士、增賤、大能的手和伸出來的膀背
[00:07:16.600 --> 00:07:18.600]  並大而可畏的事
[00:07:18.600 --> 00:07:20.600]  在你到別的國家中
[00:07:20.600 --> 00:07:23.600]  裡面將一個國家的百姓領出來
[00:07:23.600 --> 00:07:26.600]  好像耶和華你們的神在埃及
[00:07:26.600 --> 00:07:29.600]  在你們眼前為你們所行的一切事呢?
[00:07:29.600 --> 00:07:31.600]  這些事顯給你們看
[00:07:31.600 --> 00:07:32.600]  是要你們知道
[00:07:32.600 --> 00:07:33.600]  耶和華是神
[00:07:33.600 --> 00:07:34.600]  除祂以外
[00:07:34.600 --> 00:07:35.600]  別無他神
[00:07:35.600 --> 00:07:37.600]  祂從天上使你聽見祂的聲音
[00:07:37.600 --> 00:07:39.600]  為了要教導你
[00:07:39.600 --> 00:07:41.600]  祂又在地上使你看見祂的烈火
[00:07:41.600 --> 00:07:44.600]  這個祂就是向你們說話了
[00:07:44.600 --> 00:07:46.600]  你就從火中聽見祂的話
[00:07:46.600 --> 00:07:48.600]  因為祂愛你的列祖
[00:07:48.600 --> 00:07:49.600]  揀選祂們的後裔
[00:07:49.600 --> 00:07:52.600]  親自用大能領你們出埃及
[00:07:52.600 --> 00:07:55.600]  要將比你更大更強盛的列國
[00:07:55.600 --> 00:07:57.600]  在你面前趕出
[00:07:57.600 --> 00:07:59.600]  將他們的地賜你為業
[00:07:59.600 --> 00:08:00.600]  好像今天一樣
[00:08:00.600 --> 00:08:02.600]  所以今天你要知道
[00:08:02.600 --> 00:08:03.600]  也要銘記於心
[00:08:03.600 --> 00:08:06.600]  天上地下唯有耶和華是神
[00:08:06.600 --> 00:08:09.600]  所以你要聽我今天吩咐你的律例誡命
[00:08:09.600 --> 00:08:11.600]  使你和你的後裔得福
[00:08:11.600 --> 00:08:13.600]  並使你的日子一直在耶和華
[00:08:13.600 --> 00:08:17.600]  你神賜你的土地上得以長久
[00:08:17.600 --> 00:08:24.600]  希望你今天見諒
[00:08:24.600 --> 00:08:30.600]  因為今天我們讀的經文
[00:08:30.600 --> 00:08:33.600]  可能博士會覺得有點激動
[00:08:41.600 --> 00:08:45.600]  因為這個是摩西臨別
[00:08:45.600 --> 00:08:48.600]  向他的百姓宣講的第一講
[00:08:48.600 --> 00:08:49.600]  的最後一段
[00:08:49.600 --> 00:08:56.600]  很長的講章
[00:08:56.600 --> 00:08:58.600]  一二三四的生命紀
[00:08:58.600 --> 00:09:04.600]  不過這個真的將整個講章
[00:09:04.600 --> 00:09:06.600]  推到高峰的方法
[00:09:06.600 --> 00:09:10.600]  直到這一點來講
[00:09:10.600 --> 00:09:14.600]  摩西一直在向他的百姓重複重複地說
[00:09:14.600 --> 00:09:16.600]  由他們在荷蓮山西乃山
[00:09:16.600 --> 00:09:19.600]  一直來到現在他們的歷史
[00:09:19.600 --> 00:09:25.600]  他在約旦河東邊
[00:09:25.600 --> 00:09:28.600]  一直看到一塊英女之地
[00:09:28.600 --> 00:09:32.600]  他覺得很慘
[00:09:32.600 --> 00:09:34.600]  因為他無法進入
[00:09:38.600 --> 00:09:40.600]  他覺得很慘
[00:09:40.600 --> 00:09:41.600]  他無法進入
[00:09:41.600 --> 00:09:46.600]  所以在這本書
[00:09:46.600 --> 00:09:52.600]  是他的臨別贈言
[00:09:52.600 --> 00:09:57.600]  或者是說
[00:09:57.600 --> 00:09:59.600]  他最後一次的講道的講章
[00:09:59.600 --> 00:10:05.600]  好像俄羅斯一些很好的崇拜
[00:10:06.600 --> 00:10:08.600]  他們會有四個的講道
[00:10:08.600 --> 00:10:16.600]  然後最後就是三十二章結尾
[00:10:16.600 --> 00:10:22.600]  然後就全族在那裡接受祝福
[00:10:22.600 --> 00:10:26.600]  是三十三章
[00:10:27.600 --> 00:10:29.600]  然後講者就結束了這本書
[00:10:29.600 --> 00:10:31.600]  以摩西的死為結尾
[00:10:31.600 --> 00:10:43.600]  這本書是很奇妙的
[00:10:43.600 --> 00:10:49.600]  這是四個講道的第一講
[00:10:55.600 --> 00:10:57.600]  在第三章
[00:10:57.600 --> 00:11:08.600]  一到第三章
[00:11:08.600 --> 00:11:10.600]  就是他們離開西乃山
[00:11:10.600 --> 00:11:11.600]  直到他們現在全部
[00:11:11.600 --> 00:11:13.600]  在約旦河東邊
[00:11:13.600 --> 00:11:19.600]  但是到了第四章的時候
[00:11:19.600 --> 00:11:20.600]  他們將他的講章
[00:11:20.600 --> 00:11:22.600]  推到一個高潮
[00:11:22.600 --> 00:11:24.600]  就像一個很好的講者
[00:11:24.600 --> 00:11:26.600]  他就開始了解
[00:11:26.600 --> 00:11:28.600]  主人對他們的所有的恩典
[00:11:28.600 --> 00:11:30.600]  和他們的所有的恩典
[00:11:30.600 --> 00:11:32.600]  和他們的所有的恩典
[00:11:32.600 --> 00:11:34.600]  的意義
[00:11:34.600 --> 00:11:44.600]  在第四章的一到八節
[00:11:44.600 --> 00:11:49.600]  他讚美神
[00:11:49.600 --> 00:11:52.600]  因為祂的奇異的恩典
[00:11:52.600 --> 00:12:00.600]  他是很清晰地向以色列人
[00:12:00.600 --> 00:12:02.600]  啟示自己的旨意
[00:12:02.600 --> 00:12:07.600]  令到列國都很清善和舒服
[00:12:07.600 --> 00:12:11.600]  你們就很棒了
[00:12:11.600 --> 00:12:13.600]  你們的神那麼偉大
[00:12:18.600 --> 00:12:20.600]  有哪一個神
[00:12:20.600 --> 00:12:22.600]  會像我們的神
[00:12:22.600 --> 00:12:24.600]  那麼和我們相近
[00:12:24.600 --> 00:12:27.600]  我們隨時向祂呼求
[00:12:27.600 --> 00:12:37.600]  還有什麼神
[00:12:37.600 --> 00:12:39.600]  會那麼清晰地
[00:12:39.600 --> 00:12:41.600]  將祂自己的公義
[00:12:41.600 --> 00:12:43.600]  向祂的百姓顯明呢
[00:12:43.600 --> 00:12:47.600]  這個就是陀拉
[00:12:47.600 --> 00:12:49.600]  的恩典和啟示
[00:12:49.600 --> 00:12:55.600]  第四章的中間部分
[00:12:55.600 --> 00:12:57.600]  他讚美神
[00:12:57.600 --> 00:12:59.600]  為了神的恩典
[00:12:59.600 --> 00:13:06.600]  在塞納爾
[00:13:06.600 --> 00:13:08.600]  神建立了
[00:13:08.600 --> 00:13:10.600]  祂與祂的先祖
[00:13:10.600 --> 00:13:12.600]  與祂的先祖的恩典
[00:13:12.600 --> 00:13:14.600]  在西乃山的時候
[00:13:14.600 --> 00:13:16.600]  上帝就和祂的先祖
[00:13:16.600 --> 00:13:18.600]  許下了盟約
[00:13:18.600 --> 00:13:25.600]  就是因為這樣
[00:13:25.600 --> 00:13:27.600]  就和先祖之後的後代
[00:13:27.600 --> 00:13:29.600]  去到繼續堅守他的盟約
[00:13:29.600 --> 00:13:36.600]  你大概去看看
[00:13:36.600 --> 00:13:38.600]  所有的古典的著作
[00:13:38.600 --> 00:13:40.600]  沒有一處你找到這樣的東西
[00:13:40.600 --> 00:13:42.600]  大家可以想像
[00:13:42.600 --> 00:13:44.600]  沒有一個神
[00:13:44.600 --> 00:13:46.600]  會和祂自己的子民
[00:13:46.600 --> 00:13:48.600]  這樣去立下盟約
[00:13:48.600 --> 00:13:54.600]  這個就是耶和華
[00:13:54.600 --> 00:13:56.600]  我們的神為我們所做的
[00:13:56.600 --> 00:14:00.600]  然後有第三個恩典
[00:14:00.600 --> 00:14:06.600]  就是神在埃及的奴役當中
[00:14:06.600 --> 00:14:08.600]  去拯救他們出來的這個恩典
[00:14:09.600 --> 00:14:11.600]  這個就是他講的一句話
[00:14:11.600 --> 00:14:15.600]  為什麼他會在這裡結束呢?
[00:14:15.600 --> 00:14:19.600]  其實他在第四章
[00:14:19.600 --> 00:14:21.600]  是在背後的
[00:14:21.600 --> 00:14:27.600]  如果你看看
[00:14:27.600 --> 00:14:29.600]  以色列的歷史
[00:14:29.600 --> 00:14:31.600]  他們是先離開了埃及
[00:14:31.600 --> 00:14:35.600]  然後上帝就和他們
[00:14:35.600 --> 00:14:37.600]  進入了契約的關係
[00:14:37.600 --> 00:14:39.600]  上帝就和以色列人許下了盟約
[00:14:39.600 --> 00:14:55.600]  在出埃及的大家看到了
[00:14:55.600 --> 00:14:57.600]  上帝和以色列人說
[00:14:57.600 --> 00:15:01.600]  我怎樣對付以色列人
[00:15:01.600 --> 00:15:03.600]  怎樣將你們好像鷹一樣
[00:15:03.600 --> 00:15:05.600]  背在背上帶離開
[00:15:06.600 --> 00:15:08.600]  然後給你們教導
[00:15:08.600 --> 00:15:10.600]  給你們律法
[00:15:10.600 --> 00:15:12.600]  是不是?
[00:15:12.600 --> 00:15:14.600]  不是啊,我本聖經不是這樣說的
[00:15:14.600 --> 00:15:20.600]  不是啊,我將你們帶離到我的心裡面
[00:15:20.600 --> 00:15:27.600]  這個是真是令人很讚嘆
[00:15:27.600 --> 00:15:29.600]  驚奇的一個特權
[00:15:29.600 --> 00:15:33.600]  他那時候還沒有律法
[00:15:33.600 --> 00:15:35.600]  但是他們就有神
[00:15:35.600 --> 00:15:41.600]  我們說的是盟約
[00:15:41.600 --> 00:15:45.600]  在座的結婚的
[00:15:45.600 --> 00:15:47.600]  知道什麼叫做分盟
[00:15:47.600 --> 00:15:53.600]  58年前左右
[00:15:53.600 --> 00:15:55.600]  和太太結婚
[00:15:55.600 --> 00:15:59.600]  在婚禮當中
[00:15:59.600 --> 00:16:01.600]  我沒有和她
[00:16:01.600 --> 00:16:03.600]  寫半頁的工作介紹
[00:16:03.600 --> 00:16:11.600]  她也沒有和我寫
[00:16:11.600 --> 00:16:13.600]  八頁的工作介紹
[00:16:13.600 --> 00:16:19.600]  沒有
[00:16:19.600 --> 00:16:21.600]  我們是將自己毀身給對方
[00:16:21.600 --> 00:16:25.600]  直到生命的結束
[00:16:27.600 --> 00:16:29.600]  這裡也是一樣
[00:16:29.600 --> 00:16:35.600]  唯一的不同就是神不會死
[00:16:35.600 --> 00:16:39.600]  他是一個永生的神
[00:16:39.600 --> 00:16:43.600]  而那些以色列人
[00:16:43.600 --> 00:16:45.600]  是和神有分盟
[00:16:45.600 --> 00:16:49.600]  他就和那些以色列人說
[00:16:49.600 --> 00:16:51.600]  如果你們現在聽我的聲音
[00:16:51.600 --> 00:16:53.600]  和謹守進行我的教導的話
[00:16:55.600 --> 00:16:57.600]  是我的君尊的祭祀
[00:16:57.600 --> 00:17:01.600]  是聖潔的國度
[00:17:01.600 --> 00:17:03.600]  那些人就說
[00:17:03.600 --> 00:17:07.600]  你說什麼我們就照辦主會進行
[00:17:07.600 --> 00:17:13.600]  其實他們都不知道自己簽了什麼
[00:17:13.600 --> 00:17:17.600]  他們不知道這是什麼解釋
[00:17:17.600 --> 00:17:19.600]  不過不重要
[00:17:19.600 --> 00:17:23.600]  這個不是立法的簽約
[00:17:23.600 --> 00:17:25.600]  這是什麼簽約
[00:17:25.600 --> 00:17:29.600]  神給予律法
[00:17:29.600 --> 00:17:33.600]  讓那些人知道
[00:17:33.600 --> 00:17:39.600]  就是讓回應
[00:17:39.600 --> 00:17:41.600]  去回應救恩
[00:17:41.600 --> 00:17:45.600]  和要知道什麼叫做正當的回應
[00:17:45.600 --> 00:17:47.600]  那個盟約的方法
[00:17:47.600 --> 00:17:51.600]  你要知道哪樣東西先行
[00:17:51.600 --> 00:17:53.600]  所以現在在第四章
[00:17:53.600 --> 00:17:55.600]  32-40
[00:17:55.600 --> 00:17:59.600]  在這第一次的講述的最終結部分
[00:17:59.600 --> 00:18:05.600]  我們可以知道
[00:18:05.600 --> 00:18:07.600]  他想讓那些人
[00:18:07.600 --> 00:18:09.600]  在他們的嘴巴和心中
[00:18:09.600 --> 00:18:11.600]  聽到什麼歌曲
[00:18:11.600 --> 00:18:17.600]  明天又會再講
[00:18:19.600 --> 00:18:21.600]  會比這個更長
[00:18:21.600 --> 00:18:25.600]  不過當你們回家
[00:18:25.600 --> 00:18:27.600]  睡個好覺
[00:18:27.600 --> 00:18:31.600]  然後慶祝神的恩典
[00:18:31.600 --> 00:18:37.600]  這就是驅使我們
[00:18:37.600 --> 00:18:39.600]  一直去敲鎮整個生命的境地
[00:18:39.600 --> 00:18:43.600]  看一看他是怎樣將整個故事講出來
[00:18:47.600 --> 00:18:49.600]  這是一個總結
[00:18:49.600 --> 00:18:55.600]  神的子民是有特權
[00:18:55.600 --> 00:18:57.600]  很有福氣的
[00:18:57.600 --> 00:19:01.600]  他們是被恩典救贖
[00:19:01.600 --> 00:19:07.600]  分別為聖
[00:19:07.600 --> 00:19:09.600]  成為他所愛的子民
[00:19:09.600 --> 00:19:11.600]  和是聖約的子民
[00:19:11.600 --> 00:19:15.600]  在我們的文本
[00:19:15.600 --> 00:19:17.600]  是有兩次的重複的述詞
[00:19:17.600 --> 00:19:25.600]  是35-39
[00:19:25.600 --> 00:19:29.600]  你們聽到那個重複
[00:19:29.600 --> 00:19:39.600]  這些事顯給你們看
[00:19:39.600 --> 00:19:41.600]  是讓你們知道
[00:19:41.600 --> 00:19:43.600]  耶和華是神
[00:19:43.600 --> 00:19:45.600]  這是35
[00:19:45.600 --> 00:19:49.600]  39
[00:19:49.600 --> 00:19:59.600]  所以今天你們要知道
[00:19:59.600 --> 00:20:01.600]  要銘記於心
[00:20:01.600 --> 00:20:03.600]  神是上天下地的唯一真神
[00:20:03.600 --> 00:20:07.600]  這個就是那個矛
[00:20:07.600 --> 00:20:09.600]  這是主子的定位
[00:20:09.600 --> 00:20:11.600]  但是繼續講下去
[00:20:11.600 --> 00:20:13.600]  將它分為三個部分
[00:20:13.600 --> 00:20:23.600]  我們有歷史的功課
[00:20:23.600 --> 00:20:27.600]  是第一部
[00:20:27.600 --> 00:20:31.600]  是神學的功課
[00:20:31.600 --> 00:20:35.600]  是第一部
[00:20:35.600 --> 00:20:37.600]  我們有歷史的功課的後半部
[00:20:37.600 --> 00:20:45.600]  37-38
[00:20:45.600 --> 00:20:49.600]  第二部是神學的功課
[00:20:49.600 --> 00:20:55.600]  然後是實踐應用
[00:20:55.600 --> 00:20:57.600]  實踐應用的功課
[00:20:57.600 --> 00:21:01.600]  他簡直是傳道人的典範
[00:21:01.600 --> 00:21:03.600]  他簡直是傳道人的典範
[00:21:03.600 --> 00:21:07.600]  他將故事講出來
[00:21:07.600 --> 00:21:13.600]  他將故事裏面
[00:21:13.600 --> 00:21:15.600]  神學的精要講出來
[00:21:15.600 --> 00:21:23.600]  他將故事裏面引出的神學的精要
[00:21:23.600 --> 00:21:25.600]  而怎樣去實踐應用
[00:21:25.600 --> 00:21:27.600]  他又帶出來
[00:21:27.600 --> 00:21:29.600]  這是很合乎邏輯的
[00:21:29.600 --> 00:21:31.600]  不過有多少人看過這麼精彩的呢?
[00:21:31.600 --> 00:21:35.600]  就在文本裏面
[00:21:35.600 --> 00:21:39.600]  講回歷史的功課
[00:21:39.600 --> 00:21:47.600]  就是透過神的大能的作為
[00:21:47.600 --> 00:21:49.600]  是向列祖應許的
[00:21:49.600 --> 00:21:55.600]  上帝就是將他的人民
[00:21:55.600 --> 00:21:57.600]  從埃及的奴役拯救出來
[00:21:57.600 --> 00:21:59.600]  這是故事
[00:21:59.600 --> 00:22:03.600]  講回
[00:22:03.600 --> 00:22:07.600]  神學的功課
[00:22:07.600 --> 00:22:09.600]  我們在這件事的裏面
[00:22:09.600 --> 00:22:11.600]  就要將神學的理論講出來
[00:22:11.600 --> 00:22:21.600]  耶和華是以色列的神
[00:22:21.600 --> 00:22:25.600]  是唯一的神
[00:22:25.600 --> 00:22:27.600]  是唯一的神
[00:22:27.600 --> 00:22:31.600]  他不只是比其他神明更厲害
[00:22:31.600 --> 00:22:33.600]  他是唯一的真心
[00:22:33.600 --> 00:22:37.600]  是值得我們稱呼他是神
[00:22:37.600 --> 00:22:39.600]  然後就是實踐的功課
[00:22:39.600 --> 00:22:49.600]  好像每個人在這個故事裏面
[00:22:49.600 --> 00:22:51.600]  經歷了神的救恩
[00:22:51.600 --> 00:22:53.600]  他們活傳了下來
[00:22:53.600 --> 00:22:55.600]  經歷了這個救恩之後
[00:22:55.600 --> 00:23:01.600]  在新年記
[00:23:01.600 --> 00:23:07.600]  一定是先來一個福音
[00:23:07.600 --> 00:23:09.600]  才出現律法
[00:23:09.600 --> 00:23:15.600]  不過我們更加看清楚
[00:23:15.600 --> 00:23:17.600]  摩西是怎樣教導的
[00:23:17.600 --> 00:23:19.600]  這是關於
[00:23:19.600 --> 00:23:21.600]  以色列的夢想
[00:23:21.600 --> 00:23:23.600]  和拯救的方式和目的
[00:23:23.600 --> 00:23:29.600]  他開始講歷史的功課
[00:23:29.600 --> 00:23:31.600]  在32-34
[00:23:31.600 --> 00:23:37.600]  其實這是文本的第一部分
[00:23:37.600 --> 00:23:43.600]  文本是分成三部分
[00:23:43.600 --> 00:23:45.600]  由三個問題
[00:23:45.600 --> 00:23:47.600]  三個命令
[00:23:47.600 --> 00:23:51.600]  問
[00:23:51.600 --> 00:23:53.600]  知道
[00:23:53.600 --> 00:23:55.600]  做
[00:23:55.600 --> 00:23:59.600]  問
[00:23:59.600 --> 00:24:01.600]  這就是歷史的功課
[00:24:01.600 --> 00:24:03.600]  問一下
[00:24:03.600 --> 00:24:05.600]  從前有沒有發生過
[00:24:05.600 --> 00:24:07.600]  這麼不可思議的事
[00:24:07.600 --> 00:24:11.600]  說回歷史的功課
[00:24:11.600 --> 00:24:13.600]  說回到神創造世界的時候
[00:24:13.600 --> 00:24:21.600]  看看有沒有相類近的事
[00:24:21.600 --> 00:24:23.600]  在歷史上被記載過
[00:24:23.600 --> 00:24:29.600]  而地理上
[00:24:29.600 --> 00:24:31.600]  從天的一邊到天的另一邊
[00:24:31.600 --> 00:24:37.600]  這種研究
[00:24:37.600 --> 00:24:39.600]  是極其困難的
[00:24:39.600 --> 00:24:41.600]  這種研究
[00:24:41.600 --> 00:24:43.600]  是比PhD的研究更厲害
[00:24:43.600 --> 00:24:47.600]  去每一個你能去到的圖書館
[00:24:47.600 --> 00:24:49.600]  私人的也好
[00:24:49.600 --> 00:24:51.600]  公立的圖書館
[00:24:51.600 --> 00:24:53.600]  正式的或私營的
[00:24:53.600 --> 00:24:57.600]  看看有沒有任何書
[00:24:57.600 --> 00:24:59.600]  有記載過這樣的事
[00:24:59.600 --> 00:25:03.600]  當然了
[00:25:03.600 --> 00:25:05.600]  答案很明顯
[00:25:05.600 --> 00:25:07.600]  有沒有任何
[00:25:07.600 --> 00:25:09.600]  這麼偉大的事
[00:25:09.600 --> 00:25:11.600]  曾經在歷史上發生過
[00:25:11.600 --> 00:25:17.600]  這是他探究的
[00:25:17.600 --> 00:25:19.600]  研究的第一條問題
[00:25:19.600 --> 00:25:25.600]  不如我們說一說
[00:25:25.600 --> 00:25:27.600]  這件歷史事件吧
[00:25:27.600 --> 00:25:31.600]  用四條問題來結論
[00:25:33.600 --> 00:25:35.600]  有沒有人聽過這樣的事
[00:25:35.600 --> 00:25:43.600]  有沒有人聽過
[00:25:43.600 --> 00:25:45.600]  神在火中說話的聲音
[00:25:45.600 --> 00:25:47.600]  仍然能夠生存
[00:25:47.600 --> 00:25:51.600]  有沒有其他神
[00:25:51.600 --> 00:25:53.600]  敢於做以色列神所做的事
[00:25:53.600 --> 00:25:57.600]  這也是一個比較大的工程
[00:25:57.600 --> 00:25:59.600]  去研究
[00:26:01.600 --> 00:26:03.600]  當然第一個問題
[00:26:03.600 --> 00:26:05.600]  是涉及歷史性的問題
[00:26:05.600 --> 00:26:09.600]  找找歷史
[00:26:09.600 --> 00:26:11.600]  有沒有類似的故事
[00:26:11.600 --> 00:26:13.600]  當然沒有
[00:26:13.600 --> 00:26:15.600]  沒有
[00:26:15.600 --> 00:26:17.600]  第二條
[00:26:17.600 --> 00:26:21.600]  已經超越歷史
[00:26:21.600 --> 00:26:27.600]  有沒有人出於他的幻想
[00:26:27.600 --> 00:26:29.600]  有過這些
[00:26:29.600 --> 00:26:31.600]  會不會是一些創造出來的神話
[00:26:31.600 --> 00:26:39.600]  或者在營火會的時候
[00:26:39.600 --> 00:26:41.600]  大家相傳
