
[00:00:00.000 --> 00:00:03.000]  多謝敬拜隊帶領我們一起讚美神
[00:05:38.000 --> 00:05:41.000]  但是對於基督徒來說
[00:05:41.000 --> 00:05:43.000]  知道什麼是神的話語
[00:05:43.000 --> 00:05:48.000]  或者什麼不是神的話語並不足夠
[00:05:48.000 --> 00:05:51.000]  這只是信仰的第一步
[00:05:51.000 --> 00:05:53.000]  除了要明白真道之外
[00:05:53.000 --> 00:05:55.000]  有了頭腦的知識
[00:05:55.000 --> 00:05:59.000]  下一步就是要落實地活出來
[00:05:59.000 --> 00:06:01.000]  只有紙上談兵
[00:06:01.000 --> 00:06:04.000]  無論我們講得多麼天花籠縫
[00:06:04.000 --> 00:06:06.000]  這只不過是一套學說
[00:06:06.000 --> 00:06:07.000]  對於我們的生命
[00:06:07.000 --> 00:06:11.000]  不能產生實際的作用或益處
[00:06:11.000 --> 00:06:13.000]  就好像我們經常掛在口邊說
[00:06:13.000 --> 00:06:15.000]  運動很重要
[00:06:15.000 --> 00:06:17.000]  大家覺得運動重要嗎?
[00:06:17.000 --> 00:06:19.000]  重要!
[00:06:19.000 --> 00:06:22.000]  有督促人說勸人多點運動
[00:06:22.000 --> 00:06:26.000]  但結果我們自己有運動多少呢?
[00:06:26.000 --> 00:06:28.000]  當我們跟別人說
[00:06:28.000 --> 00:06:30.000]  但我們自己沒有做的時候
[00:06:30.000 --> 00:06:33.000]  其實對我們毫無益處
[00:06:33.000 --> 00:06:37.000]  廣東話有句俗語叫「得把喉」
[00:06:37.000 --> 00:06:39.000]  特別用來形容那些
[00:06:39.000 --> 00:06:41.000]  只說就天下無敵
[00:06:41.000 --> 00:06:44.000]  做就無能為力的人
[00:06:44.000 --> 00:06:47.000]  其實明明知道什麼是對
[00:06:47.000 --> 00:06:49.000]  什麼是有益
[00:06:49.000 --> 00:06:51.000]  但做不到
[00:06:51.000 --> 00:06:53.000]  都很困擾
[00:06:53.000 --> 00:06:55.000]  特別在信仰的路上
[00:06:55.000 --> 00:06:59.000]  當我們看到自己其實知道很多
[00:06:59.000 --> 00:07:01.000]  但做不到
[00:07:01.000 --> 00:07:04.000]  心裡都會覺得很慚愧
[00:07:04.000 --> 00:07:06.000]  我也試過
[00:07:06.000 --> 00:07:08.000]  現在也會有
[00:07:08.000 --> 00:07:10.000]  久而久之的時候
[00:07:10.000 --> 00:07:12.000]  不敢再說了
[00:07:12.000 --> 00:07:14.000]  乾脆做一個沉默的
[00:07:14.000 --> 00:07:17.000]  甚至一個沉睡的基督徒
[00:07:17.000 --> 00:07:25.000]  所以為了幫助信徒
[00:07:25.000 --> 00:07:27.000]  不單止「得把喉」
[00:07:27.000 --> 00:07:31.000]  保羅就在《哥羅西書》第三章
[00:07:31.000 --> 00:07:33.000]  開始教導信徒
[00:07:33.000 --> 00:07:35.000]  可以怎樣的落實信仰
[00:07:35.000 --> 00:07:37.000]  今天我們一起看看
[00:07:37.000 --> 00:07:40.000]  《哥羅西書》三章一至十七節
[00:07:40.000 --> 00:07:45.000]  我們一起先讀第一至四節
[00:07:45.000 --> 00:07:47.000]  一二三
[00:07:47.000 --> 00:07:51.000]  「所以你們若真與基督一同復活
[00:07:51.000 --> 00:07:54.000]  就當求在上面的事
[00:07:54.000 --> 00:07:57.000]  那裡有基督坐在神的右邊
[00:07:57.000 --> 00:08:00.000]  你們要思念上面的事
[00:08:00.000 --> 00:08:03.000]  不要思念地上的事
[00:08:03.000 --> 00:08:05.000]  因為你們已經死了
[00:08:05.000 --> 00:08:10.000]  你們的生命與基督一同藏在神裡面
[00:08:10.000 --> 00:08:12.000]  基督是我們的生命
[00:08:12.000 --> 00:08:14.000]  祂顯現的時候
[00:08:14.000 --> 00:08:17.000]  你們也要與祂一同顯現
[00:08:17.000 --> 00:08:19.000]  在榮耀裡」
[00:08:19.000 --> 00:08:22.000]  在這裡
[00:08:22.000 --> 00:08:27.000]  「你們若真與基督一同復活」的「若」字
[00:08:27.000 --> 00:08:29.000]  根據原文
[00:08:29.000 --> 00:08:32.000]  翻譯成為「既然」
[00:08:32.000 --> 00:08:33.000]  會比較合適一點
[00:08:33.000 --> 00:08:34.000]  即是說
[00:08:34.000 --> 00:08:37.000]  你們既然真的與基督一起復活
[00:08:37.000 --> 00:08:40.000]  在英文的NIV的翻譯
[00:08:40.000 --> 00:08:43.000]  「Since then you have been raised with Christ」
[00:08:43.000 --> 00:08:46.000]  所以並不是假設
[00:08:46.000 --> 00:08:47.000]  而是事實
[00:08:47.000 --> 00:08:49.000]  保羅在這裡
[00:08:49.000 --> 00:08:52.000]  要求他的讀者首先肯定
[00:08:52.000 --> 00:08:56.000]  自己已經與基督一同復活了
[00:08:56.000 --> 00:08:59.000]  即是第三節所說的
[00:08:59.000 --> 00:09:02.000]  舊的或信主之前的生命
[00:09:02.000 --> 00:09:05.000]  已經與基督一同釘死
[00:09:05.000 --> 00:09:09.000]  現在新的生命
[00:09:09.000 --> 00:09:12.000]  就是與基督一同藏在神裡面
[00:09:12.000 --> 00:09:14.000]  「藏」字
[00:09:14.000 --> 00:09:15.000]  藏在神裡面
[00:09:15.000 --> 00:09:18.000]  是指有神保管著
[00:09:19.000 --> 00:09:20.000]  保護著
[00:09:20.000 --> 00:09:22.000]  是屬於神的
[00:09:22.000 --> 00:09:23.000]  現在第四節
[00:09:23.000 --> 00:09:24.000]  保羅告訴我們
[00:09:24.000 --> 00:09:26.000]  信徒的新生命
[00:09:26.000 --> 00:09:28.000]  不單是很安全地
[00:09:28.000 --> 00:09:31.000]  被神看著
[00:09:31.000 --> 00:09:32.000]  基督
[00:09:32.000 --> 00:09:33.000]  他說
[00:09:33.000 --> 00:09:36.000]  基督就是他們的生命
[00:09:36.000 --> 00:09:38.000]  而且當基督再來的時候
[00:09:38.000 --> 00:09:39.000]  再顯現的時候
[00:09:39.000 --> 00:09:43.000]  信徒要與基督一同得著榮耀
[00:09:43.000 --> 00:09:45.000]  我現在想想
[00:09:45.000 --> 00:09:47.000]  我們現在很多拍拖
[00:09:47.000 --> 00:09:50.000]  或者夫婦都不再跟對方說
[00:09:50.000 --> 00:09:52.000]  你是我的生命
[00:09:52.000 --> 00:09:53.000]  有沒有人跟對方
[00:09:53.000 --> 00:09:54.000]  即是夫婦或拍拖
[00:09:54.000 --> 00:09:56.000]  跟對方說你是我的生命
[00:09:56.000 --> 00:09:58.000]  或者你是我的太陽
[00:09:58.000 --> 00:10:00.000]  比較少
[00:10:00.000 --> 00:10:03.000]  有時候可能連「愛」字
[00:10:03.000 --> 00:10:05.000]  都覺得很難啟齒
[00:10:05.000 --> 00:10:07.000]  很可能我們覺得
[00:10:07.000 --> 00:10:08.000]  如果我們跟他說
[00:10:08.000 --> 00:10:10.000]  你是我的生命
[00:10:10.000 --> 00:10:12.000]  就是代表我沒有他就不行
[00:10:12.000 --> 00:10:13.000]  是不是
[00:10:13.000 --> 00:10:16.000]  或者沒有他就不能繼續活下去
[00:10:16.000 --> 00:10:18.000]  說了就好像將自己
[00:10:18.000 --> 00:10:20.000]  製造一個比較被動
[00:10:20.000 --> 00:10:22.000]  一個低一點的地位
[00:10:22.000 --> 00:10:24.000]  所以不可以說
[00:10:24.000 --> 00:10:27.000]  又或者當我們長大了之後
[00:10:27.000 --> 00:10:29.000]  我們慢慢地發現
[00:10:29.000 --> 00:10:30.000]  其實這個世界上
[00:10:30.000 --> 00:10:32.000]  沒有誰沒有了
[00:10:32.000 --> 00:10:36.000]  另外一個人是不行的
[00:10:36.000 --> 00:10:37.000]  但是保羅在這裡
[00:10:37.000 --> 00:10:40.000]  正正要告訴我們
[00:10:40.000 --> 00:10:41.000]  信徒沒有了
[00:10:41.000 --> 00:10:45.000]  基督是不可以活下去的
[00:10:45.000 --> 00:10:47.000]  要讓我們的新生命
[00:10:47.000 --> 00:10:49.000]  不斷地成長
[00:10:49.000 --> 00:10:52.000]  我們就一定要緊貼著基督
[00:10:52.000 --> 00:10:55.000]  因為祂是我們的生命
[00:10:55.000 --> 00:10:59.000]  沒有了祂就沒有生命
[00:10:59.000 --> 00:11:02.000]  既然基督是我們的生命
[00:11:02.000 --> 00:11:04.000]  我們時刻都需要祂
[00:11:04.000 --> 00:11:07.000]  而現在基督是在天上
[00:11:07.000 --> 00:11:09.000]  坐在神的右邊
[00:11:09.000 --> 00:11:11.000]  保羅就告訴我們
[00:11:11.000 --> 00:11:14.000]  我們就當求上面的事
[00:11:14.000 --> 00:11:19.000]  和思念上面的事
[00:11:19.000 --> 00:11:26.000]  究竟求和思念又有什麼不同呢
[00:11:26.000 --> 00:11:30.000]  求可以翻譯為追求、尋求
[00:11:30.000 --> 00:11:33.000]  致力於和渴望
[00:11:33.000 --> 00:11:35.000]  是動態的關注
[00:11:35.000 --> 00:11:37.000]  是有行動的
[00:11:37.000 --> 00:11:39.000]  是積極地去參與
[00:11:39.000 --> 00:11:42.000]  盡力地去尋求
[00:11:42.000 --> 00:11:45.000]  而思念就是代表留意
[00:11:45.000 --> 00:11:47.000]  把心放在那裡
[00:11:47.000 --> 00:11:49.000]  專注著
[00:11:49.000 --> 00:11:52.000]  是屬於靜態的關注
[00:11:52.000 --> 00:11:56.000]  就是在生活當中時刻留意著
[00:11:56.000 --> 00:11:58.000]  等候著
[00:11:58.000 --> 00:11:59.000]  值得我們留意的是
[00:11:59.000 --> 00:12:02.000]  這裡的求和思念
[00:12:02.000 --> 00:12:06.000]  保羅是用了現在式的命令語氣
[00:12:06.000 --> 00:12:07.000]  所以是代表什麼呢
[00:12:07.000 --> 00:12:10.000]  就是This is an order
[00:12:10.000 --> 00:12:11.000]  是命令
[00:12:11.000 --> 00:12:13.000]  是信徒一定要做的
[00:12:13.000 --> 00:12:15.000]  沒有選擇的餘地
[00:12:15.000 --> 00:12:17.000]  不單止這樣
[00:12:17.000 --> 00:12:20.000]  信徒要尋求和思念
[00:12:20.000 --> 00:12:22.000]  不是一次性的
[00:12:22.000 --> 00:12:25.000]  而是不斷不斷地做
[00:12:25.000 --> 00:12:27.000]  時刻地尋求和思念
[00:12:27.000 --> 00:12:31.000]  才可以落實信仰
[00:12:31.000 --> 00:12:36.000]  活出和主一同活的生命
[00:12:36.000 --> 00:12:41.000]  這讓我想到2020年初
[00:12:41.000 --> 00:12:43.000]  就是去年年初的時候
[00:12:43.000 --> 00:12:46.000]  很多香港人剛剛開始知道有COVID-19的時候
[00:12:46.000 --> 00:12:49.000]  很多人去撲口罩
[00:12:49.000 --> 00:12:54.000]  因為很多人都有過之前SARS的經驗
[00:12:54.000 --> 00:12:56.000]  所以他們為了自己的家人
[00:12:56.000 --> 00:12:58.000]  為了自己的安全
[00:12:58.000 --> 00:13:01.000]  不斷地去找口罩
[00:13:01.000 --> 00:13:05.000]  有人會日以繼夜地在網上搜尋
[00:13:05.000 --> 00:13:09.000]  或者有些人會找外國的親友去幫他們買
[00:13:09.000 --> 00:13:14.000]  時時都留意著哪一間店舖有口罩運到
[00:13:14.000 --> 00:13:16.000]  一大早就去排隊
[00:13:16.000 --> 00:13:19.000]  所以我們聽到很多這樣的新聞
[00:13:19.000 --> 00:13:23.000]  記得那時候剛剛開始鬧口罩荒的時候
[00:13:23.000 --> 00:13:27.000]  我和團契的一班姐妹去了以色列旅行
[00:13:27.000 --> 00:13:29.000]  我們那時候聽到
[00:13:29.000 --> 00:13:32.000]  原來香港不夠口罩
[00:13:32.000 --> 00:13:33.000]  不夠搓手液
[00:13:33.000 --> 00:13:35.000]  我們就有這個任務
[00:13:35.000 --> 00:13:37.000]  我們就知道每次去一個地方
[00:13:37.000 --> 00:13:40.000]  我們就要去那裡找一些店舖
[00:13:40.000 --> 00:13:41.000]  好像超市
[00:13:41.000 --> 00:13:42.000]  好像當地的萬寧
[00:13:42.000 --> 00:13:43.000]  好像屈臣氏
[00:13:43.000 --> 00:13:46.000]  去看看有沒有口罩和搓手液
[00:13:46.000 --> 00:13:49.000]  我們到處去搜尋口罩和搓手液
[00:13:49.000 --> 00:13:50.000]  帶回來香港
[00:13:50.000 --> 00:13:54.000]  彷彿好像那次旅行的重點
[00:13:54.000 --> 00:13:56.000]  最大的關注
[00:13:56.000 --> 00:13:57.000]  就不是旅行
[00:13:57.000 --> 00:14:01.000]  而是找口罩和搓手液
[00:14:01.000 --> 00:14:04.000]  記得那時候我們不單止自己找
[00:14:04.000 --> 00:14:09.000]  我們也請導遊幫我們去當地的批發商那裡訂
[00:14:09.000 --> 00:14:12.000]  我們整個車人不斷跟導遊說
[00:14:12.000 --> 00:14:16.000]  我記得那次導遊幫我們訂了很多回來
[00:14:16.000 --> 00:14:18.000]  我們就要回香港
[00:14:18.000 --> 00:14:22.000]  我們就去到約旦國際機場那裡
[00:14:22.000 --> 00:14:24.000]  在機場外面
[00:14:24.000 --> 00:14:26.000]  導遊就將那些物資放在外面
[00:14:26.000 --> 00:14:29.000]  我們每個人就開了行李箱
[00:14:29.000 --> 00:14:31.000]  拿回自己訂的那些
[00:14:31.000 --> 00:14:33.000]  然後放在一個僅有的位置
[00:14:33.000 --> 00:14:35.000]  因為沒有打算要買那些東西
[00:14:35.000 --> 00:14:37.000]  就放下去
[00:14:37.000 --> 00:14:39.000]  其實那個場面都挺虛暗的
[00:14:39.000 --> 00:14:42.000]  一班中國人在約旦國際機場外面
[00:14:42.000 --> 00:14:45.000]  在搜集這些東西
[00:14:45.000 --> 00:14:47.000]  我不知道那些人知道我們在做什麼
[00:14:47.000 --> 00:14:50.000]  但我不知道大家還記不記得
[00:14:50.000 --> 00:14:53.000]  你們自己或者家人
[00:14:53.000 --> 00:14:58.000]  在去年花了很多時間和心思
[00:14:58.000 --> 00:15:00.000]  去找口罩
[00:15:00.000 --> 00:15:02.000]  或者不斷去想
[00:15:02.000 --> 00:15:03.000]  去找哪裡有口罩
[00:15:03.000 --> 00:15:08.000]  注意哪裡有口罩的時候的心情呢
[00:15:08.000 --> 00:15:11.000]  我想保羅在這裡所說的
[00:15:11.000 --> 00:15:14.000]  所謂要求信徒去求上面的事
[00:15:14.000 --> 00:15:17.000]  和思念上面的事的心態
[00:15:17.000 --> 00:15:20.000]  就是有點像我們當時
[00:15:20.000 --> 00:15:26.000]  很渴望去找到口罩的心情
[00:15:26.000 --> 00:15:30.000]  但是究竟什麼才算是上面的事呢
[00:15:30.000 --> 00:15:31.000]  不是說口罩
[00:15:31.000 --> 00:15:33.000]  是說上面的事
[00:15:33.000 --> 00:15:34.000]  什麼是上面的事
[00:15:34.000 --> 00:15:38.000]  屬於天上或者神國的事呢
[00:15:38.000 --> 00:15:40.000]  而我們日常的生活
[00:15:40.000 --> 00:15:44.000]  又可以怎樣去尋求和關注呢
[00:15:44.000 --> 00:15:45.000]  很明顯
[00:15:45.000 --> 00:15:48.000]  上面的事和下面的事相對
[00:15:48.000 --> 00:15:51.000]  而在第二節的下半節
[00:15:51.000 --> 00:15:52.000]  保羅提醒我們
[00:15:52.000 --> 00:15:56.000]  叫我們不要思念下面的事物
[00:15:56.000 --> 00:15:59.000]  因為當我們把注意力
[00:15:59.000 --> 00:16:00.000]  放在下面的事
[00:16:00.000 --> 00:16:02.000]  即是地上的事的時候
[00:16:02.000 --> 00:16:04.000]  就會讓我們分心
[00:16:04.000 --> 00:16:08.000]  妨礙我們關注上面的事
[00:16:08.000 --> 00:16:10.000]  既然是這樣的時候
[00:16:10.000 --> 00:16:12.000]  就讓我們先看看
[00:16:12.000 --> 00:16:14.000]  什麼是下面的事
[00:16:14.000 --> 00:16:18.000]  讓我們可以好好地防備
[00:16:18.000 --> 00:16:21.000]  我們一起讀第五至第八節
[00:16:21.000 --> 00:16:22.000]  一二三
[00:16:22.000 --> 00:16:26.000]  所以要治死你們在地上的肢體
[00:16:26.000 --> 00:16:32.000]  就如淫亂 污衊 邪情 惡慾和貪婪
[00:16:32.000 --> 00:16:35.000]  貪婪就如拜偶像一樣
[00:16:35.000 --> 00:16:36.000]  因這些事
[00:16:36.000 --> 00:16:40.000]  神的憤怒必臨到那潑液之子
[00:16:40.000 --> 00:16:44.000]  當你們在這些事中活著的時候
[00:16:44.000 --> 00:16:46.000]  也曾這樣行過
[00:16:46.000 --> 00:16:51.000]  但現在你們要棄絕這一切的事
[00:16:51.000 --> 00:16:55.000]  以及惱恨 憤怒 惡毒 毀謗
[00:16:55.000 --> 00:16:59.000]  並口中污衊的言語
[00:16:59.000 --> 00:17:02.000]  在這裡保羅舉了一些
[00:17:02.000 --> 00:17:05.000]  屬於地上的事的例子
[00:17:05.000 --> 00:17:10.000]  包括淫亂 污衊 邪情 惡慾和貪婪
[00:17:10.000 --> 00:17:14.000]  淫亂是指一些不道德的行為
[00:17:14.000 --> 00:17:15.000]  而污衊在這裡
[00:17:15.000 --> 00:17:21.000]  包含了思想 言語和行為上的污衊
[00:17:21.000 --> 00:17:28.000]  邪情也可以被翻譯為邪惡的念頭
[00:17:28.000 --> 00:17:31.000]  例如因為妒忌
[00:17:31.000 --> 00:17:33.000]  很希望對方發生什麼事
[00:17:33.000 --> 00:17:36.000]  或者有時會有些幸災樂禍的心態
[00:17:36.000 --> 00:17:37.000]  總之不是我害他
[00:17:37.000 --> 00:17:38.000]  他有什麼事的時候
[00:17:38.000 --> 00:17:41.000]  就會尾嘴笑
[00:17:41.000 --> 00:17:43.000]  而貪婪即是貪心
[00:17:43.000 --> 00:17:46.000]  有時是指貪得無厭
[00:17:46.000 --> 00:17:48.000]  所以經文就說
[00:17:48.000 --> 00:17:50.000]  跟拜偶像一樣
[00:17:50.000 --> 00:17:51.000]  因為很多時候
[00:17:51.000 --> 00:17:55.000]  拜偶像的人通常都是希望那些假神
[00:17:55.000 --> 00:17:57.000]  可以在那些假神那裡
[00:17:57.000 --> 00:18:00.000]  不斷地得到更多的好處
[00:18:00.000 --> 00:18:02.000]  正如我之前所說
[00:18:02.000 --> 00:18:07.000]  這裡所提的只是部分道德上的惡行
[00:18:07.000 --> 00:18:12.000]  是一些經常犯的例子
[00:18:12.000 --> 00:18:16.000]  而在第八節所說的
[00:18:16.000 --> 00:18:22.000]  惱恨 憤怒 惡毒 毀謗和口中污衊的言語
[00:18:22.000 --> 00:18:28.000]  就是態度上和話語上的惡行
[00:18:28.000 --> 00:18:31.000]  這些都是屬於地上的事
[00:18:31.000 --> 00:18:34.000]  是人未認識耶穌之前
[00:18:34.000 --> 00:18:41.000]  經常為了實現自我而做的一些事的例子
[00:18:41.000 --> 00:18:43.000]  在這段經文
[00:18:43.000 --> 00:18:45.000]  我們除了要看到這些例子之外
[00:18:45.000 --> 00:18:47.000]  我們更需要留意的是
[00:18:47.000 --> 00:18:52.000]  保羅要求信徒處理這些惡行的方法
[00:18:52.000 --> 00:18:55.000]  保羅在這裡用了兩個動詞
[00:18:55.000 --> 00:18:57.000]  紅色的兩個動詞
[00:18:57.000 --> 00:18:58.000]  去命令信徒
[00:18:58.000 --> 00:19:05.000]  他們需要怎樣去對待這些屬於下面的事
[00:19:05.000 --> 00:19:09.000]  第一 在第六節說「致死」
[00:19:09.000 --> 00:19:13.000]  致死即是使他死亡
[00:19:13.000 --> 00:19:16.000]  讓他不再影響到我們
[00:19:16.000 --> 00:19:19.000]  或者是看作為死亡
[00:19:19.000 --> 00:19:20.000]  即是當他是死的
[00:19:20.000 --> 00:19:22.000]  當他沒有用
[00:19:22.000 --> 00:19:24.000]  而第二個動詞
[00:19:24.000 --> 00:19:27.000]  就是在第八節「棄絕」
[00:19:27.000 --> 00:19:29.000]  這個字的原文
[00:19:29.000 --> 00:19:32.000]  跟我們經常說的「脫去舊人」
[00:19:32.000 --> 00:19:35.000]  「穿上新人」的「脫去」
[00:19:35.000 --> 00:19:37.000]  是同一個字
[00:19:37.000 --> 00:19:40.000]  即是擺脫的意思
[00:19:40.000 --> 00:19:45.000]  保羅用了過去式來表達致死和棄絕
[00:19:45.000 --> 00:19:48.000]  但這個過去式不是指時間
[00:19:48.000 --> 00:19:50.000]  而是要提醒信徒
[00:19:50.000 --> 00:19:52.000]  執行這些命令
[00:19:52.000 --> 00:19:58.000]  是必須要帶著迫切感和好決斷的
[00:19:58.000 --> 00:20:02.000]  保羅命令信徒要立刻
[00:20:02.000 --> 00:20:10.000]  跟淫亂、污衊、邪情、惡慾和貪婪等的事
[00:20:10.000 --> 00:20:12.000]  一刀兩斷
[00:20:12.000 --> 00:20:17.000]  而促使他們能夠執行這些命令的關鍵
[00:20:17.000 --> 00:20:22.000]  就是要致死他們在地上的肢體
[00:20:22.000 --> 00:20:27.000]  這個肢體不單單是我們的手、手、腳
[00:20:27.000 --> 00:20:30.000]  也包含著我們身體的器官
[00:20:30.000 --> 00:20:34.000]  好像耳朵、眼睛或舌頭
[00:20:34.000 --> 00:20:36.000]  因為有很多的罪行
[00:20:36.000 --> 00:20:39.000]  都是需要經過這個肢體才能做出來的
[00:20:39.000 --> 00:20:42.000]  譬如當我們很憤怒的時候
[00:20:42.000 --> 00:20:47.000]  我們可能會用我們的手或腳去做破壞性的行動
[00:20:47.000 --> 00:20:50.000]  甚至可能會去打人和踢人
[00:20:50.000 --> 00:20:55.000]  又或者我們會用我們的舌頭、嘴巴去罵人
