
[00:00:00.000 --> 00:00:04.000]  多謝敬拜隊帶給我們這麼美好的敬拜詩歌
[00:03:12.000 --> 00:03:18.000]  第五章會說到所羅門要開始為神建聖殿
[00:03:18.000 --> 00:03:21.000]  他為什麼在這個時候建殿呢?
[00:03:21.000 --> 00:03:23.000]  他如何尋求幫助呢?
[00:03:23.000 --> 00:03:26.000]  他預備了什麼材料?
[00:03:26.000 --> 00:03:29.000]  如何尋找工人?
[00:03:29.000 --> 00:03:32.000]  或者是他周全的策劃
[00:03:32.000 --> 00:03:34.000]  在第五章裡都說了出來
[00:03:34.000 --> 00:03:37.000]  第六、七章就會描述
[00:03:37.000 --> 00:03:41.000]  所羅門建造聖殿的詳細過程
[00:03:41.000 --> 00:03:45.000]  這是往後會和公會分享
[00:03:45.000 --> 00:03:49.000]  我們一起來讀今天會分享的
[00:03:49.000 --> 00:03:53.000]  《列王記》上第五章一至十八節
[00:03:53.000 --> 00:03:56.000]  大家可以看程序表
[00:03:56.000 --> 00:03:59.000]  或者看《螢光幕》的聖經
[00:03:59.000 --> 00:04:01.000]  我們一起來讀
[00:04:01.000 --> 00:04:05.000]  推羅王希蘭是大衛平生的好友
[00:04:05.000 --> 00:04:10.000]  希蘭聽見以色列人高所羅門接續他父親作王
[00:04:10.000 --> 00:04:13.000]  就派神僕到他那裡
[00:04:13.000 --> 00:04:17.000]  所羅門也派人到希蘭那裡說
[00:04:17.000 --> 00:04:22.000]  你知道我父親大衛因四圍的爭戰
[00:04:22.000 --> 00:04:25.000]  不能為耶和華他神的名建殿
[00:04:25.000 --> 00:04:30.000]  直等到耶和華使仇敵都伏在他腳下
[00:04:30.000 --> 00:04:35.000]  現在耶和華我的神使我四圍太平
[00:04:35.000 --> 00:04:38.000]  沒有仇敵沒有災禍
[00:04:38.000 --> 00:04:43.000]  看啊我吩咐要為耶和華我神的名建殿
[00:04:43.000 --> 00:04:47.000]  是照耶和華向我父親大衛說的
[00:04:47.000 --> 00:04:50.000]  我必使你兒子接續你
[00:04:50.000 --> 00:04:52.000]  坐你的王位
[00:04:52.000 --> 00:04:55.000]  他必為我的名建殿
[00:04:55.000 --> 00:05:01.000]  現在請吩咐人在黎巴嫩為我撼佛香拍木
[00:05:01.000 --> 00:05:04.000]  我的僕人必幫助你的僕人
[00:05:04.000 --> 00:05:07.000]  至於你僕人的工錢
[00:05:07.000 --> 00:05:10.000]  我必照你所定的給你
[00:05:10.000 --> 00:05:17.000]  你知道在我們中間沒有人像西頓人那樣擅長撼佛樹木
[00:05:17.000 --> 00:05:22.000]  希蘭聽見所羅門的話就很高興說
[00:05:22.000 --> 00:05:25.000]  今日耶和華是應當稱頌的
[00:05:25.000 --> 00:05:29.000]  因為他賜給大衛一個有智慧的兒子
[00:05:29.000 --> 00:05:32.000]  治理者眾多的百姓
[00:05:32.000 --> 00:05:35.000]  希蘭送信給所羅門說
[00:05:35.000 --> 00:05:40.000]  你派人向我所提的那事我聽見了
[00:05:40.000 --> 00:05:43.000]  論到香拍木和松木
[00:05:43.000 --> 00:05:46.000]  我必照你一切的心願去做
[00:05:46.000 --> 00:05:47.000]  第九節
[00:05:47.000 --> 00:05:50.000]  我的僕人必把這木了
[00:05:50.000 --> 00:05:53.000]  從黎巴嫩運到海裡
[00:05:53.000 --> 00:05:56.000]  我會把他們紮成佛寺
[00:05:56.000 --> 00:05:58.000]  浮在海上
[00:05:58.000 --> 00:06:01.000]  運到你告訴我的地方
[00:06:01.000 --> 00:06:03.000]  在那裡拆開
[00:06:03.000 --> 00:06:05.000]  你就可以收取
[00:06:05.000 --> 00:06:10.000]  你也要照我的心願做把食物給我的家
[00:06:10.000 --> 00:06:13.000]  於是希蘭照所羅門的心願
[00:06:13.000 --> 00:06:16.000]  給他香拍木和松木
[00:06:16.000 --> 00:06:20.000]  所羅門給希蘭二萬戈爾麥子
[00:06:20.000 --> 00:06:23.000]  二十戈爾倒成的油
[00:06:23.000 --> 00:06:25.000]  作他家的食物
[00:06:25.000 --> 00:06:29.000]  所羅門每年都是這樣給希蘭
[00:06:29.000 --> 00:06:34.000]  耶和華照所應許的智慧賜給所羅門
[00:06:34.000 --> 00:06:37.000]  希蘭與所羅門和平相處
[00:06:37.000 --> 00:06:40.000]  二人彼此納約
[00:06:40.000 --> 00:06:45.000]  所羅門王從全以色列挑取服役敵人
[00:06:45.000 --> 00:06:48.000]  征來的人有三萬
[00:06:48.000 --> 00:06:52.000]  派他們輪流每月一萬上黎巴嫩去
[00:06:52.000 --> 00:06:55.000]  一個月在黎巴嫩
[00:06:55.000 --> 00:06:57.000]  兩個月在嘉里
[00:06:57.000 --> 00:07:00.000]  亞多利蘭管理他們
[00:07:00.000 --> 00:07:03.000]  所羅門有七萬攻台的
[00:07:03.000 --> 00:07:06.000]  八萬在山上鑿石頭的
[00:07:06.000 --> 00:07:11.000]  此外所羅門有三千三百個督工
[00:07:11.000 --> 00:07:13.000]  監督工作的官長
[00:07:13.000 --> 00:07:16.000]  監管百姓做工
[00:07:16.000 --> 00:07:21.000]  王下令他們就作出又大又貴重的石頭來
[00:07:21.000 --> 00:07:24.000]  用以納電的根基
[00:07:24.000 --> 00:07:27.000]  所羅門的工匠和希蘭的工匠
[00:07:27.000 --> 00:07:31.000]  以及加巴勒人把石頭作好
[00:07:31.000 --> 00:07:35.000]  預備了木料和石頭來建電
[00:07:35.000 --> 00:07:37.000]  哇!大家讀得好好呀!
[00:07:37.000 --> 00:07:41.000]  讀得好精神!好暢順呀!好清楚呀!
[00:07:41.000 --> 00:07:54.000]  所羅門在他人生裏面建造聖殿
[00:07:54.000 --> 00:07:57.000]  可以說是最重要的成就
[00:07:57.000 --> 00:08:01.000]  這個工程從開始籌劃的時候就看得出
[00:08:01.000 --> 00:08:05.000]  當中的偉大和榮美
[00:08:05.000 --> 00:08:08.000]  我們現在來看看這位智慧非凡的君王
[00:08:08.000 --> 00:08:12.000]  他是如何開始這個偉大的工程的
[00:08:12.000 --> 00:08:17.000]  在大衛和所羅門的時期
[00:08:17.000 --> 00:08:22.000]  大家看看螢幕上我放了一個地圖
[00:08:22.000 --> 00:08:24.000]  在螢幕上有顏色
[00:08:24.000 --> 00:08:28.000]  紅色、綠色、或者淺綠色
[00:08:28.000 --> 00:08:34.000]  這些地方都是屬於以色列的版圖
[00:08:34.000 --> 00:08:36.000]  是所羅門的時代
[00:08:36.000 --> 00:08:42.000]  當時推羅控制了以色列鄰近的一大幅地區
[00:08:42.000 --> 00:08:48.000]  在紅色箭咀的長條形海邊
[00:08:48.000 --> 00:08:53.000]  那裏叫做「菲利基海岸」
[00:08:53.000 --> 00:08:56.000]  在菲利基這個地方
[00:08:56.000 --> 00:09:01.000]  有些城市就是推羅和西頓
[00:09:01.000 --> 00:09:04.000]  這個地方叫做推羅
[00:09:04.000 --> 00:09:09.000]  這個地方也是一個很強大的城邦
[00:09:09.000 --> 00:09:15.000]  當時推羅王就是希蘭
[00:09:15.000 --> 00:09:19.000]  當時就是希蘭統治推羅
[00:09:19.000 --> 00:09:23.000]  希蘭鄰近就是以色列
[00:09:23.000 --> 00:09:26.000]  在所羅門之前
[00:09:26.000 --> 00:09:29.000]  所羅門的父親大衛
[00:09:29.000 --> 00:09:33.000]  大衛和希蘭都是很友好的
[00:09:33.000 --> 00:09:38.000]  邦交都是很友善的
[00:09:38.000 --> 00:09:42.000]  我們看《獵王記》第五章的經文
[00:09:42.000 --> 00:09:46.000]  所羅門已經作王三年了
[00:09:46.000 --> 00:09:53.000]  希蘭一向和所羅門的父親大衛和平相處
[00:09:53.000 --> 00:09:55.000]  他們是好友
[00:09:55.000 --> 00:09:56.000]  經文說了
[00:09:56.000 --> 00:10:00.000]  基於推羅王希蘭和大衛密切的關係
[00:10:00.000 --> 00:10:03.000]  希蘭很早就聽到
[00:10:03.000 --> 00:10:05.000]  以色列就高所羅門
[00:10:05.000 --> 00:10:09.000]  接續父親大衛要作王
[00:10:09.000 --> 00:10:11.000]  在第一節
[00:10:11.000 --> 00:10:15.000]  希蘭就派神僕去所羅門
[00:10:15.000 --> 00:10:16.000]  當然不是見大衛
[00:10:16.000 --> 00:10:19.000]  大衛已經安息了
[00:10:19.000 --> 00:10:25.000]  希蘭很珍惜過去和大衛的友好邦交的關係
[00:10:25.000 --> 00:10:28.000]  他就要去見新王所羅門
[00:10:28.000 --> 00:10:31.000]  希望王繼位
[00:10:31.000 --> 00:10:36.000]  所羅門能夠繼續和他保持
[00:10:36.000 --> 00:10:38.000]  好像和他父親大衛的時候
[00:10:38.000 --> 00:10:41.000]  那種美好的關係
[00:10:41.000 --> 00:10:44.000]  希望所羅門也有大衛的遺風
[00:10:44.000 --> 00:10:46.000]  和他很友善
[00:10:46.000 --> 00:10:50.000]  繼續和推羅合作等等
[00:10:50.000 --> 00:10:52.000]  在第二節
[00:10:52.000 --> 00:10:57.000]  所羅門也派人去希蘭
[00:10:57.000 --> 00:11:00.000]  因為在第五節
[00:11:00.000 --> 00:11:03.000]  所羅門說
[00:11:03.000 --> 00:11:09.000]  我吩咐要為耶和華我神的名見殿
[00:11:09.000 --> 00:11:12.000]  第五節的吩咐
[00:11:12.000 --> 00:11:15.000]  在和學本是定義的意思
[00:11:15.000 --> 00:11:18.000]  顯示所羅門主動去找希蘭
[00:11:18.000 --> 00:11:24.000]  是商討為耶和華見殿的事
[00:11:24.000 --> 00:11:28.000]  其實大衛在位不久
[00:11:28.000 --> 00:11:33.000]  大衛覺得耶和華已經使他安定了
[00:11:33.000 --> 00:11:38.000]  周圍的仇敵不再成為重大威脅的時候
[00:11:38.000 --> 00:11:45.000]  大衛已經想著要為神的帳幕建造聖殿
[00:11:45.000 --> 00:11:51.000]  但是神不願意大衛為他建造殿宇
[00:11:51.000 --> 00:11:54.000]  因為大衛是一個戰士
[00:11:54.000 --> 00:11:56.000]  曾經殺人流血
[00:11:56.000 --> 00:11:59.000]  在歷代至上第28章第3節
[00:11:59.000 --> 00:12:03.000]  神對大衛說
[00:12:03.000 --> 00:12:06.000]  你不可為我的名來建殿宇
[00:12:06.000 --> 00:12:09.000]  因為你是戰士,你流人的血
[00:12:09.000 --> 00:12:15.000]  所羅門在列王記第5章第3節
[00:12:15.000 --> 00:12:17.000]  所羅門說
[00:12:17.000 --> 00:12:22.000]  希蘭,你知道我父親大衛因為四圍的戰爭
[00:12:22.000 --> 00:12:27.000]  不能夠為耶和華的神來建殿
[00:12:27.000 --> 00:12:34.000]  直到耶和華使仇敵都伏在他的腳下
[00:12:34.000 --> 00:12:39.000]  大衛雖然不能親手為神建殿
[00:12:39.000 --> 00:12:45.000]  但這一點沒有減低他對為神建殿的熱誠
[00:12:45.000 --> 00:12:48.000]  大衛在他有生的年日
[00:12:48.000 --> 00:12:52.000]  他早已為聖殿預備了很多東西
[00:12:52.000 --> 00:12:57.000]  大家可以參考列王記上第29章
[00:12:57.000 --> 00:13:03.000]  記載大衛的晚年對以色列群眾作出了建殿的鼓勵
[00:13:03.000 --> 00:13:11.000]  大衛為建聖殿預備了很多金、銀、銅、鐵等器材
[00:13:11.000 --> 00:13:16.000]  而且也將他的心意向所羅門說明
[00:13:16.000 --> 00:13:23.000]  在歷代之上22章28章都有記載
[00:13:23.000 --> 00:13:25.000]  大衛所說的心願
[00:13:25.000 --> 00:13:30.000]  也包括他從聖靈領受聖殿的藍圖
[00:13:30.000 --> 00:13:33.000]  他也告訴了所羅門
[00:13:33.000 --> 00:13:38.000]  未來所羅門建殿的計劃
[00:13:38.000 --> 00:13:43.000]  是依據大衛的聖靈感動的樣式來建
[00:13:43.000 --> 00:13:46.000]  大衛一一告訴所羅門
[00:13:46.000 --> 00:13:50.000]  聖殿的樣子很像一塊回膜
[00:13:50.000 --> 00:13:53.000]  大家可以看到左邊是回膜
[00:13:53.000 --> 00:13:57.000]  回膜是在摩西出埃及的曠野時
[00:13:57.000 --> 00:14:01.000]  神叫以色列人去建回膜
[00:14:01.000 --> 00:14:05.000]  這個回膜是神與人相聚的地方
[00:14:05.000 --> 00:14:11.000]  也顯明神是在以色列人的支派當中
[00:14:11.000 --> 00:14:14.000]  聖殿的樣子很像回膜
[00:14:14.000 --> 00:14:17.000]  但比回膜大兩倍
[00:14:17.000 --> 00:14:19.000]  長30公尺
[00:14:19.000 --> 00:14:21.000]  闊10公尺
[00:14:21.000 --> 00:14:25.000]  高15公尺
[00:14:25.000 --> 00:14:29.000]  聖殿包括聖所和致聖所
[00:14:29.000 --> 00:14:33.000]  殿要朝東南面建
[00:14:33.000 --> 00:14:36.000]  聖所在西面
[00:14:36.000 --> 00:14:41.000]  殿前有兩根銅柱
[00:14:41.000 --> 00:14:45.000]  一根叫瓦根
[00:14:45.000 --> 00:14:47.000]  一根叫波瓦斯
[00:14:47.000 --> 00:14:51.000]  除了主殿四周都有房屋
[00:14:51.000 --> 00:14:59.000]  這個情況我想往後會和公會講聖殿的仔細情況
[00:14:59.000 --> 00:15:04.000]  按今日的標準聖殿不算很大
[00:15:04.000 --> 00:15:07.000]  只是普通房屋的面積
[00:15:07.000 --> 00:15:10.000]  但在三千多年前
[00:15:10.000 --> 00:15:15.000]  運輸和建築全靠人力
[00:15:15.000 --> 00:15:21.000]  要建一個這樣的殿宇確實是很宏偉的工程
[00:15:21.000 --> 00:15:26.000]  而當時大衛有和希蘭合作
[00:15:26.000 --> 00:15:35.000]  希望推羅王希蘭為他和所羅門預備建殿材料
[00:15:35.000 --> 00:15:39.000]  所以我們看到神藉著所羅門的父親大衛
[00:15:39.000 --> 00:15:45.000]  已經為所羅門建殿早有預備
[00:15:45.000 --> 00:15:49.000]  而在第四第五節
[00:15:49.000 --> 00:15:54.000]  大衛的皇朝已經過去
[00:15:54.000 --> 00:15:56.000]  現在是所羅門的朝代
[00:15:56.000 --> 00:16:00.000]  就是耶和華宣告要建立一個朝代
[00:16:00.000 --> 00:16:07.000]  是一個四圍太平無仇敵無災禍的時代
[00:16:07.000 --> 00:16:09.000]  就像所羅門的名字
[00:16:09.000 --> 00:16:12.000]  所羅門的名字來自希伯來語
[00:16:12.000 --> 00:16:16.000]  意思是和平的平安
[00:16:16.000 --> 00:16:24.000]  即是說朝代是一個和平平安的朝代
[00:16:24.000 --> 00:16:28.000]  既然太平之勢已經到了
[00:16:28.000 --> 00:16:33.000]  現在就是大衛的兒子所羅門為神建殿的時候了
[00:16:33.000 --> 00:16:40.000]  所羅門沒有將神賜的平安環境看作理所當然
[00:16:40.000 --> 00:16:47.000]  在第五節所羅門說
[00:16:47.000 --> 00:16:49.000]  我吩咐什麼什麼
[00:16:49.000 --> 00:16:55.000]  但是在和合本說
[00:16:55.000 --> 00:16:59.000]  我定義要為耶和華我神的名建殿
[00:16:59.000 --> 00:17:03.000]  在《言語音樂》上大家看到
[00:17:03.000 --> 00:17:08.000]  《歷代志》第二章第一節的上半節
[00:17:08.000 --> 00:17:15.000]  也說了所羅門定義要為耶和華的名建殿
[00:17:15.000 --> 00:17:18.000]  表示建聖殿不單是大衛的心願
[00:17:18.000 --> 00:17:22.000]  也是所羅門自己的心意
[00:17:22.000 --> 00:17:26.000]  所羅門定義要為耶和華的名建殿
[00:17:26.000 --> 00:17:28.000]  神不單是大衛的神
[00:17:28.000 --> 00:17:30.000]  也是所羅門的神
[00:17:30.000 --> 00:17:34.000]  而所羅門的心意也合乎神的心意
[00:17:34.000 --> 00:17:38.000]  因為神曾經對大衛說
[00:17:38.000 --> 00:17:40.000]  我必使你的兒子接續你
[00:17:40.000 --> 00:17:42.000]  助你的王位
[00:17:42.000 --> 00:17:45.000]  他必為我的名建殿
[00:17:45.000 --> 00:17:49.000]  所以所羅門趁著平安的時期
[00:17:49.000 --> 00:17:55.000]  趕著去履行他父親大衛向神所許的願
[00:17:55.000 --> 00:18:00.000]  就是為神興建聖殿
[00:18:00.000 --> 00:18:04.000]  這時我又想起一位姊妹
[00:18:04.000 --> 00:18:10.000]  她以前的工作是要輪班
[00:18:10.000 --> 00:18:13.000]  不能夠穩定地回教會
[00:18:13.000 --> 00:18:16.000]  在幾年前她退休
[00:18:16.000 --> 00:18:18.000]  但又患了癌病
[00:18:18.000 --> 00:18:20.000]  做了手術康復了
[00:18:20.000 --> 00:18:25.000]  但去年她又發現有腫瘤
[00:18:25.000 --> 00:18:28.000]  心情當然很緊張
[00:18:28.000 --> 00:18:31.000]  於是就去做檢查
[00:18:31.000 --> 00:18:36.000]  醫生說不是腹瘡,沒事
[00:18:36.000 --> 00:18:41.000]  姊妹當時的心情感到神賜她
[00:18:41.000 --> 00:18:43.000]  身心平安
[00:18:43.000 --> 00:18:46.000]  她決定要穩定教會
[00:18:46.000 --> 00:18:48.000]  崇拜和團契
[00:18:48.000 --> 00:18:51.000]  在有新的年日好好去培育自己的靈明
[00:18:51.000 --> 00:18:53.000]  投入教會生活
[00:18:53.000 --> 00:18:57.000]  更加希望日後能夠參與侍奉
[00:18:57.000 --> 00:18:59.000]  各位姊妹
[00:18:59.000 --> 00:19:05.000]  今天在我們建造教會
[00:19:05.000 --> 00:19:08.000]  或是建造自己的屬靈生命
[00:19:08.000 --> 00:19:11.000]  或是做神國的侍奉的時候
[00:19:11.000 --> 00:19:15.000]  我們有沒有一個願意的心
[00:19:15.000 --> 00:19:21.000]  或是我們同時也要敏銳於神的時機
[00:19:21.000 --> 00:19:26.000]  好好抓緊時機去回應神的呼召呢
[00:19:26.000 --> 00:19:30.000]  我們繼續看下去
[00:19:30.000 --> 00:19:34.000]  由於所羅門準備要為神建聖殿
[00:19:34.000 --> 00:19:37.000]  需要很多的香柏木
[00:19:37.000 --> 00:19:45.000]  而香柏樹生長在海拔1500公尺高的山上
[00:19:45.000 --> 00:19:51.000]  香柏木的樹身有30公尺高
[00:19:51.000 --> 00:19:57.000]  而這些香柏樹在以色列是沒有的
[00:19:57.000 --> 00:20:02.000]  但所羅門王知道誰可以幫助他
[00:20:02.000 --> 00:20:06.000]  於是他就尋求推羅王希蘭的幫助
[00:20:06.000 --> 00:20:14.000]  因為推羅西頓盛產香柏木
[00:20:14.000 --> 00:20:19.000]  而且也有很多伐木工人
[00:20:19.000 --> 00:20:23.000]  所羅門就在尋求幫助的時候
[00:20:23.000 --> 00:20:30.000]  在第六節他也不忘記稱讚西頓的木材和伐木工人
[00:20:30.000 --> 00:20:33.000]  所羅門就在第六節說
[00:20:33.000 --> 00:20:39.000]  現在請吩咐人在黎巴嫩為我砍伐香柏木
[00:20:39.000 --> 00:20:42.000]  我的僕人必幫助你的僕人
[00:20:42.000 --> 00:20:47.000]  我知道在我們中間沒有人像西頓人那樣
[00:20:47.000 --> 00:20:51.000]  現場砍伐樹木
[00:20:51.000 --> 00:20:55.000]  在第七節希蘭收到所羅門的請求
[00:20:55.000 --> 00:20:58.000]  她就說很高興
[00:20:58.000 --> 00:21:04.000]  希蘭很高興是因為
[00:21:04.000 --> 00:21:12.000]  所羅門看到大衛
[00:21:12.000 --> 00:21:18.000]  他以前和她建立了良好關係和合作的關係
[00:21:18.000 --> 00:21:26.000]  所羅門也繼續運用這個友好的關係
[00:21:26.000 --> 00:21:41.000]  來請求希蘭幫助供應香柏木
[00:21:41.000 --> 00:21:44.000]  希蘭很有積極的回應
[00:21:44.000 --> 00:21:47.000]  說很高興
[00:21:47.000 --> 00:21:49.000]  在第六節中說
[00:21:49.000 --> 00:21:51.000]  至於你僕人的工錢
[00:21:51.000 --> 00:21:54.000]  我必照你所定的給你
[00:21:54.000 --> 00:21:58.000]  即是你叫我供應你香柏木
[00:21:58.000 --> 00:22:03.000]  所羅門就說
[00:22:03.000 --> 00:22:07.000]  你的僕人我會照著所定的工錢給你
[00:22:07.000 --> 00:22:10.000]  大家的對話中
[00:22:10.000 --> 00:22:15.000]  可以看到他們兩個王
[00:22:15.000 --> 00:22:20.000]  以色列王所羅門和希蘭王
[00:22:20.000 --> 00:22:24.000]  互信程度相當高
[00:22:24.000 --> 00:22:27.000]  所羅門是一個智慧非凡的王
[00:22:27.000 --> 00:22:32.000]  當時以色列國家富強
[00:22:32.000 --> 00:22:34.000]  為神建定的時候
[00:22:34.000 --> 00:22:36.000]  他都謙卑承認
[00:22:36.000 --> 00:22:39.000]  看到自己在什麼地方需要幫助
[00:22:39.000 --> 00:22:43.000]  他也知道在哪裡尋求幫助
[00:22:43.000 --> 00:22:48.000]  在昔日我出出茅廬的時候
[00:22:48.000 --> 00:22:51.000]  在教會什麼都要做
[00:22:51.000 --> 00:22:53.000]  雖然現在我做長者團契
[00:22:53.000 --> 00:22:58.000]  我以前是做職稱團契的服務
[00:22:58.000 --> 00:23:02.000]  當時我在職稱團契服務的時候
[00:23:02.000 --> 00:23:05.000]  有些弟兄姊妹拍拖要結婚
[00:23:05.000 --> 00:23:07.000]  但我當時還是單身
[00:23:07.000 --> 00:23:10.000]  怎樣幫他們做婚前輔導呢
[00:23:10.000 --> 00:23:13.000]  當時我就知道自己要尋求幫助
[00:23:13.000 --> 00:23:19.000]  於是我學了TGTA性格分析的工具
[00:23:19.000 --> 00:23:23.000]  可以用來幫助將要結婚的人
[00:23:23.000 --> 00:23:27.000]  了解他們兩個人或兩性之間的差異
[00:23:27.000 --> 00:23:34.000]  做了TGTA的問卷
[00:23:34.000 --> 00:23:38.000]  可以幫助他們調教大家的相處
[00:23:38.000 --> 00:23:43.000]  後來我又拿著宋牧師寫的《盟誓》之前
[00:23:43.000 --> 00:23:46.000]  約了一對已婚的夫婦
[00:23:46.000 --> 00:23:53.000]  跟我一起幫將要結婚的弟兄姊妹
[00:23:53.000 --> 00:23:56.000]  我參考宋牧師的書
[00:23:56.000 --> 00:23:59.000]  去講解《聖經》中的婚姻觀
[00:23:59.000 --> 00:24:01.000]  夫婦相處之道
[00:24:01.000 --> 00:24:06.000]  邀請他幫助我的教會夫婦
[00:24:06.000 --> 00:24:09.000]  兩夫妻之間相處的實踐
[00:24:09.000 --> 00:24:13.000]  我發覺可以做好婚前輔導
[00:24:13.000 --> 00:24:18.000]  幫助準備結婚的弟兄姊妹
[00:24:18.000 --> 00:24:23.000]  弟兄姊妹,當你做神的工作的時候
[00:24:23.000 --> 00:24:27.000]  你需要看到自己在什麼地方需要幫助
[00:24:27.000 --> 00:24:32.000]  而且知道在哪裡可以尋求幫助
[00:24:32.000 --> 00:24:37.000]  才可以妥善做神的工作
[00:24:37.000 --> 00:24:39.000]  我們再來看
[00:24:39.000 --> 00:24:43.000]  在《聖經》第七節的下半節
[00:24:43.000 --> 00:24:45.000]  希蘭說
[00:24:45.000 --> 00:24:48.000]  今日耶和華應當稱頌
[00:24:48.000 --> 00:24:53.000]  因為他給大衛一個有智慧的兒子
[00:24:53.000 --> 00:24:56.000]  治理眾多百姓
[00:24:56.000 --> 00:24:59.000]  希蘭這句話的意思是
[00:24:59.000 --> 00:25:04.000]  這個有智慧的王懂得尋求國際間的和平相處
[00:25:04.000 --> 00:25:06.000]  來締造人民安定的生活
[00:25:06.000 --> 00:25:09.000]  所羅門願意接納希蘭的意見
[00:25:09.000 --> 00:25:15.000]  繼續貪腐大衛和希蘭的友好關係
[00:25:15.000 --> 00:25:22.000]  這樣也是神賜給所羅門治理眾多國民的智慧的一個表現
[00:25:22.000 --> 00:25:26.000]  在聖經第三章的時候
[00:25:26.000 --> 00:25:33.000]  所羅門求神賜給他有理民的智慧
[00:25:33.000 --> 00:25:36.000]  處理國民的智慧
[00:25:36.000 --> 00:25:41.000]  所羅門與希蘭納約建殿
[00:25:41.000 --> 00:25:45.000]  讓人民在聖殿裡親近神
[00:25:45.000 --> 00:25:51.000]  也算是一個帶人民歸向神的智慧表現
[00:25:51.000 --> 00:25:53.000]  因著這方面的智慧
[00:25:53.000 --> 00:25:56.000]  所羅門也得到外邦人協助
[00:25:56.000 --> 00:25:59.000]  來參與建造聖殿
[00:25:59.000 --> 00:26:05.000]  聖殿是由以色列人與外邦人一起合作一同建成的
[00:26:05.000 --> 00:26:07.000]  這是事實
[00:26:07.000 --> 00:26:10.000]  這個事實表明了一個重要的真理
[00:26:10.000 --> 00:26:13.000]  聖殿的主人耶和華
[00:26:13.000 --> 00:26:15.000]  不單是以色列的神
[00:26:15.000 --> 00:26:17.000]  也是外邦人的神
[00:26:17.000 --> 00:26:18.000]  從建殿的起始
[00:26:18.000 --> 00:26:25.000]  神的心意就是讓聖殿成為萬國萬民禱告的殿
[00:26:25.000 --> 00:26:26.000]  是不是?
[00:26:26.000 --> 00:26:35.000]  神的恩典是要藉著聖殿賜給那些歸向他的外邦人
[00:26:35.000 --> 00:26:37.000]  神不單呼召猶太人
[00:26:37.000 --> 00:26:38.000]  也呼召外邦人
[00:26:38.000 --> 00:26:43.000]  使他們成為一個屬於神的新群體
[00:26:43.000 --> 00:26:46.000]  上帝的救贖恩典是超過人想像的
[00:26:46.000 --> 00:26:52.000]  上帝的恩典是要讓那些不是上帝的子民
