
[00:00:00.000 --> 00:00:04.040]  我們在教會的節日裡仍然是復活節的節日
[00:02:05.280 --> 00:02:07.160]  所以由十一章開始
[00:02:07.160 --> 00:02:08.720]  我們一路這樣看
[00:02:08.720 --> 00:02:10.720]  大衛和拔士巴犯奸淫
[00:02:10.720 --> 00:02:12.560]  然後十三章大衛的兒子
[00:02:12.560 --> 00:02:15.640]  污辱了他同父異母的妹妹他媽
[00:02:15.640 --> 00:02:18.080]  作為大衛父親
[00:02:18.080 --> 00:02:19.080]  他沒有做任何的事
[00:02:19.080 --> 00:02:21.920]  結果引致他媽的陳先生哥哥
[00:02:21.920 --> 00:02:23.000]  就是阿沙隆
[00:02:23.000 --> 00:02:25.280]  我們這幾次的一直在看
[00:02:25.280 --> 00:02:26.520]  是阿沙隆的故事
[00:02:26.520 --> 00:02:28.720]  他對爸爸的那種憤怒
[00:02:28.720 --> 00:02:32.680]  他要向他父親大衛伸張公義
[00:02:32.680 --> 00:02:35.440]  結果引致整個以色列國分裂了
[00:02:35.440 --> 00:02:37.480]  兒子要謀朝篡位了
[00:02:37.480 --> 00:02:40.800]  最後上個禮拜看到阿沙隆戰死沙場
[00:02:40.800 --> 00:02:43.280]  父親也因為失去了愛子
[00:02:43.280 --> 00:02:44.360]  痛不欲生
[00:02:44.360 --> 00:02:47.440]  所以大英哲學一個人的錯誤
[00:02:47.440 --> 00:02:49.960]  一次滿足私慾的過犯
[00:02:49.960 --> 00:02:51.920]  引發不單止一個人
[00:02:51.920 --> 00:02:53.560]  而是整個群體的沉淪
[00:02:53.920 --> 00:02:56.680]  到了今天我們看撒姆爾記下十九章
[00:02:56.680 --> 00:02:57.800]  大衛的跌宕
[00:02:57.800 --> 00:02:59.280]  終於停了
[00:02:59.280 --> 00:03:01.280]  他要回到耶路撒冷
[00:03:01.280 --> 00:03:03.240]  這個不是年輕的大衛了
[00:03:03.240 --> 00:03:04.440]  是年老的大衛
[00:03:04.440 --> 00:03:05.440]  他再次作王
[00:03:05.440 --> 00:03:08.000]  再次帶領整個以色列國
[00:03:08.000 --> 00:03:10.000]  一個縮成的群體回到神的旨意
[00:03:10.000 --> 00:03:13.360]  究竟大衛和所有的人
[00:03:13.360 --> 00:03:14.600]  他們發生這件事裡面
[00:03:14.600 --> 00:03:16.120]  在跌宕這件事裡面
[00:03:16.120 --> 00:03:18.440]  有什麼值得我們學習呢
[00:03:18.440 --> 00:03:20.080]  我們當中有什麼
[00:03:20.080 --> 00:03:21.720]  包括恩福加你和我
[00:03:21.840 --> 00:03:24.320]  怎樣去繼續所謂薪火相傳
[00:03:24.320 --> 00:03:26.040]  繼續在神的角度裡面
[00:03:26.040 --> 00:03:27.920]  作為一個合神心意的領袖呢
[00:03:27.920 --> 00:03:29.200]  就讓我們一起
[00:03:29.200 --> 00:03:31.080]  安靜在上帝的面前
[00:03:31.080 --> 00:03:33.280]  我們讓神的話開我們心
[00:03:33.280 --> 00:03:34.360]  讓我們同心去禱告
[00:03:34.360 --> 00:03:38.880]  基本上感謝你直著大衛
[00:03:38.880 --> 00:03:40.120]  他一生的經歷
[00:03:40.120 --> 00:03:42.240]  無論他有恩典的時候
[00:03:42.240 --> 00:03:44.280]  但也都有破碎的時候
[00:03:44.280 --> 00:03:46.920]  數不清人生高與低的片段
[00:03:46.920 --> 00:03:50.040]  他經歷了很多很多的艱難
[00:03:50.040 --> 00:03:52.720]  但同樣經歷了神的很多很多的恩典
[00:03:52.720 --> 00:03:54.000]  怎能如此呢
[00:03:54.000 --> 00:03:55.600]  一個這麼破碎的人
[00:03:55.600 --> 00:03:57.200]  為什麼你仍然這麼愛他
[00:03:57.200 --> 00:04:00.040]  為什麼你一次又一次給他機會迴轉呢
[00:04:00.040 --> 00:04:02.440]  主啊求你直著他的生命
[00:04:02.440 --> 00:04:03.880]  也直著聖經的說話
[00:04:03.880 --> 00:04:06.000]  進入我們的生命當中
[00:04:06.000 --> 00:04:07.240]  開我們的眼
[00:04:07.240 --> 00:04:08.040]  開我們的耳
[00:04:08.040 --> 00:04:08.840]  開我們的心
[00:04:08.840 --> 00:04:09.880]  讓我們聽到
[00:04:09.880 --> 00:04:10.960]  又能夠行到
[00:04:10.960 --> 00:04:12.600]  奉主耶穌基督的聖名祈求
[00:04:12.600 --> 00:04:13.200]  阿們
[00:04:13.200 --> 00:04:16.560]  今天的講題是怎能如此呢
[00:04:16.560 --> 00:04:18.280]  我們會看撒姆爾記下
[00:04:18.480 --> 00:04:21.440]  十九章十八到四十節
[00:04:21.440 --> 00:04:22.360]  這段經文
[00:04:22.360 --> 00:04:23.680]  我們一起去中讀
[00:04:23.680 --> 00:04:26.480]  在撒姆爾記下
[00:04:26.480 --> 00:04:27.840]  十九章十八到二十三節
[00:04:27.840 --> 00:04:28.880]  我們先讀第一點
[00:04:28.880 --> 00:04:29.920]  怎能如此的寬恕呢
[00:04:29.920 --> 00:04:31.000]  準備一二三
[00:04:31.000 --> 00:04:34.840]  道船就道王的家眷過河
[00:04:34.840 --> 00:04:37.640]  照王看為好的去做
[00:04:37.640 --> 00:04:40.400]  王過約旦河的時候
[00:04:40.400 --> 00:04:42.960]  基拉的兒子侍門
[00:04:42.960 --> 00:04:45.000]  俯伏在王面前
[00:04:45.000 --> 00:04:46.000]  對王說
[00:04:46.520 --> 00:04:49.920]  我主我王離開耶路撒冷的那日
[00:04:49.920 --> 00:04:52.360]  僕人行了叛逆的事
[00:04:52.360 --> 00:04:56.760]  現在求我主不要因此加罪於僕人
[00:04:56.760 --> 00:04:57.960]  不要記得
[00:04:57.960 --> 00:05:00.480]  也不要放在心上
[00:05:00.480 --> 00:05:03.480]  僕人明知自己有罪
[00:05:03.480 --> 00:05:04.560]  看啊
[00:05:04.560 --> 00:05:06.160]  若失全家之忠
[00:05:06.160 --> 00:05:10.360]  今日我首先下來迎接我主我王
[00:05:10.360 --> 00:05:14.360]  洗腦亞的兒子亞比西回答說
[00:05:14.760 --> 00:05:18.240]  侍媒既然奏罵耶和華的受高者
[00:05:18.240 --> 00:05:21.840]  不應當為者緣故處死他嗎
[00:05:21.840 --> 00:05:23.320]  大衛說
[00:05:23.320 --> 00:05:25.240]  洗腦亞的兒子
[00:05:25.240 --> 00:05:27.960]  我與你們有何相干
[00:05:27.960 --> 00:05:30.720]  你們今日要跟我作對嗎
[00:05:30.720 --> 00:05:32.880]  今日在以色列中
[00:05:32.880 --> 00:05:35.640]  豈可把任何人處死呢
[00:05:35.640 --> 00:05:39.960]  我豈不知今日我是以色列的王嗎
[00:05:39.960 --> 00:05:42.680]  於是王對侍媒說
[00:05:43.040 --> 00:05:44.320]  你必不死
[00:05:44.320 --> 00:05:46.800]  王就向他起誓
[00:05:46.800 --> 00:05:49.520]  我們上星期說到
[00:05:49.520 --> 00:05:53.600]  亞沙隆對他父親所引發政變失敗
[00:05:53.600 --> 00:05:57.080]  他在戰事中被大衛將領虐押所殺
[00:05:57.080 --> 00:05:58.520]  十九章
[00:05:58.520 --> 00:06:00.080]  我們剛剛讀經文之前
[00:06:00.080 --> 00:06:01.400]  第一節開始描述
[00:06:01.400 --> 00:06:03.560]  大衛為他的愛子哭泣
[00:06:03.560 --> 00:06:06.720]  虐押叫他不要為亞沙隆流淚
[00:06:06.720 --> 00:06:08.640]  因為他是敵人
[00:06:08.640 --> 00:06:11.160]  現在是時候收拾殘局
[00:06:11.440 --> 00:06:13.080]  整個國家已經分裂
[00:06:13.080 --> 00:06:14.520]  現在開始做收復的工作
[00:06:14.520 --> 00:06:16.160]  所以大衛收起眼淚
[00:06:16.160 --> 00:06:17.920]  他起程回到耶路撒冷
[00:06:17.920 --> 00:06:20.560]  就在班斯回朝的過程中
[00:06:20.560 --> 00:06:22.320]  大衛遇到三個人
[00:06:22.320 --> 00:06:24.920]  我們今日就看看這三個人的故事
[00:06:24.920 --> 00:06:26.920]  試下從這三個人的生命
[00:06:26.920 --> 00:06:27.920]  如何反思
[00:06:27.920 --> 00:06:30.600]  怎能如此這個主題
[00:06:30.600 --> 00:06:32.560]  如果廣東話我就叫
[00:06:32.560 --> 00:06:33.640]  咁都得
[00:06:33.640 --> 00:06:35.680]  咁都得有個戲語
[00:06:35.680 --> 00:06:36.640]  咁都得
[00:06:36.640 --> 00:06:38.080]  或者咁都得
[00:06:38.080 --> 00:06:40.360]  我不知道你一會用什麼語氣去說
[00:06:40.360 --> 00:06:41.560]  怎能如此
[00:06:41.560 --> 00:06:43.120]  第一個人物出場
[00:06:43.120 --> 00:06:44.120]  就是侍媒
[00:06:44.120 --> 00:06:46.200]  你記得之前我們講到都講過
[00:06:46.200 --> 00:06:48.960]  大衛之前避開他的兒子
[00:06:48.960 --> 00:06:50.000]  虐押沙隆
[00:06:50.000 --> 00:06:50.600]  叛變的時候
[00:06:50.600 --> 00:06:51.920]  走難的時候
[00:06:51.920 --> 00:06:53.840]  離開耶路撒冷的時候
[00:06:53.840 --> 00:06:55.240]  我們中國人就有一句
[00:06:55.240 --> 00:06:58.080]  就說龍游淺水遭哈氣
[00:06:58.080 --> 00:06:58.720]  接著怎樣
[00:06:58.720 --> 00:07:01.760]  虎落平陽被犬欺
[00:07:01.760 --> 00:07:02.680]  這個是
[00:07:02.680 --> 00:07:04.760]  貴為一國之首的大衛
[00:07:04.760 --> 00:07:07.920]  逃難就被侍媒咒罵
[00:07:08.440 --> 00:07:11.600]  在撒姆爾記下十六章六節
[00:07:11.600 --> 00:07:12.240]  那裡這樣說
[00:07:12.240 --> 00:07:13.680]  這個侍媒很厲害
[00:07:13.680 --> 00:07:16.560]  將大衛罵到狗血淋頭
[00:07:16.560 --> 00:07:18.560]  還要拿石頭去扔他
[00:07:18.560 --> 00:07:19.680]  當時是這樣說的
[00:07:19.680 --> 00:07:22.720]  撒姆爾記下十六章八節
[00:07:22.720 --> 00:07:23.600]  出不出口
[00:07:23.600 --> 00:07:24.120]  京京文
[00:07:24.120 --> 00:07:26.400]  好了
[00:07:26.400 --> 00:07:27.160]  快點齊頭
[00:07:27.160 --> 00:07:30.160]  現在你自取其禍
[00:07:30.160 --> 00:07:33.560]  因為你是流人血的人
[00:07:33.560 --> 00:07:34.080]  對了
[00:07:34.080 --> 00:07:36.280]  當時侍媒就是這樣罵他
[00:07:36.280 --> 00:07:37.160]  大衛
[00:07:37.280 --> 00:07:38.680]  你自取其禍
[00:07:38.680 --> 00:07:39.480]  你今天逃難
[00:07:39.480 --> 00:07:40.120]  應該的
[00:07:40.120 --> 00:07:41.600]  你是流人血的人
[00:07:41.600 --> 00:07:44.080]  所以所謂見高就拜
[00:07:44.080 --> 00:07:45.120]  見低就怎樣
[00:07:45.120 --> 00:07:46.640]  踩了
[00:07:46.640 --> 00:07:48.200]  大衛落難的時候
[00:07:48.200 --> 00:07:50.040]  侍媒就盡情這樣
[00:07:50.040 --> 00:07:50.640]  哇
[00:07:50.640 --> 00:07:51.320]  不斷踐踏
[00:07:51.320 --> 00:07:53.360]  但是當大衛得勝了
[00:07:53.360 --> 00:07:54.520]  現在贏了
[00:07:54.520 --> 00:07:56.160]  回到耶路撒冷了
[00:07:56.160 --> 00:07:56.920]  那又怎樣
[00:07:56.920 --> 00:07:58.280]  侍媒又怎樣回應呢
[00:07:58.280 --> 00:08:00.560]  作為一個投機者
[00:08:00.560 --> 00:08:02.280]  或者我們香港有時候說
[00:08:02.280 --> 00:08:03.920]  世界仔
[00:08:03.920 --> 00:08:06.440]  侍媒有三個反應
[00:08:06.440 --> 00:08:09.040]  在經文十五到十七節
[00:08:09.040 --> 00:08:10.400]  他說王回來了
[00:08:10.400 --> 00:08:11.600]  到了約旦河
[00:08:11.600 --> 00:08:12.760]  猶大來到
[00:08:12.760 --> 00:08:15.080]  吉格去迎接王
[00:08:15.080 --> 00:08:17.680]  請王過約旦河
[00:08:17.680 --> 00:08:19.400]  來自巴胡林的
[00:08:19.400 --> 00:08:21.680]  汴瓦敏人基拉的兒子
[00:08:21.680 --> 00:08:22.800]  就是侍媒
[00:08:22.800 --> 00:08:23.280]  他做什麼呢
[00:08:23.280 --> 00:08:25.760]  就是急忙與其他猶太人
[00:08:25.760 --> 00:08:27.880]  一同下去迎接大衛王
[00:08:27.880 --> 00:08:29.840]  然後跟從侍媒的
[00:08:29.840 --> 00:08:31.560]  有一千個汴瓦敏人
[00:08:31.560 --> 00:08:32.840]  還有數羅的僕人
[00:08:32.840 --> 00:08:34.120]  洗巴和十五個兒子
[00:08:34.120 --> 00:08:35.320]  二十個隨從僕人
[00:08:35.600 --> 00:08:37.480]  他們趕緊的去過
[00:08:37.480 --> 00:08:40.440]  約旦河到王的面前
[00:08:40.440 --> 00:08:42.840]  當侍媒知道
[00:08:42.840 --> 00:08:44.440]  大衛贏了
[00:08:44.440 --> 00:08:45.600]  回到耶路撒冷了
[00:08:45.600 --> 00:08:46.640]  準備過約旦河的時候
[00:08:46.640 --> 00:08:47.560]  十六和十七節
[00:08:47.560 --> 00:08:48.440]  這裡有兩個字
[00:08:48.440 --> 00:08:49.240]  先頭紅色的字
[00:08:49.240 --> 00:08:51.560]  就是急忙和趕緊
[00:08:51.560 --> 00:08:53.160]  漁民急忙這個字
[00:08:53.160 --> 00:08:55.120]  就是催促和快速的意思
[00:08:55.120 --> 00:08:57.000]  趕緊就好像廣東話
[00:08:57.000 --> 00:08:58.160]  撲倒去
[00:08:58.160 --> 00:09:00.000]  我們很多時候
[00:09:00.000 --> 00:09:00.760]  我們經常說
[00:09:00.760 --> 00:09:02.040]  執書行頭就怎樣呢
[00:09:02.040 --> 00:09:03.720]  比敗家更慘
[00:09:03.720 --> 00:09:04.720]  為什麼這麼急呢
[00:09:05.560 --> 00:09:06.320]  之前的經文
[00:09:06.320 --> 00:09:07.120]  我們今天沒有讀
[00:09:07.120 --> 00:09:08.160]  其實已經在說
[00:09:08.160 --> 00:09:10.440]  大衛和他的兒子
[00:09:10.440 --> 00:09:12.400]  亞沙隆父子情仇
[00:09:12.400 --> 00:09:14.560]  就將整個以色列國分開了
[00:09:14.560 --> 00:09:16.400]  所以經文八至十四節
[00:09:16.400 --> 00:09:17.320]  之前我們沒有讀到
[00:09:17.320 --> 00:09:19.760]  其實十二支派的領袖就討論
[00:09:19.760 --> 00:09:21.640]  大衛贏了
[00:09:21.640 --> 00:09:22.160]  怎麼辦
[00:09:22.160 --> 00:09:23.520]  我們要表態了
[00:09:23.520 --> 00:09:26.160]  之前我們站在支持亞沙隆
[00:09:26.160 --> 00:09:27.720]  現在輸了怎麼辦
[00:09:27.720 --> 00:09:29.160]  大衛很好
[00:09:29.160 --> 00:09:31.320]  他就跟這些以色列支派說
[00:09:31.320 --> 00:09:33.360]  我不會秋後算帳的
[00:09:33.360 --> 00:09:34.880]  就算你之前叛逆我
[00:09:35.080 --> 00:09:37.200]  你都是我們的弟兄和骨肉
[00:09:37.200 --> 00:09:40.080]  所以曾經踩過
[00:09:40.080 --> 00:09:42.880]  甚至反叛過大衛的事媒
[00:09:42.880 --> 00:09:44.720]  是一個聰明的投機者
[00:09:44.720 --> 00:09:47.840]  他知道時機是非常重要
[00:09:47.840 --> 00:09:49.840]  所以先頭兩個字原文都是
[00:09:49.840 --> 00:09:50.640]  急趕
[00:09:50.640 --> 00:09:52.480]  趕急
[00:09:52.480 --> 00:09:53.600]  趕快去做
[00:09:53.600 --> 00:09:55.880]  所以他不單止快
[00:09:55.880 --> 00:09:58.200]  他還要加上十足的誠意
[00:09:58.200 --> 00:10:02.600]  第一時間帶上一千個
[00:10:02.880 --> 00:10:03.880]  變眼問人
[00:10:03.880 --> 00:10:05.480]  其他支派都還沒回應的時候
[00:10:05.480 --> 00:10:06.760]  他馬上就去站台
[00:10:06.760 --> 00:10:09.280]  再加上十分的演技
[00:10:09.280 --> 00:10:11.360]  因為經文十九到二十節
[00:10:11.360 --> 00:10:12.360]  這裡很厲害
[00:10:12.360 --> 00:10:13.720]  說到三次
[00:10:13.720 --> 00:10:14.560]  哇
[00:10:14.560 --> 00:10:15.560]  叩頭認錯
[00:10:15.560 --> 00:10:18.120]  三次去說我主我王
[00:10:18.120 --> 00:10:18.880]  他說對王書
[00:10:18.880 --> 00:10:20.400]  我主我王
[00:10:20.400 --> 00:10:22.280]  離開耶路撒冷的來
[00:10:22.280 --> 00:10:24.400]  僕人行了叛逆的事
[00:10:24.400 --> 00:10:25.720]  現在求我主
[00:10:25.720 --> 00:10:28.360]  不要因此加罪於僕人
[00:10:28.360 --> 00:10:29.520]  不要記得
[00:10:29.520 --> 00:10:31.400]  也不要放在心上
[00:10:31.600 --> 00:10:33.400]  僕人明知自己有罪悍
[00:10:33.400 --> 00:10:34.880]  若失全家之忠
[00:10:34.880 --> 00:10:37.760]  今日我首先下來迎接我主我王
[00:10:37.760 --> 00:10:38.080]  哇
[00:10:38.080 --> 00:10:38.680]  多厲害
[00:10:38.680 --> 00:10:40.680]  如果拿最佳男主角
[00:10:40.680 --> 00:10:41.800]  他應該被提名
[00:10:41.800 --> 00:10:42.640]  可能拿獎了
[00:10:42.640 --> 00:10:44.040]  這個有點像什麼呢
[00:10:44.040 --> 00:10:44.640]  就好像
[00:10:44.640 --> 00:10:46.680]  你曾經在公司那裡
[00:10:46.680 --> 00:10:50.160]  有個同事辱罵你
[00:10:50.160 --> 00:10:52.960]  辱罵了之後
[00:10:52.960 --> 00:10:56.240]  誰知道公司就請回這個同事回來
[00:10:56.240 --> 00:10:58.920]  這個同事就做了總經理
[00:10:58.920 --> 00:11:01.000]  於是你又怎樣呢
[00:11:01.160 --> 00:11:05.320]  你第一時間就號召你部門所有的下屬
[00:11:05.320 --> 00:11:08.240]  早上八點鐘就站在門口
[00:11:08.240 --> 00:11:10.000]  還買了幾個水果籃
[00:11:10.000 --> 00:11:12.120]  連同紅酒鮑魚魚子醬
[00:11:12.120 --> 00:11:12.960]  哇
[00:11:12.960 --> 00:11:14.800]  電梯門一開你就馬上撲上去
[00:11:14.800 --> 00:11:15.880]  老闆啊老闆
[00:11:15.880 --> 00:11:18.320]  求你大人不記小人過
[00:11:18.320 --> 00:11:19.040]  大人有大量
[00:11:19.040 --> 00:11:21.160]  我之前口出狂言罵過你
[00:11:21.160 --> 00:11:21.920]  不過
[00:11:21.920 --> 00:11:23.640]  不經大腦的
[00:11:23.640 --> 00:11:26.120]  求你千萬不要放在我們心上
[00:11:26.120 --> 00:11:26.840]  看看老闆
[00:11:26.840 --> 00:11:29.400]  今日我帶上所有我部門的同事
[00:11:29.920 --> 00:11:31.520]  最早回到公司
[00:11:31.520 --> 00:11:32.640]  其他同事都還沒回來
[00:11:32.640 --> 00:11:35.000]  恭候你大駕光臨
[00:11:35.000 --> 00:11:36.400]  所以弟兄姊妹
[00:11:36.400 --> 00:11:39.200]  今日我們講題叫怎能如此
[00:11:39.200 --> 00:11:39.720]  可能你就說
[00:11:39.720 --> 00:11:40.680]  這樣也行
[00:11:40.680 --> 00:11:41.760]  是吧
[00:11:41.760 --> 00:11:43.960]  這邊罵完那個同事
[00:11:43.960 --> 00:11:45.800]  誰知道他又做了你老闆
[00:11:45.800 --> 00:11:47.720]  接著你回來就馬上變了另一個人
[00:11:47.720 --> 00:11:50.600]  我相信好像是視媒這些投機者
[00:11:50.600 --> 00:11:52.240]  你應該都遇過不少
[00:11:52.240 --> 00:11:53.120]  不過我希望
[00:11:53.120 --> 00:11:54.800]  你不要是其中一個
[00:11:54.800 --> 00:11:56.840]  我不會叫你舉手的
[00:11:56.840 --> 00:11:57.760]  你有沒有試過是這樣
[00:11:58.840 --> 00:12:01.160]  不過世人我們很重視
[00:12:01.160 --> 00:12:03.960]  或者視媒看到的一件事就是時機
[00:12:03.960 --> 00:12:06.760]  或者我們經常說環境
[00:12:06.760 --> 00:12:08.360]  大趨勢
[00:12:08.360 --> 00:12:08.840]  是吧
[00:12:08.840 --> 00:12:09.520]  大數據
[00:12:09.520 --> 00:12:10.480]  這些很重要的
[00:12:10.480 --> 00:12:12.160]  我認識的我在電台的時候都見到
[00:12:12.160 --> 00:12:15.200]  每一天很多人都是窮盡一生
[00:12:15.200 --> 00:12:17.680]  我們今年壽苦節和富節的主題
[00:12:17.680 --> 00:12:19.280]  窮盡一生怎樣
[00:12:19.280 --> 00:12:21.000]  把握每個機遇
[00:12:21.000 --> 00:12:23.160]  為自己賺取最大的回報
[00:12:23.160 --> 00:12:26.000]  無論你是金錢地位明星權力
[00:12:26.000 --> 00:12:27.640]  很正常是吧
[00:12:28.040 --> 00:12:29.200]  我相信你看到
[00:12:29.200 --> 00:12:31.120]  或者可能你自己都想這樣做的
[00:12:31.120 --> 00:12:33.320]  但是作為一個屬神的人
[00:12:33.320 --> 00:12:34.920]  我們作為一個
[00:12:34.920 --> 00:12:36.680]  作主的門徒你和我
[00:12:36.680 --> 00:12:39.200]  我們要看的不是人的時間
[00:12:39.200 --> 00:12:42.000]  我們要測驗的是神的時間
[00:12:42.000 --> 00:12:44.560]  我們要測驗的是神的旨意
[00:12:44.560 --> 00:12:46.240]  和神的計劃
[00:12:46.240 --> 00:12:50.440]  所以我們學習的焦點今天不在視媒的身上
[00:12:50.440 --> 00:12:52.720]  反而我們可以看看另外一個人
[00:12:52.720 --> 00:12:54.000]  就是大衛
[00:12:54.000 --> 00:12:57.320]  大衛被稱為合神心意的人
[00:12:57.320 --> 00:12:58.520]  究竟他有什麼反應
[00:12:58.520 --> 00:13:00.600]  當大衛面對視媒的時候
[00:13:00.600 --> 00:13:03.880]  他同樣有三個回應是很值得我們去反思的
[00:13:03.880 --> 00:13:05.760]  第一個其實之前Eric Amos
[00:13:05.760 --> 00:13:07.280]  在講道的時候都講過了
[00:13:07.280 --> 00:13:08.640]  就在視媒
[00:13:08.640 --> 00:13:10.400]  你記得我們先前讀的那段經文
[00:13:10.400 --> 00:13:12.320]  大衛逃難的時候
[00:13:12.320 --> 00:13:13.320]  他罵他
[00:13:13.320 --> 00:13:16.480]  大衛後來就對那些神僕說
[00:13:16.480 --> 00:13:18.080]  因為當他逃難時
[00:13:18.080 --> 00:13:19.960]  視媒罵到他狗血淋頭
[00:13:19.960 --> 00:13:21.120]  然後他怎樣說呢
[00:13:21.120 --> 00:13:24.520]  在《撒慕爾記》下十六章十一到十二節
[00:13:24.520 --> 00:13:25.040]  他倆這樣說
[00:13:25.040 --> 00:13:28.240]  他說大衛又對亞比西和眾神僕說
[00:13:28.240 --> 00:13:30.800]  當視媒罵他的時候
[00:13:30.800 --> 00:13:31.800]  逃難的時候
[00:13:31.800 --> 00:13:32.720]  大衛就說
[00:13:32.720 --> 00:13:34.760]  看看我親生兒子
[00:13:34.760 --> 00:13:36.440]  都尋索我的命
[00:13:36.440 --> 00:13:38.280]  何況這個變亞萬人
[00:13:38.280 --> 00:13:39.920]  不由他就罵
[00:13:39.920 --> 00:13:42.720]  可能這個是耶和華吩咐他的
[00:13:42.720 --> 00:13:45.360]  或者耶和華見我遭難
[00:13:45.360 --> 00:13:47.200]  因為我今天的緣故
[00:13:47.200 --> 00:13:48.280]  被這個人咒罵
[00:13:48.280 --> 00:13:50.280]  而向我施恩
[00:13:50.280 --> 00:13:52.200]  所以大衛很好
[00:13:52.200 --> 00:13:54.360]  這個是今天段經文之前
[00:13:54.360 --> 00:13:55.560]  就是他逃難的時候
[00:13:55.560 --> 00:13:57.240]  當視媒罵他的時候
[00:13:57.240 --> 00:13:58.440]  他沒有反駁
[00:13:58.440 --> 00:14:00.440]  他看的不是看人的辱罵
[00:14:00.440 --> 00:14:01.560]  他是看神
[00:14:01.560 --> 00:14:04.720]  黃厚基博士有一本書叫
[00:14:04.720 --> 00:14:05.560]  《大衛王朝》
[00:14:05.560 --> 00:14:07.400]  《撒慕爾記》的神學
[00:14:07.400 --> 00:14:08.520]  全息他這樣說
[00:14:08.520 --> 00:14:09.880]  當你想一下
[00:14:09.880 --> 00:14:11.360]  你落難的時候被人罵
[00:14:11.360 --> 00:14:13.000]  這口氣怎麼吞呢
[00:14:13.000 --> 00:14:14.440]  其實大衛
[00:14:14.440 --> 00:14:15.600]  當下的心情
[00:14:15.600 --> 00:14:17.600]  不只是停留在掃羅
[00:14:17.600 --> 00:14:20.520]  或者之前他發生了很多的事
[00:14:20.520 --> 00:14:22.280]  他停留在上帝的身上
[00:14:22.760 --> 00:14:25.120]  他心裡面所經歷的一切
[00:14:25.120 --> 00:14:26.480]  他想起的
[00:14:26.480 --> 00:14:28.120]  所以當視媒罵他的時候
[00:14:28.120 --> 00:14:30.760]  他想起亞沙隆的背叛
