
[00:00:00.000 --> 00:00:02.500]  親愛的各位電影姊妹,你們好
[00:02:23.520 --> 00:02:27.520]  沒大拉的瑪利亞來到墳墓
[00:02:27.520 --> 00:02:31.520]  看見石頭已從墳墓挪開了
[00:02:31.520 --> 00:02:38.520]  主耶穌在星期五被釘十字架
[00:02:38.520 --> 00:02:44.520]  由星期五的黃昏到星期六的黃昏
[00:02:44.720 --> 00:02:47.520]  之前是猶太人的安息日
[00:02:47.520 --> 00:02:50.520]  按照猶太人的律法規定
[00:02:50.520 --> 00:02:55.520]  屍體必須被埋葬
[00:02:55.520 --> 00:03:00.520]  因此耶穌的屍體被埋葬在墳墓裡
[00:03:00.520 --> 00:03:07.520]  由星期六的黃昏到星期日的黃昏
[00:03:07.520 --> 00:03:12.520]  就是猶太人一個星期的第一日
[00:03:12.720 --> 00:03:15.520]  也就是七日的第一日
[00:03:15.520 --> 00:03:18.520]  在安息日之後的第一日早晨
[00:03:18.520 --> 00:03:21.520]  天還黑的時間
[00:03:21.520 --> 00:03:23.520]  很清早
[00:03:23.520 --> 00:03:27.520]  不知道大家今早有弟兄姊妹出來參加神道會的時間
[00:03:27.520 --> 00:03:30.520]  會不會天還沒亮呢
[00:03:30.520 --> 00:03:33.520]  在天還沒亮的時候
[00:03:33.520 --> 00:03:40.520]  穆達拉的瑪利亞來到耶穌埋葬的墳墓
[00:03:41.720 --> 00:03:46.520]  聖經有很多位的瑪利亞
[00:03:46.520 --> 00:03:49.520]  穆達拉的瑪利亞是什麼意思呢
[00:03:49.520 --> 00:03:54.520]  就是那位來自穆達拉的瑪利亞
[00:03:54.520 --> 00:03:59.520]  這是耶穌一個很忠心的女門徒
[00:03:59.520 --> 00:04:03.520]  穆達拉的瑪利亞來到耶穌的墳前
[00:04:03.520 --> 00:04:10.520]  而耶穌的墳墓是在岩石當中作出來的洞穴
[00:04:10.720 --> 00:04:15.520]  在洞穴的門口通常會放著一塊大石
[00:04:15.520 --> 00:04:18.520]  去擋住門口
[00:04:18.520 --> 00:04:21.520]  當瑪利亞來到耶穌的墳前
[00:04:21.520 --> 00:04:23.520]  她看到的是什麼呢
[00:04:23.520 --> 00:04:27.520]  就是本應擋住的墓門的石頭
[00:04:27.520 --> 00:04:30.520]  已經被挪開了
[00:04:30.520 --> 00:04:36.520]  接著我們請姐妹讀出第二節
[00:04:39.720 --> 00:04:43.520]  西門彼得和耶穌所愛的那門徒
[00:04:43.520 --> 00:04:45.520]  對他們說
[00:04:45.520 --> 00:04:48.520]  有人從墳墓把主而走了
[00:04:48.520 --> 00:04:53.520]  我們不知道他們把他放在那裡
[00:04:53.520 --> 00:04:56.520]  瑪利亞當時下意識地想
[00:04:56.520 --> 00:04:59.520]  耶穌的屍體被人拿走了
[00:04:59.520 --> 00:05:03.520]  於是她隨即跑去找耶穌的門徒
[00:05:03.720 --> 00:05:10.520]  就是西門彼得和耶穌所愛的那位門徒
[00:05:10.520 --> 00:05:14.520]  那麼耶穌所愛的門徒是誰呢
[00:05:14.520 --> 00:05:17.520]  大多數聖經學者都認為
[00:05:17.520 --> 00:05:22.520]  這個門徒是約翰福音的作者
[00:05:22.520 --> 00:05:27.520]  所以我們會說耶穌所愛的門徒
[00:05:27.520 --> 00:05:29.520]  也會說約翰
[00:05:32.720 --> 00:05:38.520]  瑪利亞告訴西門彼得和約翰的想法
[00:05:38.520 --> 00:05:42.520]  有人把耶穌的屍體拿走了
[00:05:42.520 --> 00:05:46.520]  我們留意一下瑪利亞說
[00:05:46.520 --> 00:05:51.520]  我們不知道他們把他放在那裡
[00:05:51.520 --> 00:05:55.520]  因此瑪利亞可能當時去到耶穌的墳前
[00:05:55.520 --> 00:05:56.520]  不是她一個人
[00:05:56.520 --> 00:06:00.520]  可能也有其他的婦女陪著她一起去
[00:06:00.720 --> 00:06:06.520]  這個我們可以從其他的福音書裡的記載得到印證
[00:06:06.520 --> 00:06:15.520]  接著我們請弟兄讀第三節到第五節
[00:06:15.520 --> 00:06:16.520]  弟兄
[00:06:16.520 --> 00:06:19.520]  彼得和那門徒就出去
[00:06:19.520 --> 00:06:21.520]  往墳墓去
[00:06:21.520 --> 00:06:23.520]  兩個人同跑
[00:06:23.520 --> 00:06:26.520]  那門徒比彼得跑得快
[00:06:26.520 --> 00:06:28.520]  先到了墳墓
[00:06:28.720 --> 00:06:31.520]  低頭望裡看
[00:06:31.520 --> 00:06:34.520]  看見西邁波環方在那裡
[00:06:34.520 --> 00:06:37.520]  只是沒有進去
[00:06:37.520 --> 00:06:42.520]  彼得和約翰聽到瑪利亞的話之後
[00:06:42.520 --> 00:06:46.520]  就隨即跑去耶穌的墳前
[00:06:46.520 --> 00:06:54.520]  當中那位門徒約翰跑得比彼得快
[00:06:54.520 --> 00:06:56.520]  可能因為他年輕一點
[00:06:56.720 --> 00:07:00.520]  最先到墳墓前
[00:07:00.520 --> 00:07:03.520]  但他沒有即時進入墳墓
[00:07:03.520 --> 00:07:10.520]  但就在他站在墳墓外面的位置
[00:07:10.520 --> 00:07:12.520]  低頭望進去的時候
[00:07:12.520 --> 00:07:14.520]  他就看不到屍體
[00:07:14.520 --> 00:07:19.520]  但他看見的是果屍布
[00:07:19.720 --> 00:07:27.520]  這是用來包裹屍體的細麻布
[00:07:27.520 --> 00:07:31.520]  仍然留在墳墓裡
[00:07:31.520 --> 00:07:40.520]  接著我們請姐妹讀第六節到第八節
[00:07:41.520 --> 00:08:03.320]  (教會念經)
[00:08:03.320 --> 00:08:08.320]  請姐妹讀第九和十節
[00:08:08.520 --> 00:08:19.320]  (教會念經)
[00:08:19.320 --> 00:08:24.320]  西門彼得隨後也到了墳墓
[00:08:24.320 --> 00:08:28.320]  他看見細麻布放在墳墓裡
[00:08:28.320 --> 00:08:34.320]  他也看見包裹耶穌的頭巾
[00:08:34.320 --> 00:08:38.320]  卻是放在另一處的地方
[00:08:38.320 --> 00:08:40.120]  卻被包裹著
[00:08:40.120 --> 00:08:46.120]  接著約翰也進入了墳墓
[00:08:46.120 --> 00:08:51.120]  經文說他看見了就相信
[00:08:51.120 --> 00:08:57.120]  意思是約翰相信耶穌已經復活
[00:08:57.120 --> 00:08:59.120]  為什麼他會相信呢
[00:08:59.120 --> 00:09:02.120]  因為如果耶穌的屍體被人拿走的話
[00:09:02.120 --> 00:09:04.120]  偷的人會怎樣呢
[00:09:04.320 --> 00:09:13.120]  會不會把包裹屍體的果屍布拆掉
[00:09:13.120 --> 00:09:17.120]  然後才會拿走屍體
[00:09:17.120 --> 00:09:19.120]  還會放好果屍布呢
[00:09:19.120 --> 00:09:24.120]  通常偷屍的人都不會這樣做
[00:09:24.120 --> 00:09:32.120]  所以耶穌的屍體不會被偷走
[00:09:32.320 --> 00:09:37.120]  所以約翰相信耶穌已經復活
[00:09:37.120 --> 00:09:40.120]  雖然經文沒有提及
[00:09:40.120 --> 00:09:43.120]  彼得是否也相信耶穌的復活
[00:09:43.120 --> 00:09:46.120]  但我們一般學者都相信
[00:09:46.120 --> 00:09:49.120]  彼得也相信了
[00:09:49.120 --> 00:09:54.120]  只不過因為約翰是福音的作者
[00:09:54.120 --> 00:09:59.120]  所以他用自己的角度去表達他的認信
[00:09:59.320 --> 00:10:04.120]  彼得和約翰看了空墳墓之後
[00:10:04.120 --> 00:10:07.120]  他相信了耶穌基督的復活
[00:10:07.120 --> 00:10:11.120]  但他到這個時候才相信
[00:10:11.120 --> 00:10:13.120]  為什麼他到現在才相信呢
[00:10:13.120 --> 00:10:16.120]  因為他們之前不明白
[00:10:16.120 --> 00:10:18.120]  舊約聖經所說的
[00:10:18.120 --> 00:10:22.120]  耶穌必須從死人中復活的意思
[00:10:22.120 --> 00:10:27.120]  第九節他們還不明白聖經所說
[00:10:27.320 --> 00:10:36.120]  其實這一節原文有一個「因為」的詞語
[00:10:36.120 --> 00:10:39.120]  只不過中文聖經沒有翻譯出來
[00:10:39.120 --> 00:10:47.120]  所以彼得和約翰看到屍體不見的時候
[00:10:47.120 --> 00:10:51.120]  他們才明白舊約聖經所說的
[00:10:51.120 --> 00:10:55.120]  耶穌基督復活是必須的事情
[00:10:55.320 --> 00:11:00.120]  彼得和約翰印證了耶穌的屍體不在墳墓之後
[00:11:00.120 --> 00:11:03.120]  他們就回到自己的住處
[00:11:03.120 --> 00:11:05.120]  這裡說到門徒的住處
[00:11:05.120 --> 00:11:09.120]  那裡可能就是他們門徒經常聚集的地方
[00:11:09.120 --> 00:11:14.120]  在那裡彼得和約翰會將他們所見到的事情
[00:11:14.120 --> 00:11:17.120]  告訴其他門徒知道
[00:11:19.320 --> 00:11:24.120]  接著我們請弟兄讀第十一節到十三節
[00:11:24.120 --> 00:11:25.120]  請弟兄
[00:11:25.120 --> 00:11:29.120]  瑪利亞卻站在墳墓外面哭
[00:11:29.120 --> 00:11:33.120]  他哭的時候低頭望墳墓裡看
[00:11:33.120 --> 00:11:37.120]  看見兩個天使穿著白衣
[00:11:37.120 --> 00:11:41.120]  在安放耶穌身體的地方坐著
[00:11:41.120 --> 00:11:44.120]  一個在頭一個在腳
[00:11:44.120 --> 00:11:46.120]  天使對他說
[00:11:46.320 --> 00:11:49.120]  夫人你為什麼哭
[00:11:49.120 --> 00:11:51.120]  他對他們說
[00:11:51.120 --> 00:11:54.120]  因為有人把我主而走了
[00:11:54.120 --> 00:11:59.120]  我不知道他們把他放在哪裡
[00:11:59.120 --> 00:12:03.120]  門徒彼得和約翰離開之後
[00:12:03.120 --> 00:12:07.120]  瑪利亞獨自留在墳墓的地方
[00:12:07.120 --> 00:12:10.120]  他留在這個地方很可能是因為他希望
[00:12:10.120 --> 00:12:15.120]  最終能夠找到耶穌身體的下落
[00:12:15.320 --> 00:12:19.120]  瑪利亞的哭泣反映出他的思想
[00:12:19.120 --> 00:12:24.120]  仍然覺得耶穌的屍體被一些人拿走了
[00:12:24.120 --> 00:12:28.120]  而還沒有相信耶穌已經復活
[00:12:28.120 --> 00:12:33.120]  當瑪利亞哭的時候
[00:12:33.120 --> 00:12:36.120]  他向墳墓裡看
[00:12:36.120 --> 00:12:40.120]  他看見有兩個穿著白衣的天使
[00:12:40.120 --> 00:12:45.120]  坐在耶穌身體旁邊的兩旁
[00:12:45.120 --> 00:12:49.920]  其中一個屍體問瑪利亞為什麼要哭
[00:12:49.920 --> 00:12:55.920]  其實這個問題是天使對瑪利亞溫和的責備
[00:12:55.920 --> 00:12:59.920]  因為這個時間耶穌已經復活了
[00:12:59.920 --> 00:13:02.920]  他實在不應該要哭
[00:13:02.920 --> 00:13:09.920]  接著我們請姐妹讀第十四到十五節
[00:13:09.920 --> 00:13:10.920]  請姐妹
[00:13:11.120 --> 00:13:13.920]  她轉身來
[00:13:13.920 --> 00:13:16.920]  看見耶穌站在那裡
[00:13:16.920 --> 00:13:18.920]  卻不知道祂是耶穌
[00:13:18.920 --> 00:13:20.920]  耶穌問她
[00:13:20.920 --> 00:13:22.920]  夫人,你為什麼哭?
[00:13:22.920 --> 00:13:24.920]  你找誰?
[00:13:24.920 --> 00:13:27.920]  瑪利亞以為祂是原主的
[00:13:27.920 --> 00:13:29.920]  就對祂說
[00:13:29.920 --> 00:13:32.920]  先生,若是你把祂移了去
[00:13:32.920 --> 00:13:36.920]  請告訴我,你把祂放在哪裡?
[00:13:36.920 --> 00:13:39.920]  我去把祂移回來
[00:13:40.120 --> 00:13:43.920]  瑪利亞對天使的回答反映出
[00:13:43.920 --> 00:13:48.920]  她仍然以為耶穌的屍體只是被人拿走了
[00:13:48.920 --> 00:13:51.920]  當她說了這些話之後
[00:13:51.920 --> 00:13:53.920]  她轉身來
[00:13:53.920 --> 00:13:55.920]  看見身旁有人
[00:13:55.920 --> 00:13:58.920]  她不知道祂是耶穌
[00:13:58.920 --> 00:14:01.920]  耶穌問她
[00:14:01.920 --> 00:14:03.920]  為什麼要哭?
[00:14:03.920 --> 00:14:05.920]  你找誰?
[00:14:05.920 --> 00:14:08.920]  瑪利亞以為耶穌是原丁
[00:14:09.120 --> 00:14:10.920]  她就對天使說
[00:14:10.920 --> 00:14:13.920]  如果祂把耶穌的身體拿走了
[00:14:13.920 --> 00:14:16.920]  就請祂告訴自己
[00:14:16.920 --> 00:14:21.920]  讓祂可以把耶穌的身體移回墳墓裡
[00:14:21.920 --> 00:14:27.920]  接著我們請弟兄讀第十六和第十七節
[00:14:27.920 --> 00:14:30.920]  耶穌對她說
[00:14:30.920 --> 00:14:33.920]  瑪利亞轉身來
[00:14:33.920 --> 00:14:36.920]  用希伯來語對她說
[00:14:36.920 --> 00:14:37.920]  拉波尼
[00:14:38.120 --> 00:14:40.920]  拉波尼就是老師的意思
[00:14:40.920 --> 00:14:42.920]  耶穌對她說
[00:14:42.920 --> 00:14:44.920]  不要拉住我
[00:14:44.920 --> 00:14:48.920]  因為我還沒有升上去見我的父
[00:14:48.920 --> 00:14:52.920]  她到弟兄那裡去告訴他們
[00:14:52.920 --> 00:14:55.920]  我要升上去見我的父
[00:14:55.920 --> 00:14:57.920]  也是你們的父
[00:14:57.920 --> 00:14:59.920]  見我的神
[00:14:59.920 --> 00:15:01.920]  也是你們的神
[00:15:01.920 --> 00:15:07.920]  當耶穌用瑪利亞的名詞去叫喚她的時候
[00:15:07.920 --> 00:15:13.720]  瑪利亞即時辨認到跟她說話的那位就是耶穌
[00:15:13.720 --> 00:15:15.720]  她就轉身來
[00:15:15.720 --> 00:15:18.720]  稱耶穌為拉波尼
[00:15:18.720 --> 00:15:22.720]  拉波尼其實是亞蘭語的語言
[00:15:22.720 --> 00:15:28.720]  它跟希伯來語拉比的意思是一樣的
[00:15:28.720 --> 00:15:31.720]  也是老師的意思
[00:15:31.720 --> 00:15:35.720]  瑪利亞的反應顯示出
[00:15:35.920 --> 00:15:39.720]  她很驚奇和很喜悅
[00:15:39.720 --> 00:15:44.720]  她萬萬想不到耶穌竟然會出現在她的眼前
[00:15:44.720 --> 00:15:46.720]  耶穌對瑪利亞說
[00:15:46.720 --> 00:15:48.720]  不要拉住我
[00:15:48.720 --> 00:15:52.720]  很可能當時瑪利亞突然間看到耶穌
[00:15:52.720 --> 00:15:54.720]  她就即時拉住耶穌
[00:15:54.720 --> 00:15:58.720]  恐怕耶穌很快就會消失
[00:15:58.720 --> 00:16:01.720]  耶穌對瑪利亞說
[00:16:01.720 --> 00:16:02.720]  不要拉住我
[00:16:02.920 --> 00:16:06.720]  因為我還沒有升上去見我的父
[00:16:06.720 --> 00:16:08.720]  耶穌的意思是什麼呢
[00:16:08.720 --> 00:16:13.720]  就是她現在還沒有升上天去見父神
[00:16:13.720 --> 00:16:18.720]  因此她將會有一段時間跟門徒在一起
[00:16:18.720 --> 00:16:25.720]  所以瑪利亞不需要拉住耶穌
[00:16:25.720 --> 00:16:28.720]  怕以後也看不到耶穌
[00:16:31.920 --> 00:16:35.720]  接著我們請姐妹讀第十八節
[00:16:35.720 --> 00:16:40.720]  向門徒報信
[00:16:40.720 --> 00:16:42.720]  我已經看見了主
[00:16:42.720 --> 00:16:47.720]  他有把主對他說的話告訴他們
[00:16:47.720 --> 00:16:50.720]  耶穌跟瑪利亞說了話之後
[00:16:50.720 --> 00:16:54.720]  瑪利亞就回到門徒所在的地方
[00:16:54.720 --> 00:16:58.720]  告訴門徒她已經看見了主
[00:16:58.920 --> 00:17:03.720]  還有把主對她說的話告訴門徒
[00:17:03.720 --> 00:17:06.720]  包括了耶穌告訴他們
[00:17:06.720 --> 00:17:08.720]  她將要升天的訊息
[00:17:08.720 --> 00:17:15.720]  接著我們請弟兄讀第十九和二十節
[00:17:15.720 --> 00:17:18.720]  那日就是七日的第一日
[00:17:18.720 --> 00:17:23.720]  晚上門徒因怕猶太人所在的地方
[00:17:23.720 --> 00:17:25.720]  門都關了
[00:17:25.920 --> 00:17:29.720]  耶穌來站在當中對他們說
[00:17:29.720 --> 00:17:31.720]  願你們平安
[00:17:31.720 --> 00:17:33.720]  說了者說
[00:17:33.720 --> 00:17:36.720]  他把手和臘膀給他們看
[00:17:36.720 --> 00:17:40.720]  門徒一看見主就起來了
[00:17:40.720 --> 00:17:47.720]  在接著的第七日的第一日的晚上
[00:17:47.720 --> 00:17:49.720]  在門徒聚集的地方
[00:17:49.720 --> 00:17:52.720]  耶穌就向門徒顯現
[00:17:52.920 --> 00:17:58.720]  在這時門徒因為害怕猶太人的捉拿
[00:17:58.720 --> 00:18:01.720]  所以房門緊閉
[00:18:01.720 --> 00:18:04.720]  房門雖然緊閉
[00:18:04.720 --> 00:18:08.720]  但耶穌卻能穿越空間
[00:18:08.720 --> 00:18:10.720]  在他們當中顯現
[00:18:10.720 --> 00:18:14.720]  耶穌顯現時對門徒說
[00:18:14.720 --> 00:18:16.720]  願你們平安
[00:18:16.720 --> 00:18:19.720]  願你們平安這句話
[00:18:19.920 --> 00:18:24.720]  其實猶太人在平常見面打招呼時也會說
[00:18:24.720 --> 00:18:27.720]  但在這一刻
[00:18:27.720 --> 00:18:32.720]  耶穌說平安是他們所需要的
[00:18:32.720 --> 00:18:36.720]  耶穌說了願他們平安後
[00:18:36.720 --> 00:18:39.720]  向他們展示了身上的釘痕
[00:18:39.720 --> 00:18:45.720]  釘十字架時在手上所留下的釘痕
[00:18:45.920 --> 00:18:52.720]  還有他的肋旁也曾經被兵兵用長槍刺過
[00:18:52.720 --> 00:18:54.720]  所留下的疤痕
[00:18:54.720 --> 00:18:57.720]  他展示了這些疤痕
[00:18:57.720 --> 00:19:02.720]  表示他真是釘十字架的主耶穌
[00:19:02.720 --> 00:19:05.720]  現在他已經復活了
[00:19:05.720 --> 00:19:08.720]  當門徒見到耶穌後
[00:19:08.720 --> 00:19:13.720]  他們的心情就由原先的害怕變為喜樂
[00:19:13.920 --> 00:19:16.720]  耶穌在釘十字架前
[00:19:16.720 --> 00:19:20.720]  在最後對門徒的一番訓話當中
[00:19:20.720 --> 00:19:23.720]  他也曾經應許要給他們喜樂
[00:19:23.720 --> 00:19:28.720]  門徒在這個時刻就經歷了這個喜樂
[00:19:28.720 --> 00:19:34.720]  接著我們請姐妹們讀21至23節
[00:19:34.720 --> 00:19:36.720]  請姐妹們
[00:19:36.720 --> 00:19:38.720]  耶穌又對他們說
[00:19:38.720 --> 00:19:40.720]  願你們平安
[00:19:40.720 --> 00:19:42.720]  父怎讓差遣了我
[00:19:42.920 --> 00:19:45.720]  我也照樣差遣了你
[00:19:45.720 --> 00:19:46.720]  主了者說
[00:19:46.720 --> 00:19:49.720]  他向他們吹了一口氣
[00:19:49.720 --> 00:19:51.720]  領受聖靈罷
[00:19:51.720 --> 00:19:54.720]  你們赦免誰的罪
[00:19:54.720 --> 00:19:56.720]  赦的罪就得赦免
[00:19:56.720 --> 00:19:59.720]  你們不赦免誰的罪
[00:19:59.720 --> 00:20:02.720]  誰的罪就不得赦免
[00:20:02.720 --> 00:20:07.720]  接著主耶穌對他們說
[00:20:07.720 --> 00:20:09.720]  願你們平安
[00:20:09.920 --> 00:20:12.720]  並且把托付賜給他們
[00:20:12.720 --> 00:20:13.720]  耶穌說
[00:20:13.720 --> 00:20:15.720]  父怎讓差遣了我
[00:20:15.720 --> 00:20:18.720]  我也照樣差遣了你們
[00:20:18.720 --> 00:20:22.720]  耶穌把差遣的托付賜給門徒
[00:20:22.720 --> 00:20:24.720]  他們需要更大的平安
[00:20:24.720 --> 00:20:26.720]  所以耶穌對他們說
[00:20:26.720 --> 00:20:28.720]  願你們平安
[00:20:28.720 --> 00:20:30.720]  耶穌說
[00:20:30.720 --> 00:20:32.720]  天父怎樣差遣他們
[00:20:32.720 --> 00:20:35.720]  他也照樣差遣他們
[00:20:35.720 --> 00:20:38.720]  我們知道天父差遣了耶穌來到世上
[00:20:38.920 --> 00:20:41.720]  成就了救贖的工作
[00:20:41.720 --> 00:20:45.720]  現在主耶穌也要差遣他的門徒來到世上
[00:20:45.720 --> 00:20:49.720]  去宣揚他已經成就了的救贖恩典
[00:20:49.720 --> 00:20:53.720]  接著主耶穌向門徒吹了一口氣
[00:20:53.720 --> 00:20:54.720]  對他們說
[00:20:54.720 --> 00:20:57.720]  領受聖靈罷
[00:20:57.720 --> 00:20:59.720]  耶穌這個行動和說話
[00:20:59.720 --> 00:21:02.720]  聖經的學者有不同的解說
[00:21:02.720 --> 00:21:05.720]  較合理的解讀就是
[00:21:05.720 --> 00:21:07.720]  這是一個掌聲性的行動
[00:21:07.920 --> 00:21:11.720]  表示門徒將要領受聖靈
[00:21:11.720 --> 00:21:13.720]  但不是現在
[00:21:13.720 --> 00:21:17.720]  而是等到五旬節的時間
[00:21:17.720 --> 00:21:19.720]  聖靈會被賜下
[00:21:19.720 --> 00:21:22.720]  到時候門徒就會得到聖靈
[00:21:22.720 --> 00:21:27.720]  耶穌接著對門徒說
[00:21:27.720 --> 00:21:29.720]  你們赦免誰的罪
[00:21:29.720 --> 00:21:32.720]  誰的罪就得到赦免
[00:21:32.720 --> 00:21:34.720]  你們不赦免誰的罪
[00:21:34.920 --> 00:21:38.720]  誰的罪就不得赦免
[00:21:38.720 --> 00:21:40.720]  這句話並不是表示
[00:21:40.720 --> 00:21:45.720]  門徒之後可以憑著自己
[00:21:45.720 --> 00:21:48.720]  說可以赦免別人的罪
[00:21:48.720 --> 00:21:51.720]  或者不赦免別人的罪
[00:21:51.720 --> 00:21:55.720]  為什麼這樣說呢
[00:21:55.720 --> 00:22:00.720]  因為赦免罪的權柄是神的權柄
[00:22:00.720 --> 00:22:02.720]  不是人的權柄
[00:22:02.920 --> 00:22:05.720]  這句話的意思是什麼呢
[00:22:05.720 --> 00:22:07.720]  這句話的意思是
[00:22:07.720 --> 00:22:09.720]  門徒要做的工作
[00:22:09.720 --> 00:22:11.720]  是宣揚主耶穌基督
[00:22:11.720 --> 00:22:14.720]  救贖福音的工作
[00:22:14.720 --> 00:22:17.720]  當他向人宣講
[00:22:17.720 --> 00:22:19.720]  耶穌救贖福音的時間
[00:22:19.720 --> 00:22:21.720]  凡是願意接受福音的人
[00:22:21.720 --> 00:22:24.720]  他們的罪就會得到赦免
[00:22:24.720 --> 00:22:26.720]  而凡拒絕福音的人
[00:22:26.720 --> 00:22:29.720]  他們的罪就不會得到赦免
[00:22:29.920 --> 00:22:32.720]  而他們的罪就會留給自己
[00:22:32.720 --> 00:22:42.720]  接著我們請弟兄讀第24節到25節
[00:22:42.720 --> 00:22:50.720]  耶穌來的時候
[00:22:50.720 --> 00:22:53.720]  他們又和他們在一起
[00:22:53.720 --> 00:22:56.720]  其他的門徒就對他說
[00:22:56.720 --> 00:22:59.720]  我們已經看見主了
[00:22:59.720 --> 00:23:01.520]  多瑪卻對他們說
[00:23:01.520 --> 00:23:05.520]  除非我看見他手上的釘痕
[00:23:05.520 --> 00:23:08.520]  用我的指頭探入那釘痕
[00:23:08.520 --> 00:23:11.520]  用我的手探入他的肋旁
[00:23:11.520 --> 00:23:13.520]  我絕不信
[00:23:13.520 --> 00:23:17.520]  主耶穌向門徒顯現的時間
[00:23:17.520 --> 00:23:20.520]  門徒多瑪剛剛好缺席
[00:23:20.520 --> 00:23:24.520]  在事後看到耶穌的門徒
[00:23:26.720 --> 00:23:30.520]  耶穌的門徒可能是耶穌的11個門徒
[00:23:30.520 --> 00:23:32.520]  其中的10個
[00:23:32.520 --> 00:23:34.520]  因為多瑪缺席
[00:23:34.520 --> 00:23:37.520]  所以是耶穌的10個門徒
[00:23:37.520 --> 00:23:39.520]  他們告訴多瑪
[00:23:39.520 --> 00:23:41.520]  他們看見主耶穌
[00:23:41.520 --> 00:23:46.520]  而多瑪面對多位門徒的見證
[00:23:46.520 --> 00:23:48.520]  但他仍然很難相信
[00:23:48.520 --> 00:23:50.520]  耶穌真的復活
[00:23:50.520 --> 00:23:52.520]  他對其他的門徒說
[00:23:52.520 --> 00:23:54.520]  除非他看見
[00:23:54.720 --> 00:23:56.520]  耶穌手上的釘痕
[00:23:56.520 --> 00:23:58.520]  用他的指頭探入
[00:23:58.520 --> 00:24:01.520]  耶穌肋旁的傷痕
[00:24:01.520 --> 00:24:06.520]  否則他絕對不會相信
[00:24:06.520 --> 00:24:08.520]  無論如何
[00:24:08.520 --> 00:24:11.520]  其他門徒如何廢盡他們的神舌
[00:24:11.520 --> 00:24:15.520]  多瑪仍然拒絕相信門徒的話
[00:24:15.520 --> 00:24:21.520]  接著我們請姐妹們讀26到28節
[00:24:21.720 --> 00:24:23.520]  過了八天
[00:24:23.520 --> 00:24:25.520]  門徒又在屋內
[00:24:25.520 --> 00:24:28.520]  多瑪又和他們在一起
[00:24:28.520 --> 00:24:30.520]  門都關了
[00:24:30.520 --> 00:24:32.520]  耶穌來站在當中說
[00:24:32.520 --> 00:24:34.520]  願你們平安
[00:24:34.520 --> 00:24:37.520]  然後他對多瑪說
[00:24:37.520 --> 00:24:40.520]  把你的指頭伸到這裡來
[00:24:40.520 --> 00:24:42.520]  看看我的手
[00:24:42.520 --> 00:24:44.520]  把你的手伸過來
[00:24:44.520 --> 00:24:46.520]  探入我的肋旁
[00:24:46.520 --> 00:24:49.520]  不要疑惑只要信
[00:24:49.720 --> 00:24:51.520]  多瑪回答他
[00:24:51.520 --> 00:24:54.520]  我的主我的神
[00:24:54.520 --> 00:24:57.520]  過了一個星期
[00:24:57.520 --> 00:24:59.520]  過了八天
[00:24:59.520 --> 00:25:02.520]  這個第八天是包括當天
