
[00:00:00.000 --> 00:00:05.000]  好,在聽到的時候我們都一起同心祈禱
[00:02:30.000 --> 00:02:36.000]  以色列人在抗野流浪了四十年
[00:02:36.000 --> 00:02:42.000]  也都經過了進入迦勒一些連番的戰事之後
[00:02:42.000 --> 00:02:46.000]  約書亞記在第十三章就說到
[00:02:46.000 --> 00:02:52.000]  兩個支派半在約旦河東已經佔有地圖
[00:02:52.000 --> 00:02:57.000]  而從第十四章開始一直到第十九章
[00:02:57.000 --> 00:03:01.000]  記載有關約旦河西岸土地
[00:03:01.000 --> 00:03:05.000]  分配給其他九個半支派的事
[00:03:05.000 --> 00:03:08.000]  在第十四章開始就說
[00:03:08.000 --> 00:03:12.000]  分給迦勒的地要做起始
[00:03:12.000 --> 00:03:16.000]  而最後說到尾第十九章就是約書亞
[00:03:16.000 --> 00:03:21.000]  他得到的地來作結束
[00:03:21.000 --> 00:03:25.000]  我們一起來讀一下約書亞記
[00:03:25.000 --> 00:03:27.000]  今天我們會分享的經文
[00:03:27.000 --> 00:03:31.000]  十四章第六至十五節
[00:03:31.000 --> 00:03:33.000]  我們一起來讀
[00:03:42.000 --> 00:03:47.000]  耶和華在迦底斯巴尼亞指著我和你
[00:03:47.000 --> 00:03:51.000]  對神人摩西所說的話你都知道
[00:03:51.000 --> 00:03:56.000]  耶和華的僕人摩西從迦底斯巴尼亞
[00:03:56.000 --> 00:03:59.000]  派派我窺探這地的時候
[00:03:59.000 --> 00:04:01.000]  我剛四十歲
[00:04:01.000 --> 00:04:04.000]  我把心裡的話向他報告
[00:04:04.000 --> 00:04:10.000]  雖然和我上去的眾弟兄洗百姓膽戰心驚
[00:04:10.000 --> 00:04:14.000]  我仍然專心跟從耶和華我的神
[00:04:14.000 --> 00:04:17.000]  那天摩西起誓說
[00:04:17.000 --> 00:04:19.000]  你腳掌所踏之地
[00:04:19.000 --> 00:04:23.000]  要歸你和你的子孫永遠為業
[00:04:23.000 --> 00:04:27.000]  因為你專心跟從耶和華我的神
[00:04:27.000 --> 00:04:29.000]  現在看吧
[00:04:29.000 --> 00:04:35.000]  耶和華照他所說的洗我活了這四十五年
[00:04:35.000 --> 00:04:39.000]  當以色列人在曠野漂流的時候
[00:04:39.000 --> 00:04:42.000]  耶和華曾對摩西說了這話
[00:04:42.000 --> 00:04:44.000]  現在看吧
[00:04:44.000 --> 00:04:46.000]  我已經八十五歲了
[00:04:46.000 --> 00:04:49.000]  現今我還狠作健壯
[00:04:49.000 --> 00:04:53.000]  像摩西差派我去的那天一樣
[00:04:53.000 --> 00:04:56.000]  無論是戰爭是出入
[00:04:56.000 --> 00:05:00.000]  我現在的力量和那時的力量一樣
[00:05:00.000 --> 00:05:05.000]  請你將耶和華那日所說的這三軀給我
[00:05:05.000 --> 00:05:10.000]  那日你也曾聽說這裡有阿勒族人
[00:05:10.000 --> 00:05:13.000]  以及寬谷的城
[00:05:13.000 --> 00:05:18.000]  或許耶和華會照他所說的與我同在
[00:05:18.000 --> 00:05:20.000]  我就把他們趕出去
[00:05:20.000 --> 00:05:25.000]  於是約書亞為耶夫尼的兒子迦勒祝福
[00:05:25.000 --> 00:05:28.000]  把希伯倫給他為業
[00:05:28.000 --> 00:05:35.000]  所以希伯倫承了基里洗族耶夫尼兒子迦勒的產業
[00:05:35.000 --> 00:05:36.000]  直到今日
[00:05:36.000 --> 00:05:41.000]  因為他專心跟從耶和華以色列的神
[00:05:41.000 --> 00:05:44.000]  希伯倫從前名叫基列阿巴
[00:05:44.000 --> 00:05:48.000]  阿巴是阿勒族最尊貴的人
[00:05:48.000 --> 00:05:51.000]  大家讀得非常之好
[00:05:51.000 --> 00:05:55.000]  大家很渴望聽這段經文
[00:05:55.000 --> 00:06:02.000]  今天我分享這段經文的事跡
[00:06:02.000 --> 00:06:11.000]  當中迦勒要求得希伯倫為業
[00:06:11.000 --> 00:06:16.000]  這個要求要追溯到文數記13-14章
[00:06:16.000 --> 00:06:21.000]  提到摩西帶領以色列人出埃及
[00:06:21.000 --> 00:06:22.000]  要進入迦南
[00:06:22.000 --> 00:06:27.000]  迦南是神應許賜給以色列人的地方
[00:06:27.000 --> 00:06:31.000]  是一個流奶與物的地方
[00:06:31.000 --> 00:06:34.000]  因著神給以色列人的這個應許
[00:06:34.000 --> 00:06:37.000]  當時40歲的迦勒
[00:06:37.000 --> 00:06:42.000]  他就萌發了他人生的一個理想和夢想
[00:06:42.000 --> 00:06:48.000]  就是可以離開這個遺老的埃及這個地方
[00:06:48.000 --> 00:06:53.000]  他很渴望進入這個流奶與物
[00:06:53.000 --> 00:06:55.000]  神所應許的這個地方
[00:06:55.000 --> 00:06:58.000]  這個迦南美地
[00:06:58.000 --> 00:07:02.000]  摩西認領以色列人出埃及之後
[00:07:02.000 --> 00:07:08.000]  摩西就派12個探子去看看
[00:07:08.000 --> 00:07:12.000]  神給我們迦南這個地方是怎樣的
[00:07:12.000 --> 00:07:19.000]  那12個探子去了迦南
[00:07:19.000 --> 00:07:25.000]  結果發現原來這個地方的物產真是很豐富
[00:07:25.000 --> 00:07:28.000]  在螢光幕大家可以看到
[00:07:28.000 --> 00:07:33.000]  在那裏的人的居民很強悍
[00:07:33.000 --> 00:07:38.000]  迦南地的居民有一族叫阿納族人
[00:07:38.000 --> 00:07:41.000]  是偉人
[00:07:41.000 --> 00:07:44.000]  身材很高大強壯
[00:07:44.000 --> 00:07:46.000]  阿納族人有多高大呢
[00:07:46.000 --> 00:07:48.000]  我都查過資料
[00:07:48.000 --> 00:07:56.000]  阿納族人的身高有2米1至2米7這麼高
[00:07:56.000 --> 00:08:04.000]  和大衛打仗的哥利亞就2米7多一點
[00:08:04.000 --> 00:08:17.000]  探子形容他們和這些阿納族人
[00:08:17.000 --> 00:08:19.000]  他們比較的時候
[00:08:19.000 --> 00:08:23.000]  那些探子就說我們好像蚱蜢一樣
[00:08:23.000 --> 00:08:27.000]  但其實是不是誇張了一點
[00:08:27.000 --> 00:08:35.000]  我們5呎多比起2米7
[00:08:35.000 --> 00:08:38.000]  我們蚱蜢他們是偉人
[00:08:38.000 --> 00:08:40.000]  是不是誇張了
[00:08:40.000 --> 00:08:44.000]  這些探子的形容是誇張了
[00:08:44.000 --> 00:08:49.000]  但其實表達了探子的心理上
[00:08:49.000 --> 00:08:51.000]  對這些阿納族人覺得
[00:08:51.000 --> 00:08:54.000]  那些人的高大有一種壓倒性
[00:08:54.000 --> 00:08:59.000]  他們的能力是一種壓倒性的差距
[00:08:59.000 --> 00:09:05.000]  但其實都不是一個正確的身高對比的表達
[00:09:05.000 --> 00:09:07.000]  這10個探子就覺得
[00:09:07.000 --> 00:09:10.000]  加南地的人很可怕
[00:09:10.000 --> 00:09:12.000]  特別是這些阿納族人
[00:09:12.000 --> 00:09:15.000]  然後他們就說我們打不贏他們
[00:09:15.000 --> 00:09:17.000]  我們不要上去
[00:09:17.000 --> 00:09:23.000]  於是就令到全個百姓都很恐慌
[00:09:23.000 --> 00:09:26.000]  但其餘另外有兩個探子
[00:09:26.000 --> 00:09:30.000]  就是迦勒和約書亞
[00:09:30.000 --> 00:09:36.000]  這兩位探子就對全會眾說
[00:09:36.000 --> 00:09:42.000]  在文素記13章第14章7至9節說
[00:09:42.000 --> 00:09:46.000]  我們所走過的所窺探的地是一個極美的地
[00:09:46.000 --> 00:09:48.000]  如果他們喜歡我們
[00:09:48.000 --> 00:09:50.000]  我們一定會能夠進去
[00:09:50.000 --> 00:09:53.000]  將這個流瀨怨物之地神父賜給我們
[00:09:53.000 --> 00:09:56.000]  我們不要背叛耶和華
[00:09:56.000 --> 00:09:59.000]  不要怕那裡的百姓
[00:09:59.000 --> 00:10:01.000]  因為他們是我們的食物
[00:10:01.000 --> 00:10:03.000]  保護他們的已經離開了
[00:10:03.000 --> 00:10:05.000]  耶和華會與我們同在
[00:10:05.000 --> 00:10:08.000]  不要怕他們
[00:10:08.000 --> 00:10:12.000]  迦勒和約書亞都主張說上去
[00:10:12.000 --> 00:10:15.000]  但這位以色列人
[00:10:15.000 --> 00:10:20.000]  因為聽了前面十位探子所說的
[00:10:20.000 --> 00:10:24.000]  令他們膽戰心驚的灰心喪膽的話
[00:10:24.000 --> 00:10:26.000]  他們就說我不進迦南了
[00:10:26.000 --> 00:10:29.000]  我也不要摩西做我們的領袖
[00:10:29.000 --> 00:10:32.000]  我們再找另一個領袖
[00:10:32.000 --> 00:10:41.000]  他們還要用石頭去打死迦勒和約書亞
[00:10:41.000 --> 00:10:45.000]  那時候神就發怒了
[00:10:45.000 --> 00:10:49.000]  因為他們不信神會領他們
[00:10:49.000 --> 00:10:53.000]  進去神所應許的迦南的地方
[00:10:53.000 --> 00:10:56.000]  神就罰這些以色列人
[00:10:56.000 --> 00:10:58.000]  不肯進去迦南
[00:10:58.000 --> 00:11:00.000]  不信的人
[00:11:00.000 --> 00:11:03.000]  在曠野漂流四十年
[00:11:03.000 --> 00:11:06.000]  而且他們那一代的人
[00:11:06.000 --> 00:11:08.000]  都要死在曠野
[00:11:08.000 --> 00:11:11.000]  不能夠進迦南
[00:11:11.000 --> 00:11:15.000]  迦勒仍然堅持神給他的應許
[00:11:15.000 --> 00:11:19.000]  懷著夢想要得迦南地
[00:11:19.000 --> 00:11:21.000]  結果四十五年之後
[00:11:21.000 --> 00:11:28.000]  只剩下迦勒和約書亞能夠進入迦南
[00:11:28.000 --> 00:11:32.000]  在約書亞記十四章六至九節
[00:11:32.000 --> 00:11:39.000]  迦勒就要求約書亞分希伯倫這個地方給他為業
[00:11:39.000 --> 00:11:41.000]  第六節說
[00:11:41.000 --> 00:11:44.000]  基尼洗族耶夫尼的兒子迦勒對約書亞說
[00:11:44.000 --> 00:11:49.000]  耶和華在迦底斯巴尼亞指著我和你
[00:11:49.000 --> 00:11:53.000]  對神人摩西所說的話你知道的
[00:11:53.000 --> 00:11:55.000]  而第九節呢
[00:11:55.000 --> 00:11:57.000]  迦勒也抓住
[00:11:57.000 --> 00:12:00.000]  他說摩西起誓說過
[00:12:00.000 --> 00:12:06.000]  你腳掌所踏的地必要歸你和你的子孫永遠為業
[00:12:06.000 --> 00:12:12.000]  迦勒他要求要得希伯倫為他的產業
[00:12:12.000 --> 00:12:16.000]  後來他也戰勝了強悍的阿勒族人
[00:12:16.000 --> 00:12:20.000]  阿勒族中最尊大的
[00:12:20.000 --> 00:12:23.000]  是在希伯倫
[00:12:23.000 --> 00:12:27.000]  迦勒就要求要得這個地方
[00:12:27.000 --> 00:12:33.000]  去攻陷了這個強悍中最強悍的人
[00:12:33.000 --> 00:12:35.000]  四十五年前
[00:12:35.000 --> 00:12:41.000]  迦勒在摩西探子和以色列人的百姓面前說
[00:12:41.000 --> 00:12:44.000]  我們立刻上去去得那個地
[00:12:44.000 --> 00:12:47.000]  我們能夠征服他的
[00:12:47.000 --> 00:12:51.000]  在當時好像癡人說夢
[00:12:51.000 --> 00:12:54.000]  但是四十五年之後
[00:12:54.000 --> 00:12:57.000]  在迦勒眼前
[00:12:57.000 --> 00:13:00.000]  迦勒得到了這個地方
[00:13:00.000 --> 00:13:05.000]  他的夢想成真了
[00:13:05.000 --> 00:13:08.000]  現在正在舉行世界盃
[00:13:08.000 --> 00:13:13.000]  我又講一下足球的夢想成真的事蹟給大家聽
[00:13:13.000 --> 00:13:17.000]  舉世知名的巴西球王比利
[00:13:17.000 --> 00:13:21.000]  他的爸爸是足球員
[00:13:21.000 --> 00:13:24.000]  但是他小時候家裡很窮
[00:13:24.000 --> 00:13:27.000]  買不起足球
[00:13:27.000 --> 00:13:31.000]  比利和他的朋友用舊的襪子
[00:13:31.000 --> 00:13:33.000]  報紙或者是報團
[00:13:33.000 --> 00:13:37.000]  做成一些球來做練習
[00:13:37.000 --> 00:13:40.000]  比利雖然生活條件不好
[00:13:40.000 --> 00:13:43.000]  但是他對足球充滿熱情
[00:13:43.000 --> 00:13:45.000]  幾乎每天都踢足球
[00:13:45.000 --> 00:13:49.000]  被一些富家子弟笑他
[00:13:49.000 --> 00:13:52.000]  你鞋子都沒得穿又骯髒
[00:13:52.000 --> 00:13:55.000]  這樣來取笑他
[00:13:55.000 --> 00:13:59.000]  比利將這些歧視轉為動力
[00:13:59.000 --> 00:14:01.000]  每天在森林裡
[00:14:01.000 --> 00:14:07.000]  繞著樹之間做障礙跑
[00:14:07.000 --> 00:14:09.000]  從小就練出絕技
[00:14:09.000 --> 00:14:12.000]  在他十七歲那年
[00:14:12.000 --> 00:14:17.000]  他已經站在全世界最大的足球舞台
[00:14:17.000 --> 00:14:20.000]  在1958年的比賽裡
[00:14:20.000 --> 00:14:25.000]  比利有驚人的表現
[00:14:25.000 --> 00:14:28.000]  在一些單場比賽裡
[00:14:28.000 --> 00:14:30.000]  他曾經獨中三元
[00:14:30.000 --> 00:14:32.000]  入三個球
[00:14:32.000 --> 00:14:38.000]  幫助巴西第一次奪得世界盃冠軍
[00:14:38.000 --> 00:14:40.000]  之後的十幾年
[00:14:40.000 --> 00:14:43.000]  比利持續帶領著巴西的國家隊
[00:14:43.000 --> 00:14:45.000]  創造傳奇
[00:14:45.000 --> 00:14:48.000]  分別在1962年和1970年
[00:14:48.000 --> 00:14:53.000]  兩度都贏得世界盃冠軍
[00:14:53.000 --> 00:14:57.000]  成為歷史上唯一一位
[00:14:57.000 --> 00:15:02.000]  三次奪得世界盃冠軍的球員
[00:15:02.000 --> 00:15:06.000]  到現在都沒有人打破得到
[00:15:06.000 --> 00:15:13.000]  昨晚我才看到一個分析
[00:15:13.000 --> 00:15:18.000]  現在朗拿道的力量已經不及了
[00:15:18.000 --> 00:15:20.000]  朗拿道也很出名
[00:15:20.000 --> 00:15:26.000]  但他肯定打破不了球王比利
[00:15:26.000 --> 00:15:34.000]  三次奪得世界盃的成績
[00:15:34.000 --> 00:15:39.000]  比利美夢成真
[00:15:39.000 --> 00:15:46.000]  比利不是那三座世界盃的冠軍
[00:15:46.000 --> 00:15:49.000]  而是他將不可能變成可能
[00:15:49.000 --> 00:15:53.000]  用行動改變了命運的劇本
[00:15:53.000 --> 00:15:58.000]  將美夢成真
[00:15:58.000 --> 00:15:59.000]  弟兄姊妹
[00:15:59.000 --> 00:16:01.000]  我們教會的創唐牧師
[00:16:01.000 --> 00:16:05.000]  也是一位發夢王
[00:16:05.000 --> 00:16:07.000]  在座的弟兄姊妹
[00:16:07.000 --> 00:16:10.000]  有親歷或者聽過
[00:16:10.000 --> 00:16:13.000]  宋牧師的夢想成真
[00:16:13.000 --> 00:16:16.000]  我們這個禮拜堂
[00:16:16.000 --> 00:16:22.000]  就是一個夢想成真的實體
[00:16:22.000 --> 00:16:23.000]  弟兄姊妹
[00:16:23.000 --> 00:16:28.000]  你有沒有夢想?
[00:16:28.000 --> 00:16:33.000]  你有沒有讓自己不斷成長的夢想?
[00:16:33.000 --> 00:16:37.000]  大家對自己的追求有沒有理想?
[00:16:37.000 --> 00:16:39.000]  你有沒有計劃
[00:16:39.000 --> 00:16:43.000]  多久會讀完一次新舊約聖經?
[00:16:43.000 --> 00:16:47.000]  或者一年讀多少本屬靈書?
[00:16:47.000 --> 00:16:50.000]  或者去學傳呼音
[00:16:50.000 --> 00:16:53.000]  讀三幅去領人歸主
[00:16:53.000 --> 00:16:54.000]  去讀栽培
[00:16:54.000 --> 00:16:58.000]  去建立一些初信的小羊的屬靈生命
[00:16:58.000 --> 00:17:03.000]  去主一學學習聖經
[00:17:03.000 --> 00:17:06.000]  去深入研讀聖經
[00:17:06.000 --> 00:17:08.000]  一步一步讓自己的靈命
[00:17:08.000 --> 00:17:12.000]  學習和侍奉三方面不斷成長
[00:17:12.000 --> 00:17:17.000]  你會不會計劃去完成它?
[00:17:17.000 --> 00:17:23.000]  如果你有一個很想實現的夢想
[00:17:23.000 --> 00:17:24.000]  遇到困難的時候
[00:17:24.000 --> 00:17:30.000]  你會怎樣做才能堅持下去呢?
[00:17:30.000 --> 00:17:31.000]  夢想的達成
[00:17:31.000 --> 00:17:38.000]  有時真是不到我們自己說怎樣就怎樣
[00:17:38.000 --> 00:17:40.000]  以下我就和大家講一下
[00:17:40.000 --> 00:17:47.000]  我們基督徒要夢想成真的兩個關鍵
[00:17:47.000 --> 00:17:54.000]  迦勒的人生的夢想是從哪裏來的呢?
[00:17:54.000 --> 00:17:58.000]  迦勒因著神給予以色列人的應許
[00:17:58.000 --> 00:18:03.000]  他就萌發出一個理想一個夢想
[00:18:03.000 --> 00:18:09.000]  就是離開那個受苦了很多年
[00:18:09.000 --> 00:18:20.000]  被埃及壓制或者被罪捆綁的圍爐之家
[00:18:20.000 --> 00:18:27.000]  神給予一個應許去到一個豐富安息的地方
[00:18:27.000 --> 00:18:31.000]  所以迦勒渴望進入流奶與蜜之地
[00:18:31.000 --> 00:18:35.000]  神所應許豐盛的地方迦勒美地
[00:18:35.000 --> 00:18:38.000]  這就是他的夢想
[00:18:38.000 --> 00:18:41.000]  他的夢想是從神而來的
[00:18:41.000 --> 00:18:44.000]  我看過彪竿人生這本書
[00:18:44.000 --> 00:18:46.000]  大家有沒有看過?
[00:18:46.000 --> 00:18:50.000]  很多年前這本書很熱
[00:18:50.000 --> 00:18:56.000]  彪竿人生這本書的第一篇文章是這樣說
[00:18:56.000 --> 00:19:01.000]  數千年來追尋人生目的
[00:19:01.000 --> 00:19:05.000]  一直困擾著人的問題
[00:19:05.000 --> 00:19:12.000]  因為我們往往錯誤地以自己為起點來做開始
[00:19:12.000 --> 00:19:15.000]  我們問一些自我為中心的問題
[00:19:15.000 --> 00:19:17.000]  譬如我要做什麼人
[00:19:17.000 --> 00:19:19.000]  我應該怎樣去運用我的人生
[00:19:19.000 --> 00:19:20.000]  我的人生目標
[00:19:20.000 --> 00:19:21.000]  我的雄心大志
[00:19:21.000 --> 00:19:22.000]  我的夢想
[00:19:22.000 --> 00:19:25.000]  我的將來是怎樣
[00:19:25.000 --> 00:19:29.000]  專注在自我中心的想法
[00:19:29.000 --> 00:19:36.000]  永遠無法顯示我們人生的目的
[00:19:36.000 --> 00:19:39.000]  這是彪竿人生第一課
[00:19:39.000 --> 00:19:42.000]  這本書繼續說
[00:19:42.000 --> 00:19:46.000]  在詩篇第八篇六至八節
[00:19:46.000 --> 00:19:49.000]  這段經文的意思是指
[00:19:49.000 --> 00:19:56.000]  神引導著神所做的萬物的每一個生命
[00:19:56.000 --> 00:20:00.000]  每一個生命都是在神的權柄之下
[00:20:00.000 --> 00:20:02.000]  我們是神所做
[00:20:02.000 --> 00:20:05.000]  我們就是在神的權柄之下
[00:20:05.000 --> 00:20:10.000]  人不可能從自己內裡尋求生命的意義
[00:20:10.000 --> 00:20:17.000]  是神使用你去成就他的目的
[00:20:17.000 --> 00:20:20.000]  是神使用你去成就神的目的
[00:20:20.000 --> 00:20:25.000]  不是你用神去達到你的目的
[00:20:25.000 --> 00:20:27.000]  這是第一課
[00:20:27.000 --> 00:20:30.000]  點出了這一點
[00:20:30.000 --> 00:20:33.000]  神不僅是我們生命的起點
[00:20:33.000 --> 00:20:35.000]  神是我們生命的源頭
[00:20:35.000 --> 00:20:38.000]  如果要尋找人生的目的
[00:20:38.000 --> 00:20:42.000]  你要轉到神的話語那裡
[00:20:42.000 --> 00:20:45.000]  不是靠世上的才智
[00:20:45.000 --> 00:20:47.000]  你必須要將你的生命
[00:20:47.000 --> 00:20:51.000]  建立在神永恆的真理裡面
[00:20:51.000 --> 00:20:54.000]  而不是建立在通俗的心理學
[00:20:54.000 --> 00:20:58.000]  追求成功或者勵志的故事上面
[00:20:58.000 --> 00:21:03.000]  原來阿加勒的人生的夢想是從神而來
[00:21:03.000 --> 00:21:07.000]  我們的人生的夢想
[00:21:07.000 --> 00:21:10.000]  我們的目標是從哪裡來的呢?
[00:21:10.000 --> 00:21:13.000]  我們要先搞好這個方向
[00:21:13.000 --> 00:21:16.000]  我又想分享一件事蹟
[00:21:16.000 --> 00:21:23.000]  葛培里報道團有一個獨唱家叫做謝伊
[00:21:23.000 --> 00:21:30.000]  他的人生是一個活出以神為首的成功例子
[00:21:30.000 --> 00:21:33.000]  他九十歲高齡的時候
[00:21:33.000 --> 00:21:35.000]  作了一個見證
[00:21:35.000 --> 00:21:37.000]  提及他年輕的時候
[00:21:37.000 --> 00:21:44.000]  他為《我寧願有耶穌》這首詩歌
[00:21:44.000 --> 00:21:47.000]  配上曲譜
[00:21:47.000 --> 00:21:51.000]  他接觸這首詩的時候
[00:21:51.000 --> 00:21:54.000]  他心裡很有感動
[00:21:54.000 --> 00:21:57.000]  作出了永遠要忠於主
[00:21:57.000 --> 00:22:00.000]  將主放在首位的決定
[00:22:00.000 --> 00:22:03.000]  他的見證是這樣說的
[00:22:03.000 --> 00:22:07.000]  謝伊在他二十三歲那一年
[00:22:07.000 --> 00:22:12.000]  他當時在一間保險公司工作
[00:22:12.000 --> 00:22:15.000]  而且在那間公司努力工作的時候
[00:22:15.000 --> 00:22:18.000]  都活出了一個基督徒應有的表現
[00:22:18.000 --> 00:22:24.000]  但是他對前面人生的路都感到迷茫
[00:22:24.000 --> 00:22:26.000]  應該怎樣繼續走呢?
[00:22:26.000 --> 00:22:30.000]  他媽媽就知道他內心的掙扎
[00:22:30.000 --> 00:22:36.000]  有一天他媽媽就將米勒所寫的一首詩
[00:22:36.000 --> 00:22:38.000]  放在鋼琴上
[00:22:38.000 --> 00:22:43.000]  讓我去彈這首詩的時候
[00:22:43.000 --> 00:22:50.000]  他看到在一個主日的清晨
[00:22:50.000 --> 00:22:53.000]  米勒他自己直接說
[00:22:53.000 --> 00:22:57.000]  我第一次看到這首詩歌
[00:22:57.000 --> 00:23:02.000]  謝伊在主日的清晨
[00:23:02.000 --> 00:23:05.000]  他第一次看到這首詩歌寫著
[00:23:05.000 --> 00:23:09.000]  我寧願有耶穌勝過清揚
[00:23:09.000 --> 00:23:14.000]  我寧願忠於主滿足主的心腸
[00:23:14.000 --> 00:23:18.000]  我寧願有耶穌勝過美名
[00:23:18.000 --> 00:23:24.000]  願對主忠誠宣揚主聖名
[00:23:24.000 --> 00:23:25.000]  我讀下去的時候
[00:23:25.000 --> 00:23:28.000]  我心靈感到很大的觸動
[00:23:28.000 --> 00:23:33.000]  我很想為這首詩譜上樂曲
[00:23:33.000 --> 00:23:38.000]  表達我對主永遠的忠誠
[00:23:38.000 --> 00:23:47.000]  後來我許下了以主為首的承諾之後
[00:23:47.000 --> 00:23:50.000]  發覺原來我會受到考驗
[00:23:50.000 --> 00:23:52.000]  在我27歲的時候
[00:23:52.000 --> 00:23:55.000]  我仍然在保險公司工作
[00:23:55.000 --> 00:24:02.000]  當時有著名的麥理奧隊招募歌手
[00:24:02.000 --> 00:24:05.000]  我的朋友鼓勵我嘗試去試音
[00:24:05.000 --> 00:24:08.000]  如果成功獲選
[00:24:08.000 --> 00:24:14.000]  我可以得到比保險公司工作多一倍的薪水
[00:24:14.000 --> 00:24:15.000]  我就去試音
[00:24:15.000 --> 00:24:18.000]  試音之後我感到很驚喜
[00:24:18.000 --> 00:24:22.000]  因為麥理先生將一首歌交給我
[00:24:22.000 --> 00:24:24.000]  叫我回家練習
[00:24:24.000 --> 00:24:27.000]  就是說我有機會
[00:24:27.000 --> 00:24:32.000]  但是我拿了這首《流浪者之歌》
[00:24:32.000 --> 00:24:33.000]  回家唱的時候
[00:24:33.000 --> 00:24:35.000]  發覺裡面所說的話
[00:24:35.000 --> 00:24:37.000]  作為一個基督徒
[00:24:37.000 --> 00:24:41.000]  我很難宣之於口
[00:24:41.000 --> 00:24:49.000]  所以我知道我不應該為樂隊成為一個隊員
[00:24:49.000 --> 00:24:51.000]  後來我接到電話
[00:24:51.000 --> 00:24:55.000]  對方說我已經入選了樂隊
[00:24:55.000 --> 00:24:58.000]  於是我就感謝
[00:24:58.000 --> 00:25:01.000]  也拒絕了這個平約
[00:25:01.000 --> 00:25:04.000]  事後我曾經也覺得
[00:25:04.000 --> 00:25:07.000]  為什麼自己不答應呢
[00:25:07.000 --> 00:25:10.000]  這麼好的機會
[00:25:10.000 --> 00:25:12.000]  過了幾個月之後
[00:25:12.000 --> 00:25:18.000]  我獲得賓夕凡尼亞州的邀請去那裡演唱
[00:25:18.000 --> 00:25:25.000]  後來遇到無敵聖經學院的院長霍頓
[00:25:25.000 --> 00:25:27.000]  他曾經聽過我唱歌
[00:25:27.000 --> 00:25:34.000]  而且邀請我去隸屬於無敵聖經學院的一個廣播公司侍奉
[00:25:34.000 --> 00:25:35.000]  那年的秋天
[00:25:35.000 --> 00:25:40.000]  我就開始成為那間公司的廣播員和歌手
[00:25:40.000 --> 00:25:43.000]  踏出了音樂侍奉的第一步
[00:25:43.000 --> 00:25:48.000]  以上就是謝伊的一個見證分享
[00:25:48.000 --> 00:25:52.000]  如果謝伊年輕的時候
[00:25:52.000 --> 00:25:59.000]  沒有按照他的承諾向主忠誠
[00:25:59.000 --> 00:26:02.000]  忠於主
[00:26:02.000 --> 00:26:05.000]  他將神放在首位
[00:26:05.000 --> 00:26:09.000]  如果他沒有履行這個承諾
[00:26:09.000 --> 00:26:15.000]  他也沒有機會成為葛佩里牧師的同工
