
[00:00:00.000 --> 00:00:04.000]  各位大姐姊妹、各位來賓,晚安
[00:06:39.000 --> 00:06:41.000]  都要吃
[00:06:41.000 --> 00:06:43.000]  沒有辦法
[00:06:43.000 --> 00:06:45.000]  所以那時家人一邊餵
[00:06:45.000 --> 00:06:47.000]  我的肚子一邊弄
[00:06:47.000 --> 00:06:49.000]  其實真的很難受
[00:06:49.000 --> 00:06:51.000]  我想家人不知道
[00:06:51.000 --> 00:06:55.000]  當時眼淚在心裡流
[00:06:55.000 --> 00:06:58.000]  我開始思考人生
[00:06:58.000 --> 00:07:00.000]  我在想
[00:07:00.000 --> 00:07:02.000]  究竟我做錯了什麼
[00:07:02.000 --> 00:07:04.000]  為什麼我今天會弄成這樣
[00:07:04.000 --> 00:07:06.000]  我之前放這麼多時間
[00:07:06.000 --> 00:07:08.000]  建立自己的事業
[00:07:08.000 --> 00:07:11.000]  為什麼一下子就沒有了
[00:07:11.000 --> 00:07:14.000]  我一直以為是自己說了算
[00:07:14.000 --> 00:07:16.000]  原來不是
[00:07:16.000 --> 00:07:20.000]  究竟是誰在說了算
[00:07:20.000 --> 00:07:21.000]  我經常想
[00:07:21.000 --> 00:07:23.000]  命不是自己的嗎
[00:07:23.000 --> 00:07:25.000]  要為自己的命負責
[00:07:25.000 --> 00:07:27.000]  我有的 我有做好的
[00:07:27.000 --> 00:07:28.000]  但結果呢
[00:07:28.000 --> 00:07:31.000]  為什麼沒有一件事是自己控制的
[00:07:31.000 --> 00:07:34.000]  究竟我們生存有什麼意義
[00:07:34.000 --> 00:07:38.000]  當時有很多很多這方面的疑問
[00:07:38.000 --> 00:07:40.000]  我記得轉期間
[00:07:40.000 --> 00:07:43.000]  有一天有個姑娘跟我抽血
[00:07:43.000 --> 00:07:45.000]  她問我
[00:07:45.000 --> 00:07:46.000]  為什麼你會這樣
[00:07:46.000 --> 00:07:48.000]  我告訴她
[00:07:48.000 --> 00:07:50.000]  她問我有沒有宗教信仰
[00:07:50.000 --> 00:07:52.000]  我說我沒有
[00:07:52.000 --> 00:07:54.000]  她說我是一個基督徒
[00:07:54.000 --> 00:07:56.000]  你知道耶穌很愛我們嗎
[00:07:56.000 --> 00:07:59.000]  其實你有什麼可以祈禱
[00:07:59.000 --> 00:08:01.000]  我說我不會祈禱
[00:08:01.000 --> 00:08:04.000]  因為在我確診這個病的時候
[00:08:04.000 --> 00:08:07.000]  你知道身邊有多少基督徒
[00:08:07.000 --> 00:08:09.000]  每個人都叫我祈禱
[00:08:09.000 --> 00:08:10.000]  我有的
[00:08:10.000 --> 00:08:12.000]  我真的很誠心地求他
[00:08:12.000 --> 00:08:14.000]  結果呢
[00:08:14.000 --> 00:08:16.000]  我就是弄成這樣
[00:08:16.000 --> 00:08:18.000]  你說他很愛我
[00:08:18.000 --> 00:08:20.000]  他愛我 為什麼他不治療我
[00:08:20.000 --> 00:08:22.000]  為什麼會容許我變成這樣
[00:08:22.000 --> 00:08:25.000]  好啊 你要我相信他
[00:08:25.000 --> 00:08:28.000]  他治好我就相信他
[00:08:28.000 --> 00:08:31.000]  我那個姑娘在哭
[00:08:31.000 --> 00:08:32.000]  她跟我說
[00:08:32.000 --> 00:08:33.000]  她說不是的
[00:08:33.000 --> 00:08:36.000]  我認識的神真的不是這樣的
[00:08:36.000 --> 00:08:38.000]  今天發生在你身上的事
[00:08:38.000 --> 00:08:40.000]  一定有祂的意思
[00:08:40.000 --> 00:08:43.000]  她說如果你不明白的話
[00:08:43.000 --> 00:08:45.000]  為什麼你不直接問祂
[00:08:45.000 --> 00:08:48.000]  還有在病房有時候真的很寂寞
[00:08:48.000 --> 00:08:50.000]  祂隨時準備聽你禱告
[00:08:50.000 --> 00:08:52.000]  你可以隨時找祂談
[00:08:52.000 --> 00:08:54.000]  不如我跟你祈禱之後
[00:08:54.000 --> 00:08:56.000]  我就離開病房好不好
[00:08:56.000 --> 00:08:58.000]  當時我看到她哭成這樣
[00:08:58.000 --> 00:09:00.000]  怎麼拒絕人
[00:09:00.000 --> 00:09:02.000]  我說隨便吧
[00:09:02.000 --> 00:09:04.000]  之後她就跟我祈禱
[00:09:04.000 --> 00:09:06.000]  然後她就離開了病房
[00:09:06.000 --> 00:09:08.000]  那時候在病房
[00:09:08.000 --> 00:09:10.000]  又真的很孤單很寂寞
[00:09:10.000 --> 00:09:11.000]  因為看不到
[00:09:11.000 --> 00:09:13.000]  又不知道附近有什麼人
[00:09:13.000 --> 00:09:15.000]  找不到人跟自己談
[00:09:15.000 --> 00:09:16.000]  然後想打電話
[00:09:16.000 --> 00:09:18.000]  手也動不了
[00:09:18.000 --> 00:09:20.000]  沒有這樣的能力
[00:09:20.000 --> 00:09:22.000]  那時候除了等家人來
[00:09:22.000 --> 00:09:24.000]  但又有限
[00:09:24.000 --> 00:09:26.000]  我就想起這個姑娘說的話
[00:09:26.000 --> 00:09:28.000]  我就有個想法
[00:09:28.000 --> 00:09:29.000]  我就想
[00:09:29.000 --> 00:09:30.000]  好啊
[00:09:30.000 --> 00:09:31.000]  你說有什麼不明白
[00:09:31.000 --> 00:09:32.000]  叫我問她
[00:09:32.000 --> 00:09:33.000]  好
[00:09:33.000 --> 00:09:34.000]  我就問她
[00:09:34.000 --> 00:09:36.000]  你說她在這裡
[00:09:36.000 --> 00:09:37.000]  好
[00:09:37.000 --> 00:09:39.000]  我現在有什麼我就跟她說
[00:09:39.000 --> 00:09:41.000]  我看看她是不是真的在這裡
[00:09:41.000 --> 00:09:42.000]  就是這樣
[00:09:42.000 --> 00:09:45.000]  我在醫院那裡開始了祈禱的習慣
[00:09:45.000 --> 00:09:47.000]  我記得過了一段時間
[00:09:47.000 --> 00:09:49.000]  有個社工來找我
[00:09:49.000 --> 00:09:51.000]  他就跟我說了很多話
[00:09:51.000 --> 00:09:53.000]  我很直接地問他
[00:09:53.000 --> 00:09:55.000]  我說你其實跟我說這麼多話
[00:09:55.000 --> 00:09:58.000]  我說你是不是怕我會自殺
[00:09:58.000 --> 00:09:59.000]  怕我看不開
[00:09:59.000 --> 00:10:01.000]  我說如果你真的這麼想
[00:10:01.000 --> 00:10:03.000]  我說你看看我
[00:10:03.000 --> 00:10:04.000]  我又看不到
[00:10:04.000 --> 00:10:05.000]  我又動不了
[00:10:05.000 --> 00:10:07.000]  就算我想死
[00:10:07.000 --> 00:10:09.000]  我可以怎麼死
[00:10:09.000 --> 00:10:11.000]  那個社工有點愕然
[00:10:11.000 --> 00:10:13.000]  他可能不知道怎麼回應我
[00:10:13.000 --> 00:10:14.000]  我再跟他說
[00:10:14.000 --> 00:10:17.000]  我說其實你覺不覺得人真的很渺小
[00:10:17.000 --> 00:10:20.000]  原來我們可以卑微到
[00:10:20.000 --> 00:10:26.000]  連想不要自己的命的權利都沒有
[00:10:26.000 --> 00:10:29.000]  我說我不是說反話
[00:10:29.000 --> 00:10:31.000]  也不是說晦氣話
[00:10:31.000 --> 00:10:33.000]  就算有一天我有這樣的能力
[00:10:33.000 --> 00:10:35.000]  我也不會做傻事
[00:10:35.000 --> 00:10:37.000]  我說因為我在醫院
[00:10:37.000 --> 00:10:39.000]  實在聽了太多故事
[00:10:39.000 --> 00:10:41.000]  說有些人好好的
[00:10:41.000 --> 00:10:43.000]  無端端意外地走了
[00:10:43.000 --> 00:10:46.000]  有些人在病房裡
[00:10:46.000 --> 00:10:47.000]  整天都在叫死叫死
[00:10:47.000 --> 00:10:48.000]  但仍然在那裡
[00:10:48.000 --> 00:10:50.000]  可能是上天不收
[00:10:50.000 --> 00:10:52.000]  我說我不知道上天收不收我
[00:10:52.000 --> 00:10:53.000]  我搞這麼多事
[00:10:53.000 --> 00:10:54.000]  一會兒比現在更壞
[00:10:54.000 --> 00:10:56.000]  不就更慘
[00:10:56.000 --> 00:10:57.000]  我說還有
[00:10:57.000 --> 00:10:59.000]  我現在發現
[00:10:59.000 --> 00:11:01.000]  原來我一直以為理所當然的事
[00:11:01.000 --> 00:11:03.000]  原來不是必然的
[00:11:03.000 --> 00:11:05.000]  我以為看到東西
[00:11:05.000 --> 00:11:06.000]  走路
[00:11:06.000 --> 00:11:08.000]  這些我從小到大都有的
[00:11:08.000 --> 00:11:09.000]  都懂的
[00:11:09.000 --> 00:11:11.000]  原來可以一下子沒有的
[00:11:11.000 --> 00:11:13.000]  所以我們要好好珍惜
[00:11:13.000 --> 00:11:14.000]  現在還有的東西
[00:11:14.000 --> 00:11:17.000]  因為隨時會被拿走
[00:11:17.000 --> 00:11:19.000]  社工聽完之後
[00:11:19.000 --> 00:11:21.000]  他沒有什麼回應給我
[00:11:21.000 --> 00:11:24.000]  可能當時他覺得很奇怪
[00:11:24.000 --> 00:11:25.000]  為什麼這個人
[00:11:25.000 --> 00:11:27.000]  經歷這麼大件事
[00:11:27.000 --> 00:11:29.000]  但是為什麼他說的話
[00:11:29.000 --> 00:11:31.000]  好像比一個正常人
[00:11:31.000 --> 00:11:32.000]  更加正常
[00:11:32.000 --> 00:11:34.000]  更加懂得思考呢
[00:11:34.000 --> 00:11:37.000]  可能他也有一點害怕
[00:11:37.000 --> 00:11:40.000]  這個人是正常還是不正常
[00:11:40.000 --> 00:11:41.000]  接著他就轉話題了
[00:11:41.000 --> 00:11:43.000]  又跟我說怎樣申請殘症
[00:11:43.000 --> 00:11:45.000]  又說說其他事
[00:11:45.000 --> 00:11:47.000]  接著說完之後
[00:11:47.000 --> 00:11:49.000]  他就離開了病房
[00:11:49.000 --> 00:11:51.000]  之後都再也沒有來探望過我了
[00:11:51.000 --> 00:11:55.000]  我前後其實在醫院住了四個月
[00:11:55.000 --> 00:11:56.000]  那時候出院
[00:11:56.000 --> 00:11:58.000]  其實身體都很差
[00:11:58.000 --> 00:12:00.000]  治理不了
[00:12:00.000 --> 00:12:04.000]  而且病情非常反覆
[00:12:04.000 --> 00:12:05.000]  不過很感恩
[00:12:05.000 --> 00:12:08.000]  後來醫生幫我找到藥物控制病情
[00:12:08.000 --> 00:12:10.000]  因為沒有新的炎症
[00:12:10.000 --> 00:12:11.000]  沒有新的疤痕
[00:12:11.000 --> 00:12:13.000]  透過很多物理治療
[00:12:13.000 --> 00:12:16.000]  慢慢四肢和腰部都恢復了力量
[00:12:16.000 --> 00:12:19.000]  我想現在比起正常的時期
[00:12:19.000 --> 00:12:21.000]  我應該能夠康復八成
[00:12:21.000 --> 00:12:24.000]  足夠應付我的日常生活
[00:12:24.000 --> 00:12:26.000]  非常感謝神
[00:12:26.000 --> 00:12:28.000]  剛才提到
[00:12:28.000 --> 00:12:30.000]  我在醫院開始了祈禱的習慣
[00:12:30.000 --> 00:12:32.000]  我出院之後
[00:12:32.000 --> 00:12:34.000]  其實我也有繼續祈禱
[00:12:34.000 --> 00:12:37.000]  但那時候沒有回教會
[00:12:37.000 --> 00:12:40.000]  因為那時候也是半信半疑
[00:12:40.000 --> 00:12:42.000]  但很奇怪的是
[00:12:42.000 --> 00:12:44.000]  我那時候身體比較好
[00:12:44.000 --> 00:12:47.000]  我去探望一些新視像的朋友
[00:12:47.000 --> 00:12:49.000]  他們有些還能看到一點
[00:12:49.000 --> 00:12:51.000]  但在外面很害怕
[00:12:51.000 --> 00:12:53.000]  得知我完全看不到
[00:12:53.000 --> 00:12:55.000]  但也敢在外面出現
[00:12:55.000 --> 00:12:56.000]  他們很多都很好奇問我
[00:12:56.000 --> 00:12:58.000]  你真的大膽
[00:12:58.000 --> 00:13:00.000]  我說不知道
[00:13:00.000 --> 00:13:02.000]  不過我有一個習慣
[00:13:02.000 --> 00:13:05.000]  總之我在外面出現前就開始祈禱
[00:13:05.000 --> 00:13:07.000]  我覺得心裡很平安
[00:13:07.000 --> 00:13:12.000]  而且自然有很多天使來幫我
[00:13:12.000 --> 00:13:14.000]  我問他們是否有關係
[00:13:14.000 --> 00:13:16.000]  問他們有沒有宗教信仰
[00:13:16.000 --> 00:13:17.000]  如果沒有的話
[00:13:17.000 --> 00:13:18.000]  也試試吧
[00:13:18.000 --> 00:13:20.000]  或是在我身上也有用
[00:13:20.000 --> 00:13:26.000]  我前前後後的自己在祈禱
[00:13:26.000 --> 00:13:28.000]  持續了三年
[00:13:28.000 --> 00:13:31.000]  後來在福音聚餐中缺志
[00:13:31.000 --> 00:13:33.000]  為什麼當時缺志呢?
[00:13:33.000 --> 00:13:36.000]  因為我心裡也有這位神
[00:13:36.000 --> 00:13:38.000]  因為我也覺得祂是真實的
[00:13:38.000 --> 00:13:40.000]  所以那時候覺得
[00:13:40.000 --> 00:13:42.000]  除了心裡相信
[00:13:42.000 --> 00:13:43.000]  口裡也要承認
[00:13:43.000 --> 00:13:45.000]  所以那時候就缺志
[00:13:45.000 --> 00:13:48.000]  缺志之後我就開始回教會
[00:13:48.000 --> 00:13:50.000]  剛才不是提到
[00:13:50.000 --> 00:13:52.000]  我在醫院有很多很多疑問
[00:13:52.000 --> 00:13:54.000]  大家還記不記得是什麼?
[00:13:54.000 --> 00:13:57.000]  我說當時我不明白
[00:13:57.000 --> 00:13:59.000]  我究竟做錯了什麼
[00:13:59.000 --> 00:14:01.000]  為什麼會弄成這樣
[00:14:01.000 --> 00:14:03.000]  我不明白
[00:14:03.000 --> 00:14:05.000]  我一直以為自己在說話
[00:14:05.000 --> 00:14:07.000]  原來不是
[00:14:07.000 --> 00:14:09.000]  究竟是誰在說話呢?
[00:14:09.000 --> 00:14:11.000]  另外就是
[00:14:11.000 --> 00:14:13.000]  其實我們可以去到
[00:14:13.000 --> 00:14:15.000]  每一樣東西自己控制
[00:14:15.000 --> 00:14:17.000]  究竟我們生存又有什麼意義?
[00:14:17.000 --> 00:14:20.000]  還有你說神愛我
[00:14:20.000 --> 00:14:21.000]  祂愛我
[00:14:21.000 --> 00:14:22.000]  為什麼祂不醫我?
[00:14:22.000 --> 00:14:24.000]  為什麼祂弄到我這樣?
[00:14:24.000 --> 00:14:26.000]  究竟祂是真的不愛我
[00:14:26.000 --> 00:14:28.000]  還是祂不信實呢?
[00:14:28.000 --> 00:14:30.000]  我當時就有這些疑問
[00:14:30.000 --> 00:14:32.000]  我回到教會
[00:14:32.000 --> 00:14:34.000]  看多了聖經
[00:14:34.000 --> 00:14:36.000]  我慢慢在神的話裡
[00:14:36.000 --> 00:14:38.000]  我找到答案了
[00:14:38.000 --> 00:14:41.000]  原來神說我們還沒出生的時候
[00:14:41.000 --> 00:14:43.000]  祂已經認識我們
[00:14:43.000 --> 00:14:45.000]  祂認識我們的程度有多深呢?
[00:14:45.000 --> 00:14:48.000]  就像剛才那首詩歌裡說到
[00:14:48.000 --> 00:14:50.000]  原來祂連我們在地上
[00:14:50.000 --> 00:14:53.000]  有多少年日祂都數算過
[00:14:53.000 --> 00:14:56.000]  神為什麼要我們來到這個世界呢?
[00:14:56.000 --> 00:14:59.000]  原來祂想我們去成就祂的計劃
[00:14:59.000 --> 00:15:01.000]  神也說在我們身上
[00:15:01.000 --> 00:15:03.000]  發生的每一件事
[00:15:03.000 --> 00:15:04.000]  無論好與壞
[00:15:04.000 --> 00:15:06.000]  都是出於祂
[00:15:06.000 --> 00:15:09.000]  因為祂想我們學習馴服和交託
[00:15:09.000 --> 00:15:11.000]  神也說
[00:15:11.000 --> 00:15:13.000]  在世上是有苦難
[00:15:13.000 --> 00:15:15.000]  因為苦難是一個磨練
[00:15:15.000 --> 00:15:17.000]  不過祂的應許就是說
[00:15:17.000 --> 00:15:19.000]  無論我們發生什麼事
[00:15:19.000 --> 00:15:21.000]  祂必與我們同在
[00:15:21.000 --> 00:15:23.000]  祂的能力我們跨過
[00:15:23.000 --> 00:15:25.000]  神的話真的很能安慰我
[00:15:25.000 --> 00:15:27.000]  讓我有很大的釋放
[00:15:27.000 --> 00:15:31.000]  我記得在我出院之後
[00:15:31.000 --> 00:15:33.000]  身體好了一點
[00:15:33.000 --> 00:15:35.000]  我見了一些舊朋友
[00:15:35.000 --> 00:15:36.000]  他們很多人問我
[00:15:36.000 --> 00:15:38.000]  為什麼你經歷之前這麼大的事
[00:15:38.000 --> 00:15:40.000]  但是你也可以這麼平靜呢?
[00:15:40.000 --> 00:15:42.000]  其實當時我也不知道為什麼
[00:15:42.000 --> 00:15:45.000]  不過現在回想我知道了
[00:15:45.000 --> 00:15:47.000]  因為神那時候已經與我同在
[00:15:47.000 --> 00:15:49.000]  所以我的心可以很平安
[00:15:49.000 --> 00:15:52.000]  我記得三四年前
[00:15:52.000 --> 00:15:54.000]  我和先生和他的家人
[00:15:54.000 --> 00:15:56.000]  去台灣旅行
[00:15:56.000 --> 00:15:58.000]  那天是最後一天
[00:15:58.000 --> 00:15:59.000]  要回到香港
[00:15:59.000 --> 00:16:01.000]  但早上突然不舒服
[00:16:01.000 --> 00:16:03.000]  不停地見雲
[00:16:03.000 --> 00:16:04.000]  不停地嘔吐
[00:16:04.000 --> 00:16:06.000]  直到出到機場還在嘔吐
[00:16:06.000 --> 00:16:08.000]  當時他們很擔心
[00:16:08.000 --> 00:16:10.000]  會不會不讓我登記入境
[00:16:10.000 --> 00:16:12.000]  我成功登記入境
[00:16:12.000 --> 00:16:14.000]  然後先生就跟我說
[00:16:14.000 --> 00:16:16.000]  你這樣嘔吐是不是復發?
[00:16:16.000 --> 00:16:18.000]  因為我那時候病發
[00:16:18.000 --> 00:16:20.000]  嘔吐得很厲害
[00:16:20.000 --> 00:16:21.000]  然後他說
[00:16:21.000 --> 00:16:23.000]  如果你回到香港再這樣嘔吐
[00:16:23.000 --> 00:16:25.000]  就要入院了
[00:16:25.000 --> 00:16:27.000]  當時我的心在想
[00:16:27.000 --> 00:16:29.000]  無端端怎麼會復發呢?
[00:16:29.000 --> 00:16:31.000]  還要我入院不好吧?
[00:16:31.000 --> 00:16:33.000]  我很怕入院
[00:16:33.000 --> 00:16:35.000]  雖然那時候身體很不舒服
[00:16:35.000 --> 00:16:37.000]  但是我的心還是很平靜
[00:16:37.000 --> 00:16:38.000]  很平安
[00:16:38.000 --> 00:16:40.000]  我上了機之後
[00:16:40.000 --> 00:16:41.000]  我祈禱
[00:16:41.000 --> 00:16:42.000]  我跟神說
[00:16:42.000 --> 00:16:43.000]  我說神啊
[00:16:43.000 --> 00:16:45.000]  我說不知道為什麼
[00:16:45.000 --> 00:16:46.000]  我很不舒服
