
[00:00:00.000 --> 00:00:03.280]  網上的頂姐妹和在座的頂姐妹早安
[00:01:45.000 --> 00:01:46.360]  有的舉手
[00:01:46.360 --> 00:01:48.400]  沒有的
[00:01:48.400 --> 00:01:49.800]  其實很少的
[00:01:49.800 --> 00:01:50.840]  手一兩隻
[00:01:51.360 --> 00:01:52.480]  那麼
[00:01:52.480 --> 00:01:55.920]  其實落入電話騙案的人
[00:01:55.920 --> 00:01:56.920]  有些人認為
[00:01:56.920 --> 00:01:58.880]  都是一些退休人士
[00:01:58.880 --> 00:02:00.880]  或者不是很知道的人
[00:02:00.880 --> 00:02:03.000]  才會落入電話騙案裡面
[00:02:03.000 --> 00:02:04.640]  早幾年前
[00:02:04.640 --> 00:02:06.760]  報紙曾經刊登
[00:02:06.760 --> 00:02:08.560]  做過一些調查
[00:02:08.560 --> 00:02:10.440]  落入電話騙案的人
[00:02:10.440 --> 00:02:11.840]  包括是什麼人呢
[00:02:11.840 --> 00:02:14.160]  公司的行政總裁
[00:02:14.160 --> 00:02:16.920]  大學講師
[00:02:16.920 --> 00:02:18.480]  商人
[00:02:18.480 --> 00:02:20.080]  醫生
[00:02:20.520 --> 00:02:22.160]  大學生等等
[00:02:22.160 --> 00:02:24.160]  幾年前
[00:02:24.160 --> 00:02:27.040]  這個電話騙案的數字
[00:02:27.040 --> 00:02:28.520]  其實超過一億
[00:02:28.520 --> 00:02:30.280]  落入電話騙案裡面
[00:02:30.280 --> 00:02:32.040]  那麼
[00:02:32.040 --> 00:02:34.080]  其中
[00:02:34.080 --> 00:02:36.520]  無論過去是怎麼樣
[00:02:36.520 --> 00:02:38.360]  最近
[00:02:38.360 --> 00:02:40.200]  上個月好像5月
[00:02:40.200 --> 00:02:40.880]  現在7月
[00:02:40.880 --> 00:02:41.640]  5月
[00:02:41.640 --> 00:02:42.520]  又有一宗
[00:02:42.520 --> 00:02:44.240]  不知道大家有沒有聽過
[00:02:44.240 --> 00:02:45.760]  有一宗就是
[00:02:45.760 --> 00:02:47.040]  5月左右
[00:02:47.040 --> 00:02:48.600]  有一個名模的媽媽
[00:02:48.760 --> 00:02:50.800]  又是落入電話騙案裡面
[00:02:50.800 --> 00:02:51.880]  一宗而已
[00:02:51.880 --> 00:02:53.680]  一宗知道多少錢嗎
[00:02:53.680 --> 00:02:54.280]  騙了
[00:02:54.280 --> 00:02:56.760]  二千多萬
[00:02:56.760 --> 00:02:59.280]  一宗二千多萬
[00:02:59.280 --> 00:03:02.080]  可能有些人這樣去講
[00:03:02.080 --> 00:03:04.080]  跌入電話騙案
[00:03:04.080 --> 00:03:06.240]  有些人對於跌入電話騙案的人
[00:03:06.240 --> 00:03:07.760]  大致分了兩類人
[00:03:07.760 --> 00:03:09.400]  第一類就覺得
[00:03:09.400 --> 00:03:11.240]  這些人真的不太知道
[00:03:11.240 --> 00:03:13.520]  不太知道他才跌入去
[00:03:13.520 --> 00:03:15.200]  他沒有聽過電話騙案
[00:03:15.200 --> 00:03:16.600]  所以就跌入去了
[00:03:16.600 --> 00:03:18.320]  而另類人
[00:03:18.320 --> 00:03:19.960]  另類人就覺得
[00:03:19.960 --> 00:03:22.360]  自己不會這麼蠢的
[00:03:22.360 --> 00:03:26.400]  所以不會落入這些電話騙案裡面
[00:03:26.400 --> 00:03:28.960]  如有類同實屬巧合
[00:03:28.960 --> 00:03:31.600]  盼望不會觸動大家
[00:03:31.600 --> 00:03:33.000]  很多人都覺得
[00:03:33.000 --> 00:03:37.200]  自己應該不會跌入電話騙案裡面
[00:03:37.200 --> 00:03:39.560]  曾經有個大學生這樣去講
[00:03:39.560 --> 00:03:40.960]  他說
[00:03:40.960 --> 00:03:43.280]  他說當他中招的時候
[00:03:43.280 --> 00:03:44.920]  他很驚訝
[00:03:44.920 --> 00:03:46.440]  很驚訝他說
[00:03:46.640 --> 00:03:49.000]  他經常都聽到很多人中招的
[00:03:49.000 --> 00:03:52.920]  但是沒有想過今天自己也會中招
[00:03:52.920 --> 00:03:57.120]  有很多人以為自己很聰明
[00:03:57.120 --> 00:03:59.360]  有很多人自以為自己有智慧
[00:03:59.360 --> 00:04:01.440]  原來結果也會中招
[00:04:01.440 --> 00:04:04.520]  那怎樣去做一個智慧人呢?
[00:04:04.520 --> 00:04:07.360]  今天我很想跟大家去看
[00:04:07.360 --> 00:04:11.360]  《傳道書》七章十五到二十九節
[00:04:11.360 --> 00:04:13.400]  我們去看看一個智慧人
[00:04:13.400 --> 00:04:17.040]  怎樣在生活上能夠行出智慧的事
[00:04:17.040 --> 00:04:20.480]  很想跟大家一起去讀一讀
[00:04:20.480 --> 00:04:25.600]  七章十五到二十九節
[00:04:25.600 --> 00:04:27.640]  我想請姐妹讀單節
[00:04:27.640 --> 00:04:29.120]  弟兄讀雙節
[00:04:29.120 --> 00:04:30.520]  請姐妹先
[00:04:30.520 --> 00:04:31.760]  預備一二三
[00:04:31.760 --> 00:04:34.000]  在虛度的日子裡
[00:04:34.000 --> 00:04:36.240]  我見過各樣的事情
[00:04:36.240 --> 00:04:39.120]  疑人在他的意中滅亡
[00:04:39.120 --> 00:04:42.680]  惡人在他的惡中倒享長壽
[00:04:42.680 --> 00:04:44.680]  不要行惡過分
[00:04:44.680 --> 00:04:47.000]  也不要為人愚昧
[00:04:47.000 --> 00:04:49.680]  何必未到期而死呢?
[00:04:49.680 --> 00:04:51.680]  不要行惡過分
[00:04:51.680 --> 00:04:53.680]  也不要為人愚昧
[00:04:53.680 --> 00:04:55.680]  何必未到期而死呢?
[00:04:55.680 --> 00:04:57.680]  不要行惡過分
[00:04:57.680 --> 00:04:59.680]  也不要為人愚昧
[00:04:59.680 --> 00:05:01.680]  何必未到期而死呢?
[00:05:01.680 --> 00:05:03.680]  不要行惡過分
[00:05:03.680 --> 00:05:05.680]  也不要為人愚昧
[00:05:05.680 --> 00:05:07.680]  何必未到期而死呢?
[00:05:07.680 --> 00:05:09.680]  不要行惡過分
[00:05:09.680 --> 00:05:11.680]  也不要為人愚昧
[00:05:11.680 --> 00:05:13.680]  何必未到期而死呢?
[00:05:13.680 --> 00:05:15.680]  不要行惡過分
[00:05:15.680 --> 00:05:17.680]  也不要為人愚昧
[00:05:17.680 --> 00:05:19.680]  何必未到期而死呢?
[00:05:19.680 --> 00:05:21.680]  不要行惡過分
[00:05:21.680 --> 00:05:23.680]  也不要為人愚昧
[00:05:23.680 --> 00:05:25.680]  何必未到期而死呢?
[00:05:25.680 --> 00:05:27.680]  不要行惡過分
[00:05:27.680 --> 00:05:29.680]  也不要為人愚昧
[00:05:29.680 --> 00:05:31.680]  何必未到期而死呢?
[00:05:31.680 --> 00:05:33.680]  不要行惡過分
[00:05:33.680 --> 00:05:35.680]  也不要為人愚昧
[00:05:35.680 --> 00:05:37.680]  何必未到期而死呢?
[00:05:37.680 --> 00:05:39.680]  不要行惡過分
[00:05:39.680 --> 00:05:41.680]  也不要為人愚昧
[00:05:41.680 --> 00:05:43.680]  何必未到期而死呢?
[00:05:43.680 --> 00:05:45.680]  不要行惡過分
[00:05:45.680 --> 00:05:47.680]  也不要為人愚昧
[00:05:47.680 --> 00:05:49.680]  何必未到期而死呢?
[00:05:49.680 --> 00:05:51.680]  不要行惡過分
[00:05:51.680 --> 00:05:53.680]  也不要為人愚昧
[00:05:53.680 --> 00:05:55.680]  何必未到期而死呢?
[00:05:55.680 --> 00:05:57.680]  不要行惡過分
[00:05:57.680 --> 00:05:59.680]  也不要為人愚昧
[00:05:59.680 --> 00:06:01.680]  何必未到期而死呢?
[00:06:01.680 --> 00:06:03.680]  不要行惡過分
[00:06:03.680 --> 00:06:05.680]  也不要為人愚昧
[00:06:05.680 --> 00:06:07.680]  何必未到期而死呢?
[00:06:07.680 --> 00:06:09.680]  不要行惡過分
[00:06:09.680 --> 00:06:11.680]  也不要為人愚昧
[00:06:11.680 --> 00:06:13.680]  何必未到期而死呢?
[00:06:13.680 --> 00:06:15.680]  不要行惡過分
[00:06:15.680 --> 00:06:17.680]  也不要為人愚昧
[00:06:17.680 --> 00:06:19.680]  何必未到期而死呢?
[00:06:19.680 --> 00:06:21.680]  不要行惡過分
[00:06:21.680 --> 00:06:23.680]  也不要為人愚昧
[00:06:23.680 --> 00:06:25.680]  何必未到期而死呢?
[00:06:25.680 --> 00:06:27.680]  不要行惡過分
[00:06:27.680 --> 00:06:29.680]  也不要為人愚昧
[00:06:29.680 --> 00:06:31.680]  何必未到期而死呢?
[00:06:31.680 --> 00:06:33.680]  不要行惡過分
[00:06:33.680 --> 00:06:35.680]  也不要為人愚昧
[00:06:35.680 --> 00:06:37.680]  何必未到期而死呢?
[00:06:37.680 --> 00:06:39.680]  不要行惡過分
[00:06:39.680 --> 00:06:41.680]  也不要為人愚昧
[00:06:41.680 --> 00:06:43.680]  何必未到期而死呢?
[00:06:43.680 --> 00:06:45.680]  不要行惡過分
[00:06:45.680 --> 00:06:47.680]  也不要為人愚昧
[00:06:47.680 --> 00:06:49.680]  何必未到期而死呢?
[00:06:49.680 --> 00:06:51.680]  不要行惡過分
[00:06:51.680 --> 00:06:53.680]  也不要為人愚昧
[00:06:53.680 --> 00:06:55.680]  何必未到期而死呢?
[00:06:55.680 --> 00:06:57.680]  不要行惡過分
[00:06:57.680 --> 00:06:59.680]  也不要為人愚昧
[00:06:59.680 --> 00:07:01.680]  何必未到期而死呢?
[00:07:01.680 --> 00:07:03.680]  不要行惡過分
[00:07:03.680 --> 00:07:05.680]  也不要為人愚昧
[00:07:05.680 --> 00:07:07.680]  也不要為人愚昧
[00:07:07.680 --> 00:07:09.680]  也不要為人愚昧
[00:07:09.680 --> 00:07:11.680]  也不要為人愚昧
[00:07:11.680 --> 00:07:13.680]  也不要為人愚昧
[00:07:13.680 --> 00:07:15.680]  也不要為人愚昧
[00:07:15.680 --> 00:07:17.680]  也不要為人愚昧
[00:07:17.680 --> 00:07:19.680]  也不要為人愚昧
[00:07:19.680 --> 00:07:21.680]  也不要為人愚昧
[00:07:21.680 --> 00:07:23.680]  也不要為人愚昧
[00:07:23.680 --> 00:07:25.680]  也不要為人愚昧
[00:07:25.680 --> 00:07:27.680]  也不要為人愚昧
[00:07:27.680 --> 00:07:29.680]  也不要為人愚昧
[00:07:29.680 --> 00:07:31.680]  也不要為人愚昧
[00:07:31.680 --> 00:07:33.680]  誰能告訴他什麼才是對他有益呢?
[00:07:33.680 --> 00:07:39.680]  誰能告訴他身後在日光之下會發生什麼事呢?
[00:07:39.680 --> 00:07:42.680]  原來面對人的現在或將來
[00:07:42.680 --> 00:07:44.680]  我們要承認一個事實
[00:07:44.680 --> 00:07:46.680]  沒有人能夠知道
[00:07:46.680 --> 00:07:48.680]  什麼是對人生最好的
[00:07:48.680 --> 00:07:50.680]  就是當我們以為知道
[00:07:50.680 --> 00:07:52.680]  但原來我們不太知道
[00:07:52.680 --> 00:07:58.680]  也沒有人知道死後或將來在地上會發生什麼事
[00:07:58.680 --> 00:08:00.680]  所以如果要做一個智慧人
[00:08:00.680 --> 00:08:04.680]  我們透過今天七章十五到二十九節
[00:08:04.680 --> 00:08:07.680]  我們只學習其中一點的部分
[00:08:07.680 --> 00:08:12.680]  剛才我們讀到十五到十八節的時候
[00:08:12.680 --> 00:08:14.680]  我想和大家分一些段落
[00:08:14.680 --> 00:08:16.680]  十五到十八節
[00:08:16.680 --> 00:08:20.680]  我先放下
[00:08:20.680 --> 00:08:23.680]  十五到十八節
[00:08:23.680 --> 00:08:26.680]  傳道者對人生裡面一些觀察
[00:08:26.680 --> 00:08:28.680]  一些反思
[00:08:28.680 --> 00:08:30.680]  十五節一開始
[00:08:30.680 --> 00:08:32.680]  傳道者說我在虛度日子
[00:08:32.680 --> 00:08:34.680]  我見過各樣的事情
[00:08:34.680 --> 00:08:36.680]  其實直譯的意思是
[00:08:36.680 --> 00:08:38.680]  我在虛度的歲月裡面
[00:08:38.680 --> 00:08:41.680]  我見過很多的事情
[00:08:41.680 --> 00:08:45.680]  之後傳道者帶出一個反常的因果報應關係
[00:08:45.680 --> 00:08:51.680]  傳道者將義人和惡人做了一個對比
[00:08:51.680 --> 00:08:57.680]  其實義人應該得長壽
[00:08:57.680 --> 00:09:00.680]  義人是好人應該有好報
[00:09:00.680 --> 00:09:01.680]  得長壽
[00:09:01.680 --> 00:09:06.680]  但是傳道者說義人卻是滅亡
[00:09:06.680 --> 00:09:09.680]  惡人卻是長壽
[00:09:09.680 --> 00:09:12.680]  這個就好像一個公義的顛倒
[00:09:12.680 --> 00:09:16.680]  可能我們日常生活裡面都會遇到這些事情
[00:09:16.680 --> 00:09:19.680]  我們心裡面可能會覺得很不服氣
[00:09:19.680 --> 00:09:21.680]  內心很矛盾
[00:09:21.680 --> 00:09:25.680]  為什麼傳道者要帶出這個問題
[00:09:25.680 --> 00:09:28.680]  要帶出這麼矛盾的問題
[00:09:28.680 --> 00:09:32.680]  其實傳道者不是要否定一些因果的報應
[00:09:32.680 --> 00:09:37.680]  而是帶出原來人生我們有時都會有例外的個案
[00:09:37.680 --> 00:09:40.680]  所以當我們遇到一些事情的時候
[00:09:40.680 --> 00:09:43.680]  其實我們要有心理準備
[00:09:43.680 --> 00:09:45.680]  我們如果有心理準備的時候
[00:09:45.680 --> 00:09:49.680]  我們面對這些反常理的事情
[00:09:49.680 --> 00:09:51.680]  我們不會太大反應
[00:09:51.680 --> 00:09:53.680]  在傳道書我們經常讀到
[00:09:53.680 --> 00:09:55.680]  「事下無新事」
[00:09:55.680 --> 00:09:57.680]  其實昔日有的事情現在有
[00:09:57.680 --> 00:09:59.680]  將來也有
[00:09:59.680 --> 00:10:01.680]  所以我們要在裡面
[00:10:01.680 --> 00:10:04.680]  主裡面繼續要去學習和去持守
[00:10:04.680 --> 00:10:09.680]  15節是傳道者對人生命裡面一些的觀察
[00:10:09.680 --> 00:10:15.680]  16到17節是傳道者透過這個觀察裡面
[00:10:15.680 --> 00:10:19.680]  做了一些反思和一些勸告
[00:10:19.680 --> 00:10:21.680]  在這幾節裡面
[00:10:21.680 --> 00:10:27.680]  16到17節其實有兩句平衡句
[00:10:27.680 --> 00:10:29.680]  裡面有四個不要
[00:10:29.680 --> 00:10:33.680]  我嘗試做一個表給大家去看
[00:10:33.680 --> 00:10:37.680]  16到17節其實是講兩類的人
[00:10:37.680 --> 00:10:39.680]  第一類是異人
[00:10:39.680 --> 00:10:41.680]  第二類是惡的人
[00:10:41.680 --> 00:10:44.680]  16到17節是講四個不要
[00:10:44.680 --> 00:10:46.680]  這個不要無論異人也好
[00:10:46.680 --> 00:10:47.680]  惡人也好
[00:10:47.680 --> 00:10:49.680]  其實都是在講同樣的東西
[00:10:49.680 --> 00:10:53.680]  異人去提醒不要行義過分
[00:10:53.680 --> 00:10:55.680]  也不要自請自為
[00:10:55.680 --> 00:10:57.680]  免得自取滅亡
[00:10:57.680 --> 00:11:00.680]  究竟為什麼行義過分
[00:11:00.680 --> 00:11:01.680]  其實有什麼問題呢
[00:11:01.680 --> 00:11:05.680]  為什麼傳道者要提醒別人不要行義過分呢
[00:11:05.680 --> 00:11:07.680]  其實行義過分的人
[00:11:07.680 --> 00:11:09.680]  其實有時候會傾向
[00:11:09.680 --> 00:11:13.680]  不接受自己有限的一個事實
[00:11:13.680 --> 00:11:15.680]  很想追求完美
[00:11:15.680 --> 00:11:19.680]  以致到可以
[00:11:19.680 --> 00:11:23.680]  甚至犯了一些驕傲的罪
[00:11:23.680 --> 00:11:25.680]  覺得自己是最好的
[00:11:25.680 --> 00:11:26.680]  自己是最完美的
[00:11:26.680 --> 00:11:28.680]  以致有驕傲
[00:11:28.680 --> 00:11:31.680]  行義過分和自請自為其實是一個平排
[00:11:31.680 --> 00:11:33.680]  什麼意思呢
[00:11:33.680 --> 00:11:35.680]  過分行義的人
[00:11:35.680 --> 00:11:39.680]  有一種很想自我炫耀的意思
[00:11:39.680 --> 00:11:42.680]  認為唯有自己才能夠做到
[00:11:42.680 --> 00:11:44.680]  甚至做得最好
[00:11:44.680 --> 00:11:47.680]  也沒有辦法去接受自己的限制
[00:11:47.680 --> 00:11:50.680]  結果就自取敗亡
[00:11:50.680 --> 00:11:52.680]  敗亡的意思
[00:11:52.680 --> 00:11:54.680]  其實有一個被嚇壞
[00:11:54.680 --> 00:11:56.680]  或者感覺很驚訝
[00:11:56.680 --> 00:11:59.680]  其實前者就講到敗亡
[00:11:59.680 --> 00:12:02.680]  是真的講我們可能肉身會受傷害
[00:12:02.680 --> 00:12:03.680]  甚至會死亡
[00:12:03.680 --> 00:12:05.680]  但原來後者是在講什麼呢
[00:12:05.680 --> 00:12:08.680]  原來我們精神裡面去受困擾
[00:12:08.680 --> 00:12:10.680]  我不知道大家有沒有試過
[00:12:10.680 --> 00:12:13.680]  幫人幫到覺得很有罪疚感
[00:12:13.680 --> 00:12:16.680]  覺得自己幫人幫得不好
[00:12:16.680 --> 00:12:17.680]  幫得不夠
[00:12:17.680 --> 00:12:18.680]  有沒有試過
[00:12:18.680 --> 00:12:22.680]  有一次我和一些團契的頂姐妹
[00:12:22.680 --> 00:12:25.680]  我媽媽團契
[00:12:25.680 --> 00:12:27.680]  只有姐妹沒有弟兄
[00:12:27.680 --> 00:12:31.680]  和團契的姐妹出去附近街頭報道傳福音
[00:12:31.680 --> 00:12:34.680]  有一次接觸了一個大約60歲的婦人
[00:12:34.680 --> 00:12:36.680]  我們上前跟她聊天
[00:12:36.680 --> 00:12:39.680]  這個婦人很樂意和我們聊天
[00:12:39.680 --> 00:12:42.680]  很樂意和我們分享
[00:12:42.680 --> 00:12:44.680]  在言談之間
[00:12:44.680 --> 00:12:47.680]  我感受到她終於找到一個水泡
[00:12:47.680 --> 00:12:49.680]  有人聽她講話她很開心
[00:12:49.680 --> 00:12:53.680]  她不停地講了很多她的事情給我們聽
[00:12:53.680 --> 00:12:57.680]  她講了很多她自己
[00:12:57.680 --> 00:12:59.680]  無論家庭的事情
[00:12:59.680 --> 00:13:02.680]  總之大吐苦水的一些經歷
[00:13:02.680 --> 00:13:07.680]  原來她這些一直都不敢在親戚朋友面前去講
[00:13:07.680 --> 00:13:12.680]  我看她的樣子都好像很開心
[00:13:12.680 --> 00:13:15.680]  她說她每天都用這個樣子去笑臉迎人
[00:13:15.680 --> 00:13:18.680]  沒有人知道她裡面真實的狀況
[00:13:18.680 --> 00:13:20.680]  原來一邊聽的時候
[00:13:20.680 --> 00:13:22.680]  心裡面充滿了很多的苦毒
[00:13:22.680 --> 00:13:23.680]  很多的擔心
[00:13:23.680 --> 00:13:25.680]  很多的憂慮
[00:13:25.680 --> 00:13:31.680]  原來她過去要照顧一個長期病患的親人
[00:13:31.680 --> 00:13:33.680]  照顧到一個地步
[00:13:33.680 --> 00:13:35.680]  她心力很疲乏
[00:13:35.680 --> 00:13:40.680]  不過她認為自己才能夠照顧到這個親人
[00:13:40.680 --> 00:13:42.680]  沒有其他人可以照顧她
[00:13:42.680 --> 00:13:44.680]  她也沒有向人求助
[00:13:44.680 --> 00:13:48.680]  而其他的親友也覺得她照顧得非常好
[00:13:48.680 --> 00:13:52.680]  所以她照顧這個親友差不多有十幾年以上
[00:13:52.680 --> 00:13:57.680]  後來她一直都沒有將自己的狀況告訴她
[00:13:57.680 --> 00:14:02.680]  不敢將她的軟弱告訴她的親戚朋友
[00:14:02.680 --> 00:14:08.680]  結果她自己也患上了抑鬱症
[00:14:08.680 --> 00:14:14.680]  但是她仍然都不敢將自己的狀況告訴她的親友
[00:14:14.680 --> 00:14:17.680]  傳道者提醒我們不要行義過分
[00:14:17.680 --> 00:14:20.680]  不要做得太多
[00:14:20.680 --> 00:14:25.680]  行義其實我們都需要有一個界線
[00:14:25.680 --> 00:14:29.680]  免得我們自取敗亡
[00:14:29.680 --> 00:14:31.680]  行惡是一個愚昧的人
[00:14:31.680 --> 00:14:33.680]  是不敬畏神的人
[00:14:33.680 --> 00:14:43.680]  行義過分和行惡過分其實是兩個極端
[00:14:43.680 --> 00:14:47.680]  也會帶來不良的後果
[00:14:47.680 --> 00:14:49.680]  十八節裡面說到
[00:14:49.680 --> 00:14:52.680]  敬畏神的人這一切都能見得
[00:14:52.680 --> 00:14:56.680]  敬畏神就是智慧、知識的開端
[00:14:56.680 --> 00:14:58.680]  所以傳道者做了一個結論
[00:14:58.680 --> 00:15:02.680]  就是敬畏神的人兩者都能見得
[00:15:02.680 --> 00:15:04.680]  見得是什麼意思呢?
[00:15:04.680 --> 00:15:09.680]  在新譯本這樣翻譯
[00:15:09.680 --> 00:15:15.680]  因為敬畏神的人都能夠避免這兩個極端
[00:15:15.680 --> 00:15:19.680]  就是行惡過分和行義過分的人
[00:15:19.680 --> 00:15:23.680]  原來敬畏神的人能夠避開這兩個極端
[00:15:23.680 --> 00:15:29.680]  傳道者將十六、十七節裡面的觀察
[00:15:29.680 --> 00:15:31.680]  在十八節做了一個結論
[00:15:31.680 --> 00:15:35.680]  就是敬畏神的人要清楚去認識自己
[00:15:35.680 --> 00:15:38.680]  人的限制、人自己的有限
[00:15:38.680 --> 00:15:41.680]  而處於中庸之道
[00:15:41.680 --> 00:15:44.680]  丙姐妹我不知道在你日常生活裡面
[00:15:44.680 --> 00:15:48.680]  你有沒有去認識自己的限制
[00:15:48.680 --> 00:15:54.680]  如果我們行在合乎神的心意裡面
[00:15:54.680 --> 00:15:58.680]  我們是不是都去接納自己都是很有限呢?
[00:15:58.680 --> 00:16:01.680]  承不承認自己都是有限制呢?
[00:16:01.680 --> 00:16:07.680]  還有其實有時候我們做了的、盡了力的
[00:16:07.680 --> 00:16:10.680]  我們都欣賞自己都不是一個完美的人呢?
[00:16:10.680 --> 00:16:12.680]  我們去欣賞一下自己
[00:16:12.680 --> 00:16:15.680]  欣賞自己那種的盡力
[00:16:15.680 --> 00:16:19.680]  幾個星期前我看到一個《看星期日》檔案
[00:16:19.680 --> 00:16:21.680]  講抑鬱症
[00:16:21.680 --> 00:16:23.680]  抑鬱症都是頭號殺手
[00:16:23.680 --> 00:16:24.680]  大家都知道
[00:16:24.680 --> 00:16:29.680]  抑鬱症的病症其中一樣其實都是不接納自己
[00:16:29.680 --> 00:16:31.680]  不接納自己的有限
[00:16:31.680 --> 00:16:34.680]  不接納自己其實已經做得很好
[00:16:34.680 --> 00:16:36.680]  在生活裡面
[00:16:36.680 --> 00:16:41.680]  抑鬱症的人經常活在罪疚感裡面
[00:16:41.680 --> 00:16:44.680]  所以丙姐妹我們需要在神裡面
[00:16:44.680 --> 00:16:46.680]  去學習怎樣去接納自己
[00:16:46.680 --> 00:16:47.680]  去欣賞自己
[00:16:47.680 --> 00:16:51.680]  同時我們也學習多一點去欣賞我們身邊的人
[00:16:51.680 --> 00:16:53.680]  接納我們身邊的人
[00:16:53.680 --> 00:16:56.680]  以致我們懂得欣賞我們自己的好處
[00:16:56.680 --> 00:16:58.680]  也欣賞身邊的人
[00:16:58.680 --> 00:17:01.680]  智慧的人怎樣接納自我有限呢?
[00:17:01.680 --> 00:17:06.680]  剛才我們讀過19節到29節
[00:17:06.680 --> 00:17:12.680]  我也把它整理了一些鋪排
[00:17:12.680 --> 00:17:15.680]  讓大家能夠清楚一點去認識
[00:17:15.680 --> 00:17:18.680]  剛才第一樣裡面說到
[00:17:18.680 --> 00:17:21.680]  我們需要接納我們限事
[00:17:21.680 --> 00:17:23.680]  我們要有合乎中度
[00:17:23.680 --> 00:17:28.680]  第二個點就是要去承認我們人
[00:17:28.680 --> 00:17:30.680]  我們真的有我們的軟弱
[00:17:30.680 --> 00:17:37.680]  19節其實傳道者用了一樣東西去肯定智慧
[00:17:37.680 --> 00:17:44.680]  他說智慧使擁有智慧的人比成中十個的官長更有能力
[00:17:44.680 --> 00:17:47.680]  如果原文翻譯回來就是
[00:17:47.680 --> 00:17:52.680]  智慧使智慧人有能力勝過成中十個官長
[00:17:52.680 --> 00:17:53.680]  你想想做官的人
[00:17:53.680 --> 00:17:55.680]  什麼人才能做到?
[00:17:55.680 --> 00:17:58.680]  聰明的人
[00:17:58.680 --> 00:18:00.680]  你不會找一些很差的人
[00:18:00.680 --> 00:18:02.680]  而且很有學識的
[00:18:02.680 --> 00:18:06.680]  他說智慧勝過成中十個官長
[00:18:06.680 --> 00:18:11.680]  他肯定智慧是有價值的
[00:18:11.680 --> 00:18:12.680]  是有能力的
[00:18:12.680 --> 00:18:14.680]  這是真實的
[00:18:14.680 --> 00:18:16.680]  但第20節他說到
[00:18:16.680 --> 00:18:19.680]  其實世界上沒有行善而不犯罪的人
[00:18:19.680 --> 00:18:23.680]  其實傳道者很想帶出一個普遍性
[00:18:23.680 --> 00:18:25.680]  一個廣泛性的事實
[00:18:25.680 --> 00:18:29.680]  就是世上沒有行善而不犯罪的人
[00:18:29.680 --> 00:18:30.680]  什麼意思呢?
[00:18:30.680 --> 00:18:33.680]  就是有智慧的人
[00:18:33.680 --> 00:18:35.680]  有能力的人
[00:18:35.680 --> 00:18:37.680]  也有犯罪的時候
[00:18:37.680 --> 00:18:39.680]  也有錯的時候
