
[00:00:00.000 --> 00:00:05.000]  各位電影節目晚安
[00:02:13.000 --> 00:02:15.000]  大家小聲 我有點意思
[00:02:15.000 --> 00:02:20.000]  在講道的後段我會和大家分享
[00:02:20.000 --> 00:02:25.000]  先讓我們來看一看
[00:02:25.000 --> 00:02:28.000]  今天這段解碼的經文
[00:02:28.000 --> 00:02:30.000]  在經文當中
[00:02:30.000 --> 00:02:32.000]  Paraporn的左上角
[00:02:32.000 --> 00:02:36.000]  會標示是弟兄讀 姊妹讀
[00:02:36.000 --> 00:02:38.000]  還是一起讀的
[00:02:38.000 --> 00:02:41.000]  我們都按照這個標示
[00:02:41.000 --> 00:02:43.000]  讀出這段經文
[00:02:43.000 --> 00:02:46.000]  先請弟兄
[00:02:46.000 --> 00:02:48.000]  預備
[00:02:48.000 --> 00:02:53.000]  這愛子是那看不見的神的形象
[00:02:53.000 --> 00:02:57.000]  是守生的 高於一切受造之物
[00:02:57.000 --> 00:03:00.000]  因為天上地上的萬有
[00:03:00.000 --> 00:03:03.000]  都是藉著他創造的
[00:03:03.000 --> 00:03:06.000]  包括看得見和看不見的
[00:03:06.000 --> 00:03:10.000]  無論是有權位的 作統治的
[00:03:10.000 --> 00:03:13.000]  執政的 還是掌權的
[00:03:13.000 --> 00:03:18.000]  萬有都是藉著他 又為著他創造的
[00:03:18.000 --> 00:03:20.000]  他在萬有之先
[00:03:20.000 --> 00:03:24.000]  萬有都靠他聯結維繫
[00:03:24.000 --> 00:03:26.000]  請姊妹
[00:03:26.000 --> 00:03:29.000]  讓我們一起讀出來
[00:03:29.000 --> 00:03:30.000]  與神隔絕
[00:03:30.000 --> 00:03:33.000]  在思想上與神為敵
[00:03:33.000 --> 00:03:35.000]  行為邪惡
[00:03:35.000 --> 00:03:37.000]  但現在神藉著他愛子
[00:03:37.000 --> 00:03:39.000]  肉體身軀的死
[00:03:39.000 --> 00:03:42.000]  使你們與他自己和好
[00:03:42.000 --> 00:03:45.000]  為要把你們呈現在他面前
[00:03:45.000 --> 00:03:48.000]  是聖潔沒有瑕疵
[00:03:48.000 --> 00:03:50.000]  無可指責的
[00:03:50.000 --> 00:03:54.000]  只是你們要在信仰裡堅守
[00:03:54.000 --> 00:03:56.000]  堅定基礎
[00:03:56.000 --> 00:03:57.000]  堅定不移
[00:03:57.000 --> 00:03:59.000]  不受動搖
[00:03:59.000 --> 00:04:01.000]  偏離福音的盼望
[00:04:01.000 --> 00:04:04.000]  你們所聽見的這福音
[00:04:04.000 --> 00:04:07.000]  已傳給天下一切受造之物
[00:04:07.000 --> 00:04:12.000]  可保羅也作了這福音的圖譯
[00:04:12.000 --> 00:04:16.000]  讓我們一起祈禱
[00:04:16.000 --> 00:04:17.000]  親愛的天父
[00:04:17.000 --> 00:04:18.000]  我們獻上感恩
[00:04:18.000 --> 00:04:21.000]  讓我們能夠成為你的兒女
[00:04:21.000 --> 00:04:22.000]  也都感謝你
[00:04:22.000 --> 00:04:25.000]  將你的說話賜給我們
[00:04:25.000 --> 00:04:28.000]  願聖靈在當中親自的引導
[00:04:28.000 --> 00:04:30.000]  好讓我們明白
[00:04:30.000 --> 00:04:34.000]  今晚你要對我們講的說話
[00:04:34.000 --> 00:04:37.000]  亦都讓我們有信心聽到
[00:04:37.000 --> 00:04:39.000]  明白你的道
[00:04:39.000 --> 00:04:41.000]  亦都有信心回應
[00:04:41.000 --> 00:04:45.000]  讓你居於我們生命當中的守衛
[00:04:45.000 --> 00:04:47.000]  祈禱奉主耶穌基督的名
[00:04:47.000 --> 00:04:49.000]  阿們
[00:04:49.000 --> 00:04:55.000]  先講一講今晚這段的經文
[00:04:55.000 --> 00:04:57.000]  是比較神學性的
[00:04:57.000 --> 00:04:58.000]  是有些深
[00:04:58.000 --> 00:05:02.000]  所以我都請大家提起精神
[00:05:02.000 --> 00:05:07.000]  在經文當時的哥羅西教會
[00:05:07.000 --> 00:05:10.000]  面對著各種哲學
[00:05:10.000 --> 00:05:12.000]  傳統靈界的勢力
[00:05:12.000 --> 00:05:17.000]  挑戰基督最高的地位
[00:05:17.000 --> 00:05:20.000]  而保羅的解決方法是甚麼
[00:05:20.000 --> 00:05:23.000]  他不是說要定更多的規條
[00:05:23.000 --> 00:05:29.000]  而是要重新來揭示基督是誰
[00:05:29.000 --> 00:05:30.000]  基督是誰
[00:05:30.000 --> 00:05:34.000]  去揭示他超越一切的守衛密碼
[00:05:34.000 --> 00:05:40.000]  今天我們要解開三組關於基督守衛的密碼
[00:05:40.000 --> 00:05:47.000]  重新讓他在我們生命當中居守衛
[00:05:47.000 --> 00:05:49.000]  首先第一組的密碼
[00:05:49.000 --> 00:05:51.000]  就是創造的密碼
[00:05:51.000 --> 00:05:56.000]  他是萬有的根源和主宰
[00:05:56.000 --> 00:06:03.000]  主基督在這裏被描述成為那看不見的神的形象
[00:06:03.000 --> 00:06:08.000]  神的象是神的終極的自我啟示
[00:06:08.000 --> 00:06:12.000]  我們認識神不是透過抽象的哲學
[00:06:12.000 --> 00:06:17.000]  而是透過道成肉身的耶穌
[00:06:17.000 --> 00:06:20.000]  神的形象有甚麼含意呢
[00:06:20.000 --> 00:06:27.000]  第一方面主耶穌使我們能夠見到神的模樣
[00:06:27.000 --> 00:06:31.000]  但神是個靈是肉眼看不到的
[00:06:31.000 --> 00:06:37.000]  但在基督的裏面神讓他自己可以給肉眼看見
[00:06:37.000 --> 00:06:42.000]  主耶穌是那個不能看見的神的象
[00:06:42.000 --> 00:06:47.000]  凡是見過耶穌的就是見過父神
[00:06:47.000 --> 00:06:51.000]  從耶穌的生平,他的行事為人
[00:06:51.000 --> 00:06:55.000]  也讓我們看到神的屬性是怎樣的
[00:06:55.000 --> 00:07:01.000]  例如是慈愛,信實和他超自然的大能
[00:07:01.000 --> 00:07:08.000]  第二,形象也包含有代表的意思
[00:07:08.000 --> 00:07:14.000]  神原本將亞當放在地上作為他的代表
[00:07:14.000 --> 00:07:17.000]  但亞當失敗了
[00:07:17.000 --> 00:07:22.000]  神就差遣他的獨生子耶穌基督來到世上做他的代表
[00:07:22.000 --> 00:07:25.000]  去管治他的創造
[00:07:25.000 --> 00:07:32.000]  並且向世人向我和你去啟示他的慈愛
[00:07:32.000 --> 00:07:38.000]  形象同一個字在哥羅西書第三章十節也有使用
[00:07:38.000 --> 00:07:44.000]  說到信徒要效法基督的形象,穿上新人
[00:07:44.000 --> 00:07:50.000]  這個新人正照著自己創造者的形象去不斷更新
[00:07:50.000 --> 00:07:55.000]  以至更深切地去認識這位創造者
[00:07:55.000 --> 00:07:58.000]  不知道大家有沒有聽過
[00:07:58.000 --> 00:08:03.000]  有些異端如耶和華見證人和摩門教
[00:08:03.000 --> 00:08:06.000]  他們否定基督的神聖
[00:08:06.000 --> 00:08:11.000]  認為基督是次等的神
[00:08:11.000 --> 00:08:13.000]  甚至是被造的
[00:08:13.000 --> 00:08:17.000]  我們又可以如何用經文來回應呢
[00:08:17.000 --> 00:08:22.000]  在經文中說到基督是首生的
[00:08:22.000 --> 00:08:25.000]  是高於一切受造之物
[00:08:25.000 --> 00:08:27.000]  這是甚麼意思呢
[00:08:27.000 --> 00:08:29.000]  有些假教師提出
[00:08:29.000 --> 00:08:32.000]  主耶穌自己也是一個受造物
[00:08:32.000 --> 00:08:35.000]  是神所創造的第一位
[00:08:35.000 --> 00:08:40.000]  這是嚴重違反了神話語的教導
[00:08:40.000 --> 00:08:43.000]  首生這個詞語
[00:08:43.000 --> 00:08:48.000]  在聖經中至少有三個不同的意思
[00:08:48.000 --> 00:08:50.000]  第一個意思
[00:08:50.000 --> 00:08:52.000]  在路加福音二章七節
[00:08:52.000 --> 00:08:57.000]  首生這個字是用作字面的解釋
[00:08:57.000 --> 00:09:00.000]  瑪利亞生了頭胎的兒子
[00:09:00.000 --> 00:09:01.000]  是誰呢
[00:09:01.000 --> 00:09:03.000]  是耶穌
[00:09:03.000 --> 00:09:07.000]  意思是耶穌是瑪利亞所生的
[00:09:07.000 --> 00:09:09.000]  這是第一個孩子
[00:09:09.000 --> 00:09:13.000]  接著是首生第二個意思
[00:09:13.000 --> 00:09:16.000]  在出乃及記四章二十二節
[00:09:16.000 --> 00:09:20.000]  首生是用作象徵的意思
[00:09:20.000 --> 00:09:22.000]  那裡這樣說
[00:09:22.000 --> 00:09:24.000]  以色列是我的兒子
[00:09:24.000 --> 00:09:26.000]  我的長子
[00:09:26.000 --> 00:09:28.000]  原文長子是首生
[00:09:28.000 --> 00:09:30.000]  在這次經文中
[00:09:30.000 --> 00:09:33.000]  絕對沒有發生任何關於生育的事
[00:09:33.000 --> 00:09:37.000]  而是耶和華用這個詞語來應用
[00:09:37.000 --> 00:09:40.000]  以色列國在他的計劃和目的當中
[00:09:40.000 --> 00:09:43.000]  那種獨特的地位
[00:09:43.000 --> 00:09:49.000]  第三個關於首位的意思
[00:09:49.000 --> 00:09:55.000]  在詩篇八十九篇二十七節
[00:09:55.000 --> 00:09:59.000]  長子原文是首生這個字
[00:09:59.000 --> 00:10:01.000]  這個詞是指什麼呢
[00:10:01.000 --> 00:10:05.000]  是指一個超越至高獨特的位置
[00:10:05.000 --> 00:10:07.000]  神在經文中說
[00:10:07.000 --> 00:10:10.000]  祂要叫大衛作祂的長子
[00:10:10.000 --> 00:10:14.000]  高過地上一切的君王
[00:10:14.000 --> 00:10:15.000]  按照肉體來說
[00:10:15.000 --> 00:10:19.000]  大衛實際上是耶穌最小的兒子
[00:10:19.000 --> 00:10:23.000]  但是神定義要給他有獨特的
[00:10:23.000 --> 00:10:27.000]  很優越的至高的王權的地位
[00:10:27.000 --> 00:10:31.000]  而這個也是哥羅西書一章十五節
[00:10:31.000 --> 00:10:32.000]  是首生的
[00:10:32.000 --> 00:10:36.000]  高於一切受造之物的意思
[00:10:36.000 --> 00:10:39.000]  主耶穌基督是神獨一的兒子
[00:10:39.000 --> 00:10:43.000]  祂在萬物創造之先已經存在
[00:10:43.000 --> 00:10:47.000]  祂擁有超越一切受造物的地位
[00:10:47.000 --> 00:10:53.000]  而且祂更有超越和統治的地位
[00:10:53.000 --> 00:10:57.000]  主耶穌不但不是受造物
[00:10:57.000 --> 00:11:01.000]  而且祂正正是那個創造者
[00:11:01.000 --> 00:11:03.000]  從哥羅西書一章十六至十七節
[00:11:03.000 --> 00:11:06.000]  我們學到萬有
[00:11:06.000 --> 00:11:08.000]  就是整個宇宙一切的事物
[00:11:08.000 --> 00:11:09.000]  都是怎樣呢
[00:11:09.000 --> 00:11:12.000]  是藉著祂造的
[00:11:12.000 --> 00:11:15.000]  又是為祂造的
[00:11:15.000 --> 00:11:19.000]  保羅強調萬有都是藉著基督造的
[00:11:19.000 --> 00:11:24.000]  不管是天上的地上的
[00:11:24.000 --> 00:11:27.000]  即是像蘇牧師所說的
[00:11:27.000 --> 00:11:36.000]  天上的地上的全部都是藉著基督造的
[00:11:36.000 --> 00:11:41.000]  這樣就沒有留下任何的漏洞
[00:11:41.000 --> 00:11:42.000]  被人去攻擊
[00:11:42.000 --> 00:11:44.000]  保羅繼續說
[00:11:44.000 --> 00:11:47.000]  主耶穌創造是包括了能看見和不能看見
[00:11:47.000 --> 00:11:50.000]  即是全部都是能看見不能看見的東西
[00:11:50.000 --> 00:11:55.000]  亦包括了有權位作統治執政和掌權
[00:11:55.000 --> 00:12:01.000]  都是藉著耶穌基督祂的創造
[00:12:01.000 --> 00:12:05.000]  接著有另外的經文
[00:12:05.000 --> 00:12:09.000]  例如是約翰福音一章一節和羅馬書九章五節
[00:12:09.000 --> 00:12:11.000]  都有清楚可以看到
[00:12:11.000 --> 00:12:13.000]  耶穌基督就是各位神
[00:12:13.000 --> 00:12:17.000]  讓我們一起讀出這兩個經文
[00:12:17.000 --> 00:12:22.000]  太初有道 道則神同在 道就是神
[00:12:22.000 --> 00:12:25.000]  列祖就是他們的祖宗
[00:12:25.000 --> 00:12:30.000]  按肉體說 基督也是從他們出來的
[00:12:30.000 --> 00:12:36.000]  他是在萬有之上 永遠可稱頌的神 阿門
[00:12:36.000 --> 00:12:43.000]  在哥羅西書一章十七節說到
[00:12:43.000 --> 00:12:46.000]  基督在萬有之先
[00:12:46.000 --> 00:12:50.000]  萬有都靠他連結維繫 是甚麼意思
[00:12:50.000 --> 00:12:56.000]  保羅說基督在萬有之先是用現在的時態
[00:12:56.000 --> 00:12:59.000]  而不是用過去的時態
[00:12:59.000 --> 00:13:04.000]  另外在約翰福音八章五十八節說到
[00:13:04.000 --> 00:13:08.000]  耶穌說 還沒有阿伯拉罕
[00:13:08.000 --> 00:13:12.000]  阿伯拉罕是用過去的時態
[00:13:12.000 --> 00:13:16.000]  接著說 就有了我 我是現在的時態
[00:13:16.000 --> 00:13:18.000]  即是還沒有阿伯拉罕的時候
[00:13:18.000 --> 00:13:22.000]  就有耶穌基督他自己 是一個現在的時態
[00:13:22.000 --> 00:13:25.000]  聖經經常用現在的時態
[00:13:25.000 --> 00:13:28.000]  來形容神是不受時間的限制
[00:13:28.000 --> 00:13:34.000]  也在當中看到 耶穌基督就是那位的神
[00:13:34.000 --> 00:13:38.000]  主耶穌不單單在一切受眾物之先就存在
[00:13:38.000 --> 00:13:41.000]  而且萬有都是靠他連結維繫
[00:13:41.000 --> 00:13:43.000]  意思是甚麼
[00:13:43.000 --> 00:13:47.000]  就是他維持宇宙的運行
[00:13:47.000 --> 00:13:52.000]  他控制星宿 太陽和月亮
[00:13:52.000 --> 00:13:54.000]  即使耶穌基督在地上
[00:13:54.000 --> 00:13:56.000]  他仍然是掌管
[00:13:56.000 --> 00:14:00.000]  使宇宙整然的運作
[00:14:00.000 --> 00:14:06.000]  在座的頂尖姊妹有沒有人是駕車的
[00:14:06.000 --> 00:14:08.000]  應該有不少吧
[00:14:08.000 --> 00:14:10.000]  都有不少的頂尖姊妹駕車
[00:14:10.000 --> 00:14:14.000]  或者起碼會坐車 也見過司機會用
[00:14:14.000 --> 00:14:16.000]  就是這個GPS
[00:14:16.000 --> 00:14:21.000]  用GPS的時候 你輸入了目的地之後
[00:14:21.000 --> 00:14:24.000]  他就會為你去到規劃路線
[00:14:24.000 --> 00:14:27.000]  即使去顯示即時的路況
[00:14:27.000 --> 00:14:31.000]  甚至提醒你哪裡有超速的相機
[00:14:31.000 --> 00:14:33.000]  你看見的是甚麼呢
[00:14:33.000 --> 00:14:37.000]  就是螢幕上的地圖和指示
[00:14:37.000 --> 00:14:39.000]  但是背後是甚麼呢
[00:14:39.000 --> 00:14:42.000]  就是衛星的網絡
[00:14:42.000 --> 00:14:45.000]  地面接收站和資料中心
[00:14:45.000 --> 00:14:50.000]  還有程式演算法 即時數據更新
[00:14:50.000 --> 00:14:51.000]  這些很複雜的東西
[00:14:51.000 --> 00:14:54.000]  這些看不見的系統
[00:14:54.000 --> 00:14:59.000]  卻是讓你能夠準確地去到目的地的關鍵
[00:14:59.000 --> 00:15:01.000]  正如經文所說
[00:15:01.000 --> 00:15:05.000]  「者愛子是那看不見的神的像」
[00:15:05.000 --> 00:15:11.000]  就好像GPS螢幕顯示出來背後複雜系統的功能
[00:15:11.000 --> 00:15:18.000]  基督將不可以看見的神完全表現出來
[00:15:18.000 --> 00:15:21.000]  包括祂的慈愛、公義、智慧
[00:15:21.000 --> 00:15:27.000]  都在基督一生和祂的教導中活現出來
[00:15:27.000 --> 00:15:31.000]  另外萬有也是藉著祂所創造的
[00:15:31.000 --> 00:15:35.000]  如果衛星失聯、數據停止更新
[00:15:35.000 --> 00:15:37.000]  GPS就會失效
[00:15:37.000 --> 00:15:41.000]  同樣基督不單是創造萬有
[00:15:41.000 --> 00:15:47.000]  祂更加在此時此刻托住萬有的力量
[00:15:47.000 --> 00:15:49.000]  包括我們的心跳
[00:15:49.000 --> 00:15:54.000]  大家可以嘗試把你的手放在心上
[00:15:54.000 --> 00:15:56.000]  感受你的心跳
[00:15:56.000 --> 00:15:58.000]  其實每一刻的心跳
[00:15:58.000 --> 00:16:04.000]  都是耶穌基督在當中維繫
[00:16:04.000 --> 00:16:07.000]  也包括了自然界的規律
[00:16:07.000 --> 00:16:08.000]  星際的軌道
[00:16:08.000 --> 00:16:11.000]  都在祂的權能當中維繫
[00:16:11.000 --> 00:16:16.000]  GPS的目的是帶領人去到目的地
[00:16:16.000 --> 00:16:18.000]  而萬有被造的目的
[00:16:18.000 --> 00:16:21.000]  就是為了要彰顯基督的榮耀
[00:16:21.000 --> 00:16:25.000]  並且引導人歸向神
[00:16:25.000 --> 00:16:27.000]  各位弟兄姊妹
[00:16:27.000 --> 00:16:29.000]  你是不是經常在生活當中
[00:16:29.000 --> 00:16:34.000]  都只是專注於眼前可見的問題呢?
[00:16:34.000 --> 00:16:38.000]  例如工作、人際、健康
[00:16:38.000 --> 00:16:40.000]  我們會否有時都會忘記了
[00:16:40.000 --> 00:16:45.000]  那位看不見卻是維繫一切的基督呢?
[00:16:45.000 --> 00:16:48.000]  今天讓我們去思想一下
[00:16:48.000 --> 00:16:53.000]  我們有什麼重擔可以交託給這位神呢?
[00:16:53.000 --> 00:16:56.000]  祂是維繫萬有的主
[00:16:56.000 --> 00:17:04.000]  第二種密碼就是救贖的密碼
[00:17:04.000 --> 00:17:09.000]  祂是萬有元首與和平替造者
[00:17:09.000 --> 00:17:11.000]  在第十八節說到
[00:17:11.000 --> 00:17:14.000]  如何描述耶穌基督和教會的關係
[00:17:14.000 --> 00:17:19.000]  主耶穌不只是統管自然界
[00:17:19.000 --> 00:17:24.000]  祂的統治權更加延伸到靈界
[00:17:24.000 --> 00:17:26.000]  祂是身體的頭
[00:17:26.000 --> 00:17:28.000]  這個身體就是教會
[00:17:28.000 --> 00:17:32.000]  相信主耶穌的人組成了基督的身體
[00:17:32.000 --> 00:17:33.000]  就像我們一樣
[00:17:33.000 --> 00:17:34.000]  我們一間教會
[00:17:34.000 --> 00:17:37.000]  正如人的身體是表達人的工具
[00:17:37.000 --> 00:17:40.000]  而基督的身體就是教會
[00:17:40.000 --> 00:17:43.000]  就是祂在地上的彰顯
[00:17:43.000 --> 00:17:47.000]  我們是蒙揀選向世人表達祂自己的
[00:17:47.000 --> 00:17:50.000]  而基督是身體的頭
[00:17:50.000 --> 00:17:52.000]  頭的角色是什麼?
[00:17:52.000 --> 00:17:54.000]  就是祂引導和指揮身體
[00:17:54.000 --> 00:17:58.000]  祂在教會當中居受惠
[00:17:58.000 --> 00:18:03.000]  而且基督也是屬靈生命的源頭
[00:18:03.000 --> 00:18:08.000]  聖經說祂是首先從死人當中復生的
[00:18:08.000 --> 00:18:13.000]  這裡並不是說耶穌是第一個從死中復活的人
[00:18:13.000 --> 00:18:15.000]  因為我們都知道
[00:18:15.000 --> 00:18:20.000]  在舊約聖經和新約聖經都有死人復活的事
[00:18:20.000 --> 00:18:23.000]  但是不同的地方就是
[00:18:23.000 --> 00:18:27.000]  主耶穌是第一個復活之後不再死
[00:18:27.000 --> 00:18:31.000]  而且他是第一個以榮耀的身體復活
[00:18:31.000 --> 00:18:37.000]  讓我們一同讀出這兩者經文
[00:18:37.000 --> 00:18:42.000]  因為知道基督既從死裡復活
[00:18:42.000 --> 00:18:47.000]  就不再死,死也不再作他的主了
[00:18:47.000 --> 00:18:52.000]  他要按著那能叫萬有歸服自己的大能
[00:18:52.000 --> 00:18:56.000]  將我們這卑賤的身體改變形狀
[00:18:56.000 --> 00:19:01.000]  和他自己榮耀的身體相似
[00:19:01.000 --> 00:19:03.000]  這裡說到基督祂的復活
[00:19:03.000 --> 00:19:06.000]  祂是教會的元首
[00:19:06.000 --> 00:19:11.000]  祂亦能保證一切相信祂的人都會復活
[00:19:11.000 --> 00:19:19.000]  亦宣告祂在教會當中耶穌基督為至高
[00:19:19.000 --> 00:19:22.000]  另外第十八節說到
[00:19:22.000 --> 00:19:26.000]  祂是身體,是教會的頭,祂是開始
[00:19:26.000 --> 00:19:29.000]  是首先從死人中復生的
[00:19:29.000 --> 00:19:33.000]  好讓祂在萬有中居首位
[00:19:33.000 --> 00:19:37.000]  從聖經元文文法可以看到
[00:19:37.000 --> 00:19:42.000]  第十八節好讓祂在萬有中居首位
[00:19:42.000 --> 00:19:46.000]  好讓這個字其實表示一個大目的
[00:19:46.000 --> 00:19:51.000]  而居首位這個字在元文文法上
[00:19:51.000 --> 00:19:53.000]  也是表達目的的意思
[00:19:53.000 --> 00:19:57.000]  在這裡經文很有力量地一再強調
[00:19:57.000 --> 00:20:01.000]  耶穌基督是居首位
[00:20:01.000 --> 00:20:05.000]  首先,主耶穌在創造上居首位
[00:20:05.000 --> 00:20:07.000]  接著祂在教會當中居首位
[00:20:07.000 --> 00:20:11.000]  因此祂是有雙重的首位
[00:20:11.000 --> 00:20:13.000]  祂可以在凡事上居首位
[00:20:13.000 --> 00:20:15.000]  由保羅的日子直到今天
[00:20:15.000 --> 00:20:20.000]  這完全是反駁了那些要剝奪基督神聖
[00:20:20.000 --> 00:20:24.000]  將祂貶為受眾物的人
[00:20:24.000 --> 00:20:26.000]  接著第十九節
[00:20:26.000 --> 00:20:33.000]  因為「神樂意使一切的豐盛原本都住在他裡面」
[00:20:33.000 --> 00:20:37.000]  「神樂意使」這個說法
[00:20:37.000 --> 00:20:41.000]  這個「使」在元文文法上也表示了目的
[00:20:41.000 --> 00:20:42.000]  有強調的意思
[00:20:42.000 --> 00:20:48.000]  即是一切的豐盛原本都住在基督的裡面
[00:20:48.000 --> 00:20:51.000]  和合本怎樣翻譯呢?
[00:20:51.000 --> 00:20:54.000]  它說「因為父喜歡叫一切的豐盛
[00:20:54.000 --> 00:20:57.000]  在他裡面居住」
[00:20:57.000 --> 00:20:59.000]  這樣或許會令人聽起來
[00:20:59.000 --> 00:21:02.000]  好像是否父神喜歡在某一段時間
[00:21:02.000 --> 00:21:06.000]  叫一切的豐盛住在子裡面呢?
[00:21:06.000 --> 00:21:08.000]  但真正的意思是
[00:21:08.000 --> 00:21:12.000]  神一切的豐盛事上都住在基督的裡面
[00:21:12.000 --> 00:21:15.000]  顯出基督的超越性
[00:21:15.000 --> 00:21:19.000]  而「豐盛」就是指神一切的屬性
[00:21:19.000 --> 00:21:23.000]  權能和榮耀的總和
[00:21:23.000 --> 00:21:26.000]  聖經當時的一個異端
[00:21:26.000 --> 00:21:29.000]  諾斯底說
[00:21:29.000 --> 00:21:34.000]  耶穌基督是去到神那裡的一個中途站
[00:21:34.000 --> 00:21:37.000]  是不可或缺的一環
[00:21:37.000 --> 00:21:41.000]  但前面有更多的環節
[00:21:41.000 --> 00:21:44.000]  但保羅在這裡說
[00:21:44.000 --> 00:21:47.000]  「不!不!不!」
[00:21:47.000 --> 00:21:50.000]  基督本身就是這個完全的豐盛
[00:21:50.000 --> 00:21:52.000]  不是當中的一個環節
[00:21:52.000 --> 00:21:57.000]  一切的豐盛都居住在耶穌基督的裡面
[00:21:57.000 --> 00:22:01.000]  而「住在」的意思是永久的住在
[00:22:01.000 --> 00:22:04.000]  而不是短暫的停留
[00:22:04.000 --> 00:22:06.000]  第二十字說到
[00:22:06.000 --> 00:22:10.000]  「直著他使萬有與自己和好」
[00:22:10.000 --> 00:22:12.000]  無論是天上的還是地上的
[00:22:12.000 --> 00:22:15.000]  都直著他在十字架上流出的血
[00:22:15.000 --> 00:22:17.000]  成就了和平
[00:22:17.000 --> 00:22:21.000]  直著基督在十字架上流出的血
[00:22:21.000 --> 00:22:23.000]  原文的文法也強調了
[00:22:23.000 --> 00:22:27.000]  目的就是要成就和平
[00:22:27.000 --> 00:22:30.000]  這使從前與神隔絕
[00:22:30.000 --> 00:22:33.000]  在思想上與神為敵
[00:22:33.000 --> 00:22:34.000]  行為邪惡
[00:22:34.000 --> 00:22:40.000]  現在神就直著他愛子的肉身的死
[00:22:40.000 --> 00:22:44.000]  使他們與神自己和好
[00:22:44.000 --> 00:22:46.000]  從保羅其他的書信裡
[00:22:46.000 --> 00:22:48.000]  包括哥倫多後書
[00:22:48.000 --> 00:22:50.000]  我們可以看到十字架上
[00:22:50.000 --> 00:22:55.000]  神擔負了他與人之間的障礙
[00:22:55.000 --> 00:22:57.000]  就是罪
[00:22:57.000 --> 00:22:58.000]  罪使人死
[00:22:58.000 --> 00:23:03.000]  但耶穌的死卻勝過了一切罪惡的權勢
[00:23:03.000 --> 00:23:08.000]  但是神與人之間和好的過程
[00:23:08.000 --> 00:23:11.000]  並不是一個自動化的過程
[00:23:11.000 --> 00:23:17.000]  保羅知道人都可以拒絕救恩
[00:23:17.000 --> 00:23:19.000]  所以在最後審判的時間
[00:23:19.000 --> 00:23:21.000]  那些拒絕神救恩的人
[00:23:21.000 --> 00:23:25.000]  也會遭到神的拒絕
[00:23:25.000 --> 00:23:27.000]  而和好
[00:23:27.000 --> 00:23:30.000]  即是彼此關係的建立
[00:23:30.000 --> 00:23:34.000]  無法在人際關係的世界裡自動發生
[00:23:34.000 --> 00:23:36.000]  不是自動發生的
[00:23:36.000 --> 00:23:38.000]  如果用一個神學的字眼來講
[00:23:38.000 --> 00:23:42.000]  和好只是當人在基督裡
[00:23:42.000 --> 00:23:45.000]  當人在基督裡的時候
[00:23:45.000 --> 00:23:47.000]  才會發生
[00:23:47.000 --> 00:23:53.000]  耶穌基督是最重要的關鍵
[00:23:53.000 --> 00:23:55.000]  我上一次講到的時候
