
[00:00:00.000 --> 00:00:01.360]  如果是嚴重的
[00:01:29.440 --> 00:01:34.120]  剛才大家所讀的九章三十到三十三節
[00:01:34.120 --> 00:01:36.920]  本來指出一個很大的諷刺
[00:01:36.920 --> 00:01:40.040]  就是本來不追求義的外邦人
[00:01:40.040 --> 00:01:43.880]  最終反而借著信心而得到神的義
[00:01:43.880 --> 00:01:45.760]  就是這份救恩
[00:01:45.760 --> 00:01:48.360]  相反以色列是神的選民
[00:01:48.360 --> 00:01:52.040]  他們被形容為很竭力去追求
[00:01:52.040 --> 00:01:53.760]  遵守神的律法
[00:01:53.760 --> 00:01:55.640]  卻是得不到的
[00:01:55.640 --> 00:01:57.320]  為什麼會這樣呢?
[00:01:57.320 --> 00:01:58.960]  本來指出的原因是
[00:01:58.960 --> 00:02:03.000]  以色列人不是憑著信心
[00:02:03.000 --> 00:02:06.040]  而是憑著自己的行為
[00:02:06.040 --> 00:02:07.400]  靠自己的努力
[00:02:07.400 --> 00:02:09.920]  所以波羅引用《以赤雅書》
[00:02:09.920 --> 00:02:13.440]  講到原來基督走那塊盤石
[00:02:13.440 --> 00:02:16.200]  以色列人沒有用信心去接受
[00:02:16.200 --> 00:02:20.440]  而這塊盤石卻變成了他們的半腳石
[00:02:20.440 --> 00:02:25.240]  對於一群人用信心在當中去接受的話
[00:02:25.240 --> 00:02:26.640]  在經文中告訴我們
[00:02:26.640 --> 00:02:29.760]  我們就不蒙羞愧了
[00:02:29.760 --> 00:02:33.800]  究竟以色列人為什麼會拒絕耶穌呢?
[00:02:33.800 --> 00:02:36.360]  不接受這個白白的恩典
[00:02:36.360 --> 00:02:38.560]  反而去追求律法的義
[00:02:38.560 --> 00:02:40.920]  為什麼追求律法的義
[00:02:40.920 --> 00:02:43.840]  也不能夠得到這份救恩呢?
[00:02:43.840 --> 00:02:45.720]  第一方面我們看見
[00:02:45.720 --> 00:02:47.520]  不可以搞錯的就是
[00:02:47.520 --> 00:02:51.320]  我們信靠耶穌是我們唯一的拯救
[00:02:51.320 --> 00:02:55.440]  我們一起讀羅馬書十章一到四節
[00:02:55.440 --> 00:02:56.280]  弟兄們
[00:02:56.280 --> 00:02:58.200]  我心裡所渴望的
[00:02:58.200 --> 00:03:00.720]  和向神所求的
[00:03:00.720 --> 00:03:03.160]  於是要向以色列人得救
[00:03:03.160 --> 00:03:05.040]  我為他們作證
[00:03:05.040 --> 00:03:07.440]  他們對神有熱心
[00:03:07.440 --> 00:03:09.840]  但不是按著真知識
[00:03:09.840 --> 00:03:12.080]  因為不明白神的義
[00:03:12.080 --> 00:03:14.240]  想要立自己的義
[00:03:14.240 --> 00:03:16.800]  他們就不服神的意料
[00:03:16.800 --> 00:03:19.560]  律法的總結就是基督
[00:03:19.560 --> 00:03:23.720]  使所有信祂的人都得著義
[00:03:23.720 --> 00:03:26.640]  這文一開始保羅當中很表白
[00:03:26.640 --> 00:03:28.400]  他自己真的很關心
[00:03:28.400 --> 00:03:30.840]  很愛惜自己的同胞
[00:03:30.840 --> 00:03:33.240]  雖然以色列人多次在當中
[00:03:33.240 --> 00:03:34.840]  去逼迫保羅
[00:03:34.840 --> 00:03:36.840]  但保羅仍然常常為著
[00:03:36.840 --> 00:03:38.600]  自己的同胞得救
[00:03:38.600 --> 00:03:40.400]  在當中去禱告
[00:03:40.400 --> 00:03:43.200]  因為保羅也是一個過來人
[00:03:43.200 --> 00:03:46.120]  他很明白自己同胞的想法
[00:03:46.120 --> 00:03:49.880]  因為以色列人看基督教為異端
[00:03:49.880 --> 00:03:52.880]  威脅甚至想阻止保羅
[00:03:52.880 --> 00:03:55.800]  在以色列人中間傳播信仰
[00:03:55.800 --> 00:03:57.400]  但保羅很明白
[00:03:57.400 --> 00:04:00.160]  以色列人不認識福音的時候
[00:04:00.160 --> 00:04:02.720]  就不能在當中得救
[00:04:02.720 --> 00:04:05.920]  保羅說到以色列人有幾方面的問題
[00:04:05.920 --> 00:04:07.800]  第一是有熱心
[00:04:07.800 --> 00:04:11.080]  但不是按著真知識
[00:04:11.080 --> 00:04:14.120]  第二是不明白神的義
[00:04:14.120 --> 00:04:16.120]  想建立自己的義
[00:04:16.120 --> 00:04:18.680]  第三方面他們要律法
[00:04:18.680 --> 00:04:21.400]  不要基督
[00:04:21.400 --> 00:04:23.480]  不是按著神的知識
[00:04:23.480 --> 00:04:24.680]  是什麼意思呢?
[00:04:24.680 --> 00:04:26.360]  在這本詩的翻譯是
[00:04:26.360 --> 00:04:28.120]  "not in line with the truth"
[00:04:28.120 --> 00:04:31.720]  因此以色列人是不按著真知識
[00:04:31.720 --> 00:04:34.040]  這裡的知識並不是說
[00:04:34.040 --> 00:04:36.360]  一般的學問的知識
[00:04:36.360 --> 00:04:39.960]  而是說他們沒有按照聖經的真理
[00:04:39.960 --> 00:04:41.800]  在當中去認識神
[00:04:41.800 --> 00:04:44.000]  所以當以色列人只有熱心
[00:04:44.000 --> 00:04:46.440]  而缺乏真理的時候
[00:04:46.440 --> 00:04:48.560]  很容易會偏差
[00:04:48.560 --> 00:04:51.360]  看事物變得盲目堅持
[00:04:51.360 --> 00:04:52.840]  這份盲目的熱心
[00:04:52.840 --> 00:04:56.760]  只會引導他們走向死亡之路
[00:04:56.760 --> 00:04:59.680]  正如保羅在未遇見耶穌之前
[00:04:59.680 --> 00:05:03.000]  他同樣為神大發熱心
[00:05:03.000 --> 00:05:05.240]  在《肥勒給書》三章六節
[00:05:05.240 --> 00:05:07.560]  他形容自己
[00:05:07.560 --> 00:05:10.240]  "就熱心說,我是逼不教會的
[00:05:10.240 --> 00:05:14.240]  就律法上的易說,我是無可指責的"
[00:05:14.240 --> 00:05:15.400]  在保羅看來
[00:05:15.400 --> 00:05:16.960]  原來"逼不教會"
[00:05:16.960 --> 00:05:20.120]  是對神的熱心來的表現
[00:05:20.120 --> 00:05:24.000]  在《耿耐太書》一章十三到十四節里
[00:05:24.000 --> 00:05:25.400]  同樣有這樣說
[00:05:25.400 --> 00:05:30.000]  "你們聽見我從前在猶太教中所行的事
[00:05:30.000 --> 00:05:33.960]  怎麼樣是極力逼不殘害神的教會
[00:05:33.960 --> 00:05:36.160]  我在猶太教中
[00:05:36.160 --> 00:05:39.560]  比我本國許多同歲的人
[00:05:39.560 --> 00:05:41.680]  更有長進
[00:05:41.680 --> 00:05:45.480]  為我的祖宗的遺傳更加熱心"
[00:05:45.480 --> 00:05:49.480]  所以保羅描寫自己在猶太教生活的時候
[00:05:49.480 --> 00:05:52.600]  是極力地要逼不教會
[00:05:52.600 --> 00:05:54.240]  比起其他的同輩
[00:05:54.240 --> 00:05:57.440]  更加對律法那份熱心
[00:05:57.440 --> 00:05:58.720]  由此可見
[00:05:58.720 --> 00:06:01.240]  我們看見信主前的保羅
[00:06:01.240 --> 00:06:03.280]  和一群猶太人
[00:06:03.280 --> 00:06:04.920]  他們是那麼熱心
[00:06:04.920 --> 00:06:06.720]  完全都是因為
[00:06:06.720 --> 00:06:08.520]  他們崇尚律法
[00:06:08.520 --> 00:06:09.640]  遵守律法
[00:06:09.640 --> 00:06:12.600]  希望能夠達到"義"的方式
[00:06:12.600 --> 00:06:14.200]  無可指責
[00:06:14.200 --> 00:06:17.520]  以為這樣可以在當中取悅神
[00:06:17.520 --> 00:06:19.640]  以為這樣可以得救
[00:06:19.640 --> 00:06:21.920]  他們就大錯特錯
[00:06:21.920 --> 00:06:26.320]  為什麼以色列人不按真理的知識呢?
[00:06:26.320 --> 00:06:28.440]  答案在第三節
[00:06:28.440 --> 00:06:31.800]  因為他們不明白神的"義"
[00:06:31.800 --> 00:06:34.400]  想立自己的"義"
[00:06:34.400 --> 00:06:36.640]  不明白這個原文的意思
[00:06:36.640 --> 00:06:38.640]  可以解作不明白之外
[00:06:38.640 --> 00:06:41.800]  也可以翻譯為"不理會"
[00:06:41.800 --> 00:06:42.720]  即是說
[00:06:42.720 --> 00:06:47.000]  以色列人不理會神借著耶穌基督請求的作為
[00:06:47.000 --> 00:06:49.320]  去成就這份救恩
[00:06:49.320 --> 00:06:52.800]  反而是要堅持自己的"義"
[00:06:52.800 --> 00:06:55.600]  就是靠著行為去守律法
[00:06:55.600 --> 00:06:59.280]  而能夠在神面前獲得這份"義"
[00:06:59.280 --> 00:07:02.840]  因為這樣做才是最正確
[00:07:02.840 --> 00:07:06.080]  所以以色列人很熱心去守住
[00:07:06.080 --> 00:07:10.040]  和遵行神賜給他們祖先的律法
[00:07:10.040 --> 00:07:11.280]  就是因為這樣
[00:07:11.280 --> 00:07:15.800]  神的"義"本來已經向他們顯明出來了
[00:07:15.800 --> 00:07:19.600]  但是以色列人盲目地按著自己的意思
[00:07:19.600 --> 00:07:23.520]  繼續去追求遵守律法所得的"義"
[00:07:23.520 --> 00:07:27.360]  不理會神在當中的啓示真理
[00:07:27.360 --> 00:07:28.560]  正如今天
[00:07:28.560 --> 00:07:33.080]  以色列人讀到以塞爾書53章的時候
[00:07:33.080 --> 00:07:36.080]  拉比刻意不讀這一章
[00:07:36.080 --> 00:07:40.360]  導致以塞爾書53章在以色列人群體中
[00:07:40.360 --> 00:07:44.080]  成為一章禁書
[00:07:44.080 --> 00:07:48.160]  因為這一章正是記載尼賽亞語言
[00:07:48.160 --> 00:07:50.080]  他們最清楚的一章
[00:07:50.080 --> 00:07:53.320]  內容提到尼賽亞按著神的旨意
[00:07:53.320 --> 00:07:55.160]  以一個受苦的僕人
[00:07:55.160 --> 00:07:58.400]  和屬罪羊羔的身份來到世界
[00:07:58.400 --> 00:08:02.520]  為了以色列人和全人類的罪受死
[00:08:02.520 --> 00:08:04.960]  完成這份寶貴的救恩
[00:08:04.960 --> 00:08:09.560]  以致信靠的人在當中得著神的"義"
[00:08:09.560 --> 00:08:14.240]  神的"義"是要用信心才能夠得到
[00:08:14.240 --> 00:08:16.080]  以色列人想追求的
[00:08:16.080 --> 00:08:20.640]  是靠著自己的行為追求的"義"
[00:08:20.640 --> 00:08:22.680]  不理會神的"義"
[00:08:22.680 --> 00:08:25.080]  所以他們不理會神的時候
[00:08:25.080 --> 00:08:27.320]  就因為他們不相信神
[00:08:27.320 --> 00:08:30.600]  以致人去追求自己的"義"的結果
[00:08:30.600 --> 00:08:34.440]  就令到他們不順服神的"義"
[00:08:34.440 --> 00:08:36.440]  保羅爾要向以色列人解釋
[00:08:36.440 --> 00:08:39.960]  為什麼你們要順服神的"義"
[00:08:39.960 --> 00:08:42.680]  順服神的一個原因很重要
[00:08:42.680 --> 00:08:44.160]  就在第四節
[00:08:44.160 --> 00:08:45.000]  這裡說
[00:08:45.000 --> 00:08:47.720]  律法的總結就是基督
[00:08:47.720 --> 00:08:52.000]  使得所有相信祂的人都得到"義"
[00:08:52.000 --> 00:08:53.720]  總結是什麼意思呢?
[00:08:53.720 --> 00:08:55.520]  意思是有目的
[00:08:55.520 --> 00:08:57.440]  有終止的意思
[00:08:57.440 --> 00:09:00.880]  如果基督終止了律法的話
[00:09:00.880 --> 00:09:04.200]  熱心律法的以色列人
[00:09:04.200 --> 00:09:07.200]  無法接受這個情況
[00:09:07.200 --> 00:09:12.680]  如果基督是完成了律法的目的的時候
[00:09:12.680 --> 00:09:14.560]  這群熱心的以色列人
[00:09:14.560 --> 00:09:16.360]  也都需要去承認
[00:09:16.360 --> 00:09:19.920]  神執著基督成就的一切
[00:09:19.920 --> 00:09:22.720]  所以無論總結是說到目的
[00:09:22.720 --> 00:09:25.160]  又或者是說到終止的時候
[00:09:25.160 --> 00:09:27.440]  熱心的律法的以色列人
[00:09:27.440 --> 00:09:30.560]  應該都不能夠在當中去接受
[00:09:30.560 --> 00:09:32.200]  因為他們認為
[00:09:32.200 --> 00:09:37.200]  救恩只是局限於在以色列人自己身上
[00:09:37.200 --> 00:09:41.360]  唯有是遵守律法的人才能夠得救
[00:09:41.360 --> 00:09:44.720]  卻不承認神執著基督所成就一切
[00:09:44.720 --> 00:09:48.120]  是要賜給所有相信的人
[00:09:48.120 --> 00:09:52.240]  因為他們不理解律法在舊約裡面
[00:09:52.240 --> 00:09:54.080]  是神賜給以色列人
[00:09:54.080 --> 00:09:57.200]  滿足一國的指導和規範
[00:09:57.200 --> 00:10:00.400]  卻不能夠使他們完全的清意
[00:10:00.400 --> 00:10:04.240]  也都不能夠使他們得著這份救恩
[00:10:04.240 --> 00:10:07.080]  人也都無法通過自己的努力
[00:10:07.080 --> 00:10:09.160]  或者是遵守神的律法
[00:10:09.160 --> 00:10:11.080]  以達到神的要求
[00:10:11.080 --> 00:10:13.560]  因為我們每個人都犯了罪
[00:10:13.560 --> 00:10:14.880]  無法自救
[00:10:14.880 --> 00:10:17.800]  因此基督是律法的終結
[00:10:17.800 --> 00:10:20.400]  目的不是要廢除律法
[00:10:20.400 --> 00:10:24.960]  而是要讓信主的人能夠在當中去清意
[00:10:24.960 --> 00:10:28.480]  在《加拉太書》三章十一節裡面這樣說
[00:10:28.480 --> 00:10:33.600]  「沒有一個人能夠靠律法在神面前清意
[00:10:33.600 --> 00:10:35.200]  這是明顯的
[00:10:35.200 --> 00:10:37.120]  因為經上說
[00:10:37.120 --> 00:10:39.720]  二人要必因信得新
[00:10:39.720 --> 00:10:43.520]  因為基督承傳了律法所達到的目的
[00:10:43.520 --> 00:10:46.560]  使我們能夠通過信心
[00:10:46.560 --> 00:10:48.040]  獲得救恩
[00:10:48.040 --> 00:10:51.040]  並且能夠與神建立一份關係
[00:10:51.040 --> 00:10:53.080]  所以得救唯一的途徑
[00:10:53.080 --> 00:10:54.960]  就是信靠耶穌
[00:10:54.960 --> 00:10:59.320]  正如在《仕途行傳》四章十二節裡面這樣說
[00:10:59.320 --> 00:11:02.120]  「除他以外別無請救
[00:11:02.120 --> 00:11:04.120]  因為在天下人間
[00:11:04.120 --> 00:11:05.960]  沒有此下別的命
[00:11:05.960 --> 00:11:08.920]  我們可以靠著得救」
[00:11:08.920 --> 00:11:13.480]  今天在世界上仍然有很多很多的民族
[00:11:13.480 --> 00:11:15.440]  好像以色列人一樣
[00:11:15.440 --> 00:11:18.640]  他們以為可以靠著自己的努力
[00:11:18.640 --> 00:11:21.680]  靠著自己去行一些功德
[00:11:21.680 --> 00:11:23.400]  甚至一些方法
[00:11:23.400 --> 00:11:25.680]  希望能夠去贊取
[00:11:25.680 --> 00:11:27.880]  當他離開了世界之後
[00:11:27.880 --> 00:11:30.680]  去到另一個樂園的入場券
[00:11:30.680 --> 00:11:34.640]  就以四十支槍為例
[00:11:34.640 --> 00:11:41.040]  這個範圍涵蓋了北非、中東和亞洲很多地區
[00:11:41.040 --> 00:11:43.120]  這個範圍的人口
[00:11:43.120 --> 00:11:47.200]  大多數都是穆斯林、印度教徒和佛教徒
[00:11:47.200 --> 00:11:49.680]  超過三十一億的人
[00:11:49.680 --> 00:11:52.080]  還沒有在當中去信耶穌
[00:11:52.080 --> 00:11:54.680]  他們對人死後去哪裡
[00:11:54.680 --> 00:11:57.520]  如何去都有不同的看法
[00:11:57.520 --> 00:12:02.760]  但是這三大宗教都有一個共同的特點就是
[00:12:02.760 --> 00:12:05.440]  他們都是要靠著自己的努力
[00:12:05.440 --> 00:12:07.160]  去做一些好事
[00:12:07.160 --> 00:12:08.600]  去做一些修行
[00:12:08.600 --> 00:12:12.240]  甚至去守一些規矩
[00:12:12.240 --> 00:12:15.200]  希望能夠達到那份功德
[00:12:15.200 --> 00:12:19.360]  以至能夠得到這份救恩
[00:12:19.360 --> 00:12:22.240]  但他們知道沒有人能夠有把握
[00:12:22.240 --> 00:12:24.880]  可以靠著自己去做一些事
[00:12:24.880 --> 00:12:27.120]  去達到這個目的
[00:12:27.120 --> 00:12:29.280]  所以令我想起
[00:12:29.280 --> 00:12:31.320]  《針言》有一句話
[00:12:31.320 --> 00:12:34.440]  「有一條路人以為證
[00:12:34.440 --> 00:12:37.160]  始終成為死亡之路」
[00:12:37.160 --> 00:12:40.080]  究竟有沒有人願意告訴這群人知道
[00:12:40.080 --> 00:12:43.680]  這條是一條死亡之路呢?
[00:12:43.680 --> 00:12:45.960]  每天我回教會的時候
[00:12:45.960 --> 00:12:48.880]  我由地鐵站出來之後
[00:12:48.880 --> 00:12:54.760]  我會走過長沙灣的巴士總站
[00:12:54.760 --> 00:12:56.880]  然後要過兩條馬路
[00:12:56.880 --> 00:13:00.400]  才能夠回到永明的辦公室
[00:13:00.400 --> 00:13:04.920]  你知道大南西街有很多車出入
[00:13:04.920 --> 00:13:07.880]  每次過馬路都會特別小心
[00:13:07.880 --> 00:13:12.560]  特別是車由荔枝角度轉入大南西街的時候
[00:13:12.560 --> 00:13:13.720]  特別快
[00:13:13.720 --> 00:13:17.760]  就好像跑車在葡京灣轉入直路一樣
[00:13:17.760 --> 00:13:19.920]  直衝過去
[00:13:19.920 --> 00:13:23.720]  有一天我準備過大南西街的時候
[00:13:23.720 --> 00:13:26.320]  遠遠看見沒有什麼車
[00:13:26.320 --> 00:13:28.120]  我打算走出去
[00:13:28.120 --> 00:13:30.440]  踏出走過馬路
[00:13:30.440 --> 00:13:31.680]  突然之間
[00:13:31.680 --> 00:13:33.080]  聽到有人大聲叫
[00:13:33.080 --> 00:13:34.920]  「有車啦!」
[00:13:34.920 --> 00:13:38.520]  我立即停下來不敢過
[00:13:38.520 --> 00:13:40.880]  我想想哪裡有車呢?
[00:13:40.880 --> 00:13:44.240]  原來是師妹在後面叫我
[00:13:44.240 --> 00:13:46.480]  她擔心我有危險
[00:13:46.480 --> 00:13:49.080]  所以有時想起親愛的姐妹
[00:13:49.080 --> 00:13:51.480]  當人遇到有危險的時候
[00:13:51.480 --> 00:13:54.440]  我們都會大聲叫
[00:13:54.440 --> 00:13:57.000]  告訴別人有危險
[00:13:57.000 --> 00:13:59.160]  或者有人需要的時候
[00:13:59.160 --> 00:14:01.280]  我們會伸出援手
[00:14:01.280 --> 00:14:04.240]  因為是生命有關的時候
[00:14:04.240 --> 00:14:06.720]  遲一秒可能沒有這個機會
[00:14:06.720 --> 00:14:10.520]  但何況這三十億、一億的人
[00:14:10.520 --> 00:14:13.720]  他們已經步向死亡之路的時候
[00:14:13.720 --> 00:14:16.800]  我們怎樣可以袖手旁觀
[00:14:16.800 --> 00:14:18.480]  不理會他們呢?
[00:14:18.480 --> 00:14:19.760]  會不會我們也想
[00:14:19.760 --> 00:14:22.720]  可以救一個就救一個呢?
[00:14:22.720 --> 00:14:23.760]  第二方面
[00:14:23.760 --> 00:14:25.160]  我們要思考的就是
[00:14:25.160 --> 00:14:26.320]  不要搞錯
[00:14:26.320 --> 00:14:30.360]  因為我們需要去正確認識福音的內容
[00:14:30.360 --> 00:14:35.360]  我們一起讀第十章的五到十三節
[00:14:35.360 --> 00:14:36.600]  我們一起讀
[00:14:36.600 --> 00:14:38.920]  「論道出於律法的義
[00:14:38.920 --> 00:14:40.440]  摩西寫著
[00:14:40.440 --> 00:14:44.440]  行者些事的人就必因此得身
[00:14:44.440 --> 00:14:45.920]  但出於信的義
[00:14:45.920 --> 00:14:47.440]  卻如此說
[00:14:47.440 --> 00:14:49.360]  你不要心裡說
[00:14:49.360 --> 00:14:52.000]  誰要升到天上去呢
[00:14:52.000 --> 00:14:55.120]  就是說把基督領下來
[00:14:55.120 --> 00:14:58.240]  或者誰要下到陰間去呢
[00:14:58.240 --> 00:15:02.560]  就是說把基督從死人中領出來
[00:15:02.560 --> 00:15:04.760]  他到底怎麼說呢
[00:15:04.760 --> 00:15:07.440]  這話語就離你近
[00:15:07.440 --> 00:15:09.440]  就在你口中
[00:15:09.440 --> 00:15:11.040]  在你心裡
[00:15:11.040 --> 00:15:15.600]  就是說我們全羊所信的話語
[00:15:15.600 --> 00:15:19.160]  你若口裡認耶穌為主
[00:15:19.160 --> 00:15:20.520]  心裡信神
[00:15:20.520 --> 00:15:22.920]  叫他從死人中復活
[00:15:22.920 --> 00:15:24.440]  就必得救
[00:15:24.440 --> 00:15:26.440]  因為人心裡信
[00:15:26.440 --> 00:15:28.120]  就可以輕易
[00:15:28.120 --> 00:15:31.200]  口裡宣認就可以得救
[00:15:31.200 --> 00:15:32.400]  經上說
[00:15:32.400 --> 00:15:34.160]  凡信靠他的人
[00:15:34.160 --> 00:15:35.840]  必不蒙羞
[00:15:35.840 --> 00:15:37.760]  猶太人和希臘人
[00:15:37.760 --> 00:15:39.360]  並沒有分別
[00:15:39.360 --> 00:15:42.840]  因為人人都同一位主
[00:15:42.840 --> 00:15:44.480]  他也口待
[00:15:44.480 --> 00:15:47.040]  求告他的每一個人
[00:15:47.040 --> 00:15:49.640]  因為凡求告主名的
[00:15:49.640 --> 00:15:51.720]  就必得救」
[00:15:51.720 --> 00:15:53.480]  為什麼猶太人不願意
[00:15:53.480 --> 00:15:54.960]  在當中去承認
[00:15:54.960 --> 00:15:58.040]  神承繼基督成就一切呢?
[00:15:58.040 --> 00:16:01.480]  而認為自己是正確的呢?
[00:16:01.480 --> 00:16:03.960]  保羅在第五到第六節
[00:16:03.960 --> 00:16:06.560]  引用了舊約經文
[00:16:06.560 --> 00:16:08.960]  解釋了律法的義
[00:16:08.960 --> 00:16:10.800]  和信心的義
[00:16:10.800 --> 00:16:12.440]  有什麼不同呢?
[00:16:12.440 --> 00:16:13.960]  因為猶太人認為
[00:16:13.960 --> 00:16:16.640]  《尼米基十八章五節》
[00:16:16.640 --> 00:16:18.560]  摩西的教導
[00:16:18.560 --> 00:16:19.960]  是告訴他們知道
[00:16:19.960 --> 00:16:22.200]  以色人可以靠行為
[00:16:22.200 --> 00:16:24.000]  在當中去得救
[00:16:24.000 --> 00:16:26.320]  我們一起看看是不是
[00:16:26.320 --> 00:16:28.000]  第五節的時候
[00:16:28.000 --> 00:16:29.000]  這裡說到
[00:16:29.000 --> 00:16:31.120]  「論道出於律法的義
[00:16:31.120 --> 00:16:32.480]  摩西寫著
[00:16:32.480 --> 00:16:37.160]  行者是的人就必因此得生」
[00:16:37.160 --> 00:16:38.760]  新漢語的翻譯是
[00:16:38.760 --> 00:16:40.320]  「遵行者是的人
[00:16:40.320 --> 00:16:42.560]  必因此而活」
[00:16:42.560 --> 00:16:45.600]  原文「活」的意思是說「live」
[00:16:45.600 --> 00:16:47.280]  是說我們「生活」
[00:16:47.280 --> 00:16:48.640]  這個經文的背景是
[00:16:48.640 --> 00:16:52.880]  以色人準備進入迦南地之前
[00:16:52.880 --> 00:16:55.480]  神要求以色人在當中
[00:16:55.480 --> 00:16:58.000]  去遵守神給他的律法
[00:16:58.000 --> 00:17:00.360]  否則就不能夠逗留
[00:17:00.360 --> 00:17:03.760]  在應許之地裡居住
[00:17:03.760 --> 00:17:06.160]  所以保羅指出摩西的教導
[00:17:06.160 --> 00:17:08.160]  並不是告訴他們知道
[00:17:08.160 --> 00:17:10.640]  人可以靠行為
[00:17:10.640 --> 00:17:13.040]  行律法而得到永生
[00:17:13.040 --> 00:17:15.120]  只是告訴以色人知道
[00:17:15.120 --> 00:17:17.680]  他們和神有個文約
[00:17:17.680 --> 00:17:21.440]  他們需要按著律法在當中去生活
[00:17:21.440 --> 00:17:24.480]  所以保羅引用《生命紀》30章
[00:17:24.480 --> 00:17:26.680]  12到14節的經文
[00:17:26.680 --> 00:17:30.960]  去解釋信心的意是說什麼呢?
[00:17:30.960 --> 00:17:32.240]  保羅告訴我們
[00:17:32.240 --> 00:17:35.360]  我們不需要去天上找耶穌
[00:17:35.360 --> 00:17:38.600]  或者不用去陰間裡面找耶穌
[00:17:38.600 --> 00:17:41.960]  因為耶穌已經在我們中間
[00:17:41.960 --> 00:17:43.440]  經文告訴我們
[00:17:43.440 --> 00:17:46.080]  「這話語離你不遠
[00:17:46.080 --> 00:17:47.800]  就在你的口中
[00:17:47.800 --> 00:17:48.840]  在你心裡
[00:17:49.480 --> 00:17:52.280]  我們所傳揚的信的話語」
[00:17:52.280 --> 00:17:56.320]  所以保羅說得救的方法已經在這裡
[00:17:56.320 --> 00:17:57.400]  更加重要的是
[00:17:57.400 --> 00:18:00.160]  耶穌已經在我們中間
[00:18:00.160 --> 00:18:02.480]  怎樣可以去信耶穌呢?
[00:18:02.480 --> 00:18:05.080]  保羅在第9到13節的經文
[00:18:05.080 --> 00:18:07.200]  大家很熟悉的經文里
[00:18:07.200 --> 00:18:10.440]  講清楚怎樣去信耶穌
[00:18:10.440 --> 00:18:14.280]  就是你「若口裡承認耶穌為主
[00:18:14.280 --> 00:18:15.560]  心裡信神
[00:18:15.560 --> 00:18:17.680]  叫祂從死人中復活
[00:18:17.680 --> 00:18:19.520]  就必得救
[00:18:19.520 --> 00:18:23.240]  因為人心裡信就可以輕易
[00:18:23.240 --> 00:18:27.560]  口裡宣認就可以得救」
[00:18:27.560 --> 00:18:28.920]  這裡講得很清楚
[00:18:28.920 --> 00:18:30.680]  信耶穌第一步
[00:18:30.680 --> 00:18:34.160]  我們需要的是內心的信靠
[00:18:34.160 --> 00:18:37.360]  第二步就是公開的承認
[00:18:37.360 --> 00:18:39.440]  我們知道當時的人信主
[00:18:39.440 --> 00:18:42.320]  和今天的人信主是很不同的
[00:18:42.320 --> 00:18:45.520]  今天我們走到街上宣稱
[00:18:45.520 --> 00:18:47.640]  「耶穌是主!耶穌是主!」
[00:18:47.640 --> 00:18:49.640]  沒有人會抓你
[00:18:49.640 --> 00:18:50.960]  有沒有人試過抓你?
[00:18:50.960 --> 00:18:52.720]  「耶穌是主!耶穌是主!」有人抓你嗎?
[00:18:52.720 --> 00:18:53.480]  沒有吧?
[00:18:53.480 --> 00:18:53.960]  沒有的
[00:18:53.960 --> 00:18:57.000]  你可以很自由地在當中傳福音
