
[00:00:00.000 --> 00:00:05.000]  今天我想和大家分享的題目是
[00:09:43.000 --> 00:09:45.000]  請聽我讀
[00:09:45.000 --> 00:09:49.000]  如果你跟我去
[00:09:49.000 --> 00:09:51.000]  我就去
[00:09:51.000 --> 00:09:53.000]  如果你不跟我去
[00:09:53.000 --> 00:09:56.000]  我就不去了
[00:09:56.000 --> 00:09:58.000]  你有沒有想過
[00:09:58.000 --> 00:10:00.000]  一個堂堂的大將軍
[00:10:00.000 --> 00:10:03.000]  會這樣回答底波拉呢
[00:10:03.000 --> 00:10:05.000]  在戰場上
[00:10:05.000 --> 00:10:06.000]  很明顯
[00:10:06.000 --> 00:10:10.000]  當然應該是男性帶領軍隊去打仗
[00:10:10.000 --> 00:10:13.000]  是很合理的
[00:10:13.000 --> 00:10:17.000]  但是巴拉這位大將軍的回答竟然是
[00:10:17.000 --> 00:10:21.000]  如果底波拉你跟我去我就去
[00:10:21.000 --> 00:10:22.000]  如果你不跟我去
[00:10:22.000 --> 00:10:24.000]  我就不去了
[00:10:24.000 --> 00:10:27.000]  又是先知又是西西的底波拉
[00:10:27.000 --> 00:10:30.000]  聽到巴拉這樣回答
[00:10:30.000 --> 00:10:35.000]  底波拉怎樣回答呢
[00:10:35.000 --> 00:10:36.000]  好
[00:10:36.000 --> 00:10:38.000]  我跟你去
[00:10:38.000 --> 00:10:40.000]  但是你打勝這場仗
[00:10:40.000 --> 00:10:42.000]  你就沒有任何的功績
[00:10:42.000 --> 00:10:46.000]  因為耶和華要將西西拉
[00:10:46.000 --> 00:10:49.000]  交在一個女人的手
[00:10:49.000 --> 00:10:51.000]  當我看到這個時候
[00:10:51.000 --> 00:10:52.000]  有時候都有點混亂
[00:10:52.000 --> 00:10:53.000]  要記住
[00:10:53.000 --> 00:10:55.000]  每次有個拉字
[00:10:55.000 --> 00:10:57.000]  都不一定是女人
[00:10:57.000 --> 00:10:58.000]  有巴拉 西西拉
[00:10:58.000 --> 00:11:00.000]  但這兩個都是男人
[00:11:00.000 --> 00:11:01.000]  請大家記住
[00:11:01.000 --> 00:11:02.000]  我想大家記住這個名字
[00:11:02.000 --> 00:11:06.000]  有底波拉 有巴拉 有西西拉
[00:11:06.000 --> 00:11:09.000]  底波拉和巴拉是這邊
[00:11:09.000 --> 00:11:10.000]  以色列人
[00:11:10.000 --> 00:11:13.000]  西西拉是右邊
[00:11:13.000 --> 00:11:16.000]  加南人 敵人
[00:11:16.000 --> 00:11:19.000]  這兩位將軍都是來頭不小
[00:11:19.000 --> 00:11:21.000]  在當時的史詩時代
[00:11:21.000 --> 00:11:23.000]  都是一些很出名的
[00:11:23.000 --> 00:11:26.000]  善於打仗的將軍
[00:11:26.000 --> 00:11:28.000]  底波拉的回答都很有趣
[00:11:28.000 --> 00:11:30.000]  好啊
[00:11:30.000 --> 00:11:32.000]  他沒有求她 質問她
[00:11:32.000 --> 00:11:34.000]  他只說好 我跟你去
[00:11:34.000 --> 00:11:36.000]  但是你打勝這場仗
[00:11:36.000 --> 00:11:38.000]  功績是不會歸你的
[00:11:38.000 --> 00:11:41.000]  因為耶和華要將西西拉
[00:11:41.000 --> 00:11:44.000]  這個敵人 加南人的將軍
[00:11:44.000 --> 00:11:47.000]  交在一個女人的手
[00:11:47.000 --> 00:11:48.000]  不知道你會不會想
[00:11:48.000 --> 00:11:52.000]  這個女人會不會是底波拉呢
[00:11:52.000 --> 00:11:54.000]  如果你覺得會是
[00:11:54.000 --> 00:11:56.000]  請舉手
[00:11:56.000 --> 00:11:59.000]  有 好
[00:11:59.000 --> 00:12:00.000]  我也是這樣想
[00:12:00.000 --> 00:12:04.000]  但原來這個女人不是底波拉
[00:12:04.000 --> 00:12:08.000]  是再另一個很特別的人物
[00:12:08.000 --> 00:12:12.000]  我們稍後會揭曉
[00:12:12.000 --> 00:12:16.000]  到底底波拉對於巴拉這位將軍
[00:12:16.000 --> 00:12:18.000]  拒絕上帝給他的任務
[00:12:18.000 --> 00:12:20.000]  其實有些不是很喜歡
[00:12:20.000 --> 00:12:23.000]  他知道上帝猜排巴拉
[00:12:23.000 --> 00:12:25.000]  必定有他的計劃
[00:12:25.000 --> 00:12:30.000]  但巴拉對自己沒有信心
[00:12:30.000 --> 00:12:34.000]  雖然他也要底波拉陪他
[00:12:34.000 --> 00:12:37.000]  結果他也有出戰
[00:12:37.000 --> 00:12:40.000]  那時他在北方
[00:12:40.000 --> 00:12:42.000]  我們要看回先前的地圖
[00:12:42.000 --> 00:12:43.000]  謝謝
[00:12:43.000 --> 00:12:45.000]  在北方上 你會看到
[00:12:45.000 --> 00:12:47.000]  有兩個支派
[00:12:47.000 --> 00:12:51.000]  就是拿忽他利
[00:12:51.000 --> 00:12:53.000]  和西布倫
[00:12:53.000 --> 00:12:55.000]  在基底斯下邊
[00:12:55.000 --> 00:12:58.000]  即是數字三旁邊
[00:12:58.000 --> 00:13:01.000]  你會看到拿忽他利是其中一個支派
[00:13:01.000 --> 00:13:05.000]  還有一個支派在數字五附近
[00:13:05.000 --> 00:13:08.000]  就是西布倫
[00:13:08.000 --> 00:13:11.000]  巴拉也有自己的馬
[00:13:11.000 --> 00:13:12.000]  去打仗
[00:13:12.000 --> 00:13:14.000]  有兩個支派和他友好
[00:13:14.000 --> 00:13:17.000]  因為他在北方居住
[00:13:17.000 --> 00:13:23.000]  他召喚了拿忽他利和西布倫
[00:13:23.000 --> 00:13:26.000]  幫他出去打仗
[00:13:26.000 --> 00:13:31.000]  於是他知道打仗的地點
[00:13:31.000 --> 00:13:33.000]  正如我們先前讀出的經文
[00:13:33.000 --> 00:13:36.000]  在塔柏山
[00:13:36.000 --> 00:13:38.000]  即是三角形那裡
[00:13:38.000 --> 00:13:41.000]  這個山
[00:13:41.000 --> 00:13:42.000]  這裡打仗
[00:13:42.000 --> 00:13:45.000]  而耶和華透過底波拉
[00:13:45.000 --> 00:13:46.000]  告訴巴拉
[00:13:46.000 --> 00:13:48.000]  他會引敵人
[00:13:48.000 --> 00:13:49.000]  西西拉
[00:13:49.000 --> 00:13:50.000]  即是加南人的軍隊
[00:13:50.000 --> 00:13:52.000]  去到基遜河
[00:13:52.000 --> 00:13:54.000]  然後打仗
[00:13:54.000 --> 00:13:58.000]  所以塔柏山是一個什麼樣的山呢
[00:13:58.000 --> 00:14:00.000]  我們也可以有圖片來看看
[00:14:00.000 --> 00:14:03.000]  再下兩張
[00:14:03.000 --> 00:14:07.000]  你看到這個山是一個圓形的平原
[00:14:07.000 --> 00:14:10.000]  和我們香港看到的山有些不同
[00:14:10.000 --> 00:14:12.000]  在一邊
[00:14:12.000 --> 00:14:14.000]  即是北方
[00:14:14.000 --> 00:14:16.000]  他們要上這個山
[00:14:16.000 --> 00:14:20.000]  然後下去迎戰加南人的軍隊
[00:14:20.000 --> 00:14:22.000]  加南人就在基遜河
[00:14:22.000 --> 00:14:25.000]  西面那邊衝上來
[00:14:25.000 --> 00:14:27.000]  其實這個地理
[00:14:27.000 --> 00:14:30.000]  塔柏山對於以色列人來說
[00:14:30.000 --> 00:14:32.000]  是比較有利的
[00:14:32.000 --> 00:14:34.000]  他們可以退後的時候
[00:14:34.000 --> 00:14:35.000]  有一個屏障
[00:14:35.000 --> 00:14:38.000]  讓他們擋住防守自己
[00:14:38.000 --> 00:14:41.000]  我們在這個戰事裡
[00:14:41.000 --> 00:14:43.000]  有兩個地方的名字
[00:14:43.000 --> 00:14:45.000]  一個是塔柏山
[00:14:45.000 --> 00:14:47.000]  還有一條河 基遜河
[00:14:47.000 --> 00:14:49.000]  先從我們讀的經文裡
[00:14:49.000 --> 00:14:51.000]  底波拉說
[00:14:51.000 --> 00:14:54.000]  耶和華要引領
[00:14:54.000 --> 00:14:56.000]  耶賓的統帥西西拉
[00:14:56.000 --> 00:14:58.000]  率領的戰車和軍隊
[00:14:58.000 --> 00:15:00.000]  來到基遜河向你迎戰
[00:15:00.000 --> 00:15:02.000]  耶和華本身是答應他
[00:15:02.000 --> 00:15:05.000]  我必定會交他在你的手中
[00:15:05.000 --> 00:15:07.000]  不過巴拉不肯
[00:15:07.000 --> 00:15:10.000]  他說要底波拉陪他
[00:15:10.000 --> 00:15:12.000]  他才肯去
[00:15:12.000 --> 00:15:14.000]  而底波拉也很爽快答應他去
[00:15:14.000 --> 00:15:17.000]  只不過結局有一點不同
[00:15:17.000 --> 00:15:21.000]  敵人不是交在巴拉的手中
[00:15:21.000 --> 00:15:22.000]  底波拉說
[00:15:22.000 --> 00:15:28.000]  耶和華要將西西拉的將軍
[00:15:28.000 --> 00:15:30.000]  交在一個女人的手上
[00:15:30.000 --> 00:15:32.000]  這個女人是誰呢
[00:15:32.000 --> 00:15:37.000]  我們稍後會再講多一點
[00:15:39.000 --> 00:15:42.000]  面對這場戰事一觸即發
[00:15:42.000 --> 00:15:48.000]  為什麼巴拉不是很有信心
[00:15:48.000 --> 00:15:52.000]  原來在《舍斯記》第四章裡說到
[00:15:52.000 --> 00:15:54.000]  如果看回地圖
[00:15:54.000 --> 00:15:59.000]  其實所涵蓋的土地是很大很廣闊的
[00:15:59.000 --> 00:16:03.000]  那裡可能是橫跨幾十公里
[00:16:03.000 --> 00:16:05.000]  以至巴拉就覺得
[00:16:05.000 --> 00:16:09.000]  這次戰事的任務非常艱巨
[00:16:09.000 --> 00:16:11.000]  加上他也聽聞
[00:16:11.000 --> 00:16:16.000]  耶賓這個人其實也是很殘暴
[00:16:16.000 --> 00:16:18.000]  很暴戾
[00:16:18.000 --> 00:16:20.000]  他也在那二十年
[00:16:20.000 --> 00:16:23.000]  聽聞他的名字在二十年多
[00:16:23.000 --> 00:16:28.000]  他們入迦南居住的時期裡
[00:16:28.000 --> 00:16:33.000]  被耶賓欺壓和虐待
[00:16:33.000 --> 00:16:36.000]  壓制他們很辛苦
[00:16:36.000 --> 00:16:38.000]  所以巴拉在當中
[00:16:38.000 --> 00:16:42.000]  其實也是受到欺壓的以色列民
[00:16:42.000 --> 00:16:46.000]  他也知道耶賓是不好惹的
[00:16:46.000 --> 00:16:49.000]  所以也有一點害怕
[00:16:49.000 --> 00:16:52.000]  因為戰事如此艱巨
[00:16:52.000 --> 00:16:56.000]  而退縮對自己沒有信心
[00:16:56.000 --> 00:17:00.000]  相反底波拉很相信上帝
[00:17:00.000 --> 00:17:03.000]  他鼓勵巴拉要鎮定
[00:17:03.000 --> 00:17:06.000]  倚靠上帝的力量和庇護
[00:17:06.000 --> 00:17:08.000]  底波拉對巴拉說
[00:17:08.000 --> 00:17:12.000]  耶和華以色列的神吩咐你
[00:17:12.000 --> 00:17:16.000]  我們有另一個經文的圖片
[00:17:16.000 --> 00:17:22.000]  耶和華以色列的神吩咐你
[00:17:22.000 --> 00:17:29.000]  再做一張
[00:17:29.000 --> 00:17:34.000]  你要率領一萬拿伐泰利人和西布倫人
[00:17:34.000 --> 00:17:36.000]  上塔帕山去
[00:17:36.000 --> 00:17:45.000]  這個去字在經文裡有一個命令的意思
[00:17:45.000 --> 00:17:46.000]  總的來說
[00:17:46.000 --> 00:17:50.000]  其實耶和華說你肯去就行
[00:17:50.000 --> 00:17:52.000]  而且他不是很少人
[00:17:52.000 --> 00:17:54.000]  也有一萬人給他
[00:17:54.000 --> 00:17:55.000]  如果當時來說
[00:17:55.000 --> 00:17:57.000]  就有十隊的軍隊
[00:17:57.000 --> 00:17:59.000]  一隊有多少人
[00:17:59.000 --> 00:18:01.000]  如果十隊一萬人
[00:18:01.000 --> 00:18:04.000]  一千
[00:18:04.000 --> 00:18:10.000]  有十隊軍隊跟著巴拉上戰場
[00:18:10.000 --> 00:18:12.000]  但是耶和華最重要的是
[00:18:12.000 --> 00:18:14.000]  你肯去就行
[00:18:14.000 --> 00:18:19.000]  你去他就會將敵人交在你的手中
[00:18:19.000 --> 00:18:21.000]  而巴拉的回答
[00:18:21.000 --> 00:18:28.000]  可惜他不願意承擔任務
[00:18:28.000 --> 00:18:32.000]  而是要底波拉陪他去才肯去
[00:18:32.000 --> 00:18:33.000]  不夠信心的巴拉
[00:18:33.000 --> 00:18:35.000]  要求底波拉跟他去
[00:18:35.000 --> 00:18:40.000]  是因為他想確保神的同在
[00:18:40.000 --> 00:18:43.000]  好提高軍中的士氣
[00:18:43.000 --> 00:18:46.000]  因為他知道底波拉是先知也是史詩
[00:18:46.000 --> 00:18:48.000]  他覺得如果底波拉一起去
[00:18:48.000 --> 00:18:50.000]  會提高軍中的士氣
[00:18:50.000 --> 00:18:52.000]  當然我一開始說過
[00:18:52.000 --> 00:18:54.000]  女性在軍人裡面
[00:18:54.000 --> 00:18:57.000]  要參與是非常困難的
[00:18:57.000 --> 00:19:02.000]  底波拉因為想去
[00:19:02.000 --> 00:19:05.000]  兼顧和幫助巴拉
[00:19:05.000 --> 00:19:08.000]  而願意陪他上戰場
[00:19:08.000 --> 00:19:12.000]  而這個戰場是山區上一個平原
[00:19:12.000 --> 00:19:13.000]  剛才我說過
[00:19:13.000 --> 00:19:17.000]  是一個地方可以讓他們退守的
[00:19:17.000 --> 00:19:20.000]  一個有利的位置
[00:19:20.000 --> 00:19:24.000]  面對這一場毫無勝算的戰爭
[00:19:24.000 --> 00:19:28.000]  在人看來可能覺得很難打得贏
[00:19:28.000 --> 00:19:30.000]  因為在這一萬人裡面
[00:19:30.000 --> 00:19:32.000]  在第五章有透露過
[00:19:32.000 --> 00:19:34.000]  這一萬的以色列民
[00:19:34.000 --> 00:19:37.000]  是沒有盾牌也沒有槍矛
[00:19:37.000 --> 00:19:40.000]  可能不知道拿著什麼去打仗
[00:19:40.000 --> 00:19:46.000]  但對方是有九百兩的戰車
[00:19:46.000 --> 00:19:49.000]  聖經形容戰車是鐵車
[00:19:49.000 --> 00:19:52.000]  是非常有力量的
[00:19:52.000 --> 00:19:56.000]  所以強弱是很懸殊
[00:19:56.000 --> 00:19:59.000]  但在上戰場的那一刻
[00:19:59.000 --> 00:20:03.000]  底波拉在巴拉將軍的身邊跟他說
[00:20:03.000 --> 00:20:04.000]  大聲地說
[00:20:04.000 --> 00:20:09.000]  我們一起讀四章十四節
[00:20:09.000 --> 00:20:11.000]  我邀請弟兄姊妹一起讀
[00:20:11.000 --> 00:20:13.000]  底波拉對巴拉說
[00:20:13.000 --> 00:20:20.000]  起來 今天就是耶和華把西西拉交在你手中的日子
[00:20:20.000 --> 00:20:24.000]  耶和華豈不在你前面走嗎
[00:20:24.000 --> 00:20:28.000]  底波拉的鼓勵就像一支強心針
[00:20:28.000 --> 00:20:33.000]  巴拉率領軍隊發動攻勢出去迎戰
[00:20:33.000 --> 00:20:37.000]  在這個時候神奇的事就發生了
[00:20:37.000 --> 00:20:41.000]  耶和華使西西拉和他所有的軍隊
[00:20:41.000 --> 00:20:46.000]  和鐵車都驚慌起來
[00:20:46.000 --> 00:20:47.000]  怎樣驚慌呢
[00:20:47.000 --> 00:20:49.000]  先從地圖上看到
[00:20:49.000 --> 00:20:51.000]  就是一條很長的河流
[00:20:51.000 --> 00:20:58.000]  當西西拉帶領戰車來到基遜河的時候
[00:20:58.000 --> 00:21:01.000]  耶和華使這條河的河水氾濫
[00:21:01.000 --> 00:21:05.000]  所有的軍隊和鐵車就全部亂了
[00:21:05.000 --> 00:21:09.000]  他們的陣腳就大亂
[00:21:09.000 --> 00:21:14.000]  結果西西拉這位敵人的將軍就下車
[00:21:14.000 --> 00:21:18.000]  步行逃走
[00:21:18.000 --> 00:21:22.000]  巴拉就追擊他們的部隊和戰車
[00:21:22.000 --> 00:21:27.000]  一直追到一個愛邦人的地方叫做夏羅切
[00:21:27.000 --> 00:21:34.000]  夏羅切就是基遜河下面一個地方
[00:21:34.000 --> 00:21:39.000]  在這裡西西拉的所有軍隊都全軍覆沒
[00:21:39.000 --> 00:21:43.000]  沒有一個能夠生存下來
[00:21:43.000 --> 00:21:49.000]  西西拉有九百輛的鐵車和數十年來的徵兵
