
[00:00:00.000 --> 00:00:03.480]  各位第四子堂的弟兄姊妹
[00:02:37.480 --> 00:02:41.480]  為藉著教會使天上執政的掌權的
[00:02:41.480 --> 00:02:45.480]  現在得知神百般的智慧
[00:02:45.480 --> 00:02:48.480]  這一次召神從萬世爾落前
[00:02:48.480 --> 00:02:52.480]  在我們主耶穌的耶穌裏所證的旨意
[00:02:52.480 --> 00:02:57.480]  我們因信耶穌就在他裏面放膽講句
[00:02:57.480 --> 00:02:59.480]  篤信不疑
[00:02:59.480 --> 00:03:06.480]  所以我求你們不要因我為你們所受的患難壯膽
[00:03:06.480 --> 00:03:10.480]  這原是你們的榮耀
[00:03:10.480 --> 00:03:12.480]  第十三節
[00:03:12.480 --> 00:03:18.480]  所以我求你們不要因我為你們所受的患難壯膽
[00:03:18.480 --> 00:03:21.480]  這原是你們的榮耀
[00:03:21.480 --> 00:03:23.480]  我們一起禱告
[00:03:23.480 --> 00:03:28.480]  天父我們恭敬將到這段時間呈現在你的面前
[00:03:28.480 --> 00:03:32.480]  求主藉著你自己聖經的話語幫助我們
[00:03:32.480 --> 00:03:35.480]  讓弟兄姊妹一起為罪的時候
[00:03:35.480 --> 00:03:38.480]  我們去數善上帝你給我們的恩典
[00:03:38.480 --> 00:03:41.480]  回顧你的愛回顧你的救贖
[00:03:41.480 --> 00:03:46.480]  也願意我們在走主的路的過程當中繼續仰望你
[00:03:46.480 --> 00:03:48.480]  求主加我們力量
[00:03:48.480 --> 00:03:50.480]  上帝你讓我們走的路
[00:03:50.480 --> 00:03:53.480]  以致我們的生命可以繼續去服侍
[00:03:53.480 --> 00:03:56.480]  將最好的呈現在你的面前
[00:03:56.480 --> 00:03:59.480]  我們這樣禱告交託奉耶穌基督的聖名
[00:03:59.480 --> 00:04:03.480]  剛才讀的已不鎖書第一至十三節
[00:04:03.480 --> 00:04:05.480]  特別在第一節那裏
[00:04:05.480 --> 00:04:08.480]  保羅就說替你們祈禱
[00:04:08.480 --> 00:04:12.480]  這裏我們知道譯聖經的人是說加了進去的
[00:04:12.480 --> 00:04:14.480]  其實是就著第十四節
[00:04:14.480 --> 00:04:16.480]  不過剛才沒有讀到
[00:04:16.480 --> 00:04:21.480]  都是因此保羅來屈膝為你們祈禱
[00:04:21.480 --> 00:04:24.480]  所以整段經文可以這樣說
[00:04:24.480 --> 00:04:29.480]  就是保羅去為已不鎖的信徒來禱告
[00:04:29.480 --> 00:04:34.480]  弟兄姊妹如果今天請你為第四子堂祈禱
[00:04:34.480 --> 00:04:36.480]  你會為甚麼來禱告呢?
[00:04:36.480 --> 00:04:43.480]  為甚麼祈禱?
[00:04:43.480 --> 00:04:46.480]  大家第一件事就是為地方
[00:04:46.480 --> 00:04:49.480]  我相信這是需要的
[00:04:49.480 --> 00:04:54.480]  不過我亦相信健良和閻麗穆斯很強調
[00:04:54.480 --> 00:04:56.480]  有一個同心的團隊
[00:04:56.480 --> 00:05:01.480]  還是要去第四子的弟兄姊妹
[00:05:01.480 --> 00:05:07.480]  我們真的有一個心去承擔本地宣教的意象
[00:05:07.480 --> 00:05:10.480]  這是很重要的
[00:05:10.480 --> 00:05:16.480]  保羅就是請求為已不鎖的信徒
[00:05:16.480 --> 00:05:19.480]  為他們禱告有甚麼事情呢?
[00:05:19.480 --> 00:05:22.480]  簡單來說有兩個重點
[00:05:22.480 --> 00:05:25.480]  第一個就是要已不鎖信徒
[00:05:25.480 --> 00:05:30.480]  知識自己在基督裏面領受的恩典
[00:05:30.480 --> 00:05:34.480]  弟兄姊妹,我又問你
[00:05:34.480 --> 00:05:38.480]  你覺得自己在神裏面領受了甚麼恩典呢?
[00:05:38.480 --> 00:05:46.480]  領受了甚麼呢?
[00:05:46.480 --> 00:05:48.480]  救贖的恩典
[00:05:48.480 --> 00:05:50.480]  我想這是一個正確的答案
[00:05:50.480 --> 00:05:55.480]  但我們對這個恩典的體會又有多深呢?
[00:05:55.480 --> 00:05:59.480]  不單止是為了他們領受的恩典
[00:05:59.480 --> 00:06:06.480]  還要知道神如何藉著教會去彰顯祂的大能
[00:06:06.480 --> 00:06:08.480]  所以是兩個很重要的重點
[00:06:08.480 --> 00:06:11.480]  一方面知道神在信徒心裏面
[00:06:11.480 --> 00:06:16.480]  生命當中所施行的愛領受的恩典有多少
[00:06:16.480 --> 00:06:21.480]  第二就是神要如何藉著這個群體去彰顯祂自己的大能
[00:06:21.480 --> 00:06:23.480]  所以在第十節
[00:06:23.480 --> 00:06:32.480]  為要藉著教會使天上的執政的掌權的現在得知神百般的智慧
[00:06:32.480 --> 00:06:34.480]  然後在第二十一節
[00:06:34.480 --> 00:06:36.480]  聖經又這樣說
[00:06:36.480 --> 00:06:42.480]  但願他在教會中並在基督耶穌裏得著榮耀
[00:06:42.480 --> 00:06:46.480]  直到世世代代永永遠遠
[00:06:46.480 --> 00:06:49.480]  究竟甚麼是教會呢?
[00:06:49.480 --> 00:06:52.480]  神要藉著教會去顯出祂的榮耀
[00:06:52.480 --> 00:06:54.480]  甚麼是教會呢?
[00:06:54.480 --> 00:07:00.480]  看一看你周圍
[00:07:00.480 --> 00:07:05.480]  坐在你旁邊的弟兄姊妹
[00:07:05.480 --> 00:07:07.480]  就是教會
[00:07:07.480 --> 00:07:13.480]  而你和我都是教會的一員
[00:07:13.480 --> 00:07:18.480]  原來今天神要透過第四間的子堂
[00:07:18.480 --> 00:07:24.480]  這就是神教會在地上一個具體的顯現
[00:07:24.480 --> 00:07:27.480]  神要藉著你和我
[00:07:27.480 --> 00:07:32.480]  藉著我們去彰顯祂自己的智慧
[00:07:32.480 --> 00:07:38.480]  神要藉著你去顯出祂的榮耀
[00:07:38.480 --> 00:07:44.480]  哪怕只是一個小小的五餅二魚的行動
[00:07:44.480 --> 00:07:46.480]  一個奉獻
[00:07:46.480 --> 00:07:50.480]  但卻可以顯出神自己的大能
[00:07:50.480 --> 00:07:54.480]  哪怕只是一個微小的行動
[00:07:54.480 --> 00:08:02.480]  卻可以帶給我們周圍的恩福家一份溫暖
[00:08:02.480 --> 00:08:08.480]  不過,亦有時候因著歲月的消磨
[00:08:08.480 --> 00:08:13.480]  或者因著現實的挑戰
[00:08:13.480 --> 00:08:21.480]  我們有時候會慢慢淡忘了上帝在我們身上的恩典
[00:08:21.480 --> 00:08:23.480]  以弗蘇教會的信徒
[00:08:23.480 --> 00:08:27.480]  亦因為保羅被囚
[00:08:27.480 --> 00:08:31.480]  而出現了信心的疑惑
[00:08:31.480 --> 00:08:34.480]  保羅在禱告裏面
[00:08:34.480 --> 00:08:39.480]  就是要他們重新調整他們心靈的目光
[00:08:39.480 --> 00:08:43.480]  從羞辱轉向榮耀
[00:08:43.480 --> 00:08:50.480]  從人性的軟弱轉向神的智慧和大能
[00:08:50.480 --> 00:08:54.480]  在這段經文當中
[00:08:54.480 --> 00:08:59.480]  有一個詞彙出現了五次
[00:08:59.480 --> 00:09:01.480]  中文歌《華本聖經》
[00:09:01.480 --> 00:09:04.480]  這是什麼呢?
[00:09:04.480 --> 00:09:07.480]  就是奧秘這個字
[00:09:07.480 --> 00:09:13.480]  保羅提到神啟示他
[00:09:13.480 --> 00:09:21.480]  要將這個原本隱藏的奧秘傳給眾人
[00:09:21.480 --> 00:09:23.480]  這個奧秘是什麼呢?
[00:09:23.480 --> 00:09:25.480]  在第六節那裏說
[00:09:25.480 --> 00:09:30.480]  這奧秘就是外邦人在基督耶穌裏面
[00:09:30.480 --> 00:09:33.480]  藉著福音得以同為後製
[00:09:33.480 --> 00:09:34.480]  同為一體
[00:09:34.480 --> 00:09:36.480]  同蒙英雄
[00:09:36.480 --> 00:09:42.480]  這個奧秘我們可能已經聽了很久
[00:09:42.480 --> 00:09:45.480]  由你信耶穌的時候已經聽了
[00:09:45.480 --> 00:09:49.480]  如果在教會歷史裏已經二千年了
[00:09:49.480 --> 00:09:52.480]  可能我們也聽了很多的時候
[00:09:52.480 --> 00:09:55.480]  以致我們覺得不以為然
[00:09:55.480 --> 00:09:58.480]  但是原來在保羅的心裏面
[00:09:58.480 --> 00:10:02.480]  這個奧秘是一個極大的奧秘
[00:10:02.480 --> 00:10:05.480]  並且神使他有份
[00:10:05.480 --> 00:10:08.480]  原來得著這份恩寵
[00:10:08.480 --> 00:10:12.480]  以致他能夠去傳揚這個啟示
[00:10:12.480 --> 00:10:15.480]  參與在上帝這個計劃當中
[00:10:15.480 --> 00:10:17.480]  我不知道鼎姐妹
[00:10:17.480 --> 00:10:21.480]  你今天參與在神的計劃裏面
[00:10:21.480 --> 00:10:24.480]  又或者在第四子堂的發展過程當中
[00:10:24.480 --> 00:10:31.480]  你覺不覺得這是神給你一個極大的榮耀呢?
[00:10:31.480 --> 00:10:35.480]  不過這個榮耀是要付代價的
[00:10:35.480 --> 00:10:38.480]  在第一節
[00:10:38.480 --> 00:10:40.480]  聖經就告訴我們
[00:10:40.480 --> 00:10:41.480]  保羅自己說
[00:10:41.480 --> 00:10:45.480]  他是為主被囚
[00:10:45.480 --> 00:10:48.480]  最近都接連收到
[00:10:48.480 --> 00:10:51.480]  在創啟的地方
[00:10:51.480 --> 00:10:53.480]  一些牧者
[00:10:53.480 --> 00:10:56.480]  他們有些教會被壓迫
[00:10:56.480 --> 00:10:59.480]  面對一些拘禁等等
[00:10:59.480 --> 00:11:01.480]  讓我想起昔日
[00:11:01.480 --> 00:11:03.480]  應該是上一章
[00:11:03.480 --> 00:11:05.480]  看過一本書
[00:11:05.480 --> 00:11:08.480]  王國顯先生的見證
[00:11:08.480 --> 00:11:10.480]  我不知道有沒有人看過他的書
[00:11:10.480 --> 00:11:12.480]  我相信都沒有什麼
[00:11:12.480 --> 00:11:16.480]  他的書有一個特色
[00:11:16.480 --> 00:11:18.480]  全部封面是白色的
[00:11:18.480 --> 00:11:20.480]  不過是綠色字的標題
[00:11:20.480 --> 00:11:24.480]  其中一本叫做「行過死任的幽谷」
[00:11:24.480 --> 00:11:29.480]  說的是當他為了福音的緣故被監禁
[00:11:29.480 --> 00:11:32.480]  但是在監牢裏面
[00:11:32.480 --> 00:11:34.480]  他就是不斷的默寫
[00:11:34.480 --> 00:11:36.480]  默寫聖經
[00:11:36.480 --> 00:11:40.480]  一邊背一邊默
[00:11:40.480 --> 00:11:44.480]  我覺得真的很感動
[00:11:44.480 --> 00:11:50.480]  我問大家今天能背多少句聖經呢?
[00:11:50.480 --> 00:11:52.480]  你猜猜你自己
[00:11:52.480 --> 00:11:58.480]  有沒有人背得到100句的金句?
[00:11:58.480 --> 00:12:03.480]  他是逐卷逐卷地背
[00:12:03.480 --> 00:12:07.480]  有人為了信念和理想
[00:12:07.480 --> 00:12:13.480]  也有人為了信仰而甘於付出代價
[00:12:13.480 --> 00:12:15.480]  第一節說
[00:12:15.480 --> 00:12:18.480]  因此我保羅為你們外邦人
[00:12:18.480 --> 00:12:23.480]  作了基督耶穌被囚的替你們祈禱
[00:12:23.480 --> 00:12:27.480]  保羅介紹自己為外邦人
[00:12:27.480 --> 00:12:30.480]  作基督耶穌被囚的
[00:12:30.480 --> 00:12:35.480]  保羅如何理解自己這一刻
[00:12:35.480 --> 00:12:38.480]  身陷牢獄的處境呢?
[00:12:38.480 --> 00:12:43.480]  是為外邦人得到福音的需要
[00:12:43.480 --> 00:12:46.480]  並且被囚
[00:12:46.480 --> 00:12:49.480]  是作基督耶穌被囚的
[00:12:49.480 --> 00:12:57.480]  他不單單是因為當時黑暗羅馬勢力的不護和囂張
[00:12:57.480 --> 00:13:00.480]  當然也不是因為時代的變遷
[00:13:00.480 --> 00:13:04.480]  自己人生的倒霉和無奈
[00:13:04.480 --> 00:13:14.480]  而是因為福音為著基督的緣故而感受被囚的限制
[00:13:14.480 --> 00:13:22.480]  最近收到一封來自創啟地區的家庭教會領袖的信
[00:13:22.480 --> 00:13:25.480]  信內容是這樣的
[00:13:25.480 --> 00:13:29.480]  各位同工弟兄姊妹平安
[00:13:29.480 --> 00:13:31.480]  十分思念大家
[00:13:31.480 --> 00:13:38.480]  他說案發即是被拘捕到現在已經八個月了
[00:13:38.480 --> 00:13:41.480]  我失去了自由當中
[00:13:41.480 --> 00:13:45.480]  有擔憂掙扎和不安
[00:13:45.480 --> 00:13:49.480]  但現在我的身體健康和心理安穩
[00:13:49.480 --> 00:13:51.480]  靈力也足夠用
[00:13:51.480 --> 00:14:00.480]  我已經預備好以一個殉道的心去面對當下的困難
[00:14:00.480 --> 00:14:06.480]  正如被捕當晚神給他的感動一樣
[00:14:06.480 --> 00:14:12.480]  他說在此我很想呼籲弟兄姊妹給大家三個勸勉
[00:14:12.480 --> 00:14:17.480]  第一,最重要的是靠主剛強
[00:14:17.480 --> 00:14:22.480]  第二,要有一顆為主受苦的心智
[00:14:22.480 --> 00:14:31.480]  請記得我們在世上走主路的時候是一條受苦的路
[00:14:31.480 --> 00:14:36.480]  我們要為主受苦,這是一份恩典的記號
[00:14:36.480 --> 00:14:38.480]  聖經是這樣說的
[00:14:38.480 --> 00:14:43.480]  你們蒙恩不但得以信服基督,並且要為他受苦
[00:14:43.480 --> 00:14:52.480]  第三,在教會缺乏實體敬拜和面對有規律的團契生活的情況下
[00:14:52.480 --> 00:14:56.480]  他說當下的當務之急
[00:14:56.480 --> 00:15:00.480]  就是童宮或是祖長殉道的領袖們
[00:15:00.480 --> 00:15:03.480]  是要有這份牧者的情懷
[00:15:03.480 --> 00:15:10.480]  應當更加辛勤地去服侍照顧好軟弱的弟兄姊妹
[00:15:10.480 --> 00:15:14.480]  信眾之間彼此緊密的禱告
[00:15:14.480 --> 00:15:20.480]  這就是在監獄裡向弟兄姊妹發出的鼓勵
[00:15:20.480 --> 00:15:24.480]  我又不知道今天當我們面對侍奉的時候
[00:15:24.480 --> 00:15:29.480]  弟兄姊妹我們承受或願意付的代價有多少呢?
[00:15:29.480 --> 00:15:33.480]  又或者今天因為我們要去第四寺
[00:15:33.480 --> 00:15:36.480]  你覺得被限制的有多少呢?
[00:15:36.480 --> 00:15:39.480]  可能是時間早了
[00:15:39.480 --> 00:15:42.480]  可能是路程遠了
[00:15:42.480 --> 00:15:45.480]  可能是人際關係
[00:15:45.480 --> 00:15:51.480]  現有的環境和舒適度減少了
[00:15:51.480 --> 00:15:57.480]  我不知道你所願付的代價有多少
[00:15:57.480 --> 00:16:02.480]  我們看到保羅雖然被囚
[00:16:02.480 --> 00:16:08.480]  但我們看不見他有絲毫的抱怨和羞辱
[00:16:08.480 --> 00:16:11.480]  甚至在下文我們看到
[00:16:11.480 --> 00:16:20.480]  他以這個作為他在上帝面前領受的一份恩典的即使
[00:16:20.480 --> 00:16:25.480]  保羅提醒信徒
[00:16:25.480 --> 00:16:28.480]  能夠為福音而被選上
[00:16:28.480 --> 00:16:31.480]  這是神給他的恩典
[00:16:31.480 --> 00:16:36.480]  也是以弗所信徒的一個榮譽
[00:16:36.480 --> 00:16:39.480]  我再讀第十三節
[00:16:39.480 --> 00:16:46.480]  所以我求你們不要因我為你們所受的患難喪膽
[00:16:46.480 --> 00:16:52.480]  這原是你們的榮耀
[00:16:52.480 --> 00:16:55.480]  第二方面讓我們思想
[00:16:55.480 --> 00:17:01.480]  保羅他怎麼看今天的積分和積事呢?
[00:17:01.480 --> 00:17:07.480]  第二節第七節和第八節我們一起讀
[00:17:07.480 --> 00:17:15.480]  梁必.你們曾聽見神賜恩給我,將關切你們的積分託付我。
[00:17:15.480 --> 00:17:24.480]  我作了這積分的事,是照神的恩賜,這恩賜是由他運行的大能賜給我的。
[00:17:24.480 --> 00:17:31.480]  我本來被痛斷途中最少的還少,然而他還賜我這恩典,
[00:17:31.480 --> 00:17:36.480]  叫我把基督那插不透的豐富傳給外邦人。
[00:17:36.480 --> 00:17:41.480]  留意這幾節經文中出現了幾個不同的詞彙
[00:17:41.480 --> 00:17:45.480]  第二節是神賜恩給我
[00:17:45.480 --> 00:17:50.480]  第七節是照神的恩賜
[00:17:50.480 --> 00:17:55.480]  第八節是賜我這恩典
[00:17:55.480 --> 00:17:58.480]  大家看見嗎?
[00:17:58.480 --> 00:18:05.480]  保羅是他所承受的積分,是從神而來的一份恩典。
[00:18:05.480 --> 00:18:09.480]  是神賜給他的一份禮物。
[00:18:09.480 --> 00:18:15.480]  有時侍奉了一段時間,都見不少童工,
[00:18:15.480 --> 00:18:23.480]  我怕有些童工,就像以前有一句說話,做一日和尚,敲一日經。
[00:18:23.480 --> 00:18:28.480]  有時他立到一個地步,好像什麼都畫了牙一樣。
[00:18:28.480 --> 00:18:34.480]  但我感謝神,在恩福家中,我們仍然見到有很多童工,
[00:18:34.480 --> 00:18:38.480]  他們真的很有心去侍奉。
[00:18:38.480 --> 00:18:46.480]  再上一節,大家有聽見見略牧師的分享,
[00:18:46.480 --> 00:18:54.480]  在他們考慮到自己侍奉的下一步,其實有很多不同的考慮,
[00:18:54.480 --> 00:18:56.480]  但神就感動他們夫婦,
[00:18:56.480 --> 00:19:01.480]  今日默想的經文,好像都是阿二的回應上帝的經文,
[00:19:01.480 --> 00:19:12.480]  背起十字架,我看見他們就是這樣回應上帝給他們的呼召。
[00:19:12.480 --> 00:19:20.480]  他們付的代價,如果大家認識他們,他們住在教會附近,
[00:19:20.480 --> 00:19:25.480]  走十分鐘的路程,但我今日聽很多人說上水很遠,
[00:19:25.480 --> 00:19:32.480]  他們回來這裡十分鐘,但上水五十分鐘。
[00:19:32.480 --> 00:19:45.480]  我又聽到八月份的第四子堂祈禱會,美琴姐妹分享有什麼筍弓,
[00:19:45.480 --> 00:19:49.480]  記不記得?有沒有人參加過?
[00:19:49.480 --> 00:19:54.480]  我們想到筍弓就是澳洲那些,海洋世界,
[00:19:54.480 --> 00:20:03.480]  餵動物,這些筍弓,但他說今天能夠侍奉主,
[00:20:03.480 --> 00:20:10.480]  這是一份筍弓,可以侍奉永生的上帝,
[00:20:10.480 --> 00:20:13.480]  所以今日聽節目我們能夠參與這個過程,
[00:20:13.480 --> 00:20:18.480]  這就是神給你的一份恩典和恩慈。
[00:20:18.480 --> 00:20:28.480]  第三,在第九至十三節,保羅一而再強調,
[00:20:28.480 --> 00:20:34.480]  很盼望已乏所信徒能夠深知上帝的智慧。
[00:20:34.480 --> 00:20:39.480]  在第九節,他說「又使眾人都明白,
[00:20:39.480 --> 00:20:47.480]  這歷代以來隱藏在創造萬物之神的奧秘是如何安排的。」
[00:20:47.480 --> 00:20:54.480]  第十節,為要藉著教會是天上執政的掌權的,
[00:20:54.480 --> 00:20:58.480]  現在得知神百般的智慧。
[00:20:58.480 --> 00:21:06.480]  第九節,保羅在此很希望已乏所的信徒明白,
[00:21:06.480 --> 00:21:18.480]  這明白其實有「照耀」、「使發光」或「在心靈上的啟發」的意思,
[00:21:18.480 --> 00:21:22.480]  是讓我們明白第十節所說的,
[00:21:22.480 --> 00:21:28.480]  神要藉著教會是天上執政的掌權的,
[00:21:28.480 --> 00:21:34.480]  現在得知神百般的智慧。
[00:21:34.480 --> 00:21:41.480]  同樣,或許這些經文我們已熟能詳,
[00:21:41.480 --> 00:21:47.480]  不過如果我們願意認真去反問自己的時候,
[00:21:47.480 --> 00:21:56.480]  又會發現我們對歷世隱藏的奧秘,究竟我們知道有多少呢?
[00:21:56.480 --> 00:22:07.480]  我們現今知道教會中神要如何彰顯這個智慧,我們又體會有多少呢?
[00:22:07.480 --> 00:22:18.480]  或許正正是這條虹溝,使我們不能在我們服侍的裏面,
[00:22:18.480 --> 00:22:28.480]  好像保羅一樣,有這份能力去回應。
[00:22:28.480 --> 00:22:40.480]  教會是神向天上所有執政者,顯出祂百般的智慧和創作。
[00:22:40.480 --> 00:22:52.480]  神要透過你和我,透過我們這個群體去顯出,在今時今日,仍然顯出祂的作為。
[00:22:52.480 --> 00:23:00.480]  你或許仍然看到教會的狀況,仍然有軟弱和佛力,
[00:23:00.480 --> 00:23:07.480]  就像使徒保羅昔日,他被囚,而信徒亦面對膽怯,
[00:23:07.480 --> 00:23:18.480]  但神在此藉著保羅多次顯明,神要藉著這個群體來顯出祂的大能。
[00:23:18.480 --> 00:23:29.480]  在過去二千多年的教會歷史中,曾經有過不少強大的政權體系,
[00:23:29.480 --> 00:23:36.480]  但最終也逃不過興衰輪替的命運。
[00:23:36.480 --> 00:23:44.480]  但教會被人看為軟弱,甚至被人看為一個渣滓的群體,
[00:23:44.480 --> 00:23:51.480]  卻在整個時代的巨輪中,仍然不斷為主作見證。
[00:23:51.480 --> 00:23:59.480]  不知道大家知不知道,今年是播道總會多少週年?
[00:23:59.480 --> 00:24:11.480]  135週年。回想播道會的成立,在1884年,
[00:24:11.480 --> 00:24:21.480]  寬夸倫牧師按神給他的感動來到中國宣教。
[00:24:21.480 --> 00:24:35.480]  1895年,美國的播道會猜顯寬夸倫牧師來到中國,
[00:24:35.480 --> 00:24:42.480]  1888年,廣州成立了第一個禮拜堂,
[00:24:42.480 --> 00:24:53.480]  短短幾年,已經成立了四個聚會所,我們今天是第四間寺堂。
[00:24:53.480 --> 00:25:10.480]  在另一個階段,1896年至1910年,美國的播道總會公佈為中國的侍工建造一條船,
[00:25:10.480 --> 00:25:25.480]  原來船上的福音工作叫啟明號。當時很多人很樂意一起奉獻,為這個福音工作禱告。
[00:25:25.480 --> 00:25:33.480]  當然亦經歷了不少困難,1900年,大家知道是什麼,義和團事件。
[00:25:33.480 --> 00:25:40.480]  所以教會在很艱難的時間內,繼續承擔起福音的使命。
[00:25:40.480 --> 00:25:50.480]  1911年至1922年,民國成立,當時福音的狀況比較開放。
[00:25:50.480 --> 00:26:01.480]  不過當時的人要去教會聽道,要走路,要走幾個小時。
[00:26:01.480 --> 00:26:12.480]  今天如果你坐車,由你住的地方去上水,要走多久?應該都是一個小時左右吧?
[00:26:12.480 --> 00:26:23.480]  播道會來到中國30年,寬夸倫牧師第一位宣教士,亦在當時離開世界了。
[00:26:23.480 --> 00:26:35.480]  但是這個侍工沒有停止,繼續在1923年至1937年,我們看到,亦面對很多不同的挑戰,包括什麼非基督教運動。
[00:26:35.480 --> 00:26:48.480]  教會在大迫不及下,面對著困難患難的洗禮,但仍然努力的福音,練成了教會很多信徒的心智,重新被挑釁。
[00:26:48.480 --> 00:26:59.480]  在當中,繼續來開辦,在1926年舉辦第一屆聯合培靈會,1929年開辦聖經夜校。
[00:26:59.480 --> 00:27:10.480]  這個聖經夜校亦是昔日的廣州聖經學院,就是今天播道會神學院的前身。
[00:27:10.480 --> 00:27:35.480]  然後呢,我們看到,在1931年正式命名中國基督教播道會,1938年亦面對抗日戰爭,廣州淪陷。
[00:27:35.480 --> 00:27:52.480]  教會在這些困難中,他們沒有退縮,仍然繼續傳福音,繼續在關懷上的工作,關心很多有需要的人。
[00:27:52.480 --> 00:28:03.480]  當然,接著亦面對國共內戰等等,然後從內地移居到香港。
[00:28:03.480 --> 00:28:20.480]  我想說的是,在這135年裏,教會經歷了多次政權的變更,亦經歷了很多不同的運動困難打壓,
[00:28:20.480 --> 00:28:32.480]  但仍然沒有消滅昔日這班宣教士,他們為主回應上帝的使命,這一份心。
[00:28:32.480 --> 00:28:48.480]  現在所說的第二章,1至13節,讓我們看到保羅雖然被囚在監獄當中,但他體會自己是因為福音而為主被囚。
[00:28:48.480 --> 00:29:07.480]  今天我們願意為福音接受什麼限制呢?保羅深信自己所承擔的職份是出於神的恩典,而這個恩典遠遠超越他所付出的代價。
[00:29:07.480 --> 00:29:20.480]  今天我們又如何看上帝的計劃?你和我參與其中,你覺不覺得這是神給你的一份恩賜呢?
[00:29:20.480 --> 00:29:40.480]  保羅為已不鎖的教會,為這班信徒來禱告,在人體,這是一個軟弱的群體,但在神體,他要藉著這個軟弱的氣命去彰顯他的榮耀和大能。
[00:29:40.480 --> 00:30:01.480]  我們一起禱告吧。天父上帝,我們感恩,透過已不鎖教會,透過這一群人,透過他們所經歷的事情,
[00:30:01.480 --> 00:30:17.480]  你讓我們回想到上帝你自己的作為,在教會當中,在每一個信徒的生命當中,你所顯出的恩典和能力。
[00:30:17.480 --> 00:30:31.480]  願意我們今天在上帝的旨意和計劃的歷史洪流當中,可能我們看自己只不過是一點很細小的水滴,
[00:30:31.480 --> 00:30:42.480]  但當我們一起凝聚的時候,我們相信這個成為一個恩典的溪流,讓更多的人得著福音的好處。
[00:30:42.480 --> 00:30:47.480]  求主住立,我們在你面前獻上禱告奉耶穌基督的聖名。

