
[00:00:00.000 --> 00:00:02.000]  在開始的正道之先
[00:05:22.360 --> 00:05:23.960]  都充滿了很多衝突
[00:05:23.960 --> 00:05:26.720]  《雅各》是一清二楚很了解
[00:05:26.720 --> 00:05:28.400]  如果是你的時候
[00:05:28.400 --> 00:05:29.920]  你會怎樣回答呢?
[00:05:29.920 --> 00:05:32.440]  對於我們香港人來說
[00:05:32.440 --> 00:05:33.880]  衝突或爭執
[00:05:33.880 --> 00:05:36.320]  我們都真的不陌生
[00:05:36.320 --> 00:05:37.760]  過往一段時間
[00:05:37.760 --> 00:05:39.080]  香港發生的事
[00:05:39.080 --> 00:05:41.840]  每日新聞都充斥了大大小小
[00:05:41.840 --> 00:05:42.960]  很多的衝突
[00:05:42.960 --> 00:05:45.040]  甚至很多的爭拗
[00:05:45.040 --> 00:05:47.360]  有時候我們日常生活
[00:05:47.640 --> 00:05:50.560]  無論是坐地鐵或坐巴士
[00:05:50.560 --> 00:05:55.480]  都會面對或見到一些衝突的發生
[00:05:55.480 --> 00:05:57.960]  最近我去街市買菜
[00:05:57.960 --> 00:06:00.240]  在買魚的地方
[00:06:00.240 --> 00:06:01.400]  很多人
[00:06:01.400 --> 00:06:03.360]  站滿兩邊
[00:06:03.360 --> 00:06:06.760]  突然有位女士被人撞一撞
[00:06:06.760 --> 00:06:10.800]  整個人倒後差不多跌倒
[00:06:10.800 --> 00:06:14.880]  之後這位女士用手打了一個人
[00:06:15.800 --> 00:06:19.320]  並罵她為何撞我
[00:06:19.320 --> 00:06:21.520]  那個撞跌人的女士
[00:06:21.520 --> 00:06:23.400]  其實都不知道自己撞傷了別人
[00:06:23.400 --> 00:06:25.360]  覺得自己很無辜
[00:06:25.360 --> 00:06:26.920]  被人罵又被人打
[00:06:26.920 --> 00:06:27.880]  很不服氣
[00:06:27.880 --> 00:06:29.040]  又出手還擊
[00:06:29.040 --> 00:06:31.800]  很明顯你會想到那幅畫
[00:06:31.800 --> 00:06:33.960]  當時在這麼多人的地方
[00:06:33.960 --> 00:06:36.480]  有兩個女士在打架又在罵的時候
[00:06:36.480 --> 00:06:38.320]  場面相當混亂
[00:06:38.320 --> 00:06:41.920]  衝突就是這樣無故發生
[00:06:41.920 --> 00:06:43.880]  甚至早一段時間
[00:06:43.880 --> 00:06:46.080]  亦有政治顏色的問題
[00:06:46.080 --> 00:06:47.720]  可能在你的家
[00:06:47.720 --> 00:06:49.240]  甚至在你的小組
[00:06:49.240 --> 00:06:52.800]  同樣都會發生過大大小小激烈的討論
[00:06:52.800 --> 00:06:56.200]  這些衝突都是不經意發生的
[00:06:56.200 --> 00:06:58.640]  最初可能只是發表一下意見
[00:06:58.640 --> 00:07:01.080]  慢慢大家分歧越大
[00:07:01.080 --> 00:07:03.120]  越來越說就越大聲
[00:07:03.120 --> 00:07:05.680]  有人不舒服就離開小組
[00:07:05.680 --> 00:07:08.160]  從雅各書整體來看
[00:07:08.160 --> 00:07:11.280]  這裡提及的衝突或爭執
[00:07:11.800 --> 00:07:15.080]  可以推測信徒並不是為了堅持真理
[00:07:15.080 --> 00:07:16.960]  而發生的衝突
[00:07:16.960 --> 00:07:20.120]  反而是有人因為違背了真理
[00:07:20.120 --> 00:07:21.840]  而發生不必要的衝突
[00:07:21.840 --> 00:07:24.000]  雅各在第一節指出
[00:07:24.000 --> 00:07:27.360]  衝突、爭執是從你們的肢體裡
[00:07:27.360 --> 00:07:30.400]  膠墊著的私慾而引起
[00:07:30.400 --> 00:07:32.360]  原來衝突的發生
[00:07:32.360 --> 00:07:35.640]  表面上好像因為人與人之間的意見不同
[00:07:35.640 --> 00:07:40.360]  但其實聖經更加準確地在當中指出
[00:07:40.840 --> 00:07:45.680]  原來衝突是來自你們肢體的私慾
[00:07:45.680 --> 00:07:49.440]  你們肢體可以說是人的內心
[00:07:49.440 --> 00:07:51.440]  或者教會的群體
[00:07:51.440 --> 00:07:55.480]  這裡形容私慾就像打仗一樣
[00:07:55.480 --> 00:07:57.080]  很喜歡與人鬥
[00:07:57.080 --> 00:07:58.600]  很喜歡想贏
[00:07:58.600 --> 00:08:00.000]  更加不能輸
[00:08:00.000 --> 00:08:03.440]  這種心態是持續不斷地發生的
[00:08:03.440 --> 00:08:06.160]  早前我跟同事之間
[00:08:06.160 --> 00:08:09.080]  做一些決定的看法
[00:08:09.080 --> 00:08:10.280]  亦有些不同
[00:08:10.600 --> 00:08:14.680]  彼此在WhatsApp互相交流意見
[00:08:14.680 --> 00:08:19.640]  大家都很想用說話去說服對方
[00:08:19.640 --> 00:08:21.240]  自己的方法是最好的
[00:08:21.240 --> 00:08:25.160]  後來這位同工要求我提告
[00:08:25.160 --> 00:08:27.160]  你有什麼反對理由呢?
[00:08:27.160 --> 00:08:31.480]  之後我開始心裡的火就著起了
[00:08:31.480 --> 00:08:32.920]  我立刻回覆
[00:08:32.920 --> 00:08:36.000]  不如你說說你有什麼支持的理由
[00:08:36.000 --> 00:08:39.880]  我們經過幾輪的爭論之後
[00:08:40.480 --> 00:08:43.920]  我感受到自己心裡的私慾交戰
[00:08:43.920 --> 00:08:45.520]  但聖靈也提醒
[00:08:45.520 --> 00:08:47.080]  不要再這樣了
[00:08:47.080 --> 00:08:47.880]  要停一停
[00:08:47.880 --> 00:08:52.960]  不要再繼續互相爭拗
[00:08:52.960 --> 00:08:54.400]  親愛的弟兄姊妹
[00:08:54.400 --> 00:08:58.800]  如果今天我們是為了真理而出現衝突的話
[00:08:58.800 --> 00:09:02.920]  教會的群體理應為真理爭戰到底
[00:09:02.920 --> 00:09:04.720]  這份堅持是好的
[00:09:04.720 --> 00:09:06.360]  但諷刺的是
[00:09:06.360 --> 00:09:08.800]  我們人往往都是為了不必要的事情
[00:09:08.800 --> 00:09:10.400]  一些很瑣碎的事情
[00:09:10.600 --> 00:09:14.280]  可能意見大家不同而發生不必要的衝突
[00:09:14.280 --> 00:09:16.960]  雙方堅持自己的看法
[00:09:16.960 --> 00:09:18.440]  互相不退讓
[00:09:18.440 --> 00:09:23.440]  所以令到整個氣氛和彼此的關係都受損
[00:09:23.440 --> 00:09:27.880]  私慾原文是講到享樂的意思
[00:09:27.880 --> 00:09:30.280]  帶有負面的意思
[00:09:30.280 --> 00:09:36.360]  通常講到私慾是要滿足自己肉體裡面的滿足
[00:09:36.360 --> 00:09:39.280]  又或者是關於犯罪的情慾
[00:09:39.640 --> 00:09:43.160]  所以第三節裡面講到私慾
[00:09:43.160 --> 00:09:45.520]  被翻譯為「賢樂」
[00:09:45.520 --> 00:09:49.520]  在《路加福音》八章十四節同樣翻譯為「賢樂」
[00:09:49.520 --> 00:09:54.160]  跟享樂主義或者自我中心有關係
[00:09:54.160 --> 00:09:56.320]  由此可見這群信徒
[00:09:56.320 --> 00:09:59.640]  當時是在追求一些豐富的物質的享受
[00:09:59.640 --> 00:10:02.280]  或者渴望有更多的財富
[00:10:02.280 --> 00:10:04.640]  甚至別人的擁戴
[00:10:04.640 --> 00:10:07.360]  而去追求享樂
[00:10:07.360 --> 00:10:08.560]  為了什麼呢?
[00:10:08.760 --> 00:10:11.360]  為了滿足自己的心
[00:10:11.360 --> 00:10:13.280]  讓自己的心快樂
[00:10:13.280 --> 00:10:16.560]  原本追求財富或者享受是沒錯的
[00:10:16.560 --> 00:10:21.320]  但亞各在二章第二節和第三節裡面講出
[00:10:21.320 --> 00:10:23.600]  私慾不受控的話
[00:10:23.600 --> 00:10:25.600]  其實會影響自己
[00:10:25.600 --> 00:10:28.640]  就會產生貪戀和嫉妒
[00:10:28.640 --> 00:10:33.000]  貪戀是講到人有永遠不滿足的貪慾
[00:10:33.000 --> 00:10:35.640]  得到之後仍然不滿足
[00:10:35.640 --> 00:10:38.200]  希望得到一就想得到二
[00:10:38.680 --> 00:10:40.360]  最常見就是小朋友
[00:10:40.360 --> 00:10:43.040]  雖然他們家裡有很多玩具
[00:10:43.040 --> 00:10:45.400]  但一到玩具店的時候
[00:10:45.400 --> 00:10:47.960]  很多時候都會看到小朋友鬧彆扭
[00:10:47.960 --> 00:10:51.680]  要父母能夠在當中買玩具給他們
[00:10:51.680 --> 00:10:54.240]  如果父母不買的時候
[00:10:54.240 --> 00:10:56.480]  他們就出盡一切的法寶
[00:10:56.480 --> 00:10:57.160]  是什麼呢?
[00:10:57.160 --> 00:10:58.920]  就是眼淚
[00:10:58.920 --> 00:11:01.240]  甚至有時候會看到他們垂涎三尺
[00:11:01.240 --> 00:11:04.680]  希望父母就範去買給他們
[00:11:04.680 --> 00:11:06.600]  我們小時候是不是這樣的呢?
[00:11:06.600 --> 00:11:08.440]  相信也是吧?
[00:11:08.960 --> 00:11:10.960]  (無奈)
[00:11:10.960 --> 00:11:12.480]  你們沒有什麼反應
[00:11:12.480 --> 00:11:14.400]  我就是這樣
[00:11:14.400 --> 00:11:16.160]  我也有這樣試過
[00:11:16.160 --> 00:11:18.040]  但原來成年人一樣
[00:11:18.040 --> 00:11:20.760]  不要想著小朋友那麼壞
[00:11:20.760 --> 00:11:21.640]  成年人一樣
[00:11:21.640 --> 00:11:23.440]  都會貪得無厭
[00:11:23.440 --> 00:11:25.280]  相信很多人仍然記得
[00:11:25.280 --> 00:11:27.920]  2010年一中世紀的官司
[00:11:27.920 --> 00:11:31.840]  陳振聰是鞏如心的風水師
[00:11:31.840 --> 00:11:34.640]  承認自己從鞏如心身上
[00:11:34.640 --> 00:11:36.880]  拿走了20億港元
[00:11:36.880 --> 00:11:37.280]  哇
[00:11:37.280 --> 00:11:38.120]  很多錢
[00:11:38.520 --> 00:11:43.000]  陳振聰也派兩個兄弟到辦公室裡
[00:11:43.000 --> 00:11:45.840]  將一袋袋的現金運上貨車
[00:11:45.840 --> 00:11:47.720]  還要繞幾次才能運完
[00:11:47.720 --> 00:11:50.320]  本來陳振聰應該是
[00:11:50.320 --> 00:11:51.040]  哇
[00:11:51.040 --> 00:11:51.840]  那麼多錢
[00:11:51.840 --> 00:11:53.240]  一世無憂
[00:11:53.240 --> 00:11:54.920]  但因為他的貪心
[00:11:54.920 --> 00:11:58.360]  令他不僅拿完錢
[00:11:58.360 --> 00:12:00.440]  還要拿了別人的全副身家
[00:12:00.440 --> 00:12:03.400]  最終因為要偽造簽名
[00:12:03.400 --> 00:12:05.920]  最後又被稅局追稅
[00:12:05.920 --> 00:12:07.320]  後來還要坐牢
[00:12:07.840 --> 00:12:08.680]  親愛的弟子妹
[00:12:08.680 --> 00:12:10.240]  其實我們始早
[00:12:10.240 --> 00:12:13.160]  亞當、夏娃同樣因為貪念而起
[00:12:13.160 --> 00:12:16.320]  最終都被神趕出了伊甸園
[00:12:16.320 --> 00:12:20.200]  可見貪戀一些不屬於自己的東西的時候
[00:12:20.200 --> 00:12:21.720]  會帶來後果
[00:12:21.720 --> 00:12:23.760]  不但影響自己
[00:12:23.760 --> 00:12:26.120]  更加影響其他身邊的人
[00:12:26.120 --> 00:12:27.440]  除此之外
[00:12:27.440 --> 00:12:29.160]  亞當在第二節裡面說
[00:12:29.160 --> 00:12:31.600]  「你們嫉妒不能得手
[00:12:31.600 --> 00:12:34.080]  就起爭執和衝突」
[00:12:34.080 --> 00:12:35.080]  弟子妹
[00:12:35.080 --> 00:12:37.360]  你有沒有試過嫉妒別人呢?
[00:12:38.360 --> 00:12:40.720]  我相信大家都有試過
[00:12:40.720 --> 00:12:43.520]  有人的地方有嫉妒的出現
[00:12:43.520 --> 00:12:45.320]  在家裡也有
[00:12:45.320 --> 00:12:48.800]  為什麼女兒經常打電話給你
[00:12:48.800 --> 00:12:50.040]  不打給我呢?
[00:12:50.040 --> 00:12:52.680]  為什麼每次哥哥回家
[00:12:52.680 --> 00:12:53.880]  就有這麼多
[00:12:53.880 --> 00:12:57.520]  媽媽煮了最好的菜給他
[00:12:57.520 --> 00:12:58.920]  而其他人沒有呢?
[00:12:58.920 --> 00:13:03.080]  公司同事之間同樣也有這些嫉妒
[00:13:03.080 --> 00:13:04.880]  而教會
[00:13:04.880 --> 00:13:05.880]  有沒有這些嫉妒?
[00:13:05.880 --> 00:13:06.760]  弟子妹之間
[00:13:07.120 --> 00:13:08.440]  同樣也有
[00:13:08.440 --> 00:13:11.880]  例如為什麼他可以參加敬拜小組
[00:13:11.880 --> 00:13:12.720]  上台唱詩
[00:13:12.720 --> 00:13:13.440]  我不可以呢?
[00:13:13.440 --> 00:13:15.520]  為什麼你選他不選我呢?
[00:13:15.520 --> 00:13:17.840]  我想有人說嫉妒
[00:13:17.840 --> 00:13:21.160]  其實就是一種說不出的感受
[00:13:21.160 --> 00:13:24.360]  只會不經意在眼神裡面
[00:13:24.360 --> 00:13:26.680]  甚至在嘴角裡面
[00:13:26.680 --> 00:13:28.080]  流露半點出來
[00:13:28.080 --> 00:13:30.360]  通常只會在心底裡面
[00:13:30.360 --> 00:13:32.640]  真的說的話
[00:13:32.640 --> 00:13:35.040]  那份酸溜溜的感覺
[00:13:35.040 --> 00:13:36.400]  自己是最清楚的
[00:13:36.840 --> 00:13:38.840]  大部分人也不會跟其他人說
[00:13:38.840 --> 00:13:39.680]  我嫉妒你
[00:13:39.680 --> 00:13:42.040]  但心裡面就會很滾動
[00:13:42.040 --> 00:13:44.120]  為什麼你有我沒有呢?
[00:13:44.120 --> 00:13:47.040]  所以哥哥很清楚在當中描述
[00:13:47.040 --> 00:13:48.920]  嫉妒和貪戀
[00:13:48.920 --> 00:13:51.560]  也是要將其他人有的東西
[00:13:51.560 --> 00:13:52.840]  據為己有
[00:13:52.840 --> 00:13:55.200]  千方百計都想得到
[00:13:55.200 --> 00:13:56.640]  不管對還是錯
[00:13:56.640 --> 00:13:58.760]  為求目的不擇手段
[00:13:58.760 --> 00:14:01.080]  過去認定信仰
[00:14:01.080 --> 00:14:02.920]  對的原則
[00:14:02.920 --> 00:14:04.800]  今天可能不再持守了
[00:14:05.680 --> 00:14:08.160]  甚至可能會做出破壞的行動
[00:14:08.160 --> 00:14:09.800]  影響其他人的關係
[00:14:09.800 --> 00:14:11.600]  就好像在第二節裡面說
[00:14:11.600 --> 00:14:13.200]  得不著就殺人
[00:14:13.200 --> 00:14:16.000]  不能得手就起爭執和衝突
[00:14:16.000 --> 00:14:19.200]  當我們自我中心出發的私慾
[00:14:19.200 --> 00:14:21.120]  就會越走越邪惡
[00:14:21.120 --> 00:14:22.200]  影響別人
[00:14:22.200 --> 00:14:24.640]  小則可能說謊
[00:14:24.640 --> 00:14:25.360]  偷竊
[00:14:25.360 --> 00:14:26.120]  欺騙
[00:14:26.120 --> 00:14:28.360]  嚴重的話可能有暴力出現
[00:14:28.360 --> 00:14:29.800]  就好像《創世記》
[00:14:29.800 --> 00:14:31.920]  該隱殺阿伯一樣
[00:14:31.920 --> 00:14:33.600]  因為腎亢不中
[00:14:33.600 --> 00:14:35.280]  該隱和他的共物
[00:14:35.880 --> 00:14:38.000]  該隱就大大的發怒
[00:14:38.000 --> 00:14:39.120]  變了臉色
[00:14:39.120 --> 00:14:41.400]  引致真戰和兇殺
[00:14:41.400 --> 00:14:43.920]  甚至挑戰神的權威
[00:14:43.920 --> 00:14:47.040]  阿哥接著在第二和第三節裡面
[00:14:47.040 --> 00:14:50.720]  他說出這個私慾同樣都影響我們和神的關係
[00:14:50.720 --> 00:14:53.560]  「你們得不著是因為你們不求
[00:14:53.560 --> 00:14:57.160]  你們求也得不著是因為你們妄求
[00:14:57.160 --> 00:15:01.360]  為了要浪費在你們的言諾中」
[00:15:01.360 --> 00:15:03.760]  阿哥在這裡並不是說
[00:15:03.760 --> 00:15:05.440]  既然你們想要的東西
[00:15:05.440 --> 00:15:07.400]  不如向神祈求
[00:15:07.400 --> 00:15:09.280]  因為你們沒有求
[00:15:09.280 --> 00:15:11.040]  所以你們得不到
[00:15:11.040 --> 00:15:13.440]  其實阿哥要說出
[00:15:13.440 --> 00:15:16.880]  他們根本不在乎神的看法
[00:15:16.880 --> 00:15:20.560]  只在乎用自己的方法來滿足自己
[00:15:20.560 --> 00:15:23.480]  就算這些東西向神祈求也好
[00:15:23.480 --> 00:15:25.800]  神也不會答應他們的禱告
[00:15:25.800 --> 00:15:27.680]  因為他們是妄求
[00:15:27.680 --> 00:15:29.840]  表示他們的動機不良
[00:15:29.960 --> 00:15:32.520]  因為他們也很想得到這些東西
[00:15:32.520 --> 00:15:34.120]  來滿足自己的慾望
[00:15:34.120 --> 00:15:36.000]  虛耗自己的生命
[00:15:36.000 --> 00:15:38.920]  所以這群信徒離棄了神
[00:15:38.920 --> 00:15:40.560]  不再行神的道
[00:15:40.560 --> 00:15:43.560]  阿哥對這群弟兄很痛心
[00:15:43.560 --> 00:15:46.280]  稱他們為淫亂的人
[00:15:46.280 --> 00:15:49.840]  指出他們在屬靈上對神的不忠
[00:15:49.840 --> 00:15:51.800]  希望當頭棒惡
[00:15:51.800 --> 00:15:54.040]  希望他們能夠悔改
[00:15:54.040 --> 00:15:58.160]  阿哥並不是反對信徒與非信徒交往
[00:15:58.160 --> 00:16:01.760]  也不是反對信徒在世俗裡打滾
[00:16:01.760 --> 00:16:05.480]  阿哥卻是反對信徒與世俗為友
[00:16:05.480 --> 00:16:07.480]  因為在希羅的文化
[00:16:07.480 --> 00:16:09.480]  朋友是一個很嚴肅的事情
[00:16:09.480 --> 00:16:11.440]  能夠做朋友
[00:16:11.440 --> 00:16:15.440]  其實也要表示大家很多觀點一致
[00:16:15.440 --> 00:16:17.000]  向對方效忠
[00:16:17.000 --> 00:16:20.040]  就是說信徒與世俗為友
[00:16:20.040 --> 00:16:22.000]  就是要告訴他們
[00:16:22.000 --> 00:16:25.000]  他們在效法世界的人生觀
[00:16:25.000 --> 00:16:26.880]  價值觀和行為
[00:16:27.320 --> 00:16:30.800]  阿哥在第四節更加開門見山說
[00:16:30.800 --> 00:16:34.360]  直接指出信徒凡想要的
[00:16:34.360 --> 00:16:37.840]  也就是說他們納定心志與世俗為友
[00:16:37.840 --> 00:16:39.440]  你們不是不知道
[00:16:39.440 --> 00:16:40.960]  就是與神為敵
[00:16:40.960 --> 00:16:44.000]  用反問的方式去問信徒
[00:16:44.000 --> 00:16:46.040]  其實信徒是知道答案的
[00:16:46.040 --> 00:16:50.320]  但信徒仍然在當中選擇跟隨世界的方法
[00:16:50.320 --> 00:16:53.720]  特別到了第五章一到六節的時候
[00:16:53.720 --> 00:16:56.480]  阿哥更加指責有錢的人
[00:16:56.480 --> 00:16:58.320]  為什麼要剝削工人呢?
[00:16:58.320 --> 00:17:01.040]  在二章六節更加指責這群信徒
[00:17:01.040 --> 00:17:06.080]  如何效法這些不信任的有錢人
[00:17:06.080 --> 00:17:07.800]  去欺壓這些窮人呢?
[00:17:07.800 --> 00:17:10.360]  就等於違背神的心意
[00:17:10.360 --> 00:17:11.960]  向神宣戰
[00:17:11.960 --> 00:17:13.000]  與神為敵
[00:17:13.000 --> 00:17:15.160]  我們要問的是
[00:17:15.160 --> 00:17:17.080]  其實為什麼信了主的人
[00:17:17.080 --> 00:17:20.600]  他們的生命也會變成這樣呢?
