
[00:00:00.000 --> 00:00:03.200]  愛在婚姻中的成熟
[00:03:34.360 --> 00:03:37.360]  帶水也不能淹沒
[00:03:37.360 --> 00:03:40.360]  若有人拿家中所有的財寶
[00:03:40.360 --> 00:03:42.360]  要換愛情
[00:03:42.360 --> 00:03:45.360]  就全被藐視
[00:03:46.360 --> 00:03:48.360]  在第六節
[00:03:48.360 --> 00:03:51.360]  妻子對丈夫這樣說
[00:03:51.360 --> 00:03:56.360]  求你將我放在你心上如印記
[00:03:56.360 --> 00:04:00.360]  帶在你臂上如桌記
[00:04:00.360 --> 00:04:02.360]  這裏的女主角
[00:04:02.360 --> 00:04:04.360]  妻子期望男主角
[00:04:04.360 --> 00:04:07.360]  她的丈夫擁有她
[00:04:07.360 --> 00:04:10.360]  就好像她身上的印記一樣
[00:04:10.360 --> 00:04:12.360]  拿不回來
[00:04:12.360 --> 00:04:16.360]  而這個印記會跟你一世
[00:04:16.360 --> 00:04:19.360]  印記和桌記
[00:04:19.360 --> 00:04:22.360]  在原文裏是同一個字
[00:04:22.360 --> 00:04:26.360]  印記是用來辨認個人身份的記號
[00:04:26.360 --> 00:04:30.360]  通常可以是戒指或項鏈
[00:04:30.360 --> 00:04:36.360]  上面刻著個人代表那個人的圖案或文字
[00:04:36.360 --> 00:04:40.360]  在舊約或古近東的文化
[00:04:40.360 --> 00:04:45.360]  大約在公元前2300多年的時候
[00:04:45.360 --> 00:04:48.360]  每個人的印記都是獨特的
[00:04:48.360 --> 00:04:54.360]  就好像今天每個人的指紋是獨一無二的一樣
[00:04:54.360 --> 00:04:56.360]  早在聖經第一卷書
[00:04:56.360 --> 00:04:59.360]  《創世紀》38章18節
[00:04:59.360 --> 00:05:04.360]  已經有記載這個印記這個字
[00:05:04.360 --> 00:05:07.360]  《創世紀》裏面記述
[00:05:07.360 --> 00:05:10.360]  尤大的媳婦他馬
[00:05:10.360 --> 00:05:16.360]  當日要向尤大要她的印作為一個當頭
[00:05:16.360 --> 00:05:21.360]  和合本所寫的當頭是甚麼意思呢
[00:05:21.360 --> 00:05:25.360]  就是解作抵押、保證
[00:05:25.360 --> 00:05:27.360]  在舊約聖經裏面
[00:05:27.360 --> 00:05:32.360]  抵押品可以是私人的物品、物業
[00:05:32.360 --> 00:05:36.360]  甚至是一個擔保人所講的一番話
[00:05:36.360 --> 00:05:39.360]  而《創世紀》所記載這個印
[00:05:39.360 --> 00:05:41.360]  就是雕刻的印章
[00:05:41.360 --> 00:05:45.360]  在當時古近東是相當流行的
[00:05:45.360 --> 00:05:47.360]  主要的用途和今天差不多
[00:05:47.360 --> 00:05:53.360]  都是作為一個保證、抵押的作用
[00:05:53.360 --> 00:05:58.360]  這個印當時他馬尤大媳婦要向他拿這個印
[00:05:58.360 --> 00:06:01.360]  其實就是日後他要為自己伸冤的時候
[00:06:01.360 --> 00:06:05.360]  拿這個印出來表達
[00:06:05.360 --> 00:06:09.360]  這個印就是代表尤大他自己
[00:06:09.360 --> 00:06:12.360]  當人見到這個印的時候
[00:06:12.360 --> 00:06:19.360]  他就知道這個印是屬於尤大的
[00:06:19.360 --> 00:06:21.360]  《雅各書》裏面
[00:06:21.360 --> 00:06:27.360]  女主角要求她的丈夫將她放在心上如印記
[00:06:27.360 --> 00:06:30.360]  表示是她自己將自己
[00:06:30.360 --> 00:06:32.360]  將整個人交給他
[00:06:32.360 --> 00:06:37.360]  亦都希望對方全然地擁有她
[00:06:37.360 --> 00:06:41.360]  在《聖經新譯本》有這樣的演繹
[00:06:41.360 --> 00:06:45.360]  在《螢光幕》我們可以一起讀這節的經文
[00:06:45.360 --> 00:06:48.360]  都是《雅各書》八章六節一起讀
[00:06:48.360 --> 00:06:52.360]  願你的心指向我闖開
[00:06:52.360 --> 00:06:57.360]  願你的手臂指擁抱我
[00:06:57.360 --> 00:07:02.360]  在這裏如果心是代表人的思想
[00:07:02.360 --> 00:07:06.360]  臂是代表人的身體
[00:07:06.360 --> 00:07:12.360]  心和臂就是代表整個人
[00:07:12.360 --> 00:07:14.360]  這裏的意思是
[00:07:14.360 --> 00:07:18.360]  女主角很想成為對方的全部
[00:07:18.360 --> 00:07:24.360]  表示她對丈夫完全的信任和毁心
[00:07:24.360 --> 00:07:28.360]  這節的經文亦都讓我們聯想到
[00:07:28.360 --> 00:07:31.360]  亞當看見夏娃的時候
[00:07:31.360 --> 00:07:33.360]  衝口而出的第一句話
[00:07:33.360 --> 00:07:40.360]  「這是我骨中的骨 肉中的肉」
[00:07:40.360 --> 00:07:43.360]  《聖經》提倡的男女相愛
[00:07:43.360 --> 00:07:50.360]  本來就是要成為彼此生命和心靈的一部分
[00:07:50.360 --> 00:07:53.360]  彼此成為對方的印記
[00:07:53.360 --> 00:07:58.360]  是一世的
[00:07:58.360 --> 00:08:03.360]  女主角為何要男主角將她放在心上如印記呢?
[00:08:03.360 --> 00:08:07.360]  答案就在接著那兩句話
[00:08:07.360 --> 00:08:10.360]  在八章六節的下半部分
[00:08:10.360 --> 00:08:12.360]  女主角這樣說
[00:08:12.360 --> 00:08:16.360]  因為愛情如死之堅強
[00:08:16.360 --> 00:08:20.360]  窒恨如陰間之殘忍
[00:08:20.360 --> 00:08:25.360]  所發的電光是火焰
[00:08:25.360 --> 00:08:28.360]  愛情如死亡一樣堅強
[00:08:28.360 --> 00:08:32.360]  表示愛情的力量很強大
[00:08:32.360 --> 00:08:35.360]  這裏用了一個比較的用法
[00:08:35.360 --> 00:08:42.360]  正因為死亡的力量是無法抵擋、戰勝甚至征服的
[00:08:42.360 --> 00:08:48.360]  女主角說到愛情的力量是大到無人能敵
[00:08:48.360 --> 00:08:51.360]  就如死亡一樣
[00:08:51.360 --> 00:08:54.360]  在猶太人的傳統裏面
[00:08:54.360 --> 00:09:02.360]  他們認為愛和死是反映著神給以色列第一條的命令裏面
[00:09:02.360 --> 00:09:04.360]  請聽我讀出
[00:09:04.360 --> 00:09:10.360]  在《生命紀錄》章四至五節記載了這一條命令
[00:09:10.360 --> 00:09:17.360]  「以色列啊,你要聽耶和華我們神是獨一的主」
[00:09:17.360 --> 00:09:26.360]  「你要盡心、盡性、盡力愛耶和華你的神」
[00:09:26.360 --> 00:09:30.360]  這裏說到用盡心去愛神
[00:09:30.360 --> 00:09:33.360]  是表示從裏面的感情
[00:09:33.360 --> 00:09:35.360]  我們內在的感情
[00:09:35.360 --> 00:09:38.360]  到外在的行動
[00:09:38.360 --> 00:09:43.360]  都是表達愛神的
[00:09:43.360 --> 00:09:46.360]  用盡性去愛神
[00:09:46.360 --> 00:09:51.360]  這個盡性是在表示我們的靈魂
[00:09:51.360 --> 00:09:53.360]  表示愛神去到一個地步
[00:09:53.360 --> 00:09:56.360]  就算神要取我的靈魂
[00:09:56.360 --> 00:10:00.360]  我都可以給他
[00:10:00.360 --> 00:10:05.360]  即是肉體上的死為主殉道
[00:10:05.360 --> 00:10:10.360]  亦都可以指到自我的死
[00:10:10.360 --> 00:10:14.360]  讓我的自我的意念或慾望
[00:10:14.360 --> 00:10:21.360]  藉著妄想和基督教的禮儀去馴服神的旨意
[00:10:21.360 --> 00:10:26.360]  在《雅歌》裏面不斷出現我的心
[00:10:26.360 --> 00:10:34.360]  和猶太人裏面所說的盡性是同一個字
[00:10:34.360 --> 00:10:37.360]  我們不難理解猶太人為何
[00:10:37.360 --> 00:10:42.360]  看《雅歌》成為一首神聖之歌
[00:10:42.360 --> 00:10:44.360]  因為在《雅歌》裏面
[00:10:44.360 --> 00:10:51.360]  猶太人看到神和人之間的愛
[00:10:51.360 --> 00:10:56.360]  今日你對神的愛是怎樣的呢?
[00:10:56.360 --> 00:11:04.360]  你是否盡心盡性去愛神呢?
[00:11:04.360 --> 00:11:06.360]  在《雅歌》裏面
[00:11:06.360 --> 00:11:12.360]  妻子表示她將自己整個人交給丈夫
[00:11:12.360 --> 00:11:19.360]  亦都希望丈夫擁有她整個人
[00:11:19.360 --> 00:11:22.360]  這個互相的屬於對方
[00:11:22.360 --> 00:11:25.360]  只是屬於對方一個人
[00:11:25.360 --> 00:11:29.360]  這個承諾是一生一世的
[00:11:29.360 --> 00:11:32.360]  正因為這個彼此相屬
[00:11:32.360 --> 00:11:35.360]  彼此互屬的承諾
[00:11:35.360 --> 00:11:39.360]  這份愛是排他的
[00:11:39.360 --> 00:11:44.360]  是不容許有第三個人進入婚姻裏面
[00:11:44.360 --> 00:11:47.360]  當察覺有人想介入婚姻的時候
[00:11:47.360 --> 00:11:51.360]  很自然就會有嫉妒
[00:11:51.360 --> 00:11:53.360]  我今日想說
[00:11:53.360 --> 00:11:59.360]  愛情和嫉妒都是神賜予人的
[00:11:59.360 --> 00:12:04.360]  目的是要保護婚姻
[00:12:04.360 --> 00:12:07.360]  根據《雅歌》書裏的定義
[00:12:07.360 --> 00:12:09.360]  婚姻之間的疾度
[00:12:09.360 --> 00:12:13.360]  和人際之間的疾度有點不同
[00:12:13.360 --> 00:12:16.360]  人際之間的疾度通常解作
[00:12:16.360 --> 00:12:18.360]  當別人比自己更厲害
[00:12:18.360 --> 00:12:22.360]  我們會產生一些悼恨的心理狀態
[00:12:22.360 --> 00:12:28.360]  生氣、不忿、妒忌的意思
[00:12:28.360 --> 00:12:32.360]  但《雅歌》書的八章六節的疾度
[00:12:32.360 --> 00:12:36.360]  是說一份堅定的忠誠
[00:12:36.360 --> 00:12:40.360]  不是出自自私的野心
[00:12:40.360 --> 00:12:43.360]  也只有這一份忠誠
[00:12:43.360 --> 00:12:46.360]  才能夠正確地描述
[00:12:46.360 --> 00:12:48.360]  人和神
[00:12:48.360 --> 00:12:53.360]  和人和配偶之間的關係
[00:12:53.360 --> 00:12:56.360]  聖經裏面認同疾度
[00:12:56.360 --> 00:13:02.360]  是屬於夫妻之間一個獨自佔有對方的權利
[00:13:02.360 --> 00:13:06.360]  和人際之間的疾度是不同的
[00:13:06.360 --> 00:13:08.360]  婚姻裏面這份疾度
[00:13:08.360 --> 00:13:11.360]  這份堅定的忠誠
[00:13:11.360 --> 00:13:19.360]  是要防止有其他人奪取這麼重要的關係
[00:13:19.360 --> 00:13:21.360]  《雅歌》書告訴我們
[00:13:21.360 --> 00:13:28.360]  女性是可以主動向你的配偶表達愛的心聲
[00:13:28.360 --> 00:13:31.360]  正如剛才八章六節所說
[00:13:31.360 --> 00:13:35.360]  你可以向丈夫表達
[00:13:35.360 --> 00:13:40.360]  但願我在你的心上如印記
[00:13:40.360 --> 00:13:41.360]  如果你是太太
[00:13:41.360 --> 00:13:45.360]  你今晚回去試試跟丈夫說
[00:13:45.360 --> 00:13:49.360]  願我都成為你的卓記
[00:13:49.360 --> 00:13:55.360]  和身上的印記
[00:13:55.360 --> 00:14:00.360]  有時候我們做太太的時候
[00:14:00.360 --> 00:14:06.360]  未必有機會去表達情感
[00:14:06.360 --> 00:14:08.360]  反而放在心裏
[00:14:08.360 --> 00:14:09.360]  自己嘰哩咕嚕
[00:14:09.360 --> 00:14:12.360]  整天在抱怨
[00:14:12.360 --> 00:14:15.360]  但我預備講章的時候
[00:14:15.360 --> 00:14:17.360]  看到一個公式
[00:14:17.360 --> 00:14:19.360]  原來我也有用過
[00:14:19.360 --> 00:14:21.360]  想介紹給大家
[00:14:21.360 --> 00:14:26.360]  叫做XYZ公式
[00:14:26.360 --> 00:14:28.360]  是怎樣的呢
[00:14:28.360 --> 00:14:30.360]  就是將這個XYZ
[00:14:30.360 --> 00:14:33.360]  好像一個行動的步驟
[00:14:33.360 --> 00:14:39.360]  在你的腦海裏面做一個填充題
[00:14:39.360 --> 00:14:42.360]  譬如在處境中的X
[00:14:42.360 --> 00:14:46.360]  你會做到Y
[00:14:46.360 --> 00:14:49.360]  我感到sad
[00:14:49.360 --> 00:14:51.360]  知道我在說甚麼嗎
[00:14:51.360 --> 00:14:53.360]  其實不知道
[00:14:53.360 --> 00:14:55.360]  但我要舉個例
[00:14:55.360 --> 00:14:58.360]  最近我在社交媒體
[00:14:58.360 --> 00:15:00.360]  看到我的丈夫
[00:15:00.360 --> 00:15:02.360]  他會不時發帖文
[00:15:02.360 --> 00:15:04.360]  有時候發故事
[00:15:04.360 --> 00:15:07.360]  有時候發圖片
[00:15:07.360 --> 00:15:10.360]  我看到有一群人
[00:15:10.360 --> 00:15:12.360]  他發了一些東西
[00:15:12.360 --> 00:15:18.360]  他對弟兄姊妹的稱呼
[00:15:18.360 --> 00:15:21.360]  令我有點不舒服
[00:15:21.360 --> 00:15:25.360]  因為我覺得稱呼應該只屬於我
[00:15:25.360 --> 00:15:27.360]  如果是以前
[00:15:27.360 --> 00:15:31.360]  我會覺得自己不開心
[00:15:31.360 --> 00:15:32.360]  放在心裏
[00:15:32.360 --> 00:15:37.360]  但我嘗試了這個XYZ的做法
[00:15:37.360 --> 00:15:38.360]  我填充了
[00:15:38.360 --> 00:15:41.360]  我跟他面對面說
[00:15:41.360 --> 00:15:43.360]  那天在處境中
[00:15:43.360 --> 00:15:44.360]  是甚麼處境呢
[00:15:44.360 --> 00:15:46.360]  我要填充X
[00:15:46.360 --> 00:15:50.360]  那天你在社交媒體
[00:15:50.360 --> 00:15:52.360]  發了一張圖片
[00:15:52.360 --> 00:15:54.360]  你做了一個Y
[00:15:54.360 --> 00:15:57.360]  你寫了一句稱呼
[00:15:57.360 --> 00:15:58.360]  因為那件事解決了
[00:15:58.360 --> 00:16:00.360]  連那個稱呼是甚麼都忘記了
[00:16:00.360 --> 00:16:02.360]  證明是成功的
[00:16:02.360 --> 00:16:04.360]  那個稱呼
[00:16:04.360 --> 00:16:06.360]  當時來說我是很介意的
[00:16:06.360 --> 00:16:08.360]  你這樣稱呼那個團友
[00:16:08.360 --> 00:16:10.360]  我感到sad
[00:16:10.360 --> 00:16:12.360]  我又填充了
[00:16:12.360 --> 00:16:14.360]  我感到不開心
[00:16:14.360 --> 00:16:19.360]  我覺得那個稱呼只是屬於我
[00:16:19.360 --> 00:16:20.360]  說出來之後
[00:16:20.360 --> 00:16:21.360]  丈夫真的說
[00:16:21.360 --> 00:16:22.360]  那好吧
[00:16:22.360 --> 00:16:26.360]  我刪除了那張圖片
[00:16:26.360 --> 00:16:28.360]  其實我之前不是馬上就說的
[00:16:28.360 --> 00:16:30.360]  因為我發覺
[00:16:30.360 --> 00:16:32.360]  我們的溝通
[00:16:32.360 --> 00:16:34.360]  未必常常都會這樣
[00:16:34.360 --> 00:16:35.360]  我可以這麼坦白
[00:16:35.360 --> 00:16:40.360]  說出自己心裏不喜歡的事
[00:16:40.360 --> 00:16:42.360]  因為我怕說出來
[00:16:42.360 --> 00:16:44.360]  他會覺得我這麼小器
[00:16:44.360 --> 00:16:45.360]  不大方
[00:16:45.360 --> 00:16:47.360]  或者這麼麻煩
[00:16:47.360 --> 00:16:50.360]  但我學習說出來的時候
[00:16:50.360 --> 00:16:51.360]  在這個處境
[00:16:51.360 --> 00:16:53.360]  你做了這件事
[00:16:53.360 --> 00:16:56.360]  我感到有這樣的情緒
[00:16:56.360 --> 00:16:58.360]  我跟他說的時候
[00:16:58.360 --> 00:17:04.360]  發覺真的可以解決了問題
[00:17:04.360 --> 00:17:06.360]  當然相反
[00:17:06.360 --> 00:17:12.360]  丈夫也可以這樣跟妻子說
[00:17:12.360 --> 00:17:14.360]  我們都學習去表達
[00:17:14.360 --> 00:17:17.360]  我們自己的情感
[00:17:17.360 --> 00:17:21.360]  每個人表達情感的強度都不同
[00:17:21.360 --> 00:17:22.360]  我想跟大家分享
[00:17:22.360 --> 00:17:25.360]  有1至10個的程度
[00:17:25.360 --> 00:17:26.360]  意思就是說
[00:17:26.360 --> 00:17:29.360]  10是最強烈的
[00:17:29.360 --> 00:17:30.360]  我們試試看
[00:17:30.360 --> 00:17:31.360]  一看一看
[00:17:31.360 --> 00:17:35.360]  會不會有你最近遇到的情感呢?
[00:17:35.360 --> 00:17:37.360]  第一
[00:17:37.360 --> 00:17:40.360]  可能遇到一個會窒度的情況
[00:17:40.360 --> 00:17:43.360]  就是說了之後
[00:17:43.360 --> 00:17:45.360]  或者你表達的時候
[00:17:45.360 --> 00:17:48.360]  對方會說
[00:17:48.360 --> 00:17:49.360]  或者你自己覺得
[00:17:49.360 --> 00:17:51.360]  我覺得沒什麼
[00:17:51.360 --> 00:17:54.360]  所以都不會很介意
[00:17:54.360 --> 00:17:55.360]  第二就是
[00:17:55.360 --> 00:17:58.360]  我不像你這樣想
[00:17:58.360 --> 00:18:00.360]  我雖然可能有錯
[00:18:00.360 --> 00:18:02.360]  第三
[00:18:02.360 --> 00:18:03.360]  我不同意
[00:18:03.360 --> 00:18:05.360]  但我可以容忍
[00:18:05.360 --> 00:18:06.360]  第四
[00:18:06.360 --> 00:18:07.360]  我不同意
[00:18:07.360 --> 00:18:11.360]  但我可以讓你有你自己的風格
[00:18:11.360 --> 00:18:12.360]  第五
[00:18:12.360 --> 00:18:14.360]  我不同意
[00:18:14.360 --> 00:18:17.360]  但我不會不出聲
[00:18:17.360 --> 00:18:18.360]  第六
[00:18:18.360 --> 00:18:20.360]  我不同意
[00:18:20.360 --> 00:18:21.360]  也不認可
[00:18:21.360 --> 00:18:24.360]  我需要很多時間再想想
[00:18:24.360 --> 00:18:25.360]  第七
[00:18:25.360 --> 00:18:27.360]  我強烈不同意
[00:18:27.360 --> 00:18:29.360]  也不能夠容忍
[00:18:29.360 --> 00:18:30.360]  第八
[00:18:30.360 --> 00:18:33.360]  我會發瘋
[00:18:33.360 --> 00:18:34.360]  我預計不到
[00:18:34.360 --> 00:18:36.360]  我會有什麼反應
[00:18:36.360 --> 00:18:37.360]  第九
[00:18:37.360 --> 00:18:38.360]  不能商量
[00:18:38.360 --> 00:18:40.360]  如果你這樣做
[00:18:40.360 --> 00:18:41.360]  我就離開
[00:18:41.360 --> 00:18:43.360]  第十
[00:18:43.360 --> 00:18:46.360]  打死我都不改
[00:18:46.360 --> 00:18:47.360]  這個程度
[00:18:47.360 --> 00:18:48.360]  是正反映著
[00:18:48.360 --> 00:18:50.360]  可能我們面對的問題
[00:18:50.360 --> 00:18:51.360]  有這些
[00:18:51.360 --> 00:18:54.360]  就是從輕至重的程度
[00:18:54.360 --> 00:18:56.360]  我看過一個研究就是說
[00:18:56.360 --> 00:18:59.360]  如果你達到第八以上
[00:18:59.360 --> 00:19:02.360]  就是屬於很嚴重的了
[00:19:02.360 --> 00:19:05.360]  你就更加需要花多一點時間
[00:19:05.360 --> 00:19:10.360]  面對面去跟配偶商量
[00:19:10.360 --> 00:19:15.360]  甚至可以找輔導員幫助你
[00:19:15.360 --> 00:19:19.360]  原來表白可能都很難
[00:19:19.360 --> 00:19:21.360]  當初你去對方表白
[00:19:21.360 --> 00:19:23.360]  是不容易
[00:19:23.360 --> 00:19:27.360]  但要具體表白的情感
[00:19:27.360 --> 00:19:30.360]  我們真的要去學習
[00:19:30.360 --> 00:19:34.360]  因為疾度在一段關係裏
[00:19:34.360 --> 00:19:38.360]  其實是很嚴重影響我們的日常生活
[00:19:38.360 --> 00:19:41.360]  《針研書》有兩處地方
[00:19:41.360 --> 00:19:45.360]  講到疾度對人的影響
[00:19:45.360 --> 00:19:48.360]  我們看第一個記載
[00:19:48.360 --> 00:19:51.360]  在《針研書》十四章三十節
[00:19:51.360 --> 00:19:53.360]  我們一起讀
[00:19:53.360 --> 00:19:57.360]  心中安靜是肉體的生命
[00:19:57.360 --> 00:20:01.360]  疾度是骨中的瘤爛
[00:20:01.360 --> 00:20:02.360]  這裏講到
[00:20:02.360 --> 00:20:05.360]  如果我們的內心有安寧
[00:20:05.360 --> 00:20:07.360]  有一份平靜、平安
[00:20:07.360 --> 00:20:11.360]  我們整個人都會很健康
[00:20:11.360 --> 00:20:16.360]  好像先頭主席Chase傳道
[00:20:16.360 --> 00:20:22.360]  希望大家身體健康
[00:20:22.360 --> 00:20:26.360]  還是敬拜隊的主席?
[00:20:26.360 --> 00:20:28.360]  敬拜隊的主席
[00:20:28.360 --> 00:20:30.360]  希望我們身體健康
[00:20:30.360 --> 00:20:34.360]  原來心中的安靜是肉體的生命
[00:20:34.360 --> 00:20:37.360]  我們有一個身心靈的健康
[00:20:37.360 --> 00:20:41.360]  但當有疾度情緒的時候
[00:20:41.360 --> 00:20:44.360]  會令到我們骨中的瘤爛
[00:20:44.360 --> 00:20:48.360]  瘤爛是侵蝕、腐蝕的意思
[00:20:48.360 --> 00:20:53.360]  會令到整個人很辛苦
[00:20:53.360 --> 00:20:55.360]  好像被侵蝕
[00:20:55.360 --> 00:20:57.360]  沒有能量
[00:20:57.360 --> 00:21:01.360]  非常痛苦的狀態
[00:21:01.360 --> 00:21:03.360]  另一個經文我沒有打出來
[00:21:03.360 --> 00:21:07.360]  在《針研》二十七篇四節
[00:21:07.360 --> 00:21:09.360]  請聽我讀
[00:21:09.360 --> 00:21:11.360]  憤怒為殘忍
[00:21:11.360 --> 00:21:13.360]  怒氣為狂瀾
[00:21:13.360 --> 00:21:19.360]  唯有疾度誰能抵得住呢?
[00:21:19.360 --> 00:21:21.360]  《針研》告訴我們
[00:21:21.360 --> 00:21:24.360]  疾度是對抗不了的
[00:21:24.360 --> 00:21:27.360]  當有疾度在心中的時候
[00:21:27.360 --> 00:21:31.360]  我們要快快地處理
[00:21:31.360 --> 00:21:32.360]  《雅歌書》提到
[00:21:32.360 --> 00:21:35.360]  疾恨如陰間之殘忍
[00:21:35.360 --> 00:21:42.360]  殘忍本身是解作困難、堅硬和嚴厲
[00:21:42.360 --> 00:21:44.360]  可想而知
[00:21:44.360 --> 00:21:47.360]  當一段婚姻關係裡
[00:21:47.360 --> 00:21:50.360]  疾度沒有處理的時候
[00:21:50.360 --> 00:21:52.360]  會很辛苦
[00:21:52.360 --> 00:21:53.360]  因為要說到
[00:21:53.360 --> 00:21:55.360]  如陰間之殘忍
[00:21:55.360 --> 00:21:57.360]  是很大的困難
[00:21:57.360 --> 00:21:59.360]  是很堅硬
[00:21:59.360 --> 00:22:01.360]  是很嚴厲
[00:22:01.360 --> 00:22:04.360]  影響到日常生活
[00:22:04.360 --> 00:22:07.360]  影響到你的思考
[00:22:07.360 --> 00:22:13.360]  雖然疾恨是一個很強烈的情緒
[00:22:13.360 --> 00:22:20.360]  但目的是為了防止別人奪取一段很重要的關係
[00:22:20.360 --> 00:22:22.360]  要提醒我們
[00:22:22.360 --> 00:22:23.360]  在婚姻裡
[00:22:23.360 --> 00:22:26.360]  夫婦兩個人要一起去守護
[00:22:26.360 --> 00:22:30.360]  去保護這一段關係
[00:22:30.360 --> 00:22:35.360]  不要怕對方聽了你的情感表白的時候
[00:22:35.360 --> 00:22:37.360]  那種反應
[00:22:37.360 --> 00:22:40.360]  可能很多時候你會想
[00:22:40.360 --> 00:22:43.360]  我怕他不喜歡我這樣說
[00:22:43.360 --> 00:22:47.360]  或者我怕他不接納我
[00:22:47.360 --> 00:22:49.360]  在今天
[00:22:49.360 --> 00:22:53.360]  我們要學會表白心裡的情感
[00:22:53.360 --> 00:22:59.360]  一起去保護這個彼此相熟的關係
[00:22:59.360 --> 00:23:06.360]  你願意多一點向你的配偶表白你的情感嗎?
[00:23:06.360 --> 00:23:13.360]  你願意一起去保護你們的感情嗎?
[00:23:13.360 --> 00:23:18.360]  在聖經出埃及記二十章五節
[00:23:18.360 --> 00:23:22.360]  看到神是忌邪的神
[00:23:22.360 --> 00:23:24.360]  祂會嫉妒
[00:23:24.360 --> 00:23:27.360]  這個和人的嫉妒有不同
[00:23:27.360 --> 00:23:29.360]  神之所以嫉妒
[00:23:29.360 --> 00:23:32.360]  是建基於一個聖約的觀念
[00:23:32.360 --> 00:23:35.360]  神聖的約
[00:23:35.360 --> 00:23:37.360]  這裡說到以色列人
[00:23:37.360 --> 00:23:38.360]  拜假神
[00:23:38.360 --> 00:23:40.360]  拜偶像
[00:23:40.360 --> 00:23:42.360]  拜巴力的時候
[00:23:42.360 --> 00:23:44.360]  他們就是背棄了神
[00:23:44.360 --> 00:23:47.360]  破壞了這個聖約
[00:23:47.360 --> 00:23:53.360]  違背了當初和神之間所納下的約
[00:23:53.360 --> 00:23:57.360]  神就因此會嫉妒
[00:23:57.360 --> 00:24:00.360]  在撒加利亞書裡面這樣說
