
[00:00:00.000 --> 00:00:04.600]  我分享一件令我比較尷尬的事
[00:03:35.200 --> 00:03:37.200]  就講到那時候的門徒
[00:03:37.200 --> 00:03:39.200]  去到安提阿的聚會
[00:03:39.200 --> 00:03:42.200]  安提阿的地方就是今天的敘利亞
[00:03:42.200 --> 00:03:45.200]  差不多在地中海沿岸
[00:03:45.200 --> 00:03:47.200]  轉彎就是小亞細亞
[00:03:47.200 --> 00:03:49.200]  再去就是歐洲
[00:03:49.200 --> 00:03:52.200]  所以那個地方是一個交通要道
[00:03:52.200 --> 00:03:55.200]  所以傳福音是一個很方便的地方
[00:03:55.200 --> 00:03:57.200]  聖經當中提到
[00:03:57.200 --> 00:04:00.200]  你留意《使徒行傳》要分兩段
[00:04:00.200 --> 00:04:03.200]  一到十二章就講到耶路撒冷
[00:04:03.200 --> 00:04:04.200]  聖靈降臨
[00:04:04.200 --> 00:04:05.200]  教會興起
[00:04:05.200 --> 00:04:08.200]  彼得去傳福音
[00:04:08.200 --> 00:04:10.200]  教會蒙碧白
[00:04:10.200 --> 00:04:12.200]  第三章好像換了主角
[00:04:12.200 --> 00:04:16.200]  就開始是保羅和他的團隊的福音故事
[00:04:16.200 --> 00:04:19.200]  所以第十三章是一個轉捩點
[00:04:19.200 --> 00:04:22.200]  第十三章開頭頭四節
[00:04:22.200 --> 00:04:24.200]  就講到有四個人
[00:04:24.200 --> 00:04:27.200]  他們一起祈禱
[00:04:27.200 --> 00:04:31.200]  一起向上帝猜險
[00:04:31.200 --> 00:04:34.200]  猜險巴拿巴和保羅
[00:04:34.200 --> 00:04:37.200]  你有沒有留意那四個人?
[00:04:37.200 --> 00:04:39.200]  看清楚
[00:04:39.200 --> 00:04:41.200]  一個叫彌潔的西面
[00:04:41.200 --> 00:04:44.200]  彌潔其實是當時的拼音
[00:04:44.200 --> 00:04:46.200]  原文的意思是黑人
[00:04:46.200 --> 00:04:47.200]  黑咪咪
[00:04:47.200 --> 00:04:49.200]  一個黑咪咪的西面
[00:04:49.200 --> 00:04:51.200]  和古里內人的路球
[00:04:51.200 --> 00:04:53.200]  古里內人是北非的地方
[00:04:53.200 --> 00:04:54.200]  是非洲人
[00:04:54.200 --> 00:04:56.200]  所以在聖經學者會覺得
[00:04:56.200 --> 00:04:59.200]  這兩個人可能是非洲人
[00:04:59.200 --> 00:05:00.200]  甚至是黑人
[00:05:00.200 --> 00:05:03.200]  甚至有些聖經學者認為
[00:05:03.200 --> 00:05:06.200]  當日耶穌釘十字架的時候
[00:05:06.200 --> 00:05:08.200]  耶穌背不起十字架
[00:05:08.200 --> 00:05:10.200]  隨便找一個
[00:05:10.200 --> 00:05:12.200]  不要說謬理
[00:05:12.200 --> 00:05:13.200]  路過的人
[00:05:13.200 --> 00:05:15.200]  幫耶穌背十字架
[00:05:15.200 --> 00:05:19.200]  這個叫古里內人的西面
[00:05:19.200 --> 00:05:21.200]  所以聖經學者就會認為
[00:05:21.200 --> 00:05:23.200]  這個可能就是當日
[00:05:23.200 --> 00:05:26.200]  幫耶穌背十字架的古里內人西面
[00:05:26.200 --> 00:05:27.200]  記住
[00:05:27.200 --> 00:05:28.200]  古里內人的西面
[00:05:28.200 --> 00:05:30.200]  本身是一個非洲人
[00:05:30.200 --> 00:05:32.200]  去到耶路撒冷
[00:05:32.200 --> 00:05:34.200]  去到找工作
[00:05:34.200 --> 00:05:36.200]  或者碰碰運氣
[00:05:36.200 --> 00:05:37.200]  賺錢
[00:05:37.200 --> 00:05:39.200]  俗稱外勞
[00:05:39.200 --> 00:05:41.200]  其實這些是外勞
[00:05:41.200 --> 00:05:43.200]  第二群人
[00:05:43.200 --> 00:05:45.200]  就是保羅
[00:05:45.200 --> 00:05:46.200]  保羅
[00:05:46.200 --> 00:05:47.200]  當時教會
[00:05:47.200 --> 00:05:48.200]  說他信耶穌
[00:05:48.200 --> 00:05:50.200]  這麼神奇
[00:05:50.200 --> 00:05:52.200]  之前還扼殺倫敦
[00:05:52.200 --> 00:05:53.200]  捉基督徒
[00:05:53.200 --> 00:05:54.200]  基督徒所監
[00:05:54.200 --> 00:05:55.200]  又說信耶穌
[00:05:55.200 --> 00:05:57.200]  是不是奸細
[00:05:57.200 --> 00:05:58.200]  根據聖經說
[00:05:58.200 --> 00:06:00.200]  那些人最初不敢接待保羅
[00:06:00.200 --> 00:06:02.200]  這個是不是
[00:06:02.200 --> 00:06:04.200]  戳背脊那個
[00:06:04.200 --> 00:06:06.200]  是不是無間道
[00:06:06.200 --> 00:06:08.200]  所以沒有人敢碰保羅
[00:06:08.200 --> 00:06:10.200]  第三個
[00:06:10.200 --> 00:06:13.200]  叫做與希律王同養的馬念
[00:06:13.200 --> 00:06:15.200]  什麼叫同養
[00:06:15.200 --> 00:06:19.200]  同養就是陪太子讀書
[00:06:19.200 --> 00:06:20.200]  你知道是什麼嗎
[00:06:20.200 --> 00:06:21.200]  就是貴族
[00:06:21.200 --> 00:06:23.200]  希望找些人幫忙讀書
[00:06:23.200 --> 00:06:24.200]  陪太子讀書
[00:06:24.200 --> 00:06:26.200]  其實這些人很慘
[00:06:26.200 --> 00:06:27.200]  表面風光
[00:06:27.200 --> 00:06:28.200]  內裡坎坷
[00:06:28.200 --> 00:06:29.200]  為什麼
[00:06:29.200 --> 00:06:31.200]  他們無名無分
[00:06:31.200 --> 00:06:33.200]  一般官職
[00:06:33.200 --> 00:06:34.200]  表面風光
[00:06:34.200 --> 00:06:37.200]  但內裡好像虛虛浮浮
[00:06:37.200 --> 00:06:43.200]  於是那些人都有點失落
[00:06:43.200 --> 00:06:45.200]  你看這個祈禱會
[00:06:45.200 --> 00:06:48.200]  稍為有名的就是巴拿巴
[00:06:48.200 --> 00:06:49.200]  但很有趣
[00:06:49.200 --> 00:06:51.200]  這個雜雜的祈禱會
[00:06:51.200 --> 00:06:54.200]  這班人又黑人又外勞
[00:06:54.200 --> 00:06:56.200]  又有些失時革慢
[00:06:56.200 --> 00:06:59.200]  有些可能染了保羅
[00:06:59.200 --> 00:07:01.200]  有一個巴拿巴比較像樣
[00:07:01.200 --> 00:07:03.200]  這個祈禱會沒有大牧師
[00:07:03.200 --> 00:07:05.200]  沒有使徒彼得保羅
[00:07:05.200 --> 00:07:08.200]  沒有任何豐功偉績的人
[00:07:08.200 --> 00:07:12.200]  卻為上帝成就大事
[00:07:12.200 --> 00:07:14.200]  一個很有趣的故事記載
[00:07:14.200 --> 00:07:16.200]  為上帝成就大事
[00:07:16.200 --> 00:07:18.200]  不是出名的人
[00:07:18.200 --> 00:07:19.200]  不是出名的使徒
[00:07:19.200 --> 00:07:23.200]  甚至是一班邊緣人
[00:07:23.200 --> 00:07:25.200]  這班雜雜的人
[00:07:25.200 --> 00:07:28.200]  被人覺得奇奇怪怪的人
[00:07:28.200 --> 00:07:30.200]  居然因為這次祈禱會
[00:07:30.200 --> 00:07:32.200]  改變了宣教的方向
[00:07:32.200 --> 00:07:35.200]  甚至改變了很多人信耶穌
[00:07:35.200 --> 00:07:38.200]  外邦人信耶穌的開始
[00:07:38.200 --> 00:07:40.200]  小蘭磚第十三章到二十八章
[00:07:40.200 --> 00:07:42.200]  記載了這個祈禱會之後
[00:07:42.200 --> 00:07:46.200]  所發揮的能力
[00:07:46.200 --> 00:07:48.200]  很有意思
[00:07:48.200 --> 00:07:52.200]  今天上帝在我們當中發揮能力
[00:07:52.200 --> 00:07:55.200]  不是因為有誰出名的牧師在
[00:07:55.200 --> 00:07:57.200]  不是有誰名人信耶穌
[00:07:57.200 --> 00:07:59.200]  而是因為上帝的靈
[00:07:59.200 --> 00:08:03.200]  在你和我身上工作
[00:08:03.200 --> 00:08:04.200]  有些人說
[00:08:04.200 --> 00:08:07.200]  蘇牧師退休了,怎麼辦?
[00:08:07.200 --> 00:08:08.200]  有些人說
[00:08:08.200 --> 00:08:12.200]  大牧師退休了,怎麼辦?
[00:08:12.200 --> 00:08:15.200]  關鍵不是誰退休
[00:08:15.200 --> 00:08:19.200]  關鍵是上帝有沒有在你和我身上工作
[00:08:19.200 --> 00:08:21.200]  這就是整個經文
[00:08:21.200 --> 00:08:25.200]  想讓我們看到的圖畫現象
[00:08:25.200 --> 00:08:31.200]  在這幾年移民潮和退休潮底下
[00:08:31.200 --> 00:08:34.200]  香港沒有什麼大牧師
[00:08:34.200 --> 00:08:38.200]  你能說出的大牧師都是上古偉人
[00:08:38.200 --> 00:08:41.200]  鄧振輝不在人世
[00:08:41.200 --> 00:08:43.200]  柳振平也死了
[00:08:43.200 --> 00:08:46.200]  蕭秀華剛剛退休了
[00:08:46.200 --> 00:08:48.200]  大蘇、細蘇也退休了
[00:08:48.200 --> 00:08:51.200]  香港有誰出名的牧師?
[00:08:51.200 --> 00:08:55.200]  肯恩福說的當然不是黎家翹
[00:08:55.200 --> 00:08:57.200]  我考考你
[00:08:57.200 --> 00:09:01.200]  城鎮的堂主任是誰?
[00:09:01.200 --> 00:09:04.200]  大教會,你說不出
[00:09:04.200 --> 00:09:08.200]  我們武會倭福的堂主任呢?
[00:09:08.200 --> 00:09:10.200]  說不出
[00:09:10.200 --> 00:09:13.200]  沙鎮的堂主任呢?
[00:09:13.200 --> 00:09:15.200]  也知道的蘇嘉輝
[00:09:15.200 --> 00:09:19.200]  你發現好像香港沒有大牧師
[00:09:19.200 --> 00:09:22.200]  梁庭奕、梁永善都移民了
[00:09:22.200 --> 00:09:24.200]  那香港怎麼辦?
[00:09:24.200 --> 00:09:27.200]  有些人說香港教會未來怎麼辦?
[00:09:27.200 --> 00:09:29.200]  深思
[00:09:29.200 --> 00:09:32.200]  香港教會的未來不是有哪個牧師在
[00:09:32.200 --> 00:09:34.200]  是有沒有神在
[00:09:34.200 --> 00:09:37.200]  有沒有上帝在我們裡面工作
[00:09:37.200 --> 00:09:41.200]  這就是真正的聖經想讓我們看到的圖畫
[00:09:41.200 --> 00:09:44.200]  這群邋邋遢遢的人,上帝使用
[00:09:44.200 --> 00:09:47.200]  當然我自己的牧會經驗
[00:09:47.200 --> 00:09:49.200]  也是有相似的經驗
[00:09:49.200 --> 00:09:52.200]  我記得我90年代牧會
[00:09:52.200 --> 00:09:54.200]  1988年牧會
[00:09:54.200 --> 00:09:58.200]  我90年代在慈雲山一間教會的牧會侍奉
[00:09:58.200 --> 00:10:02.200]  那時候你知道,1989年之後很多人移民
[00:10:02.200 --> 00:10:05.200]  那間教會的執事會所有專業人士都走了
[00:10:05.200 --> 00:10:08.200]  醫生、經理、銀行高層
[00:10:08.200 --> 00:10:11.200]  全部移民,有居英權
[00:10:11.200 --> 00:10:17.200]  於是那間教會走了一半的資深執事
[00:10:17.200 --> 00:10:19.200]  然後告訴大家
[00:10:19.200 --> 00:10:22.200]  那間教會十年是教會最復興的十年
[00:10:22.200 --> 00:10:25.200]  不是說執事會全部被阻止
[00:10:25.200 --> 00:10:28.200]  只不過是那時候大家看到危機
[00:10:28.200 --> 00:10:30.200]  大家很同心去傳福音
[00:10:30.200 --> 00:10:33.200]  或者沒什麼人,沒什麼執事
[00:10:33.200 --> 00:10:37.200]  開會少了,大家專注做福音工作
[00:10:37.200 --> 00:10:39.200]  或者我們的禱告很遲
[00:10:39.200 --> 00:10:42.200]  這麼多人才沒了怎麼辦呢?
[00:10:42.200 --> 00:10:45.200]  我們就專心依靠神,專心禱告
[00:10:45.200 --> 00:10:48.200]  上帝就在當中工作
[00:10:48.200 --> 00:10:51.200]  這個就是我們要掌握的屬靈原則
[00:10:51.200 --> 00:10:56.200]  不是哪個人,哪個大牧者,哪個大領袖在那裡
[00:10:56.200 --> 00:10:58.200]  是上帝在你那裡
[00:10:58.200 --> 00:11:01.200]  接下來我們看到第二個圖畫
[00:11:01.200 --> 00:11:02.200]  第二段經文
[00:11:02.200 --> 00:11:04.200]  於是當他們禱告的時候
[00:11:04.200 --> 00:11:06.200]  聖靈感動他們
[00:11:06.200 --> 00:11:09.200]  派巴拿巴和保羅出去傳福音
[00:11:09.200 --> 00:11:12.200]  於是保羅和巴拿巴就走到居比路
[00:11:12.200 --> 00:11:14.200]  居比路就是今天的塞浦路斯
[00:11:14.200 --> 00:11:17.200]  就出現第二段經文
[00:11:17.200 --> 00:11:21.200]  就是《小圖曼傳》的13章6到12節
[00:11:21.200 --> 00:11:24.200]  我們慢慢讀完這段經文好不好?
[00:11:24.200 --> 00:11:26.200]  好,預備,1,2,3
[00:11:26.200 --> 00:11:30.200]  經過全島直到佛陀那裡
[00:11:30.200 --> 00:11:37.200]  遇見有一個法術,假充先知猶太人名叫巴耶穌
[00:11:37.200 --> 00:11:41.200]  這人常用方法,是求和睦同在
[00:11:41.200 --> 00:11:44.200]  是求保羅是個通達人
[00:11:44.200 --> 00:11:47.200]  請了巴拿巴和素羅來
[00:11:47.200 --> 00:11:53.200]  要聽神的禱,此時乃行法術的以裡馬
[00:11:53.200 --> 00:11:57.200]  這名翻出來就是行法術的意思
[00:11:57.200 --> 00:12:02.200]  迪黨使徒,要叫方法不信真道
[00:12:02.200 --> 00:12:07.200]  素羅由名保羅被聖靈充滿定正航太
[00:12:07.200 --> 00:12:12.200]  說:你這充滿各樣詭詐奸惡
[00:12:12.200 --> 00:12:15.200]  魔鬼的兒子,眾善的仇敵
[00:12:15.200 --> 00:12:19.200]  你混亂主的正道,還不止住魔
[00:12:19.200 --> 00:12:23.200]  而在主的手,加在你身上
[00:12:23.200 --> 00:12:26.200]  你要合眼,暫且不見光
[00:12:26.200 --> 00:12:30.200]  有的眼睛,立黑昏暗惡
[00:12:30.200 --> 00:12:34.200]  四下裡求仁,拉著他的手
[00:12:34.200 --> 00:12:41.200]  好了,英文講到保羅他們由安提哥
[00:12:41.200 --> 00:12:44.200]  轉到第二個地方,就是居比路
[00:12:44.200 --> 00:12:47.200]  就是今天的塞浦路斯島,地中海一個名勝
[00:12:47.200 --> 00:12:54.200]  在那裡開始遇到一個人叫巴耶穌
[00:12:54.200 --> 00:12:57.200]  這個巴耶穌這個人很奇怪
[00:12:57.200 --> 00:12:59.200]  這個人的名字有點可疑
[00:12:59.200 --> 00:13:01.200]  為什麼?聖經形容是
[00:13:01.200 --> 00:13:07.200]  行法術,假充先知的猶太人名叫巴耶穌
[00:13:07.200 --> 00:13:11.200]  第一,猶太人的規矩很嚴厲
[00:13:11.200 --> 00:13:14.200]  做猶太人一定要遵守神的律法
[00:13:14.200 --> 00:13:16.200]  不可以碰法術邪術
[00:13:16.200 --> 00:13:19.200]  猶太人又碰邪術
[00:13:19.200 --> 00:13:21.200]  最特別,他的名字叫什麼?
[00:13:21.200 --> 00:13:23.200]  巴耶穌
[00:13:23.200 --> 00:13:28.200]  你認識希伯來文,或者猶太希臘文
[00:13:28.200 --> 00:13:32.200]  你就知道,凡是叫巴,是什麼意思?
[00:13:32.200 --> 00:13:37.200]  是巴拿巴,拿巴之子
[00:13:37.200 --> 00:13:40.200]  巴拉巴,拉巴之子
[00:13:40.200 --> 00:13:43.200]  巴耶穌,就是耶穌之子
[00:13:43.200 --> 00:13:45.200]  巴就是指什麼之子
[00:13:45.200 --> 00:13:48.200]  所以巴蘇默斯,就是Watchman
[00:13:48.200 --> 00:13:52.200]  就是巴什麼的
[00:13:52.200 --> 00:13:57.200]  在過程中,好像說我是耶穌之子
[00:13:57.200 --> 00:14:01.200]  你知道那一派是耶穌紅,又復活又全變世界
[00:14:01.200 --> 00:14:04.200]  說我是耶穌之子,多Holy
[00:14:04.200 --> 00:14:07.200]  第三,聖經形容他為
[00:14:07.200 --> 00:14:11.200]  母聰先知,抬高屬靈地位
[00:14:11.200 --> 00:14:14.200]  但是很有趣
[00:14:14.200 --> 00:14:18.200]  這位母聰先知,抬高屬靈地位的人
[00:14:18.200 --> 00:14:22.200]  聖經阻礙了世求保羅信耶穌
[00:14:22.200 --> 00:14:26.200]  因為方伯是當地的行政長官
[00:14:26.200 --> 00:14:29.200]  於是保羅就咒了他
[00:14:29.200 --> 00:14:32.200]  但很有趣,保羅從頭到尾
[00:14:32.200 --> 00:14:36.200]  除了這句話,他再沒有用巴耶穌來形容他
[00:14:36.200 --> 00:14:39.200]  他用一個名字叫以呂瑪
[00:14:39.200 --> 00:14:41.200]  以呂瑪就是行法術
[00:14:41.200 --> 00:14:44.200]  行法術就是走古惑那一種
[00:14:44.200 --> 00:14:47.200]  不屑跟他說,你是巴耶穌
[00:14:47.200 --> 00:14:51.200]  因為這個緣故,保羅就在當中斥責他
[00:14:51.200 --> 00:14:54.200]  就說你充滿各樣奸惡
[00:14:54.200 --> 00:14:58.200]  魔鬼的兒子,眾善的仇敵
[00:14:58.200 --> 00:15:01.200]  他本來的名字叫巴耶穌
[00:15:01.200 --> 00:15:03.200]  好像跟耶穌很相近
[00:15:03.200 --> 00:15:06.200]  保羅就說你是魔鬼之子
[00:15:06.200 --> 00:15:08.200]  很逆轉,是不是
[00:15:08.200 --> 00:15:10.200]  本來好像跟耶穌很親近
[00:15:10.200 --> 00:15:13.200]  但原來你是魔鬼之子
[00:15:13.200 --> 00:15:16.200]  我想這位巴耶穌
[00:15:16.200 --> 00:15:20.200]  是一個借頭借路拉關係
[00:15:20.200 --> 00:15:22.200]  借頭借路借耶穌的名字
[00:15:22.200 --> 00:15:24.200]  招搖撞騙
[00:15:24.200 --> 00:15:28.200]  借頭借路行法術迷惑人心
[00:15:28.200 --> 00:15:30.200]  但被保羅識穿
[00:15:30.200 --> 00:15:34.200]  眾善的仇敵,魔鬼之子
[00:15:34.200 --> 00:15:37.200]  鬼、奸、詐的奸惡
[00:15:37.200 --> 00:15:41.200]  在過程中,保羅就在他慢了
[00:15:41.200 --> 00:15:45.200]  在這裡我們想看到一個很特別的圖畫
[00:15:45.200 --> 00:15:48.200]  有些人會拉攏關係
[00:15:48.200 --> 00:15:50.200]  證明自己多麼的實力
[00:15:50.200 --> 00:15:53.200]  拉攏關係證明自己
[00:15:53.200 --> 00:15:58.200]  可以跟我多麼的與人不同
[00:15:58.200 --> 00:16:03.200]  我記得在恩福十多年前來牧羊的時候
[00:16:03.200 --> 00:16:06.200]  在團體要處理一個案件
[00:16:06.200 --> 00:16:09.200]  有一個比較情緒化的人
[00:16:09.200 --> 00:16:13.200]  每次聚會情緒化,發作,整天都談不成
[00:16:13.200 --> 00:16:16.200]  他跟我聊天的時候
[00:16:16.200 --> 00:16:19.200]  牧師,我認識哪個牧師
[00:16:19.200 --> 00:16:22.200]  牧師,我在恩福聚會很久了
[00:16:22.200 --> 00:16:27.200]  牧師,我自己跟外面的牧師很親近
[00:16:27.200 --> 00:16:30.200]  但有一次他說了一句話,令我很詫異
[00:16:30.200 --> 00:16:36.200]  牧師,我覺得我的靈跟恩福的靈很相配
[00:16:36.200 --> 00:16:40.200]  這句話有什麼問題
[00:16:40.200 --> 00:16:43.200]  恩福有靈嗎
[00:16:43.200 --> 00:16:47.200]  你不要說這支咪很正直,因為很不正
[00:16:47.200 --> 00:16:50.200]  這張講台很光明,因為透明
[00:16:50.200 --> 00:16:53.200]  你不要這樣說話,恩福有靈嗎
[00:16:53.200 --> 00:16:57.200]  你眾人有性靈就好了,恩福有靈嗎
[00:16:57.200 --> 00:17:00.200]  好像講得很圓
[00:17:00.200 --> 00:17:03.200]  我說,姐妹,你不要亂說話,恩福哪有靈
[00:17:03.200 --> 00:17:07.200]  我們恩福是教會,建築物是沒有靈的
[00:17:07.200 --> 00:17:11.200]  有時也會的,有些人跟誰很熟
[00:17:11.200 --> 00:17:16.200]  但卻自己抬高屬靈,卻亂說一通
[00:17:16.200 --> 00:17:19.200]  拉關是抬高自己
[00:17:19.200 --> 00:17:22.200]  是不是今天有些社會嚴防呢
[00:17:22.200 --> 00:17:25.200]  但最慘是帶到教會
[00:17:25.200 --> 00:17:28.200]  有時在教會也聽到口頭禪
[00:17:28.200 --> 00:17:31.200]  有時開會大家談不攏
[00:17:31.200 --> 00:17:34.200]  或理由說服不到我時,第一句說什麼
[00:17:34.200 --> 00:17:37.200]  我由方方年代翻恩福
[00:17:37.200 --> 00:17:40.200]  我由秋創年代翻恩福
[00:17:40.200 --> 00:17:44.200]  我跟宋牧師很熟,即是大我
[00:17:44.200 --> 00:17:49.200]  這是不是王道的做法呢
[00:17:49.200 --> 00:17:53.200]  有時當你越拉關,我覺得越壓榨
[00:17:53.200 --> 00:17:56.200]  是不是今天的教會現象呢
[00:17:56.200 --> 00:18:01.200]  剛才說了,剛才的安提愛祈禱會
[00:18:01.200 --> 00:18:06.200]  無人無物,勒勒紮紮,卻為上帝成就大事
[00:18:06.200 --> 00:18:09.200]  今天我跟哪個朋友拉攏關係
[00:18:09.200 --> 00:18:12.200]  就是阻礙上帝的工作
[00:18:12.200 --> 00:18:15.200]  這是不是一個很有趣的圖畫呢
[00:18:15.200 --> 00:18:18.200]  今天你是依靠人的勢力呢
[00:18:18.200 --> 00:18:22.200]  依靠人的才能呢,人的關係,還是依靠上帝呢
[00:18:22.200 --> 00:18:25.200]  第三段經文比較長
[00:18:25.200 --> 00:18:29.200]  我不想讀完,我只選幾段
[00:18:29.200 --> 00:18:36.200]  後來保羅跟他奏奏以呂麻之後
[00:18:36.200 --> 00:18:41.200]  他就盲了,他們的團隊就去到加拉太南邊
[00:18:41.200 --> 00:18:44.200]  另一個叫安提阿的地方
[00:18:44.200 --> 00:18:47.200]  我讀給大家聽,大家慢慢,我抽讀一下
[00:18:47.200 --> 00:18:51.200]  他們來了別家往前行
[00:18:51.200 --> 00:18:54.200]  來到比西底的安提安
[00:18:54.200 --> 00:18:57.200]  就是安息日進會堂坐下
[00:18:57.200 --> 00:18:59.200]  保羅站起來舉手說
[00:18:59.200 --> 00:19:02.200]  以色列和一切敬畏神的人聽聽
[00:19:02.200 --> 00:19:06.200]  這以色列民的神揀選了我們的祖宗
[00:19:06.200 --> 00:19:08.200]  當民寄居埃及的時候
[00:19:08.200 --> 00:19:12.200]  抬舉他們,用大人的手領他們出來
[00:19:12.200 --> 00:19:13.200]  第22節
[00:19:13.200 --> 00:19:16.200]  既廢了素羅,就選了大衛作他的王
[00:19:16.200 --> 00:19:18.200]  又為他作見證
[00:19:18.200 --> 00:19:21.200]  說:我尋得耶西的兒子大衛
[00:19:21.200 --> 00:19:23.200]  他是合我心意的人
[00:19:23.200 --> 00:19:27.200]  凡事要忠行我的旨意
[00:19:27.200 --> 00:19:28.200]  接著23節
