
[00:00:00.000 --> 00:00:02.320]  我們教會在今年四月開始
[00:01:16.600 --> 00:01:18.040]  我會讀一次給大家聽聽
[00:01:18.040 --> 00:01:19.600]  這段經文說什麼
[00:01:19.600 --> 00:01:22.120]  《以忽所書》第二章一節
[00:01:22.120 --> 00:01:26.520]  「從前你們因著自己的過犯罪惡而死了
[00:01:26.520 --> 00:01:29.280]  那時你們在過犯中生活
[00:01:29.280 --> 00:01:31.400]  隨從今世的風俗
[00:01:31.400 --> 00:01:34.280]  信服空中掌權者的領袖
[00:01:34.280 --> 00:01:39.800]  就是現今在活逆人心中運行的邪靈
[00:01:39.800 --> 00:01:43.920]  我們從前也都生活在他們當中
[00:01:43.920 --> 00:01:46.120]  放縱肉體的私慾
[00:01:46.120 --> 00:01:49.360]  隨著肉體和心中的意念去做
[00:01:49.360 --> 00:01:53.160]  和別人一樣生來就是該受懲罰的人
[00:01:53.160 --> 00:01:56.960]  然而上帝有豐富的憐憫
[00:01:56.960 --> 00:01:59.560]  因著祂愛我們的大愛
[00:01:59.560 --> 00:02:03.240]  竟在我們因過犯而死的時候
[00:02:03.240 --> 00:02:06.680]  使我們與基督一同活過來
[00:02:06.680 --> 00:02:12.280]  可見你們得救是本福恩
[00:02:12.280 --> 00:02:15.080]  祂又使我們在基督耶穌裡
[00:02:15.080 --> 00:02:16.560]  與祂一同復活
[00:02:16.560 --> 00:02:18.560]  一同坐在天上
[00:02:18.560 --> 00:02:21.760]  為要把祂極豐富的恩典
[00:02:21.760 --> 00:02:24.400]  就是祂在基督耶穌裡
[00:02:24.400 --> 00:02:26.400]  向我們所施的恩慈
[00:02:26.400 --> 00:02:29.720]  顯明給後來的世代
[00:02:29.720 --> 00:02:32.400]  你們得救是本福恩
[00:02:32.400 --> 00:02:33.920]  也因著信
[00:02:33.920 --> 00:02:35.920]  這個並不是出於自己
[00:02:35.920 --> 00:02:38.400]  而是上帝所賜的
[00:02:38.400 --> 00:02:41.600]  也不是出於行為
[00:02:41.600 --> 00:02:43.840]  免得有人自誇
[00:02:43.840 --> 00:02:46.960]  我們是祂所做之物
[00:02:46.960 --> 00:02:49.520]  在基督耶穌裡創造的
[00:02:49.520 --> 00:02:51.520]  為要使我們行善
[00:02:51.520 --> 00:02:54.560]  就是上帝早已預備好
[00:02:54.560 --> 00:02:56.560]  要我們做的
[00:02:56.560 --> 00:02:58.560]  有人說
[00:02:58.560 --> 00:03:02.320]  今天的世代是一個自我的世代
[00:03:02.320 --> 00:03:05.840]  什麼都是以自己為中心
[00:03:05.840 --> 00:03:08.720]  所以我們出現了很多
[00:03:08.720 --> 00:03:13.360]  以自己為中心的成語、諺語
[00:03:13.360 --> 00:03:15.760]  就好像自強不息
[00:03:15.760 --> 00:03:17.760]  自求多福
[00:03:17.760 --> 00:03:19.280]  自力更生
[00:03:19.280 --> 00:03:20.480]  人不為己
[00:03:20.480 --> 00:03:21.840]  天誅地滅
[00:03:21.840 --> 00:03:26.640]  常常都離不開自己或自我
[00:03:26.640 --> 00:03:30.880]  但這種以自己為中心的思想
[00:03:30.880 --> 00:03:35.600]  不但不能夠讓人與人之間的關係
[00:03:35.600 --> 00:03:37.360]  可以得到緩解
[00:03:37.360 --> 00:03:42.400]  相反使人與人之間更加劍拔弩張
[00:03:42.400 --> 00:03:44.800]  事實上針鋒相對
[00:03:44.800 --> 00:03:46.800]  而國與國之間
[00:03:46.800 --> 00:03:49.200]  更加形成一種一觸即發
[00:03:49.200 --> 00:03:51.200]  隨時充滿危機
[00:03:51.200 --> 00:03:55.040]  究竟問題在哪裡呢?
[00:03:55.040 --> 00:03:59.840]  當我們嘗以自己為中心的時候
[00:03:59.840 --> 00:04:03.840]  我們為什麼會造成我們和周邊的人
[00:04:03.840 --> 00:04:06.880]  或事造成一些緊張
[00:04:06.880 --> 00:04:08.000]  今天
[00:04:08.000 --> 00:04:10.000]  我就很想和大家一起
[00:04:10.000 --> 00:04:13.120]  用《已不鎖書》第二章一到十節
[00:04:13.120 --> 00:04:16.880]  看看神在這裡跟我們說什麼
[00:04:16.880 --> 00:04:19.280]  《已不鎖》這個教會很特別
[00:04:19.280 --> 00:04:26.240]  是保羅在第二次宣教旅程回程的時候
[00:04:26.240 --> 00:04:30.160]  由哥林多到亞細亞省的時候所建立
[00:04:30.160 --> 00:04:34.400]  他在那裡放下了伯記拉和阿居拉兩夫婦
[00:04:34.400 --> 00:04:38.240]  然後他就回到耶路撒冷
[00:04:38.240 --> 00:04:39.200]  然後
[00:04:39.200 --> 00:04:44.160]  很快他又開第三次宣教旅程
[00:04:44.160 --> 00:04:46.800]  在第三次宣教旅程當中
[00:04:46.800 --> 00:04:52.080]  保羅就在已不鎖住了足足三年的時間
[00:04:52.080 --> 00:04:53.840]  如果我們看《少林寺行傳》的時候
[00:04:53.840 --> 00:04:56.800]  我們發覺保羅在他的宣教旅程裡面
[00:04:56.800 --> 00:04:59.920]  從來沒有在一個地方住了這麼久
[00:04:59.920 --> 00:05:01.760]  但是已不鎖
[00:05:01.760 --> 00:05:04.480]  他就住了足足三年
[00:05:04.480 --> 00:05:08.880]  而《已不鎖書》是保羅在上訴的時候
[00:05:08.880 --> 00:05:12.080]  在羅馬坐牢的時候
[00:05:12.080 --> 00:05:15.280]  寫給已不鎖教會
[00:05:15.280 --> 00:05:18.480]  有些人說已不鎖書不難讀
[00:05:18.480 --> 00:05:20.800]  一到三章講教義
[00:05:20.800 --> 00:05:25.920]  四到六章講一些信徒生活的原則
[00:05:25.920 --> 00:05:28.160]  但是如果我們這樣看的時候
[00:05:28.160 --> 00:05:30.880]  我們未免是過分簡單化
[00:05:30.880 --> 00:05:34.560]  因為其實已不鎖這個地方
[00:05:34.560 --> 00:05:37.280]  保羅在這裡工作實在不容易
[00:05:37.280 --> 00:05:39.200]  如果我們知道已不鎖
[00:05:39.200 --> 00:05:40.560]  它是一個什麼城市呢?
[00:05:40.560 --> 00:05:42.880]  我們就會了解多一點
[00:05:42.880 --> 00:05:47.280]  已不鎖是羅馬帝國裡面第三大的城市
[00:05:47.280 --> 00:05:50.080]  它是一個巫術的中心
[00:05:50.080 --> 00:05:54.800]  在它當中有一個亞底米女神廟
[00:05:54.800 --> 00:05:56.800]  在城市的中間裡面
[00:05:56.800 --> 00:06:01.600]  被譽為世界七大奇觀之一
[00:06:01.600 --> 00:06:04.240]  其實當保羅去到一個這樣的地方
[00:06:04.240 --> 00:06:05.920]  大家都迷信
[00:06:05.920 --> 00:06:08.960]  然後又拜亞底米女神的時候
[00:06:08.960 --> 00:06:12.160]  實在在這裡要傳福音不容易
[00:06:12.160 --> 00:06:16.320]  但是路加在《少路行傳》第十九章第十節
[00:06:16.320 --> 00:06:19.040]  這樣形容保羅在這裡的工作
[00:06:19.040 --> 00:06:21.360]  他說:這樣有兩年之久
[00:06:21.360 --> 00:06:25.200]  使一切住在亞細亞的
[00:06:25.200 --> 00:06:28.080]  無論是猶太人、希臘人
[00:06:28.080 --> 00:06:31.360]  都聽見主的道
[00:06:31.360 --> 00:06:33.200]  保羅用了兩年時間
[00:06:33.200 --> 00:06:36.080]  在這個地方將福音傳開
[00:06:36.080 --> 00:06:37.760]  無論是猶太人也好
[00:06:37.760 --> 00:06:41.120]  或者外邦希臘人也好
[00:06:41.120 --> 00:06:43.920]  他們都在這個地方聽到福音
[00:06:43.920 --> 00:06:47.920]  而且在十九章十九節
[00:06:47.920 --> 00:06:49.920]  路加更進一步告訴我們
[00:06:49.920 --> 00:06:52.480]  保羅是發生了他的果孝的福音
[00:06:52.480 --> 00:06:53.440]  為什麼呢?
[00:06:53.440 --> 00:06:54.480]  在十九節說
[00:06:54.480 --> 00:06:57.920]  又有很多的平素行邪術的人
[00:06:57.920 --> 00:07:00.240]  將他們的書拿來
[00:07:00.240 --> 00:07:03.200]  堆積在眾人面前焚燒
[00:07:03.200 --> 00:07:06.080]  他們計算當下這個書架
[00:07:06.080 --> 00:07:09.840]  得知共價五萬塊錢
[00:07:09.840 --> 00:07:11.200]  五萬塊錢
[00:07:11.200 --> 00:07:12.640]  不簡單的
[00:07:12.640 --> 00:07:14.480]  是不是?你想想
[00:07:14.480 --> 00:07:16.720]  福音在香港存了很久
[00:07:16.720 --> 00:07:18.000]  但是我們有聽過
[00:07:18.000 --> 00:07:20.240]  香港人信了耶穌之後
[00:07:20.240 --> 00:07:23.440]  將那些通聖拿出來燒了它
[00:07:23.440 --> 00:07:24.720]  沒有
[00:07:24.720 --> 00:07:27.280]  但是在以弗所這個地方
[00:07:27.280 --> 00:07:30.000]  當保羅在傳福音的時候
[00:07:30.000 --> 00:07:32.320]  那些本來信無俗的人
[00:07:32.320 --> 00:07:35.200]  他們聽了耶穌基督的福音的時候
[00:07:35.200 --> 00:07:38.080]  他們就願意將這些東西放下
[00:07:38.080 --> 00:07:39.120]  燒了它
[00:07:39.120 --> 00:07:40.800]  斷絕和他的關係
[00:07:40.800 --> 00:07:43.280]  來跟隨
[00:07:43.280 --> 00:07:46.560]  所以我們見到保羅在這裡的工作
[00:07:46.560 --> 00:07:51.120]  是很有果孝
[00:07:51.120 --> 00:07:55.120]  保羅有什麼值得我們去留意呢?
[00:07:55.120 --> 00:07:57.440]  其實在以弗所書第一章
[00:07:57.440 --> 00:08:01.840]  保羅在以弗所信徒講到預定論
[00:08:01.840 --> 00:08:06.800]  但是保羅其實是有針對性去講預定論的
[00:08:06.800 --> 00:08:09.040]  很多時候我們講到預定論的時候
[00:08:09.040 --> 00:08:10.080]  我們就會覺得
[00:08:10.080 --> 00:08:11.280]  如果神預定了
[00:08:11.280 --> 00:08:13.200]  哪些人得救哪些人不得救
[00:08:13.200 --> 00:08:15.120]  那我們就不用做任何事情了
[00:08:15.120 --> 00:08:17.360]  神定下來了
[00:08:17.360 --> 00:08:20.800]  其實保羅在第一章講預定論的時候
[00:08:20.800 --> 00:08:24.640]  是要針對在他當地一些人
[00:08:24.640 --> 00:08:29.440]  一些猶太主義的信徒
[00:08:29.440 --> 00:08:31.520]  當我們看以弗所書
[00:08:31.520 --> 00:08:32.800]  當我們看《少林寺行傳》的時候
[00:08:32.800 --> 00:08:35.360]  我們發覺保羅去宣教
[00:08:35.360 --> 00:08:37.600]  去宣教報道的時候
[00:08:37.600 --> 00:08:44.080]  保羅常常被一幫猶太信徒去追擊
[00:08:44.080 --> 00:08:47.360]  他們要求保羅傳福音給外邦人的時候
[00:08:47.360 --> 00:08:50.560]  他說你一定要幫他們行割禮
[00:08:50.560 --> 00:08:53.920]  然後他們一定要接受摩西的律法
[00:08:53.920 --> 00:08:56.240]  去守摩西的律法
[00:08:56.240 --> 00:08:58.880]  直到在《少林寺行傳》第十五章
[00:08:58.880 --> 00:09:01.440]  那次耶路撒冷大會裡面
[00:09:01.440 --> 00:09:03.440]  最終決定
[00:09:03.440 --> 00:09:06.000]  外邦人信耶穌
[00:09:06.000 --> 00:09:09.040]  不需要進行割禮
[00:09:09.040 --> 00:09:11.520]  不需要守摩西的律法
[00:09:11.520 --> 00:09:13.440]  只要他們守四樣東西
[00:09:13.440 --> 00:09:17.120]  就是不可以拜偶像
[00:09:17.120 --> 00:09:19.600]  不可以吃製偶像之物
[00:09:19.600 --> 00:09:21.040]  不可以吃血
[00:09:21.040 --> 00:09:22.240]  不可以姦淫
[00:09:22.240 --> 00:09:23.920]  就可以
[00:09:23.920 --> 00:09:25.760]  其實主要原因
[00:09:25.760 --> 00:09:28.240]  保羅在那次裡面表達了
[00:09:28.240 --> 00:09:33.120]  我們不要將我們的傳統
[00:09:33.120 --> 00:09:37.360]  成為別人去信耶穌的爛咒
[00:09:37.360 --> 00:09:39.440]  其實有時候我們都會的
[00:09:39.440 --> 00:09:40.880]  我們做了基督徒久了之後
[00:09:40.880 --> 00:09:42.720]  我們覺得做基督徒要這樣
[00:09:42.720 --> 00:09:44.320]  做基督徒要這樣
[00:09:44.320 --> 00:09:46.480]  但是對一些剛剛信的人來說
[00:09:46.480 --> 00:09:49.680]  可能就會成為他們的爛咒
[00:09:49.680 --> 00:09:52.240]  那班猶太主義者
[00:09:52.240 --> 00:09:55.440]  他們覺得他們能夠被神揀選
[00:09:55.440 --> 00:09:57.440]  是因為他們行國禮
[00:09:57.440 --> 00:09:59.200]  他們有摩西的律法
[00:09:59.200 --> 00:10:02.720]  所以他們要求外邦人都要像他們這樣
[00:10:02.720 --> 00:10:04.320]  做了一些事
[00:10:04.320 --> 00:10:06.000]  成為猶太人之後
[00:10:06.000 --> 00:10:08.960]  才可以來信耶穌
[00:10:08.960 --> 00:10:11.760]  但是保羅告訴你不是這樣
[00:10:11.760 --> 00:10:17.360]  因為我們守摩西的律法
[00:10:17.360 --> 00:10:20.160]  不是代表我們就能夠得救
[00:10:20.160 --> 00:10:25.040]  預定論是否定了人能夠藉著自己的行為
[00:10:25.040 --> 00:10:27.840]  來討神的喜悅
[00:10:27.840 --> 00:10:29.680]  得著神的救恩
[00:10:29.680 --> 00:10:32.400]  因為福音是神的工作
[00:10:32.400 --> 00:10:35.120]  而不是人的工作
[00:10:35.120 --> 00:10:37.680]  所以保羅講預定論的時候
[00:10:37.680 --> 00:10:41.200]  就是針對一班猶太主義者來說
[00:10:41.200 --> 00:10:43.920]  另外保羅也都針對一些外邦人
[00:10:43.920 --> 00:10:47.280]  因為這些外邦人他們覺得
[00:10:47.280 --> 00:10:49.920]  他們所信的神是一位真實的神
[00:10:49.920 --> 00:10:52.000]  但是保羅告訴他們
[00:10:52.000 --> 00:10:57.920]  萬有都伏在耶穌基督的腳前
[00:10:57.920 --> 00:11:00.800]  強調神藉著耶穌基督
[00:11:00.800 --> 00:11:03.520]  成為了萬有的主宰
[00:11:03.520 --> 00:11:10.160]  一切邪惡的勢力都必須降伏在耶穌的腳前
[00:11:10.160 --> 00:11:14.480]  所以耶穌就是那位唯一的神
[00:11:14.480 --> 00:11:19.200]  今天我們一起來看看第二章一到十節
[00:11:19.200 --> 00:11:21.760]  保羅要以弗所教會的信徒
[00:11:21.760 --> 00:11:30.560]  去思想他們能夠得救的原因
[00:11:30.560 --> 00:11:34.640]  並不是因為他們有什麼好行為
[00:11:34.640 --> 00:11:36.320]  或他們是好人
[00:11:36.320 --> 00:11:38.320]  以致他們能夠得救
[00:11:38.320 --> 00:11:42.480]  保羅在這裡要叫以弗所教會的信徒
[00:11:42.480 --> 00:11:47.280]  知道他們得救完全是神的恩典
[00:11:47.280 --> 00:11:49.920]  並且要相信神
[00:11:49.920 --> 00:11:53.520]  以及信服神的安排和計劃
[00:11:53.520 --> 00:11:55.200]  我們先來看第一點
[00:11:55.200 --> 00:11:57.760]  人未知神之前的情況
[00:11:57.760 --> 00:12:00.240]  我們會看二章一到三節
[00:12:00.240 --> 00:12:02.000]  我們一起慢慢來中讀
[00:12:02.000 --> 00:12:03.680]  二章一到三節
[00:12:03.680 --> 00:12:08.320]  從前你們因著自己的過犯罪惡而死了
[00:12:08.320 --> 00:12:12.240]  那時你們在過犯罪惡中生活
[00:12:12.240 --> 00:12:14.480]  隨從今世的風俗
[00:12:14.480 --> 00:12:17.600]  信服空中掌權者的領袖
[00:12:17.600 --> 00:12:21.920]  就是現今在活逆人心中迅行的邪靈
[00:12:21.920 --> 00:12:25.920]  我們從前也都生活在他們當中
[00:12:25.920 --> 00:12:28.000]  放縱肉體的私慾
[00:12:28.000 --> 00:12:31.360]  隨著肉體和心中的意念去做
[00:12:31.360 --> 00:12:32.800]  和別人一樣
[00:12:32.800 --> 00:12:38.000]  生來就是不受懲罰的人
[00:12:38.000 --> 00:12:40.160]  保羅在這裡一開始
[00:12:40.160 --> 00:12:42.480]  就叫以弗所的信徒
[00:12:42.480 --> 00:12:48.560]  去回想他們在未信主之前的光景
[00:12:48.560 --> 00:12:50.320]  保羅說他們那時是怎樣?
[00:12:50.320 --> 00:12:55.440]  都活在自己的過犯罪惡之中
[00:12:55.440 --> 00:13:00.640]  其實過犯和罪惡是同義詞
[00:13:00.640 --> 00:13:04.160]  保羅在這裡連用兩個一樣意思的詞
[00:13:04.160 --> 00:13:06.560]  他的目的是表示
[00:13:06.560 --> 00:13:11.600]  我們很多時候會在多樣的罪惡中
[00:13:11.600 --> 00:13:13.280]  舉個例
[00:13:13.280 --> 00:13:15.840]  有時候我們說謊
[00:13:15.840 --> 00:13:18.240]  大家可能覺得無傷大雅
[00:13:18.240 --> 00:13:20.320]  說謊而已
[00:13:20.320 --> 00:13:23.920]  但你知不知道說謊不是犯一樣的錯
[00:13:23.920 --> 00:13:26.080]  你是犯很多的錯
[00:13:26.080 --> 00:13:29.360]  因為說謊已經是一個罪
[00:13:29.360 --> 00:13:32.240]  那為什麼你要說謊?
[00:13:32.240 --> 00:13:34.960]  因為你想掩飾自己的問題
[00:13:34.960 --> 00:13:37.200]  遮掩自己的問題
[00:13:37.200 --> 00:13:38.560]  還有你說謊的時候
[00:13:38.560 --> 00:13:41.840]  一定會將鑊推給別人
[00:13:41.840 --> 00:13:45.040]  然後就將嫁禍給別人
[00:13:45.040 --> 00:13:47.760]  所以當你說謊的時候
[00:13:47.760 --> 00:13:51.440]  起碼可能有三樣東西
[00:13:51.440 --> 00:13:54.480]  甚至有些人說謊說到一個地步
[00:13:54.480 --> 00:13:56.400]  自己都信以為真
[00:13:56.400 --> 00:13:59.120]  自己都被騙了
[00:13:59.120 --> 00:14:01.440]  這樣就很大問題
[00:14:01.440 --> 00:14:04.320]  今天很多人都覺得說謊不是問題
[00:14:04.320 --> 00:14:07.040]  那時候都是為了人的好處
[00:14:07.040 --> 00:14:09.920]  說謊沒什麼問題
[00:14:09.920 --> 00:14:12.480]  但是說謊
[00:14:12.480 --> 00:14:14.000]  即是說謊
[00:14:14.000 --> 00:14:16.080]  這個是罪
[00:14:16.080 --> 00:14:17.920]  所以保羅告訴我們
[00:14:17.920 --> 00:14:20.080]  這個結果是什麼?
[00:14:20.080 --> 00:14:26.720]  因著自己的罪惡過犯而死了
[00:14:26.720 --> 00:14:29.920]  聖經在《羅馬書》6章23節
[00:14:29.920 --> 00:14:31.760]  很清楚告訴我們
[00:14:31.760 --> 00:14:35.680]  他說罪的功架乃是死
[00:14:35.680 --> 00:14:40.240]  但是這個不單單是指我們肉身的死亡
[00:14:40.240 --> 00:14:41.520]  更悲慘的是
[00:14:41.520 --> 00:14:44.560]  這個會令到我們的靈性
[00:14:44.560 --> 00:14:47.040]  因著我們拒絕認罪
[00:14:47.040 --> 00:14:49.760]  我們得不到神的赦罪
[00:14:49.760 --> 00:14:52.560]  以致我們不能夠得救
[00:14:52.560 --> 00:14:54.320]  其實今天我們去傳福音
[00:14:54.320 --> 00:14:57.760]  我們發覺很多人很難信耶穌的原因
[00:14:57.760 --> 00:15:00.240]  就是因為他覺得他自己沒有罪
[00:15:00.240 --> 00:15:03.280]  你為什麼要我說我是一個罪人?
[00:15:03.280 --> 00:15:06.320]  我沒有罪
[00:15:06.320 --> 00:15:08.240]  我記得宋牧師經常分享
[00:15:08.240 --> 00:15:11.280]  他和田家炳傳福音的時候
[00:15:11.280 --> 00:15:13.920]  他都覺得最初的時候田家炳經常覺得
[00:15:13.920 --> 00:15:15.200]  我為什麼要信耶穌?
[00:15:15.200 --> 00:15:16.160]  我是一個好人
[00:15:16.160 --> 00:15:17.200]  我賺了這麼多錢
[00:15:17.200 --> 00:15:18.800]  我都拿出來
[00:15:18.800 --> 00:15:20.400]  貢獻給國家
[00:15:20.400 --> 00:15:22.240]  貢獻在教育上
[00:15:22.240 --> 00:15:24.480]  我不是罪人
[00:15:24.480 --> 00:15:27.120]  直到有一次宋牧師和田家炳說
[00:15:27.120 --> 00:15:29.600]  如果你的朋友病了
[00:15:29.600 --> 00:15:30.960]  進了ICU
[00:15:30.960 --> 00:15:32.720]  你去探望你的朋友
[00:15:32.720 --> 00:15:38.240]  你猜你需要穿著保護衣才進去嗎?
[00:15:38.240 --> 00:15:39.920]  田家炳說當然要
[00:15:39.920 --> 00:15:42.000]  因為我總是有些菌
[00:15:42.000 --> 00:15:44.560]  如果不是進去探望他的時候
[00:15:44.560 --> 00:15:47.040]  他中了怎麼辦呢?
[00:15:47.040 --> 00:15:48.800]  當田家炳自己說完之後
[00:15:48.800 --> 00:15:50.320]  他終於明白
[00:15:50.320 --> 00:15:51.840]  是的,我是一個好人
[00:15:51.840 --> 00:15:54.160]  但是我還是有罪
[00:15:54.160 --> 00:15:57.280]  都需要耶穌基督的救恩
[00:15:57.280 --> 00:15:59.200]  保羅第二步
[00:15:59.200 --> 00:16:01.200]  接著進一步去解說
[00:16:01.200 --> 00:16:06.000]  為什麼我們會活在過犯罪惡裡面呢?
[00:16:06.000 --> 00:16:09.040]  保羅在第二節說到有兩個原因
[00:16:09.040 --> 00:16:13.040]  第一個原因是我們隨從今世的風俗
[00:16:13.040 --> 00:16:14.320]  今日世代
[00:16:14.320 --> 00:16:17.360]  可以說是一個很扭曲的世代
[00:16:17.360 --> 00:16:21.520]  是一個提倡自由主義的世代
[00:16:21.520 --> 00:16:24.560]  很反對權威
[00:16:24.560 --> 00:16:30.240]  大家都覺得自己的看法是對的
[00:16:30.240 --> 00:16:32.400]  別人的看法未必是對的
[00:16:32.400 --> 00:16:35.920]  我們不願意接受絕對的權威
[00:16:35.920 --> 00:16:38.560]  因此大家都有自己的看法
[00:16:38.560 --> 00:16:40.640]  所以你發覺今時今日
[00:16:40.640 --> 00:16:45.920]  為什麼人與人之間的衝突會越來越多
[00:16:45.920 --> 00:16:48.640]  因為大家都覺得自己那套是對的
[00:16:48.640 --> 00:16:50.480]  別人那套是錯的
[00:16:50.480 --> 00:16:54.880]  回顧2019年的社會事件也是一樣的
[00:16:54.880 --> 00:16:57.280]  雙方都執著自己那套是對的
[00:16:57.280 --> 00:16:59.040]  別人那套是錯的
[00:16:59.040 --> 00:17:00.320]  我們看不到
[00:17:00.320 --> 00:17:03.200]  其實我又錯,他又錯
[00:17:03.200 --> 00:17:06.640]  以致我們執著那套的時候
[00:17:06.640 --> 00:17:11.120]  就造成了我們與人之間一個很大的問題
[00:17:11.120 --> 00:17:16.720]  其實今日的世代很講求民主、自由
[00:17:16.720 --> 00:17:20.320]  但是有些人就會利用這些事情
[00:17:20.320 --> 00:17:23.440]  在當中做文章
[00:17:23.440 --> 00:17:26.800]  就正如同性戀一樣
[00:17:26.800 --> 00:17:29.520]  同性戀在我們人類的歷史裏面
[00:17:29.520 --> 00:17:32.480]  一直都被視為一個禁忌
[00:17:32.480 --> 00:17:34.720]  但是自從上個世紀開始
[00:17:34.720 --> 00:17:38.240]  人類覺得我們有自由,我們要民主
[00:17:38.240 --> 00:17:40.320]  為什麼一定要這樣做呢?
[00:17:40.320 --> 00:17:44.000]  為什麼一定要按著你們認為的一男一女
[00:17:44.000 --> 00:17:47.520]  為什麼我不可以男男女女呢?
[00:17:47.520 --> 00:17:51.600]  因為大家都覺得自己的看法是對的
[00:17:51.600 --> 00:17:52.800]  還有他們覺得
[00:17:52.800 --> 00:17:54.880]  這是我們追求自由的
[00:17:54.880 --> 00:17:56.000]  這是民主來的
[00:17:56.000 --> 00:17:58.400]  我喜歡怎樣,你為何要攔阻我
[00:17:58.400 --> 00:18:00.720]  或者你要反對我呢?
[00:18:00.720 --> 00:18:07.920]  於是那些同性戀者就在那裏大做文章
[00:18:07.920 --> 00:18:11.360]  然後攻擊那些反對同性戀的人是一些什麼?
[00:18:11.360 --> 00:18:15.040]  一些不愛自由的人
[00:18:15.040 --> 00:18:17.840]  沒有民主的人
[00:18:17.840 --> 00:18:20.720]  在剛剛的星期二
[00:18:20.720 --> 00:18:27.200]  泰國宣佈了他們國家通過同性戀婚姻合法化
[00:18:27.200 --> 00:18:30.400]  這是亞洲第二個城市
[00:18:30.400 --> 00:18:37.440]  其實當這些條例一直發酵的時候
[00:18:37.440 --> 00:18:39.920]  就會好像骨牌效應一樣
[00:18:39.920 --> 00:18:42.720]  台灣第一個,泰國第二個
[00:18:42.720 --> 00:18:46.160]  難保未來在亞洲會有更多的國家
[00:18:46.160 --> 00:18:50.000]  容許同性婚姻合法化
[00:18:50.000 --> 00:18:56.320]  其實這些就是今世社會的風俗
[00:18:56.320 --> 00:18:58.240]  如果我們看不清楚
[00:18:58.240 --> 00:19:00.000]  我們跟隨它的時候
[00:19:00.000 --> 00:19:05.520]  我們就很容易被這些東西去感染
[00:19:05.520 --> 00:19:07.440]  我一次和我女兒聊天
[00:19:07.440 --> 00:19:08.800]  我都說這件事情
[00:19:08.800 --> 00:19:11.440]  同性戀的問題
[00:19:11.440 --> 00:19:12.640]  我女兒都跟我說
[00:19:12.640 --> 00:19:15.680]  爸爸為什麼你這麼固執?
[00:19:15.680 --> 00:19:18.160]  人家兩個人的事關你什麼事?
[00:19:18.160 --> 00:19:20.640]  你為什麼要表達你的意見?
[00:19:20.640 --> 00:19:22.560]  其實這些就是一個很大的問題
[00:19:22.560 --> 00:19:27.200]  因為這些風俗會不斷影響我們下一代
[00:19:27.200 --> 00:19:29.200]  在台灣
[00:19:29.200 --> 00:19:32.480]  當他們容許同性婚姻合法化的時候
[00:19:32.480 --> 00:19:36.880]  他們已經在兒童的教育裏面開始教導他們
[00:19:36.880 --> 00:19:39.680]  不是一男一女
[00:19:39.680 --> 00:19:41.680]  你喜歡怎樣都可以
[00:19:41.680 --> 00:19:43.440]  男男女女都可以
[00:19:43.440 --> 00:19:45.280]  其實這些教育就是一種什麼?
[00:19:45.280 --> 00:19:47.520]  禍害下一代的教育
[00:19:47.520 --> 00:19:50.720]  如果我們不好好在這些地方站穩
[00:19:50.720 --> 00:19:53.280]  我們就很容易失腳
[00:19:53.280 --> 00:19:55.680]  而第二個影響我們的問題就是
[00:19:55.680 --> 00:19:59.040]  我們會信服空中掌權者的領袖
