
[00:00:00.000 --> 00:00:11.500]  我真的很覺得這個世界,文化是不斷影響著我們想要什麼,想重視什麼的
[00:15:35.260 --> 00:15:37.260]  就是錢比較多
[00:15:37.260 --> 00:15:38.260]  不知道放在哪裡
[00:15:38.260 --> 00:15:39.260]  你是不是開始在想
[00:15:39.260 --> 00:15:41.260]  我投資在哪裡呢
[00:15:41.260 --> 00:15:42.260]  我升了職
[00:15:42.260 --> 00:15:44.260]  開始人工或者bonus來了
[00:15:44.260 --> 00:15:45.260]  這次要放在哪裡
[00:15:45.260 --> 00:15:47.260]  有沒有開始一個困難
[00:15:47.260 --> 00:15:49.260]  有沒有突然間有一個困難
[00:15:49.260 --> 00:15:51.260]  有困難可以跟我談談
[00:15:51.260 --> 00:15:52.260]  事後
[00:15:52.260 --> 00:15:53.260]  我以前也是做財務的
[00:15:53.260 --> 00:15:54.260]  所以我可以跟你談談
[00:15:54.260 --> 00:15:56.260]  這些投資方法
[00:15:56.260 --> 00:15:57.260]  這裡有一個好的問題
[00:15:57.260 --> 00:16:00.260]  究竟是投資在金
[00:16:00.260 --> 00:16:01.260]  美金
[00:16:01.260 --> 00:16:02.260]  股票
[00:16:02.260 --> 00:16:05.260]  歐洲股票
[00:16:05.260 --> 00:16:07.260]  是不是好的問題
[00:16:07.260 --> 00:16:10.260]  這裡有沒有一個貪心
[00:16:10.260 --> 00:16:13.260]  他有沒有騙別人的錢
[00:16:13.260 --> 00:16:14.260]  好像沒有
[00:16:14.260 --> 00:16:15.260]  好像是他一塊地
[00:16:15.260 --> 00:16:16.260]  他擁有
[00:16:16.260 --> 00:16:17.260]  他就去生產
[00:16:17.260 --> 00:16:19.260]  然後他就有一個很大的問題
[00:16:19.260 --> 00:16:21.260]  就是怎麼裝那些錢
[00:16:21.260 --> 00:16:22.260]  怎麼裝那些財產
[00:16:22.260 --> 00:16:24.260]  放在哪裡呢
[00:16:24.260 --> 00:16:26.260]  你是不是也很想有這個問題
[00:16:26.260 --> 00:16:28.260]  我懷疑
[00:16:28.260 --> 00:16:29.260]  你也開始有笑容了
[00:16:29.260 --> 00:16:31.260]  你也很想有這個問題
[00:16:31.260 --> 00:16:33.260]  這個朋友
[00:16:33.260 --> 00:16:36.260]  其實沒有什麼大惡事
[00:16:36.260 --> 00:16:37.260]  是嗎
[00:16:37.260 --> 00:16:38.260]  也不錯
[00:16:38.260 --> 00:16:40.260]  你也很想有這個情況
[00:16:40.260 --> 00:16:41.260]  然後他就想一想
[00:16:41.260 --> 00:16:43.260]  我懷疑他想了一段時間
[00:16:43.260 --> 00:16:45.260]  怎麼處理這個問題
[00:16:45.260 --> 00:16:47.260]  終於想到了
[00:16:47.260 --> 00:16:49.260]  他說我要這樣做
[00:16:49.260 --> 00:16:51.260]  我要將我的倉庫
[00:16:51.260 --> 00:16:53.260]  本來文字是重數的
[00:16:53.260 --> 00:16:54.260]  即時說什麼
[00:16:54.260 --> 00:16:56.260]  他有很多個倉庫
[00:16:56.260 --> 00:16:57.260]  現在我要拆掉
[00:16:57.260 --> 00:16:59.260]  要做一個什麼倉庫
[00:16:59.260 --> 00:17:00.260]  更大的
[00:17:00.260 --> 00:17:02.260]  不知道是不是McElwain House
[00:17:02.260 --> 00:17:04.260]  要做厲害一點
[00:17:04.260 --> 00:17:06.260]  裝了所有什麼東西
[00:17:06.260 --> 00:17:10.260]  我一切的糧食和財物
[00:17:10.260 --> 00:17:12.260]  全部放進去
[00:17:12.260 --> 00:17:15.260]  然後我就要對我自己說
[00:17:15.260 --> 00:17:17.260]  你這個人
[00:17:17.260 --> 00:17:19.260]  你有很多的財物儲存
[00:17:19.260 --> 00:17:21.260]  我供多年享用
[00:17:21.260 --> 00:17:27.260]  只管安安日日吃喝快樂吧
[00:17:27.260 --> 00:17:29.260]  下面他做一樣東西
[00:17:29.260 --> 00:17:31.260]  我不知道有沒有姊妹
[00:17:31.260 --> 00:17:32.260]  間中會做
[00:17:32.260 --> 00:17:36.260]  有沒有姊妹間中會對著鏡子說話
[00:17:36.260 --> 00:17:38.260]  為什麼你這麼漂亮
[00:17:38.260 --> 00:17:40.260]  皮膚還是這麼好
[00:17:40.260 --> 00:17:42.260]  可能弟兄也會
[00:17:42.260 --> 00:17:44.260]  可能你對著鏡子說
[00:17:44.260 --> 00:17:45.260]  你真聰明
[00:17:45.260 --> 00:17:47.260]  這樣也想得到
[00:17:47.260 --> 00:17:50.260]  這個財主就
[00:17:50.260 --> 00:17:51.260]  看著鏡子
[00:17:51.260 --> 00:17:52.260]  你想像一下
[00:17:52.260 --> 00:17:54.260]  他就對自己說
[00:17:54.260 --> 00:17:55.260]  你這個人
[00:17:55.260 --> 00:17:58.260]  你有很多的財物儲存
[00:17:58.260 --> 00:18:00.260]  我供多年享用
[00:18:00.260 --> 00:18:15.260]  只管安安日日吃喝快樂吧
[00:18:15.260 --> 00:18:17.260]  很多人看回2000年前的文字
[00:18:17.260 --> 00:18:20.260]  估計可能當時一句術語
[00:18:20.260 --> 00:18:22.260]  你可以享受你的人生
[00:18:22.260 --> 00:18:26.260]  Eat, drink, be merry
[00:18:26.260 --> 00:18:33.260]  今天我們的廣東話怎麼說呢
[00:18:33.260 --> 00:18:37.260]  你們的文學修養差一點還是
[00:18:37.260 --> 00:18:38.260]  我不知道
[00:18:38.260 --> 00:18:40.260]  用最普通的那些
[00:18:40.260 --> 00:18:42.260]  輕鬆一點
[00:18:42.260 --> 00:18:44.260]  可以休息一下
[00:18:44.260 --> 00:18:46.260]  或者打屁股也不用休息
[00:18:46.260 --> 00:18:48.260]  可能我們老一輩那些是這樣說
[00:18:48.260 --> 00:18:50.260]  你想不想這個情況
[00:18:50.260 --> 00:18:53.260]  你已經是FIRE
[00:18:53.260 --> 00:18:54.260]  Early Retirement
[00:18:54.260 --> 00:18:55.260]  你已經搞定了
[00:18:55.260 --> 00:18:56.260]  你的財產在這裡
[00:18:56.260 --> 00:19:00.260]  可供多年的享用
[00:19:00.260 --> 00:19:01.260]  還有這段經文
[00:19:01.260 --> 00:19:03.260]  有一些東西不斷強調
[00:19:03.260 --> 00:19:06.260]  我幫你用了顏色寫出來
[00:19:06.260 --> 00:19:08.260]  是什麼
[00:19:08.260 --> 00:19:11.260]  你也看過顏色吧
[00:19:11.260 --> 00:19:14.260]  什麼詞語在重複
[00:19:14.260 --> 00:19:16.260]  我要這樣做
[00:19:16.260 --> 00:19:18.260]  我的倉庫要拆
[00:19:18.260 --> 00:19:20.260]  然後要儲存
[00:19:20.260 --> 00:19:23.260]  我一切的糧食和財物
[00:19:23.260 --> 00:19:25.260]  然後對我自己說
[00:19:25.260 --> 00:19:28.260]  你這個人就是我
[00:19:28.260 --> 00:19:31.260]  你有很多的財物積存
[00:19:31.260 --> 00:19:33.260]  可以過多年的享用
[00:19:33.260 --> 00:19:41.260]  只管安安日日的Eat, Drink, Be Merry
[00:19:41.260 --> 00:19:42.260]  享用我的人生
[00:19:42.260 --> 00:19:47.260]  你感覺到他覺得他的人生都快樂嗎
[00:19:47.260 --> 00:19:49.260]  一切在我掌握之中
[00:19:49.260 --> 00:19:53.260]  一切我計劃得很好
[00:19:53.260 --> 00:19:57.260]  我可以好好去享用我的人生
[00:19:57.260 --> 00:19:58.260]  我不知道
[00:19:58.260 --> 00:20:00.260]  可能我們都一樣
[00:20:00.260 --> 00:20:03.260]  有很多東西在計劃和學武
[00:20:03.260 --> 00:20:06.260]  得到的我們會快樂和輕鬆
[00:20:06.260 --> 00:20:08.260]  不過這個故事
[00:20:08.260 --> 00:20:11.260]  主耶穌的比喻寫得很奇怪
[00:20:11.260 --> 00:20:12.260]  去到這個時候
[00:20:12.260 --> 00:20:15.260]  突然間上帝就出場了
[00:20:15.260 --> 00:20:17.260]  上帝出現
[00:20:17.260 --> 00:20:19.260]  還是反高潮
[00:20:19.260 --> 00:20:21.260]  明明很快樂
[00:20:21.260 --> 00:20:22.260]  上帝說什麼
[00:20:22.260 --> 00:20:23.260]  我們一起讀一讀
[00:20:23.260 --> 00:20:24.260]  上帝說什麼
[00:20:24.260 --> 00:20:25.260]  123
[00:20:25.260 --> 00:20:26.260]  無知的人
[00:20:26.260 --> 00:20:29.260]  今夜就要你的成名
[00:20:29.260 --> 00:20:32.260]  你所預備的要歸誰
[00:20:32.260 --> 00:20:34.260]  本來是很開心
[00:20:34.260 --> 00:20:36.260]  一切在我掌握之中
[00:20:36.260 --> 00:20:38.260]  突然間上帝跟他說
[00:20:38.260 --> 00:20:40.260]  無知的人
[00:20:40.260 --> 00:20:44.260]  今晚要取你的命
[00:20:44.260 --> 00:20:48.260]  你準備好的要歸誰
[00:20:48.260 --> 00:20:52.260]  這是什麼畫面
[00:20:52.260 --> 00:20:55.260]  我覺得這是一個墳墓畫面
[00:20:55.260 --> 00:20:58.260]  墳墓寫著什麼
[00:20:58.260 --> 00:21:01.260]  上帝幫他寫了一個無知名
[00:21:01.260 --> 00:21:04.260]  是什麼
[00:21:04.260 --> 00:21:06.260]  我覺得是一個很清楚的
[00:21:06.260 --> 00:21:08.260]  無知名四個字
[00:21:08.260 --> 00:21:12.260]  F O O L
[00:21:12.260 --> 00:21:14.260]  無知的人
[00:21:14.260 --> 00:21:16.260]  或者粗俗一點
[00:21:16.260 --> 00:21:19.260]  是傻佬
[00:21:19.260 --> 00:21:20.260]  你學武
[00:21:20.260 --> 00:21:23.260]  以為追求的東西得著得著
[00:21:23.260 --> 00:21:26.260]  但是你學武追求
[00:21:26.260 --> 00:21:29.260]  其實是沒有意義的
[00:21:29.260 --> 00:21:33.260]  當然這個故事不是跟我們說
[00:21:33.260 --> 00:21:34.260]  所有有錢人
[00:21:34.260 --> 00:21:35.260]  你不要追求有錢
[00:21:35.260 --> 00:21:37.260]  有錢的時候你就會死得早
[00:21:37.260 --> 00:21:38.260]  你不要誤解
[00:21:38.260 --> 00:21:41.260]  很多有錢人是很長命的
[00:21:41.260 --> 00:21:44.260]  不過主耶穌接著再總結
[00:21:44.260 --> 00:21:45.260]  整個比喻
[00:21:45.260 --> 00:21:46.260]  一起讀一讀
[00:21:46.260 --> 00:21:48.260]  凡為自己積財
