
[00:00:00.000 --> 00:00:02.440]  今天我們的主題是非一般的王
[00:01:42.040 --> 00:01:44.960]  仍然沿用君主的制度呢
[00:01:44.960 --> 00:01:50.040]  原來重點就在王的身上
[00:01:50.040 --> 00:01:54.440]  今早我們就來看一位王
[00:01:55.000 --> 00:01:56.520]  一位非一般的王
[00:01:56.520 --> 00:02:00.440]  這位王跟一般人看的王有什麼不同呢
[00:02:00.440 --> 00:02:03.840]  他跟世界有什麼關係呢
[00:02:03.840 --> 00:02:06.840]  詩篇93篇
[00:02:06.840 --> 00:02:08.160]  欣著第一句
[00:02:08.160 --> 00:02:09.760]  耶和華作王
[00:02:09.760 --> 00:02:11.200]  跟詩篇47
[00:02:11.200 --> 00:02:12.560]  96-99
[00:02:12.560 --> 00:02:15.600]  一同被稱為耶和華作王的詩
[00:02:15.600 --> 00:02:20.040]  猶太傳統認為詩篇93-99
[00:02:20.040 --> 00:02:23.280]  預告了彌賽亞的一些工作
[00:02:24.200 --> 00:02:25.040]  這一篇
[00:02:25.040 --> 00:02:28.000]  預言將來彌賽亞的時代
[00:02:28.000 --> 00:02:29.680]  到那個時候
[00:02:29.680 --> 00:02:32.200]  耶和華必作傳遞的王
[00:02:32.200 --> 00:02:36.000]  據說猶太人被老龜回後
[00:02:36.000 --> 00:02:38.600]  每個星期的第六日
[00:02:38.600 --> 00:02:39.880]  即是今天的星期五
[00:02:39.880 --> 00:02:42.680]  在聖殿裏獻祖祭
[00:02:42.680 --> 00:02:44.920]  都會唱頌這首詩歌
[00:02:44.920 --> 00:02:49.000]  本詩的首句剛才說耶和華作王
[00:02:49.000 --> 00:02:52.000]  以歡呼上帝作王為開始
[00:02:52.600 --> 00:02:55.080]  清楚表明傳書的主題
[00:02:55.080 --> 00:02:58.520]  耶和華作王這個句子
[00:02:58.520 --> 00:02:59.880]  亦可譯為
[00:02:59.880 --> 00:03:01.440]  耶和華侍王
[00:03:01.440 --> 00:03:03.160]  耶和華掌權
[00:03:03.160 --> 00:03:06.640]  耶和華作王是一個宣告
[00:03:06.640 --> 00:03:09.160]  就好像古時候的報信者
[00:03:09.160 --> 00:03:12.240]  跑在前頭大聲宣告歡呼
[00:03:12.240 --> 00:03:13.760]  耶和華作王呀
[00:03:13.760 --> 00:03:18.720]  這種歡呼彷彿當一個王登基的時候
[00:03:18.720 --> 00:03:21.040]  前面一班的群眾
[00:03:21.480 --> 00:03:22.680]  他們是不規則的
[00:03:22.680 --> 00:03:24.280]  當人呼應的時候
[00:03:24.280 --> 00:03:25.800]  就是那個地方回應
[00:03:25.800 --> 00:03:27.120]  一路附和
[00:03:27.120 --> 00:03:29.320]  成為一個很高興的場面
[00:03:29.320 --> 00:03:33.240]  全詩有五節
[00:03:33.240 --> 00:03:36.560]  耶和華這個名字出現了五次
[00:03:36.560 --> 00:03:41.320]  可見這一首是讚美高舉神的詩篇
[00:03:41.320 --> 00:03:45.080]  其中充滿喜樂 能力和榮耀
[00:03:45.080 --> 00:03:49.120]  余文章耶和華至於動詞作王之前
[00:03:50.080 --> 00:03:52.600]  藉此強調作王的是哪一個
[00:03:52.600 --> 00:03:54.160]  耶和華
[00:03:54.160 --> 00:03:56.720]  不是其他神明或掌權者
[00:03:56.720 --> 00:03:59.360]  打開報紙
[00:03:59.360 --> 00:04:01.080]  相信不少人
[00:04:01.080 --> 00:04:06.240]  我想很多人都認為現在的世界不是安穩
[00:04:06.240 --> 00:04:10.280]  縱觀國際局勢動盪不安
[00:04:10.280 --> 00:04:13.760]  國家地方之間的戰爭爭端不斷
[00:04:13.760 --> 00:04:15.880]  近至南海
[00:04:15.880 --> 00:04:18.720]  遠至烏克蘭 加沙
[00:04:19.560 --> 00:04:21.720]  加上全球中美
[00:04:21.720 --> 00:04:24.400]  中美不約而合的政治角力
[00:04:24.400 --> 00:04:25.880]  都令人擔心
[00:04:25.880 --> 00:04:28.720]  事實上
[00:04:28.720 --> 00:04:30.360]  環顧世界各國
[00:04:30.360 --> 00:04:33.800]  相信沒有一個認為自己擁有理想的政權
[00:04:33.800 --> 00:04:36.080]  能夠建立我們的社會
[00:04:36.080 --> 00:04:39.800]  人類經過漫長的歲月
[00:04:39.800 --> 00:04:43.040]  但仍未找到理想的政治制度
[00:04:43.040 --> 00:04:46.200]  然而翻開聖經
[00:04:46.640 --> 00:04:49.600]  我們發現有一個主題是貫穿全本聖經
[00:04:49.600 --> 00:04:51.400]  就是上帝為王
[00:04:51.400 --> 00:04:56.720]  當以色列在紅海前經歷上帝的拯救
[00:04:56.720 --> 00:04:58.160]  他們歌頌
[00:04:58.160 --> 00:04:59.960]  耶和華必作王
[00:04:59.960 --> 00:05:02.080]  直到永永遠遠
[00:05:02.080 --> 00:05:06.480]  上帝的子民在最後審判結束的時候
[00:05:06.480 --> 00:05:08.120]  都要讚美他
[00:05:08.120 --> 00:05:09.760]  Hallelujah
[00:05:09.760 --> 00:05:11.000]  因為主
[00:05:11.000 --> 00:05:13.520]  我們全人的神作王
[00:05:15.640 --> 00:05:17.080]  盼望透過上帝席著
[00:05:17.080 --> 00:05:18.760]  使人的啟示
[00:05:18.760 --> 00:05:22.240]  幫助我們明白神是王的意義
[00:05:22.240 --> 00:05:26.320]  歡呼讚美他的威榮能力同在
[00:05:26.320 --> 00:05:28.480]  並護出以神為王
[00:05:28.480 --> 00:05:31.440]  馴服他 服侍他的生命
[00:05:31.440 --> 00:05:32.920]  就像古代人的概念
[00:05:32.920 --> 00:05:34.160]  服侍君王
[00:05:34.160 --> 00:05:36.120]  使我們的人生
[00:05:36.120 --> 00:05:38.480]  在人生的風浪裏面
[00:05:38.480 --> 00:05:39.720]  在紛亂
[00:05:39.720 --> 00:05:43.400]  爭奪和奸體之下不斷出現的政權
[00:05:43.400 --> 00:05:44.280]  世代裏
[00:05:45.040 --> 00:05:46.560]  得著神賜的信心
[00:05:46.560 --> 00:05:48.960]  勇氣和盼望去面對
[00:05:48.960 --> 00:05:51.960]  請每種一起讀詩篇93篇
[00:05:51.960 --> 00:05:59.720]  他以威嚴為衣穿上
[00:05:59.720 --> 00:06:02.160]  耶和華以能力為衣
[00:06:02.160 --> 00:06:03.880]  以能力束腰
[00:06:03.880 --> 00:06:05.680]  世界就堅定
[00:06:05.680 --> 00:06:07.080]  不得動搖
[00:06:07.080 --> 00:06:10.240]  你的寶座從太初立定
[00:06:10.240 --> 00:06:12.400]  你從僅古就有
[00:06:12.880 --> 00:06:15.120]  耶和華大水揚起
[00:06:15.120 --> 00:06:16.520]  大水發聲
[00:06:16.520 --> 00:06:18.120]  大水澎湃
[00:06:18.120 --> 00:06:21.160]  耶和華在高處大有威力
[00:06:21.160 --> 00:06:23.800]  勝過諸水的響聲
[00:06:23.800 --> 00:06:25.680]  揚海的大浪
[00:06:25.680 --> 00:06:29.120]  耶和華你的法道最為確定
[00:06:29.120 --> 00:06:31.720]  你的奠義清和永生
[00:06:31.720 --> 00:06:33.200]  直到永遠
[00:06:33.200 --> 00:06:34.280]  第一
[00:06:34.280 --> 00:06:37.200]  耶和華是威嚴的和
[00:06:37.200 --> 00:06:38.400]  頭兩字
[00:06:40.920 --> 00:06:43.840]  首先詩人用了以下兩個象徵筆法
[00:06:43.840 --> 00:06:46.440]  去描述耶和華的衣袍往復
[00:06:46.440 --> 00:06:49.040]  強調耶和華是威嚴的和
[00:06:49.040 --> 00:06:50.120]  第一
[00:06:50.120 --> 00:06:53.640]  他以威嚴為衣穿上
[00:06:53.640 --> 00:06:58.040]  威嚴意思是強大 偉大
[00:06:58.040 --> 00:07:00.320]  有威嚴 威榮
[00:07:00.320 --> 00:07:03.800]  詩人將皇帝穿龍袍
[00:07:03.800 --> 00:07:06.720]  坐在莊嚴的龍椅寶座上
[00:07:07.640 --> 00:07:09.480]  神就以他的威嚴為衣
[00:07:09.480 --> 00:07:11.200]  高高在上
[00:07:11.200 --> 00:07:14.600]  在上帝眾多的屬性裏面
[00:07:14.600 --> 00:07:17.240]  威嚴是我們比較陌生的
[00:07:17.240 --> 00:07:21.720]  基督徒往往喜歡探討上帝的慈愛和憐憫
[00:07:21.720 --> 00:07:25.440]  他忽略了上帝的尊榮和威嚴
[00:07:25.440 --> 00:07:27.680]  身為神的兒女
[00:07:27.680 --> 00:07:31.240]  我們可以坦然無懼地來到詩人的寶座前
[00:07:31.240 --> 00:07:34.120]  但另一方面我們不要忽略
[00:07:34.120 --> 00:07:37.160]  天父那插不透的尊榮和威嚴
[00:07:37.320 --> 00:07:38.160]  我們要知道
[00:07:38.160 --> 00:07:40.480]  我們是否能夠接受上帝的寶座
[00:07:40.480 --> 00:07:42.480]  我們是否能夠接受上帝的寶座
[00:07:42.480 --> 00:07:44.480]  我們是否能夠接受上帝的寶座
[00:07:44.480 --> 00:07:46.480]  我們是否能夠接受上帝的寶座
[00:07:46.480 --> 00:07:48.480]  我們是否能夠接受上帝的寶座
[00:07:48.480 --> 00:07:50.480]  我們是否能夠接受上帝的寶座
[00:07:50.480 --> 00:07:52.480]  我們是否能夠接受上帝的寶座
[00:07:52.480 --> 00:07:54.480]  我們是否能夠接受上帝的寶座
[00:07:54.480 --> 00:07:56.480]  我們是否能夠接受上帝的寶座
[00:07:56.480 --> 00:07:58.480]  我們是否能夠接受上帝的寶座
[00:07:58.480 --> 00:08:00.480]  我們是否能夠接受上帝的寶座
[00:08:00.480 --> 00:08:02.480]  我們是否能夠接受上帝的寶座
[00:08:02.480 --> 00:08:04.480]  我們是否能夠接受上帝的寶座
[00:08:04.480 --> 00:08:06.480]  我們是否能夠接受上帝的寶座
[00:08:06.480 --> 00:08:08.480]  我們是否能夠接受上帝的寶座
[00:08:08.480 --> 00:08:10.480]  我們是否能夠接受上帝的寶座
[00:08:10.480 --> 00:08:12.480]  我們是否能夠接受上帝的寶座
[00:08:12.480 --> 00:08:14.480]  我們是否能夠接受上帝的寶座
[00:08:14.480 --> 00:08:16.480]  我們是否能夠接受上帝的寶座
[00:08:16.480 --> 00:08:18.480]  我們是否能夠接受上帝的寶座
[00:08:18.480 --> 00:08:20.480]  我們是否能夠接受上帝的寶座
[00:08:20.480 --> 00:08:22.480]  我們是否能夠接受上帝的寶座
[00:08:22.480 --> 00:08:24.480]  我們是否能夠接受上帝的寶座
[00:08:24.480 --> 00:08:26.480]  我們是否能夠接受上帝的寶座
[00:08:26.480 --> 00:08:28.480]  我們是否能夠接受上帝的寶座
[00:08:28.480 --> 00:08:30.480]  我們是否能夠接受上帝的寶座
[00:08:30.480 --> 00:08:32.480]  我們是否能夠接受上帝的寶座
[00:08:32.480 --> 00:08:34.480]  我們是否能夠接受上帝的寶座
[00:08:34.480 --> 00:08:36.480]  我們是否能夠接受上帝的寶座
[00:08:36.480 --> 00:08:38.480]  我們是否能夠接受上帝的寶座
[00:08:38.480 --> 00:08:40.480]  我們是否能夠接受上帝的寶座
[00:08:40.480 --> 00:08:42.480]  我們是否能夠接受上帝的寶座
[00:08:42.480 --> 00:08:44.480]  我們是否能夠接受上帝的寶座
[00:08:44.480 --> 00:08:46.480]  我們是否能夠接受上帝的寶座
[00:08:46.480 --> 00:08:48.480]  我們是否能夠接受上帝的寶座
[00:08:48.480 --> 00:08:50.480]  我們是否能夠接受上帝的寶座
[00:08:50.480 --> 00:09:04.480]  雖然你在競選時口無還非,支票亂開,但一上任無奈,即顯出無能,無邊幾個之後的民望可以保持或高於初選時。
[00:09:04.480 --> 00:09:16.480]  反觀,上帝的威嚴非因人的尊敬,又或民望、選票、人的勇大而來,上帝的威嚴是出自於他本身。
[00:09:16.480 --> 00:09:29.480]  經文請再看,理袋之上二十九章,撒字:尊大、能力、榮耀、勝利、威嚴,到時來。
[00:09:29.480 --> 00:09:46.480]  以賽亞書第六章,以賽亞在異象中所見神的使者撒拉弗,在至高主的面前,撒拉弗要用兩個翅膀遮面,展示了那種對神的威嚴的戰勁。
[00:09:46.480 --> 00:09:55.480]  當阿伯拉罕越接近神的榮耀時,他越發感到自己不過是灰塵。
[00:09:55.480 --> 00:10:04.480]  弟兄姊妹,神是威嚴可畏的神,叫王。我們有沒有因為他的威嚴而對他敬畏呢?
[00:10:04.480 --> 00:10:10.480]  同樣,有沒有因為他的威嚴而不願意犯罪,得罪神呢?
[00:10:10.480 --> 00:10:22.480]  牛頓是舉世聞名偉大的科學家,但他承認自己對上帝創造宇宙的傲備所知有限,有如滄海一述。
[00:10:22.480 --> 00:10:29.480]  他常常向人見證上帝創造宇宙是何等威嚴,何等奇妙偉大。
[00:10:29.480 --> 00:10:38.480]  牛頓十分敬畏上帝,他平時與人傾談時,不敢忘稱神的名。
[00:10:38.480 --> 00:10:46.480]  在提到上帝的聖名之前,他便肅然靜默,以示敬畏之意。
[00:10:46.480 --> 00:11:00.480]  約瑟敬畏神,當波提弗的妻子用美色引誘他時,約瑟說了一句話:「我怎能作者大惡,得罪神?」
[00:11:00.480 --> 00:11:08.480]  約瑟怕的不是波提弗,怕的是他做了神不起羽的事情,得罪神。
[00:11:08.480 --> 00:11:17.480]  第二點,他以能力為衣,以能力促腰。
[00:11:17.480 --> 00:11:24.480]  以能力為衣,是強調神是軍隊的統領元帥,是大能戰士。
[00:11:24.480 --> 00:11:28.480]  以能力促腰,是指為作戰的準備,
[00:11:28.480 --> 00:11:35.480]  如《撒夏二十二章四十字》所說:「以能力促我的腰,使我能真戰。」
[00:11:35.480 --> 00:11:45.480]  幾千年來,人擁立薪王,發動革命,委任選舉官員,刺殺政客,改變體制,
[00:11:45.480 --> 00:11:53.480]  這些事情多到數不勝數,為的是真正英明有能力的領袖實在難尋。
[00:11:53.480 --> 00:12:00.480]  結果,君王首相,總統,秘書長,獨裁者,換了一批又一批,
[00:12:00.480 --> 00:12:08.480]  有時意想不到的政變,甚至令到一些權傾一時的統治者下台。
[00:12:08.480 --> 00:12:16.480]  儘管人作出種種努力,但到今天,仍然難以找到有能力勝任的領袖,
[00:12:16.480 --> 00:12:20.480]  可以使社會長治久安。
[00:12:20.480 --> 00:12:26.480]  美國一位作家,他對即將舉行的大選說:
[00:12:26.480 --> 00:12:33.480]  「我希望有一個完美的候選人,但這樣的候選人從來沒有出現過,
[00:12:33.480 --> 00:12:39.480]  根本沒有這樣的人,我們只好將就。」
[00:12:39.480 --> 00:12:45.480]  神是大有能力的,神的軍服是能力,祂的腰帶也是能力。
[00:12:45.480 --> 00:12:54.480]  神曾以大能使驕傲的埃及王屈服,亦以大能使海浪平靜。
[00:12:54.480 --> 00:12:58.480]  上帝的大能是出自祂本身,
[00:12:58.480 --> 00:13:04.480]  但在古代時代,能力可能是指投擲性的武器,
[00:13:04.480 --> 00:13:10.480]  好像投石機,在現代可能是強大的軍備,先進的科技,
[00:13:10.480 --> 00:13:15.480]  未來可能是人工智能。
[00:13:15.480 --> 00:13:23.480]  但上帝的能力是祂本性的一部分,不是由其他存在的東西去賦予。
[00:13:23.480 --> 00:13:29.480]  這位君王以威嚴為依,以能力為依,
[00:13:29.480 --> 00:13:39.480]  祂的威嚴不是威嚇,祂以能力不是以暴力,使世界不得動搖。
[00:13:39.480 --> 00:13:47.480]  神的威嚴和能力可以從祂統治堅定不移的世界看到,
[00:13:47.480 --> 00:13:54.480]  宇宙星體按軌道運行,太陽的熱力不差分毫,
[00:13:54.480 --> 00:14:00.480]  地球四季往復無變化,宇宙窮滄繁星浩穴,
[00:14:00.480 --> 00:14:07.480]  萬物根體都在見證上帝無可比擬的威嚴,永美和能力。
[00:14:07.480 --> 00:14:11.480]  神是宇宙秩序的建立者和保持者,
[00:14:11.480 --> 00:14:17.480]  神保守著宇宙世界,使其穩定。
[00:14:17.480 --> 00:14:22.480]  同樣今日,世界的穩固建立,寧靜和平,
[00:14:22.480 --> 00:14:32.480]  亦非靠世上的偉人政治人物,政治人物透過任何組織建立。
[00:14:32.480 --> 00:14:34.480]  看看世上的偉人首領,
[00:14:34.480 --> 00:14:41.480]  看看那些能夠制定並決定千萬人福利和法律政策的首領,
[00:14:41.480 --> 00:14:46.480]  那些有能力使地球陷入戰爭的大獨裁者和建立帝國者,
[00:14:46.480 --> 00:14:51.480]  你以為真是這些大人物定奪世界的命運嗎?
[00:14:51.480 --> 00:14:55.480]  以創下書四十章二十三節,
[00:14:55.480 --> 00:15:04.480]  他使君王歸於虛無,使地上的審判官成為虛空。
[00:15:04.480 --> 00:15:09.480]  世界得穩固建立,一切乃靠著神的大能,
[00:15:09.480 --> 00:15:12.480]  神比世界的大人物更大,
[00:15:12.480 --> 00:15:16.480]  祂對整個世界有絕對的控制權,
[00:15:16.480 --> 00:15:22.480]  誰都無法,誰都不可以去擾動。
[00:15:22.480 --> 00:15:25.480]  在第二節,詩人繼續描述,
[00:15:25.480 --> 00:15:30.480]  湛美耶說:「你的寶座從太初立定,
[00:15:30.480 --> 00:15:34.480]  祂從僅古就有。」
[00:15:34.480 --> 00:15:36.480]  受眾世界的建立,
[00:15:36.480 --> 00:15:40.480]  令詩人確信上帝的寶座自古就立定,
[00:15:40.480 --> 00:15:46.480]  這個傳恩神本身是從僅古就存在,
[00:15:46.480 --> 00:15:48.480]  寶座是代表王權,
[00:15:48.480 --> 00:15:51.480]  從太初立定,你從僅古就有。
[00:15:51.480 --> 00:15:54.480]  說明上帝自古到現在都作王,
[00:15:54.480 --> 00:15:57.480]  而且王權穩固。
[00:15:57.480 --> 00:16:00.480]  在還沒有人的時候,
[00:16:00.480 --> 00:16:03.480]  神的寶座從太初就立定,
[00:16:03.480 --> 00:16:08.480]  祂的主權從來沒有因為人的維護或反對而改變,
[00:16:08.480 --> 00:16:12.480]  正如我們都影響不到太陽在哪裡升起。
[00:16:12.480 --> 00:16:16.480]  神的崇高大能始於永恆,
[00:16:16.480 --> 00:16:18.480]  並將延續到永恆,
[00:16:18.480 --> 00:16:23.480]  除了永恆的上帝之外,沒有人擁有這樣的能力。
[00:16:23.480 --> 00:16:26.480]  放眼世上的政治體制,
[00:16:26.480 --> 00:16:29.480]  無論是透過君主或民選的總統,
[00:16:29.480 --> 00:16:31.480]  內閣總理來統治人民,
[00:16:31.480 --> 00:16:33.480]  國都會過去,
[00:16:33.480 --> 00:16:37.480]  一切權能都是有限和短暫,
[00:16:37.480 --> 00:16:40.480]  從過去到現在,
[00:16:40.480 --> 00:16:43.480]  國家的興衰或滅亡,
[00:16:43.480 --> 00:16:47.480]  總是一個無止盡的循環。
[00:16:47.480 --> 00:16:52.480]  林肯是一位備受推崇的美國總統,
[00:16:52.480 --> 00:16:56.480]  有一次他對聽眾說,
[00:16:56.480 --> 00:17:00.480]  我獲選擔任一個重要的職位,
[00:17:00.480 --> 00:17:04.480]  但任期只是目前一段短的時間,
[00:17:04.480 --> 00:17:07.480]  在你們看來,我得到權勢,
[00:17:07.480 --> 00:17:12.480]  但這種權勢轉迅即逝,
[00:17:12.480 --> 00:17:18.480]  所以詩篇146篇3-4提醒我們,
[00:17:18.480 --> 00:17:22.480]  你們不要倚靠君王,不要倚靠世人,
[00:17:22.480 --> 00:17:24.480]  他怎能不能幫助,
[00:17:24.480 --> 00:17:28.480]  他的氣一斷,就歸回塵土,
[00:17:28.480 --> 00:17:32.480]  他所打算的,當日就消滅。
[00:17:32.480 --> 00:17:36.480]  即使人世間最英明的領袖,
[00:17:36.480 --> 00:17:39.480]  最多只能在位幾十年,
[00:17:39.480 --> 00:17:43.480]  世界和其上的事物都是動搖的,
[00:17:43.480 --> 00:17:47.480]  人會變,社會世情時局會變,
[00:17:47.480 --> 00:17:50.480]  同樣,今日人所追求的財富,名利,權位,
[00:17:50.480 --> 00:17:54.480]  甚至愛情,婚姻,都被他看到是會變,
[00:17:54.480 --> 00:17:57.480]  地和珠天都會過去,
[00:17:57.480 --> 00:18:00.480]  唯有神是永恆不變,
[00:18:00.480 --> 00:18:02.480]  他的國度是永存,
[00:18:02.480 --> 00:18:05.480]  他的權柄是無限,是永遠。
[00:18:06.480 --> 00:18:08.480]  故此弟兄姊妹,
[00:18:08.480 --> 00:18:12.480]  我們不要將希望放在將要過去的國,
[00:18:12.480 --> 00:18:16.480]  反而將希望放在神內不能振動的國上,
[00:18:16.480 --> 00:18:20.480]  我們倚靠神,常在他裡面,
[00:18:20.480 --> 00:18:24.480]  就能安穩,不被動搖。
[00:18:24.480 --> 00:18:28.480]  第二點,耶和華是能力的王,
[00:18:28.480 --> 00:18:33.480]  請梁志經文,
[00:18:34.480 --> 00:18:38.480]  在此詩人重覆三次,
[00:18:38.480 --> 00:18:41.480]  大水,可以顯示出來,
[00:18:41.480 --> 00:18:43.480]  大水,
[00:18:43.480 --> 00:18:47.480]  大水是源自河水,
[00:18:47.480 --> 00:18:50.480]  溪流,中河流,
[00:18:50.480 --> 00:18:53.480]  或指地對神的世俗能力,
[00:18:53.480 --> 00:18:55.480]  不論哪一種解釋,
[00:18:55.480 --> 00:18:58.480]  都是強調這個眾多而強大的地對勢力,
[00:18:58.480 --> 00:19:00.480]  是不用忽視的,
[00:19:00.480 --> 00:19:04.480]  詩人並逐步加強描述大水的力量,
[00:19:04.480 --> 00:19:06.480]  大水揚起,
[00:19:06.480 --> 00:19:08.480]  大水發聲,
[00:19:08.480 --> 00:19:10.480]  大水澎湃,
[00:19:10.480 --> 00:19:12.480]  請陶華,
[00:19:12.480 --> 00:19:16.480]  產生震撼的效果。
[00:19:16.480 --> 00:19:20.480]  第一義字,
[00:19:20.480 --> 00:19:24.480]  詩人重贊耶和華的統治世界得以建立,
[00:19:24.480 --> 00:19:28.480]  但他無忽視世上敵對上帝和子民的勢力,
[00:19:28.480 --> 00:19:31.480]  在第四字,
[00:19:31.480 --> 00:19:33.480]  諸水揚海,
[00:19:33.480 --> 00:19:37.480]  和第三字的大水是同義詞,
[00:19:37.480 --> 00:19:40.480]  同樣可理解為賤介的河海,
[00:19:40.480 --> 00:19:43.480]  或象徵抗拒上帝統治,
[00:19:43.480 --> 00:19:46.480]  激壓攻擊上帝子民的敵人,
[00:19:46.480 --> 00:19:50.480]  雖然洪水嘯叫,
[00:19:50.480 --> 00:19:52.480]  波濤洶湧,
[00:19:52.480 --> 00:19:54.480]  然而詩人指出,
[00:19:54.480 --> 00:19:58.480]  大海的能力和耶和華的能力相比,
[00:19:58.480 --> 00:20:01.480]  都顯得微不足道,
[00:20:01.480 --> 00:20:03.480]  因為上帝的能力,
[00:20:03.480 --> 00:20:06.480]  是勝過諸水的響聲和大浪,
[00:20:06.480 --> 00:20:08.480]  他要真正帶有能力的,
[00:20:08.480 --> 00:20:11.480]  是在高處的耶和華,
[00:20:11.480 --> 00:20:14.480]  而不是在海洋,
[00:20:14.480 --> 00:20:17.480]  神的大能超過一切受造之物,
[00:20:17.480 --> 00:20:20.480]  遠遠勝過一切大自然的能力,
[00:20:20.480 --> 00:20:22.480]  表明以色列附近民族,
[00:20:22.480 --> 00:20:25.480]  認為雲頓難以控制的水海,
[00:20:25.480 --> 00:20:29.480]  都穩穩地在神的控制之下,
[00:20:29.480 --> 00:20:31.480]  才能知道,
[00:20:31.480 --> 00:20:33.480]  無論環境多險峻,
[00:20:33.480 --> 00:20:36.480]  敵對勢力有多強大,
[00:20:36.480 --> 00:20:38.480]  而我說,
[00:20:38.480 --> 00:20:40.480]  絕對有能力勝過,
[00:20:40.480 --> 00:20:42.480]  弟兄姊妹,
[00:20:42.480 --> 00:20:46.480]  你經歷過神的大能嗎?
[00:20:46.480 --> 00:20:48.480]  是怎樣的大能?
[00:20:48.480 --> 00:20:53.480]  神的大能帶給你什麼鼓勵,
[00:20:53.480 --> 00:20:55.480]  提醒安慰,
[00:20:55.480 --> 00:20:57.480]  生命的根深呢?
[00:20:57.480 --> 00:21:01.480]  伊瓜蘇瀑布位於巴西,
[00:21:01.480 --> 00:21:03.480]  和阿根廷的交界處,
[00:21:03.480 --> 00:21:07.480]  沿著2.7公里的伊瓜蘇河,
[00:21:07.480 --> 00:21:09.480]  共匯集275座瀑布,
[00:21:09.480 --> 00:21:11.480]  景色十分壯觀,
[00:21:11.480 --> 00:21:16.480]  在巴西邊界瀑布旁的峭壁上,
[00:21:16.480 --> 00:21:22.480]  黑冥柱詩篇93篇4節,
[00:21:22.480 --> 00:21:25.480]  耶華在高處大有能力,
[00:21:25.480 --> 00:21:27.480]  勝過珠水的響聲,
[00:21:27.480 --> 00:21:29.480]  揚海的大能,
[00:21:29.480 --> 00:21:31.480]  下方,雖然大家看不到,
[00:21:31.480 --> 00:21:33.480]  還有另一句話,
[00:21:33.480 --> 00:21:34.480]  他寫著,
[00:21:34.480 --> 00:21:38.480]  上帝必定勝過我所有的難處。
[00:21:38.480 --> 00:21:40.480]  有位姊妹,
[00:21:40.480 --> 00:21:43.480]  和不信的男孩拍拖,
[00:21:43.480 --> 00:21:46.480]  明知道信與不信,原始不相配,
[00:21:46.480 --> 00:21:48.480]  但因為他實在太渴望,
[00:21:48.480 --> 00:21:50.480]  有一個屬於自己,
[00:21:50.480 --> 00:21:52.480]  溫暖的家,
[00:21:52.480 --> 00:21:55.480]  在沒有求問神的意思,
[00:21:55.480 --> 00:21:57.480]  也沒有諮詢教會的意見下,
[00:21:57.480 --> 00:22:00.480]  毅然就和未信的男友結婚,
[00:22:00.480 --> 00:22:02.480]  當時這位姊妹說,
[00:22:02.480 --> 00:22:05.480]  她很天真地希望婚後可以改變先生,
[00:22:05.480 --> 00:22:07.480]  跟他回教會,
[00:22:07.480 --> 00:22:10.480]  婚後頭幾年的日子都過得很幸福,
[00:22:10.480 --> 00:22:13.480]  直到兒子出世的大半年,
[00:22:13.480 --> 00:22:15.480]  姊妹驚訝地發現,
