
[00:00:00.000 --> 00:00:04.800]  我們今天崇拜和大家分享的題目
[00:16:37.800 --> 00:16:39.800]  若果沒有了這個根基
[00:16:39.800 --> 00:16:44.800]  後面所說的有關忍耐、老練、盼望等等
[00:16:44.800 --> 00:16:48.800]  其實只不過是一個勉勵人的安慰劑
[00:16:48.800 --> 00:16:53.800]  第一節所提到與神和好
[00:16:53.800 --> 00:16:56.800]  並不是一種主觀的個人感覺
[00:16:56.800 --> 00:16:58.800]  而是一個客觀的事實
[00:16:58.800 --> 00:17:00.800]  關係已經改變了
[00:17:00.800 --> 00:17:05.800]  原來我們從前在罪裡與神為敵的人
[00:17:05.800 --> 00:17:10.800]  如今在耶穌基督的十誡救贖裡得著和好的地位
[00:17:10.800 --> 00:17:13.800]  這一點是非常重要的
[00:17:13.800 --> 00:17:17.800]  因為很多基督徒在困難裡會有一種懷疑
[00:17:17.800 --> 00:17:21.800]  是不是因為我做得不夠好
[00:17:21.800 --> 00:17:23.800]  所以神不幫我呢?
[00:17:23.800 --> 00:17:27.800]  又或者是不是因為我最近沒有讀經、沒有靈修
[00:17:27.800 --> 00:17:29.800]  所以神對我沉默呢?
[00:17:29.800 --> 00:17:31.800]  但保羅在這裡說
[00:17:31.800 --> 00:17:34.800]  不是叫我們檢討我們的表現
[00:17:34.800 --> 00:17:38.800]  而是首先要宣告福音這個事實
[00:17:38.800 --> 00:17:40.800]  你之所以能夠親近神
[00:17:40.800 --> 00:17:43.800]  不是因為你表現得好
[00:17:43.800 --> 00:17:46.800]  而是因為神已經拯救你
[00:17:46.800 --> 00:17:48.800]  因信稱義
[00:17:48.800 --> 00:17:52.800]  稱義其實不是人向神爭取賭回來
[00:17:52.800 --> 00:17:56.800]  而是基督裡頭白白賜予
[00:17:56.800 --> 00:18:00.800]  和好一定不是人的作為
[00:18:00.800 --> 00:18:01.800]  感動到神
[00:18:01.800 --> 00:18:04.800]  而是神透過基督十誡的救恩
[00:18:04.800 --> 00:18:08.800]  主動與人去修復這份關係
[00:18:08.800 --> 00:18:13.800]  所以忍耐的起點不是人那份堅忍
[00:18:13.800 --> 00:18:17.800]  而是福音帶給人神之間的和好關係
[00:18:17.800 --> 00:18:20.800]  因此信基督耶穌
[00:18:20.800 --> 00:18:24.800]  才能夠得到這個嶄新的身份
[00:18:24.800 --> 00:18:27.800]  當我知道自己已經被神接納
[00:18:27.800 --> 00:18:31.800]  我才有能力去承受還未解決的事情
[00:18:31.800 --> 00:18:36.800]  當我知道自己不是靠表現才被愛
[00:18:36.800 --> 00:18:39.800]  我才不會一遇到挫折
[00:18:39.800 --> 00:18:41.800]  就整個人崩潰下來
[00:18:41.800 --> 00:18:45.800]  當我知道我和神的關係已經被基督改變
[00:18:45.800 --> 00:18:48.800]  心裡有那份拿不走的安穩
[00:18:48.800 --> 00:18:52.800]  我才敢在風雨裡繼續前行
