
[00:00:00.000 --> 00:00:03.840]  今晚的序會的講題叫做
[00:01:35.220 --> 00:01:38.040]  今晚
[00:01:38.040 --> 00:01:40.340]  我要分享的福音信息
[00:01:40.340 --> 00:01:44.180]  不是一個童話故事
[00:01:44.180 --> 00:01:47.000]  不是說你信了主之後
[00:01:47.000 --> 00:01:49.820]  從此一切都解決了
[00:01:49.820 --> 00:01:52.380]  你就幸福美滿地過生活了
[00:01:52.860 --> 00:01:54.380]  我兒子跟我說
[00:01:54.380 --> 00:01:59.500]  他說爸爸其實童話故事裡面也是有巫婆和毒蘋果的
[00:01:59.500 --> 00:02:02.320]  所以這個世界是有血有肉的
[00:02:02.320 --> 00:02:05.140]  而今天跟大家分享的信息
[00:02:05.140 --> 00:02:06.160]  也是一篇
[00:02:06.160 --> 00:02:07.440]  有血有肉
[00:02:07.440 --> 00:02:09.240]  跨越生死的信息
[00:02:09.240 --> 00:02:13.840]  信息的意念是來自哪裡的呢,不知道大家知不知道
[00:02:13.840 --> 00:02:17.680]  跟那部電影可能也有些相關的
[00:02:17.680 --> 00:02:19.200]  是來自
[00:02:19.200 --> 00:02:21.260]  詩篇23篇,大家想起什麼
[00:02:22.200 --> 00:02:23.220]  安息禮
[00:02:23.220 --> 00:02:27.060]  我曾經在病床旁邊
[00:02:27.060 --> 00:02:29.660]  向一些病危的朋友分享
[00:02:29.660 --> 00:02:31.700]  聖經的詩篇23篇
[00:02:31.700 --> 00:02:36.580]  他們在當中也深深得到安慰和平安
[00:02:36.580 --> 00:02:37.860]  雖然
[00:02:37.860 --> 00:02:40.940]  身體很軟弱,甚至知道就要
[00:02:40.940 --> 00:02:42.960]  離開這個世界
[00:02:42.960 --> 00:02:43.740]  但他們也
[00:02:43.740 --> 00:02:45.260]  因著神的話
[00:02:45.260 --> 00:02:46.040]  很有
[00:02:46.040 --> 00:02:48.080]  平安,很有盼望
[00:02:48.080 --> 00:02:50.900]  我也曾經在安息禮當中
[00:02:51.320 --> 00:02:52.320]  跟一些家屬
[00:02:52.320 --> 00:02:53.360]  分享
[00:02:53.360 --> 00:02:54.900]  這篇詩篇
[00:02:54.900 --> 00:02:58.240]  他們也得到安慰和盼望
[00:02:58.240 --> 00:03:01.760]  也有不少的家屬
[00:03:01.760 --> 00:03:03.920]  後來也願意回到教會
[00:03:03.920 --> 00:03:05.440]  更多的認識
[00:03:05.440 --> 00:03:09.040]  雖然今晚不是安息禮
[00:03:09.040 --> 00:03:11.540]  但我們也有同樣的需要
[00:03:11.540 --> 00:03:12.560]  是什麼呢
[00:03:12.560 --> 00:03:14.160]  我們也需要
[00:03:14.160 --> 00:03:15.440]  安慰
[00:03:15.440 --> 00:03:16.960]  和盼望
[00:03:16.960 --> 00:03:20.780]  我們現在身處香港這個地方
[00:03:20.940 --> 00:03:22.320]  最不缺少的是什麼呢
[00:03:22.320 --> 00:03:23.840]  最不缺少的就是
[00:03:23.840 --> 00:03:24.840]  人
[00:03:24.840 --> 00:03:26.840]  香港有很多人
[00:03:26.840 --> 00:03:28.360]  走在街上到處都有人
[00:03:28.360 --> 00:03:30.640]  我們自身在人群當中
[00:03:30.640 --> 00:03:31.860]  好像很熱鬧
[00:03:31.860 --> 00:03:35.600]  甚至我們用手機也跟全世界的人
[00:03:35.600 --> 00:03:36.840]  聯繫
[00:03:36.840 --> 00:03:38.480]  雖然如此
[00:03:38.480 --> 00:03:39.980]  但是
[00:03:39.980 --> 00:03:42.480]  我們很多時候都會在現實世界
[00:03:42.480 --> 00:03:43.000]  又或者
[00:03:43.000 --> 00:03:44.400]  在網絡世界裡面
[00:03:44.400 --> 00:03:45.720]  都感到疏離
[00:03:45.720 --> 00:03:48.440]  世界衛生組織
[00:03:49.720 --> 00:03:50.680]  將孤獨
[00:03:50.680 --> 00:03:51.660]  孤獨
[00:03:51.660 --> 00:03:52.840]  列為
[00:03:52.840 --> 00:03:56.320]  迫切全球衛生威脅
[00:03:56.320 --> 00:03:58.120]  就是說孤獨
[00:03:58.120 --> 00:04:01.040]  這件事世界衛生組織覺得是一個
[00:04:01.040 --> 00:04:02.760]  對人的
[00:04:02.760 --> 00:04:04.640]  生命的一個迫切的威脅
[00:04:04.640 --> 00:04:06.360]  致命效果等同什麼呢
[00:04:06.360 --> 00:04:09.360]  就是等同每天吃15支煙
[00:04:09.360 --> 00:04:10.800]  很傷
[00:04:10.800 --> 00:04:13.280]  現代人其中一個
[00:04:13.280 --> 00:04:14.760]  很普遍的問題就是
[00:04:14.760 --> 00:04:16.080]  感到孤單
[00:04:16.080 --> 00:04:18.200]  你有沒有曾經
[00:04:18.560 --> 00:04:19.760]  感到孤單
[00:04:19.760 --> 00:04:23.360]  有誰可以跟你同行呢
[00:04:23.360 --> 00:04:26.000]  近日有一套
[00:04:26.000 --> 00:04:28.560]  談論生死的電影
[00:04:28.560 --> 00:04:31.520]  火速突破了香港華語票房的
[00:04:31.520 --> 00:04:32.520]  記錄
[00:04:32.520 --> 00:04:33.920]  成為第一位
[00:04:33.920 --> 00:04:36.400]  有誰有看過
[00:04:36.400 --> 00:04:37.440]  請舉手
[00:04:37.440 --> 00:04:38.880]  也很多
[00:04:38.880 --> 00:04:40.000]  是很多
[00:04:40.000 --> 00:04:41.640]  所以票房這麼厲害
[00:04:41.640 --> 00:04:42.360]  就是第一位
[00:04:42.360 --> 00:04:46.960]  有些香港人對於死亡也感到忌諱
[00:04:46.960 --> 00:04:48.280]  但是從這
[00:04:48.640 --> 00:04:50.480]  電影票房的反應
[00:04:50.480 --> 00:04:51.000]  也看到
[00:04:51.000 --> 00:04:51.800]  其實
[00:04:51.800 --> 00:04:54.720]  人對於生死這個課題
[00:04:54.720 --> 00:04:56.680]  也很有共鳴
[00:04:56.680 --> 00:04:58.120]  也能夠觸動
[00:04:58.120 --> 00:04:59.600]  每一個人的內心
[00:04:59.600 --> 00:05:03.640]  好了
[00:05:03.640 --> 00:05:05.720]  生人也有很多困難
[00:05:05.720 --> 00:05:08.960]  就像電影對白當中有一句
[00:05:08.960 --> 00:05:11.600]  生人也會有很多地獄
[00:05:11.600 --> 00:05:13.120]  就是大家都
[00:05:13.120 --> 00:05:14.080]  很
[00:05:14.080 --> 00:05:15.960]  認識這句話
[00:05:15.960 --> 00:05:17.440]  還有可能有共鳴
[00:05:18.440 --> 00:05:19.680]  可能大家會問
[00:05:19.680 --> 00:05:21.800]  生人也有這麼多地獄
[00:05:21.800 --> 00:05:23.760]  有誰可以
[00:05:23.760 --> 00:05:25.160]  陪你走過呢
[00:05:25.160 --> 00:05:27.720]  不如我們去
[00:05:27.720 --> 00:05:29.160]  看看
[00:05:29.160 --> 00:05:30.240]  問一下
[00:05:30.240 --> 00:05:31.320]  一位
[00:05:31.320 --> 00:05:32.600]  的
[00:05:32.600 --> 00:05:34.160]  我們很
[00:05:34.160 --> 00:05:35.200]  就是
[00:05:35.200 --> 00:05:36.160]  很有智慧的
[00:05:36.160 --> 00:05:37.480]  就是神怎麼說呢
[00:05:37.480 --> 00:05:39.040]  神怎麼回答這個問題呢
[00:05:39.040 --> 00:05:40.720]  就是在聖經裡面怎麼說
[00:05:40.720 --> 00:05:41.840]  讓我們去
[00:05:41.840 --> 00:05:43.440]  看看詩篇23篇
[00:05:43.440 --> 00:05:45.840]  讓我們一起
[00:05:46.080 --> 00:05:47.880]  讀出來這六節的
[00:05:47.880 --> 00:05:49.080]  聖經
[00:05:49.080 --> 00:05:50.000]  預備
[00:05:50.000 --> 00:05:53.040]  耶和華是我的目者
[00:05:53.040 --> 00:05:54.880]  我必不至缺乏
[00:05:54.880 --> 00:05:58.160]  祂使我躺臥在青草地上
[00:05:58.160 --> 00:06:01.080]  領我在可安歇的水邊
[00:06:01.080 --> 00:06:03.720]  祂使我的靈魂甦醒
[00:06:03.720 --> 00:06:06.800]  為自己的名引導我走義路
[00:06:06.800 --> 00:06:10.080]  我雖然行過死刃的幽谷
[00:06:10.080 --> 00:06:11.960]  也不怕遭害
[00:06:11.960 --> 00:06:14.320]  因為禰與我同在
[00:06:14.720 --> 00:06:17.680]  禰的像 禰的肝都安慰我
[00:06:17.680 --> 00:06:19.680]  在我的人面前
[00:06:19.680 --> 00:06:21.920]  禰為我擺設筵席
[00:06:21.920 --> 00:06:24.320]  禰用油膏了我的頭
[00:06:24.320 --> 00:06:26.360]  使我的腹背滿溢
[00:06:26.360 --> 00:06:28.240]  我一生一世
[00:06:28.240 --> 00:06:30.960]  必有恩惠慈愛隨著我
[00:06:30.960 --> 00:06:34.200]  我且要住在耶和華的殿中
[00:06:34.200 --> 00:06:35.680]  直到永遠
[00:06:35.680 --> 00:06:39.000]  讓我們一起祈禱吧
[00:06:39.000 --> 00:06:41.840]  親愛的天父我們感謝禰
[00:06:41.840 --> 00:06:44.080]  讓我們聚集在禰的面前
[00:06:44.800 --> 00:06:45.960]  不論是弟兄姊妹
[00:06:45.960 --> 00:06:47.200]  不論是新朋友
[00:06:47.200 --> 00:06:49.080]  願禰親自的
[00:06:49.080 --> 00:06:51.600]  幫助我們去明白禰的話
[00:06:51.600 --> 00:06:53.240]  去認識
[00:06:53.240 --> 00:06:54.480]  禰就是各位
[00:06:54.480 --> 00:06:56.760]  在任何時候
[00:06:56.760 --> 00:06:59.280]  都與我們同行的各位的神
[00:06:59.280 --> 00:07:00.640]  讓我們
[00:07:00.640 --> 00:07:03.240]  也有信心來回應
[00:07:03.240 --> 00:07:06.360]  以致我們願意去信靠禰
[00:07:06.360 --> 00:07:07.800]  和跟隨禰
[00:07:07.800 --> 00:07:10.080]  願主禰親自帶領
[00:07:10.080 --> 00:07:11.720]  今晚的時間
[00:07:11.720 --> 00:07:13.840]  祈禱奉主耶穌基督的名
[00:07:14.320 --> 00:07:14.920]  阿門
[00:07:14.920 --> 00:07:18.240]  首先
[00:07:18.240 --> 00:07:21.560]  這位超時空同行者
[00:07:21.560 --> 00:07:23.120]  他在信經當中
[00:07:23.120 --> 00:07:25.800]  與你同在
[00:07:25.800 --> 00:07:31.480]  聖經說到耶和華
[00:07:31.480 --> 00:07:32.920]  耶和華就是神
[00:07:32.920 --> 00:07:34.160]  是我的目者
[00:07:34.160 --> 00:07:36.240]  我必不自缺乏
[00:07:36.240 --> 00:07:38.600]  在這一節的經文當中
[00:07:38.600 --> 00:07:41.400]  動詞就是缺乏
[00:07:41.400 --> 00:07:43.320]  在這裡強調我們
[00:07:43.520 --> 00:07:45.040]  不自缺乏
[00:07:45.040 --> 00:07:49.040]  在英文的譯本ESV
[00:07:49.040 --> 00:07:51.080]  就是說到
[00:07:51.080 --> 00:07:53.080]  The Lord is my servant
[00:07:53.080 --> 00:07:54.800]  I shall not want
[00:07:54.800 --> 00:07:58.280]  我覺得這個I shall not want這個翻譯
[00:07:58.280 --> 00:07:59.760]  非常好
[00:07:59.760 --> 00:08:01.880]  不單止是不缺乏
[00:08:01.880 --> 00:08:02.560]  而是
[00:08:02.560 --> 00:08:04.520]  根本上你不需要去求
[00:08:04.520 --> 00:08:05.480]  別無他求
[00:08:05.480 --> 00:08:06.600]  一無所缺
[00:08:06.600 --> 00:08:08.520]  我們可以安穩在
[00:08:08.520 --> 00:08:10.840]  天父的帶領和供應當中
[00:08:12.920 --> 00:08:14.760]  想問問大家有沒有曾經試過
[00:08:14.760 --> 00:08:15.640]  缺乏
[00:08:15.640 --> 00:08:19.320]  有沒有朋友試過
[00:08:19.320 --> 00:08:22.080]  幾年都沒有上班
[00:08:22.080 --> 00:08:23.520]  沒有收入
[00:08:23.520 --> 00:08:25.120]  有沒有這樣的朋友
[00:08:25.120 --> 00:08:27.520]  有也不方便舉手
[00:08:27.520 --> 00:08:30.040]  我也有
[00:08:30.040 --> 00:08:31.240]  OK
[00:08:31.240 --> 00:08:32.240]  好
[00:08:32.240 --> 00:08:33.680]  我也舉手
[00:08:33.680 --> 00:08:36.720]  因為我也試過幾年沒有上班沒有收入
[00:08:36.720 --> 00:08:37.920]  那怎麼辦呢
[00:08:37.920 --> 00:08:40.480]  那時候發生了什麼事呢
[00:08:42.680 --> 00:08:44.400]  不過在當中我經歷了
[00:08:44.400 --> 00:08:45.800]  那份
[00:08:45.800 --> 00:08:50.200]  別無他求一無所缺的經驗
[00:08:50.200 --> 00:08:52.600]  大約在五年多之前
[00:08:52.600 --> 00:08:55.400]  我蒙神的呼召
[00:08:55.400 --> 00:08:57.360]  做傳道人
[00:08:57.360 --> 00:08:59.640]  要進讀神學院
[00:08:59.640 --> 00:09:00.840]  全時間去讀神學
[00:09:00.840 --> 00:09:02.520]  當時
[00:09:02.520 --> 00:09:04.520]  神學院已經收了我
[00:09:04.520 --> 00:09:07.160]  我已經辭了我的工作
[00:09:07.160 --> 00:09:08.880]  沒有收入
[00:09:10.440 --> 00:09:13.360]  在我正式進入神學院之前的一個多月
[00:09:13.360 --> 00:09:16.160]  我以前公司的老闆
[00:09:16.160 --> 00:09:18.960]  女兒打電話給我
[00:09:18.960 --> 00:09:21.280]  她三次
[00:09:21.280 --> 00:09:24.720]  遊說我回公司幫忙
[00:09:24.720 --> 00:09:25.560]  她說
[00:09:25.560 --> 00:09:28.200]  你開什麼條件都可以的
[00:09:28.200 --> 00:09:30.440]  你想要多少工資都可以的
[00:09:30.440 --> 00:09:32.080]  但是因為
[00:09:32.080 --> 00:09:35.440]  我已經清楚神的呼召
[00:09:35.440 --> 00:09:38.400]  我答應了神要去做傳道人
[00:09:38.400 --> 00:09:39.320]  所以
[00:09:40.080 --> 00:09:42.440]  我也拒絕了這些offer
[00:09:42.440 --> 00:09:44.400]  雖然當時
[00:09:44.400 --> 00:09:46.280]  我兩個兒子都在讀書
[00:09:46.280 --> 00:09:48.320]  辭了工作
[00:09:48.320 --> 00:09:51.320]  對於家庭的經濟也有一定的影響
[00:09:51.320 --> 00:09:53.360]  但是我相信
[00:09:53.360 --> 00:09:55.160]  神既然呼召我
[00:09:55.160 --> 00:09:56.280]  祂必會
[00:09:56.280 --> 00:09:58.000]  供應我的需要
[00:09:58.000 --> 00:10:00.560]  在我以前工作的時候
[00:10:00.560 --> 00:10:01.960]  我每個月發工資
[00:10:01.960 --> 00:10:03.800]  的時候最開心的是什麼呢
[00:10:03.800 --> 00:10:07.320]  看到自己的銀行戶口的數字上升了
[00:10:07.320 --> 00:10:08.720]  是不是很開心
[00:10:08.720 --> 00:10:09.440]  大家也發工資了
[00:10:09.440 --> 00:10:11.520]  看到銀行戶口的數字上升
[00:10:11.520 --> 00:10:12.240]  是不是很開心
[00:10:12.240 --> 00:10:13.120]  都是開心的
[00:10:13.120 --> 00:10:13.880]  都是滿足的
[00:10:13.880 --> 00:10:15.920]  但是我發現
[00:10:15.920 --> 00:10:17.400]  原來有一種滿足
[00:10:17.400 --> 00:10:19.440]  是金錢不能夠提供的
[00:10:19.440 --> 00:10:20.720]  就是
[00:10:20.720 --> 00:10:23.280]  原來我仰望主的供應
[00:10:23.280 --> 00:10:27.040]  連銀行戶口上的數字都不需要看
[00:10:27.040 --> 00:10:28.720]  因為都沒得看
[00:10:28.720 --> 00:10:29.600]  因為沒有收入
[00:10:29.600 --> 00:10:30.360]  不需要看的
[00:10:30.360 --> 00:10:32.520]  好像大家
[00:10:32.520 --> 00:10:36.000]  大家都經歷過小時候
[00:10:36.000 --> 00:10:36.320]  是不是
[00:10:36.320 --> 00:10:36.960]  小時候
[00:10:36.960 --> 00:10:37.960]  小時候
[00:10:38.600 --> 00:10:39.680]  有沒有銀行戶口看的
[00:10:39.680 --> 00:10:40.440]  你小時候
[00:10:40.440 --> 00:10:42.200]  小學
[00:10:42.200 --> 00:10:43.040]  不會有了吧
[00:10:43.040 --> 00:10:45.200]  但是那個時候
[00:10:45.200 --> 00:10:47.720]  就相信父母會供應你的需要
[00:10:47.720 --> 00:10:51.640]  我那時候的狀況就是這樣
[00:10:51.640 --> 00:10:54.360]  這個比我在工作賺取金錢
[00:10:54.360 --> 00:10:55.840]  所得到的滿足是更大
[00:10:55.840 --> 00:10:57.040]  還有
[00:10:57.040 --> 00:10:58.640]  更加穩妥
[00:10:58.640 --> 00:10:59.760]  原來
[00:10:59.760 --> 00:11:02.240]  倚靠神是可以這麼穩妥的
[00:11:02.240 --> 00:11:03.360]  就好像這個小朋友
[00:11:03.360 --> 00:11:06.400]  倚靠爸爸媽媽的供應
[00:11:07.560 --> 00:11:08.600]  那我想問一下大家
[00:11:08.600 --> 00:11:11.640]  我讀完神學之後
[00:11:11.640 --> 00:11:13.640]  我的銀行戶口的結餘
[00:11:13.640 --> 00:11:15.600]  究竟是上升了
[00:11:15.600 --> 00:11:17.040]  保持了
[00:11:17.040 --> 00:11:18.360]  還是下降了呢
[00:11:18.360 --> 00:11:20.640]  上升呢
[00:11:20.640 --> 00:11:22.160]  不要說了
[00:11:22.160 --> 00:11:23.000]  還是大家先顧一下
[00:11:23.000 --> 00:11:24.120]  有哪些人認為
[00:11:24.120 --> 00:11:25.720]  我的銀行戶口會上升了
[00:11:25.720 --> 00:11:26.560]  請舉手
[00:11:26.560 --> 00:11:28.920]  都有一點點
[00:11:28.920 --> 00:11:30.960]  保持住的呢
[00:11:30.960 --> 00:11:33.320]  多一點
[00:11:33.320 --> 00:11:34.800]  下降了的呢
[00:11:37.080 --> 00:11:37.760]  也多
[00:11:37.760 --> 00:11:39.800]  好像是
[00:11:39.800 --> 00:11:41.960]  保持和下降多一點
[00:11:41.960 --> 00:11:43.960]  那
[00:11:43.960 --> 00:11:45.720]  其實要求上升呢
[00:11:45.720 --> 00:11:48.280]  就是有些奢求的
[00:11:48.280 --> 00:11:50.120]  沒有工作沒有收入
[00:11:50.120 --> 00:11:51.760]  但是有各樣的支出
[00:11:51.760 --> 00:11:53.280]  加學費生活費等等
[00:11:53.280 --> 00:11:55.080]  怎麼會上升呢
[00:11:55.080 --> 00:11:57.360]  保持就是因典
[00:11:57.360 --> 00:11:59.200]  下降就是應該的嘛
[00:11:59.200 --> 00:12:01.160]  那結果就是
[00:12:01.160 --> 00:12:02.400]  保持
[00:12:02.400 --> 00:12:05.560]  我之前的目姐跟我說
[00:12:05.560 --> 00:12:06.720]  她說她讀神學也是這樣
[00:12:07.000 --> 00:12:07.920]  她的銀行戶口
[00:12:07.920 --> 00:12:09.040]  是沒有下降的
[00:12:09.040 --> 00:12:11.040]  我同樣經歷了這件事
[00:12:11.040 --> 00:12:13.360]  感謝神祂自己的供應
[00:12:13.360 --> 00:12:15.640]  供應給那些信靠祂的人
[00:12:15.640 --> 00:12:19.920]  好了 接著經文說到
[00:12:19.920 --> 00:12:22.800]  他使我躺臥在青草地上
[00:12:22.800 --> 00:12:25.440]  領我在可安歇的水邊
[00:12:25.440 --> 00:12:28.120]  豬的養是不會缺乏食物的
[00:12:28.120 --> 00:12:29.480]  因為
[00:12:29.480 --> 00:12:31.120]  這位好牧人
[00:12:31.120 --> 00:12:34.320]  使我們躺臥在青草地上
[00:12:34.320 --> 00:12:36.000]  我們的精神呢
[00:12:36.360 --> 00:12:38.200]  也得到舒爽暢快
[00:12:38.200 --> 00:12:39.560]  因為
[00:12:39.560 --> 00:12:41.280]  他領我們
[00:12:41.280 --> 00:12:43.640]  在可安歇的水邊
[00:12:43.640 --> 00:12:44.720]  一個很滿足
[00:12:44.720 --> 00:12:46.800]  很安舒的環境
[00:12:46.800 --> 00:12:49.640]  而領這個字 帶領這個字呢
[00:12:49.640 --> 00:12:51.080]  的動詞呢
[00:12:51.080 --> 00:12:53.120]  原文是有必定
[00:12:53.120 --> 00:12:55.080]  加強和主動的意思
[00:12:55.080 --> 00:12:55.760]  就是強調
[00:12:55.760 --> 00:12:58.400]  這位的神必定會帶領我們
[00:12:58.400 --> 00:13:01.960]  在這個安歇的水邊當中
[00:13:01.960 --> 00:13:05.840]  接著
[00:13:06.840 --> 00:13:07.360]  經文說
[00:13:07.360 --> 00:13:09.280]  他使我的靈魂蘇醒
[00:13:09.280 --> 00:13:11.280]  為自己的命引導我走二路
[00:13:11.280 --> 00:13:12.760]  好牧人
[00:13:12.760 --> 00:13:14.720]  不單單供應我們的食物
[00:13:14.720 --> 00:13:18.120]  他使我們的靈魂蘇醒
[00:13:18.120 --> 00:13:19.800]  為自己的命
[00:13:19.800 --> 00:13:21.600]  引導我走二路
[00:13:21.600 --> 00:13:25.360]  蘇醒 原文也有必定的意思
[00:13:25.360 --> 00:13:28.120]  就是強調神必定會使我們的心靈蘇醒
[00:13:28.120 --> 00:13:29.640]  使我們回轉
[00:13:29.640 --> 00:13:31.080]  目的呢
[00:13:31.080 --> 00:13:32.320]  就是
[00:13:32.320 --> 00:13:34.320]  神要為自己的命
[00:13:34.880 --> 00:13:36.720]  去引導我們走二路
[00:13:36.720 --> 00:13:38.360]  二路是什麼呢
[00:13:38.360 --> 00:13:39.000]  就是
[00:13:39.000 --> 00:13:40.560]  正確的道路
[00:13:40.560 --> 00:13:42.360]  在座各位
[00:13:42.360 --> 00:13:43.960]  有沒有
[00:13:43.960 --> 00:13:46.560]  人你曾經覺得很迷失
[00:13:46.560 --> 00:13:48.160]  不知道
[00:13:48.160 --> 00:13:50.680]  走去左還是右的
[00:13:50.680 --> 00:13:53.240]  這位的大牧者
[00:13:53.240 --> 00:13:55.800]  就是在你迷失的時間
[00:13:55.800 --> 00:13:57.800]  你不知道怎麼走的時間
[00:13:57.800 --> 00:14:00.400]  他就帶你走正確的道路
[00:14:00.400 --> 00:14:01.840]  這樣
[00:14:01.840 --> 00:14:03.880]  你就不再孤單了
[00:14:04.400 --> 00:14:05.000]  也就是說
[00:14:05.000 --> 00:14:05.920]  神
[00:14:05.920 --> 00:14:07.760]  如果是我們的牧者的話
[00:14:07.760 --> 00:14:09.560]  我們就不需要再憂慮
[00:14:09.560 --> 00:14:12.520]  主從來沒有離棄過屬祂的人
[00:14:12.520 --> 00:14:13.960]  屬主的人
[00:14:13.960 --> 00:14:15.760]  就是主的兒女
[00:14:15.760 --> 00:14:18.040]  主是他們的好牧人
[00:14:18.040 --> 00:14:22.480]  接著
[00:14:22.480 --> 00:14:24.680]  這位的超時空同行者
[00:14:24.680 --> 00:14:26.760]  不單單在順境與我們同行
[00:14:26.760 --> 00:14:28.000]  他在困境當中
[00:14:28.000 --> 00:14:29.760]  也與我們同行
[00:14:29.760 --> 00:14:31.200]  一個人
[00:14:31.200 --> 00:14:33.040]  最需要陪伴
[00:14:33.040 --> 00:14:35.560]  大家認為最需要陪伴是什麼時間呢
[00:14:35.560 --> 00:14:38.680]  最需要陪伴的時間就是
[00:14:38.680 --> 00:14:40.120]  面對
[00:14:40.120 --> 00:14:41.560]  艱難
[00:14:41.560 --> 00:14:43.200]  面對困難的時間
[00:14:43.200 --> 00:14:44.520]  生活當中
[00:14:44.520 --> 00:14:46.080]  有很多艱難
[00:14:46.080 --> 00:14:48.160]  正如電影的對白
[00:14:48.160 --> 00:14:50.080]  生人也有很多地獄
[00:14:50.080 --> 00:14:53.600]  所以我今晚會用比較多的篇幅
[00:14:53.600 --> 00:14:54.800]  去講到
[00:14:54.800 --> 00:14:56.480]  在困境中
[00:14:56.480 --> 00:14:57.840]  主與我同行
[00:14:57.840 --> 00:15:01.880]  經文繼續說道
[00:15:01.880 --> 00:15:03.520]  我雖然行過死任的幽谷
[00:15:03.520 --> 00:15:04.840]  也不怕遭害
[00:15:04.840 --> 00:15:06.680]  因為你與我同在
[00:15:06.680 --> 00:15:07.760]  你的障
[00:15:07.760 --> 00:15:08.640]  你的肝
[00:15:08.640 --> 00:15:09.600]  都安慰我
[00:15:09.600 --> 00:15:11.760]  對你來說
[00:15:11.760 --> 00:15:13.720]  死任幽谷
[00:15:13.720 --> 00:15:14.960]  是什麼呢
[00:15:14.960 --> 00:15:18.880]  相信對很多人來說
[00:15:18.880 --> 00:15:21.200]  其中一個死任幽谷就是
[00:15:21.200 --> 00:15:22.200]  病患
[00:15:22.200 --> 00:15:25.600]  如果我問大家有沒有試過病
[00:15:25.600 --> 00:15:27.120]  這個問題基本上是
[00:15:27.120 --> 00:15:28.280]  不需要問的
[00:15:28.280 --> 00:15:28.920]  人人都有病
[00:15:28.920 --> 00:15:31.440]  有沒有人試過都是一些比較
[00:15:31.640 --> 00:15:32.600]  重的病
[00:15:32.600 --> 00:15:34.160]  有沒有
[00:15:34.160 --> 00:15:35.960]  都有
[00:15:35.960 --> 00:15:37.680]  在當中
[00:15:37.680 --> 00:15:39.480]  我們會感到怎樣呢
[00:15:39.480 --> 00:15:41.280]  痛
[00:15:41.280 --> 00:15:42.920]  甚至乎這個
[00:15:42.920 --> 00:15:44.920]  痛苦這個病是長期的
[00:15:44.920 --> 00:15:46.600]  會感到孤單
[00:15:46.600 --> 00:15:48.160]  無助 絕望
[00:15:48.160 --> 00:15:50.160]  甚至乎
[00:15:50.160 --> 00:15:52.560]  有機會是
[00:15:52.560 --> 00:15:53.560]  死亡
[00:15:53.560 --> 00:15:56.840]  最近台灣的藝人大S
[00:15:56.840 --> 00:15:58.200]  只不過是48歲
[00:15:58.200 --> 00:16:00.880]  他的離世令到大家很突然
[00:16:01.160 --> 00:16:02.200]  人的生命
[00:16:02.200 --> 00:16:03.920]  也很難掌握
[00:16:03.920 --> 00:16:05.920]  我要遇到什麼時候退休
[00:16:05.920 --> 00:16:07.040]  我又怎樣
[00:16:07.040 --> 00:16:09.160]  有時候生命的事
[00:16:09.160 --> 00:16:10.680]  我們都控制不了
[00:16:10.680 --> 00:16:14.280]  最近團契有一位組長
[00:16:14.280 --> 00:16:14.920]  Olivia
[00:16:14.920 --> 00:16:18.560]  她患上了腸癌
[00:16:18.560 --> 00:16:21.120]  她和她丈夫Sam
[00:16:21.120 --> 00:16:22.880]  在當中有什麼經歷呢
