
[00:00:00.000 --> 00:00:04.000]  在學校的時候應該也試過做群組項目
[00:01:28.000 --> 00:01:31.000]  我們可以從約書亞身上
[00:01:31.000 --> 00:01:33.000]  又學到什麼秘技
[00:01:33.000 --> 00:01:36.000]  可以去面對使命或挑戰呢
[00:01:36.000 --> 00:01:38.000]  在靜到之先
[00:01:38.000 --> 00:01:40.000]  我們一起再圖告
[00:01:40.000 --> 00:01:42.000]  此刻的天父
[00:01:42.000 --> 00:01:46.000]  讚美你是色在、金在、永在的神
[00:01:46.000 --> 00:01:49.000]  感謝你此刻永恆不變的真理
[00:01:49.000 --> 00:01:52.000]  成為我們生活的指引
[00:01:52.000 --> 00:01:54.000]  祈求你遂令以下的時間
[00:01:54.000 --> 00:01:56.000]  向我們每一個說話
[00:01:56.000 --> 00:01:58.000]  我們圖告、交託、仰望
[00:01:58.000 --> 00:02:02.000]  是奉教主耶穌基督聖名祈求
[00:02:02.000 --> 00:02:03.000]  阿們
[00:02:03.000 --> 00:02:06.000]  好,今天靜到經文是約書亞
[00:02:06.000 --> 00:02:09.000]  記五章13至15節
[00:02:09.000 --> 00:02:12.000]  我們一起讀經文吧
[00:02:12.000 --> 00:02:13.000]  麻煩powerpoint
[00:02:13.000 --> 00:02:15.000]  好,我們很短的
[00:02:15.000 --> 00:02:18.000]  三節我們一次過一口氣一起讀
[00:02:18.000 --> 00:02:19.000]  可以慢慢讀
[00:02:19.000 --> 00:02:21.000]  預備起
[00:02:21.000 --> 00:02:23.000]  是,謝謝
[00:02:23.000 --> 00:02:25.000]  這段經文的背景
[00:02:25.000 --> 00:02:28.000]  就是神拯救了以色列人
[00:02:28.000 --> 00:02:31.000]  從維勞之家埃及地出來
[00:02:31.000 --> 00:02:35.000]  其後因為以色列人多了半億神
[00:02:35.000 --> 00:02:39.000]  於是就在曠野裡流浪了40年
[00:02:39.000 --> 00:02:41.000]  經過多番波折之後
[00:02:41.000 --> 00:02:46.000]  終於可以進入神應許的迦南地
[00:02:46.000 --> 00:02:48.000]  而過往被神委任
[00:02:48.000 --> 00:02:51.000]  要帶領以色列民的領袖摩西
[00:02:51.000 --> 00:02:53.000]  已經完成了任務
[00:02:53.000 --> 00:02:55.000]  被神接走回天家了
[00:02:55.000 --> 00:03:00.000]  現在就輪到摩西的徒弟約書亞
[00:03:00.000 --> 00:03:02.000]  被神委派接棒
[00:03:02.000 --> 00:03:05.000]  帶領以色列民攻取迦南地
[00:03:05.000 --> 00:03:08.000]  領受神所賜的應許地
[00:03:08.000 --> 00:03:10.000]  約書亞接棒之後
[00:03:10.000 --> 00:03:12.000]  他就派了探子
[00:03:12.000 --> 00:03:16.000]  去到第一個他們需要攻取的目標
[00:03:16.000 --> 00:03:19.000]  耶利哥城去視察環境
[00:03:19.000 --> 00:03:23.000]  發現當地人原來早就聽過
[00:03:23.000 --> 00:03:26.000]  神帶領以色列人的奇妙作為
[00:03:26.000 --> 00:03:28.000]  而聞風喪膽
[00:03:28.000 --> 00:03:34.000]  這個現象對以色列人的軍心非常有利
[00:03:34.000 --> 00:03:37.000]  神又再次行神跡
[00:03:37.000 --> 00:03:40.000]  將約旦河的河水止住
[00:03:40.000 --> 00:03:44.000]  讓以色列人走乾地過約旦河
[00:03:44.000 --> 00:03:48.000]  叫未曾經歷過過紅海的新一代以色列人
[00:03:48.000 --> 00:03:50.000]  親身經歷神的大能
[00:03:50.000 --> 00:03:52.000]  建立他們的信心
[00:03:52.000 --> 00:03:55.000]  準備領取應許地
[00:03:55.000 --> 00:03:58.000]  而準備攻打耶利哥城之前
[00:03:58.000 --> 00:04:00.000]  神又吩咐以色列人行割禮
[00:04:00.000 --> 00:04:02.000]  守如月節
[00:04:02.000 --> 00:04:04.000]  作為納約的記號
[00:04:04.000 --> 00:04:06.000]  紀念神的應許
[00:04:06.000 --> 00:04:08.000]  神的拯救
[00:04:08.000 --> 00:04:11.000]  當他們完成了這兩件事之後
[00:04:11.000 --> 00:04:14.000]  以往他們每一天吃的麻辣
[00:04:14.000 --> 00:04:17.000]  就從此停止降下
[00:04:17.000 --> 00:04:19.000]  這是好消息
[00:04:19.000 --> 00:04:24.000]  因為表示他們以後不再需要流落在曠野
[00:04:24.000 --> 00:04:29.000]  亦不再在迦南地落地生根
[00:04:29.000 --> 00:04:31.000]  吃當地的出產
[00:04:31.000 --> 00:04:34.000]  在這麼多有利的因素之下
[00:04:34.000 --> 00:04:38.000]  約書亞帶領以色列人攻打耶利哥城這個任務
[00:04:38.000 --> 00:04:42.000]  估計應該是勝券在握
[00:04:42.000 --> 00:04:45.000]  不過在這段經文一開始的時候
[00:04:45.000 --> 00:04:47.000]  第十三節我們看見
[00:04:47.000 --> 00:04:49.000]  約書亞好像只有他一個人
[00:04:49.000 --> 00:04:53.000]  獨自到耶利哥城視察
[00:04:53.000 --> 00:04:55.000]  為什麼這樣說呢?
[00:04:55.000 --> 00:04:58.000]  因為整段經文中我們看到只有兩個人
[00:04:58.000 --> 00:05:00.000]  一個是約書亞
[00:05:00.000 --> 00:05:02.000]  另外就是一個神秘人
[00:05:02.000 --> 00:05:06.000]  並未提及到當場有其他人
[00:05:06.000 --> 00:05:10.000]  所以我們推斷當時只有約書亞自己一個
[00:05:10.000 --> 00:05:16.000]  究竟當時約書亞心裏在想什麼呢?
[00:05:16.000 --> 00:05:19.000]  可能約書亞很有信心
[00:05:19.000 --> 00:05:22.000]  因為剛才所說的那麼多
[00:05:22.000 --> 00:05:27.000]  不過他同時也有可能很擔心
[00:05:27.000 --> 00:05:31.000]  如果單憑剛才所說的那一連串事
[00:05:31.000 --> 00:05:36.000]  例如說耶利哥城的人已經心驚膽戰
[00:05:36.000 --> 00:05:40.000]  又曾經過過約旦河這麼厲害的神跡
[00:05:40.000 --> 00:05:46.000]  以及神之前已經親自跟約書亞說過很多的應許
[00:05:46.000 --> 00:05:50.000]  這些都會成為他很大的強心針
[00:05:50.000 --> 00:05:53.000]  約書亞應該是很有信心
[00:05:53.000 --> 00:05:58.000]  而這次戰役應該十拿九穩必然得勝
[00:05:58.000 --> 00:06:03.000]  但是當他面對這麼宏偉的耶利哥城
[00:06:03.000 --> 00:06:05.000]  城牆那麼堅固
[00:06:05.000 --> 00:06:10.000]  他再想起過往四十年在曠野的生活
[00:06:10.000 --> 00:06:13.000]  師父摩西的死
[00:06:13.000 --> 00:06:15.000]  以色列人的脾性
[00:06:15.000 --> 00:06:17.000]  神頒發的使命
[00:06:17.000 --> 00:06:23.000]  這場也是他第一次正式擔任以色列人領袖
[00:06:23.000 --> 00:06:26.000]  進入應許地的第一場戰事
[00:06:26.000 --> 00:06:29.000]  只許勝不許敗
[00:06:29.000 --> 00:06:32.000]  縱然過往有很多很多的經歷
[00:06:32.000 --> 00:06:34.000]  但是面對此時此刻
[00:06:34.000 --> 00:06:39.000]  其實心裏的壓力真的會很大很大很重
[00:06:39.000 --> 00:06:41.000]  你說不怯是假的
[00:06:41.000 --> 00:06:44.000]  但是他又要保持冷靜
[00:06:44.000 --> 00:06:48.000]  要想想用什麼策略去進攻
[00:06:48.000 --> 00:06:53.000]  當時相信他的感性和理性都會同時進行交戰
[00:06:53.000 --> 00:06:56.000]  真的會有很多的忐忑不安
[00:06:56.000 --> 00:06:58.000]  正正就在這個時刻
[00:06:58.000 --> 00:07:00.000]  約書亞舉目觀看
[00:07:00.000 --> 00:07:03.000]  突然發現有一個人站在他對面
[00:07:03.000 --> 00:07:07.000]  而這個人的姿態並非等閒人
[00:07:07.000 --> 00:07:11.000]  他手上拿著一把已經拔出來的刀
[00:07:11.000 --> 00:07:14.000]  擺出了一個作戰的狀態
[00:07:14.000 --> 00:07:17.000]  於是約書亞也真的很勇敢
[00:07:17.000 --> 00:07:21.000]  他立即走過去問清楚這個神秘人的來意
[00:07:21.000 --> 00:07:25.000]  究竟對方是友還是敵
[00:07:25.000 --> 00:07:28.000]  如果是友
[00:07:28.000 --> 00:07:32.000]  當然立即招攬他加入以色列的大軍
[00:07:32.000 --> 00:07:34.000]  但如果他是敵人
[00:07:34.000 --> 00:07:36.000]  他當然一定會奮力抗戰
[00:07:36.000 --> 00:07:37.000]  殺一儆百
[00:07:37.000 --> 00:07:39.000]  先拔頭籌
[00:07:39.000 --> 00:07:41.000]  向對方下馬威
[00:07:41.000 --> 00:07:43.000]  以作警示
[00:07:43.000 --> 00:07:46.000]  誰知這個神秘人的答案
[00:07:46.000 --> 00:07:49.000]  出乎約書亞的意料之外
[00:07:49.000 --> 00:07:52.000]  他說「都不是」
[00:07:52.000 --> 00:07:57.000]  「現在我來是要作耶和華軍隊的元帥」
[00:07:57.000 --> 00:08:00.000]  元文的次序是怎樣呢?
[00:08:00.000 --> 00:08:03.000]  麻煩那張powerpoint可否幫我們下載一下
[00:08:03.000 --> 00:08:05.000]  雖然是小小的文字
[00:08:05.000 --> 00:08:09.000]  希伯文是由左至右
[00:08:09.000 --> 00:08:12.000]  我把它變成英文時
[00:08:12.000 --> 00:08:14.000]  一組一組字出
[00:08:14.000 --> 00:08:19.000]  次序是「not, but, I」
[00:08:19.000 --> 00:08:22.000]  「the commander of the army of Yahweh」
[00:08:22.000 --> 00:08:25.000]  「now, I have come」
[00:08:25.000 --> 00:08:28.000]  即是對方的回答
[00:08:28.000 --> 00:08:30.000]  把身份表明得很清楚
[00:08:30.000 --> 00:08:34.000]  「我並不是幫你的盟友」
[00:08:34.000 --> 00:08:37.000]  「也不是抵抗你的敵人」
[00:08:37.000 --> 00:08:40.000]  「我,耶和華軍隊的元帥」
[00:08:40.000 --> 00:08:43.000]  「現在來了」
[00:08:43.000 --> 00:08:47.000]  這個神秘人原來是耶和華軍隊的元帥
[00:08:47.000 --> 00:08:49.000]  約書亞的反應是怎樣呢?
[00:08:49.000 --> 00:08:51.000]  即時趴在地上
[00:08:51.000 --> 00:08:53.000]  臉伏於地
[00:08:53.000 --> 00:08:56.000]  向耶和華軍隊的元帥下拜
[00:08:56.000 --> 00:08:58.000]  而這位耶和華軍隊的元帥
[00:08:58.000 --> 00:09:00.000]  接受了約書亞的下拜
[00:09:00.000 --> 00:09:02.000]  沒有抗拒
[00:09:02.000 --> 00:09:05.000]  這就很清楚表明了這位是神
[00:09:05.000 --> 00:09:07.000]  因為如果祂只不過是
[00:09:07.000 --> 00:09:10.000]  由神差派來的天使或使者
[00:09:10.000 --> 00:09:12.000]  遇到這樣的情況
[00:09:12.000 --> 00:09:14.000]  祂一定會叫他不要跪拜
[00:09:14.000 --> 00:09:16.000]  因為我們都會記得
[00:09:16.000 --> 00:09:18.000]  在啟示錄22章
[00:09:18.000 --> 00:09:22.000]  當約翰想向天使跪拜的時候
[00:09:22.000 --> 00:09:24.000]  天使叫他千萬不要向祂下拜
[00:09:24.000 --> 00:09:27.000]  只要單單敬拜神
[00:09:27.000 --> 00:09:32.000]  神清楚知道約書亞當時心裡在想什麼
[00:09:32.000 --> 00:09:35.000]  所以親自來到他的面前
[00:09:35.000 --> 00:09:37.000]  向他顯現
[00:09:37.000 --> 00:09:39.000]  清楚告訴約書亞
[00:09:39.000 --> 00:09:42.000]  神才是他的元帥
[00:09:42.000 --> 00:09:46.000]  即使約書亞被委派成為以色列人的領袖
[00:09:46.000 --> 00:09:48.000]  但其實他也只不過是
[00:09:48.000 --> 00:09:51.000]  耶和華軍隊的其中之一員
[00:09:51.000 --> 00:09:54.000]  真正的Commander是神
[00:09:54.000 --> 00:09:56.000]  而約書亞只不過是
[00:09:56.000 --> 00:09:59.000]  Follow Commander的Follower
[00:09:59.000 --> 00:10:03.000]  所以當約書亞認清楚自己的身份
[00:10:03.000 --> 00:10:05.000]  就即時以敬畏的心
[00:10:05.000 --> 00:10:07.000]  臉伏於地
[00:10:07.000 --> 00:10:10.000]  向耶和華軍隊的元帥下拜
[00:10:10.000 --> 00:10:11.000]  降伏於神
[00:10:11.000 --> 00:10:14.000]  更加稱神為我主
[00:10:14.000 --> 00:10:16.000]  自己稱為僕人
[00:10:16.000 --> 00:10:19.000]  顯明神與自己之間的主僕關係
[00:10:19.000 --> 00:10:22.000]  向神求問吩咐
[00:10:22.000 --> 00:10:24.000]  作為耶和華軍隊的一員
[00:10:24.000 --> 00:10:27.000]  相信元帥必然會猜險自己
[00:10:27.000 --> 00:10:29.000]  做一些任務
[00:10:29.000 --> 00:10:31.000]  所以約書亞問
[00:10:31.000 --> 00:10:34.000]  我主有什麼要吩咐僕人的時候呢?
[00:10:34.000 --> 00:10:36.000]  很可能他會期望
[00:10:36.000 --> 00:10:39.000]  神會指示一些軍事策略
[00:10:39.000 --> 00:10:42.000]  吩咐他如何籌備軍裝
[00:10:42.000 --> 00:10:43.000]  何時出戰
[00:10:43.000 --> 00:10:45.000]  如何作戰
[00:10:45.000 --> 00:10:46.000]  誰知道
[00:10:46.000 --> 00:10:51.000]  神再一次作出了令約書亞意外的回覆
[00:10:51.000 --> 00:10:52.000]  他說
[00:10:52.000 --> 00:10:54.000]  「脫掉你腳上的鞋子
[00:10:54.000 --> 00:10:57.000]  因為你站的地方是聖地」
[00:10:57.000 --> 00:11:01.000]  會不會覺得這句話有點似曾相識
[00:11:01.000 --> 00:11:06.000]  就是約書亞的師父摩西
[00:11:06.000 --> 00:11:07.000]  摩西
[00:11:07.000 --> 00:11:12.000]  神也曾經吩咐過摩西要脫鞋子
[00:11:12.000 --> 00:11:14.000]  記不記得是什麼時候呢?
[00:11:14.000 --> 00:11:17.000]  就是《出埃及記》第三章
[00:11:17.000 --> 00:11:21.000]  當摩西第一次在荷列山遇見神的時候
[00:11:21.000 --> 00:11:25.000]  神差派摩西要領以色列人出埃及支持
[00:11:25.000 --> 00:11:28.000]  神就對摩西說過同一番話
[00:11:28.000 --> 00:11:31.000]  也是叫摩西要脫掉你腳上的鞋子
[00:11:31.000 --> 00:11:35.000]  因為你站的地方是聖地
[00:11:35.000 --> 00:11:38.000]  明明摩西身在的地方
[00:11:38.000 --> 00:11:41.000]  和現在約書亞身在的地方
[00:11:41.000 --> 00:11:43.000]  是完全不一樣的
[00:11:43.000 --> 00:11:47.000]  但同樣被神稱之為聖地
[00:11:47.000 --> 00:11:50.000]  而今天當我們一說聖地
[00:11:50.000 --> 00:11:53.000]  我們很快就會想起耶路撒冷
[00:11:53.000 --> 00:11:57.000]  究竟什麼才是聖地呢?
[00:11:57.000 --> 00:11:58.000]  簡單而言
[00:11:58.000 --> 00:12:06.000]  所謂聖地並不是指一個特定的地理環境
[00:12:06.000 --> 00:12:10.000]  而是說它的性質、性潔
[00:12:10.000 --> 00:12:13.000]  怎樣才算是性潔呢?
[00:12:13.000 --> 00:12:16.000]  通常我們一說到性潔這兩隻字
[00:12:16.000 --> 00:12:20.000]  很快就會聯想到同音字「性」
[00:12:20.000 --> 00:12:23.000]  就是關於貞潔的操守
[00:12:23.000 --> 00:12:27.000]  當然這也是性潔其中一個表徵
[00:12:27.000 --> 00:12:29.000]  其中一個表現行為
[00:12:29.000 --> 00:12:33.000]  但性潔真實的意思是分別出來的
[00:12:33.000 --> 00:12:36.000]  按利美記十九章二節
[00:12:36.000 --> 00:12:38.000]  不如我們讀讀
[00:12:38.000 --> 00:12:41.000]  這節經文也讓我們知道怎樣才算是性潔
[00:12:41.000 --> 00:12:42.000]  我們一起讀吧
[00:12:42.000 --> 00:12:43.000]  預備起
[00:12:43.000 --> 00:12:48.000]  這幾節經文也清楚告訴我們
[00:12:48.000 --> 00:12:50.000]  神是性潔的
[00:12:50.000 --> 00:12:53.000]  祂的子民也是性潔的
[00:12:53.000 --> 00:12:58.000]  因為他們都是由所有的民族中區分出來
[00:12:58.000 --> 00:13:00.000]  歸耶和華為性
[00:13:00.000 --> 00:13:04.000]  所以有神同在的地方就是性地
[00:13:04.000 --> 00:13:07.000]  脫鞋又是什麼意思呢?
[00:13:07.000 --> 00:13:10.000]  雖然這裡沒有清楚指明
[00:13:10.000 --> 00:13:14.000]  但我們也可以嘗試從幾段經文去理解
[00:13:14.000 --> 00:13:19.000]  首先我們可以嘗試從路德記四章七至八節
[00:13:19.000 --> 00:13:24.000]  理解到脫鞋可以有一種放棄權利的意思
[00:13:24.000 --> 00:13:32.000]  另外我們可以從道家福音十五章二十二節
[00:13:32.000 --> 00:13:34.000]  若書下自稱為「瀑人」
[00:13:34.000 --> 00:13:37.000]  我們可以從這段經文裡
[00:13:37.000 --> 00:13:43.000]  嘗試理解到古時的奴僕可能根本沒有鞋穿
[00:13:43.000 --> 00:13:50.000]  所以脫鞋也有可能意味著代表作神瀑人的意思
[00:13:50.000 --> 00:13:55.000]  另外我們也可以嘗試用日常生活的角度去理解
[00:13:55.000 --> 00:14:00.000]  當腳上穿著的鞋經過這麼多路後
[00:14:00.000 --> 00:14:02.000]  一定會很骯髒
[00:14:02.000 --> 00:14:07.000]  所以脫鞋就是代表敬重的聖潔
[00:14:07.000 --> 00:14:10.000]  脫鞋也是理所當然的
[00:14:10.000 --> 00:14:11.000]  另一方面
[00:14:11.000 --> 00:14:14.000]  通常當我們穿著鞋的時候
[00:14:14.000 --> 00:14:18.000]  都是準備要起行、採取行動
[00:14:18.000 --> 00:14:21.000]  脫鞋就是我們不要出行
[00:14:21.000 --> 00:14:24.000]  什麼行動都不要採取
[00:14:24.000 --> 00:14:28.000]  所以當約書亞問神有什麼吩咐的時候
[00:14:28.000 --> 00:14:33.000]  神並非第一時間指示他採取任何的戰事策略
[00:14:33.000 --> 00:14:38.000]  而是要他分別出來歸耶和華為聖
[00:14:38.000 --> 00:14:43.000]  神首先指示約書亞的是他的「Being」
[00:14:43.000 --> 00:14:45.000]  而不是他的「Doing」
[00:14:45.000 --> 00:14:49.000]  場帳根本就是由神所安排的
[00:14:49.000 --> 00:14:53.000]  而要攻取的地根本就是屬於神的
[00:14:53.000 --> 00:14:57.000]  所以勝利根本就已經在神的手裡
[00:14:57.000 --> 00:14:59.000]  神是聖潔的
[00:14:59.000 --> 00:15:03.000]  神要約書亞清楚知道自己是分別出來的
[00:15:03.000 --> 00:15:05.000]  屬於神的
[00:15:05.000 --> 00:15:10.000]  他首先要將焦點對準自己的身份
[00:15:10.000 --> 00:15:14.000]  然後再調節自己的特徵
[00:15:14.000 --> 00:15:18.000]  當約書亞聽到神吩咐他脫鞋的吩咐
[00:15:18.000 --> 00:15:20.000]  他就立刻執行
[00:15:20.000 --> 00:15:24.000]  可以見到約書亞對神的降服
[00:15:24.000 --> 00:15:26.000]  對神的敬畏
[00:15:26.000 --> 00:15:29.000]  約書亞敬畏神而有的降服
[00:15:29.000 --> 00:15:32.000]  認清自己是被神分別出來
[00:15:32.000 --> 00:15:36.000]  與其他民族不一樣是非常重要的
[00:15:36.000 --> 00:15:38.000]  因為神將要指示約書亞
[00:15:38.000 --> 00:15:42.000]  如何帶領以色列人攻取耶利哥城的策略
[00:15:42.000 --> 00:15:44.000]  實在匪夷所思
[00:15:44.000 --> 00:15:47.000]  並非人能想像的方法
[00:15:47.000 --> 00:15:50.000]  就是每天不要出聲
[00:15:50.000 --> 00:15:52.000]  圍著城走一次
[00:15:52.000 --> 00:15:54.000]  走足六天
[00:15:54.000 --> 00:15:58.000]  走到第七天就圍著城走七次
[00:15:58.000 --> 00:16:00.000]  之後就大聲吶喊
[00:16:00.000 --> 00:16:02.000]  然後城牆就會倒塌
[00:16:02.000 --> 00:16:05.000]  如果不是完全的信服
[00:16:05.000 --> 00:16:06.000]  相信
[00:16:06.000 --> 00:16:07.000]  倚靠神
[00:16:07.000 --> 00:16:10.000]  要帶領一群以色列人
[00:16:10.000 --> 00:16:12.000]  做一件這麼奇怪的事
[00:16:12.000 --> 00:16:14.000]  真是很難的
[00:16:14.000 --> 00:16:17.000]  一方面不知道以色列人會怎麼看
[00:16:17.000 --> 00:16:22.000]  另一方面又不知道耶利哥城的人會怎麼反應
[00:16:22.000 --> 00:16:24.000]  所以即使就這樣走
[00:16:24.000 --> 00:16:26.000]  好像很容易
[00:16:26.000 --> 00:16:29.000]  但實際上要執行這個任務
[00:16:29.000 --> 00:16:31.000]  其實是很艱難的
[00:16:31.000 --> 00:16:33.000]  正正就是這麼奇怪
[00:16:33.000 --> 00:16:35.000]  並非一般人的策略
[00:16:35.000 --> 00:16:38.000]  才能彰顯出神的大能
[00:16:38.000 --> 00:16:40.000]  所以要執行這件
[00:16:40.000 --> 00:16:42.000]  Mission Impossible
[00:16:42.000 --> 00:16:45.000]  約書亞必須先調整他的心態
[00:16:45.000 --> 00:16:46.000]  分別為性
[00:16:46.000 --> 00:16:49.000]  以至能夠得到從性結的神
[00:16:49.000 --> 00:16:52.000]  領受從神而來的勝利
[00:16:52.000 --> 00:16:54.000]  實在今天我們
[00:16:54.000 --> 00:16:57.000]  未必每個人都像約書亞一樣
[00:16:57.000 --> 00:17:00.000]  要執行一些Mission Impossible
[00:17:00.000 --> 00:17:01.000]  但很肯定的
[00:17:01.000 --> 00:17:03.000]  在我們的生活裏
[00:17:03.000 --> 00:17:07.000]  一定會有大大小小的使命或挑戰
[00:17:07.000 --> 00:17:11.000]  我們可以在這段經文裏學到什麼呢
[00:17:11.000 --> 00:17:14.000]  第一個可以學到的原則
[00:17:14.000 --> 00:17:18.000]  就是當我們面對使命或挑戰的時候
[00:17:18.000 --> 00:17:20.000]  必須要認清楚
[00:17:20.000 --> 00:17:22.000]  神才是Commander
[00:17:22.000 --> 00:17:25.000]  我只不過是Follower
[00:17:25.000 --> 00:17:30.000]  無論要面對使命或挑戰
[00:17:30.000 --> 00:17:32.000]  是屬於個人的層面
[00:17:32.000 --> 00:17:34.000]  或是群體性的
[00:17:34.000 --> 00:17:37.000]  謹記神是掌管萬有的
[00:17:37.000 --> 00:17:39.000]  一切都是屬於神的
[00:17:39.000 --> 00:17:42.000]  就連我的生命都是屬於神的
[00:17:42.000 --> 00:17:46.000]  我只不過是神國度裏的其中之一分子
[00:17:46.000 --> 00:17:49.000]  神才是真正統領的元帥
[00:17:49.000 --> 00:17:52.000]  我只是聽命於神的跟隨者
[00:17:52.000 --> 00:17:54.000]  就是Follower
[00:17:54.000 --> 00:17:57.000]  Commander, Command的Follower
[00:17:57.000 --> 00:18:00.000]  其實我們和約書亞一樣
[00:18:00.000 --> 00:18:04.000]  都曾經歷過很多神奇妙的作為
[00:18:04.000 --> 00:18:07.000]  我們都會聽從神的吩咐
[00:18:07.000 --> 00:18:09.000]  進行很多紀念主因的行為
[00:18:09.000 --> 00:18:12.000]  譬如以前昔日以色列人
[00:18:12.000 --> 00:18:15.000]  就會行割禮、守如月節
[00:18:15.000 --> 00:18:19.000]  今天我們會接受水禮、守聖餐
[00:18:19.000 --> 00:18:22.000]  每天我們都會有靈修、禱告
[00:18:22.000 --> 00:18:26.000]  每星期我們都會回來崇拜、團契
[00:18:26.000 --> 00:18:30.000]  但是面對你心目中的耶利哥城
[00:18:30.000 --> 00:18:33.000]  即是一個又大又艱難的挑戰
[00:18:33.000 --> 00:18:35.000]  又或者任務
[00:18:35.000 --> 00:18:38.000]  我們又會不會在盤算
[00:18:38.000 --> 00:18:41.000]  用什麼策略去面對呢?
[00:18:41.000 --> 00:18:44.000]  當我們在這個盤算的過程裏
[00:18:44.000 --> 00:18:48.000]  遇見一些突然來的人事物
[00:18:48.000 --> 00:18:51.000]  我們又會不會用這種
[00:18:51.000 --> 00:18:55.000]  即時以非敵即有
[00:18:55.000 --> 00:19:00.000]  或者非有即敵的態度去作出判斷呢?
[00:19:00.000 --> 00:19:02.000]  或是我們能夠認清楚
[00:19:02.000 --> 00:19:05.000]  無論在什麼處境裏
[00:19:05.000 --> 00:19:08.000]  真正掌管一切的都是我們的主
[00:19:08.000 --> 00:19:10.000]  我們的神
[00:19:10.000 --> 00:19:12.000]  而我們所面對的一切
[00:19:12.000 --> 00:19:14.000]  並非屬於我們的
[00:19:14.000 --> 00:19:17.000]  我們需要的資源、人事物
[00:19:17.000 --> 00:19:19.000]  也不是為我們去效力的
[00:19:19.000 --> 00:19:24.000]  而是由神供應去完成神的心意
[00:19:24.000 --> 00:19:26.000]  彰顯神的國度
[00:19:26.000 --> 00:19:30.000]  我們首先要搞清楚自己的身份
[00:19:30.000 --> 00:19:32.000]  神才是指揮官
[00:19:32.000 --> 00:19:34.000]  我只不過是跟隨者
[00:19:34.000 --> 00:19:37.000]  記得我以前有一份工作
[00:19:37.000 --> 00:19:38.000]  公司賣盤
[00:19:38.000 --> 00:19:40.000]  所以順理成章
[00:19:40.000 --> 00:19:43.000]  就會出現一批新的領導層
[00:19:43.000 --> 00:19:45.000]  當時公司氣氛很緊張
[00:19:45.000 --> 00:19:47.000]  如臨大敵
[00:19:47.000 --> 00:19:48.000]  而通常我們估計
[00:19:48.000 --> 00:19:49.000]  他們第一個的程序
[00:19:49.000 --> 00:19:53.000]  必然首先會做一個內部審查
[00:19:53.000 --> 00:19:55.000]  於是我的上司
[00:19:55.000 --> 00:19:57.000]  就叫我要預備一些文件
[00:19:57.000 --> 00:19:58.000]  預備很多很多
[00:19:58.000 --> 00:20:00.000]  而當中有一些
[00:20:00.000 --> 00:20:02.000]  他叫我立即做出來
[00:20:02.000 --> 00:20:06.000]  因為平時我們根本沒有做過那些東西
[00:20:06.000 --> 00:20:08.000]  而是為了要預備應付
[00:20:08.000 --> 00:20:11.000]  對方有可能提出的要求
[00:20:11.000 --> 00:20:14.000]  所以我上司就需要我立即
[00:20:14.000 --> 00:20:16.000]  變他們出來
[00:20:16.000 --> 00:20:19.000]  當時我已經信了主
[00:20:19.000 --> 00:20:21.000]  我覺得造假對我來說
[00:20:21.000 --> 00:20:25.000]  實在過不了我心中的聖靈的獨澤
[00:20:25.000 --> 00:20:30.000]  但這是我上司給我的命令
