
[00:00:00.000 --> 00:00:10.000]  萬安,想問問今天是C篇系列的第幾講?
[00:02:23.000 --> 00:02:36.000]  第一個答案是你的答案,不需要思想,馬上回答就可以了
[00:02:36.000 --> 00:02:55.000]  不行不要緊,沒有做也可以繼續聽下去
[00:02:55.000 --> 00:03:01.000]  大家真的很聽話,很安靜
[00:03:01.000 --> 00:03:04.000]  我給多十五秒,快點完成
[00:03:04.000 --> 00:03:12.000]  不要緊的,不是考試
[00:03:12.000 --> 00:03:17.000]  那幾條問題就問你,你是不是經常回到六晚崇拜,你回了多久
[00:03:17.000 --> 00:03:20.000]  為什麼你喜歡回到星期六晚的原因
[00:03:20.000 --> 00:03:24.000]  為什麼你本來回到星期日,你轉到星期六的崇拜
[00:03:24.000 --> 00:03:27.000]  你回到崇拜唱詩的時候是什麼表現
[00:03:27.000 --> 00:03:29.000]  還有聽訊息的時候是什麼表現
[00:03:29.000 --> 00:03:32.000]  有幾條就是這樣的問題
[00:03:32.000 --> 00:03:34.000]  好了,差不多了
[00:03:34.000 --> 00:03:38.000]  不如你做完就做完,還沒做完也不要緊,回去做完
[00:03:38.000 --> 00:03:41.000]  你留心一下你的分數,看一看答案
[00:03:41.000 --> 00:03:46.000]  如果是零至四分,你就要問一下你今晚回來做什麼
[00:03:46.000 --> 00:03:48.000]  我也很懷疑
[00:03:48.000 --> 00:03:52.000]  五至十分,今晚的訊息很適合你聽
[00:03:52.000 --> 00:03:54.000]  十一至十四分是什麼
[00:03:54.000 --> 00:03:58.000]  你留心聽一下神要你有什麼更新改變
[00:03:58.000 --> 00:04:03.000]  換句話說,其實全部都是要留心聽
[00:04:03.000 --> 00:04:07.000]  就是要認真,怎樣認真去回崇拜
[00:04:07.000 --> 00:04:13.000]  我們看看詩篇九十六篇,怎樣告訴我們要怎樣回崇拜
[00:04:13.000 --> 00:04:19.000]  你的分數記得,然後把電話放好,不要再拿出來
[00:04:19.000 --> 00:04:22.000]  我們分了弟兄姊妹,還有一起讀的
[00:04:22.000 --> 00:04:27.000]  我很想大家有力有氣,也有感情這樣讀
[00:04:27.000 --> 00:04:30.000]  有些人寫的時候,就是很想我們這樣讀
[00:04:30.000 --> 00:04:32.000]  我們弟兄姊妹預備起
[00:04:32.000 --> 00:04:35.000]  你們要向耶和華唱新歌
[00:04:35.000 --> 00:04:38.000]  全地要向耶和華歌唱
[00:04:38.000 --> 00:04:41.000]  要向耶和華歌唱
[00:04:41.000 --> 00:04:45.000]  稱頌她的名,天天傳揚她的舊音
[00:04:45.000 --> 00:04:48.000]  在列國中述說她的榮耀
[00:04:48.000 --> 00:04:51.000]  在萬民中述說她的歧視
[00:04:51.000 --> 00:05:14.000]  我們一起讀
[00:05:14.000 --> 00:05:22.000]  民眾的萬族啊,要將榮耀能力歸給耶和華,都歸給耶和華
[00:05:22.000 --> 00:05:27.000]  要將耶和華的名所當得的榮耀歸給她
[00:05:27.000 --> 00:05:30.000]  拿功物來進入她的園兒
[00:05:30.000 --> 00:05:34.000]  當敬拜神聖榮耀的耶和華
[00:05:34.000 --> 00:05:37.000]  全地都要在她面前顫抖
[00:05:37.000 --> 00:05:38.000]  好了,弟兄
[00:05:38.000 --> 00:05:40.000]  要在列國中述說
[00:05:40.000 --> 00:05:45.000]  耶和華作王了,世界堅定不得動搖
[00:05:45.000 --> 00:05:48.000]  她要按公正審判萬民
[00:05:48.000 --> 00:05:49.000]  姊妹
[00:05:49.000 --> 00:05:52.000]  願天公平,願地大樂
[00:05:52.000 --> 00:05:56.000]  願愛國其中所充滿的凡間
[00:05:56.000 --> 00:05:59.000]  願天國其中所有的高官
[00:05:59.000 --> 00:06:05.000]  那時不得不的償福都要在耶和華面前呼呼
[00:06:05.000 --> 00:06:06.000]  好,弟兄
[00:06:06.000 --> 00:06:10.000]  因為她來要審判全地
[00:06:10.000 --> 00:06:13.000]  她要按公義審判世界
[00:06:13.000 --> 00:06:16.000]  按信實審判萬民
[00:06:16.000 --> 00:06:18.000]  你見到有兩個括號的意思
[00:06:18.000 --> 00:06:21.000]  其實在原文動詞沒有出兩次
[00:06:21.000 --> 00:06:23.000]  不過在翻譯上出了
[00:06:23.000 --> 00:06:25.000]  所以要括號括住讓你知道
[00:06:25.000 --> 00:06:28.000]  C篇96篇其實和歷代誌
[00:06:28.000 --> 00:06:33.000]  歡迎約貴進入耶路撒冷有關
[00:06:33.000 --> 00:06:36.000]  當時大衛要派人迎接約貴的時候
[00:06:36.000 --> 00:06:39.000]  找來李美人、濟斯、長老
[00:06:39.000 --> 00:06:41.000]  請了很多專業的音樂人
[00:06:41.000 --> 00:06:43.000]  一起來讚美耶和華
[00:06:43.000 --> 00:06:44.000]  唱歌跳舞
[00:06:44.000 --> 00:06:46.000]  玩不同的樂器
[00:06:46.000 --> 00:06:49.000]  當日在歷代誌這一段
[00:06:49.000 --> 00:06:51.000]  他們唱的那首詩歌
[00:06:51.000 --> 00:06:54.000]  正正和今天C篇96篇有關
[00:06:54.000 --> 00:06:57.000]  我們看看和三篇的詩篇有關
[00:06:57.000 --> 00:06:59.000]  歷代之上那段的詩歌
[00:06:59.000 --> 00:07:05.000]  當日大衛歡迎迎接約貴進入耶路撒冷的時候
[00:07:05.000 --> 00:07:08.000]  就是這三段分別在C篇96篇
[00:07:08.000 --> 00:07:12.000]  105篇和106篇
[00:07:12.000 --> 00:07:15.000]  這個地方出現的
[00:07:15.000 --> 00:07:18.000]  讚美詩、登基詩和愛歌
[00:07:18.000 --> 00:07:20.000]  這裡錯了一點
[00:07:20.000 --> 00:07:22.000]  我們96篇是屬於登基詩
[00:07:22.000 --> 00:07:24.000]  擺錯位
[00:07:24.000 --> 00:07:30.000]  你會發現究竟是歷代的詩歌
[00:07:30.000 --> 00:07:32.000]  還是這三首詩篇呢?
[00:07:32.000 --> 00:07:35.000]  其實有不同的學者有不同的說法
[00:07:35.000 --> 00:07:38.000]  有些人說因為當日要慶祝約貴進入耶路撒冷
[00:07:38.000 --> 00:07:40.000]  所以就寫了一首歌
[00:07:40.000 --> 00:07:43.000]  然後慢慢在猶太人中間流傳
[00:07:43.000 --> 00:07:46.000]  慢慢就被人編輯成C篇第四卷
[00:07:46.000 --> 00:07:48.000]  就成為我們今天的詩歌
[00:07:48.000 --> 00:07:50.000]  但有些人就說不是
[00:07:50.000 --> 00:07:53.000]  當日他們要歡迎約貴進來的時候
[00:07:53.000 --> 00:07:57.000]  他們就在坊間找了三首猶太人唱的歌
[00:07:57.000 --> 00:07:59.000]  集合在一起
[00:07:59.000 --> 00:08:01.000]  就成為了當日的詩歌
[00:08:01.000 --> 00:08:03.000]  但無論如何
[00:08:03.000 --> 00:08:05.000]  這也不是重點
[00:08:05.000 --> 00:08:07.000]  重點是這首登基詩
[00:08:07.000 --> 00:08:10.000]  在我們神學分類是屬於登基詩
[00:08:10.000 --> 00:08:13.000]  重點是宣告耶和華已經作王
[00:08:13.000 --> 00:08:16.000]  歡呼耶和華已經登基作王
[00:08:16.000 --> 00:08:19.000]  原來在C篇96篇到99篇
[00:08:19.000 --> 00:08:21.000]  連續幾篇都是登基詩
[00:08:21.000 --> 00:08:23.000]  很明顯
[00:08:23.000 --> 00:08:25.000]  C篇的編輯者
[00:08:25.000 --> 00:08:28.000]  他們有心想將這些相同的東西放在一起
[00:08:28.000 --> 00:08:30.000]  我們看看有什麼相同的地方
[00:08:30.000 --> 00:08:33.000]  這幾首我抽了幾節出來
[00:08:33.000 --> 00:08:35.000]  我們一起去看
[00:08:35.000 --> 00:08:37.000]  原來他們也很清楚說到
[00:08:37.000 --> 00:08:39.000]  耶和華已經作王
[00:08:39.000 --> 00:08:42.000]  在96篇97篇
[00:08:42.000 --> 00:08:44.000]  然後說到很多大自然
[00:08:44.000 --> 00:08:48.000]  天、地、海、大水、珠山、被造物
[00:08:48.000 --> 00:08:50.000]  一起去讚美神
[00:08:50.000 --> 00:08:53.000]  第三個特點是他們說到審判
[00:08:53.000 --> 00:08:55.000]  審判全地、審判萬民
[00:08:55.000 --> 00:08:57.000]  96篇98篇都有
[00:08:57.000 --> 00:08:59.000]  說到將來的審判
[00:08:59.000 --> 00:09:01.000]  最後說到假神
[00:09:01.000 --> 00:09:04.000]  萬民的神明、挑剔的偶像、虛無的神明
[00:09:04.000 --> 00:09:08.000]  這些全部都無法跟我們的耶和華比喻
[00:09:08.000 --> 00:09:11.000]  這就是登基詩裡面出現的東西
[00:09:11.000 --> 00:09:13.000]  有些學者發現
[00:09:13.000 --> 00:09:15.000]  登基詩他估計
[00:09:15.000 --> 00:09:19.000]  當一路舊約一路落的時候
[00:09:19.000 --> 00:09:21.000]  可能有個叫做耶和華登基節
[00:09:21.000 --> 00:09:25.000]  或者叫復興盟約節慶等等
[00:09:25.000 --> 00:09:28.000]  就是他們紀念大衛要歡迎約季進入耶路撒冷的時候
[00:09:28.000 --> 00:09:30.000]  每年他們就這樣巡遊慶祝
[00:09:30.000 --> 00:09:33.000]  慢慢就變成了一個特定的節慶
[00:09:33.000 --> 00:09:34.000]  抬起約季
[00:09:34.000 --> 00:09:37.000]  大聲宣告耶和華已經作王了
[00:09:37.000 --> 00:09:40.000]  我們歷史上不知道
[00:09:40.000 --> 00:09:41.000]  現在只是估計
[00:09:41.000 --> 00:09:43.000]  但無論如何我們回頭看的時候
[00:09:43.000 --> 00:09:47.000]  這個巡遊每年這樣紀念的時候
[00:09:47.000 --> 00:09:50.000]  就是說神是歷史的神
[00:09:50.000 --> 00:09:52.000]  將來也是神
[00:09:52.000 --> 00:09:53.000]  也是我們的神
[00:09:53.000 --> 00:09:55.000]  也是寸地的神
[00:09:55.000 --> 00:09:58.000]  所以九十六篇是如何形成的並不重要
[00:09:58.000 --> 00:10:02.000]  但重要的是世世代代不斷來去頌唱
[00:10:02.000 --> 00:10:04.000]  無論是大衛、全聲事記
[00:10:04.000 --> 00:10:05.000]  也要唱
[00:10:05.000 --> 00:10:08.000]  他們亡國庇老也要唱
[00:10:08.000 --> 00:10:11.000]  到回歸的時候他們也要唱
[00:10:11.000 --> 00:10:13.000]  所以我們學到一件事
[00:10:13.000 --> 00:10:16.000]  就是我們要時時都要去頌唱
[00:10:16.000 --> 00:10:19.000]  就像這篇詩篇九十六篇
[00:10:19.000 --> 00:10:22.000]  這篇登基詩給我們學習的是
[00:10:22.000 --> 00:10:24.000]  無論什麼情況
[00:10:24.000 --> 00:10:25.000]  今天什麼心情
[00:10:25.000 --> 00:10:26.000]  什麼遭遇
[00:10:26.000 --> 00:10:28.000]  今天回來頌拜
[00:10:28.000 --> 00:10:31.000]  你也要學習去頌唱
[00:10:31.000 --> 00:10:33.000]  我不知道你有沒有排除
[00:10:33.000 --> 00:10:35.000]  萬難地回來星期六晚上頌拜
[00:10:35.000 --> 00:10:39.000]  還是沒有什麼事做就來吧
[00:10:39.000 --> 00:10:42.000]  還是刻意早點吃飯
[00:10:42.000 --> 00:10:43.000]  早點下班
[00:10:43.000 --> 00:10:46.000]  下午下班才能準時回來
[00:10:46.000 --> 00:10:48.000]  每次回來的時候
[00:10:48.000 --> 00:10:49.000]  你帶著一個
[00:10:49.000 --> 00:10:51.000]  看看今天誰先戴
[00:10:51.000 --> 00:10:52.000]  看看唱什麼歌
[00:10:52.000 --> 00:10:54.000]  看看今天誰先說
[00:10:54.000 --> 00:10:55.000]  還是你預備好
[00:10:55.000 --> 00:10:56.000]  我是屬神的
[00:10:56.000 --> 00:10:57.000]  所以我一定要回來
[00:10:57.000 --> 00:10:58.000]  我是神的子民
[00:10:58.000 --> 00:11:00.000]  所以我要回來頌拜
[00:11:00.000 --> 00:11:02.000]  你是誰呢?
[00:11:02.000 --> 00:11:05.000]  我們試試從九十六篇學習
[00:11:05.000 --> 00:11:06.000]  想想兩個問題
[00:11:06.000 --> 00:11:10.000]  第一是為什麼你要參與集體的頌拜
[00:11:10.000 --> 00:11:14.000]  第二是如何參與集體的頌拜
[00:11:14.000 --> 00:11:17.000]  我們分三部分來看看
[00:11:17.000 --> 00:11:19.000]  第一到第六節
[00:11:19.000 --> 00:11:21.000]  出現了幾個字
[00:11:21.000 --> 00:11:26.000]  動詞:唱新歌、歌唱、稱頌、傳揚、述說
[00:11:26.000 --> 00:11:28.000]  歌唱就是用樂器
[00:11:28.000 --> 00:11:30.000]  用歌聲大聲讚美神
[00:11:30.000 --> 00:11:32.000]  這裡說了三次
[00:11:32.000 --> 00:11:33.000]  在第一節
[00:11:33.000 --> 00:11:36.000]  稱頌就是高舉神的名
[00:11:36.000 --> 00:11:38.000]  向神發出最高的敬意
[00:11:38.000 --> 00:11:40.000]  傳揚很明顯
[00:11:40.000 --> 00:11:41.000]  向人講福音
[00:11:41.000 --> 00:11:44.000]  述說就是向下一代傳
[00:11:44.000 --> 00:11:46.000]  繼續講我們這位的神
[00:11:46.000 --> 00:11:47.000]  多作見證
[00:11:47.000 --> 00:11:49.000]  這裡可以分兩個層面
[00:11:49.000 --> 00:11:52.000]  歌唱稱頌就是向神
[00:11:52.000 --> 00:11:54.000]  歌唱讚美稱頌上主
[00:11:54.000 --> 00:11:56.000]  向人傳福音
[00:11:56.000 --> 00:11:58.000]  述說神的恩典
[00:11:58.000 --> 00:12:00.000]  在第一第二節
[00:12:00.000 --> 00:12:03.000]  出現了三次歌唱
[00:12:03.000 --> 00:12:06.000]  第一到第二節
[00:12:06.000 --> 00:12:10.000]  出現了三次唱新歌、歌唱
[00:12:10.000 --> 00:12:13.000]  聖經裡重覆的字是怎樣的?
[00:12:13.000 --> 00:12:14.000]  重要的
[00:12:14.000 --> 00:12:16.000]  所以我給它名字三重奏
[00:12:16.000 --> 00:12:18.000]  出現了三次
[00:12:18.000 --> 00:12:20.000]  它也是講到唱歌來表達
[00:12:20.000 --> 00:12:22.000]  唱歌其實很自然
[00:12:22.000 --> 00:12:24.000]  你發現是神賜給我們的恩賜
[00:12:24.000 --> 00:12:26.000]  我們有聆聽音樂
[00:12:26.000 --> 00:12:27.000]  聽到聲音
[00:12:27.000 --> 00:12:30.000]  欣賞音樂的能力
[00:12:30.000 --> 00:12:34.000]  也是我們人很自然的感情表達
[00:12:34.000 --> 00:12:37.000]  你開心你會唱歌
[00:12:37.000 --> 00:12:40.000]  你不開心又會唱歌
[00:12:40.000 --> 00:12:42.000]  很傷心的歌你會很感動
[00:12:42.000 --> 00:12:45.000]  所以唱歌是很自然的
[00:12:45.000 --> 00:12:47.000]  也可以幫助我們表達
[00:12:47.000 --> 00:12:51.000]  未必文字我們能夠表達到的感情
[00:12:51.000 --> 00:12:52.000]  但在崇拜裡
[00:12:52.000 --> 00:12:55.000]  這些詩歌正正代表著我們
[00:12:55.000 --> 00:12:57.000]  去經歷神的恩典
[00:12:57.000 --> 00:12:58.000]  你看作曲那個
[00:12:58.000 --> 00:12:59.000]  因為他經歷神的恩典
[00:12:59.000 --> 00:13:01.000]  他就寫了出來
[00:13:01.000 --> 00:13:04.000]  他在生命上寫了一個記號
[00:13:04.000 --> 00:13:09.000]  每一首詩歌都盛載著一個神的恩典
[00:13:09.000 --> 00:13:11.000]  作者寫他有他的經歷
[00:13:11.000 --> 00:13:15.000]  但你唱的時候有你的經歷
[00:13:15.000 --> 00:13:17.000]  就好像我去年去了新西蘭
[00:13:17.000 --> 00:13:18.000]  放安息假的時候
[00:13:18.000 --> 00:13:20.000]  我寫了很多首詩歌
[00:13:20.000 --> 00:13:23.000]  所以每次拿出詩歌
[00:13:23.000 --> 00:13:27.000]  我又回憶當天神給我的提醒
[00:13:27.000 --> 00:13:29.000]  我經歷的事件
[00:13:29.000 --> 00:13:33.000]  每一首歌都有不同的見證
[00:13:33.000 --> 00:13:34.000]  不同的原因去寫
[00:13:34.000 --> 00:13:36.000]  我就跟弟兄姊妹分享
[00:13:36.000 --> 00:13:37.000]  大家就透過這些詩歌
[00:13:37.000 --> 00:13:40.000]  繼續來數算神的恩典
[00:13:40.000 --> 00:13:43.000]  這個新歌有幾個意思
[00:13:43.000 --> 00:13:45.000]  第一個就是新作
[00:13:45.000 --> 00:13:47.000]  就像我剛才去新西蘭
[00:13:47.000 --> 00:13:49.000]  我作了幾首新歌
[00:13:49.000 --> 00:13:50.000]  新創作的詩歌
[00:13:50.000 --> 00:13:52.000]  是因為神的恩典
[00:13:52.000 --> 00:13:53.000]  我們去經歷的時候
[00:13:53.000 --> 00:13:56.000]  就有這份感動去寫
[00:13:56.000 --> 00:14:00.000]  那你說你回來崇拜有新歌又如何?
[00:14:00.000 --> 00:14:02.000]  你就一起去經歷吧
[00:14:02.000 --> 00:14:03.000]  你帶著這份心情
[00:14:03.000 --> 00:14:04.000]  哇!神的恩典
[00:14:04.000 --> 00:14:06.000]  在這位作者身上
[00:14:06.000 --> 00:14:07.000]  在這首歌裡面
[00:14:07.000 --> 00:14:09.000]  我就要去學習去經歷
[00:14:09.000 --> 00:14:12.000]  相信神的供應
[00:14:12.000 --> 00:14:13.000]  第二個層面
[00:14:13.000 --> 00:14:14.000]  不是新歌了
[00:14:14.000 --> 00:14:16.000]  可能是舊歌
[00:14:16.000 --> 00:14:18.000]  你想想你的生活每天都是一樣
[00:14:18.000 --> 00:14:19.000]  你回來崇拜
[00:14:19.000 --> 00:14:21.000]  可能都是那個時間
[00:14:21.000 --> 00:14:22.000]  我們面對的困難
[00:14:22.000 --> 00:14:24.000]  可能從來都沒有離開過你
[00:14:24.000 --> 00:14:26.000]  但是因為神讓我們去經歷
[00:14:26.000 --> 00:14:28.000]  學習去放手的時候
[00:14:28.000 --> 00:14:29.000]  你每次崇拜回來
[00:14:29.000 --> 00:14:31.000]  就算唱著那首舊的歌
[00:14:31.000 --> 00:14:33.000]  你都再一次去經歷神
[00:14:33.000 --> 00:14:36.000]  因為你願意放手交給神
[00:14:36.000 --> 00:14:38.000]  所以我們回來崇拜的時候
[00:14:38.000 --> 00:14:40.000]  面對舊歌應該怎樣?
[00:14:40.000 --> 00:14:41.000]  就是說
[00:14:41.000 --> 00:14:43.000]  我有沒有辦法
[00:14:43.000 --> 00:14:44.000]  每次唱的時候
[00:14:44.000 --> 00:14:46.000]  我都可以去經歷
[00:14:46.000 --> 00:14:47.000]  有新的經歷
[00:14:47.000 --> 00:14:49.000]  新的感受
[00:14:49.000 --> 00:14:50.000]  不是當它是舊歌
[00:14:50.000 --> 00:14:52.000]  而是一首新歌呢?
[00:14:52.000 --> 00:14:53.000]  又或者這樣說
[00:14:53.000 --> 00:14:54.000]  新歌可以說
[00:14:54.000 --> 00:14:56.000]  每一個星期回來
[00:14:56.000 --> 00:14:57.000]  你想想敬拜隊
[00:14:57.000 --> 00:14:59.000]  他們每次都要練習
[00:14:59.000 --> 00:15:00.000]  可能唱同一首歌
[00:15:00.000 --> 00:15:01.000]  好像剛才那首
[00:15:01.000 --> 00:15:02.000]  一生一世
[00:15:02.000 --> 00:15:05.000]  我想每個人都唱過幾十次
[00:15:05.000 --> 00:15:06.000]  是嗎?
[00:15:06.000 --> 00:15:10.000]  那是不是每次舊歌就沒有經歷呢?
[00:15:10.000 --> 00:15:11.000]  不是的
[00:15:11.000 --> 00:15:14.000]  每一次我們敬拜隊
[00:15:14.000 --> 00:15:15.000]  很有心機去練好的時候
[00:15:15.000 --> 00:15:17.000]  我們就回來
[00:15:17.000 --> 00:15:18.000]  透過他們新的演繹
[00:15:18.000 --> 00:15:19.000]  新的唱法
[00:15:19.000 --> 00:15:21.000]  我們新的領袖
[00:15:21.000 --> 00:15:24.000]  就是這樣去經歷
[00:15:24.000 --> 00:15:26.000]  在《倚賽書》
[00:15:26.000 --> 00:15:27.000]  我們可以看到
[00:15:27.000 --> 00:15:30.000]  這個新歌更高的層次
[00:15:30.000 --> 00:15:32.000]  就是萬族萬民
[00:15:32.000 --> 00:15:34.000]  外邦的人
[00:15:34.000 --> 00:15:35.000]  他們看到神的能力
[00:15:35.000 --> 00:15:37.000]  神的榮耀的時候
[00:15:37.000 --> 00:15:38.000]  他們重新認識
[00:15:38.000 --> 00:15:39.000]  《倚賽書》
[00:15:39.000 --> 00:15:40.000]  你聽我讀吧
[00:15:40.000 --> 00:15:41.000]  62章那裡說
[00:15:41.000 --> 00:15:43.000]  列國要看見你的公義
[00:15:43.000 --> 00:15:45.000]  王要看見你的榮耀
[00:15:45.000 --> 00:15:47.000]  你必得新的名字
[00:15:47.000 --> 00:15:49.000]  原來我們崇拜
[00:15:49.000 --> 00:15:50.000]  我們大聲唱
[00:15:50.000 --> 00:15:51.000]  我們唱新歌
[00:15:51.000 --> 00:15:56.000]  是要讓未信的人認識神
[00:15:56.000 --> 00:15:57.000]  還有
[00:15:57.000 --> 00:15:58.000]  你想想將來我們在天上
[00:15:58.000 --> 00:15:59.000]  新天新地的時候
[00:15:59.000 --> 00:16:00.000]  所有信徒我們一起
[00:16:00.000 --> 00:16:02.000]  都是唱新歌的
[00:16:02.000 --> 00:16:04.000]  啟示錄告訴我們
[00:16:04.000 --> 00:16:06.000]  四活脈和二十四位長老
[00:16:06.000 --> 00:16:07.000]  俯伏在高揚面前
[00:16:07.000 --> 00:16:09.000]  一起唱新歌
[00:16:09.000 --> 00:16:12.000]  那十四萬四千人
[00:16:12.000 --> 00:16:13.000]  在補助前
[00:16:13.000 --> 00:16:16.000]  四活脈、宋長老、啟示錄又說他們一起
[00:16:16.000 --> 00:16:18.000]  唱新歌
[00:16:18.000 --> 00:16:20.000]  每天就算是新天新地
[00:16:20.000 --> 00:16:21.000]  我們和主耶穌一起的時候
[00:16:21.000 --> 00:16:22.000]  都是不斷唱新歌
[00:16:22.000 --> 00:16:25.000]  經歷新的因典
[00:16:25.000 --> 00:16:27.000]  所以我們今天回來崇拜
[00:16:27.000 --> 00:16:29.000]  其實就是在預演
[00:16:29.000 --> 00:16:33.000]  就好像預演天上的崇拜
[00:16:33.000 --> 00:16:36.000]  在信徒的群體裡
[00:16:36.000 --> 00:16:38.000]  我們就是這樣
[00:16:38.000 --> 00:16:41.000]  來經歷新的因典
[00:16:41.000 --> 00:16:43.000]  讓那些未信的人
[00:16:43.000 --> 00:16:45.000]  他聽到的時候
[00:16:45.000 --> 00:16:46.000]  他就去認識
[00:16:46.000 --> 00:16:51.000]  這就是我們今天不斷去唱新歌
[00:16:51.000 --> 00:16:53.000]  不如我再給你一個提議
[00:16:53.000 --> 00:16:56.000]  下次如果有一首舊的歌
[00:16:56.000 --> 00:16:58.000]  意思是你唱過很多次的歌
[00:16:58.000 --> 00:17:01.000]  你不要坐在那裡
[00:17:01.000 --> 00:17:02.000]  很熟悉
[00:17:02.000 --> 00:17:04.000]  或者說我要很大聲唱
[00:17:04.000 --> 00:17:06.000]  而是你想
[00:17:06.000 --> 00:17:09.000]  我雖然唱著這首舊的歌
[00:17:09.000 --> 00:17:11.000]  我會唱的歌
[00:17:11.000 --> 00:17:13.000]  我可不可以有一個新的經歷
[00:17:13.000 --> 00:17:17.000]  就好像我可以幫他填多一節的歌詞
[00:17:17.000 --> 00:17:19.000]  本來他有兩節的
[00:17:19.000 --> 00:17:20.000]  我填了第三節
[00:17:20.000 --> 00:17:23.000]  因為我有新的經歷
[00:17:23.000 --> 00:17:24.000]  你想想
[00:17:24.000 --> 00:17:26.000]  這些詩歌
[00:17:26.000 --> 00:17:28.000]  會感動很多新朋友
[00:17:28.000 --> 00:17:29.000]  他來崇拜
[00:17:29.000 --> 00:17:31.000]  可能第一次來的時候
[00:17:31.000 --> 00:17:32.000]  就因為這些詩歌
[00:17:32.000 --> 00:17:33.000]  這些歌詞
[00:17:33.000 --> 00:17:34.000]  這些經歷
[00:17:34.000 --> 00:17:36.000]  神的因典在裡面的時候
[00:17:36.000 --> 00:17:37.000]  他又感動
[00:17:37.000 --> 00:17:39.000]  他相信
[00:17:39.000 --> 00:17:40.000]  我不知道這裡有多少人
[00:17:40.000 --> 00:17:43.000]  我聽到很多人的見證
[00:17:43.000 --> 00:17:44.000]  我問他
[00:17:44.000 --> 00:17:45.000]  你怎樣信主
[00:17:45.000 --> 00:17:46.000]  他多數是說
[00:17:46.000 --> 00:17:47.000]  我不覺得
[00:17:47.000 --> 00:17:48.000]  走過教堂附近
[00:17:48.000 --> 00:17:49.000]  聽到歌聲
[00:17:49.000 --> 00:17:50.000]  很吸引
[00:17:50.000 --> 00:17:51.000]  我就進去了
[00:17:51.000 --> 00:17:52.000]  就信了主
[00:17:52.000 --> 00:17:54.000]  有沒有人是這樣的
[00:17:54.000 --> 00:17:55.000]  聽到歌聲
[00:17:55.000 --> 00:17:57.000]  所以信了主
[00:17:57.000 --> 00:17:59.000]  沒有嗎
[00:17:59.000 --> 00:18:01.000]  你不敢舉手而已
[00:18:01.000 --> 00:18:06.000]  詩歌真的可以幫助我們
[00:18:06.000 --> 00:18:08.000]  再一次檢視我們自己
[00:18:08.000 --> 00:18:10.000]  我們怎樣去經歷神
[00:18:10.000 --> 00:18:11.000]  所以剛才問的問題
[00:18:11.000 --> 00:18:12.000]  為什麼我們要去崇拜
[00:18:12.000 --> 00:18:14.000]  怎樣去崇拜
[00:18:14.000 --> 00:18:16.000]  所以在我們這個信徒群體
[00:18:16.000 --> 00:18:17.000]  我們每一個相信的
[00:18:17.000 --> 00:18:19.000]  就是回來我們互相述說
[00:18:19.000 --> 00:18:20.000]  彼此述說
[00:18:20.000 --> 00:18:22.000]  神的因典
