
[00:00:00.000 --> 00:00:01.380]  今天的訊息的題目是
[00:02:31.200 --> 00:02:32.600]  是會同時兌現的
[00:02:32.600 --> 00:02:35.300]  所以我們今天的題目說
[00:02:35.300 --> 00:02:37.200]  人在做天在看
[00:02:37.200 --> 00:02:39.500]  真是第九章的劇場版
[00:02:39.500 --> 00:02:41.600]  我們先看一下引言
[00:02:41.600 --> 00:02:46.900]  幫我讀一下坊間那句話
[00:02:46.900 --> 00:02:49.700]  常有不可欺的天理
[00:02:49.700 --> 00:02:51.900]  終有不可瞞的耳目
[00:02:52.100 --> 00:02:54.000]  奈有不可騙的良心
[00:02:54.000 --> 00:02:55.300]  同不同意
[00:02:55.300 --> 00:02:56.500]  不知道大家同不同意
[00:02:56.500 --> 00:02:59.200]  天理是不是可以欺騙的
[00:02:59.200 --> 00:03:02.300]  你試一下不相信地心吸力
[00:03:02.300 --> 00:03:04.400]  在十樓跳下來
[00:03:04.400 --> 00:03:07.100]  然後你還認住自己是小飛俠
[00:03:07.100 --> 00:03:08.300]  或者是Spiderman
[00:03:08.300 --> 00:03:11.000]  可以違反天理
[00:03:11.000 --> 00:03:11.700]  不行的
[00:03:11.700 --> 00:03:12.200]  是不是
[00:03:12.200 --> 00:03:13.500]  如果你試過的話
[00:03:13.500 --> 00:03:15.800]  終有不可瞞的耳目
[00:03:15.800 --> 00:03:17.600]  大家相不相信現在這個世界
[00:03:17.600 --> 00:03:18.800]  特別如果你在國內的話
[00:03:18.800 --> 00:03:20.800]  其實要找你多難
[00:03:22.100 --> 00:03:25.200]  可能半分鐘都不用找到你
[00:03:25.200 --> 00:03:27.200]  因為通處都是天眼
[00:03:27.200 --> 00:03:27.900]  同不同意嗎
[00:03:27.900 --> 00:03:29.500]  香港現在天眼都多了
[00:03:29.500 --> 00:03:32.000]  另外奈有不可騙的良心
[00:03:32.000 --> 00:03:34.900]  這個我就發覺的確本來是對的
[00:03:34.900 --> 00:03:36.300]  但是聖經告訴我們
[00:03:36.300 --> 00:03:38.300]  人心詭詐壞到極處
[00:03:38.300 --> 00:03:40.600]  現在我們的良心很多時候麻木了
[00:03:40.600 --> 00:03:41.300]  變壞了
[00:03:41.300 --> 00:03:42.600]  都變得不可靠
[00:03:42.600 --> 00:03:45.200]  所以我們要求神聖經的說話
[00:03:45.200 --> 00:03:46.700]  透過團體的生活
[00:03:46.700 --> 00:03:49.200]  借鏡子照亮我們
[00:03:49.200 --> 00:03:52.100]  讓我們知道我們真的走在神的旨意裡面
[00:03:52.100 --> 00:03:54.000]  人我們有時候軟弱的時候
[00:03:54.000 --> 00:03:56.600]  豈不是都有時候會違背神明顯的誡命
[00:03:56.600 --> 00:03:57.800]  甚至自作聰明
[00:03:57.800 --> 00:03:59.100]  自圓其說這樣
[00:03:59.100 --> 00:04:03.700]  自欺欺人的去承受了違背神誡命的後果
[00:04:03.700 --> 00:04:07.700]  有一次有一個弟兄靜悄悄拉了我去角落裡面
[00:04:07.700 --> 00:04:08.400]  告訴我
[00:04:08.400 --> 00:04:09.900]  他說我有罪要認
[00:04:09.900 --> 00:04:10.500]  牧師
[00:04:10.500 --> 00:04:11.700]  那我說什麼事
[00:04:11.700 --> 00:04:13.100]  他很小聲說
[00:04:13.100 --> 00:04:16.200]  他說原來他去年自己大洗得太多
[00:04:16.200 --> 00:04:17.400]  過度的消費
[00:04:17.400 --> 00:04:19.600]  以至到每個月沒有做十一奉獻
[00:04:19.600 --> 00:04:21.000]  他很認真說
[00:04:21.000 --> 00:04:24.100]  他說我真的上了一堂整年的一場
[00:04:24.100 --> 00:04:25.400]  很內疚
[00:04:25.400 --> 00:04:27.500]  做基督徒做得很頹廢
[00:04:27.500 --> 00:04:30.100]  很內疚的一年的日子
[00:04:30.100 --> 00:04:32.000]  他說我交了一場學費
[00:04:32.000 --> 00:04:34.000]  也上了一堂很深刻的教訓
[00:04:34.000 --> 00:04:36.500]  他說原來去年他報稅的時候
[00:04:36.500 --> 00:04:39.100]  大家知不知道你有一填奉獻的欄
[00:04:39.100 --> 00:04:39.800]  是不是
[00:04:39.800 --> 00:04:42.000]  當然有個上限的
[00:04:42.000 --> 00:04:45.000]  但是他說他第一次填上去是零奉獻
[00:04:45.300 --> 00:04:48.300]  他以為你填那個稅額就是給我扣稅
[00:04:48.300 --> 00:04:48.700]  是不是
[00:04:48.700 --> 00:04:50.300]  他以為沒有奉獻
[00:04:50.300 --> 00:04:53.700]  只是增多了一點要貨稅額
[00:04:53.700 --> 00:04:54.000]  是不是
[00:04:54.000 --> 00:04:54.700]  那個總額
[00:04:54.700 --> 00:04:58.200]  說他要比去年要交多一點稅
[00:04:58.200 --> 00:05:00.000]  但是誰知道到頭來他一看
[00:05:00.000 --> 00:05:02.200]  就是他今年新的稅單
[00:05:02.200 --> 00:05:04.700]  他發覺他比較去年
[00:05:04.700 --> 00:05:07.200]  他有忠心做十一奉獻要交的稅款
[00:05:07.200 --> 00:05:08.400]  知不知道差額是多少
[00:05:08.400 --> 00:05:10.500]  不要說
[00:05:10.500 --> 00:05:12.100]  如果你很熟悉
[00:05:12.100 --> 00:05:12.800]  你說到的話
[00:05:12.800 --> 00:05:14.100]  就是說你都曾經是這樣
[00:05:14.100 --> 00:05:14.900]  不要讓人知道
[00:05:14.900 --> 00:05:16.200]  不要讓別人知道
[00:05:16.200 --> 00:05:19.800]  足足交了就是去年應該忠心做的
[00:05:19.800 --> 00:05:21.800]  十分之一奉獻的總額
[00:05:21.800 --> 00:05:24.300]  他離開的時候跟我說
[00:05:24.300 --> 00:05:26.100]  他說他慨嘆得很厲害
[00:05:26.100 --> 00:05:27.600]  他說他自己真的很愚昧
[00:05:27.600 --> 00:05:29.800]  他說他不想再冒犯神
[00:05:29.800 --> 00:05:31.500]  和試探神的美指
[00:05:31.500 --> 00:05:32.800]  原來真的有後果
[00:05:32.800 --> 00:05:36.400]  他說交多一點稅給政府
[00:05:36.400 --> 00:05:38.100]  不如多一點奉獻給神
[00:05:38.100 --> 00:05:39.800]  不如多一點樂意奉獻給神
[00:05:39.800 --> 00:05:40.300]  是不是
[00:05:40.300 --> 00:05:41.300]  同不同意
[00:05:41.300 --> 00:05:43.600]  大家認不認同這個真理
[00:05:44.000 --> 00:05:46.200]  聖經說向誰多給向誰多取
[00:05:46.200 --> 00:05:47.900]  捐得樂意是神所喜悅的
[00:05:47.900 --> 00:05:50.600]  我們都用掌聲鼓勵一下自己
[00:05:50.600 --> 00:05:54.600]  繼續從大兄的見證提醒自己
[00:05:54.600 --> 00:05:57.600]  不要騙自己的良心
[00:05:57.600 --> 00:05:59.400]  因為整年他的經歷
[00:05:59.400 --> 00:06:00.100]  我看得出
[00:06:00.100 --> 00:06:03.000]  從他的分享是多麼的煎熬
[00:06:03.000 --> 00:06:03.500]  真的很煎熬
[00:06:03.500 --> 00:06:05.200]  因為他自己知道應該做十一奉獻
[00:06:05.200 --> 00:06:06.600]  但是他沒有做
[00:06:06.600 --> 00:06:08.800]  大兄姐妹
[00:06:08.800 --> 00:06:09.700]  人在做
[00:06:09.700 --> 00:06:11.700]  我們今天有多經文看的
[00:06:11.700 --> 00:06:12.700]  不過很放心
[00:06:12.700 --> 00:06:15.200]  第一段已經幫你一次過看完十三節
[00:06:15.200 --> 00:06:16.500]  真的看出一半了
[00:06:16.500 --> 00:06:18.400]  人在做
[00:06:18.400 --> 00:06:19.900]  我們先看看欺騙人好不好
[00:06:19.900 --> 00:06:22.800]  聖經說他們用詭計騙立約
[00:06:22.800 --> 00:06:25.300]  我們今天的第九章一至二節
[00:06:25.300 --> 00:06:27.700]  寄述住在約書和以色列附近
[00:06:27.700 --> 00:06:32.100]  由約旦河西至大河一帶的外邦人和君王
[00:06:32.100 --> 00:06:34.700]  他們集中了軍力要和以色列人爭戰
[00:06:34.700 --> 00:06:37.100]  因為聽見了以色列人大勝艾城之後
[00:06:37.100 --> 00:06:40.000]  其中欺騙人知道打不贏
[00:06:40.100 --> 00:06:43.100]  他們就打算用詭計騙立約的平安
[00:06:43.100 --> 00:06:44.500]  我們會讀一至二十三節
[00:06:44.500 --> 00:06:46.100]  不過中間稍有停頓
[00:06:46.100 --> 00:06:48.000]  第一個先讀一二節
[00:06:48.000 --> 00:06:48.700]  先預備起
[00:06:48.700 --> 00:06:52.000]  約旦河西住山地高原
[00:06:52.000 --> 00:06:55.600]  並對著黎巴嫩山原大海一帶的諸王
[00:06:55.600 --> 00:06:59.800]  就是赫人、阿摩利人、迦南人、比利西人
[00:06:59.800 --> 00:07:03.700]  希美人、耶布斯人的諸王聽見這事
[00:07:03.700 --> 00:07:04.900]  就都聚集
[00:07:04.900 --> 00:07:09.300]  同心合意地予以約書和以色列人爭戰
[00:07:09.800 --> 00:07:13.000]  其實這些名字是他們的族群的名字
[00:07:13.000 --> 00:07:14.300]  是俄邦族群的名字
[00:07:14.300 --> 00:07:16.500]  希美人就是一個族群的名字
[00:07:16.500 --> 00:07:20.100]  而欺騙人就好像香港人裏面屯門的居民
[00:07:20.100 --> 00:07:22.600]  所以稍後聖經就會說
[00:07:22.600 --> 00:07:24.900]  原來他會說到關於欺騙人
[00:07:24.900 --> 00:07:27.200]  就用希美人來稱呼他們的
[00:07:27.200 --> 00:07:27.700]  可以嗎?
[00:07:27.700 --> 00:07:29.000]  有多少人住屯門?
[00:07:29.000 --> 00:07:31.600]  有多少人住港島?
[00:07:31.600 --> 00:07:33.100]  那你都是什麼?
[00:07:33.100 --> 00:07:34.900]  香港人,對嗎?
[00:07:34.900 --> 00:07:36.000]  可以嗎?明白了嗎?
[00:07:36.000 --> 00:07:36.700]  OK,好
[00:07:36.700 --> 00:07:39.200]  我們一起讀三至五節
[00:07:39.600 --> 00:07:45.200]  欺騙人的居民聽見約翰耶利哥和艾成所行的事
[00:07:45.200 --> 00:07:46.600]  就設詭計
[00:07:46.600 --> 00:07:48.100]  假充是者
[00:07:48.100 --> 00:07:52.100]  拿舊口袋和破裂逢寶的舊皮袋
[00:07:52.100 --> 00:07:53.800]  陀在爐上
[00:07:53.800 --> 00:07:57.400]  將補過的鞋穿在腳上
[00:07:57.400 --> 00:07:59.700]  把舊衣服穿在身上
[00:07:59.700 --> 00:08:02.200]  他們所帶的餅都是乾的
[00:08:02.200 --> 00:08:03.600]  長了霉了
[00:08:03.600 --> 00:08:04.400]  OK
[00:08:04.400 --> 00:08:06.000]  你在這次,不好意思
[00:08:06.000 --> 00:08:06.900]  你們讀經的時候
[00:08:06.900 --> 00:08:10.900]  我在他們的寄糧那裡標記了一些數字
[00:08:10.900 --> 00:08:13.500]  因為這個就是他們很善於用的手段
[00:08:13.500 --> 00:08:14.000]  OK
[00:08:14.000 --> 00:08:16.200]  所以希望不影響你們讀經
[00:08:16.200 --> 00:08:17.600]  他們的手段就是
[00:08:17.600 --> 00:08:19.900]  首先假充是者第四節說
[00:08:19.900 --> 00:08:21.800]  然後第四節到第五節
[00:08:21.800 --> 00:08:24.100]  每一節都有兩次用過舊字
[00:08:24.100 --> 00:08:25.700]  他們用舊來假扮可憐
[00:08:25.700 --> 00:08:27.000]  水路很遠
[00:08:27.000 --> 00:08:28.100]  每次來都舊
[00:08:28.100 --> 00:08:28.900]  又舊衣服
[00:08:28.900 --> 00:08:29.600]  又舊袋
[00:08:29.600 --> 00:08:30.200]  又舊鞋
[00:08:30.200 --> 00:08:31.000]  又舊衣服
[00:08:31.000 --> 00:08:32.300]  全部都舊
[00:08:32.300 --> 00:08:35.600]  所以總共先後出現了五次的舊
[00:08:35.600 --> 00:08:36.800]  第四節有兩次
[00:08:36.800 --> 00:08:37.700]  第五節有兩次
[00:08:37.700 --> 00:08:39.100]  第十三節有一次
[00:08:39.100 --> 00:08:42.700]  希望能夠來求到第六節說的平安
[00:08:42.700 --> 00:08:44.600]  那我們看看讀第六第七節
[00:08:44.600 --> 00:08:45.400]  預備起
[00:08:45.400 --> 00:08:48.400]  他們到吉甲營中見約書亞
[00:08:48.400 --> 00:08:50.300]  對他和以色列人說
[00:08:50.300 --> 00:08:52.400]  我們是從遠方來的
[00:08:52.400 --> 00:08:54.900]  現在求你與我們納約
[00:08:54.900 --> 00:08:57.400]  以色列人對這些欺民人說
[00:08:57.400 --> 00:09:00.100]  只怕你們是住在我們中間的
[00:09:00.100 --> 00:09:01.300]  若是這樣
[00:09:01.300 --> 00:09:03.300]  怎樣能和你們納約呢
[00:09:03.700 --> 00:09:06.800]  欺騙人加重劇情他用四次的軟
[00:09:06.800 --> 00:09:08.300]  第六節是第一次
[00:09:08.300 --> 00:09:09.800]  第九節是說極軟
[00:09:09.800 --> 00:09:12.500]  第十三節是說甚軟
[00:09:12.500 --> 00:09:14.600]  第二十二節是說甚軟
[00:09:14.600 --> 00:09:16.500]  所以在第七節
[00:09:16.500 --> 00:09:18.300]  欺騙人又叫做欺民人
[00:09:18.300 --> 00:09:20.300]  以色列人其實都曾經懷疑過
[00:09:20.300 --> 00:09:23.100]  他們是否住在我們中間的那些外邦族群
[00:09:23.100 --> 00:09:24.600]  都曾經有疑慮的
[00:09:24.600 --> 00:09:27.900]  不過欺騙人真的很懂得用他的說話說
[00:09:27.900 --> 00:09:29.000]  現在
[00:09:29.000 --> 00:09:32.400]  先後在這段經文裡面有七次的現在的迫切
[00:09:32.700 --> 00:09:35.200]  令到他希望求和可以求平安
[00:09:35.200 --> 00:09:37.100]  所以他用七次的現在
[00:09:37.100 --> 00:09:39.700]  第六節十一十二十三
[00:09:39.700 --> 00:09:41.200]  和第十九節
[00:09:41.200 --> 00:09:43.000]  第五次成功地
[00:09:43.000 --> 00:09:45.400]  終於叫到以色列人因為和他納約
[00:09:45.400 --> 00:09:46.900]  就不加害於他們
[00:09:46.900 --> 00:09:49.100]  而最後兩次的現在
[00:09:49.100 --> 00:09:50.800]  是他們後來穿崩
[00:09:50.800 --> 00:09:53.100]  欺騙人詭計穿崩之後
[00:09:53.100 --> 00:09:55.900]  第二十三節出現了第六次的現在
[00:09:55.900 --> 00:09:57.800]  就是約書亞和他們說
[00:09:57.800 --> 00:09:59.700]  現在你們會被就坐
[00:09:59.700 --> 00:10:00.600]  因為穿崩了
[00:10:00.900 --> 00:10:03.600]  那個是最後的現在
[00:10:03.600 --> 00:10:07.300]  接著最後第七次的現在就在二十五節
[00:10:07.300 --> 00:10:09.500]  欺騙人因為穿崩了之後
[00:10:09.500 --> 00:10:11.800]  他說現在我們真的願意來
[00:10:11.800 --> 00:10:13.300]  承認我們的過犯
[00:10:13.300 --> 00:10:15.900]  他去穿崩認罪的誠懇態度
[00:10:15.900 --> 00:10:19.000]  是在他第七次說出現在的時候
[00:10:19.000 --> 00:10:22.000]  所以我覺得欺騙人真的很
[00:10:22.000 --> 00:10:23.200]  神真的很幽默
[00:10:23.200 --> 00:10:25.800]  他們真的用詭計來騙平安
[00:10:25.800 --> 00:10:28.700]  但是神就照他們所求的
[00:10:28.700 --> 00:10:30.800]  最終都答應了他們
[00:10:31.400 --> 00:10:32.600]  待會我們再說下去
[00:10:32.600 --> 00:10:35.000]  無論是用什麼模樣的詐騙
[00:10:35.000 --> 00:10:37.200]  欺騙人在做天在看
[00:10:37.200 --> 00:10:40.300]  也是會帶來迫切的現眼報的
[00:10:40.300 --> 00:10:41.200]  現眼報是什麼意思
[00:10:41.200 --> 00:10:42.700]  大家有沒有聽清楚我說什麼
[00:10:42.700 --> 00:10:43.600]  現眼報
[00:10:43.600 --> 00:10:46.000]  現眼報是什麼意思
[00:10:46.000 --> 00:10:48.000]  我看看誰在睡覺
[00:10:48.000 --> 00:10:48.800]  應該沒有人睡覺
[00:10:48.800 --> 00:10:51.500]  現眼報就是說有現時即時的報應
[00:10:51.500 --> 00:10:52.900]  後果審判
[00:10:52.900 --> 00:10:53.500]  行不行
[00:10:53.500 --> 00:10:55.000]  在這段經文裡面
[00:10:55.000 --> 00:10:57.100]  是你會看得很清楚的
[00:10:57.100 --> 00:10:59.500]  八至九節一起讀
[00:10:59.600 --> 00:11:01.200]  他們對約書亞說
[00:11:01.200 --> 00:11:03.000]  我們是你的僕人
[00:11:03.000 --> 00:11:04.700]  約書亞問他們說
[00:11:04.700 --> 00:11:05.900]  你們是什麼人
[00:11:05.900 --> 00:11:07.300]  是從哪裡來的
[00:11:07.300 --> 00:11:08.700]  他們回答說
[00:11:08.700 --> 00:11:11.000]  僕人從極遠之地而來
[00:11:11.000 --> 00:11:14.000]  是因聽見耶和華里神的名聲
[00:11:14.000 --> 00:11:16.900]  和他在埃及所行的一切事
[00:11:16.900 --> 00:11:19.100]  下一個招式在第八節
[00:11:19.100 --> 00:11:21.500]  他就說我們願意做你的僕人
[00:11:21.500 --> 00:11:23.900]  總共有五次宣認了
[00:11:23.900 --> 00:11:25.500]  他們要做以色列的僕人
[00:11:25.500 --> 00:11:27.000]  盟友免被殺
[00:11:27.300 --> 00:11:30.000]  第八節九節十一二十四二十三節
[00:11:30.000 --> 00:11:31.900]  約書亞就跟他們宣告
[00:11:31.900 --> 00:11:34.100]  後來他們得到的報應是什麼
[00:11:34.100 --> 00:11:36.100]  就是約書亞跟他們宣佈
[00:11:36.100 --> 00:11:38.900]  你們的後代將要成為神殿的服役
[00:11:38.900 --> 00:11:40.500]  成為神的奴僕
[00:11:40.500 --> 00:11:42.600]  結果真的成他貴賢
[00:11:42.600 --> 00:11:44.300]  成欺騙人的貴賢
[00:11:44.300 --> 00:11:49.900]  他們的伎倆是完全套回到他們的結局裡面
[00:11:49.900 --> 00:11:50.500]  行不行
[00:11:50.500 --> 00:11:51.700]  所以弟兄姐妹
[00:11:51.700 --> 00:11:53.900]  其實無論是剛才我說的那個弟兄
[00:11:53.900 --> 00:11:58.300]  他想著因為自己大洗奉獻不了的時候
[00:11:58.300 --> 00:12:01.000]  每個人其實是會承擔
[00:12:01.000 --> 00:12:02.200]  聖經真的沒有花假
[00:12:02.200 --> 00:12:04.300]  我們每個人做什麼做收什麼
[00:12:04.300 --> 00:12:07.100]  是會承擔回我們生命裡面
[00:12:07.100 --> 00:12:08.400]  你跟神行
[00:12:08.400 --> 00:12:10.000]  你又會收到正果
[00:12:10.000 --> 00:12:11.000]  你不跟神行
[00:12:11.000 --> 00:12:13.600]  你會收到的所謂的就作惡果
[00:12:13.600 --> 00:12:15.300]  一會兒我們看看
[00:12:15.300 --> 00:12:16.900]  是不是完全是災禍
[00:12:16.900 --> 00:12:18.200]  我又發覺不是的
[00:12:18.200 --> 00:12:21.200]  神給我們的教訓
[00:12:21.300 --> 00:12:24.000]  管教往往就是祝福來的
[00:12:24.000 --> 00:12:24.500]  行不行
[00:12:24.500 --> 00:12:25.500]  我們再看下去
[00:12:25.500 --> 00:12:28.900]  所以來到這裡
[00:12:28.900 --> 00:12:31.200]  我還記得有個賭徒弟兄
[00:12:31.200 --> 00:12:33.500]  他未悔改更新歸主之前
[00:12:33.500 --> 00:12:35.400]  每次都跟兄弟姐妹
[00:12:35.400 --> 00:12:36.400]  和債主
[00:12:36.400 --> 00:12:40.100]  還有找一些家裡的親戚朋友哭說
[00:12:40.100 --> 00:12:41.000]  幫我吧幫我吧
[00:12:41.000 --> 00:12:42.500]  幫我最後一次蓋卡數
[00:12:42.500 --> 00:12:44.000]  他說我會還的
[00:12:44.000 --> 00:12:46.100]  結果你猜他得不得情呢
[00:12:46.100 --> 00:12:48.100]  多數都不得情
[00:12:48.100 --> 00:12:48.700]  是不是
[00:12:48.700 --> 00:12:52.400]  你有多少人都受過這種苦求呢
[00:12:52.400 --> 00:12:53.500]  都不要舉了
[00:12:53.500 --> 00:12:56.300]  其實都挺苦的
[00:12:56.300 --> 00:12:57.000]  很大壓力的
[00:12:57.000 --> 00:12:58.700]  老是被人這樣向你借錢
[00:12:58.700 --> 00:12:59.300]  坦白說
[00:12:59.300 --> 00:12:59.900]  好了
[00:12:59.900 --> 00:13:04.800]  結果他最終經過家人和機構的勸導和梳理
[00:13:04.800 --> 00:13:07.500]  結果他要走上債務重整的道路
[00:13:07.500 --> 00:13:10.900]  而他真真正正真的要學負責任地的挨世界
[00:13:10.900 --> 00:13:12.200]  所謂挨世界就是
[00:13:12.200 --> 00:13:13.700]  他要為自己的欠債
[00:13:13.700 --> 00:13:16.500]  做回一段程度上的奴隸
[00:13:16.500 --> 00:13:18.100]  去更新做人
[00:13:18.100 --> 00:13:19.100]  慢慢戒賭
[00:13:19.100 --> 00:13:20.600]  慢慢每月清還卡數
[00:13:20.600 --> 00:13:22.700]  其他債務共七年之久
[00:13:22.700 --> 00:13:24.800]  他沒有選擇
[00:13:24.800 --> 00:13:27.200]  你知不知道有一個更快的途徑可以脫難的
[00:13:27.200 --> 00:13:28.400]  是不是
[00:13:28.400 --> 00:13:29.400]  破產
[00:13:29.400 --> 00:13:30.900]  但我其實為他感恩
[00:13:30.900 --> 00:13:33.000]  他肯揹這七年的數
[00:13:33.000 --> 00:13:35.200]  踏實地的去還債
[00:13:35.200 --> 00:13:36.000]  學回
[00:13:36.000 --> 00:13:38.000]  操練回什麼為之理財
[00:13:38.000 --> 00:13:38.700]  我覺得
[00:13:38.700 --> 00:13:40.400]  當他過了那七年之後
[00:13:40.400 --> 00:13:41.800]  他說無債一生輕
[00:13:41.800 --> 00:13:42.900]  原來是這樣的
[00:13:42.900 --> 00:13:46.000]  弟兄姊妹
[00:13:46.600 --> 00:13:48.100]  每一個的罪孽
[00:13:48.100 --> 00:13:49.300]  每一個的軟弱
[00:13:49.300 --> 00:13:50.600]  都帶來給我們
[00:13:50.600 --> 00:13:52.600]  某程度上的債務
[00:13:52.600 --> 00:13:54.900]  感情的債務
[00:13:54.900 --> 00:13:57.000]  健康你不負責任
[00:13:57.000 --> 00:13:58.200]  有沒有債要還
[00:13:58.200 --> 00:13:59.400]  有
[00:13:59.400 --> 00:14:01.400]  很長很長手尾
[00:14:01.400 --> 00:14:03.400]  好我們一起讀第十節
[00:14:03.400 --> 00:14:04.400]  十一節預備起
[00:14:04.400 --> 00:14:07.300]  並他向約旦河東的兩個王
[00:14:07.300 --> 00:14:09.500]  阿摩利王就是希什本王
[00:14:09.500 --> 00:14:12.000]  西弘和阿斯塔祿的巴山王
[00:14:12.000 --> 00:14:13.700]  我一切所向的事
[00:14:14.000 --> 00:14:17.500]  我們的長老和我們那地一切居民對我們說
[00:14:17.500 --> 00:14:20.100]  你們手裡要帶著路上用的食物
[00:14:20.100 --> 00:14:21.500]  去迎接以色列人
[00:14:21.500 --> 00:14:22.500]  對他們說
[00:14:22.500 --> 00:14:24.000]  我們是你們的僕人
[00:14:24.000 --> 00:14:26.700]  現在求你們與我們立約
[00:14:26.700 --> 00:14:28.700]  我們再讀十二十三節
[00:14:28.700 --> 00:14:31.300]  其實讀到有顏色的那些字
[00:14:31.300 --> 00:14:32.400]  是他們的伎倆
[00:14:32.400 --> 00:14:33.300]  可不可以試一下
[00:14:33.300 --> 00:14:35.500]  和我一起用一些押韻的方法讀
