
[00:00:00.000 --> 00:00:02.720]  大家好,我是Claire
[00:02:24.000 --> 00:02:26.280]  但亦很影響我的生命
[00:02:26.280 --> 00:02:27.760]  就是我很想回應上帝
[00:02:27.760 --> 00:02:30.400]  在我過往生命中的祝福
[00:02:30.400 --> 00:02:34.480]  在生命中將祂的盼望、祂的喜樂帶給我
[00:02:34.480 --> 00:02:38.760]  以致我經歷很實在上帝對我的愛
[00:02:38.760 --> 00:02:41.400]  幫助我去跨過生命的難關
[00:02:41.400 --> 00:02:44.520]  以致我很想跟一些未認識耶穌
[00:02:44.520 --> 00:02:48.000]  或者甚至是這輩子都沒聽過福音的人說
[00:02:48.000 --> 00:02:49.880]  上帝是多麼愛我們
[00:02:49.880 --> 00:02:52.440]  有一個上帝願意跟我們同在
[00:02:52.440 --> 00:02:56.360]  願意跟我們跨過生命的黑暗
[00:02:56.360 --> 00:03:00.280]  不知道大家如何理解清少報這個連題
[00:03:00.280 --> 00:03:03.600]  展現上帝的國度贏得同代人
[00:03:03.600 --> 00:03:05.800]  其實要展現什麼呢
[00:03:05.800 --> 00:03:09.000]  我相信是要展現上帝的真實
[00:03:09.000 --> 00:03:10.320]  上帝真實是什麼
[00:03:10.320 --> 00:03:12.520]  就是上帝很實在的愛
[00:03:12.520 --> 00:03:14.320]  上帝很實在的同在
[00:03:14.320 --> 00:03:17.200]  上帝福音很實在的能力
[00:03:17.200 --> 00:03:19.760]  你問我如何展現呢
[00:03:19.760 --> 00:03:20.800]  可能有很多方式
[00:03:20.800 --> 00:03:21.680]  可能你想到
[00:03:21.680 --> 00:03:22.880]  可能你會想起
[00:03:22.880 --> 00:03:24.760]  有些人可能在疾病中
[00:03:24.760 --> 00:03:27.840]  可以被醫治各方面
[00:03:27.840 --> 00:03:29.720]  但是我今天很想跟大家說
[00:03:29.720 --> 00:03:31.840]  有一樣東西是我們在座每一個
[00:03:31.840 --> 00:03:35.040]  都可以透過方法去展現上帝的國度
[00:03:35.040 --> 00:03:37.840]  那就是你的生命
[00:03:37.840 --> 00:03:39.440]  其實我們每一個基督徒
[00:03:39.440 --> 00:03:40.680]  當信了耶穌
[00:03:40.680 --> 00:03:42.080]  我們的生命中
[00:03:42.080 --> 00:03:45.520]  是實在有耶穌的生命在我們裡面
[00:03:45.520 --> 00:03:48.240]  但是我們很多時候會忽略了這個事實
[00:03:48.240 --> 00:03:49.760]  以致我們忘記了
[00:03:49.760 --> 00:03:51.640]  原來神給我們的生命
[00:03:51.640 --> 00:03:53.160]  正正就是可以展現
[00:03:53.160 --> 00:03:56.320]  上帝福音能力的一個生命
[00:03:56.320 --> 00:03:58.680]  其實當我們在我們的生命的艱難
[00:03:58.680 --> 00:04:00.040]  或者掙扎的裡面
[00:04:00.040 --> 00:04:01.960]  靠著上帝誇過
[00:04:01.960 --> 00:04:05.120]  你是真的會很實在地去經歷上帝
[00:04:05.120 --> 00:04:07.440]  他的愛、他的能力
[00:04:07.440 --> 00:04:08.800]  而當你品嘗過
[00:04:08.800 --> 00:04:12.640]  當你嘗過上帝在你生命裡面的同在
[00:04:12.640 --> 00:04:14.080]  那個力量的時候
[00:04:14.080 --> 00:04:16.400]  你是會很想去跟別人分享的
[00:04:16.400 --> 00:04:17.720]  但我比喻就是
[00:04:17.720 --> 00:04:19.720]  我以前不是用Apple手機
[00:04:19.720 --> 00:04:21.080]  不是用iPhone的
[00:04:21.080 --> 00:04:24.200]  在我幾年前要轉手機的時候
[00:04:24.200 --> 00:04:27.240]  我身邊教會有幾個朋友就走過來
[00:04:27.240 --> 00:04:27.960]  跟我說
[00:04:27.960 --> 00:04:30.040]  「不如你轉iPhone吧」
[00:04:30.040 --> 00:04:31.040]  我就說「不是啊」
[00:04:31.040 --> 00:04:34.160]  「我用開不太習慣iPhone」
[00:04:34.160 --> 00:04:37.520]  「那些 desktop 介面都不一樣」
[00:04:37.520 --> 00:04:39.320]  他們就很熱切
[00:04:39.320 --> 00:04:42.800]  就帶我去電訊的公司
[00:04:42.800 --> 00:04:44.400]  跟我一起試機、看機
[00:04:44.400 --> 00:04:47.840]  他還比那裡的iPhone人還熟
[00:04:47.840 --> 00:04:50.480]  最後我被他們說服了
[00:04:50.480 --> 00:04:51.360]  看到他們那麼熱情
[00:04:51.360 --> 00:04:53.360]  我就試試我人生第一部iPhone
[00:04:53.360 --> 00:04:55.480]  自此之後就回不了頭了
[00:04:55.480 --> 00:04:59.520]  我媽媽無論是電話
[00:04:59.520 --> 00:05:03.760]  或者我現在用的手機都是Apple的產品
[00:05:03.760 --> 00:05:08.360]  我相信我那班朋友試過Apple的好
[00:05:08.360 --> 00:05:09.840]  所以她很熱切
[00:05:09.840 --> 00:05:13.360]  甚至帶我去那間店裡選iPhone
[00:05:13.360 --> 00:05:15.240]  不知道你們的全福音
[00:05:15.240 --> 00:05:18.440]  會不會有這份熱情
[00:05:18.440 --> 00:05:20.800]  但好在於你有沒有品嘗過
[00:05:20.800 --> 00:05:24.120]  你有沒有經歷過上帝的實在
[00:05:24.120 --> 00:05:26.600]  我們今天會一起去看
[00:05:26.600 --> 00:05:29.400]  透過創世記45章1至61節
[00:05:29.400 --> 00:05:30.720]  我們會看約瑟
[00:05:30.720 --> 00:05:33.640]  他如何在生命的困難和難關之中
[00:05:33.640 --> 00:05:35.320]  去抓住上帝
[00:05:35.320 --> 00:05:37.600]  以至他的生命能夠成為展現
[00:05:37.600 --> 00:05:41.200]  上帝見證、展現上帝福音能力的
[00:05:41.200 --> 00:05:44.000]  那份祝福的人
[00:05:44.000 --> 00:05:46.760]  再成為他自己家族的祝福
[00:05:46.760 --> 00:05:48.440]  雖然知道約瑟的故事
[00:05:48.440 --> 00:05:51.480]  對於大家來說可能也很熟悉
[00:05:51.480 --> 00:05:56.400]  但也有一點故事背景的回顧
[00:05:56.400 --> 00:06:00.520]  我們知道約瑟是雅各的兒子
[00:06:00.520 --> 00:06:03.920]  雅各是最疼愛他的
[00:06:03.920 --> 00:06:05.680]  因為太疼愛他的時候
[00:06:05.680 --> 00:06:08.480]  他的雅各很妒忌約瑟
[00:06:08.480 --> 00:06:10.720]  以至約瑟在17歲的時候
[00:06:10.720 --> 00:06:13.760]  被賣到埃及成為了奴隸
[00:06:13.760 --> 00:06:16.960]  之後約瑟在波提佛家裡做了管家
[00:06:16.960 --> 00:06:18.280]  很驚訝的地方
[00:06:18.280 --> 00:06:20.720]  他在波提佛家裡
[00:06:20.720 --> 00:06:23.280]  竟然被波提佛的妻子引誘
[00:06:23.280 --> 00:06:24.320]  甚至陷害
[00:06:24.320 --> 00:06:26.160]  令他成為囚犯
[00:06:26.160 --> 00:06:28.520]  但在約瑟30歲的時候
[00:06:28.520 --> 00:06:30.240]  在一個機遇之下
[00:06:30.240 --> 00:06:34.560]  他被推薦到法老面前解夢
[00:06:34.560 --> 00:06:36.120]  而約瑟在那個時刻
[00:06:36.120 --> 00:06:37.240]  他依靠著神
[00:06:37.240 --> 00:06:39.600]  神又被他的智慧去解夢
[00:06:39.600 --> 00:06:44.040]  並且預言在埃及即將有七年的大豐收
[00:06:44.040 --> 00:06:46.800]  之後還有七年的大饑荒
[00:06:46.800 --> 00:06:50.000]  在過了埃及的七年大豐收之後
[00:06:50.000 --> 00:06:52.600]  我們今天要去看的第45章
[00:06:52.600 --> 00:06:56.760]  就是說到是七年的大饑荒開始的第二年
[00:06:56.760 --> 00:07:00.040]  當年如果根據聖經的推算
[00:07:00.040 --> 00:07:02.280]  約瑟那一年39歲
[00:07:02.280 --> 00:07:05.840]  而在他的哥哥再上來埃及
[00:07:05.840 --> 00:07:09.360]  是第二次上來埃及拿糧食的時間
[00:07:09.360 --> 00:07:13.120]  在那一刻約瑟決定要跟他的哥哥
[00:07:13.120 --> 00:07:16.880]  和他的兄弟們相認
[00:07:16.880 --> 00:07:20.560]  不如我們先去讀讀今天會說的經文
[00:07:20.560 --> 00:07:23.600]  在創世記45章1至61章
[00:07:23.600 --> 00:07:25.000]  我們就一起讀
[00:07:25.000 --> 00:07:26.480]  準備起
[00:07:26.480 --> 00:07:36.480]  (音)
[00:07:36.480 --> 00:07:46.480]  (音)
[00:07:46.480 --> 00:07:56.480]  (音)
[00:07:56.480 --> 00:08:06.480]  (音)
[00:08:06.480 --> 00:08:16.480]  (音)
[00:08:16.480 --> 00:08:26.480]  (音)
[00:08:26.480 --> 00:08:36.480]  (音)
[00:08:36.480 --> 00:08:46.480]  (音)
[00:08:46.480 --> 00:08:56.480]  (音)
[00:08:56.480 --> 00:09:06.480]  (音)
[00:09:06.480 --> 00:09:16.480]  (音)
[00:09:16.480 --> 00:09:26.480]  (音)
[00:09:26.480 --> 00:09:36.480]  (音)
[00:09:36.480 --> 00:09:38.480]  我們正式進入經文之前
[00:09:38.480 --> 00:09:40.480]  我們一起有個禱告
[00:09:40.480 --> 00:09:42.480]  七月天父,禁恩
[00:09:42.480 --> 00:09:44.480]  你讓我們能夠
[00:09:44.480 --> 00:09:46.480]  你的兒女能夠聚集在你的家裡
[00:09:46.480 --> 00:09:48.480]  去聽你的話語
[00:09:48.480 --> 00:09:51.480]  上帝,我們知道你的話語是沒有能力的
[00:09:51.480 --> 00:09:53.480]  你的話語是能夠甦醒人心
[00:09:53.480 --> 00:09:56.480]  我祈禱,如果當中我們在座有
[00:09:56.480 --> 00:09:59.480]  在身體上或心靈上有煩擾
[00:09:59.480 --> 00:10:01.480]  有繁瑣的時候求你留去
[00:10:01.480 --> 00:10:03.480]  讓我們把這段時間
[00:10:03.480 --> 00:10:05.480]  都歸給你
[00:10:05.480 --> 00:10:07.480]  以致我們能夠透過你的話
[00:10:07.480 --> 00:10:10.480]  你的真理去甦醒我們的靈
[00:10:10.480 --> 00:10:12.480]  讓我們更深認識你
[00:10:12.480 --> 00:10:15.480]  以致你的話成為我們腳前的燈
[00:10:15.480 --> 00:10:16.480]  路上的光
[00:10:16.480 --> 00:10:17.480]  連續的幫助
[00:10:17.480 --> 00:10:19.480]  也求聖靈讓我們有智慧
[00:10:19.480 --> 00:10:22.480]  開我們的眼去看見你要跟我們說的話
[00:10:22.480 --> 00:10:24.480]  你聽我們的禱告,如信禱告
[00:10:24.480 --> 00:10:26.480]  奉主耶穌基督聖名求
[00:10:26.480 --> 00:10:27.480]  阿門
[00:10:27.480 --> 00:10:31.480]  我們接下來就慢慢進入經文裡面
[00:10:31.480 --> 00:10:35.480]  我們先看一至八節
[00:10:35.480 --> 00:10:37.480]  剛剛說到這一章
[00:10:37.480 --> 00:10:41.480]  是說到約瑟主動跟她哥哥相認
[00:10:41.480 --> 00:10:45.480]  在第三節約瑟單刀直入
[00:10:45.480 --> 00:10:47.480]  跟她的兄弟說
[00:10:47.480 --> 00:10:49.480]  我就是約瑟
[00:10:49.480 --> 00:10:53.480]  而在第四節的時候對於她的身份有多一個補充
[00:10:53.480 --> 00:10:54.480]  她說
[00:10:54.480 --> 00:10:55.480]  她不只是說我是約瑟
[00:10:55.480 --> 00:11:00.480]  她說我就是被你們賣到哀求的弟弟約瑟
[00:11:00.480 --> 00:11:01.480]  你在想
[00:11:01.480 --> 00:11:06.480]  為甚麼她要強調我就是被你們賣到哀求的約瑟呢
[00:11:06.480 --> 00:11:07.480]  但當我們細心留意
[00:11:07.480 --> 00:11:09.480]  其實她去到這麼強調
[00:11:09.480 --> 00:11:10.480]  她被賣的事實
[00:11:10.480 --> 00:11:13.480]  不是想要去責備或埋怨
[00:11:13.480 --> 00:11:16.480]  她哥哥以前所做過的這些惡行
[00:11:16.480 --> 00:11:18.480]  因為在第五節我們看得見
[00:11:18.480 --> 00:11:21.480]  約瑟跟她哥哥說
[00:11:21.480 --> 00:11:26.480]  現在你們不要因為把我賣到哀求而自憂自擇
[00:11:26.480 --> 00:11:28.480]  其實約瑟這樣強調
[00:11:28.480 --> 00:11:32.480]  是因為她很清楚知道她人生的轉捩點
[00:11:32.480 --> 00:11:36.480]  是在她被賣的事件的開始
[00:11:36.480 --> 00:11:38.480]  她在這裡竟然
[00:11:38.480 --> 00:11:40.480]  約瑟被賣的事實裡
[00:11:40.480 --> 00:11:42.480]  她竟然調過來
[00:11:42.480 --> 00:11:44.480]  轉過來去安慰她的哥哥
[00:11:44.480 --> 00:11:47.480]  其實這裡是表達她願意去接納
[00:11:47.480 --> 00:11:49.480]  她過往的遭遇
[00:11:49.480 --> 00:11:50.480]  你會問
[00:11:50.480 --> 00:11:54.480]  為甚麼約瑟可以將她過往被賣的悲慘經歷
[00:11:54.480 --> 00:11:56.480]  去坦然接受呢
[00:11:56.480 --> 00:11:58.480]  當我們再去看經明的時候
[00:11:58.480 --> 00:12:02.480]  我們會發現約瑟之所以可以坦然接受她過往的傷痛
[00:12:02.480 --> 00:12:06.480]  是因為她發現原來上帝一直掌管著那個歷史
[00:12:06.480 --> 00:12:09.480]  掌管著生命一切的那個神
[00:12:09.480 --> 00:12:13.480]  當我們接著看第五到第八節
[00:12:13.480 --> 00:12:17.480]  在短短的四節裡我們可以看到
[00:12:17.480 --> 00:12:19.480]  約瑟重複了三次
[00:12:19.480 --> 00:12:24.480]  她說是神差派我在你們以先來到埃及這個地方
[00:12:24.480 --> 00:12:27.480]  正所謂重要的要說三次
[00:12:27.480 --> 00:12:29.480]  原來差派這個字
[00:12:29.480 --> 00:12:31.480]  如果當我們留心在聖經
[00:12:31.480 --> 00:12:35.480]  通常是形容一些大目的的行動
[00:12:35.480 --> 00:12:37.480]  而當中是很想強調
[00:12:37.480 --> 00:12:39.480]  這個差派是要實行
[00:12:39.480 --> 00:12:42.480]  或者要實現上帝的心意和計劃
[00:12:42.480 --> 00:12:46.480]  如果用最簡單或者最熟悉的例子就是
[00:12:46.480 --> 00:12:50.480]  上帝差派了他的獨生子耶穌基督來到這個地上
[00:12:50.480 --> 00:12:52.480]  說我們釘死十字架
[00:12:52.480 --> 00:12:54.480]  目的是什麼呢
[00:12:54.480 --> 00:12:59.480]  就是要實現去實行上帝救贖人類的救隱計劃
[00:12:59.480 --> 00:13:01.480]  對於約瑟來說
[00:13:01.480 --> 00:13:05.480]  其實她發現她被埋到埃及背後的心意
[00:13:05.480 --> 00:13:07.480]  她之所以這樣說是神的差派
[00:13:07.480 --> 00:13:11.480]  是因為她看到她來埃及是有神的心意有神的目的
[00:13:11.480 --> 00:13:12.480]  目的是什麼呢
[00:13:12.480 --> 00:13:14.480]  就是要像經文所說
[00:13:14.480 --> 00:13:16.480]  為了保存聖明
[00:13:16.480 --> 00:13:20.480]  剛剛我們也說過一點這個故事的背景
[00:13:20.480 --> 00:13:22.480]  其實經文也說到
[00:13:22.480 --> 00:13:24.480]  基方其實已經有兩年
[00:13:24.480 --> 00:13:27.480]  還有五年是不可以種植
[00:13:27.480 --> 00:13:29.480]  地是不會出產到什麼的
[00:13:29.480 --> 00:13:32.480]  其實當時不單是埃及
[00:13:32.480 --> 00:13:34.480]  其實是周邊的地方
[00:13:34.480 --> 00:13:37.480]  甚至連約瑟他的家族所身處
[00:13:37.480 --> 00:13:40.480]  雅各他一家去住的那個家南地
[00:13:40.480 --> 00:13:42.480]  其實也是面對著基方的問題
[00:13:42.480 --> 00:13:45.480]  所以才令到約瑟的哥哥
[00:13:45.480 --> 00:13:47.480]  要上來埃及去找糧食
[00:13:47.480 --> 00:13:48.480]  主要不是一次
[00:13:48.480 --> 00:13:50.480]  是連續兩次上來埃及去找糧食
[00:13:50.480 --> 00:13:52.480]  可想而知是見到
[00:13:52.480 --> 00:13:56.480]  那個基方是長時間並且是很嚴重的
[00:13:56.480 --> 00:14:01.480]  當時其實約瑟的家族是面對著會餓死的危機
[00:14:01.480 --> 00:14:03.480]  但是這裡去到說
[00:14:03.480 --> 00:14:07.480]  約瑟她看見正正是這個大基方的時刻
[00:14:07.480 --> 00:14:09.480]  這個時刻這個時刻的時候
[00:14:09.480 --> 00:14:13.480]  她見到神是立她作埃及
[00:14:13.480 --> 00:14:17.480]  這個全地的宰相這個的首相
[00:14:17.480 --> 00:14:20.480]  她看得見原來所有一切的事
[00:14:20.480 --> 00:14:22.480]  在神的手中有掌管
[00:14:22.480 --> 00:14:25.480]  她是神精心安排的一個歷史
[00:14:25.480 --> 00:14:27.480]  為什麼會這樣說呢
[00:14:27.480 --> 00:14:31.480]  正正是因為約瑟他可以成為埃及的首相
[00:14:31.480 --> 00:14:33.480]  以至到他有權並有能力
[00:14:33.480 --> 00:14:36.480]  去提供足夠的食物給他整個的家族
[00:14:36.480 --> 00:14:39.480]  去救他們的家族脫離這個基方
[00:14:39.480 --> 00:14:43.480]  而約瑟強調三次是神差派的時候
[00:14:43.480 --> 00:14:46.480]  是代表約瑟是很驚訝
[00:14:46.480 --> 00:14:48.480]  原來上帝是有這麼奇妙的作為
[00:14:48.480 --> 00:14:50.480]  在他這個人的身上
[00:14:50.480 --> 00:14:52.480]  由他很多年前17歲被賣
[00:14:52.480 --> 00:14:54.480]  到他今天39歲
[00:14:54.480 --> 00:14:56.480]  在這十幾年的日子裡面
[00:14:56.480 --> 00:14:58.480]  原來上帝一直都是不斷去工作
[00:14:58.480 --> 00:15:01.480]  但是你也會有些疑問
[00:15:01.480 --> 00:15:03.480]  這個是約瑟而已
[00:15:03.480 --> 00:15:05.480]  我怎麼可以好像約瑟那樣看到
[00:15:05.480 --> 00:15:08.480]  上帝在我們生命裡面的難關
[00:15:08.480 --> 00:15:13.480]  但同時發現到上帝的奇妙工作或作為
[00:15:13.480 --> 00:15:17.480]  究竟要怎樣才可以像約瑟那樣看到呢
[00:15:17.480 --> 00:15:20.480]  我相信如果當我們回顧約瑟的故事
[00:15:20.480 --> 00:15:24.480]  有兩個我們可以學習到的地方
[00:15:24.480 --> 00:15:29.480]  第一樣就是約瑟選擇以上帝的眼光
[00:15:29.480 --> 00:15:32.480]  去看生命的遭遇
[00:15:32.480 --> 00:15:35.480]  當我們回顧經文的第五節
[00:15:35.480 --> 00:15:38.480]  約瑟對於他被賣到埃及的地
[00:15:38.480 --> 00:15:42.480]  這件事是有一個截然不同的目光轉變
[00:15:42.480 --> 00:15:44.480]  我們回顧第五節
[00:15:44.480 --> 00:15:46.480]  他說現在你們,即是那群兄長們
[00:15:46.480 --> 00:15:48.480]  他說你們不要因為賣到這裡
[00:15:48.480 --> 00:15:50.480]  而自憂自擇
[00:15:50.480 --> 00:15:51.480]  這個原來是神差派
[00:15:51.480 --> 00:15:53.480]  我從你們以先來
[00:15:53.480 --> 00:15:55.480]  為要保存性命
[00:15:55.480 --> 00:15:57.480]  約瑟在這裡目光的轉變
[00:15:57.480 --> 00:16:00.480]  不再由他自己去出發
[00:16:00.480 --> 00:16:02.480]  他很體會整件事
[00:16:02.480 --> 00:16:04.480]  他被賣的這件事
[00:16:04.480 --> 00:16:07.480]  要發生的,驅使這件事發生的主角
[00:16:07.480 --> 00:16:08.480]  不是他們兄長們
[00:16:08.480 --> 00:16:10.480]  背後原來是有神
[00:16:10.480 --> 00:16:13.480]  神是掌管一切的神
[00:16:13.480 --> 00:16:16.480]  而當他去看事情發生的緣由
[00:16:16.480 --> 00:16:18.480]  本身是被賣的
[00:16:18.480 --> 00:16:20.480]  是一件事實在是他被人買豬仔
[00:16:20.480 --> 00:16:23.480]  但是原來在當中背後是有神
[00:16:23.480 --> 00:16:28.480]  獨特的心意要差派他來到埃及
[00:16:28.480 --> 00:16:30.480]  其實你可能會問
[00:16:30.480 --> 00:16:33.480]  約瑟的故事是這樣
[00:16:33.480 --> 00:16:36.480]  但是要怎樣在實質的生命中
[00:16:36.480 --> 00:16:39.480]  用上帝的眼光去看我們生命的遭遇
[00:16:39.480 --> 00:16:43.480]  我也想跟大家分享一個我自己的故事
[00:16:43.480 --> 00:16:47.480]  去看我怎樣去品味
[00:16:47.480 --> 00:16:49.480]  用上帝的眼光去看我生命的遭遇
[00:16:49.480 --> 00:16:53.480]  先要說說我自己的家庭背景
[00:16:53.480 --> 00:16:57.480]  我父母在我小學的時候離婚
[00:16:57.480 --> 00:16:59.480]  在我升中四的時候
[00:16:59.480 --> 00:17:01.480]  我媽媽因為突然在家中風
[00:17:01.480 --> 00:17:03.480]  之後就一直住在老人院
[00:17:03.480 --> 00:17:05.480]  我有一個弟弟
[00:17:05.480 --> 00:17:07.480]  他有輕度智力問題
[00:17:07.480 --> 00:17:09.480]  所以自從我媽媽出事之後
[00:17:09.480 --> 00:17:11.480]  我就和弟弟一起住
[00:17:11.480 --> 00:17:14.480]  但是我弟弟有一些反叛
[00:17:14.480 --> 00:17:16.480]  你知道男孩子中學的時候
[00:17:16.480 --> 00:17:19.480]  總之那時候容易困壞朋友
[00:17:19.480 --> 00:17:20.480]  其實自此之後
[00:17:20.480 --> 00:17:23.480]  我家就在一個很混亂
[00:17:23.480 --> 00:17:25.480]  很無助的困局下
[00:17:25.480 --> 00:17:28.480]  我在那個時刻有朋友邀請我回教會
[00:17:28.480 --> 00:17:30.480]  而我相信耶穌
[00:17:30.480 --> 00:17:32.480]  其實當初我相信了主之後
[00:17:32.480 --> 00:17:34.480]  你問我家有沒有變得更好呢
[00:17:34.480 --> 00:17:35.480]  是沒有的
[00:17:35.480 --> 00:17:37.480]  我媽媽仍然在老人院
[00:17:37.480 --> 00:17:39.480]  我父母、我爸爸也沒有回來找我們
[00:17:39.480 --> 00:17:40.480]  說幫我們什麼
[00:17:40.480 --> 00:17:43.480]  或者我弟弟也仍然很博弈
[00:17:43.480 --> 00:17:45.480]  有很多問題要處理
[00:17:45.480 --> 00:17:47.480]  我記得我初初相信耶穌的時候
[00:17:47.480 --> 00:17:51.480]  我都是用很多埋怨的心去和神祈禱
[00:17:51.480 --> 00:17:52.480]  我有埋怨神說
[00:17:52.480 --> 00:17:54.480]  為什麼你要讓我出生在這個家
[00:17:54.480 --> 00:17:57.480]  有問過為什麼我父母要離婚
[00:17:57.480 --> 00:17:59.480]  也有問過為什麼我媽媽要中風
[00:17:59.480 --> 00:18:00.480]  也有問過
[00:18:00.480 --> 00:18:03.480]  上帝為什麼你要讓我這麼不生性的弟弟
[00:18:03.480 --> 00:18:06.480]  我記得有一次
[00:18:06.480 --> 00:18:09.480]  我帶著這些問題一直順著回教會
[00:18:09.480 --> 00:18:11.480]  又問導師、又問上帝
[00:18:11.480 --> 00:18:14.480]  他們都叫我祈禱
[00:18:14.480 --> 00:18:16.480]  那一刻我也覺得很困惑
[00:18:16.480 --> 00:18:19.480]  但是在一次教會的營
[00:18:19.480 --> 00:18:21.480]  就好像你們去初中或者高中的營裡面
[00:18:21.480 --> 00:18:24.480]  我就聽到一個說完
[00:18:24.480 --> 00:18:28.480]  他問我們台下的一群青少年人
[00:18:28.480 --> 00:18:29.480]  他說
[00:18:29.480 --> 00:18:33.480]  你會不會覺得有些事情你覺得很不明白
[00:18:33.480 --> 00:18:36.480]  但是他說這是正常的
[00:18:36.480 --> 00:18:38.480]  因為我們只是一個人
[00:18:38.480 --> 00:18:40.480]  只是看到事情的一個部分
[00:18:40.480 --> 00:18:42.480]  之後說完再去問
[00:18:42.480 --> 00:18:44.480]  你是不是信得過上帝呢
[00:18:44.480 --> 00:18:47.480]  你是不是信得過上帝是掌管一切的神
[00:18:47.480 --> 00:18:50.480]  同時也是愛你的神
[00:18:50.480 --> 00:18:53.480]  之後他就向我爹祈禱
[00:18:53.480 --> 00:18:55.480]  求神讓我們用上帝的眼光
[00:18:55.480 --> 00:18:58.480]  去看我們人生的遭遇
[00:18:58.480 --> 00:19:03.480]  當我真的嘗試用上帝的眼光
[00:19:03.480 --> 00:19:05.480]  去看生命的遭遇的時候
[00:19:05.480 --> 00:19:07.480]  我有一個截然不同的看法
[00:19:07.480 --> 00:19:10.480]  我剛剛說我埋怨的事情很多
[00:19:10.480 --> 00:19:13.480]  特別那個時刻我最埋怨的就是
[00:19:13.480 --> 00:19:14.480]  我不生性的弟弟
[00:19:14.480 --> 00:19:16.480]  明明家裡也已經這樣
[00:19:16.480 --> 00:19:18.480]  還在外面聚集外國朋友
[00:19:18.480 --> 00:19:20.480]  帶給家裡很多的麻煩
[00:19:20.480 --> 00:19:23.480]  但是原來當我去到同神去祈禱
[00:19:23.480 --> 00:19:25.480]  我說上帝你讓我看見我弟弟
[00:19:25.480 --> 00:19:28.480]  在我生命裡面的意義的時候
[00:19:28.480 --> 00:19:31.480]  我開始發現原來我弟弟的存在
[00:19:31.480 --> 00:19:35.480]  是對我有一個很特別的祝福
[00:19:35.480 --> 00:19:39.480]  原來面對家裡父母離婚
