
[00:00:00.000 --> 00:00:03.000]  我們在開聖的時候一起禱告
[00:03:39.000 --> 00:03:41.000]  大衛的得勝
[00:03:41.000 --> 00:03:43.000]  不在非利士人的戰場
[00:03:43.000 --> 00:03:46.000]  也更重要的是
[00:03:46.000 --> 00:03:47.000]  在他的山洞裡
[00:03:47.000 --> 00:03:51.000]  忍守不向耶和華的受高者訴羅下手
[00:03:51.000 --> 00:03:53.000]  甚或他的手下跟他說
[00:03:53.000 --> 00:03:54.000]  這次不用你下手了
[00:03:54.000 --> 00:03:55.000]  讓我下手
[00:03:55.000 --> 00:03:57.000]  以至罪名不在你的頭上
[00:03:57.000 --> 00:03:59.000]  大衛都阻止他的手下
[00:03:59.000 --> 00:04:00.000]  每一場的得勝
[00:04:00.000 --> 00:04:01.000]  都是內心的得勝
[00:04:01.000 --> 00:04:04.000]  當新約束靈群體出現的時候
[00:04:04.000 --> 00:04:07.000]  耶穌基督已經付清了我們信徒
[00:04:07.000 --> 00:04:09.000]  在律法面前的虧欠
[00:04:09.000 --> 00:04:11.000]  但是我們信徒信主之後
[00:04:11.000 --> 00:04:14.000]  依然可以好像聖經所說
[00:04:14.000 --> 00:04:16.000]  我們會貪圖虛名
[00:04:16.000 --> 00:04:17.000]  彼此惹氣
[00:04:17.000 --> 00:04:18.000]  互相嫉妒
[00:04:18.000 --> 00:04:20.000]  甚或相咬相吞
[00:04:20.000 --> 00:04:22.000]  這些紛亂的場面
[00:04:22.000 --> 00:04:23.000]  一個信徒群體的衰落
[00:04:23.000 --> 00:04:26.000]  往往不需要外力去壓迫他
[00:04:26.000 --> 00:04:30.000]  而是往往是內在他自己已經打敗了仗
[00:04:30.000 --> 00:04:32.000]  甚或信徒或者信徒領袖自身
[00:04:32.000 --> 00:04:37.000]  在內心的爭戰裡已經輸了一場又一場的束靈戰爭
[00:04:37.000 --> 00:04:39.000]  以至信徒群體才會衰落
[00:04:39.000 --> 00:04:42.000]  當時加拿大教會只是一個會打輸仗
[00:04:42.000 --> 00:04:45.000]  而可以開始衰落的信徒群體
[00:04:45.000 --> 00:04:48.000]  所以保羅一而再再而三向他們提出
[00:04:48.000 --> 00:04:52.000]  要有聖靈去管理他們全身的內心
[00:04:52.000 --> 00:04:55.000]  這個才是爭戰必勝的途徑
[00:04:55.000 --> 00:04:58.000]  所以他在五章十六到十七節
[00:04:58.000 --> 00:05:01.000]  指出這一場爭戰的本質
[00:05:01.000 --> 00:05:04.000]  「我說,你們要信著聖靈而行
[00:05:04.000 --> 00:05:06.000]  絕不可滿足肉體的情慾
[00:05:06.000 --> 00:05:09.000]  因為肉體的情慾和聖靈相爭
[00:05:09.000 --> 00:05:10.000]  聖靈和肉體相爭
[00:05:10.000 --> 00:05:12.000]  這是兩個彼此敵對
[00:05:12.000 --> 00:05:15.000]  使你們不能做所願意做的」
[00:05:15.000 --> 00:05:16.000]  首先他在這裡說
[00:05:16.000 --> 00:05:18.000]  你們要信著聖靈而行
[00:05:18.000 --> 00:05:20.000]  信著它走
[00:05:20.000 --> 00:05:21.000]  當你信著聖靈走的時候
[00:05:21.000 --> 00:05:24.000]  你就是不會去滿足肉體的情慾
[00:05:24.000 --> 00:05:28.000]  而聖靈和肉體的相爭是一個絕對對立的相爭
[00:05:28.000 --> 00:05:29.000]  如果我們今天用這個字眼
[00:05:29.000 --> 00:05:31.000]  以往我們用靈和的爭戰
[00:05:31.000 --> 00:05:33.000]  今天我們用一個字眼叫清靈的爭戰
[00:05:33.000 --> 00:05:36.000]  是一個非聖即父的爭戰
[00:05:36.000 --> 00:05:37.000]  我們在這個爭戰裡
[00:05:37.000 --> 00:05:40.000]  不可以和情慾互相混一個彼此
[00:05:40.000 --> 00:05:43.000]  能夠互相包容的場景
[00:05:43.000 --> 00:05:44.000]  一個灰色的地帶
[00:05:44.000 --> 00:05:46.000]  我們活在當中
[00:05:46.000 --> 00:05:49.000]  我們在自由世界裡經常說雙贏
[00:05:49.000 --> 00:05:51.000]  你贏一點,我贏一點
[00:05:51.000 --> 00:05:52.000]  你輸一點,我輸一點
[00:05:52.000 --> 00:05:55.000]  但是聖靈和肉體的相爭是沒有雙贏的
[00:05:55.000 --> 00:05:57.000]  走在聖靈裡
[00:05:57.000 --> 00:05:59.000]  你就絕對不可以成全肉體的情慾
[00:05:59.000 --> 00:06:02.000]  因為兩者是對立對抗的
[00:06:02.000 --> 00:06:04.000]  聖經還說是彼此敵對
[00:06:04.000 --> 00:06:08.000]  保羅一開始就說出這場爭戰和舊約所有的爭戰一樣
[00:06:08.000 --> 00:06:11.000]  只有全贏或者全輸
[00:06:11.000 --> 00:06:14.000]  不能說你輸一點,而又贏一點的局面
[00:06:14.000 --> 00:06:16.000]  要的話,你就走在聖靈裡
[00:06:16.000 --> 00:06:19.000]  要的話,你就走在肉體裡
[00:06:19.000 --> 00:06:22.000]  保羅在幾年之後
[00:06:22.000 --> 00:06:25.000]  寫完《加勒夏書》幾年之後寫《羅馬書》
[00:06:25.000 --> 00:06:28.000]  我想他將當中的概念能夠寫得更加清晰
[00:06:28.000 --> 00:06:31.000]  在《羅馬書》八章五至六節他這樣總結
[00:06:31.000 --> 00:06:35.000]  因為隨從肉體的人,體貼肉體的是
[00:06:35.000 --> 00:06:38.000]  隨從聖靈的人,體貼聖靈的是
[00:06:38.000 --> 00:06:40.000]  體貼肉體就是死
[00:06:40.000 --> 00:06:43.000]  體貼聖靈就是生命和平安
[00:06:43.000 --> 00:06:46.000]  是一個對立的爭戰
[00:06:46.000 --> 00:06:48.000]  楊福音繼續說耶穌和尼哥拉底
[00:06:48.000 --> 00:06:50.000]  無論從生的時候也是這樣說
[00:06:50.000 --> 00:06:51.000]  這個不是保羅首先說的
[00:06:51.000 --> 00:06:52.000]  耶穌這樣說
[00:06:52.000 --> 00:06:54.000]  從肉身生的就是肉身
[00:06:54.000 --> 00:06:56.000]  從靈生的就是靈
[00:06:56.000 --> 00:06:58.000]  只有一種生法
[00:06:58.000 --> 00:07:01.000]  沒有一種叫做兩者皆生的生法
[00:07:01.000 --> 00:07:04.000]  所以這場爭戰本身是一場絕對對立的爭戰
[00:07:04.000 --> 00:07:06.000]  是一場靈和的爭戰
[00:07:06.000 --> 00:07:07.000]  或者用今天的局面來說
[00:07:07.000 --> 00:07:09.000]  是一場清靈的爭戰
[00:07:09.000 --> 00:07:11.000]  但這場爭戰有另一個本質
[00:07:11.000 --> 00:07:13.000]  就是一個普世的爭戰
[00:07:13.000 --> 00:07:15.000]  這個爭戰雖然未信的人
[00:07:15.000 --> 00:07:17.000]  也會陷入這個爭戰裡
[00:07:17.000 --> 00:07:18.000]  保羅在這裡說了一句
[00:07:18.000 --> 00:07:22.000]  日後他在《羅馬書》提則章進一步解釋的話
[00:07:22.000 --> 00:07:23.000]  在這場爭戰裡
[00:07:23.000 --> 00:07:27.000]  使你們不能做所願意做的
[00:07:27.000 --> 00:07:29.000]  我就憑著這句話
[00:07:29.000 --> 00:07:32.000]  想說一說這場爭戰的全面性
[00:07:32.000 --> 00:07:33.000]  保羅在《羅馬書》第七章
[00:07:33.000 --> 00:07:34.000]  特別說到自己
[00:07:34.000 --> 00:07:37.000]  信主之前是活在律法下
[00:07:37.000 --> 00:07:39.000]  猶太人的律法是好的
[00:07:39.000 --> 00:07:41.000]  是聖靈所賜的
[00:07:41.000 --> 00:07:42.000]  但保羅在第七章說
[00:07:42.000 --> 00:07:44.000]  我自己卻是屬肉體的
[00:07:44.000 --> 00:07:48.000]  他就自己在肉體的情慾和律法的下
[00:07:48.000 --> 00:07:50.000]  以至他說他想做的
[00:07:50.000 --> 00:07:52.000]  卻是他所不願意做的
[00:07:52.000 --> 00:07:54.000]  他想做律法的事情
[00:07:54.000 --> 00:07:56.000]  是聖靈所攀下的律法
[00:07:56.000 --> 00:07:57.000]  所做的事情
[00:07:57.000 --> 00:07:59.000]  但他在肉體裡卻做不到
[00:07:59.000 --> 00:08:03.000]  所以他心裡被聖靈的律法所鼓勵
[00:08:03.000 --> 00:08:05.000]  不願意去做屬肉體的事情
[00:08:05.000 --> 00:08:07.000]  但同時卻因為肉體的軟弱
[00:08:07.000 --> 00:08:08.000]  仍然走了出來
[00:08:08.000 --> 00:08:11.000]  這個爭戰在保羅信主之前
[00:08:11.000 --> 00:08:13.000]  活在律法的時候經常發生
[00:08:13.000 --> 00:08:14.000]  他甚至慨嘆說
[00:08:14.000 --> 00:08:16.000]  真是苦啊
[00:08:16.000 --> 00:08:19.000]  誰能救我脫離這必死的身體呢
[00:08:19.000 --> 00:08:21.000]  他在至善的律法下
[00:08:21.000 --> 00:08:24.000]  但不能脫離肉體的敗壞
[00:08:24.000 --> 00:08:29.000]  同樣我們不是猶太人
[00:08:29.000 --> 00:08:30.000]  我們沒有律法
[00:08:30.000 --> 00:08:34.000]  但神將良心放在每一個世人的心中
[00:08:34.000 --> 00:08:36.000]  聖經也有說良心這個字
[00:08:36.000 --> 00:08:39.000]  良心我們叫conscious
[00:08:39.000 --> 00:08:40.000]  就是co-science
[00:08:40.000 --> 00:08:42.000]  就是大家一層都認知的東西
[00:08:42.000 --> 00:08:43.000]  science就是認知
[00:08:43.000 --> 00:08:44.000]  co-就是我們一起認知的東西
[00:08:44.000 --> 00:08:46.000]  我們一起認知的東西
[00:08:46.000 --> 00:08:48.000]  神將良心放在普世的人心中
[00:08:48.000 --> 00:08:49.000]  我們都有良心
[00:08:49.000 --> 00:08:50.000]  坐地鐵的時候
[00:08:50.000 --> 00:08:52.000]  你不會說我這個站上
[00:08:52.000 --> 00:08:53.000]  你剛才坐了一個站
[00:08:53.000 --> 00:08:54.000]  你起身讓我坐吧
[00:08:54.000 --> 00:08:55.000]  我們不會這樣
[00:08:55.000 --> 00:08:56.000]  我們大概都知道
[00:08:56.000 --> 00:08:59.000]  在地鐵裡面應該怎樣守行為
[00:08:59.000 --> 00:09:01.000]  神將良心放在我們當中
[00:09:01.000 --> 00:09:05.000]  良心同樣有著聖靈美善的提醒
[00:09:05.000 --> 00:09:07.000]  但我們未信主之前
[00:09:07.000 --> 00:09:08.000]  我們就算在良心之下
[00:09:08.000 --> 00:09:10.000]  仍然會行出惡事
[00:09:10.000 --> 00:09:13.000]  和保羅在律法裡面掙扎一樣
[00:09:13.000 --> 00:09:15.000]  我有一次和我的兒子聊天
[00:09:15.000 --> 00:09:17.000]  他就問我
[00:09:17.000 --> 00:09:18.000]  我們讀完聖經
[00:09:18.000 --> 00:09:21.000]  他說他自己犯的罪
[00:09:21.000 --> 00:09:23.000]  他問我犯的罪多不多
[00:09:23.000 --> 00:09:25.000]  他說我犯的罪一定沒有他那麼多
[00:09:25.000 --> 00:09:28.000]  我說我五十多歲犯的罪一定比你多
[00:09:28.000 --> 00:09:29.000]  他說不會的
[00:09:29.000 --> 00:09:31.000]  你一定沒有我那麼多
[00:09:31.000 --> 00:09:33.000]  我說那你犯過什麼罪覺得自己那麼多
[00:09:33.000 --> 00:09:35.000]  他說你先說吧
[00:09:35.000 --> 00:09:39.000]  我又想想我十幾歲的時候犯過什麼罪
[00:09:39.000 --> 00:09:42.000]  我想來想去都比較模糊
[00:09:42.000 --> 00:09:45.000]  我說不是代表我沒有
[00:09:45.000 --> 00:09:46.000]  不過我真的想不起來
[00:09:46.000 --> 00:09:48.000]  十幾歲的時候犯的罪
[00:09:48.000 --> 00:09:51.000]  不如你說一個來讓我聽聽
[00:09:51.000 --> 00:09:53.000]  讓我回憶一下
[00:09:53.000 --> 00:09:56.000]  他說說髒話
[00:09:56.000 --> 00:09:57.000]  我說是說髒話
[00:09:57.000 --> 00:09:58.000]  我真的沒有想過
[00:09:58.000 --> 00:10:00.000]  十幾歲的時候我經常說髒話
[00:10:00.000 --> 00:10:02.000]  不過你現在問起我
[00:10:02.000 --> 00:10:04.000]  我完全不記得這件事
[00:10:04.000 --> 00:10:05.000]  為什麼呢
[00:10:05.000 --> 00:10:08.000]  因為我當時完全不覺得自己在真正的裡面
[00:10:08.000 --> 00:10:11.000]  我已經完全一敗塗地
[00:10:11.000 --> 00:10:13.000]  我已經不覺得是什麼問題
[00:10:13.000 --> 00:10:16.000]  覺得他說過這些話很難受
[00:10:16.000 --> 00:10:17.000]  他就很害怕
[00:10:17.000 --> 00:10:20.000]  然後我說我十幾歲的時候經常說的
[00:10:20.000 --> 00:10:21.000]  說到我都不記得
[00:10:21.000 --> 00:10:22.000]  今天問起我都不太記得
[00:10:22.000 --> 00:10:25.000]  然後他說那我就放心了
[00:10:25.000 --> 00:10:30.000]  他在一個爭戰裡面很痛苦
[00:10:30.000 --> 00:10:33.000]  我當年十幾歲在一個爭戰裡面
[00:10:33.000 --> 00:10:36.000]  我已經輸到我忘記自己打過一場這樣的仗
[00:10:36.000 --> 00:10:38.000]  然後我告訴他
[00:10:38.000 --> 00:10:40.000]  我五十多歲一定比你多
[00:10:40.000 --> 00:10:42.000]  嫉妒是一個罪
[00:10:42.000 --> 00:10:43.000]  很多的嫉妒在你心裡面
[00:10:43.000 --> 00:10:44.000]  魔鬼都是犯這個罪
[00:10:44.000 --> 00:10:46.000]  魔鬼的罪是什麼
[00:10:46.000 --> 00:10:47.000]  我就算見到神所有的神蹟
[00:10:47.000 --> 00:10:48.000]  見到神所有的創造
[00:10:48.000 --> 00:10:49.000]  見到神所有的微善
[00:10:49.000 --> 00:10:50.000]  見到神所有的忠告
[00:10:50.000 --> 00:10:53.000]  我就不喜歡你是神
[00:10:53.000 --> 00:10:56.000]  我在永恆裡面都要跟你對抗
[00:10:56.000 --> 00:10:57.000]  這是一個嫉妒
[00:10:57.000 --> 00:10:59.000]  多麼可怕的嫉妒
[00:10:59.000 --> 00:11:02.000]  將魔鬼牢牢地捆綁起來
[00:11:02.000 --> 00:11:05.000]  所以在情慾的罪行裡面
[00:11:05.000 --> 00:11:09.000]  嫉妒是排到最後一個
[00:11:09.000 --> 00:11:11.000]  就算在良心之下
[00:11:11.000 --> 00:11:13.000]  我們都是跟保羅一樣
[00:11:13.000 --> 00:11:14.000]  在律法之下
[00:11:14.000 --> 00:11:17.000]  所想做的做不出來
[00:11:17.000 --> 00:11:18.000]  所以擴闊來說
[00:11:18.000 --> 00:11:20.000]  這場屬靈和屬肉體的爭戰
[00:11:20.000 --> 00:11:23.000]  人未信主之前已經在發生
[00:11:23.000 --> 00:11:25.000]  只不過猶太人在律法下面
[00:11:25.000 --> 00:11:27.000]  我們外邦人在良心下面
[00:11:27.000 --> 00:11:30.000]  但是我們兩者都在肉體的情慾之下
[00:11:30.000 --> 00:11:31.000]  完全打了敗仗
[00:11:31.000 --> 00:11:33.000]  所以保羅在《羅馬書》三章九節
[00:11:33.000 --> 00:11:35.000]  他是猶太人和希臘人
[00:11:35.000 --> 00:11:38.000]  都在罪惡之下
[00:11:38.000 --> 00:11:40.000]  沒有一個能夠打贏這場仗
[00:11:40.000 --> 00:11:42.000]  屬靈爭戰是一場靈和的爭戰
[00:11:42.000 --> 00:11:44.000]  屬靈爭戰是一場普世的爭戰
[00:11:44.000 --> 00:11:45.000]  但是屬靈爭戰
[00:11:45.000 --> 00:11:49.000]  是未有耶穌之前一場全然崩潰的爭戰
[00:11:49.000 --> 00:11:52.000]  這場爭戰是一場非聖職父的對立爭戰
[00:11:52.000 --> 00:11:56.000]  但是人卻不能戰勝這場的爭戰
[00:11:56.000 --> 00:12:00.000]  但如果我們被保羅所說的信著聖靈而行
[00:12:00.000 --> 00:12:03.000]  我們發覺我們進入了這場的爭戰
[00:12:03.000 --> 00:12:05.000]  當你發覺你在爭戰裡面
[00:12:05.000 --> 00:12:07.000]  當你發覺你被罪控訴的時候
[00:12:07.000 --> 00:12:10.000]  其實已經是信著聖靈而行
[00:12:10.000 --> 00:12:11.000]  不像我那時候十二歲
[00:12:11.000 --> 00:12:14.000]  我從來沒有想過這是一個問題
[00:12:14.000 --> 00:12:16.000]  到今天我回想起來
[00:12:16.000 --> 00:12:20.000]  我都不是很為意原來當初有一個問題
[00:12:20.000 --> 00:12:22.000]  在這場爭戰
[00:12:22.000 --> 00:12:23.000]  因為耶穌基督的來到
[00:12:23.000 --> 00:12:25.000]  卻可以破舊立新
[00:12:25.000 --> 00:12:27.000]  使人可以行在聖靈中
[00:12:27.000 --> 00:12:29.000]  十六節他說你要信著聖靈而行
[00:12:29.000 --> 00:12:31.000]  十八節他反過來說
[00:12:31.000 --> 00:12:34.000]  這門約被聖靈引導
[00:12:34.000 --> 00:12:36.000]  我們不單止信著祂行
[00:12:36.000 --> 00:12:37.000]  在祂引導的時候
[00:12:37.000 --> 00:12:39.000]  又是一個破舊立新的事情出現
[00:12:39.000 --> 00:12:42.000]  在加拉夏書五章八至二十三節
[00:12:42.000 --> 00:12:43.000]  十八到二十三節他這樣寫
[00:12:43.000 --> 00:12:45.000]  「但你們若被聖靈引導
[00:12:45.000 --> 00:12:46.000]  就不在律法之下
[00:12:46.000 --> 00:12:49.000]  情慾的事都是顯而易見的
[00:12:49.000 --> 00:12:53.000]  就如淫亂污穢放蕩敗偶像行邪術
[00:12:53.000 --> 00:12:56.000]  仇恨紛爭忌恨憤怒自私
[00:12:56.000 --> 00:13:00.000]  分派結黨嫉妒追究謊言等類
[00:13:00.000 --> 00:13:01.000]  我從前告訴過你們
[00:13:01.000 --> 00:13:02.000]  現在又告訴你們
[00:13:02.000 --> 00:13:05.000]  做這樣事的人必不能承受神的國
[00:13:05.000 --> 00:13:09.000]  聖靈的果子就是仁愛喜樂和平忍耐恩慈
[00:13:09.000 --> 00:13:11.000]  良善信實溫柔節制
[00:13:11.000 --> 00:13:14.000]  這樣的事沒有律法禁止」
[00:13:14.000 --> 00:13:16.000]  這段聖經對比了肉體的情慾
[00:13:16.000 --> 00:13:19.000]  和聖靈的果子兩個列表
[00:13:19.000 --> 00:13:21.000]  肉體的情慾可以簡單來說有四個類型
[00:13:21.000 --> 00:13:23.000]  第一個類型就是和性有關的罪行
[00:13:23.000 --> 00:13:25.000]  特別是男性經常陷入罪行中
[00:13:25.000 --> 00:13:28.000]  淫亂污穢放蕩
[00:13:28.000 --> 00:13:30.000]  第二類是宗教的罪行
[00:13:30.000 --> 00:13:32.000]  敗偶像行邪術
[00:13:32.000 --> 00:13:35.000]  行邪術的原文是pharmacy
[00:13:35.000 --> 00:13:37.000]  亂供藥物給人吃的字
[00:13:37.000 --> 00:13:40.000]  當然我們現在的pharmacy全部都是正當的
[00:13:40.000 --> 00:13:42.000]  不過在那裡是用這個字
[00:13:42.000 --> 00:13:45.000]  第三類是人際相處產生的罪
[00:13:45.000 --> 00:13:48.000]  仇恨紛爭忌恨憤怒自私
[00:13:48.000 --> 00:13:50.000]  分派結黨最後是嫉妒
[00:13:50.000 --> 00:13:51.000]  嫉妒剛才說過
[00:13:51.000 --> 00:13:53.000]  我想說分派和結黨
[00:13:53.000 --> 00:13:55.000]  分派原文是division
[00:13:55.000 --> 00:13:57.000]  我和你有不同的看法
[00:13:57.000 --> 00:13:58.000]  結黨是另一個字
[00:13:58.000 --> 00:13:59.000]  結黨是set這個字
[00:13:59.000 --> 00:14:02.000]  sect就是setarian
[00:14:02.000 --> 00:14:06.000]  你只是結了一個異端出現了
[00:14:06.000 --> 00:14:08.000]  在《屬靈生命》裡
[00:14:08.000 --> 00:14:09.000]  我學習一件事
[00:14:09.000 --> 00:14:10.000]  特別是因福堂學習一件事
[00:14:10.000 --> 00:14:12.000]  我永遠學習馴服教會的指引
[00:14:12.000 --> 00:14:14.000]  當我特別讀馬鞍山堂堂主任的時候
[00:14:14.000 --> 00:14:16.000]  馬鞍山堂是很特別的
[00:14:16.000 --> 00:14:18.000]  是一種很獨立的氣質
[00:14:18.000 --> 00:14:20.000]  我們當初都不是叫因福馬鞍山堂
[00:14:20.000 --> 00:14:21.000]  我們當初叫安福堂
[00:14:21.000 --> 00:14:23.000]  如果大家記得的話
[00:14:23.000 --> 00:14:25.000]  一種獨我獨行的氣質
[00:14:25.000 --> 00:14:26.000]  但開了堂之後
[00:14:26.000 --> 00:14:27.000]  我提醒自己一件事
[00:14:27.000 --> 00:14:31.000]  我永遠要馴服因福堂的帶領
[00:14:31.000 --> 00:14:34.000]  這是我對自己的一個承諾
[00:14:34.000 --> 00:14:35.000]  有這個承諾很好
[00:14:35.000 --> 00:14:37.000]  因福堂每一個指令到來的時候
[00:14:37.000 --> 00:14:39.000]  我都會和他爭論一番
[00:14:39.000 --> 00:14:41.000]  因為我決定了馴服
[00:14:41.000 --> 00:14:44.000]  所以我放心去討論
[00:14:44.000 --> 00:14:47.000]  放心去問清楚
[00:14:47.000 --> 00:14:49.000]  這件事很重要
[00:14:49.000 --> 00:14:51.000]  以致我們不會在主見面前
[00:14:51.000 --> 00:14:53.000]  我們有division
[00:14:53.000 --> 00:14:54.000]  然後有一個set
[00:14:54.000 --> 00:14:56.000]  就不會自己分了出來
[00:14:56.000 --> 00:14:58.000]  特別我們當中知道
[00:14:58.000 --> 00:15:00.000]  這一刻很難開EBS
[00:15:00.000 --> 00:15:02.000]  但當我們進入一個地步
[00:15:02.000 --> 00:15:05.000]  覺得我只是照顧舊人
[00:15:05.000 --> 00:15:07.000]  不再去看新人的時候
[00:15:07.000 --> 00:15:09.000]  我們進入了另一個
[00:15:09.000 --> 00:15:12.000]  可能都是我們在結黨的一個情況
[00:15:12.000 --> 00:15:14.000]  我們很願意在疫症過了之後
[00:15:14.000 --> 00:15:17.000]  我們所有的EBS都能夠蓬勃的開始
[00:15:17.000 --> 00:15:18.000]  因為在這間教會裡
[00:15:18.000 --> 00:15:20.000]  我們對新人的關注
[00:15:20.000 --> 00:15:23.000]  永遠強過對舊人的關注
[00:15:23.000 --> 00:15:24.000]  或者應該這樣說
[00:15:24.000 --> 00:15:26.000]  我們對微信的關注
[00:15:26.000 --> 00:15:27.000]  說得好一點
[00:15:27.000 --> 00:15:28.000]  我們對微信的關注
[00:15:28.000 --> 00:15:30.000]  強過對自己的關注
[00:15:30.000 --> 00:15:32.000]  這樣說我覺得是準確一點
[00:15:32.000 --> 00:15:34.000]  這個是我們教會裡
[00:15:34.000 --> 00:15:36.000]  一直持守的原則
[00:15:36.000 --> 00:15:38.000]  直到剛才說過
[00:15:38.000 --> 00:15:40.000]  在人際關係裡最可怕的原則
