
[00:00:00.000 --> 00:00:03.000]  我們開始的時候一起去禱告
[00:02:06.000 --> 00:02:08.000]  總是記得這些事情
[00:02:08.000 --> 00:02:11.000]  我看回34年
[00:02:11.000 --> 00:02:13.000]  我剛剛看回30週年的時候
[00:02:13.000 --> 00:02:15.000]  我們有30首感動的詩歌
[00:02:15.000 --> 00:02:17.000]  我看著整個影片
[00:02:17.000 --> 00:02:20.000]  有很多的面孔
[00:02:20.000 --> 00:02:21.000]  這些面孔裏面
[00:02:21.000 --> 00:02:23.000]  大部分都還在我們在座當中
[00:02:23.000 --> 00:02:24.000]  但有些患病
[00:02:24.000 --> 00:02:25.000]  有些年長
[00:02:25.000 --> 00:02:27.000]  一路看幾年的過去
[00:02:27.000 --> 00:02:28.000]  四年的過去
[00:02:28.000 --> 00:02:31.000]  都令到我心裏有很多的感觸
[00:02:31.000 --> 00:02:33.000]  人生一路成長過去
[00:02:33.000 --> 00:02:34.000]  我們怎樣能夠成熟
[00:02:34.000 --> 00:02:37.000]  面對這麼多關係的挑戰呢
[00:02:37.000 --> 00:02:40.000]  我大學的時候讀社會工作
[00:02:40.000 --> 00:02:42.000]  很喜歡看這位叫Eric Erickson
[00:02:42.000 --> 00:02:45.000]  一個他著名的人生八個階段的心理分析
[00:02:45.000 --> 00:02:48.000]  我簡單將他劃分為幾個階段
[00:02:48.000 --> 00:02:50.000]  下一張投影片就會有
[00:02:50.000 --> 00:02:52.000]  他這裏說到
[00:02:52.000 --> 00:02:54.000]  如果你未成年之前
[00:02:54.000 --> 00:02:56.000]  11歲前就要學習
[00:02:56.000 --> 00:02:57.000]  如果一個好的環境
[00:02:57.000 --> 00:02:59.000]  你學習到怎樣信任自主自發
[00:02:59.000 --> 00:03:00.000]  如果學得不好
[00:03:00.000 --> 00:03:03.000]  你一生裏面有很多的焦慮畏懼和退縮
[00:03:03.000 --> 00:03:05.000]  到18歲中學這個階段
[00:03:05.000 --> 00:03:06.000]  你要學甚麼呢
[00:03:06.000 --> 00:03:09.000]  就是找到自己的角色和人生的方向
[00:03:09.000 --> 00:03:10.000]  如果找不到的話
[00:03:10.000 --> 00:03:12.000]  你會失去了生活的目標
[00:03:12.000 --> 00:03:14.000]  這個就是18歲的一個情況
[00:03:14.000 --> 00:03:15.000]  到30歲了
[00:03:15.000 --> 00:03:17.000]  30歲前如果你有好的朋友
[00:03:17.000 --> 00:03:18.000]  好的配偶
[00:03:18.000 --> 00:03:19.000]  或者好的教會生活
[00:03:19.000 --> 00:03:20.000]  或者好的群體
[00:03:20.000 --> 00:03:22.000]  你會學會建立了親密感
[00:03:22.000 --> 00:03:25.000]  不然你一生就可能變得很疏離
[00:03:25.000 --> 00:03:26.000]  臨老就在公園
[00:03:26.000 --> 00:03:27.000]  自己一個人走來走去
[00:03:27.000 --> 00:03:29.000]  就是這樣的情況
[00:03:29.000 --> 00:03:31.000]  這個是另一個
[00:03:31.000 --> 00:03:36.000]  每一個年齡層都有一個成長的任務要完成
[00:03:36.000 --> 00:03:37.000]  按他的說話說
[00:03:37.000 --> 00:03:38.000]  到50歲了
[00:03:38.000 --> 00:03:39.000]  大概我們這些年紀
[00:03:39.000 --> 00:03:41.000]  或者我自己的年紀
[00:03:41.000 --> 00:03:43.000]  學會了我們無論在甚麼光景
[00:03:43.000 --> 00:03:44.000]  無論我是做甚麼崗位
[00:03:44.000 --> 00:03:46.000]  我都有責任和有建樹的
[00:03:46.000 --> 00:03:49.000]  不在乎那個位置的高與低
[00:03:49.000 --> 00:03:51.000]  但是擁抱到自己的責任
[00:03:51.000 --> 00:03:52.000]  做爸爸
[00:03:52.000 --> 00:03:55.000]  或者是我在一個公司裏面做一個文職
[00:03:55.000 --> 00:03:56.000]  甚麼都好
[00:03:56.000 --> 00:03:57.000]  我都有責任和建樹的
[00:03:57.000 --> 00:03:59.000]  但如果發揮得不好
[00:03:59.000 --> 00:04:01.000]  我慢慢變得漠不關心
[00:04:01.000 --> 00:04:04.000]  毫無意義覺得人生很慘
[00:04:04.000 --> 00:04:05.000]  到黃金期
[00:04:05.000 --> 00:04:07.000]  就是再年老一點
[00:04:07.000 --> 00:04:08.000]  生命的終結之前
[00:04:08.000 --> 00:04:09.000]  去建築之前
[00:04:09.000 --> 00:04:11.000]  我們如果發展得好
[00:04:11.000 --> 00:04:13.000]  就能看到自己生命的成就
[00:04:13.000 --> 00:04:14.000]  好擁抱自己的一生
[00:04:14.000 --> 00:04:15.000]  如果不是
[00:04:15.000 --> 00:04:16.000]  就變得很悔恨
[00:04:16.000 --> 00:04:17.000]  即是很悲哀
[00:04:17.000 --> 00:04:19.000]  我們叫做很多的丹麥不到
[00:04:19.000 --> 00:04:22.000]  這個他講人生發展的幾個階段
[00:04:22.000 --> 00:04:25.000]  其實大家看今天的加拉太書
[00:04:25.000 --> 00:04:30.000]  我覺得保羅在一個教位講道理的書裏面
[00:04:30.000 --> 00:04:32.000]  有很多人與人之間的關係
[00:04:32.000 --> 00:04:37.000]  他就在這裏短短的十一節十九節裏面去展現出來
[00:04:37.000 --> 00:04:38.000]  你看的時候
[00:04:38.000 --> 00:04:40.000]  其實他講了人生一個不同的階段
[00:04:40.000 --> 00:04:42.000]  他與加拉太人的教會的關係
[00:04:42.000 --> 00:04:44.000]  我想這樣我們投影片有的
[00:04:44.000 --> 00:04:46.000]  我想弟兄就讀一至七節
[00:04:46.000 --> 00:04:48.000]  姐妹讀八至十節
[00:04:48.000 --> 00:04:52.000]  然後我們一起讀第十二節
[00:04:52.000 --> 00:04:53.000]  到時我再告訴大家
[00:04:53.000 --> 00:04:55.000]  不如這樣簡單一點
[00:04:55.000 --> 00:04:56.000]  弟兄讀第一張投影片
[00:04:56.000 --> 00:04:57.000]  姐妹讀第二張投影片
[00:04:57.000 --> 00:04:59.000]  第三張我們一起讀
[00:04:59.000 --> 00:05:01.000]  我們用投影片來分好嗎
[00:05:01.000 --> 00:05:02.000]  好我們請弟兄先
[00:05:02.000 --> 00:05:03.000]  一二三
[00:05:03.000 --> 00:05:09.000]  我說雖然那承受產業的是整個產業的主人
[00:05:09.000 --> 00:05:15.000]  但在未成年的時候卻與奴隸毫無分別
[00:05:15.000 --> 00:05:19.000]  仍是在監護人和管家的手下
[00:05:19.000 --> 00:05:23.000]  直等他父親預定的時候來到
[00:05:23.000 --> 00:05:25.000]  我們也是一樣
[00:05:25.000 --> 00:05:32.000]  在未成年的時候被世上粗淺的學說所奴役
[00:05:32.000 --> 00:05:33.000]  也是如此
[00:05:33.000 --> 00:05:36.000]  等到時候成熟
[00:05:36.000 --> 00:05:40.000]  神就差遣他的兒子為女子所生
[00:05:40.000 --> 00:05:43.000]  且生在律法之下
[00:05:43.000 --> 00:05:47.000]  要把律法之下的人贖出來
[00:05:47.000 --> 00:05:50.000]  使我們獲得兒子的名分
[00:05:50.000 --> 00:05:53.000]  因為你們是兒子
[00:05:53.000 --> 00:05:57.000]  神就差他兒子的靈進入我們的心
[00:05:57.000 --> 00:06:00.000]  呼叫阿爸父
[00:06:00.000 --> 00:06:01.000]  我們請姐妹
[00:06:01.000 --> 00:06:06.000]  可見你不再是奴隸而是兒子了
[00:06:06.000 --> 00:06:12.000]  既是兒子就著神而成為後子了
[00:06:12.000 --> 00:06:15.000]  但從前不認識神的時候
[00:06:15.000 --> 00:06:21.000]  你們是給那些本來不是神的神明作奴隸
[00:06:21.000 --> 00:06:24.000]  現在你們既然認識神
[00:06:24.000 --> 00:06:28.000]  更可說是被神所認識的
[00:06:28.000 --> 00:06:34.000]  怎麼還要轉回那懦弱無用的粗淺學說
[00:06:34.000 --> 00:06:38.000]  情願再給他作奴隸呢?
[00:06:38.000 --> 00:06:44.000]  你們僅有謹守日子、月份、節期、年份
[00:06:44.000 --> 00:06:46.000]  我為你們擔心
[00:06:46.000 --> 00:06:52.000]  惟恐我在你們身上是枉費功夫了
[00:06:52.000 --> 00:06:53.000]  弟兄們
[00:06:53.000 --> 00:06:56.000]  我勸你們要像我一樣
[00:06:56.000 --> 00:06:59.000]  因為我也像你們一樣
[00:06:59.000 --> 00:07:00.000]  我們一起吧
[00:07:00.000 --> 00:07:04.000]  你們一點沒有虧虧我
[00:07:04.000 --> 00:07:08.000]  你們知道我因為身體有疾病
[00:07:08.000 --> 00:07:13.000]  才有第一次傳福音給你們的機會
[00:07:13.000 --> 00:07:18.000]  雖然你們為我身體的緣故受試煉
[00:07:18.000 --> 00:07:20.000]  卻沒有輕看我
[00:07:20.000 --> 00:07:23.000]  也沒有厭棄我
[00:07:23.000 --> 00:07:27.000]  反倒接待我如同神的使者
[00:07:27.000 --> 00:07:29.000]  如同基督耶穌
[00:07:29.000 --> 00:07:33.000]  你們當日的好意哪裡去了呢?
[00:07:33.000 --> 00:07:36.000]  那時若辦得到
[00:07:36.000 --> 00:07:41.000]  你們就是把自己的眼睛挖出來給我
[00:07:41.000 --> 00:07:43.000]  也都情願
[00:07:43.000 --> 00:07:47.000]  這是我可以給你們作證的
[00:07:47.000 --> 00:07:50.000]  如今我把真理告訴你們
[00:07:50.000 --> 00:07:53.000]  倒成了你們的仇敵嗎?
[00:07:53.000 --> 00:07:58.000]  那些你們的人不懷好意
[00:07:58.000 --> 00:08:01.000]  是要隔絕你們
[00:08:01.000 --> 00:08:04.000]  好使你們熱心待他們
[00:08:04.000 --> 00:08:08.000]  在善事上時刻熱心待別人
[00:08:08.000 --> 00:08:10.000]  緣是好的
[00:08:10.000 --> 00:08:15.000]  卻不只是我與你們同在的時候才這樣
[00:08:15.000 --> 00:08:17.000]  我的孩子們
[00:08:17.000 --> 00:08:21.000]  我為你們再受生產之苦
[00:08:21.000 --> 00:08:25.000]  直等到基督成形在你們心裡
[00:08:25.000 --> 00:08:29.000]  我期望現今就在你們那裡
[00:08:29.000 --> 00:08:32.000]  可以改變我的口氣
[00:08:32.000 --> 00:08:36.000]  因為我為你們心裡難過
[00:08:36.000 --> 00:08:39.000]  在經文裡說了人生幾個階段
[00:08:39.000 --> 00:08:42.000]  未成年、成年、甚或
[00:08:42.000 --> 00:08:45.000]  有一段感情、一段熱心
[00:08:45.000 --> 00:08:48.000]  然後作父母、再生孩子
[00:08:48.000 --> 00:08:49.000]  這很特別
[00:08:49.000 --> 00:08:52.000]  我覺得保羅在加拿大書的真理表達裡
[00:08:52.000 --> 00:08:54.000]  有這麼強的感情表達
[00:08:54.000 --> 00:08:56.000]  我們逐一看看什麼叫未成年
[00:08:56.000 --> 00:08:58.000]  在一至三節
[00:08:58.000 --> 00:09:03.000]  保羅說到猶太人或外邦人都有未成年的時候
[00:09:03.000 --> 00:09:05.000]  但特別一至三節
[00:09:05.000 --> 00:09:06.000]  他說到未成年
[00:09:06.000 --> 00:09:08.000]  是一個很特別的情況
[00:09:08.000 --> 00:09:09.000]  就是你像做奴隸一樣
[00:09:09.000 --> 00:09:11.000]  如果你未成年就像奴隸一樣
[00:09:11.000 --> 00:09:13.000]  猶太人有他做奴隸的方法
[00:09:13.000 --> 00:09:15.000]  外邦人有他做奴隸的方法
[00:09:15.000 --> 00:09:17.000]  首先看看猶太人做奴隸是怎樣
[00:09:17.000 --> 00:09:18.000]  他在一至三節說
[00:09:18.000 --> 00:09:23.000]  我説雖然那承受產業的是整個產業的主人
[00:09:23.000 --> 00:09:27.000]  但在未成年的時候卻與奴隸毫無分別
[00:09:27.000 --> 00:09:30.000]  仍是在監護人和管家的手下
[00:09:30.000 --> 00:09:33.000]  直等他父親預定的時候來到
[00:09:33.000 --> 00:09:34.000]  我們也是一樣
[00:09:34.000 --> 00:09:36.000]  我們看到保羅說我們
[00:09:36.000 --> 00:09:37.000]  因為他是猶太人
[00:09:37.000 --> 00:09:38.000]  我們也是一樣
[00:09:38.000 --> 00:09:42.000]  在未成年的時候被世上粗淺的學說所奴役
[00:09:42.000 --> 00:09:43.000]  也是如此
[00:09:43.000 --> 00:09:45.000]  未成年有一個特色
[00:09:45.000 --> 00:09:47.000]  就是與奴隸是沒有分別的
[00:09:47.000 --> 00:09:50.000]  當時猶太人為什麼會與奴隸沒有分別呢
[00:09:50.000 --> 00:09:54.000]  就是當時在信了主的猶太人裡
[00:09:54.000 --> 00:09:55.000]  有一個問題
[00:09:55.000 --> 00:09:56.000]  他說信了主之後
[00:09:56.000 --> 00:09:59.000]  你仍然要守猶太人的律法
[00:09:59.000 --> 00:10:01.000]  這個就是未成年了
[00:10:01.000 --> 00:10:02.000]  你仍然是奴隸
[00:10:02.000 --> 00:10:05.000]  奴役你們的是世上粗淺的學說
[00:10:05.000 --> 00:10:09.000]  在哥羅西書有說世上粗淺的學說是什麼
[00:10:09.000 --> 00:10:10.000]  哥羅西書是這樣說
[00:10:10.000 --> 00:10:14.000]  既然你們與基督同死而脫離了
[00:10:14.000 --> 00:10:15.000]  再下一章
[00:10:15.000 --> 00:10:21.000]  既然你們與基督同死而脫離了世上粗淺的學說
[00:10:21.000 --> 00:10:25.000]  為什麼形象生活在世俗中一樣呢
[00:10:25.000 --> 00:10:32.000]  去服從那不可拿、不可嘗、不可摸等類的規條呢
[00:10:32.000 --> 00:10:35.000]  信徒若果因耶穌基督得救
[00:10:35.000 --> 00:10:37.000]  若果要回歸舊約的律法
[00:10:37.000 --> 00:10:41.000]  就是回歸從前的監護人和管家的手下
[00:10:41.000 --> 00:10:42.000]  你要守那些節旗
[00:10:42.000 --> 00:10:46.000]  守住那些不可以摸、不可以食的規條
[00:10:46.000 --> 00:10:49.000]  監護人和管家有他很美好的一面
[00:10:49.000 --> 00:10:52.000]  但是他們最終不是那個家宅的主人
[00:10:52.000 --> 00:10:54.000]  舊約的律法始終不是主人
[00:10:54.000 --> 00:10:56.000]  舊約的律法是令我們知罪
[00:10:56.000 --> 00:10:58.000]  然後我們去回歸耶穌基督
[00:10:58.000 --> 00:11:01.000]  這是舊約律法最重要的一個心意
[00:11:01.000 --> 00:11:04.000]  所以保羅在《羅馬書》十章四節說
[00:11:04.000 --> 00:11:07.000]  律法的總規就是基督
[00:11:07.000 --> 00:11:09.000]  使所有信他的人都得著義
[00:11:09.000 --> 00:11:12.000]  《羅馬書》說律法就是令你走去耶穌基督那裡
[00:11:12.000 --> 00:11:14.000]  去到耶穌基督那裡的時候
[00:11:14.000 --> 00:11:16.000]  你可以超乎了律法
[00:11:16.000 --> 00:11:19.000]  所以因為基督來到
[00:11:19.000 --> 00:11:21.000]  保羅和猶太的信徒說
[00:11:21.000 --> 00:11:24.000]  我們不需要回到那些粗淺的學說裡面
[00:11:24.000 --> 00:11:26.000]  不要回到律法的管轄裡面
[00:11:26.000 --> 00:11:27.000]  如果回到律法的管轄
[00:11:27.000 --> 00:11:30.000]  就猶如再一次未成年一樣
[00:11:30.000 --> 00:11:33.000]  但是猶太人的問題不單止他要回到律法
[00:11:33.000 --> 00:11:36.000]  而是他有一個更嚴重的問題
[00:11:36.000 --> 00:11:39.000]  他那種的問題就是他要用律法來要脅神
[00:11:39.000 --> 00:11:44.000]  這個是保羅看見如果再走下去的一個危機
[00:11:44.000 --> 00:11:45.000]  他會將律法
[00:11:45.000 --> 00:11:46.000]  我守了律法
[00:11:46.000 --> 00:11:49.000]  當成和神交換的一個條件
[00:11:49.000 --> 00:11:51.000]  如果這樣做的時候
[00:11:51.000 --> 00:11:53.000]  你不是以神為主人
[00:11:53.000 --> 00:11:55.000]  你只不過是視神為奴隸
[00:11:55.000 --> 00:11:56.000]  因為我做了律法
[00:11:56.000 --> 00:11:58.000]  你就要這樣對我了
[00:11:58.000 --> 00:11:59.000]  這個是猶太人的看法
[00:11:59.000 --> 00:12:00.000]  如果你這樣做的時候
[00:12:00.000 --> 00:12:02.000]  你將神當奴隸的時候
[00:12:02.000 --> 00:12:03.000]  你的主人是誰
[00:12:03.000 --> 00:12:04.000]  就是自己
[00:12:04.000 --> 00:12:06.000]  就是這個世界
[00:12:06.000 --> 00:12:08.000]  所以這個是未成年的想法
[00:12:08.000 --> 00:12:10.000]  我們說一個最經典的例子
[00:12:10.000 --> 00:12:11.000]  大家就明白了
[00:12:11.000 --> 00:12:15.000]  耶穌在路加福音說一個法利賽人的禱告
[00:12:15.000 --> 00:12:17.000]  耶穌說這個法利賽人獨自站著
[00:12:17.000 --> 00:12:19.000]  自言自語地禱告說
[00:12:19.000 --> 00:12:21.000]  神啊我感謝你
[00:12:21.000 --> 00:12:26.000]  我不像別人勒索不義奸淫也不像借過稅利
[00:12:26.000 --> 00:12:27.000]  我每週禁食兩次
[00:12:27.000 --> 00:12:30.000]  凡我所得的都獻上十分之一
[00:12:30.000 --> 00:12:31.000]  大家記得這個法利賽人
[00:12:31.000 --> 00:12:34.000]  他從來都沒有求神任何的東西
[00:12:34.000 --> 00:12:36.000]  他沒有說神我做了這些
[00:12:36.000 --> 00:12:38.000]  你就麻煩下次眾大合彩有我的份
[00:12:38.000 --> 00:12:39.000]  他沒有說這些
[00:12:39.000 --> 00:12:41.000]  他就說了他做過什麼
[00:12:41.000 --> 00:12:44.000]  但耶穌就覺得這個法利賽人有問題
[00:12:44.000 --> 00:12:47.000]  他的問題不在乎他有沒有遵行律法
[00:12:47.000 --> 00:12:51.000]  而是他用行律法自以為義
[00:12:51.000 --> 00:12:53.000]  神絕對會因待那些行義的人
[00:12:53.000 --> 00:12:56.000]  在八福裡面耶穌有很清楚的教導
[00:12:56.000 --> 00:12:58.000]  但是神怎樣因待我們
[00:12:58.000 --> 00:13:01.000]  主權在神的手上
[00:13:01.000 --> 00:13:06.000]  這個主權不能夠轉移轉化成為我們要脅神的手段
[00:13:06.000 --> 00:13:08.000]  我所得的我獻上十分之一
[00:13:08.000 --> 00:13:10.000]  我深信神會因待我
[00:13:10.000 --> 00:13:11.000]  但是神怎樣因待我
[00:13:11.000 --> 00:13:13.000]  是神的主權在手上
[00:13:13.000 --> 00:13:14.000]  不能夠我要脅他
[00:13:14.000 --> 00:13:16.000]  如果我用我所行的
[00:13:16.000 --> 00:13:18.000]  我做牧師神就要這樣
[00:13:18.000 --> 00:13:23.000]  我就是回到未成年奴隸的生活
[00:13:23.000 --> 00:13:25.000]  這個是猶太人的奴隸
[00:13:25.000 --> 00:13:30.000]  我們同樣會奉獻
[00:13:30.000 --> 00:13:31.000]  我們每一位都會奉獻
[00:13:31.000 --> 00:13:34.000]  但奉獻的時候動機有個分別
[00:13:34.000 --> 00:13:36.000]  我奉獻的時候以神為主人
[00:13:36.000 --> 00:13:37.000]  我奉獻給他
[00:13:37.000 --> 00:13:39.000]  還是以神為僕人
[00:13:39.000 --> 00:13:40.000]  我奉獻給你
[00:13:40.000 --> 00:13:42.000]  請你做這些事
[00:13:42.000 --> 00:13:46.000]  這個同樣的動作可以有兩個不同的動機
[00:13:46.000 --> 00:13:49.000]  如果奉獻要神為你做事
[00:13:49.000 --> 00:13:51.000]  你就以神為奴隸
[00:13:51.000 --> 00:13:54.000]  以神為奴隸你就以世界為主人
[00:13:54.000 --> 00:13:56.000]  所以耶穌在八福之後隨即教導
[00:13:56.000 --> 00:13:58.000]  無論我們施捨禱告或者禁食
[00:13:58.000 --> 00:13:59.000]  都要在暗中行
[00:13:59.000 --> 00:14:00.000]  不是先
[00:14:00.000 --> 00:14:02.000]  如果你行在光明裡面
[00:14:02.000 --> 00:14:04.000]  或者要做給人看的時候
[00:14:04.000 --> 00:14:07.000]  我們再一次成為律法的奴隸
[00:14:07.000 --> 00:14:09.000]  也再一次成為世界的奴隸
[00:14:09.000 --> 00:14:11.000]  再一次回到未成年的裡面
[00:14:11.000 --> 00:14:13.000]  這個是猶太人的未成年
[00:14:13.000 --> 00:14:14.000]  他想著我做了基督徒之後
[00:14:14.000 --> 00:14:17.000]  我還用律法去要求神為我做事
[00:14:17.000 --> 00:14:18.000]  這個是猶太人的未成年
[00:14:18.000 --> 00:14:21.000]  但外邦人都有他未成年的一個境況
[00:14:21.000 --> 00:14:22.000]  去到四章八節
[00:14:22.000 --> 00:14:23.000]  保羅不是用我們
[00:14:23.000 --> 00:14:24.000]  他用你們
[00:14:24.000 --> 00:14:27.000]  他說你們這些外邦人
[00:14:27.000 --> 00:14:28.000]  我們看下去就知道
[00:14:28.000 --> 00:14:29.000]  他這樣寫第八節
[00:14:29.000 --> 00:14:31.000]  但從前不認識神的時候
[00:14:31.000 --> 00:14:32.000]  你們
[00:14:32.000 --> 00:14:34.000]  他說你們是給那些
[00:14:34.000 --> 00:14:35.000]  他說外邦人
[00:14:35.000 --> 00:14:37.000]  本來不是神的神明作奴隸
[00:14:37.000 --> 00:14:40.000]  現在你們既然認識神
[00:14:40.000 --> 00:14:43.000]  更可說是被神所認識的
[00:14:43.000 --> 00:14:47.000]  怎麼還要轉回那內若無用的粗淺學說
[00:14:47.000 --> 00:14:49.000]  情願再給他們作奴隸
[00:14:49.000 --> 00:14:53.000]  你們竟有謹守日子月份節期年份
[00:14:53.000 --> 00:14:54.000]  我為你們擔心
[00:14:54.000 --> 00:14:58.000]  唯恐我在你們身上是枉費功夫了
[00:14:58.000 --> 00:14:59.000]  外邦人不認識神的時候
[00:14:59.000 --> 00:15:00.000]  都是作奴隸
[00:15:00.000 --> 00:15:02.000]  但他的奴隸是什麼
[00:15:02.000 --> 00:15:03.000]  奴役他們的
[00:15:03.000 --> 00:15:05.000]  就是那些不是神的神明
[00:15:05.000 --> 00:15:07.000]  他拜很多的偶像
[00:15:07.000 --> 00:15:08.000]  外邦人拜偶像
[00:15:08.000 --> 00:15:09.000]  其實拜偶像
[00:15:09.000 --> 00:15:13.000]  偶像不單只是一個樣子
[00:15:13.000 --> 00:15:15.000]  金錢成就多一些的偶像
[00:15:15.000 --> 00:15:17.000]  外邦人就是被世界奴役
[00:15:17.000 --> 00:15:19.000]  所以保羅說當我們認識神的時候
[00:15:19.000 --> 00:15:21.000]  不要轉回頭
[00:15:21.000 --> 00:15:23.000]  給那些神明
[00:15:23.000 --> 00:15:25.000]  或者世界作我們的主人
[00:15:25.000 --> 00:15:27.000]  本質上和猶太人一樣
[00:15:27.000 --> 00:15:29.000]  更同時
[00:15:29.000 --> 00:15:31.000]  他也提醒外邦人
[00:15:31.000 --> 00:15:33.000]  不要轉去猶太人的律法裡面
[00:15:33.000 --> 00:15:38.000]  不要轉去那些國禮日子月份節期年份裡面
[00:15:38.000 --> 00:15:41.000]  原來無論是外邦人或者猶太人
[00:15:41.000 --> 00:15:43.000]  保羅都在提醒他們
[00:15:43.000 --> 00:15:44.000]  你不要未成年
[00:15:44.000 --> 00:15:46.000]  不要用律法去要脅神
[00:15:46.000 --> 00:15:48.000]  也不要去敬拜這個世界
[00:15:48.000 --> 00:15:51.000]  這個就是未成年
[00:15:51.000 --> 00:15:56.000]  所以保羅在哥羅西書說到基督的德性之後
[00:15:56.000 --> 00:15:59.000]  他說所以不要讓任何人在飲食上
[00:15:59.000 --> 00:16:03.000]  或節期初一安息日等事上判斷你們
[00:16:03.000 --> 00:16:05.000]  這些原是未來的事的影子
[00:16:05.000 --> 00:16:08.000]  真體卻是屬基督的
[00:16:08.000 --> 00:16:13.000]  我們可以慶祝如月節
[00:16:13.000 --> 00:16:15.000]  我們絕對可以拿一隻羔羊來宰了牠
[00:16:15.000 --> 00:16:17.000]  然後我們守一個律法
[00:16:17.000 --> 00:16:19.000]  我們沒有問題我們這樣做
[00:16:19.000 --> 00:16:21.000]  但是文素記九章十三節
[00:16:21.000 --> 00:16:23.000]  如果你不守如月節要在文宗剪除
[00:16:23.000 --> 00:16:26.000]  我們卻不是活在這個律法下面
[00:16:26.000 --> 00:16:28.000]  我們可以做到律法的要求
[00:16:28.000 --> 00:16:30.000]  但不是在律法的奏助裏面
[00:16:30.000 --> 00:16:31.000]  所以保羅說
[00:16:31.000 --> 00:16:37.000]  我們幫他信徒不要走回未成年的奴隸路
[00:16:37.000 --> 00:16:39.000]  成年是什麼意思呢
[00:16:39.000 --> 00:16:41.000]  成年一個最主要的意思
[00:16:41.000 --> 00:16:42.000]  和剛才相反
