
[00:00:00.000 --> 00:00:05.240]  大家好,我是恩福堂兒童部的Wendy,全道同工
[00:10:02.160 --> 00:10:05.160]  他都經歷著類似的掙扎
[00:10:05.160 --> 00:10:09.160]  保羅對當時的信徒這樣說
[00:10:09.160 --> 00:10:11.160]  當時的信徒有兩批人
[00:10:11.160 --> 00:10:14.160]  一批本身是猶太教
[00:10:14.160 --> 00:10:16.160]  後來改信基督教
[00:10:16.160 --> 00:10:17.160]  另一批不是猶太人
[00:10:17.160 --> 00:10:19.160]  我們稱之為愛邦人
[00:10:19.160 --> 00:10:22.160]  他們在當時保羅的傳道底下
[00:10:22.160 --> 00:10:24.160]  信了耶穌
[00:10:24.160 --> 00:10:27.160]  保羅對這些猶太基督徒
[00:10:27.160 --> 00:10:30.160]  和愛邦人的基督徒這樣說
[00:10:30.160 --> 00:10:33.160]  如果沒有耶穌的引導
[00:10:33.160 --> 00:10:36.160]  和拯救他自己
[00:10:36.160 --> 00:10:41.160]  亦都走不出心中善惡的真善
[00:10:41.160 --> 00:10:46.160]  隨心所欲的自由是什麼呢
[00:10:46.160 --> 00:10:49.160]  就好像作為一個學生
[00:10:49.160 --> 00:10:50.160]  我們祈禱
[00:10:50.160 --> 00:10:53.160]  神賜給我智慧
[00:10:53.160 --> 00:10:56.160]  賜給我有好成績
[00:10:56.160 --> 00:10:59.160]  但是如果禱告之後
[00:10:59.160 --> 00:11:02.160]  這個學生繼續玩手機
[00:11:02.160 --> 00:11:04.160]  書也不太溫
[00:11:04.160 --> 00:11:08.160]  那麼他是不是會考到好成績呢
[00:11:08.160 --> 00:11:14.160]  如果我們祈求神賜給我們工作順利
[00:11:14.160 --> 00:11:18.160]  但是在工作上不努力投入
[00:11:18.160 --> 00:11:20.160]  還時時偷懶
[00:11:20.160 --> 00:11:24.160]  你猜你的工作會不會順利呢
[00:11:24.160 --> 00:11:28.160]  對於夫妻的關係
[00:11:28.160 --> 00:11:31.160]  如果我只是禱告上帝
[00:11:31.160 --> 00:11:35.160]  祝福我們夫妻的關係和諧美好
[00:11:35.160 --> 00:11:37.160]  但是我不願意學習
[00:11:37.160 --> 00:11:39.160]  如何愛妻子
[00:11:39.160 --> 00:11:41.160]  如何愛丈夫
[00:11:41.160 --> 00:11:43.160]  如何教養兒女
[00:11:43.160 --> 00:11:47.160]  如何投入自己的心力和時間
[00:11:47.160 --> 00:11:51.160]  這樣夫妻和家庭的關係
[00:11:51.160 --> 00:11:53.160]  又會不會融洽呢
[00:11:53.160 --> 00:11:56.160]  當然不會
[00:11:56.160 --> 00:12:00.160]  這份隨心所欲的自由
[00:12:00.160 --> 00:12:03.160]  對於我來說是不是好呢
[00:12:03.160 --> 00:12:08.160]  人類有效發天賦的自由
[00:12:08.160 --> 00:12:14.160]  可以選擇和神建立真實的關係
[00:12:14.160 --> 00:12:18.160]  在教會長大的青年人
[00:12:18.160 --> 00:12:21.160]  當你尋求自由的時候
[00:12:21.160 --> 00:12:24.160]  你是始於耶穌
[00:12:24.160 --> 00:12:27.160]  也是忠於耶穌
[00:12:27.160 --> 00:12:30.160]  你的起點在耶穌那裡
[00:12:30.160 --> 00:12:34.160]  你的終點也在耶穌那裡
[00:12:34.160 --> 00:12:36.160]  耶穌來到世界上
[00:12:36.160 --> 00:12:41.160]  拯救人類脫離罪的奴役
[00:12:41.160 --> 00:12:45.160]  我們藉著耶穌基督
[00:12:45.160 --> 00:12:48.160]  就可以得到自由
[00:12:48.160 --> 00:12:51.160]  與神建立真實的關係
[00:12:51.160 --> 00:12:54.160]  與其一味逃避壓力
[00:12:54.160 --> 00:12:57.160]  或追求不長久的事物
[00:12:57.160 --> 00:13:00.160]  在當中我們也找不到自由
[00:13:00.160 --> 00:13:04.160]  神希望我們有自由
[00:13:04.160 --> 00:13:06.160]  不需要逃避
[00:13:06.160 --> 00:13:08.160]  不需要去追逐
[00:13:08.160 --> 00:13:11.160]  做你自己就可以了
[00:13:11.160 --> 00:13:13.160]  我們是誰呢
[00:13:13.160 --> 00:13:17.160]  我們是按照神的形象
[00:13:17.160 --> 00:13:19.160]  被造的人類
[00:13:19.160 --> 00:13:22.160]  是最美妙的創造
[00:13:22.160 --> 00:13:25.160]  可以與神建立關係
[00:13:25.160 --> 00:13:27.160]  成為祂的兒女
[00:13:27.160 --> 00:13:29.160]  成為祂的朋友
[00:13:29.160 --> 00:13:32.160]  成為祂的僕人
[00:13:32.160 --> 00:13:35.160]  在教會長大的你
[00:13:35.160 --> 00:13:38.160]  很需要這份恩典
[00:13:38.160 --> 00:13:41.160]  成為神創造你
[00:13:41.160 --> 00:13:44.160]  希望你成為的樣子
[00:13:44.160 --> 00:13:48.160]  不是因為別人要求我做什麼
[00:13:48.160 --> 00:13:50.160]  而是我自己
[00:13:50.160 --> 00:13:53.160]  我要這樣去做
[00:13:53.160 --> 00:13:57.160]  不是我需要為自己創造自由
[00:13:57.160 --> 00:14:00.160]  因為神已經為我創造了
[00:14:00.160 --> 00:14:03.160]  我們打開神的話
[00:14:03.160 --> 00:14:06.160]  你們剛才讀的聖經
[00:14:06.160 --> 00:14:11.160]  讓神的話在你們的生命裡工作
[00:14:11.160 --> 00:14:14.160]  你就能得到自由
[00:14:14.160 --> 00:14:19.160]  我們看看《耳窟所書》三章十二節怎麼說
[00:14:19.160 --> 00:14:26.160]  我邀請你們一起讀
[00:14:26.160 --> 00:14:29.160]  我們因信耶穌
[00:14:29.160 --> 00:14:32.160]  就在他裡面放膽無懼
[00:14:32.160 --> 00:14:36.160]  滿有自信地進到神面前
[00:14:36.160 --> 00:14:40.160]  這也是和合本修訂版的版本
[00:14:40.160 --> 00:14:42.160]  下面給大家多一個參考
[00:14:42.160 --> 00:14:44.160]  是信息版聖經
[00:14:44.160 --> 00:14:45.160]  The Message Bible
[00:14:45.160 --> 00:14:48.160]  其實放膽無懼有意思就是
[00:14:48.160 --> 00:14:50.160]  包含自由
[00:14:50.160 --> 00:14:51.160]  很自由地
[00:14:51.160 --> 00:14:55.160]  當你願意去相信耶穌的時候
[00:14:55.160 --> 00:14:58.160]  你可以很自由地去說你想說的話
[00:14:58.160 --> 00:15:02.160]  你可以大膽地去你想去的地方
[00:15:02.160 --> 00:15:04.160]  但是大前提是
[00:15:04.160 --> 00:15:08.160]  你要將你的信心放在耶穌基督的裡面
[00:15:08.160 --> 00:15:11.160]  神可以賦予你這份自由
[00:15:11.160 --> 00:15:13.160]  這份恩典
[00:15:13.160 --> 00:15:19.160]  我們從小
[00:15:19.160 --> 00:15:23.160]  當中可能有很多人從小在基督徒的環境中成長
[00:15:23.160 --> 00:15:28.160]  很容易忘記了生命最終的目標是什麼
[00:15:28.160 --> 00:15:33.160]  如果去教會只是為了滿足人的期望
[00:15:33.160 --> 00:15:36.160]  只是受著壓力而回教會
[00:15:36.160 --> 00:15:39.160]  而不是和神建立關係的話
[00:15:39.160 --> 00:15:43.160]  我們就脫離了信仰的本質
[00:15:43.160 --> 00:15:46.160]  不會得到自由
[00:15:46.160 --> 00:15:49.160]  我們可以選擇為自己而活
[00:15:49.160 --> 00:15:57.160]  或者為比自己更大的那一位而活
[00:15:57.160 --> 00:16:02.160]  當享樂是我首要的要求的時候
[00:16:02.160 --> 00:16:07.160]  就是我為自己而活
[00:16:07.160 --> 00:16:11.160]  如果最重要的追求是真正的自由
[00:16:11.160 --> 00:16:14.160]  就是為神而活
[00:16:14.160 --> 00:16:18.160]  我知道生命的目標是要與神同行
[00:16:18.160 --> 00:16:24.160]  真正的快樂就是實踐這個目標帶來的結果
[00:16:24.160 --> 00:16:29.160]  保羅在《羅馬書》八章一至四節這樣說
[00:16:29.160 --> 00:16:33.160]  剛才我們讀的經文就說到保羅內心有很多掙扎
[00:16:33.160 --> 00:16:35.160]  很多的交戰
[00:16:35.160 --> 00:16:37.160]  一邊是良心
[00:16:37.160 --> 00:16:39.160]  一邊是他的本性
[00:16:39.160 --> 00:16:41.160]  他的罪性引誘他
[00:16:41.160 --> 00:16:43.160]  但當完了第七章
[00:16:43.160 --> 00:16:47.160]  良善與邪惡的爭戰之後
[00:16:47.160 --> 00:16:50.160]  他隨即在第八章一至四節這樣寫
[00:16:50.160 --> 00:16:54.160]  我們一起看《羅馬書》八章一至四節
[00:16:54.160 --> 00:16:57.160]  我請你們一起讀
[00:16:57.160 --> 00:17:02.160]  如今那些在基督耶穌裡的人就不被定罪了
[00:17:02.160 --> 00:17:05.160]  因為似生命的聖靈的律
[00:17:05.160 --> 00:17:11.160]  在基督耶穌裡從罪和死的律中把你釋放出來
[00:17:11.160 --> 00:17:15.160]  律法的因肉體軟弱而無能為力
[00:17:15.160 --> 00:17:20.160]  神就差遣自己的兒子成為罪身的樣子
[00:17:20.160 --> 00:17:24.160]  為了對付罪在肉體中定了罪
[00:17:24.160 --> 00:17:27.160]  為要洗律法要求的義
[00:17:27.160 --> 00:17:30.160]  實現在我們者不隨從肉體
[00:17:30.160 --> 00:17:34.160]  只隨從聖靈去行的人身上
[00:17:34.160 --> 00:17:38.160]  親愛的弟兄姊妹
[00:17:38.160 --> 00:17:42.160]  當時保羅用了很大的篇幅去描述
[00:17:42.160 --> 00:17:46.160]  很多時候他偏偏想做好又做不到
[00:17:46.160 --> 00:17:49.160]  反而不想做好的他又做了
[00:17:49.160 --> 00:17:56.160]  在那個掙扎裡好像沒有出路的情況
[00:17:56.160 --> 00:18:00.160]  但是今天在《羅馬書》八章一至四節
[00:18:00.160 --> 00:18:03.160]  隨著內心的交戰之後
[00:18:03.160 --> 00:18:05.160]  保羅立刻寫
[00:18:05.160 --> 00:18:10.160]  今天已經有耶穌基督為我們的罪
[00:18:10.160 --> 00:18:12.160]  擺上了他的聖名
[00:18:12.160 --> 00:18:16.160]  第三天他從死裡復活
[00:18:16.160 --> 00:18:20.160]  我們已經靠著耶穌可以勝過這些罪
[00:18:20.160 --> 00:18:22.160]  不被定罪了
[00:18:22.160 --> 00:18:27.160]  他甚至賜給我們有生命的聖靈的律
[00:18:27.160 --> 00:18:29.160]  律是什麼意思
[00:18:29.160 --> 00:18:32.160]  是經常一定會出現
[00:18:32.160 --> 00:18:36.160]  正如太陽在東邊升起
[00:18:36.160 --> 00:18:38.160]  在西邊落下
[00:18:38.160 --> 00:18:40.160]  這是一個自然的定律
[00:18:40.160 --> 00:18:42.160]  是一個律
[00:18:42.160 --> 00:18:45.160]  而這個生命的聖靈也成為我們生命的一個律
[00:18:45.160 --> 00:18:48.160]  是必然會產生果後
[00:18:48.160 --> 00:18:50.160]  必然會發生
[00:18:50.160 --> 00:18:52.160]  在基督裡面
[00:18:52.160 --> 00:18:56.160]  我們可以從罪和死的律中釋放出來
[00:18:56.160 --> 00:19:00.160]  雖然律法令我們因為我們的罪性
[00:19:00.160 --> 00:19:03.160]  我們變得軟弱無能為力
[00:19:03.160 --> 00:19:06.160]  但是神藉著耶穌基督成為人
[00:19:06.160 --> 00:19:08.160]  對付了罪
[00:19:08.160 --> 00:19:13.160]  使我們可以滿足律法要求的義
[00:19:13.160 --> 00:19:18.160]  第四節就是這段經文裡面最大的目的
[00:19:18.160 --> 00:19:20.160]  我希望你們記得
[00:19:20.160 --> 00:19:23.160]  你是隨從聖靈去行的人
[00:19:23.160 --> 00:19:25.160]  在你身上有生命的聖靈
[00:19:25.160 --> 00:19:26.160]  這個律
[00:19:26.160 --> 00:19:28.160]  就好像太陽在東邊升起
[00:19:28.160 --> 00:19:29.160]  在西邊落下
[00:19:29.160 --> 00:19:31.160]  這個自然定律一樣
[00:19:31.160 --> 00:19:32.160]  是不會出錯的
[00:19:32.160 --> 00:19:35.160]  這個律也在你的生命裡面
[00:19:35.160 --> 00:19:38.160]  發生果後
[00:19:38.160 --> 00:19:41.160]  世界上有很多關於
[00:19:41.160 --> 00:19:43.160]  如何有健康心理
[00:19:43.160 --> 00:19:45.160]  培養正向
[00:19:45.160 --> 00:19:48.160]  為我提升的很多活動
[00:19:48.160 --> 00:19:50.160]  或者書籍
[00:19:50.160 --> 00:19:52.160]  其中一樣很重要的
[00:19:52.160 --> 00:19:56.160]  我們每天跟自己聊天
[00:19:56.160 --> 00:19:58.160]  不知道你們有沒有看過這類型的書
[00:19:58.160 --> 00:20:00.160]  自我的對話
[00:20:00.160 --> 00:20:04.160]  這個自我的對話是什麼呢
[00:20:04.160 --> 00:20:06.160]  就是包括自我勉勵
[00:20:06.160 --> 00:20:08.160]  催逼和評估
[00:20:08.160 --> 00:20:10.160]  遇上困難
[00:20:10.160 --> 00:20:13.160]  自我安慰
[00:20:13.160 --> 00:20:15.160]  不知道你們有沒有試過呢
[00:20:15.160 --> 00:20:17.160]  我的做法
[00:20:17.160 --> 00:20:20.160]  就是最近一次靜修
[00:20:20.160 --> 00:20:26.160]  去到一個地方叫聖保祿靜修院
[00:20:26.160 --> 00:20:32.160]  在當中住了四天三夜
[00:20:32.160 --> 00:20:36.160]  在當中應該是最右邊那個
[00:20:36.160 --> 00:20:40.160]  就是我在第四天上午
[00:20:40.160 --> 00:20:43.160]  來到裡面的一個聖堂
[00:20:43.160 --> 00:20:47.160]  坐下來安靜
[00:20:47.160 --> 00:20:50.160]  我自己靜下來
[00:20:50.160 --> 00:20:56.160]  想像自己來到主耶穌的面前
[00:20:56.160 --> 00:21:00.160]  呼求耶穌
[00:21:00.160 --> 00:21:05.160]  呼求耶穌
[00:21:05.160 --> 00:21:09.160]  我求耶穌幫助我
[00:21:09.160 --> 00:21:16.160]  看清和了解自己
[00:21:16.160 --> 00:21:18.160]  我這樣禱告
[00:21:18.160 --> 00:21:20.160]  我說主啊
[00:21:20.160 --> 00:21:22.160]  求祢引領我
[00:21:22.160 --> 00:21:26.160]  使我能夠記起最近的經歷
[00:21:26.160 --> 00:21:29.160]  求聖靈光照我
[00:21:29.160 --> 00:21:31.160]  以至我能夠明白
[00:21:31.160 --> 00:21:36.160]  這些經歷的意義
[00:21:36.160 --> 00:21:39.160]  我將最感恩的事
[00:21:39.160 --> 00:21:41.160]  和當中的感受
[00:21:41.160 --> 00:21:45.160]  和主耶穌分享
[00:21:45.160 --> 00:21:48.160]  主耶穌祂有八分八的人性
[00:21:48.160 --> 00:21:50.160]  祂絕對能夠明白
[00:21:50.160 --> 00:21:54.160]  我的經歷和感受
[00:21:54.160 --> 00:22:02.160]  在當中主耶穌給我有欣賞和肯定
[00:22:02.160 --> 00:22:04.160]  祂令我自己更加清楚
[00:22:04.160 --> 00:22:08.160]  主喜歡我做什麼
[00:22:08.160 --> 00:22:12.160]  這份操練幫助我去分辨
[00:22:12.160 --> 00:22:19.160]  什麼是神的旨意
[00:22:19.160 --> 00:22:23.160]  除了和主耶穌分享最感恩的事
[00:22:23.160 --> 00:22:28.160]  我也去回想最近生活片段裡
[00:22:28.160 --> 00:22:31.160]  一件覺得很難感恩的事
[00:22:31.160 --> 00:22:36.160]  我繼續和自己的心去聊天
[00:22:36.160 --> 00:22:39.160]  我在想
[00:22:39.160 --> 00:22:42.160]  在這件最難感恩的事裡
[00:22:42.160 --> 00:22:47.160]  我的情緒和感受是怎樣的呢
[00:22:47.160 --> 00:22:50.160]  我發現我有很多疑惑
[00:22:50.160 --> 00:22:53.160]  有迷失方向
[00:22:53.160 --> 00:22:56.160]  有不安
[00:22:56.160 --> 00:23:01.160]  或者想控制一切
[00:23:01.160 --> 00:23:08.160]  當我安靜繼續默想的時候
[00:23:08.160 --> 00:23:12.160]  我在禱告裡這樣說
[00:23:12.160 --> 00:23:17.160]  神啊我要回復像一個小孩子
[00:23:17.160 --> 00:23:22.160]  我願意做主你的小孩子
[00:23:22.160 --> 00:23:24.160]  不記仇
[00:23:24.160 --> 00:23:27.160]  願意寬恕
[00:23:27.160 --> 00:23:32.160]  單純的自由的去服侍你
[00:23:32.160 --> 00:23:36.160]  在這一刻我感到很釋放
[00:23:36.160 --> 00:23:38.160]  因為我真的感受到
[00:23:38.160 --> 00:23:42.160]  我回到主耶穌的懷抱裡
[00:23:42.160 --> 00:23:45.160]  祂擁抱了我一下
[00:23:45.160 --> 00:23:49.160]  心裡從疑惑不安
[00:23:49.160 --> 00:23:54.160]  回復到平靜安穩
[00:23:54.160 --> 00:23:56.160]  在這一刻開始
[00:23:56.160 --> 00:23:58.160]  我和神說我可以再次自由的
[00:23:58.160 --> 00:24:05.160]  很喜樂的去侍奉你
[00:24:05.160 --> 00:24:09.160]  坊間很多心理學的書
[00:24:09.160 --> 00:24:12.160]  或者幾多型的人格也好
[00:24:12.160 --> 00:24:16.160]  很多很多的書可能對我們也有幫助
[00:24:16.160 --> 00:24:19.160]  但當我們這個自我對話
[00:24:19.160 --> 00:24:22.160]  來到主耶穌的面前
[00:24:22.160 --> 00:24:26.160]  單單的去望著耶穌
[00:24:26.160 --> 00:24:29.160]  呼求耶穌的時候
[00:24:29.160 --> 00:24:36.160]  我們是能夠從神的話裡得到幫助
[00:24:36.160 --> 00:24:42.160]  心底裡最深入的感受和情緒
[00:24:42.160 --> 00:24:51.160]  我可以很放心的告訴主耶穌
[00:24:51.160 --> 00:24:55.160]  這份喜樂和自由是很大的禮物
[00:24:55.160 --> 00:24:57.160]  是很開心的
