
[00:00:00.000 --> 00:00:04.040]  頂智慕今天的崇拜講道會延續今年教會的主題
[00:02:09.320 --> 00:02:13.960]  我有機會和現在多重的堂主任韓錦昌牧師
[00:02:13.960 --> 00:02:16.720]  帶我信主的一個弟兄Calvin
[00:02:16.720 --> 00:02:19.320]  還有鼓勵我當年參加詩班的Benson
[00:02:19.320 --> 00:02:21.880]  右下角就是我們一起去吃早餐
[00:02:21.880 --> 00:02:23.640]  吃完早餐一起去祈禱
[00:02:23.640 --> 00:02:26.040]  這個旅程其實我遇到很多很多
[00:02:26.040 --> 00:02:29.760]  背叛我成長的弟兄和牧者
[00:02:29.760 --> 00:02:32.760]  回想32年前信主的片段
[00:02:32.760 --> 00:02:35.360]  我們一邊吃早餐的時候一邊說
[00:02:35.360 --> 00:02:38.520]  我就想原來我信主缺志之後
[00:02:38.520 --> 00:02:40.480]  差不多做了一年
[00:02:40.480 --> 00:02:43.760]  一個可以說是假冒為善的基督徒
[00:02:43.760 --> 00:02:44.840]  什麼叫假冒為善呢
[00:02:44.840 --> 00:02:46.440]  我缺了志
[00:02:46.440 --> 00:02:47.120]  很感恩
[00:02:47.120 --> 00:02:49.120]  接著我這麼多話說
[00:02:49.120 --> 00:02:51.480]  很快有人找我在教會服侍
[00:02:51.480 --> 00:02:53.320]  我已經幫忙去做事了
[00:02:53.320 --> 00:02:54.920]  表面上好像很積極
[00:02:54.920 --> 00:02:58.040]  但其實我裡面內心仍然有很多自我
[00:02:58.040 --> 00:02:59.280]  驕傲
[00:02:59.280 --> 00:03:01.720]  其實對信仰都是一知半解的
[00:03:01.720 --> 00:03:03.600]  不過我們有些很聰明的
[00:03:03.600 --> 00:03:04.840]  說話很聰明
[00:03:04.840 --> 00:03:06.200]  人家基督徒說什麼
[00:03:06.200 --> 00:03:07.720]  感謝主
[00:03:07.720 --> 00:03:09.280]  仰望神
[00:03:09.280 --> 00:03:10.000]  教託
[00:03:10.000 --> 00:03:10.400]  教託
[00:03:10.400 --> 00:03:11.520]  一定要教託
[00:03:11.520 --> 00:03:14.160]  這些術語我都很快會說
[00:03:14.160 --> 00:03:19.520]  但其實我發現我自己裡面仍然是過著一個很自我中心的生命
[00:03:19.520 --> 00:03:23.560]  所以那天吃早餐的時候說回三十多年前的一些往事
[00:03:23.560 --> 00:03:25.000]  那個就是青年營
[00:03:25.000 --> 00:03:26.880]  先從右邊那幅相片
[00:03:26.880 --> 00:03:27.960]  1992年
[00:03:27.960 --> 00:03:31.240]  竟然那個牧者找回那些相片
[00:03:31.240 --> 00:03:32.040]  還找得到
[00:03:32.040 --> 00:03:33.520]  我都已經不見了
[00:03:33.520 --> 00:03:35.240]  一個十八歲
[00:03:35.240 --> 00:03:37.680]  我記得十八歲生日前那一天
[00:03:37.680 --> 00:03:39.160]  就去那個青年營
[00:03:39.160 --> 00:03:41.320]  我還記得營會裡面有個講員
[00:03:41.320 --> 00:03:43.680]  他就跟我們分享說
[00:03:43.680 --> 00:03:45.960]  你知道年輕人去營會
[00:03:45.960 --> 00:03:47.000]  是不睡覺的
[00:03:47.000 --> 00:03:48.240]  所以每次講到
[00:03:48.240 --> 00:03:49.520]  希望你今天不會
[00:03:49.520 --> 00:03:50.440]  就怎樣
[00:03:50.440 --> 00:03:51.680]  就睡覺
[00:03:51.680 --> 00:03:52.960]  所以我說完就說
[00:03:52.960 --> 00:03:54.600]  今天各位年輕人
[00:03:54.600 --> 00:03:56.120]  我現在開始講道
[00:03:56.120 --> 00:03:57.560]  講完就出刑了
[00:03:57.560 --> 00:03:58.600]  不如大家答應我
[00:03:58.600 --> 00:04:00.040]  今天不要睡覺好不好
[00:04:00.040 --> 00:04:00.840]  大家就說
[00:04:00.840 --> 00:04:02.360]  是呀可以可以
[00:04:02.360 --> 00:04:03.760]  他都不夠三分鐘
[00:04:03.760 --> 00:04:05.680]  馬上就有人在後面
[00:04:05.680 --> 00:04:06.280]  端我
[00:04:06.280 --> 00:04:07.760]  原來是戴著帽子
[00:04:07.760 --> 00:04:10.440]  已經在那裡釣魚了
[00:04:10.440 --> 00:04:12.360]  我還記得他說
[00:04:12.360 --> 00:04:13.920]  三十多年前的一篇道
[00:04:13.920 --> 00:04:15.880]  其實他都是講耶穌基督
[00:04:15.880 --> 00:04:18.200]  跌跌撞撞的上各國他山
[00:04:18.200 --> 00:04:19.360]  其實我聽了很多次
[00:04:19.360 --> 00:04:20.240]  可能你
[00:04:20.240 --> 00:04:21.560]  上基督教學校
[00:04:21.560 --> 00:04:22.960]  或者可能
[00:04:22.960 --> 00:04:24.640]  在小時候看聖經故事
[00:04:24.640 --> 00:04:25.440]  你已經聽過很多次
[00:04:25.440 --> 00:04:27.360]  但不知道為什麼
[00:04:27.360 --> 00:04:29.120]  那個故事
[00:04:29.120 --> 00:04:31.000]  甚至我想起耶穌基督
[00:04:31.000 --> 00:04:33.200]  他孤身的上各國他山的影像
[00:04:33.200 --> 00:04:35.160]  再次在我心裡面出現
[00:04:35.160 --> 00:04:37.000]  我就回想起我自己的驕傲
[00:04:37.000 --> 00:04:37.480]  過分
[00:04:37.480 --> 00:04:40.000]  不知道為什麼眼淚就不停流
[00:04:40.000 --> 00:04:40.720]  那就講完道了
[00:04:40.720 --> 00:04:42.000]  其實大家都眼濕濕的
[00:04:42.000 --> 00:04:43.400]  因為睡醒了
[00:04:43.400 --> 00:04:45.200]  大家都在睡醒眼濕濕
[00:04:45.200 --> 00:04:46.960]  但我看到有個弟兄跟我一樣
[00:04:46.960 --> 00:04:47.920]  他都是
[00:04:47.920 --> 00:04:49.360]  很感動
[00:04:49.360 --> 00:04:50.520]  原來就是一年前
[00:04:50.520 --> 00:04:52.680]  帶我決志信主的弟兄
[00:04:52.680 --> 00:04:54.840]  我們就下了地庫
[00:04:54.840 --> 00:04:56.360]  一起去祈禱
[00:04:56.360 --> 00:04:57.480]  求神幫助我們
[00:04:57.480 --> 00:05:00.160]  不要再過一個假冒為善的生活
[00:05:00.160 --> 00:05:01.600]  真的復興我們
[00:05:01.600 --> 00:05:03.480]  要認認真真地做一個基督徒
[00:05:03.480 --> 00:05:04.480]  就在那天開始
[00:05:04.480 --> 00:05:05.680]  三十年了
[00:05:05.680 --> 00:05:06.400]  那天吃早餐
[00:05:06.400 --> 00:05:07.280]  講回這片段
[00:05:07.280 --> 00:05:09.280]  大家都好像躲在木頭上
[00:05:09.280 --> 00:05:11.120]  回想回信主
[00:05:11.120 --> 00:05:13.280]  三十二年到現在
[00:05:13.280 --> 00:05:15.960]  我仍然每一天去求主
[00:05:15.960 --> 00:05:17.480]  更新我的生命
[00:05:17.480 --> 00:05:18.800]  或者如果你說
[00:05:18.800 --> 00:05:19.960]  破繭的蛻變
[00:05:19.960 --> 00:05:20.840]  不斷的蛻變
[00:05:20.840 --> 00:05:24.480]  因為驕傲、虛假、自以為是
[00:05:24.480 --> 00:05:27.240]  其實仍然每一天都會影響我的生命
[00:05:27.240 --> 00:05:27.760]  坦白講
[00:05:27.760 --> 00:05:29.840]  做一個外表敬虔的信徒
[00:05:29.840 --> 00:05:31.160]  不困難的
[00:05:31.160 --> 00:05:33.240]  但其實做一個表裡一致
[00:05:33.240 --> 00:05:36.880]  每一天都由內而外蛻變的門徒
[00:05:36.880 --> 00:05:38.280]  是很不容易的
[00:05:38.280 --> 00:05:40.120]  昔日主耶穌在世的日子
[00:05:40.120 --> 00:05:42.720]  常常就是叱吒一些法利賽人
[00:05:42.720 --> 00:05:45.040]  就是一群沒有聖經知識
[00:05:45.040 --> 00:05:48.160]  但卻過著一個假冒為善的信仰
[00:05:48.160 --> 00:05:50.520]  就讓我們今早透過馬福音的教導
[00:05:50.520 --> 00:05:53.640]  提醒我們怎樣成為一個真誠、謙卑
[00:05:53.640 --> 00:05:55.720]  愛人和愛神的生命
[00:05:55.720 --> 00:05:57.720]  讓我們同心的禱告
[00:05:57.720 --> 00:06:02.280]  真廉上帝感謝你
[00:06:02.280 --> 00:06:04.760]  你差遣你的獨生子耶穌基督
[00:06:04.760 --> 00:06:06.160]  降世
[00:06:06.160 --> 00:06:08.760]  為我們的罪釘死
[00:06:08.760 --> 00:06:11.040]  死在十字架上
[00:06:11.040 --> 00:06:13.160]  今日這份赦罪的恩典
[00:06:13.160 --> 00:06:15.440]  仍然臨到我們每一個人生命裡
[00:06:15.440 --> 00:06:17.600]  是呀 我們已經想要住很久
[00:06:17.600 --> 00:06:21.040]  我們已經有很多聖經的知識
[00:06:21.040 --> 00:06:22.000]  但求你的恩
[00:06:22.000 --> 00:06:25.040]  仍然每一天臨到我們的生命裡
[00:06:25.040 --> 00:06:27.560]  讓我們多型的呼求主你
[00:06:27.560 --> 00:06:32.600]  施恩可憐我們這個罪人
[00:06:32.600 --> 00:06:33.720]  求你今日的聖道
[00:06:33.720 --> 00:06:34.800]  引領我們的心
[00:06:34.800 --> 00:06:36.200]  開我們的心
[00:06:36.200 --> 00:06:38.920]  讓我們由錫心變成肉心
[00:06:38.920 --> 00:06:41.320]  讓我們聽道 又去行道
[00:06:41.320 --> 00:06:43.680]  奉主明求 阿們
[00:06:43.680 --> 00:06:45.720]  好 就讓我們今天去重讀
[00:06:45.720 --> 00:06:47.840]  今天講道大綱的第一點
[00:06:47.840 --> 00:06:50.360]  虛假與謊言的敬拜
[00:06:50.360 --> 00:06:53.400]  馬福音七章一至八節
[00:06:53.400 --> 00:06:54.600]  讓我們看到的一起讀
[00:06:54.600 --> 00:06:55.800]  一二三
[00:06:55.800 --> 00:07:00.560]  有法利塞人和幾個從耶路撒冷來的民士
[00:07:00.560 --> 00:07:02.960]  聚集到耶穌那裡
[00:07:02.960 --> 00:07:05.760]  他們曾看見他的門徒中
[00:07:05.760 --> 00:07:08.240]  有人用不潔淨的手
[00:07:08.240 --> 00:07:11.200]  就是沒有洗的手吃飯
[00:07:11.200 --> 00:07:14.040]  法利塞人和所有的猶太人
[00:07:14.040 --> 00:07:16.760]  都俱守古人的傳統
[00:07:16.760 --> 00:07:19.000]  若不按規矩洗手
[00:07:19.000 --> 00:07:21.560]  就不吃飯
[00:07:21.560 --> 00:07:23.040]  從始上來
[00:07:23.040 --> 00:07:25.680]  若不洗淨也不吃飯
[00:07:25.680 --> 00:07:28.960]  他們還俱守好些別的規矩
[00:07:28.960 --> 00:07:33.040]  如洗杯 罐 銅器 床鋪等
[00:07:33.040 --> 00:07:36.080]  法利塞人和民士問他說
[00:07:36.080 --> 00:07:39.800]  你的門徒為什麼不照古人的傳統
[00:07:39.800 --> 00:07:43.600]  竟然用不潔淨的手吃飯呢?
[00:07:43.600 --> 00:07:45.720]  耶穌對他們說
[00:07:45.720 --> 00:07:47.200]  以塞亞子爵
[00:07:47.200 --> 00:07:51.520]  你們假冒為善的人所預言的說得好
[00:07:51.520 --> 00:07:53.400]  如經上所記
[00:07:53.400 --> 00:07:56.360]  這百姓用嘴唇尊敬我
[00:07:56.360 --> 00:07:59.120]  他們的心卻遠離我
[00:07:59.120 --> 00:08:03.520]  他們把人的規條當作教義教導人
[00:08:03.520 --> 00:08:07.120]  他們拜我也是枉然的
[00:08:07.120 --> 00:08:10.440]  你們是離棄神的誡命
[00:08:10.440 --> 00:08:13.040]  俱守人的傳統
[00:08:13.040 --> 00:08:14.520]  《馬克福音》七章
[00:08:14.520 --> 00:08:16.600]  由第一節到二十三節
[00:08:16.600 --> 00:08:20.640]  其實都是描述耶穌和法利塞人的爭論
[00:08:20.640 --> 00:08:23.640]  經文第一節我們剛剛讀到
[00:08:23.640 --> 00:08:25.840]  這裡說到有法利塞人
[00:08:25.840 --> 00:08:31.600]  和幾個從耶路撒冷來的民事聚集到耶穌那裡
[00:08:31.600 --> 00:08:33.560]  沒錯了就是法利塞人
[00:08:33.560 --> 00:08:37.080]  在耶路撒冷甚至來了一些民事
[00:08:37.080 --> 00:08:37.800]  這裡說的是什麼呢?
[00:08:37.800 --> 00:08:40.120]  就是說耶穌當時在加利利
[00:08:40.120 --> 00:08:41.320]  行了很多神蹟奇事
[00:08:41.320 --> 00:08:44.040]  特別是耶穌的教導和講論
[00:08:44.040 --> 00:08:47.480]  已經引起了耶路撒冷一些宗教領袖的注意
[00:08:47.480 --> 00:08:49.160]  所以他派了幾個民事來
[00:08:49.160 --> 00:08:51.160]  和當時的法利塞人
[00:08:51.160 --> 00:08:54.720]  其實法利塞人對耶穌的針對已經不是從這裡開始
[00:08:54.720 --> 00:08:56.280]  早在《馬克福音》第二章
[00:08:56.280 --> 00:08:57.200]  如果你看回
[00:08:57.200 --> 00:08:58.480]  他已經質問耶穌
[00:08:58.480 --> 00:09:02.840]  為什麼會和那些稅吏和罪人一同坐直吃飯
[00:09:02.840 --> 00:09:04.880]  然後就著安息的問題
[00:09:04.880 --> 00:09:06.400]  又和耶穌爭論
[00:09:06.400 --> 00:09:09.680]  去到第三章的時候
[00:09:09.680 --> 00:09:12.000]  當時第六節說
[00:09:12.000 --> 00:09:13.320]  法利塞人出去
[00:09:13.320 --> 00:09:16.800]  納克和希律一黨的人商議怎樣
[00:09:16.800 --> 00:09:19.720]  怎樣除掉耶穌
[00:09:19.720 --> 00:09:21.680]  所以那個爭論
[00:09:21.680 --> 00:09:23.840]  那個張力越來越大
[00:09:23.840 --> 00:09:25.400]  鄧穎師傅今天我們回望
[00:09:25.400 --> 00:09:26.000]  可能看看
[00:09:26.000 --> 00:09:27.880]  你會看這批法利塞人
[00:09:27.880 --> 00:09:28.640]  他們是什麼
[00:09:28.640 --> 00:09:30.560]  他們是奸的
[00:09:30.560 --> 00:09:33.320]  他們是不好的人
[00:09:33.320 --> 00:09:35.600]  經常陷害耶穌
[00:09:35.600 --> 00:09:36.800]  是壞人
[00:09:36.800 --> 00:09:39.200]  是離經叛道的人
[00:09:39.200 --> 00:09:41.200]  但如果我們了解
[00:09:41.200 --> 00:09:42.840]  當時的背景
[00:09:42.840 --> 00:09:45.080]  或者以色列人的歷史
[00:09:45.080 --> 00:09:48.160]  你可能會正正和我所想的相反
[00:09:48.160 --> 00:09:50.480]  可能我們播出這個powerpoint
[00:09:50.480 --> 00:09:52.960]  我不知道你怎樣看一些法利塞人
[00:09:52.960 --> 00:09:55.240]  可能他們是什麼人
[00:09:55.240 --> 00:09:56.800]  是不是指著耶穌
[00:09:56.800 --> 00:09:58.240]  說那些人
[00:09:58.240 --> 00:10:01.200]  但其實法利塞人的原文的意思
[00:10:01.200 --> 00:10:03.080]  其實就是分離者
[00:10:03.080 --> 00:10:06.120]  其實他們是一個分別為性的群
[00:10:06.120 --> 00:10:08.000]  所以如果你覺得他們是奸的
[00:10:08.000 --> 00:10:09.680]  或者他們是不好的
[00:10:09.680 --> 00:10:10.920]  我不像他們
[00:10:10.920 --> 00:10:12.880]  你試一下重新再想
[00:10:12.880 --> 00:10:16.040]  或者如果你了解以色列人的歷史
[00:10:16.040 --> 00:10:18.800]  由可以說是埃及
[00:10:18.800 --> 00:10:19.600]  大家知道了
[00:10:19.600 --> 00:10:20.320]  曠野
[00:10:20.320 --> 00:10:22.320]  然後去到迦南地
[00:10:22.320 --> 00:10:24.360]  其實進了迦南地之後
[00:10:24.360 --> 00:10:27.680]  以色列人是不斷受到二邦文化的影響
[00:10:27.680 --> 00:10:30.320]  然後直到去以色列亡國
[00:10:30.320 --> 00:10:31.560]  秘魯
[00:10:31.560 --> 00:10:34.040]  然後我們回到耶路撒冷重建聖殿
[00:10:34.040 --> 00:10:35.880]  上年我們看過以西傑書
[00:10:35.880 --> 00:10:39.400]  民事以色拉再重新讀回摩西的律法
[00:10:39.400 --> 00:10:41.640]  然後以色列人就開始轉回
[00:10:41.640 --> 00:10:43.960]  開始去專一的敬拜神
[00:10:43.960 --> 00:10:46.920]  其實法利塞人就是一群很強調
[00:10:46.920 --> 00:10:48.800]  要過聖潔生活
[00:10:48.800 --> 00:10:51.560]  要和這些外邦文化分別出來
[00:10:51.560 --> 00:10:52.880]  他們去拜巴力
[00:10:52.880 --> 00:10:54.480]  或者去拜迦南的偶像
[00:10:54.480 --> 00:10:55.880]  我們不要做這些事
[00:10:55.880 --> 00:10:58.680]  而當中有很多成為了
[00:10:58.680 --> 00:11:00.320]  會堂裡面的拉比
[00:11:00.320 --> 00:11:02.000]  就是教師和師父
[00:11:02.000 --> 00:11:03.760]  是當時猶太人在信仰
[00:11:03.760 --> 00:11:05.920]  尊敬和學習的對象
[00:11:05.920 --> 00:11:07.480]  所以如果我們將法利塞人
[00:11:07.480 --> 00:11:09.640]  放回今天基督教的處境
[00:11:09.640 --> 00:11:10.840]  其實我們都是這樣說的
[00:11:10.840 --> 00:11:11.640]  我們都是說
[00:11:11.640 --> 00:11:13.960]  我們要過個分別為盛的生活
[00:11:13.960 --> 00:11:16.320]  我們要進行聖經的教導
[00:11:16.320 --> 00:11:20.000]  其實法利塞人可能是你和我
[00:11:20.000 --> 00:11:22.240]  或者我們當中的組長
[00:11:22.240 --> 00:11:23.400]  又或者我們
[00:11:23.400 --> 00:11:25.240]  甚至我自己作為一個牧者
[00:11:25.240 --> 00:11:28.240]  在眾人眼中的宗教領袖
[00:11:28.240 --> 00:11:30.360]  又或者是神學院裡面的老師
[00:11:30.360 --> 00:11:31.360]  其實我們一不小心
[00:11:31.360 --> 00:11:34.760]  我們都會成為法利塞人
[00:11:34.760 --> 00:11:36.720]  當你帶著這份心態
[00:11:36.720 --> 00:11:38.640]  你再看這段經文的時候
[00:11:38.640 --> 00:11:39.800]  你就不會覺得
[00:11:39.800 --> 00:11:40.720]  和我沒有關係
[00:11:40.720 --> 00:11:42.320]  我不是法利塞人
[00:11:42.320 --> 00:11:43.240]  不是的
[00:11:43.240 --> 00:11:44.960]  因為今天主耶穌
[00:11:44.960 --> 00:11:46.560]  對法利塞人的斥責
[00:11:46.560 --> 00:11:48.160]  其實可能都是
[00:11:48.160 --> 00:11:50.320]  我們隱藏在心裡面
[00:11:50.320 --> 00:11:51.840]  很多年的問題
[00:11:51.840 --> 00:11:52.640]  特別是什麼呢
[00:11:52.640 --> 00:11:54.040]  就像我先前所說的
[00:11:54.040 --> 00:11:56.240]  信主越久
[00:11:56.240 --> 00:11:57.320]  或者在教會裡面
[00:11:57.320 --> 00:11:58.640]  你已經是領袖了
[00:11:58.640 --> 00:12:00.320]  你已經是
[00:12:00.320 --> 00:12:01.480]  讀了很多聖經了
[00:12:01.480 --> 00:12:02.800]  特別包括我自己
[00:12:02.800 --> 00:12:03.960]  都引以為鑒
[00:12:03.960 --> 00:12:05.000]  所以讓我們看看
[00:12:05.000 --> 00:12:06.280]  究竟當時法利塞人
[00:12:06.280 --> 00:12:08.240]  帶出什麼爭論
[00:12:08.240 --> 00:12:10.160]  在先前我們剛剛讀的經文
[00:12:10.160 --> 00:12:11.960]  第二和第四節
[00:12:11.960 --> 00:12:12.280]  他說
[00:12:12.280 --> 00:12:14.240]  他們曾看見他的門徒中
[00:12:14.240 --> 00:12:16.240]  有人用不潔淨的手
[00:12:16.240 --> 00:12:18.720]  就算沒有洗的手吃飯
[00:12:18.720 --> 00:12:20.480]  法利塞人和所有的猶太人
[00:12:20.480 --> 00:12:23.640]  都拘守古人的傳統
[00:12:23.640 --> 00:12:25.880]  若不按規矩洗手就不吃飯
[00:12:25.880 --> 00:12:28.400]  從此長來若不洗淨也不吃飯
[00:12:28.400 --> 00:12:30.640]  他們還拘守好些別的規矩
[00:12:30.640 --> 00:12:34.200]  如洗杯、罐、銅器、床鋪等等
[00:12:34.200 --> 00:12:35.720]  一看這段經文
[00:12:35.720 --> 00:12:36.680]  其實很簡單
[00:12:36.680 --> 00:12:38.440]  這裡說的是什麼
[00:12:38.440 --> 00:12:40.440]  吃飯前要什麼
[00:12:40.440 --> 00:12:41.120]  洗手
[00:12:41.120 --> 00:12:41.920]  是的
[00:12:41.920 --> 00:12:43.440]  你和我也懂的
[00:12:43.440 --> 00:12:45.360]  小朋友也懂的
[00:12:45.360 --> 00:12:48.480]  不過這裡不是說吃飯前
[00:12:48.480 --> 00:12:51.320]  關於食物或者衛生的問題
[00:12:51.320 --> 00:12:53.400]  這裡更加說的是什麼
[00:12:53.400 --> 00:12:54.880]  是潔淨的問題
[00:12:54.880 --> 00:12:56.200]  什麼叫潔淨
[00:12:56.200 --> 00:12:57.520]  那就要回到
[00:12:57.520 --> 00:12:59.600]  舊約昔日亞倫
[00:12:59.600 --> 00:13:00.800]  在會幕當中
[00:13:00.800 --> 00:13:02.080]  獻祭時在教道
[00:13:02.080 --> 00:13:04.040]  出埃及記三十章
[00:13:04.040 --> 00:13:05.000]  十七至二十字
[00:13:05.000 --> 00:13:06.320]  我們一起讀好嗎
[00:13:06.320 --> 00:13:08.720]  耶和華吩咐摩西說
[00:13:08.720 --> 00:13:12.640]  你要用銅做洗鑿盤和盤座
[00:13:12.640 --> 00:13:14.200]  用來洗鑿
[00:13:14.200 --> 00:13:18.080]  要將盤放在會幕和祭壇的中間
[00:13:18.080 --> 00:13:19.720]  盤裡盛水
[00:13:19.720 --> 00:13:24.120]  亞倫和他的兒子要用這盤洗手洗腳
[00:13:24.120 --> 00:13:25.600]  他們進會幕
[00:13:25.600 --> 00:13:28.440]  或是走近壇前公積
[00:13:28.440 --> 00:13:30.960]  獻火祭給耶和華的時候
[00:13:30.960 --> 00:13:33.200]  必須用洗鑿
[00:13:33.200 --> 00:13:34.600]  免得死亡
[00:13:34.600 --> 00:13:35.840]  哇
[00:13:35.840 --> 00:13:38.000]  原來不洗乾淨是會死的
[00:13:38.000 --> 00:13:38.600]  是吧
[00:13:38.600 --> 00:13:40.560]  今天我們當然知道衛生很重要
[00:13:40.560 --> 00:13:41.640]  但這裡說的是什麼
[00:13:41.640 --> 00:13:42.720]  就是獻祭
[00:13:42.720 --> 00:13:45.840]  當年亞倫和祭司獻祭的時候
[00:13:45.840 --> 00:13:49.720]  其實有很多關於潔淨和不潔淨的教導
[00:13:49.720 --> 00:13:52.920]  但對於當時耶穌時代的猶太人來說
[00:13:52.920 --> 00:13:54.920]  其實最重要的
[00:13:54.920 --> 00:13:57.040]  並不是聖經說什麼
[00:13:57.040 --> 00:13:58.200]  而是坦白說
[00:13:58.200 --> 00:14:00.120]  當時還沒有正典聖經
[00:14:00.120 --> 00:14:03.320]  大部分的猶太人都是遵從摩西五經的律法
[00:14:03.320 --> 00:14:06.240]  但其實第三節我們先頭看到
[00:14:06.240 --> 00:14:09.680]  法利塞人和所有的猶太人都
[00:14:09.680 --> 00:14:10.600]  什麼
[00:14:10.600 --> 00:14:14.240]  「俱守古人的傳統」
[00:14:14.240 --> 00:14:16.240]  不是堅守聖經
[00:14:16.240 --> 00:14:19.120]  當然他們也會守摩西律法
[00:14:19.120 --> 00:14:19.800]  妥拉
[00:14:19.800 --> 00:14:21.560]  但其實當時
[00:14:21.560 --> 00:14:23.320]  這裡的原文其實
[00:14:23.320 --> 00:14:25.720]  「俱守」的意思是抓住
[00:14:25.720 --> 00:14:27.480]  就是抓得很緊
[00:14:27.480 --> 00:14:30.200]  就是說猶太人和法利塞人
[00:14:30.200 --> 00:14:32.800]  都抓得很緊的一些原則
[00:14:32.800 --> 00:14:33.640]  是什麼呢
[00:14:33.640 --> 00:14:35.000]  就是古人的傳統
[00:14:35.000 --> 00:14:36.680]  或者我們今天叫做
[00:14:36.680 --> 00:14:37.720]  「米事拿」
[00:14:37.720 --> 00:14:39.720]  口傳的律法
[00:14:39.720 --> 00:14:41.720]  這個就是由當時
[00:14:41.720 --> 00:14:44.520]  被譽為由摩西在西亞山下來
[00:14:44.520 --> 00:14:46.280]  一代又一代傳的
[00:14:46.280 --> 00:14:48.280]  以色列人口傳的教導
[00:14:48.280 --> 00:14:49.640]  後來越傳越多
[00:14:49.640 --> 00:14:50.840]  越來越仔細
[00:14:50.840 --> 00:14:51.880]  越來越繁複
[00:14:51.880 --> 00:14:54.480]  編輯成一個叫「米事拿」
[00:14:54.480 --> 00:14:56.080]  所以在拉比當中
[00:14:56.080 --> 00:14:59.720]  甚至這個「米事拿」有時是高過妥拉
[00:14:59.720 --> 00:15:01.320]  摩西的一些教導
