
[00:00:00.000 --> 00:00:04.000]  早晨大英姐妹 各位會眾 各位朋友
[00:06:34.000 --> 00:06:36.000]  不記得就算
[00:06:36.000 --> 00:06:41.000]  是十分嚴肅和重要的事
[00:06:41.000 --> 00:06:42.000]  弟兄姊妹
[00:06:42.000 --> 00:06:45.000]  你的禱告態度是怎樣呢
[00:06:45.000 --> 00:06:50.000]  和大尉利禱告的態度有什麼不同嗎
[00:06:50.000 --> 00:06:54.000]  你有上述迫切的禱告尋求神嗎
[00:06:54.000 --> 00:06:56.000]  我自己相比
[00:06:56.000 --> 00:07:00.000]  你的禱告態度實在是很慚愧
[00:07:00.000 --> 00:07:02.000]  特別是一望上來
[00:07:02.000 --> 00:07:05.000]  自己的禱告很容易變得
[00:07:05.000 --> 00:07:08.000]  因循、求其、匆忙
[00:07:08.000 --> 00:07:10.000]  很流於公式化
[00:07:10.000 --> 00:07:12.000]  每天早上起床
[00:07:12.000 --> 00:07:16.000]  就匆匆重覆那幾句禱告詞
[00:07:16.000 --> 00:07:19.000]  然後開始一天的工作
[00:07:19.000 --> 00:07:20.000]  弟兄姊妹
[00:07:20.000 --> 00:07:24.000]  這會不會是你的情況呢
[00:07:24.000 --> 00:07:28.000]  有位神學院的院長說
[00:07:28.000 --> 00:07:30.000]  我們禱告的態度
[00:07:30.000 --> 00:07:33.000]  反映出我們對神的態度
[00:07:33.000 --> 00:07:36.000]  如果我們看禱告是可有可無
[00:07:36.000 --> 00:07:38.000]  態度冷淡
[00:07:38.000 --> 00:07:40.000]  那麼神在我們眼中
[00:07:40.000 --> 00:07:42.000]  都可以是可有可無
[00:07:42.000 --> 00:07:45.000]  我們對神都是冷淡
[00:07:45.000 --> 00:07:48.000]  反之我們禱告是熱切
[00:07:48.000 --> 00:07:51.000]  我們對神都是熱切
[00:07:51.000 --> 00:07:53.000]  這位院長所說的
[00:07:53.000 --> 00:07:56.000]  你認不認同呢
[00:07:56.000 --> 00:07:59.000]  雖然你在波斯下身居要職
[00:07:59.000 --> 00:08:02.000]  但他在神的面前是多麼卑微
[00:08:02.000 --> 00:08:04.000]  迫切地禱告尋求神
[00:08:04.000 --> 00:08:08.000]  認定唯有神才能令以色列回歸
[00:08:08.000 --> 00:08:11.000]  不致傳言滅亡
[00:08:11.000 --> 00:08:13.000]  但以你的敬畏神
[00:08:13.000 --> 00:08:14.000]  愛神愛人
[00:08:14.000 --> 00:08:16.000]  沒有半點的恣意
[00:08:16.000 --> 00:08:17.000]  苦毒
[00:08:17.000 --> 00:08:19.000]  粉飾疾俗
[00:08:19.000 --> 00:08:21.000]  表明什麼呢
[00:08:21.000 --> 00:08:24.000]  表明他對神的完全信靠和忠心
[00:08:24.000 --> 00:08:31.000]  表現出他對國民同胞的真摯愛
[00:08:31.000 --> 00:08:33.000]  在四字十九字
[00:08:33.000 --> 00:08:38.000]  記載了大義利為以色列乾境祈禱的圖文
[00:08:38.000 --> 00:08:41.000]  可以分為三部分
[00:08:41.000 --> 00:08:43.000]  第一部分是認罪
[00:08:43.000 --> 00:08:46.000]  第二部分是承認當受的刑罰
[00:08:46.000 --> 00:08:48.000]  第三部分是代求
[00:08:48.000 --> 00:08:51.000]  懇切地向神去呼求
[00:08:51.000 --> 00:08:56.000]  我想請弟兄先讀第一段認罪
[00:08:56.000 --> 00:08:57.000]  是四字八字
[00:08:57.000 --> 00:08:59.000]  請弟兄先
[00:09:00.000 --> 00:09:02.000]  (念念)
[00:09:03.000 --> 00:09:05.000]  (念念)
[00:09:06.000 --> 00:09:08.000]  (念念)
[00:09:08.000 --> 00:09:10.000]  (念念)
[00:09:11.000 --> 00:09:13.000]  (念念)
[00:09:14.000 --> 00:09:16.000]  (念念)
[00:09:17.000 --> 00:09:19.000]  (念念)
[00:09:20.000 --> 00:09:22.000]  (念念)
[00:09:22.000 --> 00:09:24.000]  (念念)
[00:09:25.000 --> 00:09:27.000]  (念念)
[00:09:27.000 --> 00:09:29.000]  (念念)
[00:09:30.000 --> 00:09:32.000]  (念念)
[00:09:57.000 --> 00:10:00.000]  不好意思,細節有少少
[00:10:00.000 --> 00:10:02.000]  辛苦大家
[00:10:02.000 --> 00:10:05.000]  第二段是承認當受的刑罰
[00:10:05.000 --> 00:10:07.000]  是九章九字十四字
[00:10:07.000 --> 00:10:09.000]  姐妹辛苦大家
[00:10:09.000 --> 00:10:11.000]  可否幫我讀出九字十四字
[00:10:11.000 --> 00:10:12.000]  謝謝
[00:10:13.000 --> 00:10:15.000]  (念念)
[00:10:16.000 --> 00:10:18.000]  (念念)
[00:10:19.000 --> 00:10:21.000]  (念念)
[00:10:22.000 --> 00:10:24.000]  (念念)
[00:10:25.000 --> 00:10:27.000]  (念念)
[00:10:28.000 --> 00:10:30.000]  (念念)
[00:10:31.000 --> 00:10:33.000]  (念念)
[00:10:34.000 --> 00:10:36.000]  (念念)
[00:10:36.000 --> 00:10:38.000]  (念念)
[00:10:38.000 --> 00:10:40.000]  (念念)
[00:10:40.000 --> 00:10:42.000]  (念念)
[00:10:43.000 --> 00:10:45.000]  (念念)
[00:10:46.000 --> 00:10:48.000]  (念念)
[00:10:49.000 --> 00:10:51.000]  (念念)
[00:10:52.000 --> 00:10:54.000]  (念念)
[00:10:54.000 --> 00:10:56.000]  (念念)
[00:10:57.000 --> 00:10:59.000]  (念念)
[00:11:00.000 --> 00:11:02.000]  (念念)
[00:11:03.000 --> 00:11:05.000]  (念念)
[00:11:05.000 --> 00:11:10.000]  (念念)
[00:11:10.000 --> 00:11:18.000]  (念念)
[00:11:18.000 --> 00:11:20.000]  (念念)
[00:11:20.000 --> 00:11:27.000]  (念念)
[00:11:30.000 --> 00:11:32.000]  最後一段是代求
[00:11:32.000 --> 00:11:34.000]  懇切地向神去呼求
[00:11:34.000 --> 00:11:36.000]  十五至十九字
[00:11:36.000 --> 00:11:38.000]  我們一起讀吧
[00:11:38.000 --> 00:11:40.000]  主啊,我們的神
[00:11:40.000 --> 00:11:42.000]  祢曾用大人的手
[00:11:42.000 --> 00:11:44.000]  領祢的子民出埃及地
[00:11:44.000 --> 00:11:46.000]  使自己得了名聲
[00:11:46.000 --> 00:11:48.000]  正如今日一樣
[00:11:48.000 --> 00:11:50.000]  現在我們犯了罪
[00:11:50.000 --> 00:11:52.000]  作了我
[00:11:52.000 --> 00:11:56.000]  主啊,求祢按祢豐盛的公義
[00:11:56.000 --> 00:11:58.000]  使祢的怒氣和憤怒
[00:11:58.000 --> 00:12:00.000]  轉來祢的聖耶路撒冷
[00:12:00.000 --> 00:12:02.000]  就是祢的聖山
[00:12:02.000 --> 00:12:04.000]  因我們的罪惡
[00:12:04.000 --> 00:12:06.000]  和我們祖先的罪孽
[00:12:06.000 --> 00:12:08.000]  耶路撒冷和祢的子民
[00:12:08.000 --> 00:12:10.000]  被世人羞辱
[00:12:10.000 --> 00:12:12.000]  我們的神啊
[00:12:12.000 --> 00:12:14.000]  願在求祢
[00:12:14.000 --> 00:12:16.000]  垂聽祢僕人懇求
[00:12:16.000 --> 00:12:18.000]  為祢自己的緣故
[00:12:18.000 --> 00:12:20.000]  使祢的面向
[00:12:20.000 --> 00:12:22.000]  芳良的聖淑發光
[00:12:22.000 --> 00:12:24.000]  我們的神啊
[00:12:24.000 --> 00:12:26.000]  求祢質耳而聽
[00:12:26.000 --> 00:12:28.000]  睜眼而看
[00:12:28.000 --> 00:12:30.000]  眷顧我們那芳良之地
[00:12:30.000 --> 00:12:32.000]  和稱為祢名下的城
[00:12:32.000 --> 00:12:34.000]  我們在祢面前懇求
[00:12:34.000 --> 00:12:36.000]  不是因自己的義
[00:12:36.000 --> 00:12:38.000]  而是因祢豐富的憐憫
[00:12:38.000 --> 00:12:40.000]  主啊,求祢垂聽
[00:12:40.000 --> 00:12:42.000]  主啊,求祢赦免
[00:12:42.000 --> 00:12:44.000]  主啊,求祢質耳
[00:12:44.000 --> 00:12:46.000]  求祢實行
[00:12:46.000 --> 00:12:48.000]  為祢自己的緣故
[00:12:48.000 --> 00:12:50.000]  不要延遲
[00:12:50.000 --> 00:12:52.000]  我的神啊
[00:12:52.000 --> 00:12:54.000]  因這成為了
[00:12:54.000 --> 00:12:56.000]  我的神啊
[00:12:56.000 --> 00:12:58.000]  因這成和這民
[00:12:58.000 --> 00:13:00.000]  都是稱為祢名下的
[00:13:00.000 --> 00:13:02.000]  好,謝謝大家
[00:13:02.000 --> 00:13:04.000]  這一段四至十九節
[00:13:04.000 --> 00:13:06.000]  是一篇很感人的
[00:13:06.000 --> 00:13:08.000]  祈禱文
[00:13:08.000 --> 00:13:10.000]  是殉道我們祈禱的
[00:13:10.000 --> 00:13:12.000]  佳無下典範
[00:13:12.000 --> 00:13:14.000]  這一段經文
[00:13:14.000 --> 00:13:16.000]  我們看到有三點
[00:13:16.000 --> 00:13:18.000]  今天我會分享
[00:13:18.000 --> 00:13:20.000]  第一點
[00:13:20.000 --> 00:13:22.000]  就是但以祢謙卑的形罪
[00:13:22.000 --> 00:13:26.000]  但以祢承認自己的同胞
[00:13:26.000 --> 00:13:28.000]  無論是君王
[00:13:28.000 --> 00:13:30.000]  官長
[00:13:30.000 --> 00:13:32.000]  祖先和者的所有百姓
[00:13:32.000 --> 00:13:34.000]  即是甚麼?
[00:13:34.000 --> 00:13:36.000]  沒有階級的限制
[00:13:36.000 --> 00:13:38.000]  或者猶大人
[00:13:38.000 --> 00:13:40.000]  或者猶撒旱的居民
[00:13:40.000 --> 00:13:42.000]  被祢所趕到各國的以色列眾人
[00:13:42.000 --> 00:13:44.000]  不論遠近
[00:13:44.000 --> 00:13:46.000]  即是甚麼?
[00:13:46.000 --> 00:13:48.000]  沒有地域的限制
[00:13:48.000 --> 00:13:50.000]  全部都背叛了神
[00:13:50.000 --> 00:13:52.000]  得罪神
[00:13:52.000 --> 00:13:56.000]  違背了祂
[00:13:56.000 --> 00:13:58.000]  沒有聽從
[00:13:58.000 --> 00:14:00.000]  沒有遵行
[00:14:00.000 --> 00:14:02.000]  沒有求救耶和華
[00:14:02.000 --> 00:14:04.000]  作了惡
[00:14:04.000 --> 00:14:10.000]  但以祢將以色列人所犯的罪
[00:14:10.000 --> 00:14:12.000]  用六個動詞陳明
[00:14:12.000 --> 00:14:14.000]  就是犯罪
[00:14:14.000 --> 00:14:16.000]  作惡
[00:14:16.000 --> 00:14:18.000]  行惡
[00:14:18.000 --> 00:14:20.000]  叛逆
[00:14:20.000 --> 00:14:22.000]  偏離
[00:14:22.000 --> 00:14:24.000]  沒有聽從
[00:14:24.000 --> 00:14:26.000]  弟兄姊妹
[00:14:26.000 --> 00:14:28.000]  以色列人所犯的罪
[00:14:28.000 --> 00:14:30.000]  會是你曾經
[00:14:30.000 --> 00:14:32.000]  或者現在都犯的罪嗎?
[00:14:32.000 --> 00:14:36.000]  我們又常常為自己
[00:14:36.000 --> 00:14:38.000]  周圍的人
[00:14:38.000 --> 00:14:40.000]  以致我們的社會
[00:14:40.000 --> 00:14:42.000]  向神認罪嗎?
[00:14:42.000 --> 00:14:44.000]  世人很少
[00:14:44.000 --> 00:14:46.000]  不喜歡認罪
[00:14:46.000 --> 00:14:48.000]  連認錯都不情願
[00:14:48.000 --> 00:14:50.000]  認為是丟臉的事
[00:14:50.000 --> 00:14:52.000]  人容易傾向掩飾自己
[00:14:52.000 --> 00:14:54.000]  有些人明明
[00:14:54.000 --> 00:14:56.000]  自己不對
[00:14:56.000 --> 00:14:58.000]  但證據確鑿
[00:14:58.000 --> 00:15:00.000]  都視而不見
[00:15:00.000 --> 00:15:02.000]  死口不認
[00:15:02.000 --> 00:15:04.000]  轉過頭還說
[00:15:04.000 --> 00:15:06.000]  你哪隻眼看見?
[00:15:06.000 --> 00:15:08.000]  約翰一書一章八字
[00:15:08.000 --> 00:15:10.000]  我們約書自己無罪
[00:15:10.000 --> 00:15:12.000]  便是自欺
[00:15:12.000 --> 00:15:14.000]  真理不在我們心裡了
[00:15:14.000 --> 00:15:16.000]  不認罪為罪
[00:15:16.000 --> 00:15:18.000]  就是拒絕真理
[00:15:18.000 --> 00:15:20.000]  真理不在我們心裡
[00:15:20.000 --> 00:15:22.000]  明明有罪死口不認
[00:15:22.000 --> 00:15:24.000]  很多時只不過是
[00:15:24.000 --> 00:15:26.000]  為了讓良心好過一點
[00:15:26.000 --> 00:15:28.000]  減少罪惡感
[00:15:28.000 --> 00:15:30.000]  自己欺騙自己
[00:15:30.000 --> 00:15:32.000]  聖經奴家福音記載
[00:15:32.000 --> 00:15:34.000]  有位瑞尼
[00:15:34.000 --> 00:15:36.000]  他禱告
[00:15:36.000 --> 00:15:38.000]  「神啊!開恩可憐我這個罪人」
[00:15:38.000 --> 00:15:42.000]  瑞尼獻上的是
[00:15:42.000 --> 00:15:44.000]  主耶穌最想要的「濟」
[00:15:44.000 --> 00:15:46.000]  他用憂傷痛苦的心
[00:15:46.000 --> 00:15:48.000]  轉向神
[00:15:48.000 --> 00:15:50.000]  求神憐憫饒恕
[00:15:50.000 --> 00:15:52.000]  人要得著
[00:15:52.000 --> 00:15:54.000]  神的饒恕幫助
[00:15:54.000 --> 00:15:56.000]  承認和真誠的
[00:15:56.000 --> 00:15:58.000]  謙卑認罪
[00:15:58.000 --> 00:16:00.000]  是非常重要
[00:16:00.000 --> 00:16:04.000]  但他體會
[00:16:04.000 --> 00:16:06.000]  自己同胞最大的罪
[00:16:06.000 --> 00:16:08.000]  是離棄神的誡命
[00:16:08.000 --> 00:16:10.000]  不聽從神的話
[00:16:10.000 --> 00:16:12.000]  當神發一風
[00:16:12.000 --> 00:16:14.000]  聽完就算
[00:16:14.000 --> 00:16:16.000]  他們開慰明知故犯
[00:16:16.000 --> 00:16:18.000]  因為他們擁有
[00:16:18.000 --> 00:16:20.000]  上帝的誡命典章
[00:16:20.000 --> 00:16:22.000]  而神的僕人
[00:16:22.000 --> 00:16:24.000]  多次勸誡
[00:16:24.000 --> 00:16:26.000]  但他們仍然不聽從
[00:16:26.000 --> 00:16:28.000]  不忠公然的反抗
[00:16:28.000 --> 00:16:30.000]  背叛神
[00:16:30.000 --> 00:16:32.000]  結果自討苦吃
[00:16:32.000 --> 00:16:34.000]  神的管教和刑罰
[00:16:34.000 --> 00:16:36.000]  淋到你身上
[00:16:36.000 --> 00:16:38.000]  以至被神趕到其他國家
[00:16:38.000 --> 00:16:40.000]  無賣國
[00:16:40.000 --> 00:16:42.000]  就像詩篇所說
[00:16:42.000 --> 00:16:44.000]  以別的代替搖滑
[00:16:44.000 --> 00:16:46.000]  受苦定必加震
[00:16:46.000 --> 00:16:50.000]  今天我們自己
[00:16:50.000 --> 00:16:52.000]  認識的人
[00:16:52.000 --> 00:16:54.000]  我們的社會會不會像
[00:16:54.000 --> 00:16:56.000]  以色列人一樣
[00:16:56.000 --> 00:16:58.000]  將神放在一旁
[00:16:58.000 --> 00:17:00.000]  不聽祂的話
[00:17:00.000 --> 00:17:02.000]  偏行幾路
[00:17:02.000 --> 00:17:04.000]  好像神根本不存在一樣
[00:17:04.000 --> 00:17:06.000]  結果怎樣
[00:17:06.000 --> 00:17:08.000]  不少人在金錢權慾中
[00:17:08.000 --> 00:17:10.000]  失去自己
[00:17:10.000 --> 00:17:14.000]  有人說社會經濟越進步
[00:17:14.000 --> 00:17:16.000]  人的精神道德
[00:17:16.000 --> 00:17:18.000]  越倒退
[00:17:18.000 --> 00:17:20.000]  過去二十年香港的
[00:17:20.000 --> 00:17:22.000]  本地生產總值
[00:17:22.000 --> 00:17:24.000]  增長一倍
[00:17:24.000 --> 00:17:26.000]  而離婚的判定數字
[00:17:26.000 --> 00:17:28.000]  二十年間
[00:17:28.000 --> 00:17:30.000]  升了二點幾倍
[00:17:30.000 --> 00:17:32.000]  精神病人
[00:17:32.000 --> 00:17:34.000]  的病人數
[00:17:34.000 --> 00:17:36.000]  兩年之間升了一倍
[00:17:36.000 --> 00:17:38.000]  在社會上
[00:17:38.000 --> 00:17:40.000]  婚姻家庭前債暴力的問題
[00:17:40.000 --> 00:17:42.000]  沒完沒了
[00:17:42.000 --> 00:17:44.000]  但你對同胞
[00:17:44.000 --> 00:17:46.000]  以色列人所犯的罪
[00:17:46.000 --> 00:17:48.000]  沒有站在一個
[00:17:48.000 --> 00:17:50.000]  旁觀者的地位
[00:17:50.000 --> 00:17:52.000]  指著他們 跟神說
[00:17:52.000 --> 00:17:54.000]  他們犯罪作孽
[00:17:54.000 --> 00:17:56.000]  我們犯罪作孽
[00:17:56.000 --> 00:17:58.000]  但你一共用了
[00:17:58.000 --> 00:18:00.000]  二十八次我們
[00:18:00.000 --> 00:18:02.000]  他跟同胞認同
[00:18:02.000 --> 00:18:04.000]  有一位聖經學者
[00:18:04.000 --> 00:18:06.000]  曾經說過
[00:18:06.000 --> 00:18:08.000]  代求的重點
[00:18:08.000 --> 00:18:10.000]  不是單是看到認同
[00:18:10.000 --> 00:18:12.000]  代求對象的需要
[00:18:12.000 --> 00:18:14.000]  而是能感同身受他們的軟弱
[00:18:14.000 --> 00:18:16.000]  是他們所犯的罪
[00:18:16.000 --> 00:18:20.000]  你知不知道
[00:18:20.000 --> 00:18:22.000]  你有沒有對充斥在我們身邊
[00:18:22.000 --> 00:18:24.000]  社會上的罪感同身受
[00:18:24.000 --> 00:18:28.000]  你又願不願意像大義利一樣
[00:18:28.000 --> 00:18:30.000]  謙卑地向神認罪
[00:18:30.000 --> 00:18:32.000]  一起祈求神的饒恕呢
[00:18:32.000 --> 00:18:38.000]  第二點 大義利求神赦免
[00:18:38.000 --> 00:18:40.000]  是靠著主的憐憫
[00:18:40.000 --> 00:18:44.000]  大義利很熟悉神的屬性
[00:18:44.000 --> 00:18:46.000]  他指出
[00:18:46.000 --> 00:18:48.000]  神是守約斯前外
[00:18:48.000 --> 00:18:50.000]  是公義
[00:18:50.000 --> 00:18:52.000]  是憐憫饒恕人
[00:18:52.000 --> 00:18:54.000]  是恩惠的
[00:18:54.000 --> 00:18:56.000]  是豐盛過公義
[00:18:58.000 --> 00:19:00.000]  他很熟悉神的屬性
[00:19:00.000 --> 00:19:02.000]  他英文禱告
[00:19:02.000 --> 00:19:04.000]  重申和以色列人索納的永約是有效的
[00:19:04.000 --> 00:19:10.000]  是的
[00:19:10.000 --> 00:19:12.000]  以色列人在神的面前
[00:19:12.000 --> 00:19:14.000]  因為曾經和他們納約
[00:19:14.000 --> 00:19:16.000]  他們卻毀約了
[00:19:16.000 --> 00:19:18.000]  對神不忠
[00:19:18.000 --> 00:19:20.000]  以色列人沒有半點疑
[00:19:20.000 --> 00:19:22.000]  可以向神申訴
[00:19:22.000 --> 00:19:24.000]  只能求神的憐憫
[00:19:26.000 --> 00:19:28.000]  第十八節
[00:19:28.000 --> 00:19:30.000]  大義利呼求神
[00:19:30.000 --> 00:19:32.000]  神求你執耳而聽
[00:19:32.000 --> 00:19:34.000]  睜眼而看
[00:19:34.000 --> 00:19:36.000]  看顧我們荒涼之地
[00:19:36.000 --> 00:19:38.000]  和稱為你名下的城
[00:19:38.000 --> 00:19:40.000]  我們在你面前懇求
[00:19:40.000 --> 00:19:42.000]  願不是因自己的義
[00:19:42.000 --> 00:19:44.000]  那是因為你的大憐憫
[00:19:44.000 --> 00:19:48.000]  大義利唯一的盼望
[00:19:48.000 --> 00:19:50.000]  就是那位昔日幫助他們
[00:19:50.000 --> 00:19:52.000]  帶領他們祖先出哀求的上帝
