
[00:00:00.000 --> 00:00:02.000]  今天有個題目
[00:02:12.000 --> 00:02:14.000]  其實簡單說就是我們擁有基督的生命
[00:02:14.000 --> 00:02:16.000]  我們擁有基督的生命
[00:02:16.000 --> 00:02:18.000]  當然我們不是神
[00:02:18.000 --> 00:02:20.000]  但聖經裏面告訴我們基督的生命是怎樣的
[00:02:20.000 --> 00:02:22.000]  我仍然相信耶穌是一個
[00:02:22.000 --> 00:02:24.000]  沒有平安的耶穌
[00:02:24.000 --> 00:02:26.000]  耶穌是生命沒有喜樂的
[00:02:26.000 --> 00:02:28.000]  這都是聖經裏面教導我們
[00:02:28.000 --> 00:02:30.000]  我們要擁有的那些屬靈的果子
[00:02:30.000 --> 00:02:32.000]  即是說如果我們生命的改變的背後
[00:02:32.000 --> 00:02:34.000]  是為了要擁有耶穌的生命
[00:02:34.000 --> 00:02:36.000]  並且我們在地上去展現耶穌的生命的時候
[00:02:36.000 --> 00:02:38.000]  活出那份平安、喜樂、自由
[00:02:38.000 --> 00:02:40.000]  不會因為困難
[00:02:40.000 --> 00:02:42.000]  不會因為環境,不會因為外在人際的關係裏
[00:02:42.000 --> 00:02:44.000]  而帶來給我走的絕望
[00:02:44.000 --> 00:02:46.000]  如果我這樣理解的改變
[00:02:46.000 --> 00:02:48.000]  我就覺得很值得
[00:02:48.000 --> 00:02:50.000]  甚至乎是需要去改變
[00:02:50.000 --> 00:02:52.000]  如果在座的每一個
[00:02:52.000 --> 00:02:54.000]  今天這篇聽道
[00:02:54.000 --> 00:02:56.000]  當你開始的時候能夠帶著一個想法
[00:02:56.000 --> 00:02:58.000]  我慢慢會講下去
[00:02:58.000 --> 00:03:00.000]  我希望你在聽的時候
[00:03:00.000 --> 00:03:02.000]  你的想法就是「其實我也很想變」
[00:03:02.000 --> 00:03:04.000]  可能我過去有些時間
[00:03:04.000 --> 00:03:06.000]  回到教會的十年、二十年,中間我看下去的
[00:03:06.000 --> 00:03:08.000]  有些已經回到二十多年了
[00:03:08.000 --> 00:03:10.000]  即是你看看貓肚已經在這裏
[00:03:10.000 --> 00:03:12.000]  可能你在很多時間裏
[00:03:12.000 --> 00:03:14.000]  已經停留在某一個生命的階段
[00:03:14.000 --> 00:03:16.000]  生命的歷程
[00:03:16.000 --> 00:03:18.000]  又或者作為我一個牧師
[00:03:18.000 --> 00:03:20.000]  今年四十七歲
[00:03:20.000 --> 00:03:22.000]  在欽福十五年
[00:03:22.000 --> 00:03:24.000]  其他教會裏面連續二十年的時間
[00:03:24.000 --> 00:03:26.000]  我在這個階段裏面,我對很多事物都停滯了
[00:03:26.000 --> 00:03:28.000]  甚至說我生命的歷程
[00:03:28.000 --> 00:03:30.000]  去到這個階段裏面,神都叫我繼續去突破
[00:03:30.000 --> 00:03:32.000]  繼續被它改變
[00:03:32.000 --> 00:03:34.000]  所以今天這個題目「理想求變」
[00:03:34.000 --> 00:03:36.000]  我先有個問題問一下你
[00:03:36.000 --> 00:03:38.000]  我不知道你的生命是否想變
[00:03:38.000 --> 00:03:40.000]  如果正如我剛才所講
[00:03:40.000 --> 00:03:42.000]  我的講道裏面的一個基礎
[00:03:42.000 --> 00:03:44.000]  我們變的原因
[00:03:44.000 --> 00:03:46.000]  如果我們很想展現基督的生命
[00:03:46.000 --> 00:03:48.000]  我們很想擁有豐盛的生命的話
[00:03:48.000 --> 00:03:52.000]  或許這個變的動機就截然不同
[00:03:52.000 --> 00:03:54.000]  這個變的過程
[00:03:54.000 --> 00:03:56.000]  或許不會帶來給我們只是佛力
[00:03:56.000 --> 00:03:58.000]  甚至覺得很困擾
[00:03:58.000 --> 00:04:00.000]  或許如果在座每一個人
[00:04:00.000 --> 00:04:02.000]  能夠有這個想法的話
[00:04:02.000 --> 00:04:04.000]  我相信教會的增長
[00:04:04.000 --> 00:04:06.000]  教會人數作為門徒的增長
[00:04:06.000 --> 00:04:08.000]  就隨之而來
[00:04:08.000 --> 00:04:10.000]  這是我自己一個很大的體會
[00:04:10.000 --> 00:04:12.000]  也想在這篇講道的時候
[00:04:12.000 --> 00:04:14.000]  大家進入這個想法裏面
[00:04:14.000 --> 00:04:16.000]  所以大家聽到的時候
[00:04:16.000 --> 00:04:18.000]  我都期望你能夠有一個心情
[00:04:18.000 --> 00:04:20.000]  有一個想法
[00:04:20.000 --> 00:04:22.000]  今天坐在這裏聽到
[00:04:22.000 --> 00:04:24.000]  我要變些什麼呢?我不知道
[00:04:24.000 --> 00:04:26.000]  希望聖靈幫助你去明白你要變些什麼
[00:04:26.000 --> 00:04:28.000]  這個變可以在信仰的生活中變
[00:04:28.000 --> 00:04:30.000]  或者可以在你的人生裏面
[00:04:30.000 --> 00:04:32.000]  一些特質去轉變
[00:04:32.000 --> 00:04:34.000]  為要的去經歷
[00:04:34.000 --> 00:04:36.000]  上帝在你的生命裏面
[00:04:36.000 --> 00:04:38.000]  讓你擁有他的特質去展現出來
[00:04:38.000 --> 00:04:40.000]  活出喜樂、平安
[00:04:40.000 --> 00:04:42.000]  給你豐盛的生命
[00:04:42.000 --> 00:04:44.000]  這是這篇講道裏面很重要的方向
[00:04:44.000 --> 00:04:46.000]  今天我都會講經文
[00:04:46.000 --> 00:04:48.000]  不過在講經文之前
[00:04:48.000 --> 00:04:50.000]  我想和大家說一下
[00:04:50.000 --> 00:04:52.000]  我不知道大家是否理解
[00:04:52.000 --> 00:04:54.000]  原來一個人到某一個階段
[00:04:54.000 --> 00:04:56.000]  我自己作為牧師去到這個階段
[00:04:56.000 --> 00:04:58.000]  都有很多東西要去轉變
[00:04:58.000 --> 00:05:00.000]  一個階段到另一個階段
[00:05:00.000 --> 00:05:02.000]  有些人這樣說
[00:05:02.000 --> 00:05:04.000]  中間裏面有個過渡期
[00:05:04.000 --> 00:05:06.000]  其中一個學者都很出名
[00:05:06.000 --> 00:05:08.000]  你上網搜尋他的名字
[00:05:08.000 --> 00:05:10.000]  他就在這個報告裏面
[00:05:10.000 --> 00:05:12.000]  我看過這本書
[00:05:12.000 --> 00:05:14.000]  這本書講了一個很重要的想法
[00:05:14.000 --> 00:05:16.000]  讓我們人生成長的時候
[00:05:16.000 --> 00:05:18.000]  對我自己的理解有很大的幫助
[00:05:18.000 --> 00:05:20.000]  昨天我再去牧會
[00:05:20.000 --> 00:05:22.000]  和鄧小姐們做關懷牧羊的時候
[00:05:22.000 --> 00:05:24.000]  這本書都給我很大的意識
[00:05:24.000 --> 00:05:26.000]  知道原來人在某一個階段
[00:05:26.000 --> 00:05:28.000]  去轉變到另一個階段的時候
[00:05:28.000 --> 00:05:30.000]  原來中間有一個過渡期的時間
[00:05:30.000 --> 00:05:32.000]  如果我們明白
[00:05:32.000 --> 00:05:34.000]  這個過渡期裏面有些特質
[00:05:34.000 --> 00:05:36.000]  當我們了解了的時候
[00:05:36.000 --> 00:05:38.000]  我們就掌握原來有些東西
[00:05:38.000 --> 00:05:40.000]  我們不需要太心急
[00:05:40.000 --> 00:05:42.000]  因為人生當你轉變到另一個階段的時候
[00:05:42.000 --> 00:05:44.000]  你會發現你會很貧能、很恐懼
[00:05:44.000 --> 00:05:46.000]  甚至乎有很多不安全的東西
[00:05:46.000 --> 00:05:48.000]  你就很快希望可以去尋找一些
[00:05:48.000 --> 00:05:50.000]  或者找到一些你能夠捉住的具體
[00:05:50.000 --> 00:05:52.000]  帶給你能夠穩定
[00:05:52.000 --> 00:05:54.000]  心理穩定、身體都可以穩定
[00:05:54.000 --> 00:05:56.000]  很多的東西希望可以快點有
[00:05:56.000 --> 00:05:58.000]  但這本書講
[00:05:58.000 --> 00:06:00.000]  如果你能夠明白人生一個階段
[00:06:00.000 --> 00:06:02.000]  到另一個階段裏面
[00:06:02.000 --> 00:06:04.000]  有些特質你了解了
[00:06:04.000 --> 00:06:06.000]  你自己都可以知道的話
[00:06:06.000 --> 00:06:08.000]  相信是幫助到你
[00:06:08.000 --> 00:06:10.000]  慢慢放下上一個階段的東西
[00:06:10.000 --> 00:06:12.000]  甚或邁向一個新的將來
[00:06:12.000 --> 00:06:14.000]  是很重要的
[00:06:14.000 --> 00:06:16.000]  今天這篇講到
[00:06:16.000 --> 00:06:18.000]  我還未講經文,先講這本書
[00:06:18.000 --> 00:06:20.000]  幫助多點去明白這件事
[00:06:20.000 --> 00:06:22.000]  我很有優勢的,你都可以聽聽
[00:06:22.000 --> 00:06:24.000]  因為我們這個群體是屬於一個甚麼階段呢
[00:06:24.000 --> 00:06:26.000]  是一個轉變的階段
[00:06:26.000 --> 00:06:28.000]  由大學慢慢轉變到初一職
[00:06:28.000 --> 00:06:30.000]  甚至乎我知道中間有些人
[00:06:30.000 --> 00:06:32.000]  準備結婚了
[00:06:32.000 --> 00:06:34.000]  或者正在拍拖邁向結婚
[00:06:34.000 --> 00:06:36.000]  差不多三十歲了
[00:06:36.000 --> 00:06:38.000]  我先問問,有沒有誰是單身的
[00:06:38.000 --> 00:06:40.000]  不要舉手了
[00:06:40.000 --> 00:06:42.000]  有些人真的舉手
[00:06:42.000 --> 00:06:44.000]  你很坦白,非常好,多謝你這麼坦白
[00:06:44.000 --> 00:06:46.000]  和真誠
[00:06:46.000 --> 00:06:48.000]  你總會有單身,你會進入到一個
[00:06:48.000 --> 00:06:50.000]  你會去拍拖有感情的階段
[00:06:50.000 --> 00:06:52.000]  特別是我們群體,三十歲
[00:06:52.000 --> 00:06:54.000]  可能慢慢你會進入一個婚姻的階段
[00:06:54.000 --> 00:06:56.000]  這個作者,這個學者
[00:06:56.000 --> 00:06:58.000]  他講了一樣東西,他說原來一個人
[00:06:58.000 --> 00:07:00.000]  在階段性的轉變裏面
[00:07:00.000 --> 00:07:02.000]  在過渡期底下有三個很重要的特徵
[00:07:02.000 --> 00:07:04.000]  第一個,他說原來在過渡期裏面
[00:07:04.000 --> 00:07:06.000]  有一個叫終結期
[00:07:06.000 --> 00:07:08.000]  有一個叫終勝區,一個新的開始
[00:07:08.000 --> 00:07:10.000]  當然我不是今天解釋這本書
[00:07:10.000 --> 00:07:12.000]  我只是想用這本書去帶出
[00:07:12.000 --> 00:07:14.000]  原來我們信仰裏面,如果你不明白
[00:07:14.000 --> 00:07:16.000]  在一個新的階段裏面
[00:07:16.000 --> 00:07:18.000]  我們已經要放下,放手一些東西
[00:07:18.000 --> 00:07:20.000]  我相信都很難邁向一個新的時代
[00:07:20.000 --> 00:07:22.000]  因為那段經文正正就是一個
[00:07:22.000 --> 00:07:24.000]  舊時代去到一個新時代的過程
[00:07:24.000 --> 00:07:26.000]  有一班人
[00:07:26.000 --> 00:07:28.000]  他攻擊耶穌
[00:07:28.000 --> 00:07:30.000]  滿腦子都是一個舊時代的東西
[00:07:30.000 --> 00:07:32.000]  這個過程裏面
[00:07:32.000 --> 00:07:34.000]  耶穌特別用了一些例子
[00:07:34.000 --> 00:07:36.000]  用一些比喻,去讓他知道
[00:07:36.000 --> 00:07:38.000]  新時代已經展開了
[00:07:38.000 --> 00:07:40.000]  新時代來到的時候,我們應該怎樣去回應
[00:07:40.000 --> 00:07:42.000]  耶穌
[00:07:42.000 --> 00:07:44.000]  來到我們中間的一個上帝呢?
[00:07:44.000 --> 00:07:46.000]  這本書,終結期是甚麼呢?
[00:07:46.000 --> 00:07:48.000]  我試試看,看看你有沒有這個問題
[00:07:48.000 --> 00:07:50.000]  終結期,他說有四個特徵
[00:07:50.000 --> 00:07:52.000]  他說,如果你想進入
[00:07:52.000 --> 00:07:54.000]  另外一階段,即是過渡期裏面
[00:07:54.000 --> 00:07:56.000]  你總是會有一個終結期
[00:07:56.000 --> 00:07:58.000]  終結期就是第一,要脫離舊有的世界
[00:07:58.000 --> 00:08:00.000]  即是甚麼意思呢?
[00:08:00.000 --> 00:08:02.000]  即是你要抽身,不能再在舊的世界裏面
[00:08:02.000 --> 00:08:04.000]  經常出現,有的,有些人
[00:08:04.000 --> 00:08:06.000]  上班遲了,他總是
[00:08:06.000 --> 00:08:08.000]  身體會回到舊公司裏面
[00:08:08.000 --> 00:08:10.000]  你有沒有聽過?其實我們有很多這些同工
[00:08:10.000 --> 00:08:12.000]  退休了,他真的很愛教會
[00:08:12.000 --> 00:08:14.000]  他還存在在教會裏面
[00:08:14.000 --> 00:08:16.000]  那天有些人當上班,那些不是病
[00:08:16.000 --> 00:08:18.000]  是愛教會,你明不明白我的意思
[00:08:18.000 --> 00:08:20.000]  因為日本有些人
[00:08:20.000 --> 00:08:22.000]  他們每天都當上班,其實都不知去了哪裏
[00:08:22.000 --> 00:08:24.000]  但我想說
[00:08:24.000 --> 00:08:26.000]  這本書裏面的過渡期,特別是期度的終結期裏面
[00:08:26.000 --> 00:08:28.000]  有四樣東西
[00:08:28.000 --> 00:08:30.000]  第一樣東西,脫離舊有的身份
[00:08:30.000 --> 00:08:32.000]  即是甚麼意思呢?原來
[00:08:32.000 --> 00:08:34.000]  我們在上一個階段裏面,想邁向一個新的階段
[00:08:34.000 --> 00:08:36.000]  我們不期然會將
[00:08:36.000 --> 00:08:38.000]  上一個階段裏面所擁有的身份
[00:08:38.000 --> 00:08:40.000]  特徵,一些特質
[00:08:40.000 --> 00:08:42.000]  就會帶了下去,很簡單,我講例子你就明白
[00:08:42.000 --> 00:08:44.000]  我認識一個朋友,他以前在中環
[00:08:44.000 --> 00:08:46.000]  上班,他是銀行的大班
[00:08:46.000 --> 00:08:48.000]  我不知道他甚麼職位
[00:08:48.000 --> 00:08:50.000]  不過他的房間可以看到海
[00:08:50.000 --> 00:08:52.000]  他可以用公司的遊艇
[00:08:52.000 --> 00:08:54.000]  可以借給我們一起去玩
[00:08:54.000 --> 00:08:56.000]  你明不明白我的意思?我試過一次
[00:08:56.000 --> 00:08:58.000]  真的找到釘打出來,未做過這些事
[00:08:58.000 --> 00:09:00.000]  對不起,不是做,是未試過
[00:09:00.000 --> 00:09:02.000]  他真的被神呼召去讀神學
[00:09:02.000 --> 00:09:04.000]  讀完神學,即是讀完三年
[00:09:04.000 --> 00:09:06.000]  滿懷心志
[00:09:06.000 --> 00:09:08.000]  去教會侍奉主
[00:09:08.000 --> 00:09:10.000]  入了教會裏面侍奉
[00:09:10.000 --> 00:09:12.000]  但我真的聽他分享過
[00:09:12.000 --> 00:09:14.000]  他內心裏面,他知道神呼召他
[00:09:14.000 --> 00:09:16.000]  都很想去做一個
[00:09:16.000 --> 00:09:18.000]  serve人的人
[00:09:18.000 --> 00:09:20.000]  但回到教會的時候
[00:09:20.000 --> 00:09:22.000]  頭一兩年都很不容易
[00:09:22.000 --> 00:09:24.000]  為甚麼?因為他裏面有很多
[00:09:24.000 --> 00:09:26.000]  舊友,上一個階段裏面
[00:09:26.000 --> 00:09:28.000]  一些身份特徵仍然
[00:09:28.000 --> 00:09:30.000]  帶著下去,他有例子很簡單
[00:09:30.000 --> 00:09:32.000]  他以前在公司,一紙白紙的人
[00:09:32.000 --> 00:09:34.000]  你明白我的意思?去到教會
[00:09:34.000 --> 00:09:36.000]  世教會,要倒垃圾
[00:09:36.000 --> 00:09:38.000]  要關燈,要關影印機
[00:09:38.000 --> 00:09:40.000]  你聽得明白我的意思?所以那個過程裏面
[00:09:40.000 --> 00:09:42.000]  他有很多很多的適應
[00:09:42.000 --> 00:09:44.000]  原來我們進入一個新的階段
[00:09:44.000 --> 00:09:46.000]  或許原來你未將舊階段的東西
[00:09:46.000 --> 00:09:48.000]  放下,原來很難
[00:09:48.000 --> 00:09:50.000]  去進入一個新的階段,去拾取
[00:09:50.000 --> 00:09:52.000]  新的階段裏面的東西
[00:09:52.000 --> 00:09:54.000]  這個都是很重要,舉個例子
[00:09:54.000 --> 00:09:56.000]  我認識一個朋友,他已經結婚
[00:09:56.000 --> 00:09:58.000]  不過他老婆經常跟我說
[00:09:58.000 --> 00:10:00.000]  他在家裏經常好像兒子一樣
[00:10:00.000 --> 00:10:02.000]  你明白我的意思?因為他裏面
[00:10:02.000 --> 00:10:04.000]  仍然帶著一種做兒子的心態
[00:10:04.000 --> 00:10:06.000]  跟他老婆一起相處
[00:10:06.000 --> 00:10:08.000]  即是甚麼?做兒子即是甚麼?
[00:10:08.000 --> 00:10:10.000]  即是不用衣服,不煮飯
[00:10:10.000 --> 00:10:12.000]  你明白我的意思?即是被照顧
[00:10:12.000 --> 00:10:14.000]  大石,是不是這樣?大石
[00:10:14.000 --> 00:10:16.000]  大石,不是,我知道不是
[00:10:16.000 --> 00:10:18.000]  我想告訴你,每一個人
[00:10:18.000 --> 00:10:20.000]  進入一個新的階段
[00:10:20.000 --> 00:10:26.000]  你總是會將舊階段的特質、特徵帶了下去
[00:10:26.000 --> 00:10:28.000]  這件事阻礙著我們
[00:10:28.000 --> 00:10:30.000]  這本書帶給我們一個很好的意識
[00:10:30.000 --> 00:10:32.000]  作為信徒,同樣告訴你
[00:10:32.000 --> 00:10:34.000]  原來有很多不同的信仰階段
[00:10:34.000 --> 00:10:36.000]  過去你有初信
[00:10:36.000 --> 00:10:38.000]  甚或在舊會裏面經歷了一個很長的時間
[00:10:38.000 --> 00:10:40.000]  甚或知道中間裏面
[00:10:40.000 --> 00:10:42.000]  我看下去,有不少人是有侍奉崗位
[00:10:42.000 --> 00:10:44.000]  甚或作為中間
[00:10:44.000 --> 00:10:46.000]  有很多導師
[00:10:46.000 --> 00:10:48.000]  甚或中間有幾個傳道人
[00:10:48.000 --> 00:10:50.000]  甚或今日講道的牧師
[00:10:50.000 --> 00:10:52.000]  我們在一個新的階段裏面
[00:10:52.000 --> 00:10:54.000]  原來不同的階段,如果我們不能夠放手
[00:10:54.000 --> 00:10:56.000]  或者不知道上一個階段裏面
[00:10:56.000 --> 00:10:58.000]  帶來給我們的特質
[00:10:58.000 --> 00:11:00.000]  要去放下它的話
[00:11:00.000 --> 00:11:02.000]  我們是很難,是不容易地去掌握新的階段
[00:11:02.000 --> 00:11:04.000]  當然後面那兩個,第三第四
[00:11:04.000 --> 00:11:06.000]  就是在說,當你在一個階段裏面
[00:11:06.000 --> 00:11:08.000]  中期期你會發現,原來我不是一個CEO
[00:11:08.000 --> 00:11:10.000]  原來我不再是這樣
[00:11:10.000 --> 00:11:12.000]  那你就開始醒覺,幻滅了
[00:11:12.000 --> 00:11:14.000]  然後就立即失去方向
[00:11:14.000 --> 00:11:18.000]  不知道,這是在過渡期裏面的第一個點
[00:11:18.000 --> 00:11:20.000]  還有中性區,還有一個新開始的階段
[00:11:20.000 --> 00:11:22.000]  之後再說,你想有一本書看
[00:11:22.000 --> 00:11:24.000]  就自己去買,好看的
[00:11:24.000 --> 00:11:26.000]  今天講這些
[00:11:26.000 --> 00:11:28.000]  今天《亂經文》
[00:11:28.000 --> 00:11:30.000]  有些人
[00:11:30.000 --> 00:11:32.000]  他同樣地
[00:11:32.000 --> 00:11:34.000]  持守著上一個階段
[00:11:34.000 --> 00:11:36.000]  他認為很重要的東西
[00:11:36.000 --> 00:11:38.000]  當耶穌去到他面前
[00:11:38.000 --> 00:11:40.000]  這班人完全
[00:11:40.000 --> 00:11:42.000]  不知道他是誰
[00:11:42.000 --> 00:11:44.000]  第二,他用一個舊的觀念
[00:11:44.000 --> 00:11:46.000]  去批評在他眼前的耶穌
[00:11:46.000 --> 00:11:48.000]  所以耶穌說了兩個比喻
[00:11:48.000 --> 00:11:50.000]  告訴他
[00:11:50.000 --> 00:11:52.000]  新時代已經展開了
[00:11:52.000 --> 00:11:54.000]  如果你帶著舊的觀念去理解
[00:11:54.000 --> 00:11:56.000]  新時代,理解福音的話
[00:11:56.000 --> 00:11:58.000]  或許你的生命
[00:11:58.000 --> 00:12:00.000]  是展現不了屬於上帝的生命
[00:12:00.000 --> 00:12:02.000]  今天我們就嘗試和這段經文裏面
[00:12:02.000 --> 00:12:04.000]  一段耳熟能詳的經文
[00:12:04.000 --> 00:12:06.000]  其實講到最怕講這些
[00:12:06.000 --> 00:12:08.000]  每個人都懂,是吧?
[00:12:08.000 --> 00:12:10.000]  當我講這段經文的時候
[00:12:10.000 --> 00:12:12.000]  都帶給我自己有新的意識
[00:12:12.000 --> 00:12:14.000]  特別是在信仰成長裏面
[00:12:14.000 --> 00:12:16.000]  拍我這段經文同樣地都是你生命裏面一個很大的意識
[00:12:16.000 --> 00:12:18.000]  一起讀下去,好嗎?
[00:12:18.000 --> 00:12:20.000]  不是很長,18節,而將我的福音
[00:12:20.000 --> 00:12:22.000]  節到22節,好,請
[00:12:22.000 --> 00:12:24.000]  (廣東話)
[00:12:24.000 --> 00:12:26.000]  (廣東話)
[00:12:26.000 --> 00:12:28.000]  (廣東話)
[00:12:28.000 --> 00:12:42.000]  我們要學會不同國家的教育的不同方式,以及不同國家的方式,即使不受愛,也要對教育處,生活和觀看教育的事情,分享自己的方式。
[00:12:42.000 --> 00:12:56.000]  只要生活和教育在一起,不用分開去分析,單是一種相當的理解就不是教育就要分析的,每個人的身體和工作都有相同的方向。
[00:12:56.000 --> 00:13:15.000]  (廣東話)
[00:13:15.000 --> 00:13:37.000]  (廣東話)
[00:13:37.000 --> 00:13:56.000]  我們同心禱告,親愛的,最多謝你,求你藉著這段經文重新提醒我們,我們常常要帶著一種新的期待,或許耶穌已經來了,甚至已經升天,
[00:13:56.000 --> 00:14:12.000]  但同樣你藉聖靈告訴我們,我們的生命每天都要更新,每天都要被改變,我們更新改變的目的不是為了這個世界,或不是為了別人,更重要的是我們的內心,我們的真實,我們的信仰,我們的生命的本相更加要像你。
[00:14:12.000 --> 00:14:22.000]  當我們能夠有這個內在的轉變,我相信這個世界,這個社會,透過我們的見證都會被轉變。你幫助我們,祝福我們每一個。禱告,馮主名求。
[00:14:22.000 --> 00:14:49.000]  這段經文講述馬福音,我不知道你對馬福音有多大的認識,或你知不知道馬福音是怎樣理解的。這段經文我想先講出一件很重要的事,馬福音在聖經研究中告訴我們,他有很多的經文都告訴我們耶穌在人性層面上很細膩地描繪了他,包括耶穌的掙扎,耶穌的怒氣,耶穌在神面前,在十字架底下的困難。
[00:14:49.000 --> 00:15:07.000]  馬福音記載了神的另一個層面。不過今天講的馬福音,一方面他在講耶穌是一個很有人性的人子,但當然馬福音不只是講耶穌是一個人性人子這麼簡單,如果你留心看的話你就會知道,然後馬福音更加強調是耶穌的神性。
[00:15:07.000 --> 00:15:34.000]  為什麼這樣講呢?因為在馬福音裡面有很多的經文都要指出一件很重要的事,就是耶穌擁有權能,擁有權柄,所以你會看到從第二章開始,耶穌就開始行神蹟騎士,你會發現其他經卷,另外的三卷方書不是這樣的,很明確的,第二章就開始了,今天是讀第二章,很明確的,今天經文裡面再前兩個故事,已經開始行神蹟騎士了,甚至乎有人去投訴他。
[00:15:34.000 --> 00:15:48.000]  不過我想告訴你,不論這段經文究竟是在講關於耶穌是很有人性也好,或者他指出耶穌是很有神性的,是神的兒子,其實有研究告訴你,其實都是指向馬福音第一章第一節,這是很重要的說話。
[00:15:48.000 --> 00:16:16.000]  這個說話講什麼呢?如果你看聖經你就知道了,上帝的兒子耶穌基督福音的起頭,原來馬福音的第一章第二節開始到最後十六章最後一節,其實都是指向這一節經文的,將裡面所有的內容要用讀聖經的人知道,當你讀完十六章之後,你就會發現,原來耶穌真是上帝的兒子,他真是舊約所講的尼塞亞,他真是Messiah,他就是拯救世人的救世主。
[00:16:16.000 --> 00:16:33.000]  當然我們讀的時候希望有一種想法,所以今天這段經文同樣地耶穌都揭示了他自己的生命,揭示了他自己的身份,當然那些敵對的宗教領袖完全不明白耶穌所講的話。
