
[00:00:00.000 --> 00:00:05.000]  我們一起祈禱,預備我們的心來聽神的話
[00:03:04.000 --> 00:03:08.000]  從始至終,若不洗淨,也不吃飯
[00:03:08.000 --> 00:03:12.000]  他們就屈守好些別的規矩
[00:03:12.000 --> 00:03:16.000]  譬如洗杯、罐、銅器、床鋪等
[00:03:16.000 --> 00:03:19.000]  法利賽人和文士問他說
[00:03:19.000 --> 00:03:23.000]  你的門徒為什麼不照古人的傳統
[00:03:23.000 --> 00:03:26.000]  竟然用不潔淨的手吃飯呢?
[00:03:26.000 --> 00:03:28.000]  耶穌對他們說
[00:03:28.000 --> 00:03:34.000]  以塞亞指著你們假冒為善的人所預言的說得好
[00:03:34.000 --> 00:03:40.000]  竟然用嘴唇尊敬我
[00:03:40.000 --> 00:03:43.000]  他們的心卻遠離我
[00:03:43.000 --> 00:03:48.000]  他們把人的規條當作教義、教導人
[00:03:48.000 --> 00:03:51.000]  他們敬拜我也是枉然
[00:03:51.000 --> 00:03:56.000]  你們是離棄神的誡命,屈守人的傳統
[00:03:56.000 --> 00:04:01.000]  耶穌又說你們承認是廢棄神的誡命
[00:04:01.000 --> 00:04:03.000]  為要守自己的傳統
[00:04:03.000 --> 00:04:06.000]  摩西說當孝敬父母
[00:04:06.000 --> 00:04:10.000]  又說就罵父母的必須處死
[00:04:10.000 --> 00:04:13.000]  你們倒說人若對父母說
[00:04:13.000 --> 00:04:17.000]  我所當供奉你的已經作了國義板
[00:04:17.000 --> 00:04:21.000]  國義板就是奉獻的意思
[00:04:21.000 --> 00:04:24.000]  你們就容許他不再奉養父母
[00:04:24.000 --> 00:04:30.000]  這就是你們藉著繼承傳統廢了神的話
[00:04:30.000 --> 00:04:33.000]  你們還做許多這樣的事
[00:04:33.000 --> 00:04:37.000]  耶穌又叫眾人來對他們說
[00:04:37.000 --> 00:04:41.000]  你們都要聽我的話也要明白
[00:04:41.000 --> 00:04:44.000]  從外面進去的不能玷污人
[00:04:44.000 --> 00:04:48.000]  唯有從裡面出來的才玷污人
[00:04:48.000 --> 00:04:51.000]  耶穌離開眾人進了屋子
[00:04:51.000 --> 00:04:55.000]  門徒就問他這比喻的意思
[00:04:55.000 --> 00:04:57.000]  耶穌對他們說
[00:04:57.000 --> 00:05:00.000]  你們也是這樣不明白嗎
[00:05:00.000 --> 00:05:02.000]  難道你們不了解
[00:05:02.000 --> 00:05:07.000]  凡從外面進去的不能玷污人嗎
[00:05:07.000 --> 00:05:10.000]  因為不是進入你的心
[00:05:10.000 --> 00:05:15.000]  而是進入他的肚子又排入廁所
[00:05:15.000 --> 00:05:19.000]  這時說各樣的食物都是潔淨的
[00:05:19.000 --> 00:05:24.000]  耶穌又說從人裡面出來的那才玷污人
[00:05:24.000 --> 00:05:28.000]  因為從人心裡發出的惡念
[00:05:28.000 --> 00:05:40.000]  如淫亂、偷渡、兇殺、姦淫、貪婪、邪惡、詭詐、淫蕩、嫉妒、誹謗、驕傲、狂妄
[00:05:40.000 --> 00:05:44.000]  這一切的惡都是從裡面出來的
[00:05:44.000 --> 00:05:47.000]  且能玷污人
[00:05:47.000 --> 00:05:50.000]  當我讀這段經文的時候
[00:05:50.000 --> 00:05:53.000]  有兩句話很觸動我的
[00:05:53.000 --> 00:06:01.000]  第一句是七章第七節
[00:06:01.000 --> 00:06:04.000]  耶穌引用以後才說
[00:06:04.000 --> 00:06:07.000]  去責備那些宗教領袖
[00:06:07.000 --> 00:06:10.000]  說他們敬拜上帝
[00:06:10.000 --> 00:06:12.000]  也是枉然
[00:06:12.000 --> 00:06:14.000]  枉然的意思就是沒有益處
[00:06:14.000 --> 00:06:16.000]  沒有結果
[00:06:16.000 --> 00:06:18.000]  信仰上帝
[00:06:18.000 --> 00:06:20.000]  擺上敬虔的追求
[00:06:20.000 --> 00:06:23.000]  到頭來沒有益處、沒有結果
[00:06:23.000 --> 00:06:25.000]  真是很可悲
[00:06:25.000 --> 00:06:28.000]  我不想自己是這樣
[00:06:28.000 --> 00:06:30.000]  第二句是第十八節
[00:06:30.000 --> 00:06:32.000]  耶穌對門徒說
[00:06:32.000 --> 00:06:36.000]  你們也是這樣不明白嗎?
[00:06:36.000 --> 00:06:40.000]  不明白的意思就是遲鈍、迂迴、無知
[00:06:40.000 --> 00:06:42.000]  被耶穌這樣說
[00:06:42.000 --> 00:06:44.000]  真是很羞愧
[00:06:44.000 --> 00:06:49.000]  我也不想自己對信仰的認識是這樣的
[00:06:49.000 --> 00:06:53.000]  所以我很想來一次清清楚楚的明瞭
[00:06:53.000 --> 00:06:56.000]  主所喜悅的真實信仰是什麼
[00:06:56.000 --> 00:06:58.000]  使我自己所信的
[00:06:58.000 --> 00:07:00.000]  是沒有落空
[00:07:00.000 --> 00:07:04.000]  也不要做一個遲鈍、迂迴、無知的基督徒
[00:07:04.000 --> 00:07:06.000]  在馬克福音
[00:07:06.000 --> 00:07:08.000]  從第一章開始
[00:07:08.000 --> 00:07:11.000]  就記載主所做的一件一件事蹟
[00:07:11.000 --> 00:07:13.000]  主耶穌做過什麼?
[00:07:13.000 --> 00:07:17.000]  醫病、趕鬼、行神蹟
[00:07:17.000 --> 00:07:19.000]  就是使風浪平靜
[00:07:19.000 --> 00:07:21.000]  叫死人復活
[00:07:21.000 --> 00:07:25.000]  耶穌也用比喻去教訓人許多道理
[00:07:25.000 --> 00:07:27.000]  耶穌有呼召門徒跟隨祂
[00:07:27.000 --> 00:07:30.000]  訓練他們出去傳道
[00:07:30.000 --> 00:07:32.000]  所以主耶穌廣受歡迎
[00:07:32.000 --> 00:07:33.000]  主耶穌去到哪裡
[00:07:33.000 --> 00:07:36.000]  人群就湧到哪裡
[00:07:36.000 --> 00:07:38.000]  馬克福音的講道系列
[00:07:38.000 --> 00:07:40.000]  講道第七章
[00:07:40.000 --> 00:07:45.000]  耶穌已經顯示祂是猶太人的救主尼塞亞
[00:07:45.000 --> 00:07:52.000]  其實耶穌應該是受到宗教領袖的歡迎才對
[00:07:52.000 --> 00:07:56.000]  但是我們看聖經覺得很奇怪
[00:07:56.000 --> 00:08:00.000]  那些最應該支持和歡迎耶穌的人
[00:08:00.000 --> 00:08:05.000]  反而對耶穌懷有最強烈的敵意
[00:08:05.000 --> 00:08:07.000]  那些宗教領袖
[00:08:07.000 --> 00:08:10.000]  就是這樣對耶穌懷有強烈的敵意
[00:08:10.000 --> 00:08:14.000]  因為猶太宗教的規條
[00:08:14.000 --> 00:08:20.000]  和耶穌基督的教導無法相容
[00:08:20.000 --> 00:08:22.000]  在第七章的開始
[00:08:22.000 --> 00:08:24.000]  剛才我們所讀的經文
[00:08:24.000 --> 00:08:28.000]  是記載在加利利海邊的一個叫做
[00:08:28.000 --> 00:08:31.000]  格尼撒勒的小地方發生的一件事
[00:08:31.000 --> 00:08:34.000]  他們遇上一個麻煩的事
[00:08:34.000 --> 00:08:38.000]  就是在猶太禮儀上的問題
[00:08:38.000 --> 00:08:42.000]  就是吃飯之前應不應該洗手
[00:08:42.000 --> 00:08:44.000]  在這件事裡
[00:08:44.000 --> 00:08:50.000]  我們可以看到猶太宗教和基督信仰的衝突的癥結
[00:08:50.000 --> 00:08:53.000]  在這件事發生之前
[00:08:53.000 --> 00:08:57.000]  在加利利的地方上的法尼塞人
[00:08:57.000 --> 00:09:04.000]  曾經為耶穌和罪人吃飯
[00:09:04.000 --> 00:09:08.000]  還有耶穌的門徒不禁食
[00:09:08.000 --> 00:09:12.000]  不守安息日的傳統
[00:09:12.000 --> 00:09:17.000]  這些法尼塞人向耶穌表達過嚴重的不滿和敵意
[00:09:17.000 --> 00:09:20.000]  在馬科音第一章二十二節
[00:09:20.000 --> 00:09:22.000]  也提到那些文士
[00:09:22.000 --> 00:09:26.000]  他們的教導不及耶穌的權威
[00:09:26.000 --> 00:09:30.000]  文士對耶穌也有很多不滿和質疑
[00:09:30.000 --> 00:09:34.000]  甚至從耶路撒冷去的文士
[00:09:34.000 --> 00:09:41.000]  還把耶穌的權能說是出自鬼王別西卜
[00:09:41.000 --> 00:09:47.000]  在馬科音七章一至二節
[00:09:47.000 --> 00:09:51.000]  裡面有兩個過去式的分詞
[00:09:51.000 --> 00:09:55.000]  就是「來」和「看見」
[00:09:55.000 --> 00:09:58.000]  在第七章又再一次提到
[00:09:58.000 --> 00:10:02.000]  從耶路撒冷來的法尼塞人和文士
[00:10:02.000 --> 00:10:05.000]  這兩群猶太宗教的領袖
[00:10:05.000 --> 00:10:13.000]  要對耶穌的舉止和教導進行一次緊密的調查和監控
[00:10:13.000 --> 00:10:16.000]  他們看到耶穌的門徒
[00:10:16.000 --> 00:10:19.000]  做了違反古人遺傳的事
[00:10:19.000 --> 00:10:23.000]  就是用不潔淨的手吃飯
[00:10:23.000 --> 00:10:25.000]  就是不照古人的遺傳
[00:10:25.000 --> 00:10:28.000]  是違反了古人的傳統
[00:10:28.000 --> 00:10:30.000]  為什麼呢?
[00:10:30.000 --> 00:10:33.000]  難道以前也有防感染措施?
[00:10:33.000 --> 00:10:37.000]  要洗手去切斷病菌感染?
[00:10:37.000 --> 00:10:39.000]  不是
[00:10:39.000 --> 00:10:42.000]  在經明的第二節之後
[00:10:42.000 --> 00:10:46.000]  原文有「因為」的連接詞
[00:10:46.000 --> 00:10:49.000]  帶出第三節和第四節
[00:10:49.000 --> 00:10:54.000]  可以用來解釋為什麼宗教領袖要指責耶穌的門徒
[00:10:54.000 --> 00:10:58.000]  不洗手吃飯的理由
[00:10:58.000 --> 00:11:04.000]  法尼塞人指責
[00:11:04.000 --> 00:11:08.000]  或者是法尼塞人和所有猶太人
[00:11:08.000 --> 00:11:10.000]  他們都拘守古人的遺傳
[00:11:10.000 --> 00:11:14.000]  於是他們就指責耶穌的門徒
[00:11:14.000 --> 00:11:17.000]  吃飯之前不洗手
[00:11:17.000 --> 00:11:21.000]  其實古人的遺傳是怎麼來的呢?
[00:11:21.000 --> 00:11:24.000]  在舊約的時候
[00:11:24.000 --> 00:11:28.000]  只有亞倫和他的兒子
[00:11:28.000 --> 00:11:30.000]  即是祭司
[00:11:30.000 --> 00:11:32.000]  在進入會幕宮積
[00:11:32.000 --> 00:11:34.000]  給耶和華獻祭之前
[00:11:34.000 --> 00:11:36.000]  必須要洗手
[00:11:36.000 --> 00:11:38.000]  洗腳和洗身
[00:11:38.000 --> 00:11:40.000]  還有
[00:11:40.000 --> 00:11:42.000]  這些祭司當中
[00:11:42.000 --> 00:11:44.000]  凡是觸摸了不潔
[00:11:44.000 --> 00:11:46.000]  或者患有漏症的人
[00:11:46.000 --> 00:11:48.000]  他們就要用水洗身
[00:11:48.000 --> 00:11:50.000]  可見
[00:11:50.000 --> 00:11:52.000]  在舊約的時候
[00:11:52.000 --> 00:11:55.000]  洗手等等的潔淨禮儀
[00:11:55.000 --> 00:12:00.000]  最早是與祭司分別為性有關
[00:12:00.000 --> 00:12:04.000]  不是與除污去垢有關
[00:12:04.000 --> 00:12:06.000]  到主前第二世紀
[00:12:06.000 --> 00:12:08.000]  很多猶太人
[00:12:08.000 --> 00:12:12.000]  自動加入原先只是給祭司
[00:12:12.000 --> 00:12:15.000]  這種潔淨的習慣
[00:12:15.000 --> 00:12:18.000]  他們每天清晨起來就洗手
[00:12:18.000 --> 00:12:20.000]  到了第三世紀的時候
[00:12:20.000 --> 00:12:22.000]  猶太人如果不洗手吃飯
[00:12:22.000 --> 00:12:24.000]  就會被嚴重定罪
[00:12:24.000 --> 00:12:26.000]  到了耶穌的時代
[00:12:26.000 --> 00:12:28.000]  這些要求
[00:12:28.000 --> 00:12:30.000]  可能已經很普遍了
[00:12:30.000 --> 00:12:34.000]  因為猶太人將一般人吃飯的事件
[00:12:34.000 --> 00:12:38.000]  看為與祭司吃飯的規矩一樣
[00:12:38.000 --> 00:12:40.000]  祭司吃飯的時候
[00:12:40.000 --> 00:12:43.000]  應該要遵守洗手的規條
[00:12:43.000 --> 00:12:46.000]  平民百姓也應該要遵守
[00:12:46.000 --> 00:12:51.000]  這就是與分別為性的潔淨禮儀有關
[00:12:51.000 --> 00:12:54.000]  在七章第四節說
[00:12:54.000 --> 00:12:57.000]  他們要遵守很多別的規矩
[00:12:57.000 --> 00:13:00.000]  例如洗杯、灌、銅器、床鋪等
[00:13:00.000 --> 00:13:03.000]  表示猶太人的潔淨規矩
[00:13:03.000 --> 00:13:07.000]  還要延伸到日常生活的每一個層面
[00:13:07.000 --> 00:13:11.000]  都要全心展現對上帝和律法的忠心
[00:13:11.000 --> 00:13:13.000]  法利塞人和猶太人
[00:13:13.000 --> 00:13:16.000]  要達成這些規矩
[00:13:16.000 --> 00:13:19.000]  以色列人要歸上帝為祭司的角度
[00:13:19.000 --> 00:13:23.000]  是聖潔國民的命令
[00:13:23.000 --> 00:13:26.000]  但這些想法和規定
[00:13:26.000 --> 00:13:31.000]  是來自古人的傳統
[00:13:31.000 --> 00:13:34.000]  古人的傳統是指口述的傳統
[00:13:34.000 --> 00:13:36.000]  這種口述的傳統
[00:13:36.000 --> 00:13:41.000]  是指摩西律法的口頭解釋
[00:13:41.000 --> 00:13:45.000]  在公元第二世紀末的時候
[00:13:45.000 --> 00:13:51.000]  猶太人將很多口頭的傳統
[00:13:51.000 --> 00:13:58.000]  編寫成一本書叫做《米事拿》
[00:13:58.000 --> 00:14:04.000]  裡面放滿了很多口述的傳統
[00:14:04.000 --> 00:14:10.000]  放在了《米事拿》的集中
[00:14:10.000 --> 00:14:13.000]  對於法利塞人來說
[00:14:13.000 --> 00:14:18.000]  這些口述的傳統的約束力
[00:14:18.000 --> 00:14:21.000]  是和摩西的律法一樣
[00:14:21.000 --> 00:14:24.000]  而在經文裡面
[00:14:24.000 --> 00:14:29.000]  這一次法利塞人注意到
[00:14:29.000 --> 00:14:31.000]  在吃飯之前
[00:14:31.000 --> 00:14:33.000]  耶穌的門徒沒有洗手
[00:14:33.000 --> 00:14:36.000]  違背了古人的遺傳
[00:14:36.000 --> 00:14:38.000]  這對我們今天來說
[00:14:38.000 --> 00:14:41.000]  是很難想像的重要性
[00:14:41.000 --> 00:14:44.000]  但是對於猶太人
[00:14:44.000 --> 00:14:46.000]  他們對飲食的戒律
[00:14:46.000 --> 00:14:48.000]  原來他們是
[00:14:48.000 --> 00:14:51.000]  因為這些一代一代的古人的遺傳
[00:14:51.000 --> 00:14:52.000]  這樣的教導
[00:14:52.000 --> 00:14:55.000]  使他們在食物的戒律上
[00:14:55.000 --> 00:14:58.000]  寧死也不能違背
[00:14:58.000 --> 00:15:04.000]  話說在以色列被希臘征服之後
[00:15:04.000 --> 00:15:11.000]  在安提亞庫爾比尼凡統治的時代
[00:15:11.000 --> 00:15:14.000]  發生了一件可怕的事
[00:15:14.000 --> 00:15:15.000]  我們看到
[00:15:15.000 --> 00:15:19.000]  猶太教他們是禁食豬肉的
[00:15:19.000 --> 00:15:22.000]  認為吃豬肉是不潔的
[00:15:22.000 --> 00:15:26.000]  有七個猶太的兄弟
[00:15:26.000 --> 00:15:37.000]  他們不僅被希臘政府強迫吃豬肉
[00:15:37.000 --> 00:15:44.000]  他們連老的母親也被迫看著他們吃豬肉
[00:15:44.000 --> 00:15:47.000]  這七個兄弟拒絕不吃
[00:15:47.000 --> 00:15:51.000]  一個一個被折磨至死
[00:15:51.000 --> 00:15:52.000]  在全程中
[00:15:52.000 --> 00:15:57.000]  這個母親很用力的鼓勵這七個兒子
[00:15:57.000 --> 00:16:01.000]  寧死也不能違反這個戒律
[00:16:01.000 --> 00:16:02.000]  所以對猶太人來說
[00:16:02.000 --> 00:16:08.000]  飲食戒律是這麼嚴肅的
[00:16:08.000 --> 00:16:11.000]  猶太教的律法
[00:16:11.000 --> 00:16:12.000]  基本的條例
[00:16:12.000 --> 00:16:15.000]  其實是來自神的道
[00:16:15.000 --> 00:16:17.000]  即是聖經
[00:16:17.000 --> 00:16:18.000]  但他們在聖經之外
[00:16:18.000 --> 00:16:21.000]  增添了很多律例規條
[00:16:21.000 --> 00:16:24.000]  其實也不是神的道
[00:16:24.000 --> 00:16:28.000]  但他們又視為與聖經同等的重要
[00:16:28.000 --> 00:16:32.000]  猶太宗教的傳統問題就是
[00:16:32.000 --> 00:16:34.000]  越來越多的規條
[00:16:34.000 --> 00:16:37.000]  而且漸漸變為不可以變動
[00:16:37.000 --> 00:16:39.000]  是無比的重要
[00:16:39.000 --> 00:16:45.000]  也成為測試敬虔與否的標準
[00:16:45.000 --> 00:16:47.000]  其實猶太人這些古人的遺傳
[00:16:47.000 --> 00:16:50.000]  有很多很繁瑣
[00:16:50.000 --> 00:16:52.000]  以致很多時候
[00:16:52.000 --> 00:16:57.000]  這些繁瑣的古人遺傳的規條
[00:16:57.000 --> 00:16:59.000]  只是治癒到周邊的事物
[00:16:59.000 --> 00:17:04.000]  而沒有達到律法真正的本意
[00:17:04.000 --> 00:17:08.000]  在馬可福音七章第五節
[00:17:08.000 --> 00:17:11.000]  對於有人來對耶穌說
[00:17:11.000 --> 00:17:18.000]  你的門徒為甚麼吃飯之前不洗手呢
[00:17:18.000 --> 00:17:24.000]  表面上那些人是指責耶穌的門徒不合傳統
[00:17:24.000 --> 00:17:29.000]  但其實耶穌知道真正的矛頭是指向他
[00:17:29.000 --> 00:17:34.000]  所以耶穌使用法利塞人也很尊重的
[00:17:34.000 --> 00:17:36.000]  先知以賽亞的話
[00:17:36.000 --> 00:17:38.000]  七章第六節
[00:17:38.000 --> 00:17:40.000]  以賽亞書二十九章十三節
[00:17:40.000 --> 00:17:44.000]  來反駁這些人
[00:17:44.000 --> 00:17:47.000]  耶穌為了跟隨他的門徒
[00:17:47.000 --> 00:17:54.000]  去奠定一個不必遵守猶太傳統的基本理由和依據
[00:17:54.000 --> 00:18:00.000]  在七章六節八節說甚麼呢
[00:18:00.000 --> 00:18:02.000]  我們一起讀
[00:18:02.000 --> 00:18:04.000]  耶穌對他們說
[00:18:04.000 --> 00:18:07.000]  以賽亞指著你們假冒為善的人
[00:18:07.000 --> 00:18:10.000]  所預言的說得好
[00:18:10.000 --> 00:18:12.000]  如經上所記
[00:18:12.000 --> 00:18:14.000]  這百姓用嘴唇尊敬我
[00:18:14.000 --> 00:18:17.000]  他們的心卻遠離我
[00:18:17.000 --> 00:18:21.000]  他們把人的規條當作教義教導人
[00:18:21.000 --> 00:18:24.000]  他們拜我也是枉言
[00:18:24.000 --> 00:18:26.000]  你們是利器神的誡命
[00:18:26.000 --> 00:18:30.000]  驅守人的傳統
[00:18:30.000 --> 00:18:32.000]  耶穌在七章第六節說
[00:18:32.000 --> 00:18:35.000]  以賽亞所預言的說得好
[00:18:35.000 --> 00:18:38.000]  說得好即是說得對
[00:18:38.000 --> 00:18:43.000]  耶穌用的是一個帶有諷刺意味的副詞
[00:18:43.000 --> 00:18:47.000]  假冒為善原文是指演戲者
[00:18:47.000 --> 00:18:49.000]  演員
[00:18:49.000 --> 00:18:53.000]  他們的宗教虔誠是枉言的
[00:18:53.000 --> 00:18:55.000]  意思是沒有益處
[00:18:55.000 --> 00:18:57.000]  沒有結果
[00:18:57.000 --> 00:19:04.000]  耶穌用以賽亞書回答這些來投訴的人
[00:19:04.000 --> 00:19:06.000]  是很嚴厲的
[00:19:06.000 --> 00:19:09.000]  耶穌所說的一點也沒有錯
[00:19:09.000 --> 00:19:15.000]  猶太教的宗教規條和耶穌的教導是不能相容的
[00:19:15.000 --> 00:19:16.000]  首先
[00:19:16.000 --> 00:19:20.000]  這些法利塞人和文士將宗教變成外表的事
[00:19:20.000 --> 00:19:24.000]  與內心無關
[00:19:24.000 --> 00:19:29.000]  他們單單注重外貌和外在的行為
[00:19:29.000 --> 00:19:31.000]  就如以賽亞先知所說
[00:19:31.000 --> 00:19:34.000]  這些百姓用嘴唇尊敬我
[00:19:34.000 --> 00:19:36.000]  心卻遠離我
[00:19:36.000 --> 00:19:41.000]  耶穌說你們只是有口無心
[00:19:41.000 --> 00:19:44.000]  這樣去敬拜上帝
[00:19:44.000 --> 00:19:48.000]  這是一個偽善
[00:19:48.000 --> 00:19:52.000]  是假冒為善
[00:19:52.000 --> 00:19:54.000]  即是在演戲
[00:19:54.000 --> 00:19:57.000]  是沒有內心的實質
[00:19:57.000 --> 00:20:01.000]  而七章第六第七節就等於說
[00:20:01.000 --> 00:20:03.000]  雖然你們外表尊敬神
[00:20:03.000 --> 00:20:05.000]  高唱盛事
[00:20:05.000 --> 00:20:07.000]  禱告又大聲
[00:20:07.000 --> 00:20:11.000]  但你們的心卻是神於千里之外
[00:20:11.000 --> 00:20:14.000]  縱使謹守很多禮儀
[00:20:14.000 --> 00:20:18.000]  外在的宗教行為一樣都不少
[00:20:18.000 --> 00:20:21.000]  但你們內心卻遠離神
[00:20:21.000 --> 00:20:24.000]  這就是假冒為善
[00:20:24.000 --> 00:20:26.000]  在這兩節經文所強調的
[00:20:26.000 --> 00:20:30.000]  就是宗教領袖的虛假虔誠
[00:20:30.000 --> 00:20:33.000]  真正的敬拜是甚麼呢?
[00:20:33.000 --> 00:20:37.000]  是要內外一致誠實的敬拜
[00:20:37.000 --> 00:20:39.000]  用心靈誠實的敬拜
[00:20:39.000 --> 00:20:41.000]  不是有口無心的敬拜
[00:20:41.000 --> 00:20:46.000]  而是要全心全意地愛上帝愛人
[00:20:46.000 --> 00:20:51.000]  這些宗教領袖太過在乎雙手乾不乾淨
[00:20:51.000 --> 00:20:55.000]  他們忘記了心靈需要潔淨
[00:20:55.000 --> 00:20:59.000]  在第八節說
[00:20:59.000 --> 00:21:02.000]  你們利器神的誡命
[00:21:02.000 --> 00:21:04.000]  驅守人的傳統
[00:21:04.000 --> 00:21:06.000]  耶穌繼續對他們責備
[00:21:06.000 --> 00:21:10.000]  因為他們將上帝的誡命忽略了
[00:21:10.000 --> 00:21:14.000]  反倒驅離於人的遺傳
[00:21:14.000 --> 00:21:16.000]  耶穌再一次認為
[00:21:16.000 --> 00:21:18.000]  古人的遺傳
[00:21:18.000 --> 00:21:20.000]  是等於
[00:21:20.000 --> 00:21:23.000]  耶穌不認為
[00:21:23.000 --> 00:21:25.000]  古人的遺傳
[00:21:25.000 --> 00:21:27.000]  是等於上帝舊約中的誡命
[00:21:27.000 --> 00:21:29.000]  反而認為
[00:21:29.000 --> 00:21:33.000]  他們所說的人的規條
[00:21:33.000 --> 00:21:35.000]  人的傳統
[00:21:35.000 --> 00:21:37.000]  就是耶穌認為
[00:21:37.000 --> 00:21:39.000]  不必遵守的
[00:21:39.000 --> 00:21:41.000]  猶太的傳統
[00:21:41.000 --> 00:21:43.000]  基本的理由和依據
[00:21:43.000 --> 00:21:45.000]  不需要遵守
[00:21:45.000 --> 00:21:47.000]  因為不一定要遵守
[00:21:47.000 --> 00:21:51.000]  因為這些是人的規條和傳統
[00:21:51.000 --> 00:21:53.000]  其實傳統
[00:21:53.000 --> 00:21:55.000]  應該是要幫助人
[00:21:55.000 --> 00:21:59.000]  清楚明白上帝的律法
[00:21:59.000 --> 00:22:02.000]  而不是變成律法本身
[00:22:02.000 --> 00:22:06.000]  有些傳統可以幫助我們遵守上帝的誡命
[00:22:06.000 --> 00:22:11.000]  但不能因為傳統而成為律法
[00:22:11.000 --> 00:22:14.000]  而且上帝的律法是永不改變的
[00:22:14.000 --> 00:22:18.000]  不能有所加添或刪減
[00:22:18.000 --> 00:22:23.000]  法利賽人認為自己是熱誠的競權者
[00:22:23.000 --> 00:22:29.000]  結果耶穌卻指責他們的熱誠是枉然的
[00:22:29.000 --> 00:22:33.000]  因為他們錯把人的說話
[00:22:33.000 --> 00:22:35.000]  當作真理去教導人
[00:22:35.000 --> 00:22:37.000]  弟子們
[00:22:37.000 --> 00:22:39.000]  我們可能也覺得
[00:22:39.000 --> 00:22:41.000]  我們自己是一個熱誠的基督徒
[00:22:41.000 --> 00:22:44.000]  但我們的信仰
[00:22:44.000 --> 00:22:47.000]  會不會有很多是基於傳統
[00:22:47.000 --> 00:22:49.000]  而不是聖經呢?
[00:22:49.000 --> 00:22:55.000]  會不會也成為我們
[00:22:55.000 --> 00:22:59.000]  在擺上這麼多競權之後
[00:22:59.000 --> 00:23:01.000]  變成了枉然呢?
[00:23:01.000 --> 00:23:06.000]  我們真的很值得去深深地檢討和思考
[00:23:06.000 --> 00:23:11.000]  我們領受主的批評和指教
[00:23:11.000 --> 00:23:13.000]  我們也要反省
[00:23:13.000 --> 00:23:16.000]  如果我們在星期六的教會敬拜神之前
[00:23:16.000 --> 00:23:21.000]  並不在乎我們內心是否潔淨
[00:23:21.000 --> 00:23:25.000]  是否預備好自己去面對神
[00:23:25.000 --> 00:23:28.000]  只是關心自己穿什麼衣服
[00:23:28.000 --> 00:23:30.000]  安排得很好
[00:23:30.000 --> 00:23:32.000]  待會去喝茶
