
[00:00:00.000 --> 00:00:03.520]  我有一位很好的朋友
[00:02:32.240 --> 00:02:36.240]  更深體會三一神對我們的愛
[00:02:36.240 --> 00:02:38.240]  以及在生命裏的權能
[00:02:38.240 --> 00:02:42.240]  讓我們的生命被你更新轉化
[00:02:42.240 --> 00:02:46.240]  奉教主耶穌基督得聖名字而求,阿們
[00:02:46.240 --> 00:02:51.240]  詩篇第73篇的標題是阿薩的詩
[00:02:51.240 --> 00:02:54.240]  大家知不知道阿薩是誰呢?
[00:02:54.240 --> 00:02:58.240]  阿薩是當時在聖殿裏侍奉神的利美人
[00:02:58.240 --> 00:03:01.240]  他專責的是聖樂敬拜
[00:03:01.240 --> 00:03:04.240]  可能就像我們的Daniel同工一樣
[00:03:04.240 --> 00:03:07.240]  在第一節他很直接地宣告
[00:03:07.240 --> 00:03:11.240]  他說神實在善待以色列
[00:03:11.240 --> 00:03:14.240]  善待那些內心清潔的人
[00:03:14.240 --> 00:03:17.240]  第一節是全首詩的主題
[00:03:17.240 --> 00:03:21.240]  原文一開始就是「實在」這個字
[00:03:21.240 --> 00:03:23.240]  即是說很確定的
[00:03:23.240 --> 00:03:28.240]  詩人很確定地去稱頌厚切恩惠的神
[00:03:28.240 --> 00:03:35.240]  對忠誠純正的子民無可置疑的福氣
[00:03:35.240 --> 00:03:38.240]  所以這句話可以這樣翻譯成
[00:03:38.240 --> 00:03:41.240]  確實神善待以色列
[00:03:41.240 --> 00:03:45.240]  善待那些內心清潔的人
[00:03:45.240 --> 00:03:51.240]  不知道這是不是你的確信呢?
[00:03:51.240 --> 00:03:54.240]  不過這個信念竟然帶給詩人
[00:03:54.240 --> 00:03:58.240]  很大的矛盾和痛苦
[00:03:58.240 --> 00:03:59.240]  為什麼呢?
[00:03:59.240 --> 00:04:03.240]  我們一起看看經文的上半段
[00:04:03.240 --> 00:04:04.240]  我給它一個標題
[00:04:04.240 --> 00:04:09.240]  叫做「因我所見實在的而畫」
[00:04:09.240 --> 00:04:11.240]  有14節
[00:04:11.240 --> 00:04:13.240]  大家跟我輪流讀
[00:04:13.240 --> 00:04:14.240]  我先讀單節
[00:04:14.240 --> 00:04:16.240]  請大家讀雙節
[00:04:16.240 --> 00:04:18.240]  神實在善待以色列
[00:04:18.240 --> 00:04:21.240]  善待那些內心清潔的人
[00:04:21.240 --> 00:04:25.240]  而我的雙腳幾乎半倒
[00:04:25.240 --> 00:04:28.240]  我的腳部險些散裂
[00:04:28.240 --> 00:04:31.240]  這是因為我見人享平安
[00:04:31.240 --> 00:04:34.240]  就妒忌狂傲的人
[00:04:34.240 --> 00:04:37.240]  他們死的時候沒有痛苦
[00:04:37.240 --> 00:04:40.240]  他們的身體也肥壯
[00:04:40.240 --> 00:04:43.240]  他們不像一般人受苦
[00:04:43.240 --> 00:04:46.240]  也不像普通人遭遇災害
[00:04:46.240 --> 00:04:51.240]  所以驕傲像鏈子帶在他們頸上
[00:04:51.240 --> 00:04:55.240]  恐怖像衣裳穿在他們的身上
[00:04:55.240 --> 00:04:59.240]  他們的罪行從麻木的心而出
[00:04:59.240 --> 00:05:02.240]  他們心裡的妄想泛濫
[00:05:02.240 --> 00:05:05.240]  他們懷著惡意譏笑人
[00:05:05.240 --> 00:05:08.240]  態度高傲出言欺壓人
[00:05:08.240 --> 00:05:11.240]  他們的口攻擊上天
[00:05:11.240 --> 00:05:13.240]  他們的舌橫行全地
[00:05:13.240 --> 00:05:17.240]  因此神的子民回歸這裡
[00:05:17.240 --> 00:05:21.240]  滿滿的水被他們飲盡
[00:05:21.240 --> 00:05:24.240]  他們說神怎會知道呢
[00:05:24.240 --> 00:05:27.240]  至高者懂什麼呢
[00:05:27.240 --> 00:05:29.240]  看,這就是惡人
[00:05:29.240 --> 00:05:31.240]  他們常享安逸
[00:05:31.240 --> 00:05:34.240]  財富卻增加
[00:05:34.240 --> 00:05:36.240]  我保持我心純潔
[00:05:36.240 --> 00:05:38.240]  洗手表明清白
[00:05:38.240 --> 00:05:40.240]  實在徒然
[00:05:40.240 --> 00:05:43.240]  因為我整天受傷害
[00:05:43.240 --> 00:05:47.240]  每早晨被懲罰
[00:05:47.240 --> 00:05:49.240]  不知道你在讀的時候
[00:05:49.240 --> 00:05:53.240]  會不會有私人的不平
[00:05:53.240 --> 00:05:55.240]  那種的悲憤
[00:05:55.240 --> 00:05:57.240]  阿薩看到什麼
[00:05:57.240 --> 00:06:01.240]  令他對神的信心幾乎跌倒呢
[00:06:01.240 --> 00:06:03.240]  他所看到的會不會
[00:06:03.240 --> 00:06:07.240]  也成為了你和我的困擾和疑惑呢
[00:06:07.240 --> 00:06:10.240]  他看到三樣東西
[00:06:10.240 --> 00:06:12.240]  就是惡人的際遇
[00:06:12.240 --> 00:06:14.240]  神子民的反應
[00:06:14.240 --> 00:06:17.240]  和他自己的警方
[00:06:17.240 --> 00:06:21.240]  首先他看到那些狂傲的惡人
[00:06:21.240 --> 00:06:23.240]  就是那些不信耶和華
[00:06:23.240 --> 00:06:25.240]  違背神律法的人
[00:06:25.240 --> 00:06:27.240]  竟然大享平安
[00:06:27.240 --> 00:06:31.240]  令他非常非常妒忌和不忿
[00:06:31.240 --> 00:06:34.240]  平安,Shalom這個字
[00:06:34.240 --> 00:06:36.240]  對猶太人來說
[00:06:36.240 --> 00:06:38.240]  是指身心慷慨
[00:06:38.240 --> 00:06:41.240]  人生圓滿的意思
[00:06:41.240 --> 00:06:44.240]  惡人究竟享什麼平安呢
[00:06:44.240 --> 00:06:46.240]  私人看到他們一世好運
[00:06:46.240 --> 00:06:48.240]  無災無難
[00:06:48.240 --> 00:06:50.240]  身體肥胖
[00:06:50.240 --> 00:06:52.240]  我們現在就不喜歡肥胖了
[00:06:52.240 --> 00:06:54.240]  知道是不健康
[00:06:54.240 --> 00:06:57.240]  但那時候肥胖代表什麼呢
[00:06:57.240 --> 00:07:00.240]  有錢人
[00:07:00.240 --> 00:07:01.240]  原來這群人
[00:07:01.240 --> 00:07:02.240]  他們肚滿腸肥
[00:07:02.240 --> 00:07:03.240]  生活無憂
[00:07:03.240 --> 00:07:05.240]  從心所欲
[00:07:05.240 --> 00:07:06.240]  就像現代人
[00:07:06.240 --> 00:07:07.240]  他們事業有成
[00:07:07.240 --> 00:07:08.240]  飛黃騰達
[00:07:08.240 --> 00:07:09.240]  住豪宅
[00:07:09.240 --> 00:07:12.240]  開好車讀名校
[00:07:12.240 --> 00:07:14.240]  私人就以為
[00:07:14.240 --> 00:07:15.240]  他們享福不要緊
[00:07:15.240 --> 00:07:18.240]  最後不得好死了吧
[00:07:18.240 --> 00:07:20.240]  誰知他們竟然
[00:07:20.240 --> 00:07:22.240]  無痛而終
[00:07:22.240 --> 00:07:23.240]  可能睡著睡著
[00:07:23.240 --> 00:07:26.240]  很舒服地走了
[00:07:26.240 --> 00:07:28.240]  順風順水
[00:07:28.240 --> 00:07:29.240]  嬌生慣養
[00:07:29.240 --> 00:07:31.240]  造就了一群什麼人呢
[00:07:31.240 --> 00:07:33.240]  私人看到他們
[00:07:33.240 --> 00:07:35.240]  一群肆無忌憚
[00:07:35.240 --> 00:07:36.240]  哈哈爸爸
[00:07:36.240 --> 00:07:38.240]  喜歡在人面前浪費性命
[00:07:38.240 --> 00:07:40.240]  甚至以踩人
[00:07:40.240 --> 00:07:42.240]  害人為樂
[00:07:42.240 --> 00:07:44.240]  口出狂言
[00:07:44.240 --> 00:07:46.240]  天不怕地不怕
[00:07:46.240 --> 00:07:48.240]  車死人之後還會大聲說
[00:07:48.240 --> 00:07:50.240]  我老爸是李剛
[00:07:50.240 --> 00:07:54.240]  你有本事就告我吧
[00:07:54.240 --> 00:07:56.240]  還記不記得13年前
[00:07:56.240 --> 00:07:59.240]  這個新聞呢
[00:07:59.240 --> 00:08:03.240]  當你身邊有類似的人
[00:08:03.240 --> 00:08:04.240]  或者在新聞
[00:08:04.240 --> 00:08:07.240]  看到類似的人
[00:08:07.240 --> 00:08:09.240]  你會不會都一樣
[00:08:09.240 --> 00:08:12.240]  心懷不平呢
[00:08:12.240 --> 00:08:14.240]  他一次一次的傷害人
[00:08:14.240 --> 00:08:16.240]  傷害我
[00:08:16.240 --> 00:08:18.240]  為什麼他還可以
[00:08:18.240 --> 00:08:22.240]  活得這麼快活呢
[00:08:22.240 --> 00:08:25.240]  不過令私人再痛心的
[00:08:25.240 --> 00:08:27.240]  就是第十節第十一節
[00:08:27.240 --> 00:08:29.240]  他說因此神的子民
[00:08:29.240 --> 00:08:31.240]  回歸這裡
[00:08:31.240 --> 00:08:34.240]  滿滿的水被他們喝盡
[00:08:34.240 --> 00:08:35.240]  他們說
[00:08:35.240 --> 00:08:37.240]  神怎會知道至高者
[00:08:37.240 --> 00:08:40.240]  懂什麼呢
[00:08:40.240 --> 00:08:41.240]  就好像身邊
[00:08:41.240 --> 00:08:44.240]  曾經和你一起信主
[00:08:44.240 --> 00:08:46.240]  一起追求的弟兄姊妹
[00:08:46.240 --> 00:08:48.240]  慢慢離開了神
[00:08:48.240 --> 00:08:50.240]  離開了教會
[00:08:50.240 --> 00:08:52.240]  向著這個世界
[00:08:52.240 --> 00:08:55.240]  越走越遠一樣
[00:08:55.240 --> 00:08:57.240]  更糟的是
[00:08:57.240 --> 00:08:59.240]  私人看到自己的景況
[00:08:59.240 --> 00:09:01.240]  竟然和惡人剛剛相反
[00:09:01.240 --> 00:09:03.240]  他處處的撞板
[00:09:03.240 --> 00:09:05.240]  時時的碰磕
[00:09:05.240 --> 00:09:09.240]  正所謂屋樓偏逢連夜雨
[00:09:09.240 --> 00:09:12.240]  旋遲又遇打頭風
[00:09:12.240 --> 00:09:13.240]  我這麼熱心侍奉神
[00:09:13.240 --> 00:09:15.240]  為什麼越來越多病痛
[00:09:15.240 --> 00:09:17.240]  兒子還失業
[00:09:17.240 --> 00:09:20.240]  孫子又有讀書的障礙
[00:09:20.240 --> 00:09:22.240]  還要面對政局的轉變
[00:09:22.240 --> 00:09:26.240]  親戚朋友走得還走
[00:09:26.240 --> 00:09:28.240]  神實在善待
[00:09:28.240 --> 00:09:30.240]  以色列善待那些清心的人
[00:09:30.240 --> 00:09:32.240]  是不是真的呢
[00:09:32.240 --> 00:09:34.240]  為什麼眼前的現實
[00:09:34.240 --> 00:09:36.240]  就是信神的人受罰
[00:09:36.240 --> 00:09:40.240]  不信的人就得福
[00:09:40.240 --> 00:09:43.240]  難怪亞撒忍不住說
[00:09:43.240 --> 00:09:45.240]  我保持我的心純潔
[00:09:45.240 --> 00:09:47.240]  洗手表明清白
[00:09:47.240 --> 00:09:50.240]  實在徒然
[00:09:50.240 --> 00:09:52.240]  堅守神的律法有什麼用呢
[00:09:52.240 --> 00:09:54.240]  有什麼好處呢
[00:09:54.240 --> 00:09:56.240]  神啊你搞什麼鬼
[00:09:56.240 --> 00:10:00.240]  我究竟是不是跟錯隊呢
[00:10:00.240 --> 00:10:04.240]  頂姐妹
[00:10:04.240 --> 00:10:07.240]  亞撒心裡面的不平疑惑
[00:10:07.240 --> 00:10:11.240]  有沒有曾經在你過去出現過
[00:10:11.240 --> 00:10:13.240]  甚至在你最近
[00:10:13.240 --> 00:10:18.240]  時不時這樣浮起呢
[00:10:18.240 --> 00:10:20.240]  對我來說
[00:10:20.240 --> 00:10:25.240]  這些感受實在一點都不陌生
[00:10:25.240 --> 00:10:27.240]  因為我真的看到
[00:10:27.240 --> 00:10:30.240]  現實的經驗和我們的期望
[00:10:30.240 --> 00:10:33.240]  或者我們的信念
[00:10:33.240 --> 00:10:38.240]  實在真的會出現落差和矛盾
[00:10:38.240 --> 00:10:42.240]  我認識一位正在讀神學的姐妹
[00:10:42.240 --> 00:10:44.240]  一年多前
[00:10:44.240 --> 00:10:46.240]  很愛主的丈夫
[00:10:46.240 --> 00:10:48.240]  也很愛家人的丈夫
[00:10:48.240 --> 00:10:51.240]  癌病離開了世界
[00:10:51.240 --> 00:10:54.240]  之後姐妹發現自己瘦了十幾磅
[00:10:54.240 --> 00:10:57.240]  於是就去照超聲波
[00:10:57.240 --> 00:11:03.240]  發現了有一個5.8厘米大的肝腫瘤
[00:11:03.240 --> 00:11:06.240]  醫生說不排除是肝癌
[00:11:06.240 --> 00:11:11.240]  叫她快點去私家那裡照CT
[00:11:11.240 --> 00:11:14.240]  簡直是晴天霹靂
[00:11:14.240 --> 00:11:17.240]  姐妹很難過
[00:11:17.240 --> 00:11:19.240]  她隨即問神
[00:11:19.240 --> 00:11:23.240]  神啊,你已經接走了我的丈夫
[00:11:23.240 --> 00:11:25.240]  如果你還接走我
[00:11:25.240 --> 00:11:30.240]  女兒以後一個人怎麼辦?
[00:11:30.240 --> 00:11:34.240]  是的,真的很艱難
[00:11:34.240 --> 00:11:37.240]  姐妹的出路在哪裡呢?
[00:11:37.240 --> 00:11:40.240]  私人阿薩又怎樣去面對
[00:11:40.240 --> 00:11:43.240]  她內心這麼實在
[00:11:43.240 --> 00:11:47.240]  這麼沉重的疑惑和衝擊呢?
[00:11:47.240 --> 00:11:50.240]  我們看看下集
[00:11:50.240 --> 00:11:53.240]  第十五節第28節
[00:11:53.240 --> 00:11:55.240]  標題我給它叫做
[00:11:55.240 --> 00:11:59.240]  在你面前實在的轉化
[00:11:59.240 --> 00:12:03.240]  繼續我讀單節,請大家讀雙節
[00:12:03.240 --> 00:12:05.240]  第十五節
[00:12:05.240 --> 00:12:07.240]  如果我說我要這樣說
[00:12:07.240 --> 00:12:11.240]  我就會對你的兒女背信了
[00:12:11.240 --> 00:12:13.240]  我想要明白這事
[00:12:13.240 --> 00:12:16.240]  這對我來說真是苦惱
[00:12:16.240 --> 00:12:20.240]  直到我進入神的聖所
[00:12:20.240 --> 00:12:23.240]  才明白他們的結局
[00:12:23.240 --> 00:12:26.240]  你實在把他們安置在滑地
[00:12:26.240 --> 00:12:29.240]  使他們倒下滅亡
[00:12:29.240 --> 00:12:33.240]  他們轉眼之間變得多麼荒涼
[00:12:33.240 --> 00:12:36.240]  他們完全被驚恐除滅
[00:12:36.240 --> 00:12:39.240]  主啊,人睡醒了怎樣看夢
[00:12:39.240 --> 00:12:43.240]  你醒來也怎樣輕看他們的影像
[00:12:43.240 --> 00:12:48.240]  的確,我心中酸苦,肺腑刺痛
[00:12:48.240 --> 00:12:50.240]  我愚昧無知
[00:12:50.240 --> 00:12:54.240]  在你面前就像生畜一般
[00:12:54.240 --> 00:12:57.240]  但是,我一直跟隨你
[00:12:57.240 --> 00:13:00.240]  你緊握著我的右手
[00:13:00.240 --> 00:13:03.240]  你用你的訓詞來引導我
[00:13:03.240 --> 00:13:08.240]  還要接我到榮耀裡去
[00:13:08.240 --> 00:13:12.240]  除你以外,在天上我還有誰呢?
[00:13:12.240 --> 00:13:16.240]  除你以外,在地上我也無所愛無
[00:13:16.240 --> 00:13:19.240]  我的肉身和我的心腸雖殘
[00:13:19.240 --> 00:13:22.240]  但神是我心中的力量
[00:13:22.240 --> 00:13:25.240]  是我的產業,直到永遠
[00:13:25.240 --> 00:13:26.240]  二十七節
[00:13:26.240 --> 00:13:29.240]  的確,遠離神的人都將滅亡
[00:13:29.240 --> 00:13:33.240]  所有離棄你,不忠誠於你的人
[00:13:33.240 --> 00:13:35.240]  你都滅絕
[00:13:35.240 --> 00:13:38.240]  然而,親近神與我有益
[00:13:38.240 --> 00:13:41.240]  我以主耶和華為我的避難所
[00:13:41.240 --> 00:13:45.240]  為要述說你一切的作為
[00:13:45.240 --> 00:13:50.240]  讀完之後,不知道大家會不會覺得很奇怪
[00:13:50.240 --> 00:13:53.240]  環境沒有改變過
[00:13:53.240 --> 00:13:56.240]  大師人在祈禱裡
[00:13:56.240 --> 00:14:01.240]  他的心境突然之間180度轉變
[00:14:01.240 --> 00:14:05.240]  不知道你們有沒有試過呢?
[00:14:05.240 --> 00:14:09.240]  不知道有沒有人試過呢?
[00:14:09.240 --> 00:14:11.240]  我自己試過
[00:14:11.240 --> 00:14:12.240]  而最近呢
[00:14:12.240 --> 00:14:16.240]  我也經歷過和一個姐妹
[00:14:16.240 --> 00:14:18.240]  一起祈禱的時候
[00:14:18.240 --> 00:14:20.240]  我見證著她
[00:14:20.240 --> 00:14:23.240]  在那個禱告裡
[00:14:23.240 --> 00:14:26.240]  她就轉化了
[00:14:26.240 --> 00:14:28.240]  真的很神奇
[00:14:28.240 --> 00:14:29.240]  我們一起看看
[00:14:29.240 --> 00:14:32.240]  究竟轉捩點在哪裡
[00:14:32.240 --> 00:14:33.240]  第十五節
[00:14:33.240 --> 00:14:34.240]  詩人說
[00:14:34.240 --> 00:14:37.240]  如果我這樣去說
[00:14:37.240 --> 00:14:38.240]  先頭
[00:14:38.240 --> 00:14:42.240]  第一至第十四節的說話
[00:14:42.240 --> 00:14:46.240]  我就會對我的兒女背信
[00:14:46.240 --> 00:14:47.240]  你的兒女
[00:14:47.240 --> 00:14:49.240]  更準確的翻譯就是
[00:14:49.240 --> 00:14:51.240]  這一代的兒女
[00:14:51.240 --> 00:14:53.240]  阿薩他很清楚
[00:14:53.240 --> 00:14:57.240]  他作為一個教會的目者或領袖
[00:14:57.240 --> 00:15:00.240]  如果他將他剛才心底的疑惑抱怨
[00:15:00.240 --> 00:15:03.240]  說出來的話會怎樣呢?
[00:15:03.240 --> 00:15:07.240]  叛倒其他信徒的信心
[00:15:07.240 --> 00:15:11.240]  也在不信任的人面前釋見證
[00:15:11.240 --> 00:15:14.240]  那怎麼辦呢?
[00:15:14.240 --> 00:15:17.240]  他就不隨便去找人說
[00:15:17.240 --> 00:15:21.240]  那是不是等於我們不可以找人說?
[00:15:21.240 --> 00:15:22.240]  你會不會找人說?
[00:15:22.240 --> 00:15:23.240]  當你這麼鬱悶
[00:15:23.240 --> 00:15:24.240]  這麼受苦的時候
[00:15:24.240 --> 00:15:25.240]  當然會
[00:15:25.240 --> 00:15:27.240]  但不是隨便找人說
[00:15:27.240 --> 00:15:30.240]  會找什麼人說?
[00:15:30.240 --> 00:15:32.240]  找一些你知道他
[00:15:32.240 --> 00:15:34.240]  在認識神和對神的信心上
[00:15:34.240 --> 00:15:38.240]  比你堅強的人
[00:15:38.240 --> 00:15:40.240]  邀請他和你一起
[00:15:40.240 --> 00:15:44.240]  去到神的面前
[00:15:44.240 --> 00:15:47.240]  阿薩沒有就此放棄
[00:15:47.240 --> 00:15:49.240]  他也沒有假裝屬靈
[00:15:49.240 --> 00:15:52.240]  假裝敬虔很有信心
[00:15:52.240 --> 00:15:56.240]  他繼續很真誠地面對自己的疑惑
[00:15:56.240 --> 00:15:59.240]  很努力地解開這些矛盾
[00:15:59.240 --> 00:16:00.240]  第十六節
[00:16:00.240 --> 00:16:03.240]  他說我想要明白這件事
[00:16:03.240 --> 00:16:07.240]  不過對我來說實在苦惱
[00:16:07.240 --> 00:16:10.240]  最後他也是徒勞無功
[00:16:10.240 --> 00:16:12.240]  苦無出路
[00:16:12.240 --> 00:16:15.240]  最後怎麼辦?
[00:16:15.240 --> 00:16:18.240]  苦無出路沒有令他離開神
[00:16:18.240 --> 00:16:23.240]  反而驅使他再一次地尋求神
[00:16:23.240 --> 00:16:24.240]  弟兄姊妹
[00:16:24.240 --> 00:16:28.240]  這就是轉化的關鍵
[00:16:28.240 --> 00:16:33.240]  疑惑掙扎沒有令阿薩離開神
[00:16:33.240 --> 00:16:36.240]  反而驅使他尋求神
[00:16:36.240 --> 00:16:38.240]  即使他去到上帝面前
[00:16:38.240 --> 00:16:40.240]  就是將這些的悲憤
[00:16:40.240 --> 00:16:41.240]  這些的不平
[00:16:41.240 --> 00:16:43.240]  這些的疑惑
[00:16:43.240 --> 00:16:46.240]  大吐出來
[00:16:46.240 --> 00:16:47.240]  第十七節
[00:16:47.240 --> 00:16:50.240]  他說直到我進入神的聖所
[00:16:50.240 --> 00:16:54.240]  才明白他們的結局
[00:16:54.240 --> 00:16:56.240]  對以色列人來說
[00:16:56.240 --> 00:17:01.240]  特別對於一個在聖殿裡侍奉的
[00:17:01.240 --> 00:17:04.240]  服侍的人來說
[00:17:04.240 --> 00:17:08.240]  聖殿其實象徵著神的寶座
[00:17:08.240 --> 00:17:10.240]  因為神的約衛
[00:17:10.240 --> 00:17:14.240]  神的寶座就在裡面
[00:17:14.240 --> 00:17:18.240]  當施人來到神的寶座的面前
[00:17:18.240 --> 00:17:20.240]  再一次提醒他
[00:17:20.240 --> 00:17:25.240]  這位的神在人間掌權
[00:17:25.240 --> 00:17:26.240]  進入神的聖所
[00:17:26.240 --> 00:17:29.240]  不單止是進入聖殿這個建築物
[00:17:29.240 --> 00:17:33.240]  最重要的是來到神面前
[00:17:33.240 --> 00:17:35.240]  在你面前這句話
[00:17:35.240 --> 00:17:38.240]  在經文裡出現了三次
[00:17:38.240 --> 00:17:41.240]  來到一位怎樣的神面前
[00:17:41.240 --> 00:17:44.240]  就是一位掌管歷史萬有的神
[00:17:44.240 --> 00:17:49.240]  卻是願意與人親近對話的神
[00:17:49.240 --> 00:17:51.240]  當施人來到神的面前
[00:17:51.240 --> 00:17:54.240]  他的禱文出現了一個很重要的轉變
[00:17:54.240 --> 00:17:57.240]  不知道大家一路讀經文的時候
[00:17:57.240 --> 00:18:02.240]  有沒有留意一些highlight的字呢
[00:18:02.240 --> 00:18:03.240]  在第一段那裡
[00:18:03.240 --> 00:18:07.240]  只有我和他們,即惡人
[00:18:07.240 --> 00:18:10.240]  兩個的代名詞
[00:18:10.240 --> 00:18:13.240]  就好像一段私人自我對話
[00:18:13.240 --> 00:18:15.240]  self-talk一樣
[00:18:15.240 --> 00:18:17.240]  但其實很重要的
[00:18:17.240 --> 00:18:19.240]  因為這個自我對話
[00:18:19.240 --> 00:18:21.240]  其實就是對自己生命一個
[00:18:21.240 --> 00:18:25.240]  很真誠和更深度的反思
[00:18:25.240 --> 00:18:28.240]  不過由第十八節開始
[00:18:28.240 --> 00:18:31.240]  禱文裡多了另一個代名詞
[00:18:31.240 --> 00:18:35.240]  大家清醒一下告訴我是什麼代名詞
[00:18:35.240 --> 00:18:37.240]  代名詞
[00:18:37.240 --> 00:18:39.240]  什麼字?我、你、他,哪個字?
[00:18:39.240 --> 00:18:41.240]  你呀!
[00:18:41.240 --> 00:18:43.240]  出現了很多個你字
[00:18:43.240 --> 00:18:45.240]  你字是指誰?
[00:18:45.240 --> 00:18:47.240]  是神呀!
[00:18:47.240 --> 00:18:50.240]  他是在說神,你呀!
[00:18:50.240 --> 00:18:52.240]  原來你呀!這樣做
[00:18:52.240 --> 00:18:54.240]  原來你這樣說
[00:18:54.240 --> 00:19:00.240]  原來當施人進到神面前
[00:19:00.240 --> 00:19:03.240]  他就開始由那個me time
[00:19:03.240 --> 00:19:05.240]  即是那個self-talk
[00:19:05.240 --> 00:19:09.240]  即是只有我的看法,我的感受,我的掙扎
[00:19:09.240 --> 00:19:12.240]  就轉為一個we time
[00:19:12.240 --> 00:19:15.240]  一個和神相遇的時刻
[00:19:15.240 --> 00:19:17.240]  施人讓神介入他的內心
[00:19:17.240 --> 00:19:19.240]  聽他的掙扎
[00:19:19.240 --> 00:19:22.240]  化解他的疑惑
[00:19:22.240 --> 00:19:24.240]  他就從我怎樣看惡人
[00:19:24.240 --> 00:19:26.240]  我怎樣看自己
[00:19:26.240 --> 00:19:30.240]  轉為神你怎樣去待惡人
[00:19:30.240 --> 00:19:33.240]  你怎樣待我
[00:19:33.240 --> 00:19:37.240]  神的說話和神的作為改變了施人的看法和感受
[00:19:37.240 --> 00:19:43.240]  更加重要,改變了他和神的關係
[00:19:43.240 --> 00:19:46.240]  首先,神讓他對惡人多了一個新的發現
[00:19:46.240 --> 00:19:48.240]  他看到另一個事實
[00:19:48.240 --> 00:19:51.240]  另一個實在
[00:19:51.240 --> 00:19:55.240]  就是神命定惡人會有的結果
[00:19:55.240 --> 00:20:00.240]  和施人所看到的現況剛剛相反
[00:20:00.240 --> 00:20:04.240]  你實在將他們安置在滑地
[00:20:04.240 --> 00:20:09.240]  使他們倒下滅亡
[00:20:09.240 --> 00:20:13.240]  施人看見惡人現在在平安
[00:20:13.240 --> 00:20:15.240]  但是神命定他們最終
[00:20:15.240 --> 00:20:19.240]  你要將他們安置在滑地
[00:20:19.240 --> 00:20:21.240]  什麼叫滑地?
[00:20:21.240 --> 00:20:24.240]  即是你站了下去會怎樣?
[00:20:24.240 --> 00:20:26.240]  一定會滑倒
[00:20:26.240 --> 00:20:29.240]  原來當人不斷犯罪作惡
[00:20:29.240 --> 00:20:31.240]  而沒有後果的時候
[00:20:31.240 --> 00:20:34.240]  就等同站在滑地上
[00:20:34.240 --> 00:20:38.240]  沒有防滑磚
[00:20:38.240 --> 00:20:40.240]  一點都不是平安
[00:20:40.240 --> 00:20:42.240]  而是最高危
[00:20:42.240 --> 00:20:45.240]  一定會滑倒
[00:20:45.240 --> 00:20:47.240]  表面上現在無災無難
[00:20:47.240 --> 00:20:50.240]  原來最終他們倒下滅亡
[00:20:50.240 --> 00:20:53.240]  是一跌不起
[00:20:53.240 --> 00:20:57.240]  現在他們常享安逸財富增加
[00:20:57.240 --> 00:21:00.240]  但是轉眼間他們就會成為荒涼
