
[00:00:00.000 --> 00:00:03.000]  各位頂姐妹 各位朋友 早安
[00:04:22.000 --> 00:04:25.000]  土耳其、印度、緬甸都爭相仿效
[00:04:25.000 --> 00:04:28.000]  無論左中右都覺得民主已死
[00:04:28.000 --> 00:04:30.000]  繼續在不修改憲法的情況下
[00:04:30.000 --> 00:04:32.000]  回復更為單一的民主
[00:04:32.000 --> 00:04:33.000]  我們看到
[00:04:33.000 --> 00:04:35.000]  繼續在不修改憲法的情況下
[00:04:35.000 --> 00:04:37.000]  回復更為單一的統治
[00:04:37.000 --> 00:04:39.000]  就算是民主國家
[00:04:39.000 --> 00:04:42.000]  一遇到不合自己心意的說法
[00:04:42.000 --> 00:04:46.000]  隨便在Twitter鬧爆對方
[00:04:46.000 --> 00:04:48.000]  將對方污名化
[00:04:48.000 --> 00:04:51.000]  甚至鼓動武力去對付異己
[00:04:51.000 --> 00:04:54.000]  我們看到美國的國會山莊都受到衝擊
[00:04:54.000 --> 00:04:56.000]  更何況緬甸仰光街頭
[00:04:56.000 --> 00:04:57.000]  前幾天槍聲一響
[00:04:57.000 --> 00:05:01.000]  脆弱的民主就在槍聲中扶珠東流
[00:05:01.000 --> 00:05:04.000]  這些警況不是一朝一夕形成
[00:05:04.000 --> 00:05:06.000]  而是社會環境
[00:05:06.000 --> 00:05:11.000]  一直造成人與人之間更難彼此相擁
[00:05:11.000 --> 00:05:13.000]  評論家看到這本書時
[00:05:13.000 --> 00:05:16.000]  他們評論覺得自媒體的興起
[00:05:16.000 --> 00:05:19.000]  人人都在媒體上鼓動情緒
[00:05:19.000 --> 00:05:22.000]  人人都各自接收極豐富
[00:05:22.000 --> 00:05:24.000]  但不同角度的訊息
[00:05:24.000 --> 00:05:28.000]  大家甚至現在Google、Facebook
[00:05:28.000 --> 00:05:32.000]  隨著你所看的不斷將相同的訊息傳遞給你
[00:05:32.000 --> 00:05:34.000]  以致我們的訊息越來越單一
[00:05:34.000 --> 00:05:37.000]  也說到我們工作模式更加自由
[00:05:37.000 --> 00:05:39.000]  人不再受制於工作單位
[00:05:39.000 --> 00:05:41.000]  更多獨自的時間
[00:05:41.000 --> 00:05:45.000]  而貧富差距在全世界也越來越懸殊
[00:05:45.000 --> 00:05:47.000]  以致各有各的難處
[00:05:47.000 --> 00:05:49.000]  也各有各的看法
[00:05:49.000 --> 00:05:52.000]  引致群體之間不再容易包容合作
[00:05:52.000 --> 00:05:56.000]  整個社會很難有整全互信和合作的基礎
[00:05:56.000 --> 00:05:59.000]  以致無論哪個地方
[00:05:59.000 --> 00:06:01.000]  無論是西方世界或獨裁的世界
[00:06:01.000 --> 00:06:05.000]  慢慢都想進入更單一的政治光譜
[00:06:05.000 --> 00:06:08.000]  因福塘位處在西九龍裁判處
[00:06:08.000 --> 00:06:10.000]  和荔枝角收容所的路中間
[00:06:10.000 --> 00:06:14.000]  我們更加難不思考民主的前路
[00:06:14.000 --> 00:06:17.000]  正如剛才所說的那本書
[00:06:17.000 --> 00:06:19.000]  過去幾十年證明了
[00:06:19.000 --> 00:06:23.000]  民主不能帶來人與人之間的相容和合作
[00:06:23.000 --> 00:06:29.000]  其實一層民主只不過是人彼此相容的結果
[00:06:29.000 --> 00:06:32.000]  民主只是人能彼此相容的結果
[00:06:32.000 --> 00:06:37.000]  但它不能帶來人與人群體之間的相容
[00:06:37.000 --> 00:06:39.000]  若果我們想有相容
[00:06:39.000 --> 00:06:43.000]  單憑民主追求人與人之間的相容
[00:06:43.000 --> 00:06:46.000]  只是緣木求魚 水中撈月
[00:06:46.000 --> 00:06:49.000]  但人生是否如此絕望呢
[00:06:49.000 --> 00:06:50.000]  回看歷史
[00:06:50.000 --> 00:06:55.000]  現代的西方民主和教會由當日擺脫教皇絕對的權力
[00:06:55.000 --> 00:06:57.000]  到我們興起長老制
[00:06:57.000 --> 00:07:00.000]  以至今日我們播道會所持守的會眾制
[00:07:00.000 --> 00:07:03.000]  這個漫長的過程是息息相關的
[00:07:03.000 --> 00:07:05.000]  當日正因為蘇格蘭的教會
[00:07:05.000 --> 00:07:08.000]  能夠堅持他們民主自會
[00:07:08.000 --> 00:07:11.000]  影響到整個英倫三島
[00:07:11.000 --> 00:07:14.000]  他們再怎麼看君王的權力
[00:07:14.000 --> 00:07:17.000]  但當今日西方社會離開信仰的基礎越來越遠
[00:07:17.000 --> 00:07:19.000]  他們所持守的民主制度
[00:07:19.000 --> 00:07:22.000]  無論在哪個國家都變得越來越難行
[00:07:22.000 --> 00:07:25.000]  我們看到在英國的脫歐
[00:07:25.000 --> 00:07:27.000]  兩邦都各持己見
[00:07:27.000 --> 00:07:29.000]  甚或這刻再興起的蘇格蘭獨立
[00:07:29.000 --> 00:07:32.000]  亦同樣大家都在用民主
[00:07:32.000 --> 00:07:35.000]  去達到自己的民粹主義
[00:07:35.000 --> 00:07:37.000]  所以有關民主意識的書
[00:07:37.000 --> 00:07:39.000]  在這十多年裏如雨後春筍
[00:07:39.000 --> 00:07:41.000]  甚至有人再寫到
[00:07:41.000 --> 00:07:45.000]  希特拉當日就是怎樣利用民主去殺死民主
[00:07:45.000 --> 00:07:47.000]  在這時候
[00:07:47.000 --> 00:07:50.000]  很多香港人都覺得很絕望
[00:07:50.000 --> 00:07:54.000]  但我們回頭看迦拉太書
[00:07:54.000 --> 00:07:57.000]  我們看到這本書
[00:07:57.000 --> 00:08:01.000]  是新約基本上保羅所寫的第一本書
[00:08:01.000 --> 00:08:03.000]  亦都是新約成書的第一本書
[00:08:03.000 --> 00:08:06.000]  比四福音還要早
[00:08:06.000 --> 00:08:09.000]  我們在裏面看到不是人包容人
[00:08:09.000 --> 00:08:13.000]  而是神對人的容納和包容
[00:08:13.000 --> 00:08:15.000]  當我們領受神對人的容納和包容
[00:08:15.000 --> 00:08:19.000]  才能成為人彼此接納的穩固根基
[00:08:19.000 --> 00:08:21.000]  任何的政治制度都不能夠保障
[00:08:21.000 --> 00:08:25.000]  人能夠和另一個群體合作
[00:08:25.000 --> 00:08:27.000]  但當我們回到神的裏面
[00:08:27.000 --> 00:08:31.000]  我們才看到神的心意
[00:08:31.000 --> 00:08:33.000]  迦拉太書作為新約第一本成書的書卷
[00:08:33.000 --> 00:08:35.000]  我們看到當日神所啟示的福音
[00:08:35.000 --> 00:08:37.000]  使這群人
[00:08:37.000 --> 00:08:39.000]  這群基督徒離開羅馬的暴政
[00:08:39.000 --> 00:08:42.000]  走去相容相愛的合作之路
[00:08:42.000 --> 00:08:45.000]  最終改變了這個世界的面貌
[00:08:45.000 --> 00:08:47.000]  所以我們今天再回到迦拉太書
[00:08:47.000 --> 00:08:49.000]  找到智慧的源頭
[00:08:49.000 --> 00:08:51.000]  在眾多新聞的衝擊
[00:08:51.000 --> 00:08:53.000]  或淚眼的震動下
[00:08:53.000 --> 00:08:55.000]  我們從神得著盤忘
[00:08:55.000 --> 00:09:00.000]  如果你翻閱和迦拉太書一起
[00:09:00.000 --> 00:09:01.000]  在聖經編排的
[00:09:01.000 --> 00:09:03.000]  以弗所書、肥納比書和哥羅西書
[00:09:03.000 --> 00:09:05.000]  相比其他書信
[00:09:05.000 --> 00:09:07.000]  其實迦拉太書較為不客氣
[00:09:07.000 --> 00:09:09.000]  大家剛才讀的時候
[00:09:09.000 --> 00:09:11.000]  一開先保羅已經很驚訝
[00:09:11.000 --> 00:09:13.000]  他在問安之後
[00:09:13.000 --> 00:09:15.000]  馬上將人帶回到智慧的重點
[00:09:15.000 --> 00:09:16.000]  就是神的啟示
[00:09:16.000 --> 00:09:19.000]  因為人的制度不能夠帶來長治久安
[00:09:19.000 --> 00:09:20.000]  唯有神的啟示
[00:09:20.000 --> 00:09:22.000]  才能夠帶來長治久安
[00:09:22.000 --> 00:09:25.000]  原來群體和群體之間的能夠相容
[00:09:25.000 --> 00:09:27.000]  最終不是來自人而是來自神
[00:09:27.000 --> 00:09:29.000]  保羅在經文第一句的對比
[00:09:29.000 --> 00:09:30.000]  就是人和神
[00:09:30.000 --> 00:09:32.000]  為了神在一切美善制度的根源
[00:09:32.000 --> 00:09:34.000]  是相容的基礎
[00:09:34.000 --> 00:09:35.000]  因此保羅首先肯定
[00:09:35.000 --> 00:09:37.000]  他作為使徒的身份
[00:09:37.000 --> 00:09:39.000]  都不是由人而來
[00:09:39.000 --> 00:09:41.000]  一章一字二字
[00:09:41.000 --> 00:09:43.000]  我使徒保羅和所有跟我一起的弟兄
[00:09:43.000 --> 00:09:45.000]  寫信給迦拉太的宗教會
[00:09:45.000 --> 00:09:48.000]  我作使徒不是由於人也不是藉著人
[00:09:48.000 --> 00:09:49.000]  而是藉著耶穌基督
[00:09:49.000 --> 00:09:53.000]  與使他從死人中復活的父神
[00:09:53.000 --> 00:09:54.000]  保羅首先說
[00:09:54.000 --> 00:09:55.000]  他作為使徒的身份
[00:09:55.000 --> 00:09:57.000]  全是福音
[00:09:57.000 --> 00:09:58.000]  不是由於人
[00:09:58.000 --> 00:09:59.000]  他驚人不清楚
[00:09:59.000 --> 00:10:01.000]  也不是藉著人
[00:10:01.000 --> 00:10:03.000]  福音的來源從來不是人
[00:10:03.000 --> 00:10:05.000]  而途徑也從來不是人
[00:10:06.000 --> 00:10:08.000]  其實當時保羅所處的
[00:10:08.000 --> 00:10:11.000]  是一個難以包容的年代
[00:10:11.000 --> 00:10:13.000]  保羅身為猶太人
[00:10:13.000 --> 00:10:15.000]  但他在傳講一個
[00:10:15.000 --> 00:10:17.000]  不需要藉猶太人的律法
[00:10:17.000 --> 00:10:19.000]  甚至不需要藉行為而得救的福音
[00:10:19.000 --> 00:10:21.000]  他甚至說得救之後
[00:10:21.000 --> 00:10:23.000]  也不需要守猶太人的禮儀
[00:10:23.000 --> 00:10:25.000]  而得救的人就是自由的人
[00:10:25.000 --> 00:10:28.000]  包括不再需要守國禮
[00:10:28.000 --> 00:10:30.000]  當時猶太人不能夠包容
[00:10:30.000 --> 00:10:31.000]  保羅所傳的自由福音
[00:10:31.000 --> 00:10:34.000]  這些人說保羅所傳的福音不是真的
[00:10:34.000 --> 00:10:36.000]  保羅作為使徒也不是神而來的
[00:10:36.000 --> 00:10:38.000]  保羅其實是隸屬一個機構
[00:10:38.000 --> 00:10:39.000]  隸屬人的
[00:10:39.000 --> 00:10:43.000]  在加拉太書保羅的辯解裏
[00:10:43.000 --> 00:10:45.000]  我們可以想像那些要求
[00:10:45.000 --> 00:10:47.000]  守律法的異端
[00:10:47.000 --> 00:10:50.000]  當時教會一個教混亂的警方
[00:10:50.000 --> 00:10:51.000]  他們製造混亂
[00:10:51.000 --> 00:10:53.000]  如果我們看回當時的背景
[00:10:53.000 --> 00:10:55.000]  在使徒行傳十五章的時候
[00:10:55.000 --> 00:10:57.000]  教會對信徒如何持守猶太的律法
[00:10:57.000 --> 00:10:59.000]  還好像沒有一個定論
[00:10:59.000 --> 00:11:01.000]  甚至引至彼得假裝
[00:11:01.000 --> 00:11:04.000]  有虛偽的動作
[00:11:04.000 --> 00:11:06.000]  不跟外邦信徒同桌吃飯
[00:11:06.000 --> 00:11:08.000]  以至一群異端想利用這個機會
[00:11:08.000 --> 00:11:11.000]  再一次要求信徒守恆迴去得救
[00:11:11.000 --> 00:11:13.000]  守恆迴猶太的律法去得救
[00:11:13.000 --> 00:11:15.000]  以至再一次分化教會
[00:11:15.000 --> 00:11:18.000]  但保羅說
[00:11:18.000 --> 00:11:21.000]  當時不單止是一班跟他一起的弟兄
[00:11:21.000 --> 00:11:23.000]  更重要的是他使徒的身份
[00:11:23.000 --> 00:11:25.000]  不是人所賦予而是來自神
[00:11:25.000 --> 00:11:29.000]  然後保羅說到他的身份來自神的時候
[00:11:29.000 --> 00:11:30.000]  他說到神的想法
[00:11:30.000 --> 00:11:32.000]  神是如何想的
[00:11:32.000 --> 00:11:34.000]  其中最重要的想法就是
[00:11:34.000 --> 00:11:36.000]  以耶穌基督作為中心
[00:11:36.000 --> 00:11:38.000]  在加拿大書一章二節
[00:11:38.000 --> 00:11:40.000]  保羅在把耶穌基督放在父神之前
[00:11:40.000 --> 00:11:41.000]  第二節說
[00:11:41.000 --> 00:11:46.000]  「而是藉著耶穌基督與死他死人中復活的神」
[00:11:46.000 --> 00:11:49.000]  基本上在保羅所寫的書信裡
[00:11:49.000 --> 00:11:51.000]  甚少甚密
[00:11:51.000 --> 00:11:52.000]  未試過
[00:11:52.000 --> 00:11:53.000]  說另一個例子大家能明白
[00:11:53.000 --> 00:11:58.000]  未試過把耶穌基督放在父神的前面
[00:11:58.000 --> 00:12:02.000]  除了我們經常用來祝福的那一段
[00:12:02.000 --> 00:12:04.000]  哥林多後書十三章十四節
[00:12:04.000 --> 00:12:05.000]  源自耶穌基督的恩惠
[00:12:05.000 --> 00:12:06.000]  天父神的慈愛
[00:12:06.000 --> 00:12:07.000]  聖靈的感動
[00:12:07.000 --> 00:12:08.000]  只有這兩段經文
[00:12:08.000 --> 00:12:10.000]  是把耶穌基督放在父神的前面
[00:12:10.000 --> 00:12:12.000]  但保羅在寫加拿大書的時候
[00:12:12.000 --> 00:12:14.000]  他把耶穌基督放在父神的前面
[00:12:14.000 --> 00:12:18.000]  他說到神的福音
[00:12:18.000 --> 00:12:20.000]  神的想法
[00:12:20.000 --> 00:12:23.000]  是以耶穌基督為中心點
[00:12:23.000 --> 00:12:24.000]  雖然在第三節
[00:12:24.000 --> 00:12:26.000]  他把這個次序調過來
[00:12:26.000 --> 00:12:28.000]  第三節他說願因為平安
[00:12:28.000 --> 00:12:30.000]  從我們的父神為主耶穌基督
[00:12:30.000 --> 00:12:32.000]  歸給你們
[00:12:32.000 --> 00:12:34.000]  保羅首先說到
[00:12:34.000 --> 00:12:35.000]  啟示裡面
[00:12:35.000 --> 00:12:36.000]  神的中心
[00:12:36.000 --> 00:12:38.000]  是以耶穌基督的救贖
[00:12:38.000 --> 00:12:40.000]  是以耶穌基督為中心點
[00:12:40.000 --> 00:12:42.000]  而耶穌基督的身份與神為同等
[00:12:42.000 --> 00:12:45.000]  而耶穌基督的名可以是先於神
[00:12:45.000 --> 00:12:47.000]  但他不會離開父神
[00:12:47.000 --> 00:12:49.000]  同時以耶穌基督為中心
[00:12:49.000 --> 00:12:51.000]  保羅引申到以福音為中心
[00:12:51.000 --> 00:12:52.000]  所以到第二節
[00:12:52.000 --> 00:12:55.000]  他已經急不及待說福音的內容
[00:12:55.000 --> 00:12:57.000]  父神使基督從死人中復活
[00:12:57.000 --> 00:12:58.000]  然後第三節
[00:12:58.000 --> 00:13:00.000]  保羅進一步說到神的工作
[00:13:00.000 --> 00:13:02.000]  因為父神使耶穌基督從死人復活
[00:13:02.000 --> 00:13:04.000]  有恩惠和平安
[00:13:04.000 --> 00:13:07.000]  從神為主耶穌基督一同而來
[00:13:07.000 --> 00:13:11.000]  我們簡單說一個交叉平衡
[00:13:11.000 --> 00:13:12.000]  首先說基督
[00:13:12.000 --> 00:13:13.000]  然後說父神
[00:13:13.000 --> 00:13:14.000]  然後說父神
[00:13:14.000 --> 00:13:15.000]  然後說基督
[00:13:15.000 --> 00:13:18.000]  他說到耶穌基督與父神是同等的
[00:13:18.000 --> 00:13:20.000]  而神的中心點
[00:13:20.000 --> 00:13:22.000]  就是救贖
[00:13:22.000 --> 00:13:24.000]  就是這個福音
[00:13:24.000 --> 00:13:26.000]  而這個福音帶來兩樣東西
[00:13:26.000 --> 00:13:28.000]  恩惠和平安
[00:13:28.000 --> 00:13:30.000]  恩惠的意思
[00:13:30.000 --> 00:13:32.000]  就是顯明人的得救
[00:13:32.000 --> 00:13:34.000]  不是來自人自己
[00:13:34.000 --> 00:13:36.000]  而是神對罪人的接納
[00:13:36.000 --> 00:13:38.000]  保羅用恩惠這個字
[00:13:38.000 --> 00:13:41.000]  正是代表在以下經文
[00:13:41.000 --> 00:13:43.000]  在加勒太書後面一直說
[00:13:43.000 --> 00:13:45.000]  我們不是憑行為得救
[00:13:45.000 --> 00:13:47.000]  如果憑自己的行為得救
[00:13:47.000 --> 00:13:48.000]  我們不是憑恩惠得救
[00:13:48.000 --> 00:13:50.000]  是憑紀律得救
[00:13:50.000 --> 00:13:51.000]  但保羅說不是
[00:13:51.000 --> 00:13:53.000]  我們單單憑基督的代死
[00:13:53.000 --> 00:13:55.000]  基督從死人中復活我們得救
[00:13:55.000 --> 00:13:58.000]  有了這個恩惠我們才有平安
[00:13:58.000 --> 00:13:59.000]  他說了兩件事
[00:13:59.000 --> 00:14:01.000]  有了這個恩惠才有平安
[00:14:01.000 --> 00:14:03.000]  正是因為我的得救
[00:14:03.000 --> 00:14:04.000]  不是在乎我的行為
[00:14:04.000 --> 00:14:05.000]  而是在乎神的恩典
[00:14:05.000 --> 00:14:06.000]  所以我不再恐懼
[00:14:06.000 --> 00:14:09.000]  我能夠知道在永恆裡我一定得救
[00:14:09.000 --> 00:14:10.000]  因為不是看自己
[00:14:10.000 --> 00:14:12.000]  所以我們也同時有平安
[00:14:12.000 --> 00:14:15.000]  所以恩惠和平安都是因耶穌基督復活而來
[00:14:15.000 --> 00:14:17.000]  賈弟兄看似敬虔
[00:14:17.000 --> 00:14:19.000]  看似要求人守律法
[00:14:19.000 --> 00:14:20.000]  守行為而得救
[00:14:20.000 --> 00:14:23.000]  但他是這種說法
[00:14:23.000 --> 00:14:24.000]  使人失去恩惠
[00:14:24.000 --> 00:14:26.000]  亦使人失去平安
[00:14:26.000 --> 00:14:31.000]  保羅的神觀是以耶穌基督為中心
[00:14:31.000 --> 00:14:33.000]  以耶穌基督與神是同等
[00:14:33.000 --> 00:14:36.000]  保羅的基督觀是神在基督裡救贖
[00:14:36.000 --> 00:14:38.000]  兼包容容納罪人
[00:14:38.000 --> 00:14:40.000]  在這個基礎上
[00:14:40.000 --> 00:14:42.000]  是人世間美善的開始
[00:14:42.000 --> 00:14:44.000]  保羅這個包容的福音
[00:14:44.000 --> 00:14:46.000]  不是由於人而是來自神
[00:14:46.000 --> 00:14:47.000]  今天我不知道
[00:14:47.000 --> 00:14:49.000]  世界上有多少人對民主制度失望
[00:14:49.000 --> 00:14:52.000]  可能由緬甸到香港
[00:14:52.000 --> 00:14:56.000]  但是我們追求的是什麼呢?
[00:14:56.000 --> 00:14:58.000]  是一個穩固的基礎
[00:14:58.000 --> 00:15:00.000]  還是單單一個人的制度呢?
[00:15:00.000 --> 00:15:05.000]  基督的福音不單止成為容納的根基
[00:15:05.000 --> 00:15:07.000]  更是盼望的源頭
[00:15:07.000 --> 00:15:09.000]  基督從死人中復活
[00:15:09.000 --> 00:15:11.000]  使所有接受耶穌基督福音的人
[00:15:11.000 --> 00:15:13.000]  都可以離開死亡
[00:15:13.000 --> 00:15:15.000]  因為死亡不是人生的終局
[00:15:15.000 --> 00:15:17.000]  甚至保羅再說
[00:15:17.000 --> 00:15:21.000]  我們的盼望不單止從死人中得以脫離
[00:15:21.000 --> 00:15:24.000]  第四節保羅再次引申這個福音
[00:15:24.000 --> 00:15:25.000]  一個永恆的盼望
[00:15:25.000 --> 00:15:26.000]  第四節他說
[00:15:26.000 --> 00:15:28.000]  基督照我們父神的旨意
[00:15:28.000 --> 00:15:29.000]  為我們的罪捨己
[00:15:29.000 --> 00:15:36.000]  要救我們脫離現今這罪惡的世代
[00:15:36.000 --> 00:15:38.000]  不是按人的行為
[00:15:38.000 --> 00:15:41.000]  而是單單憑耶穌按神的旨意
[00:15:41.000 --> 00:15:43.000]  為我們的罪死
[00:15:43.000 --> 00:15:44.000]  有我們復活的福音
[00:15:44.000 --> 00:15:46.000]  是出於父神的旨意
[00:15:46.000 --> 00:15:47.000]  而這個父神的旨意
[00:15:47.000 --> 00:15:52.000]  可以救人脫離現今這罪惡的世代
[00:15:52.000 --> 00:15:54.000]  保羅用了幾個形容詞來形容這個世代
[00:15:54.000 --> 00:15:55.000]  第一個是「這」
[00:15:55.000 --> 00:15:57.000]  這個世代
[00:15:57.000 --> 00:15:59.000]  第二個形容詞是「現今」
[00:15:59.000 --> 00:16:00.000]  這個世代是現在的
[00:16:00.000 --> 00:16:01.000]  走不了的
[00:16:01.000 --> 00:16:02.000]  大家都活在
[00:16:02.000 --> 00:16:03.000]  我們正在經歷的
[00:16:03.000 --> 00:16:04.000]  我們活在其中
[00:16:04.000 --> 00:16:05.000]  第三個是
[00:16:05.000 --> 00:16:08.000]  這個「這」現今的世代是邪惡的
[00:16:08.000 --> 00:16:10.000]  邪惡有惡者的意思
[00:16:10.000 --> 00:16:13.000]  有魔鬼操控的意思
[00:16:13.000 --> 00:16:15.000]  相比起現今
[00:16:15.000 --> 00:16:16.000]  第五節
[00:16:16.000 --> 00:16:18.000]  有另一個更長遠的世代
[00:16:18.000 --> 00:16:20.000]  就是永遠遠遠
[00:16:20.000 --> 00:16:21.000]  永遠遠遠這四個字
[00:16:21.000 --> 00:16:24.000]  原文是「眾世代的眾世代」
[00:16:24.000 --> 00:16:25.000]  相比之下
[00:16:25.000 --> 00:16:26.000]  單單一個現今的世代
[00:16:26.000 --> 00:16:28.000]  是一個眾世代的眾世代
[00:16:28.000 --> 00:16:29.000]  一個永恆的世代
[00:16:29.000 --> 00:16:32.000]  相比邪惡掌權現今的世代
[00:16:32.000 --> 00:16:33.000]  那個眾世代
[00:16:33.000 --> 00:16:34.000]  是神得著榮耀
[00:16:34.000 --> 00:16:37.000]  無窮無盡的世代
[00:16:37.000 --> 00:16:39.000]  很多時候
