
[00:00:00.000 --> 00:00:02.880]  各位電影姐妹,午安
[00:01:31.740 --> 00:01:33.020]  我真的感謝神
[00:01:33.020 --> 00:01:35.180]  我去長者團契的時候
[00:01:35.180 --> 00:01:36.880]  長者嘛,年紀大了
[00:01:36.880 --> 00:01:39.380]  健康當然會出問題
[00:01:39.380 --> 00:01:42.340]  我就去了很多他們的安息禮
[00:01:42.340 --> 00:01:44.420]  和他們的探病
[00:01:44.420 --> 00:01:46.320]  和青少有什麼關係呢?
[00:01:46.320 --> 00:01:47.940]  我真的沒有想過
[00:01:47.940 --> 00:01:49.900]  我以前在青少部服侍的
[00:01:49.900 --> 00:01:53.720]  帶他們成長,慢慢長大
[00:01:53.720 --> 00:01:55.580]  我聽到長者的名字的時候
[00:01:55.580 --> 00:01:57.180]  我不認識他
[00:01:57.180 --> 00:01:59.340]  但是當我去探病的時候
[00:01:59.340 --> 00:02:01.740]  就見到一些年輕人
[00:02:01.740 --> 00:02:03.180]  他叫我,我不認得他
[00:02:03.180 --> 00:02:04.180]  可能戴著口罩
[00:02:04.180 --> 00:02:06.300]  他叫我「阿Ho」
[00:02:06.300 --> 00:02:07.300]  我看一看他
[00:02:07.300 --> 00:02:08.180]  我就認得了
[00:02:08.180 --> 00:02:10.500]  他們已經長大了
[00:02:10.500 --> 00:02:12.700]  我覺得我對長者
[00:02:12.700 --> 00:02:15.500]  就變成有一份很親切的感覺
[00:02:15.500 --> 00:02:16.660]  本來不認識
[00:02:16.660 --> 00:02:18.260]  名字,只有名字
[00:02:18.260 --> 00:02:21.900]  但去到都不太認識老人家
[00:02:21.900 --> 00:02:23.900]  但是孫子
[00:02:23.900 --> 00:02:24.900]  都不是子女
[00:02:24.900 --> 00:02:26.700]  是孫子,我認識他
[00:02:26.700 --> 00:02:29.900]  我覺得那個關係
[00:02:29.900 --> 00:02:35.700]  很感受到神的恩典和帶領
[00:02:35.700 --> 00:02:36.700]  不說那麼多了
[00:02:36.700 --> 00:02:38.780]  因為你們知道我很長氣
[00:02:38.780 --> 00:02:40.700]  有時候一說,說到不停
[00:02:40.700 --> 00:02:42.620]  就過了龍
[00:02:42.620 --> 00:02:45.100]  好嗎?我快點進入這個講道
[00:02:45.100 --> 00:02:46.100]  我想問一下
[00:02:46.100 --> 00:02:48.220]  我今天開了
[00:02:48.220 --> 00:02:51.100]  我準備了一個主題叫做
[00:02:51.100 --> 00:02:53.580]  「你團伙認識了嗎?」
[00:02:53.580 --> 00:02:56.580]  兄弟姐妹,我想先問一問
[00:02:56.580 --> 00:02:57.580]  我問團伙
[00:02:57.580 --> 00:03:00.580]  當然不是你生活的團伙
[00:03:00.580 --> 00:03:01.580]  我是想問
[00:03:01.580 --> 00:03:05.780]  究竟你信仰的團伙認識了嗎?
[00:03:05.780 --> 00:03:08.580]  又或者你信仰的團伙
[00:03:08.580 --> 00:03:12.180]  穿過了嗎?
[00:03:12.180 --> 00:03:13.180]  這樣會不會好一點?
[00:03:13.180 --> 00:03:14.780]  因為我開始不太了解
[00:03:14.780 --> 00:03:16.780]  其實我今天都穿得不好
[00:03:16.780 --> 00:03:18.380]  我來到之後
[00:03:18.380 --> 00:03:20.180]  我覺得我穿錯了衣服
[00:03:20.180 --> 00:03:21.780]  我覺得好像有點距離
[00:03:21.780 --> 00:03:23.780]  好像你們一樣
[00:03:23.780 --> 00:03:25.180]  穿上球鞋
[00:03:25.180 --> 00:03:27.980]  這樣才會比較近
[00:03:27.980 --> 00:03:28.980]  再問一下
[00:03:28.980 --> 00:03:33.580]  你們團伙認識了嗎?
[00:03:33.580 --> 00:03:36.780]  你們信仰有沒有熱情?
[00:03:36.780 --> 00:03:38.180]  那份熱情
[00:03:38.180 --> 00:03:38.980]  好像我這樣
[00:03:38.980 --> 00:03:39.980]  有沒有介意我
[00:03:39.980 --> 00:03:41.180]  我很肉緊的
[00:03:41.180 --> 00:03:44.780]  我不介意自己的表現怎樣
[00:03:44.780 --> 00:03:47.380]  總之我想告訴大家
[00:03:47.380 --> 00:03:49.980]  有沒有熱情?那個信仰
[00:03:49.980 --> 00:03:53.980]  信耶穌和你有沒有關係?
[00:03:53.980 --> 00:03:54.980]  信了耶穌
[00:03:54.980 --> 00:03:56.780]  我們每個星期會回來
[00:03:56.780 --> 00:03:57.980]  每逢星期六
[00:03:57.980 --> 00:03:58.580]  星期六,是
[00:03:58.580 --> 00:03:59.980]  星期天或者星期六回來
[00:03:59.980 --> 00:04:00.780]  會回來
[00:04:00.780 --> 00:04:02.380]  每個星期都會回來
[00:04:02.380 --> 00:04:05.580]  你都預備半小時時間給我
[00:04:05.580 --> 00:04:07.180]  我又預備半小時時間
[00:04:07.180 --> 00:04:08.980]  我預備了,都給你
[00:04:08.980 --> 00:04:12.180]  大家都是很想聽到神的話
[00:04:12.180 --> 00:04:12.780]  是不是?
[00:04:12.780 --> 00:04:15.580]  一定是很想在這個過程裏
[00:04:15.580 --> 00:04:17.380]  能夠有一些東西
[00:04:17.380 --> 00:04:20.180]  在你的信仰裏面有些得著
[00:04:20.180 --> 00:04:21.180]  我也希望
[00:04:21.180 --> 00:04:23.180]  不單止透過大家在聽
[00:04:23.180 --> 00:04:24.580]  我講的時候
[00:04:24.580 --> 00:04:27.380]  其實我自己也在反思
[00:04:27.380 --> 00:04:28.780]  我自己的信仰
[00:04:28.780 --> 00:04:30.180]  我自己的歷程
[00:04:30.180 --> 00:04:31.780]  或者我有很多在過程裏面
[00:04:31.780 --> 00:04:33.780]  怎樣去感謝神的地方
[00:04:33.780 --> 00:04:35.980]  很希望你都能夠得著
[00:04:35.980 --> 00:04:37.780]  我發現我在教會裏面
[00:04:37.780 --> 00:04:39.780]  我發覺有幾類人
[00:04:39.780 --> 00:04:40.980]  我看看這幾類人
[00:04:40.980 --> 00:04:42.980]  你覺得你屬於哪一類
[00:04:42.980 --> 00:04:43.580]  第一類
[00:04:43.580 --> 00:04:45.980]  他在兒童部就回來了
[00:04:45.980 --> 00:04:48.380]  K班小學
[00:04:48.380 --> 00:04:49.780]  接著中學
[00:04:49.780 --> 00:04:51.980]  接著可能大專
[00:04:51.980 --> 00:04:53.380]  其實習慣了
[00:04:53.380 --> 00:04:55.380]  每個星期六日
[00:04:55.380 --> 00:04:56.780]  或者星期日
[00:04:56.780 --> 00:04:58.580]  都會回來
[00:04:58.580 --> 00:05:00.980]  只是回來而已
[00:05:00.980 --> 00:05:02.780]  每個星期六日都回來
[00:05:02.780 --> 00:05:04.980]  已經變成一種可能是
[00:05:04.980 --> 00:05:07.180]  聚會、活動
[00:05:07.180 --> 00:05:08.380]  還是
[00:05:08.380 --> 00:05:09.980]  總之我就要回來
[00:05:09.980 --> 00:05:11.380]  我有責任要回來
[00:05:11.380 --> 00:05:12.180]  每個星期日
[00:05:12.180 --> 00:05:14.180]  你看到兒童部全部都回來
[00:05:14.180 --> 00:05:15.380]  就是要回來
[00:05:15.380 --> 00:05:17.180]  但是信仰和他
[00:05:17.180 --> 00:05:20.180]  好像沒有什麼關係
[00:05:20.180 --> 00:05:20.980]  我準時的
[00:05:20.980 --> 00:05:22.580]  星期日一早起來就回來了
[00:05:22.580 --> 00:05:23.580]  或者星期六
[00:05:23.580 --> 00:05:25.980]  準時我就踏入門口就回來了
[00:05:25.980 --> 00:05:28.580]  但是信仰和你有沒有關係呢
[00:05:28.580 --> 00:05:29.380]  第一
[00:05:29.380 --> 00:05:31.180]  第二慢慢長大了
[00:05:31.180 --> 00:05:33.380]  開始有些侍奉了
[00:05:33.380 --> 00:05:35.980]  又做組長、影音隊等等
[00:05:35.980 --> 00:05:37.980]  但是你發覺和他聊天的時候
[00:05:37.980 --> 00:05:39.580]  是兩樣東西
[00:05:39.580 --> 00:05:41.380]  一至五就是學生
[00:05:41.380 --> 00:05:43.780]  星期六日就是
[00:05:43.780 --> 00:05:45.180]  基督徒
[00:05:45.180 --> 00:05:47.180]  是兩樣東西
[00:05:47.180 --> 00:05:48.980]  一至五很用心讀書
[00:05:48.980 --> 00:05:49.980]  做學生
[00:05:49.980 --> 00:05:51.780]  但是信仰和他
[00:05:51.780 --> 00:05:53.180]  沒有什麼關係
[00:05:53.180 --> 00:05:53.580]  好了
[00:05:53.580 --> 00:05:54.980]  星期六日就有了
[00:05:54.980 --> 00:05:56.780]  回來感謝神
[00:05:56.780 --> 00:05:57.780]  要祈禱
[00:05:57.780 --> 00:05:59.180]  要讀聖經等等
[00:05:59.180 --> 00:06:01.980]  但是一至五就回到學校裡面了
[00:06:01.980 --> 00:06:02.580]  會嗎
[00:06:02.580 --> 00:06:03.180]  會吧
[00:06:03.180 --> 00:06:03.580]  好了
[00:06:03.580 --> 00:06:04.580]  第三類是什麼呢
[00:06:04.580 --> 00:06:07.780]  可能他未必說教會很多東西
[00:06:07.780 --> 00:06:09.180]  回教會又怎樣
[00:06:09.180 --> 00:06:12.580]  但是他的信仰已經融入了他的生活
[00:06:12.580 --> 00:06:14.180]  或者他的生命裡面了
[00:06:14.180 --> 00:06:15.580]  不分一至五
[00:06:15.580 --> 00:06:17.180]  也不分星期六日
[00:06:17.180 --> 00:06:19.580]  總之你和他的相交、相處
[00:06:19.580 --> 00:06:20.780]  和他的分享
[00:06:20.780 --> 00:06:23.180]  從他的生命裡面
[00:06:23.180 --> 00:06:24.180]  你覺得他是
[00:06:24.180 --> 00:06:25.580]  他不說他是基督徒
[00:06:25.580 --> 00:06:29.180]  你都覺得他是應該有信仰的
[00:06:29.180 --> 00:06:30.180]  好像我也是
[00:06:30.180 --> 00:06:31.380]  我都不經不覺
[00:06:31.380 --> 00:06:34.980]  我的家的
[00:06:34.980 --> 00:06:35.980]  叫做什麼
[00:06:35.980 --> 00:06:37.380]  Secure
[00:06:37.380 --> 00:06:38.580]  或者我有開車
[00:06:38.580 --> 00:06:39.780]  去到那些油站
[00:06:39.780 --> 00:06:41.780]  他都對我有興趣的
[00:06:41.780 --> 00:06:42.980]  他說先生
[00:06:42.980 --> 00:06:45.780]  你是不是有信仰的
[00:06:45.780 --> 00:06:46.980]  我說是呀是呀
[00:06:46.980 --> 00:06:48.180]  你怎麼知道的
[00:06:48.180 --> 00:06:49.780]  他說你這個人這麼好
[00:06:49.780 --> 00:06:50.780]  有什麼好呢
[00:06:50.780 --> 00:06:51.580]  我來入油而已
[00:06:51.580 --> 00:06:53.580]  那時候入油了
[00:06:53.580 --> 00:06:54.580]  有什麼好呢
[00:06:54.580 --> 00:06:56.780]  我不知道是不是因為
[00:06:56.780 --> 00:06:58.380]  你的笑容
[00:06:58.380 --> 00:07:00.180]  或者你的談吐
[00:07:00.180 --> 00:07:03.180]  是能夠顯現到
[00:07:03.180 --> 00:07:05.580]  一些和信仰有關係的
[00:07:05.580 --> 00:07:06.980]  我不知道這三類
[00:07:06.980 --> 00:07:07.980]  你不用回答我
[00:07:07.980 --> 00:07:09.580]  這三類究竟你是哪一類
[00:07:09.580 --> 00:07:11.380]  我就是很多年前
[00:07:11.380 --> 00:07:13.380]  我應該是第二類的
[00:07:13.380 --> 00:07:14.980]  工作歸工作
[00:07:14.980 --> 00:07:16.580]  信仰歸信仰
[00:07:16.580 --> 00:07:18.980]  我不是讀書
[00:07:18.980 --> 00:07:19.780]  長大了
[00:07:19.780 --> 00:07:21.780]  慢慢成熟了
[00:07:21.780 --> 00:07:27.780]  開始信仰在我生命裡面呈現出來
[00:07:27.780 --> 00:07:31.180]  所以今天我透過
[00:07:31.180 --> 00:07:33.780]  施洗藥巷
[00:07:33.780 --> 00:07:34.980]  從施洗藥巷裡面
[00:07:34.980 --> 00:07:36.180]  那個生命裡面
[00:07:36.180 --> 00:07:38.180]  究竟我們今天的信仰
[00:07:38.180 --> 00:07:42.180]  怎麼能夠可以重新啟動
[00:07:42.180 --> 00:07:43.780]  怎麼能夠在你生命裡面
[00:07:43.780 --> 00:07:46.380]  感受到那種熱情
[00:07:46.380 --> 00:07:47.580]  我們的信仰
[00:07:47.580 --> 00:07:48.780]  和你相處裡面
[00:07:48.780 --> 00:07:50.580]  有那種溫度
[00:07:50.580 --> 00:07:51.980]  我不知道是不是
[00:07:51.980 --> 00:07:53.780]  希望這幾條問題讓你
[00:07:53.780 --> 00:07:55.580]  在經文裡面
[00:07:55.580 --> 00:07:56.980]  或者施洗藥巷裡面
[00:07:56.980 --> 00:07:57.780]  讓我們看到
[00:07:57.780 --> 00:07:58.980]  究竟我們信仰
[00:07:58.980 --> 00:08:00.780]  怎麼能夠
[00:08:00.780 --> 00:08:02.380]  在你生命裡面能夠
[00:08:02.380 --> 00:08:03.580]  活現出來
[00:08:03.580 --> 00:08:04.980]  不一定要跳來跳去的
[00:08:04.980 --> 00:08:06.580]  我就是跳來跳去的
[00:08:06.580 --> 00:08:07.380]  不一定的
[00:08:07.380 --> 00:08:09.380]  但是和你的相處裡面
[00:08:09.380 --> 00:08:11.180]  是感受到
[00:08:11.180 --> 00:08:13.780]  你信了耶穌的
[00:08:13.780 --> 00:08:14.580]  一起去看看
[00:08:14.580 --> 00:08:15.980]  一定是經文很簡單
[00:08:15.980 --> 00:08:18.180]  《馬賀福音》
[00:08:18.180 --> 00:08:19.780]  一章一至十一節
[00:08:19.780 --> 00:08:21.580]  應該大家很熟的
[00:08:21.580 --> 00:08:23.980]  不如我們一起去讀一至十一節
[00:08:23.980 --> 00:08:25.380]  好不好
[00:08:25.380 --> 00:08:26.180]  好 預備
[00:08:26.180 --> 00:08:27.380]  1 2 3
[00:08:27.380 --> 00:08:35.380]  記著說
[00:08:35.380 --> 00:08:37.380]  (中文)
[00:08:37.380 --> 00:08:39.580]  我的使者在你前面
[00:08:39.580 --> 00:08:40.980]  預備道路
[00:08:40.980 --> 00:08:44.180]  在曠野有人聲喊著說
[00:08:44.180 --> 00:08:45.580]  預備主的道
[00:08:45.580 --> 00:08:47.180]  修直他的路
[00:08:47.180 --> 00:08:48.580]  照這話
[00:08:48.580 --> 00:08:49.980]  約翰來了
[00:08:49.980 --> 00:08:51.780]  在曠野施洗
[00:08:51.780 --> 00:08:53.780]  全悔改的洗禮
[00:08:53.780 --> 00:08:55.180]  使罪得赦
[00:08:55.180 --> 00:08:58.180]  猶太傳遞和耶路撒冷人
[00:08:58.180 --> 00:09:00.980]  都出去到約翰那裡
[00:09:00.980 --> 00:09:02.780]  承認他們的罪
[00:09:02.780 --> 00:09:05.780]  在約旦河裡受他的洗
[00:09:05.780 --> 00:09:08.580]  約翰穿落塘無和衣服
[00:09:08.580 --> 00:09:10.180]  腰束皮帶
[00:09:10.180 --> 00:09:12.380]  吃的是蝗蟲野物
[00:09:12.380 --> 00:09:13.780]  他傳道說
[00:09:13.780 --> 00:09:16.380]  有一位在我以後來的
[00:09:16.380 --> 00:09:18.380]  能力比我更大
[00:09:18.380 --> 00:09:21.380]  我就是彎腰給他解鞋帶
[00:09:21.380 --> 00:09:22.780]  也是不配的
[00:09:22.780 --> 00:09:25.580]  我是用水給你們施洗
[00:09:25.580 --> 00:09:28.980]  他卻要用聖靈給你們施洗
[00:09:28.980 --> 00:09:29.980]  那時
[00:09:29.980 --> 00:09:32.980]  耶穌從加利利的拿撒勒來
[00:09:32.980 --> 00:09:36.380]  在約旦河裡受了約翰的洗
[00:09:36.380 --> 00:09:38.780]  他從水裡一上來
[00:09:38.780 --> 00:09:41.180]  就看見天裂開了
[00:09:41.180 --> 00:09:43.380]  聖靈彷如甲子
[00:09:43.380 --> 00:09:45.180]  降在他身上
[00:09:45.180 --> 00:09:47.980]  又有聲音從天上來說
[00:09:47.980 --> 00:09:49.780]  你是我的愛子
[00:09:49.780 --> 00:09:51.180]  我喜如你
[00:09:51.180 --> 00:09:52.180]  好,謝謝
[00:09:52.180 --> 00:09:53.780]  馬可福音第一章
[00:09:53.780 --> 00:09:55.980]  本來是一至十五節
[00:09:55.980 --> 00:10:00.380]  那裡有一個叫交叉平衡對稱的結構
[00:10:00.380 --> 00:10:03.780]  有A1 B1 C1
[00:10:03.780 --> 00:10:05.380]  C2 B1
[00:10:05.380 --> 00:10:06.380]  對不起
[00:10:06.380 --> 00:10:08.780]  C2 B2 A2
[00:10:08.780 --> 00:10:10.780]  我專門highlight藍色的
[00:10:10.780 --> 00:10:13.180]  今天我會說一至十一節
[00:10:13.180 --> 00:10:14.980]  通常這些交叉平衡結構
[00:10:14.980 --> 00:10:16.780]  重點就在中間
[00:10:16.780 --> 00:10:18.780]  就是C1和C2
[00:10:18.780 --> 00:10:21.980]  就是在約旦河中施洗的約翰
[00:10:21.980 --> 00:10:25.980]  另外就是在約旦河中被施洗的耶穌
[00:10:25.980 --> 00:10:29.780]  所以這次講題裡的內容
[00:10:29.780 --> 00:10:30.980]  是一至十一節
[00:10:30.980 --> 00:10:33.380]  特別是有兩個很重要的人物
[00:10:33.380 --> 00:10:34.780]  一個是施洗約翰
[00:10:34.780 --> 00:10:37.380]  另外一個是耶穌
[00:10:37.380 --> 00:10:40.780]  一章一節裡
[00:10:40.780 --> 00:10:44.380]  很好,這節經文看起來好像平平無奇
[00:10:44.380 --> 00:10:47.380]  但這節經文我覺得大家可以去思考
[00:10:47.380 --> 00:10:51.580]  他說神的兒子耶穌基督福音的起頭
[00:10:51.580 --> 00:10:55.180]  這句話是非常非常重要
[00:10:55.180 --> 00:10:57.980]  馬可福音一開始第一句話
[00:10:57.980 --> 00:11:01.980]  就說出我們的信仰在生命裡
[00:11:01.980 --> 00:11:04.180]  最重要的東西
[00:11:04.180 --> 00:11:06.180]  最核心的是什麼呢
[00:11:06.180 --> 00:11:09.780]  我們團伙怎樣能夠保持呢
[00:11:09.780 --> 00:11:12.580]  我們一定要認清楚
[00:11:12.580 --> 00:11:15.980]  我們生命裡什麼最重要
[00:11:15.980 --> 00:11:17.380]  他說什麼
[00:11:17.380 --> 00:11:21.980]  神的兒子耶穌基督福音的起頭
[00:11:21.980 --> 00:11:22.980]  有兩件事
[00:11:22.980 --> 00:11:24.980]  第一你要認清楚
[00:11:24.980 --> 00:11:29.980]  誰是神的兒子
[00:11:29.980 --> 00:11:32.980]  第二你要認清楚
[00:11:32.980 --> 00:11:36.180]  這個福音起頭是誰開始的
[00:11:36.180 --> 00:11:38.180]  我們生命裡很多東西都很重要
[00:11:38.180 --> 00:11:39.380]  我們讀書很重要
[00:11:39.380 --> 00:11:41.180]  我們前途很重要
[00:11:41.180 --> 00:11:42.980]  我們男女朋友很重要
[00:11:42.980 --> 00:11:44.580]  我們家很重要
[00:11:44.580 --> 00:11:46.980]  這些一切都是很重要
[00:11:46.980 --> 00:11:49.580]  但一樣東西是不能缺少的
[00:11:49.580 --> 00:11:50.980]  在我們信仰裡
[00:11:50.980 --> 00:11:52.580]  就是神的說話
[00:11:52.580 --> 00:11:53.980]  祂的福音
[00:11:53.980 --> 00:12:00.980]  因為神的說話是掌管我們前面所有的方向
[00:12:00.980 --> 00:12:03.380]  我怎樣選科呢
[00:12:03.380 --> 00:12:04.980]  我前途是怎樣呢
[00:12:04.980 --> 00:12:08.980]  當然你可以問一些長輩
[00:12:08.980 --> 00:12:09.980]  現在都沒有了
[00:12:09.980 --> 00:12:14.980]  我猜你們應該自己去搜羅一些資料
[00:12:14.980 --> 00:12:17.380]  或者按著你自己的性情
[00:12:17.380 --> 00:12:18.980]  按著你的性格
[00:12:18.980 --> 00:12:20.580]  你所認識的東西
[00:12:20.580 --> 00:12:23.980]  從而向著你人生邁向
[00:12:23.980 --> 00:12:24.980]  是不是應該是這樣
[00:12:24.980 --> 00:12:26.980]  這些應該全部都是大學生
[00:12:26.980 --> 00:12:28.980]  我讀大學的時候也是這樣
[00:12:28.980 --> 00:12:30.580]  我讀哪一科呢
[00:12:30.580 --> 00:12:31.980]  我當然是讀運動
[00:12:31.980 --> 00:12:32.980]  看到我的樣子都知道
[00:12:32.980 --> 00:12:34.580]  馬上去讀運動
[00:12:34.580 --> 00:12:36.580]  但讀完之後我發覺不對勁
[00:12:36.580 --> 00:12:40.580]  應該說不是不對勁
[00:12:40.580 --> 00:12:45.580]  我發覺我覺得我可以再讀社工
[00:12:45.580 --> 00:12:47.580]  我社工畢業的
[00:12:47.580 --> 00:12:52.580]  但我當時的選擇都是按著自己
[00:12:52.580 --> 00:12:53.580]  同不同意嗎
[00:12:53.580 --> 00:12:54.580]  自己的性格
[00:12:54.580 --> 00:12:57.580]  你喜歡甚麼就去選擇
[00:12:57.580 --> 00:12:59.580]  但這裡很重要一句說話
[00:12:59.580 --> 00:13:02.580]  神的兒子耶穌基督福音的起頭
[00:13:02.580 --> 00:13:06.580]  神的話是掌管我們整個的生命
[00:13:06.580 --> 00:13:08.580]  所以是非常重要
[00:13:08.580 --> 00:13:10.580]  為甚麼要信耶穌呢
[00:13:10.580 --> 00:13:13.580]  因為信耶穌我們得著這份救恩
[00:13:13.580 --> 00:13:16.580]  你和耶穌連上這個關係
[00:13:16.580 --> 00:13:20.580]  我們可以問神
[00:13:20.580 --> 00:13:21.580]  可以禱告
[00:13:21.580 --> 00:13:22.580]  可以問神
[00:13:22.580 --> 00:13:25.580]  神啊究竟我怎樣能夠
[00:13:25.580 --> 00:13:29.580]  可以去按著你的心意而行呢
[00:13:29.580 --> 00:13:31.580]  這個是非常重要
[00:13:31.580 --> 00:13:33.580]  所以神的兒子耶穌基督福音的起頭
[00:13:33.580 --> 00:13:35.580]  好像很簡短的一句
[00:13:35.580 --> 00:13:37.580]  但正正道出
[00:13:37.580 --> 00:13:40.580]  祂給我們的使命
[00:13:40.580 --> 00:13:44.580]  所以以賽亞先知在舊約經文裏面
[00:13:44.580 --> 00:13:46.580]  40章3節這樣說
[00:13:46.580 --> 00:13:47.580]  有人聲喊著說
[00:13:47.580 --> 00:13:50.580]  在曠野預備耶和華的路
[00:13:50.580 --> 00:13:54.580]  在沙漠地修平我們神的道
[00:13:54.580 --> 00:13:56.580]  以賽亞先知
[00:13:56.580 --> 00:13:58.580]  他預言有一個
[00:13:58.580 --> 00:13:59.580]  叫做誰
[00:13:59.580 --> 00:14:01.580]  就是施洗約翰
[00:14:01.580 --> 00:14:02.580]  他是被差遣的
[00:14:02.580 --> 00:14:04.580]  他是預備神的路
[00:14:04.580 --> 00:14:06.580]  他是修直他的路
[00:14:06.580 --> 00:14:08.580]  很清楚告訴施洗約翰
[00:14:08.580 --> 00:14:13.580]  他有一個被差遣的使命
[00:14:13.580 --> 00:14:15.580]  他是使者
[00:14:15.580 --> 00:14:16.580]  主角不是他
[00:14:16.580 --> 00:14:17.580]  一會兒會說
[00:14:17.580 --> 00:14:18.580]  他是一個使者
[00:14:18.580 --> 00:14:22.580]  他的使命就是預備神的工作
[00:14:22.580 --> 00:14:26.580]  今天我們團火怎樣能夠繼續燒呢
[00:14:26.580 --> 00:14:31.580]  是我們能夠認清楚神給我們的使命
[00:14:31.580 --> 00:14:35.580]  我們做耶穌的開路先鋒
[00:14:35.580 --> 00:14:37.580]  讓我們能夠可以
[00:14:37.580 --> 00:14:40.580]  分享你在教會
[00:14:40.580 --> 00:14:42.580]  你在這個信仰
[00:14:42.580 --> 00:14:44.580]  或者你和神的關係
[00:14:44.580 --> 00:14:46.580]  這份喜悅
[00:14:46.580 --> 00:14:47.580]  很重要
[00:14:47.580 --> 00:14:51.580]  我有一個剛剛的例子
[00:14:51.580 --> 00:14:54.580]  最近有沒有看奧運
[00:14:54.580 --> 00:14:56.580]  很靜的
[00:14:56.580 --> 00:14:58.580]  年輕人很靜的
[00:14:58.580 --> 00:15:01.580]  我相信大家有看奧運
[00:15:01.580 --> 00:15:04.580]  是嗎
[00:15:04.580 --> 00:15:05.580]  沒有睡覺
[00:15:05.580 --> 00:15:07.580]  很澎湃
[00:15:07.580 --> 00:15:09.580]  那兩晚
[00:15:09.580 --> 00:15:16.580]  我看江文偉和張家朗
[00:15:16.580 --> 00:15:19.580]  那種熱刺
[00:15:19.580 --> 00:15:21.580]  那晚他們贏的時候
[00:15:21.580 --> 00:15:23.580]  那種興奮
[00:15:23.580 --> 00:15:25.580]  那種感動
[00:15:25.580 --> 00:15:27.580]  香港隊贏了
[00:15:27.580 --> 00:15:31.580]  由逆境7比1追上來
[00:15:31.580 --> 00:15:33.580]  我覺得他們
[00:15:33.580 --> 00:15:34.580]  那些都是重要的
[00:15:34.580 --> 00:15:35.580]  他的分享
[00:15:35.580 --> 00:15:36.580]  怎樣贏
[00:15:36.580 --> 00:15:37.580]  為港爭江
[00:15:37.580 --> 00:15:38.580]  這些都是
[00:15:38.580 --> 00:15:40.580]  當他分享的時候
[00:15:40.580 --> 00:15:41.580]  有一個位置
[00:15:41.580 --> 00:15:43.580]  我覺得很感動的地方是什麼
[00:15:43.580 --> 00:15:44.580]  他說很想
[00:15:44.580 --> 00:15:48.580]  他很感謝香港人
[00:15:48.580 --> 00:15:50.580]  為他打氣
[00:15:50.580 --> 00:15:52.580]  也感謝他很專業的團隊
[00:15:52.580 --> 00:15:53.580]  一直支持他
[00:15:53.580 --> 00:15:55.580]  但我覺得他說出一個很重要的
[00:15:55.580 --> 00:15:58.580]  他說很想將這份喜悅
[00:15:58.580 --> 00:16:00.580]  和香港人分享
[00:16:00.580 --> 00:16:02.580]  很想將這個喜悅
[00:16:02.580 --> 00:16:04.580]  很想怎樣
[00:16:04.580 --> 00:16:06.580]  很想打好這場比賽
[00:16:06.580 --> 00:16:08.580]  讓香港人看到
[00:16:08.580 --> 00:16:10.580]  這份喜悅
