
[00:00:00.000 --> 00:00:09.000]  母親在家庭和孩子生活中都扮演非常重要的角色,相信大家都不會否認。
[00:06:32.000 --> 00:06:36.000]  以致到今天,我們對兒子的期望是怎樣,
[00:06:36.000 --> 00:06:40.000]  他的表現是怎樣,我們都要給予完全的愛。
[00:06:40.000 --> 00:06:44.000]  我們愛接納,不是因為他所做的事,
[00:06:44.000 --> 00:06:47.000]  而是基於孩子本身的價值,
[00:06:47.000 --> 00:06:51.000]  他又說所賜的產業是很寶貴,
[00:06:51.000 --> 00:06:54.000]  亦相信神在兒女身上,
[00:06:54.000 --> 00:06:59.000]  是有他自己美好的心意和計劃。
[00:06:59.000 --> 00:07:02.000]  大家認不認識他?
[00:07:02.000 --> 00:07:08.000]  蘇華偉,蘇華偉是香港一個傳奇,
[00:07:08.000 --> 00:07:11.000]  出生的時候,因為患黃疸病,
[00:07:11.000 --> 00:07:16.000]  引致痙攣症,令他有嚴重的弱聽和腦麻痺,
[00:07:16.000 --> 00:07:19.000]  亦引致他肌肉不協調和四肢不夠力,
[00:07:19.000 --> 00:07:23.000]  他要到四歲才會行路,
[00:07:23.000 --> 00:07:28.000]  行路對蘇華偉已經是一個每日的挑戰,
[00:07:28.000 --> 00:07:33.000]  要成為一名運動員更加可以說是天方夜譚。
[00:07:33.000 --> 00:07:35.000]  蘇華偉現時已經退役,
[00:07:35.000 --> 00:07:39.000]  他曾經參加過五屆雙層時的奧運會,
[00:07:39.000 --> 00:07:41.000]  奪得多項獎牌,
[00:07:41.000 --> 00:07:50.000]  到目前,他是男子200公尺競賽雙層時奧運紀錄的保持者。
[00:07:50.000 --> 00:07:52.000]  蘇華偉有這樣的成就,
[00:07:52.000 --> 00:07:55.000]  他個人的努力固然十分重要,
[00:07:55.000 --> 00:08:00.000]  但我更相信,如果當初不是蘇媽媽,
[00:08:00.000 --> 00:08:02.000]  能夠觀察,看到孩子,
[00:08:02.000 --> 00:08:04.000]  雖然身體有大限制,
[00:08:04.000 --> 00:08:08.000]  他仍然相信他可以跑得比其他人快,
[00:08:08.000 --> 00:08:14.000]  於是毅然幫他報名參加雙層時的賽跑比賽,
[00:08:14.000 --> 00:08:16.000]  並在他接受訓練時,
[00:08:16.000 --> 00:08:19.000]  陪伴他,鼓勵他。
[00:08:19.000 --> 00:08:22.000]  蘇媽媽可以說是創造奇蹟者,
[00:08:22.000 --> 00:08:26.000]  她沒有接受醫生的建議,放棄兒子,
[00:08:26.000 --> 00:08:30.000]  堅持將兒子養育成不單走路,
[00:08:30.000 --> 00:08:33.000]  更加會跑步的神奇小子。
[00:08:35.000 --> 00:08:40.000]  神做人時,是按照自己的形象做人,
[00:08:40.000 --> 00:08:45.000]  沒有按照神形象創造的萬物,尚且是好,
[00:08:45.000 --> 00:08:50.000]  那麼按照神尊貴形象所創造的人,豈不是更好,更尊貴?
[00:08:50.000 --> 00:08:55.000]  每個孩子都是美好獨特,
[00:08:55.000 --> 00:08:58.000]  都有自己成長的方式和時間表,
[00:08:58.000 --> 00:09:02.000]  沒有所謂的起跑線,終點線。
[00:09:04.000 --> 00:09:08.000]  面對世俗、成功主義、物質至上的價值觀,
[00:09:08.000 --> 00:09:11.000]  面對孩子的不足、不完美、缺憾,
[00:09:11.000 --> 00:09:17.000]  願意我們仍以上帝的眼光去看兒女,
[00:09:17.000 --> 00:09:20.000]  看到子女非凡之處,
[00:09:20.000 --> 00:09:25.000]  就像約基別,看見神所賜的盡美是好,
[00:09:25.000 --> 00:09:29.000]  也像蘇媽媽對兒子不離不棄的愛,
[00:09:29.000 --> 00:09:31.000]  在孩子遇到困難時,
[00:09:31.000 --> 00:09:34.000]  以為自己不會成功,想要放棄之際,
[00:09:34.000 --> 00:09:37.000]  仍然相信支持他。
[00:09:37.000 --> 00:09:41.000]  盼望每一位基督徒的家長,
[00:09:41.000 --> 00:09:43.000]  可以幫助孩子,陪伴孩子,
[00:09:43.000 --> 00:09:46.000]  讓他找到一條他自己要走的道路,
[00:09:46.000 --> 00:09:51.000]  更重要的是讓上帝的旨意成就在他生命裏。
[00:09:51.000 --> 00:09:57.000]  第二點,信心行動。
[00:09:57.000 --> 00:10:00.000]  請大家一起讀出三至九節,請。
[00:10:01.000 --> 00:10:03.000]  後來不能再藏,
[00:10:03.000 --> 00:10:06.000]  就取了一個蒲草箱,
[00:10:06.000 --> 00:10:08.000]  抹上石漆和石油,
[00:10:08.000 --> 00:10:11.000]  將孩子放在裏頭,
[00:10:11.000 --> 00:10:14.000]  把箱子擱在河邊的路壁中。
[00:10:14.000 --> 00:10:17.000]  孩子的子子遠遠站著,
[00:10:17.000 --> 00:10:20.000]  要知道他究竟怎麼樣,
[00:10:20.000 --> 00:10:24.000]  發露的女兒來到河邊洗草,
[00:10:24.000 --> 00:10:27.000]  他的侍女們在河邊行走,
[00:10:27.000 --> 00:10:30.000]  他看見箱子在路壁中,
[00:10:30.000 --> 00:10:33.000]  就打發一個疲累那來。
[00:10:33.000 --> 00:10:37.000]  他打開箱子,看見那孩子,
[00:10:37.000 --> 00:10:40.000]  孩子哭了,他就可憐他說,
[00:10:40.000 --> 00:10:43.000]  這是希伯來人的一個孩子,
[00:10:43.000 --> 00:10:47.000]  孩子的子子對發露的女兒說,
[00:10:47.000 --> 00:10:53.000]  我去借宗教為你派這孩子,
[00:10:53.000 --> 00:10:55.000]  可以不可以,
[00:10:55.000 --> 00:10:57.000]  發露的女兒說,
[00:10:57.000 --> 00:10:58.000]  可以,
[00:10:58.000 --> 00:11:01.000]  同侶就去了孩子的母親那,
[00:11:01.000 --> 00:11:04.000]  發露的女兒對他說,
[00:11:04.000 --> 00:11:06.000]  你把這孩子抱去,
[00:11:06.000 --> 00:11:08.000]  為我為他,
[00:11:08.000 --> 00:11:10.000]  我必給你功架,
[00:11:10.000 --> 00:11:13.000]  夫人就抱了孩子去為他。
[00:11:13.000 --> 00:11:19.000]  若姬別和丈夫暗蘭生了摩世,
[00:11:19.000 --> 00:11:20.000]  他們冒著危險,
[00:11:20.000 --> 00:11:23.000]  憑信心將孩子收買三個月,
[00:11:23.000 --> 00:11:25.000]  孩子漸長大,
[00:11:25.000 --> 00:11:26.000]  若姬別知道,
[00:11:26.000 --> 00:11:28.000]  這樣下去不是辦法,
[00:11:28.000 --> 00:11:32.000]  於是他弄了一個蒲草箱,
[00:11:32.000 --> 00:11:34.000]  蒲草又名露迪,
[00:11:34.000 --> 00:11:38.000]  是一種生長在尼羅河沼澤地帶的植物,
[00:11:38.000 --> 00:11:40.000]  可有四五公尺長,
[00:11:40.000 --> 00:11:44.000]  是埃及人用來造船的材料,
[00:11:44.000 --> 00:11:47.000]  據說鱷魚不喜歡蒲草的氣味,
[00:11:47.000 --> 00:11:49.000]  可保安全。
[00:11:49.000 --> 00:11:51.000]  蒲草箱的箱字,
[00:11:51.000 --> 00:11:56.000]  這個字和挪亞方舟的用字相同,
[00:11:56.000 --> 00:12:00.000]  若姬別大可能將神在大洪水審判裏面,
[00:12:00.000 --> 00:12:03.000]  藉著挪亞方舟才能拯救這件事,
[00:12:03.000 --> 00:12:06.000]  和這次這件事聯在一起。
[00:12:06.000 --> 00:12:11.000]  若姬別將箱子套上石漆石油,
[00:12:11.000 --> 00:12:16.000]  這個舉動和當年挪亞所做的相似,
[00:12:16.000 --> 00:12:18.000]  石漆是防水,
[00:12:18.000 --> 00:12:20.000]  石油是潤滑,
[00:12:20.000 --> 00:12:22.000]  不會傷嬰兒的皮膚。
[00:12:22.000 --> 00:12:25.000]  看到若姬別的行動細心,
[00:12:25.000 --> 00:12:27.000]  很有步驟,
[00:12:27.000 --> 00:12:30.000]  她堅信神會像當年洪水時,
[00:12:30.000 --> 00:12:32.000]  拯救挪亞一家人,
[00:12:32.000 --> 00:12:35.000]  再次施行拯救。
[00:12:35.000 --> 00:12:37.000]  剛才第四節提到,
[00:12:37.000 --> 00:12:39.000]  孩子的子子遠遠站著,
[00:12:39.000 --> 00:12:41.000]  要知道他究竟怎樣。
[00:12:41.000 --> 00:12:44.000]  在這時候,摩西的姐姐米莉暗,
[00:12:44.000 --> 00:12:49.000]  暗中躲在附近監視形勢,
[00:12:49.000 --> 00:12:54.000]  在第五至第八節,
[00:12:54.000 --> 00:12:57.000]  經文充滿了很多巧合,
[00:12:57.000 --> 00:12:59.000]  記載剛好這時候,
[00:12:59.000 --> 00:13:02.000]  法老的女兒來到河邊洗澡,
[00:13:02.000 --> 00:13:06.000]  剛好看到一個放著嬰兒的蒲草箱,
[00:13:06.000 --> 00:13:08.000]  當她打開的時候,
[00:13:08.000 --> 00:13:12.000]  摩西的嬰兒在哭泣,
[00:13:12.000 --> 00:13:16.000]  我想喚起了嬰兒的哭聲,
[00:13:16.000 --> 00:13:18.000]  喚起了法老女兒母性的本能,
[00:13:18.000 --> 00:13:21.000]  她動了憐憫的心。
[00:13:21.000 --> 00:13:23.000]  在這時候,
[00:13:23.000 --> 00:13:25.000]  誰出現了?
[00:13:25.000 --> 00:13:27.000]  姐姐米莉暗出現了,
[00:13:27.000 --> 00:13:29.000]  她向法老王獻計,
[00:13:29.000 --> 00:13:31.000]  即是向女兒獻計,
[00:13:31.000 --> 00:13:33.000]  提議她找一個以色列婦人,
[00:13:33.000 --> 00:13:35.000]  做嬰兒的乳母,
[00:13:35.000 --> 00:13:36.000]  當時埃及婦女,
[00:13:36.000 --> 00:13:39.000]  不願意與養外邦嬰孩,
[00:13:39.000 --> 00:13:41.000]  特別是以色列人。
[00:13:41.000 --> 00:13:43.000]  最後法老女兒,
[00:13:43.000 --> 00:13:45.000]  真的聽了米莉暗的建議,
[00:13:45.000 --> 00:13:46.000]  請了約基別,
[00:13:46.000 --> 00:13:48.000]  做嬰兒的乳母奶媽,
[00:13:48.000 --> 00:13:52.000]  結果約基別不再需要偷偷摸摸地,
[00:13:52.000 --> 00:13:54.000]  去收養嬰兒,
[00:13:54.000 --> 00:13:57.000]  而是光明正大的照顧自己的兒子,
[00:13:57.000 --> 00:13:59.000]  還有薪水收,
[00:13:59.000 --> 00:14:03.000]  不知道今天我們是否免費勞工?
[00:14:03.000 --> 00:14:07.000]  米莉暗暗中躲在一旁,
[00:14:07.000 --> 00:14:09.000]  時機到,
[00:14:09.000 --> 00:14:11.000]  走到法老女兒的面前,
[00:14:11.000 --> 00:14:13.000]  還提議找一個以色列婦女約基別,
[00:14:13.000 --> 00:14:15.000]  做乳母,
[00:14:15.000 --> 00:14:17.000]  你覺得米莉暗暗,
[00:14:17.000 --> 00:14:19.000]  為何你會這樣做?
[00:14:19.000 --> 00:14:21.000]  其實當年可能十歲八歲,
[00:14:21.000 --> 00:14:24.000]  有沒有誰教她?
[00:14:24.000 --> 00:14:27.000]  她的膽識,勇敢,機智,信心,
[00:14:27.000 --> 00:14:29.000]  又從哪裏學回來?
[00:14:29.000 --> 00:14:31.000]  哪裏?
[00:14:31.000 --> 00:14:33.000]  約基別的媽媽,
[00:14:33.000 --> 00:14:38.000]  米莉暗暗可以說完全有她媽媽的本色影子,
[00:14:38.000 --> 00:14:41.000]  三個婦女的智慧,勇敢,
[00:14:41.000 --> 00:14:44.000]  保存嬰兒這個男孩的性命,
[00:14:44.000 --> 00:14:47.000]  所有人體會巧合,
[00:14:47.000 --> 00:14:50.000]  不可言喻的奇妙安排,
[00:14:50.000 --> 00:14:53.000]  實則是神在背後的安排,
[00:14:53.000 --> 00:14:59.000]  面對法老王屠殺男嬰殘酷的命令,
[00:14:59.000 --> 00:15:02.000]  摩西的母親沒有絕望,
[00:15:02.000 --> 00:15:04.000]  也沒有屈服在恐懼之下,
[00:15:04.000 --> 00:15:07.000]  當不能再收買嬰兒的時候,
[00:15:07.000 --> 00:15:09.000]  她將嬰兒放在雙樑,
[00:15:09.000 --> 00:15:11.000]  然後放在河邊,
[00:15:11.000 --> 00:15:15.000]  然後放手交托給神。
[00:15:15.000 --> 00:15:17.000]  在第三節說到,
[00:15:17.000 --> 00:15:21.000]  約基別把雙子過在尼羅河河邊的路滴中,
[00:15:21.000 --> 00:15:26.000]  有路滴的地方就是較淺水的地方,
[00:15:26.000 --> 00:15:31.000]  在尼羅河邊就是法老女兒經常來洗澡的地方,
[00:15:31.000 --> 00:15:34.000]  安及相信在神聖的尼羅河沐浴,
[00:15:34.000 --> 00:15:37.000]  可以得到神明的庇佑。
[00:15:37.000 --> 00:15:40.000]  約基別之後大可能就安排,
[00:15:40.000 --> 00:15:44.000]  女兒米利安在遠遠的守望著雙子,
[00:15:44.000 --> 00:15:46.000]  這樣周詳的安排,
[00:15:46.000 --> 00:15:48.000]  足以見到這位母親,
[00:15:48.000 --> 00:15:51.000]  她放手,但她卻不放棄,
[00:15:51.000 --> 00:15:57.000]  也很盡力地保護自己的兒子。
[00:15:57.000 --> 00:16:01.000]  保護子女是父母的天職和天性,
[00:16:01.000 --> 00:16:05.000]  但放手的功課是父母的必修,
[00:16:05.000 --> 00:16:09.000]  但對天下很多父母來說,
[00:16:09.000 --> 00:16:12.000]  放手是很艱難的功課,
[00:16:12.000 --> 00:16:17.000]  尤其是中國人的父母。
[00:16:17.000 --> 00:16:21.000]  大家有沒有聽過直升機家長?
[00:16:21.000 --> 00:16:23.000]  怪獸家長?
[00:16:23.000 --> 00:16:27.000]  為什麼有這些稱號的出現?
[00:16:27.000 --> 00:16:30.000]  有沒有聽過大學生小學雞?
[00:16:30.000 --> 00:16:32.000]  或者三低講諧,
[00:16:32.000 --> 00:16:36.000]  即低智力能力、低情緒智商、低抗疫力,
[00:16:36.000 --> 00:16:38.000]  又或者是孖寶、巴寶等等,
[00:16:38.000 --> 00:16:41.000]  又怎麼出來的呢?
[00:16:41.000 --> 00:16:44.000]  為什麼?歸根到底,
[00:16:44.000 --> 00:16:46.000]  就是做家長,
[00:16:46.000 --> 00:16:50.000]  對孩子未能適當的放手。
[00:16:50.000 --> 00:16:53.000]  小學三年級的家長專程打電話,
[00:16:53.000 --> 00:16:54.000]  拜託班主任,
[00:16:54.000 --> 00:16:56.000]  說女兒吃東西很慢,
[00:16:56.000 --> 00:16:58.000]  沒辦法,午餐時段吃完飯,
[00:16:58.000 --> 00:17:01.000]  想請老師可否在打鐘前幫忙餵剩的飯?
[00:17:01.000 --> 00:17:03.000]  是真的。
[00:17:03.000 --> 00:17:06.000]  有家長私下找老師,
[00:17:06.000 --> 00:17:10.000]  拜託老師可否在放學前幫忙檢查孩子,
[00:17:10.000 --> 00:17:13.000]  有沒有整理好那天要做的功課回家。
[00:17:13.000 --> 00:17:16.000]  有家長擔心子女不懂得照顧自己,
[00:17:16.000 --> 00:17:18.000]  不讓他們去境外學習,
[00:17:18.000 --> 00:17:19.000]  有子女在外面讀書,
[00:17:19.000 --> 00:17:22.000]  媽媽每天一個追魂打電話,
[00:17:22.000 --> 00:17:26.000]  你會不會曾經是其中一個呢?
[00:17:26.000 --> 00:17:28.000]  其實我也很慚愧,
[00:17:28.000 --> 00:17:31.000]  曾經有個兒子忘記帶功課,
[00:17:31.000 --> 00:17:33.000]  自己馬上坐的士,
[00:17:33.000 --> 00:17:37.000]  飛撲學校,速遞功課。
[00:17:37.000 --> 00:17:43.000]  沒有怪家庭發展基金總幹事羅乃軒師母這樣說,
[00:17:43.000 --> 00:17:47.000]  放手是沒有一生學不完的功課。
[00:17:47.000 --> 00:17:50.000]  其實這幾年自己也有種小盆栽,
[00:17:50.000 --> 00:17:54.000]  自己也覺得很悉心地照料,
[00:17:54.000 --> 00:17:57.000]  但一開始的時候真的種什麼什麼,
[00:17:57.000 --> 00:18:00.000]  很沮喪,很有挫敗感。
[00:18:00.000 --> 00:18:01.000]  後來一段時間,
[00:18:01.000 --> 00:18:03.000]  自己超忙少了打理,
[00:18:03.000 --> 00:18:04.000]  有一天,我想起,
[00:18:04.000 --> 00:18:06.000]  整整兩個星期忘記澆水,
[00:18:06.000 --> 00:18:08.000]  以為植物一定枯乾,
[00:18:08.000 --> 00:18:10.000]  奄奄一息,
[00:18:10.000 --> 00:18:11.000]  但我驚訝,
[00:18:11.000 --> 00:18:14.000]  竟然發現有些植物在發生生涯,
[00:18:14.000 --> 00:18:16.000]  還有幾棵生得非常柱狀,
[00:18:16.000 --> 00:18:22.000]  比我當時悉心照顧時期好。
[00:18:22.000 --> 00:18:25.000]  後來觀察發現其中一個原因是什麼?
[00:18:25.000 --> 00:18:28.000]  就是因為之前每天澆水,
[00:18:28.000 --> 00:18:30.000]  對那些種子植物來說,
[00:18:30.000 --> 00:18:31.000]  反而是水分過多,
[00:18:31.000 --> 00:18:34.000]  妨礙了它們的成長。
[00:18:34.000 --> 00:18:37.000]  這給我一個很大的體會和反思,
[00:18:37.000 --> 00:18:39.000]  澆花照顧孩子也好,
[00:18:39.000 --> 00:18:41.000]  當過度的時候,
[00:18:41.000 --> 00:18:43.000]  反而會妨礙生命的成長,
[00:18:43.000 --> 00:18:44.000]  就像植物一樣,
[00:18:44.000 --> 00:18:46.000]  當水分充足的時候,
[00:18:46.000 --> 00:18:49.000]  根就不會多浪費能量生長,
[00:18:49.000 --> 00:18:50.000]  但當缺乏水分的時候,
[00:18:50.000 --> 00:18:51.000]  根就反而會努力生長,
[00:18:51.000 --> 00:18:55.000]  為了可以吸收更深處的水分。
[00:18:55.000 --> 00:18:58.000]  孩子不一樣,
[00:18:58.000 --> 00:19:01.000]  作為母親家長,
[00:19:01.000 --> 00:19:03.000]  雖然我們想盡辦法,
[00:19:03.000 --> 00:19:05.000]  不想讓子女受到傷害,
[00:19:05.000 --> 00:19:08.000]  但實際上為孩子掌握的事情,
[00:19:08.000 --> 00:19:10.000]  是非常有限。
[00:19:10.000 --> 00:19:12.000]  我們不希望孩子受傷,
[00:19:12.000 --> 00:19:15.000]  但人生總有意外,
[00:19:15.000 --> 00:19:19.000]  那些膝蓋上的傷、瘀、崎嶇的道路,
[00:19:19.000 --> 00:19:21.000]  受傷的心,
[00:19:21.000 --> 00:19:25.000]  都是生命成長的一部分。
[00:19:25.000 --> 00:19:28.000]  若機別把孩子放在蒲草箱裡,
[00:19:28.000 --> 00:19:32.000]  然後把箱子放在河邊的路上,
[00:19:32.000 --> 00:19:34.000]  對母親來說,
[00:19:34.000 --> 00:19:35.000]  箱子翻了,
[00:19:35.000 --> 00:19:36.000]  嬰兒被淹,
[00:19:36.000 --> 00:19:38.000]  動物襲擊吞食,
[00:19:38.000 --> 00:19:41.000]  丁丁的殘害等等的憂慮,
[00:19:41.000 --> 00:19:47.000]  都足以使母親若機別心如刀割。
[00:19:47.000 --> 00:19:49.000]  另一方面,
[00:19:49.000 --> 00:19:51.000]  若機別當下都不知道,
[00:19:51.000 --> 00:19:53.000]  是否真的會有人來救孩子,
[00:19:53.000 --> 00:19:57.000]  而不知道神有什麼計劃和安排,
[00:19:57.000 --> 00:20:00.000]  作為母親去放開孩子,
[00:20:00.000 --> 00:20:02.000]  放手簡單的動作,
[00:20:02.000 --> 00:20:05.000]  卻藏著難捱的煎熬,
[00:20:05.000 --> 00:20:09.000]  是需要極大的勇氣和信心。
[00:20:09.000 --> 00:20:11.000]  今天,
[00:20:11.000 --> 00:20:13.000]  不少母親家長,
[00:20:13.000 --> 00:20:15.000]  包括我,
[00:20:15.000 --> 00:20:19.000]  常常為孩子的健康學業品行,
[00:20:19.000 --> 00:20:20.000]  他的信仰命名,
[00:20:20.000 --> 00:20:21.000]  他的未來,
[00:20:21.000 --> 00:20:23.000]  他的安危而擔憂,
[00:20:23.000 --> 00:20:26.000]  無法放心放手,
[00:20:26.000 --> 00:20:28.000]  既希望孩子獨立,
[00:20:28.000 --> 00:20:31.000]  又擔心孩子還未準備好,
[00:20:31.000 --> 00:20:33.000]  做不來。
[00:20:33.000 --> 00:20:34.000]  我們幫得太多,
[00:20:34.000 --> 00:20:37.000]  又怕他自己不會解決問題,
[00:20:37.000 --> 00:20:38.000]  幫得太少,
[00:20:38.000 --> 00:20:40.000]  又怕他追不上。
[00:20:40.000 --> 00:20:42.000]  我們埋怨孩子依賴之事,
[00:20:42.000 --> 00:20:44.000]  他又事事包底。
[00:20:44.000 --> 00:20:47.000]  內心充滿矛盾和憂慮,
[00:20:47.000 --> 00:20:54.000]  最終令自己身心疲累。
[00:20:54.000 --> 00:20:56.000]  羅乃軒師母的分享,
[00:20:56.000 --> 00:20:57.000]  對我作為母親,
[00:20:57.000 --> 00:21:01.000]  在放手方面有很大的提醒,
[00:21:01.000 --> 00:21:05.000]  常常貼在我辦公室的桌上,
[00:21:05.000 --> 00:21:10.000]  她是我們最在乎的人和同事,
[00:21:10.000 --> 00:21:15.000]  通常是我們要學習放手的基本功,
[00:21:15.000 --> 00:21:17.000]  放手不是愛理不理,
[00:21:17.000 --> 00:21:19.000]  殺手不管,
[00:21:19.000 --> 00:21:27.000]  而是一種責任上的平衡。
[00:21:27.000 --> 00:21:33.000]  面對放手的反面是執著,
[00:21:33.000 --> 00:21:36.000]  就是死纏著某個人某個問題,
[00:21:36.000 --> 00:21:37.000]  在打轉,
[00:21:37.000 --> 00:21:41.000]  覺得非解決不可。
[00:21:41.000 --> 00:21:45.000]  面對暫時不能改變的人和同事,
[00:21:45.000 --> 00:21:48.000]  知道自己盡力就夠,
[00:21:48.000 --> 00:21:52.000]  不需要抓狂發瘋。
[00:21:52.000 --> 00:21:57.000]  絕望是執著的終極,
[00:21:57.000 --> 00:22:03.000]  放手是盼望和自由的開端。
[00:22:03.000 --> 00:22:06.000]  放手是因為明白上帝在每個人身上
