
[00:00:00.000 --> 00:00:05.320]  大家好,今天又是一個很特別的日子
[00:04:15.600 --> 00:04:21.040]  在這章中看到一些屬靈的意義
[00:04:21.040 --> 00:04:27.200]  亦強調了耶穌基督和門徒的關係
[00:04:27.200 --> 00:04:31.080]  耶穌基督會在最後一篇講道
[00:04:31.080 --> 00:04:33.080]  會講些甚麼呢
[00:04:33.080 --> 00:04:35.560]  臨別鎮賢
[00:04:35.560 --> 00:04:38.760]  他在今晚之後
[00:04:38.760 --> 00:04:42.400]  就會被賣掉
[00:04:42.400 --> 00:04:44.160]  明天的黃昏
[00:04:44.160 --> 00:04:46.760]  我們的基督就會被掛
[00:04:46.760 --> 00:04:48.960]  被鞭打
[00:04:48.960 --> 00:04:50.840]  時日無多
[00:04:50.840 --> 00:04:55.160]  最後耶穌基督想跟門徒講些甚麼呢
[00:04:55.160 --> 00:04:57.280]  不知道大家有沒有這些經歷
[00:04:57.280 --> 00:05:01.400]  可能你的子女出外讀書的時候
[00:05:01.400 --> 00:05:02.880]  他就要離開
[00:05:02.880 --> 00:05:05.280]  你會給他甚麼贈言呢
[00:05:05.280 --> 00:05:06.480]  一定是很重要的
[00:05:06.480 --> 00:05:08.320]  不會說廢話
[00:05:08.320 --> 00:05:11.520]  或者你的女兒或兒子
[00:05:11.520 --> 00:05:14.440]  娶媳婦或嫁女
[00:05:14.440 --> 00:05:17.680]  你都會給他贈言勸勉
[00:05:17.680 --> 00:05:21.280]  今晚耶穌基督就快要離開
[00:05:21.280 --> 00:05:26.960]  他又想給甚麼贈言勸勉他的門徒呢
[00:05:26.960 --> 00:05:30.120]  今天我想先分析其中一部分
[00:05:30.120 --> 00:05:35.120]  就是《約翰福音》十五章七至十節
[00:05:35.120 --> 00:05:38.400]  不如我們一起讀出
[00:05:38.400 --> 00:05:39.400]  請
[00:05:39.760 --> 00:05:41.760]  (閩南語)
[00:05:41.760 --> 00:05:43.760]  (閩南語)
[00:05:44.760 --> 00:05:46.760]  (閩南語)
[00:05:46.760 --> 00:06:14.520]  (廣東話)
[00:06:14.520 --> 00:06:24.520]  (廣東話)
[00:06:24.680 --> 00:06:26.560]  果子代表甚麼呢?
[00:06:26.560 --> 00:06:28.600]  如果我們有看聖經
[00:06:28.600 --> 00:06:30.640]  我們留意到加拉太書
[00:06:30.640 --> 00:06:35.480]  所結的果子有九個特質
[00:06:35.480 --> 00:06:40.120]  人愛、喜樂、和平、恩慈、良善、信實、忍耐、節制等等
[00:06:40.120 --> 00:06:42.320]  還有和平
[00:06:42.320 --> 00:06:46.880]  其實果子是代表一些義、善行
[00:06:46.880 --> 00:06:49.160]  即合神心意的表現
[00:06:49.160 --> 00:06:53.640]  捍衛寶貴的一些思想、心態、行為
[00:06:53.640 --> 00:06:55.920]  這裡說,如果我們結果子的話
[00:06:55.920 --> 00:06:57.800]  祂因此得榮耀
[00:06:57.800 --> 00:07:01.280]  我們的父,天父就得榮耀
[00:07:01.280 --> 00:07:06.760]  就當能夠在世上有榮耀的身份
[00:07:06.760 --> 00:07:10.200]  因此我們看到今天我們有講題
[00:07:10.200 --> 00:07:13.320]  給我一個結果子的理由是甚麼呢?
[00:07:13.320 --> 00:07:15.320]  就是代表我們可以選擇
[00:07:15.320 --> 00:07:16.280]  我們可以選擇
[00:07:16.280 --> 00:07:17.720]  我們可以決定
[00:07:17.720 --> 00:07:20.680]  讓神透過我們去結果子
[00:07:20.680 --> 00:07:23.600]  使祂得榮耀
[00:07:23.600 --> 00:07:26.680]  當然結果子可以是甚麼呢?
[00:07:26.680 --> 00:07:30.440]  可以是和我們身邊的人分享信仰
[00:07:30.440 --> 00:07:34.400]  但結果子也可以去其他不同的層面
[00:07:34.400 --> 00:07:39.400]  無論你去幫助或者探訪一些老幼基
[00:07:39.400 --> 00:07:41.560]  或者你的生命流露
[00:07:41.560 --> 00:07:44.200]  很想幫一些基層的小朋友
[00:07:44.200 --> 00:07:46.720]  好像我們有生命課室
[00:07:46.720 --> 00:07:51.440]  或者你在外面義務補習的幫小朋友
[00:07:51.440 --> 00:07:54.760]  或者你照顧生病的鄰居
[00:07:54.760 --> 00:07:55.720]  就好像COVID-19
[00:07:55.720 --> 00:07:57.640]  或者最近很多流感
[00:07:57.640 --> 00:07:59.280]  你去買一些食物
[00:07:59.280 --> 00:08:01.080]  或者買一些藥給你的鄰居
[00:08:01.080 --> 00:08:07.720]  或者你很有禮貌去對待你住的管理員
[00:08:07.720 --> 00:08:09.080]  你會和他打招呼
[00:08:09.080 --> 00:08:11.600]  說一聲早晨或者Hello
[00:08:11.600 --> 00:08:14.600]  其實這些都是結果子的表現
[00:08:14.600 --> 00:08:17.480]  或者關心一下你的朋友、團友
[00:08:17.480 --> 00:08:20.080]  可能你未必是組長helper
[00:08:20.080 --> 00:08:23.720]  或者你支持一些宣教士
[00:08:23.720 --> 00:08:25.520]  或者神學生等等
[00:08:25.520 --> 00:08:29.360]  我也試過被支持
[00:08:29.360 --> 00:08:32.440]  我是被我的宣教士支持
[00:08:32.440 --> 00:08:35.440]  其實宣教士是靠奉獻去生活的
[00:08:35.440 --> 00:08:37.920]  他沒有收入的
[00:08:37.920 --> 00:08:40.480]  就是我讀神學的時候
[00:08:40.480 --> 00:08:42.880]  我有一對宣教士
[00:08:42.880 --> 00:08:45.280]  他們是去埃及宣教
[00:08:45.280 --> 00:08:46.880]  有一次他回來香港
[00:08:46.880 --> 00:08:47.800]  就說Mona我約你
[00:08:47.800 --> 00:08:48.240]  我約你
[00:08:48.240 --> 00:08:49.720]  那時候我正在讀神學
[00:08:49.720 --> 00:08:51.640]  但是那時候我是怎樣呢
[00:08:51.640 --> 00:08:55.240]  我交了學費之後
[00:08:55.240 --> 00:08:57.360]  沒有錢交住宿費
[00:08:57.360 --> 00:08:59.160]  因為我讀建道神學院
[00:08:59.160 --> 00:09:00.920]  就在長洲的
[00:09:00.920 --> 00:09:03.720]  未分的就一定要住宿的
[00:09:03.720 --> 00:09:04.720]  那怎麼辦呢
[00:09:04.720 --> 00:09:06.000]  不要說這個字
[00:09:06.000 --> 00:09:06.760]  糟糕了
[00:09:06.760 --> 00:09:09.040]  我沒有錢交學費
[00:09:09.040 --> 00:09:10.600]  那怎麼辦呢
[00:09:10.600 --> 00:09:14.360]  其實我本身成長的教會
[00:09:14.360 --> 00:09:18.280]  都是一間中產以上的教會
[00:09:18.280 --> 00:09:21.120]  我身邊的人
[00:09:21.120 --> 00:09:23.280]  他們的位置很高
[00:09:23.280 --> 00:09:25.160]  但是他們沒有奉獻給我
[00:09:25.160 --> 00:09:26.440]  不知道為什麼
[00:09:26.440 --> 00:09:31.480]  但是他們有買一部印刷機給我
[00:09:31.480 --> 00:09:33.600]  還有送了很多文具給我
[00:09:33.600 --> 00:09:35.560]  但是我現在真的沒有錢了
[00:09:35.560 --> 00:09:37.000]  那怎麼辦呢
[00:09:37.000 --> 00:09:39.240]  神就感動這位宣教士
[00:09:39.240 --> 00:09:41.680]  他們回來香港述職的時候
[00:09:41.680 --> 00:09:44.360]  他給了我一張支票
[00:09:44.360 --> 00:09:46.080]  你知道多少錢嗎
[00:09:46.080 --> 00:09:49.920]  五位數字
[00:09:49.920 --> 00:09:51.680]  我真的不敢收
[00:09:51.680 --> 00:09:52.760]  但是我不收不行
[00:09:52.760 --> 00:09:56.600]  因為神就是透過這位宣教士
[00:09:56.600 --> 00:09:57.560]  去支持我
[00:09:57.560 --> 00:09:58.640]  不單止
[00:09:58.640 --> 00:10:00.760]  其實我之後本來做一個
[00:10:00.760 --> 00:10:02.440]  很高收入的工作
[00:10:02.440 --> 00:10:03.440]  做廣告製作
[00:10:03.440 --> 00:10:05.880]  後來神就放了我一間福音機構
[00:10:05.880 --> 00:10:07.520]  就是讀神學之前
[00:10:07.520 --> 00:10:09.320]  就是工作的
[00:10:09.320 --> 00:10:12.160]  長期低收入的
[00:10:12.160 --> 00:10:14.920]  雖然我的位置是有一點點高級
[00:10:14.920 --> 00:10:16.320]  就是高級一點
[00:10:16.320 --> 00:10:17.120]  但是長期低收入
[00:10:17.120 --> 00:10:18.560]  但是我有些同事
[00:10:18.560 --> 00:10:20.240]  比我還低收入
[00:10:20.240 --> 00:10:22.120]  他也感動一些
[00:10:22.120 --> 00:10:23.800]  比我低收入的同事
[00:10:23.800 --> 00:10:25.440]  支持我讀神學
[00:10:25.440 --> 00:10:29.240]  所以他們的生命真的是結果子
[00:10:29.240 --> 00:10:30.360]  你看到他們
[00:10:30.360 --> 00:10:31.920]  就看到神有多麼真實
[00:10:31.920 --> 00:10:36.880]  我看到神在他們身上得著榮耀
[00:10:36.880 --> 00:10:40.920]  那怎樣才能夠將結果子顯出來呢
[00:10:40.920 --> 00:10:42.920]  今天我的題目就是說
[00:10:42.920 --> 00:10:45.640]  給我結果子的理由
[00:10:45.640 --> 00:10:47.880]  那為什麼我們不結果子呢
[00:10:47.880 --> 00:10:50.480]  如果父又可以得著榮耀
[00:10:50.480 --> 00:10:53.880]  並且又知道我們是他的門徒
[00:10:53.880 --> 00:10:54.960]  是不是很好啊
[00:10:54.960 --> 00:10:55.680]  結果子
[00:10:55.680 --> 00:10:56.640]  但是為什麼
[00:10:56.640 --> 00:10:58.400]  有時候我們結不到果子呢
[00:10:58.400 --> 00:11:00.520]  因為經文那裡說他又不結果子
[00:11:00.520 --> 00:11:03.480]  又結得少
[00:11:03.480 --> 00:11:04.640]  很好啊本身
[00:11:04.640 --> 00:11:06.040]  父又得榮耀
[00:11:06.040 --> 00:11:07.400]  我們又是知道他門徒
[00:11:07.400 --> 00:11:10.120]  win win 雙贏
[00:11:10.120 --> 00:11:12.400]  但是為什麼我們不選擇結果子呢
[00:11:12.400 --> 00:11:14.720]  或者要結果子更多呢
[00:11:14.720 --> 00:11:16.960]  發生什麼事呢
[00:11:16.960 --> 00:11:19.400]  會不會就好像約翰福音
[00:11:19.400 --> 00:11:23.360]  這本書很想強調門徒和耶穌的關係
[00:11:23.360 --> 00:11:26.880]  就是在關係那裡出現了問題呢
[00:11:26.880 --> 00:11:28.560]  會不會就是這樣呢
[00:11:28.560 --> 00:11:29.600]  剛剛我講
[00:11:29.600 --> 00:11:31.120]  今天看的經文是
[00:11:31.120 --> 00:11:34.440]  最後晚餐講道的中間部分
[00:11:34.440 --> 00:11:37.600]  他是不是也想帶出一些屬靈的意義
[00:11:37.600 --> 00:11:39.720]  叫不單止那時候的門徒
[00:11:39.720 --> 00:11:43.200]  或者甚至我們現在後世跟隨他的人
[00:11:43.200 --> 00:11:45.720]  都想清楚知道呢
[00:11:45.720 --> 00:11:47.960]  剛剛我們看的部分不夠
[00:11:47.960 --> 00:11:51.800]  不如我們再看15章第一節開始
[00:11:51.800 --> 00:11:53.520]  又看看那裡有什麼
[00:11:53.520 --> 00:11:54.600]  讓我們看看
[00:11:54.600 --> 00:11:57.000]  為什麼我們不會結果子呢
[00:11:57.000 --> 00:11:58.920]  不如我們又請大家讀出
[00:11:58.920 --> 00:11:59.920]  預備請
[00:12:00.320 --> 00:12:02.320]  (閩南語)
[00:12:02.320 --> 00:12:04.320]  (閩南語)
[00:12:05.320 --> 00:12:07.320]  (閩南語)
[00:12:08.320 --> 00:12:10.320]  (閩南語)
[00:12:10.320 --> 00:12:12.320]  (閩南語)
[00:12:12.320 --> 00:12:14.320]  (閩南語)
[00:12:14.320 --> 00:12:16.320]  (閩南語)
[00:12:16.320 --> 00:12:20.260]  我現在請你用力,放鬆你的肚子。
[00:12:20.260 --> 00:12:22.700]  好,我現在就開始漏氣。
[00:12:22.700 --> 00:12:24.580]  好,我現在就開始漏氣。
[00:12:24.580 --> 00:12:25.740]  好,我現在就開始漏氣。
[00:12:25.740 --> 00:12:26.140]  好,我現在就開始漏氣。
[00:12:26.140 --> 00:12:26.300]  好,我現在就開始漏氣。
[00:12:26.300 --> 00:12:27.960]  好,我現在就開始漏氣。
[00:12:27.960 --> 00:12:28.340]  好,我現在就開始漏氣。
[00:12:28.340 --> 00:12:29.060]  好,我現在就開始漏氣。
[00:12:29.060 --> 00:12:30.640]  好,我現在就開始漏氣。
[00:12:30.640 --> 00:12:30.960]  好,我現在就開始漏氣。
[00:12:30.960 --> 00:12:32.300]  好,我現在就開始漏氣。
[00:12:32.300 --> 00:12:32.900]  好,我現在就開始漏氣。
[00:12:32.900 --> 00:12:33.260]  好,我現在就開始漏氣。
[00:12:33.260 --> 00:12:33.500]  好,我現在就開始漏氣。
[00:12:33.500 --> 00:12:35.180]  好,我現在就開始漏氣。
[00:12:35.180 --> 00:12:35.680]  好,我現在就開始漏氣。
[00:12:35.680 --> 00:12:59.200]  (祈禱)
[00:12:59.200 --> 00:13:00.300]  好,謝謝。
[00:13:00.300 --> 00:13:03.540]  主耶穌基督第一節怎麼說呢?
[00:13:03.540 --> 00:13:07.840]  就是「我是真葡萄樹」,是不是?
[00:13:07.840 --> 00:13:11.780]  剛剛說,約翰福音很強調耶穌基督是誰,
[00:13:11.780 --> 00:13:16.920]  這裡也揭示了祂的神聖和信徒之間的關係。
[00:13:16.920 --> 00:13:22.520]  剛剛也問過,除了這裡是最後一次出現「我是」,
[00:13:22.520 --> 00:13:26.560]  之前出現了多少次「我是」呢?
[00:13:26.560 --> 00:13:30.060]  其實總共在約翰福音有七次「我是」。
[00:13:30.060 --> 00:13:33.240]  如果我們有一點點看,
[00:13:33.240 --> 00:13:35.540]  耶穌基督說「我是生命的糧」,
[00:13:35.540 --> 00:13:37.500]  祂供應我們靈命的需要,
[00:13:37.500 --> 00:13:40.400]  滿足我們內心的飢渴。
[00:13:40.400 --> 00:13:42.340]  也說「我是好木人」,
[00:13:42.340 --> 00:13:43.580]  好木人是怎樣的?
[00:13:43.580 --> 00:13:45.880]  為羊捨命,是不是?
[00:13:45.880 --> 00:13:49.220]  也有一個很出名的,第十四章第六節,
[00:13:49.220 --> 00:13:52.320]  就是「我是道路真理生命」,
[00:13:52.320 --> 00:13:56.720]  若不積著我,大家去不了腐乸裡。
[00:13:56.720 --> 00:14:00.860]  這章就是「我是真葡萄」,
[00:14:00.860 --> 00:14:03.300]  你說有假的嗎?
[00:14:03.300 --> 00:14:08.140]  有的,所以我們的神是「獨一真神」,
[00:14:08.140 --> 00:14:10.400]  其實有很多神,
[00:14:10.400 --> 00:14:13.140]  但我們的神就是「獨一真神」。
[00:14:13.140 --> 00:14:16.240]  這裡宣示了耶穌的身份,
[00:14:16.240 --> 00:14:20.140]  也提醒我們一些屬靈的需要。
[00:14:20.140 --> 00:14:23.580]  剛剛我們一起看了約翰福音有七次「我是」,
[00:14:23.580 --> 00:14:25.480]  這裡是最後一次說的。
[00:14:25.480 --> 00:14:28.620]  也是耶穌基督在最後晚餐的宣告,
[00:14:28.620 --> 00:14:31.820]  「我就是真葡萄樹」。
[00:14:31.820 --> 00:14:33.120]  「我是」這個字,
[00:14:33.120 --> 00:14:37.520]  也是來自《出克一級記》三章十四節,
[00:14:37.520 --> 00:14:44.000]  耶和華曾經自稱「我是自有榮有的」。
[00:14:44.000 --> 00:14:45.600]  在這裡看到,
[00:14:45.600 --> 00:14:47.140]  原來在舊約裡面,
[00:14:47.140 --> 00:14:48.340]  在詩篇八十篇裡面,
[00:14:48.340 --> 00:14:49.240]  我們看到,
[00:14:49.240 --> 00:14:52.380]  神稱他的子民為「葡萄樹」,
[00:14:52.380 --> 00:14:57.280]  然而因為子民變成了壞的子子,
[00:14:57.280 --> 00:14:59.520]  在耶利米蘇二章二十一節,
[00:14:59.520 --> 00:15:00.360]  到這一刻,
[00:15:00.360 --> 00:15:01.860]  神的救贖來了,
[00:15:01.860 --> 00:15:04.760]  葡萄園是神二千年來,
[00:15:04.760 --> 00:15:12.100]  給以色列人一個眷顧和慷慨的形象。
[00:15:12.100 --> 00:15:14.640]  當以色列人看到葡萄園的時候,
[00:15:14.640 --> 00:15:16.980]  他們就心得安慰了。
[00:15:16.980 --> 00:15:21.180]  你可能不會很明白有多大的安慰,
[00:15:21.180 --> 00:15:23.840]  或者他們說「我是真葡萄樹」的時候,
[00:15:23.840 --> 00:15:25.380]  會有多大的安慰。
[00:15:25.380 --> 00:15:28.720]  因為我們香港很少種葡萄,
[00:15:28.720 --> 00:15:30.420]  所以你不會明白,
[00:15:30.420 --> 00:15:31.420]  但是我想說一說,
[00:15:31.420 --> 00:15:35.020]  就好像英國人看到茶一樣,
[00:15:35.020 --> 00:15:36.620]  很有安慰的。
[00:15:36.620 --> 00:15:38.200]  如果香港看到什麼,
[00:15:38.200 --> 00:15:42.560]  你會覺得很安慰的呢?
[00:15:42.560 --> 00:15:44.660]  有些聲音,
[00:15:44.660 --> 00:15:46.740]  芒果,
[00:15:46.740 --> 00:15:49.380]  大家很正路想起那些水果,
[00:15:49.380 --> 00:15:52.880]  但是你去了外國旅行一段時間,
[00:15:52.880 --> 00:15:56.820]  你回到香港最想要的是什麼?
[00:15:56.820 --> 00:15:59.120]  很多啊,
[00:15:59.120 --> 00:16:01.620]  吃碗叉燒飯,
[00:16:01.620 --> 00:16:04.120]  或者吃碗雲吞麵,
[00:16:04.120 --> 00:16:05.860]  或者你不能回香港住,
[00:16:05.860 --> 00:16:07.660]  你也找堂餐吃,
[00:16:07.660 --> 00:16:09.460]  就是這麼安慰。
[00:16:09.460 --> 00:16:13.460]  其實葡萄樹對以色列人說的慷慨安慰就是這麼大,
[00:16:13.460 --> 00:16:18.140]  正如我們香港人看到雲吞麵和叉燒飯一樣,
[00:16:18.140 --> 00:16:19.800]  是一種安慰。
[00:16:19.800 --> 00:16:24.440]  我們就明白為什麼耶穌基督用葡萄樹來形容自己了,
[00:16:24.440 --> 00:16:25.440]  就是那個關係,
[00:16:25.440 --> 00:16:26.740]  就是那個安慰,
[00:16:26.740 --> 00:16:28.740]  主希望幫助我們,
[00:16:28.740 --> 00:16:31.340]  不單止第一世紀的基督徒,
[00:16:31.340 --> 00:16:32.440]  還有我們,
[00:16:32.440 --> 00:16:33.740]  還有跟隨他的人,
[00:16:33.740 --> 00:16:36.060]  他說我是真葡萄樹,
[00:16:36.060 --> 00:16:37.360]  我父是誰?
[00:16:37.360 --> 00:16:39.260]  是栽培的人。
[00:16:39.260 --> 00:16:40.660]  並且第五節說,
[00:16:40.660 --> 00:16:41.760]  我就是葡萄樹,
[00:16:41.760 --> 00:16:43.760]  你們是芝士的金句,
[00:16:43.760 --> 00:16:45.100]  常在我裡面的,
[00:16:45.100 --> 00:16:47.640]  我也常在他裡面。
[00:16:47.640 --> 00:16:49.640]  咦,怎麼了?
[00:16:49.640 --> 00:16:51.640]  (觀眾:芝士的金句)
[00:16:51.640 --> 00:16:53.640]  我讀錯了嗎?
[00:16:53.640 --> 00:16:54.640]  (觀眾:芝士的金句)
[00:16:54.640 --> 00:16:55.640]  芝士?
[00:16:55.640 --> 00:16:56.640]  不要緊吧,
[00:16:56.640 --> 00:16:58.640]  我就是葡萄樹,
[00:16:58.640 --> 00:17:00.640]  你們是芝士的金句,
[00:17:00.640 --> 00:17:02.140]  常在我裡面的,
[00:17:02.140 --> 00:17:04.140]  我也常在他裡面。
[00:17:04.140 --> 00:17:06.640]  這人就多結果子。
[00:17:06.640 --> 00:17:09.140]  常在我裡面,
[00:17:09.140 --> 00:17:12.140]  在整篇我們今天看的經文裡面,
[00:17:12.140 --> 00:17:15.640]  出現了五次這麼多。
[00:17:15.640 --> 00:17:19.140]  芝子若果不常在葡萄樹上,
[00:17:19.140 --> 00:17:23.640]  她是自己不能夠結果子的。
[00:17:23.640 --> 00:17:24.640]  為什麼不能夠結果子,
[00:17:24.640 --> 00:17:27.140]  或者不能夠結果子更多?
[00:17:27.140 --> 00:17:28.640]  因為不連結,
[00:17:28.640 --> 00:17:31.140]  因為沒有聯繫。
[00:17:31.140 --> 00:17:32.640]  是啊,我們種過東西都知道的,
[00:17:32.640 --> 00:17:34.640]  你撕了一條芝子出來的時候,
[00:17:34.640 --> 00:17:36.640]  它就枯萎了,是不是?
[00:17:36.640 --> 00:17:38.140]  所以我們看到,
[00:17:38.140 --> 00:17:41.140]  在這幾張書裡面說的講章,
[00:17:41.140 --> 00:17:42.640]  臨別贈言裡面,
[00:17:42.640 --> 00:17:44.640]  有很多去安慰的。
[00:17:44.640 --> 00:17:48.640]  她知道自己快要離開門徒,
[00:17:48.640 --> 00:17:51.640]  她在十五章尾,
[00:17:51.640 --> 00:17:52.640]  或者十六章,
[00:17:52.640 --> 00:17:54.640]  都有講聖靈保衛師,
[00:17:54.640 --> 00:17:56.640]  有很多安慰的,
[00:17:56.640 --> 00:17:58.640]  但是也要警告,
[00:17:58.640 --> 00:17:59.640]  好像第五節那裡說,
[00:17:59.640 --> 00:18:00.640]  她說,來了我,
[00:18:00.640 --> 00:18:02.640]  你們就不能做什麼,
[00:18:02.640 --> 00:18:03.640]  並且是什麼?
[00:18:03.640 --> 00:18:05.640]  如果你不在我裡面的時候,
[00:18:05.640 --> 00:18:08.640]  芝子就被吊在外面了。
[00:18:08.640 --> 00:18:10.640]  其實為什麼會吊在外面?
[00:18:10.640 --> 00:18:11.640]  因為它枯萎了,
[00:18:11.640 --> 00:18:13.640]  枯萎了就掉在地上,
[00:18:13.640 --> 00:18:14.640]  被人丟出去,
[00:18:14.640 --> 00:18:17.640]  人家拾起來就當拿火燒,
[00:18:17.640 --> 00:18:20.640]  不連結,不連繫,
[00:18:20.640 --> 00:18:23.640]  就不單止不結果子,
[00:18:23.640 --> 00:18:25.640]  並且會枯萎,
[00:18:25.640 --> 00:18:29.640]  所以為什麼不連結呢?
[00:18:29.640 --> 00:18:30.640]  剛剛說,
[00:18:30.640 --> 00:18:31.640]  神這麼好,
[00:18:31.640 --> 00:18:32.640]  富有德榮耀,
[00:18:32.640 --> 00:18:35.640]  並且知道我是屬神的,
[00:18:35.640 --> 00:18:36.640]  有結果子,
[00:18:36.640 --> 00:18:38.640]  神又這麼好,
[00:18:38.640 --> 00:18:42.640]  但是為什麼我們不選擇連結於神?
[00:18:42.640 --> 00:18:44.640]  為什麼呢?
[00:18:44.640 --> 00:18:47.640]  我就訪問一下我的團友,
[00:18:47.640 --> 00:18:50.640]  拿一些資料,
[00:18:50.640 --> 00:18:51.640]  他說,
[00:18:51.640 --> 00:18:55.640]  我想因為有其他東西更加吸引,
[00:18:55.640 --> 00:18:58.640]  他說眼前有些更加有利的東西,
[00:18:58.640 --> 00:18:59.640]  更加吸引,
[00:18:59.640 --> 00:19:01.640]  比結果子更吸引,
[00:19:01.640 --> 00:19:02.640]  有些什麼?
[00:19:02.640 --> 00:19:05.640]  可能是為了自己,
[00:19:05.640 --> 00:19:07.640]  為了自私一點,
[00:19:07.640 --> 00:19:10.640]  所以想睡晚一點,
[00:19:10.640 --> 00:19:13.640]  或者想留在家裡,
[00:19:13.640 --> 00:19:15.640]  然後就不崇拜,
[00:19:15.640 --> 00:19:17.640]  不團契,
[00:19:17.640 --> 00:19:19.640]  想出街玩,
[00:19:19.640 --> 00:19:21.640]  想拍拖,
[00:19:21.640 --> 00:19:22.640]  就不彈契,
[00:19:22.640 --> 00:19:23.640]  不崇拜,
[00:19:23.640 --> 00:19:25.640]  那就少了連結,
[00:19:25.640 --> 00:19:26.640]  想看電視,
